lga_code16,m_m2_bustot_15_24,m_m2_bustot_25_34,m_m2_bustot_35_44,m_m2_bustot_45_54,m_m2_bustot_55_64,m_m2_bustot_65_74,m_m2_bustot_75ov,m_m2_bustot_tot,m_m2_other_m2_15_24,m_m2_other_m2_25_34,m_m2_other_m2_35_44,m_m2_other_m2_45_54,m_m2_other_m2_55_64,m_m2_other_m2_65_74,m_m2_other_m2_75ov,m_m2_other_m2_tot,m_m2_tot_m2_15_24,m_m2_tot_m2_25_34,m_m2_tot_m2_35_44,m_m2_tot_m2_45_54,m_m2_tot_m2_55_64,m_m2_tot_m2_65_74,m_m2_tot_m2_75ov,m_m2_tot_m2_tot,m_m3_trn_and_2_oth_ms_15_24,m_m3_trn_and_2_oth_ms_25_34,m_m3_trn_and_2_oth_ms_35_44,m_m3_trn_and_2_oth_ms_45_54,m_m3_trn_and_2_oth_ms_55_64,m_m3_trn_and_2_oth_ms_65_74,m_m3_trn_and_2_oth_ms_75ov,m_m3_trn_and_2_oth_ms_tot,m_m3_bus2othms_ex_tn_15_24,m_m3_bus2othms_ex_tn_25_34,m_m3_bus2othms_ex_tn_35_44,m_m3_bus2othms_ex_tn_45_54,m_m3_bus2othms_ex_tn_55_64,m_m3_bus2othms_ex_tn_65_74,m_m3_bus2othms_ex_tn_75ov,m_m3_bus2othms_ex_tn_tot,m_m3_other_m3_15_24,m_m3_other_m3_25_34,m_m3_other_m3_35_44,m_m3_other_m3_45_54,m_m3_other_m3_55_64,m_m3_other_m3_65_74,m_m3_other_m3_75ov,m_m3_other_m3_tot,m_m3_tot_m3_15_24,m_m3_tot_m3_25_34,m_m3_tot_m3_35_44,m_m3_tot_m3_45_54,m_m3_tot_m3_55_64,m_m3_tot_m3_65_74,m_m3_tot_m3_75ov,m_m3_tot_m3_tot,m_wkd_at_home_15_24,m_wkd_at_home_25_34,m_wkd_at_home_35_44,m_wkd_at_home_45_54,m_wkd_at_home_55_64,m_wkd_at_home_65_74,m_wkd_at_home_75ov,m_wkd_at_home_tot,m_did_not_go_to_work_15_24,m_did_not_go_to_work_25_34,m_did_not_go_to_work_35_44,m_did_not_go_to_work_45_54,m_did_not_go_to_work_55_64,m_did_not_go_to_work_65_74,m_did_not_go_to_work_75ov,m_did_not_go_to_work_tot,m_mt_ns_15_24,m_mt_ns_25_34,m_mt_ns_35_44,m_mt_ns_45_54,m_mt_ns_55_64,m_mt_ns_65_74,m_mt_ns_75ov,m_mt_ns_tot,m_tot_15_24,m_tot_25_34,m_tot_35_44,m_tot_45_54,m_tot_55_64,m_tot_65_74,m_tot_75ov,m_tot_tot,f_m1_train_15_24,f_m1_train_25_34,f_m1_train_35_44,f_m1_train_45_54,f_m1_train_55_64,f_m1_train_65_74,f_m1_train_75ov,f_m1_train_tot,f_m1_bus_15_24,f_m1_bus_25_34,f_m1_bus_35_44,f_m1_bus_45_54,f_m1_bus_55_64,f_m1_bus_65_74,f_m1_bus_75ov,f_m1_bus_tot,f_m1_ferry_15_24,f_m1_ferry_25_34,f_m1_ferry_35_44,f_m1_ferry_45_54,f_m1_ferry_55_64,f_m1_ferry_65_74,f_m1_ferry_75ov,f_m1_ferry_tot,f_m1_tram_inc_lr_15_24,f_m1_tram_inc_lr_25_34,f_m1_tram_inc_lr_35_44,f_m1_tram_inc_lr_45_54,f_m1_tram_inc_lr_55_64,f_m1_tram_inc_lr_65_74,f_m1_tram_inc_lr_75ov,f_m1_tram_inc_lr_tot,f_m1_taxi_15_24,f_m1_taxi_25_34,f_m1_taxi_35_44,f_m1_taxi_45_54,f_m1_taxi_55_64,f_m1_taxi_65_74,f_m1_taxi_75ov,f_m1_taxi_tot,f_m1_carasdriv_15_24,f_m1_carasdriv_25_34,f_m1_carasdriv_35_44,f_m1_carasdriv_45_54,f_m1_carasdriv_55_64,f_m1_carasdriv_65_74,f_m1_carasdriv_75ov,f_m1_carasdriv_tot,f_m1_caraspas_15_24,f_m1_caraspas_25_34,f_m1_caraspas_35_44,f_m1_caraspas_45_54,f_m1_caraspas_55_64,f_m1_caraspas_65_74,f_m1_caraspas_75ov,f_m1_caraspas_tot,f_m1_truck_15_24,f_m1_truck_25_34,f_m1_truck_35_44,f_m1_truck_45_54,f_m1_truck_55_64,f_m1_truck_65_74,f_m1_truck_75ov,f_m1_truck_tot,f_m1_mbikescoot_15_24,f_m1_mbikescoot_25_34,f_m1_mbikescoot_35_44,f_m1_mbikescoot_45_54,f_m1_mbikescoot_55_64,f_m1_mbikescoot_65_74,f_m1_mbikescoot_75ov,f_m1_mbikescoot_tot,f_m1_bicycle_15_24,f_m1_bicycle_25_34,f_m1_bicycle_35_44,f_m1_bicycle_45_54,f_m1_bicycle_55_64,f_m1_bicycle_65_74,f_m1_bicycle_75ov,f_m1_bicycle_tot,f_m1_other_15_24,f_m1_other_25_34,f_m1_other_35_44,f_m1_other_45_54,f_m1_other_55_64,f_m1_other_65_74,f_m1_other_75ov,f_m1_other_tot,f_m1_wlkonly_15_24,f_m1_wlkonly_25_34,f_m1_wlkonly_35_44,f_m1_wlkonly_45_54,f_m1_wlkonly_55_64,f_m1_wlkonly_65_74,f_m1_wlkonly_75ov,f_m1_wlkonly_tot,f_m1_tot_m1_15_24,f_m1_tot_m1_25_34,f_m1_tot_m1_35_44,f_m1_tot_m1_45_54,f_m1_tot_m1_55_64,f_m1_tot_m1_65_74,f_m1_tot_m1_75ov,f_m1_tot_m1_tot,f_m2_trnbus_15_24,f_m2_trnbus_25_34,f_m2_trnbus_35_44,f_m2_trnbus_45_54,f_m2_trnbus_55_64,f_m2_trnbus_65_74,f_m2_trnbus_75ov,f_m2_trnbus_tot,lga_name16
10850,0,0,0,0,0,0,0,0,0,8,3,5,3,0,0,15,0,8,3,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,32,47,41,16,156,29,41,41,39,15,14,4,180,3,0,0,5,3,3,4,18,179,376,405,406,303,118,44,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,113,135,172,108,15,9,654,18,6,8,8,10,0,0,42,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,12,8,9,16,8,16,3,0,64,125,134,170,192,130,22,12,778,0,0,0,0,0,0,0,0,Blayney (A)
10900,0,0,0,0,0,0,0,0,8,11,10,8,5,4,3,56,35,26,36,19,23,10,3,137,5,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,0,13,25,59,135,253,249,167,32,918,211,102,91,130,171,65,7,772,20,18,10,20,11,5,3,83,1341,1264,1413,1715,1604,584,93,8014,87,28,23,37,33,3,0,218,14,5,3,9,3,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,7,3,0,0,23,823,903,1286,1692,1245,257,15,6219,219,70,38,82,78,17,4,515,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,3,4,0,0,0,15,3,9,8,5,10,4,0,35,101,62,67,88,82,20,0,425,1260,1086,1436,1933,1462,307,20,7511,4,9,7,6,5,0,0,35,Blue Mountains (C)
10950,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,6,0,4,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,22,18,9,8,79,9,20,11,20,16,7,0,78,3,5,0,0,0,0,0,12,84,158,133,179,114,46,27,749,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,61,67,84,42,10,3,316,12,4,3,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,6,0,0,0,3,0,0,0,4,9,13,12,11,10,3,0,51,63,79,84,112,59,17,3,420,0,0,0,0,0,0,0,0,Bogan (A)
11100,22,29,17,10,9,0,0,87,24,54,51,40,20,3,0,194,266,469,380,249,150,27,0,1558,43,42,42,21,17,3,0,174,0,10,7,0,0,0,0,11,0,0,3,4,0,0,0,7,43,55,48,26,17,3,0,197,16,56,96,67,68,29,9,330,288,411,589,675,520,82,5,2571,32,82,56,43,33,15,5,270,2818,7095,7441,6839,4297,908,90,29481,327,714,356,250,126,21,3,1794,263,296,130,123,72,18,0,914,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,7,30,31,39,11,0,0,129,872,2172,2582,2544,1231,188,16,9607,201,219,163,188,131,28,3,935,0,0,0,0,0,0,0,3,3,15,15,3,0,0,0,36,4,20,19,15,0,0,0,48,0,19,25,30,3,0,0,76,99,134,91,75,59,8,0,461,1773,3628,3412,3267,1634,266,21,14010,130,246,110,99,71,12,0,659,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,9,3,34,3,9,8,5,7,5,0,35,0,0,0,3,0,0,0,7,50,116,91,117,104,44,11,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,73,59,68,32,16,0,279,8,9,12,10,8,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,12,20,17,20,17,3,0,84,48,107,92,101,58,20,0,425,0,0,0,0,0,0,0,0,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,7,0,0,3,7,14,8,0,26,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,23,45,38,69,56,30,3,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,20,36,18,3,0,114,3,3,0,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,10,8,9,16,16,0,0,59,17,43,33,51,39,3,0,195,0,0,0,0,0,0,0,0,Brewarrina (A)
14300,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,15,17,32,30,23,4,113,11,14,25,20,14,3,0,90,4,6,3,3,0,0,0,10,127,224,175,211,201,75,16,1033,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,95,110,122,74,12,3,476,18,28,7,10,4,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,6,0,7,13,7,0,31,77,125,119,139,97,18,3,579,0,0,0,0,0,0,0,0,Junee (A)
14350,0,0,0,3,0,0,0,3,3,12,6,5,3,3,0,28,3,12,6,12,3,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,4,11,5,30,44,67,63,22,244,83,60,57,53,90,32,8,377,23,9,18,20,24,6,8,101,625,736,879,1043,979,314,61,4635,0,0,0,0,0,0,0,0,9,3,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,323,473,639,871,707,95,12,3125,99,37,25,48,50,9,0,267,0,0,0,0,0,3,0,9,0,0,0,4,0,0,0,10,0,0,3,5,3,0,0,8,0,0,0,11,5,3,0,18,15,16,29,51,42,15,0,169,454,535,702,993,809,125,12,3633,0,0,0,0,0,0,0,0,Kempsey (A)
11250,0,0,0,0,0,0,0,0,0,3,4,3,5,0,0,14,0,3,6,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,19,16,17,19,3,85,60,81,61,83,90,17,6,399,17,6,4,13,7,3,8,56,478,728,605,730,726,153,33,3450,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,507,467,584,457,70,8,2351,95,32,33,39,25,8,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,4,3,4,3,3,0,0,11,24,34,21,41,43,10,0,164,374,577,531,676,526,91,3,2785,0,0,0,0,0,0,0,0,Broken Hill (C)
13910,0,0,0,0,0,0,0,0,3,7,3,6,6,0,0,26,3,6,3,6,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,14,23,33,73,101,79,25,350,51,30,28,44,58,24,5,248,11,8,4,10,5,6,5,46,492,568,671,779,716,303,88,3613,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,259,339,481,580,415,76,6,2160,72,19,14,24,18,8,0,152,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,15,36,22,24,52,39,8,6,186,368,381,525,667,479,105,10,2535,0,0,0,0,0,0,0,0,Hilltops (A)
14000,9,9,8,3,0,3,0,35,33,24,28,36,21,10,0,153,179,167,125,128,83,34,4,723,25,22,15,6,13,6,0,89,3,0,0,3,0,0,0,5,0,0,0,0,4,0,0,8,30,22,15,15,13,6,0,99,56,84,272,415,387,224,60,1502,594,223,206,179,229,113,29,1564,37,32,43,35,25,4,3,184,3669,4051,4042,4162,3426,1192,213,20740,247,301,144,135,107,22,3,967,102,64,45,37,39,15,0,305,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,11,1519,2038,2672,3450,2347,442,31,12502,447,176,119,193,189,36,9,1172,0,3,0,0,0,0,0,3,0,4,4,5,0,0,0,16,3,3,0,5,3,0,0,15,3,8,17,25,18,17,3,91,226,184,174,175,157,25,3,949,2563,2784,3188,4020,2868,556,45,16034,74,74,51,41,26,10,3,281,Hornsby (A)
14100,4,0,5,0,0,0,0,7,3,6,0,5,0,0,0,11,14,19,7,10,9,0,0,70,3,3,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,0,0,21,3,4,17,40,46,27,13,156,29,16,14,16,22,11,0,105,4,7,0,3,6,0,0,21,228,377,332,357,310,139,31,1784,3,14,3,0,4,0,0,20,24,29,27,7,15,4,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,117,276,300,490,315,80,7,1586,18,27,14,28,13,5,0,98,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,4,3,0,0,15,0,0,0,4,0,0,0,9,18,7,17,12,19,4,0,80,185,360,366,547,366,96,5,1927,7,24,13,10,4,0,0,52,Hunters Hill (A)
14170,25,29,15,12,6,0,0,84,27,56,58,40,21,3,0,205,291,489,334,244,180,45,7,1583,54,79,40,34,36,9,0,240,0,4,4,4,0,0,0,16,0,3,7,9,0,0,0,22,51,85,50,42,35,9,0,276,41,209,395,466,400,196,35,1737,476,445,321,307,256,116,19,1937,65,92,57,51,42,16,12,338,4018,8268,7222,6610,4761,1491,221,32583,425,966,490,398,301,26,0,2597,386,517,220,180,168,39,4,1521,0,3,0,6,3,3,0,13,20,22,12,11,3,0,0,66,10,16,11,10,8,7,0,67,1200,3187,3477,3605,2191,491,36,14183,306,281,195,255,231,73,16,1364,0,3,0,0,3,0,0,3,8,23,19,9,3,0,0,62,42,68,54,48,13,3,0,235,7,26,26,28,25,10,0,131,474,524,368,371,292,68,9,2098,2877,5640,4884,4930,3228,722,63,22347,190,386,164,156,123,21,3,1040,Inner West (A)
14200,0,0,0,0,0,0,0,0,0,4,3,4,0,3,0,19,0,4,3,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,30,50,66,54,31,261,63,27,25,35,51,25,3,233,10,13,8,16,7,0,5,62,497,571,594,701,602,206,73,3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,261,343,404,502,382,57,5,1957,60,30,37,43,28,7,3,211,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,3,3,3,3,3,3,0,21,21,14,19,34,25,7,3,120,349,395,462,592,444,74,14,2324,0,0,0,0,0,0,0,0,Inverell (A)
14400,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,7,9,6,3,3,3,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,33,45,88,51,20,269,94,20,29,23,41,23,6,235,10,3,3,4,0,0,0,26,508,401,420,444,459,191,38,2466,7,3,0,7,0,0,0,18,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,273,386,442,341,52,4,1784,49,9,3,21,28,5,0,114,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,8,27,16,21,30,24,7,0,125,377,304,423,489,405,64,4,2064,0,0,0,0,0,0,0,4,Kiama (A)
14500,7,3,3,0,0,0,0,13,8,16,14,20,14,7,0,76,94,107,68,103,56,32,9,470,13,22,7,3,3,3,0,61,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,13,24,7,7,3,3,0,63,40,82,251,489,444,345,126,1774,313,120,98,105,122,106,30,902,21,23,16,17,16,5,3,104,1919,2349,2299,2740,2096,1040,259,12709,219,328,150,128,99,15,0,945,58,30,12,13,18,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,9,1049,1597,1948,2887,1937,514,40,9974,229,106,71,140,112,34,3,701,0,0,0,0,4,0,0,5,0,8,6,0,0,0,0,11,0,0,3,3,0,0,0,7,3,6,17,30,20,13,3,90,183,85,82,140,102,22,0,608,1741,2159,2296,3351,2284,599,48,12483,78,108,44,22,28,13,0,291,Ku-ring-gai (A)
14550,0,0,0,0,3,0,0,5,0,3,3,0,0,0,0,11,3,6,8,5,7,0,0,31,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,6,4,9,33,39,74,49,35,242,14,13,11,21,29,15,0,109,0,3,3,5,4,0,4,24,172,193,219,333,381,141,49,1497,0,4,3,7,0,0,0,9,3,6,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,90,132,200,197,24,0,708,12,6,6,8,9,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,11,11,5,13,20,18,3,3,80,80,115,160,247,226,38,4,864,0,0,0,0,0,0,0,7,Kyogle (A)
14600,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,11,3,0,0,3,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,8,9,24,28,43,28,14,145,13,12,9,16,5,6,3,66,3,3,8,0,3,0,0,21,147,219,212,235,256,116,47,1239,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,145,128,163,120,38,3,680,9,15,10,5,3,0,0,46,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,19,13,13,25,23,3,0,96,112,168,158,193,158,40,11,846,0,0,0,0,0,0,0,0,Lachlan (A)
14650,21,13,3,3,4,0,0,44,42,54,33,43,21,7,0,205,86,71,50,63,34,14,0,320,3,6,4,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,13,6,6,6,0,0,0,0,25,42,104,211,273,300,184,42,1154,775,375,327,300,386,131,18,2319,58,47,47,45,36,19,10,254,5088,5547,5495,5539,4443,1145,161,27424,12,15,14,10,9,4,0,65,136,69,36,53,36,4,0,333,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,5,0,0,0,15,3424,4316,4501,5140,3279,441,21,21125,760,183,135,221,162,36,0,1500,0,4,0,3,5,0,0,13,11,8,3,3,0,0,0,33,4,6,6,11,0,0,0,32,5,9,17,26,26,7,0,86,117,84,98,122,113,32,0,564,4482,4695,4813,5591,3624,531,25,23765,3,4,6,4,0,3,0,24,Lake Macquarie (C)
14700,9,9,9,3,0,0,0,29,10,11,9,12,3,0,0,50,71,185,100,72,34,14,0,480,10,17,11,10,7,3,0,54,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,10,21,14,5,7,3,0,63,11,34,92,120,116,93,16,490,100,57,75,51,34,31,11,357,6,11,25,7,3,0,3,58,914,2172,2051,1662,1056,382,64,8301,96,245,133,65,43,13,3,599,90,186,85,50,52,10,0,461,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,8,3,0,0,0,15,315,901,1008,1010,612,139,17,3997,62,76,63,56,44,5,0,305,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,3,3,3,0,0,0,6,0,9,10,7,9,3,0,33,76,105,45,70,44,15,3,356,632,1526,1354,1263,813,180,19,5793,64,153,56,33,22,3,0,322,Lane Cove (A)
14750,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,11,29,34,22,11,129,26,15,15,23,40,7,3,124,4,12,4,10,10,3,5,49,338,466,460,593,492,119,37,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,259,315,368,284,47,0,1459,50,27,19,28,13,6,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,3,4,0,0,11,13,16,15,20,17,8,3,89,252,302,347,421,315,56,9,1697,0,0,0,0,0,0,0,0,Leeton (A)
14850,0,0,0,0,0,0,0,3,9,13,8,11,21,0,0,62,16,13,9,17,21,0,0,66,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,8,15,25,74,121,150,114,39,542,148,108,103,92,133,69,9,669,36,18,27,25,21,6,12,136,1227,1483,1822,2179,1994,608,108,9417,0,0,0,0,0,0,0,0,22,6,3,8,10,4,0,52,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,15,797,1126,1605,2087,1584,247,12,7456,242,94,68,131,113,32,5,670,0,0,0,0,3,0,0,7,0,3,5,4,0,0,0,12,3,3,12,5,3,0,0,28,0,3,9,4,4,0,0,28,48,44,59,66,62,13,3,294,1111,1281,1770,2311,1779,295,17,8579,0,0,0,0,0,0,0,0,Lismore (C)
14870,0,0,0,0,0,0,0,3,0,5,8,4,3,0,0,24,7,10,12,5,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,32,47,30,16,152,60,50,65,84,78,34,4,376,13,6,0,6,7,0,5,36,559,753,732,914,797,195,35,3987,3,4,0,4,0,0,0,11,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,11,259,387,527,607,443,84,8,2306,72,22,19,25,25,6,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,10,27,27,27,33,30,4,6,155,367,445,577,678,510,96,15,2685,0,0,0,0,0,0,0,0,Lithgow (C)
14900,20,9,7,8,3,0,0,52,43,78,60,51,30,9,0,273,179,227,152,126,85,19,3,794,32,14,14,9,3,0,0,72,4,0,0,0,0,0,0,10,0,8,4,0,0,0,0,11,38,24,20,9,9,0,0,94,51,100,200,210,141,83,16,800,497,327,312,313,236,92,12,1773,102,96,91,76,56,19,3,455,5366,8409,7973,7389,5195,1184,147,35663,141,307,160,138,88,24,0,854,177,90,98,159,96,13,3,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,13,3,0,0,34,2718,4871,5379,5127,3036,429,16,21569,798,363,301,369,318,59,6,2213,0,0,4,4,0,0,0,8,3,3,5,9,0,0,0,19,3,5,7,0,3,0,0,22,21,26,34,23,10,3,0,113,196,187,206,158,92,19,0,852,4057,5856,6192,5991,3654,548,34,26333,72,104,42,49,38,4,0,318,Liverpool (C)
14920,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,11,0,0,4,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,24,46,55,36,25,206,13,17,20,20,15,11,3,94,0,5,5,0,9,3,0,27,124,256,285,352,317,128,40,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,119,136,187,133,25,3,668,21,3,6,10,7,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,8,9,11,20,22,3,0,73,80,141,159,219,168,30,5,801,0,0,0,0,0,0,0,0,Liverpool Plains (A)
14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,28,28,25,8,113,3,0,3,6,10,4,0,23,0,0,0,0,0,0,0,3,51,69,78,102,100,53,15,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,38,68,54,12,3,216,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,8,8,10,11,16,3,0,48,18,47,46,82,70,18,3,279,0,0,0,0,0,0,0,0,Lockhart (A)
