lga_code16,eafw_18_techfei_ns,eafw_18_techfei_tot,eafw_18_uniotis_ft,eafw_18_uniotis_pt,eafw_18_uniotis_ns,eafw_18_uniotis_tot,eafw_18_other,eafw_18_ns,eafw_18_tot,eafw_19_techfei_ft,eafw_19_techfei_pt,eafw_19_techfei_ns,eafw_19_techfei_tot,eafw_19_uniotis_ft,eafw_19_uniotis_pt,eafw_19_uniotis_ns,eafw_19_uniotis_tot,eafw_19_other,eafw_19_ns,eafw_19_tot,eafw_20_24_techfei_ft,eafw_20_24_techfei_pt,eafw_20_24_techfei_ns,eafw_20_24_techfei_tot,eafw_20_24_uniotis_ft,eafw_20_24_uniotis_pt,eafw_20_24_uniotis_ns,eafw_20_24_uniotis_tot,eafw_20_24_other,eafw_20_24_ns,eafw_20_24_tot,eafw_25_29_techfei_ft,eafw_25_29_techfei_pt,eafw_25_29_techfei_ns,eafw_25_29_techfei_tot,eafw_25_29_uniotis_ft,eafw_25_29_uniotis_pt,eafw_25_29_uniotis_ns,eafw_25_29_uniotis_tot,eafw_25_29_other,eafw_25_29_ns,eafw_25_29_tot,eafw_30over_techfei_ft,eafw_30over_techfei_pt,eafw_30over_techfei_ns,eafw_30over_techfei_tot,eafw_30over_uniotis_ft,eafw_30over_uniotis_pt,eafw_30over_uniotis_ns,eafw_30over_uniotis_tot,eafw_30over_other,eafw_30over_ns,eafw_30over_tot,eafw_tot_techfei_ft,eafw_tot_techfei_pt,eafw_tot_techfei_ns,eafw_tot_techfei_tot,eafw_tot_uniotis_ft,eafw_tot_uniotis_pt,eafw_tot_uniotis_ns,eafw_tot_uniotis_tot,eafw_tot_other,eafw_tot_ns,eafw_tot_tot,tot_16_techfei_ft,tot_16_techfei_pt,tot_16_techfei_ns,tot_16_techfei_tot,tot_16_uniotis_ft,tot_16_uniotis_pt,tot_16_uniotis_ns,tot_16_uniotis_tot,tot_16_other,tot_16_ns,tot_16_tot,tot_17_techfei_ft,tot_17_techfei_pt,tot_17_techfei_ns,tot_17_techfei_tot,tot_17_uniotis_ft,tot_17_uniotis_pt,tot_17_uniotis_ns,tot_17_uniotis_tot,tot_17_other,tot_17_ns,tot_17_tot,tot_18_techfei_ft,tot_18_techfei_pt,tot_18_techfei_ns,tot_18_techfei_tot,tot_18_uniotis_ft,tot_18_uniotis_pt,tot_18_uniotis_ns,tot_18_uniotis_tot,tot_18_other,tot_18_ns,tot_18_tot,tot_19_techfei_ft,tot_19_techfei_pt,tot_19_techfei_ns,tot_19_techfei_tot,tot_19_uniotis_ft,tot_19_uniotis_pt,tot_19_uniotis_ns,tot_19_uniotis_tot,tot_19_other,tot_19_ns,tot_19_tot,tot_20_24_techfei_ft,tot_20_24_techfei_pt,tot_20_24_techfei_ns,tot_20_24_techfei_tot,tot_20_24_uniotis_ft,tot_20_24_uniotis_pt,tot_20_24_uniotis_ns,tot_20_24_uniotis_tot,tot_20_24_other,tot_20_24_ns,tot_20_24_tot,tot_25_29_techfei_ft,tot_25_29_techfei_pt,tot_25_29_techfei_ns,tot_25_29_techfei_tot,tot_25_29_uniotis_ft,tot_25_29_uniotis_pt,tot_25_29_uniotis_ns,tot_25_29_uniotis_tot,tot_25_29_other,tot_25_29_ns,tot_25_29_tot,tot_30over_techfei_ft,tot_30over_techfei_pt,tot_30over_techfei_ns,tot_30over_techfei_tot,tot_30over_uniotis_ft,tot_30over_uniotis_pt,tot_30over_uniotis_ns,tot_30over_uniotis_tot,tot_30over_other,tot_30over_ns,tot_30over_tot,tot_tot_techfei_ft,tot_tot_techfei_pt,tot_tot_techfei_ns,tot_tot_techfei_tot,tot_tot_uniotis_ft,tot_tot_uniotis_pt,tot_tot_uniotis_ns,tot_tot_uniotis_tot,tot_tot_other,tot_tot_ns,tot_tot_tot,lga_name16
53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,0,5,0,9,0,3,0,3,0,3,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,9,0,8,3,5,0,9,5,0,24,0,3,0,3,3,0,0,3,0,5,10,0,5,0,5,0,14,0,13,8,22,44,4,23,0,26,8,19,0,25,34,26,113,Gingin (S)
53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,9,0,5,0,5,0,0,0,0,0,0,5,0,5,0,8,0,0,0,0,3,10,20,0,19,0,15,0,3,0,3,8,14,41,Gnowangerup (S)
54280,0,4,0,0,0,0,3,0,5,0,0,0,4,0,0,0,0,0,0,4,0,4,0,4,5,0,0,5,0,0,14,0,3,0,3,0,3,0,4,3,0,6,5,10,0,18,4,10,0,13,0,10,41,6,25,0,31,10,10,0,26,18,16,78,8,7,0,17,0,0,0,0,114,5,131,9,19,0,33,0,0,0,0,96,0,128,5,32,0,35,4,0,0,6,19,3,71,7,32,0,35,0,3,0,8,3,0,48,8,75,0,88,38,23,0,67,16,4,169,8,55,0,68,26,46,0,67,16,10,161,21,194,4,215,45,202,0,245,72,110,641,61,416,10,488,117,275,0,392,338,129,1351,Kalgoorlie/Boulder (C)
54310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,0,8,0,3,0,3,0,0,11,0,12,0,14,3,7,0,12,4,8,41,0,25,3,29,3,13,0,15,14,11,73,0,0,0,0,0,0,0,0,66,3,71,0,6,0,12,0,0,0,0,55,0,67,3,7,0,5,3,0,0,3,5,0,18,6,13,0,17,3,0,0,4,0,0,26,3,40,0,45,10,7,0,18,15,6,80,5,64,0,70,10,36,0,49,13,15,142,12,128,3,144,32,154,0,187,59,105,499,27,259,3,296,61,207,0,265,210,133,905,Karratha (C)
53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,14,0,4,0,4,0,0,0,0,0,0,12,0,6,0,9,0,11,0,13,3,12,39,0,20,0,21,0,15,0,15,4,15,56,Halls Creek (S)
53990,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,5,0,5,0,0,0,0,0,3,11,3,9,0,9,3,0,0,5,13,3,33,3,0,0,3,0,0,0,0,78,0,81,3,10,0,14,0,0,0,0,72,0,84,0,10,0,10,9,0,0,9,14,3,37,3,13,0,17,6,0,0,8,0,0,29,12,18,0,22,20,8,0,28,3,0,60,4,12,0,19,9,16,0,23,4,4,50,12,61,3,74,10,50,0,66,28,50,218,34,130,3,164,58,80,0,141,194,54,557,Harvey (S)
54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,7,0,4,0,4,0,3,0,4,0,0,8,0,5,0,3,0,3,0,3,0,0,4,0,11,0,11,0,9,0,10,3,12,30,0,27,0,30,3,16,0,14,28,10,78,Irwin (S)
54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,17,23,3,4,0,5,3,5,0,12,4,17,37,Jerramungup (S)
54170,0,5,16,0,0,21,3,0,26,6,0,0,12,33,3,0,39,3,0,48,5,3,0,5,89,8,0,100,5,10,119,3,3,0,5,27,14,0,41,3,3,51,6,19,0,24,14,29,0,40,12,24,99,26,30,0,55,178,48,3,234,96,38,428,21,7,0,29,0,0,0,0,646,12,686,29,22,0,48,6,0,0,6,790,10,854,83,53,0,135,428,35,0,471,126,7,732,59,59,0,118,665,66,3,737,16,3,877,137,167,0,307,1693,306,8,2009,86,23,2432,75,85,0,161,324,195,3,524,74,21,772,91,265,0,355,269,676,3,946,241,182,1730,488,657,4,1152,3396,1279,21,4700,1983,259,8092,Joondalup (C)
54200,0,3,0,0,0,0,0,0,3,3,0,0,5,3,0,0,6,0,0,11,0,4,0,4,12,3,0,12,0,0,16,0,0,0,3,0,0,0,0,0,3,10,3,0,0,3,3,0,0,4,0,7,14,6,5,0,13,21,8,0,25,11,8,66,0,0,0,0,0,0,0,0,151,3,163,8,3,0,14,0,0,0,3,168,3,180,14,26,0,39,73,10,0,78,28,0,147,14,21,0,31,98,11,0,112,10,0,148,32,59,0,86,225,53,0,281,23,6,399,21,28,0,50,44,26,0,68,29,13,153,35,92,3,132,52,121,0,176,88,66,462,108,240,7,354,489,225,6,720,493,93,1658,Kalamunda (S)
53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,4,0,3,0,3,0,0,0,0,0,4,12,0,3,0,3,4,3,0,4,3,8,18,Goomalling (S)
53780,0,3,4,0,0,4,6,0,8,0,4,0,4,3,0,0,3,0,0,5,6,3,0,9,22,7,0,25,0,3,45,6,0,0,8,6,6,0,9,0,3,23,8,9,0,19,6,16,0,19,0,27,64,22,20,0,47,46,20,0,68,28,28,171,0,6,0,8,0,0,0,0,206,4,221,7,5,0,15,3,0,0,3,246,3,273,31,45,0,74,116,13,0,124,38,0,234,23,51,0,68,128,16,0,146,13,8,235,92,99,0,186,469,98,4,570,54,20,832,42,65,0,105,126,83,0,206,41,9,365,77,180,0,254,104,214,0,318,141,156,875,267,448,0,721,943,425,5,1377,736,197,3036,Gosnells (C)
53800,0,0,6,0,0,6,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,7,0,0,8,0,0,0,3,0,0,0,0,0,0,5,0,7,0,7,0,14,0,14,4,21,46,4,15,0,19,11,15,0,25,21,22,85,7,3,0,13,0,0,0,0,159,3,169,6,12,0,24,0,0,0,0,156,8,187,22,28,0,49,10,6,0,21,31,0,98,16,26,0,39,12,8,0,18,0,4,62,29,60,0,90,66,31,0,90,6,4,197,18,43,0,68,19,43,0,60,13,8,149,21,179,3,205,52,199,4,251,62,118,627,123,342,10,474,155,281,4,446,426,147,1489,Greater Geraldton (C)
54340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,7,0,6,0,3,0,4,0,0,0,0,16,0,18,0,4,0,3,0,0,0,0,0,0,3,3,3,0,6,0,0,0,0,0,0,8,0,6,0,6,7,6,0,9,8,0,21,0,8,0,4,0,4,0,3,0,0,9,5,19,0,26,4,14,0,18,10,25,73,13,39,3,58,8,18,0,28,37,25,142,Katanning (S)
54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,8,12,0,7,0,11,0,3,0,6,3,8,32,Kellerberrin (S)
54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,8,0,0,0,0,0,3,0,7,0,4,7,Kulin (S)
54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,5,0,3,0,3,0,0,0,0,0,4,10,Kent (S)
54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,7,0,3,0,4,0,0,0,0,0,3,10,0,3,0,3,0,0,0,0,0,0,3,0,10,0,10,0,3,0,0,0,12,26,3,15,0,17,4,3,0,9,3,19,48,Kojonup (S)
54830,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,10,0,0,20,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,3,0,5,12,3,9,0,14,12,9,0,18,11,7,49,0,0,0,0,0,0,0,0,68,0,66,8,8,0,9,0,0,0,0,59,3,71,5,13,0,14,26,3,0,30,13,3,59,3,16,0,20,33,0,0,36,3,0,57,12,38,0,50,89,30,0,118,8,9,187,4,38,0,48,36,26,0,64,11,8,133,15,89,3,112,36,130,0,167,69,68,417,51,201,3,257,213,190,3,413,225,96,989,Kwinana (C)
54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,0,0,3,0,0,8,0,3,0,3,0,3,0,3,0,0,6,0,5,0,5,0,3,0,4,3,7,17,0,19,0,18,3,3,0,5,3,7,34,Lake Grace (S)
54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,8,0,8,0,11,25,0,8,0,8,0,8,0,14,0,11,34,Kondinin (S)
54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,4,Koorda (S)
54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,5,6,0,0,0,0,4,6,0,11,0,5,16,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,0,3,0,3,3,16,0,19,0,0,20,3,7,0,13,4,35,0,36,4,11,66,4,22,0,23,7,43,0,56,15,17,111,Laverton (S)
57980,0,0,15,0,0,15,0,0,15,0,0,0,0,33,3,0,31,0,0,37,3,0,0,3,72,11,0,81,0,4,83,5,3,0,5,30,11,0,37,6,0,52,6,11,0,14,15,22,0,33,12,13,67,15,13,0,28,155,41,0,198,35,10,272,0,0,0,0,0,0,0,0,93,0,93,0,0,0,0,5,0,0,5,111,0,120,10,3,0,17,140,6,0,148,13,0,178,11,18,0,24,274,15,0,293,0,0,323,45,54,0,103,913,202,0,1121,26,11,1256,50,51,0,99,344,205,0,545,48,13,714,83,167,0,256,272,563,6,836,164,85,1344,208,294,7,506,1954,991,9,2946,464,117,4031,Subiaco (C)
58050,0,3,13,0,0,9,10,3,28,9,0,0,5,14,0,0,15,0,0,23,4,4,0,12,52,15,0,60,4,5,78,3,9,0,9,10,6,0,18,3,3,32,3,13,0,17,16,26,0,46,15,25,109,18,30,0,54,103,50,4,150,78,39,323,12,14,0,23,0,0,0,0,409,10,438,20,23,0,42,9,0,0,9,471,9,535,32,72,0,102,245,28,0,272,88,8,482,61,103,0,160,325,37,0,366,14,6,543,147,222,4,379,949,245,0,1190,86,37,1687,83,155,0,241,235,180,0,413,84,33,767,111,389,3,507,223,584,8,815,287,259,1871,467,981,14,1457,1983,1075,9,3071,1434,362,6325,Swan (C)
55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,3,0,5,0,6,0,3,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,5,0,5,3,0,0,3,3,0,11,0,6,0,7,0,19,0,18,0,0,27,4,18,0,19,5,29,0,39,9,9,82,4,36,0,37,12,45,0,60,15,15,125,Leonora (S)
55110,0,3,3,0,0,3,0,0,7,0,5,0,3,6,0,0,6,0,0,11,0,3,0,5,20,3,0,23,0,3,28,4,3,0,6,7,3,0,9,0,0,15,4,0,0,7,9,15,0,15,7,17,47,10,14,0,28,47,18,0,66,33,24,149,15,9,0,21,0,0,0,0,244,6,277,25,16,0,46,3,0,0,3,274,3,330,30,36,0,74,122,20,0,140,64,3,283,23,28,0,54,133,20,0,155,11,5,222,52,105,0,158,324,91,0,410,26,10,597,31,54,0,82,57,47,0,105,13,12,213,35,157,0,199,91,251,3,345,143,108,791,211,413,0,626,726,427,3,1159,777,144,2707,Mandurah (C)
55180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,0,3,0,3,4,0,0,6,5,3,19,0,3,0,3,0,0,0,0,39,0,44,0,3,0,3,0,0,0,0,47,3,49,0,10,0,10,3,0,0,3,3,0,16,0,9,0,13,3,0,0,3,0,0,19,0,9,0,15,5,6,0,13,5,3,32,0,10,0,10,0,5,0,12,4,3,30,4,45,0,56,5,25,0,33,10,38,138,9,88,0,99,19,45,0,64,105,48,320,Manjimup (S)
55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,3,0,4,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,9,0,0,0,5,0,4,0,4,0,0,6,0,6,0,11,0,21,0,22,6,10,44,5,15,0,19,3,28,0,30,5,10,61,Meekatharra (S)
55320,0,3,7,0,0,13,0,0,15,0,3,0,4,24,0,0,29,0,0,32,5,13,0,13,88,15,0,105,0,7,126,0,10,0,7,20,8,0,24,0,3,39,0,9,0,18,25,34,0,55,8,23,94,12,35,0,43,166,55,0,220,50,35,348,7,9,0,18,0,0,0,0,340,5,364,13,16,0,24,8,0,0,10,385,7,425,28,28,0,55,353,20,0,376,49,4,487,32,33,0,64,426,31,0,461,12,0,528,109,106,0,217,1392,287,7,1687,56,31,1993,77,90,0,165,323,228,0,556,69,16,799,120,233,5,357,310,676,10,1000,223,161,1741,379,510,8,890,2820,1241,21,4080,1138,228,6337,Melville (C)
55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,5,0,3,0,5,0,0,0,0,0,4,9,Mukinbudin (S)
55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,3,0,3,0,5,10,0,6,0,6,0,4,0,3,0,4,15,Mingenew (S)
55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,4,0,10,0,10,0,7,0,7,0,3,24,0,15,0,17,0,13,0,15,0,3,35,Menzies (S)
55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,5,0,3,0,3,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,15,0,15,0,3,0,3,3,0,0,3,0,0,11,0,0,0,0,3,0,0,3,0,0,5,3,9,0,12,5,0,0,5,0,0,17,0,3,0,3,0,0,0,4,0,0,3,0,10,0,11,3,8,0,12,0,16,34,3,29,0,31,14,11,0,21,30,11,90,Merredin (S)
56090,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,3,0,0,0,0,7,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,4,4,4,14,3,8,0,11,10,4,0,13,11,6,46,4,4,0,9,0,0,0,0,92,0,97,3,3,0,7,0,0,0,0,94,5,99,4,16,0,22,43,5,0,46,10,0,85,5,13,0,18,34,16,0,49,9,0,74,24,23,0,49,102,25,0,127,12,4,192,3,18,0,24,26,17,0,49,7,0,78,19,65,0,85,31,105,0,131,44,45,308,72,138,0,212,238,163,3,402,264,53,929,Mundaring (S)
58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,10,12,0,4,0,3,0,7,0,7,0,8,18,Tammin (S)
58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,3,10,0,3,0,3,3,7,0,9,3,3,13,Three Springs (S)
55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,4,9,3,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,10,0,10,0,3,0,4,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,0,7,0,8,0,11,3,13,0,14,4,14,41,3,31,0,31,8,14,0,14,24,11,82,Moora (S)
