lga_code_2016,pre_school_m,pre_school_f,pre_school_p,infants_primary_government_m,infants_primary_government_f,infants_primary_government_p,infants_primary_catholic_m,infants_primary_catholic_f,infants_primary_catholic_p,infnts_primry_othr_non_govt_m,infnts_primry_othr_non_govt_f,infnts_primry_othr_non_govt_p,infants_primary_tot_m,infants_primary_tot_f,infants_primary_tot_p,secondary_government_m,secondary_government_f,secondary_government_p,secondary_catholic_m,secondary_catholic_f,secondary_catholic_p,secondary_other_non_govt_m,secondary_other_non_govt_f,secondary_other_non_govt_p,secondary_tot_m,secondary_tot_f,secondary_tot_p,tec_furt_educ_inst_ft_15_24_m,tec_furt_educ_inst_ft_15_24_f,tec_furt_educ_inst_ft_15_24_p,tec_furt_educ_inst_ft_25_ov_m,tec_furt_educ_inst_ft_25_ov_f,tec_furt_educ_inst_ft_25_ov_p,tec_furt_educ_inst_pt_15_24_m,tec_furt_educ_inst_pt_15_24_f,tec_furt_educ_inst_pt_15_24_p,tec_furt_educ_inst_pt_25_ov_m,tec_furt_educ_inst_pt_25_ov_f,tec_furt_educ_inst_pt_25_ov_p,tec_furt_educ_inst_f_pt_ns_m,tec_furt_educ_inst_f_pt_ns_f,tec_furt_educ_inst_f_pt_ns_p,tec_furt_educ_inst_tot_m,tec_furt_educ_inst_tot_f,tec_furt_educ_inst_tot_p,uni_othr_tert_inst_ft_15_24_m,uni_othr_tert_inst_ft_15_24_f,uni_othr_tert_inst_ft_15_24_p,uni_othr_tert_inst_ft_25_ov_m,uni_othr_tert_inst_ft_25_ov_f,uni_othr_tert_inst_ft_25_ov_p,uni_othr_tert_inst_pt_15_24_m,uni_othr_tert_inst_pt_15_24_f,uni_othr_tert_inst_pt_15_24_p,uni_othr_tert_inst_pt_25_ov_m,uni_othr_tert_inst_pt_25_ov_f,uni_othr_tert_inst_pt_25_ov_p,uni_othr_tert_inst_f_pt_ns_m,uni_othr_tert_inst_f_pt_ns_f,uni_othr_tert_inst_f_pt_ns_p,uni_other_tert_instit_tot_m,uni_other_tert_instit_tot_f,uni_other_tert_instit_tot_p,othr_typ_educ_inst_ft_stud_m,othr_typ_educ_inst_ft_stud_f,othr_typ_educ_inst_ft_stud_p,othr_typ_educ_inst_pt_stud_m,othr_typ_educ_inst_pt_stud_f,othr_typ_educ_inst_pt_stud_p,oth_typ_ed_instit_f_pt_ns_m,oth_typ_ed_instit_f_pt_ns_f,oth_typ_ed_instit_f_pt_ns_p,other_type_educ_instit_tot_m,other_type_educ_instit_tot_f,other_type_educ_instit_tot_p,type_educanl_institution_ns_m,type_educanl_institution_ns_f,type_educanl_institution_ns_p,os_visitors_m,os_visitors_f,os_visitors_p,tot_m,tot_f,tot_p,lga_name16
44620,171,144,319,954,927,1883,248,213,464,127,122,246,1332,1261,2591,547,586,1137,142,147,291,76,79,156,768,812,1576,23,37,68,34,73,110,62,76,137,57,131,190,0,4,4,176,327,506,66,114,176,21,72,87,12,22,28,57,124,180,0,0,0,145,331,473,23,24,46,34,69,106,3,0,3,57,99,157,794,840,1632,53,49,100,3502,3855,7353,Mount Gambier (C)
44830,13,13,29,92,94,188,9,9,19,4,0,3,105,100,204,74,66,135,6,4,9,3,4,10,84,70,153,0,4,4,0,8,8,9,8,13,6,10,18,0,0,0,14,29,42,3,0,3,0,5,5,0,3,3,4,10,15,0,0,0,9,17,24,0,0,3,0,4,4,0,0,3,0,9,7,115,118,230,0,4,4,335,357,693,Mount Remarkable (DC)
45040,118,111,228,498,478,974,241,222,462,162,133,292,905,831,1735,390,432,816,48,32,77,134,99,235,561,567,1130,28,28,57,13,36,50,36,52,88,43,100,141,0,0,0,124,214,342,50,102,157,28,30,56,10,15,27,27,74,100,4,0,3,115,228,345,19,27,43,26,46,73,0,0,0,47,74,116,1093,767,1867,97,76,172,3066,2873,5938,Murray Bridge (RC)
40700,296,299,602,1337,1255,2593,265,266,537,427,454,880,2033,1976,4007,638,630,1268,252,300,555,680,774,1454,1574,1698,3273,56,36,89,54,104,163,44,30,79,98,151,248,0,3,4,252,331,585,1003,1046,2045,324,335,662,82,85,173,226,319,547,7,8,11,1643,1794,3437,28,48,79,64,106,170,0,3,4,93,158,254,826,988,1818,259,340,606,6984,7595,14581,Burnside (C)
41190,13,10,22,95,74,167,0,0,0,0,6,3,97,81,175,59,52,110,0,8,10,0,3,9,63,61,121,0,0,0,0,3,4,0,0,0,3,17,16,0,0,0,9,18,27,0,3,0,0,3,3,0,3,0,0,8,11,0,0,0,4,18,17,4,3,4,0,4,3,0,0,0,3,5,12,120,84,206,0,0,4,309,279,580,Cleve (DC)
41830,9,15,20,50,43,96,12,3,13,0,0,0,65,55,115,38,36,75,3,0,4,0,0,0,40,34,75,0,0,0,0,0,0,0,0,3,3,8,15,0,0,0,10,9,20,0,0,0,0,3,4,0,0,3,3,5,12,0,0,0,5,14,22,0,0,0,0,3,3,0,0,0,0,6,6,78,95,168,4,3,8,204,224,429,Flinders Ranges (DC)
41960,7,4,9,68,47,113,0,0,0,3,0,3,68,47,115,21,23,40,0,0,0,0,0,0,23,20,46,0,0,0,0,0,0,0,0,0,3,4,4,0,0,3,7,9,13,0,3,3,3,0,3,0,0,0,3,4,4,0,0,0,4,5,11,0,0,0,0,3,3,0,0,0,0,3,3,126,101,218,3,5,3,231,188,417,Franklin Harbour (DC)
42030,144,127,270,558,543,1105,144,137,280,274,308,578,980,990,1965,297,240,533,161,189,349,245,212,461,709,636,1345,42,36,81,24,50,72,65,58,120,71,138,211,0,0,4,197,284,485,114,198,312,38,77,113,24,47,71,51,111,164,0,4,4,228,441,662,10,32,39,20,71,92,0,0,0,34,97,134,651,684,1337,26,34,60,2965,3295,6256,Gawler (T)
42600,190,170,365,655,636,1293,254,256,507,280,300,584,1187,1191,2383,381,374,753,350,273,617,197,174,378,934,818,1750,52,36,85,40,63,99,87,47,130,97,167,267,0,0,5,284,309,587,448,585,1031,166,230,397,57,66,127,157,276,440,4,10,11,833,1166,2005,27,21,51,56,93,148,0,3,0,79,121,201,935,1093,2032,132,187,322,4583,5060,9640,Holdfast Bay (C)
43220,16,11,24,56,59,113,0,0,0,0,0,0,52,59,113,19,22,39,0,0,0,0,3,3,19,19,41,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,3,3,0,3,3,0,0,0,0,6,6,0,0,0,3,11,12,0,0,0,0,0,0,0,0,0,0,0,0,61,42,100,0,0,3,151,150,300,Kimba (DC)
43360,11,7,18,98,76,170,0,0,0,3,0,3,100,76,170,56,47,95,0,0,0,0,0,0,51,47,100,3,6,7,0,3,3,9,3,11,0,8,9,0,0,0,8,15,23,0,7,6,0,3,3,0,0,0,4,4,6,0,0,0,6,14,15,0,0,0,0,7,7,0,0,0,0,7,7,84,92,184,4,10,18,270,264,529,Kingston (DC) (SA)
43650,96,102,197,634,559,1186,81,53,139,193,189,384,912,799,1714,277,260,541,126,139,268,129,126,247,532,525,1056,15,17,33,5,25,29,36,30,70,36,73,106,0,3,3,103,147,245,95,192,289,25,51,76,6,16,27,21,75,98,0,0,3,155,333,484,6,7,14,14,36,46,0,0,0,15,42,59,436,405,842,23,39,59,2268,2388,4660,Light (RegC)
43710,35,26,64,230,184,412,27,28,61,33,24,61,292,235,533,132,118,249,29,28,57,16,26,38,173,165,337,0,5,7,3,3,8,6,10,10,8,29,35,0,0,0,21,47,65,0,4,4,0,13,18,0,3,6,4,13,22,0,0,0,10,34,46,0,0,4,3,10,12,0,0,0,4,13,15,431,212,649,7,10,13,980,746,1719,Lower Eyre Peninsula (DC)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,36,0,0,0,24,19,44,Maralinga Tjarutja (AC)
44060,550,494,1042,2310,2264,4575,701,697,1396,435,425,861,3451,3385,6831,1352,1354,2706,540,519,1057,417,406,820,2308,2276,4585,154,155,316,147,251,395,197,100,296,302,421,721,5,8,13,806,936,1739,1291,1638,2927,693,770,1466,116,161,281,406,661,1065,3,15,16,2512,3241,5753,111,129,237,137,247,386,6,11,14,259,379,638,1744,1985,3726,347,485,837,11968,13178,25151,Marion (C)
44210,35,32,66,250,213,465,3,14,14,38,44,79,291,267,556,166,150,322,0,8,9,21,22,51,196,181,377,7,3,12,3,8,11,11,16,28,12,37,49,0,0,0,33,65,103,9,22,32,4,10,12,0,5,7,4,21,30,0,0,0,22,60,82,4,3,9,3,20,22,3,0,3,11,19,34,602,387,992,10,16,30,1205,1034,2240,Mid Murray (DC)
44340,437,410,847,1973,1898,3868,451,489,948,571,606,1176,2998,2997,5994,815,811,1623,423,453,874,836,766,1602,2076,2027,4100,87,88,178,75,95,164,93,76,173,186,271,456,0,3,0,443,526,971,1253,1576,2829,556,647,1207,110,124,233,352,588,943,4,16,23,2277,2964,5237,62,61,122,108,163,267,4,5,11,172,223,401,1289,1486,2780,255,352,608,9941,10979,20929,Mitcham (C)
44550,215,207,427,1126,982,2106,165,180,343,423,457,875,1712,1616,3320,546,532,1079,192,178,370,400,387,790,1138,1101,2238,37,64,104,22,81,99,100,73,179,87,189,272,0,3,3,246,413,659,210,371,585,84,138,224,32,52,87,116,245,356,0,3,6,451,809,1255,18,34,55,40,82,123,4,0,4,62,120,186,850,967,1816,28,60,93,4704,5288,9991,Mount Barker (DC)
46450,111,90,201,498,483,974,217,211,429,53,59,111,766,749,1521,285,279,570,200,197,395,45,59,101,534,535,1068,19,33,51,6,39,53,43,37,83,51,63,111,0,0,3,124,179,294,16,39,57,9,20,31,3,16,18,23,54,76,0,0,0,47,141,188,14,18,39,11,28,38,0,0,0,26,48,70,602,601,1206,26,21,49,2230,2362,4593,Port Pirie City and Dists (M)
50420,359,336,690,1410,1224,2628,645,660,1308,262,242,499,2311,2126,4443,797,790,1586,528,513,1042,258,280,540,1584,1580,3169,186,136,322,206,235,444,130,83,215,188,303,489,11,8,22,720,765,1482,782,828,1609,334,372,703,98,120,223,311,480,790,11,14,24,1535,1812,3349,108,105,215,157,230,385,5,5,12,269,337,614,2038,2151,4188,297,465,761,9113,9585,18695,Bayswater (C)
50490,197,179,372,701,636,1336,403,358,765,199,189,385,1308,1181,2489,465,429,888,258,274,533,119,115,233,840,809,1651,162,86,245,136,192,337,93,59,152,135,162,294,3,3,8,521,512,1033,488,458,942,240,264,509,47,80,125,168,230,400,0,3,7,950,1031,1981,106,83,195,100,161,262,3,7,8,213,252,459,2204,1995,4198,261,355,612,6489,6313,12802,Belmont (C)
45090,64,63,128,386,311,697,4,17,21,68,62,127,457,381,844,184,175,361,25,22,42,13,20,29,223,206,429,9,0,5,3,6,14,9,7,22,19,35,53,0,0,0,34,58,95,4,14,15,3,7,12,5,9,10,7,30,43,0,0,0,19,60,81,5,3,6,13,24,39,0,0,0,16,31,49,239,235,471,42,24,70,1104,1060,2156,Naracoorte and Lucindale (DC)
45120,29,22,45,125,119,249,64,71,127,6,6,10,197,199,392,113,94,205,6,7,9,5,7,12,121,108,229,0,6,6,0,11,8,4,4,12,15,17,26,0,0,0,18,36,57,0,8,8,0,11,6,0,4,5,3,14,19,0,0,0,6,33,34,3,0,8,3,9,14,0,0,0,8,9,16,186,149,332,10,3,16,573,549,1124,Northern Areas (DC)
45290,207,201,407,834,830,1660,239,219,456,208,176,388,1274,1225,2497,360,313,675,203,278,490,484,244,733,1056,839,1890,61,42,104,84,104,183,40,35,83,99,156,254,3,0,3,289,341,626,781,897,1682,392,421,816,62,74,131,233,319,553,9,0,10,1478,1711,3191,42,45,88,53,115,170,0,0,0,99,159,258,805,915,1717,166,258,425,5367,5649,11018,Norwood Payneham St Peters (C)
45340,1045,1012,2056,5621,5129,10756,1015,993,2011,1296,1254,2545,7937,7379,15309,3181,3105,6286,687,639,1324,1084,1150,2240,4955,4890,9843,225,263,488,158,353,509,420,310,731,489,801,1286,12,10,17,1299,1735,3031,1148,1622,2774,425,666,1083,182,238,418,470,936,1402,8,15,20,2223,3473,5698,111,200,309,260,472,741,3,9,19,379,685,1065,4083,4566,8643,264,419,680,22180,24157,46334,Onkaparinga (C)
52030,3,4,7,37,37,75,0,0,0,0,0,0,41,37,78,16,9,28,0,0,0,0,0,0,17,9,25,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,4,41,33,75,4,3,13,102,99,205,Coorow (S)
50560,11,3,17,54,51,105,3,3,3,5,0,5,56,57,113,22,30,49,4,8,15,3,3,8,28,37,68,0,0,3,0,0,3,3,0,4,3,9,7,0,0,0,8,9,18,0,3,3,0,3,3,0,0,0,3,6,11,0,0,0,3,13,15,0,0,0,0,4,4,0,0,3,3,5,5,102,101,205,4,4,5,216,228,440,Beverley (S)
50630,14,12,22,92,88,187,0,0,0,0,3,5,92,97,193,34,39,74,0,0,0,3,0,5,36,40,78,3,0,3,0,0,4,10,3,12,10,3,9,0,0,0,16,10,27,3,4,3,0,0,3,3,3,9,15,8,18,0,0,0,22,18,34,0,3,3,3,16,14,0,0,0,5,14,23,120,70,193,3,7,12,310,256,573,Boddington (S)
50770,9,11,22,42,43,84,28,39,66,0,0,3,77,89,161,33,31,63,3,7,13,3,0,3,39,35,76,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0,0,12,11,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,3,10,11,0,0,0,3,0,3,0,0,0,3,6,10,73,66,140,7,7,12,208,225,437,Boyup Brook (S)
50840,31,12,44,124,119,242,57,84,136,6,6,7,179,205,386,107,102,213,25,36,63,0,5,12,138,146,289,0,6,10,0,7,7,14,4,19,4,22,25,0,0,0,23,37,61,4,7,15,3,9,16,0,0,3,3,21,24,0,0,0,11,34,49,3,0,3,5,12,10,0,0,0,7,8,19,194,201,399,13,10,24,600,667,1268,Bridgetown-Greenbushes (S)
45400,4,3,8,42,31,73,0,0,0,0,0,0,42,31,73,18,25,45,0,0,0,0,0,0,18,25,45,0,0,0,0,0,0,6,0,6,0,4,3,0,0,0,3,4,14,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,54,55,110,8,0,11,127,131,255,Orroroo/Carrieton (DC)
45540,5,6,12,24,34,57,34,18,52,0,0,0,56,55,108,43,33,77,0,0,0,4,0,4,45,33,80,3,0,3,3,3,5,3,5,7,5,10,13,0,0,0,13,14,31,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,5,5,0,0,0,0,5,5,79,73,154,10,3,9,208,198,408,Peterborough (DC)
45680,722,685,1402,3082,2911,5989,748,744,1487,815,758,1569,4639,4413,9051,1636,1498,3136,512,584,1096,555,506,1063,2702,2588,5292,202,244,449,178,360,540,194,205,404,300,552,851,9,9,21,893,1372,2268,483,652,1141,198,277,474,72,114,184,190,342,536,3,7,10,947,1393,2342,153,214,372,139,337,476,6,11,21,304,564,861,3517,3562,7083,93,123,221,13824,14707,28533,Playford (C)
45890,743,742,1487,2823,2684,5510,1459,1365,2830,524,548,1069,4809,4599,9410,1705,1502,3210,894,996,1890,478,449,933,3084,2944,6028,325,284,613,339,493,833,210,167,383,438,736,1170,12,9,20,1320,1700,3022,1598,1743,3344,717,813,1530,154,169,322,482,770,1249,7,17,25,2956,3514,6471,199,251,455,243,385,631,14,9,20,453,643,1101,4002,3722,7726,507,795,1305,17880,18660,36543,Port Adelaide Enfield (C)
46090,90,103,191,487,462,947,129,103,235,22,26,46,641,588,1222,224,238,460,84,98,180,0,5,5,308,339,646,10,5,15,10,14,22,35,24,59,35,42,75,0,0,0,86,90,175,8,31,38,5,23,29,4,6,15,21,44,58,0,0,0,40,107,145,4,7,13,8,24,33,0,4,4,19,36,54,1255,726,1985,44,61,104,2475,2042,4521,Port Augusta (C)
46300,97,70,168,391,353,742,142,157,296,95,98,190,631,601,1235,267,217,481,85,126,210,51,79,128,397,426,823,3,20,25,12,15,26,24,20,40,25,67,93,4,3,8,68,125,192,9,28,41,9,33,40,4,12,21,21,74,95,0,0,0,44,151,195,12,10,20,12,25,40,0,0,0,23,43,63,582,563,1140,30,26,55,1879,1989,3868,Port Lincoln (C)
46510,150,140,290,498,420,915,299,252,547,118,132,252,913,799,1710,149,122,274,229,221,453,154,133,292,537,478,1018,37,24,64,38,54,96,39,22,66,67,97,168,0,0,0,178,201,387,462,462,922,168,157,326,51,62,111,129,167,302,4,0,4,818,843,1659,22,24,46,37,41,83,0,0,0,61,66,132,419,422,845,85,125,207,3164,3081,6245,Prospect (C)
46670,58,50,100,298,289,591,102,84,183,14,12,26,416,388,799,248,259,510,3,0,3,3,3,6,254,262,518,9,10,18,6,18,20,22,13,37,27,38,67,0,0,0,61,82,145,17,20,40,8,19,21,0,4,5,4,22,33,0,0,0,27,67,95,4,5,13,14,19,32,0,0,0,18,23,46,444,399,841,170,113,279,1445,1383,2827,Renmark Paringa (DC)
46860,11,3,11,52,47,93,0,3,4,0,0,0,52,47,97,26,20,49,0,0,0,3,0,3,31,20,55,0,0,0,0,0,0,3,3,6,4,3,8,0,0,0,7,12,18,3,0,3,0,6,6,0,0,0,0,5,4,0,0,0,0,13,14,0,0,0,3,3,4,0,0,0,3,4,4,63,66,126,15,23,45,181,183,364,Robe (DC)
46970,32,27,63,175,152,323,49,64,116,0,3,3,229,213,437,86,84,172,3,7,8,4,0,3,94,94,192,0,7,4,0,8,8,13,10,22,27,37,64,0,0,3,50,52,105,0,4,4,4,3,9,0,3,3,42,43,88,0,0,0,48,57,106,0,3,3,4,17,16,0,0,0,4,19,21,459,123,584,3,7,10,928,589,1513,Roxby Downs (M)
47140,901,912,1805,4433,4088,8519,1161,1152,2308,947,980,1924,6543,6216,12757,2430,2159,4590,856,874,1736,813,799,1615,4097,3838,7937,290,303,594,357,507,868,247,259,505,454,795,1241,15,14,28,1359,1881,3238,1406,1632,3037,604,637,1242,148,210,352,360,599,953,5,13,22,2515,3091,5607,280,331,604,253,507,763,15,8,18,543,842,1392,3660,3844,7505,453,569,1023,20069,21189,41265,Salisbury (C)
47290,9,13,22,78,87,166,0,0,0,4,3,8,79,88,168,47,35,77,0,0,0,0,3,3,46,36,85,0,0,0,3,0,3,3,3,5,3,5,6,0,0,0,9,12,18,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,9,0,0,3,0,4,3,0,0,0,4,4,12,91,88,172,21,40,59,262,285,546,Southern Mallee (DC)
47490,17,15,33,99,104,203,0,0,0,0,0,0,99,100,202,50,41,94,0,0,0,0,0,0,47,41,91,0,0,0,0,3,3,3,3,9,4,12,10,0,0,0,6,15,24,0,0,0,0,5,4,0,3,3,7,8,12,0,0,0,7,15,22,3,0,3,3,0,0,0,0,0,3,0,4,112,100,207,7,9,19,298,297,602,Streaky Bay (DC)
47630,35,41,72,339,313,648,0,0,0,8,9,13,343,322,660,177,168,343,0,0,0,3,3,12,175,177,353,0,5,5,4,3,7,17,17,27,19,35,46,0,3,3,36,59,96,9,7,14,0,4,10,6,5,10,3,16,25,0,0,0,18,43,54,3,0,3,9,10,21,0,0,0,14,15,25,324,274,605,22,14,34,960,942,1900,Tatiara (DC)
47700,575,538,1114,2971,2738,5708,786,697,1484,757,699,1458,4517,4134,8645,1653,1527,3174,602,601,1196,680,724,1401,2926,2850,5775,167,171,331,103,186,287,242,171,412,317,481,797,3,6,7,829,1015,1842,1004,1207,2205,307,432,744,131,177,305,310,624,926,7,5,7,1756,2438,4199,78,107,188,155,281,434,9,8,14,244,400,641,1618,1850,3467,220,339,558,12686,13556,26238,Tea Tree Gully (C)
47800,29,40,67,215,200,411,0,3,6,20,18,39,241,220,460,119,114,234,7,3,13,30,31,55,154,145,302,0,0,0,0,4,4,4,8,13,7,18,25,0,0,0,9,30,45,4,13,16,0,11,11,0,0,0,0,11,18,0,0,0,3,34,38,6,6,12,9,17,27,0,0,0,11,27,37,208,212,418,17,14,32,678,713,1393,The Coorong (DC)
47910,10,22,29,89,96,186,0,11,10,11,8,19,104,114,213,48,40,93,7,4,7,3,12,14,57,54,112,0,4,4,3,7,12,3,3,10,0,12,9,0,0,0,13,23,29,4,3,3,0,0,3,0,3,3,3,11,17,0,0,0,8,17,26,0,0,0,5,0,5,0,0,0,5,3,3,103,97,206,4,3,5,304,334,634,Tumby Bay (DC)
48540,144,147,287,762,722,1480,225,207,430,74,75,152,1059,1004,2058,448,407,854,185,180,373,4,11,14,637,600,1240,30,47,71,25,77,100,46,71,119,57,143,199,3,0,4,161,332,493,30,73,104,33,78,112,4,21,32,41,95,133,0,3,3,119,267,386,10,21,29,24,71,91,3,0,6,34,90,128,921,893,1816,22,28,50,3099,3360,6461,Whyalla (C)
47980,247,242,487,916,889,1804,255,268,523,406,397,808,1580,1552,3130,323,327,654,205,203,406,493,552,1038,1016,1081,2100,46,59,104,64,92,155,37,20,53,101,170,269,0,0,0,248,335,590,791,984,1772,375,397,773,76,88,162,254,356,612,5,7,7,1500,1830,3332,31,45,78,69,105,178,0,0,3,106,153,259,763,873,1636,162,226,385,5622,6290,11906,Unley (C)
48050,54,78,134,309,288,594,7,0,10,169,161,331,485,453,936,204,203,409,8,9,15,100,114,217,312,321,633,11,8,15,9,24,33,14,20,32,29,58,84,7,0,7,66,107,169,25,36,56,20,26,51,5,7,12,21,58,72,0,0,0,67,125,188,14,5,16,8,25,33,0,0,0,19,31,57,398,469,866,25,40,67,1429,1624,3055,Victor Harbor (C)
48130,43,47,93,246,219,465,10,15,22,61,68,132,322,298,620,163,142,300,3,3,4,42,60,99,206,201,410,5,4,11,0,0,3,7,11,17,24,39,62,0,0,0,43,57,98,7,22,26,3,10,12,0,0,5,3,25,29,0,0,0,15,53,72,3,7,7,8,21,24,0,0,0,10,24,36,224,236,462,9,20,25,866,937,1810,Wakefield (DC)
51960,19,17,32,121,116,242,13,27,33,23,24,44,160,167,322,76,68,142,26,21,50,24,19,38,120,112,228,3,5,11,0,6,6,11,12,24,14,24,38,0,0,0,33,46,81,0,0,0,0,5,8,0,3,3,17,11,27,0,0,0,24,21,41,3,3,5,6,11,13,0,0,0,10,13,22,477,225,703,11,7,18,851,607,1453,Coolgardie (S)
48260,51,42,97,149,142,290,34,54,82,90,118,209,272,308,577,45,42,90,40,49,97,135,193,331,228,291,512,7,13,17,7,10,20,3,4,4,12,22,34,0,0,3,30,48,82,196,193,387,56,55,106,17,13,31,51,46,103,0,0,0,324,309,634,8,12,20,17,26,44,0,0,0,26,35,62,195,215,411,41,62,105,1169,1306,2477,Walkerville (M)
48340,66,78,142,396,364,761,142,130,274,15,10,23,555,504,1060,236,194,422,81,87,174,17,16,36,338,293,634,20,12,32,3,17,21,44,32,79,20,52,65,3,0,4,87,113,200,4,23,29,9,27,39,9,3,12,10,34,50,0,0,0,31,96,126,4,4,16,13,25,37,0,0,3,16,33,54,409,429,839,41,26,68,1553,1567,3119,Wattle Range (DC)
48410,328,316,645,1259,1111,2364,563,657,1221,258,254,508,2085,2016,4097,581,632,1213,400,424,824,310,303,616,1295,1363,2656,135,123,254,170,205,379,108,77,183,209,242,459,0,6,8,621,654,1278,1200,1380,2579,558,663,1217,112,116,228,273,433,704,3,11,9,2150,2596,4746,89,102,195,126,185,309,0,8,5,221,293,515,1420,1650,3065,242,348,592,8358,9238,17598,West Torrens (C)
48640,10,8,22,69,88,156,0,3,3,3,0,3,76,88,166,19,22,36,0,0,0,0,0,0,23,22,41,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,3,7,10,0,0,0,3,0,4,3,0,5,4,3,8,0,0,0,8,6,15,0,0,0,0,0,0,0,0,0,0,0,0,58,58,118,3,4,4,178,191,372,Wudinna (DC)
48750,14,23,41,154,149,307,3,3,4,23,34,54,182,180,367,74,62,138,5,3,11,24,42,64,106,113,219,0,3,9,0,4,4,14,7,18,13,23,35,0,0,0,26,41,68,4,17,23,0,9,16,4,3,3,4,28,25,0,0,0,16,55,66,0,7,7,10,12,16,0,0,0,6,18,28,195,185,380,19,16,29,563,620,1184,Yankalilla (DC)
48830,51,49,93,290,274,563,45,30,72,80,79,152,418,376,792,207,187,394,5,3,10,37,36,74,257,227,477,3,5,4,3,13,18,13,9,24,10,23,33,0,0,0,31,47,77,11,23,28,5,16,15,0,4,3,9,29,34,0,0,0,17,68,88,6,10,13,5,25,37,0,0,0,12,36,49,330,322,652,4,11,20,1121,1134,2251,Yorke Peninsula (DC)
49399,27,14,38,110,96,212,7,3,8,3,7,11,122,102,224,42,41,79,3,3,4,7,0,6,49,43,93,5,3,5,4,0,8,0,5,6,31,14,45,0,3,3,40,21,62,0,7,10,9,3,8,0,0,0,25,15,47,0,0,0,32,27,61,3,0,3,4,11,14,0,0,0,5,11,16,790,421,1213,87,47,138,1153,692,1847,Unincorporated SA
50080,196,182,385,984,918,1902,143,152,298,368,364,729,1498,1432,2932,843,777,1617,133,125,260,373,383,757,1344,1287,2629,91,66,163,35,66,99,119,95,212,119,206,325,5,7,10,373,435,811,34,62,99,33,66,92,16,31,45,59,174,235,0,0,0,136,332,474,25,38,57,43,66,108,0,3,3,63,105,168,1588,1212,2803,132,187,327,5337,5176,10515,Albany (C)
50210,635,612,1251,2701,2460,5154,395,425,821,668,674,1344,3766,3560,7318,1570,1539,3111,279,270,552,576,614,1188,2426,2421,4846,192,215,406,119,218,340,207,145,350,203,363,568,9,6,12,728,953,1681,494,674,1167,204,337,536,73,132,202,276,465,738,6,14,14,1044,1619,2669,103,135,245,127,277,407,3,9,12,236,421,659,2461,2604,5071,305,493,797,11604,12691,24300,Armadale (C)
50250,78,48,135,330,372,695,4,0,4,17,12,31,350,387,737,180,107,280,3,3,5,12,4,14,192,113,302,5,0,4,20,8,27,25,19,40,179,75,254,4,0,6,226,98,327,3,4,10,27,8,38,5,3,6,171,77,247,3,0,3,211,92,303,9,3,10,55,32,88,0,0,0,67,37,102,4220,886,5113,413,107,523,5761,1780,7537,Ashburton (S)
50910,5,3,10,40,38,76,0,0,0,0,3,3,40,40,84,8,8,23,0,0,0,0,3,3,14,11,27,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,8,11,0,0,0,0,0,4,0,0,0,0,4,5,57,74,132,0,3,5,119,149,263,Brookton (S)
50980,126,124,247,660,613,1272,206,202,408,22,26,50,896,840,1733,373,345,711,101,113,213,19,17,42,493,470,958,17,9,23,10,9,24,36,29,64,64,139,198,0,6,9,122,197,316,14,39,59,24,55,73,3,13,12,64,173,239,3,3,3,102,277,382,9,16,21,15,38,57,3,0,6,31,59,84,1625,1529,3157,289,363,658,3679,3861,7541,Broome (S)
51080,10,8,18,54,63,124,7,0,7,0,0,0,61,63,131,15,14,26,0,0,0,0,0,0,15,14,26,3,0,3,0,0,0,3,0,5,3,5,4,0,0,0,6,5,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,3,3,9,0,0,0,3,4,8,80,63,144,3,3,4,170,172,350,Broomehill-Tambellup (S)
51120,9,9,14,45,40,83,0,0,0,0,0,0,45,40,86,14,17,33,0,0,0,0,0,3,16,20,35,0,0,0,0,0,0,0,0,3,4,8,7,0,0,0,4,6,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9,9,0,0,3,0,0,3,0,0,0,3,3,7,36,32,71,5,4,11,116,124,242,Bruce Rock (S)
