lga_code_2016,p_y8b_15_19_yrs,p_y8b_20_24_yrs,p_y8b_25_34_yrs,p_y8b_35_44_yrs,p_y8b_45_54_yrs,p_y8b_55_64_yrs,p_y8b_65_74_yrs,p_y8b_75_84_yrs,p_y8b_85ov,p_y8b_tot,p_dngts_15_19,p_dngts_20_24,p_dngts_25_34,p_dngts_35_44,p_dngts_45_54,p_dngts_55_64,p_dngts_65_74,p_dngts_75_84,p_dngts_85_ov,p_dngts_tot,p_hghst_yr_schl_ns_15_19_yrs,p_hghst_yr_schl_ns_20_24_yrs,p_hghst_yr_schl_ns_25_34_yrs,p_hghst_yr_schl_ns_35_44_yrs,p_hghst_yr_schl_ns_45_54_yrs,p_hghst_yr_schl_ns_55_64_yrs,p_hghst_yr_schl_ns_65_74_yrs,p_hghst_yr_schl_ns_75_84_yrs,p_hghst_yr_schl_ns_85_yrs_ovr,p_hghst_yr_schl_ns_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot,lga_name16
20260,8,8,19,23,41,95,196,201,149,743,0,0,4,6,18,13,15,8,6,70,31,88,292,313,246,234,188,164,58,1620,248,550,1282,1374,1627,1725,1357,795,354,9316,Ararat (RC)
20570,66,77,165,170,287,555,1118,1116,731,4296,3,17,27,46,63,37,26,22,13,261,356,505,837,774,867,891,954,836,516,6540,2939,7559,13036,12321,12696,11723,9122,5152,2356,76915,Ballarat (C)
20660,22,29,110,139,211,392,1184,1468,992,4558,4,26,60,60,121,109,116,159,83,741,279,344,788,725,758,779,814,869,686,6038,2559,7445,16078,17161,16024,14352,11075,6396,3273,94367,Banyule (C)
20740,19,18,41,45,104,193,464,434,308,1633,0,0,9,17,13,12,19,15,11,103,88,78,231,240,380,428,530,447,262,2686,600,1156,2926,3319,4201,4937,4885,2486,1110,25628,Bass Coast (S)
20830,28,27,64,77,138,230,634,616,414,2230,7,6,15,17,35,14,27,13,9,147,157,191,310,386,481,556,519,422,171,3197,1210,2490,5194,5327,6366,6424,5246,2760,1086,36102,Baw Baw (S)
20910,19,11,40,44,76,155,367,539,581,1839,3,3,23,29,34,48,39,68,36,279,219,240,496,535,700,645,596,534,571,4536,1958,4865,7932,12113,15435,12283,9230,5033,3533,72382,Bayside (C)
21010,9,7,32,21,49,109,216,219,161,827,0,0,0,0,3,9,8,4,0,27,68,65,104,117,178,222,217,148,82,1200,306,648,1216,1307,1821,2173,1832,1030,517,10843,Benalla (RC)
21110,25,29,68,69,125,240,647,978,746,2914,4,22,82,54,123,108,104,191,82,762,404,613,1248,902,986,885,814,820,731,7406,4164,13174,22244,20391,23665,18591,13421,7824,4705,128189,Boroondara (C)
21180,68,177,702,1052,1653,2791,4128,3007,1153,14728,25,111,488,576,921,1037,802,831,377,5172,725,1031,2332,1774,1774,1749,1816,1177,615,12990,5366,14975,31142,26122,24768,21958,15261,7750,2940,150280,Brimbank (C)
21270,7,8,0,12,25,38,115,139,107,448,3,0,0,0,3,0,0,0,4,14,10,17,48,40,80,128,122,103,87,631,68,201,460,542,850,978,774,554,335,4769,Buloke (S)
21370,21,31,70,81,130,307,622,620,389,2269,0,10,15,5,14,19,26,18,3,98,135,127,260,307,428,470,525,498,308,3068,934,1749,3488,3876,5029,5189,4265,2617,1151,28293,Campaspe (S)
21450,69,73,187,179,258,389,808,648,363,2980,5,11,43,45,61,31,52,33,11,287,337,346,700,763,746,683,588,457,228,4850,2621,5868,13543,13046,12234,9321,6558,3013,1157,67361,Cardinia (S)
21610,163,266,842,1006,1237,1855,2565,2005,1074,11024,37,196,678,886,721,585,443,324,113,3985,956,1121,2362,2221,2153,1890,1599,1329,854,14487,8557,20460,44059,44547,39300,29579,17597,8694,3447,216242,Casey (C)
21670,9,8,21,31,64,139,296,289,162,1031,0,0,7,11,9,5,6,3,6,41,27,45,64,106,141,171,227,198,80,1057,284,627,1009,1209,1696,2012,1938,1145,447,10358,Central Goldfields (S)
21750,14,11,41,67,68,128,320,342,216,1206,0,5,7,22,31,43,24,3,0,143,81,87,156,154,227,275,286,236,126,1628,485,1072,2209,2247,2804,3013,2301,1321,570,16019,Colac-Otway (S)
21830,7,12,20,34,42,111,260,312,160,960,0,0,3,6,3,3,7,3,0,36,49,67,114,118,211,226,229,207,107,1328,349,731,1387,1620,2248,2299,1799,1116,454,12004,Corangamite (S)
21890,35,50,193,263,446,1005,2537,3292,1453,9268,11,43,110,126,181,300,475,824,279,2369,440,823,2107,1515,1334,1037,1037,1051,811,10150,3435,11330,28113,22496,18908,13526,9288,7568,3611,118280,Darebin (C)
22110,33,36,85,72,164,312,753,672,327,2453,3,7,4,9,22,26,26,21,4,130,167,169,353,399,556,679,828,640,403,4189,932,1750,3847,4272,5668,6990,6849,3574,1350,35231,East Gippsland (S)
22170,68,93,236,252,396,588,1201,995,634,4454,7,29,58,66,77,54,76,69,21,460,460,566,1297,1188,1279,1233,1144,1073,700,8943,3401,8460,18375,18375,18589,15756,11268,6066,2735,103024,Frankston (C)
22250,4,4,21,23,32,98,210,245,153,804,0,0,0,6,9,0,4,3,0,25,31,49,68,70,101,161,188,161,63,892,193,447,861,993,1369,1571,1454,929,369,8189,Gannawarra (S)
22830,45,78,223,256,287,494,918,915,485,3696,13,36,127,150,124,90,90,85,51,768,309,286,802,784,848,843,830,636,368,5701,1675,3534,7814,7778,8488,7729,5721,3319,1472,47536,Greater Shepparton (C)
22910,7,7,21,17,47,80,207,199,121,714,0,0,3,0,0,8,0,4,0,21,65,65,111,149,234,284,259,213,123,1502,315,561,1171,1739,2288,2673,2165,1013,470,12392,Hepburn (S)
22980,3,3,18,22,27,50,117,157,124,520,0,6,4,7,13,10,4,4,0,48,18,11,33,27,64,77,76,57,60,429,92,249,495,505,753,889,724,452,287,4468,Hindmarsh (S)
23110,21,35,123,169,307,622,1360,1350,659,4650,13,20,61,56,107,150,228,271,123,1026,200,293,774,695,715,678,630,670,426,5079,1886,5145,12921,13215,12479,10173,6700,4193,1945,68658,Hobsons Bay (C)
23190,8,8,32,51,49,99,238,347,233,1073,0,3,3,0,10,7,6,3,3,34,57,54,139,130,142,185,168,185,134,1199,455,1097,2287,2189,2460,2545,1858,1272,612,14777,Horsham (RC)
23270,145,236,922,1247,1601,1965,2821,1818,648,11403,37,92,332,400,619,767,723,558,202,3735,748,905,2118,1741,1728,1474,1286,817,327,11135,6238,14445,30983,27263,26246,19634,12414,5856,1898,144982,Hume (C)
23350,5,4,12,19,35,81,188,165,84,592,0,0,3,3,4,8,10,3,3,34,42,41,132,163,212,202,159,168,97,1207,298,577,1210,1880,2443,2531,1880,867,349,12036,Indigo (S)
23430,24,41,106,184,361,720,1753,1810,1032,6026,9,28,84,79,178,242,256,322,114,1304,294,423,1022,1011,962,992,1064,1117,961,7853,3199,8741,19580,22132,21257,17264,13063,8086,4012,117331,Kingston (C) (Vic.)
23670,27,51,173,176,383,729,1326,1318,716,4903,6,30,88,90,129,174,163,166,76,919,297,332,817,808,832,869,890,902,817,6552,3742,10108,20216,20621,21771,19385,13080,6935,3169,119032,Knox (C)
23810,38,92,176,201,290,608,1030,1012,558,3998,3,6,41,31,40,39,47,71,27,315,338,470,766,665,891,927,894,843,464,6244,1957,4794,9006,8248,9520,9702,7052,4092,1773,56148,Latrobe (C) (Vic.)
23940,3,4,10,17,37,77,183,161,103,589,0,0,0,0,0,0,3,8,3,19,53,33,68,91,136,155,178,119,49,888,144,236,514,714,1043,1317,1116,587,241,5916,Loddon (S)
24130,26,20,28,42,86,163,396,347,206,1323,3,3,13,10,17,17,13,9,10,95,162,132,222,389,479,482,469,306,166,2806,1076,2100,3884,6148,7056,6147,4807,1920,802,33945,Macedon Ranges (S)
24210,21,26,53,87,183,536,1418,1862,974,5159,8,21,70,60,90,151,222,366,173,1168,221,238,485,456,610,602,698,845,679,4827,2754,7128,12804,13877,16394,14106,11752,8359,3602,90780,Manningham (C)
24250,13,3,5,9,23,29,105,98,61,347,0,4,0,0,3,0,0,0,0,14,44,60,98,122,142,130,130,73,29,819,168,348,745,991,1151,1362,1198,509,197,6681,Mansfield (S)
24330,23,43,157,200,354,596,840,887,504,3609,4,30,115,132,208,296,215,262,126,1386,252,564,1406,1022,746,670,520,440,335,5957,1697,7207,18789,13899,9767,7258,4114,2573,1383,66681,Maribyrnong (C)
24410,76,79,259,280,276,361,782,783,637,3538,12,35,132,110,139,143,92,68,34,747,229,246,644,625,615,584,575,707,562,4780,2506,6575,15172,15381,14910,12435,9163,5227,2594,83964,Maroondah (C)
24600,32,102,224,128,153,221,300,316,215,1687,20,97,169,88,101,110,81,86,51,801,1378,3602,6896,4323,3880,3009,1752,767,539,26149,9863,30906,47419,19965,14585,11552,7012,2795,1430,145534,Melbourne (C)
24650,76,83,287,368,574,1069,1506,758,282,4998,12,29,104,150,220,213,209,165,49,1146,461,734,1779,1600,1271,984,800,429,141,8184,3733,8531,20823,22669,16752,12376,7480,2816,892,96064,Melton (C)
24780,36,67,142,151,254,491,908,898,504,3448,9,17,56,68,77,75,76,78,25,476,266,305,636,504,716,808,808,643,365,5050,1505,3115,6514,6160,7058,7122,5444,3152,1430,41496,Mildura (RC)
24850,32,24,79,83,126,272,465,369,164,1624,0,0,18,15,11,19,20,18,6,101,212,207,460,448,539,541,428,302,147,3280,1200,2554,5236,5143,5748,4980,3400,1572,577,30406,Mitchell (S)
24900,15,27,60,61,104,227,536,513,307,1851,3,4,9,7,14,13,19,26,14,108,113,92,226,242,312,424,485,413,229,2533,707,1319,2670,2887,3706,4033,3629,2267,915,22136,Moira (S)
24970,36,55,127,176,341,791,1979,2371,1253,7114,22,46,132,123,177,288,351,474,182,1789,492,833,1423,1091,1008,956,912,1135,1042,8889,6207,17908,27143,23471,22996,18153,14689,10758,5026,146349,Monash (C)
25060,25,36,97,159,267,553,1631,2059,1015,5832,5,29,82,87,116,173,268,400,214,1377,317,471,1311,993,897,803,883,816,534,7031,2514,7906,18502,16413,15791,12470,9109,6164,2869,91734,Moonee Valley (C)
25150,10,13,42,51,86,201,409,271,125,1212,0,0,11,9,15,11,10,11,6,75,113,107,219,285,336,324,336,206,131,2045,831,1693,3503,4208,4654,4005,3087,1244,479,23711,Moorabool (S)
25250,47,64,203,305,500,1023,2499,3581,1822,10042,10,31,128,133,210,352,536,758,363,2512,404,794,2339,1525,1201,1037,943,1102,738,10090,3294,12728,34893,25173,19011,13798,9460,8319,4232,130900,Moreland (C)
25340,71,67,188,192,303,575,1482,1580,1036,5490,10,20,35,56,65,73,92,94,43,488,426,406,784,943,1204,1301,1605,1556,1063,9298,3547,7306,13451,17677,20907,20134,19140,11233,4919,118303,Mornington Peninsula (S)
17200,39,167,329,186,288,543,672,582,312,3109,12,107,293,136,129,164,182,243,99,1359,1292,4680,10992,6396,5333,3825,2391,1218,578,36706,7138,29950,71432,37190,25545,18765,11766,5301,1912,209007,Sydney (C)
17310,29,32,96,106,229,488,641,603,365,2589,4,10,14,20,43,25,30,33,9,176,257,269,614,581,635,746,743,616,302,4764,1646,3204,7206,6894,7587,7591,6030,3533,1421,45106,Tamworth Regional (A)
17350,0,0,10,9,28,34,99,72,87,340,0,0,0,0,3,3,0,4,0,10,18,16,40,31,55,79,69,71,18,396,154,239,558,601,809,839,753,449,211,4605,Temora (A)
17400,3,0,10,18,34,81,122,82,31,373,0,0,0,0,3,0,8,0,0,21,33,28,48,84,104,186,200,137,69,878,126,217,440,669,859,1303,1167,539,166,5491,Tenterfield (A)
22490,20,12,28,37,57,122,245,136,81,735,0,0,0,3,11,3,8,6,0,24,72,67,89,168,189,200,174,89,35,1078,590,972,2076,3040,3210,2803,1879,663,232,15463,Golden Plains (S)
22620,61,97,242,229,361,638,1276,1276,823,4998,4,24,89,81,97,75,64,29,11,479,428,456,954,857,1020,1106,1136,1084,728,7765,3149,7623,13656,12955,13896,13647,10273,5830,2724,83749,Greater Bendigo (C)
22670,88,261,973,1240,1501,1875,2267,1901,920,11027,32,351,945,1021,1153,1158,823,616,301,6400,458,769,1849,1345,1243,1193,1204,1025,568,9651,3949,11947,27044,20581,17769,15697,11607,6843,2993,118435,Greater Dandenong (C)
22750,128,169,382,478,658,1274,2633,2775,1885,10381,21,53,132,161,166,145,188,201,95,1176,708,1016,2082,1873,2053,2007,2162,2019,1417,15339,6123,15489,29350,28879,29519,27858,21933,12710,6355,178222,Greater Geelong (C)
25430,6,7,23,24,49,107,182,178,131,715,0,4,0,3,3,6,9,0,7,34,70,103,372,355,356,340,284,203,150,2226,344,722,1547,2147,2761,3097,2502,1276,558,14941,Mount Alexander (S)
25490,5,6,17,29,45,113,222,193,134,759,0,0,4,3,9,8,9,0,3,34,75,63,122,161,206,215,193,130,101,1268,365,691,1543,1957,2321,2417,1722,802,360,12170,Moyne (S)
17100,8,12,52,51,96,196,241,274,167,1103,6,27,83,36,45,92,79,84,48,496,120,290,767,368,283,269,185,135,65,2475,1093,3725,9183,5196,4636,3838,2324,1470,721,32184,Strathfield (A)
17150,20,19,89,154,225,635,1044,1053,996,4240,6,5,40,59,78,114,139,115,65,632,383,459,1080,1158,1109,1131,1130,1185,1159,8796,5386,12543,25775,29720,29843,26665,19411,10862,5949,166157,Sutherland Shire (A)
22310,33,44,80,92,138,336,865,1188,1040,3815,8,23,64,55,64,83,122,186,113,721,271,477,1195,874,790,726,689,706,556,6285,2824,9771,21709,19785,18620,14836,10272,6313,4134,108254,Glen Eira (C)
22410,11,14,33,47,91,181,321,331,237,1263,5,0,6,10,12,3,3,8,3,49,75,91,137,167,264,298,298,213,93,1640,475,884,1634,2122,2899,3054,2260,1229,529,15078,Glenelg (S)
25620,10,4,16,22,44,102,184,147,99,627,3,4,3,3,10,0,9,6,4,39,52,51,107,152,175,233,243,130,51,1193,295,504,1119,1578,1968,2233,1928,785,306,10721,Murrindindi (S)
25710,10,13,35,21,50,128,358,273,181,1072,0,3,17,14,18,23,16,27,8,126,145,121,200,270,373,294,257,178,95,1928,1637,3890,5543,7878,9825,8497,5086,1847,686,44886,Nillumbik (S)
25810,6,20,24,38,59,103,222,193,138,808,0,4,16,10,25,22,15,6,0,83,44,50,88,88,147,167,195,146,68,992,244,534,1091,1191,1619,1824,1572,812,388,9278,Northern Grampians (S)
25900,5,19,80,68,136,231,494,583,353,1976,3,15,42,32,51,44,69,113,44,426,251,714,2988,1895,1502,1210,900,502,236,10190,1331,6551,25931,17953,13566,10224,6865,3130,1379,86930,Port Phillip (C)
25990,0,0,16,15,34,74,137,119,50,445,0,0,0,0,0,0,3,0,0,12,21,17,100,143,178,177,200,92,55,998,121,250,566,777,1012,1267,1120,448,174,5733,Pyrenees (S)
26080,0,0,0,0,0,3,21,21,17,71,0,0,4,0,0,0,0,7,0,7,4,8,15,17,22,34,47,56,29,219,40,72,124,205,320,456,549,344,140,2254,Queenscliffe (B)
26170,15,15,43,31,84,152,387,393,266,1388,0,0,9,5,3,11,14,16,6,59,90,82,217,207,318,388,442,298,148,2184,594,1134,2527,2934,3848,4290,3707,1821,793,21651,South Gippsland (S)
26260,20,20,18,30,52,98,243,264,176,917,0,0,3,5,7,14,3,3,3,43,50,30,77,108,152,174,183,186,130,1102,368,713,1458,1637,2144,2311,1836,1055,556,12070,Southern Grampians (S)
26350,14,19,43,54,80,165,456,698,401,1929,4,13,53,30,37,54,72,157,47,464,275,665,2087,1091,825,755,689,637,387,7416,2031,9439,24358,14004,12061,9955,7995,4900,2426,87169,Stonnington (C)
26430,3,3,17,13,27,95,192,156,91,588,0,0,0,3,4,3,5,9,0,21,40,29,70,77,120,167,173,146,96,920,187,360,816,953,1346,1763,1548,834,369,8177,Strathbogie (S)
26490,5,9,19,23,32,75,164,173,147,639,3,3,4,6,3,9,0,8,5,40,72,76,192,227,250,265,212,158,90,1542,503,1177,2921,4091,4131,3925,2920,1273,534,21478,Surf Coast (S)
26610,3,12,51,58,93,179,321,319,199,1242,3,12,25,41,43,31,20,49,23,250,141,165,342,303,424,433,356,255,147,2574,506,1176,2506,2318,2735,2777,1989,1238,560,15801,Swan Hill (RC)
26670,0,6,8,0,14,43,111,95,60,335,0,0,0,0,0,0,0,0,0,7,23,25,37,44,55,78,84,64,38,440,103,206,448,543,856,999,811,405,186,4557,Towong (S)
26700,14,14,36,51,82,175,378,427,281,1460,0,0,3,6,10,15,13,18,3,76,120,95,157,234,262,353,372,318,308,2216,645,1286,2667,3270,3809,4000,3161,1887,990,21711,Wangaratta (RC)
26730,13,13,51,51,70,181,413,453,330,1577,0,3,26,15,14,11,13,0,0,97,140,155,269,285,362,334,397,378,223,2548,922,2199,4056,3909,4453,4095,3171,1898,958,25671,Warrnambool (C)
26810,18,29,76,83,154,278,650,537,313,2140,3,9,18,12,25,22,23,13,5,128,170,259,660,632,599,631,531,449,189,4115,957,2128,4893,4839,5584,6257,4698,2405,1011,32777,Wellington (S)
26890,0,0,10,5,11,34,52,73,44,232,0,0,0,3,0,0,0,0,0,10,4,4,19,27,30,42,42,46,30,238,67,151,354,340,568,593,457,289,126,2951,West Wimmera (S)
26980,50,64,123,157,317,581,1212,1625,1082,5214,6,56,176,157,218,269,254,308,132,1582,349,533,970,734,779,746,823,984,837,6762,4228,12996,22669,21432,21043,17020,13165,9360,4910,126823,Whitehorse (C)
27070,52,114,398,553,832,2028,3649,2909,1038,11570,9,41,175,233,329,476,626,748,246,2889,526,792,1963,1576,1379,1330,1311,887,334,10093,5041,13434,33500,29270,24304,19305,13229,7185,2362,147627,Whittlesea (C)
27170,15,33,70,81,107,209,363,352,236,1471,0,3,23,34,39,22,28,13,7,159,171,221,375,332,351,354,307,273,125,2503,1224,2717,5427,4831,4986,4488,3143,1619,753,29195,Wodonga (C)
27260,113,171,515,584,699,1092,1694,1189,523,6589,19,50,249,332,332,328,258,210,87,1861,641,926,2781,2187,1580,1260,985,595,255,11201,5216,13200,40669,36323,25150,17597,10179,4298,1437,154070,Wyndham (C)
27350,16,26,102,147,247,361,521,662,303,2379,4,16,56,92,115,136,137,251,124,935,268,712,2452,1295,1051,920,732,483,229,8136,1377,7035,26180,13925,9864,7822,5476,2865,1112,75665,Yarra (C)
27450,57,74,250,251,335,575,1253,1060,638,4481,14,17,58,63,100,57,58,71,37,480,369,420,845,922,1129,1045,1007,831,501,7063,3853,8792,17669,19432,21356,18982,13511,6001,2430,112022,Yarra Ranges (S)
27630,9,4,11,17,39,68,151,124,92,516,0,0,0,3,12,6,0,3,0,26,14,20,49,50,72,85,114,89,128,617,112,266,562,552,907,1059,846,535,324,5165,Yarriambiack (S)
29399,0,3,4,0,4,6,12,7,0,37,0,3,3,0,0,0,0,0,0,7,75,226,313,299,256,201,120,23,5,1526,291,1015,1324,1297,1134,874,529,100,12,6588,Unincorporated Vic
30250,12,16,47,46,25,32,23,8,3,209,0,0,7,0,0,0,0,3,0,17,4,8,8,7,7,3,0,0,0,41,62,112,201,185,188,105,45,9,0,920,Aurukun (S)
30300,0,0,9,7,24,63,110,81,26,325,0,0,0,3,0,3,11,12,0,21,30,22,45,54,79,68,87,31,8,418,140,203,529,541,655,633,507,223,59,3492,Balonne (S)
30370,3,8,57,44,61,113,345,305,109,1048,3,3,6,7,5,9,12,17,3,61,56,77,252,266,266,234,179,114,31,1466,420,817,2109,2144,2218,1981,1353,751,209,12001,Banana (S)
30410,0,3,5,3,17,35,115,71,24,273,0,0,0,0,0,0,0,0,0,10,6,13,30,32,34,35,63,43,12,265,70,156,347,323,464,471,507,221,53,2605,Barcaldine (R)
30450,0,0,6,0,9,11,6,6,0,34,0,0,0,0,0,0,0,0,0,3,0,5,3,3,3,9,4,0,0,25,15,23,31,35,65,68,80,8,0,322,Barcoo (S)
30760,0,0,4,3,19,34,87,49,20,207,0,0,0,0,0,6,3,0,0,9,6,3,11,8,19,31,28,23,4,137,47,67,207,214,244,358,337,140,44,1659,Blackall-Tambo (R)
34710,0,0,3,12,18,46,105,58,20,259,0,0,0,0,0,0,4,3,0,14,20,21,31,49,44,84,89,55,22,415,165,234,442,445,577,827,742,285,79,3792,Longreach (R)
34770,28,34,97,144,309,710,1975,1482,654,5436,3,7,20,34,42,39,42,46,21,247,415,457,1005,1057,1274,1219,1101,795,376,7699,3467,6462,14541,14422,15863,14034,9539,4738,1681,84751,Mackay (R)
34800,0,0,0,5,4,16,26,11,0,65,0,0,0,0,0,3,0,0,0,3,0,10,41,40,28,25,14,4,0,162,23,71,276,282,239,242,147,41,4,1329,McKinlay (S)
34830,0,0,0,5,4,9,8,0,0,35,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,5,0,0,0,16,14,27,44,30,43,52,17,9,3,242,Mapoon (S)
34860,4,4,23,32,51,130,269,199,79,792,0,0,0,0,12,8,15,11,9,57,56,98,351,313,330,246,157,106,48,1705,340,776,2062,1819,1959,1736,1279,652,229,10850,Maranoa (R)
34880,5,12,30,38,79,208,506,436,154,1459,0,0,7,7,14,17,23,37,18,128,166,300,567,514,497,484,428,251,110,3316,599,1146,2350,2637,3095,3264,2721,1322,390,17513,Mareeba (S)
35010,110,183,425,627,1013,1811,5589,4068,1817,15638,11,54,155,138,180,164,183,132,51,1064,1212,1557,3249,3140,3114,3063,3364,2754,2171,23641,13694,25452,51253,56566,56517,48069,39911,18477,7362,317305,Moreton Bay (R)
35250,4,3,4,5,9,27,21,5,0,84,0,0,0,0,0,4,5,0,0,16,13,10,23,13,20,7,7,4,0,103,83,80,183,145,140,81,50,13,0,786,Mornington (S)
35300,15,13,22,36,72,109,220,124,31,640,0,0,5,6,8,15,27,4,5,75,146,182,508,384,472,369,245,85,19,2401,613,1400,3543,2685,2618,1973,1204,398,84,14518,Mount Isa (C)
35600,4,10,6,10,38,67,123,90,31,373,0,0,0,3,3,0,10,3,0,29,10,25,37,42,53,73,77,62,31,403,121,263,532,505,601,688,565,258,98,3625,Murweh (S)
35670,3,0,3,9,8,15,11,5,0,58,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,7,53,93,143,116,134,75,31,10,0,645,Napranum (S)
35740,3,7,28,62,86,173,483,460,274,1573,5,3,12,6,19,16,22,15,3,94,115,128,271,456,528,686,861,594,404,4049,1239,1900,4237,6416,8133,9077,9066,4513,1563,46157,Noosa (S)
35760,3,5,10,24,54,103,393,279,140,1020,0,0,18,0,0,3,12,8,4,45,36,74,159,135,209,230,270,179,63,1355,244,477,1106,1104,1493,1676,1591,785,283,8768,North Burnett (R)
35780,3,3,12,6,12,37,43,10,4,132,0,0,0,0,0,0,0,0,0,0,19,6,33,32,33,24,26,0,0,171,140,252,466,340,330,308,187,27,4,2062,Northern Peninsula Area (R)
35790,10,13,10,25,51,62,42,10,0,217,0,0,0,3,0,3,0,0,0,10,11,10,12,10,14,0,3,0,0,64,165,239,364,276,335,210,72,9,0,1677,Palm Island (S)
35800,0,0,3,7,20,30,45,34,6,148,0,0,0,0,0,7,11,3,0,20,4,17,10,15,10,44,32,9,8,156,36,87,188,177,231,367,306,115,30,1531,Paroo (S)
36070,4,7,0,12,13,29,22,3,0,86,3,0,0,0,0,6,3,6,0,21,8,0,11,6,3,3,0,0,0,26,40,61,101,127,124,82,37,9,0,585,Pormpuraaw (S)
36150,0,0,3,0,6,10,19,12,7,54,0,0,0,0,0,0,0,0,0,0,0,4,3,6,7,8,8,3,0,45,22,50,129,88,151,132,105,33,8,711,Quilpie (S)
36250,35,39,109,157,283,519,1717,1389,798,5033,4,14,36,26,39,53,47,37,29,277,258,294,615,716,804,893,991,937,787,6305,4678,8161,15559,18151,20675,19241,14959,7443,3265,112124,Redland (C)
36300,0,0,3,7,7,8,37,17,8,83,0,0,0,0,0,0,0,0,0,0,0,4,9,11,13,6,5,11,0,61,29,67,144,86,130,138,122,45,12,773,Richmond (S)
36370,24,43,176,204,319,490,1495,1428,535,4712,4,18,51,50,52,42,36,40,12,298,365,430,751,723,925,885,817,760,549,6210,2817,5332,10762,9369,10225,9293,6787,4017,1620,60208,Rockhampton (R)
36510,4,16,48,57,114,251,807,647,305,2239,4,0,6,6,11,15,15,21,7,86,190,199,445,449,523,593,550,349,148,3445,1205,1858,3749,4983,5949,5791,4975,2403,805,31720,Scenic Rim (R)
36580,8,16,45,43,104,239,626,404,159,1641,0,6,5,5,16,18,15,7,3,70,132,104,205,295,321,400,334,201,57,2046,774,1153,2432,2813,3338,3644,2994,1247,347,18737,Somerset (R)
36630,11,12,49,75,157,292,988,682,303,2568,0,6,4,4,19,32,21,21,4,114,135,149,252,316,421,459,489,400,175,2805,908,1542,2944,3426,4198,4616,4522,2129,707,24990,South Burnett (R)
36660,9,8,53,68,149,295,809,624,319,2338,0,3,6,11,15,12,30,19,9,112,115,102,218,245,329,411,513,414,221,2570,941,1675,3166,3667,4547,5125,4672,2398,897,27092,Southern Downs (R)
36720,35,58,213,278,498,956,3118,3043,1774,9985,18,25,54,44,93,89,80,62,39,515,829,1048,1976,2076,2385,2571,3120,2689,1794,18493,8535,15382,31222,36775,40606,39204,36256,20054,8003,236053,Sunshine Coast (R)
36820,9,11,26,30,87,193,528,468,178,1532,0,5,5,13,11,20,12,17,12,90,99,101,166,234,360,410,474,316,149,2309,666,1035,2113,2493,3438,4138,3891,1860,624,20258,Tablelands (R)
36910,60,88,205,268,486,816,2798,2511,1143,8373,9,13,69,93,119,106,80,62,36,591,674,686,1307,1280,1410,1514,1571,1486,1107,11038,5120,10077,19647,18844,20134,19127,15340,8859,3814,120976,Toowoomba (R)
36950,6,0,3,3,13,35,36,24,5,133,0,0,3,7,0,0,5,4,0,14,43,74,193,84,84,64,39,9,6,594,153,307,680,503,452,410,169,45,15,2742,Torres (S)
36960,5,8,12,13,36,92,99,46,3,317,3,0,0,4,3,11,5,0,0,27,84,47,97,33,25,27,10,4,0,332,242,412,720,503,431,356,152,49,10,2870,Torres Strait Island (R)
37010,83,59,204,291,480,917,2125,1736,758,6654,6,25,66,96,100,85,82,71,34,574,919,1622,2524,2031,2156,2064,1934,1182,532,14951,7517,15604,27161,24486,24354,21378,15399,7155,2482,145539,Townsville (C)
33620,6,19,72,91,176,400,1211,856,348,3190,0,8,7,19,15,18,38,16,5,127,188,156,367,406,607,727,823,550,284,4108,1358,2187,4450,5199,6899,7747,7214,3145,1035,39230,Gympie (R)
33800,0,5,4,16,50,101,335,383,216,1107,0,0,6,3,3,7,17,6,9,50,47,53,83,95,121,172,193,169,76,1010,290,463,855,1068,1517,1852,1812,1082,420,9358,Hinchinbrook (S)
33830,0,0,0,10,21,14,21,9,0,77,0,0,0,0,0,0,0,0,0,3,23,17,6,3,0,7,3,0,0,60,74,78,142,134,96,75,27,17,3,647,Hope Vale (S)
33960,69,107,339,422,679,1098,2489,1837,893,7927,14,13,78,140,213,201,131,91,30,911,842,1032,2124,1755,1769,1469,1243,932,370,11548,6888,13736,29543,25922,24042,18793,12174,6127,2222,139451,Ipswich (C)
33980,8,5,17,23,77,142,234,107,35,654,0,0,7,7,4,12,6,3,0,34,137,396,1797,1672,1572,942,216,62,14,6802,526,1558,6102,5670,5020,3390,1304,348,98,24019,Isaac (R)
34420,0,0,3,4,11,49,20,5,3,92,0,0,0,0,0,0,3,0,0,4,7,4,14,3,8,4,0,0,0,37,50,78,162,132,133,102,31,5,7,709,Kowanyama (S)
34530,9,11,22,49,82,209,673,528,217,1811,3,0,7,7,15,11,11,7,13,72,156,214,430,448,454,462,463,313,171,3112,1114,1755,3549,4190,5048,5336,4356,2066,727,28140,Livingstone (S)
34570,3,4,3,5,5,12,10,6,0,46,0,0,0,4,0,0,0,0,0,7,3,17,9,15,11,3,3,0,0,66,56,64,111,90,96,68,44,8,0,536,Lockhart River (S)
