lga_code16,hnfa_15_19_ewft,hnfa_15_19_ewpt,hnfa_15_19_eafw,hnfa_15_19_ehw_ns,hnfa_15_19_tot,hnfa_20_24_ewft,hnfa_20_24_ewpt,hnfa_20_24_eafw,hnfa_20_24_ehw_ns,hnfa_20_24_tot,hnfa_25_29_ewft,hnfa_25_29_ewpt,hnfa_25_29_eafw,hnfa_25_29_ehw_ns,hnfa_25_29_tot,hnfa_30_34_ewft,hnfa_30_34_ewpt,hnfa_30_34_eafw,hnfa_30_34_ehw_ns,hnfa_30_34_tot,hnfa_35_39_ewft,hnfa_35_39_ewpt,hnfa_35_39_eafw,hnfa_35_39_ehw_ns,hnfa_35_39_tot,hnfa_40_44_ewft,hnfa_40_44_ewpt,hnfa_40_44_eafw,hnfa_40_44_ehw_ns,hnfa_40_44_tot,hnfa_45_49_ewft,hnfa_45_49_ewpt,hnfa_45_49_eafw,hnfa_45_49_ehw_ns,hnfa_45_49_tot,hnfa_50_54_ewft,hnfa_50_54_ewpt,hnfa_50_54_eafw,hnfa_50_54_ehw_ns,hnfa_50_54_tot,hnfa_55_59_ewft,hnfa_55_59_ewpt,hnfa_55_59_eafw,hnfa_55_59_ehw_ns,hnfa_55_59_tot,hnfa_60_64_ewft,hnfa_60_64_ewpt,hnfa_60_64_eafw,hnfa_60_64_ehw_ns,hnfa_60_64_tot,hnfa_65_69_ewft,hnfa_65_69_ewpt,hnfa_65_69_eafw,hnfa_65_69_ehw_ns,hnfa_65_69_tot,hnfa_70_74_ewft,hnfa_70_74_ewpt,hnfa_70_74_eafw,hnfa_70_74_ehw_ns,hnfa_70_74_tot,hnfa_75ov_ewft,hnfa_75ov_ewpt,hnfa_75ov_eafw,hnfa_75ov_ehw_ns,hnfa_75ov_tot,hnfa_tot_ewft,hnfa_tot_ewpt,hnfa_tot_eafw,hnfa_tot_ehw_ns,hnfa_tot_tot,dnhnfa_15_19_ewft,dnhnfa_15_19_ewpt,dnhnfa_15_19_eafw,dnhnfa_15_19_ehw_ns,dnhnfa_15_19_tot,dnhnfa_20_24_ewft,dnhnfa_20_24_ewpt,dnhnfa_20_24_eafw,dnhnfa_20_24_ehw_ns,dnhnfa_20_24_tot,dnhnfa_25_29_ewft,dnhnfa_25_29_ewpt,dnhnfa_25_29_eafw,dnhnfa_25_29_ehw_ns,dnhnfa_25_29_tot,dnhnfa_30_34_ewft,dnhnfa_30_34_ewpt,dnhnfa_30_34_eafw,dnhnfa_30_34_ehw_ns,dnhnfa_30_34_tot,dnhnfa_35_39_ewft,dnhnfa_35_39_ewpt,dnhnfa_35_39_eafw,dnhnfa_35_39_ehw_ns,dnhnfa_35_39_tot,dnhnfa_40_44_ewft,dnhnfa_40_44_ewpt,dnhnfa_40_44_eafw,dnhnfa_40_44_ehw_ns,dnhnfa_40_44_tot,dnhnfa_45_49_ewft,dnhnfa_45_49_ewpt,dnhnfa_45_49_eafw,dnhnfa_45_49_ehw_ns,dnhnfa_45_49_tot,dnhnfa_50_54_ewft,dnhnfa_50_54_ewpt,dnhnfa_50_54_eafw,dnhnfa_50_54_ehw_ns,dnhnfa_50_54_tot,dnhnfa_55_59_ewft,dnhnfa_55_59_ewpt,dnhnfa_55_59_eafw,dnhnfa_55_59_ehw_ns,dnhnfa_55_59_tot,dnhnfa_60_64_ewft,dnhnfa_60_64_ewpt,dnhnfa_60_64_eafw,dnhnfa_60_64_ehw_ns,dnhnfa_60_64_tot,dnhnfa_65_69_ewft,dnhnfa_65_69_ewpt,dnhnfa_65_69_eafw,dnhnfa_65_69_ehw_ns,dnhnfa_65_69_tot,dnhnfa_70_74_ewft,dnhnfa_70_74_ewpt,dnhnfa_70_74_eafw,dnhnfa_70_74_ehw_ns,dnhnfa_70_74_tot,dnhnfa_75ov_ewft,dnhnfa_75ov_ewpt,dnhnfa_75ov_eafw,dnhnfa_75ov_ehw_ns,dnhnfa_75ov_tot,dnhnfa_tot_ewft,dnhnfa_tot_ewpt,dnhnfa_tot_eafw,dnhnfa_tot_ehw_ns,dnhnfa_tot_tot,nfans_15_19_ewft,nfans_15_19_ewpt,nfans_15_19_eafw,nfans_15_19_ehw_ns,nfans_15_19_tot,nfans_20_24_ewft,nfans_20_24_ewpt,nfans_20_24_eafw,nfans_20_24_ehw_ns,nfans_20_24_tot,nfans_25_29_ewft,nfans_25_29_ewpt,nfans_25_29_eafw,nfans_25_29_ehw_ns,nfans_25_29_tot,nfans_30_34_ewft,nfans_30_34_ewpt,nfans_30_34_eafw,nfans_30_34_ehw_ns,nfans_30_34_tot,nfans_35_39_ewft,nfans_35_39_ewpt,nfans_35_39_eafw,nfans_35_39_ehw_ns,nfans_35_39_tot,nfans_40_44_ewft,nfans_40_44_ewpt,nfans_40_44_eafw,nfans_40_44_ehw_ns,nfans_40_44_tot,nfans_45_49_ewft,nfans_45_49_ewpt,nfans_45_49_eafw,nfans_45_49_ehw_ns,nfans_45_49_tot,nfans_50_54_ewft,nfans_50_54_ewpt,nfans_50_54_eafw,nfans_50_54_ehw_ns,nfans_50_54_tot,nfans_55_59_ewft,nfans_55_59_ewpt,nfans_55_59_eafw,nfans_55_59_ehw_ns,nfans_55_59_tot,nfans_60_64_ewft,nfans_60_64_ewpt,nfans_60_64_eafw,nfans_60_64_ehw_ns,nfans_60_64_tot,nfans_65_69_ewft,nfans_65_69_ewpt,nfans_65_69_eafw,nfans_65_69_ehw_ns,nfans_65_69_tot,nfans_70_74_ewft,nfans_70_74_ewpt,nfans_70_74_eafw,nfans_70_74_ehw_ns,nfans_70_74_tot,lga_name16
36250,3,33,0,0,37,3,27,3,0,43,8,27,4,0,36,11,20,0,0,32,3,17,0,3,25,8,23,0,3,37,14,33,0,0,45,11,25,3,0,42,23,31,8,0,58,13,23,3,0,36,0,15,0,0,19,0,7,3,0,15,0,8,3,0,7,102,297,23,8,433,582,3068,85,65,3797,1780,1847,111,69,3809,2324,1038,128,64,3552,2256,1166,167,80,3672,2048,1278,108,62,3495,2600,1494,92,65,4253,2776,1522,83,51,4439,2694,1458,112,55,4324,2293,1420,142,39,3898,1340,1187,123,29,2683,481,609,53,15,1155,120,272,11,8,408,57,92,5,4,164,21350,16451,1227,625,39653,3,29,0,0,31,24,14,0,0,32,16,17,0,4,40,16,11,5,0,37,26,20,0,3,51,42,19,0,4,66,36,24,0,3,70,17,18,5,4,45,28,16,3,0,50,25,17,3,0,42,4,6,0,0,15,5,4,0,0,4,Redland (C)
36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,38,0,0,65,45,29,0,0,78,64,17,7,0,88,66,20,0,0,85,40,16,0,0,55,62,27,0,0,87,46,15,0,3,71,40,26,0,0,59,46,4,0,0,56,29,13,0,0,42,10,6,0,0,18,4,4,0,3,9,3,3,0,0,5,466,219,9,16,713,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richmond (S)
36370,3,30,0,0,32,7,21,3,0,27,7,23,0,0,30,5,12,3,0,21,13,16,3,0,29,8,15,3,0,29,12,8,3,0,19,22,11,0,0,42,12,15,6,0,41,13,19,4,0,33,5,7,0,0,7,4,4,0,0,8,5,3,3,3,17,118,175,29,14,339,557,1934,78,56,2624,2253,1181,122,70,3626,2608,920,195,67,3783,2508,1026,209,39,3782,2357,1001,126,54,3532,2530,997,94,47,3662,2753,1016,103,49,3915,2752,957,129,39,3878,2380,947,170,46,3537,1319,692,117,20,2141,413,372,43,16,851,96,147,11,8,259,58,87,6,17,165,22566,11264,1399,529,35760,3,11,0,0,20,22,14,0,6,39,38,6,3,3,43,28,21,0,3,47,33,17,0,0,50,34,14,0,5,56,30,10,0,7,45,47,22,3,3,79,30,12,0,3,46,19,11,0,0,35,5,6,0,0,11,0,0,0,3,4,Rockhampton (R)
36510,3,9,0,0,7,5,5,0,0,5,0,0,0,0,0,3,3,0,0,5,3,7,0,0,8,3,3,0,0,11,3,7,0,0,16,7,11,0,0,14,5,10,0,0,17,5,4,0,0,16,0,4,0,0,6,0,7,0,0,5,3,5,0,3,7,39,82,3,6,130,183,668,28,30,908,519,381,28,17,939,581,238,36,13,871,602,287,34,17,935,631,383,33,21,1069,782,447,31,30,1283,872,478,31,30,1414,852,482,38,23,1393,760,473,46,23,1303,509,398,22,18,952,260,242,29,15,540,98,126,16,8,246,61,84,8,15,165,6714,4687,367,254,12022,0,8,0,0,7,3,4,0,0,8,19,8,0,0,23,6,8,0,0,19,15,9,0,0,24,19,9,0,3,28,21,6,0,3,28,12,5,0,0,24,12,6,0,0,25,12,8,0,0,18,0,4,0,0,8,3,6,0,0,6,Scenic Rim (R)
36580,0,7,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,9,0,0,14,8,9,0,4,14,3,4,0,0,9,3,4,0,0,11,3,7,0,0,5,0,0,0,3,3,0,3,0,3,5,19,50,4,8,88,110,229,14,14,363,279,155,12,8,458,324,138,19,8,493,355,174,24,10,558,339,175,4,14,539,397,170,14,15,598,410,201,19,13,647,440,219,21,15,690,403,216,21,9,659,247,186,19,15,468,111,99,9,3,227,54,57,13,12,132,31,22,3,11,65,3518,2048,180,145,5897,0,4,0,0,4,0,3,0,0,8,3,0,0,0,4,11,10,0,3,20,9,6,0,0,17,9,13,0,0,19,7,4,0,3,11,8,7,0,0,8,10,3,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Somerset (R)
36630,0,12,0,0,10,3,13,0,0,18,0,5,0,0,12,3,9,0,0,12,3,3,0,0,5,0,3,3,0,6,6,6,3,0,17,6,11,0,0,20,3,8,0,0,17,5,7,0,0,13,0,13,0,0,12,4,4,0,3,13,7,9,0,3,12,40,99,10,12,163,198,477,40,27,744,551,275,16,21,862,560,266,30,17,878,545,267,35,13,864,579,351,23,13,961,692,368,32,24,1112,805,372,30,25,1225,834,360,51,20,1268,697,385,55,18,1152,498,299,43,21,861,212,194,25,18,444,89,80,11,16,195,75,56,7,17,147,6336,3754,381,236,10709,5,3,0,0,7,3,5,0,0,15,5,5,0,0,12,13,6,0,0,24,15,6,3,0,16,12,6,0,3,19,18,3,0,0,21,11,3,0,0,16,16,8,0,4,26,6,9,0,0,17,4,4,0,0,5,0,0,0,0,0,South Burnett (R)
36660,0,12,0,0,14,7,5,0,0,11,4,7,0,0,11,3,3,0,0,4,4,0,4,0,14,3,8,0,0,14,3,12,0,0,19,3,8,5,3,17,3,6,0,0,15,5,9,0,0,16,4,3,0,0,10,0,3,0,0,3,0,8,3,3,15,45,92,17,7,162,265,653,33,31,981,625,330,36,26,1020,647,286,40,22,993,584,322,57,19,981,653,362,46,17,1084,832,442,35,21,1330,957,460,33,20,1472,991,464,37,25,1519,913,421,63,22,1427,587,452,45,35,1115,288,239,28,19,572,127,92,13,9,246,68,85,8,22,176,7539,4602,473,289,12903,4,4,0,0,5,12,7,0,3,22,10,3,0,4,18,7,9,0,0,17,14,5,0,0,18,13,6,3,3,26,12,9,0,0,20,22,16,0,0,38,10,14,3,0,35,11,10,0,0,29,5,7,0,0,5,3,3,0,0,3,Southern Downs (R)
36720,6,84,10,5,101,14,51,0,4,74,17,45,3,0,70,18,31,3,0,61,25,38,10,0,76,32,62,10,4,111,23,68,11,0,101,51,63,13,3,126,40,68,12,0,121,21,46,3,3,73,13,43,3,3,51,4,12,0,0,19,3,16,4,15,40,278,618,84,35,1019,1279,5983,225,178,7667,4779,4155,245,206,9386,5888,2962,354,171,9378,6046,3286,460,160,9958,6392,3709,269,156,10527,7764,4530,272,182,12740,8378,4388,271,169,13200,7807,4311,328,155,12602,6373,3985,339,132,10832,3725,3273,307,104,7403,1209,1800,127,58,3190,355,707,44,27,1131,114,288,27,38,465,60102,43376,3264,1733,108475,15,63,0,7,81,52,31,0,3,83,56,27,3,6,97,60,41,3,9,117,64,59,5,3,130,103,47,6,11,160,106,57,7,9,175,111,57,5,5,178,87,56,3,10,152,46,49,3,6,99,18,21,0,3,39,9,9,3,4,21,Sunshine Coast (R)
36820,0,3,0,0,4,4,3,0,0,4,0,3,0,0,3,3,3,0,0,3,0,3,0,0,6,3,3,0,0,9,3,4,0,0,5,3,3,5,0,16,6,6,0,0,10,3,5,0,0,8,0,0,0,0,0,0,5,0,3,6,0,3,0,3,9,29,41,13,3,86,150,411,14,20,598,352,162,23,14,552,384,200,26,19,628,371,228,32,12,636,389,224,19,14,654,494,292,22,20,826,581,335,30,7,958,590,349,35,15,990,565,353,56,13,986,396,344,46,14,801,179,178,25,6,394,81,93,5,12,192,39,56,3,15,111,4589,3227,325,185,8329,3,7,0,0,7,7,4,0,0,18,3,3,3,3,15,5,7,0,0,12,10,7,0,0,17,9,8,0,0,17,9,10,0,0,24,14,8,3,0,19,7,3,0,0,13,8,6,0,0,19,4,3,0,0,5,5,0,0,0,4,Tablelands (R)
36910,6,41,3,4,51,12,35,0,3,49,28,22,3,0,53,22,24,0,0,43,10,25,4,0,45,22,34,7,3,68,44,28,7,7,80,38,41,14,4,91,28,39,5,3,70,24,27,11,4,64,12,12,4,3,32,6,12,3,0,22,8,21,4,6,40,260,355,55,38,706,1111,3283,154,111,4658,4105,2210,198,109,6616,4776,1651,313,106,6847,4513,1915,356,109,6895,4213,1917,205,80,6409,4837,2056,143,112,7148,5250,2010,184,108,7552,5037,1887,212,81,7219,4358,1842,264,88,6552,2750,1519,212,69,4544,1019,921,108,50,2106,333,433,34,30,828,183,199,15,39,437,42473,21847,2398,1089,67815,8,23,0,3,37,33,24,4,3,65,24,13,6,0,45,48,28,7,5,82,45,20,6,0,75,64,27,5,0,93,84,24,3,4,115,71,22,0,5,98,68,34,0,0,103,36,22,5,3,66,13,9,4,0,29,3,3,0,4,8,Toowoomba (R)
36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,24,20,3,8,56,72,37,3,19,126,130,37,7,5,178,139,39,11,9,194,120,22,4,8,158,129,35,3,12,177,103,35,4,6,144,113,22,15,7,153,101,36,11,3,145,59,16,6,3,85,21,8,0,0,32,5,0,0,0,15,4,3,0,3,10,1026,300,63,78,1469,0,0,0,0,3,0,0,0,3,6,3,0,0,0,4,0,0,0,0,4,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Torres (S)
36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,8,12,0,8,22,44,47,3,3,98,67,45,6,3,117,54,56,0,3,116,91,39,5,5,140,62,29,3,9,109,57,39,5,3,108,67,32,6,3,102,54,27,8,3,91,30,19,5,3,49,9,5,0,0,16,0,0,0,0,3,3,0,0,0,3,557,345,33,38,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Torres Strait Island (R)
37010,6,30,3,0,33,18,50,3,3,70,25,32,3,0,57,22,36,8,3,75,24,30,10,0,60,51,39,4,3,96,27,46,7,3,80,51,36,9,0,98,20,46,10,0,75,32,25,8,0,71,11,10,4,0,19,4,6,3,0,14,3,13,0,11,24,291,395,73,28,776,1161,3924,201,132,5417,5802,3482,305,192,9784,6725,2126,437,154,9433,6188,2134,491,134,8953,5429,2196,291,140,8059,6060,2236,229,118,8647,6170,2076,226,114,8581,5586,1948,237,76,7839,4648,1768,256,101,6773,2491,1425,197,56,4171,824,732,91,34,1686,176,289,27,20,513,69,124,7,10,210,51326,24455,2994,1275,80056,4,37,5,0,50,37,25,0,8,72,47,14,0,0,69,59,20,3,0,90,55,22,3,3,82,79,24,4,5,119,67,33,0,0,99,79,28,4,0,114,45,31,7,0,76,27,26,3,5,63,15,21,0,5,38,0,3,3,0,3,Townsville (C)
31000,32,226,9,11,280,130,295,24,10,459,144,243,33,7,428,213,234,47,6,489,198,214,56,4,472,275,231,56,15,586,306,263,68,16,654,300,219,54,19,593,222,213,63,19,514,150,169,53,8,380,65,110,13,6,190,32,68,6,5,115,15,79,13,34,139,2094,2574,495,161,5318,5690,24203,957,782,31639,37164,32855,1839,1505,73360,60001,20739,2741,1440,84921,63880,19493,4389,1274,89042,58312,19097,2992,1055,81455,60054,19365,1752,1030,82203,58370,17513,1600,946,78426,51391,14688,1790,798,68673,39433,13227,1892,636,55186,22753,10701,1462,437,35350,7412,6585,663,203,14864,1707,2603,192,92,4588,558,1182,77,139,1952,466734,202249,22345,10341,701661,66,191,8,28,284,279,217,12,49,557,441,165,19,66,690,507,187,35,54,789,539,217,26,41,823,618,214,21,36,888,637,196,25,48,913,581,189,20,36,831,455,139,13,41,651,288,122,15,22,449,122,75,12,13,226,18,43,0,11,80,Brisbane (C)
31900,0,0,0,0,0,0,7,0,0,10,0,3,0,0,3,0,3,0,0,3,0,5,0,0,5,0,0,0,0,4,0,4,0,0,3,3,3,0,0,7,3,0,0,0,3,5,0,0,0,8,4,0,0,0,4,0,0,0,0,3,7,7,5,0,13,26,33,4,0,63,166,293,20,20,497,423,157,19,17,613,421,131,21,12,586,355,167,17,12,553,420,191,14,15,639,504,210,15,11,734,569,216,15,20,818,601,195,22,14,833,550,216,36,10,806,419,171,26,13,633,143,110,14,16,275,70,47,9,3,125,36,30,8,10,77,4669,2135,229,163,7197,0,0,0,0,0,6,0,0,0,4,7,0,0,0,5,3,3,0,0,8,11,0,0,0,12,8,5,0,0,12,11,3,0,0,21,14,3,0,3,17,8,0,0,0,16,4,3,0,0,15,8,4,0,0,12,0,3,0,0,3,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,12,0,0,0,14,10,3,0,0,17,8,0,0,0,18,5,3,0,0,9,13,0,0,0,12,12,0,0,0,11,8,0,0,0,11,14,0,0,4,19,7,0,0,3,12,7,0,0,0,7,0,0,0,0,4,0,0,0,0,0,108,15,10,12,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burke (S)
32080,3,28,3,0,38,7,27,0,0,35,7,30,3,0,40,16,30,3,0,47,20,23,12,0,55,34,29,8,0,73,30,33,3,0,61,26,38,3,4,67,28,30,9,0,69,21,31,4,0,58,9,33,6,3,42,5,7,0,0,12,3,7,3,8,18,204,338,50,16,617,809,2886,113,81,3888,3190,2004,153,131,5481,4326,1728,247,126,6427,4645,1860,360,131,7000,4640,2198,242,107,7191,5295,2263,185,134,7882,5459,2106,190,132,7885,4998,1890,197,104,7194,4124,1758,187,61,6136,2446,1463,167,64,4143,913,821,73,36,1843,245,353,29,19,655,114,139,17,18,281,41203,21466,2174,1154,65998,8,36,0,9,54,28,20,3,3,60,33,22,5,3,66,54,25,3,3,87,68,27,3,4,106,60,30,3,9,96,59,32,0,6,98,68,21,4,0,93,64,27,3,5,93,40,17,0,0,58,6,14,3,0,23,0,0,0,0,7,Cairns (R)
32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,11,0,0,53,64,10,0,8,87,69,5,4,3,79,58,14,4,3,81,49,8,4,3,68,65,11,0,5,81,62,19,3,0,84,64,18,0,0,82,94,20,3,3,126,43,8,3,4,55,21,5,0,0,24,11,9,0,0,21,0,0,0,0,6,630,150,27,32,843,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carpentaria (S)
32260,0,3,0,0,3,3,8,0,0,8,0,3,0,0,3,0,3,0,0,8,0,3,0,0,8,3,4,0,0,6,3,9,0,0,13,8,6,0,0,16,3,9,3,0,18,6,7,0,0,14,0,3,0,0,5,0,3,0,0,3,0,9,0,0,11,36,69,14,7,122,201,443,25,25,693,596,300,16,25,934,634,317,29,31,1021,615,294,34,31,977,565,293,25,17,900,684,308,33,25,1050,826,371,30,26,1247,871,368,44,26,1316,812,426,59,19,1314,596,339,41,17,992,246,176,21,5,457,88,69,8,6,174,50,56,5,10,118,6796,3762,366,273,11192,0,9,0,0,12,11,3,0,3,13,5,3,0,0,12,14,9,0,0,22,18,3,0,3,20,10,12,0,3,22,16,6,0,0,26,11,6,0,0,22,3,17,0,3,23,10,11,0,0,21,4,0,0,0,4,3,0,0,0,3,Cassowary Coast (R)
30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,20,29,0,0,0,31,24,3,4,0,27,19,4,0,3,30,6,3,0,0,8,13,0,0,0,13,13,4,0,0,19,22,0,0,0,22,16,3,0,0,20,18,11,0,0,30,11,3,0,0,8,0,0,0,0,3,0,0,0,0,0,199,32,6,8,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulia (S)
31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,9,3,0,0,10,12,3,0,0,20,19,0,4,0,25,29,0,3,0,31,30,0,0,0,33,18,3,0,0,21,22,0,0,0,23,32,0,0,0,30,36,3,3,3,48,25,0,0,0,22,8,0,3,0,11,3,3,0,0,8,0,0,0,0,0,228,25,17,9,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bulloo (S)
31820,9,42,0,0,47,13,29,4,0,44,4,20,3,0,33,11,3,3,0,18,12,10,3,0,25,18,24,9,0,48,16,23,5,0,42,10,30,3,0,48,13,24,4,0,40,10,26,0,0,37,0,8,3,3,16,0,6,0,0,7,3,3,0,4,13,117,250,37,14,420,480,1650,64,59,2255,1540,947,69,59,2620,1734,762,113,81,2695,1674,859,108,52,2698,1705,926,81,44,2755,2129,1014,57,62,3256,2280,1090,71,64,3503,2401,1128,93,39,3669,2059,1071,115,60,3302,1284,871,108,36,2292,409,448,42,34,923,125,192,10,11,342,71,100,8,18,201,17888,11056,939,608,30501,6,14,3,0,27,20,8,0,0,22,15,12,0,0,28,20,10,0,0,34,24,12,0,6,49,19,14,0,5,39,39,8,0,3,55,29,10,0,3,44,29,23,0,4,58,25,11,3,0,40,4,10,0,0,14,9,3,0,0,8,Bundaberg (R)
32270,3,9,0,0,10,3,3,0,0,9,0,9,4,0,10,6,3,0,0,13,8,3,0,0,12,5,4,0,0,13,6,3,0,3,14,3,0,0,0,7,4,6,3,0,9,0,5,0,0,8,3,3,3,0,6,0,4,0,0,4,0,0,3,0,4,42,54,17,9,120,252,446,28,16,745,925,297,61,28,1308,1291,275,88,27,1687,1494,407,127,38,2070,1355,389,92,33,1870,1410,345,66,50,1869,1387,301,54,28,1776,1336,305,86,22,1748,1006,262,68,30,1369,556,169,46,16,791,204,81,23,7,319,76,54,8,3,145,42,30,3,6,84,11329,3372,751,315,15765,0,6,0,5,7,5,3,0,0,10,13,3,0,0,17,16,7,3,0,29,24,10,0,3,35,22,6,0,3,29,9,4,3,0,21,17,3,0,3,23,13,5,0,0,23,9,0,0,0,6,0,3,0,4,3,3,0,0,0,3,Central Highlands (R) (Qld)
32310,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,3,0,4,3,0,0,0,3,6,0,0,0,4,3,0,0,0,3,0,6,0,0,4,0,0,0,0,0,20,14,6,0,33,86,194,18,18,311,224,104,21,4,352,245,78,18,9,349,244,99,12,13,364,251,111,14,10,387,336,129,14,5,486,353,115,18,12,498,297,102,19,15,423,297,110,20,10,436,183,86,15,12,296,91,46,7,3,148,20,27,0,0,49,16,19,0,3,41,2643,1228,173,105,4143,0,9,0,0,11,3,3,0,0,5,3,0,0,0,6,3,3,0,0,6,7,3,0,0,15,8,0,0,0,4,3,3,0,0,11,12,3,0,0,13,8,3,0,0,8,4,0,0,0,3,3,0,0,0,6,0,0,0,0,3,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,9,6,0,3,21,12,8,0,0,21,13,6,0,0,20,21,3,0,0,28,31,3,0,0,40,21,16,0,0,40,16,7,0,0,32,30,13,0,0,47,14,12,0,0,26,0,6,0,0,6,0,3,0,0,3,0,0,0,0,3,183,83,12,11,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,17,52,23,4,3,80,155,16,7,7,185,306,34,9,4,358,361,50,21,6,441,315,27,18,3,364,295,18,21,11,339,269,25,22,6,325,296,26,15,9,341,233,29,19,4,282,116,28,13,3,156,53,6,3,5,68,12,9,0,0,22,6,3,0,0,8,2469,289,154,64,2972,0,3,0,0,3,0,4,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,4,0,0,0,7,6,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Cloncurry (S)
