LGA_MAIN11,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot,LGA_NAME11
24970,78,286,563,691,575,408,135,12,0,2748,85,256,452,391,329,263,112,32,20,1940,3212,8612,17574,17819,17090,10959,2703,315,50,78334,Monash (C)
25060,48,160,382,350,379,248,68,11,0,1646,62,133,293,265,227,116,55,20,7,1178,2222,5514,12743,12788,11509,6965,1251,131,16,53139,Moonee Valley (C)
25150,31,56,76,114,106,68,13,4,0,468,24,31,58,61,66,53,16,8,3,320,900,1086,2156,3110,3376,2210,418,62,8,13326,Moorabool (S)
25250,68,279,697,639,503,271,53,4,0,2514,86,255,529,350,258,139,67,23,6,1713,2161,7725,22156,17458,12728,6444,1031,137,15,69855,Moreland (C)
25340,133,259,371,579,596,392,118,13,0,2461,120,133,202,314,284,237,87,39,3,1419,4329,5492,9285,14671,15532,11182,2800,309,28,63628,Mornington Peninsula (S)
25430,18,27,29,49,61,53,11,0,0,248,11,10,19,31,29,24,11,5,3,143,443,487,811,1553,2103,1641,325,52,9,7424,Mount Alexander (S)
25490,9,22,20,60,37,33,12,0,0,193,19,16,23,38,39,40,21,9,0,205,496,521,1124,1675,1975,1466,439,115,14,7825,Moyne (S)
25620,9,13,34,47,53,23,7,0,0,186,10,6,22,30,40,34,23,3,0,168,290,357,824,1316,1539,1180,351,74,9,5940,Murrindindi (S)
25710,76,144,177,272,330,176,49,3,3,1230,55,50,67,127,148,102,34,3,0,586,2199,3425,4242,7380,8986,5727,1029,78,11,33077,Nillumbik (S)
25810,16,12,16,35,43,23,11,0,0,156,12,10,14,20,23,18,4,6,0,107,366,411,685,1061,1303,1054,244,47,8,5179,Northern Grampians (S)
25900,33,167,554,381,258,153,37,7,0,1590,23,103,418,262,157,119,43,6,0,1131,709,4527,20807,13767,8440,5235,1301,142,7,54935,Port Phillip (C)
25990,4,6,14,14,18,20,0,0,0,76,6,8,6,10,12,10,11,6,0,69,122,131,328,553,655,601,172,37,0,2599,Pyrenees (S)
26080,0,4,3,0,9,6,3,3,0,28,0,4,6,0,3,0,4,0,0,17,58,49,116,225,311,298,84,12,0,1153,Queenscliffe (B)
26170,33,53,65,77,98,88,26,0,0,440,19,23,33,59,66,47,29,5,3,284,823,892,1784,2593,3108,2467,674,137,15,12493,South Gippsland (S)
26260,22,32,29,55,55,32,6,6,0,237,19,8,17,31,44,33,17,8,3,180,541,571,1162,1533,1877,1528,407,89,18,7726,Southern Grampians (S)
26350,51,176,430,274,224,148,61,6,3,1373,36,146,345,201,183,154,79,33,9,1186,1222,5426,16503,10555,8462,6259,2112,335,58,50932,Stonnington (C)
26430,9,12,10,28,26,26,4,3,0,118,7,9,14,15,18,17,10,9,3,102,195,254,525,754,1057,977,310,69,14,4155,Strathbogie (S)
26490,12,35,62,108,102,62,14,0,0,395,18,11,35,46,59,23,7,6,3,208,657,901,1930,3246,3139,2118,440,52,9,12492,Surf Coast (S)
26610,35,49,51,50,58,49,16,0,0,308,26,33,54,46,39,35,25,0,0,258,600,874,1625,1759,2138,1518,370,57,12,8953,Swan Hill (RC)
26670,7,13,13,18,28,9,3,0,0,91,0,3,9,6,14,10,11,3,0,56,137,135,268,552,798,593,210,51,7,2751,Towong (S)
11250,16,40,48,46,66,41,6,0,0,263,14,14,29,40,38,45,7,3,0,190,488,628,1216,1443,1880,1145,185,21,0,7006,Broken Hill (C)
26700,32,46,87,100,85,71,18,0,0,439,23,12,36,42,36,31,20,6,0,206,927,870,1940,2717,3159,2312,552,90,13,12580,Wangaratta (RC)
12500,5,20,18,23,23,31,3,0,0,123,4,6,10,19,16,13,9,0,0,77,229,209,448,662,740,584,127,24,0,3023,Deniliquin (A)
27630,9,15,15,9,25,19,0,0,0,92,3,7,12,15,9,13,4,6,0,69,145,175,322,519,846,581,194,58,5,2845,Yarriambiack (S)
10150,16,70,179,140,138,102,31,3,0,679,19,65,132,94,98,55,15,4,6,488,522,1962,5939,4922,4304,2484,426,46,15,20620,Ashfield (A)
10200,24,122,258,216,223,115,21,0,0,979,62,200,363,267,229,113,15,3,4,1256,810,3408,9237,6257,5635,3093,424,40,8,28912,Auburn (C)
10250,36,50,106,144,149,101,17,6,0,609,17,21,35,51,65,50,14,13,7,273,1086,1087,2314,3679,4448,3234,635,91,17,16591,Ballina (A)
10300,0,4,6,3,4,4,6,0,0,27,4,0,13,8,6,9,5,0,0,45,49,76,157,221,264,199,53,7,3,1029,Balranald (A)
10350,158,360,739,771,646,397,87,6,0,3164,126,329,580,510,509,224,58,26,0,2362,3394,7449,15949,16086,15937,9287,1628,125,13,69868,Bankstown (C)
10470,48,86,163,140,128,73,18,3,0,659,32,36,54,70,68,55,25,7,5,352,1229,2002,3116,3730,3981,2770,594,96,11,17529,Bathurst Regional (A)
10550,37,54,59,85,117,82,12,0,0,446,19,12,37,55,73,56,17,6,0,275,877,756,1570,2608,3786,2802,564,71,7,13041,Bega Valley (A)
10600,11,9,14,42,45,25,11,0,0,157,4,12,15,23,42,21,7,6,0,130,256,223,494,1026,1486,1042,204,41,6,4778,Bellingen (A)
10650,16,9,21,33,23,19,3,4,0,128,8,6,9,15,15,15,12,4,6,90,210,189,470,676,803,769,248,35,12,3412,Berrigan (A)
10750,285,602,1215,1173,1015,620,114,7,0,5031,287,493,977,894,760,420,111,22,4,3968,6858,13315,33275,33112,28406,16406,2279,129,8,133788,Blacktown (C)
10800,10,13,16,11,19,11,6,6,0,92,3,0,8,14,16,12,6,6,3,68,139,172,442,527,674,486,180,69,7,2696,Bland (A)
11300,14,48,160,124,120,76,18,3,0,563,6,68,147,90,78,53,11,6,4,463,487,1797,4404,3090,3072,1836,354,48,7,15095,Burwood (A)
11350,14,30,82,120,119,66,9,0,0,440,21,29,56,84,87,77,17,8,3,382,594,756,1837,3040,3528,2436,361,62,6,12620,Byron (A)
11400,26,23,44,36,46,19,8,0,0,202,14,10,16,25,32,28,9,0,0,134,321,370,830,1299,1564,1137,405,94,8,6028,Cabonne (A)
11450,99,155,253,280,205,130,27,0,0,1149,53,80,136,147,117,80,15,0,0,628,1859,2767,6116,7586,6192,3603,574,53,8,28758,Camden (A)
11500,183,342,557,461,494,377,49,0,0,2463,150,223,419,363,385,198,56,12,4,1810,3800,7222,14396,13422,14966,9854,1302,83,7,65052,Campbelltown (C)
11520,49,93,304,277,313,194,58,6,0,1294,40,88,243,198,143,97,28,12,4,853,1203,3120,10326,9696,8045,5005,1152,124,9,38680,Canada Bay (A)
11550,88,238,591,606,519,273,62,7,3,2387,87,264,513,446,404,224,42,15,0,1995,1842,5343,14186,13524,11962,6483,1204,105,15,54664,Canterbury (C)
11600,3,6,3,3,3,6,3,0,0,27,0,3,0,10,16,4,4,0,0,37,54,95,206,291,346,219,71,20,0,1302,Carrathool (A)
11700,3,0,3,0,3,3,0,0,0,12,0,3,6,4,6,3,0,0,0,22,32,59,147,158,180,161,44,9,0,790,Central Darling (A)
11720,101,172,259,220,204,106,13,0,0,1075,43,63,100,116,97,78,24,12,0,533,1491,2154,4323,4748,4653,3015,449,51,3,20887,Cessnock (C)
11730,59,61,120,159,140,123,29,3,0,694,38,22,46,82,73,66,24,16,0,367,1290,1227,2391,3806,4837,3471,635,92,11,17760,Clarence Valley (A)
11750,6,8,19,16,12,6,5,0,0,72,4,6,8,4,10,13,0,0,0,45,143,226,458,458,534,314,74,14,0,2221,Cobar (A)
11800,84,116,195,263,272,183,25,6,0,1144,63,35,93,134,106,95,25,15,3,569,2091,2157,4463,6165,7300,4998,708,103,8,27993,Coffs Harbour (C)
11860,0,0,0,4,0,0,0,0,0,4,6,0,0,0,0,3,5,0,0,14,40,39,117,165,210,162,80,19,3,835,Conargo (A)
12000,6,3,7,10,18,6,0,0,0,50,4,5,0,5,15,0,9,3,0,41,92,115,239,391,457,278,106,24,0,1702,Coolamon (A)
12050,11,15,23,33,46,31,7,3,0,169,7,3,19,19,8,21,10,0,0,87,307,294,611,959,1210,807,246,51,3,4488,Cooma-Monaro (A)
12150,7,3,8,13,11,10,0,0,0,52,5,5,14,11,8,6,7,3,0,59,78,124,263,319,405,274,107,35,6,1611,Coonamble (A)
12200,7,12,12,27,16,22,0,0,0,96,3,7,5,7,9,12,3,0,0,46,149,168,404,609,756,534,143,21,3,2787,Cootamundra (A)
12300,15,17,19,38,30,17,10,0,0,146,10,17,14,15,26,20,13,4,0,119,321,304,680,1001,1159,920,209,34,4,4632,Corowa Shire (A)
17100,20,51,122,101,96,53,16,8,0,467,22,81,153,78,111,47,23,6,0,521,516,1963,4984,3137,3383,1915,504,82,7,16491,Strathfield (A)
17150,269,555,839,887,942,571,145,20,0,4228,165,226,440,483,480,343,101,49,10,2297,6332,10873,21729,25290,25361,16971,3489,366,57,110468,Sutherland Shire (A)
17200,44,294,1034,621,391,226,58,4,0,2672,55,319,889,396,263,148,77,14,7,2168,1545,10795,40676,21750,12519,7460,1795,225,33,96798,Sydney (C)
17310,72,119,211,222,237,166,52,10,0,1089,39,38,86,106,87,106,26,22,8,518,1752,2139,4385,5355,5869,4203,1004,167,21,24895,Tamworth Regional (A)
17350,5,12,12,19,17,15,7,0,0,87,6,3,7,8,7,12,4,0,0,47,155,175,319,507,650,437,113,20,0,2376,Temora (A)
17400,13,7,15,20,24,11,5,0,0,95,6,6,10,7,17,15,11,0,0,72,146,132,305,532,629,605,187,40,9,2585,Tenterfield (A)
17420,193,347,537,781,786,527,174,3,0,3348,115,167,360,491,454,325,105,18,3,2038,4674,8204,14401,21075,21118,14324,3279,262,17,87354,The Hills Shire (A)
22310,72,209,452,511,492,325,82,10,0,2153,75,156,383,298,260,200,68,23,11,1474,2257,5866,15656,16394,14379,9253,1896,291,52,66044,Glen Eira (C)
22410,21,37,42,74,48,48,10,6,3,289,20,13,27,37,45,42,19,6,3,212,621,529,1293,1891,2360,1660,381,61,6,8802,Glenelg (S)
29399,0,3,3,0,0,0,0,0,0,6,0,7,4,3,5,3,0,0,0,22,31,93,178,82,79,60,17,3,0,543,Unincorporated Vic
29499,0,13,28,13,11,5,0,0,0,70,4,9,24,24,14,0,3,0,0,78,99,420,908,509,324,183,39,0,0,2482,
30250,0,0,8,17,16,7,0,0,0,48,4,0,3,0,0,0,0,3,0,10,7,25,61,68,40,33,0,3,0,237,Aurukun (S)
30300,11,6,18,11,12,9,5,0,0,72,9,8,12,22,19,17,9,0,0,96,120,154,431,517,537,393,110,33,3,2298,Balonne (S)
30370,39,39,46,45,36,17,4,0,0,226,15,3,31,34,42,13,12,11,0,161,475,619,1577,1624,1718,1065,348,92,9,7527,Banana (S)
30410,3,9,7,6,10,4,0,0,0,39,5,7,14,12,11,0,6,0,0,55,97,137,296,362,382,247,102,17,0,1640,Barcaldine (R)
30450,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,10,23,35,39,60,42,7,0,0,216,Barcoo (S)
30760,0,0,4,0,0,4,6,0,0,14,0,5,0,11,10,0,0,0,0,26,66,89,195,209,256,221,65,10,0,1111,Blackall Tambo (R)
33960,221,415,645,639,498,312,67,7,0,2804,148,221,377,400,327,191,33,12,8,1717,5255,8382,17680,17727,15698,8724,1216,110,18,74810,Ipswich (C)
33980,48,60,91,65,62,19,0,0,0,345,37,30,59,59,55,23,7,0,3,273,794,1163,3007,3060,2509,1268,218,39,10,12068,Isaac (R)
34420,0,0,0,7,3,6,0,0,0,16,0,0,0,0,3,0,0,0,0,3,9,17,62,96,62,36,9,0,0,291,Kowanyama (S)
34570,0,3,0,4,3,0,0,0,0,10,3,3,3,0,0,3,0,0,0,12,10,31,33,33,30,19,9,0,0,165,Lockhart River (S)
34580,45,68,92,103,123,81,14,4,0,530,34,28,95,86,88,52,20,6,0,409,1207,1300,2565,3211,3519,2278,526,49,0,14655,Lockyer Valley (R)
36660,60,57,74,99,120,71,16,3,0,500,45,27,28,58,53,70,39,13,4,337,1176,1101,2113,2970,3447,2699,692,128,13,14339,Southern Downs (R)
37300,5,6,14,8,7,0,0,0,0,40,4,7,7,0,5,8,3,0,0,34,115,145,476,480,390,219,20,0,0,1845,Weipa (T)
37310,41,69,97,84,99,83,18,3,0,494,40,33,51,95,86,66,34,9,0,414,1053,1233,2670,3324,3141,2234,694,174,17,14540,Western Downs (R)
37340,49,68,120,124,92,76,12,3,0,544,41,47,92,89,98,72,15,0,0,454,992,1469,3266,3362,3532,2338,452,54,3,15468,Whitsunday (R)
40070,12,39,84,44,33,34,9,3,0,258,6,24,52,27,14,21,13,3,0,160,268,1442,3050,1454,1298,1179,361,33,6,9091,Adelaide (C)
30900,0,0,0,4,0,0,0,0,0,4,4,0,6,3,3,3,0,0,0,19,18,29,48,38,47,44,3,6,0,233,Boulia (S)
31000,992,2362,4495,4015,3480,2334,514,55,3,18250,649,1421,2650,2402,1974,1267,420,120,44,10947,28897,61978,136523,125145,107109,66293,13021,1282,138,540386,Brisbane (C)
34590,421,644,1168,1262,1172,748,123,12,0,5550,290,469,771,837,712,468,109,21,11,3688,8894,13170,27855,29650,27437,17511,2601,163,26,127307,Logan (C)
34710,11,9,28,20,17,6,0,0,0,91,7,5,11,11,15,8,3,0,0,60,135,195,487,467,476,348,78,23,6,2215,Longreach (R)
34770,318,418,696,687,577,295,62,6,0,3059,103,165,311,293,279,179,59,24,4,1417,4465,5585,11824,12967,13411,7558,1341,177,14,57342,Mackay (R)
34800,0,3,3,6,0,0,0,0,0,12,0,0,5,0,5,3,0,0,0,13,44,83,169,124,112,105,38,0,0,675,McKinlay (S)
31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,17,25,59,39,50,33,9,6,0,238,Bulloo (S)
31820,95,166,227,313,277,204,29,6,0,1317,62,70,123,173,173,126,53,26,4,810,2626,2696,5598,7514,8577,5742,1105,142,12,34012,Bundaberg (R)
31900,41,39,49,66,61,51,21,0,0,328,21,19,27,29,32,27,20,5,3,183,568,650,1287,1731,1858,1465,387,58,10,8014,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,15,43,57,59,62,46,8,0,0,290,Burke (S)
32070,235,321,641,764,599,377,77,6,3,3023,138,170,355,412,395,276,90,20,5,1861,4752,5897,15213,18288,17262,10736,2103,226,27,74504,Cairns (R)
32250,0,0,0,4,9,0,0,0,0,13,0,0,7,6,7,9,3,4,0,36,52,77,178,173,223,116,31,7,0,857,Carpentaria (S)
32260,46,48,79,100,86,81,11,0,0,451,44,45,78,60,71,58,18,7,0,381,880,908,1928,2594,3345,2222,496,93,7,12473,Cassowary Coast (R)
32270,93,79,167,137,97,54,10,0,0,637,42,48,91,89,57,52,15,3,0,397,1087,1488,3651,3585,3227,1774,391,64,0,15267,Central Highlands (R)
32310,31,20,33,37,32,20,10,0,0,183,9,13,23,27,27,22,14,4,0,139,396,418,885,1214,1142,845,213,23,3,5139,Charters Towers (R)
36300,0,0,0,0,7,3,0,0,0,10,0,6,3,3,0,3,3,3,0,21,31,41,83,92,100,76,29,3,0,455,Richmond (S)
36360,200,265,432,436,407,298,55,6,0,2099,106,138,197,230,226,161,52,19,6,1135,4148,4945,9742,10635,11620,7311,1265,155,18,49839,Rockhampton (R)
36510,64,63,106,162,139,110,21,0,0,665,36,34,71,90,82,67,36,6,3,425,1062,1049,2217,3776,4185,2950,786,123,17,16165,Scenic Rim (R)
36580,27,30,49,86,62,61,10,0,0,325,23,18,36,46,42,32,19,0,0,216,588,584,1386,2008,2189,1563,372,45,10,8745,Somerset (R)
36630,47,51,84,76,75,68,18,0,0,419,28,25,44,53,56,50,23,12,6,297,896,933,1915,2573,2796,2141,556,87,19,11916,South Burnett (R)
32330,0,3,0,6,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,8,18,37,63,49,26,3,0,0,204,Cherbourg (S)
32450,3,6,8,7,7,3,0,0,0,34,4,5,11,11,8,11,6,0,0,56,96,204,399,363,339,216,48,3,3,1671,Cloncurry (S)
32500,4,3,12,9,6,6,3,0,0,43,3,9,6,22,15,9,3,0,0,67,64,104,296,337,397,315,65,9,0,1587,Cook (S)
32600,0,0,0,3,0,0,0,0,0,3,3,0,3,0,3,3,0,0,0,12,6,8,29,35,31,28,6,0,0,143,Croydon (S)
36710,336,538,909,1267,1298,720,150,12,0,5230,241,254,482,720,697,493,183,51,19,3140,9452,10508,22324,32067,34034,22086,4151,401,47,135070,Sunshine Coast (R)
36810,51,67,114,139,133,94,29,0,0,627,38,36,66,103,122,93,43,12,0,513,1190,1068,2420,3987,4629,3497,889,117,12,17809,Tablelands (R)
36910,248,333,553,539,560,378,96,13,0,2720,136,115,210,285,272,225,88,27,7,1365,5305,6654,12904,14912,15628,10633,2410,349,33,68828,Toowoomba (R)
36950,4,0,8,6,5,0,0,0,0,23,5,17,15,0,8,7,0,0,0,52,70,116,320,324,305,175,33,0,0,1343,Torres (S)
36960,21,48,53,58,51,26,9,0,0,266,8,11,12,17,10,10,0,0,0,68,109,202,363,326,315,182,16,0,0,1513,Torres Strait Island (R)
37010,305,481,734,666,571,368,75,6,0,3206,163,203,353,411,354,242,67,31,6,1830,6838,10304,19338,19457,18378,10743,1775,163,21,87017,Townsville (C)
33830,5,0,0,8,0,0,0,0,0,13,0,5,3,4,0,0,0,0,0,12,20,41,60,77,44,28,3,3,6,282,Hope Vale (S)
51080,0,0,5,3,0,0,0,0,0,8,0,0,4,0,0,0,5,0,0,9,19,24,84,103,145,91,22,4,0,492,Broomehill-Tambellup (S)
40120,53,72,91,161,200,129,30,4,0,740,19,15,58,75,73,58,17,10,3,328,1220,1472,2396,4619,5563,4068,852,89,9,20288,Adelaide Hills (DC)
40220,35,49,60,99,86,83,10,0,0,422,23,15,22,51,37,36,14,3,0,201,625,685,1390,2170,2521,1993,484,56,3,9927,Alexandrina (DC)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,53,22,40,38,6,0,0,189,Diamantina (S)
35780,10,17,34,33,44,15,4,0,0,157,4,8,7,5,3,0,0,0,0,27,47,91,177,191,160,84,7,3,0,760,Northern Peninsula Area (R)
43080,0,3,3,3,3,6,3,0,0,21,4,0,0,3,3,0,3,0,0,13,28,25,50,109,132,114,27,11,0,496,Karoonda East Murray (DC)
54130,0,3,0,3,3,3,0,0,0,12,0,0,3,3,6,0,0,0,0,12,13,36,108,125,158,116,23,0,0,579,Jerramungup (S)
54170,283,397,512,648,713,547,95,7,0,3202,133,143,248,290,326,224,70,12,7,1453,6543,8498,12847,17828,20804,14164,2195,132,13,83024,Joondalup (C)
54200,139,164,247,276,308,194,44,3,0,1375,44,48,106,93,123,101,20,9,7,551,2051,2612,4812,5840,6171,4614,934,96,10,27140,Kalamunda (S)
32770,7,3,24,15,8,0,0,0,0,57,4,0,6,6,0,0,0,0,0,16,15,25,93,66,59,23,0,0,0,281,Doomadgee (S)
33100,0,0,3,3,3,3,0,0,0,12,3,6,3,6,6,3,3,0,0,30,21,57,72,102,92,74,35,6,0,459,Etheridge (S)
33200,0,0,3,6,5,3,0,0,0,17,0,0,0,0,6,6,0,3,0,15,39,84,149,179,198,166,76,11,0,902,Flinders (S)
33220,75,140,222,334,318,229,33,3,0,1354,71,56,102,168,172,144,48,17,7,785,2351,2314,4931,7526,8408,5660,929,102,15,32236,Fraser Coast (R)
33360,97,127,193,224,184,102,30,3,0,960,77,107,161,138,160,103,20,3,0,769,2261,2601,5633,6746,6687,3741,565,47,3,28284,Gladstone (R)
33430,507,1038,2146,2233,1851,1309,287,19,0,9390,434,665,1237,1371,1199,880,297,84,16,6183,14306,22582,50056,53924,50029,32856,7153,674,66,231646,Gold Coast (C)
33610,18,33,39,41,33,18,8,0,0,190,10,10,20,30,27,25,9,10,3,144,300,391,893,1174,1174,795,253,61,12,5053,Goondiwindi (R)
33620,59,64,153,140,156,108,34,6,0,720,47,29,63,86,91,71,32,10,3,432,1254,1206,2670,3829,4507,3112,656,104,13,17351,Gympie (R)
33800,30,20,35,38,36,24,8,3,0,194,10,7,17,24,29,29,19,5,3,143,360,356,692,999,1407,1035,295,66,9,5219,Hinchinbrook (S)
34830,0,3,3,6,3,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,12,22,19,14,18,0,0,0,85,Mapoon (S)
34860,21,32,57,48,41,33,7,0,0,239,19,25,29,34,45,18,19,6,3,198,414,600,1411,1467,1421,987,349,73,9,6731,Maranoa (R)
35010,585,822,1440,1786,1432,975,179,16,0,7235,370,421,719,847,791,502,150,44,9,3853,12993,15862,33739,43123,39783,24562,4085,305,36,174488,Moreton Bay (R)
35250,6,3,6,10,10,0,0,0,0,35,3,0,3,0,0,0,0,0,0,6,15,22,64,74,63,35,12,0,0,285,Mornington (S)
35300,43,53,97,62,67,34,12,0,0,368,16,28,64,48,44,29,10,3,0,242,647,1181,2791,2279,2067,1098,247,18,6,10334,Mount Isa (C)
35600,9,3,7,11,12,4,6,0,0,52,4,5,13,10,12,17,5,0,0,66,155,181,443,483,528,367,92,10,4,2263,Murweh (S)
35670,3,0,6,8,7,0,0,0,0,24,3,0,0,0,0,0,0,0,0,3,14,17,38,54,41,14,6,0,0,184,Napranum (S)
35760,12,9,19,22,19,18,6,0,0,105,12,12,19,22,31,28,22,6,6,158,241,263,701,905,1041,880,330,70,17,4448,North Burnett (R)
35790,10,17,28,34,24,7,0,0,0,120,3,0,3,9,0,3,0,0,0,18,41,56,137,161,143,68,9,3,0,618,Palm Island (S)
35800,3,0,3,6,3,6,3,0,0,24,3,5,6,4,3,3,3,3,0,30,33,67,153,157,217,149,60,3,0,839,Paroo (S)
36070,3,0,0,13,4,9,0,0,0,29,3,0,0,5,0,3,0,0,0,11,12,18,52,84,37,33,5,0,0,241,Pormpuraaw (S)
36150,0,0,0,3,6,3,0,0,0,12,0,0,3,0,10,0,3,0,0,16,18,54,82,103,158,84,38,9,0,546,Quilpie (S)
36250,218,341,549,626,637,456,91,5,0,2923,136,141,255,333,307,237,74,14,7,1504,5187,6281,11461,15415,16846,10783,1834,137,14,67958,Redland (C)
37550,3,0,8,3,3,3,0,0,0,20,0,0,3,4,5,0,0,0,0,12,3,31,48,39,52,27,4,3,0,207,Woorabinda (S)
46970,0,7,19,6,8,6,3,0,0,49,4,5,14,16,11,0,3,0,0,53,123,361,851,733,518,171,9,0,0,2766,Roxby Downs (M)
37400,0,6,0,0,3,6,0,0,0,15,0,3,3,0,8,0,0,4,0,18,35,54,129,132,161,128,37,11,4,691,Winton (S)
41010,4,11,10,20,11,19,6,0,0,81,3,0,10,9,6,6,6,0,3,43,95,139,301,410,366,310,70,0,3,1694,Ceduna (DC)
41060,88,231,379,499,447,299,85,13,0,2041,68,99,225,195,161,125,59,22,4,958,2602,4876,10349,11156,11139,6945,1236,139,16,48458,Charles Sturt (C)
41140,13,17,19,30,38,22,8,0,0,147,3,7,16,16,10,14,7,0,0,73,225,320,617,925,1003,834,246,48,6,4224,Clare and Gilbert Valleys (DC)
52660,28,47,52,54,50,28,6,0,0,265,9,19,22,25,18,24,4,6,6,133,471,583,1233,1419,1391,837,139,27,6,6106,Dardanup (S)
37570,0,0,0,6,4,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,6,9,19,34,22,7,0,0,0,97,Wujal Wujal (S)
37600,0,3,3,11,4,3,3,0,0,27,0,3,0,0,0,3,0,0,0,6,7,31,50,97,80,33,3,0,0,301,Yarrabah (S)
39399,0,0,0,0,0,0,0,0,3,3,0,3,3,6,7,0,0,0,0,19,12,34,44,42,50,38,16,0,3,239,
39499,9,19,25,20,16,17,0,0,0,106,9,17,42,41,41,18,4,0,0,172,133,506,1012,619,660,571,87,3,0,3591,
41330,0,3,8,0,3,8,6,0,0,28,0,9,3,6,3,6,0,0,0,27,34,50,113,126,175,132,58,3,0,691,Coober Pedy (DC)
41560,15,20,42,55,40,33,7,0,3,215,11,15,12,19,18,16,6,0,0,97,358,389,727,1016,1220,926,173,22,3,4834,Copper Coast (DC)
41750,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,6,14,35,87,101,154,103,34,4,0,532,Elliston (DC)
54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,16,40,31,46,39,16,6,0,200,Koorda (S)
40250,4,10,16,15,12,16,3,3,0,79,0,8,9,0,5,0,3,0,0,25,28,80,198,133,128,101,24,18,3,713,Anangu Pitjantjatjara (AC)
40310,27,51,60,74,89,53,11,3,0,368,12,9,27,36,38,17,9,3,3,154,683,796,1805,2531,2755,1984,358,58,9,10979,Barossa (DC)
40430,0,5,7,3,0,6,0,0,0,21,0,3,3,0,6,0,0,0,0,12,36,43,114,216,277,196,39,10,0,931,Barunga West (DC)
40520,18,21,24,37,43,46,0,0,0,189,4,5,13,17,22,10,8,3,0,82,246,321,717,936,1110,805,148,32,0,4315,Berri and Barmera (DC)
47140,141,305,552,535,450,306,52,10,0,2351,97,133,308,263,255,145,35,17,3,1256,3347,6174,13828,12834,12365,7374,954,67,6,56949,Salisbury (C)
47290,0,3,3,8,6,3,3,3,0,29,6,3,3,0,5,3,6,0,0,26,43,74,172,212,259,196,70,17,0,1043,Southern Mallee (DC)
47490,3,6,3,4,6,7,3,0,0,32,0,0,0,3,3,8,4,3,0,21,55,56,157,211,236,215,55,9,0,994,Streaky Bay (DC)
47630,17,16,38,34,26,4,0,0,0,135,4,11,18,14,12,8,8,3,0,78,225,236,588,767,776,621,159,28,0,3400,Tatiara (DC)
47700,127,242,389,506,459,369,78,8,0,2178,58,62,131,140,164,99,31,6,3,694,3149,4575,9234,10986,11484,7882,1167,60,9,48546,Tea Tree Gully (C)
47800,7,9,6,9,18,10,7,0,0,66,11,0,13,4,7,4,6,6,0,51,152,155,376,458,654,448,176,25,0,2444,The Coorong (DC)
47910,4,4,8,8,0,6,0,0,0,30,0,3,3,7,0,7,0,0,0,20,76,61,188,237,296,256,61,7,0,1182,Tumby Bay (DC)
47980,17,55,99,116,150,109,22,6,0,574,19,27,65,55,50,48,18,3,0,285,816,1900,4049,4132,4220,3130,597,58,0,18902,Unley (C)
40700,22,56,72,117,144,95,27,10,0,543,22,33,56,54,84,61,28,12,6,356,1039,1928,2941,4029,5099,3939,1154,150,18,20297,Burnside (C)
40910,40,94,179,258,242,140,40,4,0,997,34,52,91,90,108,46,18,9,7,455,1266,2197,4374,5263,5181,3160,715,59,7,22222,Campbelltown (C)
41190,6,3,6,7,3,10,0,3,0,38,0,0,0,0,3,9,3,3,0,18,41,74,126,187,226,166,58,18,0,896,Cleve (DC)
50250,17,28,32,16,15,9,0,0,0,117,4,10,24,22,23,13,3,0,6,105,144,532,1793,1706,1237,574,49,3,6,6044,Ashburton (S)
50280,12,17,37,50,29,18,6,0,0,169,6,10,25,25,18,17,6,3,0,110,327,309,1103,1476,1391,922,167,43,6,5744,Augusta-Margaret River (S)
41830,4,4,10,6,0,0,0,0,0,24,0,7,0,3,10,0,0,0,0,20,42,50,111,168,186,165,32,4,3,761,Flinders Ranges (DC)
41960,0,3,0,3,0,3,3,0,0,12,0,3,0,0,0,3,0,3,0,9,35,44,87,136,123,117,26,6,0,574,Franklin Harbour (DC)
