LGA_MAIN11,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot,LGA_NAME11
34590,0,758,538,317,415,426,193,56,14,2717,0,275,630,700,1133,1929,1731,1260,494,8152,434,699,377,220,230,259,157,63,24,2463,30117,19317,18963,19614,18014,14726,7623,3446,1067,132887,0,1549,15197,22040,21774,19228,9931,3275,518,93512,0,3998,7888,5307,3236,1628,439,86,11,22593,0,1126,2875,4187,3534,1565,705,414,169,14575,60947,0,0,0,0,0,0,0,0,60947,0,12716,0,0,0,0,0,0,0,12716,0,12227,4427,1517,673,251,42,0,0,19137,0,2075,1127,595,780,1028,770,558,297,7230,0,1823,974,503,440,236,100,35,18,4129,0,1666,1604,991,932,878,416,132,31,6650,0,631,1809,2148,2752,3433,2808,1801,667,16049,900,1322,904,521,463,450,276,91,35,4962,61847,39133,36805,37809,34584,28697,15487,6392,1746,262500,Logan (C)
34710,0,18,18,4,3,4,0,0,0,47,0,19,36,12,24,32,27,46,25,221,20,15,11,7,6,11,6,0,0,76,487,210,309,268,265,188,93,82,31,1933,0,23,190,287,318,251,107,60,11,1247,0,78,147,104,58,19,6,4,0,416,0,15,34,35,49,15,3,7,0,158,945,0,0,0,0,0,0,0,0,945,0,63,0,0,0,0,0,0,0,63,0,87,36,15,6,6,0,0,0,150,0,34,4,5,6,4,7,7,6,73,0,20,10,3,0,0,0,0,0,33,0,30,39,8,7,8,0,0,0,92,0,35,68,38,62,82,59,66,28,438,30,26,21,14,14,15,6,4,3,133,975,411,549,509,520,400,188,148,48,3748,Longreach (R)
34770,0,351,271,104,155,103,52,22,6,1064,0,131,278,222,448,703,755,772,304,3613,175,268,154,86,155,158,98,48,16,1158,11209,6709,7018,7540,7573,5367,3163,1855,549,50983,0,491,5965,9019,9709,7413,4137,1767,288,38789,0,1998,3295,2106,1515,685,204,41,4,9848,0,290,743,1188,971,349,183,194,75,3993,22701,0,0,0,0,0,0,0,0,22701,0,3661,0,0,0,0,0,0,0,3661,0,4209,1094,449,298,102,15,3,0,6170,0,657,277,158,256,232,227,155,71,2033,0,670,334,150,98,48,27,12,6,1345,0,834,833,387,390,249,132,58,10,2893,0,335,824,917,1363,1544,1280,1095,398,7756,343,548,368,228,281,291,188,81,27,2355,23044,13693,13733,14602,14881,10913,6393,3406,879,101544,Mackay (R)
34800,0,4,3,0,0,3,0,0,0,10,0,6,3,3,3,5,4,8,3,35,0,3,4,0,3,3,0,0,3,16,72,44,57,44,40,49,19,14,9,348,0,10,47,53,51,64,31,7,3,266,0,13,15,7,6,5,3,0,0,49,0,0,7,3,0,4,3,3,0,20,136,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,11,7,6,6,3,0,0,0,33,0,6,0,0,3,0,0,0,0,9,0,16,6,3,0,0,3,0,0,28,0,10,10,0,0,3,0,0,0,23,0,11,16,12,20,11,16,12,3,101,3,8,12,6,7,7,0,0,3,46,139,85,120,90,93,97,56,22,9,711,McKinlay (S)
35010,0,860,723,396,533,547,330,149,33,3571,0,368,844,1056,1719,3072,3318,2965,1369,14711,482,835,449,272,311,382,309,133,51,3224,38884,23238,22694,27700,25063,21529,13706,7185,2419,182418,0,1707,18910,32879,31445,28473,17895,7121,1215,139645,0,4779,9348,6857,4326,2349,833,163,30,28685,0,1116,3159,5265,4339,1827,777,582,310,17375,78946,0,0,0,0,0,0,0,0,78946,0,17117,0,0,0,0,0,0,0,17117,0,14049,4628,1829,928,405,59,3,3,21904,0,1860,1011,568,785,1011,896,713,421,7265,0,1752,895,559,439,226,105,38,12,4026,0,1877,1815,1090,1236,1035,644,281,66,8044,0,812,2244,3001,3928,5366,5115,4171,1876,26513,1006,1641,1040,722,591,683,540,215,75,6513,79952,46710,43050,52770,48017,41375,26864,13287,4008,356033,Moreton Bay (R)
35250,0,3,0,0,0,0,0,0,0,3,0,3,0,3,8,4,3,0,0,21,5,0,5,0,0,4,4,0,0,18,187,83,100,61,67,38,19,5,0,560,0,0,12,12,33,22,13,5,0,97,0,23,82,62,40,19,3,0,0,229,0,13,21,21,12,9,3,0,0,79,392,0,0,0,0,0,0,0,0,392,0,13,0,0,0,0,0,0,0,13,0,46,22,7,0,0,0,0,0,75,0,35,21,20,27,13,7,3,0,126,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,12,0,3,0,10,19,8,9,0,0,49,8,0,8,0,0,4,4,0,0,24,400,139,166,135,134,75,39,8,0,1096,Mornington (S)
35300,0,93,99,24,25,18,7,0,0,266,0,40,78,63,92,91,72,52,19,507,58,62,58,34,36,27,15,17,0,307,2129,1183,1585,1247,1082,642,303,145,29,8345,0,103,1142,1393,1296,790,354,129,5,5212,0,497,948,418,283,118,30,5,0,2299,0,70,169,211,157,80,38,21,4,750,4276,0,0,0,0,0,0,0,0,4276,0,494,0,0,0,0,0,0,0,494,0,623,160,78,26,7,0,0,0,894,0,173,93,49,65,52,37,17,11,497,0,102,80,36,14,17,0,5,0,254,0,219,221,75,68,42,18,4,0,647,0,143,277,242,292,261,174,100,25,1514,107,118,121,76,75,71,36,17,0,621,4383,2542,3211,2578,2276,1438,687,298,45,17458,Mount Isa (C)
35600,0,10,9,3,5,5,3,0,0,35,0,17,20,16,27,43,49,54,22,248,15,16,15,11,14,13,7,6,3,100,441,237,295,287,303,213,167,106,33,2082,0,26,226,321,366,279,172,76,15,1481,0,88,135,100,63,25,11,0,0,422,0,11,26,40,38,12,15,9,4,155,914,0,0,0,0,0,0,0,0,914,0,109,0,0,0,0,0,0,0,109,0,125,26,23,8,4,0,0,0,186,0,18,10,4,9,8,8,11,5,73,0,14,7,3,3,0,0,0,0,27,0,18,23,6,5,8,6,0,0,66,0,35,47,31,68,95,97,77,25,475,34,43,23,22,17,23,16,10,3,191,948,487,523,550,577,454,325,183,52,4099,Murweh (S)
34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,3,3,0,0,0,6,34,13,20,15,23,15,0,0,3,123,0,0,0,6,3,6,3,3,0,21,0,9,18,12,15,6,0,0,0,60,0,4,4,3,7,0,0,0,3,21,56,0,0,0,0,0,0,0,0,56,0,3,0,0,0,0,0,0,0,3,0,16,12,3,0,0,0,0,0,31,0,4,3,5,10,3,0,0,0,25,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,6,0,0,3,16,3,3,0,0,6,3,3,3,0,21,59,42,37,32,45,27,6,6,6,260,Mapoon (S)
34860,0,63,41,18,13,13,6,0,0,154,0,35,45,36,55,73,108,98,29,479,46,40,39,15,22,23,22,14,5,226,1265,626,833,820,809,593,415,217,50,5628,0,60,681,1032,1004,853,506,207,17,4360,0,232,354,221,179,82,33,10,0,1111,0,30,79,101,96,44,27,15,7,399,2593,0,0,0,0,0,0,0,0,2593,0,285,0,0,0,0,0,0,0,285,0,315,107,38,29,13,3,0,0,505,0,51,17,11,20,15,15,15,6,150,0,61,35,6,14,9,4,3,0,132,0,110,80,30,28,30,16,9,0,303,0,81,121,94,167,179,203,163,46,1054,95,92,78,49,49,43,28,22,5,461,2688,1317,1552,1582,1586,1268,835,444,81,11353,Maranoa (R)
35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,10,3,4,3,0,0,0,0,0,20,135,64,53,55,45,25,14,5,0,396,0,0,0,6,6,7,6,3,0,28,0,20,62,61,30,18,3,0,0,194,0,14,12,19,14,5,4,5,0,73,268,0,0,0,0,0,0,0,0,268,0,32,0,0,0,0,0,0,0,32,0,45,11,14,10,0,0,0,0,80,0,26,18,7,18,7,4,0,0,80,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,11,3,0,0,22,17,6,8,6,3,0,0,0,0,40,285,146,111,113,92,48,20,8,0,823,Napranum (S)
35760,0,39,30,10,9,18,15,4,0,125,0,17,24,28,61,91,109,115,47,492,30,29,17,11,13,23,19,9,3,154,932,430,461,593,642,703,521,253,84,4619,0,25,358,643,823,933,735,288,42,3847,0,124,180,156,123,98,51,0,0,732,0,27,63,110,58,40,30,15,12,355,1833,0,0,0,0,0,0,0,0,1833,0,224,0,0,0,0,0,0,0,224,0,190,81,48,38,11,0,0,0,368,0,39,18,14,20,23,16,15,14,159,0,34,15,4,6,0,4,3,3,69,0,78,60,23,29,40,25,9,0,264,0,41,86,97,176,238,242,180,65,1125,55,53,36,33,40,45,34,18,3,317,1888,835,897,1128,1313,1428,1137,528,139,9293,North Burnett (R)
35780,0,7,3,0,4,3,0,0,0,17,0,5,4,4,10,10,0,5,0,38,17,10,10,10,5,4,3,0,0,59,399,214,152,144,106,66,24,15,3,1123,0,3,47,74,74,51,14,5,0,268,0,80,134,90,49,22,0,0,0,375,0,30,29,35,35,14,6,4,3,156,754,0,0,0,0,0,0,0,0,754,0,62,0,0,0,0,0,0,0,62,0,129,30,7,6,0,0,0,0,172,0,62,15,16,11,13,14,6,6,143,0,3,3,0,0,0,0,0,0,6,0,7,6,3,7,6,0,3,0,32,0,8,16,21,24,30,4,5,0,108,28,15,16,13,9,10,6,0,0,97,782,399,296,259,215,146,44,23,9,2173,Northern Peninsula Area (R)
35800,0,4,0,0,0,4,0,4,0,12,0,4,8,7,13,20,13,18,8,91,13,8,6,6,6,5,3,0,0,47,202,86,92,104,123,108,59,39,8,821,0,6,60,76,134,118,85,31,8,518,0,31,60,38,28,15,3,0,0,175,0,5,12,27,13,14,11,0,0,82,365,0,0,0,0,0,0,0,0,365,0,17,0,0,0,0,0,0,0,17,0,41,14,15,6,0,0,0,0,76,0,15,4,4,6,10,6,3,0,48,0,12,3,0,0,3,0,0,0,18,0,10,5,6,0,4,0,4,0,29,0,13,18,29,52,50,47,34,8,251,23,19,13,10,10,9,6,3,0,93,388,169,189,205,249,223,158,75,16,1672,Paroo (S)
36070,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,0,0,4,4,0,3,0,0,0,11,65,44,64,51,36,24,13,7,0,304,0,0,14,8,6,10,9,0,0,47,0,23,45,56,34,12,0,4,0,174,0,11,6,6,7,0,8,3,0,41,141,0,0,0,0,0,0,0,0,141,0,4,0,0,0,0,0,0,0,4,0,17,12,18,0,0,0,0,0,47,0,18,22,16,24,16,6,4,0,106,0,0,0,0,0,6,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,3,0,4,3,8,4,0,0,22,7,5,7,7,0,6,0,0,0,32,148,81,106,115,78,58,27,11,0,624,Pormpuraaw (S)
36150,0,3,3,0,0,4,3,0,0,13,0,8,6,3,7,6,0,7,3,40,3,7,0,3,0,0,0,5,0,18,91,39,51,64,67,44,25,22,6,409,0,3,40,76,81,52,34,11,0,297,0,12,22,17,18,16,6,0,0,91,0,3,11,6,14,0,0,5,3,42,187,0,0,0,0,0,0,0,0,187,0,8,0,0,0,0,0,0,0,8,0,19,6,3,5,4,0,0,0,37,0,0,0,0,3,0,6,0,0,9,0,7,0,0,4,0,0,0,0,11,0,6,3,4,0,4,3,0,0,20,0,11,14,7,23,25,17,17,6,120,6,16,0,3,7,0,0,5,0,37,193,85,96,116,155,101,66,38,9,859,Quilpie (S)
36250,0,272,228,154,198,192,98,31,7,1180,0,99,217,306,604,1214,1280,1308,642,5670,148,308,138,86,114,181,112,49,16,1152,13041,8699,7190,9772,10352,8711,5318,3068,1130,67281,0,407,5939,11999,13604,11777,7060,3067,646,54499,0,1340,2970,2249,1700,954,326,79,20,9638,0,252,866,1665,1651,738,268,202,134,5776,26677,0,0,0,0,0,0,0,0,26677,0,7233,0,0,0,0,0,0,0,7233,0,5790,1930,631,329,159,28,0,0,8867,0,622,348,139,225,357,307,298,180,2476,0,624,307,152,124,96,33,20,3,1359,0,621,667,378,422,382,223,72,16,2781,0,241,627,835,1313,2095,1934,1783,877,9705,306,586,350,221,223,287,200,90,24,2287,26983,17716,14004,18269,19591,16845,10379,5611,1900,131298,Redland (C)
36300,0,3,3,0,0,0,3,0,0,9,0,3,3,3,4,9,4,6,6,38,0,3,0,0,0,3,3,0,0,9,84,39,43,49,58,41,21,16,6,357,0,6,34,69,65,61,30,13,0,278,0,28,20,15,18,5,0,0,0,86,0,3,3,5,7,0,0,6,0,24,161,0,0,0,0,0,0,0,0,161,0,4,0,0,0,0,0,0,0,4,0,19,6,3,3,3,0,0,0,34,0,4,0,0,3,4,0,0,0,11,0,0,6,0,0,0,0,0,0,6,0,10,9,0,0,0,3,4,0,26,0,10,11,9,10,15,10,9,13,87,0,3,0,5,3,6,6,0,0,23,161,87,89,106,109,94,49,32,13,740,Richmond (S)
36360,0,375,222,85,166,149,62,24,5,1088,0,209,344,319,641,921,999,1028,487,4948,183,327,161,95,142,168,132,71,15,1294,10280,6546,6301,6706,7223,5753,3886,2385,751,49831,0,500,4800,7273,8401,7467,4770,2257,301,35769,0,1773,2796,1712,1325,636,244,52,10,8548,0,395,941,1347,1129,442,245,232,120,4851,20883,0,0,0,0,0,0,0,0,20883,0,3723,0,0,0,0,0,0,0,3723,0,3727,1027,468,329,154,12,0,0,5717,0,587,263,148,201,263,237,187,83,1969,0,455,242,136,104,53,27,15,3,1035,0,870,647,296,338,291,154,59,14,2669,0,458,891,924,1490,1827,1646,1514,621,9371,366,665,378,260,280,314,224,106,25,2618,21249,13153,11985,12564,13597,11447,7559,4422,1177,97153,Rockhampton (R)
36510,0,50,69,32,57,77,41,5,3,334,0,34,55,110,198,297,375,304,145,1518,48,75,44,37,50,68,33,24,12,391,3596,1779,1607,2543,2664,2424,1696,803,261,17373,0,117,1312,2930,3331,3317,2308,971,148,14434,0,287,589,681,515,292,134,13,0,2511,0,73,223,429,379,154,77,65,41,1441,7148,0,0,0,0,0,0,0,0,7148,0,1431,0,0,0,0,0,0,0,1431,0,1114,355,157,130,58,7,0,0,1821,0,120,45,42,74,89,113,72,31,586,0,138,61,44,55,26,20,4,0,348,0,117,149,84,120,143,83,17,6,719,0,83,144,284,456,618,652,439,218,2894,98,149,111,86,88,106,64,32,12,746,7246,3629,2989,4737,5148,4803,3458,1613,456,34079,Scenic Rim (R)
36580,0,34,27,20,37,52,24,7,0,201,0,12,38,62,118,214,182,144,60,830,29,56,27,20,25,46,27,14,3,247,2030,1080,1030,1414,1529,1481,972,380,123,10039,0,84,844,1527,1786,1959,1436,381,65,8082,0,253,421,432,362,221,77,6,0,1772,0,64,163,277,211,76,52,40,21,904,4230,0,0,0,0,0,0,0,0,4230,0,770,0,0,0,0,0,0,0,770,0,606,223,130,78,24,0,0,0,1061,0,50,37,25,57,68,63,56,27,383,0,97,45,31,34,21,7,3,6,244,0,63,61,55,85,107,56,18,0,445,0,45,93,159,289,423,364,251,85,1709,62,108,64,51,62,90,49,26,6,518,4292,2140,1951,2687,2964,2989,2104,781,210,20118,Somerset (R)
36630,0,86,38,30,50,69,35,14,3,325,0,63,94,83,191,345,345,339,119,1579,47,67,32,26,52,72,56,21,9,382,3139,1529,1438,1855,2005,2177,1515,787,224,14669,0,153,1207,2004,2359,2788,2072,819,142,11544,0,432,529,464,322,238,128,31,6,2150,0,91,263,396,291,130,66,66,32,1335,6278,0,0,0,0,0,0,0,0,6278,0,912,0,0,0,0,0,0,0,912,0,784,221,163,111,36,6,3,0,1324,0,140,39,39,59,69,70,66,38,520,0,129,33,40,34,26,9,3,3,277,0,213,93,76,115,131,78,37,3,746,0,121,214,252,454,702,671,496,169,3079,106,135,86,78,96,143,104,33,13,794,6384,3110,2685,3512,3841,4263,3204,1554,406,28959,South Burnett (R)
36660,0,99,59,23,44,59,30,5,4,323,0,48,76,107,203,374,410,427,201,1846,39,66,43,25,62,71,53,38,12,409,3223,1724,1527,2009,2323,2340,1675,968,335,16124,0,128,1227,2261,2788,3095,2184,942,161,12786,0,455,582,449,394,281,93,33,0,2287,0,98,264,410,309,101,81,94,52,1409,6614,0,0,0,0,0,0,0,0,6614,0,1119,0,0,0,0,0,0,0,1119,0,941,254,161,119,72,12,0,0,1559,0,134,36,17,64,86,88,66,34,525,0,135,35,26,19,18,11,0,0,244,0,189,157,69,85,105,66,21,9,701,0,136,224,294,482,712,707,589,263,3407,86,150,100,60,114,133,105,59,20,827,6700,3485,2879,3747,4374,4603,3347,1804,539,31478,Southern Downs (R)
36710,0,1397,902,443,633,651,327,117,30,4500,0,363,759,988,2009,3353,3569,3425,1697,16163,313,657,372,277,403,592,418,177,56,3265,27145,15739,15036,21201,22422,20151,14830,8424,2941,147889,0,796,10902,23235,25119,24668,19336,9440,1888,115384,0,2864,6593,5577,4432,2824,1084,238,25,23637,0,494,1923,4161,4037,1360,566,498,330,13369,55258,0,0,0,0,0,0,0,0,55258,0,11964,0,0,0,0,0,0,0,11964,0,8626,2620,1167,804,415,63,3,3,13701,0,1198,586,317,440,706,608,490,357,4702,0,1184,692,442,361,228,92,28,9,3036,0,2665,2194,1134,1312,1257,681,254,72,9569,0,765,1874,2590,4089,5630,5359,4764,2301,27372,667,1327,886,657,823,1030,711,305,77,6483,55925,31883,28270,39280,41417,38118,28500,16020,5062,284475,Sunshine Coast (R)
36810,0,91,61,45,81,76,35,12,4,405,0,59,102,129,279,505,468,430,170,2142,81,108,56,55,63,102,78,33,8,584,4122,2027,1837,2742,3020,2923,2073,1046,322,20112,0,106,1225,2718,3246,3508,2739,1141,184,14867,0,430,807,844,771,427,171,39,8,3497,0,131,326,536,484,186,126,101,53,1943,8214,0,0,0,0,0,0,0,0,8214,0,1301,0,0,0,0,0,0,0,1301,0,1125,340,221,153,69,10,0,0,1918,0,240,104,77,103,122,104,86,61,897,0,143,70,39,54,46,28,8,0,388,0,189,155,111,165,177,100,33,8,938,0,164,251,355,683,1076,906,666,244,4345,172,224,128,121,140,186,131,52,15,1169,8386,4053,3406,5022,5799,5797,4315,2126,573,39477,Tablelands (R)
36910,0,686,330,154,179,153,79,49,8,1638,0,321,560,502,988,1524,1657,1792,816,8160,248,401,237,129,178,214,171,103,47,1728,15216,9116,8446,9674,9746,8389,6067,3829,1302,71785,0,829,7520,11526,12046,10888,7718,3615,683,54825,0,2145,2996,1833,1320,695,223,63,12,9287,0,476,1140,1848,1465,557,284,273,166,6209,30344,0,0,0,0,0,0,0,0,30344,0,5861,0,0,0,0,0,0,0,5861,0,4452,1237,597,427,199,36,3,0,6951,0,812,318,166,245,327,272,202,117,2459,0,601,231,105,97,64,34,14,3,1149,0,1449,866,400,389,316,169,94,17,3700,0,688,1342,1283,2109,2679,2545,2397,1058,14101,507,772,542,326,344,381,295,161,67,3395,30851,18085,16192,18084,18442,16106,11576,6822,2123,138281,Toowoomba (R)
36950,0,3,9,6,3,3,3,0,0,27,0,3,7,17,19,17,7,4,0,74,16,12,15,6,10,4,0,0,0,63,402,180,232,201,187,104,36,16,3,1361,0,3,90,151,157,103,39,3,0,546,0,50,135,101,67,29,7,0,0,389,0,11,35,39,37,25,7,3,6,163,806,0,0,0,0,0,0,0,0,806,0,91,0,0,0,0,0,0,0,91,0,133,52,8,8,0,0,0,0,201,0,40,19,11,15,12,9,10,0,116,0,12,7,6,3,3,0,0,0,31,0,12,18,18,3,9,6,0,0,66,0,14,16,31,46,41,16,7,0,171,35,30,24,10,13,7,0,3,0,122,841,396,396,375,349,229,84,26,6,2702,Torres (S)
36960,0,7,11,0,0,0,0,0,0,18,0,0,10,4,8,17,14,7,0,60,33,27,23,8,9,11,3,3,4,121,675,327,311,207,181,139,67,30,7,1944,0,3,53,123,172,107,41,18,3,520,0,110,241,150,68,31,6,0,0,606,0,53,90,72,43,31,17,6,0,312,1376,0,0,0,0,0,0,0,0,1379,0,56,0,0,0,0,0,0,0,56,0,225,68,14,4,4,3,0,0,318,0,92,47,13,23,29,26,13,3,246,0,3,3,0,3,3,0,3,0,15,0,7,11,4,3,0,3,0,0,28,0,9,21,22,48,45,23,10,3,181,54,60,38,20,16,19,7,3,4,221,1430,621,572,418,380,269,126,53,13,3882,Torres Strait Island (R)
37010,0,1441,734,207,278,226,137,55,14,3092,0,397,716,627,916,1273,1162,1108,467,6666,332,531,305,152,192,206,127,49,18,1912,17055,12324,11950,11905,10933,8059,4620,2571,836,80253,0,756,8713,13010,12553,10216,5750,2259,378,53635,0,3492,5695,3413,2238,1105,305,44,3,16295,0,460,1497,2316,1956,707,309,264,137,7646,34156,0,0,0,0,0,0,0,0,34156,0,7191,0,0,0,0,0,0,0,7191,0,5213,1576,655,419,156,35,0,0,8054,0,1359,517,250,369,415,305,303,119,3637,0,1103,530,236,166,119,46,18,10,2228,0,2989,1797,633,633,478,283,107,19,6939,0,897,1816,1726,2271,2529,1952,1580,625,13396,653,1028,692,367,380,366,202,77,21,3786,34809,24488,22833,22606,20985,16091,9187,4652,1312,156963,Townsville (C)
41140,0,30,12,3,8,8,3,3,0,67,0,13,32,25,58,90,89,97,63,467,19,24,14,9,13,18,17,4,0,118,808,405,402,554,589,606,412,202,92,4070,0,18,362,690,713,882,580,241,34,3520,0,84,167,144,140,63,24,6,0,628,0,12,36,86,75,21,12,7,10,259,1624,0,0,0,0,0,0,0,0,1624,0,324,0,0,0,0,0,0,0,324,0,214,48,15,18,5,3,0,0,303,0,22,5,6,11,0,9,14,13,80,0,19,0,10,7,0,0,0,0,36,0,66,35,15,21,19,6,6,0,168,0,49,85,80,152,182,147,147,76,918,33,51,35,18,21,31,36,10,0,235,1657,859,773,1064,1158,1203,817,431,133,8095,Clare and Gilbert Valleys (DC)
41190,0,0,0,0,4,5,3,0,0,12,0,3,3,7,10,16,17,21,15,92,5,8,4,0,7,0,7,4,0,35,177,52,69,112,127,98,68,57,15,775,0,6,89,157,161,153,96,49,3,714,0,16,20,24,23,12,0,3,3,101,0,0,4,12,15,0,6,3,0,40,351,0,0,0,0,0,0,0,0,351,0,39,0,0,0,0,0,0,0,39,0,36,5,0,0,4,0,0,0,45,0,5,0,0,3,0,0,0,0,8,0,3,0,0,0,3,0,0,0,6,0,13,4,3,4,8,6,0,0,38,0,17,14,19,41,43,28,36,18,216,9,15,11,3,10,5,10,4,0,67,360,150,147,218,257,228,146,95,24,1625,Cleve (DC)
41060,0,565,419,176,175,139,56,45,9,1584,0,199,503,599,899,1270,1274,1563,936,7243,122,216,167,87,77,85,53,48,29,884,7882,6134,6514,7119,7171,6320,4499,3497,1494,50630,0,298,4763,7822,8118,7281,5454,3450,749,37935,0,706,2184,1603,1165,625,209,62,14,6568,0,154,583,1208,1382,719,317,328,225,4916,15903,0,0,0,0,0,0,0,0,15903,0,5129,0,0,0,0,0,0,0,5129,0,3310,1835,784,537,247,31,0,0,6744,0,682,425,187,221,258,169,194,119,2255,0,386,309,108,79,51,11,3,3,950,0,1230,1203,496,410,300,138,84,23,3884,0,411,1273,1547,2061,2292,1934,2148,1227,12893,266,401,372,243,171,163,99,76,37,1828,16169,12707,12947,13998,14144,11936,8362,6345,2397,99005,Charles Sturt (C)
35790,0,3,3,0,3,3,3,0,0,15,0,5,0,4,3,4,0,0,0,16,7,11,12,6,3,3,3,0,0,45,320,200,153,160,98,75,18,9,3,1036,0,0,16,24,34,23,3,0,0,100,0,64,89,103,74,39,3,6,0,378,0,29,37,48,29,26,7,6,0,182,703,0,0,0,0,0,0,0,0,703,0,35,0,0,0,0,0,0,0,35,0,146,63,36,7,0,0,0,0,252,0,117,64,67,45,30,11,3,3,340,0,3,3,7,5,3,0,0,0,21,0,3,3,4,6,3,3,0,0,22,0,5,0,12,10,12,3,3,0,45,15,21,18,11,14,3,3,0,0,85,718,423,293,312,224,139,33,18,3,2163,Palm Island (S)
