lga_code16,maopd_tot_a_20_24,maopd_tot_a_25_34,maopd_tot_a_35_44,maopd_tot_a_45_54,maopd_tot_a_55_64,maopd_tot_a_65_74,maopd_tot_a_75ov,maopd_tot_tot,lab_nni_a_15_19,lab_nni_a_20_24,lab_nni_a_25_34,lab_nni_a_35_44,lab_nni_a_45_54,lab_nni_a_55_64,lab_nni_a_65_74,lab_nni_a_75ov,lab_nni_tot,lab_1_149_a_15_19,lab_1_149_a_20_24,lab_1_149_a_25_34,lab_1_149_a_35_44,lab_1_149_a_45_54,lab_1_149_a_55_64,lab_1_149_a_65_74,lab_1_149_a_75ov,lab_1_149_tot,lab_150_299_a_15_19,lab_150_299_a_20_24,lab_150_299_a_25_34,lab_150_299_a_35_44,lab_150_299_a_45_54,lab_150_299_a_55_64,lab_150_299_a_65_74,lab_150_299_a_75ov,lab_150_299_tot,lab_300_399_a_15_19,lab_300_399_a_20_24,lab_300_399_a_25_34,lab_300_399_a_35_44,lab_300_399_a_45_54,lab_300_399_a_55_64,lab_300_399_a_65_74,lab_300_399_a_75ov,lab_300_399_tot,lab_400_499_a_15_19,lab_400_499_a_20_24,lab_400_499_a_25_34,lab_400_499_a_35_44,lab_400_499_a_45_54,lab_400_499_a_55_64,lab_400_499_a_65_74,lab_400_499_a_75ov,lab_400_499_tot,lab_500_649_a_15_19,lab_500_649_a_20_24,lab_500_649_a_25_34,lab_500_649_a_35_44,lab_500_649_a_45_54,lab_500_649_a_55_64,lab_500_649_a_65_74,lab_500_649_a_75ov,lab_500_649_tot,lab_650_799_a_15_19,lab_650_799_a_20_24,lab_650_799_a_25_34,lab_650_799_a_35_44,lab_650_799_a_45_54,lab_650_799_a_55_64,lab_650_799_a_65_74,lab_650_799_a_75ov,lab_650_799_tot,lab_800_999_a_15_19,lab_800_999_a_20_24,lab_800_999_a_25_34,lab_800_999_a_35_44,lab_800_999_a_45_54,lab_800_999_a_55_64,lab_800_999_a_65_74,lab_800_999_a_75ov,lab_800_999_tot,lab_1000_1249_a_15_19,lab_1000_1249_a_20_24,lab_1000_1249_a_25_34,lab_1000_1249_a_35_44,lab_1000_1249_a_45_54,lab_1000_1249_a_55_64,lab_1000_1249_a_65_74,lab_1000_1249_a_75ov,lab_1000_1249_tot,lab_1250_1499_a_15_19,lab_1250_1499_a_20_24,lab_1250_1499_a_25_34,lab_1250_1499_a_35_44,lab_1250_1499_a_45_54,lab_1250_1499_a_55_64,lab_1250_1499_a_65_74,lab_1250_1499_a_75ov,lab_1250_1499_tot,lab_1500_1749_a_15_19,lab_1500_1749_a_20_24,lab_1500_1749_a_25_34,lab_1500_1749_a_35_44,lab_1500_1749_a_45_54,lab_1500_1749_a_55_64,lab_1500_1749_a_65_74,lab_1500_1749_a_75ov,lab_1500_1749_tot,lab_1750_1999_a_15_19,lab_1750_1999_a_20_24,lab_1750_1999_a_25_34,lab_1750_1999_a_35_44,lab_1750_1999_a_45_54,lab_1750_1999_a_55_64,lab_1750_1999_a_65_74,lab_1750_1999_a_75ov,lab_1750_1999_tot,lab_2000_2999_a_15_19,lab_2000_2999_a_20_24,lab_2000_2999_a_25_34,lab_2000_2999_a_35_44,lab_2000_2999_a_45_54,lab_2000_2999_a_55_64,lab_2000_2999_a_65_74,lab_2000_2999_a_75ov,lab_2000_2999_tot,lab_3000mo_a_15_19,lab_3000mo_a_20_24,lab_3000mo_a_25_34,lab_3000mo_a_35_44,lab_3000mo_a_45_54,lab_3000mo_a_55_64,lab_3000mo_a_65_74,lab_3000mo_a_75ov,lab_3000mo_tot,lab_pins_a_15_19,lab_pins_a_20_24,lab_pins_a_25_34,lab_pins_a_35_44,lab_pins_a_45_54,lab_pins_a_55_64,lab_pins_a_65_74,lab_pins_a_75ov,lab_pins_tot,lab_tot_a_15_19,lab_tot_a_20_24,lab_tot_a_25_34,lab_tot_a_35_44,lab_tot_a_45_54,lab_tot_a_55_64,lab_tot_a_65_74,lab_tot_a_75ov,lab_tot_tot,oidns_nni_a_15_19,oidns_nni_a_20_24,oidns_nni_a_25_34,oidns_nni_a_35_44,oidns_nni_a_45_54,oidns_nni_a_55_64,oidns_nni_a_65_74,oidns_nni_a_75ov,oidns_nni_t,oidns_1_149_a_15_19,oidns_1_149_a_20_24,oidns_1_149_a_25_34,oidns_1_149_a_35_44,oidns_1_149_a_45_54,oidns_1_149_a_55_64,oidns_1_149_a_65_74,oidns_1_149_a_75ov,oidns_1_149_t,oidns_150_299_a_15_19,oidns_150_299_a_20_24,oidns_150_299_a_25_34,oidns_150_299_a_35_44,oidns_150_299_a_45_54,oidns_150_299_a_55_64,oidns_150_299_a_65_74,oidns_150_299_a_75ov,oidns_150_299_t,oidns_300_399_a_15_19,oidns_300_399_a_20_24,oidns_300_399_a_25_34,oidns_300_399_a_35_44,oidns_300_399_a_45_54,oidns_300_399_a_55_64,oidns_300_399_a_65_74,oidns_300_399_a_75ov,oidns_300_399_t,oidns_400_499_a_15_19,oidns_400_499_a_20_24,oidns_400_499_a_25_34,oidns_400_499_a_35_44,oidns_400_499_a_45_54,oidns_400_499_a_55_64,oidns_400_499_a_65_74,oidns_400_499_a_75ov,oidns_400_499_t,oidns_500_649_a_15_19,oidns_500_649_a_20_24,oidns_500_649_a_25_34,lga_name16
32770,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,16,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,16,10,9,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doomadgee (S)
32810,12,21,41,82,90,31,3,284,3,0,0,0,0,0,4,0,10,34,0,0,5,0,0,0,0,40,10,3,4,3,11,4,3,0,38,4,6,13,3,15,14,6,0,52,5,16,18,12,21,24,5,0,89,3,8,25,14,33,37,3,0,130,7,15,35,24,36,33,4,0,148,0,13,29,25,39,26,7,0,138,3,3,14,8,18,17,0,0,70,0,0,5,3,7,6,0,0,26,0,0,3,11,3,3,0,0,18,0,0,4,3,3,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,3,0,0,4,5,7,0,0,22,68,65,152,113,179,181,34,3,799,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,Douglas (S)
33100,3,4,9,8,5,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,8,0,0,0,0,0,8,0,0,10,0,0,5,0,0,0,0,0,5,0,3,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,8,8,20,3,10,15,9,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Etheridge (S)
33200,5,15,11,29,20,4,0,83,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,9,3,0,3,3,0,0,0,0,5,3,0,3,0,0,0,0,0,6,3,0,0,0,0,3,3,0,14,5,6,4,0,3,3,4,0,27,0,3,7,3,7,3,0,0,19,3,5,9,0,3,3,3,0,24,0,4,0,4,3,5,0,0,16,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,9,18,23,24,24,23,18,10,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Flinders (S) (Qld)
33220,120,235,314,482,450,89,9,1743,18,3,0,4,3,12,3,0,46,192,14,0,14,17,28,3,0,274,88,31,31,44,53,45,4,0,293,46,34,51,58,78,55,22,0,335,30,60,57,59,85,79,20,3,386,20,62,86,84,126,104,18,3,501,11,67,110,121,145,115,26,0,585,10,37,81,101,107,104,9,3,460,0,18,39,53,77,62,7,0,255,0,9,9,28,22,24,3,0,98,0,4,4,12,22,8,0,0,49,0,0,0,4,12,7,0,0,24,0,0,5,4,6,9,0,0,18,0,0,0,5,3,3,0,0,17,7,8,4,8,13,8,3,0,53,412,340,485,574,770,662,134,14,3389,0,0,3,7,3,3,0,0,16,10,0,3,3,0,0,3,0,27,3,0,0,0,6,3,0,0,23,4,3,9,4,6,6,9,10,44,3,7,0,5,9,6,12,3,43,5,5,7,Fraser Coast (R)
33360,175,577,759,919,701,85,5,3256,4,6,5,4,5,7,0,0,28,209,10,16,15,20,14,0,0,285,53,25,19,37,38,35,3,0,221,48,23,25,35,47,51,9,3,238,22,29,39,46,57,37,9,0,242,12,53,63,52,75,47,10,6,310,7,47,40,51,78,46,14,0,278,10,33,63,58,65,58,4,0,294,6,30,70,52,63,40,5,0,268,0,18,78,44,46,35,6,0,222,0,14,32,33,33,30,4,0,151,0,15,40,40,38,32,4,0,161,0,17,113,115,102,45,3,0,404,0,3,67,54,56,32,3,0,215,14,8,8,10,9,8,3,0,58,380,326,678,640,745,520,76,8,3373,0,3,3,0,5,0,0,0,13,10,0,0,6,0,0,0,0,20,3,0,7,0,4,0,0,0,17,3,0,3,0,8,0,3,0,20,3,0,0,6,3,9,8,0,27,3,8,3,Gladstone (R)
33430,1045,2470,2575,2967,2326,691,52,12591,74,21,30,20,45,20,3,3,212,1364,92,38,62,47,56,27,0,1684,507,307,228,148,162,189,49,7,1589,233,321,373,228,255,236,96,20,1763,193,419,536,285,339,320,128,29,2256,192,489,677,559,671,592,182,17,3378,108,490,853,723,869,670,165,15,3891,75,370,744,681,779,595,113,3,3361,30,156,507,485,497,386,70,5,2134,11,58,255,258,236,143,26,3,992,6,34,172,186,148,93,12,0,647,4,23,100,107,82,56,5,0,373,0,15,87,74,108,45,15,0,340,0,7,21,18,28,24,3,3,108,57,47,70,63,60,65,23,3,385,2833,2862,4686,3907,4317,3472,930,110,23118,16,19,29,29,35,24,12,0,164,68,16,11,17,15,6,4,3,137,32,19,25,19,16,24,15,10,150,12,27,31,44,22,29,14,15,192,12,22,42,43,29,27,21,18,215,20,45,65,Gold Coast (C)
33610,27,84,77,109,101,34,0,450,0,0,0,0,3,0,0,0,9,21,0,9,3,6,4,3,0,42,8,3,10,4,7,11,3,0,45,3,7,8,7,6,9,4,3,50,4,4,5,5,10,6,3,0,46,9,11,21,14,14,20,6,0,95,5,10,35,21,27,26,4,0,131,6,20,24,16,23,23,3,0,114,0,10,28,14,14,20,4,0,98,0,0,11,5,13,8,0,0,34,0,0,3,3,4,8,0,0,21,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,3,3,0,7,0,0,17,59,67,164,105,135,144,35,9,720,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,Goondiwindi (R)
33620,74,190,218,365,264,65,3,1212,12,3,0,3,0,8,0,0,27,101,11,9,9,10,24,4,0,170,43,16,9,23,33,37,3,0,171,36,26,22,24,35,47,10,0,199,24,23,45,46,58,39,19,9,253,20,41,59,53,85,74,18,0,356,13,56,66,56,78,55,10,0,344,4,43,71,67,76,52,3,0,314,0,11,33,44,49,42,0,0,185,0,3,15,16,25,15,3,0,79,0,3,3,18,15,12,0,0,43,0,0,6,13,11,8,0,0,43,0,0,0,9,5,4,0,0,19,0,0,0,3,0,0,0,0,3,8,3,9,0,11,4,3,0,38,261,254,345,379,492,421,83,8,2249,6,0,3,5,3,0,3,0,15,12,0,0,0,0,0,0,0,19,0,0,3,5,3,0,3,0,16,0,0,0,0,8,5,3,3,20,0,0,0,3,3,0,3,5,19,0,0,0,Gympie (R)
33800,24,47,78,127,110,28,0,431,3,0,0,5,3,0,0,0,8,25,3,4,0,0,3,0,0,36,20,0,3,9,17,7,4,3,58,6,5,7,4,11,12,4,0,45,3,4,3,14,11,7,4,0,45,0,4,7,13,20,19,7,0,71,3,7,11,14,20,22,8,0,88,0,3,13,13,14,18,0,0,70,0,3,9,12,12,18,3,4,60,0,0,10,0,3,8,3,0,31,0,0,3,12,5,10,0,0,29,0,0,3,0,0,4,0,0,10,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,5,9,0,0,0,15,59,30,77,96,126,135,39,8,565,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,3,0,0,Hinchinbrook (S)
33830,5,14,18,11,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,7,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,5,11,8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Hope Vale (S)
33960,406,1055,1078,1258,924,200,19,5064,18,17,9,11,9,5,0,0,67,445,28,22,16,29,19,5,0,569,189,78,36,54,60,48,5,0,474,75,77,80,64,67,61,9,0,442,69,83,85,75,88,65,23,7,489,77,126,149,150,182,158,33,5,872,45,220,310,291,336,240,36,0,1487,27,183,418,420,354,200,30,0,1635,9,81,235,270,270,181,16,0,1068,0,20,87,117,91,65,6,0,384,0,9,48,58,44,26,0,0,186,0,3,16,30,30,17,4,0,99,0,4,11,19,10,11,4,0,56,0,0,3,3,4,5,4,0,24,19,13,21,27,22,16,11,4,133,979,926,1544,1609,1581,1125,191,23,7978,6,3,3,8,5,0,3,0,36,21,3,0,4,3,0,5,0,35,7,4,11,3,3,3,0,0,36,3,11,9,6,6,7,7,3,48,8,8,3,10,13,4,6,3,51,9,11,19,Ipswich (C)
33980,217,1720,2096,2076,1087,108,3,7343,10,0,0,0,0,3,0,0,15,53,4,8,9,9,0,3,0,83,14,3,19,17,9,11,3,0,84,13,12,7,8,13,13,0,3,68,7,8,9,18,12,18,3,0,79,25,29,25,19,18,31,3,0,142,15,30,37,42,43,25,4,0,189,12,49,47,39,64,42,4,0,272,3,38,48,43,68,35,3,0,243,0,13,29,15,38,10,0,0,110,0,4,23,27,19,8,0,0,85,0,6,20,7,15,3,0,0,56,0,0,16,25,21,13,0,0,81,0,3,5,12,0,3,0,0,21,3,5,5,3,7,7,0,0,29,159,207,304,282,335,240,30,11,1566,0,0,3,0,0,3,0,0,8,4,3,0,3,3,3,0,0,9,3,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,4,0,0,0,Isaac (R)
34420,0,0,3,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,7,12,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kowanyama (S)
34530,33,78,71,123,97,26,0,449,8,0,0,3,4,4,0,0,18,76,6,4,8,0,4,0,0,94,28,9,12,16,15,27,3,0,107,16,16,8,15,22,16,5,0,106,9,13,12,18,26,21,6,3,112,15,27,17,21,28,29,9,0,146,7,51,69,52,48,31,5,0,263,11,34,73,49,43,31,7,0,247,3,13,39,34,29,18,3,0,138,0,3,9,12,15,10,3,0,55,0,0,9,8,0,3,0,0,15,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,6,0,0,0,3,0,6,0,0,8,3,0,3,3,6,0,0,3,22,174,174,254,243,248,204,47,15,1354,3,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,3,8,0,3,0,0,0,0,0,0,9,0,0,0,3,0,4,0,0,6,0,0,3,Livingstone (S)
34570,0,3,3,3,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,3,0,3,6,3,0,0,19,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,9,5,6,7,13,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockhart River (S)
34580,61,157,193,265,219,76,3,988,5,4,0,0,4,0,0,0,11,95,10,9,10,8,4,3,0,136,39,22,28,14,24,12,8,4,152,19,23,32,21,17,20,3,0,141,13,32,51,17,27,31,7,3,187,23,50,98,44,49,61,16,0,333,27,102,175,76,81,60,10,0,532,17,77,140,62,97,60,8,0,454,3,22,50,50,56,44,3,0,230,0,3,8,11,12,17,0,0,58,0,0,3,8,12,0,0,0,21,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,7,6,6,9,4,7,14,0,0,42,238,348,609,324,398,328,57,10,2309,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,4,6,0,3,0,3,0,0,7,0,15,0,6,3,Lockyer Valley (R)
34590,641,1382,1433,1583,1139,317,16,6750,31,16,10,20,15,3,3,0,99,598,52,18,20,30,32,13,3,765,291,111,82,60,64,72,15,3,696,130,126,137,84,110,96,28,4,715,91,150,132,141,123,127,39,5,806,90,223,244,225,266,211,57,7,1317,81,310,416,321,378,274,49,4,1826,45,175,395,346,343,241,41,0,1581,7,70,247,238,207,128,23,0,922,0,38,122,119,105,51,9,0,448,3,14,69,65,49,39,3,0,244,0,3,25,30,26,8,3,0,96,0,3,23,24,28,13,0,0,91,0,0,10,15,11,8,0,0,49,24,13,51,39,33,22,4,0,183,1387,1297,1992,1731,1786,1320,284,32,9834,10,4,16,23,11,12,3,0,71,30,4,4,3,0,0,0,3,51,11,7,4,8,13,11,3,0,60,5,3,16,11,12,8,0,3,66,0,11,15,20,21,3,3,5,81,7,17,27,Logan (C)
41010,11,11,15,25,36,13,3,116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,3,3,3,0,13,3,0,0,0,3,3,5,0,20,0,0,0,6,3,6,7,0,22,4,7,3,3,3,12,3,0,32,0,8,0,3,6,4,4,0,27,3,0,9,3,3,5,3,0,29,0,3,4,5,5,3,4,0,26,0,0,0,3,0,3,0,0,8,0,0,4,3,5,4,0,0,9,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,21,28,33,32,55,27,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceduna (DC)
41060,202,547,584,791,547,96,8,2835,11,4,0,4,3,3,0,0,31,248,35,12,5,3,9,4,0,316,83,102,45,28,38,39,8,0,349,24,65,64,45,64,50,13,0,328,20,66,74,51,88,72,16,5,388,27,73,123,103,127,100,27,0,576,8,70,175,149,155,136,27,0,725,4,59,151,133,146,92,20,0,615,0,18,65,84,86,55,4,0,309,0,14,30,37,21,21,3,0,121,0,0,8,17,12,10,7,0,56,0,0,6,11,8,5,0,0,29,0,0,10,9,3,4,0,0,30,0,0,3,6,3,4,0,0,18,3,11,4,11,12,15,5,0,54,428,507,779,694,780,610,137,16,3958,0,0,3,3,3,0,0,3,17,3,0,3,0,4,0,0,0,16,0,7,4,6,3,7,0,5,24,0,3,9,9,3,3,4,0,37,3,3,3,5,7,6,0,4,35,0,9,4,Charles Sturt (C)
37400,0,3,10,16,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,4,4,3,3,0,0,16,0,6,3,5,7,5,0,0,26,0,0,0,0,4,0,0,0,7,0,3,0,0,0,5,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,22,15,17,16,8,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,Winton (S)
37550,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,3,0,6,0,0,12,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,14,4,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Woorabinda (S)
41190,5,6,6,14,19,3,0,54,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,14,3,3,3,0,0,3,0,0,9,0,0,0,0,0,4,3,0,8,0,0,0,0,0,3,0,0,5,0,0,0,0,3,3,0,0,10,0,3,3,3,6,5,0,0,19,0,0,6,0,0,5,0,0,13,0,0,0,3,4,5,0,0,19,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,15,10,25,32,9,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Cleve (DC)
41750,0,4,0,3,7,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,8,0,0,0,0,3,3,0,0,9,0,3,0,0,0,3,0,0,9,0,0,3,0,0,5,0,0,8,0,0,5,3,0,3,0,0,15,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,12,16,21,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elliston (DC)
37570,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wujal Wujal (S)
37600,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,5,0,0,3,10,0,3,0,0,14,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,19,12,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,Yarrabah (S)
41960,0,3,6,8,11,3,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,5,3,0,0,3,0,0,14,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,10,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,6,11,12,10,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Franklin Harbour (DC)
