lga_code16,maopd_tot_a_20_24,maopd_tot_a_25_34,maopd_tot_a_35_44,maopd_tot_a_45_54,maopd_tot_a_55_64,maopd_tot_a_65_74,maopd_tot_a_75ov,maopd_tot_tot,lab_nni_a_15_19,lab_nni_a_20_24,lab_nni_a_25_34,lab_nni_a_35_44,lab_nni_a_45_54,lab_nni_a_55_64,lab_nni_a_65_74,lab_nni_a_75ov,lab_nni_tot,lab_1_149_a_15_19,lab_1_149_a_20_24,lab_1_149_a_25_34,lab_1_149_a_35_44,lab_1_149_a_45_54,lab_1_149_a_55_64,lab_1_149_a_65_74,lab_1_149_a_75ov,lab_1_149_tot,lab_150_299_a_15_19,lab_150_299_a_20_24,lab_150_299_a_25_34,lab_150_299_a_35_44,lab_150_299_a_45_54,lab_150_299_a_55_64,lab_150_299_a_65_74,lab_150_299_a_75ov,lab_150_299_tot,lab_300_399_a_15_19,lab_300_399_a_20_24,lab_300_399_a_25_34,lab_300_399_a_35_44,lab_300_399_a_45_54,lab_300_399_a_55_64,lab_300_399_a_65_74,lab_300_399_a_75ov,lab_300_399_tot,lab_400_499_a_15_19,lab_400_499_a_20_24,lab_400_499_a_25_34,lab_400_499_a_35_44,lab_400_499_a_45_54,lab_400_499_a_55_64,lab_400_499_a_65_74,lab_400_499_a_75ov,lab_400_499_tot,lab_500_649_a_15_19,lab_500_649_a_20_24,lab_500_649_a_25_34,lab_500_649_a_35_44,lab_500_649_a_45_54,lab_500_649_a_55_64,lab_500_649_a_65_74,lab_500_649_a_75ov,lab_500_649_tot,lab_650_799_a_15_19,lab_650_799_a_20_24,lab_650_799_a_25_34,lab_650_799_a_35_44,lab_650_799_a_45_54,lab_650_799_a_55_64,lab_650_799_a_65_74,lab_650_799_a_75ov,lab_650_799_tot,lab_800_999_a_15_19,lab_800_999_a_20_24,lab_800_999_a_25_34,lab_800_999_a_35_44,lab_800_999_a_45_54,lab_800_999_a_55_64,lab_800_999_a_65_74,lab_800_999_a_75ov,lab_800_999_tot,lab_1000_1249_a_15_19,lab_1000_1249_a_20_24,lab_1000_1249_a_25_34,lab_1000_1249_a_35_44,lab_1000_1249_a_45_54,lab_1000_1249_a_55_64,lab_1000_1249_a_65_74,lab_1000_1249_a_75ov,lab_1000_1249_tot,lab_1250_1499_a_15_19,lab_1250_1499_a_20_24,lab_1250_1499_a_25_34,lab_1250_1499_a_35_44,lab_1250_1499_a_45_54,lab_1250_1499_a_55_64,lab_1250_1499_a_65_74,lab_1250_1499_a_75ov,lab_1250_1499_tot,lab_1500_1749_a_15_19,lab_1500_1749_a_20_24,lab_1500_1749_a_25_34,lab_1500_1749_a_35_44,lab_1500_1749_a_45_54,lab_1500_1749_a_55_64,lab_1500_1749_a_65_74,lab_1500_1749_a_75ov,lab_1500_1749_tot,lab_1750_1999_a_15_19,lab_1750_1999_a_20_24,lab_1750_1999_a_25_34,lab_1750_1999_a_35_44,lab_1750_1999_a_45_54,lab_1750_1999_a_55_64,lab_1750_1999_a_65_74,lab_1750_1999_a_75ov,lab_1750_1999_tot,lab_2000_2999_a_15_19,lab_2000_2999_a_20_24,lab_2000_2999_a_25_34,lab_2000_2999_a_35_44,lab_2000_2999_a_45_54,lab_2000_2999_a_55_64,lab_2000_2999_a_65_74,lab_2000_2999_a_75ov,lab_2000_2999_tot,lab_3000mo_a_15_19,lab_3000mo_a_20_24,lab_3000mo_a_25_34,lab_3000mo_a_35_44,lab_3000mo_a_45_54,lab_3000mo_a_55_64,lab_3000mo_a_65_74,lab_3000mo_a_75ov,lab_3000mo_tot,lab_pins_a_15_19,lab_pins_a_20_24,lab_pins_a_25_34,lab_pins_a_35_44,lab_pins_a_45_54,lab_pins_a_55_64,lab_pins_a_65_74,lab_pins_a_75ov,lab_pins_tot,lab_tot_a_15_19,lab_tot_a_20_24,lab_tot_a_25_34,lab_tot_a_35_44,lab_tot_a_45_54,lab_tot_a_55_64,lab_tot_a_65_74,lab_tot_a_75ov,lab_tot_tot,oidns_nni_a_15_19,oidns_nni_a_20_24,oidns_nni_a_25_34,oidns_nni_a_35_44,oidns_nni_a_45_54,oidns_nni_a_55_64,oidns_nni_a_65_74,oidns_nni_a_75ov,oidns_nni_t,oidns_1_149_a_15_19,oidns_1_149_a_20_24,oidns_1_149_a_25_34,oidns_1_149_a_35_44,oidns_1_149_a_45_54,oidns_1_149_a_55_64,oidns_1_149_a_65_74,oidns_1_149_a_75ov,oidns_1_149_t,oidns_150_299_a_15_19,oidns_150_299_a_20_24,oidns_150_299_a_25_34,oidns_150_299_a_35_44,oidns_150_299_a_45_54,oidns_150_299_a_55_64,oidns_150_299_a_65_74,oidns_150_299_a_75ov,oidns_150_299_t,oidns_300_399_a_15_19,oidns_300_399_a_20_24,oidns_300_399_a_25_34,oidns_300_399_a_35_44,oidns_300_399_a_45_54,oidns_300_399_a_55_64,oidns_300_399_a_65_74,oidns_300_399_a_75ov,oidns_300_399_t,oidns_400_499_a_15_19,oidns_400_499_a_20_24,oidns_400_499_a_25_34,oidns_400_499_a_35_44,oidns_400_499_a_45_54,oidns_400_499_a_55_64,oidns_400_499_a_65_74,oidns_400_499_a_75ov,oidns_400_499_t,oidns_500_649_a_15_19,oidns_500_649_a_20_24,oidns_500_649_a_25_34,lga_name16
14100,3,9,7,14,26,10,0,64,0,0,0,3,0,0,0,0,3,12,0,3,0,0,0,0,0,18,3,4,3,3,3,4,3,0,28,0,3,10,3,11,6,3,0,33,0,3,6,4,7,3,0,0,21,0,0,11,7,9,10,3,0,38,0,7,15,8,6,6,0,0,36,0,3,18,11,15,8,0,0,51,0,0,3,4,9,3,0,0,29,0,0,0,3,0,0,0,0,11,0,0,4,0,0,3,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,21,20,64,46,65,43,19,3,287,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,Hunters Hill (A)
14170,199,678,706,899,773,170,18,3487,9,3,5,12,4,3,3,0,48,156,36,25,9,22,14,5,0,269,58,73,52,39,40,50,8,0,328,28,105,126,58,48,61,23,6,459,15,89,135,62,80,74,30,3,496,12,92,192,118,113,121,41,7,697,10,82,213,141,169,147,39,3,799,4,62,203,133,178,116,33,3,731,0,35,138,97,113,78,16,0,493,0,11,66,47,58,34,14,3,225,0,13,32,38,22,24,6,0,135,0,4,19,27,18,9,3,0,73,0,3,9,15,21,9,0,0,62,0,5,10,3,5,0,0,0,22,0,4,14,6,15,5,3,0,48,304,624,1250,810,894,766,218,31,4902,0,8,9,11,3,4,0,3,39,12,4,7,3,3,4,0,0,32,5,10,11,3,3,7,0,0,42,3,13,15,6,20,8,5,4,69,3,5,19,8,10,10,4,3,64,5,17,29,Inner West (A)
14200,16,46,67,96,87,39,0,365,4,0,0,0,0,0,0,0,5,39,0,0,4,7,3,0,0,57,19,3,3,9,8,11,3,0,66,11,5,16,12,19,6,8,0,73,0,15,6,10,11,16,6,0,70,9,16,29,32,28,25,3,0,147,5,34,51,45,43,29,3,0,224,3,28,75,56,43,31,3,0,237,0,10,23,28,21,20,0,0,105,0,0,7,8,14,5,0,0,39,0,0,0,5,3,0,3,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,4,7,3,6,3,0,18,96,125,219,211,211,161,40,4,1064,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,3,7,0,0,3,0,3,0,0,3,12,0,0,0,0,0,0,0,3,8,0,3,0,Inverell (A)
14400,20,27,39,42,43,19,3,215,3,0,0,0,3,0,0,0,6,66,5,3,0,4,7,0,0,82,18,20,5,10,7,13,0,0,76,3,11,3,5,11,11,3,0,56,3,15,17,16,19,21,0,0,85,4,11,8,14,23,19,3,0,80,3,13,11,11,17,14,0,0,64,3,3,3,14,8,14,0,0,49,0,0,9,9,10,8,3,0,31,0,0,5,3,5,5,0,0,18,0,0,0,4,4,3,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,100,74,65,92,108,115,16,0,577,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,6,0,0,3,Kiama (A)
14500,54,70,65,78,72,39,3,426,4,0,0,0,3,0,0,0,9,163,19,9,9,10,4,4,0,230,44,39,18,12,19,18,10,0,155,7,40,26,27,10,31,13,0,154,10,33,41,13,26,29,12,4,174,4,36,47,33,38,25,18,4,209,0,25,48,30,57,40,12,3,212,3,24,48,45,44,48,10,0,225,3,16,41,24,28,25,12,0,163,0,5,11,14,20,6,0,0,62,0,0,11,3,10,13,4,0,49,0,0,3,8,3,3,0,0,14,0,3,0,3,5,4,0,0,19,0,0,0,0,7,0,0,0,12,3,3,5,3,3,6,0,0,25,254,254,301,221,286,258,110,20,1703,5,3,0,7,7,3,3,3,26,5,3,0,0,3,0,0,0,14,7,4,0,4,0,0,3,0,20,0,6,0,4,0,0,3,0,18,0,5,3,4,3,9,0,0,25,0,4,4,Ku-ring-gai (A)
14550,10,26,24,59,42,17,0,196,0,0,0,3,0,0,0,0,10,15,0,0,0,5,0,0,0,24,0,0,0,3,11,3,3,0,26,4,3,0,11,7,7,5,0,28,0,0,9,7,13,10,0,0,44,5,3,4,6,9,15,4,0,54,4,3,5,8,14,22,0,0,63,0,3,5,12,8,13,0,0,55,0,7,4,3,12,8,6,0,39,0,0,5,0,8,0,0,0,16,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,33,23,46,60,85,80,30,3,367,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,Kyogle (A)
14600,20,27,24,52,38,17,0,179,5,0,0,0,0,0,0,0,3,9,0,0,0,3,4,0,0,15,0,0,5,3,0,3,3,0,17,0,3,0,3,6,13,5,0,25,4,0,0,0,4,0,3,0,15,4,8,6,7,7,7,0,0,45,3,7,6,0,14,9,4,0,46,0,5,7,14,9,4,3,0,43,0,6,3,9,3,8,0,0,25,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,3,20,35,34,35,57,52,20,4,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,7,0,0,0,Lachlan (A)
14650,250,593,672,869,779,164,13,3460,20,5,0,9,9,10,0,0,58,537,67,11,19,19,22,3,0,683,169,99,51,56,61,62,15,0,519,80,101,65,63,77,96,30,9,521,50,86,50,76,101,86,30,0,488,41,132,118,131,172,148,41,3,777,22,135,198,185,237,146,23,0,947,17,102,210,164,215,153,13,0,878,3,45,135,131,134,101,12,0,552,0,21,53,55,63,27,4,0,219,0,4,21,20,26,20,4,0,96,0,5,8,17,20,3,5,0,55,0,0,11,7,8,3,0,0,31,0,0,5,5,5,8,0,0,16,10,8,11,12,22,19,3,0,93,955,804,961,943,1167,896,181,13,5927,3,0,0,6,3,5,0,0,12,14,4,0,3,8,0,0,0,31,0,7,4,6,4,0,0,0,23,6,9,0,5,4,0,7,4,40,9,9,3,4,3,3,8,3,54,0,9,21,Lake Macquarie (C)
14700,41,94,90,69,66,21,3,387,0,0,3,0,0,0,0,0,3,25,7,3,3,3,0,0,0,38,9,8,8,0,7,9,5,3,50,8,15,22,11,12,5,3,0,79,3,11,23,9,10,9,3,0,69,4,11,24,21,16,10,3,0,98,0,11,30,30,22,10,7,0,105,5,5,22,28,28,27,6,3,125,0,3,25,35,39,44,7,0,148,0,3,12,11,33,9,0,0,69,0,0,7,9,3,12,0,0,31,0,0,3,4,3,6,0,0,17,0,0,7,6,10,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,48,85,195,158,182,143,37,9,856,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,4,3,0,0,0,0,3,15,5,3,4,Lane Cove (A)
14750,38,75,91,113,102,18,8,454,0,0,0,0,0,0,0,0,3,16,3,0,0,3,0,0,0,29,11,9,4,6,9,0,0,0,36,0,0,5,0,12,0,3,0,25,5,0,4,9,7,12,3,0,49,6,13,21,20,26,18,3,0,98,7,26,40,28,38,45,7,0,194,8,37,51,41,48,39,3,0,232,3,14,37,22,22,32,4,0,140,0,9,20,14,8,4,0,0,54,0,0,7,7,5,3,0,0,21,0,0,10,3,3,3,0,0,18,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,19,66,113,209,160,182,164,29,4,929,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,12,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,3,7,0,0,0,Leeton (A)
14850,56,151,168,245,230,75,4,954,10,0,4,3,0,4,0,0,18,159,14,6,7,11,8,0,0,203,56,25,16,18,15,22,4,0,165,24,30,21,21,41,40,10,0,185,15,33,29,28,42,46,7,3,211,23,31,52,48,84,76,24,3,341,19,47,75,72,89,78,22,4,398,11,27,45,64,97,84,14,0,336,0,12,26,30,46,31,10,0,160,0,3,12,4,12,7,0,0,39,0,0,4,3,4,12,0,0,22,0,0,0,3,0,3,0,0,9,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,5,9,4,4,6,3,5,4,35,311,226,298,309,449,419,97,15,2133,3,0,0,0,4,0,0,0,15,10,0,0,0,0,0,0,0,14,0,3,0,3,0,3,0,3,17,0,0,0,3,7,6,0,5,20,0,0,5,4,6,3,3,0,19,0,3,0,Lismore (C)
14870,31,155,229,255,213,29,0,929,4,3,0,0,0,0,0,0,9,51,4,6,0,4,7,0,0,70,24,13,10,4,11,17,0,0,83,3,9,3,13,13,18,7,0,73,4,8,7,12,22,20,5,0,81,3,13,13,12,24,12,3,0,82,4,18,18,17,18,35,0,0,106,5,18,21,20,16,26,3,0,112,3,9,12,7,20,16,5,0,66,0,0,10,6,10,7,3,0,38,0,0,5,3,5,3,0,0,19,0,0,0,4,3,0,0,0,9,0,0,0,6,0,0,0,0,6,0,0,0,3,3,0,0,0,5,3,0,0,0,5,5,0,0,12,102,89,100,116,158,156,41,4,763,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,8,0,0,0,4,0,0,0,4,10,0,0,0,0,0,4,0,0,8,0,0,3,0,0,3,0,0,10,0,0,3,Lithgow (C)
14900,603,1429,1586,1847,1235,240,13,7095,27,11,5,13,11,3,0,0,75,279,35,16,15,15,11,4,0,379,139,93,49,56,72,59,11,3,475,72,75,67,80,94,74,11,0,478,49,80,90,118,113,105,14,4,574,50,111,147,160,216,172,37,3,895,37,98,219,205,274,241,41,0,1117,27,101,218,215,258,235,34,0,1080,7,61,131,168,194,130,13,0,706,0,22,73,63,82,56,9,3,307,0,13,34,34,47,18,7,0,151,0,7,21,29,16,11,3,0,83,0,0,16,19,14,10,3,0,60,3,0,3,5,8,0,0,0,22,10,17,21,29,23,18,4,0,113,692,729,1099,1214,1440,1146,187,19,6520,9,9,11,16,6,3,4,0,56,19,11,8,3,3,0,0,0,46,8,9,8,16,14,5,0,0,66,3,14,17,9,11,6,8,3,79,3,12,19,14,19,13,4,0,78,4,23,30,Liverpool (C)
14920,15,61,70,108,74,18,0,353,3,0,0,0,0,0,0,0,4,16,0,0,0,0,3,0,0,20,0,0,8,0,10,4,0,0,23,3,3,4,8,7,8,0,0,30,3,3,0,8,6,11,3,0,31,3,7,3,6,12,12,3,0,47,0,10,13,12,22,12,5,0,70,0,13,23,20,21,13,6,0,86,0,3,4,6,10,9,0,0,40,0,0,5,3,4,0,0,0,11,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,3,0,0,12,28,36,70,61,95,73,20,8,395,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,Liverpool Plains (A)
14950,0,9,6,13,13,8,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,3,3,0,4,0,3,0,0,12,0,0,3,0,0,3,0,0,5,0,0,3,0,6,0,0,0,16,0,0,3,0,0,4,0,0,9,0,0,3,0,4,3,3,0,21,0,0,4,0,3,5,0,0,8,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,21,9,16,19,6,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockhart (A)
15050,115,308,346,480,399,96,9,1826,7,0,3,5,0,0,0,0,21,281,21,9,3,12,5,4,0,340,88,42,22,32,28,21,5,0,238,27,31,46,42,53,40,15,3,259,21,35,41,33,50,42,9,3,239,19,44,54,53,76,48,15,0,312,12,65,65,66,100,65,9,0,375,6,46,107,74,84,53,7,0,369,0,13,67,55,45,49,4,0,237,0,0,22,27,27,23,4,0,118,0,6,20,15,16,13,0,0,71,0,0,9,6,4,9,0,0,34,0,0,6,11,8,4,0,0,31,0,0,0,0,3,3,0,0,7,9,3,6,5,9,14,3,0,57,468,312,476,441,516,395,87,10,2711,0,0,3,0,4,3,0,4,9,15,0,3,0,0,0,0,0,15,3,0,0,0,3,0,0,0,12,0,7,0,0,3,4,4,0,19,0,8,0,3,3,0,3,3,24,3,3,4,Maitland (C)
15240,74,205,265,462,392,112,8,1545,20,8,4,5,4,8,4,0,50,201,11,8,12,24,16,3,0,271,56,33,28,27,71,65,11,0,285,32,34,35,44,90,81,32,5,354,27,50,42,46,101,98,39,8,412,23,72,82,82,154,112,30,8,559,15,60,108,101,139,124,35,3,580,8,30,76,81,124,100,21,0,443,0,9,55,55,70,55,12,3,252,0,8,15,34,21,19,3,0,102,0,0,6,6,14,4,3,3,32,0,3,7,3,8,3,0,0,32,0,0,6,0,0,6,0,0,13,0,0,0,3,4,3,0,0,18,10,5,3,18,13,20,3,4,70,390,308,470,520,839,719,185,32,3472,6,0,3,3,3,3,0,3,26,16,0,3,4,3,4,0,0,30,0,0,3,6,4,3,0,0,23,3,3,5,7,4,3,6,11,41,0,0,0,3,5,10,8,7,37,0,3,5,Mid-Coast (A)
15270,39,296,347,376,203,29,8,1306,3,0,0,0,4,3,0,0,19,51,4,4,7,12,10,3,0,95,12,7,8,10,25,19,4,0,85,7,8,18,21,29,24,9,0,104,9,6,13,16,36,20,6,0,111,5,15,25,31,45,25,12,0,151,12,24,36,27,32,31,8,3,166,0,16,19,21,38,32,7,0,134,0,7,11,13,27,14,0,5,67,0,3,11,5,14,5,0,0,36,0,0,5,7,9,3,0,0,21,0,0,4,6,6,4,0,0,20,0,0,3,13,8,0,0,0,29,0,0,0,0,7,4,3,0,16,0,3,7,4,7,3,0,0,25,107,84,155,176,286,188,58,14,1072,3,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,5,0,8,3,0,0,0,3,0,3,0,10,0,0,0,Mid-Western Regional (A)
15300,38,85,83,145,106,36,5,518,0,0,0,3,0,3,0,0,13,17,0,0,4,0,0,0,0,21,10,8,3,4,4,6,5,0,46,8,9,7,13,9,14,0,0,51,3,4,13,4,9,3,9,0,50,5,12,4,15,24,20,5,0,84,4,20,18,11,26,27,10,5,121,0,10,20,19,30,17,6,0,102,3,10,24,19,23,11,4,0,88,0,5,14,7,6,11,0,0,37,0,0,7,7,8,6,0,0,30,0,0,3,3,0,3,0,0,8,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,4,10,3,3,0,5,7,0,0,35,57,75,108,119,158,138,35,4,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,Moree Plains (A)
15350,11,11,15,15,13,8,0,78,3,0,0,0,0,0,0,0,6,19,9,0,3,3,0,0,0,37,4,5,7,3,6,11,0,0,32,0,13,15,7,6,6,5,0,45,3,12,20,17,9,4,0,0,71,3,8,9,13,11,9,3,3,55,3,12,18,15,12,14,3,0,79,0,5,16,4,23,4,4,0,64,0,0,11,12,15,13,3,3,51,0,0,0,7,11,0,8,0,28,0,0,0,3,3,3,0,0,6,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,5,46,60,103,89,94,58,33,9,492,0,0,0,0,3,0,0,3,11,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,6,0,0,3,0,0,3,0,0,8,0,4,0,Mosman (A)
15520,16,38,51,101,85,28,4,329,0,0,0,0,0,0,0,0,3,24,0,0,5,3,11,3,0,45,7,7,9,7,10,20,7,0,63,5,6,5,7,14,16,4,5,65,3,11,9,10,17,21,4,0,73,6,11,16,13,24,26,5,0,99,4,17,27,17,20,24,7,3,118,3,19,26,16,19,23,0,0,104,0,7,15,22,16,11,3,0,75,0,3,7,5,3,3,0,0,23,0,0,0,3,5,0,0,0,9,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,3,3,0,0,11,49,75,112,104,150,171,40,14,712,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,Murray River (A)
15560,9,20,30,35,44,9,0,151,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,13,3,3,3,0,3,3,0,0,17,3,3,3,3,0,0,3,0,17,4,0,5,0,0,4,0,0,16,4,3,8,5,3,7,0,0,36,3,8,10,8,22,16,3,0,62,0,13,10,5,13,7,0,0,50,0,4,9,5,9,11,0,0,39,0,0,8,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,28,35,60,34,62,49,10,0,277,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murrumbidgee (A)
15650,57,451,611,606,339,41,7,2119,4,0,0,0,3,3,0,0,12,48,3,0,0,10,4,0,0,66,11,7,15,11,13,12,3,0,73,6,13,4,17,12,13,0,0,62,8,16,12,12,5,7,7,0,61,9,15,15,12,28,9,4,0,97,9,30,32,28,26,24,4,0,146,3,12,30,24,30,26,3,0,129,0,7,36,32,24,12,7,0,114,0,7,20,9,16,9,0,0,61,0,0,9,8,15,9,0,0,42,0,0,7,9,9,3,0,0,34,0,0,8,4,6,4,0,0,28,0,0,0,0,0,0,0,0,3,3,4,3,4,3,8,0,0,15,91,115,191,174,195,133,30,3,933,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,12,0,0,0,Muswellbrook (A)
15700,17,49,70,127,93,20,3,387,7,3,3,0,3,0,0,0,10,45,3,0,0,4,6,6,0,64,18,0,8,8,9,12,4,0,62,10,10,12,5,12,17,9,0,74,11,9,7,8,24,20,8,0,85,4,15,8,15,25,30,3,0,98,4,12,17,30,21,27,4,0,112,0,22,22,20,22,31,5,0,116,0,15,26,22,16,16,0,0,94,3,3,16,11,11,8,0,0,49,3,3,4,5,6,5,0,0,24,0,0,5,0,4,3,0,0,17,0,0,0,0,0,3,0,0,7,0,0,0,6,0,0,0,0,8,3,3,5,0,0,3,0,0,14,104,96,142,130,156,173,34,3,844,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,3,4,3,0,3,15,0,3,4,3,0,0,0,0,12,0,0,4,Nambucca (A)
15750,71,276,268,265,176,42,4,1125,3,0,0,0,0,0,0,0,4,32,0,0,5,3,5,0,0,44,8,3,4,7,8,13,0,0,42,7,3,15,10,9,15,0,0,58,4,3,10,10,17,11,3,3,53,4,10,17,16,20,15,6,0,86,9,8,10,13,36,15,3,0,97,4,5,21,19,26,19,6,0,92,0,5,14,16,14,7,3,0,69,3,3,11,10,9,11,0,0,44,0,0,10,3,0,9,0,0,20,0,0,3,0,3,0,0,0,11,0,0,3,0,4,0,0,0,8,0,0,0,0,0,4,0,0,3,0,4,0,3,4,6,7,0,22,70,50,113,112,145,131,30,3,658,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,3,7,0,0,4,Narrabri (A)
15800,5,24,40,52,44,11,0,173,0,0,0,0,0,0,0,0,3,13,0,3,3,0,0,0,0,17,3,0,4,3,3,0,0,0,21,0,8,3,0,9,7,0,0,26,0,4,3,5,6,12,4,0,39,4,5,6,6,12,3,0,0,43,3,9,7,9,13,14,0,0,56,0,3,10,6,12,10,0,0,41,0,0,5,3,7,8,0,0,26,0,0,3,0,0,0,0,0,8,0,0,0,0,7,0,0,0,5,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,37,47,52,72,53,16,3,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Narrandera (A)
15850,22,66,54,63,57,15,0,278,3,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,12,0,0,0,3,3,3,0,0,11,0,0,0,0,0,3,0,0,7,0,0,4,3,5,7,3,0,29,0,8,0,4,5,9,0,0,33,0,9,10,4,11,16,0,0,48,0,4,10,8,7,10,4,0,43,0,0,3,5,0,0,0,0,22,0,3,3,0,4,3,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,17,27,38,35,41,59,17,3,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Narromine (A)
