lga_code16,m_ind_15_19_pd_gd_gcl,m_ind_15_19_bdl,m_ind_15_19_adip_dipl,m_ind_15_19_ct_iii_iv,m_ind_15_19_ct_i_ii,m_ind_15_19_cl_nfd,m_ind_15_19_loe_ns,m_ind_15_19_tot,m_ind_20_24_pd_gd_gcl,m_ind_20_24_bdl,m_ind_20_24_adip_dipl,m_ind_20_24_ct_iii_iv,m_ind_20_24_ct_i_ii,m_ind_20_24_cl_nfd,m_ind_20_24_loe_ns,m_ind_20_24_tot,m_ind_25_34_pd_gd_gcl,m_ind_25_34_bdl,m_ind_25_34_adip_dipl,m_ind_25_34_ct_iii_iv,m_ind_25_34_ct_i_ii,m_ind_25_34_cl_nfd,m_ind_25_34_loe_ns,m_ind_25_34_tot,m_ind_35_44_pd_gd_gcl,m_ind_35_44_bdl,m_ind_35_44_adip_dipl,m_ind_35_44_ct_iii_iv,m_ind_35_44_ct_i_ii,m_ind_35_44_cl_nfd,m_ind_35_44_loe_ns,m_ind_35_44_tot,m_ind_45_54_pd_gd_gcl,m_ind_45_54_bdl,m_ind_45_54_adip_dipl,m_ind_45_54_ct_iii_iv,m_ind_45_54_ct_i_ii,m_ind_45_54_cl_nfd,m_ind_45_54_loe_ns,m_ind_45_54_tot,m_ind_55_64_pd_gd_gcl,m_ind_55_64_bdl,m_ind_55_64_adip_dipl,m_ind_55_64_ct_iii_iv,m_ind_55_64_ct_i_ii,m_ind_55_64_cl_nfd,m_ind_55_64_loe_ns,m_ind_55_64_tot,m_ind_65ov_ptgdde_gddp_gdct,m_ind_65ov_bdl,m_ind_65ov_adip_dipl,m_ind_65ov_ct_iii_iv,m_ind_65ov_ct_i_ii,m_ind_65ov_cl_nfd,m_ind_65ov_loe_ns,m_ind_65ov_tot,m_ind_tot_pd_gd_gcl,m_ind_tot_bdl,m_ind_tot_adip_dipl,m_ind_tot_ct_iii_iv,m_ind_tot_ct_i_ii,m_ind_tot_cl_nfd,m_ind_tot_loe_ns,m_ind_tot_tot,m_noni_15_19_pd_gd_gcl,m_noni_15_19_bdl,m_noni_15_19_adip_dipl,m_noni_15_19_ct_iii_iv,m_noni_15_19_ct_i_ii,m_noni_15_19_cl_nfd,m_noni_15_19_loe_ns,m_noni_15_19_tot,m_noni_20_24_pd_gd_gcl,m_noni_20_24_bdl,m_noni_20_24_adip_dipl,m_noni_20_24_ct_iii_iv,m_noni_20_24_ct_i_ii,m_noni_20_24_cl_nfd,m_noni_20_24_loe_ns,m_noni_20_24_tot,m_noni_25_34_pd_gd_gcl,m_noni_25_34_bdl,m_noni_25_34_adip_dipl,m_noni_25_34_ct_iii_iv,m_noni_25_34_ct_i_ii,m_noni_25_34_cl_nfd,m_noni_25_34_loe_ns,m_noni_25_34_tot,m_noni_35_44_pd_gd_gcl,m_noni_35_44_bdl,m_noni_35_44_adip_dipl,m_noni_35_44_ct_iii_iv,m_noni_35_44_ct_i_ii,m_noni_35_44_cl_nfd,m_noni_35_44_loe_ns,m_noni_35_44_tot,m_noni_45_54_pd_gd_gcl,m_noni_45_54_bdl,m_noni_45_54_adip_dipl,m_noni_45_54_ct_iii_iv,m_noni_45_54_ct_i_ii,m_noni_45_54_cl_nfd,m_noni_45_54_loe_ns,m_noni_45_54_tot,m_noni_55_64_pd_gd_gcl,m_noni_55_64_bdl,m_noni_55_64_adip_dipl,m_noni_55_64_ct_iii_iv,m_noni_55_64_ct_i_ii,m_noni_55_64_cl_nfd,m_noni_55_64_loe_ns,m_noni_55_64_tot,m_noni_65ov_ptgdde_gddp_gdct,m_noni_65ov_bdl,m_noni_65ov_adip_dipl,m_noni_65ov_ct_iii_iv,m_noni_65ov_ct_i_ii,m_noni_65ov_cl_nfd,m_noni_65ov_loe_ns,m_noni_65ov_tot,m_noni_totpdde_gddp_gdct,m_noni_tot_bdl,m_noni_tot_adip_dipl,m_noni_tot_ct_iii_iv,m_noni_tot_ct_i_ii,m_noni_tot_cl_nfd,m_noni_tot_loe_ns,m_noni_tot_tot,m_is_ns_15_19_pd_gd_gcll,m_is_ns_15_19_bdl,m_is_ns_15_19_adip_dipl,m_is_ns_15_19_ct_iii_iv_l,m_is_ns_15_19_ct_i_ii,m_is_ns_15_19_cl_nfd,m_is_ns_15_19_loe_ns,m_is_ns_15_19_tot,m_is_ns_20_24_pd_gd_gcll,m_is_ns_20_24_bdl,m_is_ns_20_24_addip_and_dipl,m_is_ns_20_24_ct_iii_iv_l,m_is_ns_20_24_ct_i_ii,m_is_ns_20_24_cl_nfd,m_is_ns_20_24_loe_ns,m_is_ns_20_24_tot,m_is_ns_25_34_pd_gd_gcll,m_is_ns_25_34_bdl,m_is_ns_25_34_addip_and_dipl,m_is_ns_25_34_ct_iii_iv_l,m_is_ns_25_34_ct_i_ii_l,m_is_ns_25_34_cl_nfd,m_is_ns_25_34_loe_ns,m_is_ns_25_34_tot,m_is_ns_35_44_pd_gd_gcll,m_is_ns_35_44_bdl,m_is_ns_35_44_adip_dipl,m_is_ns_35_44_ct_iii_iv_l,m_is_ns_35_44_ct_i_ii_l,m_is_ns_35_44_cl_nfd,m_is_ns_35_44_loe_ns,m_is_ns_35_44_tot,m_is_ns_45_54_pdde_gddp_gdc,m_is_ns_45_54_bdl,m_is_ns_45_54_adip_dipl,m_is_ns_45_54_ct_iii_iv_l,m_is_ns_45_54_ct_i_ii_l,m_is_ns_45_54_cl_nfd,m_is_ns_45_54_loe_ns,m_is_ns_45_54_tot,m_is_ns_55_64_pd_gd_gcl,m_is_ns_55_64_bdl,m_is_ns_55_64_adip_dipl,m_is_ns_55_64_ct_iii_iv_l,m_is_ns_55_64_ct_i_ii_l,m_is_ns_55_64_cl_nfd,m_is_ns_55_64_loe_ns,m_is_ns_55_64_tot,m_is_ns_65ov_pd_gd_gcl,m_is_ns_65ov_bdl,m_is_ns_65ov_adip_dipl,m_is_ns_65ov_ct_iii_iv_l,m_is_ns_65ov_ct_i_ii,m_is_ns_65ov_cl_nfd,m_is_ns_65ov_loe_ns,m_is_ns_65ov_tot,m_is_ns_totpdde_gddp_gdct,m_is_ns_tot_bdl,m_is_ns_tot_adip_dipl,m_is_ns_tot_ct_iii_iv_l,m_is_ns_tot_ct_i_ii,m_is_ns_tot_cl_nfd,m_is_ns_tot_loe_ns,m_is_ns_tot_tot,m_t_15_19_pd_gd_gcl,m_t_15_19_bdl,m_t_15_19_adip_dipl,m_t_15_19_ct_iii_iv,m_t_15_19_ct_i_ii,m_t_15_19_cl_nfd,m_t_15_19_loe_ns,m_t_15_19_tot,lga_name16
35600,0,0,0,3,0,0,3,8,0,0,0,4,0,0,4,9,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,0,3,0,7,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,19,3,0,17,42,0,0,0,8,3,0,5,15,0,11,3,21,0,0,6,40,3,21,10,74,3,4,11,123,4,20,17,66,0,0,12,124,0,10,19,54,0,4,13,107,3,10,19,57,3,3,7,112,3,3,6,36,0,3,25,74,19,74,70,313,11,18,91,601,0,0,0,0,0,0,8,6,0,0,0,0,0,0,13,13,0,0,0,0,0,0,17,15,0,0,0,0,0,0,14,14,0,0,0,0,0,0,18,18,0,0,0,0,0,0,19,17,0,0,0,0,0,0,18,18,0,0,0,0,0,0,102,105,0,0,0,13,0,0,21,36,Murweh (S)
35670,0,0,0,0,0,0,5,5,0,0,0,8,0,0,10,10,0,0,0,11,3,0,0,13,0,0,0,12,0,0,3,14,0,0,0,6,3,0,0,10,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,3,0,0,3,38,7,0,21,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,5,0,0,0,8,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,18,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,Napranum (S)
35740,0,0,0,3,0,0,4,12,0,0,0,11,0,0,0,13,0,0,3,12,0,0,0,18,3,3,4,7,0,0,3,27,0,0,4,11,0,3,0,28,0,0,8,11,0,0,0,14,0,0,3,11,0,0,0,13,5,9,25,71,3,3,9,118,0,7,12,80,30,6,49,187,0,52,37,234,16,13,40,394,46,221,125,658,20,35,67,1169,121,439,288,936,17,44,110,1959,198,444,373,1203,19,71,98,2410,253,488,420,1148,13,104,152,2575,337,679,574,1447,37,152,508,3729,961,2329,1822,5711,153,419,1034,12422,0,0,0,0,0,0,50,50,0,0,0,0,0,0,45,43,0,0,0,8,0,0,107,119,0,0,0,0,0,3,194,194,0,3,6,10,0,0,239,250,0,3,0,5,0,0,239,251,0,0,5,10,0,3,350,373,3,9,8,38,0,3,1225,1283,0,7,12,91,31,7,104,245,Noosa (S)
35760,0,0,0,3,0,0,4,11,0,0,0,4,0,0,3,8,0,0,0,7,0,0,3,14,0,0,0,13,0,0,6,14,0,0,0,5,0,0,9,17,0,0,0,6,0,0,7,11,0,0,0,0,0,0,0,4,0,3,3,41,6,0,30,87,0,0,0,25,9,3,14,52,0,7,7,52,7,0,6,80,9,48,22,119,10,9,41,257,11,40,24,123,3,7,19,225,8,26,43,156,6,15,32,287,7,22,30,158,4,16,41,281,11,13,27,173,6,17,115,373,37,157,160,805,44,71,272,1544,0,0,0,0,0,0,21,21,0,0,0,0,0,0,27,29,0,0,0,0,0,0,69,70,0,0,0,0,0,0,54,53,0,0,0,3,0,0,89,95,0,0,0,3,0,0,80,77,0,0,0,3,0,0,139,143,4,4,0,11,0,0,478,501,0,0,0,28,14,0,45,87,North Burnett (R)
35780,0,0,0,3,6,0,13,23,0,0,0,18,5,0,13,33,0,0,3,43,10,3,14,73,0,0,0,41,4,3,11,58,0,6,11,29,6,0,8,53,0,0,4,20,3,0,10,36,0,0,0,3,0,0,5,11,0,7,16,155,39,11,65,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,8,0,0,3,22,3,3,3,7,0,0,5,18,0,5,5,6,0,0,3,21,3,7,4,13,0,0,0,23,0,3,0,3,0,0,3,16,10,22,13,44,0,3,20,112,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,7,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,8,6,0,13,28,Northern Peninsula Area (R)
35790,0,0,0,3,3,0,11,16,0,0,0,12,3,0,13,24,0,0,0,15,14,0,9,39,0,0,3,22,10,0,8,43,0,4,10,21,7,0,7,44,0,0,0,14,0,0,3,24,0,0,0,3,3,0,0,6,0,3,15,76,44,4,50,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,3,3,6,3,4,0,0,0,17,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,6,9,9,6,0,0,0,36,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,3,3,0,11,19,Palm Island (S)
35800,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,6,0,0,4,9,0,0,3,3,0,0,0,8,0,0,0,3,0,0,3,8,0,0,0,0,0,0,3,3,0,0,3,19,0,0,18,37,0,0,0,0,0,0,3,3,0,3,3,4,0,0,0,12,0,3,8,20,0,0,0,35,0,3,3,17,0,3,4,35,3,0,4,15,0,3,3,28,4,0,5,35,3,7,5,52,0,3,4,33,0,0,12,49,8,13,27,118,3,8,29,213,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,6,0,0,0,0,0,0,8,7,0,0,0,0,0,0,13,13,0,0,0,0,0,0,37,40,0,0,0,0,0,0,7,11,Paroo (S)
36070,0,0,0,4,0,0,3,11,0,0,0,0,0,0,0,4,0,0,0,5,0,0,6,13,0,0,0,9,0,0,0,11,0,0,0,6,3,7,4,16,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,34,9,3,12,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,3,0,0,3,0,0,3,11,0,0,3,3,0,0,0,7,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,4,3,3,8,17,0,0,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,3,9,Pormpuraaw (S)
36150,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,4,3,16,0,0,3,30,0,0,3,10,0,0,0,15,0,9,3,4,0,0,0,23,0,0,6,7,0,0,0,13,0,0,0,10,0,0,0,16,0,15,17,59,4,0,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,3,Quilpie (S)
36250,0,0,0,21,10,0,9,40,0,3,0,34,8,0,5,48,0,14,7,63,3,4,8,86,3,7,15,75,0,4,14,116,6,11,18,57,0,4,10,102,6,3,14,34,0,0,0,55,0,3,3,14,0,0,7,26,18,39,52,283,17,16,53,478,0,4,39,376,114,28,105,668,19,335,244,1027,89,41,92,1853,202,879,557,2972,94,99,195,4998,437,1166,919,2947,59,156,216,5890,588,1095,1171,3217,48,170,275,6571,512,971,1067,3027,48,180,277,6076,489,933,985,3437,40,271,891,7048,2248,5385,4977,17002,488,948,2046,33098,0,0,0,0,0,0,120,123,0,0,0,10,0,0,120,136,0,0,3,13,0,0,267,281,0,3,9,7,0,0,348,368,3,9,7,17,0,0,394,430,3,0,3,22,0,0,417,445,0,4,8,29,0,5,616,663,8,18,29,101,0,7,2286,2445,0,4,39,397,124,33,237,823,Redland (C)
36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,11,0,0,0,16,3,0,9,19,0,0,0,31,0,3,3,13,0,0,0,18,0,0,3,8,0,0,3,18,0,0,0,10,0,0,0,20,0,0,3,4,0,0,5,19,3,9,20,73,3,8,10,122,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,7,0,0,0,0,0,0,9,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,26,26,0,0,0,3,0,0,5,8,Richmond (S)
36370,0,0,0,21,6,4,28,58,0,4,3,49,6,3,10,79,0,7,5,110,8,8,11,151,4,12,12,67,4,3,21,133,7,6,15,55,7,5,19,116,3,8,10,29,0,3,10,59,3,4,6,15,0,0,17,39,14,33,51,356,35,31,119,640,0,0,4,127,82,24,111,357,13,105,36,649,92,27,62,989,162,511,244,1877,76,74,126,3060,208,482,264,1381,56,77,157,2633,213,346,322,1458,31,71,171,2609,171,302,307,1323,17,59,178,2359,109,185,213,1178,6,70,553,2310,873,1933,1395,7992,373,390,1359,14319,0,0,0,0,0,0,128,130,0,0,0,0,0,0,182,185,0,0,0,7,0,0,456,471,0,3,4,14,0,0,366,381,0,0,5,8,0,0,455,467,0,0,3,8,0,0,386,410,0,0,3,14,0,0,374,393,4,7,8,57,0,5,2345,2431,0,3,4,155,91,30,263,543,Rockhampton (R)
36510,0,0,0,3,4,0,6,13,0,0,3,6,0,0,3,11,0,0,3,22,3,0,18,42,0,0,3,14,0,0,11,32,3,0,5,19,0,3,7,37,0,3,4,12,0,0,3,25,0,0,0,5,0,0,4,11,8,8,21,74,11,5,48,169,0,0,11,71,18,10,75,189,3,34,33,206,12,8,29,322,22,116,95,570,20,21,108,958,75,202,203,747,20,48,123,1426,104,216,234,891,20,55,119,1634,127,216,209,800,16,49,137,1554,129,246,234,809,20,87,325,1852,465,1029,1018,4093,134,277,922,7940,0,0,0,0,0,3,91,94,0,0,0,0,0,0,78,76,0,0,0,6,0,0,140,146,0,0,0,0,0,0,153,155,0,0,0,5,0,0,206,214,0,3,0,4,0,0,199,208,0,0,4,7,0,0,296,307,0,11,3,26,0,0,1163,1208,0,0,11,70,25,8,173,287,Scenic Rim (R)
36580,0,0,0,3,0,0,3,14,0,0,4,8,0,0,0,12,0,0,0,11,0,0,6,16,0,0,3,6,0,0,0,18,0,0,6,9,0,0,3,19,0,0,3,7,0,0,0,14,0,0,0,10,0,0,3,12,0,0,19,53,5,3,19,100,0,0,3,57,15,5,60,147,0,19,13,112,23,11,19,187,10,69,42,409,28,28,48,636,21,97,64,419,22,27,77,720,27,71,132,494,19,25,82,849,36,79,129,522,10,27,86,892,42,88,126,512,3,41,206,1023,135,422,517,2528,115,155,576,4455,0,0,0,0,0,0,55,60,0,0,0,0,0,0,39,36,0,0,0,6,0,0,69,77,0,3,0,11,0,0,107,122,0,3,0,3,0,0,131,134,0,0,0,3,0,0,159,161,0,0,0,7,0,0,164,169,0,5,3,31,0,0,729,764,0,3,3,64,20,5,121,220,Somerset (R)
36630,0,0,0,3,3,0,14,25,0,0,0,10,0,0,15,29,0,3,3,10,0,3,14,34,0,3,0,20,3,0,22,47,0,3,6,20,0,3,8,43,0,3,4,11,0,0,9,33,0,0,8,10,0,0,6,15,4,15,22,92,12,7,88,234,0,0,0,32,15,3,71,122,3,20,11,193,38,10,36,307,17,93,51,451,36,26,77,748,32,106,129,497,21,26,90,894,38,107,122,539,18,36,95,953,45,120,146,598,12,38,120,1074,40,93,144,799,16,56,400,1553,182,542,597,3105,148,194,880,5649,0,0,0,0,0,0,54,53,0,0,0,0,0,0,55,55,0,0,0,5,0,0,73,83,0,3,0,3,0,0,121,129,0,0,0,15,0,0,156,173,0,0,0,3,0,0,137,146,0,0,3,3,0,0,246,256,0,4,4,35,3,3,845,892,0,0,0,36,18,8,138,205,South Burnett (R)
36660,0,0,0,8,3,0,15,23,0,0,0,16,0,0,4,23,0,0,4,20,3,4,3,33,0,0,7,20,0,0,10,36,0,0,4,21,3,0,6,29,0,4,3,5,0,0,0,15,3,0,0,9,0,0,6,15,3,7,17,90,17,12,40,172,0,0,5,71,16,6,75,173,4,19,16,249,28,11,29,365,22,105,60,506,38,27,63,814,44,135,110,527,20,26,63,924,65,145,153,553,14,45,78,1060,67,163,174,622,13,52,109,1200,100,208,182,744,5,67,367,1672,299,775,705,3270,143,231,787,6214,0,0,0,0,0,0,59,57,0,0,0,4,0,0,49,56,0,0,0,0,0,0,112,115,0,0,3,0,0,0,86,88,0,0,0,9,0,0,123,129,0,0,3,4,0,0,136,145,0,0,3,15,0,3,229,246,0,0,3,37,0,4,791,837,0,0,5,80,20,7,146,255,Southern Downs (R)
36720,0,0,0,36,5,3,11,55,0,8,12,61,9,3,12,106,3,21,14,124,5,14,12,193,14,21,32,119,8,4,23,209,10,22,24,106,0,10,16,184,11,12,15,58,0,6,10,104,6,7,5,31,0,3,13,61,43,88,96,531,33,45,92,929,0,8,68,572,208,60,321,1239,29,466,331,1811,198,96,173,3096,448,2000,1078,5274,158,244,384,9587,850,2573,1829,5930,115,286,482,12061,1058,2206,2075,6246,115,318,533,12543,1063,1891,1865,5604,90,371,603,11486,1211,2336,2316,7039,124,628,2091,15743,4658,11475,9554,32484,996,2002,4575,65747,0,0,0,4,0,0,359,363,0,0,0,15,0,0,467,483,0,3,3,25,0,0,949,975,0,6,3,22,0,0,1059,1098,7,3,12,33,0,3,1090,1148,3,7,4,32,4,0,994,1040,3,12,20,68,0,7,1521,1632,18,33,43,195,5,11,6438,6744,0,8,69,614,211,63,694,1655,Sunshine Coast (R)
36820,0,0,0,8,0,3,12,19,0,0,0,14,0,0,6,19,0,0,3,11,0,0,10,27,0,0,3,26,3,3,9,48,0,3,4,17,0,3,13,43,0,0,0,8,0,0,8,25,0,0,0,11,0,0,5,17,0,13,15,91,3,11,71,205,0,0,3,35,22,3,51,110,0,13,9,134,9,5,17,185,7,81,38,346,16,14,30,533,37,107,63,402,14,15,45,691,56,114,104,477,13,30,64,859,69,126,133,586,11,30,87,1048,97,149,178,696,16,41,274,1440,272,594,529,2682,95,132,569,4870,0,0,0,0,0,0,50,50,0,0,0,4,0,0,48,53,0,0,0,3,0,0,71,77,0,0,4,4,0,0,83,91,0,3,3,3,0,0,133,147,3,0,0,3,0,0,160,165,0,3,0,7,0,0,210,227,4,7,6,34,0,0,753,805,0,0,3,40,24,4,110,178,Tablelands (R)
36910,0,0,0,33,11,0,34,79,0,3,10,76,13,3,18,118,7,14,9,132,18,4,18,194,3,10,18,85,4,10,12,150,3,19,11,71,0,3,23,130,4,3,5,34,0,3,10,60,3,5,5,15,0,0,15,46,15,53,61,440,42,26,129,772,0,3,24,353,122,30,222,751,27,397,120,1381,167,57,122,2277,423,1322,592,3301,162,109,240,6151,555,1232,783,2798,87,128,240,5822,608,997,926,2598,57,176,288,5653,530,900,814,2353,38,177,339,5151,452,762,738,2395,33,219,1060,5654,2605,5623,3996,15181,660,900,2509,31468,0,0,0,0,3,0,301,304,0,6,0,4,0,0,349,360,0,0,0,9,0,0,610,625,0,6,5,17,0,0,572,592,0,0,8,20,0,0,596,627,0,8,0,14,0,0,592,615,7,4,4,27,0,0,939,980,7,24,17,90,3,3,3952,4104,0,3,23,387,135,36,552,1133,Toowoomba (R)
36950,0,0,0,9,3,7,34,51,0,0,0,18,7,8,26,59,0,3,7,43,3,0,56,108,0,0,10,26,5,7,38,77,0,5,11,25,0,4,28,67,0,3,0,19,0,0,14,39,0,3,0,3,0,0,8,21,5,15,27,143,18,18,203,430,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,13,8,18,8,23,0,3,17,79,8,17,9,28,0,0,3,63,12,15,11,29,0,0,3,66,3,8,4,25,0,3,8,66,0,0,0,13,0,0,3,22,25,65,41,119,5,6,35,299,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,33,33,0,0,0,3,0,0,13,16,0,0,0,0,0,0,21,21,0,0,0,0,0,0,10,10,0,0,0,0,0,0,7,7,0,0,0,3,0,0,98,102,0,0,0,9,3,6,37,61,Torres (S)
36960,0,0,0,9,5,0,73,91,0,0,5,35,19,0,26,82,0,0,0,80,35,9,80,200,0,0,8,69,15,4,34,137,3,0,9,63,4,9,26,120,0,0,8,26,5,0,17,62,0,0,0,5,4,3,18,31,6,9,34,289,91,27,269,728,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,7,0,3,0,9,0,0,4,15,3,0,0,10,0,0,4,21,0,3,0,3,0,0,3,10,0,3,0,9,0,0,0,17,0,0,0,4,0,0,0,8,4,4,3,35,5,0,14,76,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,11,10,0,0,0,0,0,0,3,8,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,36,0,0,0,9,5,0,79,99,Torres Strait Island (R)
37010,0,0,0,44,20,3,79,151,0,11,13,145,13,5,118,305,4,15,27,239,21,13,222,548,3,25,39,155,8,12,148,385,10,22,45,105,0,4,79,258,9,20,15,75,6,7,28,156,0,3,7,23,0,3,18,61,27,88,151,783,74,44,686,1859,0,3,22,319,128,22,187,687,21,462,200,1728,186,66,148,2814,487,1681,676,4495,133,150,391,8019,656,1395,996,3743,90,145,357,7386,612,1096,1195,3632,47,138,402,7117,465,766,944,3120,45,159,382,5882,344,642,665,2788,25,183,841,5489,2592,6036,4691,19828,655,873,2704,37388,0,0,0,3,0,0,410,411,0,3,0,5,3,0,818,832,0,3,3,14,0,0,1161,1195,0,3,10,16,0,0,895,934,3,3,10,16,0,0,890,921,5,7,3,25,0,0,735,773,4,3,3,24,0,0,754,789,19,24,33,105,3,4,5667,5853,0,3,22,363,157,33,672,1244,Townsville (C)
31000,0,0,10,64,31,6,82,192,3,51,60,216,34,16,135,513,44,124,97,388,35,23,240,947,39,130,91,238,14,20,150,684,50,85,100,192,7,13,92,544,31,51,47,103,5,4,58,298,11,10,13,52,3,5,41,137,182,448,413,1265,125,88,788,3308,13,46,455,1814,592,206,953,4076,651,8226,3383,6442,742,442,1379,21259,11100,28254,8460,16766,672,999,3143,69387,12584,22091,8038,13635,468,989,2610,60407,10150,15511,7645,13334,318,872,2117,49946,6965,10080,5512,10669,211,883,1829,36140,5024,8216,5004,12291,205,1207,5053,36996,46484,92420,38494,74942,3200,5589,17074,278207,3,3,0,12,3,0,1293,1312,3,20,12,34,0,0,2675,2746,20,66,29,61,0,10,5856,6047,33,57,31,61,3,10,4319,4512,23,50,33,52,0,6,3856,4029,21,32,20,53,0,4,2845,2982,17,43,30,108,0,9,3082,3291,119,272,155,385,8,42,23933,24914,15,52,461,1892,626,206,2319,5574,Brisbane (C)
31900,0,0,0,3,3,0,5,12,0,0,0,8,4,3,3,13,0,0,0,19,0,0,8,31,0,0,0,9,0,0,3,16,0,0,0,6,0,0,0,10,0,0,0,7,0,0,4,12,0,0,0,0,0,0,9,10,0,0,4,54,9,6,32,105,0,0,0,23,12,0,27,63,0,15,9,173,8,3,15,228,13,87,25,351,10,10,21,515,12,60,33,364,3,17,32,529,16,53,79,374,8,13,45,591,20,47,52,361,8,23,56,570,13,31,44,392,6,20,131,634,81,292,244,2040,52,84,328,3124,0,0,0,0,0,0,20,20,0,0,0,3,0,0,26,30,0,0,0,0,0,0,57,56,0,0,0,8,0,0,62,69,0,0,0,0,0,0,80,79,0,0,0,4,0,0,67,76,0,0,0,6,0,0,153,160,0,0,0,21,0,0,464,488,0,0,0,22,13,0,58,93,Burdekin (S)
31950,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,6,4,0,0,0,11,0,0,0,7,3,0,0,7,0,0,3,3,0,0,0,9,0,0,0,3,0,0,3,7,0,7,6,17,3,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,Burke (S)
