lga_code16,m_ind_15_19_pd_gd_gcl,m_ind_15_19_bdl,m_ind_15_19_adip_dipl,m_ind_15_19_ct_iii_iv,m_ind_15_19_ct_i_ii,m_ind_15_19_cl_nfd,m_ind_15_19_loe_ns,m_ind_15_19_tot,m_ind_20_24_pd_gd_gcl,m_ind_20_24_bdl,m_ind_20_24_adip_dipl,m_ind_20_24_ct_iii_iv,m_ind_20_24_ct_i_ii,m_ind_20_24_cl_nfd,m_ind_20_24_loe_ns,m_ind_20_24_tot,m_ind_25_34_pd_gd_gcl,m_ind_25_34_bdl,m_ind_25_34_adip_dipl,m_ind_25_34_ct_iii_iv,m_ind_25_34_ct_i_ii,m_ind_25_34_cl_nfd,m_ind_25_34_loe_ns,m_ind_25_34_tot,m_ind_35_44_pd_gd_gcl,m_ind_35_44_bdl,m_ind_35_44_adip_dipl,m_ind_35_44_ct_iii_iv,m_ind_35_44_ct_i_ii,m_ind_35_44_cl_nfd,m_ind_35_44_loe_ns,m_ind_35_44_tot,m_ind_45_54_pd_gd_gcl,m_ind_45_54_bdl,m_ind_45_54_adip_dipl,m_ind_45_54_ct_iii_iv,m_ind_45_54_ct_i_ii,m_ind_45_54_cl_nfd,m_ind_45_54_loe_ns,m_ind_45_54_tot,m_ind_55_64_pd_gd_gcl,m_ind_55_64_bdl,m_ind_55_64_adip_dipl,m_ind_55_64_ct_iii_iv,m_ind_55_64_ct_i_ii,m_ind_55_64_cl_nfd,m_ind_55_64_loe_ns,m_ind_55_64_tot,m_ind_65ov_ptgdde_gddp_gdct,m_ind_65ov_bdl,m_ind_65ov_adip_dipl,m_ind_65ov_ct_iii_iv,m_ind_65ov_ct_i_ii,m_ind_65ov_cl_nfd,m_ind_65ov_loe_ns,m_ind_65ov_tot,m_ind_tot_pd_gd_gcl,m_ind_tot_bdl,m_ind_tot_adip_dipl,m_ind_tot_ct_iii_iv,m_ind_tot_ct_i_ii,m_ind_tot_cl_nfd,m_ind_tot_loe_ns,m_ind_tot_tot,m_noni_15_19_pd_gd_gcl,m_noni_15_19_bdl,m_noni_15_19_adip_dipl,m_noni_15_19_ct_iii_iv,m_noni_15_19_ct_i_ii,m_noni_15_19_cl_nfd,m_noni_15_19_loe_ns,m_noni_15_19_tot,m_noni_20_24_pd_gd_gcl,m_noni_20_24_bdl,m_noni_20_24_adip_dipl,m_noni_20_24_ct_iii_iv,m_noni_20_24_ct_i_ii,m_noni_20_24_cl_nfd,m_noni_20_24_loe_ns,m_noni_20_24_tot,m_noni_25_34_pd_gd_gcl,m_noni_25_34_bdl,m_noni_25_34_adip_dipl,m_noni_25_34_ct_iii_iv,m_noni_25_34_ct_i_ii,m_noni_25_34_cl_nfd,m_noni_25_34_loe_ns,m_noni_25_34_tot,m_noni_35_44_pd_gd_gcl,m_noni_35_44_bdl,m_noni_35_44_adip_dipl,m_noni_35_44_ct_iii_iv,m_noni_35_44_ct_i_ii,m_noni_35_44_cl_nfd,m_noni_35_44_loe_ns,m_noni_35_44_tot,m_noni_45_54_pd_gd_gcl,m_noni_45_54_bdl,m_noni_45_54_adip_dipl,m_noni_45_54_ct_iii_iv,m_noni_45_54_ct_i_ii,m_noni_45_54_cl_nfd,m_noni_45_54_loe_ns,m_noni_45_54_tot,m_noni_55_64_pd_gd_gcl,m_noni_55_64_bdl,m_noni_55_64_adip_dipl,m_noni_55_64_ct_iii_iv,m_noni_55_64_ct_i_ii,m_noni_55_64_cl_nfd,m_noni_55_64_loe_ns,m_noni_55_64_tot,m_noni_65ov_ptgdde_gddp_gdct,m_noni_65ov_bdl,m_noni_65ov_adip_dipl,m_noni_65ov_ct_iii_iv,m_noni_65ov_ct_i_ii,m_noni_65ov_cl_nfd,m_noni_65ov_loe_ns,m_noni_65ov_tot,m_noni_totpdde_gddp_gdct,m_noni_tot_bdl,m_noni_tot_adip_dipl,m_noni_tot_ct_iii_iv,m_noni_tot_ct_i_ii,m_noni_tot_cl_nfd,m_noni_tot_loe_ns,m_noni_tot_tot,m_is_ns_15_19_pd_gd_gcll,m_is_ns_15_19_bdl,m_is_ns_15_19_adip_dipl,m_is_ns_15_19_ct_iii_iv_l,m_is_ns_15_19_ct_i_ii,m_is_ns_15_19_cl_nfd,m_is_ns_15_19_loe_ns,m_is_ns_15_19_tot,m_is_ns_20_24_pd_gd_gcll,m_is_ns_20_24_bdl,m_is_ns_20_24_addip_and_dipl,m_is_ns_20_24_ct_iii_iv_l,m_is_ns_20_24_ct_i_ii,m_is_ns_20_24_cl_nfd,m_is_ns_20_24_loe_ns,m_is_ns_20_24_tot,m_is_ns_25_34_pd_gd_gcll,m_is_ns_25_34_bdl,m_is_ns_25_34_addip_and_dipl,m_is_ns_25_34_ct_iii_iv_l,m_is_ns_25_34_ct_i_ii_l,m_is_ns_25_34_cl_nfd,m_is_ns_25_34_loe_ns,m_is_ns_25_34_tot,m_is_ns_35_44_pd_gd_gcll,m_is_ns_35_44_bdl,m_is_ns_35_44_adip_dipl,m_is_ns_35_44_ct_iii_iv_l,m_is_ns_35_44_ct_i_ii_l,m_is_ns_35_44_cl_nfd,m_is_ns_35_44_loe_ns,m_is_ns_35_44_tot,m_is_ns_45_54_pdde_gddp_gdc,m_is_ns_45_54_bdl,m_is_ns_45_54_adip_dipl,m_is_ns_45_54_ct_iii_iv_l,m_is_ns_45_54_ct_i_ii_l,m_is_ns_45_54_cl_nfd,m_is_ns_45_54_loe_ns,m_is_ns_45_54_tot,m_is_ns_55_64_pd_gd_gcl,m_is_ns_55_64_bdl,m_is_ns_55_64_adip_dipl,m_is_ns_55_64_ct_iii_iv_l,m_is_ns_55_64_ct_i_ii_l,m_is_ns_55_64_cl_nfd,m_is_ns_55_64_loe_ns,m_is_ns_55_64_tot,m_is_ns_65ov_pd_gd_gcl,m_is_ns_65ov_bdl,m_is_ns_65ov_adip_dipl,m_is_ns_65ov_ct_iii_iv_l,m_is_ns_65ov_ct_i_ii,m_is_ns_65ov_cl_nfd,m_is_ns_65ov_loe_ns,m_is_ns_65ov_tot,m_is_ns_totpdde_gddp_gdct,m_is_ns_tot_bdl,m_is_ns_tot_adip_dipl,m_is_ns_tot_ct_iii_iv_l,m_is_ns_tot_ct_i_ii,m_is_ns_tot_cl_nfd,m_is_ns_tot_loe_ns,m_is_ns_tot_tot,m_t_15_19_pd_gd_gcl,m_t_15_19_bdl,m_t_15_19_adip_dipl,m_t_15_19_ct_iii_iv,m_t_15_19_ct_i_ii,m_t_15_19_cl_nfd,m_t_15_19_loe_ns,m_t_15_19_tot,lga_name16
17620,0,0,0,4,0,0,4,9,0,0,0,15,0,0,0,16,0,0,0,16,0,0,0,14,0,3,0,13,0,0,3,21,0,0,3,13,0,0,3,20,0,0,0,12,0,0,0,11,0,0,0,3,0,0,0,5,0,3,7,64,0,0,16,93,0,0,0,18,3,0,19,47,0,5,9,102,5,0,14,133,10,67,23,319,12,14,32,475,23,62,66,282,10,13,40,502,22,54,62,283,8,18,41,481,21,59,55,260,5,15,60,473,17,54,56,249,0,27,114,514,95,291,268,1519,36,90,320,2617,0,0,0,0,0,0,19,16,0,0,0,0,0,0,32,29,0,0,0,8,0,0,65,73,0,0,4,0,0,0,71,75,0,0,0,0,0,0,70,70,0,3,0,4,0,0,70,74,0,0,3,4,0,0,95,104,0,3,10,20,0,0,422,451,0,0,0,23,3,0,47,71,Upper Hunter Shire (A)
17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,10,0,0,3,8,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,20,0,0,4,26,0,0,0,4,0,0,13,26,0,3,3,46,3,0,4,59,6,23,14,113,3,6,16,171,8,40,37,131,3,6,15,242,14,40,62,175,5,8,31,334,29,34,41,171,6,13,32,334,30,50,46,195,0,15,80,415,97,192,194,840,26,48,188,1589,0,0,0,0,0,0,21,23,0,0,0,0,0,0,14,14,0,0,0,0,3,0,23,26,0,0,0,0,0,0,25,26,0,0,0,5,0,0,40,49,0,0,0,0,0,0,54,56,0,3,0,3,0,0,62,76,3,3,0,13,3,0,239,265,0,0,0,8,0,0,36,45,Upper Lachlan Shire (A)
17650,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,9,0,0,0,17,0,0,0,10,0,0,4,16,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,4,4,0,3,26,3,3,10,54,0,0,0,10,5,0,15,31,0,5,0,32,7,0,3,46,4,16,9,90,3,0,8,135,18,45,31,82,3,7,9,200,30,36,31,119,7,4,16,239,26,37,37,137,7,19,20,280,45,42,46,113,0,14,59,319,121,177,159,587,32,42,129,1244,0,0,0,0,0,0,11,11,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,12,0,0,0,0,0,0,21,20,0,0,0,3,0,0,28,31,0,0,0,4,0,0,28,27,0,0,0,0,0,0,31,40,0,0,0,5,0,0,136,152,0,0,0,12,5,3,25,45,Uralla (A)
17750,0,0,0,10,3,0,13,30,0,8,3,30,3,0,3,52,0,11,13,69,5,5,5,108,0,6,10,55,5,0,3,83,4,3,9,32,3,4,3,62,0,4,3,17,0,0,9,31,0,0,3,7,0,0,7,18,8,31,40,213,21,21,55,385,0,3,7,92,35,10,73,218,11,118,50,669,59,34,49,984,159,604,244,1431,63,54,99,2645,234,542,309,1096,51,54,88,2366,231,376,305,1096,26,68,106,2210,211,324,290,1005,23,79,126,2063,156,220,231,976,23,87,330,2027,998,2192,1434,6360,272,387,868,12522,0,0,0,0,3,0,119,120,0,0,0,8,0,0,135,143,0,6,0,4,0,0,229,242,0,0,0,12,0,0,190,203,0,3,0,6,0,0,219,229,0,3,3,3,0,0,208,220,0,0,0,9,0,0,255,266,0,11,4,48,0,3,1350,1420,0,3,6,104,41,14,208,374,Wagga Wagga (C)
17850,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,9,0,0,0,6,0,0,3,6,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,3,0,0,3,13,0,0,17,36,0,0,0,0,0,0,4,8,0,0,0,15,4,0,3,21,0,15,11,43,0,0,4,76,6,12,13,42,3,0,4,79,7,14,19,56,3,3,3,102,8,20,10,63,0,3,11,106,10,15,23,68,0,4,48,162,26,76,71,283,9,18,74,559,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,17,17,0,0,0,0,0,0,13,13,0,0,0,0,0,0,18,18,0,0,0,0,0,0,18,17,0,0,0,0,0,0,43,48,0,0,0,3,0,0,113,116,0,0,0,4,4,0,11,20,Walcha (A)
17900,0,0,0,0,0,0,10,13,0,0,0,12,0,0,3,15,0,0,0,11,0,0,16,29,0,0,0,11,0,0,9,23,0,3,3,8,3,0,13,33,0,3,3,14,0,0,7,27,0,0,3,5,0,0,3,10,0,6,15,57,6,3,65,154,0,0,0,4,0,0,3,12,0,5,3,15,0,0,8,30,6,29,24,54,0,5,7,130,8,23,26,42,3,4,6,113,3,7,21,49,0,5,9,103,3,12,17,93,3,6,32,167,3,15,20,122,3,10,68,235,22,92,116,374,21,31,133,792,0,0,0,0,0,0,14,14,0,0,0,0,0,0,17,22,0,0,0,3,0,0,30,30,0,0,0,0,0,0,35,42,0,0,0,0,0,0,32,32,0,0,0,0,0,0,66,67,0,0,0,4,0,0,75,79,0,0,0,9,0,0,271,284,0,0,0,6,3,0,27,36,Walgett (A)
17950,0,0,0,0,0,0,7,5,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,4,0,0,0,5,0,0,4,12,0,0,0,3,0,0,4,5,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,3,0,0,0,12,0,0,24,39,0,0,0,3,0,0,0,9,0,3,3,13,0,3,3,22,0,11,10,43,0,3,3,72,0,17,4,32,0,3,0,65,4,6,9,34,0,6,6,71,3,4,7,42,0,0,13,80,3,13,4,42,0,3,17,81,13,59,37,209,7,17,52,392,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,19,17,0,0,0,0,0,0,11,15,0,0,0,0,0,0,14,17,0,0,0,0,0,0,19,15,0,0,0,0,0,0,27,24,0,4,0,3,0,0,86,100,0,0,0,3,0,0,11,14,Warren (A)
18020,0,0,0,4,0,0,3,12,0,0,0,7,3,0,3,16,0,0,0,15,0,0,3,17,0,0,3,5,3,0,3,14,0,0,4,10,0,0,3,16,0,0,3,6,0,0,4,17,0,0,0,3,0,0,6,7,0,0,12,50,10,3,23,95,0,0,0,12,3,0,21,41,0,4,3,38,8,3,10,60,7,35,10,85,8,4,7,151,15,32,24,126,7,10,18,229,9,33,30,148,10,11,25,277,20,29,40,161,8,21,42,315,16,40,43,231,4,18,104,465,57,182,148,795,47,75,228,1523,0,0,0,0,0,0,12,12,0,0,0,0,0,0,28,30,0,0,0,0,0,0,35,42,0,0,0,0,0,0,46,47,0,0,0,0,0,0,53,51,0,0,0,0,0,0,78,80,0,0,0,0,0,3,133,132,0,0,0,3,3,3,385,396,0,0,0,13,5,0,40,64,Warrumbungle Shire (A)
18050,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,10,0,3,0,0,3,17,0,10,0,3,0,0,3,23,0,3,0,4,0,0,0,12,0,3,0,3,0,0,0,6,0,0,0,5,0,0,0,4,3,30,4,22,0,3,4,71,0,3,3,20,3,8,30,70,17,348,86,131,12,23,49,673,950,2776,554,723,22,79,259,5365,1120,2128,584,480,24,64,161,4557,719,1287,372,426,16,75,130,3023,428,783,246,325,6,45,99,1932,349,662,242,560,10,86,296,2211,3584,7991,2088,2666,95,389,1020,17824,0,0,0,0,0,0,95,90,0,0,3,0,0,0,175,181,3,11,0,3,0,0,899,918,6,4,0,0,0,0,596,607,0,0,0,3,0,0,389,398,0,0,0,4,0,0,246,251,3,12,4,3,0,0,382,409,6,24,19,14,0,0,2788,2853,0,3,9,17,3,8,122,161,Waverley (A)
18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,6,22,0,0,0,0,0,0,5,7,0,0,0,14,0,0,4,18,0,10,4,46,3,0,3,71,3,26,12,46,5,3,6,96,3,9,11,53,0,3,12,97,5,15,18,67,5,8,19,137,6,12,14,105,4,7,57,206,18,70,68,337,15,27,106,632,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,11,7,0,0,0,0,0,0,9,13,0,0,0,0,0,0,17,15,0,0,0,0,0,0,26,31,0,0,0,0,0,0,39,46,0,0,0,5,0,0,112,120,0,0,0,0,0,0,11,14,Weddin (A)
18200,0,0,0,0,0,0,12,12,0,0,0,6,0,0,3,11,0,0,0,6,0,0,18,26,0,0,4,0,0,0,7,13,0,0,0,9,6,0,3,19,0,0,3,0,0,0,3,8,0,0,0,0,0,0,7,7,0,0,5,19,6,0,58,86,0,0,0,9,0,0,17,30,0,6,0,52,3,0,3,64,0,21,17,125,5,5,12,188,4,38,32,112,3,4,13,203,7,24,25,142,7,6,16,222,10,21,21,128,5,5,21,210,8,19,34,120,0,9,60,250,31,129,134,678,25,41,144,1172,0,0,0,0,0,0,22,22,0,0,0,0,0,0,14,15,0,0,0,0,0,0,33,38,0,0,0,0,0,0,28,31,0,0,0,0,0,0,46,48,0,0,0,3,0,0,62,64,0,0,0,3,0,0,69,72,0,3,0,7,0,0,278,295,0,0,0,9,0,0,52,64,Wentworth (A)
18230,0,0,0,13,3,3,44,70,0,4,10,70,12,4,92,185,3,9,17,126,6,5,183,342,6,11,16,92,3,10,85,216,0,9,17,87,5,8,47,170,5,0,13,51,0,4,21,98,0,3,3,29,0,0,34,72,14,35,71,464,25,32,509,1151,0,0,4,56,4,6,58,124,5,58,14,368,25,15,69,554,121,390,140,938,35,29,171,1819,145,298,199,783,17,46,134,1625,101,245,206,854,23,49,126,1609,95,215,199,769,17,45,125,1479,71,153,155,789,14,71,333,1593,542,1357,931,4562,139,268,1008,8799,0,0,0,0,0,0,86,92,0,0,0,3,0,0,105,110,0,0,0,13,0,0,230,244,0,4,0,12,0,0,207,217,0,0,0,14,0,0,216,232,0,3,4,15,3,3,213,238,0,0,0,14,0,0,300,314,0,11,6,61,6,3,1357,1446,0,0,4,68,9,7,187,280,Western Plains Regional (A)
18250,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,7,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,4,9,10,3,12,0,0,3,33,0,4,12,19,4,4,44,92,45,472,130,105,12,15,44,828,992,2202,464,349,28,47,108,4182,1521,2331,463,373,15,58,127,4884,1087,1660,461,375,21,55,122,3782,650,1122,337,300,13,93,90,2603,587,1073,375,474,15,106,251,2886,4890,8868,2251,1997,98,378,788,19265,0,0,0,0,0,0,60,60,0,0,0,0,0,0,100,101,3,0,0,0,0,0,281,287,3,4,0,0,0,0,259,260,0,0,0,0,0,0,194,203,5,4,0,4,0,0,161,171,6,8,4,5,0,0,222,242,15,16,7,10,0,0,1276,1328,0,4,12,24,4,4,104,158,Willoughby (C)
18350,0,0,0,0,0,0,4,4,0,0,0,9,3,0,0,20,0,0,3,18,0,0,6,30,0,0,5,11,0,0,0,24,0,3,3,14,0,0,6,27,0,9,0,15,0,0,0,29,4,3,6,5,0,0,3,16,4,15,23,80,3,0,24,149,0,3,3,37,10,10,72,129,6,37,29,290,12,4,23,410,79,236,133,710,21,15,53,1254,157,340,229,773,13,28,65,1610,207,373,299,938,21,64,90,1991,291,465,248,860,22,86,109,2090,468,798,555,1167,23,178,440,3632,1221,2256,1493,4775,133,390,852,11114,0,0,0,0,0,0,56,61,0,0,0,3,0,0,50,52,0,0,0,7,0,0,117,125,0,3,0,3,0,0,151,160,0,0,0,6,0,3,205,215,0,0,0,3,0,0,165,167,0,6,0,12,0,3,316,343,3,11,4,34,0,6,1046,1112,0,3,0,41,10,10,131,197,Wingecarribee (A)
18400,0,0,0,6,3,0,13,20,0,0,0,16,0,0,4,21,0,0,8,31,0,0,3,47,0,3,8,27,0,0,3,44,4,5,5,24,0,3,3,46,0,5,0,18,0,4,5,29,0,0,0,6,0,0,3,14,9,17,26,127,6,9,27,216,0,0,4,82,13,4,95,202,5,80,52,469,12,18,36,668,70,256,197,1171,34,36,58,1823,118,267,256,1366,25,55,87,2178,115,221,315,1292,19,67,111,2147,124,215,247,1046,18,77,98,1835,71,164,159,935,13,87,300,1728,513,1203,1232,6361,140,332,798,10576,0,0,0,0,3,0,56,59,0,0,0,10,0,0,53,64,0,4,0,10,0,0,134,149,0,3,0,10,0,0,144,160,0,0,3,4,0,0,144,155,0,0,0,15,0,0,164,175,0,0,3,6,0,0,171,184,3,5,6,56,3,0,873,948,0,0,4,88,14,4,164,274,Wollondilly (A)
18450,0,0,0,14,3,3,27,47,0,3,4,58,9,4,14,92,12,27,18,115,3,13,25,215,9,14,28,79,4,8,17,160,10,7,31,70,3,6,20,152,4,8,16,44,0,4,12,94,3,5,3,17,0,0,16,48,38,68,107,393,30,40,131,801,3,5,20,254,49,30,208,559,70,975,405,1486,114,66,185,3297,1143,2577,1083,3574,164,145,331,9020,1184,2079,1351,3588,107,198,371,8889,991,1553,1396,3848,84,235,412,8515,992,1346,1054,3455,71,263,421,7605,752,1077,875,4289,65,387,1361,8810,5134,9620,6185,20492,657,1331,3289,46696,0,0,0,0,0,0,217,222,0,6,0,10,0,0,366,384,0,7,4,18,0,0,634,668,4,6,5,26,0,3,503,542,3,7,4,23,0,0,561,601,3,4,9,26,0,4,553,597,0,4,6,37,3,4,923,984,11,33,28,146,3,11,3766,4001,3,3,20,264,51,27,455,836,Wollongong (C)
18500,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,8,0,7,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,3,7,24,0,3,3,8,5,4,34,64,29,350,53,69,4,11,29,542,637,1929,274,270,11,48,96,3260,832,1396,302,208,19,46,68,2870,748,1167,252,230,8,55,98,2553,560,938,216,171,11,48,86,2024,733,1184,299,369,13,87,268,2943,3540,6963,1402,1324,72,297,678,14263,0,0,0,0,0,0,85,85,0,0,0,0,0,0,126,124,0,3,0,0,0,0,397,407,4,4,0,0,0,0,300,306,3,3,5,3,0,0,263,274,3,9,0,0,0,0,222,231,3,15,0,3,0,0,440,469,9,29,11,3,0,3,1835,1896,0,3,3,8,5,4,124,146,Woollahra (A)
18710,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,7,0,3,0,7,0,0,0,13,3,0,3,7,0,0,0,11,0,0,0,4,3,0,0,12,0,0,0,3,0,0,0,6,0,3,0,4,0,0,4,6,3,5,5,27,3,0,10,54,0,0,0,12,9,3,28,48,0,14,12,90,4,5,11,135,15,95,62,240,11,3,16,436,92,165,125,283,5,18,33,731,126,168,124,336,7,18,27,815,116,147,108,252,8,18,33,685,110,154,85,257,3,18,119,742,459,745,519,1473,44,81,261,3589,0,0,0,0,0,0,30,30,0,0,0,0,0,0,24,24,0,0,0,0,0,0,39,44,0,3,0,0,0,0,66,78,0,3,0,0,0,0,63,71,0,0,0,0,0,0,78,84,0,0,0,3,0,0,72,75,0,8,3,6,0,0,368,390,0,0,3,11,9,3,55,80,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,12,0,0,0,12,0,4,4,28,0,0,0,36,0,5,5,24,3,0,0,46,0,4,6,17,0,5,0,37,3,4,3,19,0,0,0,41,0,0,3,17,0,8,8,33,8,25,25,121,5,16,10,202,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,13,13,0,0,0,0,0,0,10,15,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,8,0,0,0,3,0,0,52,58,0,0,0,3,0,0,3,7,Unincorporated NSW
20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,7,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,17,0,0,0,17,3,0,14,39,0,8,10,75,6,4,5,113,9,68,34,163,7,4,12,298,27,97,54,221,6,9,16,427,42,58,79,287,3,12,41,520,57,96,88,312,12,21,35,623,48,91,115,319,6,16,144,738,177,412,377,1398,39,72,267,2753,0,0,0,0,0,0,9,9,0,0,0,0,0,0,17,18,0,0,0,3,0,0,34,38,0,0,0,3,0,0,47,50,0,0,0,4,0,0,77,80,0,3,0,0,0,0,85,89,0,0,0,4,0,0,102,111,0,4,0,16,0,0,364,395,0,0,0,17,3,0,25,46,Alpine (S)
20260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,17,0,0,0,0,0,0,13,14,0,0,0,3,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,50,60,0,0,0,14,3,0,25,42,0,16,6,46,6,3,38,119,11,59,27,166,6,8,194,470,14,36,54,172,10,7,207,495,18,43,76,203,4,15,146,496,17,63,58,229,7,15,135,524,20,37,76,242,5,18,183,582,79,255,301,1073,46,65,919,2735,0,0,0,0,0,0,9,9,0,0,0,0,0,0,16,18,0,0,0,3,0,0,36,39,0,0,0,3,0,0,42,46,0,0,0,4,0,0,49,49,0,0,0,0,0,0,48,47,0,0,0,3,0,0,78,85,0,3,3,13,0,0,278,300,0,0,0,14,3,0,37,56,Ararat (RC)
20570,0,0,0,0,0,0,9,14,0,3,0,14,7,0,5,27,0,5,6,27,0,3,4,45,3,3,4,12,3,0,8,32,0,3,3,11,0,0,3,20,0,0,5,13,0,0,8,29,0,0,0,3,0,0,6,9,3,13,25,85,14,10,35,177,0,3,12,175,39,10,118,358,24,281,137,874,68,29,82,1496,345,1103,506,2017,78,73,154,4282,441,1021,562,1580,48,93,167,3916,475,718,562,1574,34,93,210,3671,438,548,514,1426,27,83,213,3247,365,557,522,1659,23,115,701,3947,2091,4232,2818,9317,316,499,1647,20913,0,0,0,3,0,0,143,143,0,0,0,4,0,0,220,226,0,0,0,17,3,0,352,373,4,3,0,13,0,0,307,329,0,0,0,16,0,0,307,326,3,3,0,7,0,0,288,305,4,0,8,27,0,0,492,533,12,14,10,86,3,4,2111,2240,0,3,12,179,36,10,271,516,Ballarat (C)
20660,0,0,0,0,0,0,0,3,0,0,7,15,0,0,0,23,0,5,7,12,0,0,3,21,0,3,3,4,0,0,7,20,0,7,3,11,0,0,0,26,3,4,0,4,0,0,3,20,0,0,4,4,0,0,3,10,5,18,17,55,7,4,17,126,0,4,12,127,39,3,70,257,61,621,239,562,32,39,72,1628,972,2294,780,1645,44,85,190,6007,1338,2358,892,1526,45,105,198,6463,1065,1545,800,1650,38,122,220,5440,891,1291,700,1418,27,106,198,4636,729,1075,867,2084,32,173,679,5643,5061,9197,4285,9012,256,642,1620,30075,0,0,0,0,0,0,110,110,0,3,0,0,0,0,140,146,0,9,0,10,0,0,323,341,3,4,3,11,0,3,336,366,3,3,4,8,0,0,321,335,3,3,8,9,0,0,257,278,6,4,7,25,0,0,407,454,18,25,20,67,0,3,1895,2033,0,4,12,125,39,3,183,369,Banyule (C)
20740,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,14,0,0,0,5,0,0,0,6,0,0,0,3,0,0,0,10,0,4,0,5,0,0,0,15,3,0,0,3,0,0,3,9,3,4,6,27,0,3,6,49,0,0,3,27,14,0,70,112,5,26,25,139,9,7,24,230,42,151,83,538,21,16,50,905,45,174,120,554,13,24,51,987,68,150,157,682,18,44,86,1203,114,215,160,788,14,45,115,1447,147,254,356,1034,13,85,368,2258,420,966,901,3763,99,222,769,7143,0,0,0,0,0,0,41,41,0,0,0,3,0,0,28,35,0,0,4,3,0,3,80,87,0,0,0,13,0,0,77,87,0,0,3,0,0,0,150,159,0,0,0,6,0,0,156,162,0,3,5,20,0,0,312,341,3,3,11,45,0,3,841,907,0,0,3,25,14,0,111,149,Bass Coast (S)
20830,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,8,0,0,0,11,3,0,0,12,0,0,0,4,0,0,3,8,0,0,0,12,0,3,3,14,0,0,0,3,0,0,0,7,0,0,4,3,0,0,0,8,0,0,10,34,4,4,14,67,0,0,3,85,11,0,86,189,7,52,48,399,25,9,34,571,73,247,187,1101,28,36,62,1731,103,269,212,948,22,29,75,1657,131,223,222,1143,21,38,93,1875,159,313,266,910,16,45,118,1829,163,264,331,1075,22,81,361,2295,634,1371,1279,5662,133,233,837,10148,0,0,0,0,0,0,63,68,0,0,0,0,0,0,74,76,0,4,0,3,0,0,135,145,0,0,0,3,0,0,147,157,0,0,0,0,0,0,199,201,3,0,0,3,0,0,191,203,3,0,7,20,0,0,307,329,8,9,10,31,0,0,1120,1173,0,0,3,89,11,0,155,256,Baw Baw (S)
