LGA_MAIN11,Sme_Usl_ad_5_yr_ago_as_2011_M,Sme_Usl_ad_5_yr_ago_as_2011_F,Sme_Usl_ad_5_yr_ago_as_2011_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
11450,14773,15312,30085,1941,2126,4067,6874,7252,14126,77,83,160,162,175,337,16,17,33,29,33,62,13,17,30,7,5,12,29,41,70,0,0,0,7207,7623,14830,446,482,928,88,95,183,9682,10326,20008,1061,990,2051,25516,26628,52144,Camden (A)
11600,825,711,1536,164,169,333,144,142,286,30,23,53,15,17,32,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,187,376,43,37,80,4,6,10,400,399,799,46,33,79,1271,1143,2414,Carrathool (A)
11700,627,561,1188,45,50,95,144,130,274,23,19,42,11,22,33,19,16,35,6,4,10,0,0,0,5,3,8,0,4,4,0,0,0,208,198,406,12,16,28,3,3,6,268,267,535,97,42,139,992,870,1862,Central Darling (A)
11720,13918,14129,28047,2758,3037,5795,4043,4507,8550,68,54,122,235,233,468,17,22,39,62,59,121,16,22,38,23,23,46,18,19,37,0,0,0,4482,4939,9421,214,198,412,154,149,303,7608,8323,15931,1791,1275,3066,23317,23727,47044,Cessnock (C)
11730,13422,13783,27205,3169,3528,6697,3356,3584,6940,160,180,340,952,1015,1967,44,34,78,81,80,161,30,34,64,38,32,70,46,48,94,0,0,0,4707,5007,9714,188,226,414,126,90,216,8190,8851,17041,1434,1169,2603,23046,23803,46849,Clarence Valley (A)
11750,1132,1021,2153,406,363,769,290,307,597,38,35,73,69,60,129,10,13,23,17,8,25,11,13,24,4,4,8,3,3,6,0,0,0,442,443,885,73,57,130,9,10,19,930,873,1803,199,162,361,2261,2056,4317,Cobar (A)
11800,16619,17416,34035,3328,3596,6924,6691,7456,14147,329,342,671,926,996,1922,82,94,176,133,128,261,70,69,139,56,58,114,124,142,266,0,3,3,8411,9288,17699,814,915,1729,195,186,381,12748,13985,26733,1759,1741,3500,31126,33142,64268,Coffs Harbour (C)
11860,535,451,986,36,30,66,85,93,178,22,35,57,13,8,21,6,3,9,3,3,6,3,3,6,5,4,9,0,3,3,0,0,0,137,152,289,4,6,10,3,0,3,180,188,368,38,25,63,753,664,1417,Conargo (A)
12000,1263,1286,2549,210,247,457,232,265,497,16,13,29,22,21,43,5,9,14,5,3,8,3,0,3,0,4,4,4,6,10,0,0,0,287,321,608,6,6,12,3,3,6,506,577,1083,114,100,214,1883,1963,3846,Coolamon (A)
12050,2787,2823,5610,447,493,940,614,612,1226,31,45,76,57,62,119,6,8,14,13,9,22,4,4,8,4,6,10,182,192,374,0,0,0,911,938,1849,54,69,123,30,34,64,1442,1534,2976,358,225,583,4587,4582,9169,Cooma-Monaro (A)
15800,1736,1705,3441,386,420,806,278,286,564,29,43,72,29,31,60,7,8,15,4,3,7,3,6,9,3,0,3,8,14,22,0,0,0,361,391,752,22,23,45,13,12,25,782,846,1628,184,200,384,2702,2751,5453,Narrandera (A)
15850,1892,1852,3744,461,522,983,369,408,777,10,9,19,50,45,95,3,4,7,4,3,7,0,3,3,0,3,3,0,3,3,0,0,0,436,478,914,21,15,36,12,13,25,930,1028,1958,178,160,338,3000,3040,6040,Narromine (A)
15900,37027,39022,76049,4137,4145,8282,18449,19584,38033,437,390,827,722,713,1435,133,112,245,160,173,333,79,82,161,108,117,225,174,182,356,4,0,4,20266,21353,41619,2642,2659,5301,379,365,744,27424,28522,55946,4033,3501,7534,68484,71045,139529,Newcastle (C)
15950,9821,11565,21386,1452,1628,3080,8542,9257,17799,385,391,776,380,432,812,107,121,228,131,138,269,50,39,89,15,19,34,141,154,295,4,0,4,9755,10551,20306,4154,4451,8605,92,88,180,15453,16718,32171,2728,2645,5373,28002,30928,58930,North Sydney (A)
16100,1530,1455,2985,293,258,551,344,345,689,11,4,15,29,21,50,8,12,20,3,3,6,0,3,3,6,3,9,0,3,3,0,0,0,401,394,795,29,23,52,4,5,9,727,680,1407,223,96,319,2480,2231,4711,Oberon (A)
16150,9065,9647,18712,1815,1899,3714,3987,4446,8433,91,93,184,242,265,507,45,49,94,100,82,182,28,31,59,24,21,45,43,46,89,0,0,0,4560,5033,9593,325,344,669,69,78,147,6769,7354,14123,1149,1022,2171,16983,18023,35006,Orange (C)
16180,3869,3801,7670,398,444,842,832,827,1659,40,55,95,115,118,233,14,21,35,16,31,47,15,10,25,27,37,64,830,815,1645,3,3,6,1892,1917,3809,112,119,231,25,19,44,2427,2499,4926,428,389,817,6724,6689,13413,Palerang (A)
16200,3966,4046,8012,993,1054,2047,920,982,1902,33,36,69,94,88,182,3,12,15,18,34,52,11,10,21,4,7,11,14,21,35,0,0,0,1097,1190,2287,78,82,160,24,24,48,2192,2350,4542,517,484,1001,6675,6880,13555,Parkes (A)
16250,40096,41441,81537,3545,3535,7080,17017,16830,33847,314,250,564,355,341,696,123,111,234,106,89,195,34,36,70,25,17,42,86,85,171,0,0,0,18060,17759,35819,9229,9350,18579,303,282,585,31137,30926,62063,5893,4817,10710,77126,77184,154310,Parramatta (C)
16350,50901,52320,103221,5285,5526,10811,17234,18298,35532,194,177,371,442,473,915,69,76,145,82,80,162,36,50,86,45,39,84,48,72,120,0,0,0,18150,19265,37415,1859,2083,3942,320,315,635,25614,27189,52803,4659,4224,8883,81174,83733,164907,Penrith (C)
16370,15388,16135,31523,2287,2298,4585,5525,6015,11540,95,135,230,171,187,358,20,18,38,52,51,103,18,22,40,6,10,16,23,24,47,0,0,0,5910,6462,12372,1118,1148,2266,79,124,203,9394,10032,19426,1212,1164,2376,25994,27331,53325,Pittwater (A)
16380,17738,19153,36891,3852,4309,8161,7437,8310,15747,326,348,674,748,742,1490,58,71,129,115,122,237,70,85,155,40,65,105,145,151,296,0,4,4,8939,9898,18837,479,515,994,142,150,292,13412,14872,28284,1749,1787,3536,32899,35812,68711,Port Macquarie-Hastings (A)
16400,16445,17174,33619,3482,3633,7115,5979,6318,12297,255,216,471,577,574,1151,132,146,278,97,104,201,44,40,84,140,121,261,106,109,215,0,0,0,7330,7628,14958,534,547,1081,127,114,241,11473,11922,23395,1905,1761,3666,29823,30857,60680,Port Stephens (A)
16470,9411,9447,18858,1073,1135,2208,2905,3001,5906,245,201,446,372,383,755,109,82,191,89,95,184,27,24,51,95,90,185,1389,1402,2791,6,6,12,5237,5284,10521,775,854,1629,77,69,146,7162,7342,14504,1085,872,1957,17658,17661,35319,Queanbeyan (C)
16550,27258,29866,57124,3581,3702,7283,12468,13413,25881,429,459,888,546,558,1104,110,131,241,156,177,333,45,71,116,68,51,119,245,259,504,0,0,0,14067,15119,29186,7959,8257,16216,255,261,516,25862,27339,53201,6280,4684,10964,59400,61889,121289,Randwick (C)
16610,6026,6040,12066,1313,1451,2764,1591,1670,3261,41,41,82,330,379,709,21,24,45,22,29,51,12,18,30,13,13,26,12,11,23,0,0,0,2042,2185,4227,56,85,141,58,58,116,3469,3779,7248,628,613,1241,10123,10432,20555,Richmond Valley (A)
16650,25197,26585,51782,2400,2367,4767,9293,9622,18915,149,130,279,204,205,409,45,52,97,37,44,81,16,16,32,12,8,20,51,57,108,0,0,0,9807,10134,19941,3921,3822,7743,213,251,464,16341,16574,32915,3302,2910,6212,44840,46069,90909,Rockdale (C)
16700,25950,27872,53822,2258,2395,4653,10154,10465,20619,231,203,434,212,220,432,81,87,168,77,80,157,29,35,64,18,15,33,80,72,152,0,0,0,10882,11177,22059,5070,5840,10910,193,193,386,18403,19605,38008,2415,2431,4846,46768,49908,96676,Ryde (C)
16900,18466,19118,37584,2596,2664,5260,5793,6328,12121,72,73,145,215,212,427,26,30,56,35,40,75,26,25,51,9,17,26,66,97,163,0,0,0,6242,6822,13064,314,426,740,128,162,290,9280,10074,19354,1217,1154,2371,28963,30346,59309,Shellharbour (C)
16950,24936,25758,50694,4584,5029,9613,8260,8943,17203,292,328,620,520,509,1029,76,85,161,151,142,293,60,62,122,62,56,118,323,347,670,24,15,39,9768,10487,20255,428,508,936,203,170,373,14983,16194,31177,3175,2580,5755,43094,44532,87626,Shoalhaven (C)
17000,6110,5890,12000,1483,1500,2983,1648,1597,3245,91,72,163,423,359,782,40,25,65,115,92,207,29,25,54,28,18,46,17,16,33,0,0,0,2391,2204,4595,195,205,400,40,30,70,4109,3939,8048,563,431,994,10782,10260,21042,Singleton (A)
17050,1867,1656,3523,408,362,770,585,542,1127,39,45,84,97,91,188,12,6,18,19,9,28,9,13,22,6,4,10,50,52,102,0,0,0,817,762,1579,95,85,180,16,13,29,1336,1222,2558,549,390,939,3752,3268,7020,Snowy River (A)
17400,1936,1936,3872,369,422,791,271,271,542,4,10,14,309,310,619,3,3,6,9,4,13,3,9,12,12,12,24,0,5,5,0,0,0,611,624,1235,15,25,40,31,23,54,1026,1094,2120,219,192,411,3181,3222,6403,Tenterfield (A)
17420,49594,50948,100542,3182,3294,6476,17873,18467,36340,329,332,661,384,466,850,124,111,235,107,115,222,28,34,62,30,19,49,86,99,185,0,3,3,18961,19646,38607,3797,4097,7894,219,178,397,26159,27215,53374,2402,2366,4768,78155,80529,158684,The Hills Shire (A)
17450,996,945,1941,202,198,400,190,191,381,30,34,64,16,23,39,0,3,3,3,0,3,5,3,8,0,0,0,8,8,16,0,0,0,252,262,514,23,17,40,9,6,15,486,483,969,214,51,265,1696,1479,3175,Tumbarumba (A)
17500,3303,3169,6472,634,672,1306,618,671,1289,50,53,103,82,66,148,3,4,7,13,13,26,4,5,9,6,9,15,37,45,82,0,0,0,813,866,1679,106,95,201,30,27,57,1583,1660,3243,254,248,502,5140,5077,10217,Tumut Shire (A)
17550,21331,22565,43896,3745,4146,7891,5760,6702,12462,415,466,881,3307,3663,6970,92,100,192,123,174,297,78,89,167,78,67,145,79,84,163,0,0,0,9932,11345,21277,936,1050,1986,205,196,401,14818,16737,31555,2355,2431,4786,38504,41733,80237,Tweed (A)
17620,3704,3663,7367,798,802,1600,1153,1208,2361,28,29,57,117,127,244,0,0,0,27,24,51,7,7,14,3,5,8,3,4,7,0,0,0,1338,1404,2742,128,141,269,37,54,91,2301,2401,4702,349,350,699,6354,6414,12768,Upper Hunter Shire (A)
17640,2326,2255,4581,351,369,720,421,450,871,10,10,20,36,40,76,6,0,6,6,4,10,0,3,3,3,4,7,92,79,171,0,0,0,574,590,1164,19,38,57,6,5,11,950,1002,1952,153,139,292,3429,3396,6825,Upper Lachlan Shire (A)
17650,1804,1785,3589,262,285,547,463,546,1009,5,9,14,75,76,151,3,3,6,6,5,11,3,0,3,5,3,8,3,0,3,0,0,0,563,642,1205,26,22,48,11,15,26,862,964,1826,125,114,239,2791,2863,5654,Uralla (A)
17700,407,356,763,50,40,90,41,33,74,16,15,31,4,9,13,3,0,3,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,70,63,133,3,3,6,0,0,0,123,106,229,34,38,72,564,500,1064,Urana (A)
17750,14100,14877,28977,2477,2711,5188,6453,7154,13607,452,488,940,638,480,1118,138,120,258,116,89,205,55,50,105,118,115,233,205,182,387,3,0,3,8178,8678,16856,706,744,1450,141,117,258,11502,12250,23752,1193,1152,2345,26795,28279,55074,Wagga Wagga (C)
17800,1268,1175,2443,148,168,316,85,80,165,190,213,403,21,29,50,10,11,21,5,15,20,7,6,13,3,3,6,3,0,3,0,0,0,324,357,681,34,23,57,4,3,7,510,551,1061,152,106,258,1930,1832,3762,Wakool (A)
17850,959,946,1905,219,191,410,152,181,333,7,0,7,17,29,46,0,3,3,3,0,3,0,3,3,0,3,3,0,0,0,0,0,0,179,219,398,7,11,18,3,3,6,408,424,832,49,52,101,1416,1422,2838,Walcha (A)
17900,1992,1612,3604,335,312,647,366,376,742,16,11,27,75,68,143,6,3,9,8,6,14,5,4,9,6,6,12,0,0,0,0,0,0,482,474,956,60,47,107,19,11,30,896,844,1740,370,241,611,3258,2697,5955,Walgett (A)
17950,815,800,1615,153,163,316,188,183,371,6,6,12,30,28,58,0,0,0,5,3,8,0,0,0,3,0,3,3,3,6,0,0,0,235,223,458,12,17,29,4,3,7,404,406,810,67,49,116,1286,1255,2541,Warren (A)
18000,36674,38698,75372,4228,4324,8552,14525,15066,29591,243,240,483,368,408,776,44,63,107,99,106,205,27,23,50,20,21,41,66,80,146,0,0,0,15392,16007,31399,4244,4422,8666,416,489,905,24280,25242,49522,2876,2751,5627,63830,66691,130521,Warringah (A)
18020,2895,2842,5737,530,571,1101,576,580,1156,12,12,24,91,97,188,3,12,15,9,8,17,6,3,9,9,3,12,5,7,12,0,0,0,711,722,1433,20,29,49,17,16,33,1278,1338,2616,318,300,618,4491,4480,8971,Warrumbungle Shire (A)
18050,12444,13285,25729,1862,1795,3657,6190,6526,12716,286,324,610,290,353,643,67,76,143,101,126,227,12,7,19,10,16,26,92,77,169,0,0,0,7048,7505,14553,3901,4153,8054,123,122,245,12934,13575,26509,3660,3294,6954,29038,30154,59192,Waverley (A)
18100,1187,1141,2328,170,195,365,209,226,435,5,6,11,25,19,44,8,4,12,3,6,9,0,3,3,0,0,0,14,13,27,0,0,0,264,277,541,9,12,21,11,8,19,454,492,946,90,72,162,1731,1705,3436,Weddin (A)
18150,2286,2275,4561,518,559,1077,522,535,1057,12,20,32,54,55,109,5,4,9,9,11,20,3,3,6,0,6,6,3,4,7,0,0,0,608,638,1246,7,21,28,24,13,37,1157,1231,2388,692,294,986,4135,3800,7935,Wellington (A)
18200,2013,1801,3814,320,315,635,201,205,406,313,337,650,45,33,78,58,50,108,12,12,24,4,0,4,11,19,30,3,0,3,0,0,0,647,656,1303,16,18,34,11,14,25,994,1003,1997,199,148,347,3206,2952,6158,Wentworth (A)
18250,15323,16888,32211,1865,1889,3754,6672,7080,13752,219,215,434,209,225,434,61,68,129,64,63,127,21,28,49,10,10,20,63,73,136,0,3,3,7319,7765,15084,3751,4344,8095,94,114,208,13029,14112,27141,1581,1551,3132,29933,32551,62484,Willoughby (C)
18350,11678,12636,24314,1913,2070,3983,4480,5115,9595,82,90,172,192,209,401,31,34,65,32,34,66,23,35,58,8,8,16,86,100,186,0,0,0,4934,5625,10559,346,363,709,101,156,257,7294,8214,15508,991,999,1990,19963,21849,41812,Wingecarribee (A)
18400,12900,12830,25730,1573,1536,3109,4157,4432,8589,38,31,69,92,122,214,16,22,38,20,18,38,14,14,28,7,3,10,7,15,22,0,0,0,4351,4657,9008,176,190,366,68,64,132,6168,6447,12615,907,836,1743,19975,20113,40088,Wollondilly (A)
18450,54615,56172,110787,7251,7528,14779,17158,18333,35491,260,281,541,540,562,1102,84,93,177,136,142,278,55,56,111,47,49,96,238,259,497,0,3,3,18518,19778,38296,3755,3304,7059,325,286,611,29849,30896,60745,4619,4186,8805,89083,91254,180337,Wollongong (C)
18500,10145,11876,22021,1382,1554,2936,5479,6315,11794,264,296,560,258,322,580,75,101,176,107,143,250,11,17,28,12,9,21,114,115,229,3,0,3,6323,7318,13641,2425,2587,5012,87,78,165,10217,11537,21754,2694,2664,5358,23056,26077,49133,Woollahra (A)
18550,38521,41086,79607,5470,6175,11645,17047,18865,35912,164,184,348,651,773,1424,69,67,136,106,133,239,63,68,131,35,40,75,94,83,177,0,0,0,18229,20213,38442,849,921,1770,491,465,956,25039,27774,52813,3663,3712,7375,67223,72572,139795,Wyong (A)
18710,3970,3953,7923,557,622,1179,670,727,1397,62,71,133,97,103,200,22,26,48,24,31,55,11,7,18,33,27,60,905,949,1854,4,0,4,1828,1941,3769,131,123,254,25,30,55,2541,2716,5257,394,380,774,6905,7049,13954,Yass Valley (A)
18750,3327,3448,6775,804,868,1672,757,862,1619,29,32,61,46,47,93,14,12,26,16,17,33,10,10,20,6,3,9,59,78,137,0,0,0,937,1061,1998,39,47,86,28,25,53,1808,2001,3809,369,356,725,5504,5805,11309,Young (A)
19399,392,337,729,21,15,36,82,72,154,10,8,18,21,11,32,12,14,26,7,10,17,4,0,4,0,3,3,0,4,4,0,0,0,136,122,258,10,12,22,3,0,3,170,149,319,27,15,42,589,501,1090,Unincorporated NSW
19499,876,479,1355,299,127,426,2489,2172,4661,198,162,360,331,276,607,71,58,129,79,70,149,38,35,73,25,19,44,43,45,88,0,0,0,3274,2837,6111,644,681,1325,104,51,155,4321,3696,8017,2088,903,2991,7285,5078,12363,
20110,3628,3685,7313,627,662,1289,139,141,280,610,670,1280,80,88,168,40,39,79,36,38,74,12,15,27,20,13,33,9,11,20,0,0,0,946,1015,1961,76,90,166,16,17,33,1665,1784,3449,264,238,502,5557,5707,11264,Alpine (S)
20260,3237,3243,6480,609,666,1275,35,45,80,644,724,1368,39,44,83,25,31,56,18,20,38,14,9,23,5,10,15,3,3,6,0,0,0,783,886,1669,110,99,209,28,18,46,1530,1669,3199,601,241,842,5368,5153,10521,Ararat (RC)
20570,21983,23974,45957,3476,3626,7102,407,418,825,11442,13030,24472,401,418,819,167,180,347,136,166,302,89,109,198,72,78,150,30,39,69,0,0,0,12744,14438,27182,987,924,1911,191,171,362,17398,19159,36557,2278,2350,4628,41659,45483,87142,Ballarat (C)
20660,34549,37066,71615,1901,2012,3913,492,487,979,10652,11535,22187,369,368,737,88,109,197,136,142,278,60,62,122,68,54,122,63,71,134,0,4,4,11928,12832,24760,2691,2752,5443,186,237,423,16706,17833,34539,2234,2217,4451,53489,57116,110605,Banyule (C)
20740,7170,7476,14646,1988,2254,4242,145,142,287,2774,2882,5656,160,151,311,22,26,48,63,68,131,35,33,68,36,24,60,7,4,11,0,0,0,3242,3330,6572,294,292,586,74,39,113,5598,5915,11513,824,867,1691,13592,14258,27850,Bass Coast (S)
20830,11047,11408,22455,2414,2571,4985,145,158,303,4276,4779,9055,171,181,352,31,40,71,89,89,178,36,42,78,22,20,42,8,12,20,0,0,0,4778,5321,10099,245,260,505,73,75,148,7510,8227,15737,896,858,1754,19453,20493,39946,Baw Baw (S)
17100,8150,8533,16683,936,984,1920,3522,3347,6869,74,63,137,76,52,128,38,26,64,16,21,37,13,9,22,3,3,6,38,31,69,0,0,0,3780,3552,7332,2320,2201,4521,88,52,140,7124,6789,13913,1375,1295,2670,16649,16617,33266,Strathfield (A)
17150,61232,64341,125573,6967,7245,14212,19708,21235,40943,293,283,576,517,529,1046,86,104,190,135,152,287,47,46,93,42,27,69,115,108,223,0,0,0,20943,22484,43427,2610,2911,5521,267,249,516,30787,32889,63676,3939,3749,7688,95958,100979,196937,Sutherland Shire (A)
17200,26053,23272,49325,4695,3863,8558,22029,19799,41828,1299,1003,2302,1322,1258,2580,415,402,817,615,525,1140,141,109,250,84,78,162,574,515,1089,4,0,4,26483,23689,50172,15708,15643,31351,548,449,997,47434,43644,91078,12903,10135,23038,86390,77051,163441,Sydney (C)
17310,14141,14892,29033,2589,2957,5546,5873,6230,12103,106,78,184,547,602,1149,34,30,64,59,45,104,14,19,33,39,42,81,38,37,75,0,0,0,6710,7083,13793,248,242,490,158,155,313,9705,10437,20142,1627,1558,3185,25473,26887,52360,Tamworth Regional (A)
17350,1841,1845,3686,376,403,779,255,263,518,11,15,26,37,43,80,6,5,11,3,3,6,3,5,8,3,0,3,17,15,32,0,0,0,335,349,684,26,20,46,0,3,3,737,775,1512,113,105,218,2691,2725,5416,Temora (A)
20910,24473,27317,51790,2378,2519,4897,470,501,971,8129,8992,17121,265,300,565,70,75,145,161,174,335,32,34,66,17,14,31,60,72,132,0,0,0,9204,10162,19366,2814,2843,5657,122,136,258,14518,15660,30178,2029,2264,4293,41020,45241,86261,Bayside (C)
21010,3955,4129,8084,846,936,1782,73,87,160,896,995,1891,67,76,143,15,12,27,23,22,45,14,13,27,12,15,27,6,7,13,0,0,0,1106,1227,2333,58,69,127,33,26,59,2043,2258,4301,260,251,511,6258,6638,12896,Benalla (RC)
21110,41732,45906,87638,2867,3110,5977,960,1082,2042,15592,16897,32489,524,583,1107,248,290,538,320,378,698,120,147,267,45,51,96,133,166,299,0,0,0,17942,19594,37536,6321,6722,13043,208,197,405,27338,29623,56961,3255,3163,6418,72325,78692,151017,Boroondara (C)
21180,53055,54310,107365,2917,2913,5830,475,445,920,14485,14640,29125,296,292,588,136,136,272,128,125,253,69,52,121,40,35,75,38,40,78,0,0,0,15667,15765,31432,7030,6612,13642,295,266,561,25909,25556,51465,6245,5688,11933,85209,85554,170763,Brimbank (C)
21270,2140,2104,4244,321,307,628,33,28,61,330,308,638,28,42,70,10,11,21,12,20,32,4,7,11,5,7,12,3,3,6,0,0,0,425,426,851,38,37,75,9,11,20,793,781,1574,128,103,231,3061,2988,6049,Buloke (S)
21370,10548,10537,21085,2227,2349,4576,400,467,867,2282,2520,4802,170,180,350,33,35,68,44,57,101,19,22,41,18,21,39,3,6,9,0,0,0,2969,3308,6277,170,156,326,69,51,120,5435,5864,11299,880,881,1761,16863,17282,34145,Campaspe (S)
21450,17316,17292,34608,2212,2344,4556,216,225,441,10702,11632,22334,257,274,531,84,67,151,97,85,182,51,56,107,36,45,81,24,22,46,0,0,0,11467,12406,23873,896,947,1843,150,146,296,14725,15843,30568,1555,1434,2989,33596,34569,68165,Cardinia (S)
21610,65183,66023,131206,5209,5582,10791,768,805,1573,29526,30174,59700,604,677,1281,217,220,437,207,237,444,109,123,232,61,61,122,58,73,131,0,0,0,31550,32370,63920,7558,7993,15551,483,430,913,44800,46375,91175,5162,4879,10041,115145,117277,232422,Casey (C)
21670,3791,3835,7626,524,637,1161,35,31,66,981,1029,2010,52,42,94,25,22,47,16,19,35,21,16,37,11,11,22,3,5,8,0,0,0,1144,1175,2319,45,43,88,26,30,56,1739,1885,3624,312,245,557,5842,5965,11807,Central Goldfields (S)
21750,6055,6056,12111,1250,1331,2581,64,59,123,1319,1420,2739,57,71,128,32,28,60,26,28,54,18,11,29,11,11,22,3,3,6,0,0,0,1530,1631,3161,126,137,263,43,27,70,2949,3126,6075,477,445,922,9481,9627,19108,Colac-Otway (S)
21830,5150,5118,10268,806,828,1634,54,53,107,1064,1107,2171,61,62,123,27,29,56,17,19,36,8,5,13,3,4,7,3,4,7,0,0,0,1237,1283,2520,95,97,192,25,17,42,2163,2225,4388,332,295,627,7645,7638,15283,Corangamite (S)
21890,35043,37873,72916,2228,2300,4528,631,796,1427,12284,13205,25489,410,496,906,165,228,393,238,284,522,131,158,289,53,77,130,138,188,326,4,3,7,14054,15435,29489,5876,5941,11817,311,299,610,22469,23975,46444,4377,3886,8263,61889,65734,127623,Darebin (C)
22110,11477,11624,23101,2591,2756,5347,320,364,684,3333,3664,6997,243,250,493,38,34,72,127,123,250,40,39,79,61,63,124,33,51,84,0,0,0,4195,4588,8783,197,249,446,90,82,172,7073,7675,14748,1064,979,2043,19614,20278,39892,East Gippsland (S)
22170,32473,33865,66338,3640,3920,7560,415,422,837,14516,15562,30078,362,430,792,71,90,161,158,163,321,84,80,164,51,61,112,41,35,76,0,0,0,15698,16843,32541,2002,2195,4197,301,237,538,21641,23195,44836,3325,3286,6611,57439,60346,117785,Frankston (C)
22250,3273,3279,6552,562,600,1162,76,86,162,532,609,1141,37,45,82,12,17,29,15,10,25,4,5,9,5,6,11,0,0,0,0,0,0,681,778,1459,29,33,62,15,13,28,1287,1424,2711,281,258,539,4841,4961,9802,Gannawarra (S)
22490,5635,5336,10971,405,429,834,50,52,102,2121,2186,4307,55,64,119,31,30,61,49,35,84,9,13,22,16,19,35,5,3,8,0,0,0,2336,2402,4738,111,103,214,18,29,47,2870,2963,5833,348,324,672,8853,8623,17476,Golden Plains (S)
22620,25664,27233,52897,2967,3249,6216,514,587,1101,11685,13032,24717,430,464,894,150,172,322,189,198,387,100,103,203,96,107,203,49,58,107,0,6,6,13213,14727,27940,800,871,1671,186,158,344,17166,19005,36171,2422,2389,4811,45252,48627,93879,Greater Bendigo (C)
22670,36514,37432,73946,3404,3304,6708,292,223,515,10110,9497,19607,182,182,364,102,74,176,93,87,180,32,43,75,20,25,45,25,18,43,0,0,0,10856,10149,21005,8619,7808,16427,330,269,599,23209,21530,44739,4236,3766,8002,63959,62728,126687,Greater Dandenong (C)
22750,55159,58740,113899,8731,9590,18321,690,797,1487,20795,23345,44140,784,852,1636,252,294,546,291,358,649,168,176,344,117,121,238,91,109,200,0,0,0,23188,26052,49240,2901,2865,5766,432,418,850,35252,38925,74177,5336,4381,9717,95747,102046,197793,Greater Geelong (C)
22830,16167,16378,32545,3061,3356,6417,384,420,804,4624,5150,9774,231,266,497,83,74,157,64,80,144,53,60,113,32,33,65,17,16,33,0,0,0,5488,6099,11587,910,891,1801,127,135,262,9586,10481,20067,1893,1638,3531,27646,28497,56143,Greater Shepparton (C)
22910,4134,4250,8384,577,666,1243,80,73,153,1144,1327,2471,65,75,140,29,39,68,23,27,50,14,20,34,11,12,23,6,15,21,0,0,0,1372,1588,2960,102,96,198,18,20,38,2069,2370,4439,346,388,734,6549,7008,13557,Hepburn (S)
22980,1877,1885,3762,313,347,660,14,12,26,231,255,486,18,30,48,42,48,90,9,13,22,13,8,21,11,14,25,0,0,0,0,0,0,338,380,718,68,43,111,12,11,23,731,781,1512,127,102,229,2735,2768,5503,Hindmarsh (S)
23110,23071,24063,47134,2149,2228,4377,403,431,834,7097,7043,14140,289,283,572,140,134,274,116,114,230,65,55,120,36,31,67,47,55,102,0,0,0,8193,8146,16339,2781,2591,5372,165,150,315,13288,13115,26403,2371,2211,4582,38730,39389,78119,Hobsons Bay (C)
