lga_code_2016,m_0_299_ds_ds_sept_house,m_0_299_ds_ds_sd_row_tce_hs_t,m_0_299_ds_ds_flat_apart,m_0_299_ds_ds_other_dwg,m_0_299_ds_ns,m_0_299_tot,m_300_449_ds_separate_hse,m_300_449_ds_sd_row_tc_hse_th,m_300_449_ds_flat_apart,m_300_449_ds_other_dwg,m_300_449_ds_ns,m_300_449_tot,m_450_599_ds_separate_hse,m_450_599_ds_sd_row_tce_hs_th,m_450_599_ds_flat_apart,m_450_599_ds_other_dwg,m_450_599_ds_ns,m_450_599_tot,m_600_799_ds_separate_hse,m_600_799_ds_sd_row_tc_hs_th,m_600_799_ds_flat_apart,m_600_799_ds_other_dwg,m_600_799_ds_ns,m_600_799_tot,m_800_999_ds_separate_hse,m_800_999_ds_sd_row_tc_hs_th,m_800_999_ds_flat_apart,m_800_999_ds_other_dwg,m_800_999_ds_ns,m_800_999_tot,m_1000_1399_ds_separate_hse,m_1000_1399_ds_sd_rw_tc_h_th,m_1000_1399_ds_flat_apart,m_1000_1399_ds_other_dwg,m_1000_1399_ds_ns,m_1000_1399_tot,m_1400_1799_ds_separate_hse,m_1400_1799_ds_sd_rw_tc_h_th,m_1400_1799_ds_flat_apart,m_1400_1799_ds_other_dwg,m_1400_1799_ds_ns,m_1400_1799_tot,m_1800_2399_ds_separate_hse,m_1800_2399_ds_sd_rw_tc_h_th,m_1800_2399_ds_flat_apart,m_1800_2399_ds_other_dwg,m_1800_2399_ds_ns,m_1800_2399_tot,m_2400_2999_ds_separate_hse,m_2400_2999_ds_sd_rw_tc_h_th,m_2400_2999_ds_flat_apart,m_2400_2999_ds_other_dwg,m_2400_2999_ds_ns,m_2400_2999_tot,m_3000_3999_ds_separate_hse,m_3000_3999_ds_sd_rw_tc_h_th,m_3000_3999_ds_flt_apart,m_3000_3999_ds_other_dwg,m_3000_3999_ds_ns,m_3000_3999_tot,m_4000_over_ds_separate_hse,m_4000_ov_ds_sd_rw_tce_hs_th,m_4000_over_ds_flat_apart,m_4000_over_ds_other_dwg,m_4000_ds_over_ns,m_4000_over_tot,mort_rpmnt_ns_ds_separat_hs,mrt_rpmt_ns_ds_sd_rw_tc_hs_th,mrt_rpmt_ns_ds_flat_apart,mort_rpmnt_ns_ds_other_dwg,mort_rpmnt_ns_ds_ns,mort_rpmnt_ns_total,tot_ds_separate_hse,tot_ds_sd_row_tce_hse_thse,tot_ds_flat_apartment,tot_ds_other_dwg,tot_ds_ns,tot_tot,lga_name16
11720,255,3,3,0,0,264,178,0,0,0,0,178,160,3,0,0,0,169,289,3,0,0,0,291,431,7,0,3,3,445,1440,25,8,3,3,1471,1487,22,0,4,11,1519,1258,8,0,3,6,1281,451,0,0,0,0,453,339,3,0,0,0,341,159,0,0,0,0,162,285,0,0,0,3,293,6740,79,12,9,26,6871,Cessnock (C)
11730,296,8,8,3,0,317,198,4,3,4,0,213,205,3,0,3,0,211,319,3,4,9,0,337,491,4,3,9,0,503,1195,22,18,9,6,1248,992,20,7,10,9,1039,702,11,6,10,3,732,225,0,3,5,0,228,136,6,3,7,0,144,80,0,0,3,3,86,228,3,0,7,0,242,5059,90,64,73,27,5315,Clarence Valley (A)
11750,26,0,0,0,0,26,10,0,0,0,0,10,10,0,0,0,0,10,21,0,0,0,0,27,52,0,0,0,0,52,92,0,0,0,0,96,70,0,0,0,0,70,63,0,0,0,0,59,14,0,0,0,0,16,19,0,0,0,0,19,20,0,0,0,0,20,21,0,0,0,0,21,412,0,0,3,0,423,Cobar (A)
11800,368,27,16,3,4,417,182,15,8,0,0,205,169,19,5,3,3,199,283,32,27,3,4,348,423,40,38,3,0,500,1098,121,79,5,3,1309,1439,68,44,3,7,1565,1624,72,33,6,8,1744,597,22,3,0,0,624,367,21,3,4,4,396,183,3,5,0,3,202,259,20,12,0,0,293,6997,453,269,34,48,7807,Coffs Harbour (C)
12000,40,0,0,0,0,43,23,0,0,0,0,23,28,0,0,0,0,28,53,0,0,0,0,53,43,0,0,0,0,43,96,0,0,0,3,105,70,0,0,0,0,70,48,0,0,0,0,48,15,0,0,0,0,15,13,0,0,0,0,13,10,0,0,0,0,12,17,0,0,0,0,17,461,0,0,0,3,470,Coolamon (A)
12150,33,0,0,0,0,36,23,0,0,0,0,23,30,0,0,0,0,30,36,0,0,0,0,36,35,0,0,0,0,35,44,0,0,0,0,50,28,0,0,0,0,33,20,0,0,0,0,20,8,0,0,0,0,8,5,0,0,0,0,5,15,0,0,0,0,15,28,0,0,0,0,28,300,0,0,3,3,303,Coonamble (A)
12350,81,0,0,0,3,84,56,0,0,0,3,61,68,0,0,0,0,74,124,0,3,0,0,126,166,3,0,0,0,166,280,3,3,0,5,290,197,3,0,0,0,200,145,0,0,0,0,146,47,0,0,0,0,49,35,0,0,3,0,37,14,0,0,0,0,14,70,0,0,0,3,72,1279,17,10,4,17,1322,Cowra (A)
12380,714,173,178,7,3,1065,219,47,48,0,0,327,185,37,47,3,0,275,308,68,112,0,0,491,375,91,155,4,0,632,1215,311,565,14,6,2107,1379,498,771,5,5,2661,2608,1004,894,17,15,4537,1716,581,310,14,9,2623,1791,431,153,9,10,2401,964,203,93,4,7,1276,692,138,110,0,3,949,12168,3586,3437,81,65,19337,Cumberland (A)
12700,57,0,0,3,0,56,35,0,0,0,0,35,31,0,0,0,0,31,50,0,0,0,0,52,71,0,0,0,3,75,193,0,0,3,0,197,195,0,0,0,0,199,218,0,0,0,0,217,103,0,0,0,0,107,116,0,0,0,0,116,52,0,0,0,0,54,62,0,0,0,0,68,1195,0,0,10,4,1217,Dungog (A)
12730,79,0,0,0,0,81,32,0,0,0,0,36,42,0,0,0,0,42,122,3,0,0,0,129,133,0,0,0,0,135,207,0,0,0,0,208,114,0,0,0,0,118,90,0,0,0,0,92,38,0,0,0,0,38,17,0,0,0,0,17,26,0,0,0,0,26,65,0,0,0,0,70,971,3,6,0,9,986,Edward River (A)
12750,246,8,7,0,4,265,131,8,10,0,0,143,109,3,3,0,0,112,183,4,8,0,0,199,254,7,8,3,0,274,643,17,20,3,8,698,621,28,9,0,5,664,607,10,3,4,4,632,209,3,0,0,0,215,138,0,3,0,0,144,82,0,3,0,0,88,190,3,0,0,3,198,3405,99,80,23,33,3634,Eurobodalla (A)
12850,805,89,86,9,4,986,308,52,31,0,0,393,231,33,31,3,0,303,409,50,56,4,4,519,563,93,108,3,0,764,1660,271,292,8,3,2233,1869,368,272,11,4,2525,3155,462,134,27,5,3786,1605,172,37,3,5,1822,1464,109,19,9,0,1609,708,51,16,3,0,778,707,84,38,11,0,832,13484,1828,1126,80,27,16543,Fairfield (C)
12870,100,0,0,3,0,106,48,0,3,0,0,50,37,0,0,0,0,41,108,0,4,0,0,116,143,3,4,0,0,150,354,6,3,0,0,363,265,4,0,0,0,269,151,0,0,0,0,154,55,0,0,0,0,52,26,0,0,0,0,29,24,0,0,0,0,21,74,0,0,0,0,79,1381,17,20,9,3,1434,Federation (A)
12900,63,0,0,0,0,69,42,0,0,0,0,42,38,0,0,0,0,37,87,0,0,0,0,88,141,0,0,0,0,150,275,0,0,3,3,279,146,0,0,0,0,146,93,0,0,0,0,92,40,0,0,0,0,40,24,0,0,0,0,21,22,0,0,3,0,25,64,0,0,0,0,67,1033,5,3,12,3,1058,Forbes (A)
12930,638,124,256,3,0,1026,160,28,57,0,0,250,117,15,48,0,0,181,188,32,110,0,0,334,266,59,178,4,0,504,727,190,480,0,3,1397,725,177,666,4,3,1566,1515,334,1081,11,3,2943,1076,262,476,7,0,1820,1659,310,293,4,8,2276,1774,187,143,0,3,2106,496,84,103,0,0,681,9339,1794,3892,30,25,15089,Georges River (A)
12950,52,0,0,0,0,52,20,0,0,0,0,20,20,0,0,0,0,20,43,0,0,0,0,43,31,0,0,0,0,29,69,0,0,0,3,76,52,0,0,0,0,52,34,0,0,0,0,34,6,0,0,0,0,6,16,0,0,0,0,16,16,0,0,0,0,16,32,0,0,0,0,32,392,0,0,0,3,402,Gilgandra (A)
13010,67,0,0,0,0,68,46,0,0,0,0,46,52,0,0,0,0,50,100,0,0,0,0,105,131,0,0,0,0,132,183,0,0,3,3,189,103,0,0,0,0,101,84,0,0,0,0,88,29,0,0,0,0,29,23,0,0,0,0,27,27,0,0,0,0,27,45,0,0,0,0,42,884,3,0,3,13,901,Glen Innes Severn (A)
13310,131,5,0,3,0,139,81,10,0,0,0,83,79,3,0,0,0,78,144,8,3,0,0,155,229,4,3,0,0,244,653,23,4,7,4,687,769,23,0,3,0,795,695,8,3,3,3,710,236,6,0,0,0,244,169,0,0,3,0,168,85,0,0,0,0,83,151,3,0,0,0,162,3424,93,19,18,8,3560,Goulburn Mulwaree (A)
13340,117,0,0,0,0,117,60,0,0,0,0,64,51,0,0,0,0,51,115,0,0,0,0,112,138,0,0,0,0,138,266,3,0,0,3,272,203,3,0,0,0,206,161,0,0,0,3,163,65,0,0,3,0,63,39,0,0,0,0,45,30,0,0,0,0,28,78,0,0,0,0,78,1312,3,0,3,13,1333,Greater Hume Shire (A)
13450,117,3,0,0,3,117,47,0,0,0,0,54,41,0,3,0,0,49,85,0,3,0,0,91,162,4,7,0,0,177,546,18,15,0,4,578,531,8,8,0,4,552,425,4,3,0,3,436,130,3,0,0,0,131,89,0,0,0,3,87,58,0,0,0,0,56,121,0,3,0,0,124,2351,39,45,3,12,2450,Griffith (C)
13510,61,0,3,0,0,66,50,0,0,0,0,52,62,0,0,0,0,62,112,0,0,0,0,112,143,0,0,0,0,144,284,3,0,0,0,282,176,0,0,0,0,176,113,3,0,0,0,119,40,0,0,0,0,39,26,0,0,0,0,26,23,0,0,0,0,29,65,0,0,0,3,73,1151,4,3,8,6,1173,Gundagai (A)
13550,93,0,0,0,0,97,23,0,0,0,0,23,40,0,0,0,0,40,71,0,0,0,0,72,112,0,0,0,0,113,264,3,3,0,3,274,236,0,0,0,0,242,213,0,0,0,0,214,98,0,0,0,0,99,67,0,0,0,0,72,37,0,0,0,0,42,81,0,0,0,0,81,1327,6,10,5,10,1359,Gunnedah (A)
13660,61,0,0,0,0,62,16,0,0,0,0,19,25,0,0,0,0,31,41,0,0,0,0,42,44,0,0,0,0,49,78,0,0,0,0,81,45,0,0,0,0,45,18,0,0,0,0,21,11,0,0,0,0,11,12,0,0,0,0,12,18,0,0,0,0,18,36,0,0,0,0,42,418,4,0,3,3,425,Gwydir (A)
13800,328,7,0,3,3,338,114,7,3,0,0,125,118,3,0,0,0,118,201,18,8,3,0,229,293,19,3,0,0,319,833,68,4,0,4,911,1108,109,10,0,7,1234,2038,109,11,5,8,2168,1188,28,3,0,5,1227,1110,12,3,0,3,1130,670,7,0,3,5,684,416,20,0,5,3,444,8414,408,49,16,39,8928,Hawkesbury (C)
13850,15,0,0,0,0,15,11,3,0,0,0,12,16,0,0,0,0,16,36,0,0,0,0,36,39,0,0,0,0,39,51,0,0,0,0,50,26,0,0,0,0,30,13,0,0,0,0,12,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,3,16,0,0,0,0,16,233,3,0,3,6,241,Hay (A)
16380,366,37,18,3,5,432,156,30,20,0,0,205,154,23,6,0,0,182,250,21,25,4,5,305,415,37,29,7,0,488,1125,100,55,13,6,1296,1444,124,66,5,7,1643,1803,64,35,7,7,1913,683,17,9,3,3,712,436,13,6,0,0,456,204,12,11,0,3,229,312,29,8,0,4,354,7339,516,284,42,37,8215,Port Macquarie-Hastings (A)
16400,316,31,5,3,3,364,166,18,3,4,0,188,148,24,4,0,0,178,290,23,3,5,0,322,368,46,3,0,0,418,1121,112,15,6,3,1259,1402,108,14,6,3,1532,1719,78,17,7,7,1819,710,30,3,0,0,745,534,15,3,3,0,559,245,12,7,0,0,266,331,30,4,3,3,367,7348,516,82,38,21,8004,Port Stephens (A)
16490,248,21,11,3,3,288,106,16,9,0,0,126,90,13,14,0,0,116,145,39,17,4,3,211,229,33,38,0,3,310,645,75,147,4,3,868,851,206,73,0,4,1135,1532,256,49,3,6,1843,1044,62,13,3,3,1118,1133,53,20,0,0,1203,622,23,0,0,3,651,291,25,11,3,3,326,6939,818,403,24,29,8207,Queanbeyan-Palerang Regional (A)
16550,286,154,270,4,3,715,58,30,48,0,0,142,52,33,50,3,0,138,66,42,77,0,0,183,100,75,109,4,0,299,278,183,363,4,0,827,231,167,447,3,0,843,459,329,851,10,4,1653,348,288,669,3,4,1314,645,557,824,8,8,2045,1528,906,504,14,9,2965,291,130,168,3,0,596,4334,2890,4383,64,40,11716,Randwick (C)
16610,113,4,4,3,0,117,101,3,3,0,0,110,75,3,3,0,0,80,157,3,6,0,0,163,205,3,4,3,0,221,596,20,10,4,0,628,427,11,0,3,0,443,316,6,0,0,0,326,117,3,0,0,0,122,66,4,0,0,0,68,29,0,0,0,0,32,109,0,3,4,0,117,2306,61,34,18,3,2423,Richmond Valley (A)
16650,298,92,196,0,0,590,84,36,57,0,0,178,74,20,36,0,0,128,108,36,87,0,3,240,147,43,132,3,0,320,435,162,415,4,4,1025,431,187,642,3,0,1266,898,346,1074,7,9,2329,632,246,628,3,0,1507,965,314,369,0,4,1657,862,186,155,0,0,1210,304,102,160,0,3,571,5251,1771,3947,21,29,11021,Rockdale (C)
16700,532,116,160,0,0,811,129,33,33,0,0,196,109,42,39,0,0,188,126,54,57,3,0,239,207,66,114,0,3,388,566,153,326,0,0,1048,449,152,472,4,4,1086,1026,381,805,3,3,2220,700,303,462,3,0,1466,1279,323,339,0,4,1946,1683,211,131,0,10,2040,382,82,89,0,3,555,7186,1920,3029,14,29,12175,Ryde (C)
16900,316,25,3,0,0,343,155,22,3,0,0,177,124,16,5,3,0,145,226,35,8,3,0,267,329,29,11,0,0,371,984,120,23,0,0,1126,1326,134,20,5,0,1488,2118,155,24,3,5,2304,936,60,3,0,8,999,653,34,3,0,0,687,270,7,5,0,3,283,295,31,0,0,0,329,7729,652,104,18,19,8523,Shellharbour (C)
16950,636,13,4,10,3,664,281,3,0,0,0,290,264,4,0,11,3,289,473,17,7,4,0,502,665,14,7,3,4,697,1830,46,24,6,9,1920,1962,46,16,3,4,2034,1940,10,4,0,7,1969,718,8,3,0,3,738,475,9,0,0,4,484,273,4,0,3,8,290,480,7,3,3,3,500,10004,198,79,42,48,10373,Shoalhaven (C)
17000,113,0,0,0,3,116,30,0,0,0,0,31,34,0,0,0,0,33,77,0,0,0,0,74,103,3,3,0,0,114,373,27,8,0,0,412,471,26,9,0,4,513,716,17,4,0,0,735,384,3,0,0,0,391,287,0,0,0,3,299,122,0,0,0,0,122,123,3,0,0,0,125,2832,88,26,7,14,2961,Singleton (A)
17040,99,4,0,0,3,112,67,0,3,4,0,78,73,0,0,0,3,76,161,0,7,0,8,174,214,7,11,4,3,236,475,16,19,0,3,511,324,16,7,0,3,353,351,9,6,3,4,367,148,0,3,0,7,156,109,0,0,3,0,109,67,0,0,4,0,72,118,0,3,5,4,131,2204,56,63,27,38,2380,Snowy Monaro Regional (A)
17080,85,0,0,0,0,88,49,0,0,0,0,49,34,0,0,0,0,37,125,0,0,0,0,126,156,0,3,0,0,156,353,0,3,0,0,360,276,0,0,0,0,283,231,0,0,0,0,232,81,0,0,0,0,81,53,0,0,0,0,52,26,0,0,0,0,26,83,0,0,0,0,89,1562,0,10,3,6,1578,Snowy Valleys (A)
17420,986,109,25,0,0,1120,249,19,9,0,0,280,218,16,7,0,0,245,317,35,8,0,0,363,437,55,11,0,0,503,1398,168,49,0,0,1624,1429,199,88,3,0,1725,3091,448,162,0,7,3705,2455,389,112,0,4,2959,4008,434,68,4,9,4525,3581,212,35,3,10,3834,918,78,25,0,3,1024,19097,2168,602,13,27,21910,The Hills Shire (A)
17550,422,73,38,3,3,540,198,47,24,0,3,269,156,27,15,0,0,205,304,70,26,8,4,409,410,85,36,5,0,538,1128,221,114,11,3,1480,1323,298,81,9,5,1717,1956,201,63,14,7,2243,1000,59,21,3,4,1092,668,31,6,4,3,717,324,10,4,3,3,351,401,53,23,3,3,480,8295,1176,455,66,44,10046,Tweed (A)
17620,79,0,0,0,0,87,33,0,0,0,0,38,43,0,0,0,0,43,73,0,0,0,0,74,109,0,0,0,0,106,258,6,3,3,0,270,286,0,0,0,0,291,314,0,5,3,3,327,148,0,0,0,0,155,124,0,0,0,0,124,65,0,0,0,3,72,78,0,0,0,3,82,1618,7,13,7,11,1652,Upper Hunter Shire (A)
17640,48,0,0,0,0,50,35,0,0,0,0,35,30,0,0,0,0,33,60,0,0,3,0,58,72,0,0,3,0,77,175,0,0,3,0,175,153,0,0,0,0,150,133,0,0,3,3,139,69,0,0,0,0,71,49,0,0,0,0,44,23,0,0,0,0,25,49,0,0,0,0,49,893,7,0,9,11,915,Upper Lachlan Shire (A)
17650,37,0,0,3,0,37,32,0,0,0,0,32,36,0,0,0,0,36,46,0,0,0,0,52,61,0,0,0,0,58,152,0,0,0,0,157,136,0,0,0,0,136,131,0,0,0,0,135,32,0,0,0,0,35,32,0,0,0,0,34,10,0,0,0,0,13,36,0,0,0,0,40,753,0,0,7,3,762,Uralla (A)
17750,289,8,7,3,3,310,141,0,3,0,0,149,126,0,3,0,0,134,264,0,21,0,3,292,492,3,17,3,0,516,1535,22,41,4,0,1609,1693,18,20,5,5,1752,1411,4,6,16,5,1437,462,0,3,4,0,473,339,3,4,0,0,341,179,0,3,0,4,189,295,8,9,3,3,313,7238,76,132,38,23,7508,Wagga Wagga (C)
17850,40,0,0,0,0,42,13,0,0,0,0,10,13,0,0,0,0,13,16,0,0,0,0,17,23,0,0,0,0,25,48,0,0,0,0,48,26,0,0,0,0,25,26,0,0,0,0,26,11,0,0,0,0,11,9,0,0,0,0,14,6,0,0,0,0,6,27,0,0,0,0,25,243,0,0,3,7,254,Walcha (A)
17900,69,0,0,0,3,74,19,0,0,0,0,19,14,0,0,0,0,16,38,0,0,3,0,37,27,0,0,3,4,33,43,0,0,0,0,44,25,0,0,0,3,28,14,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,12,23,0,0,0,3,26,278,0,0,9,12,307,Walgett (A)
17950,30,0,0,0,0,30,10,0,0,0,0,7,13,0,0,0,0,13,27,0,0,0,0,27,40,0,0,0,0,37,30,0,0,0,0,33,22,0,0,0,0,22,19,0,0,0,0,19,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,10,0,0,0,0,10,224,0,0,0,4,228,Warren (A)
18020,106,0,0,0,3,110,47,0,0,0,0,47,47,0,0,0,0,50,89,0,0,0,3,88,97,0,0,0,0,101,160,3,0,0,3,168,81,0,0,0,0,81,47,0,0,0,0,48,17,0,0,0,0,25,21,0,0,0,0,21,16,0,0,0,0,17,61,0,0,0,3,64,790,5,3,3,14,819,Warrumbungle Shire (A)
18050,130,101,161,9,0,401,6,24,35,0,0,67,15,14,26,0,0,58,16,26,57,0,0,94,17,32,61,3,0,117,74,106,190,0,3,374,50,75,222,4,0,355,111,187,451,7,0,754,84,116,335,3,0,539,154,305,514,8,4,982,748,818,421,3,8,2001,106,85,122,0,0,322,1512,1896,2593,32,23,6058,Waverley (A)
18100,47,0,0,0,0,47,34,0,0,0,0,37,16,0,0,0,0,16,33,0,0,3,0,36,43,0,0,0,0,43,58,0,0,0,0,61,40,0,0,0,0,40,31,0,0,0,0,31,10,0,0,0,0,10,11,0,0,0,0,11,9,0,0,0,0,9,30,0,0,0,0,30,357,0,0,3,3,363,Weddin (A)
18200,40,0,0,0,0,46,25,0,0,0,0,25,24,0,0,0,0,24,68,0,6,0,0,72,116,0,0,0,0,114,150,0,0,0,3,155,125,0,0,0,0,128,88,0,0,0,0,88,21,0,0,0,0,21,22,0,0,0,0,22,25,0,0,0,0,23,49,0,0,0,0,57,752,0,5,7,3,772,Wentworth (A)
18230,193,3,3,16,0,215,133,5,3,8,0,151,127,7,3,0,0,134,268,5,3,16,0,295,444,12,10,10,0,468,1280,30,11,20,3,1337,1217,22,11,17,3,1270,1075,4,0,17,3,1098,352,3,0,3,0,357,223,0,0,4,0,226,111,0,0,3,0,113,258,9,6,7,0,278,5671,92,49,112,15,5942,Western Plains Regional (A)
18250,398,46,170,0,0,616,62,5,37,0,0,106,54,12,27,0,0,94,53,16,51,0,0,118,78,18,57,0,0,153,226,42,186,0,3,450,207,40,207,0,0,454,417,84,418,0,0,923,300,64,308,0,0,673,675,161,435,0,0,1265,1788,212,248,0,4,2257,225,30,74,0,0,333,4490,725,2209,4,13,7439,Willoughby (C)
18350,305,11,0,0,0,315,127,4,0,0,0,132,99,4,0,0,0,103,179,4,0,0,0,183,250,6,4,0,0,259,708,14,5,0,0,729,941,6,3,4,6,960,1320,20,3,3,3,1350,622,10,0,0,4,637,508,3,4,0,0,525,394,6,0,0,3,400,277,10,0,3,0,286,5728,96,28,10,23,5882,Wingecarribee (A)
18400,233,3,0,0,0,237,114,0,0,0,0,115,97,0,0,0,0,95,161,0,0,0,0,167,253,4,0,0,0,260,702,19,3,0,3,721,1002,21,0,0,3,1027,1741,22,5,6,0,1770,1168,4,0,0,0,1179,1088,3,3,7,0,1104,537,0,0,0,3,538,369,3,0,4,4,382,7468,78,16,13,17,7591,Wollondilly (A)
18450,814,75,83,3,3,967,404,29,42,0,0,473,286,30,23,3,0,339,572,84,61,3,5,727,774,95,106,0,6,980,2233,238,290,7,3,2772,2957,331,364,9,5,3668,4728,415,399,10,22,5572,2667,165,141,5,6,2986,2326,113,117,0,5,2561,1122,56,60,3,5,1244,722,52,57,4,3,830,19593,1670,1742,51,60,23117,Wollongong (C)
18500,179,99,144,0,0,423,15,17,33,0,0,60,8,4,20,0,0,43,7,14,24,0,0,47,10,19,43,0,0,72,46,45,141,3,0,239,35,49,157,0,0,239,95,131,318,3,3,539,42,95,248,3,3,386,121,179,426,3,3,733,767,697,501,5,11,1988,131,80,101,5,0,317,1470,1423,2147,25,28,5093,Woollahra (A)
18710,123,4,0,0,3,127,41,3,0,0,0,41,32,3,0,0,0,37,53,0,0,0,0,58,113,3,0,0,0,115,266,3,0,3,3,280,349,0,0,3,5,362,493,5,0,3,6,510,310,0,0,0,0,310,361,0,0,0,0,362,177,0,0,0,0,181,84,0,0,0,0,86,2407,29,6,9,19,2465,Yass Valley (A)
19399,15,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,9,0,0,0,0,9,64,0,0,0,0,72,Unincorporated NSW
20110,89,0,3,0,0,96,47,0,3,0,0,48,45,0,3,0,0,51,94,3,0,0,0,98,129,3,0,0,5,141,310,7,4,3,8,329,273,0,0,0,3,280,178,4,0,3,8,196,76,0,0,0,0,73,52,0,0,0,0,54,29,0,0,0,0,29,66,0,0,0,0,71,1390,24,16,12,23,1460,Alpine (S)
20260,86,0,0,0,0,84,76,0,0,0,0,76,76,3,0,0,0,82,129,3,0,0,0,137,169,0,0,0,3,175,291,0,0,4,0,298,153,0,0,0,3,157,92,0,3,0,0,95,22,0,0,0,0,25,25,0,0,0,0,25,20,0,0,0,0,21,56,0,3,0,0,61,1199,5,13,5,5,1227,Ararat (RC)
20570,493,38,4,3,0,542,350,32,0,0,0,387,333,29,9,0,0,371,627,61,9,3,3,705,1044,88,3,3,0,1142,2904,244,21,4,11,3189,2492,171,15,3,5,2688,1890,96,4,5,6,2000,581,23,0,3,0,615,381,23,0,3,0,407,235,7,0,0,0,243,435,28,0,0,0,466,11762,835,74,36,39,12742,Ballarat (C)
20660,805,87,13,0,3,905,284,47,14,0,0,343,248,32,8,0,0,287,369,56,18,0,0,437,542,79,13,0,0,638,1527,268,68,0,0,1865,1710,363,71,0,3,2145,2710,506,99,3,3,3325,1699,248,57,0,3,2009,1571,140,34,0,3,1752,1045,71,22,0,4,1139,610,62,11,0,3,686,13102,1965,431,10,24,15530,Banyule (C)
20740,186,0,0,0,0,188,138,0,3,0,0,146,114,6,0,0,0,118,236,4,0,0,0,242,295,0,3,0,0,301,839,15,4,3,0,859,707,3,7,0,7,723,566,12,0,0,0,588,176,0,0,0,4,184,119,0,3,0,3,124,92,3,0,0,3,103,210,0,0,0,4,218,3691,54,17,8,22,3777,Bass Coast (S)
20830,352,8,3,5,0,367,182,6,3,0,0,186,153,3,0,0,0,158,307,3,0,0,0,313,452,13,9,0,3,470,1410,17,12,0,3,1442,1379,3,3,0,3,1389,1138,0,0,4,3,1151,378,0,0,0,3,378,267,0,0,0,0,275,153,0,0,0,0,161,317,5,3,0,0,330,6495,56,33,15,19,6623,Baw Baw (S)
20910,553,132,43,4,4,736,141,47,12,0,0,200,113,38,7,0,0,161,154,61,17,0,0,234,209,73,30,0,0,313,620,198,95,7,4,924,564,214,111,9,5,902,1133,376,198,20,14,1730,759,331,91,10,3,1202,1310,387,94,11,8,1808,2295,377,70,4,17,2764,523,100,31,0,3,664,8382,2325,806,59,58,11624,Bayside (C)
21010,81,0,0,0,0,85,72,0,0,0,0,72,51,0,8,0,0,58,147,0,3,0,0,146,190,0,3,3,0,191,419,0,5,0,4,422,263,0,3,0,0,268,189,0,0,0,3,194,65,0,0,0,0,66,34,0,0,0,0,37,24,0,0,0,3,27,96,0,0,0,0,100,1630,3,22,4,13,1669,Benalla (RC)
21110,1112,232,118,3,3,1465,203,66,27,0,0,301,188,52,41,0,0,285,220,63,59,0,0,338,250,93,76,0,0,418,868,265,243,3,3,1378,686,247,378,5,3,1317,1394,472,566,3,0,2442,841,352,282,7,4,1486,1684,554,220,3,8,2458,3816,624,131,5,19,4588,743,141,53,0,3,946,12005,3166,2190,31,39,17430,Boroondara (C)
21180,1059,121,23,3,0,1200,494,51,9,0,0,560,432,47,5,0,0,484,743,79,18,0,0,844,986,142,33,0,0,1159,2979,495,121,10,0,3604,3606,565,100,0,10,4283,4049,489,53,4,3,4598,1369,95,10,6,0,1487,1028,107,11,3,0,1141,535,57,3,0,0,595,1032,109,26,0,0,1170,18320,2355,417,32,19,21137,Brimbank (C)
21270,71,0,0,3,0,71,70,0,0,0,0,73,75,0,0,3,0,73,103,0,0,0,0,106,64,0,0,0,0,64,83,0,0,0,0,82,26,0,0,0,0,30,14,0,0,0,0,14,3,0,0,0,0,7,5,0,0,0,0,5,10,0,0,0,0,13,35,0,0,0,0,35,555,4,0,11,4,572,Buloke (S)
21370,277,3,0,0,0,276,131,3,0,0,0,136,147,3,0,0,0,150,338,3,3,0,0,351,437,9,3,0,0,449,1140,16,4,0,3,1169,834,13,0,3,6,852,563,4,0,0,0,567,152,0,0,0,0,152,139,0,0,0,0,144,85,0,0,3,0,89,224,0,0,0,0,228,4464,65,15,7,12,4566,Campaspe (S)
21450,486,23,0,0,0,508,230,11,0,0,0,244,225,19,0,0,0,241,400,17,0,0,0,416,607,33,0,0,0,645,2181,112,6,3,5,2304,3336,152,4,0,3,3504,3972,108,0,3,11,4092,1329,17,0,0,0,1355,828,12,0,0,0,849,416,6,0,0,0,422,652,11,0,0,3,671,14669,528,16,15,31,15257,Cardinia (S)
21610,1789,130,13,0,3,1933,850,52,3,3,0,908,674,44,0,0,0,719,1342,80,8,0,0,1439,1926,133,11,0,0,2076,6314,555,52,8,7,6934,9264,789,34,4,10,10107,12316,683,21,0,9,13033,4340,205,4,0,6,4556,2506,93,5,0,0,2613,1254,48,3,4,0,1307,1887,105,0,6,3,2001,44476,2924,156,29,38,47621,Casey (C)
21670,103,0,0,5,0,112,119,0,0,3,0,118,99,5,0,0,0,103,166,4,0,0,0,171,242,0,0,3,3,252,346,6,0,3,0,356,189,0,0,0,0,189,106,0,0,0,0,106,20,0,0,0,0,24,10,0,0,0,0,10,15,0,0,0,0,15,84,3,0,3,0,89,1506,16,3,19,5,1546,Central Goldfields (S)
