lga_code16,cl_nfd_400_499_mng,cl_nfd_400_499_pro,cl_nfd_400_499_tectw,cl_nfd_400_499_copsw,cl_nfd_400_499_claw,cl_nfd_400_499_swks,cl_nfd_400_499_maopdv,cl_nfd_400_499_lab,cl_nfd_400_499_idns,cl_nfd_400_499_tot,cl_nfd_500_649_mng,cl_nfd_500_649_pro,cl_nfd_500_649_tectw,cl_nfd_500_649_copsw,cl_nfd_500_649_claw,cl_nfd_500_649_swks,cl_nfd_500_649_maopdv,cl_nfd_500_649_lab,cl_nfd_500_649_idns,cl_nfd_500_649_tot,cl_nfd_650_799_mng,cl_nfd_650_799_pro,cl_nfd_650_799_tectw,cl_nfd_650_799_copsw,cl_nfd_650_799_claw,cl_nfd_650_799_swks,cl_nfd_650_799_maopdv,cl_nfd_650_799_lab,cl_nfd_650_799_idns,cl_nfd_650_799_tot,cl_nfd_800_999_mng,cl_nfd_800_999_pro,cl_nfd_800_999_tectw,cl_nfd_800_999_copsw,cl_nfd_800_999_claw,cl_nfd_800_999_swks,cl_nfd_800_999_maopdv,cl_nfd_800_999_lab,cl_nfd_800_999_idns,cl_nfd_800_999_tot,cl_nfd_1000_1249_mng,cl_nfd_1000_1249_pro,cl_nfd_1000_1249_tectw,cl_nfd_1000_1249_copsw,cl_nfd_1000_1249_claw,cl_nfd_1000_1249_swks,cl_nfd_1000_1249_maopdv,cl_nfd_1000_1249_lab,cl_nfd_1000_1249_idns,cl_nfd_1000_1249_tot,cl_nfd_1250_1499_mng,cl_nfd_1250_1499_pro,cl_nfd_1250_1499_tectw,cl_nfd_1250_1499_copsw,cl_nfd_1250_1499_claw,cl_nfd_1250_1499_swks,cl_nfd_1250_1499_maopdv,cl_nfd_1250_1499_lab,cl_nfd_1250_1499_idns,cl_nfd_1250_1499_tot,cl_nfd_1500_1749_mng,cl_nfd_1500_1749_pro,cl_nfd_1500_1749_tectw,cl_nfd_1500_1749_copsw,cl_nfd_1500_1749_claw,cl_nfd_1500_1749_swks,cl_nfd_1500_1749_maopdv,cl_nfd_1500_1749_lab,cl_nfd_1500_1749_idns,cl_nfd_1500_1749_tot,cl_nfd_1750_1999_mng,cl_nfd_1750_1999_pro,cl_nfd_1750_1999_tectw,cl_nfd_1750_1999_copsw,cl_nfd_1750_1999_claw,cl_nfd_1750_1999_swks,cl_nfd_1750_1999_maopdv,cl_nfd_1750_1999_lab,cl_nfd_1750_1999_idns,cl_nfd_1750_1999_tot,cl_nfd_2000_2999_mng,cl_nfd_2000_2999_pro,cl_nfd_2000_2999_tectw,cl_nfd_2000_2999_copsw,cl_nfd_2000_2999_claw,cl_nfd_2000_2999_swks,cl_nfd_2000_2999_maopdv,cl_nfd_2000_2999_lab,cl_nfd_2000_2999_idns,cl_nfd_2000_2999_tot,cl_nfd_3000mo_mng,cl_nfd_3000mo_pro,cl_nfd_3000mo_tectw,cl_nfd_3000mo_copsw,cl_nfd_3000mo_claw,cl_nfd_3000mo_swks,cl_nfd_3000mo_maopdv,cl_nfd_3000mo_lab,cl_nfd_3000mo_idns,cl_nfd_3000mo_tot,cl_nfd_pins_mng,cl_nfd_pins_pro,cl_nfd_pins_tectw,cl_nfd_pins_copsw,cl_nfd_pins_claw,cl_nfd_pins_swks,cl_nfd_pins_maopdv,cl_nfd_pins_lab,cl_nfd_pins_idns,cl_nfd_pins_tot,cl_nfd_tot_mng,cl_nfd_tot_pro,cl_nfd_tot_tectw,cl_nfd_tot_copsw,cl_nfd_tot_claw,cl_nfd_tot_swks,cl_nfd_tot_maopdv,cl_nfd_tot_lab,cl_nfd_tot_idns,cl_nfd_tot_tot,ciii_iv_nni_mng,ciii_iv_nni_pro,ciii_iv_nni_tectw,ciii_iv_nni_copsw,ciii_iv_nni_claw,ciii_iv_nni_swks,ciii_iv_nni_maopdv,ciii_iv_nni_lab,ciii_iv_nni_idns,ciii_iv_nni_tot,ciii_iv_1_149_mng,ciii_iv_1_149_pro,ciii_iv_1_149_tectw,ciii_iv_1_149_copsw,ciii_iv_1_149_claw,ciii_iv_1_149_swks,ciii_iv_1_149_maopdv,ciii_iv_1_149_lab,ciii_iv_1_149_idns,ciii_iv_1_149_tot,ciii_iv_150_299_mng,ciii_iv_150_299_pro,ciii_iv_150_299_tectw,ciii_iv_150_299_copsw,ciii_iv_150_299_claw,ciii_iv_150_299_swks,ciii_iv_150_299_maopdv,ciii_iv_150_299_lab,ciii_iv_150_299_idns,ciii_iv_150_299_tot,ciii_iv_300_399_mng,ciii_iv_300_399_pro,ciii_iv_300_399_tectw,ciii_iv_300_399_copsw,ciii_iv_300_399_claw,ciii_iv_300_399_swks,ciii_iv_300_399_maopdv,ciii_iv_300_399_lab,ciii_iv_300_399_idns,ciii_iv_300_399_tot,ciii_iv_400_499_mng,ciii_iv_400_499_pro,ciii_iv_400_499_tectw,ciii_iv_400_499_copsw,ciii_iv_400_499_claw,ciii_iv_400_499_swks,ciii_iv_400_499_maopdv,ciii_iv_400_499_lab,ciii_iv_400_499_idns,ciii_iv_400_499_tot,ciii_iv_500_649_mng,ciii_iv_500_649_pro,ciii_iv_500_649_tectw,ciii_iv_500_649_copsw,ciii_iv_500_649_claw,ciii_iv_500_649_swks,ciii_iv_500_649_maopdv,ciii_iv_500_649_lab,ciii_iv_500_649_idns,ciii_iv_500_649_tot,ciii_iv_650_799_mng,ciii_iv_650_799_pro,ciii_iv_650_799_tectw,ciii_iv_650_799_copsw,ciii_iv_650_799_claw,ciii_iv_650_799_swks,ciii_iv_650_799_maopdv,ciii_iv_650_799_lab,ciii_iv_650_799_idns,ciii_iv_650_799_tot,ciii_iv_800_999_mng,ciii_iv_800_999_pro,ciii_iv_800_999_tectw,ciii_iv_800_999_copsw,ciii_iv_800_999_claw,ciii_iv_800_999_swks,ciii_iv_800_999_maopdv,ciii_iv_800_999_lab,ciii_iv_800_999_idns,ciii_iv_800_999_tot,lga_name16
36910,9,6,3,32,16,21,0,14,0,105,16,8,16,80,26,17,5,24,0,188,12,12,15,91,29,26,16,39,0,244,34,13,12,56,40,17,16,25,0,212,29,19,21,21,50,18,29,16,0,209,19,11,10,13,31,12,10,6,0,102,21,0,10,5,5,7,11,5,0,63,12,3,7,3,3,7,10,0,0,42,14,4,4,0,3,6,9,0,0,42,7,0,0,0,3,4,0,7,0,24,3,7,0,0,4,3,0,3,0,25,187,90,99,343,237,162,110,172,11,1421,35,0,24,14,10,4,4,11,5,104,12,4,36,57,27,30,9,34,3,215,28,16,74,119,51,74,12,66,7,442,43,15,120,156,55,83,17,68,7,555,55,36,181,187,81,98,23,79,13,749,91,66,332,437,214,166,61,170,9,1562,149,88,599,496,325,202,135,273,11,2269,233,102,990,355,425,174,228,374,23,2902,Toowoomba (R)
36950,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,3,4,8,4,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,3,4,3,0,0,0,0,9,0,0,7,8,0,0,0,0,0,13,3,4,5,11,5,4,0,5,0,35,4,4,3,12,3,5,3,7,3,45,8,3,12,17,7,0,0,3,0,49,Torres (S)
36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,4,12,0,4,7,0,0,0,0,3,0,13,0,5,3,3,3,0,0,7,3,31,9,10,13,18,14,3,0,3,0,63,7,12,11,11,8,3,0,12,3,60,3,15,7,9,15,3,3,0,0,60,Torres Strait Island (R)
37010,0,3,3,27,8,14,3,8,0,71,6,16,10,64,35,24,4,15,0,173,7,14,19,71,45,19,13,21,3,207,24,13,13,55,52,29,17,25,3,229,26,17,19,33,62,15,25,21,3,218,14,10,15,23,45,9,7,8,0,140,20,8,9,18,9,0,8,10,3,85,12,11,7,9,13,4,8,3,0,55,13,4,3,4,3,10,4,5,0,44,4,5,0,0,0,0,3,0,0,14,3,0,0,4,4,8,0,0,0,22,127,114,104,356,299,151,99,147,14,1418,25,0,38,11,4,14,9,21,3,130,5,6,40,45,15,30,8,44,3,196,21,33,72,120,43,95,19,81,3,477,29,18,123,144,62,95,35,95,8,608,36,29,188,239,91,91,43,102,8,823,65,54,358,490,198,154,80,166,11,1579,119,73,630,554,328,227,167,233,21,2357,205,143,1092,502,453,205,237,282,37,3165,Townsville (C)
31000,31,28,39,173,107,103,29,84,8,611,57,70,83,297,232,146,67,137,10,1095,96,72,99,386,336,182,155,194,19,1530,156,103,197,328,564,217,194,211,24,1995,196,175,184,267,652,161,212,144,21,2017,143,178,114,118,439,117,129,65,24,1317,164,169,69,66,223,79,65,37,15,891,118,121,57,33,98,44,42,29,5,548,208,177,70,45,122,61,54,32,6,772,151,62,21,6,26,43,10,3,7,338,15,8,14,29,31,21,14,10,13,154,1387,1251,1014,2070,3014,1372,1029,1104,173,12418,75,40,111,41,63,25,26,59,44,476,37,88,141,346,102,304,45,236,16,1325,95,121,381,768,276,454,117,371,47,2624,156,142,550,908,370,504,182,416,53,3289,171,182,893,1207,546,547,199,524,62,4327,335,319,1729,2293,1156,862,443,908,87,8130,642,442,3249,2695,2131,1102,1151,1473,159,13044,1270,719,5869,2264,3452,1130,1989,1686,212,18592,Brisbane (C)
31900,0,0,0,4,3,0,0,3,0,9,3,0,3,5,6,3,3,3,0,23,0,0,0,0,0,3,3,3,0,13,0,4,3,3,3,3,3,0,0,14,4,0,0,0,3,0,6,3,0,16,3,0,0,0,3,0,3,0,0,11,3,0,0,0,0,0,0,3,0,12,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,26,3,11,22,14,11,21,22,3,138,6,0,0,0,0,0,0,0,0,12,7,3,0,3,0,3,0,3,0,20,10,0,10,4,4,7,0,3,0,41,5,3,16,12,3,3,0,9,0,58,15,3,21,15,10,10,3,16,0,99,24,7,36,49,20,9,12,21,0,175,26,9,68,44,28,15,16,34,4,241,38,8,112,24,32,11,44,40,3,306,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,Burke (S)
32080,0,8,4,33,20,10,0,19,3,97,7,7,8,70,26,28,8,28,0,186,19,12,18,76,38,41,9,27,9,245,22,12,16,61,54,26,27,36,0,249,25,15,21,38,53,18,10,9,3,206,10,13,10,13,30,17,13,4,0,100,20,16,7,6,19,3,10,4,0,92,13,5,4,3,5,0,0,3,0,44,18,4,3,0,8,0,3,3,0,40,8,5,0,0,0,3,0,0,0,17,0,4,3,5,0,0,0,5,0,13,144,114,113,354,279,179,83,160,19,1448,16,4,25,8,13,5,10,10,6,95,12,7,23,32,12,28,6,19,0,138,18,11,58,78,39,59,13,43,14,329,27,19,104,106,50,70,24,82,13,491,36,30,146,186,82,84,27,98,7,702,78,51,328,390,191,144,70,167,24,1434,129,80,560,499,334,231,153,216,26,2235,245,127,1073,388,416,225,250,242,39,2996,Cairns (R)
32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,3,0,11,0,0,3,7,0,0,0,0,0,6,3,0,3,3,0,0,0,10,0,19,3,0,7,3,0,0,0,4,0,20,5,3,0,6,0,0,3,4,0,28,Carpentaria (S)
32260,4,0,0,3,0,8,0,0,0,18,6,4,3,9,7,4,0,10,0,41,0,0,0,5,3,3,7,15,0,43,5,0,3,6,4,5,0,7,0,44,3,0,0,7,8,5,0,4,0,26,0,0,0,3,0,0,0,0,0,11,0,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,13,13,50,30,35,8,48,5,241,13,0,5,0,3,3,0,8,0,35,8,0,9,9,3,9,0,0,0,37,13,7,14,16,15,9,7,15,0,98,18,0,24,15,19,17,3,23,0,130,20,7,42,29,19,13,12,21,3,160,20,12,71,57,33,23,12,46,3,279,35,20,103,76,47,28,31,92,7,436,52,31,166,43,60,14,55,75,5,497,Cassowary Coast (R)
30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,14,0,0,3,0,0,0,0,3,0,7,Boulia (S)
31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,5,8,0,9,4,0,4,0,0,0,0,5,0,14,Bulloo (S)
31820,0,3,3,14,7,7,0,9,0,43,8,4,8,40,14,20,3,16,3,107,9,0,7,34,21,15,6,15,0,110,16,4,13,21,27,10,10,16,0,105,12,5,11,17,27,3,10,5,0,87,6,9,3,0,7,0,8,9,0,41,4,0,3,3,6,0,0,4,0,16,3,3,3,0,0,0,3,0,0,15,0,5,0,0,0,0,0,5,0,15,7,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,74,42,58,159,111,74,48,101,9,681,20,4,19,6,7,0,0,3,4,64,13,0,18,18,5,8,0,31,0,94,29,12,46,42,26,48,16,58,5,270,33,7,74,82,31,47,22,61,5,360,34,10,84,131,66,58,41,75,6,500,58,24,199,247,81,95,51,116,7,884,100,59,308,277,170,93,69,130,13,1223,125,38,505,197,168,86,109,174,21,1427,Bundaberg (R)
32270,0,0,0,9,3,4,0,0,0,22,0,0,3,6,3,4,0,3,0,17,9,0,0,3,8,0,0,7,0,25,3,0,0,3,6,3,3,8,0,23,4,0,0,4,7,0,13,3,0,33,6,0,3,0,0,0,6,0,0,21,3,3,6,0,0,0,11,5,0,28,4,3,6,0,0,0,11,0,0,23,6,0,4,0,0,0,24,3,0,41,3,0,7,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,3,3,40,12,28,39,34,15,80,39,3,289,17,0,9,0,3,0,5,3,0,41,4,5,3,10,7,4,3,13,0,53,4,3,13,14,8,13,0,11,0,70,4,3,9,15,23,16,14,12,3,91,6,6,24,27,12,13,4,13,0,97,23,3,37,42,31,21,5,27,3,190,27,5,67,49,35,26,20,41,0,267,40,3,97,24,59,11,31,45,6,325,Central Highlands (R) (Qld)
32310,0,0,0,5,0,0,0,0,0,6,0,0,4,0,0,0,0,5,0,12,0,0,3,3,0,0,0,4,0,15,0,0,4,0,0,0,0,0,0,7,0,0,0,0,3,3,0,5,0,12,0,0,0,7,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,9,13,26,4,10,9,23,0,94,12,0,8,0,4,0,0,7,0,30,0,0,0,3,3,0,0,0,0,6,6,0,3,5,3,5,0,3,0,26,5,0,8,9,0,3,0,3,0,27,13,3,17,11,12,3,3,9,0,64,9,0,12,17,8,11,3,19,0,75,22,4,42,27,12,3,7,17,0,135,12,12,44,14,22,6,3,18,3,140,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,3,0,5,4,5,0,0,0,0,0,10,Cherbourg (S)
32450,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,5,3,3,3,14,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,4,0,6,0,22,0,0,5,5,5,4,9,4,0,31,6,0,14,3,9,0,8,15,0,47,Cloncurry (S)
32500,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,4,0,8,3,0,0,0,0,0,0,3,0,5,5,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,8,3,5,5,21,20,0,67,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,7,5,0,0,3,3,0,22,3,3,0,9,3,0,0,11,0,30,0,0,5,4,3,3,3,3,0,26,3,7,13,8,3,9,3,7,3,57,4,15,11,13,3,3,3,10,0,58,8,3,17,11,6,0,19,16,0,76,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,Croydon (S)
37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,8,0,0,5,6,0,0,0,3,0,18,0,0,3,7,4,3,0,3,0,20,0,0,13,4,7,0,3,0,0,33,Weipa (T)
37310,8,0,0,3,3,0,0,3,0,22,6,3,0,9,5,3,3,13,0,44,4,0,0,6,8,0,3,6,0,30,9,0,4,11,13,4,3,10,0,49,5,5,4,6,12,3,6,3,0,41,6,0,4,3,0,3,7,3,0,31,0,0,3,0,3,4,6,0,0,17,3,0,3,0,0,0,4,0,0,14,4,0,7,0,3,0,9,0,0,19,3,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,61,18,30,59,58,29,38,45,7,339,27,0,10,3,10,0,4,0,0,52,8,3,5,4,5,3,0,6,0,47,3,0,18,11,11,12,6,15,0,80,13,7,18,28,18,15,4,17,3,123,18,3,41,37,27,22,5,22,4,181,41,14,57,78,40,21,9,32,0,301,40,9,120,61,53,45,40,48,3,423,58,11,205,49,60,22,56,76,6,537,Western Downs (R)
37340,4,0,0,3,0,7,0,5,0,26,0,3,3,9,9,10,0,0,0,34,4,8,8,16,10,8,3,15,0,69,5,3,3,8,4,3,7,20,0,53,18,3,3,7,8,6,6,11,0,55,6,4,3,4,5,3,3,3,0,33,3,0,0,3,0,0,7,0,0,15,0,3,0,0,0,0,0,0,0,11,3,3,0,0,0,0,10,0,0,21,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,5,51,28,29,55,46,39,38,67,3,362,17,0,3,0,6,0,0,3,0,34,8,0,11,10,7,3,3,8,0,49,0,4,13,18,16,7,3,9,3,80,11,3,36,31,12,9,4,35,0,144,11,7,48,40,17,29,12,36,0,203,27,13,78,98,38,27,13,49,0,339,39,19,144,111,79,55,28,75,5,553,73,50,236,67,63,36,50,79,3,650,Whitsunday (R)
41140,0,3,0,0,0,0,0,3,0,9,3,3,3,0,0,3,3,4,0,19,0,0,3,0,3,0,0,4,0,15,3,0,0,3,0,3,3,4,0,19,3,0,0,0,4,0,0,0,0,14,3,0,0,0,3,0,3,0,0,14,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,7,16,13,13,8,11,22,0,114,3,0,0,0,4,0,0,0,0,14,3,0,3,0,0,5,0,3,0,16,5,0,7,11,0,0,0,8,0,40,6,0,13,12,5,0,3,7,0,47,12,3,7,22,10,3,0,9,0,72,7,4,21,27,13,10,0,11,0,102,14,7,40,26,14,14,8,19,3,139,25,0,52,16,26,12,14,27,0,175,Clare and Gilbert Valleys (DC)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,0,8,Diamantina (S)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,8,3,0,0,0,0,7,Doomadgee (S)
32810,3,0,0,3,0,0,0,0,0,11,0,0,0,3,3,7,0,3,0,21,3,0,0,3,6,5,0,3,0,25,0,4,0,8,3,5,0,3,0,24,0,0,0,5,5,3,3,0,0,19,0,3,3,0,0,0,0,0,0,9,3,0,0,0,0,3,0,3,0,9,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,20,15,12,33,15,20,5,19,4,151,3,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,10,7,0,9,5,9,0,3,0,0,28,4,3,9,8,5,9,3,4,0,46,3,3,19,20,8,13,7,16,0,90,9,0,29,38,17,12,8,26,0,143,22,7,64,40,23,16,14,33,0,209,32,15,98,30,20,23,20,38,3,273,Douglas (S)
