LGA_MAIN11,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot,LGA_NAME11
13100,10,190,191,34,30,198,653,8,670,19,44,24,7,772,128,428,181,109,98,16,960,572,242,326,65,77,13,1295,518,77,353,26,62,13,1049,1691,123,539,27,36,10,2426,3383,115,737,6,58,18,4317,2285,13,462,3,24,3,2790,644,3,102,0,3,3,755,181,0,41,0,0,0,222,134,6,32,3,5,0,180,131,128,115,26,30,33,463,9685,1995,3098,343,447,314,15882,Gosford (C)
13310,7,61,55,7,35,55,220,16,164,11,18,8,0,217,152,150,97,19,32,3,453,341,96,152,10,29,5,633,207,48,114,0,8,0,377,357,4,109,3,23,3,499,250,3,65,3,4,0,325,62,0,16,0,0,0,78,3,3,3,0,0,0,9,3,0,0,0,3,0,6,4,3,6,0,4,0,17,21,27,39,7,12,5,111,1423,559,667,67,158,71,2945,Goulburn Mulwaree (A)
13320,13,28,71,9,39,77,237,3,75,13,11,7,0,109,99,48,107,44,43,7,348,479,40,189,37,31,3,779,255,10,127,10,18,0,420,495,9,139,5,15,0,663,576,4,121,3,10,0,714,186,0,36,0,4,0,226,13,0,7,0,3,0,23,0,0,4,0,0,0,4,12,0,8,0,0,0,20,33,8,47,8,15,7,118,2164,222,869,127,185,94,3661,Great Lakes (A)
13340,3,3,42,3,32,56,139,8,4,9,5,0,3,29,32,10,75,3,19,3,142,64,0,84,0,8,0,156,28,0,31,0,5,0,64,28,0,19,0,4,0,51,20,0,13,0,0,0,33,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,5,0,11,3,17,3,39,200,20,284,14,85,65,668,Greater Hume Shire (A)
13380,9,62,92,16,20,104,303,15,159,25,14,9,6,228,213,139,156,67,29,6,610,624,130,249,41,44,6,1094,352,36,184,14,12,0,598,814,14,168,14,19,6,1035,521,6,63,9,4,4,607,114,3,24,0,0,0,141,6,0,5,0,0,0,11,3,0,3,0,0,0,6,13,3,15,0,4,0,35,30,44,41,13,21,6,155,2714,596,1025,188,162,138,4823,Greater Taree (C)
13450,23,31,84,14,38,76,266,16,72,13,11,3,3,118,185,104,91,11,37,3,431,359,81,132,17,33,4,626,226,7,99,5,21,5,363,342,10,70,0,12,3,437,148,3,35,0,3,0,189,84,0,16,0,0,0,100,6,3,0,0,0,0,9,0,0,3,0,3,0,6,11,0,0,0,0,0,11,19,20,30,3,21,10,103,1419,331,573,61,171,104,2659,Griffith (C)
13500,4,5,32,0,25,23,89,3,10,3,0,3,3,22,12,7,21,0,8,4,52,41,9,19,0,11,0,80,28,0,12,0,3,0,43,15,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,0,6,0,16,103,31,104,0,56,30,324,Gundagai (A)
13660,0,3,40,3,71,68,185,6,3,19,0,4,0,32,37,13,48,6,14,0,118,33,0,37,0,11,0,81,12,0,12,0,0,0,24,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,26,0,37,88,19,173,9,126,68,483,Gwydir (A)
13700,0,3,18,3,28,28,80,4,0,6,0,3,0,13,25,5,34,3,9,3,79,30,5,38,0,5,0,78,8,0,10,0,3,3,24,8,0,4,0,0,0,12,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,4,0,8,3,15,75,13,120,6,56,40,310,Harden (A)
13800,9,37,108,22,43,88,307,3,80,9,11,3,0,106,22,178,76,35,19,3,333,89,157,103,21,82,3,455,147,73,110,10,118,3,461,366,66,167,15,58,7,679,1008,67,232,12,32,8,1359,782,6,133,9,26,4,960,167,3,28,0,4,0,202,65,3,13,0,0,0,81,44,3,12,0,3,3,65,43,40,52,7,39,12,193,2745,713,1043,142,427,131,5201,Hawkesbury (C)
13850,4,4,14,0,36,15,73,3,9,8,3,3,0,26,47,24,49,3,11,0,134,28,3,42,0,11,0,84,6,0,4,0,0,0,10,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,5,3,3,0,8,0,19,96,43,134,6,69,18,366,Hay (A)
13950,18,233,118,25,15,78,487,4,650,9,52,3,9,727,16,425,61,71,14,4,591,103,302,109,55,8,0,577,127,84,100,23,18,8,360,393,99,160,24,19,5,700,2168,141,430,19,53,18,2829,3172,44,463,8,53,17,3757,619,5,128,3,17,4,776,127,8,19,0,3,0,157,58,12,20,0,4,0,94,114,163,89,23,14,22,425,6919,2166,1706,303,221,165,11480,Holroyd (C)
14000,19,79,224,40,39,156,557,4,205,6,49,0,3,267,16,137,75,88,10,3,329,48,82,113,59,18,3,323,47,23,109,14,33,3,229,183,33,167,37,26,3,449,651,30,288,21,37,3,1030,2503,25,522,20,45,7,3122,1977,6,348,7,18,8,2364,795,4,131,5,3,3,941,595,4,106,3,7,0,715,113,44,109,59,39,17,381,6951,672,2198,402,275,209,10707,Hornsby (A)
14100,0,43,17,5,4,18,87,0,129,3,3,0,3,138,0,50,3,5,3,0,61,0,28,6,3,6,0,43,3,4,11,0,0,0,18,23,9,19,0,5,0,56,60,4,27,3,4,0,98,123,9,26,5,0,0,163,117,0,26,0,0,0,143,92,0,21,0,0,0,113,166,0,34,0,0,0,200,12,8,8,6,0,3,37,596,284,201,30,22,24,1157,Hunters Hill (A)
14150,22,136,111,11,12,65,357,0,365,10,13,7,3,398,14,195,52,30,7,0,298,58,146,74,30,12,3,323,73,41,77,5,14,3,213,281,37,128,10,15,3,474,1077,48,213,5,19,6,1368,1913,44,314,6,25,6,2308,985,10,157,3,9,6,1170,308,4,55,0,4,0,371,168,4,29,0,9,3,213,96,97,83,19,14,17,326,4995,1127,1303,132,147,115,7819,Hurstville (C)
14200,0,26,56,39,38,93,252,13,49,20,12,4,3,101,132,48,93,12,27,0,312,205,46,76,6,22,0,355,98,10,48,4,6,3,169,221,3,39,6,10,0,279,73,0,21,3,3,0,100,26,3,0,3,0,0,32,5,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,8,0,0,0,12,13,18,22,4,14,6,77,790,203,386,89,124,105,1697,Inverell (A)
14250,3,4,16,9,7,8,47,0,0,5,0,6,0,11,13,4,9,0,5,5,36,4,0,7,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,13,0,5,0,18,27,8,50,9,23,13,130,Jerilderie (A)
14300,3,3,19,14,15,19,73,4,16,6,0,0,0,26,37,12,28,0,3,3,83,61,14,30,0,3,0,108,40,3,20,0,3,0,66,40,0,6,0,0,0,46,11,0,6,0,0,0,17,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,4,0,27,196,61,131,14,28,22,452,Junee (A)
14350,3,36,88,11,18,72,228,4,72,17,11,5,3,112,101,97,106,60,29,6,399,393,104,164,44,31,12,748,287,42,101,13,17,0,460,395,18,100,4,4,4,525,188,0,42,0,4,4,238,46,0,5,0,6,0,57,6,3,3,0,0,0,12,4,0,0,0,0,0,4,5,0,4,0,3,0,12,19,21,33,9,14,3,99,1451,393,663,152,131,104,2894,Kempsey (A)
14400,0,3,41,11,7,31,93,0,12,0,15,0,0,27,6,9,21,11,4,3,54,40,14,40,8,4,0,106,54,6,47,0,6,0,113,123,9,63,0,5,0,200,256,0,104,0,9,0,369,315,3,70,0,4,0,392,77,0,17,0,3,0,97,21,0,5,0,0,0,26,13,0,5,0,0,0,18,14,7,7,13,0,3,44,919,63,420,58,42,37,1539,Kiama (A)
14450,13,27,108,20,13,55,236,0,64,8,0,0,0,72,9,41,26,6,5,0,87,24,29,61,7,4,0,125,31,13,42,4,10,0,100,122,10,68,4,12,3,219,595,16,181,3,15,11,821,1589,9,218,3,17,6,1842,817,0,137,0,9,3,966,266,0,47,3,7,0,323,145,0,46,0,3,3,197,73,19,74,7,12,19,204,3684,228,1016,57,107,100,5192,Kogarah (C)
14500,7,0,121,23,14,96,261,3,6,6,40,5,3,63,11,7,22,36,4,3,83,8,4,36,11,3,0,62,10,0,32,3,3,0,48,27,4,61,0,7,0,99,103,3,103,4,13,0,226,441,0,129,3,11,4,588,695,3,146,7,18,3,872,679,0,117,4,14,5,819,1732,0,354,8,4,5,2103,68,3,66,19,12,6,174,3784,30,1193,158,108,125,5398,Ku-ring-gai (A)
14550,3,6,45,18,19,39,130,0,8,8,4,0,3,23,25,14,67,27,15,0,148,65,12,79,0,8,3,167,28,0,41,0,7,0,76,108,4,30,0,0,3,145,43,0,13,0,0,0,56,4,0,7,0,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,5,3,0,32,283,47,308,54,52,48,792,Kyogle (A)
14600,4,19,55,11,67,63,219,7,12,20,0,5,3,47,49,73,78,40,25,3,268,51,6,43,4,6,3,113,5,0,8,5,3,0,21,4,0,4,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,4,15,0,7,0,29,123,114,227,60,117,72,713,Lachlan (A)
14650,20,289,277,45,43,173,847,5,886,39,60,22,3,1015,167,799,247,147,111,10,1481,599,525,424,78,123,13,1762,421,218,417,19,23,8,1106,1480,376,651,10,76,11,2604,2856,115,859,11,65,20,3926,1724,16,344,3,23,4,2114,483,3,100,0,8,3,597,88,4,20,0,0,0,112,72,21,29,0,8,4,134,129,189,132,42,39,34,565,8044,3441,3539,415,541,283,16263,Lake Macquarie (C)
14700,3,30,49,15,10,34,141,0,71,5,30,3,0,109,6,40,16,12,10,3,87,11,19,23,6,3,0,62,10,3,16,3,3,4,39,30,13,35,0,4,0,82,239,8,88,0,11,0,346,978,0,179,0,7,0,1164,505,7,101,0,3,0,616,277,0,54,0,6,3,340,447,3,99,0,5,0,554,49,6,22,6,8,8,99,2555,200,687,72,73,52,3639,Lane Cove (A)
14750,0,13,37,20,27,41,138,11,34,8,0,3,3,59,77,34,65,0,11,3,190,198,31,78,0,22,0,329,114,4,43,0,3,0,164,60,0,12,0,0,0,72,27,4,3,0,0,3,37,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,4,7,13,0,14,3,41,496,127,262,20,83,53,1041,Leeton (A)
14800,10,135,80,8,12,47,292,3,371,3,15,4,3,399,21,129,29,54,4,3,240,79,86,54,25,9,3,256,97,30,49,7,12,0,195,268,27,77,6,9,0,387,540,26,160,4,21,3,754,936,19,215,3,3,0,1176,1154,6,235,3,10,3,1411,1166,5,212,0,8,3,1394,1548,8,336,3,7,12,1914,80,64,64,4,8,8,228,5902,906,1514,132,107,85,8646,Leichhardt (A)
14850,5,54,112,19,8,91,289,6,175,33,7,9,0,230,111,116,165,41,43,3,479,350,75,251,31,46,8,761,262,27,209,5,28,3,534,470,28,232,13,26,6,775,682,16,316,4,25,3,1046,248,0,90,3,9,3,353,20,0,17,0,0,3,40,3,3,0,0,0,0,6,9,0,9,0,4,0,22,29,32,51,8,12,9,141,2195,526,1485,131,210,129,4676,Lismore (C)
14870,3,38,58,4,14,50,167,7,106,10,0,3,0,126,110,109,92,11,5,0,327,303,101,135,0,19,10,568,167,31,68,0,8,3,277,168,8,34,5,3,3,221,64,3,21,0,3,0,91,34,0,4,0,0,0,38,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,5,0,3,0,15,12,18,22,0,8,0,60,876,417,449,20,66,66,1894,Lithgow (C)
14900,20,521,190,33,35,151,950,4,1040,0,27,7,9,1087,35,899,63,97,44,9,1147,119,596,117,58,139,4,1033,258,218,155,24,250,5,910,1100,204,271,36,162,14,1787,2215,315,465,41,121,12,3169,2983,97,548,3,104,21,3756,1194,9,154,3,33,12,1405,203,5,20,3,9,0,240,96,13,26,0,5,7,147,126,300,114,24,56,50,670,8353,4217,2123,349,965,294,16301,Liverpool (C)
14920,3,10,47,6,60,55,181,5,12,12,12,0,0,41,50,19,71,22,16,4,182,93,15,93,0,15,3,219,27,4,30,0,3,0,64,45,0,18,0,5,0,68,26,0,12,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,10,0,13,0,25,3,51,259,60,301,40,124,65,849,Liverpool Plains (A)
14950,0,3,38,6,16,9,72,6,0,0,0,0,0,6,3,3,18,6,5,0,35,16,0,18,0,3,0,37,0,0,11,0,4,0,15,3,0,4,0,0,0,7,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,0,7,32,6,95,12,32,9,186,Lockhart (A)
15050,0,116,61,9,18,53,257,7,334,7,17,3,6,374,87,348,81,23,40,5,584,325,233,124,13,63,7,765,219,97,125,7,81,0,529,554,111,224,8,49,3,949,1241,48,228,0,34,5,1556,896,8,98,0,4,0,1006,149,0,11,0,0,0,160,9,0,7,0,0,0,16,21,9,9,0,0,0,39,54,83,43,12,17,9,218,3562,1387,1018,89,309,88,6453,Maitland (C)
15150,13,32,62,8,4,48,167,3,85,9,5,0,0,102,11,38,23,21,0,0,93,27,34,13,15,6,0,95,23,8,29,0,13,0,73,40,17,31,0,8,0,96,198,10,91,4,7,3,313,713,3,206,5,7,5,939,844,3,175,0,11,5,1038,613,4,147,0,4,3,771,1334,4,328,3,9,4,1682,76,17,37,10,5,8,153,3895,255,1151,71,74,76,5522,Manly (A)
15200,22,102,116,24,15,90,369,10,255,11,27,0,0,303,47,169,49,86,3,3,357,161,118,131,65,7,6,488,240,36,140,30,15,3,464,710,40,203,30,20,5,1008,1792,49,348,33,20,9,2251,2538,12,465,9,28,16,3068,1673,5,289,8,12,10,1997,1047,4,156,4,8,0,1219,855,7,186,0,5,3,1056,137,59,68,16,19,11,310,9232,856,2162,332,152,156,12890,Marrickville (A)
15270,9,7,89,4,54,83,246,10,24,10,3,10,3,60,81,84,80,7,21,3,276,199,62,82,9,23,5,380,136,52,56,3,19,0,266,262,27,65,3,3,0,360,249,6,49,0,4,3,311,148,0,31,0,0,0,179,26,0,6,0,0,0,32,3,0,0,0,0,0,3,9,0,6,0,3,0,18,22,17,25,4,19,4,91,1154,279,499,33,156,101,2222,Mid-Western Regional (A)
15300,4,57,45,28,181,93,408,4,46,9,5,5,0,69,134,106,78,112,46,8,484,169,87,84,16,37,5,398,71,11,24,0,15,0,121,135,7,33,0,12,0,187,64,5,13,0,0,0,82,17,0,7,0,4,0,28,4,0,0,0,0,0,4,3,3,0,0,0,0,6,0,0,7,0,0,0,7,13,9,20,5,35,3,85,618,331,320,166,335,109,1879,Moree Plains (A)
15350,7,6,36,11,5,41,106,0,20,3,5,0,0,28,0,6,12,11,0,3,32,11,3,14,13,4,0,45,7,4,18,0,0,0,29,43,0,20,0,0,3,66,233,3,65,0,4,0,305,761,0,153,0,3,4,921,564,0,126,0,3,0,693,312,0,71,0,0,0,383,759,3,212,3,3,3,983,42,0,33,9,6,3,93,2739,45,763,52,28,57,3684,Mosman (A)
15500,0,0,25,37,27,23,112,0,4,7,5,0,0,16,16,4,30,3,5,5,63,74,4,29,4,3,0,114,50,0,14,0,0,0,64,110,3,18,0,3,0,134,60,0,9,0,4,0,73,18,0,5,0,4,0,27,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,11,0,3,3,6,0,23,339,15,147,52,52,28,633,Murray (A)
15550,0,0,14,0,25,21,60,0,0,6,3,3,0,12,14,3,33,7,12,7,76,36,5,36,7,12,0,96,4,0,9,0,6,0,19,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,0,5,3,19,64,8,109,17,63,31,292,Murrumbidgee (A)
15650,3,16,32,3,58,43,155,3,37,3,5,3,3,54,68,75,26,20,12,6,207,151,91,39,15,8,0,304,107,41,27,10,12,5,202,207,15,35,10,17,0,284,235,7,57,3,11,3,316,254,3,36,0,8,0,301,31,0,0,0,4,0,35,3,0,3,3,0,0,9,13,0,5,0,0,0,18,25,17,25,0,20,4,91,1100,302,288,69,153,64,1976,Muswellbrook (A)
15700,3,23,54,14,8,62,164,5,90,11,9,13,4,132,75,89,75,51,34,4,328,185,47,115,15,15,3,380,151,9,107,4,3,0,274,246,19,62,4,6,3,340,213,10,38,0,0,0,261,48,3,11,0,3,0,65,4,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,0,0,3,0,6,16,19,17,5,7,4,68,949,309,490,102,95,80,2025,Nambucca (A)
15750,3,20,69,4,78,74,248,4,43,22,7,7,3,86,132,65,114,17,41,6,375,71,74,88,11,36,7,287,32,10,49,3,16,0,110,38,5,47,0,16,0,106,53,5,27,0,5,0,90,34,0,16,0,3,0,53,4,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,0,8,5,4,18,3,26,8,64,379,226,458,45,228,98,1434,Narrabri (A)
15800,3,6,31,3,21,24,88,6,7,17,0,4,3,37,49,19,70,12,11,0,161,62,14,56,0,16,0,148,16,0,14,0,0,0,30,18,0,9,0,0,0,27,4,0,6,0,0,0,10,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,4,3,15,0,10,3,35,162,52,223,15,65,30,547,Narrandera (A)
15850,0,11,36,7,30,38,122,7,30,8,0,4,0,49,54,50,50,11,15,0,180,90,22,46,7,10,6,181,49,0,21,0,7,0,77,30,3,3,0,3,0,39,6,0,4,0,0,0,10,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,5,0,10,3,11,3,32,241,121,186,28,80,50,706,Narromine (A)
15900,26,498,211,37,33,182,987,13,1329,33,38,10,15,1438,223,670,305,114,35,9,1356,805,389,522,58,44,8,1826,570,129,422,29,57,9,1216,1631,167,706,27,109,15,2655,3415,92,1085,24,108,16,4740,2550,13,623,9,42,13,3250,748,3,177,0,14,5,947,255,3,79,3,8,4,352,230,17,100,3,3,0,353,140,202,167,125,32,30,696,10606,3512,4430,467,495,306,19816,Newcastle (C)
15950,23,77,166,3,20,69,358,6,198,4,4,5,4,221,11,71,23,11,6,0,122,31,29,58,6,9,0,133,42,10,75,0,19,0,146,136,13,95,0,6,5,255,872,9,211,5,4,0,1101,2656,6,517,3,7,14,3203,2790,3,469,0,10,4,3276,1779,0,303,0,6,8,2096,2474,4,448,3,22,12,2963,181,33,89,5,16,11,335,11001,453,2458,40,130,127,14209,North Sydney (A)
16100,0,0,18,0,19,24,61,6,15,8,0,3,0,32,32,9,12,3,9,3,68,47,6,20,0,3,0,76,57,0,14,0,0,0,71,54,0,15,0,3,0,72,21,0,4,0,3,0,28,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,13,0,21,220,34,95,3,53,27,432,Oberon (A)
16150,11,83,44,7,20,38,203,0,218,13,16,6,0,253,104,220,74,24,8,5,435,417,203,105,17,12,3,757,273,62,90,6,9,0,440,643,38,121,4,13,3,822,672,9,97,0,11,0,789,395,4,48,0,3,3,453,99,0,8,4,5,0,116,13,0,4,0,0,0,17,22,3,4,0,3,3,35,47,74,33,12,17,5,188,2696,914,641,90,107,60,4508,Orange (C)
16180,3,0,47,0,17,44,111,0,6,5,0,11,0,22,11,5,19,0,4,0,39,15,0,33,0,10,0,58,21,0,24,0,0,0,45,47,0,36,0,10,0,93,61,0,37,0,4,0,102,62,0,31,0,6,0,99,30,0,17,0,3,0,50,32,0,11,0,0,0,43,10,0,6,0,0,0,16,0,0,8,0,0,3,11,292,11,274,0,65,47,689,Palerang (A)
16200,7,39,70,15,30,41,202,11,80,15,17,7,0,130,139,68,112,23,29,3,374,198,43,104,9,18,3,375,65,0,46,3,0,0,114,116,4,22,4,3,0,149,68,3,19,0,3,0,93,21,0,11,0,0,0,32,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,8,15,20,16,4,14,0,69,646,257,420,75,104,47,1549,Parkes (A)
16250,35,604,193,31,25,144,1032,11,1315,10,70,28,6,1440,26,932,105,197,25,8,1293,138,556,169,142,42,12,1059,164,160,159,43,73,4,603,613,218,279,49,90,8,1257,3315,243,665,39,128,23,4413,6198,127,800,18,115,31,7289,1836,9,280,5,29,9,2168,442,7,67,4,6,0,526,240,16,58,3,12,6,335,228,275,192,61,41,56,853,13246,4462,2977,662,614,307,22268,Parramatta (C)
16350,21,268,191,21,31,157,689,3,668,19,19,3,3,715,38,501,109,69,20,11,748,280,382,236,54,55,13,1020,519,162,308,39,78,4,1110,1246,268,546,34,43,5,2142,3797,159,880,27,54,19,4936,2605,30,446,6,37,16,3140,453,6,67,3,9,0,538,118,0,23,0,5,0,146,80,9,24,0,0,0,113,173,175,140,22,33,30,573,9333,2628,2989,294,368,258,15870,Penrith (C)
16370,0,0,95,19,17,95,226,0,0,0,0,0,0,0,7,0,20,5,0,0,32,11,3,24,3,11,4,56,15,4,46,22,7,3,97,49,0,73,3,14,3,142,145,4,142,0,7,3,301,389,0,204,0,22,5,620,392,0,192,3,8,0,595,326,0,135,4,4,0,469,806,0,232,0,9,0,1047,52,0,57,8,9,7,133,2192,11,1220,67,108,120,3718,Pittwater (A)
16380,14,60,126,15,27,125,367,10,290,22,34,19,3,378,97,189,136,41,78,4,545,524,139,243,38,95,3,1042,391,70,224,4,35,4,728,923,42,312,11,30,7,1325,1304,21,364,14,18,3,1724,884,3,162,0,16,0,1065,151,3,24,3,3,0,184,26,3,3,0,0,0,32,29,3,16,0,3,0,51,50,56,61,23,30,18,238,4403,879,1693,183,354,167,7679,Port Macquarie-Hastings (A)
16400,5,80,99,7,20,85,296,5,222,10,32,30,5,304,70,198,87,45,60,5,465,276,119,162,30,153,0,740,320,58,152,7,217,4,758,823,104,224,3,101,3,1258,1216,13,210,4,43,4,1490,702,0,121,0,13,3,839,133,0,23,0,3,0,159,29,0,9,0,4,0,42,41,3,14,0,3,0,61,58,44,38,19,42,8,209,3678,841,1149,147,689,117,6621,Port Stephens (A)
16470,5,58,52,9,9,46,179,0,160,3,11,3,0,177,40,147,33,28,13,3,264,212,96,86,16,32,3,445,233,28,54,5,56,0,376,333,39,94,10,121,3,600,534,74,180,4,119,0,911,609,35,213,0,37,3,897,255,3,80,0,16,0,354,83,0,27,0,7,0,117,53,3,8,0,3,3,70,41,39,34,4,17,8,143,2398,682,864,87,433,69,4533,Queanbeyan (C)
16550,34,425,247,26,13,173,918,6,1119,9,32,15,3,1184,44,545,53,99,24,8,773,112,339,94,55,27,0,627,110,81,104,10,77,3,385,262,99,173,16,74,3,627,974,91,335,16,50,5,1471,3571,72,728,7,37,15,4430,3929,51,696,8,19,15,4718,2093,14,378,0,19,5,2509,2391,15,542,12,24,8,2992,216,241,171,28,30,39,725,13742,3092,3530,309,409,277,21359,Randwick (C)
16610,3,24,56,14,27,57,181,3,67,13,15,0,0,98,77,67,77,37,38,3,299,230,58,118,22,31,5,464,130,19,104,0,16,9,278,338,11,133,9,17,6,514,295,5,84,0,15,5,404,49,0,17,0,0,0,66,7,0,3,0,0,0,10,0,0,0,0,0,0,0,5,5,5,0,5,0,20,15,15,29,16,16,5,96,1152,271,639,113,165,90,2430,Richmond Valley (A)
16650,20,97,178,20,13,118,446,5,256,13,11,0,3,288,13,136,55,45,22,4,275,79,89,69,21,18,4,280,100,25,104,10,16,0,255,312,40,132,14,16,7,521,1527,21,288,13,41,11,1901,3079,29,460,3,43,14,3628,1558,14,262,3,32,3,1872,490,3,92,0,3,3,591,317,6,62,0,6,0,391,133,56,108,23,19,27,366,7633,772,1823,163,229,194,10814,Rockdale (C)
