lga_code_2016,opds_separate_house_dwellings,opds_separate_house_persons,opds_sd_r_t_h_th_1_sty_dwgs,opds_sd_r_t_h_th_1_sty_psns,opds_sd_r_t_h_th_2_m_sty_dwgs,opds_sd_r_t_h_th_2_m_sty_psns,opds_sd_r_t_h_th_tot_dwgs,opds_sd_r_t_h_th_tot_psns,opds_f_ap_i_1or2_sty_blk_ds,opds_f_ap_i_1or2_sty_blk_ps,opds_f_ap_i_3_sty_blk_dwgs,opds_f_ap_i_3_sty_blk_psns,opds_f_ap_i_4_m_sty_blk_ds,opds_f_ap_i_4_m_sty_blk_ps,opds_flt_apt_att_house_ds,opds_flt_apt_att_house_ps,opds_flt_apart_tot_dwgs,opds_flt_apart_tot_psns,opds_oth_dwg_cvn_ds,opds_oth_dw_cvn_ps,opds_oth_dwg_cab_hboat_ds,opds_oth_dwg_cab_hboat_ps,opds_ot_dwg_im_hm_tnt_so_ds,opds_ot_dwg_im_hm_tnt_so_ps,opds_ot_dwg_hs_f_att_sh_of_ds,opds_ot_dwg_hs_f_att_sh_of_ps,opds_other_dwelling_tot_dwgs,opds_other_dwelling_tot_psns,opds_dwlling_structur_ns_dwgs,opds_dwlling_structur_ns_psns,opds_tot_opds_dwellings,opds_tot_opds_persons,unoccupied_pds_dwgs,total_pds_dwellings,total_pds_persons,lga_name16
40220,10186,23595,212,309,74,146,289,451,187,243,0,6,0,3,0,0,188,252,51,77,72,99,5,15,26,38,157,227,40,85,10859,24610,4522,15378,24610,Alexandrina (DC)
44550,11881,31190,523,799,13,33,537,827,58,96,0,0,0,0,0,0,58,96,57,106,26,45,6,8,7,25,102,190,36,82,12616,32385,909,13528,32385,Mount Barker (DC)
32750,104,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,123,0,0,0,0,0,0,58,123,5,18,171,390,35,204,390,Diamantina (S)
41140,3497,8175,133,190,3,4,136,193,34,53,0,3,0,0,0,0,38,59,28,46,34,59,8,10,23,45,96,168,39,68,3805,8657,600,4408,8657,Clare and Gilbert Valleys (DC)
40910,14625,38519,3012,6280,535,1425,3549,7709,1618,2865,0,3,0,0,0,5,1620,2877,0,3,3,3,0,0,7,28,13,36,53,142,19852,49287,1745,21603,49287,Campbelltown (C) (SA)
41010,1245,3127,15,24,0,0,16,29,58,69,0,0,0,0,0,0,58,69,74,137,42,68,305,351,3,9,428,570,11,21,1760,3811,312,2068,3811,Ceduna (DC)
41060,28963,74568,7962,15476,4548,10696,12510,26173,3407,5675,522,849,551,990,28,51,4511,7571,60,117,7,17,13,23,82,210,156,360,164,398,46300,109075,4863,51163,109075,Charles Sturt (C)
32770,212,1209,4,20,26,39,32,62,39,141,0,0,0,0,0,0,39,141,0,9,0,0,0,0,3,0,6,11,0,0,282,1422,21,312,1422,Doomadgee (S)
32810,3489,8778,275,557,350,771,629,1337,504,898,124,286,38,73,0,0,669,1252,497,995,89,177,43,87,25,58,659,1320,97,208,5539,12897,903,6443,12897,Douglas (S)
33100,274,650,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,182,262,0,10,58,87,3,5,246,367,85,171,603,1195,93,700,1195,Etheridge (S)
33200,431,994,179,426,0,0,179,426,9,10,0,0,0,0,0,0,9,10,15,34,0,0,0,0,0,3,15,34,90,153,725,1622,184,909,1622,Flinders (S) (Qld)
33220,35542,87870,2153,3381,1333,2286,3488,5673,932,1406,196,309,279,452,7,8,1413,2175,1671,3061,387,691,216,498,43,97,2317,4351,463,869,43228,100933,5027,48254,100933,Fraser Coast (R)
33360,19856,53770,476,809,687,1364,1164,2175,1094,1750,199,301,360,594,3,3,1654,2646,934,1731,95,151,90,171,23,68,1138,2122,96,159,23905,60876,5087,28989,60876,Gladstone (R)
33430,121735,358237,16098,32055,28054,65541,44154,97596,9127,16782,14966,27136,21318,40247,50,84,45469,84248,1972,3377,759,1324,277,344,118,287,3126,5334,1166,2145,215645,547558,23347,238991,547558,Gold Coast (C)
33610,3736,9395,49,95,41,61,86,156,266,422,0,0,4,15,0,0,277,441,141,259,20,35,8,11,17,32,183,337,61,146,4348,10470,624,4974,10470,Goondiwindi (R)
37400,441,973,8,13,0,0,8,13,26,36,0,0,0,0,0,0,26,36,233,445,9,13,0,3,6,11,242,477,10,18,725,1515,128,856,1515,Winton (S)
41560,5608,12652,297,407,18,37,316,445,146,211,0,0,0,0,0,0,146,211,64,97,36,65,6,8,5,11,114,176,26,52,6210,13545,2459,8666,13545,Copper Coast (DC)
41750,400,933,3,12,0,0,3,12,3,5,0,0,0,0,0,0,3,5,36,61,26,45,0,6,14,27,76,135,11,17,497,1097,318,809,1097,Elliston (DC)
37550,224,839,32,75,0,0,32,75,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,258,919,21,283,919,Woorabinda (S)
43080,429,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,5,7,6,23,16,35,0,0,446,1035,147,594,1035,Karoonda East Murray (DC)
44620,8240,20523,1476,2745,42,73,1518,2820,973,1461,0,0,18,30,0,0,996,1491,33,60,29,48,7,13,8,19,76,138,53,108,10889,25072,1400,12284,25072,Mount Gambier (C)
44830,1188,2618,18,13,0,0,18,13,4,13,0,0,0,0,0,0,4,13,47,82,6,16,0,4,5,15,63,114,16,35,1287,2800,381,1671,2800,Mount Remarkable (DC)
45040,7263,18119,887,1559,24,44,908,1604,49,82,0,0,0,0,0,0,53,85,34,61,52,81,21,20,9,17,110,175,71,158,8401,20137,1245,9647,20137,Murray Bridge (RC)
37570,70,250,0,10,0,0,0,10,16,25,0,0,0,0,0,0,16,25,0,0,0,0,0,0,0,0,0,0,0,0,82,280,5,93,280,Wujal Wujal (S)
37600,333,1943,49,257,6,12,54,266,34,118,0,0,0,0,0,0,34,118,3,4,6,17,56,192,0,0,68,208,0,0,490,2538,10,500,2538,Yarrabah (S)
46970,1057,3100,147,243,0,0,154,248,60,84,0,0,0,0,0,3,63,84,0,0,21,39,5,11,0,0,27,53,10,23,1308,3506,456,1763,3506,Roxby Downs (M)
47140,42631,118270,4622,8630,1516,3705,6141,12331,1727,2925,445,870,333,596,9,7,2505,4399,105,157,62,98,7,9,60,120,230,385,86,186,51594,135567,3617,55210,135567,Salisbury (C)
47290,782,1848,6,9,0,0,6,9,8,17,0,0,0,0,0,0,8,17,26,47,0,3,0,0,4,14,28,60,4,10,836,1951,259,1093,1951,Southern Mallee (DC)
47490,795,1878,22,24,0,0,22,24,0,0,0,0,0,0,0,0,0,0,55,111,13,21,6,5,3,12,75,151,3,6,895,2064,416,1317,2064,Streaky Bay (DC)
47630,2526,6154,34,57,0,0,34,57,11,29,0,0,0,0,0,0,11,29,24,33,11,9,3,8,9,8,42,67,12,28,2637,6327,408,3041,6327,Tatiara (DC)
47700,33786,88353,2431,4061,492,1058,2924,5116,758,1186,0,0,0,3,3,11,759,1202,11,43,3,3,0,0,13,33,25,78,64,157,37567,94901,2504,40071,94901,Tea Tree Gully (C)
47800,2134,4966,62,107,0,0,62,107,13,23,0,0,0,0,0,0,13,23,14,19,4,10,4,0,20,45,40,69,11,28,2260,5187,740,3002,5187,The Coorong (DC)
47910,1026,2330,59,81,0,3,62,87,34,45,0,0,0,0,0,0,34,45,38,63,12,15,3,3,11,11,57,98,13,27,1190,2587,373,1567,2587,Tumby Bay (DC)
40250,536,2165,57,81,0,0,57,81,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,8,0,3,12,13,6,4,610,2264,214,817,2264,Anangu Pitjantjatjara (AC)
40310,8536,21435,517,780,9,32,526,815,141,183,3,4,0,0,0,0,146,184,73,122,19,25,12,27,15,31,124,208,52,116,9382,22756,860,10245,22756,Barossa (DC)
40430,1038,2222,34,52,0,0,34,52,16,18,0,0,0,0,0,0,16,18,28,45,7,14,0,0,14,16,43,79,12,26,1141,2388,721,1860,2388,Barunga West (DC)
40520,3838,9257,335,538,0,4,336,547,240,330,0,0,0,0,0,0,240,330,50,89,16,40,36,36,3,12,113,176,34,78,4558,10389,545,5106,10389,Berri and Barmera (DC)
44000,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,55,3,17,55,Maralinga Tjarutja (AC)
40700,11594,31962,2763,5035,1136,2427,3905,7459,1531,2626,135,182,184,307,0,5,1850,3116,0,0,0,0,0,0,10,24,15,23,34,69,17390,42630,1926,19311,42630,Burnside (C)
41190,733,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,158,19,48,13,16,5,18,114,237,11,17,858,2087,197,1060,2087,Cleve (DC)
41330,796,1583,5,16,0,0,5,16,0,3,0,0,0,0,0,0,0,3,44,86,0,0,0,0,0,0,44,86,66,109,922,1801,454,1378,1801,Coober Pedy (DC)
41830,678,1401,29,49,0,0,29,49,15,18,0,0,0,0,0,0,15,18,36,72,7,13,5,11,3,4,55,102,8,13,778,1582,189,972,1582,Flinders Ranges (DC)
41960,496,1169,31,51,3,9,31,53,3,3,0,0,0,0,0,0,3,3,49,102,26,44,0,0,3,12,80,158,3,4,613,1389,244,857,1389,Franklin Harbour (DC)
42030,7796,19431,1345,2250,79,166,1426,2410,134,178,0,0,0,0,0,0,134,178,70,112,22,57,7,6,4,9,106,184,32,68,9498,22282,794,10286,22282,Gawler (T)
42110,1673,3805,51,67,0,0,51,67,0,0,0,0,0,0,0,0,0,0,34,68,3,4,8,11,10,19,53,104,25,46,1797,4015,405,2203,4015,Goyder (DC)
42250,2802,7319,17,29,0,7,16,33,4,6,0,0,0,0,0,3,8,10,18,30,8,16,3,12,3,3,34,53,17,38,2874,7447,802,3680,7447,Grant (DC)
44060,25116,64360,6760,12794,1979,4626,8742,17426,2577,4303,10,18,3,4,3,5,2592,4331,12,26,28,64,3,7,15,29,58,120,119,262,36635,86500,3131,39764,86500,Marion (C)
44210,3622,7800,40,67,0,0,40,67,13,12,0,0,0,0,0,0,13,12,47,83,64,120,18,26,10,20,134,243,38,67,3848,8192,2904,6754,8192,Mid Murray (DC)
42600,8114,20647,3333,5550,1095,2304,4422,7860,1536,2229,685,1112,847,1404,3,11,3077,4758,15,22,18,32,5,13,43,70,76,129,76,138,15762,33525,2268,18036,33525,Holdfast Bay (C)
42750,1923,4207,42,56,0,0,42,56,24,36,0,0,0,0,0,0,24,36,7,13,8,29,4,11,7,14,30,69,37,85,2054,4449,1096,3150,4449,Kangaroo Island (DC)
43220,406,996,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,5,0,0,7,12,6,8,429,1030,158,587,1030,Kimba (DC)
43360,952,2115,37,55,4,4,38,60,14,13,0,0,0,0,0,0,14,13,8,9,0,0,0,0,6,14,11,26,3,3,1019,2215,595,1620,2215,Kingston (DC) (SA)
43650,5104,14058,69,101,0,0,69,101,14,15,0,0,0,0,0,0,14,15,12,21,11,25,3,11,9,33,38,91,19,57,5243,14329,400,5646,14329,Light (RegC)
43710,1975,4970,16,24,0,0,17,28,3,11,0,0,0,0,0,0,3,11,56,96,28,48,14,24,0,7,102,165,15,35,2115,5216,666,2779,5216,Lower Eyre Peninsula (DC)
43790,4225,10292,285,435,0,0,285,435,142,174,0,0,0,0,0,0,142,174,72,110,27,46,7,15,5,14,114,181,23,65,4796,11149,805,5604,11149,Loxton Waikerie (DC)
43920,3150,8518,21,30,0,0,21,30,3,4,0,0,0,0,0,0,3,4,15,30,4,13,6,18,7,14,33,63,26,51,3242,8669,373,3610,8669,Mallala (DC)
44340,19524,52779,2140,4470,337,809,2474,5281,2322,3763,139,304,3,10,0,3,2463,4083,9,21,0,0,0,3,36,84,46,104,97,184,24607,62432,2050,26658,62432,Mitcham (C)
45090,3091,7563,98,171,0,0,98,171,57,103,0,0,0,0,0,0,57,103,14,21,14,14,4,3,7,8,34,54,17,33,3301,7922,526,3830,7922,Naracoorte and Lucindale (DC)
45120,1861,4232,35,42,0,0,35,42,8,6,0,0,0,0,0,0,8,6,30,44,12,14,0,0,17,42,54,108,19,41,1975,4430,369,2347,4430,Northern Areas (DC)
45290,8099,20689,2915,5228,1801,3626,4715,8856,2229,3763,247,406,152,241,3,8,2629,4413,11,17,16,35,4,5,35,73,65,134,65,141,15568,34230,1922,17493,34230,Norwood Payneham St Peters (C)
45340,58270,149722,4829,7497,662,1442,5484,8944,1381,2205,63,93,61,94,15,27,1521,2412,200,299,141,203,19,38,22,65,380,600,155,321,65816,161999,5880,71692,161999,Onkaparinga (C)
45400,345,754,8,11,0,0,8,11,0,0,0,0,0,3,0,0,0,3,21,36,7,9,0,0,4,6,30,51,21,38,412,861,90,500,861,Orroroo/Carrieton (DC)
50840,1921,4367,50,59,0,0,50,59,14,13,0,0,0,0,0,0,14,13,17,27,15,24,0,12,0,6,30,60,8,17,2020,4517,383,2401,4517,Bridgetown-Greenbushes (S)
50910,371,865,7,11,0,0,7,11,15,24,0,0,0,0,0,0,15,24,11,17,0,0,3,0,0,0,14,18,0,9,412,922,98,506,922,Brookton (S)
45540,768,1497,25,40,0,0,25,40,15,17,0,0,0,0,0,0,15,17,16,38,7,17,0,3,3,6,31,60,7,9,836,1617,239,1080,1617,Peterborough (DC)
45680,26842,74167,5426,11089,722,1538,6140,12627,362,531,64,101,0,0,7,6,440,633,54,75,48,67,3,6,3,12,115,169,85,205,33622,87803,2672,36294,87803,Playford (C)
45890,33510,87014,8486,17454,2538,5816,11023,23265,3392,6043,166,273,309,470,9,11,3876,6800,64,111,41,58,16,21,81,220,201,407,199,451,48811,117938,4748,53557,117938,Port Adelaide Enfield (C)
46090,4273,10407,694,1406,39,117,731,1522,350,528,0,0,0,0,0,0,350,528,132,250,62,106,19,26,10,28,223,410,45,86,5624,12956,1143,6766,12956,Port Augusta (C)
46300,4583,11152,662,1228,94,193,750,1418,333,445,5,4,0,0,0,0,337,452,47,80,34,47,16,17,8,8,96,162,34,68,5805,13261,957,6764,13261,Port Lincoln (C)
46450,6182,14715,874,1438,19,46,891,1483,119,152,0,0,0,0,0,0,119,152,79,139,9,20,3,4,10,20,102,177,47,104,7344,16633,1068,8416,16633,Port Pirie City and Dists (M)
46510,5495,14917,1171,2083,378,849,1554,2929,963,1922,26,37,6,3,8,16,998,1981,0,0,0,0,0,0,22,65,23,63,29,55,8094,19949,831,8919,19949,Prospect (C)
46670,3398,8254,154,264,0,0,157,264,220,326,0,0,0,0,0,0,220,326,41,82,34,76,29,49,7,20,115,219,83,157,3971,9220,534,4506,9220,Renmark Paringa (DC)
46860,567,1207,11,14,8,18,17,32,12,13,0,0,0,0,0,0,12,13,27,52,8,10,0,0,3,11,33,67,4,8,634,1330,876,1506,1330,Robe (DC)
50980,4537,13325,283,543,205,436,490,985,398,801,5,15,0,5,3,10,411,825,2106,4165,41,86,282,547,39,82,2466,4880,129,250,8031,20252,753,8785,20252,Broome (S)
47980,9004,24350,2069,3736,812,1561,2883,5293,2946,5046,299,541,221,378,0,3,3460,5975,0,0,0,0,3,3,15,27,15,32,37,73,15395,35718,1703,17097,35718,Unley (C)
48050,5772,12495,567,808,85,164,654,968,87,120,10,25,12,21,3,4,116,161,12,24,41,62,0,0,3,17,58,106,15,30,6615,13763,2571,9192,13763,Victor Harbor (C)
48130,2595,6310,42,68,0,0,42,68,59,71,0,0,0,3,0,0,55,76,29,39,0,0,4,4,19,32,47,71,15,33,2758,6564,444,3204,6564,Wakefield (DC)
51960,1203,3054,81,147,18,25,100,169,35,49,0,0,0,0,0,0,35,49,19,26,3,4,13,14,8,18,43,71,7,17,1387,3363,358,1747,3363,Coolgardie (S)
52030,446,936,5,12,0,0,5,12,4,0,0,0,0,0,0,0,4,0,31,46,0,3,0,0,7,7,36,57,0,0,491,1005,428,920,1005,Coorow (S)
51470,234,516,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,7,18,27,0,0,0,0,0,0,18,27,4,3,259,556,121,373,556,Carnamah (S)
51540,1732,4576,196,317,5,6,199,322,57,97,0,0,0,0,0,0,57,97,1142,2203,56,101,105,219,0,3,1302,2533,38,66,3324,7596,371,3693,7596,Carnarvon (S)
51610,497,1335,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,3,35,56,0,0,8,19,0,0,41,70,7,11,548,1425,110,657,1425,Chapman Valley (S)
48260,1941,5138,343,593,326,726,668,1315,256,400,67,84,107,186,0,0,439,670,34,50,8,16,0,0,7,16,49,83,14,19,3107,7224,401,3509,7224,Walkerville (M)
48340,4490,10546,147,231,8,9,154,241,68,91,0,0,0,0,0,0,68,91,22,39,30,70,0,0,8,15,60,124,18,40,4802,11040,1027,5825,11040,Wattle Range (DC)
48410,15417,39522,4252,7676,1056,2292,5306,9967,2559,4866,605,1108,245,426,0,3,3413,6399,35,68,21,56,11,16,40,82,104,223,97,205,24329,56317,2514,26840,56317,West Torrens (C)
48540,5106,12734,3668,7540,14,29,3683,7572,414,564,28,39,0,0,3,6,443,601,43,67,59,103,18,22,6,17,122,209,42,74,9400,21189,1897,11295,21189,Whyalla (C)
52660,4746,12728,272,492,3,5,273,498,3,11,0,0,0,0,0,0,7,10,31,43,74,93,3,4,0,0,105,138,20,30,5149,13411,523,5676,13411,Dardanup (S)
52730,2307,5286,84,120,0,0,90,124,3,14,0,0,0,0,0,0,3,14,20,46,0,8,3,4,0,10,30,61,19,49,2453,5531,900,3352,5531,Denmark (S)
52800,1813,6208,243,479,11,33,257,515,112,232,0,0,0,0,0,0,112,232,444,936,19,29,306,635,20,39,785,1637,36,67,3001,8651,618,3616,8651,Derby-West Kimberley (S)
48640,478,1133,13,13,0,0,13,13,3,3,0,0,0,0,0,0,3,3,26,45,3,9,4,11,10,27,43,94,4,8,537,1251,154,692,1251,Wudinna (DC)
48750,2095,4616,41,78,19,26,57,110,29,40,23,29,0,0,0,4,51,76,48,67,13,13,3,3,14,18,75,108,19,35,2296,4946,1575,3866,4946,Yankalilla (DC)
48830,4672,9886,77,110,4,7,82,116,36,47,0,0,0,0,0,0,36,47,137,215,39,60,3,3,32,73,206,353,36,67,5027,10465,4692,9722,10465,Yorke Peninsula (DC)
49399,1089,2460,12,26,0,0,13,26,25,31,0,0,0,0,0,0,25,31,282,572,47,97,172,260,6,13,509,940,130,277,1764,3735,1258,3024,3735,Unincorporated SA
50080,12754,31796,1023,1462,99,164,1125,1619,51,78,0,0,0,0,8,16,54,93,189,300,87,130,32,67,21,50,325,544,72,157,14327,34213,2524,16847,34213,Albany (C)
50210,25177,70494,3364,6986,78,177,3448,7161,178,333,71,133,0,0,3,5,249,467,97,116,3,4,4,4,17,48,117,178,54,124,29048,78426,2803,31848,78426,Armadale (C)
50250,1803,5156,169,289,8,20,173,306,74,103,16,21,0,0,0,3,89,123,533,1079,64,139,47,77,5,13,650,1311,51,61,2763,6964,768,3529,6964,Ashburton (S)
50280,5116,12765,144,276,32,51,179,332,61,87,0,0,0,0,0,0,61,87,108,188,81,178,21,31,18,39,231,433,73,151,5655,13770,2081,7740,13770,Augusta-Margaret River (S)
50350,4849,12330,918,1741,131,292,1050,2040,185,279,31,45,34,43,0,0,251,371,0,0,0,3,0,0,3,3,7,7,12,30,6172,14766,662,6831,14766,Bassendean (T)
50420,18115,47322,3745,7552,1807,3646,5557,11194,1284,2148,579,969,756,1287,3,3,2627,4400,3,8,0,0,19,18,12,28,33,54,79,176,26413,63156,3464,29870,63156,Bayswater (C)
50490,10648,27306,2404,5170,1206,2743,3610,7910,547,906,568,951,837,1432,0,0,1951,3295,24,42,12,35,20,16,11,30,67,122,58,121,16335,38754,2095,18426,38754,Belmont (C)
50560,717,1591,3,5,0,0,3,5,13,24,0,0,0,0,0,0,13,24,0,3,0,0,0,0,0,0,3,7,8,15,748,1637,175,921,1637,Beverley (S)
50630,653,1631,15,30,0,0,15,30,13,19,0,0,0,0,0,0,13,19,9,20,0,3,0,0,0,0,14,19,5,9,699,1709,193,894,1709,Boddington (S)
50770,693,1580,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,3,0,13,13,3,9,717,1613,178,896,1613,Boyup Brook (S)
51080,402,1062,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,3,7,14,412,1084,88,497,1084,Broomehill-Tambellup (S)
51120,365,839,24,30,0,0,24,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,10,6,14,402,897,69,470,897,Bruce Rock (S)
51190,9916,24346,1950,3330,426,834,2373,4163,652,954,91,166,51,97,0,0,800,1209,76,113,93,144,19,18,13,14,207,294,35,77,13333,30097,2073,15406,30097,Bunbury (C)
51260,12052,31140,1077,1749,168,346,1239,2096,40,64,0,3,0,3,6,5,46,80,150,302,360,589,25,55,20,32,552,984,65,144,13960,34448,4715,18677,34448,Busselton (C)
51310,7443,21573,516,1003,616,1365,1129,2369,453,670,288,473,486,764,0,0,1221,1909,0,3,0,0,3,4,12,18,18,26,14,31,9826,25902,927,10757,25902,Cambridge (T)
51330,25382,73469,5059,11921,587,1643,5642,13568,801,1844,47,110,174,235,0,7,1022,2196,0,9,3,21,8,11,12,31,28,66,76,196,32146,89501,3513,35658,89501,Canning (C)
51400,5590,15939,138,235,17,20,147,252,130,179,0,0,0,0,0,3,131,180,3,9,0,8,10,25,5,9,15,45,14,31,5897,16446,760,6650,16446,Capel (S)
51680,1859,5079,0,5,0,0,0,5,13,30,0,0,0,0,4,3,14,30,3,9,0,0,22,51,0,0,23,62,14,35,1922,5212,289,2206,5212,Chittering (S)
52870,2226,5384,67,102,0,0,71,102,7,10,0,0,0,0,0,0,7,10,0,0,0,0,20,34,0,0,22,45,17,30,2343,5560,414,2760,5560,Donnybrook-Balingup (S)
51750,2115,5707,494,959,436,964,933,1928,285,439,334,491,482,828,0,3,1106,1753,3,4,0,3,0,0,3,8,4,13,28,53,4178,9460,579,4758,9460,Claremont (T)
51820,31205,88030,4133,8235,976,2134,5105,10365,359,584,766,1308,875,1491,3,0,2005,3383,89,143,113,183,12,24,3,13,227,364,159,264,38701,102405,4123,42827,102405,Cockburn (C)
51890,3332,8130,123,163,0,0,123,163,17,20,0,3,0,0,0,0,20,21,15,20,0,0,0,0,7,24,27,44,17,25,3519,8383,524,4042,8383,Collie (S)
55460,1244,3078,55,81,0,0,55,81,11,14,0,0,0,0,0,0,11,14,36,58,0,0,0,0,0,0,42,58,12,21,1363,3251,276,1635,3251,Merredin (S)
52100,429,1013,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,3,0,7,9,12,18,458,1061,101,558,1061,Corrigin (S)
52170,1965,5395,160,322,296,672,457,998,155,268,337,499,87,137,0,0,581,907,0,0,0,0,0,0,0,0,0,0,7,8,3006,7315,624,3632,7315,Cottesloe (T)
52240,399,956,7,13,0,0,7,13,5,11,0,0,0,0,0,0,5,11,3,6,0,0,0,0,0,0,9,6,5,16,422,998,129,549,998,Cranbrook (S)
52310,339,776,0,3,0,4,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,4,3,12,350,801,61,407,801,Cuballing (S)
52380,72,139,0,0,0,0,0,0,3,11,0,0,0,0,0,0,3,11,42,82,14,16,3,3,0,3,55,113,5,20,145,280,50,191,280,Cue (S)
52450,483,1224,0,9,0,0,0,9,12,17,0,0,0,0,0,0,12,17,12,17,4,5,0,0,0,0,25,26,16,41,540,1319,97,637,1319,Cunderdin (S)
52520,506,1277,17,35,0,0,17,35,8,14,0,0,0,0,0,0,8,14,24,46,0,0,0,0,7,18,36,65,11,21,565,1408,134,705,1408,Dalwallinu (S)
52590,1273,2828,26,51,3,18,33,69,8,18,0,0,0,0,0,0,8,18,76,142,11,18,23,47,9,12,122,214,8,12,1447,3141,1486,2936,3141,Dandaragan (S)
52940,272,659,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,9,0,3,290,681,85,376,681,Dowerin (S)
53010,288,627,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,3,14,0,5,302,649,83,386,649,Dumbleyung (S)
53080,295,557,3,5,0,0,3,5,4,3,0,0,0,0,0,0,4,3,129,201,9,8,15,18,3,3,153,235,58,68,509,863,237,746,863,Dundas (S)
53150,1881,5343,217,417,342,680,555,1093,69,101,142,183,207,328,0,0,415,613,0,0,0,0,0,0,15,16,13,14,5,12,2865,7075,408,3279,7075,East Fremantle (T)
53220,1682,5228,84,164,16,24,100,190,79,112,0,0,0,0,0,0,79,112,274,492,0,0,4,10,10,27,293,527,81,94,2228,6149,1039,3264,6149,East Pilbara (S)
53290,4720,12006,412,668,35,80,449,743,81,135,0,0,0,0,3,9,85,144,107,189,3,12,45,94,5,18,158,309,172,356,5572,13562,1030,6602,13562,Esperance (S)
53360,976,2580,49,85,11,26,59,113,0,0,0,0,0,0,0,0,0,0,809,1576,11,13,145,292,0,0,967,1877,71,132,2075,4698,318,2397,4698,Exmouth (S)
53430,7500,18505,1560,2835,1600,3109,3161,5943,407,627,596,949,678,1088,6,10,1681,2678,6,5,106,155,47,49,22,44,175,257,127,195,12637,27581,1890,14528,27581,Fremantle (C)
53570,1994,4795,46,108,7,14,49,120,7,15,0,0,0,0,0,0,14,17,19,32,5,12,12,25,6,7,38,78,64,146,2163,5159,1721,3880,5159,Gingin (S)
53640,473,1119,15,14,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,8,3,6,3,13,490,1161,157,647,1161,Gnowangerup (S)
54280,8663,24119,1584,3154,235,480,1822,3637,233,377,0,0,0,0,0,0,233,377,366,560,56,65,50,49,15,40,486,714,118,206,11321,29052,1650,12975,29052,Kalgoorlie/Boulder (C)
54310,5784,17405,777,1591,79,162,863,1753,216,339,28,30,115,169,0,0,355,537,452,887,22,38,39,60,7,17,512,1002,61,114,7576,20802,2185,9759,20802,Karratha (C)
53710,394,913,4,5,0,0,4,5,0,3,0,0,0,0,0,0,0,3,19,34,0,0,0,3,0,0,20,41,15,20,439,986,79,516,986,Goomalling (S)
53780,35748,105218,3920,8347,314,741,4236,9087,397,840,109,216,0,0,0,0,511,1061,136,183,7,11,12,19,83,233,236,453,87,179,40809,115994,3584,44391,115994,Gosnells (C)
53800,12532,32571,1276,2136,323,753,1602,2883,304,474,19,36,0,0,0,0,326,515,155,262,123,184,47,76,103,300,434,826,122,228,15008,37025,2474,17481,37025,Greater Geraldton (C)
53920,709,2581,123,262,25,37,144,300,29,68,0,0,0,0,0,0,32,68,166,323,5,13,70,157,15,38,261,528,10,25,1152,3506,240,1395,3506,Halls Creek (S)
53990,8970,24262,384,684,14,32,400,720,65,120,0,0,0,0,0,0,65,120,110,174,41,60,14,10,12,17,167,258,57,112,9655,25472,1303,10962,25472,Harvey (S)
54060,1355,3185,44,66,0,0,44,66,47,67,0,0,0,0,0,0,47,67,76,134,18,25,3,3,7,9,100,169,39,87,1587,3564,393,1981,3564,Irwin (S)
54130,433,1019,20,27,0,0,18,29,0,0,0,0,0,0,0,0,0,0,13,22,4,3,3,7,5,6,22,40,0,0,474,1090,345,816,1090,Jerramungup (S)
54170,49362,138908,3343,6124,1327,3009,4673,9129,554,808,398,722,376,667,11,15,1333,2209,17,34,146,207,12,8,17,62,196,312,65,140,55631,150700,4681,60313,150700,Joondalup (C)
54200,19727,53300,1030,1689,53,94,1085,1780,51,54,0,0,0,0,0,0,53,64,120,191,9,14,12,27,36,112,184,349,56,136,21097,55626,1656,22758,55626,Kalamunda (S)
54340,1439,3700,117,219,0,0,117,219,28,35,0,0,0,0,0,0,28,35,3,6,0,0,0,0,0,3,3,7,14,28,1596,3992,221,1821,3992,Katanning (S)
