lga_code16,sws_nni_h_0,sws_nni_h_1_15,sws_nni_h_16_24,sws_nni_h_25_34,sws_nni_h_35_39,sws_nni_h_40,sws_nni_h_41_48,sws_nni_h_49mo,sws_nni_h_ns,sws_nni_h_tot,sws_1_149_h_0,sws_1_149_h_1_15,sws_1_149_h_16_24,sws_1_149_h_25_34,sws_1_149_h_35_39,sws_1_149_h_40,sws_1_149_h_41_48,sws_1_149_h_49mo,sws_1_149_h_ns,sws_1_149_h_tot,sws_150_299_h_0,sws_150_299_h_1_15,sws_150_299_h_16_24,sws_150_299_h_25_34,sws_150_299_h_35_39,sws_150_299_h_40,sws_150_299_h_41_48,sws_150_299_h_49mo,sws_150_299_h_ns,sws_150_299_h_tot,sws_300_399_h_0,sws_300_399_h_1_15,sws_300_399_h_16_24,sws_300_399_h_25_34,sws_300_399_h_35_39,sws_300_399_h_40,sws_300_399_h_41_48,sws_300_399_h_49mo,sws_300_399_h_ns,sws_300_399_h_tot,sws_400_499_h_0,sws_400_499_h_1_15,sws_400_499_h_16_24,sws_400_499_h_25_34,sws_400_499_h_35_39,sws_400_499_h_40,sws_400_499_h_41_48,sws_400_499_h_49mo,sws_400_499_h_ns,sws_400_499_h_tot,sws_500_649_h_0,sws_500_649_h_1_15,sws_500_649_h_16_24,sws_500_649_h_25_34,sws_500_649_h_35_39,sws_500_649_h_40,sws_500_649_h_41_48,sws_500_649_h_49mo,sws_500_649_h_ns,sws_500_649_h_tot,sws_650_799_h_0,sws_650_799_h_1_15,sws_650_799_h_16_24,sws_650_799_h_25_34,sws_650_799_h_35_39,sws_650_799_h_40,sws_650_799_h_41_48,sws_650_799_h_49mo,sws_650_799_h_ns,sws_650_799_h_tot,sws_800_999_h_0,sws_800_999_h_1_15,sws_800_999_h_16_24,sws_800_999_h_25_34,sws_800_999_h_35_39,sws_800_999_h_40,sws_800_999_h_41_48,sws_800_999_h_49mo,sws_800_999_h_ns,sws_800_999_h_tot,sws_1000_1249_h_0,sws_1000_1249_h_1_15,sws_1000_1249_h_16_24,sws_1000_1249_h_25_34,sws_1000_1249_h_35_39,sws_1000_1249_h_40,sws_1000_1249_h_41_48,sws_1000_1249_h_49mo,sws_1000_1249_h_ns,sws_1000_1249_h_tot,sws_1250_1499_h_0,sws_1250_1499_h_1_15,sws_1250_1499_h_16_24,sws_1250_1499_h_25_34,sws_1250_1499_h_35_39,sws_1250_1499_h_40,sws_1250_1499_h_41_48,sws_1250_1499_h_49mo,sws_1250_1499_h_ns,sws_1250_1499_h_tot,sws_1500_1749_h_0,sws_1500_1749_h_1_15,sws_1500_1749_h_16_24,sws_1500_1749_h_25_34,sws_1500_1749_h_35_39,sws_1500_1749_h_40,sws_1500_1749_h_41_48,sws_1500_1749_h_49mo,sws_1500_1749_h_ns,sws_1500_1749_h_tot,sws_1750_1999_h_0,sws_1750_1999_h_1_15,sws_1750_1999_h_16_24,sws_1750_1999_h_25_34,sws_1750_1999_h_35_39,sws_1750_1999_h_40,sws_1750_1999_h_41_48,sws_1750_1999_h_49mo,sws_1750_1999_h_ns,sws_1750_1999_h_tot,sws_2000_2999_h_0,sws_2000_2999_h_1_15,sws_2000_2999_h_16_24,sws_2000_2999_h_25_34,sws_2000_2999_h_35_39,sws_2000_2999_h_40,sws_2000_2999_h_41_48,sws_2000_2999_h_49mo,sws_2000_2999_h_ns,sws_2000_2999_h_tot,sws_3000mo_h_0,sws_3000mo_h_1_15,sws_3000mo_h_16_24,sws_3000mo_h_25_34,sws_3000mo_h_35_39,sws_3000mo_h_40,sws_3000mo_h_41_48,sws_3000mo_h_49mo,sws_3000mo_h_ns,sws_3000mo_h_tot,sws_pins_h_0,sws_pins_h_1_15,sws_pins_h_16_24,sws_pins_h_25_34,sws_pins_h_35_39,sws_pins_h_40,sws_pins_h_41_48,sws_pins_h_49mo,sws_pins_h_ns,sws_pins_h_tot,sws_tot_h_0,sws_tot_h_1_15,sws_tot_h_16_24,sws_tot_h_25_34,sws_tot_h_35_39,sws_tot_h_40,sws_tot_h_41_48,sws_tot_h_49mo,sws_tot_h_ns,sws_tot_h_tot,maopd_nni_h_0,maopd_nni_h_1_15,maopd_nni_h_16_24,maopd_nni_h_25_34,maopd_nni_h_35_39,maopd_nni_h_40,maopd_nni_h_41_48,maopd_nni_h_49mo,maopd_nni_h_ns,maopd_nni_h_tot,maopd_1_149_h_0,maopd_1_149_h_1_15,maopd_1_149_h_16_24,maopd_1_149_h_25_34,maopd_1_149_h_35_39,maopd_1_149_h_40,maopd_1_149_h_41_48,maopd_1_149_h_49mo,maopd_1_149_h_ns,maopd_1_149_h_tot,maopd_150_299_h_0,maopd_150_299_h_1_15,maopd_150_299_h_16_24,maopd_150_299_h_25_34,maopd_150_299_h_35_39,maopd_150_299_h_40,maopd_150_299_h_41_48,maopd_150_299_h_49mo,maopd_150_299_h_ns,maopd_150_299_h_tot,maopd_300_399_h_0,maopd_300_399_h_1_15,maopd_300_399_h_16_24,maopd_300_399_h_25_34,maopd_300_399_h_35_39,maopd_300_399_h_40,maopd_300_399_h_41_48,maopd_300_399_h_49mo,maopd_300_399_h_ns,maopd_300_399_h_tot,lga_name16
54200,0,0,0,0,0,0,0,0,0,5,6,227,11,0,0,0,0,0,5,244,3,125,33,7,0,3,0,0,0,177,3,37,55,14,3,0,0,0,3,123,3,20,41,29,3,6,3,0,0,110,3,18,40,42,19,0,4,4,7,137,3,4,13,28,37,15,3,9,0,117,0,3,12,16,28,18,12,9,3,109,4,0,3,5,15,29,9,11,3,72,0,0,4,3,4,11,13,14,0,56,3,4,0,3,3,13,11,7,0,38,0,0,0,0,0,6,3,18,0,25,0,3,0,3,0,11,5,15,0,40,0,0,0,0,3,6,0,7,0,21,0,7,4,0,3,0,0,0,8,27,31,468,215,155,126,122,66,103,25,1312,0,0,0,5,0,0,0,0,0,3,0,7,0,4,0,0,0,0,0,9,0,16,8,0,0,0,0,0,0,20,3,4,6,3,0,0,0,6,0,21,Kalamunda (S)
54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kulin (S)
54830,3,9,0,0,0,0,0,0,0,11,4,102,4,0,0,0,0,0,0,108,0,63,25,4,0,0,0,0,3,107,3,31,18,15,4,0,0,0,0,74,3,7,23,14,0,0,0,4,0,53,0,8,26,36,15,11,3,3,0,97,0,8,6,22,34,17,3,3,0,82,3,0,3,8,23,13,3,6,0,56,0,0,0,0,6,14,3,8,0,29,0,0,0,0,5,12,3,12,0,34,0,0,0,0,0,11,3,10,0,20,0,0,0,0,3,4,3,7,0,19,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,4,8,17,224,110,112,103,75,25,48,11,716,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,10,0,5,3,3,3,0,0,0,0,15,Kwinana (C)
54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,15,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Lake Grace (S)
56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ngaanyatjarraku (S)
54340,0,0,0,0,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,8,0,3,3,4,0,0,0,0,0,13,0,3,4,4,3,0,0,0,0,16,3,4,7,11,0,0,0,0,0,22,0,3,0,5,6,8,3,0,0,31,0,0,3,3,3,6,8,0,0,18,0,0,0,0,0,10,0,0,0,8,0,0,0,0,4,3,0,3,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,6,37,12,25,18,33,13,12,3,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Katanning (S)
54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kellerberrin (S)
54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kent (S)
54550,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,11,0,0,3,0,0,3,0,0,0,7,0,0,0,0,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,7,6,3,5,9,6,10,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kojonup (S)
55320,3,24,7,3,3,5,0,4,0,44,42,819,34,6,0,0,3,0,11,909,28,554,144,21,6,6,0,3,7,764,20,173,186,51,4,6,0,3,5,454,11,105,200,85,18,7,3,3,9,443,14,73,149,204,64,27,8,19,7,568,11,24,57,121,157,63,18,17,4,467,14,18,23,47,155,75,30,28,4,402,7,10,10,27,76,72,30,44,3,282,4,4,7,6,43,50,25,53,0,194,0,3,7,4,13,29,10,53,0,127,5,5,4,4,4,17,7,19,0,70,0,3,4,3,14,22,10,43,0,98,0,3,9,7,4,15,3,40,0,83,3,19,10,8,7,9,0,6,3,66,155,1847,851,605,567,407,140,329,60,4965,0,0,0,0,0,0,0,0,0,3,0,22,3,0,0,0,0,0,0,31,0,34,5,3,3,0,0,0,0,47,0,12,21,3,3,0,0,0,0,36,Melville (C)
54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kondinin (S)
54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koorda (S)
54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Laverton (S)
56730,0,3,0,0,0,0,0,0,0,3,3,36,0,0,0,0,0,0,0,43,0,15,14,6,0,0,0,0,0,35,3,8,14,4,0,0,0,0,0,33,0,5,9,12,3,4,0,0,3,35,0,4,6,22,9,3,0,0,0,53,3,0,0,4,19,12,0,4,0,54,3,0,3,3,21,11,5,0,0,47,0,0,0,0,3,5,4,10,0,29,0,0,0,0,0,3,4,0,0,15,0,0,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,8,14,78,56,61,60,35,25,27,3,368,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,Northam (S)
55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Leonora (S)
55110,3,22,6,3,0,0,0,3,0,41,20,418,30,6,0,3,0,0,6,482,14,248,77,12,3,0,0,0,9,362,16,130,135,41,12,3,0,0,4,342,8,60,131,80,15,11,3,5,6,313,12,47,101,166,54,23,8,7,3,423,11,26,41,106,143,37,10,22,3,400,12,16,12,48,139,38,23,19,0,308,4,3,10,15,71,33,21,35,5,192,0,3,4,3,23,22,7,25,0,88,3,3,0,4,7,17,3,22,0,58,3,0,3,0,3,3,3,24,0,45,3,6,0,5,0,12,6,22,0,56,0,4,0,3,0,7,4,15,3,31,4,12,11,3,0,4,0,0,0,40,102,1005,560,498,466,208,101,201,43,3189,0,0,0,0,0,3,0,0,0,8,4,17,3,0,0,0,0,0,0,30,3,31,11,0,0,0,3,0,0,51,3,18,21,10,7,0,0,0,0,53,Mandurah (C)
55180,0,3,0,0,0,0,0,0,0,8,0,48,3,0,0,0,0,0,0,57,0,11,4,0,3,0,0,0,0,22,3,7,16,4,0,0,0,0,3,36,4,7,7,3,0,0,0,0,0,20,3,3,7,27,6,4,3,4,0,58,3,3,3,12,20,3,6,0,0,52,0,0,0,8,6,11,3,4,0,38,0,0,4,3,7,9,3,0,0,29,0,0,0,0,0,4,4,4,0,11,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,6,18,85,55,65,52,38,20,31,8,376,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,Manjimup (S)
55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,4,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Meekatharra (S)
55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mukinbudin (S)
55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mingenew (S)
55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Menzies (S)
55460,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,4,5,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,4,6,0,0,0,0,0,11,0,0,3,6,6,0,0,0,0,21,3,0,0,3,8,3,3,3,0,18,0,0,0,0,10,3,4,0,0,22,0,0,0,0,0,3,4,3,0,12,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,20,14,23,22,20,16,19,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Merredin (S)
56090,0,4,0,0,0,0,0,0,0,8,7,128,3,3,0,0,0,0,0,138,6,50,22,11,0,0,0,0,0,94,0,30,34,0,0,0,0,0,0,80,0,7,30,29,5,0,3,3,0,86,0,6,28,33,4,6,3,0,0,80,0,6,5,26,26,17,6,3,0,93,0,3,5,7,13,19,17,7,0,68,0,0,4,7,11,23,12,13,0,77,0,3,0,0,7,14,9,5,0,41,0,3,0,0,6,4,3,3,0,23,0,0,4,0,3,8,0,3,0,14,0,0,3,3,3,4,3,3,0,20,0,0,0,3,0,3,0,8,0,16,3,0,3,0,3,0,0,4,0,14,21,244,143,131,83,99,61,50,5,843,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,7,3,3,0,0,0,0,0,15,3,13,3,0,0,3,0,4,0,31,Mundaring (S)
56790,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,7,0,0,0,10,0,3,0,0,0,13,3,0,0,0,3,3,0,0,0,11,0,0,0,4,0,0,0,0,0,9,3,0,0,0,0,0,0,3,0,9,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,16,19,4,12,3,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Northampton (S)
55600,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,12,0,0,3,3,0,0,0,0,0,9,0,0,0,4,3,3,0,3,0,18,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,5,3,0,0,12,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,3,5,12,7,15,8,19,10,9,5,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,Moora (S)
57980,0,7,0,0,0,0,0,0,0,7,18,197,6,5,0,0,0,0,0,229,9,99,25,5,3,0,0,0,3,150,4,49,52,13,0,0,0,0,3,119,11,41,51,13,3,3,0,3,0,119,3,20,28,42,16,8,3,4,3,133,4,11,8,26,37,18,4,7,0,119,3,7,8,13,46,25,15,8,0,131,4,4,7,8,30,33,17,7,0,121,0,3,7,5,20,26,12,16,0,84,0,3,0,4,10,22,16,22,0,75,3,0,0,3,3,9,6,8,0,39,0,0,4,5,11,30,14,22,0,86,0,3,3,0,0,15,14,40,0,75,3,10,3,0,0,0,0,3,0,22,65,453,211,142,184,196,91,142,14,1507,0,0,0,0,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,14,3,14,8,0,0,0,0,0,0,23,0,3,4,0,0,4,0,0,0,18,Subiaco (C)
58050,3,27,3,5,3,3,0,3,3,46,25,649,47,3,3,3,0,5,9,745,18,420,154,41,8,4,0,7,3,652,15,196,224,55,16,9,3,0,9,532,20,109,234,136,12,12,7,5,5,540,18,74,145,254,104,29,15,19,13,671,18,43,55,149,224,82,33,24,3,627,13,20,28,60,194,130,52,49,8,554,13,14,19,35,126,137,70,45,0,460,9,4,9,16,85,70,50,54,0,287,4,7,3,6,39,82,40,52,0,236,0,0,0,3,11,44,24,31,4,121,0,4,4,4,11,40,28,44,0,138,0,0,4,0,3,14,12,27,0,58,3,31,10,5,7,9,3,14,11,92,168,1593,939,772,849,662,327,377,64,5769,0,6,0,0,5,0,0,8,4,27,5,35,7,6,0,0,0,0,0,55,8,41,16,7,3,0,0,0,6,87,3,38,42,11,4,9,3,6,3,127,Swan (C)
