lga_code16,ci_ii_2000_2999_mng,ci_ii_2000_2999_pro,ci_ii_2000_2999_tectw,ci_ii_2000_2999_copsw,ci_ii_2000_2999_claw,ci_ii_2000_2999_swks,ci_ii_2000_2999_maopdv,ci_ii_2000_2999_lab,ci_ii_2000_2999_idns,ci_ii_2000_2999_tot,ci_ii_3000mo_mng,ci_ii_3000mo_pro,ci_ii_3000mo_tectw,ci_ii_3000mo_copsw,ci_ii_3000mo_claw,ci_ii_3000mo_swks,ci_ii_3000mo_maopdv,ci_ii_3000mo_lab,ci_ii_3000mo_idns,ci_ii_3000mo_tot,ci_ii_pins_mng,ci_ii_pins_pro,ci_ii_pins_tectw,ci_ii_pins_copsw,ci_ii_pins_claw,ci_ii_pins_swks,ci_ii_pins_maopdv,ci_ii_pins_lab,ci_ii_pins_idns,ci_ii_pins_tot,ci_ii_tot_mng,ci_ii_tot_pro,ci_ii_tot_tectw,ci_ii_tot_copsw,ci_ii_tot_claw,ci_ii_tot_swks,ci_ii_tot_maopdv,ci_ii_tot_lab,ci_ii_tot_idns,ci_ii_tot_tot,le_idns_nni_mng,le_idns_nni_pro,le_idns_nni_tectw,le_idns_nni_copsw,le_idns_nni_claw,le_idns_nni_swks,le_idns_nni_maopdv,le_idns_nni_lab,le_idns_nni_idns,le_idns_nni_tot,le_idns_1_149_mng,le_idns_1_149_pro,le_idns_1_149_tectw,le_idns_1_149_copsw,le_idns_1_149_claw,le_idns_1_149_swks,le_idns_1_149_maopdv,le_idns_1_149_lab,le_idns_1_149_idns,le_idns_1_149_tot,le_idns_150_299_mng,le_idns_150_299_pro,le_idns_150_299_tectw,le_idns_150_299_copsw,le_idns_150_299_claw,le_idns_150_299_swks,le_idns_150_299_maopdv,le_idns_150_299_lab,le_idns_150_299_idns,le_idns_150_299_tot,le_idns_300_399_mng,le_idns_300_399_pro,le_idns_300_399_tectw,le_idns_300_399_copsw,le_idns_300_399_claw,le_idns_300_399_swks,le_idns_300_399_maopdv,le_idns_300_399_lab,le_idns_300_399_idns,le_idns_300_399_tot,le_idns_400_499_mng,le_idns_400_499_pro,le_idns_400_499_tectw,le_idns_400_499_copsw,le_idns_400_499_claw,le_idns_400_499_swks,le_idns_400_499_maopdv,le_idns_400_499_lab,le_idns_400_499_idns,le_idns_400_499_tot,le_idns_500_649_mng,le_idns_500_649_pro,le_idns_500_649_tectw,le_idns_500_649_copsw,le_idns_500_649_claw,le_idns_500_649_swks,le_idns_500_649_maopdv,le_idns_500_649_lab,le_idns_500_649_idns,le_idns_500_649_tot,le_idns_650_799_mng,le_idns_650_799_pro,le_idns_650_799_tectw,le_idns_650_799_copsw,le_idns_650_799_claw,le_idns_650_799_swks,le_idns_650_799_maopdv,le_idns_650_799_lab,le_idns_650_799_idns,le_idns_650_799_tot,le_idns_800_999_mng,le_idns_800_999_pro,le_idns_800_999_tectw,le_idns_800_999_copsw,le_idns_800_999_claw,le_idns_800_999_swks,le_idns_800_999_maopdv,le_idns_800_999_lab,le_idns_800_999_idns,le_idns_800_999_tot,le_idns_1000_1249_mng,le_idns_1000_1249_pro,le_idns_1000_1249_tectw,le_idns_1000_1249_copsw,le_idns_1000_1249_claw,le_idns_1000_1249_swks,le_idns_1000_1249_maopdv,le_idns_1000_1249_lab,le_idns_1000_1249_idns,le_idns_1000_1249_tot,le_idns_1250_1499_mng,le_idns_1250_1499_pro,le_idns_1250_1499_tectw,le_idns_1250_1499_copsw,le_idns_1250_1499_claw,le_idns_1250_1499_swks,le_idns_1250_1499_maopdv,le_idns_1250_1499_lab,le_idns_1250_1499_idns,le_idns_1250_1499_tot,le_idns_1500_1749_mng,le_idns_1500_1749_pro,le_idns_1500_1749_tectw,le_idns_1500_1749_copsw,le_idns_1500_1749_claw,le_idns_1500_1749_swks,le_idns_1500_1749_maopdv,le_idns_1500_1749_lab,le_idns_1500_1749_idns,le_idns_1500_1749_tot,le_idns_1750_1999_mng,le_idns_1750_1999_pro,le_idns_1750_1999_tectw,le_idns_1750_1999_copsw,le_idns_1750_1999_claw,le_idns_1750_1999_swks,le_idns_1750_1999_maopdv,le_idns_1750_1999_lab,le_idns_1750_1999_idns,le_idns_1750_1999_tot,le_idns_2000_2999_mng,le_idns_2000_2999_pro,le_idns_2000_2999_tectw,le_idns_2000_2999_copsw,le_idns_2000_2999_claw,le_idns_2000_2999_swks,le_idns_2000_2999_maopdv,le_idns_2000_2999_lab,le_idns_2000_2999_idns,le_idns_2000_2999_tot,le_idns_3000mo_mng,le_idns_3000mo_pro,le_idns_3000mo_tectw,le_idns_3000mo_copsw,le_idns_3000mo_claw,le_idns_3000mo_swks,le_idns_3000mo_maopdv,le_idns_3000mo_lab,le_idns_3000mo_idns,le_idns_3000mo_tot,le_idns_pins_mng,le_idns_pins_pro,le_idns_pins_tectw,le_idns_pins_copsw,le_idns_pins_claw,le_idns_pins_swks,le_idns_pins_maopdv,le_idns_pins_lab,le_idns_pins_idns,le_idns_pins_tot,le_idns_tot_mng,le_idns_tot_pro,le_idns_tot_tectw,le_idns_tot_copsw,le_idns_tot_claw,le_idns_tot_swks,le_idns_tot_maopdv,le_idns_tot_lab,le_idns_tot_idns,le_idns_tot_tot,lga_name16
16650,9,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,9,21,57,63,68,24,30,7,307,0,0,0,0,3,0,0,0,0,9,0,0,3,3,0,0,0,5,0,14,3,0,3,5,3,3,0,8,0,25,0,3,4,0,5,4,10,7,3,45,0,4,9,12,8,4,8,8,3,57,9,5,11,18,17,18,11,14,3,97,5,14,13,24,16,12,8,21,7,116,17,11,10,21,22,11,8,10,7,117,7,12,21,13,19,12,5,9,9,105,4,4,8,9,11,4,5,3,0,44,12,10,5,4,6,8,5,3,3,52,3,9,0,3,9,0,0,0,3,26,4,13,3,0,10,0,0,0,7,32,7,10,0,0,0,4,0,0,0,26,4,7,4,8,3,4,3,0,22,56,82,107,87,121,125,87,61,93,65,826,Rockdale (C)
16700,8,15,7,0,0,0,0,0,0,31,8,7,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,3,0,10,76,80,55,67,181,94,18,43,14,627,4,0,3,0,0,0,0,3,11,22,0,7,0,5,3,16,3,3,4,36,3,3,10,8,5,6,0,8,5,57,3,12,4,23,11,12,3,5,6,72,5,8,13,10,12,10,7,12,8,89,9,14,15,13,28,23,7,16,12,139,7,24,21,30,46,24,14,17,12,190,15,34,28,19,67,19,15,17,20,222,27,50,38,14,79,20,8,19,21,279,21,63,27,10,46,8,10,7,12,203,14,80,8,5,23,7,3,4,7,153,28,89,17,0,16,4,0,3,6,165,63,112,21,0,24,11,0,0,12,240,83,64,4,0,4,6,0,0,3,164,8,17,4,6,13,12,3,5,57,129,288,565,220,149,384,164,80,127,191,2162,Ryde (C)
16900,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,8,37,15,24,47,62,72,24,33,0,320,0,0,0,0,0,0,0,0,3,6,0,0,0,3,3,3,0,0,0,17,0,3,3,7,8,9,0,4,3,33,3,0,6,5,9,13,0,4,0,39,0,3,6,3,6,10,4,12,0,45,3,6,11,17,8,11,0,5,4,70,3,6,9,11,14,8,9,9,6,73,0,5,15,5,11,6,6,3,3,52,3,9,9,5,3,3,5,6,0,48,6,3,9,4,3,5,0,3,0,23,6,8,0,5,3,3,3,3,0,31,0,4,0,0,3,0,0,0,0,12,0,5,0,0,0,0,0,0,0,15,0,6,0,3,0,0,0,0,0,9,0,4,4,3,4,4,0,4,12,39,33,64,64,75,74,73,34,52,38,502,Shellharbour (C)
16950,3,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,11,54,23,41,112,162,120,24,89,0,626,0,0,0,0,0,0,0,3,0,5,0,0,0,8,5,12,0,19,5,51,3,4,6,15,5,19,3,17,0,70,12,9,11,5,12,17,3,17,11,91,4,3,7,15,21,11,10,17,4,95,11,11,21,27,15,23,6,18,10,140,12,13,20,22,36,16,14,17,4,145,18,21,8,25,29,15,24,11,9,163,12,21,13,6,17,11,11,12,3,104,6,13,9,8,7,3,10,0,0,59,10,15,4,0,13,0,8,3,0,54,3,4,0,3,0,3,4,0,0,21,6,5,4,6,0,4,3,0,0,35,4,12,0,0,0,0,0,3,5,24,11,13,9,5,3,10,0,10,28,82,110,141,120,151,172,143,87,142,81,1140,Shoalhaven (C)
17000,0,0,0,0,0,0,22,0,0,30,3,0,3,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,18,4,18,44,60,24,68,32,4,276,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,13,7,0,3,3,3,0,0,3,3,20,3,0,4,0,3,0,0,0,4,18,5,0,0,7,3,0,0,8,0,19,0,0,3,8,3,5,9,3,0,35,0,7,0,3,9,3,9,8,0,43,4,4,5,4,8,0,5,8,0,42,7,9,5,0,7,3,3,3,3,35,0,0,0,0,0,0,11,3,3,23,3,7,3,0,3,0,9,0,3,22,0,8,9,0,0,0,10,4,4,25,3,3,6,0,0,0,26,6,0,47,0,3,3,0,0,0,4,0,0,13,0,3,3,0,0,0,3,0,7,18,35,39,37,35,44,21,92,50,27,385,Singleton (A)
17040,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,39,4,12,47,41,17,11,37,0,202,3,0,0,0,0,0,0,0,0,4,3,0,0,0,4,7,0,3,3,18,0,0,0,0,3,5,0,4,0,11,3,0,0,7,0,3,4,4,3,28,3,0,3,0,5,3,0,7,3,25,3,8,9,11,9,9,3,11,8,62,5,0,4,6,7,11,5,9,3,49,14,3,4,12,11,8,0,3,3,53,15,5,3,3,3,0,0,3,0,41,5,4,5,0,6,0,0,0,0,19,9,3,0,0,3,0,0,0,0,19,0,0,4,3,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,5,6,3,0,7,3,5,0,3,3,25,75,23,37,53,52,42,28,50,29,388,Snowy Monaro Regional (A)
17080,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,11,19,15,13,14,0,87,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,3,0,0,0,7,3,0,0,3,4,0,0,0,0,14,6,0,0,0,0,3,0,4,0,18,11,0,3,4,7,3,0,7,0,35,9,3,0,0,0,3,3,11,0,30,4,0,0,3,6,3,8,9,0,32,4,0,3,0,4,0,8,0,0,24,0,0,3,3,0,0,9,3,0,15,5,0,0,0,0,0,4,0,0,10,0,3,0,0,0,0,4,0,0,9,5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,3,3,15,52,14,14,20,21,19,38,44,12,231,Snowy Valleys (A)
17420,4,4,0,0,0,0,0,0,0,13,12,0,0,0,0,5,0,0,0,19,3,0,0,4,3,0,0,0,0,11,72,56,64,103,220,139,28,52,14,737,0,0,4,0,7,4,0,0,3,19,5,4,3,13,0,10,0,10,3,44,0,0,3,10,14,11,0,12,3,62,4,11,0,22,24,16,3,10,3,92,5,14,12,19,22,18,0,9,7,111,9,13,9,14,39,27,0,17,6,143,8,17,18,36,30,38,11,15,6,190,19,25,31,23,48,19,15,19,10,198,27,46,33,23,43,17,15,14,17,237,19,38,13,5,21,11,9,3,3,124,22,45,14,7,16,10,0,0,3,119,20,31,7,0,14,8,3,0,4,87,41,38,5,0,6,8,0,0,4,104,28,27,0,0,0,3,0,0,5,71,12,8,5,10,10,3,7,10,59,116,225,320,174,176,293,197,62,123,147,1713,The Hills Shire (A)
17550,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,16,31,63,65,77,19,85,3,389,0,0,0,0,5,5,0,3,0,11,0,0,3,3,3,12,0,9,6,33,3,5,3,4,4,3,0,16,4,46,0,0,10,11,11,4,4,11,3,60,0,3,8,15,15,11,10,15,4,79,13,13,7,22,11,22,4,18,4,107,5,11,12,20,23,12,6,10,6,112,8,15,12,23,15,7,9,17,9,110,9,15,4,9,16,10,11,4,3,84,3,11,7,4,6,4,6,7,3,51,3,15,7,0,3,3,0,4,0,34,0,6,0,0,0,0,3,0,0,15,8,8,0,3,3,3,0,0,3,32,3,9,0,0,0,0,0,0,0,15,6,0,4,7,3,8,5,8,13,54,72,124,76,129,116,96,53,122,66,856,Tweed (A)
17620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,3,6,25,12,5,20,0,93,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,10,3,0,4,0,0,0,0,6,0,12,0,0,3,3,3,0,0,0,0,16,6,3,3,0,3,4,0,3,0,25,6,0,8,3,3,0,3,9,0,33,7,3,6,0,0,0,0,8,0,23,3,3,4,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,5,4,3,0,0,3,3,0,7,3,23,50,19,26,10,23,13,10,40,5,200,Upper Hunter Shire (A)
17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,4,11,6,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,14,3,0,0,0,0,0,0,0,0,8,3,0,5,0,0,0,0,0,0,12,10,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,33,0,13,10,6,4,5,15,3,93,Upper Lachlan Shire (A)
17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,0,0,0,9,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,25,0,3,5,4,3,0,11,9,59,Uralla (A)
17750,0,3,0,0,3,0,0,0,0,11,4,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,44,28,44,101,137,84,44,78,9,557,3,0,0,0,0,0,0,3,0,9,0,0,0,7,0,14,0,8,0,29,3,0,3,8,3,9,0,3,0,31,7,4,3,3,4,5,0,5,4,33,0,9,3,11,8,9,0,10,0,44,6,7,16,11,7,12,10,16,4,83,9,10,17,8,24,6,12,15,4,104,9,9,19,13,27,6,16,26,7,133,10,19,15,8,21,4,11,14,0,96,3,16,3,3,9,0,11,3,0,44,5,11,5,3,7,0,3,0,0,42,6,12,4,0,0,0,0,0,4,24,13,10,3,0,3,3,3,0,0,36,8,4,0,0,0,4,0,0,0,19,0,6,4,0,0,3,3,6,22,53,87,122,93,76,114,85,60,102,47,789,Wagga Wagga (C)
17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,3,6,5,0,9,0,32,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,5,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,25,4,0,5,7,6,0,11,0,54,Walcha (A)
17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,3,0,12,0,33,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,3,0,0,0,3,0,10,3,6,0,3,0,0,0,3,0,14,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,12,0,7,0,0,4,0,0,3,0,11,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,9,19,15,6,5,8,0,9,27,6,103,Walgett (A)
17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,15,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,7,3,0,0,3,11,3,34,Warren (A)
18020,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,3,10,12,8,9,6,8,0,77,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,0,7,3,0,0,3,3,3,0,0,0,21,8,0,3,7,3,4,0,10,0,29,8,0,5,0,0,0,3,3,0,17,7,3,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,4,3,15,51,12,13,15,15,8,7,24,13,153,Warrumbungle Shire (A)
18050,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,17,29,38,37,13,4,3,179,0,0,0,3,0,0,0,0,0,10,0,3,0,7,0,3,0,0,0,18,0,7,0,8,0,8,0,3,3,36,0,3,3,8,3,8,0,11,3,41,0,11,6,3,8,7,0,10,5,46,3,13,10,19,14,14,3,8,0,86,4,10,4,7,12,17,3,4,4,71,17,12,13,19,19,12,8,11,6,102,14,20,15,3,17,9,0,5,3,90,10,13,5,7,4,10,4,0,6,63,7,8,3,5,7,3,5,0,0,35,3,8,3,3,3,0,3,0,3,24,11,16,0,0,3,0,0,0,0,33,13,11,0,0,0,3,0,0,0,30,5,6,4,5,3,3,0,0,17,40,91,147,67,102,92,100,31,62,57,733,Waverley (A)
18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,4,5,3,0,0,4,0,26,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,8,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,0,3,0,4,7,3,10,0,54,Weddin (A)
18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,11,5,3,6,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,4,0,4,0,7,3,0,0,0,3,3,0,3,0,11,8,0,0,0,0,0,0,6,3,17,3,0,0,6,5,0,5,3,0,23,0,0,3,0,0,0,8,0,0,11,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,5,9,8,7,14,11,17,13,104,Wentworth (A)
18230,5,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,47,14,31,53,112,72,18,65,6,411,3,0,0,0,0,3,0,0,3,14,0,0,3,6,0,10,0,3,3,24,4,0,0,3,0,3,0,6,0,22,0,3,3,3,8,3,0,9,0,23,6,0,7,15,7,3,9,8,3,54,5,7,3,10,6,12,0,9,5,61,10,13,15,12,13,12,6,19,7,115,12,8,11,9,15,12,9,12,4,107,15,17,12,4,8,3,3,14,0,81,7,8,6,0,9,7,0,0,0,44,5,16,3,0,5,0,4,0,0,37,8,9,0,3,8,0,0,0,3,25,3,11,0,0,0,3,0,0,0,25,6,0,0,0,0,0,0,0,0,12,8,3,8,10,3,3,3,5,15,58,95,107,73,79,85,80,46,90,49,695,Western Plains Regional (A)
18250,6,7,5,0,3,3,0,0,0,23,3,3,0,0,3,3,0,0,0,14,0,0,0,0,0,3,0,0,0,4,44,50,42,35,124,78,13,27,0,423,0,3,0,0,0,0,0,4,0,20,0,3,0,3,0,8,0,0,0,18,0,3,5,9,7,3,0,4,0,38,3,5,3,13,5,4,4,11,4,55,0,3,7,10,11,11,0,17,3,67,4,10,21,17,14,8,0,21,3,92,7,11,11,14,25,21,10,18,8,124,17,32,16,29,45,15,11,18,12,194,17,70,25,10,53,13,8,8,11,213,13,44,18,11,27,10,5,3,4,131,18,52,7,6,21,10,3,4,5,123,19,40,8,3,5,3,0,3,3,83,28,49,5,0,13,7,3,0,4,119,32,50,5,3,8,5,0,0,5,100,7,14,16,4,9,5,3,5,47,115,167,395,149,133,244,120,41,125,119,1493,Willoughby (C)
18350,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,28,13,22,40,68,46,17,34,5,274,0,0,0,0,0,0,0,0,0,7,0,3,0,5,0,12,0,0,0,22,0,0,0,0,3,3,0,6,3,20,0,0,3,3,3,0,0,11,4,33,6,3,0,8,8,9,0,8,3,40,4,5,11,11,5,7,0,6,0,46,13,13,10,13,15,12,6,16,0,94,9,6,12,8,21,6,9,14,3,86,15,9,5,4,16,4,8,12,0,73,6,11,3,3,0,0,3,0,3,33,11,3,0,0,6,0,3,0,3,29,4,10,0,5,0,0,4,0,0,20,5,8,0,0,0,3,0,0,0,22,5,6,0,0,0,0,0,0,0,15,4,3,6,4,7,4,0,7,11,51,83,85,49,66,82,51,47,76,33,585,Wingecarribee (A)
18400,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,22,41,22,28,35,3,168,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,5,0,0,0,16,3,0,0,5,4,0,4,0,3,16,0,5,3,0,0,0,0,6,0,22,0,0,5,3,3,0,0,3,4,24,5,0,6,4,6,0,4,3,6,32,3,0,4,5,3,5,3,16,0,40,3,0,3,3,7,3,4,10,0,32,7,6,8,6,9,0,5,9,0,47,7,0,4,0,6,0,3,0,0,21,3,3,3,0,0,0,3,0,0,12,0,0,4,0,0,0,3,0,0,6,8,3,4,0,0,0,8,0,0,21,0,4,3,0,0,0,0,0,0,17,5,0,3,3,0,3,0,3,7,24,48,32,47,30,37,23,38,50,20,318,Wollondilly (A)
18450,3,6,0,0,0,0,9,3,0,24,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,3,0,11,79,75,56,174,369,168,63,138,7,1123,0,0,0,3,0,0,3,4,4,22,0,3,0,9,3,20,3,14,6,67,3,4,9,21,9,22,4,24,8,100,3,6,6,34,12,12,7,26,10,122,7,22,20,27,20,23,10,28,15,170,14,22,20,32,41,39,10,38,9,231,16,22,22,40,56,32,17,27,9,238,23,27,40,31,84,30,22,44,13,307,19,39,35,25,51,9,27,25,8,239,12,41,11,9,35,13,19,9,6,144,20,36,20,3,16,4,6,10,7,118,10,24,11,7,9,3,11,4,0,77,23,35,8,12,3,5,16,3,5,103,12,39,0,0,3,4,3,0,0,62,8,16,13,16,7,13,13,16,56,162,160,337,206,271,357,225,167,276,164,2160,Wollongong (C)
18500,5,0,0,0,0,0,0,0,0,12,3,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,23,11,13,27,39,24,0,15,0,157,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,5,0,23,0,8,8,3,0,7,0,6,3,29,3,3,4,6,5,8,0,11,0,40,4,5,3,15,5,6,0,4,0,54,5,12,8,18,12,4,0,7,4,70,10,10,13,12,16,12,0,3,10,79,19,13,14,11,18,12,3,6,3,91,8,12,7,3,9,8,0,0,0,40,10,3,3,13,11,0,0,0,0,44,10,16,3,3,0,4,0,0,4,40,9,12,0,3,0,4,0,0,3,39,10,15,0,0,3,10,0,0,3,42,8,4,0,3,3,3,0,0,12,37,93,122,58,100,86,71,8,49,51,641,Woollahra (A)
18710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,4,14,4,3,12,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,3,0,0,5,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,0,0,4,0,21,5,3,0,5,4,0,4,3,0,18,4,3,0,0,0,6,0,0,0,17,4,0,0,0,3,3,0,0,0,16,0,0,0,4,3,3,3,0,0,11,3,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,7,37,15,9,26,18,15,7,15,8,142,Yass Valley (A)
