lga_code16,p_philippines_e,p_philippines_om_ie,p_philippines_om_uie,p_philippines_cfw,p_philippines_es_ns,p_philippines_tot,p_poland_e,p_poland_om_ie,p_poland_om_uie,p_poland_cfw,p_poland_es_ns,p_poland_tot,p_singapore_e,p_singapore_om_ie,p_singapore_om_uie,p_singapore_cfw,p_singapore_es_ns,p_singapore_tot,p_sthafrica_e,p_sthafrica_om_ie,p_sthafrica_om_uie,p_sthafrica_cfw,p_sthafrica_es_ns,p_sthafrica_tot,p_srilanka_e,p_srilanka_om_ie,p_srilanka_om_uie,p_srilanka_cfw,p_srilanka_es_ns,p_srilanka_tot,p_thailand_e,p_thailand_om_ie,p_thailand_om_uie,p_thailand_cfw,p_thailand_es_ns,p_thailand_tot,p_turkey_e,p_turkey_om_ie,p_turkey_om_uie,p_turkey_cfw,p_turkey_es_ns,p_turkey_tot,p_uk_e,p_uk_om_ie,p_uk_om_uie,p_uk_cfw,p_uk_es_ns,p_uk_tot,p_usa_e,p_usa_om_ie,p_usa_om_uie,p_usa_cfw,p_usa_es_ns,p_usa_tot,p_vietnam_e,p_vietnam_om_ie,p_vietnam_om_uie,p_vietnam_cfw,p_vietnam_es_ns,p_vietnam_tot,p_zimbabwe_e,p_zimbabwe_om_ie,p_zimbabwe_om_uie,p_zimbabwe_cfw,p_zimbabwe_es_ns,p_zimbabwe_tot,p_elsewhere_e,p_elsewhere_om_ie,p_elsewhere_om_uie,p_elsewhere_cfw,p_elsewhere_es_ns,p_elsewhere_tot,p_cob_ns_e,p_cob_ns_om_ie,p_cob_ns_om_uie,p_cob_ns_cfw,p_cob_ns_es_ns,p_cob_ns_tot,p_tot_e,p_tot_om_ie,p_tot_om_uie,p_tot_cfw,p_tot_es_ns,p_tot_tot,lga_name16
11720,58,3,8,0,0,67,3,0,0,0,0,3,3,0,0,0,0,4,28,3,6,3,0,41,11,3,0,0,0,16,22,0,6,4,4,35,0,0,0,0,0,4,309,51,55,16,6,434,25,4,0,0,0,31,8,0,3,0,0,13,16,0,0,0,0,17,108,19,21,4,3,151,219,22,16,14,16,290,12441,840,1002,304,192,14791,Cessnock (C)
11730,42,0,8,0,0,51,0,0,0,0,0,3,3,0,0,0,0,3,36,6,3,6,0,48,14,0,0,0,0,13,9,0,3,0,0,16,0,0,0,0,0,0,308,38,55,12,8,430,33,3,10,0,0,44,6,0,3,3,3,15,16,0,4,0,0,19,117,12,20,11,4,167,300,20,62,13,16,415,12836,905,1807,518,276,16345,Clarence Valley (A)
11750,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,44,0,0,0,0,49,50,3,6,7,8,64,1832,95,191,113,36,2269,Cobar (A)
11800,147,5,12,3,0,167,13,0,0,0,0,19,8,3,0,0,0,8,133,21,18,4,0,176,9,0,0,0,0,10,38,3,6,3,4,57,6,0,3,0,0,12,882,75,127,32,16,1131,93,3,11,0,0,110,24,0,6,0,0,34,24,4,0,0,0,29,691,46,81,14,7,835,356,18,49,3,25,447,23635,1668,2658,590,335,28886,Coffs Harbour (C)
12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,16,3,12,6,4,35,653,71,255,111,22,1111,Coolamon (A)
12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,24,0,9,8,4,46,928,92,230,142,42,1432,Coonamble (A)
12350,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,7,0,4,0,3,16,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,59,4,7,3,3,77,7,0,0,0,0,8,0,0,0,3,0,4,4,0,0,0,0,4,22,4,8,5,0,32,75,8,20,10,0,115,3359,246,665,209,95,4569,Cowra (A)
12380,2079,26,46,10,14,2173,127,7,11,3,0,156,86,6,8,0,0,101,298,27,8,0,3,341,940,107,98,24,11,1183,264,9,13,10,5,298,421,97,140,18,22,697,1387,70,47,8,13,1528,141,5,3,0,0,153,2184,139,183,30,21,2554,84,0,0,0,0,87,6172,485,538,77,107,7384,628,64,49,11,66,825,59705,5066,4288,755,861,70670,Cumberland (A)
12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,4,5,0,49,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,14,21,7,9,8,0,54,1426,206,348,145,30,2155,Dungog (A)
12730,9,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,17,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,38,3,13,4,3,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,75,0,0,3,0,74,84,4,10,7,4,111,2842,265,368,145,72,3693,Edward River (A)
12750,40,3,0,0,0,45,8,0,0,0,3,16,3,0,0,0,0,3,37,5,5,3,0,54,9,0,3,0,0,11,9,0,3,0,0,9,3,0,0,0,0,3,377,37,88,15,11,513,33,3,10,0,0,50,7,0,8,8,0,25,13,0,0,3,0,11,141,20,24,6,0,186,212,22,35,15,12,293,9135,816,1576,282,169,11982,Eurobodalla (A)
12850,1173,19,16,3,19,1231,98,16,9,0,4,127,50,12,3,0,0,62,185,9,9,0,3,206,250,7,6,0,0,264,314,28,31,6,6,378,136,35,28,15,3,215,909,74,35,3,13,1032,93,11,5,0,0,109,4497,756,870,180,81,6383,68,0,0,0,3,72,5383,530,559,99,89,6665,618,65,67,17,72,838,47236,4630,3715,752,764,57091,Fairfield (C)
12870,30,0,0,0,0,37,4,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,3,6,0,0,0,0,6,6,0,3,0,0,11,0,0,0,0,0,0,83,7,10,3,0,101,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,39,0,0,0,3,47,97,14,9,11,6,133,3831,353,449,211,88,4935,Federation (A)
12900,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,33,9,9,12,0,57,0,0,0,6,0,3,3,0,0,0,0,8,0,0,0,0,0,0,15,0,3,0,0,16,64,6,10,13,3,96,2827,217,540,192,75,3855,Forbes (A)
12930,780,11,22,0,10,823,58,5,9,0,0,79,76,7,4,0,0,88,200,20,9,6,3,238,121,9,5,0,0,132,193,10,24,15,0,242,36,0,6,0,0,45,995,93,80,19,9,1196,97,4,3,4,0,109,452,55,66,25,9,610,63,3,3,0,0,71,2823,243,257,33,40,3400,329,31,42,6,22,438,34555,3786,3200,636,370,42550,Georges River (A)
12950,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,11,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,25,3,13,5,4,52,987,81,342,126,30,1570,Gilgandra (A)
13010,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,45,9,9,13,0,68,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,25,48,6,18,11,5,89,2134,156,464,232,81,3059,Glen Innes Severn (A)
13310,66,0,10,3,0,70,4,0,0,0,0,5,0,3,0,0,0,3,18,0,0,0,0,19,11,0,3,0,0,13,17,0,3,0,0,25,0,0,0,0,0,4,222,22,31,18,3,285,22,0,3,3,0,27,17,4,0,0,0,22,13,0,0,0,0,18,179,10,11,7,3,207,182,10,26,11,8,232,9742,598,852,228,136,11561,Goulburn Mulwaree (A)
13340,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,11,19,9,0,59,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,17,37,13,13,6,4,73,2050,322,585,298,61,3316,Greater Hume Shire (A)
13450,135,5,0,0,4,139,4,0,0,0,0,4,5,0,0,0,0,5,63,4,7,0,0,69,22,4,0,0,0,27,11,3,0,0,0,15,18,3,0,0,0,16,143,9,11,3,0,169,10,0,0,0,0,17,5,0,0,0,0,11,35,0,0,0,0,34,501,15,17,3,11,544,178,12,26,24,12,251,9957,845,835,337,158,12132,Griffith (C)
13510,15,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,3,0,62,3,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,29,0,0,0,0,31,94,10,19,11,12,147,3135,249,473,195,81,4134,Gundagai (A)
13550,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,23,4,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,50,6,13,7,0,71,4,0,3,3,0,9,0,0,4,0,0,3,0,0,0,0,0,0,20,0,0,0,0,30,80,11,21,3,5,125,3700,345,498,232,92,4859,Gunnedah (A)
13660,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,8,10,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,3,0,10,31,3,3,7,3,50,1072,121,341,259,29,1826,Gwydir (A)
13800,268,6,4,3,4,288,21,0,0,0,0,18,26,3,0,0,0,32,120,17,9,8,0,146,87,6,6,0,3,102,49,6,3,0,0,57,11,3,0,0,0,14,755,115,96,25,7,998,61,11,4,0,0,78,76,3,17,3,0,107,24,0,3,0,0,28,529,70,57,15,9,677,204,31,34,8,12,282,19075,2180,2114,472,253,24093,Hawkesbury (C)
13850,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,19,3,5,3,0,34,927,94,162,79,28,1288,Hay (A)
16380,117,12,8,6,0,141,9,0,3,0,0,13,11,0,3,0,0,13,96,18,20,11,0,145,12,0,0,0,0,20,19,3,13,0,4,39,3,3,0,0,0,8,834,92,136,28,12,1102,67,7,14,3,0,85,21,0,10,0,0,32,21,3,3,0,0,33,291,44,50,12,7,402,330,37,46,23,22,458,21915,1781,2886,591,335,27509,Port Macquarie-Hastings (A)
16400,89,0,8,0,3,99,9,0,0,0,0,13,16,0,0,0,0,13,101,10,17,3,0,134,22,0,0,0,0,18,30,4,3,0,0,45,3,3,3,3,0,11,827,82,114,20,4,1045,71,6,0,3,0,86,21,6,6,0,0,29,26,0,0,0,0,29,309,15,29,12,3,372,270,29,38,10,24,366,21881,1484,1754,367,240,25725,Port Stephens (A)
16490,147,7,3,5,0,165,17,0,3,0,0,18,20,3,4,0,0,23,52,5,4,3,0,68,51,0,0,0,0,50,16,3,3,0,0,31,8,0,0,0,0,8,375,54,69,17,3,514,52,3,9,4,0,71,28,7,7,0,0,46,22,0,0,0,0,25,475,58,49,13,6,591,148,22,18,6,14,211,11574,1345,1273,370,148,14709,Queanbeyan-Palerang Regional (A)
16550,970,10,13,6,11,1009,138,18,28,3,0,191,161,11,9,0,0,183,473,117,89,6,4,687,200,5,3,0,0,206,334,26,19,3,0,380,79,5,6,0,3,94,2208,232,216,21,15,2691,337,21,33,0,0,386,422,26,50,13,3,520,117,0,3,0,0,122,4350,302,408,44,49,5154,385,24,29,7,34,475,38643,3120,3398,446,382,45988,Randwick (C)
16610,49,0,0,0,3,58,3,0,0,0,0,3,3,0,0,0,0,3,18,0,0,0,0,19,0,0,0,0,0,0,12,0,0,0,0,14,4,0,0,0,0,4,92,9,12,7,7,124,16,0,7,4,0,25,0,0,0,3,0,6,3,0,0,0,0,3,50,0,7,11,3,64,140,4,19,9,3,177,5614,277,699,223,126,6931,Richmond Valley (A)
16650,491,12,23,3,0,526,34,6,6,0,0,54,49,4,4,0,0,59,107,9,9,0,3,127,97,3,5,0,0,105,227,7,13,0,4,250,51,8,12,4,3,79,581,59,55,9,7,710,55,5,0,0,0,65,245,21,56,7,4,323,12,3,0,0,0,19,2891,233,304,48,33,3504,205,23,26,7,19,284,21700,2065,2117,350,291,26525,Rockdale (C)
16700,2352,14,23,10,12,2408,247,11,9,0,0,272,353,14,10,4,0,383,1076,57,34,3,0,1171,1024,25,28,0,11,1088,394,10,19,10,8,428,168,10,7,0,0,186,3793,161,104,16,15,4081,606,21,13,0,3,645,956,45,32,18,4,1052,149,3,3,0,0,152,6481,225,237,37,53,7034,494,26,29,4,45,594,76620,3742,2997,555,490,84410,Ryde (C)
16900,73,0,3,0,3,78,12,0,0,0,0,12,5,0,3,0,0,13,59,6,7,3,0,81,11,0,0,0,0,12,37,3,13,0,0,46,19,3,10,0,0,35,665,71,82,17,7,839,25,3,8,0,0,35,28,6,10,0,0,46,8,0,0,0,0,8,336,55,63,14,6,475,230,14,17,6,13,287,14570,1104,1376,244,192,17489,Shellharbour (C)
16950,141,3,3,0,4,149,15,6,5,0,0,26,22,3,4,0,0,26,78,8,20,3,0,108,21,4,0,0,0,26,62,7,3,0,3,68,3,3,3,0,0,13,1172,115,203,56,20,1560,96,7,16,6,3,120,25,8,12,3,0,51,26,0,0,0,0,23,375,51,65,17,7,520,513,48,82,17,47,707,26842,2182,3474,682,482,33662,Shoalhaven (C)
17000,54,0,3,0,0,58,0,0,0,0,0,5,7,0,3,0,0,9,69,3,3,5,0,84,7,5,0,0,0,10,12,0,4,0,0,18,4,0,0,0,0,9,235,16,22,4,3,282,39,3,0,3,0,42,14,0,3,0,0,18,18,0,0,0,0,18,121,6,5,3,0,138,210,8,10,5,16,249,13997,572,566,236,141,15521,Singleton (A)
17040,22,0,0,0,3,22,14,0,3,3,0,19,4,0,0,0,0,10,31,0,5,0,0,36,16,0,0,0,0,16,24,0,4,3,0,31,4,3,0,0,0,12,271,25,51,20,5,378,36,3,6,0,0,47,3,0,3,0,0,6,4,0,3,0,0,11,194,15,25,8,0,246,181,19,32,24,9,268,7507,666,1077,392,117,9761,Snowy Monaro Regional (A)
17080,28,0,0,0,0,28,3,0,0,0,0,3,0,0,0,0,0,3,67,0,3,0,0,73,3,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,85,6,12,4,0,113,9,0,0,3,0,11,3,3,0,0,0,3,4,0,0,0,0,8,61,6,8,3,0,80,105,5,23,11,11,157,4555,328,633,258,119,5895,Snowy Valleys (A)
17420,1523,61,36,10,12,1640,163,30,29,0,0,222,130,11,16,3,0,166,808,105,70,9,4,995,646,75,64,16,3,800,220,27,10,0,3,260,95,28,16,0,3,144,2077,294,191,41,8,2611,323,28,29,6,0,387,455,50,29,18,6,561,101,14,3,4,0,126,3022,349,257,50,33,3709,373,44,42,10,37,507,52060,6334,4137,865,464,63867,The Hills Shire (A)
17550,185,4,8,3,0,201,16,0,9,0,0,25,19,3,0,0,0,20,107,19,20,4,0,150,10,3,0,0,0,16,48,4,7,0,0,59,9,0,3,0,0,15,992,146,174,34,15,1362,69,18,12,3,0,103,13,3,4,4,0,26,11,0,3,0,0,18,452,36,82,19,6,602,402,20,70,17,29,542,21853,2052,3236,644,388,28163,Tweed (A)
17620,67,0,0,3,0,72,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,6,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,99,9,20,4,0,141,6,0,0,0,0,10,23,0,0,0,0,22,5,0,0,0,0,5,72,3,0,0,0,82,103,4,17,10,3,139,3790,308,591,266,82,5041,Upper Hunter Shire (A)
17640,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,26,8,22,14,0,73,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,3,5,4,0,37,30,3,20,7,6,72,1381,178,544,339,45,2487,Upper Lachlan Shire (A)
17650,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,0,16,3,0,30,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,3,0,21,33,6,8,0,3,51,778,93,327,134,31,1351,Uralla (A)
17750,270,3,3,0,0,271,11,0,0,0,0,11,9,0,0,0,0,15,125,6,11,0,4,141,84,3,0,0,0,84,29,3,0,0,0,32,3,0,0,0,0,4,452,29,49,9,0,537,61,0,3,3,3,71,24,0,4,0,0,33,52,0,3,0,0,55,570,19,21,12,3,626,378,18,38,13,31,479,26237,1502,2053,497,311,30602,Wagga Wagga (C)
17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,13,11,0,4,3,0,27,772,89,304,170,23,1365,Walcha (A)
17900,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,36,0,4,0,0,42,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,31,4,3,0,0,34,55,0,7,5,6,83,1418,107,260,212,56,2053,Walgett (A)
17950,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,28,4,7,3,0,46,712,88,187,89,12,1092,Warren (A)
18020,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,8,9,0,61,3,0,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,0,14,3,3,0,0,24,57,4,22,5,3,87,1919,163,577,304,62,3020,Warrumbungle Shire (A)
18050,357,8,26,3,3,397,91,22,27,3,3,144,43,4,7,0,0,51,535,242,194,12,13,1002,53,4,5,0,0,55,300,12,20,3,4,345,36,9,4,3,0,45,972,207,202,17,11,1416,220,32,40,3,0,287,179,10,26,4,0,223,25,7,9,0,0,42,2778,346,396,61,35,3617,190,28,24,3,19,258,18360,2684,2745,332,222,24340,Waverley (A)
18100,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,16,0,6,3,0,25,668,83,339,123,26,1244,Weddin (A)
18200,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,54,0,3,3,3,68,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,46,0,0,0,0,50,57,4,8,6,9,85,2066,176,285,163,48,2750,Wentworth (A)
18230,120,0,3,0,0,122,7,0,0,0,0,9,10,0,0,0,0,6,57,4,0,0,0,61,67,4,8,0,0,87,16,0,0,4,0,22,0,0,0,0,0,3,250,18,14,7,0,295,19,0,5,0,0,26,23,0,3,0,0,30,44,0,0,0,0,47,354,16,22,4,3,399,308,22,26,16,33,403,18002,1157,1772,475,291,21701,Western Plains Regional (A)
18250,1187,15,18,7,12,1235,142,17,11,3,0,177,203,28,17,4,0,248,752,106,42,3,3,908,434,10,4,0,0,458,419,22,23,9,3,479,68,15,8,4,0,97,2994,286,157,22,16,3477,374,32,21,8,0,434,427,24,25,7,7,489,103,3,3,0,0,113,4582,288,211,33,37,5157,318,18,27,3,27,399,51587,4225,2730,517,383,59443,Willoughby (C)
18350,81,0,6,0,0,89,15,0,11,3,0,30,8,0,3,0,0,13,63,17,18,0,0,106,20,4,0,0,0,18,20,0,0,0,0,28,3,0,0,0,0,3,709,127,147,43,5,1032,49,7,12,3,0,69,20,3,11,0,0,39,12,7,0,0,0,15,366,49,75,15,3,509,214,27,43,13,23,316,13214,1749,2213,501,241,17915,Wingecarribee (A)
18400,41,0,4,0,0,49,3,0,0,0,0,10,3,0,0,0,0,3,33,11,11,3,0,56,7,0,3,0,0,13,20,0,5,3,0,22,5,0,0,0,0,3,329,60,64,17,7,470,16,6,0,0,0,30,36,5,16,0,0,56,13,0,0,0,0,15,225,28,35,12,4,310,128,29,32,15,10,210,8318,1181,1195,285,157,11134,Wollondilly (A)
18450,466,10,20,5,3,503,89,9,14,0,0,111,43,5,4,0,0,48,249,35,31,4,3,324,137,7,7,0,4,152,195,13,37,8,3,247,119,25,37,3,0,180,3350,225,297,45,31,3945,250,20,12,4,3,291,286,36,64,10,3,397,65,3,8,0,0,74,2402,180,243,30,25,2881,831,52,90,15,64,1052,68699,4228,4840,738,723,79222,Wollongong (C)
18500,323,3,13,6,6,351,58,11,18,3,0,91,55,7,5,0,0,62,347,195,135,21,3,705,40,3,0,3,0,49,219,8,8,0,0,230,24,4,0,0,0,32,837,212,176,35,12,1271,122,26,29,5,0,181,113,15,18,3,3,156,24,12,8,0,0,41,1810,245,273,49,30,2410,106,23,27,12,11,177,14156,2805,2347,486,180,19972,Woollahra (A)
18710,3,0,0,0,0,3,3,0,5,0,0,5,0,0,0,0,0,0,14,0,0,0,0,15,12,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,76,13,25,18,0,135,8,3,6,4,0,17,3,0,3,0,0,9,0,0,0,0,0,5,50,6,12,10,3,75,45,4,13,3,7,76,2481,366,591,284,62,3787,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,0,16,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,20,3,3,0,3,3,16,305,65,134,57,13,573,Unincorporated NSW
20110,32,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,4,3,0,3,0,0,7,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,94,19,21,7,4,148,8,3,6,4,0,18,0,0,0,0,0,3,0,0,0,0,0,0,59,6,10,7,7,94,82,5,22,12,11,137,3272,437,593,237,81,4613,Alpine (S)
20260,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,8,3,0,83,8,0,0,0,0,9,3,0,4,0,0,12,3,0,0,0,0,3,59,0,3,0,0,63,86,9,9,8,7,118,3861,299,419,231,62,4870,Ararat (RC)
20570,176,4,0,6,0,191,17,0,0,0,0,15,30,0,5,0,0,35,101,9,12,0,3,119,68,4,3,0,0,74,44,3,5,3,0,51,3,3,0,0,0,5,1023,65,86,12,10,1201,97,12,4,0,3,116,46,16,11,3,0,76,23,0,3,0,3,32,462,27,43,14,3,551,548,48,43,13,34,697,39470,2676,2516,616,519,45788,Ballarat (C)
20660,425,6,10,8,5,449,65,13,4,3,0,84,101,11,12,4,0,120,169,19,14,0,0,198,338,32,9,5,3,391,107,8,5,3,0,132,43,7,8,0,3,55,1182,123,92,21,3,1411,141,19,16,3,0,174,336,28,42,9,7,420,41,7,3,0,0,49,1287,126,180,23,21,1634,338,44,23,8,30,446,33352,3231,2885,502,383,40356,Banyule (C)
20740,32,0,0,0,0,28,9,0,0,3,0,12,3,0,0,0,0,3,15,0,5,0,0,27,19,4,3,0,0,23,16,0,8,0,0,23,0,0,0,0,0,0,337,42,62,25,10,470,22,0,4,0,0,28,13,6,9,0,0,22,9,0,0,0,0,5,141,24,7,4,3,190,213,17,31,7,17,290,7574,815,1344,339,193,10258,Bass Coast (S)
20830,61,0,0,0,0,60,10,0,4,0,3,19,0,0,0,0,0,3,34,7,4,0,0,45,50,7,4,0,3,63,14,0,8,0,0,21,0,0,0,0,0,0,372,43,80,18,9,520,24,5,3,0,0,29,13,3,6,4,0,30,13,0,0,0,0,13,191,20,30,4,5,251,191,36,43,17,20,313,11792,1269,1901,548,280,15789,Baw Baw (S)
20910,281,7,5,0,0,300,73,29,36,7,0,142,44,10,12,3,0,71,236,69,42,9,3,350,308,20,14,3,3,345,81,6,10,5,0,105,40,4,4,0,0,53,1190,242,217,35,9,1692,121,34,25,9,0,181,208,6,23,0,0,240,51,5,7,0,0,59,1323,218,224,41,24,1836,186,18,36,3,16,267,21647,3807,3221,616,249,29537,Bayside (C)
21010,25,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,11,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,86,10,15,4,3,114,4,0,0,0,0,8,3,0,0,0,0,5,0,0,0,0,0,0,43,7,8,4,0,66,103,3,14,7,5,129,3856,349,576,219,77,5075,Benalla (RC)
21110,626,12,10,3,8,658,118,25,16,5,0,172,264,30,22,0,0,321,575,55,50,5,0,693,917,65,31,0,15,1023,242,26,28,6,3,307,55,18,10,0,0,86,2542,270,243,40,17,3106,348,31,34,6,7,423,636,75,75,23,20,815,85,12,9,0,0,102,3159,284,258,57,33,3791,423,54,44,13,45,578,57730,6956,5006,1156,540,71382,Boroondara (C)
21180,1783,36,48,21,15,1891,184,24,26,0,3,244,103,0,7,6,0,115,236,17,5,0,0,256,621,45,42,4,10,718,146,14,5,4,0,173,182,27,28,10,7,258,1526,75,59,9,11,1673,141,3,11,0,0,154,3228,426,483,128,54,4325,76,3,6,0,0,85,4540,420,414,65,104,5544,816,102,60,19,84,1078,57224,4427,3271,755,818,66496,Brimbank (C)
21270,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,15,3,8,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,14,34,0,9,3,3,42,1532,286,279,306,33,2442,Buloke (S)
21370,104,0,0,3,0,109,10,0,0,0,0,5,4,0,0,0,0,4,24,0,3,0,0,25,16,0,0,0,0,14,6,3,4,0,0,12,3,0,0,0,0,3,210,17,24,11,5,269,20,0,0,0,0,25,9,0,0,0,0,9,6,0,0,0,0,6,95,13,4,0,6,121,269,30,43,18,24,382,11663,1163,1615,600,255,15291,Campaspe (S)
