lga_code16,seo_agff_bf_91,seo_agff_91_95,seo_agff_96_00,seo_agff_01_05,seo_agff_06_10,seo_agff_11_15,seo_agff_2016,seo_agff_ns,seo_agff_tot,seo_min_bf_91,seo_min_91_95,seo_min_96_00,seo_min_01_05,seo_min_06_10,seo_min_11_15,seo_min_2016,seo_min_ns,seo_min_tot,seo_mnf_bf_91,seo_mnf_91_95,seo_mnf_96_00,seo_mnf_01_05,seo_mnf_06_10,seo_mnf_11_15,seo_mnf_2016,seo_mnf_ns,seo_mnf_tot,seo_egwws_bf_91,seo_egwws_91_95,seo_egwws_96_00,seo_egwws_01_05,seo_egwws_06_10,seo_egwws_11_15,seo_egwws_2016,seo_egwws_ns,seo_egwws_tot,seo_const_bf_91,seo_const_91_95,seo_const_96_00,seo_const_01_05,seo_const_06_10,seo_const_11_15,seo_const_2016,seo_const_ns,seo_const_tot,seo_wst_bf_91,seo_wst_91_95,seo_wst_96_00,seo_wst_01_05,seo_wst_06_10,seo_wst_11_15,seo_wst_2016,seo_wst_ns,seo_wst_tot,seo_rett_bf_91,seo_rett_91_95,seo_rett_96_00,seo_rett_01_05,seo_rett_06_10,seo_rett_11_15,seo_rett_2016,seo_rett_ns,seo_rett_tot,seo_acfd_bf_91,seo_acfd_91_95,seo_acfd_96_00,seo_acfd_01_05,seo_acfd_06_10,seo_acfd_11_15,seo_acfd_2016,seo_acfd_ns,seo_acfd_tot,seo_tpw_bf_91,seo_tpw_91_95,seo_tpw_96_00,seo_tpw_01_05,seo_tpw_06_10,seo_tpw_11_15,seo_tpw_2016,seo_tpw_ns,seo_tpw_tot,seo_imt_bf_91,seo_imt_91_95,seo_imt_96_00,seo_imt_01_05,seo_imt_06_10,seo_imt_11_15,seo_imt_2016,seo_imt_ns,seo_imt_tot,seo_finins_bf_91,seo_finins_91_95,seo_finins_96_00,seo_finins_01_05,seo_finins_06_10,seo_finins_11_15,seo_finins_2016,seo_finins_ns,seo_finins_tot,seo_rhre_bf_91,seo_rhre_91_95,seo_rhre_96_00,seo_rhre_01_05,seo_rhre_06_10,seo_rhre_11_15,seo_rhre_2016,seo_rhre_ns,seo_rhre_tot,seo_prosts_bf_91,seo_prosts_91_95,seo_prosts_96_00,seo_prosts_01_05,seo_prosts_06_10,seo_prosts_11_15,seo_prosts_2016,seo_prosts_ns,seo_prosts_tot,seo_adsup_bf_91,seo_adsup_91_95,seo_adsup_96_00,seo_adsup_01_05,seo_adsup_06_10,seo_adsup_11_15,seo_adsup_2016,seo_adsup_ns,seo_adsup_tot,seo_pubas_bf_91,seo_pubas_91_95,seo_pubas_96_00,seo_pubas_01_05,seo_pubas_06_10,seo_pubas_11_15,seo_pubas_2016,seo_pubas_ns,seo_pubas_tot,seo_edtrn_bf_91,seo_edtrn_91_95,seo_edtrn_96_00,seo_edtrn_01_05,seo_edtrn_06_10,seo_edtrn_11_15,seo_edtrn_2016,seo_edtrn_ns,seo_edtrn_tot,seo_hc_sa_bf_91,seo_hc_sa_91_95,seo_hc_sa_96_00,seo_hc_sa_01_05,seo_hc_sa_06_10,seo_hc_sa_11_15,seo_hc_sa_2016,seo_hc_sa_ns,seo_hc_sa_tot,seo_artsr_bf_91,seo_artsr_91_95,seo_artsr_96_00,seo_artsr_01_05,seo_artsr_06_10,seo_artsr_11_15,seo_artsr_2016,seo_artsr_ns,seo_artsr_tot,seo_othsvs_bf_91,seo_othsvs_91_95,seo_othsvs_96_00,seo_othsvs_01_05,seo_othsvs_06_10,seo_othsvs_11_15,seo_othsvs_2016,seo_othsvs_ns,seo_othsvs_tot,seo_idns_bf_91,seo_idns_91_95,seo_idns_96_00,seo_idns_01_05,seo_idns_06_10,seo_idns_11_15,seo_idns_2016,seo_idns_ns,seo_idns_tot,seo_tot_bf_91,seo_tot_91_95,seo_tot_96_00,seo_tot_01_05,seo_tot_06_10,seo_tot_11_15,seo_tot_2016,seo_tot_ns,seo_tot_tot,solsewvw_agff_bf_91,solsewvw_agff_91_95,solsewvw_agff_96_00,solsewvw_agff_01_05,solsewvw_agff_06_10,solsewvw_agff_11_15,solsewvw_agff_2016,solsewvw_agff_ns,solsewvw_agff_tot,solsewvw_min_bf_91,solsewvw_min_91_95,lga_name16
20260,11,0,0,4,5,8,0,0,23,0,0,0,0,0,0,0,0,0,10,0,4,3,9,5,0,3,31,3,0,0,0,0,0,0,0,4,18,0,3,0,4,0,0,0,23,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,8,8,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,3,4,0,8,0,0,38,19,0,3,0,0,0,0,0,23,27,3,5,3,3,3,0,0,46,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,9,127,5,18,18,28,28,4,12,239,0,0,0,0,4,3,0,0,8,0,0,Ararat (RC)
20570,16,0,3,3,3,3,0,0,25,9,3,3,7,3,3,0,0,24,111,15,16,17,15,11,4,10,197,15,0,0,4,3,3,0,0,24,72,10,13,13,14,13,0,0,120,31,0,8,0,3,5,0,4,45,119,12,20,15,23,27,0,15,226,48,10,14,15,30,23,0,4,136,56,5,5,0,6,3,0,5,82,33,3,0,4,3,3,0,0,54,25,0,3,3,5,0,0,0,45,18,0,0,3,8,3,0,0,32,88,9,22,15,18,9,0,4,162,29,0,8,4,5,3,0,0,44,93,3,8,8,5,7,0,4,142,217,25,32,36,40,41,0,10,395,385,28,53,53,53,49,0,24,635,37,0,4,0,4,11,0,0,63,54,5,3,0,3,4,3,4,83,52,0,10,4,6,12,0,7,94,1501,126,215,222,241,241,14,94,2645,7,0,0,3,0,3,0,0,16,0,0,Ballarat (C)
20660,4,4,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,8,138,10,10,17,28,18,0,8,239,3,0,0,0,3,0,0,0,12,116,10,14,16,21,22,6,4,210,52,8,6,9,4,5,0,7,88,181,14,27,23,39,20,6,9,315,36,5,21,19,27,27,4,3,135,42,5,0,3,7,3,0,5,61,21,3,3,3,3,0,0,0,31,29,3,0,0,6,0,0,0,47,19,7,0,8,0,3,0,0,40,148,24,13,18,24,29,0,3,267,63,9,4,5,11,7,0,3,111,134,14,12,22,24,10,0,4,217,246,26,49,39,39,31,0,14,439,842,127,114,120,179,132,8,33,1550,24,6,7,5,4,7,0,0,49,57,6,8,10,9,13,0,3,100,77,8,8,7,13,16,3,8,139,2232,281,303,332,440,350,24,104,4069,4,0,0,0,3,0,0,0,11,0,0,Banyule (C)
20740,29,0,3,8,3,4,0,0,48,0,0,0,0,0,3,0,0,3,24,3,3,3,4,3,0,0,35,12,3,0,0,0,0,0,0,15,41,0,0,3,3,7,0,3,58,15,3,0,0,0,0,0,0,21,75,3,7,4,4,14,0,4,106,68,3,9,14,10,13,0,10,133,19,3,7,0,3,0,0,0,28,11,0,3,0,0,0,0,0,9,5,0,3,0,3,0,0,0,13,15,0,3,0,3,0,0,0,27,38,0,5,0,3,0,0,0,50,18,0,0,0,0,0,0,3,25,27,3,3,5,5,0,0,5,43,38,3,5,6,6,0,0,3,65,117,3,7,12,13,8,0,8,171,32,0,3,0,5,0,0,3,43,14,0,0,3,5,0,0,0,30,26,0,0,4,0,0,0,6,35,612,37,57,74,64,66,0,43,958,3,0,0,3,0,3,0,0,15,3,0,Bass Coast (S)
20830,93,3,9,10,15,15,0,3,148,3,0,0,0,0,0,0,0,3,41,3,5,4,3,3,3,0,59,3,0,0,0,0,0,0,0,3,41,0,0,5,7,0,0,3,58,17,3,0,0,3,3,0,0,33,52,0,8,7,8,11,0,0,85,30,0,9,10,10,12,0,4,82,11,4,0,3,3,0,0,3,22,8,0,0,7,0,3,0,0,19,21,0,0,0,8,0,0,0,29,4,0,3,0,0,0,0,0,9,45,3,3,4,6,0,0,0,60,22,0,3,3,0,0,0,3,35,38,3,0,0,4,0,0,0,46,88,7,4,9,15,4,0,0,136,117,7,17,13,13,5,0,3,182,7,0,3,3,0,0,0,0,22,21,0,0,3,6,3,0,0,43,37,5,0,3,0,4,0,4,50,712,45,77,91,102,64,3,28,1122,22,0,12,5,26,32,0,4,109,0,0,Baw Baw (S)
20910,3,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,8,130,18,16,26,30,24,3,0,250,4,0,0,0,0,3,0,0,8,115,7,36,15,44,25,3,5,247,56,9,8,9,5,6,0,3,97,174,29,43,47,51,47,3,12,408,63,15,35,35,49,64,5,10,285,39,14,11,9,7,7,0,0,80,29,0,3,8,6,5,0,0,63,112,14,19,24,20,19,3,3,220,55,11,14,11,20,10,0,4,112,281,35,50,53,68,55,7,3,555,78,7,10,18,22,15,0,3,155,82,5,8,18,10,9,0,0,131,234,25,48,68,64,59,3,6,509,383,61,69,67,93,87,12,18,791,53,8,12,25,16,7,0,4,131,60,10,17,21,31,21,0,7,167,106,12,20,22,27,33,0,10,234,2065,277,434,475,566,498,44,91,4453,0,3,0,0,0,0,0,0,6,0,0,Bayside (C)
21010,15,0,6,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,14,15,0,3,0,3,0,0,0,28,10,0,0,0,0,5,0,0,11,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,7,5,0,0,0,3,0,0,0,11,22,0,0,0,0,0,0,0,26,15,0,0,0,0,0,0,3,20,35,0,0,0,0,3,0,0,48,3,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,7,12,0,3,0,0,3,0,0,13,188,5,22,18,17,10,0,7,268,0,0,0,4,3,5,0,0,17,0,0,Benalla (RC)
21110,7,0,7,0,3,4,0,0,23,9,0,0,0,0,3,0,0,12,116,12,25,21,34,35,0,3,246,9,4,0,3,3,9,0,0,30,234,21,36,53,47,47,6,13,455,128,16,31,30,29,36,4,3,281,435,69,102,117,172,224,21,11,1145,89,31,78,62,67,95,9,14,444,128,11,15,23,26,13,0,3,222,57,3,11,20,13,17,0,0,118,235,34,46,34,49,37,3,11,445,109,12,14,16,21,19,3,3,188,642,97,136,137,153,237,29,37,1476,146,21,14,31,32,53,3,5,303,118,11,32,22,20,6,0,3,209,694,89,125,141,179,170,7,31,1436,801,86,113,103,108,157,9,30,1421,40,7,23,22,18,19,3,4,137,130,26,32,24,31,39,8,7,296,182,17,39,34,38,62,7,21,399,4321,571,874,888,1038,1274,113,199,9281,7,4,4,4,3,6,0,0,20,4,0,Boroondara (C)
21180,8,0,0,0,3,0,0,0,17,3,0,3,0,3,0,0,0,16,507,53,67,87,139,156,5,26,1027,39,0,3,4,12,9,0,0,74,241,32,35,38,76,78,4,14,519,205,26,41,48,46,49,3,10,431,269,40,43,48,67,61,0,14,547,64,6,22,36,31,38,0,4,206,394,34,68,64,97,120,5,22,796,21,3,13,8,5,5,0,0,52,33,4,10,6,3,10,0,0,63,39,4,5,0,11,10,0,0,62,123,15,11,20,19,25,0,7,225,93,9,15,17,28,21,3,4,199,160,18,20,28,28,10,0,3,270,325,29,43,35,37,62,3,14,546,406,55,70,95,104,101,11,13,854,19,3,0,3,3,6,0,0,35,112,18,14,13,36,32,0,5,225,181,16,26,37,48,40,3,18,381,3230,374,512,590,802,820,45,171,6544,14,0,3,10,14,16,0,0,60,3,0,Brimbank (C)
21270,6,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,5,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,10,12,0,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,43,7,8,3,3,4,0,4,73,0,0,0,0,3,0,0,0,3,0,0,Buloke (S)
21370,53,5,9,7,18,17,0,7,122,0,0,0,0,0,0,0,0,3,44,7,14,4,8,8,0,4,90,0,0,0,0,0,0,0,0,0,13,0,4,4,3,0,0,0,21,7,0,0,0,0,0,0,0,16,32,0,3,4,3,8,0,6,62,23,3,0,8,5,3,0,0,41,18,0,0,3,0,0,0,0,28,8,0,0,0,0,0,0,0,8,9,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,4,7,3,0,0,3,4,3,0,17,6,3,5,0,0,0,0,0,14,14,3,5,0,4,0,0,3,28,35,0,3,6,3,4,0,0,54,68,5,12,12,8,7,0,5,124,4,0,0,0,0,0,0,0,5,10,0,0,0,3,3,0,0,15,17,0,3,3,0,4,0,6,32,369,35,60,60,59,74,11,37,700,9,3,0,0,11,31,3,0,58,0,0,Campaspe (S)
21450,61,4,11,5,8,3,0,8,109,4,0,0,4,0,0,0,0,10,142,16,19,13,26,21,0,4,240,10,0,0,0,4,0,0,0,22,131,13,28,16,24,16,0,6,228,38,0,0,6,5,3,0,0,57,158,17,20,33,26,17,0,4,277,41,0,20,30,41,19,0,3,156,90,7,4,8,17,3,0,0,132,10,0,4,3,0,0,0,3,26,19,3,4,6,5,0,0,0,41,25,0,11,0,10,3,0,0,47,86,7,4,5,9,7,0,0,127,60,0,3,4,11,13,0,0,91,46,3,8,4,4,3,0,3,73,176,14,22,31,34,22,0,8,309,175,17,22,20,33,10,0,7,296,16,4,6,6,3,3,0,0,39,63,7,4,3,17,7,0,4,109,76,7,4,12,16,9,0,10,130,1440,126,199,227,286,165,7,66,2510,53,6,7,8,16,14,0,4,105,0,0,Cardinia (S)
21610,68,0,11,8,11,10,0,3,114,5,0,0,0,0,4,0,0,15,300,39,44,44,65,49,0,14,544,23,0,3,4,11,3,0,4,44,405,36,53,54,85,58,0,22,710,153,14,23,30,15,21,0,3,278,480,61,110,124,134,67,3,24,1004,106,11,52,92,121,58,0,11,450,181,20,27,31,21,19,0,7,317,17,0,8,11,12,13,0,0,67,96,12,7,24,12,8,0,7,163,65,6,6,15,18,13,0,0,125,199,23,29,36,41,26,0,5,354,127,14,27,22,10,22,0,7,241,214,20,25,22,30,13,0,6,331,548,56,86,121,103,72,6,14,1001,629,84,90,163,158,86,0,19,1226,56,7,5,15,32,11,0,7,138,190,26,20,46,46,32,0,13,371,213,36,44,33,40,30,0,20,411,4073,469,669,893,975,604,24,187,7892,81,22,23,26,54,46,3,11,271,3,0,Casey (C)
21670,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0,0,3,3,3,0,0,27,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,16,7,0,0,0,0,0,0,0,11,5,0,3,0,0,0,0,0,11,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,17,12,0,3,3,0,0,0,0,24,38,0,0,3,8,0,0,5,47,4,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,5,15,145,3,11,10,23,9,0,9,209,0,0,0,0,3,7,0,0,12,0,0,Central Goldfields (S)
21750,32,7,6,4,7,5,0,3,59,3,0,0,0,0,0,0,0,3,33,0,3,3,9,14,0,4,60,0,0,0,0,0,0,0,0,0,15,0,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,8,17,3,6,0,0,0,0,0,29,33,0,4,11,14,19,7,4,87,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,4,0,0,3,6,0,0,0,11,6,0,3,0,0,3,0,3,16,20,0,3,3,5,0,0,4,28,20,0,3,4,0,0,0,0,32,59,5,4,10,8,7,0,4,97,5,0,0,0,0,0,0,0,7,12,0,3,0,0,0,0,0,18,11,0,0,3,3,7,0,0,24,284,22,41,46,53,48,8,22,525,4,0,3,3,3,18,0,0,33,0,0,Colac-Otway (S)
21830,39,3,36,35,26,23,0,3,168,5,0,0,0,0,0,0,0,11,8,0,6,8,0,3,0,0,29,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,14,3,0,3,0,3,0,0,0,15,7,0,0,7,0,0,0,0,12,6,0,0,0,0,0,0,0,19,4,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,8,6,3,5,5,0,0,0,0,22,24,0,4,3,3,3,0,0,41,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,9,5,0,0,0,0,3,0,0,12,151,9,66,64,40,42,0,8,385,12,0,0,10,8,19,3,0,53,0,0,Corangamite (S)
21890,7,0,0,0,3,0,0,0,9,7,5,4,0,0,0,0,0,14,220,19,28,37,39,36,3,17,392,10,0,0,3,0,0,0,0,18,120,8,25,12,31,35,0,3,245,114,12,19,8,18,16,0,5,197,208,28,32,45,53,70,5,17,457,53,9,26,27,52,79,4,4,257,59,3,8,11,20,11,0,3,119,23,0,0,10,13,5,0,0,53,51,0,11,9,12,9,0,0,93,30,3,5,0,4,7,0,0,56,150,18,32,42,31,46,7,8,322,55,5,13,8,8,8,3,4,99,162,17,16,27,34,29,3,5,294,435,64,65,77,103,90,9,16,850,362,23,40,50,79,83,9,17,660,41,7,9,9,16,12,0,0,90,85,7,7,14,24,31,0,4,174,104,13,30,34,39,33,4,11,266,2280,243,359,427,583,604,49,109,4654,8,0,3,0,13,12,3,0,37,3,0,Darebin (C)
22110,53,0,0,4,6,7,0,4,75,0,0,0,0,0,0,0,0,0,54,7,5,8,5,7,0,3,97,5,0,0,3,3,0,0,0,10,29,0,0,0,0,0,0,6,36,15,0,0,0,3,0,0,0,20,72,7,9,6,19,5,0,0,120,60,3,10,7,9,9,0,3,96,31,3,0,3,0,3,0,3,40,3,4,0,0,0,0,0,0,10,5,3,0,0,0,0,0,0,16,14,0,0,0,0,0,0,3,20,31,3,0,3,0,0,0,0,40,24,0,0,0,4,0,0,0,34,39,0,5,6,12,0,0,0,71,89,8,7,9,9,3,0,3,131,121,6,16,18,15,19,0,9,205,6,0,0,0,0,0,0,0,12,20,0,0,5,4,0,0,0,33,28,0,0,3,0,5,0,3,42,704,53,66,84,91,55,3,40,1102,15,0,4,3,4,23,0,3,49,0,0,East Gippsland (S)
22170,16,0,0,0,3,3,0,0,25,6,0,0,0,0,0,0,0,3,291,15,24,36,37,21,3,3,438,50,7,12,8,11,4,0,3,102,282,29,35,33,57,47,0,15,497,84,3,17,13,14,5,0,0,137,299,31,67,67,77,54,0,17,618,81,12,26,45,49,32,0,7,252,112,4,8,10,21,8,0,8,175,24,3,10,3,5,4,0,0,58,83,3,7,7,8,3,0,4,113,54,7,3,3,3,4,0,3,80,214,19,25,18,32,17,0,4,323,123,14,8,8,22,14,0,4,192,182,13,19,15,27,17,0,0,269,344,28,45,40,65,34,0,5,562,821,85,112,162,175,107,11,32,1507,42,6,13,12,12,3,0,3,84,132,12,7,19,17,20,0,0,215,204,21,13,20,46,33,0,16,345,3432,301,452,519,686,447,20,138,5992,0,3,7,6,5,0,0,0,24,0,3,Frankston (C)
22250,7,3,0,0,3,3,0,0,13,3,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,13,5,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,3,0,0,0,3,0,0,16,3,0,0,0,0,0,0,0,4,6,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,72,9,23,3,12,8,0,5,133,0,0,0,0,5,7,0,0,18,0,0,Gannawarra (S)
22830,58,3,12,16,15,17,3,12,137,0,0,0,0,0,0,0,0,0,96,6,15,10,10,11,0,11,153,31,0,8,5,10,6,0,0,64,29,4,4,9,3,5,0,4,57,18,0,5,0,4,9,0,0,36,68,7,10,8,15,14,0,10,115,21,0,0,13,10,14,0,0,56,27,0,4,7,4,4,0,0,47,11,4,0,0,0,3,0,3,19,18,0,3,3,4,3,0,3,37,8,0,0,0,0,0,0,0,12,18,6,10,6,9,5,0,0,53,20,3,3,8,0,4,0,6,42,49,4,7,5,8,7,0,5,83,62,9,7,16,19,11,0,6,118,146,15,20,30,32,37,3,3,290,8,0,0,0,3,3,0,0,15,30,0,4,0,3,8,0,0,52,18,0,3,4,3,13,0,8,55,723,67,111,131,169,172,6,65,1441,66,12,22,30,89,80,10,6,306,0,0,Greater Shepparton (C)
22910,13,0,3,0,0,9,0,0,24,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,25,3,0,0,0,0,0,0,0,3,11,0,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,3,28,0,3,3,7,0,0,0,46,41,3,5,4,5,16,4,5,79,7,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,4,5,0,7,3,0,0,50,3,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,22,18,0,9,3,0,0,0,0,34,60,11,9,10,3,0,0,6,94,12,3,3,0,4,0,0,3,20,4,0,0,0,0,0,0,0,13,8,0,3,0,0,0,0,0,14,271,25,49,35,32,30,0,23,474,0,0,0,0,0,0,0,0,6,0,0,Hepburn (S)
22980,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,5,11,0,0,3,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,5,7,0,7,8,0,0,72,0,0,0,6,14,0,0,0,21,0,0,Hindmarsh (S)
23110,7,0,0,5,0,0,0,0,12,3,0,0,0,3,0,0,0,6,506,54,55,66,63,65,5,18,823,20,0,4,6,8,4,0,0,42,149,16,14,38,47,63,0,13,335,100,12,18,25,24,21,0,4,192,133,15,35,40,43,34,3,8,306,47,4,11,27,36,36,9,8,175,253,23,33,54,62,68,0,18,517,15,6,3,5,5,7,0,0,42,31,8,4,4,14,7,0,3,63,24,5,6,7,11,9,0,0,67,83,18,17,20,23,24,0,0,185,51,3,11,7,9,19,0,0,105,106,13,9,19,14,0,0,5,175,118,18,31,23,36,44,3,3,272,200,17,26,43,38,38,0,9,372,34,0,3,7,8,3,0,0,51,73,10,13,5,26,11,0,0,139,110,14,24,21,35,36,3,15,248,2066,223,313,420,507,487,24,100,4137,4,0,0,3,4,0,0,0,14,8,0,Hobsons Bay (C)
23190,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,12,4,0,0,0,0,0,0,0,10,14,0,0,0,0,3,0,0,17,14,0,3,4,3,0,0,0,27,5,0,0,0,0,0,0,0,13,5,0,0,3,0,0,0,0,11,6,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,20,8,0,0,0,0,0,0,0,13,13,0,0,0,8,7,0,0,32,17,0,0,3,3,0,0,3,23,29,3,7,3,3,9,0,0,57,3,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,12,9,0,0,0,0,0,0,0,12,167,13,19,33,27,26,0,9,297,0,0,0,0,6,0,0,0,11,0,0,Horsham (RC)
23270,23,4,3,0,3,8,0,3,49,3,0,0,0,4,0,0,0,12,753,71,117,155,185,156,8,29,1478,86,7,11,13,16,11,0,3,147,304,27,48,56,87,87,5,21,630,184,14,24,29,45,47,3,15,357,291,28,58,46,57,47,4,15,546,102,20,42,59,47,52,5,11,339,996,116,164,159,235,162,11,45,1886,25,6,12,12,12,7,3,0,72,46,5,6,3,17,3,0,7,92,71,7,0,11,10,20,0,4,124,101,12,23,18,26,22,3,3,205,136,20,16,17,23,37,0,9,263,277,18,27,35,24,20,0,16,411,273,39,42,44,51,50,0,8,507,252,24,36,39,52,40,0,19,465,28,0,3,8,3,7,3,5,57,129,14,12,12,26,34,0,7,233,234,18,35,37,48,54,8,29,464,4316,459,679,746,966,866,64,250,8329,30,5,8,7,30,27,3,3,109,3,0,Hume (C)
23350,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,40,0,9,3,9,3,3,0,69,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,19,0,3,0,3,0,0,0,27,17,0,0,9,0,3,0,0,27,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,3,0,3,0,0,0,20,12,0,0,0,0,0,0,0,14,19,0,0,4,3,0,0,0,28,11,0,3,0,0,0,0,0,22,18,4,0,0,0,0,0,3,27,5,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,20,207,15,22,24,25,11,3,7,305,9,0,0,0,0,0,0,0,14,0,0,Indigo (S)
23430,18,0,3,6,5,4,0,0,40,8,0,0,0,0,0,0,0,12,1040,121,170,179,177,177,8,37,1898,48,0,8,16,9,12,0,0,98,349,40,56,77,105,87,9,18,741,340,27,56,75,62,59,3,8,634,505,61,129,130,137,97,3,20,1084,96,18,39,47,58,54,4,8,331,233,21,45,47,40,46,0,11,434,47,5,14,16,15,4,0,0,95,92,8,7,10,18,9,0,0,151,67,3,3,10,10,7,3,3,103,309,51,54,48,76,58,4,11,614,145,20,24,21,26,34,4,7,287,193,22,20,27,28,23,0,7,331,277,25,44,70,78,55,4,16,569,489,46,49,99,94,95,0,11,887,47,6,14,12,25,8,3,0,119,201,19,28,40,46,53,5,8,399,329,40,50,77,73,58,4,29,665,4831,545,824,1005,1079,955,57,187,9484,13,7,3,3,30,25,0,0,86,11,3,Kingston (C) (Vic.)
