lga_code16,p_aged_15_yr_over_m,p_aged_15_yr_over_f,p_aged_15_yr_over_p,lab_for_st_empl_worked_ft_m,lab_for_st_empl_worked_ft_f,lab_for_st_empl_worked_ft_p,lab_for_st_empl_worked_pt_m,lab_for_st_empl_worked_pt_f,lab_for_st_empl_worked_pt_p,lab_for_st_empl_awy_frm_wrk_m,lab_for_st_empl_awy_frm_wrk_f,lab_for_st_empl_awy_frm_wrk_p,lab_for_st_unemp_lkg_fr_wrk_m,lab_for_st_unemp_lkg_fr_wrk_f,lab_for_st_unemp_lkg_fr_wrk_p,lab_for_st_tot_labour_force_m,lab_for_st_tot_labour_force_f,lab_for_st_tot_labour_force_p,lab_for_st_n_the_lbour_frce_m,lab_for_st_n_the_lbour_frce_f,lab_for_st_n_the_lbour_frce_p,percent_unemployment_m,percent_unemployment_f,percent_unemployment_p,pcent_lab_force_particip_m,pcent_lab_force_particip_f,pcent_lab_force_particip_p,pcent_employmnt_to_pop_m,pcent_employmnt_to_pop_f,pcent_employmnt_to_pop_p,non_sc_quals_postgrad_deg_m,non_sc_quals_postgrad_deg_f,non_sc_quals_postgrad_deg_p,non_sc_qua_gra_dip_gra_cer_m,non_sc_qua_gra_dip_gra_cer_f,non_sc_qua_gra_dip_gra_cer_p,non_sc_quals_bachelor_deg_m,non_sc_quals_bachelor_deg_f,non_sc_quals_bachelor_deg_p,non_sc_quals_adv_dip_dip_m,non_sc_quals_adv_dip_dip_f,non_sc_quals_adv_dip_dip_p,non_sc_quals_cert3a4_level_m,non_sc_quals_cert3a4_level_f,non_sc_quals_cert3a4_level_p,non_sc_quals_cert1a2_level_m,non_sc_quals_cert1a2_level_f,non_sc_quals_cert1a2_level_p,non_sc_quals_certnfd_level_m,non_sc_quals_certnfd_level_f,non_sc_quals_certnfd_level_p,non_sc_quals_certtot_level_m,non_sc_quals_certtot_level_f,non_sc_quals_certtot_level_p,mig_lvd_same_add_1_yr_ago_m,mig_lvd_same_add_1_yr_ago_f,mig_lvd_same_add_1_yr_ago_p,mig_lvd_diff_add_1_yr_ago_m,mig_lvd_diff_add_1_yr_ago_f,mig_lvd_diff_add_1_yr_ago_p,mig_lvd_same_add_5_yr_ago_m,mig_lvd_same_add_5_yr_ago_f,mig_lvd_same_add_5_yr_ago_p,mig_lvd_diff_add_5_yr_ago_m,mig_lvd_diff_add_5_yr_ago_f,mig_lvd_diff_add_5_yr_ago_p,lga_name16
32250,1409,1294,2700,396,267,663,69,121,188,83,73,159,42,44,83,593,509,1097,662,643,1306,7.1,8.6,7.6,42.1,39.3,40.6,38.9,35.6,37.4,12,18,32,13,11,25,67,123,187,84,103,188,363,105,471,7,14,23,20,33,52,391,151,546,1182,1090,2270,257,258,515,878,790,1671,484,469,958,Carpentaria (S)
33360,25442,23655,49097,12426,5500,17930,2179,5592,7778,895,727,1624,1945,1432,3376,17440,13259,30700,5966,8695,14663,11.2,10.8,11.0,68.5,56.1,62.5,60.9,50.0,55.7,378,359,738,227,353,586,1607,2690,4294,1485,1845,3332,8858,3387,12247,289,490,774,371,455,829,9516,4336,13849,23454,21738,45189,5644,5748,11390,14222,12944,27170,13355,13043,26399,Gladstone (R)
32310,5006,5178,10185,1780,1189,2976,406,959,1364,217,175,387,278,186,464,2675,2513,5186,1841,2151,3992,10.4,7.4,8.9,53.4,48.5,50.9,48.0,44.9,46.4,56,51,115,41,77,122,238,467,702,183,365,551,1220,506,1728,58,73,133,73,107,176,1350,691,2040,4787,4859,9653,835,865,1695,3352,3312,6668,2011,2146,4154,Charters Towers (R)
32330,379,435,808,44,37,80,18,26,47,3,5,5,75,57,132,137,123,264,213,278,492,54.7,46.3,50.0,36.1,28.3,32.7,17.2,15.6,16.3,0,0,0,0,4,5,0,0,0,9,32,36,38,33,71,11,7,18,3,5,8,46,50,95,533,565,1105,63,60,118,431,471,908,84,79,168,Cherbourg (S)
32450,2447,1417,3863,1398,461,1860,99,174,275,96,58,155,59,24,88,1660,722,2376,386,439,827,3.6,3.3,3.7,67.8,51.0,61.5,65.1,48.9,59.3,47,22,74,18,24,41,158,143,305,108,111,219,712,140,847,24,17,39,33,25,57,760,188,946,1808,1098,2906,448,310,758,1122,718,1839,1033,616,1645,Cloncurry (S)
32500,3122,2228,5353,1039,542,1583,229,327,555,236,146,380,96,62,164,1605,1086,2687,860,764,1622,6.0,5.7,6.1,51.4,48.7,50.2,48.2,45.6,47.0,44,57,104,25,59,82,206,263,476,196,228,426,808,253,1063,47,42,83,52,50,104,912,346,1259,2298,1754,4057,503,439,945,1603,1211,2816,1081,902,1982,Cook (S)
32600,184,135,317,62,39,96,10,17,28,8,0,14,4,5,12,83,61,149,37,42,79,4.8,8.2,8.1,45.1,45.2,47.0,43.5,41.5,43.5,0,0,0,0,0,0,10,10,15,8,14,16,29,6,44,0,4,3,3,4,6,34,16,50,116,96,211,18,27,49,78,67,147,50,56,109,Croydon (S)
33430,223972,244840,468814,96602,59972,156575,31274,61816,93087,6219,7333,13555,10239,9619,19855,144332,138741,283072,60943,85746,146688,7.1,6.9,7.0,64.4,56.7,60.4,59.9,52.7,56.1,7273,7775,15046,2413,4581,6987,24357,34381,58736,18676,29019,47689,57464,28116,85582,1720,3137,4860,3884,6543,10427,63067,37796,100871,195081,207025,402108,50788,55593,106381,113703,120026,233726,122926,133926,256845,Gold Coast (C)
33610,4271,4287,8558,2137,1105,3243,362,992,1356,147,155,302,105,82,188,2744,2336,5081,1065,1518,2584,3.8,3.5,3.7,64.2,54.5,59.4,62.0,52.5,57.3,40,45,82,26,59,84,237,532,769,258,373,633,931,463,1393,38,64,101,70,81,154,1042,611,1654,4041,3947,7981,718,766,1487,2771,2663,5434,1711,1786,3497,Goondiwindi (R)
37300,1906,1437,3343,1232,604,1836,118,266,382,107,94,204,32,29,58,1486,990,2476,176,296,471,2.2,2.9,2.3,78.0,68.9,74.1,76.4,67.1,72.4,48,40,91,13,38,51,119,223,342,115,130,242,772,216,988,14,20,29,37,21,60,822,257,1076,1643,1314,2955,458,366,825,860,664,1527,1086,919,1998,Weipa (T)
37310,15229,12958,28182,7475,3145,10621,1210,2932,4138,470,408,878,532,453,985,9682,6934,16622,3198,4567,7770,5.5,6.5,5.9,63.6,53.5,59.0,60.1,50.0,55.5,115,125,245,72,166,232,808,1325,2135,818,1032,1850,3869,1544,5416,164,269,431,199,289,490,4235,2101,6339,13110,11644,24756,2850,2729,5579,8333,7332,15665,6684,6166,12848,Western Downs (R)
37340,16845,16244,33090,7034,4219,11257,1570,3262,4837,697,695,1394,682,507,1186,9990,8684,18675,4373,5279,9651,6.8,5.8,6.4,59.3,53.5,56.4,55.2,50.3,52.8,244,270,517,127,256,382,1081,1720,2802,1134,1556,2691,4807,1907,6708,175,298,474,283,391,671,5257,2594,7855,13682,12866,26549,3320,3513,6838,8754,7988,16746,7390,7616,15004,Whitsunday (R)
33620,19932,20779,40715,6280,3306,9585,2147,4492,6639,600,583,1186,1046,844,1887,10066,9225,19295,8177,9864,18041,10.4,9.1,9.8,50.5,44.4,47.4,45.3,40.3,42.8,216,224,440,135,304,439,912,1749,2659,1083,1958,3043,5654,2744,8394,290,419,706,364,484,853,6304,3645,9951,18503,18789,37293,3556,3802,7352,12430,12358,24787,8677,9373,18050,Gympie (R)
33800,4958,4781,9738,1981,812,2797,360,1096,1453,143,128,274,165,133,295,2651,2177,4829,1903,2201,4107,6.2,6.1,6.1,53.5,45.5,49.6,50.1,42.6,46.5,43,37,76,27,43,71,217,373,591,188,325,518,1533,510,2043,27,86,112,50,86,138,1618,680,2296,4762,4528,9292,556,533,1092,3678,3522,7197,1409,1383,2788,Hinchinbrook (S)
33830,349,316,664,107,65,176,31,36,65,7,6,17,91,68,156,240,173,415,78,122,199,37.9,39.3,37.6,68.8,54.7,62.5,41.5,33.9,38.9,0,0,0,4,4,6,3,18,16,5,15,21,105,62,171,14,13,25,3,4,5,121,81,205,421,354,779,25,32,55,326,300,625,77,52,132,Hope Vale (S)
33960,71095,74941,146035,33842,20294,54143,7995,16813,24803,2060,2386,4445,4279,4021,8302,48173,43514,91693,18431,26677,45106,8.9,9.2,9.1,67.8,58.1,62.8,61.7,52.7,57.1,1354,1509,2861,643,1178,1825,4870,7988,12856,5035,7617,12654,19300,10999,30296,928,1417,2344,1208,1773,2982,21429,14193,35624,68709,70506,139221,16713,17562,34278,41036,41448,82481,38976,41706,80680,Ipswich (C)
33980,16255,8260,24510,8239,2534,10769,773,1622,2397,635,329,964,257,290,548,9902,4775,14679,1174,2098,3275,2.6,6.1,3.7,60.9,57.8,59.9,59.3,54.3,57.6,151,107,255,91,102,194,774,916,1692,629,552,1185,4529,1164,5695,110,158,267,175,178,356,4815,1504,6317,10591,6775,17360,2599,2144,4740,5794,3320,9116,6650,4899,11552,Isaac (R)
34420,332,385,720,105,70,174,26,53,83,5,3,10,68,70,139,202,197,401,112,170,288,33.7,35.5,34.7,60.8,51.2,55.7,41.0,32.7,37.1,6,5,11,0,7,13,9,13,23,4,11,14,62,31,89,9,14,24,6,3,5,71,44,122,400,440,836,26,45,73,336,385,728,52,67,124,Kowanyama (S)
34530,14585,14831,29412,5558,3440,8993,1387,3538,4927,509,472,982,744,577,1320,8193,8023,16220,5336,5711,11050,9.1,7.2,8.1,56.2,54.1,55.1,51.1,50.2,50.7,266,282,546,164,294,451,906,1779,2683,825,1230,2048,4322,1823,6147,131,248,378,223,334,563,4680,2401,7089,13361,13602,26962,2571,2704,5273,8802,8712,17509,6464,7011,13472,Livingstone (S)
34570,262,275,536,72,51,121,29,45,67,23,16,39,18,19,36,141,123,264,89,116,201,12.8,15.4,13.6,53.8,44.7,49.3,47.3,40.7,42.4,3,3,9,0,0,5,8,17,29,7,11,21,46,19,61,3,4,10,6,5,11,54,27,78,314,320,633,29,27,56,256,262,520,53,70,119,Lockhart River (S)
34580,15057,15568,30630,6041,3310,9351,1619,3597,5217,476,468,943,718,704,1418,8859,8077,16938,5070,6252,11323,8.1,8.7,8.4,58.8,51.9,55.3,54.0,47.4,50.6,201,254,452,75,214,294,762,1392,2155,753,1349,2098,3698,1922,5621,167,322,490,247,332,582,4112,2577,6689,14124,14165,28288,2770,3055,5827,9197,9105,18303,6701,7224,13924,Lockyer Valley (R)
34590,113017,118682,231704,53211,30834,84042,13160,26380,39539,3305,3529,6841,6548,6243,12787,76225,66983,143207,29988,44439,74431,8.6,9.3,8.9,67.4,56.4,61.8,61.7,51.2,56.3,2037,2188,4222,815,1742,2556,7416,12055,19470,7311,11852,19160,31154,16523,47673,1286,2164,3448,1916,2920,4841,34357,21608,55964,110967,113694,224660,23359,24282,47644,70720,71491,142215,56241,59499,115736,Logan (C)
43080,447,413,860,234,95,327,37,101,136,8,6,14,13,13,24,285,215,504,134,177,308,4.6,6.0,4.8,63.8,52.1,58.6,62.4,48.9,55.5,3,3,3,0,3,3,7,42,50,15,30,50,95,45,141,7,18,23,3,14,13,100,76,174,471,433,901,44,38,76,368,319,687,132,128,260,Karoonda East Murray (DC)
50560,716,677,1398,250,117,362,70,158,230,22,12,38,30,18,45,373,303,674,264,308,572,8.0,5.9,6.7,52.1,44.8,48.2,47.8,42.4,45.1,3,7,15,5,14,18,40,52,94,34,59,96,179,76,254,3,9,10,14,15,30,194,95,287,676,648,1320,67,75,142,491,449,937,227,240,471,Beverley (S)
50630,1168,727,1893,695,195,887,77,162,242,99,40,145,26,24,50,904,421,1328,159,246,408,2.9,5.7,3.8,77.4,57.9,70.2,74.6,54.6,67.3,20,14,34,7,20,30,78,73,156,70,73,147,399,77,479,5,10,20,13,13,29,419,107,530,994,654,1645,250,165,415,561,368,928,603,395,998,Boddington (S)
50770,670,659,1324,291,127,419,76,167,246,26,25,51,25,16,40,424,339,762,191,265,461,5.9,4.7,5.2,63.3,51.4,57.6,58.7,48.4,54.1,4,9,13,6,12,10,36,81,121,31,66,98,140,74,215,9,11,20,8,22,25,157,97,260,678,644,1319,76,105,179,499,481,976,218,232,451,Boyup Brook (S)
32750,216,202,416,93,68,158,10,22,32,26,20,40,0,8,8,122,114,234,60,62,126,0.0,7.0,3.4,56.5,56.4,56.3,59.7,54.5,55.3,3,10,16,0,5,5,17,22,41,17,15,33,66,26,97,7,3,8,3,4,8,76,38,116,170,156,334,40,39,71,126,110,235,72,71,144,Diamantina (S)
41140,3589,3703,7300,1586,736,2320,439,1073,1511,138,141,276,76,71,149,2235,2015,4249,1128,1452,2585,3.4,3.5,3.5,62.3,54.4,58.2,60.3,52.7,56.3,51,71,125,36,99,135,297,467,767,241,371,609,906,472,1386,48,75,124,77,89,163,1038,636,1674,3576,3600,7178,505,533,1036,2512,2495,5011,1372,1468,2839,Clare and Gilbert Valleys (DC)
40910,19683,21611,41291,8333,4686,13021,2902,5783,8683,435,624,1061,913,795,1710,12586,11893,24475,6514,9082,15592,7.3,6.7,7.0,63.9,55.0,59.3,59.3,51.3,55.1,1143,1163,2309,344,574,916,3307,3997,7305,1664,2043,3700,3752,1833,5588,146,236,385,300,386,681,4195,2457,6646,19487,20827,40315,3066,3144,6207,13784,14900,28687,7953,8362,16313,Campbelltown (C) (SA)
32770,432,494,925,78,84,161,65,69,132,10,17,23,39,31,72,186,195,388,222,276,500,21.0,15.9,18.6,43.1,39.5,41.9,35.4,34.4,34.2,6,3,12,3,8,8,25,15,39,12,16,24,32,24,55,12,14,26,8,3,13,50,37,87,626,616,1240,77,82,165,497,511,1006,136,128,256,Doomadgee (S)
32810,7482,7730,15210,2656,1755,4413,804,1548,2351,447,457,903,193,135,332,4093,3896,7996,2156,2451,4609,4.7,3.5,4.2,54.7,50.4,52.6,52.2,48.6,50.4,255,238,493,102,207,310,842,1103,1953,599,766,1368,1824,753,2576,77,95,170,147,196,339,2039,1044,3084,5925,5827,11749,1287,1345,2626,3927,3804,7725,2979,3091,6073,Douglas (S)
33100,598,489,1087,180,114,290,28,47,72,40,28,71,21,8,23,265,200,463,238,233,472,7.9,4.0,5.0,44.3,40.9,42.6,41.5,38.7,39.8,10,11,20,3,5,10,33,42,75,35,52,85,137,50,185,7,5,16,8,16,24,158,70,222,504,430,931,65,62,130,385,311,694,160,161,315,Etheridge (S)
33200,736,696,1431,369,217,587,64,130,196,29,25,62,20,10,33,483,385,870,198,252,454,4.1,2.6,3.8,65.6,55.3,60.8,62.8,53.4,59.0,8,7,13,0,11,13,19,66,82,33,42,74,190,54,246,5,15,16,13,22,28,205,85,293,680,633,1309,109,113,217,471,423,891,273,279,551,Flinders (S) (Qld)
33220,42236,45179,87410,10934,7062,18000,4142,8364,12503,1102,1152,2255,2542,1942,4481,18714,18524,37236,20035,23010,43044,13.6,10.5,12.0,44.3,41.0,42.6,38.3,36.7,37.5,504,584,1092,329,693,1023,2096,3895,5993,2532,3781,6312,12004,5753,17761,511,830,1345,764,1152,1915,13282,7735,21019,37512,39507,77021,7604,8540,16145,24694,25539,50228,18883,20971,39851,Fraser Coast (R)
37400,747,692,1441,266,185,452,50,88,131,45,40,89,17,7,24,374,323,696,287,287,566,4.5,2.2,3.4,50.1,46.7,48.3,48.3,45.2,46.6,15,14,29,19,12,29,38,79,115,31,63,96,167,66,238,7,14,21,9,19,22,184,96,278,634,593,1224,107,79,187,492,438,934,216,211,424,Winton (S)
41010,1687,1527,3215,723,387,1110,171,341,509,71,73,151,41,17,61,1009,820,1823,388,465,853,4.1,2.1,3.3,59.8,53.7,56.7,57.2,52.5,55.1,19,14,33,10,21,29,86,139,224,82,142,221,361,154,510,14,24,35,24,34,50,397,208,600,1442,1304,2750,223,257,486,1056,908,1956,535,556,1092,Ceduna (DC)
41060,44835,48032,92864,18857,11460,30317,6195,11980,18172,1153,1432,2579,2244,1712,3958,28446,26580,55029,14390,19274,33663,7.9,6.4,7.2,63.4,55.3,59.3,58.4,51.8,55.0,1663,1852,3512,629,1057,1686,5999,7602,13606,3584,4410,7993,9875,4567,14438,438,603,1042,701,993,1687,11009,6160,17170,42025,44653,86676,7456,7670,15121,29342,31142,60481,18512,19466,37977,Charles Sturt (C)
43790,4659,4692,9350,1997,926,2923,520,1253,1779,147,161,309,144,111,253,2807,2453,5264,1578,1974,3554,5.1,4.5,4.8,60.2,52.3,56.3,57.2,49.9,53.6,26,39,64,38,77,113,198,411,611,266,425,683,1070,630,1695,47,93,142,85,90,179,1195,813,2014,4658,4594,9250,569,679,1251,3433,3339,6772,1530,1681,3213,Loxton Waikerie (DC)
37550,295,337,634,60,56,121,22,35,58,8,3,15,26,20,45,120,125,244,149,199,347,21.7,16.0,18.4,40.7,37.1,38.5,30.5,27.9,30.6,3,0,3,4,4,9,7,14,19,13,14,27,27,24,57,13,10,18,0,3,3,37,39,77,384,424,803,54,67,119,302,332,632,95,105,201,Woorabinda (S)
41330,1032,792,1817,272,186,458,91,104,194,55,49,107,53,16,72,474,363,837,391,303,694,11.2,4.4,8.6,45.9,45.8,46.1,40.5,42.8,41.8,22,21,46,7,17,26,85,98,177,58,75,129,222,65,287,5,9,19,15,14,29,242,86,329,850,656,1508,139,110,252,643,440,1082,302,289,596,Coober Pedy (DC)
41560,5707,5965,11665,1688,890,2575,707,1315,2022,176,154,328,261,210,474,2833,2571,5405,2452,2951,5399,9.2,8.2,8.8,49.6,43.1,46.3,45.0,39.5,42.2,39,40,77,27,74,102,210,447,657,248,454,703,1432,744,2177,67,125,188,130,143,280,1631,1006,2645,5398,5403,10806,835,887,1726,3751,3720,7469,2187,2314,4502,Copper Coast (DC)
41750,503,411,919,226,103,323,67,115,176,17,17,34,16,9,27,316,245,563,151,152,300,5.1,3.7,4.8,62.8,59.6,61.3,61.6,57.2,58.0,0,0,3,4,9,18,34,46,76,25,39,57,100,57,160,11,9,15,13,10,22,119,76,193,499,421,918,61,44,107,392,319,713,150,121,271,Elliston (DC)
43920,3536,3432,6970,1625,808,2428,435,924,1359,123,109,229,156,147,302,2334,1987,4319,974,1236,2210,6.7,7.4,7.0,66.0,57.9,62.0,61.7,53.6,57.6,20,34,51,13,34,45,93,224,322,162,290,451,978,494,1473,30,76,110,59,84,144,1070,654,1726,3694,3492,7192,382,338,716,2760,2604,5358,1110,1111,2223,Mallala (DC)
50840,1804,1941,3751,665,335,999,231,533,768,72,62,132,64,58,120,1033,985,2020,634,812,1449,6.2,5.9,5.9,57.3,50.7,53.9,53.7,47.9,50.6,27,22,50,11,46,55,142,228,370,111,217,323,520,258,773,16,35,53,42,62,100,577,356,929,1724,1831,3555,277,316,590,1171,1211,2384,756,869,1621,Bridgetown-Greenbushes (S)
37570,96,121,216,25,13,41,14,16,28,0,3,3,11,9,25,53,42,89,47,75,126,20.8,21.4,28.1,55.2,34.7,41.2,40.6,26.4,33.3,0,0,0,0,0,0,3,3,5,6,6,10,22,14,35,0,5,6,0,5,8,27,27,51,114,142,256,11,9,21,78,110,191,32,31,56,Wujal Wujal (S)
37600,839,859,1696,96,103,201,43,59,99,24,24,51,172,118,292,342,307,643,476,528,1000,50.3,38.4,45.4,40.8,35.7,37.9,19.4,21.7,20.7,0,0,0,3,13,13,19,25,45,17,42,58,108,82,191,22,31,53,10,8,24,142,128,271,1175,1180,2356,56,75,130,991,995,1987,152,156,306,Yarrabah (S)
42250,3597,2900,6497,1596,679,2278,386,960,1347,105,106,209,73,76,153,2167,1822,3985,1282,923,2205,3.4,4.2,3.8,60.2,62.8,61.3,58.0,60.2,59.0,36,36,73,26,51,72,137,275,416,152,250,404,887,396,1289,43,72,120,73,85,158,1007,555,1568,3281,3006,6283,372,342,716,2471,2264,4735,977,929,1907,Grant (DC)
45340,63538,68616,132159,27145,14580,41730,8684,19337,28022,1713,2204,3909,3465,2752,6212,41005,38870,79868,19756,26583,46342,8.5,7.1,7.8,64.5,56.6,60.4,59.1,52.6,55.7,1281,1375,2657,682,1351,2031,4979,8107,13087,4921,7162,12082,18827,9843,28673,901,1491,2393,1217,1862,3071,20944,13192,34134,64022,67154,131174,9333,10040,19374,45135,46656,91789,25161,27701,52867,Onkaparinga (C)
50910,406,401,809,177,73,249,40,92,129,15,16,25,21,15,32,254,188,443,111,151,259,8.3,8.0,7.2,62.6,46.9,54.8,57.1,45.1,49.8,9,4,10,4,10,12,18,37,53,13,30,47,78,33,111,3,3,10,6,9,14,85,44,134,380,357,735,45,65,109,249,234,479,148,155,305,Brookton (S)
50980,9192,9377,18565,3197,2473,5661,838,1506,2345,638,687,1323,346,232,578,5010,4895,9908,3016,3301,6317,6.9,4.7,5.8,54.5,52.2,53.4,50.8,49.8,50.3,210,285,495,123,268,392,907,1489,2393,678,975,1656,2334,900,3233,122,185,303,174,256,432,2638,1337,3969,7751,7739,15490,1906,2133,4035,5005,4812,9818,4134,4497,8634,Broome (S)
51540,3581,3278,6862,1080,737,1818,236,427,668,259,237,492,121,67,193,1698,1472,3175,1347,1345,2690,7.1,4.6,6.1,47.4,44.9,46.3,44.0,42.7,43.4,43,49,87,36,46,86,235,334,574,211,266,475,884,274,1151,42,74,116,58,83,140,977,430,1407,3044,2726,5774,514,511,1024,2182,1924,4109,1222,1182,2403,Carnarvon (S)
40070,13590,12495,26091,4406,3011,7419,1479,2015,3499,328,391,726,710,646,1350,6923,6066,12989,4488,4722,9204,10.3,10.6,10.4,50.9,48.5,49.8,45.7,43.4,44.6,1333,1212,2539,269,350,616,2868,2954,5819,1039,1088,2130,1082,640,1720,90,82,176,177,193,370,1353,918,2265,7959,7577,15537,3605,3698,7294,4047,3807,7855,7366,7317,14683,Adelaide (C)
40120,15032,15573,30603,7102,3729,10832,2271,4959,7225,450,571,1026,454,433,891,10275,9691,19972,4165,5263,9428,4.4,4.5,4.5,68.4,62.2,65.3,65.3,59.5,62.4,971,930,1902,382,634,1018,2582,3434,6018,1342,1866,3206,3357,1442,4800,105,196,303,279,413,692,3740,2052,5790,15735,16084,31820,1699,1857,3553,11917,11984,23907,4987,5372,10361,Adelaide Hills (DC)
40220,10123,10893,21016,3354,1674,5030,1354,2874,4229,276,318,594,361,265,631,5344,5134,10480,4177,5112,9297,6.8,5.2,6.0,52.8,47.1,49.9,49.2,44.7,46.9,154,201,356,121,211,337,752,1184,1936,770,1205,1979,2812,1439,4250,127,209,333,230,340,567,3162,1989,5149,9694,10161,19851,1472,1690,3165,6624,6879,13502,4182,4602,8784,Alexandrina (DC)
40250,874,931,1804,179,203,381,71,111,185,23,18,40,92,82,172,362,416,778,402,397,797,25.4,19.7,22.1,41.4,44.7,43.1,31.2,35.7,33.6,16,16,32,7,8,17,36,74,106,16,34,44,88,43,132,13,14,25,20,10,29,119,73,187,913,961,1871,92,100,190,754,799,1551,175,186,360,Anangu Pitjantjatjara (AC)
40310,9119,9639,18763,4370,2115,6482,1159,2761,3927,283,311,593,276,262,533,6085,5451,11537,2574,3717,6290,4.5,4.8,4.6,66.7,56.6,61.5,63.7,53.8,58.6,162,196,349,94,195,295,731,1127,1858,695,1020,1713,2517,1234,3754,106,195,303,213,272,483,2840,1700,4539,9374,9620,18997,1243,1347,2587,6677,6755,13430,3440,3743,7182,Barossa (DC)
40430,1067,1047,2118,355,127,480,95,250,352,23,31,50,33,23,57,511,427,936,491,557,1046,6.5,5.4,6.1,47.9,40.8,44.2,44.3,39.0,41.6,4,9,19,7,9,14,22,88,115,48,94,142,276,103,375,8,6,16,14,22,38,297,136,432,1038,985,2023,99,122,219,788,743,1534,300,323,623,Barunga West (DC)
40520,4286,4416,8704,1662,910,2575,448,1057,1499,124,120,242,197,129,322,2424,2212,4639,1549,1896,3450,8.1,5.8,6.9,56.6,50.1,53.3,52.1,47.3,49.6,43,43,84,26,57,84,224,381,607,202,363,566,990,511,1498,53,92,144,86,106,196,1124,710,1839,4140,4168,8300,638,629,1271,3094,3073,6168,1484,1521,3005,Berri and Barmera (DC)
40700,16590,19262,35857,6995,4314,11302,2623,5094,7720,339,473,812,650,611,1260,10606,10487,21096,5355,8046,13400,6.1,5.8,6.0,63.9,54.4,58.8,60.0,51.3,55.3,2143,1785,3920,521,820,1341,4590,5220,9809,1389,1996,3384,1608,920,2529,71,147,221,215,386,600,1894,1451,3349,16169,18376,34542,2842,3146,5985,10946,12452,23401,7672,8605,16274,Burnside (C)
41190,963,837,1803,515,173,688,82,248,336,34,34,71,7,18,26,648,477,1122,224,303,523,1.1,3.8,2.3,67.3,57.0,62.2,65.5,54.4,60.7,8,13,21,3,15,18,44,98,134,43,88,132,253,108,354,3,9,17,17,18,39,272,139,408,938,815,1752,101,95,196,710,609,1320,277,252,525,Cleve (DC)
42750,1970,1916,3885,694,388,1082,337,597,935,62,73,135,71,38,114,1171,1096,2266,596,649,1247,6.1,3.5,5.0,59.4,57.2,58.3,55.5,55.2,55.4,52,49,98,11,51,63,142,240,381,107,178,284,485,185,668,24,42,66,26,58,85,534,282,819,1799,1753,3547,300,289,586,1323,1235,2554,676,708,1387,Kangaroo Island (DC)
41830,693,718,1413,236,142,381,63,160,222,33,23,58,33,12,46,363,343,710,267,302,569,9.1,3.5,6.5,52.4,47.8,50.2,47.9,45.3,46.8,7,15,22,8,15,19,33,80,113,28,62,95,196,70,271,5,10,13,7,12,19,211,87,299,640,640,1281,81,101,184,483,482,964,225,235,454,Flinders Ranges (DC)
41960,670,580,1250,271,96,368,60,148,204,26,23,45,25,10,39,380,276,657,176,227,404,6.6,3.6,5.9,56.7,47.6,52.6,53.3,46.0,49.4,0,7,9,3,5,10,22,47,67,24,47,67,174,67,239,9,15,27,8,12,26,195,88,287,592,515,1106,84,71,149,410,354,767,232,200,429,Franklin Harbour (DC)
42030,8846,9775,18624,3662,2047,5711,995,2480,3469,252,287,536,495,415,909,5395,5228,10620,2990,4044,7034,9.2,7.9,8.6,61.0,53.5,57.0,55.5,49.2,52.2,143,153,293,85,148,234,539,895,1437,600,1011,1609,2305,1435,3736,131,211,341,142,256,394,2578,1898,4476,8298,8982,17283,1627,1813,3437,5445,5799,11245,4102,4620,8716,Gawler (T)
42110,1744,1657,3398,688,251,944,192,405,601,58,67,122,65,55,117,1007,774,1789,604,760,1365,6.5,7.1,6.5,57.7,46.7,52.6,53.8,43.6,49.1,11,15,28,9,24,30,71,142,218,84,173,261,404,184,591,22,44,65,28,40,69,456,267,723,1681,1646,3328,185,214,400,1274,1218,2496,527,557,1086,Goyder (DC)
42600,14157,16058,30214,5966,3816,9788,2084,4159,6246,341,521,867,573,444,1016,8964,8944,17906,4412,6243,10654,6.4,5.0,5.7,63.3,55.7,59.3,59.3,52.9,55.9,835,832,1670,318,525,844,2393,3278,5670,1483,1726,3203,2850,1349,4202,124,175,293,293,420,717,3266,1947,5210,12710,14127,26838,2442,2657,5104,8370,9449,17819,6427,7032,13455,Holdfast Bay (C)
43220,452,403,857,263,99,360,33,127,158,18,19,41,3,5,12,320,247,563,96,133,231,0.9,2.0,2.1,70.8,61.3,65.7,69.5,60.8,65.2,6,6,12,0,3,3,18,50,66,27,41,67,106,44,150,3,10,13,3,6,11,114,62,176,463,427,891,59,53,110,359,328,682,130,116,250,Kimba (DC)
43360,952,939,1887,395,148,545,127,277,395,44,43,83,25,19,50,583,493,1074,307,388,694,4.3,3.9,4.7,61.2,52.5,56.9,59.5,49.8,54.2,7,6,13,6,20,24,31,85,115,41,78,117,214,118,330,15,19,34,21,25,50,243,163,403,932,870,1807,133,113,247,670,614,1284,349,337,693,Kingston (DC) (SA)
43650,5674,5793,11463,2876,1369,4246,724,1814,2535,159,235,396,224,195,419,3978,3618,7594,1393,1903,3295,5.6,5.4,5.5,70.1,62.5,66.2,66.2,59.0,62.6,76,74,154,48,115,163,359,643,1000,383,583,964,1631,908,2541,82,128,210,100,158,261,1815,1195,3012,6084,6029,12119,725,797,1524,4361,4197,8558,2139,2329,4473,Light (RegC)
