lga_code16,f_ewft_25_29_om_uie,f_ewft_25_29_cfw,f_ewft_25_29_es_ns,f_ewft_25_29_tot,f_ewft_30_34_e,f_ewft_30_34_om_ie,f_ewft_30_34_om_uie,f_ewft_30_34_cfw,f_ewft_30_34_es_ns,f_ewft_30_34_tot,f_ewft_35_39_e,f_ewft_35_39_om_ie,f_ewft_35_39_om_uie,f_ewft_35_39_cfw,f_ewft_35_39_es_ns,f_ewft_35_39_tot,f_ewft_40_44_e,f_ewft_40_44_om_ie,f_ewft_40_44_om_uie,f_ewft_40_44_cfw,f_ewft_40_44_es_ns,f_ewft_40_44_tot,f_ewft_45_49_e,f_ewft_45_49_om_ie,f_ewft_45_49_om_uie,f_ewft_45_49_cfw,f_ewft_45_49_es_ns,f_ewft_45_49_tot,f_ewft_50_54_e,f_ewft_50_54_om_ie,f_ewft_50_54_om_uie,f_ewft_50_54_cfw,f_ewft_50_54_es_ns,f_ewft_50_54_tot,f_ewft_55_59_e,f_ewft_55_59_om_ie,f_ewft_55_59_om_uie,f_ewft_55_59_cfw,f_ewft_55_59_es_ns,f_ewft_55_59_tot,f_ewft_60_64_e,f_ewft_60_64_om_ie,f_ewft_60_64_om_uie,f_ewft_60_64_cfw,f_ewft_60_64_es_ns,f_ewft_60_64_tot,f_ewft_65_69_e,f_ewft_65_69_om_ie,f_ewft_65_69_om_uie,f_ewft_65_69_cfw,f_ewft_65_69_es_ns,f_ewft_65_69_tot,f_ewft_70_74_e,f_ewft_70_74_om_ie,f_ewft_70_74_om_uie,f_ewft_70_74_cfw,f_ewft_70_74_es_ns,f_ewft_70_74_tot,f_ewft_75ov_e,f_ewft_75ov_om_ie,f_ewft_75ov_om_uie,f_ewft_75ov_cfw,f_ewft_75ov_es_ns,f_ewft_75ov_tot,f_ewft_tot_e,f_ewft_tot_om_ie,f_ewft_tot_om_uie,f_ewft_tot_cfw,f_ewft_tot_es_ns,f_ewft_tot_tot,f_ewpt_15_19_e,f_ewpt_15_19_om_ie,f_ewpt_15_19_om_uie,f_ewpt_15_19_cfw,f_ewpt_15_19_es_ns,f_ewpt_15_19_tot,f_ewpt_20_24_e,f_ewpt_20_24_om_ie,f_ewpt_20_24_om_uie,f_ewpt_20_24_cfw,f_ewpt_20_24_es_ns,f_ewpt_20_24_tot,f_ewpt_25_29_e,f_ewpt_25_29_om_ie,f_ewpt_25_29_om_uie,f_ewpt_25_29_cfw,f_ewpt_25_29_es_ns,f_ewpt_25_29_tot,f_ewpt_30_34_e,f_ewpt_30_34_om_ie,f_ewpt_30_34_om_uie,f_ewpt_30_34_cfw,f_ewpt_30_34_es_ns,f_ewpt_30_34_tot,f_ewpt_35_39_e,f_ewpt_35_39_om_ie,f_ewpt_35_39_om_uie,f_ewpt_35_39_cfw,f_ewpt_35_39_es_ns,f_ewpt_35_39_tot,f_ewpt_40_44_e,f_ewpt_40_44_om_ie,f_ewpt_40_44_om_uie,f_ewpt_40_44_cfw,f_ewpt_40_44_es_ns,f_ewpt_40_44_tot,f_ewpt_45_49_e,f_ewpt_45_49_om_ie,f_ewpt_45_49_om_uie,f_ewpt_45_49_cfw,f_ewpt_45_49_es_ns,f_ewpt_45_49_tot,f_ewpt_50_54_e,f_ewpt_50_54_om_ie,f_ewpt_50_54_om_uie,f_ewpt_50_54_cfw,f_ewpt_50_54_es_ns,f_ewpt_50_54_tot,f_ewpt_55_59_e,f_ewpt_55_59_om_ie,f_ewpt_55_59_om_uie,f_ewpt_55_59_cfw,f_ewpt_55_59_es_ns,f_ewpt_55_59_tot,f_ewpt_60_64_e,f_ewpt_60_64_om_ie,f_ewpt_60_64_om_uie,f_ewpt_60_64_cfw,f_ewpt_60_64_es_ns,f_ewpt_60_64_tot,f_ewpt_65_69_e,f_ewpt_65_69_om_ie,f_ewpt_65_69_om_uie,f_ewpt_65_69_cfw,f_ewpt_65_69_es_ns,f_ewpt_65_69_tot,f_ewpt_70_74_e,f_ewpt_70_74_om_ie,f_ewpt_70_74_om_uie,f_ewpt_70_74_cfw,f_ewpt_70_74_es_ns,f_ewpt_70_74_tot,f_ewpt_75ov_e,f_ewpt_75ov_om_ie,f_ewpt_75ov_om_uie,f_ewpt_75ov_cfw,f_ewpt_75ov_es_ns,f_ewpt_75ov_tot,f_ewpt_tot_e,f_ewpt_tot_om_ie,f_ewpt_tot_om_uie,f_ewpt_tot_cfw,f_ewpt_tot_es_ns,f_ewpt_tot_tot,f_eafw_e,f_eafw_om_ie,f_eafw_om_uie,f_eafw_cfw,f_eafw_es_ns,f_eafw_tot,f_h_ns_e,f_h_ns_om_ie,f_h_ns_om_uie,f_h_ns_cfw,f_h_ns_es_ns,f_h_ns_tot,f_tot_e,f_tot_om_ie,f_tot_om_uie,f_tot_cfw,f_tot_es_ns,f_tot_tot,p_ewft_15_19_e,p_ewft_15_19_om_ie,p_ewft_15_19_om_uie,p_ewft_15_19_cfw,p_ewft_15_19_es_ns,p_ewft_15_19_tot,p_ewft_20_24_e,p_ewft_20_24_om_ie,p_ewft_20_24_om_uie,p_ewft_20_24_cfw,p_ewft_20_24_es_ns,p_ewft_20_24_tot,p_ewft_25_29_e,p_ewft_25_29_om_ie,p_ewft_25_29_om_uie,p_ewft_25_29_cfw,p_ewft_25_29_es_ns,p_ewft_25_29_tot,p_ewft_30_34_e,p_ewft_30_34_om_ie,p_ewft_30_34_om_uie,p_ewft_30_34_cfw,p_ewft_30_34_es_ns,p_ewft_30_34_tot,p_ewft_35_39_e,p_ewft_35_39_om_ie,p_ewft_35_39_om_uie,p_ewft_35_39_cfw,lga_name16
54550,0,0,0,19,9,3,0,0,0,14,11,3,0,0,0,12,8,3,7,4,0,20,16,3,7,5,0,29,13,0,8,6,0,31,17,3,4,3,0,27,5,3,7,3,0,18,3,0,5,5,0,10,0,0,6,0,0,7,0,0,0,0,0,0,120,23,38,31,3,216,5,0,0,0,0,5,13,0,0,0,0,13,8,0,0,0,0,11,12,0,9,3,0,18,16,0,0,0,0,19,13,0,4,0,0,15,24,0,3,3,0,27,22,0,4,0,0,30,8,0,3,0,0,12,12,0,7,3,0,20,9,0,0,3,0,11,3,0,0,3,0,7,0,0,0,5,0,5,143,4,35,17,0,200,20,0,4,0,0,25,0,0,4,3,0,10,285,28,77,53,4,447,9,0,3,0,0,11,30,0,3,4,0,34,33,0,3,3,0,41,28,12,9,0,0,56,27,6,12,3,Kojonup (S)
55320,36,3,4,1698,1210,22,34,0,10,1282,901,47,24,5,4,981,931,59,51,3,5,1053,1135,61,52,11,7,1268,1164,78,63,6,4,1319,934,64,48,3,5,1056,449,30,30,7,0,516,108,17,10,3,3,140,15,7,4,0,0,28,8,4,0,0,0,10,9610,426,369,45,47,10495,1202,0,14,3,9,1230,1454,3,18,0,3,1480,813,3,38,3,7,858,981,29,68,18,3,1101,1097,56,107,21,4,1279,1140,70,119,17,10,1356,1133,73,111,36,5,1365,1138,76,97,18,4,1337,969,63,96,21,11,1152,705,59,77,32,4,880,277,36,55,20,0,387,75,15,21,10,3,120,23,5,10,3,3,42,11006,498,830,203,57,12593,957,26,30,9,12,1033,248,10,24,6,26,322,21815,963,1255,263,146,24442,250,0,0,0,3,255,1630,12,36,3,6,1691,2746,72,83,3,13,2917,2396,128,109,8,12,2638,2019,183,101,13,Melville (C)
54620,0,0,0,12,12,0,0,0,0,11,7,4,0,0,0,12,11,0,0,3,0,20,14,0,5,0,0,21,5,0,4,0,0,16,10,3,3,0,0,17,4,3,0,3,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,88,11,16,17,4,138,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,4,9,0,0,0,0,9,10,0,0,0,0,6,9,0,0,0,0,11,9,0,0,0,0,9,3,0,0,0,0,4,7,0,0,0,0,8,0,0,4,0,0,9,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,59,8,7,4,0,90,3,0,0,0,0,4,4,0,0,0,3,4,155,21,24,18,8,232,0,0,0,0,0,3,21,0,0,0,0,24,53,3,0,0,0,55,49,6,9,0,0,62,46,11,6,0,Kondinin (S)
54690,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,0,9,3,0,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,7,7,3,0,33,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,8,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,23,0,9,3,0,36,0,0,0,0,0,3,0,0,0,0,0,0,42,5,16,5,3,75,0,0,0,0,0,0,5,0,0,0,0,5,7,3,0,0,0,7,5,0,0,0,0,8,3,3,3,0,Koorda (S)
54970,0,0,0,59,49,0,0,0,0,49,16,0,0,0,0,16,16,0,0,0,0,16,28,0,0,3,0,30,29,0,0,0,0,32,20,0,0,0,0,20,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,3,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,28,0,0,0,0,28,7,0,0,0,0,7,331,0,0,3,0,337,11,0,0,0,0,9,103,0,0,0,0,98,286,0,0,0,0,290,280,0,0,0,0,287,246,0,0,0,Laverton (S)
56730,0,0,0,91,87,3,3,3,0,96,84,0,4,0,0,92,114,8,3,3,0,132,136,9,16,0,0,157,123,0,8,3,0,143,118,8,8,3,0,141,96,4,3,0,3,105,22,3,0,0,0,24,5,0,4,0,0,10,0,0,0,0,0,0,967,36,54,19,8,1092,81,0,0,3,3,83,49,0,0,0,0,52,54,0,3,3,0,56,78,0,5,3,0,89,67,4,3,0,4,81,81,3,12,3,3,103,93,3,7,0,0,112,107,3,7,0,4,120,117,3,13,4,0,139,83,0,6,0,3,95,40,0,4,3,0,53,15,3,0,4,3,24,8,0,3,0,0,11,862,24,76,33,19,1017,75,4,3,0,0,89,24,0,0,3,7,40,1935,66,136,59,36,2235,79,0,0,0,0,77,190,0,7,0,0,201,216,3,8,6,0,240,209,18,11,6,0,249,222,12,19,0,Northam (S)
55040,0,0,0,63,37,0,0,0,0,41,37,0,0,0,0,37,26,0,0,0,0,29,36,0,0,0,0,40,25,0,0,0,3,24,31,0,0,0,0,37,10,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,304,3,4,0,3,314,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,10,10,0,0,0,0,10,7,0,0,0,0,7,5,0,0,0,0,5,6,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60,24,0,6,0,0,32,11,0,0,0,0,11,398,6,12,0,3,419,13,0,0,0,0,13,89,0,0,0,0,89,260,3,0,0,0,261,319,0,0,3,0,322,255,3,0,0,Leonora (S)
55110,9,0,0,526,400,12,19,3,0,435,377,20,32,3,0,429,554,35,33,8,4,635,637,52,53,12,4,752,574,52,56,14,9,693,440,33,43,6,3,524,200,15,21,0,0,240,47,7,3,3,0,60,3,0,0,0,0,6,3,0,0,0,0,5,4327,235,281,52,19,4912,849,0,9,3,6,867,606,0,5,3,6,618,454,9,43,7,0,512,591,22,58,17,0,691,606,27,64,20,7,717,680,28,79,23,8,816,690,30,62,14,8,799,678,30,76,27,10,814,557,31,53,17,4,659,409,36,49,18,8,514,143,22,35,15,5,224,36,0,11,9,3,58,19,8,3,4,0,31,6314,244,548,161,57,7322,470,17,22,13,10,525,148,6,8,9,19,182,11254,502,854,231,105,12946,322,0,3,0,3,330,956,3,38,0,8,1005,1012,36,53,0,3,1105,851,66,77,9,6,1005,813,77,98,6,Mandurah (C)
55180,0,3,0,67,32,3,3,0,0,39,54,4,12,9,0,76,71,6,7,6,3,98,86,13,9,9,4,119,98,9,15,4,0,133,78,8,15,4,0,102,47,11,8,7,0,66,8,4,0,6,0,26,0,0,5,4,0,13,3,0,3,0,0,8,631,67,82,46,12,837,78,0,0,4,0,85,40,0,0,0,0,44,42,3,8,3,0,60,77,4,3,5,0,89,64,10,3,3,4,83,98,4,7,3,0,118,115,0,10,3,3,134,115,5,12,3,0,140,95,8,11,3,3,118,72,0,11,4,3,94,27,3,5,4,0,45,9,0,6,3,3,24,5,0,3,3,0,13,848,42,79,51,17,1036,83,3,9,3,0,109,21,3,3,8,7,36,1590,117,172,110,42,2019,85,0,0,0,0,89,159,3,4,3,6,170,173,9,7,9,0,191,132,13,15,0,0,153,139,31,19,9,Manjimup (S)
55250,0,0,0,34,32,0,0,0,0,32,11,0,3,0,0,20,15,0,0,0,0,18,13,0,0,0,0,18,24,3,0,0,0,27,17,0,3,0,0,24,13,0,0,0,0,13,5,0,0,0,0,5,0,0,3,0,0,5,0,0,0,0,0,0,185,3,11,5,0,204,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,8,3,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,3,6,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,5,3,0,41,16,0,0,0,0,21,17,0,0,0,0,16,253,3,18,8,3,280,3,0,0,0,0,3,56,0,0,3,0,59,142,0,0,0,0,146,161,0,0,0,0,162,107,0,5,3,Meekatharra (S)
55950,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,10,0,0,0,0,0,0,3,0,4,0,0,11,0,0,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,9,11,4,0,52,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,3,0,9,3,0,0,0,0,3,8,0,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,4,5,0,41,5,0,0,0,0,4,0,3,0,0,0,6,62,10,16,11,0,101,4,0,0,0,0,4,10,0,0,0,0,11,21,0,0,0,0,21,10,0,4,0,0,13,7,3,6,0,Mukinbudin (S)
55530,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,3,0,0,0,0,4,4,0,4,0,0,8,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,9,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,4,3,3,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,5,4,0,0,0,0,7,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,3,5,3,0,44,3,0,0,0,0,3,0,0,0,0,0,0,62,14,18,10,0,102,5,0,0,0,0,5,9,0,0,0,0,12,16,4,0,0,0,21,10,3,0,0,0,9,7,3,0,0,Mingenew (S)
55390,0,0,0,20,14,0,0,0,0,14,3,0,0,0,0,3,11,0,0,0,0,11,10,0,0,0,0,10,10,0,0,0,0,10,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,11,0,0,0,0,15,3,0,0,0,0,3,123,0,0,0,0,126,6,0,0,0,0,6,41,0,4,0,0,45,82,0,0,0,0,82,100,0,0,0,0,100,70,0,0,0,Menzies (S)
55460,0,0,0,37,26,0,0,0,0,30,16,0,0,0,0,19,28,4,8,0,3,38,32,3,0,0,0,39,36,3,0,3,0,48,45,0,0,0,0,48,19,0,0,0,0,28,3,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,4,307,14,15,11,5,358,33,3,0,0,0,37,15,0,0,0,0,15,14,0,0,0,0,15,36,0,3,4,0,41,28,0,0,0,0,27,31,0,3,0,0,35,22,0,0,0,0,27,13,0,0,3,0,20,33,3,3,0,0,35,10,3,3,0,0,16,8,0,0,3,0,16,0,0,0,3,0,3,0,0,0,3,0,6,242,14,21,22,0,296,30,3,3,0,0,43,10,0,0,0,0,11,593,37,40,33,4,707,34,0,0,0,0,34,96,0,0,4,0,105,90,7,6,0,0,101,76,3,3,0,3,84,58,7,11,0,Merredin (S)
56090,13,3,0,170,120,6,7,0,0,134,119,8,15,0,0,150,159,14,18,10,0,205,197,21,31,10,0,263,204,22,33,3,3,268,156,15,21,0,3,200,92,9,11,3,0,112,27,3,3,0,3,39,3,0,3,0,0,12,0,0,0,0,0,0,1381,112,165,28,10,1694,246,0,0,0,0,245,151,0,3,0,0,157,111,5,17,3,0,134,126,11,29,14,0,174,159,16,37,12,3,224,208,17,47,11,3,290,217,25,38,11,0,298,193,24,40,14,0,264,186,23,42,12,0,265,136,11,27,14,0,191,73,10,19,7,0,117,24,7,15,3,3,40,12,0,8,4,0,20,1844,142,317,101,17,2420,137,0,17,3,5,158,34,4,7,3,0,49,3389,262,508,135,33,4320,94,0,0,0,0,97,356,3,11,0,0,370,438,16,34,3,0,493,415,24,31,5,0,467,346,50,45,5,Mundaring (S)
56790,0,0,0,8,14,0,0,3,0,19,10,3,7,0,0,17,14,4,9,0,0,25,20,0,0,4,0,26,23,3,8,3,0,39,14,4,10,0,0,26,22,4,0,0,0,24,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,143,21,28,25,0,220,17,0,0,0,0,15,18,0,0,0,0,18,8,0,0,0,0,8,12,0,3,3,0,17,14,0,4,3,0,26,27,0,6,4,3,38,26,4,3,0,0,33,34,5,12,3,0,50,34,0,6,3,0,46,21,3,6,4,0,34,9,0,3,10,0,20,8,3,0,0,0,11,0,0,0,0,0,0,230,10,40,23,4,309,26,0,3,0,0,27,4,0,4,3,3,8,396,36,71,56,5,562,10,0,0,0,0,9,34,0,0,0,0,33,33,0,5,3,0,45,34,3,10,6,0,48,24,13,14,7,Northampton (S)
55600,0,0,0,15,24,0,0,0,0,24,20,3,4,0,0,27,22,0,0,0,0,28,19,0,3,3,0,28,27,8,8,0,0,41,23,4,0,0,3,36,18,0,0,0,0,18,9,0,0,3,0,13,0,0,0,0,0,0,3,0,3,0,0,3,196,14,19,13,6,251,14,0,0,0,0,14,8,0,0,0,0,8,22,0,3,0,0,18,17,0,3,0,0,25,19,0,3,0,0,26,25,3,3,0,0,34,23,0,4,3,0,27,22,0,0,0,0,21,18,4,4,0,0,26,13,4,8,0,0,25,7,0,0,0,0,14,12,0,0,0,0,13,0,0,3,0,0,4,199,11,34,14,4,259,23,3,3,3,0,31,6,3,0,3,0,14,423,32,52,31,10,553,18,0,0,0,0,14,45,0,0,0,0,49,44,4,3,0,0,49,60,3,3,0,0,71,50,13,5,0,Moora (S)
57980,7,3,3,1417,1096,19,13,0,3,1128,676,20,15,3,4,718,629,38,20,0,0,691,681,54,23,0,3,761,718,33,29,3,10,792,540,32,29,4,6,609,320,23,18,0,0,358,103,13,0,0,0,121,23,3,0,0,0,26,7,0,0,0,0,10,6933,260,157,22,34,7396,406,0,4,0,0,413,700,5,5,0,0,715,547,0,10,3,3,564,663,19,22,5,5,716,753,26,45,0,0,824,748,27,32,4,3,815,623,35,45,3,4,715,491,20,39,7,3,557,486,22,20,5,0,536,356,20,13,3,6,395,174,21,20,0,0,209,52,12,8,4,0,77,18,0,4,6,0,30,6021,207,282,47,29,6582,702,7,9,3,4,727,138,4,3,3,6,158,13799,473,451,72,71,14868,112,0,0,0,3,111,1118,13,15,0,3,1146,2346,35,39,0,7,2426,2293,90,43,3,3,2435,1714,116,55,7,Subiaco (C)
58050,56,8,6,1587,1211,40,50,10,5,1318,949,48,47,3,7,1053,1179,77,69,16,5,1346,1257,101,97,18,10,1481,1244,92,90,18,8,1456,903,67,60,21,3,1052,444,36,45,9,0,538,119,16,22,4,0,163,21,4,4,3,0,43,7,0,0,0,0,14,10081,520,560,115,55,11340,1420,3,3,8,13,1445,1243,0,22,13,5,1288,836,17,69,15,8,943,902,44,117,29,3,1097,973,60,106,30,11,1179,1108,51,123,39,4,1330,1063,76,106,28,9,1285,892,69,88,35,6,1098,795,53,70,31,6,956,511,44,55,35,3,645,215,29,32,18,8,298,79,17,7,18,0,114,27,4,6,8,0,40,10055,471,811,310,79,11720,786,26,46,9,10,882,281,10,20,19,35,362,21205,1027,1447,454,180,24306,685,0,7,0,0,696,2840,21,52,10,28,2952,3990,115,156,20,18,4303,3913,235,214,25,28,4410,3356,274,208,24,Swan (C)
55670,0,0,0,3,7,0,0,0,0,5,4,0,0,0,0,5,8,3,0,4,0,10,10,3,0,0,0,7,14,0,0,0,0,15,11,0,0,3,0,14,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,74,11,8,5,0,88,3,0,0,0,0,3,7,0,0,0,0,7,6,0,0,0,0,6,4,0,0,3,0,11,3,0,0,0,0,4,4,0,0,0,0,7,8,0,0,0,0,8,7,0,3,0,0,10,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,49,0,12,3,0,63,3,0,0,0,0,7,0,0,0,0,0,0,120,10,13,13,0,157,7,0,0,0,0,7,18,0,0,0,0,20,13,0,3,0,0,17,13,3,3,0,0,20,15,0,0,0,Morawa (S)
55810,0,0,0,6,4,0,0,0,0,7,4,0,0,0,0,5,9,0,0,0,0,9,8,0,0,0,0,8,10,0,0,0,0,9,9,0,0,0,0,12,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,52,3,3,0,0,67,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,0,29,6,0,0,0,0,6,0,0,0,0,0,0,89,3,9,3,0,100,3,0,0,0,0,3,15,0,0,0,0,15,24,0,0,0,0,26,36,0,0,0,0,37,21,0,0,0,Mount Magnet (S)
56860,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,Nungarin (S)
55880,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,4,8,0,0,0,0,9,0,0,3,4,0,7,4,3,0,3,0,10,3,0,3,0,0,5,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,24,6,11,8,3,55,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,10,8,0,4,0,0,7,0,0,0,0,0,4,3,0,5,0,0,5,5,0,4,0,0,7,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,27,0,17,10,0,52,3,0,0,0,0,4,0,0,0,0,0,4,51,10,29,16,5,117,0,0,0,0,0,3,3,0,0,0,0,7,9,3,4,0,0,14,10,3,12,0,0,22,5,0,5,0,Mount Marshall (S)
58190,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,5,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,50,8,8,3,0,67,10,0,0,0,0,10,4,0,0,0,0,8,12,0,0,0,0,14,5,0,0,0,0,5,3,0,3,0,Tammin (S)
58260,0,0,0,5,5,0,0,3,0,6,3,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,7,7,0,3,0,0,17,3,0,0,0,0,6,3,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,5,3,7,0,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,4,0,3,4,0,0,0,0,8,9,0,0,0,0,9,4,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,36,0,5,9,0,47,7,0,0,0,0,8,0,0,0,0,0,3,99,7,8,16,0,133,8,0,0,0,0,8,9,0,0,0,0,9,8,0,3,0,0,13,19,3,0,3,0,28,18,3,0,3,Three Springs (S)
55740,0,0,0,108,91,0,0,0,0,94,43,8,8,0,0,51,62,5,7,0,0,73,78,6,4,3,0,92,70,3,9,0,0,82,45,3,4,0,0,58,32,3,0,0,0,36,9,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,587,32,27,12,0,662,76,0,0,0,0,75,87,0,0,0,0,87,57,0,7,0,0,63,58,0,3,0,0,62,44,4,8,3,0,64,60,3,12,0,0,70,78,3,7,3,0,96,71,4,10,3,0,96,75,3,10,0,0,84,37,3,4,0,0,49,23,3,0,0,0,34,7,0,3,4,0,14,5,3,3,0,0,9,680,33,62,21,3,811,41,0,4,0,0,46,17,0,3,0,0,28,1328,72,102,34,6,1543,18,0,0,0,0,18,68,3,0,0,0,69,151,10,4,0,0,171,149,10,6,0,0,166,78,13,8,0,Mosman Park (T)
