lga_code17,lga_name17,erp_30_jun_2016pr_num,erp_30_jun_2017p_num,components_pop_change_2016_17_natural_increase_num,components_pop_change_2016_17_net_internal_migration_num,components_pop_change_2016_17_net_ovs_migration_num,erp_change_2016pr_2017p_pr100,erp_change_2016pr_2017p_num,area_km2,pop_density_2017_p_km2
40070,Adelaide (C),23396,23916,20.0,-150.0,650.0,2.2,520,15.6,1535.7
40120,Adelaide Hills (DC),39525,39550,150.0,-237.0,112.0,0.1,25,794.5,49.8
40220,Alexandrina (DC),26541,26775,-49.0,231.0,52.0,0.9,234,1826.8,14.7
40250,Anangu Pitjantjatjara (AC),2500,2526,17.0,7.0,2.0,1.0,26,102353.1,0.0
40310,Barossa (DC),24256,24544,40.0,198.0,50.0,1.2,288,893.5,27.5
40430,Barunga West (DC),2594,2578,-25.0,5.0,4.0,-0.6,-16,1590.4,1.6
40520,Berri and Barmera (DC),10808,10838,15.0,-11.0,26.0,0.3,30,476.2,22.8
40700,Burnside (C),45464,45690,3.0,-81.0,304.0,0.5,226,27.5,1660.3
40910,Campbelltown (C) (SA),51265,51322,85.0,-551.0,523.0,0.1,57,24.3,2107.8
41010,Ceduna (DC),3559,3542,27.0,-50.0,6.0,-0.5,-17,5420.3,0.7
41190,Cleve (DC),1809,1811,5.0,-4.0,1.0,0.1,2,5018.8,0.4
41330,Coober Pedy (DC),1842,1861,-2.0,16.0,5.0,1.0,19,77.7,24.0
41560,Copper Coast (DC),14446,14621,-30.0,193.0,12.0,1.2,175,772.9,18.9
41750,Elliston (DC),1077,1064,0.0,-15.0,2.0,-1.2,-13,6741.9,0.2
41830,Flinders Ranges (DC),1671,1665,6.0,-14.0,2.0,-0.4,-6,4070.5,0.4
41960,Franklin Harbour (DC),1329,1322,-3.0,-5.0,1.0,-0.5,-7,2755.6,0.5
42030,Gawler (T),23192,23547,78.0,234.0,43.0,1.5,355,41.1,572.4
42110,Goyder (DC),4220,4227,11.0,-9.0,5.0,0.2,7,6715.1,0.6
42250,Grant (DC),8374,8442,40.0,17.0,11.0,0.8,68,1898.0,4.4
42600,Holdfast Bay (C),36399,36520,-97.0,-100.0,318.0,0.3,121,13.8,2655.6
42750,Kangaroo Island (DC),4852,4890,8.0,18.0,12.0,0.8,38,4400.9,1.1
43080,Karoonda East Murray (DC),1117,1125,-4.0,7.0,5.0,0.7,8,4415.8,0.3
43220,Kimba (DC),1078,1068,9.0,-20.0,1.0,-0.9,-10,5697.1,0.2
43360,Kingston (DC) (SA),2429,2440,6.0,3.0,2.0,0.5,11,3339.8,0.7
43650,Light (RegC),15016,15187,56.0,95.0,20.0,1.1,171,1276.8,11.9
43710,Lower Eyre Peninsula (DC),5670,5726,26.0,22.0,8.0,1.0,56,4721.3,1.2
43790,Loxton Waikerie (DC),11746,11766,-42.0,30.0,32.0,0.2,20,7763.9,1.5
43920,Mallala (DC),8922,8994,58.0,12.0,2.0,0.8,72,932.5,9.6
44000,Maralinga Tjarutja (AC),62,61,0.0,-1.0,0.0,-1.6,-1,102703.9,0.0
44060,Marion (C),90602,91446,369.0,-398.0,873.0,0.9,844,55.6,1643.5
44210,Mid Murray (DC),8795,8844,-2.0,31.0,20.0,0.6,49,6271.6,1.4
44340,Mitcham (C),66372,66693,189.0,-316.0,448.0,0.5,321,75.5,882.8
44550,Mount Barker (DC),33810,34643,219.0,531.0,83.0,2.5,833,594.6,58.3
44620,Mount Gambier (C),26993,27012,27.0,-73.0,65.0,0.1,19,33.9,797.0
44830,Mount Remarkable (DC),2911,2907,0.0,-6.0,2.0,-0.1,-4,3422.8,0.8
45040,Murray Bridge (RC),21486,21770,44.0,50.0,190.0,1.3,284,1831.8,11.9
45090,Naracoorte and Lucindale (DC),8619,8628,21.0,-64.0,52.0,0.1,9,4520.1,1.9
45120,Northern Areas (DC),4613,4585,14.0,-44.0,2.0,-0.6,-28,2986.2,1.5
45290,Norwood Payneham St Peters (C),36443,36561,44.0,-344.0,418.0,0.3,118,15.1,2420.7
45340,Onkaparinga (C),169073,170127,711.0,-81.0,424.0,0.6,1054,518.1,328.4
45400,Orroroo-Carrieton (DC),909,903,-3.0,-3.0,0.0,-0.7,-6,3321.8,0.3
45540,Peterborough (DC),1705,1703,-10.0,6.0,2.0,-0.1,-2,3020.1,0.6
45680,Playford (C),90669,92191,860.0,335.0,327.0,1.7,1522,345.2,267.1
45890,Port Adelaide Enfield (C),123947,124731,772.0,-1195.0,1207.0,0.6,784,91.8,1359.3
46090,Port Augusta (C),14380,14284,89.0,-209.0,24.0,-0.7,-96,1195.6,11.9
46300,Port Lincoln (C),14577,14650,85.0,-40.0,28.0,0.5,73,30.4,482.4
46450,Port Pirie City and Dists (M),17807,17754,-21.0,-49.0,17.0,-0.3,-53,1760.7,10.1
46510,Prospect (C),21095,21126,136.0,-325.0,220.0,0.1,31,7.8,2711.4
46670,Renmark Paringa (DC),9753,9825,29.0,-6.0,49.0,0.7,72,915.9,10.7
46860,Robe (DC),1422,1414,3.0,-13.0,2.0,-0.6,-8,1091.7,1.3
46970,Roxby Downs (M),4032,3979,77.0,-151.0,21.0,-1.3,-53,110.5,36.0
47140,Salisbury (C),140906,142024,1108.0,-1016.0,1026.0,0.8,1118,159.8,888.5
47290,Southern Mallee (DC),2058,2063,-6.0,-1.0,12.0,0.2,5,5702.2,0.4
47490,Streaky Bay (DC),2175,2195,8.0,9.0,3.0,0.9,20,6222.9,0.4
47630,Tatiara (DC),6871,6826,15.0,-81.0,21.0,-0.7,-45,6527.2,1.0
47700,Tea Tree Gully (C),99518,99769,391.0,-553.0,413.0,0.3,251,95.2,1047.9
47800,The Coorong (DC),5555,5518,14.0,-59.0,8.0,-0.7,-37,8833.5,0.6
47910,Tumby Bay (DC),2676,2685,-3.0,9.0,3.0,0.3,9,2669.1,1.0
47980,Unley (C),38916,39026,-57.0,-165.0,332.0,0.3,110,14.3,2734.8
48050,Victor Harbor (C),15075,15180,-98.0,182.0,21.0,0.7,105,384.6,39.5
48130,Wakefield (DC),6954,6924,20.0,-61.0,11.0,-0.4,-30,3468.5,2.0
51960,Coolgardie (S),3710,3663,48.0,-108.0,13.0,-1.3,-47,30297.7,0.1
52030,Coorow (S),1050,1029,5.0,-28.0,2.0,-2.0,-21,4189.9,0.2
48260,Walkerville (M),7838,7908,-12.0,9.0,73.0,0.9,70,3.5,2240.2
48340,Wattle Range (DC),11975,11981,-32.0,25.0,13.0,0.1,6,3926.3,3.1
48410,West Torrens (C),59457,59553,189.0,-978.0,885.0,0.2,96,37.0,1607.8
48540,Whyalla (C),22503,21997,73.0,-614.0,35.0,-2.2,-506,1071.6,20.5
48640,Wudinna (DC),1288,1298,4.0,4.0,2.0,0.8,10,5075.3,0.3
48750,Yankalilla (DC),5251,5373,0.0,111.0,11.0,2.3,122,751.3,7.2
48830,Yorke Peninsula (DC),11278,11286,-51.0,56.0,3.0,0.1,8,5899.6,1.9
49399,Unincorporated SA,3667,3549,15.0,-140.0,7.0,-3.2,-118,622489.2,0.0
50080,Albany (C),37407,37686,53.0,144.0,82.0,0.7,279,4310.9,8.7
50210,Armadale (C),82280,85003,1157.0,1227.0,339.0,3.3,2723,559.5,151.9
50250,Ashburton (S),13262,13261,95.0,-136.0,40.0,0.0,-1,100816.2,0.1
50280,Augusta-Margaret River (S),14687,15114,107.0,240.0,80.0,2.9,427,2122.4,7.1
50350,Bassendean (T),15563,15576,90.0,-125.0,48.0,0.1,13,10.3,1505.7
50420,Bayswater (C),68934,68720,442.0,-1158.0,502.0,-0.3,-214,34.6,1985.2
50490,Belmont (C),41270,41378,320.0,-595.0,383.0,0.3,108,39.7,1043.5
50560,Beverley (S),1748,1754,-5.0,10.0,1.0,0.3,6,2370.5,0.7
50630,Boddington (S),1864,1832,18.0,-52.0,2.0,-1.7,-32,1904.5,1.0
50770,Boyup Brook (S),1709,1717,4.0,2.0,2.0,0.5,8,2826.5,0.6
50840,Bridgetown-Greenbushes (S),4661,4667,-7.0,9.0,4.0,0.1,6,1337.4,3.5
50910,Brookton (S),990,975,2.0,-18.0,1.0,-1.5,-15,1601.2,0.6
50980,Broome (S),16961,17002,234.0,-265.0,72.0,0.2,41,54371.6,0.3
51080,Broomehill-Tambellup (S),1160,1153,8.0,-17.0,2.0,-0.6,-7,2609.7,0.4
51120,Bruce Rock (S),941,950,0.0,3.0,6.0,1.0,9,2724.7,0.3
51190,Bunbury (C),32684,32244,162.0,-736.0,134.0,-1.3,-440,65.4,492.9
51260,Busselton (C),37673,38300,97.0,454.0,76.0,1.7,627,1454.1,26.3
51310,Cambridge (T),28081,28426,83.0,95.0,167.0,1.2,345,22.0,1294.7
51330,Canning (C),93600,93214,670.0,-2227.0,1171.0,-0.4,-386,64.9,1436.7
51400,Capel (S),17519,17894,155.0,181.0,39.0,2.1,375,557.9,32.1
51470,Carnamah (S),559,546,8.0,-23.0,2.0,-2.3,-13,2870.9,0.2
51540,Carnarvon (S),5741,5592,44.0,-216.0,23.0,-2.6,-149,46574.5,0.1
51610,Chapman Valley (S),1449,1482,5.0,26.0,2.0,2.3,33,3981.3,0.4
51680,Chittering (S),5535,5623,23.0,57.0,8.0,1.6,88,1219.9,4.6
51750,Claremont (T),10540,10557,-25.0,-10.0,52.0,0.2,17,5.0,2130.3
51820,Cockburn (C),108773,110710,1247.0,166.0,524.0,1.8,1937,167.9,659.4
51890,Collie (S),8901,8840,22.0,-91.0,8.0,-0.7,-61,1709.8,5.2
52100,Corrigin (S),1180,1165,4.0,-21.0,2.0,-1.3,-15,2681.3,0.4
52170,Cottesloe (T),8089,8129,23.0,-20.0,37.0,0.5,40,3.9,2107.9
52240,Cranbrook (S),1103,1096,11.0,-21.0,3.0,-0.6,-7,3276.0,0.3
52310,Cuballing (S),877,876,2.0,-3.0,0.0,-0.1,-1,1195.3,0.7
52380,Cue (S),198,179,0.0,-20.0,1.0,-9.6,-19,13582.2,0.0
52450,Cunderdin (S),1466,1452,12.0,-30.0,4.0,-1.0,-14,1862.4,0.8
52520,Dalwallinu (S),1450,1438,7.0,-23.0,4.0,-0.8,-12,7224.4,0.2
52590,Dandaragan (S),3251,3290,11.0,6.0,22.0,1.2,39,6711.6,0.5
52660,Dardanup (S),14390,14543,115.0,8.0,30.0,1.1,153,525.8,27.7
52730,Denmark (S),5964,6077,11.0,96.0,6.0,1.9,113,1859.8,3.3
52800,Derby-West Kimberley (S),8345,8267,103.0,-204.0,23.0,-0.9,-78,119761.2,0.1
52870,Donnybrook-Balingup (S),5930,5981,13.0,22.0,16.0,0.9,51,1559.9,3.8
52940,Dowerin (S),696,699,3.0,-1.0,1.0,0.4,3,1863.1,0.4
53010,Dumbleyung (S),674,666,9.0,-19.0,2.0,-1.2,-8,2539.2,0.3
53080,Dundas (S),791,770,-1.0,-23.0,3.0,-2.7,-21,92885.0,0.0
53150,East Fremantle (T),7765,7864,13.0,62.0,24.0,1.3,99,3.1,2505.7
53220,East Pilbara (S),10952,11018,93.0,-54.0,27.0,0.6,66,372307.5,0.0
53290,Esperance (S),14504,14414,96.0,-205.0,19.0,-0.6,-90,44797.5,0.3
53360,Exmouth (S),2776,2810,25.0,-4.0,13.0,1.2,34,6488.1,0.4
53430,Fremantle (C),30572,30925,128.0,45.0,180.0,1.2,353,19.0,1626.7
53570,Gingin (S),5308,5287,20.0,-77.0,36.0,-0.4,-21,3208.4,1.6
53640,Gnowangerup (S),1236,1222,8.0,-26.0,4.0,-1.1,-14,4265.0,0.3
54280,Kalgoorlie-Boulder (C),30871,30695,445.0,-739.0,118.0,-0.6,-176,95498.1,0.3
54310,Karratha (C),22172,22205,376.0,-435.0,92.0,0.1,33,15239.5,1.5
53710,Goomalling (S),1041,1034,1.0,-8.0,0.0,-0.7,-7,1835.4,0.6
53780,Gosnells (C),122128,123140,1351.0,-1230.0,891.0,0.8,1012,127.3,967.3
53800,Greater Geraldton (C),39496,39046,276.0,-799.0,73.0,-1.1,-450,9909.0,3.9
53920,Halls Creek (S),3592,3559,29.0,-69.0,7.0,-0.9,-33,133061.0,0.0
53990,Harvey (S),27029,27418,224.0,99.0,66.0,1.4,389,1727.6,15.9
54060,Irwin (S),3611,3610,-1.0,-2.0,2.0,0.0,-1,2369.3,1.5
54130,Jerramungup (S),1126,1123,13.0,-18.0,2.0,-0.3,-3,6508.6,0.2
54170,Joondalup (C),160995,160507,983.0,-2183.0,712.0,-0.3,-488,98.9,1622.5
54200,Kalamunda (C),59349,59391,360.0,-499.0,181.0,0.1,42,324.3,183.1
54340,Katanning (S),4197,4149,5.0,-62.0,9.0,-1.1,-48,1518.2,2.7
54410,Kellerberrin (S),1239,1216,-16.0,-11.0,4.0,-1.9,-23,1915.4,0.6
54480,Kent (S),567,565,10.0,-14.0,2.0,-0.4,-2,5624.6,0.1
54550,Kojonup (S),2003,1994,6.0,-19.0,4.0,-0.4,-9,2931.0,0.7
54620,Kondinin (S),880,868,0.0,-15.0,3.0,-1.4,-12,7440.8,0.1
54690,Koorda (S),426,420,5.0,-11.0,0.0,-1.4,-6,2832.3,0.1
54760,Kulin (S),771,762,12.0,-22.0,1.0,-1.2,-9,4718.9,0.2
54830,Kwinana (C),40305,42147,593.0,1058.0,191.0,4.6,1842,120.0,351.2
54900,Lake Grace (S),1281,1272,20.0,-32.0,3.0,-0.7,-9,11886.3,0.1
54970,Laverton (S),1225,1237,4.0,6.0,2.0,1.0,12,179984.6,0.0
55040,Leonora (S),1492,1497,18.0,-15.0,2.0,0.3,5,31915.1,0.0
55110,Mandurah (C),83099,84040,256.0,425.0,260.0,1.1,941,174.9,480.5
55180,Manjimup (S),9375,9299,25.0,-117.0,16.0,-0.8,-76,7029.6,1.3
55250,Meekatharra (S),1102,1051,7.0,-60.0,2.0,-4.6,-51,100188.5,0.0
55320,Melville (C),102393,102252,328.0,-976.0,507.0,-0.1,-141,52.9,1934.7
55950,Mukinbudin (S),551,554,5.0,-4.0,2.0,0.5,3,3426.9,0.2
55390,Menzies (S),519,519,0.0,-1.0,1.0,0.0,0,124110.9,0.0
55460,Merredin (S),3395,3421,25.0,-19.0,20.0,0.8,26,3293.8,1.0
55530,Mingenew (S),461,452,1.0,-11.0,1.0,-2.0,-9,1934.9,0.2
56090,Mundaring (S),39174,38948,126.0,-421.0,69.0,-0.6,-226,643.2,60.6
55600,Moora (S),2473,2444,13.0,-51.0,9.0,-1.2,-29,3763.0,0.6
55670,Morawa (S),758,742,13.0,-31.0,2.0,-2.1,-16,3510.6,0.2
56860,Nungarin (S),258,257,0.0,-1.0,0.0,-0.4,-1,1166.0,0.2
55740,Mosman Park (T),9187,9176,-7.0,-68.0,64.0,-0.1,-11,4.3,2110.8
55810,Mount Magnet (S),503,485,8.0,-27.0,1.0,-3.6,-18,13858.1,0.0
55880,Mount Marshall (S),530,530,3.0,-4.0,1.0,0.0,0,10184.6,0.1
56160,Murchison (S),157,161,3.0,1.0,0.0,2.5,4,45046.1,0.0
56230,Murray (S),17083,17307,72.0,128.0,24.0,1.3,224,1703.5,10.2
56300,Nannup (S),1346,1349,-2.0,2.0,3.0,0.2,3,3053.9,0.4
56370,Narembeen (S),815,825,14.0,-9.0,5.0,1.2,10,3809.0,0.2
56460,Narrogin (S),5255,5220,11.0,-60.0,14.0,-0.7,-35,1631.3,3.2
56580,Nedlands (C),22246,22518,63.0,48.0,161.0,1.2,272,19.6,1146.2
56620,Ngaanyatjarraku (S),1709,1718,12.0,-6.0,3.0,0.5,9,159821.7,0.0
56730,Northam (S),11260,11259,37.0,-56.0,18.0,0.0,-1,1431.2,7.9
56790,Northampton (S),3355,3265,0.0,-93.0,3.0,-2.7,-90,12543.7,0.3
56930,Peppermint Grove (S),1713,1708,0.0,-17.0,12.0,-0.3,-5,1.1,1599.7
57630,Sandstone (S),92,87,0.0,-6.0,1.0,-5.4,-5,32605.3,0.0
57700,Serpentine-Jarrahdale (S),27654,29455,421.0,1311.0,69.0,6.5,1801,901.2,32.7
57770,Shark Bay (S),959,952,7.0,-19.0,5.0,-0.7,-7,24201.4,0.0
57840,South Perth (C),44097,43946,164.0,-653.0,338.0,-0.3,-151,19.8,2218.2
57910,Stirling (C),219918,219975,1697.0,-3148.0,1508.0,0.0,57,104.7,2100.5
57000,Perenjori (S),625,608,1.0,-19.0,1.0,-2.7,-17,8301.4,0.1
57080,Perth (C),26956,27432,150.0,-134.0,460.0,1.8,476,13.7,1999.5
57140,Pingelly (S),1169,1149,6.0,-28.0,2.0,-1.7,-20,1294.6,0.9
57210,Plantagenet (S),5142,5209,8.0,53.0,6.0,1.3,67,4876.7,1.1
57280,Port Hedland (T),15049,14979,287.0,-418.0,61.0,-0.5,-70,18417.1,0.8
57350,Quairading (S),1036,1015,-10.0,-13.0,2.0,-2.0,-21,2016.9,0.5
57420,Ravensthorpe (S),1785,1701,14.0,-102.0,4.0,-4.7,-84,9841.8,0.2
57490,Rockingham (C),129308,131506,1206.0,567.0,425.0,1.7,2198,257.5,510.7
57980,Subiaco (C),17092,17238,69.0,-20.0,97.0,0.9,146,5.6,3068.2
58050,Swan (C),137020,140440,1693.0,1177.0,550.0,2.5,3420,1043.2,134.6
58190,Tammin (S),407,415,6.0,1.0,1.0,2.0,8,1101.7,0.4
58260,Three Springs (S),603,593,2.0,-13.0,1.0,-1.7,-10,2656.7,0.2
58330,Toodyay (S),4500,4546,22.0,17.0,7.0,1.0,46,1691.6,2.7
58400,Trayning (S),352,352,-2.0,1.0,1.0,0.0,0,1651.2,0.2
59030,Westonia (S),305,309,0.0,4.0,0.0,1.3,4,3319.4,0.1
58470,Upper Gascoyne (S),281,282,0.0,-1.0,2.0,0.4,1,57809.9,0.0
58510,Victoria Park (T),36755,36690,135.0,-653.0,453.0,-0.2,-65,17.9,2045.2
65810,West Tamar (M),23352,23721,24.0,304.0,41.0,1.6,369,691.1,34.3
70200,Alice Springs (T),26823,26674,311.0,-587.0,127.0,-0.6,-149,327.7,81.4
58540,Victoria Plains (S),921,921,4.0,-7.0,3.0,0.0,0,2551.0,0.4
58570,Vincent (C),35587,35688,217.0,-453.0,337.0,0.3,101,11.4,3136.9
58610,Wagin (S),1872,1849,-4.0,-21.0,2.0,-1.2,-23,1946.2,1.0
58680,Wandering (S),453,439,0.0,-15.0,1.0,-3.1,-14,1903.9,0.2
58760,Wanneroo (C),195253,199882,2309.0,1402.0,918.0,2.4,4629,683.3,292.5
58820,Waroona (S),4238,4220,-1.0,-19.0,2.0,-0.4,-18,832.2,5.1
58890,West Arthur (S),820,801,-3.0,-17.0,1.0,-2.3,-19,2831.8,0.3
59100,Wickepin (S),729,727,11.0,-15.0,2.0,-0.3,-2,2040.9,0.4
59170,Williams (S),995,1006,6.0,5.0,0.0,1.1,11,2304.7,0.4
59250,Wiluna (S),761,732,-3.0,-27.0,1.0,-3.8,-29,181297.3,0.0
59310,Wongan-Ballidu (S),1349,1327,11.0,-34.0,1.0,-1.6,-22,3365.1,0.4
59320,Woodanilling (S),414,420,2.0,3.0,1.0,1.4,6,1128.8,0.4
59330,Wyalkatchem (S),520,513,-4.0,-3.0,0.0,-1.3,-7,1594.5,0.3
59340,Wyndham-East Kimberley (S),7494,7402,99.0,-221.0,30.0,-1.2,-92,112066.0,0.1
59350,Yalgoo (S),347,349,0.0,2.0,0.0,0.6,2,27949.5,0.0
59360,Yilgarn (S),1206,1164,13.0,-58.0,3.0,-3.5,-42,30428.8,0.0
59370,York (S),3605,3604,-4.0,3.0,0.0,0.0,-1,2131.6,1.7
60210,Break O`Day (M),6193,6167,-35.0,4.0,5.0,-0.4,-26,3523.9,1.8
60410,Brighton (M),16610,16872,168.0,85.0,9.0,1.6,262,171.2,98.6
60610,Burnie (C),19304,19245,37.0,-119.0,23.0,-0.3,-59,611.0,31.5
60810,Central Coast (M) (Tas.),21851,21908,-29.0,68.0,18.0,0.3,57,933.1,23.5
61010,Central Highlands (M) (Tas.),2164,2139,10.0,-35.0,0.0,-1.2,-25,7982.4,0.3
61210,Circular Head (M),8173,8145,31.0,-74.0,15.0,-0.3,-28,4898.0,1.7
61410,Clarence (C),55085,55659,54.0,404.0,116.0,1.0,574,378.0,147.3
61510,Derwent Valley (M),10091,10148,29.0,21.0,7.0,0.6,57,4108.1,2.5
61610,Devonport (C),25259,25317,8.0,7.0,43.0,0.2,58,111.3,227.6
61810,Dorset (M),6746,6715,-4.0,-35.0,8.0,-0.5,-31,3230.5,2.1
62010,Flinders (M) (Tas.),926,943,-6.0,23.0,0.0,1.8,17,1996.6,0.5
62210,George Town (M),6817,6846,15.0,2.0,12.0,0.4,29,653.4,10.5
62410,Glamorgan-Spring Bay (M),4521,4555,-22.0,47.0,9.0,0.8,34,2591.6,1.8
62610,Glenorchy (C),46397,46790,183.0,48.0,162.0,0.8,393,121.1,386.2
62810,Hobart (C),51750,52191,82.0,-95.0,454.0,0.9,441,77.9,669.9
63010,Huon Valley (M),16675,16919,70.0,139.0,35.0,1.5,244,5507.4,3.1
63210,Kentish (M),6303,6319,19.0,-15.0,12.0,0.3,16,1156.2,5.5
63410,King Island (M),1617,1614,11.0,-16.0,2.0,-0.2,-3,1095.7,1.5
63610,Kingborough (M),36263,36734,174.0,208.0,89.0,1.3,471,720.1,51.0
63810,Latrobe (M) (Tas.),10940,11108,20.0,133.0,15.0,1.5,168,600.5,18.5
64010,Launceston (C),66864,67004,123.0,-295.0,312.0,0.2,140,1413.6,47.4
64210,Meander Valley (M),19596,19583,76.0,-114.0,25.0,-0.1,-13,3330.8,5.9
64610,Northern Midlands (M),13043,13128,5.0,69.0,11.0,0.7,85,5135.3,2.6
70420,Barkly (R),7530,7487,84.0,-144.0,17.0,-0.6,-43,322713.2,0.0
70540,Belyuen (S),178,177,0.0,-2.0,1.0,-0.6,-1,41.4,4.3
70620,Central Desert (R),4222,4230,53.0,-47.0,2.0,0.2,8,281312.0,0.0
70700,Coomalie (S),1439,1424,10.0,-29.0,4.0,-1.0,-15,2056.1,0.7
71000,Darwin (C),84468,84346,919.0,-1597.0,556.0,-0.1,-122,111.3,758.0
71300,East Arnhem (R),10377,10375,117.0,-125.0,6.0,0.0,-2,33309.9,0.3
72200,Katherine (T),10571,10545,130.0,-177.0,21.0,-0.2,-26,7416.6,1.4
72300,Litchfield (M),25262,25357,212.0,-147.0,30.0,0.4,95,2903.1,8.7
72330,MacDonnell (R),6841,6820,57.0,-93.0,15.0,-0.3,-21,268329.3,0.0
72800,Palmerston (C),35765,36483,737.0,-124.0,105.0,2.0,718,52.7,692.9
73600,Roper Gulf (R),7434,7459,65.0,-43.0,3.0,0.3,25,185210.2,0.0
74050,Tiwi Islands (R),2805,2790,25.0,-42.0,2.0,-0.5,-15,7483.2,0.4
74550,Victoria Daly (R),3204,3199,30.0,-36.0,1.0,-0.2,-5,153287.1,0.0
74560,Wagait (S),501,506,5.0,-1.0,1.0,1.0,5,5.6,89.8
74660,West Arnhem (R),7022,6990,60.0,-97.0,5.0,-0.5,-32,49675.0,0.1
74680,West Daly (R),3654,3668,42.0,-30.0,2.0,0.4,14,14069.7,0.3
79399,Unincorporated NT,7644,7575,75.0,-169.0,25.0,-0.9,-69,19790.0,0.4
89399,Unincorporated ACT,403468,410301,3369.0,663.0,2801.0,1.7,6833,2358.2,174.0
99399,Unincorporated Other Territories,4608,4617,,,,0.2,9,256.3,18.0
