LGA_MAIN11,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total,LGA_NAME11
36910,16825,417,863,121,13,18239,17466,347,446,40,14,18313,6512,836,2309,10,4,9671,759,173,498,0,0,1430,3224,242,583,28,7,4084,125,44,147,0,0,316,674,24,98,63,4,863,309,26,62,3,3,403,11603,1345,3697,104,18,16767,336,86,163,5,0,590,988,54,205,26,3,1276,47218,2249,5374,296,48,55185,Toowoomba (R)
36950,51,0,4,8,0,63,39,6,0,3,0,48,3,3,0,0,0,6,175,57,35,0,0,267,26,4,16,4,0,50,24,9,7,0,0,40,111,49,81,3,0,244,17,9,3,0,0,29,356,131,142,7,0,636,11,3,3,0,3,20,36,9,3,3,0,51,493,149,152,21,3,818,Torres (S)
36960,41,0,0,7,0,48,0,0,0,0,0,0,0,0,0,0,0,0,519,0,18,3,0,540,6,0,0,0,0,6,220,0,13,3,0,236,56,0,10,0,0,66,7,0,0,0,0,7,808,0,41,6,0,855,7,0,0,3,0,10,27,0,3,0,0,30,883,0,44,16,0,943,Torres Strait Island (R)
37010,12498,432,801,394,9,14134,20561,563,908,43,8,22083,7858,1512,3409,11,13,12803,1710,290,912,0,0,2912,3252,365,875,27,5,4524,90,31,139,6,0,266,1556,54,222,71,11,1914,228,29,64,12,0,333,14694,2281,5621,127,29,22752,412,21,84,9,0,526,1026,114,294,37,3,1474,49191,3411,7708,610,49,60969,Townsville (C)
54130,130,3,3,4,0,140,96,0,0,3,0,99,17,0,0,0,0,17,18,6,0,0,0,24,39,0,0,0,0,39,0,3,0,0,0,3,32,0,0,3,0,35,14,3,0,0,0,17,120,12,0,3,0,135,5,0,0,0,0,5,9,3,0,0,0,12,360,18,3,10,0,391,Jerramungup (S)
51610,163,3,0,8,0,174,139,3,0,4,0,146,15,0,0,0,0,15,4,0,0,0,0,4,26,3,0,0,0,29,0,0,0,0,0,0,14,3,0,0,0,17,12,0,0,4,0,16,71,6,0,4,0,81,4,0,0,0,0,4,13,0,0,0,0,13,390,12,0,16,0,418,Chapman Valley (S)
63410,255,0,0,0,0,255,162,0,0,0,0,162,14,0,0,0,0,14,7,3,0,0,0,10,106,0,6,4,0,116,12,0,0,0,0,12,55,0,0,0,0,55,16,3,0,0,0,19,210,6,6,4,0,226,10,0,0,0,0,10,21,0,3,0,0,24,658,6,9,4,0,677,King Island (M)
37300,46,17,0,7,0,70,265,37,7,3,0,312,75,34,36,0,0,145,12,3,3,0,0,18,32,10,4,0,0,46,3,0,0,0,0,3,186,75,97,4,0,362,9,4,6,0,0,19,317,126,146,4,0,593,3,0,0,0,0,3,14,5,4,0,0,23,645,185,157,14,0,1001,Weipa (T)
37310,3793,15,44,82,3,3937,3135,14,9,15,3,3176,1119,60,129,0,0,1308,162,15,54,0,0,231,921,8,27,10,0,966,41,3,46,0,0,90,414,10,34,44,3,505,254,4,10,7,3,278,2911,100,300,61,6,3378,124,0,11,5,0,140,278,4,18,20,0,320,10241,133,382,183,12,10951,Western Downs (R)
37340,2721,111,116,251,3,3202,2917,108,203,44,9,3281,1094,205,644,9,0,1952,166,54,116,0,6,342,664,63,203,26,0,956,51,8,76,3,0,138,208,25,102,90,5,430,93,5,24,17,0,139,2276,360,1165,145,11,3957,48,0,9,9,0,66,211,23,64,44,0,342,8173,602,1557,493,23,10848,Whitsunday (R)
45120,845,0,4,5,0,854,571,4,0,5,0,580,43,0,0,3,0,46,17,21,4,0,0,42,181,9,0,3,0,193,3,0,0,0,0,3,36,0,0,3,0,39,15,0,0,3,0,18,295,30,4,12,0,341,15,6,3,0,0,24,35,3,0,3,0,41,1761,43,11,25,0,1840,Northern Areas (DC)
45290,3613,801,365,5,4,4788,2638,777,461,5,0,3881,824,721,996,3,3,2547,69,333,403,0,0,805,706,459,590,3,0,1758,19,69,161,0,0,249,38,22,59,3,0,122,32,26,32,0,0,90,1688,1630,2241,9,3,5571,74,172,143,0,0,389,171,90,114,0,0,375,8184,3470,3324,19,7,15004,Norwood Payneham St Peters (C)
40070,409,670,559,0,5,1643,271,547,574,0,3,1395,153,759,1619,10,0,2541,16,188,302,0,0,506,117,454,637,8,7,1223,8,80,225,0,0,313,8,42,143,5,0,198,11,28,36,0,0,75,313,1551,2962,23,7,4856,6,27,45,0,0,78,20,73,112,0,0,205,1019,2868,4252,23,15,8177,Adelaide (C)
50770,301,0,0,0,3,304,169,0,0,0,0,169,21,0,0,0,0,21,14,0,0,0,0,14,50,0,0,0,0,50,0,0,0,0,0,0,18,0,0,0,0,18,18,0,0,0,0,18,121,0,0,0,0,121,4,0,0,0,0,4,16,0,0,0,0,16,611,0,0,0,3,614,Boyup Brook (S)
50840,679,12,0,0,0,691,589,3,0,7,0,599,122,5,5,0,0,132,35,9,0,0,0,44,132,0,0,4,0,136,7,5,0,0,0,12,30,3,0,0,3,36,13,3,0,0,0,16,339,25,5,4,3,376,10,11,0,0,0,21,30,3,0,4,0,37,1647,54,5,15,3,1724,Bridgetown-Greenbushes (S)
50910,147,5,0,0,0,152,71,0,0,0,0,71,5,0,0,0,0,5,15,7,0,0,0,22,31,0,0,0,0,31,0,9,0,0,0,9,15,0,0,0,0,15,8,3,0,0,0,11,74,19,0,0,0,93,5,0,0,0,0,5,13,0,0,4,0,17,310,24,0,4,0,338,Brookton (S)
34830,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,48,0,3,0,0,51,3,0,4,0,0,7,3,0,0,0,0,3,57,0,7,0,0,64,3,0,0,0,0,3,3,0,0,0,0,3,63,0,7,3,0,73,Mapoon (S)
34860,1423,49,6,34,8,1520,1223,30,17,9,0,1279,365,15,34,3,3,420,153,5,53,3,0,214,337,10,16,4,3,370,21,0,0,0,0,21,261,12,20,6,7,306,120,3,0,5,3,131,1257,45,123,21,16,1462,54,3,3,0,0,60,106,3,9,7,0,125,4063,130,158,71,24,4446,Maranoa (R)
35010,32942,2026,1283,671,14,36936,50437,1389,862,61,7,52756,18322,3294,2717,60,22,24415,2344,601,1196,4,0,4145,5858,999,782,58,17,7714,132,210,136,4,0,482,939,190,89,291,3,1512,429,102,92,13,4,640,28024,5396,5012,430,46,38908,488,686,135,14,0,1323,1963,324,286,110,0,2683,113854,9821,7578,1286,67,132606,Moreton Bay (R)
35250,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,167,0,5,0,0,172,0,0,0,0,0,0,13,0,0,0,0,13,26,0,9,8,0,43,3,0,3,0,0,6,209,0,17,8,0,234,5,0,0,0,0,5,3,0,3,0,0,6,220,0,20,8,0,248,Mornington (S)
35790,7,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,199,0,33,3,0,235,3,0,0,3,0,6,74,0,20,0,0,94,9,0,13,0,0,22,0,0,0,4,0,4,285,0,66,10,0,361,0,0,3,3,0,6,0,0,3,3,0,6,292,0,72,25,0,389,Palm Island (S)
35800,282,0,0,11,5,298,116,0,0,0,0,116,13,0,0,0,0,13,53,0,17,0,0,70,73,0,0,6,0,79,6,0,0,0,0,6,60,0,0,6,0,66,17,0,0,0,0,17,222,0,17,12,0,251,4,3,0,3,0,10,32,0,0,0,0,32,656,3,17,26,5,707,Paroo (S)
40250,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,174,0,3,3,0,180,3,0,0,0,0,3,136,0,3,5,0,144,69,0,28,0,0,97,6,0,3,0,0,9,388,0,37,8,0,433,39,0,3,0,0,42,11,0,3,0,0,14,476,0,43,8,0,527,Anangu Pitjantjatjara (AC)
40310,2946,71,50,28,3,3098,3340,43,22,15,0,3420,572,86,82,0,0,740,70,47,13,0,0,130,441,37,23,4,3,508,55,20,38,0,0,113,79,4,9,13,0,105,47,0,8,3,0,58,1264,194,173,20,3,1654,122,7,17,3,4,153,160,11,10,0,0,181,7832,326,272,66,10,8506,Barossa (DC)
40430,551,3,15,3,3,575,206,0,0,3,0,209,64,0,7,0,0,71,3,0,3,0,0,6,83,0,0,5,0,88,0,0,4,0,0,4,12,0,0,0,0,12,9,0,3,0,0,12,171,0,17,5,0,193,19,0,10,0,0,29,19,0,0,4,0,23,966,3,42,15,3,1029,Barunga West (DC)
40520,1266,42,47,37,4,1396,1257,16,10,0,3,1286,363,75,77,0,0,515,187,58,68,0,0,313,268,11,31,0,0,310,16,7,10,0,0,33,80,9,5,6,0,100,40,0,0,0,0,40,954,160,191,6,0,1311,23,5,14,3,0,45,96,12,22,5,0,135,3596,235,284,51,7,4173,Berri and Barmera (DC)
42750,711,4,7,9,0,731,532,0,3,3,0,538,118,0,23,0,0,141,30,5,4,0,0,39,173,3,5,3,0,184,0,5,8,0,0,13,41,0,10,0,0,51,22,4,0,3,0,29,384,17,50,6,0,457,12,0,4,3,0,19,30,3,5,0,0,38,1669,24,69,21,0,1783,Kangaroo Island (DC)
43080,196,0,0,5,0,201,101,0,0,3,0,104,4,0,0,0,0,4,4,0,0,0,0,4,37,0,0,3,0,40,3,0,0,0,0,3,18,0,0,0,0,18,18,0,0,0,0,18,84,0,0,3,0,87,6,0,0,0,0,6,15,0,0,0,0,15,402,0,0,11,0,413,Karoonda East Murray (DC)
52240,177,0,0,0,0,177,95,0,0,0,0,95,18,0,0,0,0,18,10,0,0,0,0,10,44,0,0,0,0,44,0,4,0,0,0,4,38,3,0,0,0,41,11,0,0,0,0,11,121,7,0,0,0,128,6,0,0,0,0,6,7,0,0,0,0,7,406,7,0,0,0,413,Cranbrook (S)
45400,215,0,0,0,0,215,69,0,0,3,0,72,3,0,0,0,0,3,4,0,3,0,0,7,27,0,0,0,0,27,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,47,0,3,0,0,50,6,0,0,0,0,6,13,0,0,0,0,13,350,0,3,3,0,356,Orroroo/Carrieton (DC)
54060,469,3,3,29,3,507,367,3,3,4,0,377,147,9,4,0,0,160,53,14,16,0,0,83,93,3,4,0,3,103,8,0,3,0,0,11,26,0,0,0,0,26,18,0,0,0,0,18,345,26,27,0,3,401,9,0,0,3,0,12,25,3,0,3,0,31,1215,35,33,39,6,1328,Irwin (S)
37400,198,0,0,26,7,231,108,0,0,3,0,111,9,0,0,0,0,9,21,12,12,0,3,48,46,0,3,3,0,52,3,0,0,0,0,3,32,0,4,0,0,36,19,0,0,0,0,19,130,12,19,3,3,167,9,0,0,0,0,9,22,0,0,7,0,29,467,12,19,39,10,547,Winton (S)
40120,5183,87,19,11,8,5308,6216,68,6,9,0,6299,582,40,23,0,0,645,47,13,0,0,0,60,642,29,24,7,0,702,27,26,6,0,0,59,72,5,3,7,0,87,66,3,3,0,0,72,1436,116,59,14,0,1625,84,49,10,0,0,143,217,16,0,3,0,236,13136,336,94,37,8,13611,Adelaide Hills (DC)
40220,3609,113,33,71,0,3826,3187,32,20,15,0,3254,792,71,39,3,5,910,118,14,31,0,0,163,605,63,20,12,0,700,37,25,18,0,0,80,83,9,0,8,0,100,49,6,4,3,0,62,1684,188,112,26,5,2015,161,44,4,3,0,212,163,24,5,4,0,196,8804,401,174,119,5,9503,Alexandrina (DC)
52800,143,3,0,31,4,181,169,0,0,10,3,182,35,7,0,3,0,45,344,22,30,3,0,399,48,0,4,3,0,55,387,0,0,9,0,396,201,17,21,10,6,255,41,0,0,4,0,45,1056,46,55,32,6,1195,9,0,4,3,0,16,39,3,0,37,4,83,1416,52,59,113,17,1657,Derby-West Kimberley (S)
37550,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,134,0,28,0,0,162,5,0,0,0,0,5,16,0,3,0,0,19,9,0,13,0,0,22,3,0,3,0,0,6,167,0,47,0,0,214,3,0,0,0,0,3,4,0,0,0,0,4,177,0,47,0,0,224,Woorabinda (S)
40910,6762,399,217,0,0,7378,4934,485,232,0,3,5654,1214,357,415,0,0,1986,218,229,352,0,0,799,1065,229,256,3,6,1559,54,58,110,0,0,222,82,19,53,3,0,157,74,12,20,0,0,106,2707,904,1206,6,6,4829,63,129,111,3,0,306,404,67,72,0,0,543,14870,1984,1838,9,9,18710,Campbelltown (C)
41010,379,3,5,16,4,407,311,0,0,5,0,316,76,0,20,0,0,96,127,0,12,0,0,139,100,0,17,3,0,120,51,0,0,0,0,51,47,3,5,10,0,65,17,0,4,0,0,21,418,3,58,13,0,492,14,0,5,0,0,19,33,0,7,0,0,40,1155,6,75,34,4,1274,Ceduna (DC)
41060,13165,1165,757,30,3,15120,10185,1431,718,7,3,12344,2289,892,1253,11,5,4450,1170,1843,800,0,0,3813,2266,642,916,19,0,3843,164,167,127,3,0,461,237,72,99,10,0,418,156,48,44,0,0,248,6282,3664,3239,43,5,13233,177,184,131,0,0,492,826,234,204,4,0,1268,30635,6678,5049,84,11,42457,Charles Sturt (C)
41140,1311,20,9,12,0,1352,1116,6,3,10,0,1135,270,16,10,0,0,296,77,0,31,3,0,111,237,12,3,5,0,257,11,7,16,0,0,34,72,3,3,0,0,78,39,0,0,0,0,39,706,38,63,8,0,815,22,0,0,0,0,22,62,3,9,0,0,74,3217,67,84,30,0,3398,Clare and Gilbert Valleys (DC)
52870,819,0,11,6,0,836,734,0,0,4,4,742,98,3,0,0,0,101,27,0,8,0,0,35,137,3,3,0,0,143,0,0,4,0,0,4,24,0,3,0,0,27,18,0,3,0,0,21,304,6,21,0,0,331,15,0,0,0,0,15,41,0,4,0,0,45,1913,6,36,10,4,1969,Donnybrook-Balingup (S)
45340,16334,665,332,199,8,17538,25968,470,380,13,13,26844,4785,421,472,3,5,5686,1895,758,470,0,0,3123,3361,217,284,10,0,3872,347,156,59,0,6,568,248,39,26,100,0,413,178,25,20,3,0,226,10814,1616,1331,116,11,13888,446,478,79,6,0,1009,992,164,77,10,0,1243,54554,3393,2199,344,32,60522,Onkaparinga (C)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,15,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,55,0,15,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,55,0,15,0,0,70,Wujal Wujal (S)
37600,12,0,0,24,0,36,0,0,0,0,0,0,3,0,0,0,0,3,263,0,24,0,0,287,0,0,0,3,0,3,48,0,5,0,0,53,6,0,5,3,0,14,6,0,0,4,0,10,326,0,34,10,0,370,7,0,0,4,0,11,3,0,0,3,0,6,348,0,34,41,0,423,Yarrabah (S)
39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41330,253,5,0,8,0,266,125,3,0,0,0,128,65,4,3,3,0,75,40,0,0,0,0,40,56,3,7,0,0,66,7,0,0,0,0,7,44,3,0,3,0,50,15,0,0,0,0,15,227,10,10,6,0,253,13,0,0,0,0,13,49,0,0,0,0,49,667,18,10,14,0,709,Coober Pedy (DC)
41560,2234,67,12,17,0,2330,1419,18,3,4,3,1447,513,30,30,0,0,573,164,71,15,0,0,250,359,13,12,5,0,389,42,5,11,0,0,58,55,3,3,8,0,69,25,4,0,0,0,29,1158,126,71,13,0,1368,33,34,3,3,0,73,115,19,4,0,0,138,4959,264,93,37,3,5356,Copper Coast (DC)
41750,202,0,0,14,0,216,82,0,0,5,3,90,4,0,0,0,0,4,9,0,5,0,0,14,53,0,4,0,0,57,0,0,0,0,0,0,12,0,0,4,0,16,13,0,0,0,0,13,91,0,9,4,0,104,7,0,0,0,0,7,9,0,0,0,0,9,391,0,9,23,3,426,Elliston (DC)
53990,2330,38,11,40,3,2422,3309,17,7,3,0,3336,796,26,37,0,3,862,107,48,51,0,0,206,585,34,25,3,3,650,7,0,9,0,0,16,84,9,5,30,3,131,50,0,0,5,0,55,1629,117,127,38,9,1920,35,0,10,0,0,45,130,9,9,56,0,204,7433,181,164,137,12,7927,Harvey (S)
45090,1164,0,18,6,0,1188,1009,0,5,4,0,1018,220,10,36,0,0,266,87,8,8,0,0,103,217,3,20,5,0,245,8,3,10,0,0,21,96,0,11,3,0,110,33,3,0,0,0,36,661,27,85,8,0,781,30,0,9,0,5,44,78,3,9,0,3,93,2942,30,126,18,8,3124,Naracoorte and Lucindale (DC)
50980,440,24,15,252,7,738,860,52,31,37,3,983,392,107,101,33,3,636,667,179,82,3,12,943,217,26,40,35,3,321,120,0,7,7,0,134,357,43,55,75,10,540,42,3,3,10,3,61,1795,358,288,163,31,2635,36,3,3,15,3,60,104,25,13,26,3,171,3235,462,350,493,47,4587,Broome (S)
51080,188,0,3,3,0,194,84,0,0,3,0,87,0,0,0,0,0,0,24,0,0,0,0,24,33,0,0,0,0,33,0,5,0,0,0,5,28,0,0,0,0,28,16,0,0,0,0,16,101,5,0,0,0,106,4,0,0,0,0,4,7,0,0,0,0,7,384,5,3,6,0,398,Broomehill-Tambellup (S)
51120,215,0,0,3,0,218,59,0,0,0,0,59,0,0,0,0,0,0,12,0,4,0,0,16,38,0,0,0,3,41,3,0,11,0,0,14,23,0,3,0,0,26,3,0,3,0,0,6,79,0,21,0,3,103,3,0,0,0,0,3,11,0,0,0,0,11,367,0,21,3,3,394,Bruce Rock (S)
51190,2906,359,95,81,3,3444,3577,203,84,9,3,3876,1302,452,289,4,0,2047,368,284,83,0,0,735,962,212,160,0,0,1334,20,77,23,0,0,120,93,21,39,31,0,184,52,10,9,4,0,75,2797,1056,603,39,0,4495,34,108,11,3,0,156,229,90,28,10,0,357,9543,1816,821,142,6,12328,Bunbury (C)
52030,204,0,0,8,0,212,71,0,0,5,0,76,21,0,3,0,0,24,9,0,3,0,0,12,38,0,3,0,0,41,3,0,0,0,0,3,21,0,0,3,0,24,16,0,0,0,0,16,108,0,9,3,0,120,3,0,0,0,0,3,10,0,0,0,0,10,396,0,9,16,0,421,Coorow (S)
54550,329,3,0,0,0,332,156,0,0,3,0,159,16,9,0,0,0,25,24,3,5,0,0,32,82,0,0,4,0,86,0,0,4,0,0,4,42,3,3,6,0,54,22,0,3,0,0,25,186,15,15,10,0,226,14,0,3,0,0,17,15,0,3,0,0,18,700,18,21,13,0,752,Kojonup (S)
54620,127,0,0,3,0,130,76,0,0,0,0,76,3,0,0,0,0,3,11,3,5,0,0,19,40,0,3,0,0,43,4,3,7,0,0,14,26,3,0,4,0,33,9,0,0,0,0,9,93,9,15,4,0,121,3,0,3,0,0,6,7,0,0,0,0,7,306,9,18,7,0,340,Kondinin (S)
64210,2728,170,91,17,0,3006,2515,86,38,7,0,2646,363,85,51,0,0,499,131,26,26,0,0,183,427,67,42,11,0,547,15,4,25,0,0,44,99,4,7,0,0,110,63,6,3,0,0,72,1098,192,154,11,0,1455,51,0,0,0,3,54,140,12,14,0,0,166,6532,460,297,35,3,7327,Meander Valley (M)
64610,1876,28,17,11,0,1932,1563,15,7,7,0,1592,216,17,12,0,0,245,120,12,18,0,0,150,379,27,5,7,0,418,38,0,21,0,0,59,142,3,3,0,0,148,45,0,5,0,0,50,940,59,64,7,0,1070,29,3,0,0,0,32,107,3,8,4,0,122,4515,108,96,29,0,4748,Northern Midlands (M)
64810,1619,44,21,7,6,1697,2273,35,9,6,0,2323,300,36,17,3,0,356,48,22,14,0,0,84,405,27,19,0,0,451,3,0,10,0,0,13,37,5,0,0,0,42,30,4,0,0,0,34,823,94,60,3,0,980,19,0,0,0,0,19,98,6,4,5,0,113,4832,179,94,21,6,5132,Sorell (M)
40700,5654,909,665,3,0,7231,4092,492,452,3,0,5039,762,373,823,0,0,1958,9,32,117,0,0,158,545,220,494,4,0,1263,7,13,50,0,0,70,25,15,17,0,0,57,48,12,30,3,0,93,1396,665,1531,7,0,3599,65,86,200,0,0,351,188,79,108,0,0,375,11395,2231,2956,13,0,16595,Burnside (C)
41190,302,0,0,5,0,307,189,0,0,3,3,195,7,3,0,0,0,10,24,0,0,0,0,24,73,0,0,3,0,76,4,0,0,0,0,4,30,0,0,0,0,30,16,0,0,0,0,16,154,3,0,3,0,160,10,0,0,0,0,10,15,0,0,0,0,15,670,3,0,11,3,687,Cleve (DC)
41830,262,0,4,6,0,272,230,0,4,3,3,240,24,0,0,0,0,24,26,0,10,0,0,36,35,3,0,3,0,41,0,6,0,0,0,6,27,0,0,0,0,27,7,0,0,0,0,7,119,9,10,3,0,141,3,0,0,0,0,3,16,3,3,7,0,29,630,12,21,19,3,685,Flinders Ranges (DC)
41960,214,5,11,7,0,237,116,0,0,3,0,119,19,0,0,0,0,19,4,0,0,0,0,4,46,3,0,3,0,52,3,0,3,0,0,6,15,0,0,0,0,15,9,0,0,0,0,9,96,3,3,3,0,105,0,0,6,0,0,6,9,0,3,0,0,12,435,8,23,13,0,479,Franklin Harbour (DC)
43790,1664,61,15,27,0,1767,1336,23,0,4,3,1366,216,49,16,0,0,281,112,24,45,0,0,181,372,25,10,10,0,417,36,6,18,0,0,60,119,8,0,13,0,140,55,0,5,4,0,64,910,112,94,27,0,1143,39,26,5,0,0,70,93,11,18,4,0,126,4042,233,132,62,3,4472,Loxton Waikerie (DC)
43920,870,5,0,6,0,881,1572,9,3,7,0,1591,84,0,0,4,0,88,0,0,8,0,0,8,201,0,3,4,0,208,4,0,7,0,0,11,30,0,0,3,0,33,22,0,0,0,0,22,341,0,18,11,0,370,22,0,0,0,0,22,54,0,0,3,0,57,2859,14,21,27,0,2921,Mallala (DC)
50420,6206,872,381,0,4,7463,6260,1242,617,4,6,8129,1721,943,1090,0,5,3759,237,356,302,0,0,895,1589,556,573,5,0,2723,21,83,47,0,0,151,170,49,67,0,0,286,88,28,43,0,0,159,3826,2015,2122,5,5,7973,67,86,40,0,0,193,346,128,112,0,0,586,16705,4343,3272,9,15,24344,Bayswater (C)
50490,2997,293,233,9,3,3535,3460,474,313,0,3,4250,1468,493,458,0,3,2422,522,403,258,0,3,1186,1019,237,193,0,4,1453,20,20,13,0,0,53,100,37,30,5,0,172,80,16,6,5,0,107,3209,1206,958,10,10,5393,32,22,35,0,3,92,294,77,51,0,0,422,9992,2072,1590,19,19,13692,Belmont (C)
42030,2289,145,44,30,0,2508,2957,103,37,3,3,3103,733,143,80,0,3,959,184,245,20,0,0,449,463,75,41,5,3,587,39,34,0,0,0,73,92,11,4,17,0,124,30,6,6,0,0,42,1541,514,151,22,6,2234,99,49,0,0,0,148,140,36,6,3,0,185,7026,847,238,58,9,8178,Gawler (T)
42110,767,8,0,4,0,779,498,7,3,3,0,511,48,7,4,0,0,59,12,5,3,0,0,20,155,4,0,6,0,165,7,9,6,0,0,22,34,3,0,0,0,37,30,0,0,4,0,34,286,28,13,10,0,337,10,4,0,0,0,14,38,0,0,0,3,41,1599,47,16,17,3,1682,Goyder (DC)
42250,1093,3,0,18,0,1114,1134,6,0,0,0,1140,105,3,4,0,0,112,0,0,0,0,0,0,146,0,9,3,3,161,0,0,0,0,0,0,55,0,3,5,0,63,39,0,0,0,0,39,345,3,16,8,3,375,33,0,0,0,0,33,57,0,0,0,0,57,2662,12,16,26,3,2719,Grant (DC)
44620,2572,103,130,9,0,2814,3312,90,118,4,0,3524,918,141,515,0,0,1574,656,239,159,0,0,1054,367,44,111,3,0,525,47,10,37,0,0,94,81,6,47,5,0,139,33,3,8,0,0,44,2102,443,877,8,0,3430,182,4,23,0,0,209,169,27,44,0,0,240,8337,667,1192,21,0,10217,Mount Gambier (C)
42600,3595,956,854,20,0,5425,2865,605,553,6,0,4029,654,555,1230,13,0,2452,55,84,151,0,3,293,488,329,604,6,0,1427,12,62,155,0,0,229,24,12,49,6,0,91,33,19,48,0,0,100,1266,1061,2237,25,3,4592,33,96,188,0,4,321,163,69,234,3,0,469,7922,2787,4066,54,7,14836,Holdfast Bay (C)
43220,215,4,0,0,0,219,79,0,0,0,4,83,0,0,0,0,0,0,12,0,0,0,0,12,47,0,0,0,0,47,3,0,0,0,0,3,15,0,0,0,0,15,10,0,0,0,0,10,87,0,0,0,0,87,13,0,0,0,0,13,8,0,0,0,0,8,402,4,0,0,4,410,Kimba (DC)
43360,378,19,6,3,0,406,214,3,3,0,0,220,54,0,14,3,0,71,18,0,0,0,0,18,79,0,4,0,0,83,10,0,0,0,0,10,52,0,3,0,0,55,15,0,0,0,0,15,228,0,21,3,0,252,16,0,0,0,0,16,27,0,0,3,0,30,863,22,30,9,0,924,Kingston (DC)
43650,1535,8,12,5,0,1560,2404,13,9,3,3,2432,235,9,12,0,0,256,31,9,0,3,0,43,267,6,4,0,0,277,10,3,3,0,0,16,86,4,0,0,0,90,29,0,0,0,0,29,658,31,19,3,0,711,18,0,4,0,0,22,62,0,3,0,0,65,4677,52,47,11,3,4790,Light (RegC)
