lga_code16,m_15_19_e,m_15_19_om_ie,m_15_19_om_uie,m_15_19_cfw,m_15_19_se_ns,m_15_19_total,m_20_24_e,m_20_24_om_ie,m_20_24_om_uie,m_20_24_cfw,m_20_24_es_ns,m_20_24_total,m_25_29_e,m_25_29_om_ie,m_25_29_om_uie,m_25_29_cfw,m_25_29_es_ns,m_25_29_total,m_30_34_e,m_30_34_om_ie,m_30_34_om_uie,m_30_34_cfw,m_30_34_es_ns,m_30_34_total,m_35_39_e,m_35_39_om_ie,m_35_39_om_uie,m_35_39_cfw,m_35_39_es_ns,m_35_39_total,m_40_44_e,m_40_44_om_ie,m_40_44_om_uie,m_40_44_cfw,m_40_44_es_ns,m_40_44_total,m_45_49_e,m_45_49_om_ie,m_45_49_om_uie,m_45_49_cfw,m_45_49_es_ns,m_45_49_total,m_50_54_e,m_50_54_om_ie,m_50_54_om_uie,m_50_54_cfw,m_50_54_es_ns,m_50_54_total,m_55_59_e,m_55_59_om_ie,m_55_59_om_uie,m_55_59_cfw,m_55_59_es_ns,m_55_59_total,m_60_64_e,m_60_64_om_ie,m_60_64_om_uie,m_60_64_cfw,m_60_64_es_ns,m_60_64_total,m_65_69_e,m_65_69_om_ie,m_65_69_om_uie,m_65_69_cfw,m_65_69_es_ns,m_65_69_total,m_70_74_e,m_70_74_om_ie,m_70_74_om_uie,m_70_74_cfw,m_70_74_es_ns,m_70_74_total,m_75ov_e,m_75ov_om_ie,m_75ov_om_uie,m_75ov_cfw,m_75ov_es_ns,m_75ov_total,m_total_e,m_total_om_ie,m_total_om_uie,m_total_cfw,m_total_es_ns,m_total_total,f_15_19_e,f_15_19_om_ie,f_15_19_om_uie,f_15_19_cfw,f_15_19_es_ns,f_15_19_total,f_20_24_e,f_20_24_om_ie,f_20_24_om_uie,f_20_24_cfw,f_20_24_es_ns,f_20_24_total,f_25_29_e,f_25_29_om_ie,f_25_29_om_uie,f_25_29_cfw,f_25_29_es_ns,f_25_29_total,f_30_34_e,f_30_34_om_ie,f_30_34_om_uie,f_30_34_cfw,f_30_34_es_ns,f_30_34_total,f_35_39_e,f_35_39_om_ie,f_35_39_om_uie,f_35_39_cfw,f_35_39_es_ns,f_35_39_total,f_40_44_e,f_40_44_om_ie,f_40_44_om_uie,f_40_44_cfw,f_40_44_es_ns,f_40_44_total,f_45_49_e,f_45_49_om_ie,f_45_49_om_uie,f_45_49_cfw,f_45_49_es_ns,f_45_49_total,f_50_54_e,f_50_54_om_ie,f_50_54_om_uie,f_50_54_cfw,f_50_54_es_ns,f_50_54_total,f_55_59_e,f_55_59_om_ie,f_55_59_om_uie,f_55_59_cfw,f_55_59_es_ns,f_55_59_total,f_60_64_e,f_60_64_om_ie,f_60_64_om_uie,f_60_64_cfw,f_60_64_es_ns,f_60_64_total,f_65_69_e,f_65_69_om_ie,f_65_69_om_uie,f_65_69_cfw,f_65_69_es_ns,f_65_69_total,f_70_74_e,f_70_74_om_ie,f_70_74_om_uie,f_70_74_cfw,f_70_74_es_ns,f_70_74_total,f_75ov_e,f_75ov_om_ie,f_75ov_om_uie,f_75ov_cfw,f_75ov_es_ns,f_75ov_total,f_total_e,f_total_om_ie,f_total_om_uie,f_total_cfw,f_total_es_ns,f_total_total,p_15_19_e,p_15_19_om_ie,p_15_19_om_uie,p_15_19_cfw,p_15_19_es_ns,p_15_19_total,p_20_24_e,p_20_24_om_ie,p_20_24_om_uie,p_20_24_cfw,p_20_24_es_ns,p_20_24_total,p_25_29_e,p_25_29_om_ie,p_25_29_om_uie,p_25_29_cfw,p_25_29_es_ns,p_25_29_total,p_30_34_e,p_30_34_om_ie,p_30_34_om_uie,p_30_34_cfw,p_30_34_es_ns,p_30_34_total,p_35_39_e,p_35_39_om_ie,p_35_39_om_uie,p_35_39_cfw,p_35_39_es_ns,p_35_39_total,p_40_44_e,p_40_44_om_ie,lga_name16
35760,100,0,0,11,3,115,149,0,4,0,0,158,170,6,5,5,4,192,180,14,21,17,0,229,125,6,26,10,3,173,129,19,37,20,3,211,154,21,45,19,3,249,135,34,61,31,3,261,158,19,40,32,8,258,117,23,55,23,0,218,52,7,36,32,6,133,19,13,32,32,0,95,0,8,30,31,4,71,1488,164,391,259,51,2355,111,0,3,4,0,118,135,0,3,4,0,145,136,0,7,8,3,153,144,8,5,17,0,171,143,4,16,15,0,181,160,13,21,16,0,205,183,12,33,24,7,258,162,17,36,13,3,226,141,18,25,19,3,206,129,10,18,19,5,181,42,10,24,19,3,98,13,3,10,21,0,46,4,0,13,14,0,35,1495,96,221,188,28,2024,207,0,4,10,3,230,285,0,6,4,3,303,313,6,17,12,8,344,321,18,30,26,0,397,270,14,37,22,7,354,289,31,North Burnett (R)
35780,16,0,0,3,0,26,45,0,0,0,0,45,45,0,4,0,4,54,32,0,4,0,0,41,34,0,3,0,0,38,34,0,0,0,0,37,36,3,0,0,0,36,34,0,5,0,0,39,20,4,0,0,0,32,23,3,3,0,0,31,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,341,11,17,3,4,385,33,0,0,0,0,33,43,0,0,0,0,39,62,0,0,0,0,68,48,0,0,0,0,51,46,0,0,0,0,46,46,0,0,0,0,46,41,0,4,0,0,44,38,3,0,0,0,45,38,0,0,0,0,37,18,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,422,6,3,4,3,441,51,0,0,3,0,55,84,0,0,0,0,90,104,0,5,0,3,120,87,0,6,0,0,92,82,0,3,0,0,88,81,0,Northern Peninsula Area (R)
35790,7,0,0,0,0,10,23,0,0,0,0,28,21,0,0,0,0,21,26,3,0,0,0,25,27,0,0,0,0,32,35,0,0,0,0,35,44,4,0,0,0,44,38,0,0,0,0,38,31,0,0,0,0,27,12,0,0,0,0,12,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,277,9,3,3,0,290,11,0,0,0,0,11,17,0,0,0,0,17,37,0,0,0,0,40,31,0,0,0,0,33,26,0,0,0,0,30,25,0,0,0,0,26,37,0,0,0,0,40,34,0,0,0,0,34,42,0,0,0,0,42,21,0,0,0,0,21,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,283,4,0,0,0,289,26,0,0,0,0,27,44,0,0,0,0,43,62,0,0,0,0,59,55,3,0,0,0,55,57,0,3,0,0,56,56,3,Palm Island (S)
35800,11,0,0,0,0,14,22,0,0,0,0,24,30,0,3,0,0,34,27,0,3,0,0,39,24,6,7,0,0,33,22,0,7,0,0,30,19,0,6,5,3,29,18,3,9,9,0,44,22,8,12,9,0,57,13,5,14,9,0,50,6,0,3,3,0,19,3,4,5,7,0,20,0,0,8,3,0,8,223,23,83,57,6,390,11,0,0,0,0,8,21,0,0,0,3,27,34,0,0,0,0,38,15,3,4,5,0,20,21,0,3,0,0,21,25,0,3,3,0,29,36,0,3,3,0,37,25,0,9,5,4,47,31,0,8,7,0,43,17,3,7,3,0,32,5,4,6,0,0,16,3,0,0,3,0,12,0,0,0,0,0,3,240,20,43,36,11,340,18,0,0,0,0,22,44,0,4,0,3,53,60,0,4,3,0,66,48,5,8,5,0,59,39,6,6,0,0,56,42,3,Paroo (S)
36070,13,0,0,0,0,13,10,0,0,0,0,12,12,0,0,0,0,12,3,0,0,0,0,3,13,0,0,0,0,14,17,0,0,0,0,17,10,0,0,0,0,15,17,0,3,0,0,20,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,113,0,5,0,0,122,3,0,0,0,0,3,11,0,0,0,0,11,8,0,0,0,0,8,8,0,0,0,0,10,9,0,0,0,0,9,14,0,0,0,0,14,12,0,0,0,0,12,6,0,0,0,0,6,6,0,0,0,0,9,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,3,0,0,97,11,0,0,0,0,11,21,0,0,0,0,22,19,0,0,0,0,19,18,0,0,0,0,20,21,0,0,0,0,27,25,0,Pormpuraaw (S)
36150,18,0,0,0,0,16,13,3,0,0,0,18,13,0,3,0,0,16,17,4,3,0,0,25,13,0,0,0,0,17,11,0,4,3,0,19,16,0,6,4,0,26,21,0,10,0,0,38,20,0,6,3,0,33,11,3,0,8,0,21,8,3,0,0,0,12,0,0,3,5,0,8,0,0,3,3,0,3,167,18,30,28,3,258,3,0,0,0,0,3,18,0,5,0,0,23,20,0,0,3,0,28,29,0,0,0,0,29,6,0,0,0,0,13,20,0,3,3,0,23,20,3,0,0,0,27,19,3,10,0,0,26,10,3,0,3,0,17,9,0,3,0,0,13,0,0,0,3,0,5,0,0,0,3,0,3,0,0,0,3,0,3,161,11,19,20,3,216,16,0,0,0,0,20,35,3,3,0,0,37,36,3,4,3,3,45,43,4,3,0,0,51,28,3,0,0,0,29,32,0,Quilpie (S)
36250,1670,3,5,13,10,1708,1792,31,69,19,18,1918,1566,113,94,10,17,1795,1412,179,169,8,18,1785,1192,242,157,23,13,1628,1232,323,200,37,22,1820,1176,354,253,24,8,1823,1093,369,274,41,25,1797,1003,398,282,50,25,1748,685,264,228,60,14,1255,283,162,143,28,4,627,110,50,70,17,6,256,40,23,32,17,5,120,13266,2518,1977,354,179,18296,2119,0,7,15,13,2158,1897,9,41,14,9,1964,1660,39,101,26,3,1832,1661,106,132,32,21,1943,1583,142,161,47,14,1944,2026,228,216,56,17,2541,2211,216,230,57,28,2732,2093,214,221,46,20,2606,1823,205,171,47,17,2256,1153,141,156,41,14,1509,391,76,63,24,8,564,99,25,26,12,11,167,23,8,11,5,10,55,18739,1403,1534,426,178,22280,3792,3,15,28,26,3868,3685,38,107,33,22,3885,3225,150,192,33,24,3627,3074,281,301,39,34,3731,2777,385,320,70,24,3575,3262,553,Redland (C)
36300,32,0,0,0,0,32,49,0,0,0,0,45,50,0,6,0,0,59,46,0,7,0,0,50,36,0,3,0,0,43,23,7,5,0,0,39,36,3,3,0,0,47,29,3,0,0,0,33,20,0,5,4,0,27,13,3,3,7,0,26,3,0,3,0,0,10,0,0,0,0,0,6,0,0,0,0,0,4,350,22,38,13,3,432,32,0,0,0,0,32,35,0,0,0,0,37,30,0,0,0,0,28,23,3,4,0,0,32,17,0,3,0,0,17,36,3,0,0,0,45,21,0,0,3,0,27,27,3,3,3,0,31,16,3,6,4,0,21,17,0,0,0,0,19,3,0,0,0,0,9,3,0,0,0,0,5,0,0,0,0,0,0,252,12,23,9,3,299,60,0,0,0,0,60,85,0,0,0,0,82,80,0,6,0,0,91,73,3,6,0,0,87,51,0,3,0,0,62,66,9,Richmond (S)
36370,1168,3,9,16,16,1209,1716,13,35,9,18,1788,1727,28,65,6,15,1849,1711,66,97,9,12,1896,1514,108,108,8,9,1750,1492,116,110,12,14,1742,1496,153,131,27,14,1821,1495,158,157,17,22,1855,1414,149,141,31,20,1755,872,94,137,20,14,1150,323,50,94,37,7,511,82,20,38,15,3,159,32,16,32,23,4,111,15043,983,1158,238,178,17590,1441,0,6,8,11,1471,1860,3,28,4,16,1907,1921,17,54,9,14,2013,1814,36,83,16,3,1951,1682,64,82,22,6,1860,1787,75,100,26,15,2008,1917,87,103,35,21,2159,1900,90,99,36,19,2138,1648,68,97,35,16,1870,893,54,71,31,18,1066,285,14,30,28,6,364,62,11,17,11,4,112,23,5,15,16,5,68,17249,517,782,283,150,18987,2613,7,13,26,29,2682,3577,11,63,12,34,3698,3648,47,119,19,28,3859,3531,101,180,24,17,3850,3199,170,188,36,13,3609,3278,194,Rockhampton (R)
36510,403,0,3,7,12,420,447,3,19,5,4,479,399,21,29,3,11,469,371,41,40,4,6,461,373,53,66,14,10,516,380,81,75,13,10,565,429,85,95,17,8,630,405,100,110,21,6,645,383,97,131,31,9,641,258,63,127,40,8,501,119,41,92,57,9,320,41,34,60,37,5,181,19,11,41,39,6,121,4032,631,894,295,103,5953,481,3,0,5,6,500,448,3,15,0,10,477,397,6,16,4,3,428,400,33,47,24,7,499,463,38,53,14,8,580,576,65,81,28,13,759,631,74,92,22,6,826,595,60,89,29,10,782,495,61,100,38,13,696,304,40,88,49,4,486,104,23,69,36,12,239,23,9,29,21,3,83,4,3,14,29,3,59,4926,414,692,297,88,6415,884,4,3,10,19,924,892,9,29,5,13,955,794,30,51,6,13,895,770,69,83,27,7,959,832,91,119,33,17,1095,961,145,Scenic Rim (R)
36580,178,0,3,4,5,196,223,4,6,8,7,250,255,7,19,0,4,288,255,14,23,10,11,311,231,29,34,7,3,294,210,36,30,11,4,292,212,37,43,7,3,297,222,38,64,19,8,344,202,37,68,24,8,340,149,32,70,33,0,280,54,25,46,23,5,148,20,9,27,21,3,82,7,4,14,25,4,55,2222,266,448,185,65,3187,173,0,0,7,3,181,205,5,9,7,0,222,189,8,6,0,3,207,221,15,25,7,3,266,190,15,39,12,9,257,248,19,37,15,7,323,302,21,25,20,7,373,289,23,41,10,4,369,243,23,49,24,4,342,134,24,26,16,3,202,50,9,18,16,0,97,14,3,11,26,3,57,3,0,3,7,4,17,2265,156,280,162,44,2909,356,0,3,6,11,373,427,5,15,14,7,465,443,19,25,3,10,504,477,32,46,17,15,581,420,39,66,16,9,553,461,51,Somerset (R)
36630,351,0,3,10,9,376,453,0,17,4,5,473,427,15,25,9,6,482,401,22,33,4,5,462,367,33,47,14,4,467,423,35,63,11,8,544,458,62,68,26,3,617,459,44,84,18,15,623,387,51,101,31,12,585,298,37,104,36,10,482,97,25,86,53,8,261,26,14,53,33,3,127,20,9,38,37,6,113,4170,343,721,281,106,5626,373,0,4,0,3,384,395,0,9,4,0,417,374,5,20,9,6,412,385,16,18,16,4,433,422,29,45,18,5,517,482,29,50,24,9,599,519,35,57,29,9,651,575,31,48,20,8,682,478,29,62,38,3,613,286,22,48,35,11,405,99,8,53,39,3,200,22,4,28,16,10,75,12,0,19,18,6,49,4419,209,467,262,80,5431,728,0,11,11,11,767,842,0,29,8,8,891,802,19,45,16,10,899,781,37,52,17,13,895,789,61,91,30,16,990,905,63,South Burnett (R)
36660,466,0,7,11,17,495,548,3,18,8,9,591,468,26,40,5,8,547,428,39,31,6,9,519,423,53,64,10,3,553,475,69,78,19,4,640,504,88,100,28,11,726,508,71,117,25,12,744,476,80,116,37,11,724,353,56,141,51,19,613,138,47,90,57,11,343,42,20,65,40,8,177,19,9,33,56,10,130,4845,559,906,355,131,6805,487,0,4,3,4,505,445,9,12,5,4,465,437,8,17,7,3,470,411,32,37,12,0,490,452,29,58,18,4,558,614,40,49,18,4,730,633,48,72,24,10,781,670,51,77,37,11,831,592,36,78,35,12,748,396,30,60,39,8,534,121,28,52,45,5,246,29,7,16,22,4,77,11,5,16,23,6,64,5302,313,532,281,77,6503,956,0,9,15,22,1000,992,11,32,16,14,1059,902,36,65,12,13,1019,836,70,68,21,12,1004,872,84,117,27,9,1115,1088,108,Southern Downs (R)
36720,3390,4,26,38,36,3489,4309,42,139,14,58,4558,4030,178,308,16,29,4559,3878,449,445,47,47,4865,3739,666,551,59,62,5072,4073,930,721,81,54,5862,4093,1042,769,100,57,6060,3653,1013,810,114,64,5659,3167,904,868,111,61,5113,2261,662,697,113,43,3783,888,360,402,133,21,1807,273,146,186,93,13,715,83,59,88,69,19,317,37843,6468,6002,997,562,51870,4274,11,29,9,34,4360,4821,23,85,24,34,4984,4559,94,247,53,34,4980,4443,220,440,123,44,5268,4555,400,544,141,26,5659,5717,526,693,170,44,7152,5924,597,682,154,56,7422,5702,601,715,174,60,7253,4783,427,577,153,54,5995,2860,295,448,146,44,3787,956,150,223,126,17,1476,231,63,97,49,15,460,67,23,54,34,23,195,48876,3429,4836,1370,467,58983,7665,15,55,50,67,7851,9126,66,229,39,90,9546,8590,270,553,70,58,9540,8316,670,884,167,92,10130,8292,1065,1088,200,81,10732,9790,1459,Sunshine Coast (R)
36820,291,0,3,4,0,302,282,0,8,3,8,300,278,8,24,3,6,314,235,17,39,3,9,305,220,35,47,12,3,313,253,39,54,10,4,365,273,51,59,21,7,415,299,56,82,25,4,466,270,52,86,26,3,446,227,51,99,33,4,412,101,16,57,33,14,219,33,19,39,26,4,122,26,3,26,26,3,84,2789,348,629,220,74,4060,306,0,3,4,7,310,257,0,10,4,0,268,291,3,23,7,6,328,292,11,30,14,0,351,295,20,28,12,6,361,375,29,62,17,4,487,435,30,66,29,8,565,416,43,65,27,11,561,420,40,79,23,8,564,314,18,45,27,4,411,102,5,44,18,4,180,29,10,19,18,3,79,14,5,4,15,0,35,3543,226,461,214,65,4507,594,0,3,5,4,615,532,0,15,4,13,573,573,11,46,8,9,643,525,31,71,18,10,652,513,56,69,30,7,672,633,63,Tablelands (R)
36910,2187,4,15,41,19,2269,3231,28,74,13,25,3367,3320,115,133,21,25,3616,3178,224,197,41,29,3666,2792,277,211,21,26,3331,2846,357,275,37,38,3546,2794,430,319,78,32,3645,2796,385,338,98,30,3642,2429,366,408,93,42,3343,1648,299,370,104,31,2449,677,162,282,109,15,1245,203,80,147,80,15,532,73,35,95,88,13,306,28181,2760,2859,822,331,34962,2417,4,11,25,22,2481,3266,18,45,14,15,3360,3121,51,102,34,20,3330,2997,112,184,51,20,3359,2760,169,161,90,20,3201,3253,197,203,73,34,3759,3490,213,268,102,34,4104,3228,176,230,94,28,3761,2851,171,232,91,42,3383,1743,126,226,98,27,2225,626,56,129,95,17,918,155,27,72,62,11,327,38,13,48,50,24,173,29934,1343,1911,891,314,34385,4608,7,21,63,50,4749,6494,48,118,33,36,6728,6444,166,237,53,47,6944,6176,337,377,87,41,7026,5550,447,370,112,43,6532,6096,553,Toowoomba (R)
36950,24,0,0,0,0,29,57,0,0,0,6,61,83,4,7,0,0,89,80,5,6,0,0,92,58,3,3,0,0,63,70,8,3,0,4,82,63,6,0,0,0,73,73,5,5,0,0,84,71,3,10,0,0,79,43,4,5,0,0,54,6,0,4,0,0,14,4,0,0,0,0,8,0,0,3,0,0,3,627,36,49,5,12,732,29,0,0,0,0,30,61,0,0,0,0,69,91,3,0,0,0,101,95,6,5,0,0,104,93,0,4,0,0,95,94,3,3,0,0,96,72,3,0,0,0,76,63,3,4,0,0,66,67,3,0,0,0,76,30,0,5,0,0,41,15,0,0,0,0,22,3,0,0,0,0,6,0,0,0,0,0,3,720,21,24,5,13,779,55,0,3,0,0,57,120,3,0,0,9,131,173,4,7,0,4,183,176,6,9,4,0,198,148,4,9,0,0,159,158,7,Torres (S)
36960,13,0,0,0,0,15,49,0,4,0,0,51,54,4,3,0,0,63,63,0,3,0,0,65,76,3,4,0,0,86,51,0,5,0,0,63,62,0,3,0,0,73,56,0,0,0,3,57,48,0,4,0,0,53,22,0,0,0,0,22,10,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,512,18,29,0,4,564,11,0,0,0,0,11,46,0,0,0,0,46,52,0,0,0,0,52,48,0,0,0,0,48,57,0,0,0,0,57,44,0,0,0,0,46,36,0,0,0,0,36,45,0,0,0,0,49,41,0,0,0,0,41,30,0,0,0,0,30,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,434,3,3,0,0,434,26,0,0,0,0,22,98,0,4,0,0,100,113,4,3,0,0,119,113,0,3,0,0,113,135,3,4,0,0,143,102,0,Torres Strait Island (R)
37010,2534,4,16,18,27,2593,5027,39,82,8,28,5183,4606,79,169,18,28,4896,4080,198,201,20,20,4514,3399,258,247,36,20,3965,3513,345,260,37,32,4185,3345,408,329,35,36,4152,3070,360,320,42,28,3821,2563,371,326,50,34,3344,1586,240,283,59,22,2188,641,127,158,41,19,982,153,50,69,25,14,304,63,20,28,21,8,142,34590,2491,2479,397,312,40277,2864,4,16,6,22,2909,4665,12,53,3,18,4750,4464,42,122,16,17,4667,4246,91,221,33,7,4600,3790,146,236,42,22,4235,4160,194,225,62,26,4668,4061,197,253,65,34,4605,3746,198,211,43,38,4237,3073,172,235,62,33,3580,1793,77,159,59,23,2111,583,57,67,26,21,757,150,22,26,22,6,229,55,6,17,10,13,100,37651,1226,1835,448,272,41441,5399,9,26,20,46,5498,9696,45,130,9,49,9931,9070,124,292,30,44,9560,8325,294,416,55,30,9116,7185,412,480,76,44,8191,7675,544,Townsville (C)
31000,14201,49,174,110,116,14647,35147,328,738,116,193,36512,40345,1305,1469,139,213,43471,42302,2611,1924,202,243,47281,38670,3250,1987,237,251,44397,37501,3890,2238,250,258,44146,34570,4104,2492,293,260,41724,29919,3777,2402,295,212,36616,23717,3232,2138,283,229,29598,15026,2393,1864,246,177,19705,5693,1489,1226,269,119,8797,1491,636,552,196,58,2933,581,332,298,160,77,1442,319165,27402,19500,2786,2426,371275,17194,36,152,59,113,17553,36998,147,466,63,190,37865,40858,458,915,152,188,42565,40104,1042,1392,299,199,43035,34647,1393,1817,330,175,38355,35152,1837,1973,383,185,39537,33724,1955,1983,387,222,38271,29694,1618,1620,335,214,33484,23626,1368,1314,275,166,26756,14112,941,976,292,160,16479,5120,545,531,200,90,6482,1213,210,247,119,52,1842,350,90,119,75,78,708,312803,11645,13510,2963,2023,342943,31399,84,320,172,229,32202,72146,466,1206,179,382,74377,81201,1766,2389,282,399,86041,82404,3660,3313,502,440,90324,73317,4640,3801,566,429,82755,72658,5729,Brisbane (C)
31900,236,0,0,11,4,249,331,0,3,3,9,344,293,9,20,0,3,323,234,14,31,0,0,281,264,38,36,3,5,344,282,36,58,12,5,388,289,51,43,14,3,401,329,56,68,21,9,478,282,59,65,29,11,440,257,52,53,16,12,393,87,17,45,24,3,172,29,24,27,12,3,93,9,18,20,12,4,63,2912,373,466,151,70,3982,244,0,0,0,5,252,270,0,5,0,3,286,256,0,12,4,0,277,238,8,21,11,5,285,254,17,31,6,5,312,298,31,24,17,0,366,352,24,40,14,3,435,314,16,34,10,3,383,298,13,38,26,8,384,184,27,28,13,7,259,68,10,21,18,0,118,13,4,4,14,3,35,8,3,7,4,5,29,2807,151,268,133,47,3413,478,0,0,12,15,501,604,3,14,3,5,626,552,12,28,4,3,601,478,17,48,13,3,565,518,49,65,14,12,651,575,63,Burdekin (S)
31950,3,0,0,0,0,3,7,0,0,0,0,7,8,0,0,0,0,5,8,0,0,0,0,8,6,0,0,0,0,9,9,0,0,0,0,14,7,0,0,0,0,7,7,0,0,0,0,7,10,0,0,0,0,18,4,0,0,0,0,9,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,81,3,3,3,0,90,6,0,0,0,0,6,5,0,0,0,0,5,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,10,6,0,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,53,7,0,0,0,0,7,14,0,0,0,0,14,17,0,0,0,0,17,18,0,0,0,0,18,6,0,0,0,0,13,15,0,Burke (S)
32080,1755,6,9,20,21,1806,2617,13,45,11,27,2717,2830,57,167,11,24,3086,2995,174,211,22,26,3424,2867,266,269,20,29,3447,2974,364,314,47,34,3736,2938,426,361,53,43,3816,2568,430,393,46,48,3471,2196,405,415,55,27,3103,1503,259,315,50,31,2163,635,154,204,51,20,1070,196,75,88,41,12,417,58,37,49,44,10,202,26134,2668,2842,460,349,32456,2124,0,8,9,26,2169,2774,16,41,12,19,2861,3254,41,107,16,22,3443,3365,110,170,38,33,3710,3428,144,249,52,21,3897,3712,213,283,67,39,4311,3617,228,272,71,30,4225,3305,202,280,59,34,3884,2703,186,235,42,35,3197,1732,131,169,43,21,2102,608,68,96,40,18,842,135,32,62,18,12,260,46,12,14,20,14,106,30817,1391,1988,482,319,34999,3878,3,16,27,54,3973,5393,27,86,23,47,5574,6083,99,278,29,44,6530,6353,283,385,54,55,7134,6297,417,515,69,51,7346,6689,574,Cairns (R)
32250,30,0,0,0,0,34,48,0,3,0,3,54,38,0,0,0,3,43,42,3,0,0,0,41,33,0,3,3,0,40,25,4,9,0,0,42,38,4,3,0,4,50,27,5,3,3,0,37,49,4,11,0,0,63,24,5,5,0,0,36,4,0,0,3,0,13,7,0,3,0,0,17,0,0,0,0,0,6,373,39,38,12,13,467,24,0,0,0,0,24,23,0,0,0,0,31,37,0,0,0,0,40,37,0,0,3,0,37,29,0,0,0,0,33,37,4,0,3,0,45,32,0,3,0,0,40,38,6,4,0,3,50,57,0,3,0,0,64,19,0,0,0,0,20,7,3,0,4,0,12,0,0,0,0,0,3,0,0,0,0,0,0,340,18,14,8,5,392,53,0,0,0,0,51,74,0,3,0,4,84,76,0,5,0,3,84,71,4,0,4,0,82,62,5,5,3,0,72,62,7,Carpentaria (S)
32260,326,3,0,5,10,351,507,7,12,3,3,536,475,14,29,7,6,536,448,30,45,7,8,533,367,37,40,7,6,451,375,65,66,19,3,530,455,80,67,22,11,637,478,75,87,26,17,681,455,62,110,28,12,667,348,59,116,34,9,571,139,35,51,33,11,276,41,18,26,24,3,114,19,13,28,30,6,100,4443,495,679,240,109,5970,353,0,0,4,4,364,405,3,8,0,11,422,464,5,15,10,7,502,397,20,32,14,3,464,383,25,42,19,7,474,448,33,37,26,6,554,526,34,53,27,11,654,547,44,56,21,4,666,540,37,71,32,10,681,342,28,55,24,4,460,119,14,25,29,3,193,32,8,11,15,3,74,6,0,16,11,3,34,4564,264,418,224,79,5545,685,3,0,6,16,710,908,11,21,3,14,962,937,18,44,10,12,1032,842,49,73,21,14,1001,751,65,77,20,14,926,825,97,Cassowary Coast (R)
30900,8,0,0,0,0,13,11,0,0,0,0,16,17,0,3,0,0,15,8,0,0,0,0,8,3,0,0,0,0,5,7,0,0,0,0,8,10,0,0,0,0,12,15,0,0,0,0,17,12,0,3,0,0,9,11,0,3,0,0,12,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,106,6,12,10,0,134,4,0,0,0,0,6,15,0,0,0,0,17,7,0,0,0,0,8,16,0,0,0,0,18,6,0,0,0,0,6,5,0,0,0,0,5,9,0,0,0,0,8,3,0,0,0,0,3,8,0,0,0,0,8,13,0,3,0,0,14,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,86,4,5,3,0,107,13,0,0,0,0,19,25,0,0,0,0,32,26,0,3,0,0,27,24,0,0,0,0,30,10,0,0,0,0,8,11,0,Boulia (S)
31750,3,0,0,0,0,3,7,0,3,0,0,7,14,0,3,0,0,16,13,0,0,0,0,18,18,0,0,0,0,21,19,0,0,0,0,19,13,0,0,0,0,17,19,0,0,0,0,23,24,0,0,3,0,29,13,0,3,3,0,18,0,0,7,0,0,6,0,0,0,3,0,5,0,0,0,0,0,0,146,6,18,8,3,185,7,0,0,0,0,7,5,0,0,0,0,5,12,0,0,0,0,12,18,0,0,3,0,17,8,0,0,0,0,11,8,0,0,0,0,8,9,0,0,0,0,7,9,0,0,0,0,9,10,0,3,3,0,19,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,71,3,12,10,3,97,10,0,0,0,0,10,14,0,3,0,0,20,22,0,3,0,0,25,32,0,0,3,0,31,27,3,0,0,0,33,22,0,Bulloo (S)
