lga_code_2016,canada_before_1946,canada_1946_1955,canada_1956_1965,canada_1966_1975,canada_1976_1985,canada_1986_1995,canada_1996_2005,canada_2006_2010,canada_2011,canada_2012,canada_2013,canada_2014,canada_2015,canada_2016,canada_yr_arrival_notstated,canada_tot,china_exc_sars_taiw_bef_1946,china_exc_sars_taiwan_46_55,china_exc_sars_taiwan_56_65,china_exc_sars_taiwan_66_75,china_exc_sars_taiwan_76_85,china_exc_sars_taiwan_86_95,china_exc_sars_taiwan_96_05,china_exc_sars_taiwan_06_10,china_exc_sars_taiwan_2011,china_exc_sars_taiwan_2012,china_exc_sars_taiwan_2013,china_exc_sars_taiwan_2014,china_exc_sars_taiwan_2015,china_exc_sars_taiwan_2016,china_exc_sars_tawan_arr_notstated,china_exc_sars_taiwan_tot,croatia_before_1946,croatia_1946_1955,croatia_1956_1965,croatia_1966_1975,croatia_1976_1985,croatia_1986_1995,croatia_1996_2005,croatia_2006_2010,croatia_2011,croatia_2012,croatia_2013,croatia_2014,croatia_2015,croatia_2016,croatia_yr_arrival_notstated,croatia_tot,egypt_before_1946,egypt_1946_1955,egypt_1956_1965,egypt_1966_1975,egypt_1976_1985,egypt_1986_1995,egypt_1996_2005,egypt_2006_2010,egypt_2011,egypt_2012,egypt_2013,egypt_2014,egypt_2015,egypt_2016,egypt_yr_arrival_notstated,egypt_tot,fiji_before_1946,fiji_1946_1955,fiji_1956_1965,fiji_1966_1975,fiji_1976_1985,fiji_1986_1995,fiji_1996_2005,fiji_2006_2010,fiji_2011,fiji_2012,fiji_2013,fiji_2014,fiji_2015,fiji_2016,fiji_yr_arrival_notstated,fiji_tot,germany_before_1946,germany_1946_1955,germany_1956_1965,germany_1966_1975,germany_1976_1985,germany_1986_1995,germany_1996_2005,germany_2006_2010,germany_2011,germany_2012,germany_2013,germany_2014,germany_2015,germany_2016,germany_yr_arrival_notstated,germany_tot,greece_before_1946,greece_1946_1955,greece_1956_1965,greece_1966_1975,greece_1976_1985,greece_1986_1995,greece_1996_2005,greece_2006_2010,greece_2011,greece_2012,greece_2013,greece_2014,greece_2015,greece_2016,greece_yr_arrival_notstated,greece_tot,hng_kng_sar_china_bfre_1946,hng_kng_sar_china_1946_1955,hng_kng_sar_china_1956_1965,hng_kng_sar_china_1966_1975,hng_kng_sar_china_1976_1985,hng_kng_sar_china_1986_1995,hng_kng_sar_china_1996_2005,hng_kng_sar_china_2006_2010,hong_kong_sar_china_2011,hong_kong_sar_china_2012,hong_kong_sar_china_2013,hong_kong_sar_china_2014,hong_kong_sar_china_2015,hong_kong_sar_china_2016,hng_kng_sar_chna_arrival_notstated,hong_kong_sar_china_tot,india_before_1946,india_1946_1955,india_1956_1965,india_1966_1975,india_1976_1985,india_1986_1995,india_1996_2005,india_2006_2010,india_2011,india_2012,india_2013,india_2014,india_2015,india_2016,india_yr_arrival_notstated,india_tot,indonesia_before_1946,indonesia_1946_1955,indonesia_1956_1965,indonesia_1966_1975,indonesia_1976_1985,indonesia_1986_1995,indonesia_1996_2005,indonesia_2006_2010,indonesia_2011,indonesia_2012,indonesia_2013,indonesia_2014,indonesia_2015,indonesia_2016,indonesia_yr_arrival_notstated,indonesia_tot,iran_before_1946,iran_1946_1955,iran_1956_1965,iran_1966_1975,iran_1976_1985,iran_1986_1995,iran_1996_2005,iran_2006_2010,iran_2011,iran_2012,iran_2013,iran_2014,iran_2015,iran_2016,iran_yr_arrival_notstated,iran_tot,iraq_before_1946,iraq_1946_1955,iraq_1956_1965,iraq_1966_1975,iraq_1976_1985,iraq_1986_1995,iraq_1996_2005,iraq_2006_2010,iraq_2011,iraq_2012,iraq_2013,iraq_2014,iraq_2015,iraq_2016,iraq_yr_arrival_notstated,iraq_tot,ireland_before_1946,ireland_1946_1955,ireland_1956_1965,ireland_1966_1975,ireland_1976_1985,ireland_1986_1995,ireland_1996_2005,ireland_2006_2010,lga_name16
20570,0,0,9,12,4,10,18,16,0,4,0,0,0,0,3,89,0,0,3,0,6,20,119,159,29,35,48,71,77,104,39,713,0,5,52,46,3,3,3,3,0,0,0,0,0,0,3,115,0,4,3,3,0,3,10,13,0,0,0,0,4,3,0,42,0,3,0,4,8,9,7,8,0,10,4,5,0,3,3,67,0,123,50,24,21,13,13,9,0,3,3,0,0,3,11,283,0,10,26,15,3,3,0,0,0,0,0,0,0,0,4,58,0,0,0,5,3,12,11,10,0,0,0,0,3,0,6,46,0,6,5,22,7,14,106,389,49,55,58,38,48,39,34,859,0,9,0,3,3,4,6,16,0,4,0,6,0,0,0,55,0,0,0,0,3,4,10,18,11,5,12,0,0,0,0,59,0,0,0,0,0,0,8,10,0,0,0,3,4,0,0,37,0,14,9,25,12,17,16,12,Ballarat (C)
20660,0,3,4,22,25,26,50,32,14,3,9,0,7,3,6,200,0,9,29,17,27,484,806,875,152,165,202,235,216,139,115,3471,0,9,77,201,3,43,17,0,0,0,0,0,4,0,21,368,0,16,57,53,16,39,17,15,4,0,5,3,3,0,13,234,0,0,3,5,16,22,19,4,9,0,4,0,0,5,0,93,8,173,108,49,38,19,48,47,9,7,3,11,11,7,24,558,5,149,482,288,37,24,10,7,11,11,9,10,3,0,61,1111,3,3,6,30,71,127,73,37,3,14,3,17,14,10,7,408,0,10,3,95,50,148,350,522,103,106,130,164,190,124,47,2034,0,7,6,3,10,47,84,29,6,5,3,4,4,6,3,225,0,4,0,5,14,60,56,138,64,58,87,29,22,13,13,566,0,0,0,3,4,15,34,18,0,0,6,4,4,0,3,101,0,13,21,68,38,85,57,48,Banyule (C)
20740,0,0,0,7,5,6,3,9,0,3,3,0,0,3,0,36,0,3,6,0,0,4,9,32,0,0,3,3,7,0,3,67,0,3,10,9,8,0,0,0,0,0,0,0,0,0,0,26,0,6,3,3,0,3,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,11,0,0,0,0,0,3,0,0,0,19,4,67,52,21,8,7,18,5,0,7,0,3,0,0,8,195,0,9,24,25,3,0,3,0,0,0,0,0,0,0,0,70,0,0,0,0,7,10,4,7,0,0,0,0,0,0,0,20,0,7,8,13,0,0,6,48,3,8,3,9,8,3,3,121,0,3,0,0,0,3,8,0,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,15,12,4,7,5,Bass Coast (S)
20830,0,0,3,9,16,4,7,3,0,0,0,0,0,0,0,43,0,0,3,3,3,9,9,24,0,4,0,7,4,3,11,77,0,0,5,31,3,0,0,0,0,0,0,0,0,0,0,46,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,19,0,0,3,0,0,7,9,4,0,3,0,0,0,0,0,23,0,78,70,23,22,4,10,5,0,0,0,0,0,3,5,230,0,3,11,11,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,6,3,3,0,0,0,0,0,0,0,8,21,0,4,3,15,3,9,23,78,0,0,8,9,6,4,4,163,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,23,8,8,6,9,Baw Baw (S)
20910,0,0,12,40,28,26,80,58,6,13,23,13,32,14,9,368,3,14,21,17,32,257,310,375,78,96,121,161,153,58,69,1774,0,7,42,55,3,14,16,0,3,0,8,0,0,0,4,152,0,24,53,59,11,19,15,14,0,0,0,0,0,0,3,199,0,0,0,11,15,18,8,3,0,3,0,3,0,0,3,67,14,144,106,60,66,60,92,52,12,16,17,18,25,6,24,713,6,60,295,241,12,14,8,3,3,7,9,5,6,3,25,690,0,0,10,19,32,38,50,22,5,3,18,3,9,8,5,220,3,17,16,123,46,115,133,164,9,17,16,41,28,35,26,803,0,9,3,10,6,12,22,21,3,3,3,5,4,0,3,102,0,0,0,0,16,15,14,23,0,11,4,0,5,5,0,95,0,0,0,0,3,0,14,0,0,0,0,5,0,0,0,23,3,10,38,48,39,70,88,111,Bayside (C)
21010,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,10,0,3,0,0,3,0,4,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,34,34,0,9,0,4,0,0,0,0,0,0,0,3,87,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,21,3,4,0,3,4,0,0,54,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,7,0,0,Benalla (RC)
21110,0,3,11,47,50,55,68,45,14,17,20,20,23,11,14,401,5,31,71,92,169,1791,1992,2230,469,600,753,939,960,484,456,11026,3,17,60,78,6,15,11,5,0,0,0,0,0,0,8,189,0,31,51,62,21,31,14,25,0,3,9,0,10,0,9,259,0,6,9,12,23,37,28,19,0,3,8,16,3,4,4,181,15,176,81,61,55,38,88,38,12,10,18,18,16,18,16,656,3,214,884,331,32,14,10,4,6,9,7,5,12,3,65,1610,3,7,44,127,304,533,308,133,29,38,54,47,52,23,54,1753,3,19,34,212,153,293,621,972,136,221,264,344,432,265,86,4054,0,11,14,29,51,98,208,101,20,19,31,43,63,34,15,744,0,0,0,12,67,91,60,121,38,59,55,55,56,23,15,639,0,0,0,3,3,4,14,7,4,19,28,42,35,3,3,178,4,21,46,54,43,74,55,90,Boroondara (C)
21180,0,0,6,4,4,25,19,19,0,8,7,0,3,3,0,100,0,7,7,7,69,389,628,702,96,73,90,75,91,57,77,2375,0,37,329,1325,113,199,133,13,7,0,10,3,3,0,77,2256,0,37,118,186,67,181,116,118,24,18,60,19,17,9,34,1011,0,0,0,8,59,185,121,103,8,12,24,10,19,8,23,594,3,472,166,64,46,24,58,24,7,3,3,3,8,0,45,926,0,202,880,757,102,44,39,14,8,33,21,11,16,3,87,2212,0,0,0,21,75,222,91,54,5,8,10,8,9,0,14,523,0,4,8,310,189,439,1099,3510,237,312,589,977,762,536,320,9298,0,0,5,3,43,96,130,65,5,4,13,9,9,3,5,395,0,0,0,10,12,29,40,38,94,117,207,13,13,13,14,596,0,0,0,10,25,50,67,62,30,25,46,31,34,72,19,474,0,12,32,41,14,23,16,27,Brimbank (C)
21270,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,3,5,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Buloke (S)
21370,0,0,0,4,0,3,3,0,0,0,0,0,0,8,0,22,0,0,0,0,0,7,6,13,0,3,3,0,0,0,0,37,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,12,0,40,12,13,3,3,3,7,0,0,0,0,0,0,4,86,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,15,3,3,0,3,0,3,9,27,4,3,7,11,7,8,3,86,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,9,6,3,0,6,3,Campaspe (S)
21450,0,0,3,11,8,13,35,27,3,7,3,0,3,0,7,121,3,5,12,0,5,16,56,81,20,7,19,9,23,3,12,271,0,3,20,99,18,13,12,3,0,0,0,0,0,0,4,175,0,10,7,16,0,4,43,51,18,21,12,13,5,5,0,209,0,0,0,3,15,37,30,51,3,9,0,7,4,7,3,160,0,96,118,57,46,21,23,23,3,3,5,0,3,3,17,417,3,13,22,29,0,3,0,0,0,0,0,0,0,0,3,76,0,0,0,7,3,10,17,3,0,3,4,4,0,0,3,58,0,9,3,48,37,62,272,759,60,61,85,72,94,57,48,1664,0,7,3,0,3,7,31,25,0,0,4,10,3,3,8,111,0,0,0,0,0,8,8,10,3,10,4,5,3,0,5,55,0,0,0,0,0,0,4,8,0,3,0,4,0,0,0,23,0,8,23,35,20,28,22,28,Cardinia (S)
21610,0,3,5,17,23,20,67,44,11,5,4,3,3,6,8,237,0,0,95,23,235,441,966,1365,154,193,185,163,183,113,152,4263,0,8,92,502,66,144,364,23,3,4,0,0,4,0,27,1243,0,25,57,117,44,212,269,217,22,42,61,25,25,9,42,1177,0,0,9,17,133,583,605,336,35,47,45,25,29,8,45,1913,3,213,272,125,116,63,95,51,3,4,5,7,6,0,35,1010,0,39,215,332,49,45,20,17,3,13,13,9,4,0,32,800,0,0,5,18,68,125,99,74,8,15,8,7,13,10,9,461,0,23,12,454,332,1323,4097,7309,710,724,707,700,604,445,462,17906,0,5,4,27,68,100,285,198,28,26,22,20,29,12,20,843,0,0,3,4,6,45,137,159,91,100,216,42,37,17,14,878,0,0,0,11,12,93,170,214,33,8,32,25,35,11,4,655,4,10,51,147,76,83,27,52,Casey (C)
21670,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,8,0,3,0,3,0,0,0,19,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,10,0,14,10,10,4,0,0,0,0,0,0,0,0,0,0,43,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,0,0,0,8,0,0,4,41,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,Central Goldfields (S)
21750,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,4,3,15,26,3,3,0,3,6,6,3,62,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,0,24,17,6,3,3,0,0,0,4,4,0,0,0,0,63,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,22,7,0,9,0,3,0,4,52,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,3,Colac-Otway (S)
21830,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,7,3,4,3,3,3,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,4,0,0,0,0,Corangamite (S)
21890,0,0,3,28,28,33,58,43,16,17,14,17,18,7,11,300,0,3,4,12,61,728,975,1188,181,235,314,377,338,217,170,4816,0,8,77,169,17,26,34,4,4,0,0,0,3,0,14,369,0,25,76,79,16,63,24,18,7,5,10,10,13,11,16,361,0,0,3,8,30,78,27,16,9,4,0,0,3,3,3,190,0,67,34,50,38,36,68,56,7,8,9,9,14,4,22,430,7,275,1948,1520,165,91,37,23,28,70,52,40,33,7,183,4477,0,0,0,12,40,78,55,43,11,17,15,21,11,9,10,324,0,5,12,67,55,131,388,1616,164,209,352,532,505,380,130,4550,0,0,0,8,20,39,93,52,6,19,17,17,14,9,9,302,0,0,0,0,10,25,44,101,70,75,165,35,30,25,5,581,0,0,0,0,4,39,76,61,20,22,44,22,23,7,7,326,0,10,14,33,39,83,68,97,Darebin (C)
22110,0,0,0,3,8,10,10,9,0,0,3,0,4,0,3,49,0,0,0,0,3,3,15,25,8,7,3,3,4,3,4,76,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,3,0,0,0,4,0,0,3,0,0,0,3,21,0,0,0,0,12,3,6,7,0,0,0,0,0,0,3,29,0,98,76,32,22,14,9,5,0,0,0,0,3,0,4,282,0,5,10,18,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,4,6,7,0,3,0,0,0,0,0,0,3,15,3,7,4,6,3,3,20,48,3,9,8,7,7,0,14,136,0,4,0,0,4,0,3,10,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,7,13,21,4,4,5,3,East Gippsland (S)
22170,0,0,11,23,20,24,40,20,3,3,15,15,0,3,5,185,3,6,7,5,21,54,204,250,43,44,55,55,63,44,29,886,0,3,37,91,18,51,64,10,0,3,4,0,0,0,8,283,0,17,33,38,5,3,28,10,7,0,3,0,8,0,6,159,0,0,3,0,18,61,123,37,8,8,3,3,4,12,6,284,4,168,178,109,83,57,74,49,9,4,3,11,6,3,21,778,0,37,159,140,18,23,16,7,3,16,9,19,6,0,21,464,0,0,3,8,23,25,18,15,0,3,14,11,11,12,5,154,0,11,15,110,63,115,290,686,80,65,60,71,52,39,54,1717,0,3,4,8,9,19,45,18,5,10,6,4,7,0,12,160,0,0,0,3,3,3,19,8,7,7,12,5,8,0,0,68,0,0,0,0,3,6,3,3,0,4,0,0,0,0,0,28,3,17,41,101,58,87,30,40,Frankston (C)
22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,3,7,3,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Gannawarra (S)
22830,0,0,5,10,5,9,4,8,0,3,3,3,0,0,0,49,0,0,0,3,3,15,19,53,11,4,7,16,9,6,8,150,0,0,12,16,3,0,3,0,0,0,0,0,0,0,0,30,0,0,3,0,0,3,11,5,0,0,0,0,0,0,0,30,0,0,0,3,3,6,12,11,3,3,0,0,3,0,0,43,0,38,25,9,11,3,9,3,0,3,3,4,4,7,4,120,0,39,68,17,5,6,0,0,0,6,0,0,0,0,14,163,0,0,0,3,3,3,5,8,0,0,3,4,5,0,6,41,0,5,0,7,8,43,138,604,62,52,60,82,69,43,39,1208,0,3,6,0,0,0,5,6,0,3,3,4,4,3,3,34,0,0,0,0,0,0,12,27,4,3,38,13,0,15,0,121,0,0,0,0,0,51,225,81,17,23,23,23,17,8,15,466,0,6,3,20,3,6,8,9,Greater Shepparton (C)
22910,0,0,0,7,13,5,6,0,0,0,0,0,0,3,0,34,0,0,5,0,0,0,5,0,0,0,6,0,0,0,0,22,0,0,3,19,0,3,0,0,0,0,0,0,0,0,0,35,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,30,6,9,7,0,8,0,0,0,0,0,0,3,102,0,5,12,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,6,0,3,3,8,4,0,0,16,0,0,0,0,3,0,3,49,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,3,7,3,3,Hepburn (S)
22980,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,7,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hindmarsh (S)
23110,0,0,3,6,20,25,27,31,8,9,6,6,3,3,0,154,0,0,4,6,19,134,281,279,52,61,39,55,53,44,38,1056,0,12,151,222,20,36,39,4,0,3,0,3,9,0,23,517,0,7,36,32,17,11,18,8,3,0,0,0,10,3,9,160,0,0,0,3,17,34,22,22,3,0,3,3,3,0,0,122,0,173,71,33,18,17,41,55,8,14,14,10,3,6,17,479,3,98,471,348,34,16,11,5,5,10,8,4,0,0,43,1066,0,0,3,4,15,41,56,13,0,4,0,3,4,0,0,151,3,0,8,67,42,80,266,916,91,107,186,310,261,154,70,2566,0,0,0,3,8,28,89,54,22,9,16,16,7,9,11,266,0,0,0,0,9,10,15,29,14,35,45,9,9,5,6,179,0,0,0,0,3,14,26,10,3,0,0,0,0,0,0,61,0,12,38,60,27,39,58,89,Hobsons Bay (C)
23190,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,7,0,0,0,3,0,0,5,10,0,0,0,0,3,3,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,12,9,0,3,0,0,3,0,0,0,0,0,0,0,32,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,57,12,8,8,4,4,3,11,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,Horsham (RC)
23270,0,0,7,20,15,17,41,23,7,4,12,3,7,3,0,157,0,0,24,6,14,126,189,211,39,28,37,40,30,8,44,798,0,4,116,393,33,70,42,9,0,0,3,0,0,0,20,688,0,48,141,203,42,120,126,72,13,36,25,30,20,15,22,909,0,0,3,12,67,264,210,182,21,23,18,18,40,3,31,895,0,191,108,56,32,48,33,37,5,6,3,3,3,8,13,555,0,88,369,368,80,38,44,16,10,19,9,9,0,7,44,1104,0,0,3,3,17,39,43,15,3,0,7,8,7,3,3,148,0,13,17,246,127,350,1416,3672,348,360,439,547,455,343,279,8611,0,0,0,10,11,26,101,49,6,9,11,9,6,4,6,247,0,0,0,15,46,80,84,118,66,70,272,22,11,14,56,850,0,0,0,16,164,1258,3202,2387,630,376,1002,571,373,432,229,10642,0,8,37,49,30,49,31,30,Hume (C)
23350,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,28,30,10,3,11,8,5,0,0,0,0,0,0,14,113,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,0,0,Indigo (S)
23430,3,5,10,26,28,38,53,45,6,19,3,9,11,3,6,270,3,7,28,30,63,469,763,1031,200,187,225,268,416,205,221,4107,0,7,75,184,16,24,33,3,8,0,3,3,0,0,5,360,0,38,103,114,37,68,19,11,8,6,8,0,0,4,9,429,3,0,0,14,43,125,85,25,6,6,3,9,5,8,12,342,0,164,138,87,65,64,86,65,13,14,0,5,14,9,20,747,3,120,1027,1126,151,72,33,18,29,78,46,45,33,14,90,2882,0,4,3,28,59,92,88,36,4,5,12,19,11,3,3,370,0,14,15,353,226,598,856,1440,115,171,265,391,275,228,164,5103,0,6,8,15,27,31,104,34,3,12,24,7,15,11,5,305,0,0,0,0,14,17,16,36,16,28,29,13,19,3,0,185,0,0,0,4,7,21,30,15,3,8,3,0,6,0,3,93,3,16,41,102,41,84,97,98,Kingston (C) (Vic.)
23670,0,3,10,18,22,23,39,17,5,3,4,3,3,3,9,159,0,9,11,33,118,587,1443,1926,314,309,331,373,273,122,216,6078,0,0,54,107,10,18,13,0,0,0,0,0,0,0,10,225,0,19,69,114,40,129,71,41,5,12,20,0,13,3,5,546,0,0,4,3,25,90,73,21,0,8,0,6,4,3,3,246,3,259,368,146,91,33,56,37,13,7,5,7,7,11,66,1105,0,47,223,241,31,14,11,10,3,9,5,0,5,3,15,614,0,3,8,37,140,446,344,176,18,19,21,35,31,5,25,1315,0,18,28,213,170,519,1041,1141,149,149,91,112,120,76,87,3916,0,10,10,35,32,86,223,105,12,14,7,11,10,4,12,576,0,0,0,6,25,64,124,147,41,51,52,18,16,11,12,580,0,0,0,3,4,11,26,43,19,4,5,0,0,5,3,134,4,19,47,99,71,72,28,7,Knox (C)
23810,0,0,6,11,5,3,13,18,0,0,4,0,0,8,0,74,0,3,4,0,0,20,55,62,9,14,10,26,42,7,16,270,0,3,15,43,3,5,0,0,0,0,0,0,0,0,0,70,0,0,11,3,3,0,4,9,4,0,0,0,0,4,0,31,0,0,0,0,7,15,4,6,0,0,0,0,0,0,0,40,5,245,99,29,21,9,9,0,0,4,0,0,3,0,15,434,3,13,38,30,6,0,0,0,0,0,0,0,0,0,9,101,0,0,3,0,5,4,8,7,0,0,0,3,0,3,0,34,0,3,3,8,7,4,40,149,12,17,18,15,20,9,7,309,0,4,0,4,3,9,3,3,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,7,0,4,3,4,3,3,3,26,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,17,25,18,16,16,3,7,Latrobe (C) (Vic.)
