LGA_MAIN11,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot,LGA_NAME11
57000,8,3,11,5,0,5,3,3,6,0,6,6,12,4,16,16,7,23,18,0,18,4,9,13,8,3,11,20,5,25,11,0,11,9,5,14,5,0,5,4,0,4,6,0,6,14,0,14,5,0,5,148,45,193,Perenjori (S)
57080,71,183,254,25,72,97,15,157,172,22,243,265,90,177,267,110,209,319,143,216,359,150,318,468,158,312,470,349,492,841,360,92,452,513,926,1439,359,60,419,202,30,232,416,73,489,363,146,509,29,80,109,3375,3786,7161,Perth (C)
57140,3,0,3,6,0,6,3,13,16,12,47,59,48,16,64,43,15,58,28,10,38,25,7,32,23,0,23,36,9,45,28,0,28,10,4,14,6,0,6,0,0,0,3,0,3,39,0,39,14,3,17,327,124,451,Pingelly (S)
57210,25,12,37,20,11,31,15,62,77,32,112,144,165,76,241,148,57,205,125,27,152,118,23,141,122,28,150,147,17,164,115,0,115,62,10,72,37,3,40,13,0,13,16,0,16,156,3,159,27,19,46,1343,460,1803,Plantagenet (S)
57280,16,20,36,9,10,19,9,32,41,21,45,66,43,25,68,48,24,72,36,33,69,56,53,109,66,66,132,161,146,307,167,10,177,498,287,785,358,15,373,287,18,305,554,54,608,357,52,409,84,57,141,2770,947,3717,Port Hedland (T)
57350,3,3,6,3,11,14,6,13,19,7,29,36,42,9,51,34,18,52,17,14,31,26,7,33,19,10,29,28,3,31,19,4,23,11,7,18,9,0,9,3,0,3,9,0,9,39,0,39,13,4,17,288,132,420,Quairading (S)
57420,9,11,20,10,3,13,3,15,18,6,32,38,36,24,60,30,13,43,40,21,61,24,14,38,33,11,44,68,18,86,35,4,39,77,25,102,36,0,36,10,0,10,16,0,16,59,0,59,13,21,34,505,212,717,Ravensthorpe (S)
57490,199,173,372,213,207,420,165,607,772,342,1650,1992,2000,1096,3096,1839,729,2568,1651,633,2284,1739,730,2469,1884,558,2442,3687,694,4381,2989,130,3119,2972,473,3445,1860,36,1896,810,30,840,952,30,982,3973,270,4243,460,378,838,27735,8424,36159,Rockingham (C)
57560,22,19,41,20,15,35,17,21,38,25,35,60,64,29,93,49,37,86,57,40,97,57,104,161,99,102,201,247,189,436,264,20,284,825,338,1163,592,34,626,338,19,357,880,77,957,487,60,547,67,36,103,4110,1175,5285,Roebourne (S)
61210,15,14,29,27,17,44,17,84,101,43,201,244,258,122,380,245,110,355,202,74,276,231,58,289,221,34,255,315,37,352,160,6,166,85,10,95,50,0,50,13,0,13,27,0,27,202,9,211,42,41,83,2153,817,2970,Circular Head (M)
61410,55,78,133,105,120,225,88,434,522,192,1243,1435,1186,888,2074,1293,679,1972,1225,499,1724,1314,451,1765,1191,313,1504,1908,339,2247,1717,43,1760,993,136,1129,782,9,791,267,3,270,365,3,368,1373,94,1467,214,244,458,14268,5576,19844,Clarence (C)
61510,14,22,36,32,28,60,19,128,147,65,297,362,362,154,516,311,97,408,255,75,330,310,39,349,226,32,258,347,32,379,234,3,237,94,7,101,66,0,66,18,0,18,17,3,20,257,13,270,57,59,116,2684,989,3673,Derwent Valley (M)
61610,40,40,80,88,92,180,67,328,395,164,877,1041,902,522,1424,792,330,1122,707,238,945,648,185,833,605,96,701,814,115,929,554,24,578,240,50,290,177,4,181,51,3,54,64,4,68,601,46,647,146,147,293,6660,3101,9761,Devonport (C)
61810,10,15,25,37,24,61,17,99,116,53,279,332,309,143,452,244,88,332,226,40,266,182,37,219,167,31,198,179,18,197,115,3,118,54,0,54,25,3,28,13,0,13,20,0,20,172,13,185,37,43,80,1860,836,2696,Dorset (M)
62010,4,3,7,7,5,12,3,13,16,6,30,36,22,17,39,27,13,40,26,16,42,24,7,31,15,4,19,25,10,35,16,3,19,6,6,12,3,0,3,3,0,3,0,0,0,24,0,24,4,4,8,215,131,346,Flinders (M)
62210,12,12,24,28,45,73,26,111,137,57,216,273,295,81,376,226,70,296,172,54,226,170,42,212,134,25,159,209,31,240,158,3,161,72,15,87,38,3,41,13,0,13,15,0,15,181,8,189,51,32,83,1857,748,2605,George Town (M)
62410,14,11,25,21,14,35,6,47,53,22,154,176,174,124,298,171,67,238,146,44,190,102,27,129,107,14,121,130,19,149,48,0,48,28,12,40,20,0,20,5,0,5,5,0,5,117,9,126,27,34,61,1143,576,1719,Glamorgan/Spring Bay (M)
57630,0,0,0,3,3,6,0,0,0,0,3,3,4,3,7,3,3,6,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,5,0,5,0,3,3,30,15,45,Sandstone (S)
57700,39,26,65,48,30,78,23,50,73,49,110,159,274,89,363,255,81,336,244,76,320,278,97,375,336,70,406,680,79,759,589,9,598,515,44,559,327,7,334,155,3,158,183,5,188,740,27,767,81,24,105,4816,827,5643,Serpentine-Jarrahdale (S)
57770,7,10,17,5,5,10,3,12,15,0,18,18,29,10,39,13,16,29,21,10,31,9,9,18,19,7,26,34,10,44,27,3,30,10,8,18,12,0,12,3,0,3,3,0,3,23,3,26,0,10,10,218,131,349,Shark Bay (S)
57840,113,219,332,82,148,230,58,312,370,100,699,799,408,709,1117,487,488,975,492,520,1012,514,554,1068,556,504,1060,938,652,1590,966,125,1091,1404,735,2139,1015,53,1068,546,40,586,1093,66,1159,1102,269,1371,105,185,290,9979,6278,16257,South Perth (C)
57910,454,563,1017,533,570,1103,285,1817,2102,567,4428,4995,3255,3124,6379,3083,2477,5560,3279,2303,5582,3130,2540,5670,3282,2045,5327,5626,2537,8163,5186,546,5732,5391,1939,7330,4109,246,4355,2051,139,2190,3508,200,3708,5323,980,6303,803,999,1802,49865,27453,77318,Stirling (C)
57980,38,149,187,37,111,148,19,226,245,35,359,394,140,335,475,161,271,432,198,258,456,213,259,472,198,235,433,346,303,649,305,56,361,614,505,1119,429,33,462,260,13,273,587,47,634,464,134,598,26,96,122,4070,3390,7460,Subiaco (C)
58050,196,205,401,247,177,424,165,563,728,344,1371,1715,1788,837,2625,1650,832,2482,1731,755,2486,2067,838,2905,2148,677,2825,4145,612,4757,3524,120,3644,2830,376,3206,1766,45,1811,747,22,769,1063,28,1091,3615,210,3825,494,351,845,28520,8019,36539,Swan (C)
58190,3,0,3,3,3,6,0,3,3,3,7,10,12,7,19,9,4,13,15,3,18,9,4,13,12,4,16,14,0,14,5,3,8,0,4,4,3,0,3,0,0,0,0,0,0,14,0,14,0,7,7,102,49,151,Tammin (S)
58260,6,0,6,4,8,12,3,4,7,4,19,23,18,8,26,12,6,18,10,12,22,20,5,25,14,6,20,27,5,32,12,0,12,7,0,7,3,0,3,3,0,3,3,0,3,17,0,17,4,7,11,167,80,247,Three Springs (S)
62810,94,174,268,104,234,338,50,577,627,127,1088,1215,612,1144,1756,720,791,1511,795,722,1517,833,730,1563,826,566,1392,1477,711,2188,1433,138,1571,1163,442,1605,1017,51,1068,407,25,432,651,8,659,1235,348,1583,112,208,320,11656,7957,19613,Hobart (C)
63010,29,30,59,55,59,114,35,173,208,83,445,528,542,244,786,523,202,725,464,127,591,462,71,533,377,57,434,539,44,583,315,4,319,170,22,192,80,4,84,31,0,31,46,0,46,402,16,418,85,76,161,4238,1574,5812,Huon Valley (M)
63210,8,16,24,38,22,60,23,58,81,45,166,211,257,63,320,204,70,274,176,33,209,151,31,182,152,15,167,191,12,203,117,0,117,73,10,83,24,0,24,10,0,10,11,0,11,189,11,200,37,31,68,1706,538,2244,Kentish (M)
63410,4,8,12,3,3,6,0,23,23,7,39,46,44,49,93,25,44,69,36,26,62,41,12,53,42,10,52,58,14,72,46,3,49,29,7,36,12,0,12,3,0,3,9,0,9,47,5,52,13,16,29,419,259,678,King Island (M)
58330,13,12,25,24,18,42,14,41,55,21,95,116,104,62,166,113,36,149,93,29,122,92,24,116,90,21,111,137,18,155,98,4,102,91,14,105,58,3,61,20,0,20,28,0,28,228,3,231,24,14,38,1248,394,1642,Toodyay (S)
63810,13,25,38,47,24,71,18,100,118,36,289,325,371,171,542,270,102,372,286,87,373,263,65,328,259,48,307,377,29,406,239,3,242,131,21,152,81,3,84,19,0,19,28,0,28,285,3,288,41,48,89,2764,1018,3782,Latrobe (M)
64010,78,157,235,167,260,427,142,977,1119,371,2004,2375,1909,1436,3345,1767,1049,2816,1506,767,2273,1676,643,2319,1458,419,1877,2152,403,2555,1531,85,1616,837,188,1025,573,26,599,211,11,222,279,7,286,1433,220,1653,272,420,692,16362,9072,25434,Launceston (C)
64210,31,46,77,56,64,120,31,226,257,71,552,623,661,358,1019,527,247,774,552,141,693,484,132,616,459,67,526,684,79,763,540,9,549,264,27,291,162,0,162,66,0,66,61,3,64,512,12,524,89,114,203,5250,2077,7327,Meander Valley (M)
64610,20,30,50,45,43,88,32,136,168,64,337,401,428,235,663,359,147,506,361,108,469,330,79,409,359,31,390,456,39,495,303,5,308,135,25,160,69,0,69,41,0,41,42,0,42,333,12,345,75,70,145,3452,1297,4749,Northern Midlands (M)
64810,25,26,51,41,34,75,30,131,161,61,381,442,425,228,653,386,187,573,361,138,499,369,111,480,350,64,414,541,55,596,341,5,346,175,19,194,105,4,109,24,0,24,39,0,39,341,21,362,56,58,114,3670,1462,5132,Sorell (M)
65010,15,4,19,29,15,44,17,69,86,41,179,220,209,80,289,189,74,263,183,43,226,191,34,225,170,18,188,176,17,193,136,3,139,49,4,53,25,0,25,11,0,11,22,0,22,162,9,171,36,44,80,1661,593,2254,Southern Midlands (M)
65210,7,5,12,19,17,36,9,40,49,12,85,97,128,38,166,112,34,146,80,24,104,55,16,71,37,7,44,54,11,65,25,0,25,11,4,15,8,0,8,3,0,3,4,0,4,64,3,67,17,22,39,645,306,951,Tasman (M)
65410,16,37,53,71,42,113,31,222,253,76,489,565,509,202,711,444,142,586,360,110,470,339,87,426,319,56,375,448,49,497,328,8,336,185,24,209,105,4,109,29,0,29,31,0,31,432,20,452,74,86,160,3797,1578,5375,Waratah/Wynyard (M)
65610,11,10,21,15,21,36,11,71,82,29,188,217,146,67,213,125,66,191,88,41,129,72,47,119,85,50,135,172,74,246,105,4,109,112,40,152,41,4,45,15,0,15,13,0,13,142,9,151,23,32,55,1205,724,1929,West Coast (M)
65810,30,43,73,70,48,118,43,196,239,89,521,610,606,350,956,597,244,841,616,195,811,533,135,668,518,101,619,853,92,945,616,11,627,415,43,458,266,5,271,106,0,106,104,3,107,596,38,634,84,93,177,6142,2118,8260,West Tamar (M)
69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58400,3,3,6,0,3,3,0,5,5,0,12,12,12,6,18,12,7,19,11,0,11,11,3,14,4,3,7,4,0,4,11,0,11,3,3,6,3,0,3,3,0,3,0,0,0,15,0,15,3,0,3,95,45,140,Trayning (S)
58470,3,3,6,0,0,0,4,0,4,0,4,4,8,4,12,5,0,5,5,5,10,0,3,3,4,0,4,4,4,8,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,5,0,5,49,23,72,Upper Gascoyne (S)
58510,99,165,264,78,129,207,48,331,379,76,795,871,412,631,1043,460,478,938,461,421,882,489,461,950,486,379,865,853,533,1386,828,141,969,904,512,1416,654,81,735,350,30,380,487,55,542,713,240,953,114,194,308,7512,5576,13088,Victoria Park (T)
70200,34,30,64,38,32,70,25,158,183,59,220,279,183,170,353,215,241,456,221,279,500,334,310,644,362,246,608,774,338,1112,874,87,961,650,204,854,495,28,523,182,18,200,331,23,354,780,153,933,159,147,306,5716,2684,8400,Alice Springs (T)
58540,3,8,11,5,3,8,0,5,5,4,23,27,27,10,37,26,11,37,23,17,40,14,12,26,23,9,32,20,5,25,18,3,21,12,0,12,4,0,4,4,0,4,5,0,5,30,3,33,10,10,20,228,119,347,Victoria Plains (S)
72200,9,21,30,14,6,20,19,83,102,28,76,104,110,60,170,89,76,165,93,70,163,128,67,195,135,62,197,281,76,357,293,17,310,194,47,241,165,9,174,51,0,51,57,3,60,307,30,337,57,54,111,2030,757,2787,Katherine (T)
72300,39,37,76,20,27,47,18,70,88,40,128,168,163,140,303,169,150,319,194,111,305,222,145,367,239,110,349,534,109,643,640,24,664,449,58,507,397,0,397,182,3,185,304,10,314,655,47,702,82,66,148,4347,1235,5582,Litchfield (M)
58570,64,133,197,67,100,167,31,337,368,57,597,654,367,461,828,305,378,683,312,379,691,355,451,806,370,432,802,729,661,1390,731,152,883,997,657,1654,811,96,907,394,63,457,872,90,962,767,386,1153,76,132,208,7305,5505,12810,Vincent (T)
58610,10,8,18,13,7,20,4,30,34,10,68,78,53,29,82,59,22,81,44,14,58,43,7,50,42,9,51,72,15,87,35,0,35,23,3,26,8,0,8,3,0,3,11,0,11,59,4,63,7,16,23,496,232,728,Wagin (S)
58680,5,0,5,8,0,8,0,3,3,0,3,3,9,3,12,5,9,14,10,0,10,12,3,15,10,0,10,21,0,21,9,0,9,8,3,11,8,3,11,0,0,0,7,0,7,24,0,24,3,0,3,139,27,166,Wandering (S)
58760,320,196,516,356,196,552,230,634,864,437,1519,1956,2410,1107,3517,2402,940,3342,2460,852,3312,2746,1040,3786,3076,719,3795,5778,763,6541,5122,159,5281,4211,515,4726,2762,68,2830,1139,27,1166,1427,36,1463,4942,300,5242,633,355,988,40451,9426,49877,Wanneroo (C)
58820,4,13,17,17,14,31,8,31,39,14,88,102,108,44,152,84,31,115,74,28,102,44,15,59,77,17,94,116,39,155,90,0,90,90,19,109,71,0,71,12,0,12,26,0,26,126,5,131,18,17,35,979,361,1340,Waroona (S)
58890,8,5,13,7,4,11,0,10,10,5,13,18,27,12,39,38,7,45,31,16,47,21,8,29,20,0,20,19,4,23,14,0,14,8,13,21,9,0,9,4,0,4,8,0,8,22,0,22,16,3,19,257,95,352,West Arthur (S)
79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59030,0,0,0,0,0,0,0,3,3,3,6,9,6,3,9,3,3,6,5,3,8,0,3,3,4,3,7,9,3,12,4,0,4,7,0,7,4,0,4,0,3,3,7,0,7,16,0,16,0,3,3,68,33,101,Westonia (S)
89399,351,569,920,495,684,1179,412,1800,2212,770,3893,4663,3056,3107,6163,3334,3002,6336,3918,2731,6649,4797,3571,8368,5243,3447,8690,10737,5354,16091,11832,1081,12913,11198,4190,15388,10676,654,11330,5260,296,5556,10474,523,10997,8686,1647,10333,737,900,1637,91976,37449,129425,Unincorporated ACT
99399,4,3,7,3,3,6,0,4,4,7,10,17,22,14,36,27,17,44,22,16,38,44,22,66,31,15,46,61,23,84,77,5,82,65,9,74,43,0,43,19,3,22,25,3,28,75,3,78,14,5,19,539,155,694,Unincorp. Other Territories
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59100,6,6,12,9,0,9,0,9,9,5,24,29,22,7,29,28,10,38,25,5,30,11,4,15,18,4,22,23,3,26,10,0,10,5,0,5,5,0,5,0,0,0,4,0,4,25,0,25,8,11,19,204,83,287,Wickepin (S)
59170,3,3,6,0,4,4,5,10,15,0,16,16,25,7,32,26,11,37,33,11,44,12,7,19,36,0,36,37,9,46,28,0,28,14,3,17,9,0,9,4,0,4,5,0,5,28,0,28,7,12,19,272,93,365,Williams (S)
59250,0,0,0,0,0,0,4,3,7,0,0,0,7,0,7,4,6,10,10,4,14,7,4,11,4,4,8,12,3,15,11,0,11,5,4,9,6,0,6,0,0,0,0,0,0,7,3,10,4,0,4,81,31,112,Wiluna (S)
59310,4,5,9,7,3,10,3,11,14,10,32,42,23,24,47,22,16,38,32,18,50,32,15,47,42,17,59,64,15,79,38,3,41,15,9,24,13,0,13,0,0,0,10,0,10,57,4,61,3,14,17,375,186,561,Wongan-Ballidu (S)
59320,3,3,6,3,3,6,0,3,3,0,8,8,13,3,16,17,6,23,7,3,10,10,3,13,9,0,9,10,3,13,7,0,7,6,3,9,4,0,4,4,0,4,4,0,4,17,0,17,5,0,5,119,38,157,Woodanilling (S)
59330,3,0,3,3,6,9,0,5,5,4,18,22,24,11,35,16,14,30,15,12,27,10,6,16,4,6,10,20,5,25,4,3,7,3,3,6,0,0,0,3,0,3,3,0,3,13,0,13,0,6,6,125,95,220,Wyalkatchem (S)
59340,10,15,25,12,15,27,16,41,57,28,44,72,77,48,125,80,52,132,76,59,135,85,90,175,96,63,159,207,86,293,189,12,201,120,61,181,131,13,144,51,4,55,87,7,94,269,39,308,44,38,82,1578,687,2265,Wyndham-East Kimberley (S)
59360,5,7,12,8,3,11,0,7,7,4,31,35,32,13,45,19,16,35,21,14,35,19,17,36,25,6,31,40,15,55,23,0,23,35,10,45,18,0,18,3,0,3,8,0,8,58,0,58,9,9,18,327,148,475,Yilgarn (S)
59370,21,13,34,6,15,21,9,40,49,16,81,97,102,52,154,104,44,148,80,28,108,60,27,87,74,17,91,116,13,129,69,4,73,58,16,74,31,0,31,14,0,14,20,0,20,146,4,150,26,23,49,952,377,1329,York (S)
59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60210,19,25,44,31,41,72,21,148,169,41,278,319,327,124,451,236,102,338,228,45,273,159,34,193,113,10,123,129,22,151,70,4,74,36,12,48,24,0,24,5,0,5,11,0,11,186,6,192,46,51,97,1682,902,2584,Break O'Day (M)
70420,11,6,17,33,11,44,17,26,43,28,29,57,103,20,123,103,36,139,51,53,104,90,50,140,59,38,97,127,53,180,112,8,120,69,19,88,53,0,53,8,3,11,15,0,15,128,11,139,110,51,161,1117,414,1531,Barkly (S)
70540,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,3,0,3,9,0,9,3,0,3,3,3,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,32,6,38,Belyuen (S)
70620,0,3,3,26,3,29,18,7,25,13,0,13,62,3,65,74,10,84,37,9,46,52,16,68,41,20,61,57,21,78,39,4,43,18,6,24,13,0,13,0,0,0,7,0,7,69,3,72,30,7,37,556,112,668,Central Desert (S)
70700,5,7,12,6,11,17,4,14,18,8,29,37,26,19,45,22,17,39,15,17,32,15,7,22,23,4,27,29,12,41,10,3,13,18,6,24,9,3,12,0,0,0,4,0,4,33,5,38,12,8,20,239,162,401,Coomalie (S)
71000,109,128,237,101,89,190,78,374,452,148,706,854,511,479,990,580,568,1148,664,647,1311,903,735,1638,1046,696,1742,2130,995,3125,2294,300,2594,1890,666,2556,1644,147,1791,780,74,854,1382,132,1514,2145,519,2664,291,295,586,16696,7550,24246,Darwin (C)
71300,5,0,5,12,3,15,12,7,19,18,3,21,75,3,78,68,11,79,88,15,103,118,25,143,107,19,126,128,34,162,127,5,132,69,18,87,54,3,57,22,3,25,30,0,30,101,0,101,13,6,19,1047,155,1202,East Arnhem (S)
72330,5,3,8,50,4,54,29,18,47,26,24,50,90,17,107,74,21,95,58,22,80,69,40,109,58,20,78,66,28,94,51,4,55,25,10,35,19,3,22,3,0,3,10,3,13,97,0,97,44,16,60,774,233,1007,MacDonnell (S)
72800,30,29,59,34,34,68,38,121,159,72,223,295,223,119,342,235,149,384,256,175,431,397,255,652,465,216,681,943,229,1172,1155,77,1232,825,131,956,583,37,620,242,8,250,310,13,323,915,103,1018,98,75,173,6821,1994,8815,Palmerston (C)
73600,5,5,10,16,10,26,16,23,39,16,7,23,78,17,95,96,25,121,84,11,95,60,21,81,79,19,98,87,31,118,66,4,70,55,11,66,22,0,22,14,0,14,7,3,10,86,8,94,56,35,91,843,230,1073,Roper Gulf (S)
74050,6,0,6,28,9,37,19,8,27,32,9,41,84,8,92,57,8,65,38,7,45,62,8,70,37,9,46,38,10,48,24,0,24,8,4,12,8,0,8,0,0,0,3,0,3,23,3,26,5,4,9,472,87,559,Tiwi Islands (S)
74500,5,5,10,49,11,60,21,21,42,41,23,64,96,16,112,83,27,110,85,26,111,96,30,126,69,24,93,122,36,158,73,6,79,37,6,43,17,3,20,9,0,9,8,0,8,71,3,74,18,34,52,900,271,1171,Victoria-Daly (S)
74560,0,5,5,0,0,0,0,4,4,0,9,9,6,4,10,4,7,11,8,3,11,10,5,15,5,7,12,15,7,22,16,0,16,6,0,6,4,0,4,7,0,7,5,0,5,16,0,16,4,3,7,106,54,160,Wagait (S)
74660,4,0,4,5,3,8,4,8,12,5,7,12,27,8,35,38,14,52,57,19,76,54,43,97,65,29,94,120,38,158,117,3,120,85,27,112,69,3,72,35,0,35,29,0,29,95,3,98,7,6,13,816,211,1027,West Arnhem (S)
