lga_name_2016,lga_code_2016,negnil_inc_be_wft,negnil_inc_be_wpt,negnil_inc_be_baw,negnil_inc_1eft_othpt,negnil_inc_1eft_othaw,negnil_inc_1eft_othnw,negnil_inc_1ept_othaw,negnil_inc_1ept_othnw,negnil_inc_1aw_othnw,negnil_inc_bnw,negnil_inc_lfsta_ns,negnil_inc_tot,i_1_149_be_wft,i_1_149_be_wpt,i_1_149_be_baw,i_1_149_1eft_othpt,i_1_149_1eft_othaw,i_1_149_1eft_othnw,i_1_149_1ept_othaw,i_1_149_1ept_othnw,i_1_149_1aw_othnw,i_1_149_bnw,i_1_149_lfsta_ns,i_1_149_tot,i_150_299_be_wft,i_150_299_be_wpt,i_150_299_be_baw,i_150_299_1eft_othpt,i_150_299_1eft_othaw,i_150_299_1eft_othnw,i_150_299_1ept_othaw,i_150_299_1ept_othnw,i_150_299_1aw_othnw,i_150_299_bnw,i_150_299_lfsta_ns,i_150_299_tot,i_300_399_be_wft,i_300_399_be_wpt,i_300_399_be_baw,i_300_399_1eft_othpt,i_300_399_1eft_othaw,i_300_399_1eft_othnw,i_300_399_1ept_othaw,i_300_399_1ept_othnw,i_300_399_1aw_othnw,i_300_399_bnw,i_300_399_lfsta_ns,i_300_399_tot,i_400_499_be_wft,i_400_499_be_wpt,i_400_499_be_baw,i_400_499_1eft_othpt,i_400_499_1eft_othaw,i_400_499_1eft_othnw,i_400_499_1ept_othaw,i_400_499_1ept_othnw,i_400_499_1aw_othnw,i_400_499_bnw,i_400_499_lfsta_ns,i_400_499_tot,i_500_649_be_wft,i_500_649_be_wpt,i_500_649_be_baw,i_500_649_1eft_othpt,i_500_649_1eft_othaw,i_500_649_1eft_othnw,i_500_649_1ept_othaw,i_500_649_1ept_othnw,i_500_649_1aw_othnw,i_500_649_bnw,i_500_649_lfsta_ns,i_500_649_tot,i_650_799_be_wft,i_650_799_be_wpt,i_650_799_be_baw,i_650_799_1eft_othpt,i_650_799_1eft_othaw,i_650_799_1eft_othnw,i_650_799_1ept_othaw,i_650_799_1ept_othnw,i_650_799_1aw_othnw,i_650_799_bnw,i_650_799_lfsta_ns,i_650_799_tot,i_800_999_be_wft,i_800_999_be_wpt,i_800_999_be_baw,i_800_999_1eft_othpt,i_800_999_1eft_othaw,i_800_999_1eft_othnw,i_800_999_1ept_othaw,i_800_999_1ept_othnw,i_800_999_1aw_othnw,i_800_999_bnw,i_800_999_lfsta_ns,i_800_999_tot,i_1000_1249_be_wft,i_1000_1249_be_wpt,i_1000_1249_be_baw,i_1000_1249_1eft_othpt,i_1000_1249_1eft_othaw,i_1000_1249_1eft_othnw,i_1000_1249_1ept_othaw,i_1000_1249_1ept_othnw,i_1000_1249_1aw_othnw,i_1000_1249_bnw,i_1000_1249_lfsta_ns,i_1000_1249_tot,i_1250_1499_be_wft,i_1250_1499_be_wpt,i_1250_1499_be_baw,i_1250_1499_1eft_othpt,i_1250_1499_1eft_othaw,i_1250_1499_1eft_othnw,i_1250_1499_1ept_othaw,i_1250_1499_1ept_othnw,i_1250_1499_1aw_othnw,i_1250_1499_bnw,i_1250_1499_lfsta_ns,i_1250_1499_tot,i_1500_1749_be_wft,i_1500_1749_be_wpt,i_1500_1749_be_baw,i_1500_1749_1eft_othpt,i_1500_1749_1eft_othaw,i_1500_1749_1eft_othnw,i_1500_1749_1ept_othaw,i_1500_1749_1ept_othnw,i_1500_1749_1aw_othnw,i_1500_1749_bnw,i_1500_1749_lfsta_ns,i_1500_1749_tot,i_1750_1999_be_wft,i_1750_1999_be_wpt,i_1750_1999_be_baw,i_1750_1999_1eft_othpt,i_1750_1999_1eft_othaw,i_1750_1999_1eft_othnw,i_1750_1999_1ept_othaw,i_1750_1999_1ept_othnw,i_1750_1999_1aw_othnw,i_1750_1999_bnw,i_1750_1999_lfsta_ns,i_1750_1999_tot,i_2000_2499_be_wft,i_2000_2499_be_wpt,i_2000_2499_be_baw,i_2000_2499_1eft_othpt,i_2000_2499_1eft_othaw,i_2000_2499_1eft_othnw,i_2000_2499_1ept_othaw,i_2000_2499_1ept_othnw,i_2000_2499_1aw_othnw,i_2000_2499_bnw,i_2000_2499_lfsta_ns,i_2000_2499_tot,i_2500_2999_be_wft,i_2500_2999_be_wpt,i_2500_2999_be_baw,i_2500_2999_1eft_othpt,i_2500_2999_1eft_othaw,i_2500_2999_1eft_othnw,i_2500_2999_1ept_othaw,i_2500_2999_1ept_othnw,i_2500_2999_1aw_othnw,i_2500_2999_bnw,i_2500_2999_lfsta_ns,i_2500_2999_tot,i_3000_3499_be_wft,i_3000_3499_be_wpt,i_3000_3499_be_baw,i_3000_3499_1eft_othpt,i_3000_3499_1eft_othaw,i_3000_3499_1eft_othnw,i_3000_3499_1ept_othaw,i_3000_3499_1ept_othnw,i_3000_3499_1aw_othnw,i_3000_3499_bnw,i_3000_3499_lfsta_ns,i_3000_3499_tot,i_3500_3999_be_wft,i_3500_3999_be_wpt,i_3500_3999_be_baw,i_3500_3999_1eft_othpt,i_3500_3999_1eft_othaw,i_3500_3999_1eft_othnw,i_3500_3999_1ept_othaw,i_3500_3999_1ept_othnw,i_3500_3999_1aw_othnw,i_3500_3999_bnw,i_3500_3999_lfsta_ns,i_3500_3999_tot,i_4000more_be_wft,i_4000more_be_wpt,i_4000more_be_baw,i_4000more_1eft_othpt,i_4000more_1eft_othaw,i_4000more_1eft_othnw,i_4000more_1ept_othaw,i_4000more_1ept_othnw
Kulin (S),54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,0,0,3,0,0,0,0,0,9,3,0,0,3,0,4,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,8,4,0,0,0,0,3,0,0,0,0,0,10,4,0,0,4,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Kwinana (C),54830,0,0,0,0,0,0,0,0,0,49,0,48,0,0,0,0,0,0,0,3,0,20,0,24,0,0,0,0,0,0,0,3,0,13,0,20,0,0,0,0,0,0,0,3,0,13,0,22,0,3,0,4,0,3,0,15,3,107,3,137,0,0,0,0,0,6,0,17,0,33,0,60,0,12,0,4,0,23,0,33,0,277,3,358,0,12,0,14,0,48,3,42,5,85,0,207,18,15,0,28,0,69,3,29,9,81,3,253,36,12,0,50,8,46,4,13,3,45,3,232,44,14,5,68,3,63,3,10,3,17,0,225,79,7,4,61,8,39,3,5,0,9,0,213,276,16,4,98,11,67,3,3,4,13,3,511,197,0,4,76,15,17,0,7,0,6,0,330,114,3,0,34,7,6,0,0,0,0,0,165,42,3,3,4,8,15,0,0,0,3,0,85,68,0,0,15,8,7,5,3
Lake Grace (S),54900,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,11,3,0,0,3,0,0,0,0,0,0,0,11,3,4,0,0,0,0,0,0,0,8,0,15,3,0,0,6,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,6,16,0,0,6,0,0,0,0,0,0,0,27,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0
Leonora (S),55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9,0,3,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0
Laverton (S),54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandurah (C),55110,3,0,0,0,0,0,0,3,12,135,3,153,3,0,0,0,0,0,0,5,0,78,0,90,0,0,0,3,0,5,0,24,6,68,0,101,0,0,0,4,0,3,0,12,0,41,0,60,3,11,0,4,0,5,0,32,10,410,3,472,0,4,0,6,0,15,0,57,15,161,4,263,5,31,0,4,0,21,3,109,9,1585,11,1788,7,25,3,13,3,70,3,104,15,596,4,846,18,61,4,65,7,102,8,106,17,661,8,1059,42,53,3,105,0,113,4,56,8,399,6,793,48,29,3,104,11,113,3,35,9,101,3,460,95,22,8,116,7,89,8,19,14,121,3,507,237,33,6,236,12,170,9,38,17,103,7,865,192,23,11,169,26,43,6,17,6,33,0,525,178,15,3,73,14,17,8,3,0,18,0,328,105,8,5,27,14,64,3,5,9,17,0,265,180,4,9,95,11,40,9,17
Manjimup (S),55180,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,5,0,4,0,8,6,3,0,0,0,0,0,5,6,40,0,62,0,4,0,0,0,4,0,8,0,13,0,33,4,7,0,8,0,4,0,13,3,125,4,168,5,8,0,7,0,10,0,14,3,48,0,92,15,14,0,16,3,14,0,11,0,29,0,101,16,15,3,23,3,18,0,6,0,25,0,112,19,3,0,22,0,9,0,0,3,0,0,58,28,7,0,28,3,10,3,3,0,8,0,84,50,4,5,37,4,11,3,3,0,13,0,134,32,4,0,20,4,3,0,0,0,3,0,64,12,0,3,9,0,3,0,0,0,0,0,34,15,0,0,0,3,3,0,0,0,4,0,28,15,4,0,4,0,0,0,0
Meekatharra (S),55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Melville (C),55320,0,3,0,0,0,0,0,7,0,155,0,166,0,3,0,0,0,0,0,10,0,80,0,98,0,0,0,0,0,0,0,16,0,57,0,76,0,0,0,0,0,0,0,9,0,29,0,34,3,5,0,0,0,5,0,41,0,256,7,321,0,5,0,0,0,10,8,53,0,104,0,186,0,32,0,3,0,22,0,82,5,694,8,845,6,32,0,12,0,40,6,101,6,436,0,641,10,64,0,55,3,82,3,108,19,605,3,964,27,43,4,88,4,95,3,83,9,399,0,754,40,37,3,95,7,99,5,67,10,139,0,488,73,37,0,95,4,78,0,50,13,160,4,510,284,54,3,200,20,180,10,79,14,190,3,1040,324,51,0,195,13,75,10,53,3,75,0,805,310,29,3,133,13,30,13,25,7,61,0,620,212,9,0,46,13,102,4,16,3,40,0,441,517,54,7,235,23,163,8,62
Mukinbudin (S),55950,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,11,3,0,0,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman (M),65210,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,0,34,0,0,0,3,0,0,0,3,0,11,0,17,3,4,0,5,0,3,0,3,0,62,3,82,0,3,0,3,0,8,0,11,3,22,0,48,3,3,0,4,0,0,0,5,0,14,0,33,3,3,0,9,0,3,0,3,0,6,0,36,3,3,0,6,0,3,0,0,0,4,0,18,3,0,0,3,0,0,0,4,0,3,0,16,5,3,0,9,0,0,0,0,3,0,0,23,4,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Menzies (S),55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merredin (S),55460,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,6,0,30,0,41,0,0,0,3,0,3,0,8,0,12,0,28,0,0,0,4,0,13,0,4,4,3,0,32,7,0,0,5,0,3,0,0,0,8,0,33,0,0,0,9,0,0,3,3,0,0,0,16,7,3,4,10,0,3,0,0,0,0,0,31,24,3,3,10,0,6,0,0,0,5,0,51,12,0,0,11,0,3,0,0,0,0,0,28,10,0,3,11,0,0,0,0,0,0,0,25,9,0,0,3,0,0,0,0,0,0,0,10,18,0,0,3,4,0,0,0
Ngaanyatjarraku (S),56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Mingenew (S),55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Mundaring (S),56090,0,0,0,0,0,3,0,0,0,43,0,50,0,0,0,0,0,0,0,7,0,16,0,22,0,3,0,0,0,0,0,6,0,23,0,33,0,0,0,0,0,0,0,3,0,10,0,13,3,3,0,0,0,3,0,14,0,141,0,160,0,9,0,4,0,10,0,28,4,67,0,113,3,16,0,11,0,18,5,38,4,398,0,484,9,8,0,17,0,31,0,34,3,186,3,294,6,28,3,28,0,53,3,60,5,197,3,393,17,24,0,48,5,53,4,45,0,124,0,321,24,13,3,44,6,46,0,23,7,36,0,208,32,15,0,55,6,44,4,20,7,24,0,211,174,23,0,133,13,73,5,21,9,47,0,515,152,18,4,98,9,27,0,18,3,23,0,360,98,12,4,41,3,6,3,4,0,14,0,198,76,3,0,15,5,29,0,3,3,7,0,140,118,15,5,69,10,33,0,12
Northam (S),56730,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,6,0,3,0,5,3,0,0,0,0,0,0,0,0,54,0,58,0,0,0,0,0,3,0,8,3,15,0,34,0,8,0,3,0,12,0,15,0,169,3,208,5,5,0,4,0,14,0,9,3,42,0,83,6,8,0,7,0,19,0,19,3,34,0,97,15,7,0,9,0,10,0,10,6,27,0,93,7,3,0,17,0,13,0,0,5,4,0,48,10,13,0,22,0,18,0,3,0,4,0,70,39,3,5,28,9,19,4,0,3,11,0,115,47,3,3,22,3,7,0,3,0,3,0,90,35,0,0,16,0,3,0,0,0,0,0,57,11,0,4,8,0,4,0,0,3,0,0,38,20,0,0,7,0,0,0,0
Northampton (S),56790,0,0,0,0,0,0,0,0,0,9,0,17,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28,3,35,0,0,0,0,0,0,0,3,0,10,0,18,0,3,0,8,0,0,0,7,0,65,3,85,3,3,0,0,0,3,0,4,3,16,0,34,4,4,0,6,0,9,0,5,0,11,0,37,8,3,0,13,3,4,3,0,0,12,0,44,0,4,0,5,0,0,0,0,0,3,0,19,0,3,0,8,0,3,0,0,0,5,0,17,14,3,0,11,0,0,4,0,0,7,0,50,4,3,0,8,0,3,0,3,0,3,0,27,4,0,0,3,0,0,0,0,0,0,0,11,4,0,0,0,0,4,0,0,0,4,0,7,4,0,0,3,0,6,0,0
Waratah/Wynyard (M),65410,3,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,9,0,16,0,3,0,0,0,3,0,10,0,6,0,21,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,10,0,73,0,93,0,6,0,3,0,3,0,18,3,29,0,71,0,9,0,0,0,16,0,20,3,326,3,376,5,11,0,8,0,28,0,19,3,98,0,179,8,21,4,29,5,18,0,15,4,82,0,180,18,15,0,59,3,17,3,10,0,47,0,174,15,0,0,19,6,26,0,8,0,12,0,89,22,4,0,30,0,9,0,5,0,12,0,81,48,14,3,40,6,22,4,6,3,16,0,153,45,3,3,26,6,3,0,0,0,0,0,90,17,0,0,8,0,4,0,0,0,5,0,39,7,0,0,0,0,0,0,0,0,0,0,11,14,0,0,7,0,0,0,6
Moora (S),55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,3,0,0,0,3,0,6,0,3,0,0,0,0,0,7,0,15,0,27,0,0,0,3,0,0,0,0,0,3,0,8,0,0,0,5,0,3,0,0,0,4,0,19,3,5,0,3,0,3,0,3,0,8,0,22,4,0,0,3,0,0,0,0,0,0,0,12,14,3,0,4,0,5,0,0,0,0,0,33,21,3,3,6,0,3,0,0,0,3,0,36,11,0,0,7,0,0,0,0,0,0,0,21,3,0,0,3,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,8,9,0,0,3,0,0,0,0
Subiaco (C),57980,0,0,0,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,3,0,7,0,9,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,6,0,25,4,32,0,0,0,0,0,3,0,10,0,9,0,30,0,6,0,0,0,3,0,10,0,64,0,87,0,6,0,3,0,7,0,23,0,34,0,78,0,15,0,12,0,15,0,23,3,78,0,149,4,9,0,17,0,21,0,19,3,44,0,126,5,5,3,17,0,22,0,13,0,28,0,97,17,11,0,21,0,16,0,13,0,39,0,116,67,11,0,48,5,38,4,18,0,33,0,241,99,16,0,32,3,19,0,8,0,27,0,198,72,9,3,26,3,8,0,3,3,14,0,143,61,3,0,7,0,48,0,6,0,9,0,142,190,18,5,71,9,47,0,18
Swan (C),58050,6,0,0,0,0,7,4,8,0,168,3,191,3,0,0,0,0,3,0,7,0,55,0,77,0,7,0,4,0,0,0,15,3,40,0,67,0,0,0,0,0,6,0,16,0,22,0,35,0,16,0,4,0,4,3,33,3,354,9,426,3,9,3,3,0,30,0,71,0,121,3,241,8,33,0,13,0,51,0,104,15,954,19,1198,9,51,0,31,4,139,3,115,10,320,12,687,50,82,6,93,0,189,4,107,19,313,7,869,135,70,5,214,16,186,10,70,8,218,4,946,140,38,3,216,11,178,12,35,15,61,0,706,253,42,6,213,18,138,10,28,12,57,6,779,874,59,25,401,55,221,17,38,20,74,0,1780,660,22,16,230,22,59,12,14,7,23,0,1053,417,18,9,122,20,31,9,9,0,8,0,641,265,5,3,38,13,50,3,9,4,7,3,398,266,9,5,112,23,57,0,9
Morawa (S),55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Mount Magnet (S),55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nungarin (S),56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Marshall (S),55880,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammin (S),58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
