LGA_MAIN11,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total,LGA_NAME11
54620,188,74,161,154,155,117,60,25,8,942,0,0,3,3,3,0,0,0,0,9,0,0,0,3,3,3,3,0,0,12,0,0,0,3,3,0,0,0,0,6,0,0,3,3,0,0,3,0,0,9,0,0,3,0,0,0,3,0,0,6,5,22,61,41,41,17,5,0,4,196,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,67,53,50,23,14,0,4,238,5,22,70,56,53,23,14,0,4,247,193,96,231,210,208,140,74,25,12,1189,Kondinin (S)
54690,102,24,51,43,54,60,41,23,3,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,3,0,0,0,18,0,4,4,3,4,3,0,0,0,18,102,28,55,46,58,63,41,23,3,419,Koorda (S)
54340,993,446,446,532,547,438,297,162,60,3921,3,0,0,0,0,0,3,3,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,3,0,3,0,0,0,0,6,27,33,27,21,26,24,9,3,0,170,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,33,21,32,27,9,3,0,188,30,36,33,21,32,27,12,6,0,197,1023,482,479,553,579,465,309,168,60,4118,Katanning (S)
54760,186,22,94,119,105,120,54,34,14,748,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,6,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,3,3,6,6,0,0,34,11,7,3,3,3,6,6,0,0,39,197,29,97,122,108,126,60,34,14,787,Kulin (S)
54830,6527,3868,4895,4199,3277,2469,1567,808,242,27852,6,4,12,6,0,3,0,0,0,31,0,3,0,0,5,11,5,0,0,24,3,7,6,0,3,8,0,0,0,27,0,6,4,4,4,3,4,0,0,25,0,0,0,0,5,3,0,0,0,8,135,158,142,98,62,41,6,19,12,673,4,4,0,0,0,5,0,0,0,13,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,178,152,102,79,71,19,19,12,774,148,182,164,108,79,74,19,19,12,805,6675,4050,5059,4307,3356,2543,1586,827,254,28657,Kwinana (T)
54900,282,81,164,191,219,154,73,43,13,1220,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,7,21,5,3,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,7,25,5,3,3,0,64,4,14,3,10,25,5,3,3,0,67,286,95,167,201,244,159,76,46,13,1287,Lake Grace (S)
55390,71,42,46,38,51,44,17,8,0,317,3,0,3,3,0,0,0,0,0,9,0,0,0,3,0,3,8,0,0,14,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,3,0,0,12,0,0,3,4,0,3,3,0,0,13,4,25,26,20,26,14,12,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,29,27,29,26,26,0,0,169,7,28,32,30,29,26,26,0,0,178,78,70,78,68,80,70,43,8,0,495,Menzies (S)
56730,2175,1110,992,1254,1375,1379,830,490,168,9773,4,6,3,3,3,3,3,0,0,25,0,0,3,3,3,3,3,0,0,15,0,0,0,0,0,3,8,0,0,11,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,5,0,0,0,5,34,93,52,45,47,37,21,17,4,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,93,58,51,53,48,32,17,4,390,38,99,61,54,56,51,35,17,4,415,2213,1209,1053,1308,1431,1430,865,507,172,10188,Northam (S)
61410,9447,5620,5465,6596,7134,6517,4247,2669,1155,48850,17,22,7,8,16,5,9,7,4,95,8,13,3,6,15,19,5,3,4,76,10,13,21,15,20,24,14,4,3,124,17,8,12,10,13,18,10,0,0,88,0,0,4,3,3,12,10,3,0,35,9,3,6,9,6,10,3,0,0,46,167,319,216,136,105,99,58,36,16,1152,0,3,0,3,0,3,0,0,0,9,0,3,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,211,362,265,187,162,185,100,46,23,1541,228,384,272,195,178,190,109,53,27,1636,9675,6004,5737,6791,7312,6707,4356,2722,1182,50486,Clarence (C)
61510,1910,1077,957,1291,1464,1262,788,409,127,9285,6,5,4,4,4,3,3,4,0,33,7,0,4,0,4,0,0,0,0,15,0,0,0,0,4,7,0,0,0,11,3,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,32,57,34,26,25,20,9,5,3,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,57,41,29,39,31,9,5,3,256,48,62,45,33,43,34,12,9,3,289,1958,1139,1002,1324,1507,1296,800,418,130,9574,Derwent Valley (M)
54970,152,167,211,234,202,127,45,13,0,1151,0,0,3,0,3,5,0,3,0,14,0,3,3,7,5,9,0,0,0,27,0,7,6,3,6,5,6,0,0,33,0,0,4,7,0,6,5,0,0,22,0,0,0,6,0,3,3,0,0,12,9,78,228,169,184,109,26,3,0,806,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,88,241,192,195,135,43,3,0,906,9,88,244,192,198,140,43,6,0,920,161,255,455,426,400,267,88,19,0,2071,Laverton (S)
55460,676,415,348,421,413,349,215,143,36,3016,4,3,4,0,3,0,3,0,0,17,0,0,3,0,3,4,3,0,0,13,0,0,0,0,0,3,5,4,0,12,0,0,0,0,3,4,3,0,0,10,0,0,3,0,0,0,4,0,0,7,19,32,24,16,21,31,10,6,0,159,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,30,20,27,42,25,10,0,205,23,35,34,20,30,42,28,10,0,222,699,450,382,441,443,391,243,153,36,3238,Merredin (S)
57560,4490,2643,4557,4313,3314,1638,322,61,14,21352,13,11,20,24,16,10,0,0,0,94,6,48,123,138,215,170,48,6,0,754,5,26,108,93,155,125,66,12,0,590,5,61,236,214,282,203,56,9,0,1066,0,30,47,73,53,73,34,5,0,315,106,458,1161,992,1242,869,349,70,5,5252,3,4,13,21,27,12,11,0,0,91,0,0,15,21,25,15,0,0,0,76,0,0,3,5,0,7,4,0,0,19,0,0,0,0,0,0,0,0,0,0,125,627,1706,1557,1999,1474,568,102,5,8163,138,638,1726,1581,2015,1484,568,102,5,8257,4628,3281,6283,5894,5329,3122,890,163,19,29609,Roebourne (S)
60410,3874,1880,1969,2118,1900,1692,869,342,121,14765,7,17,10,7,3,6,3,0,0,53,0,4,5,0,0,0,0,0,0,9,0,5,4,4,3,3,0,0,0,19,3,3,0,3,0,5,4,0,0,18,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,74,110,84,58,35,34,13,6,4,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,122,93,69,38,42,17,6,4,468,84,139,103,76,41,48,20,6,4,521,3958,2019,2072,2194,1941,1740,889,348,125,15286,Brighton (M)
55040,388,330,617,429,378,190,46,12,7,2397,4,5,0,0,4,0,0,0,0,13,0,5,0,8,3,12,7,0,0,35,0,7,26,11,10,14,6,0,0,74,0,0,8,11,8,8,0,0,0,35,0,0,13,3,3,11,9,0,0,39,11,210,503,408,356,150,35,4,0,1677,0,3,4,13,9,9,3,0,0,41,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,225,561,454,389,210,60,4,0,1914,15,230,561,454,393,210,60,4,0,1927,403,560,1178,883,771,400,106,16,7,4324,Leonora (S)
55110,12805,7858,6626,7911,8324,8084,6936,4443,1472,64459,3,14,8,10,10,8,4,4,0,61,8,5,7,12,25,17,20,5,0,99,13,3,12,17,14,20,28,0,0,107,9,5,9,10,12,22,4,0,0,71,3,0,3,0,4,11,8,3,0,32,303,456,297,221,200,237,131,107,47,1999,0,6,3,3,4,9,3,4,0,32,0,0,3,6,3,3,3,0,0,18,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,336,478,334,269,262,319,200,119,47,2364,339,492,342,279,272,327,204,123,47,2425,13144,8350,6968,8190,8596,8411,7140,4566,1519,66884,Mandurah (C)
55180,1911,871,751,1132,1351,1152,733,410,147,8458,9,0,3,3,3,3,0,5,0,26,0,0,0,4,6,7,9,0,0,26,0,0,0,4,3,8,14,4,0,33,0,0,0,5,8,9,10,0,0,32,0,0,0,0,5,4,12,0,0,21,71,68,62,42,51,78,42,22,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,71,68,65,55,73,109,87,26,0,554,80,68,68,58,76,112,87,31,0,580,1991,939,819,1190,1427,1264,820,441,147,9038,Manjimup (S)
55250,234,154,266,184,208,151,56,12,9,1274,4,3,4,0,9,3,3,3,0,29,3,0,6,3,3,5,6,0,0,26,0,0,4,4,0,3,5,0,0,16,3,0,3,3,3,3,0,0,0,15,0,5,0,0,5,5,5,0,0,20,5,66,152,130,140,111,33,9,0,646,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,11,71,165,140,151,133,52,9,0,732,15,74,169,140,160,136,55,12,0,761,249,228,435,324,368,287,111,24,9,2035,Meekatharra (S)
55320,15838,13708,9900,11920,13416,11807,6944,5272,2446,91251,21,30,12,13,9,4,3,7,4,103,7,4,12,7,14,19,16,6,0,85,11,7,16,10,10,11,9,3,5,82,3,10,9,11,8,17,6,0,0,64,3,4,5,5,0,10,8,11,0,46,329,493,394,224,205,207,171,134,66,2223,0,4,0,3,0,5,7,3,0,22,0,0,4,0,3,4,0,0,0,11,0,3,3,3,0,4,3,0,0,16,3,0,3,0,0,0,0,0,0,6,356,525,446,263,240,277,220,157,71,2555,377,555,458,276,249,281,223,164,75,2658,16215,14263,10358,12196,13665,12088,7167,5436,2521,93909,Melville (C)
58050,23975,14775,14100,16153,14571,10427,5825,2930,961,103717,17,24,19,21,18,7,6,0,9,121,0,11,9,12,27,32,12,4,0,107,9,4,23,17,16,39,14,6,0,128,10,11,13,12,19,20,15,0,0,100,0,10,29,12,16,22,19,7,0,115,329,593,465,344,299,235,168,109,48,2590,5,3,0,4,8,8,3,3,0,34,5,7,4,3,0,0,3,0,0,22,0,0,0,3,5,6,0,0,0,14,3,0,0,0,3,0,0,0,0,6,361,639,543,407,393,362,234,129,48,3116,378,663,562,428,411,369,240,129,57,3237,24353,15438,14662,16581,14982,10796,6065,3059,1018,106954,Swan (C)
55530,115,32,49,66,59,63,36,19,3,442,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,4,7,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,4,10,6,3,0,43,3,12,8,3,4,10,6,3,0,49,118,44,57,69,63,73,42,22,3,491,Mingenew (S)
55810,116,73,89,105,95,59,42,11,0,590,3,0,0,0,3,3,0,0,0,9,0,0,5,0,9,5,0,0,0,19,0,0,3,0,4,5,5,0,0,17,0,0,3,0,6,0,5,0,0,14,0,0,3,5,0,0,7,0,0,15,3,27,41,50,72,41,11,4,0,249,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,55,55,91,54,31,4,0,320,6,27,55,55,94,57,31,4,0,329,122,100,144,160,189,116,73,15,0,919,Mount Magnet (S)
55880,104,27,58,79,73,59,29,13,3,445,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,0,7,3,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,10,5,0,0,28,0,6,0,0,7,10,5,4,0,32,104,33,58,79,80,69,34,17,3,477,Mount Marshall (S)
55600,532,257,271,323,341,277,162,79,40,2282,0,3,0,5,0,3,3,0,3,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,13,26,12,3,18,14,3,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,12,3,18,14,6,3,3,102,13,33,12,8,18,17,9,3,6,119,545,290,283,331,359,294,171,82,46,2401,Moora (S)
56300,193,90,92,142,178,248,153,46,13,1155,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,22,10,12,8,9,13,7,3,0,84,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,10,15,11,9,19,19,3,0,108,22,10,15,11,12,19,19,3,0,111,215,100,107,153,190,267,172,49,13,1266,Nannup (S)
58190,100,27,35,45,73,37,30,19,5,371,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,14,3,0,4,0,4,6,0,3,0,20,103,27,39,45,77,43,30,22,5,391,Tammin (S)
58260,147,35,74,78,85,90,40,31,14,594,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,12,9,4,3,0,55,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,12,12,4,3,0,58,0,8,4,15,12,12,7,3,0,61,147,43,78,93,97,102,47,34,14,655,Three Springs (S)
55670,217,115,70,112,121,76,59,44,11,825,0,3,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,21,22,16,22,15,4,3,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,22,16,29,21,4,3,0,122,6,24,25,16,29,21,4,3,0,128,223,139,95,128,150,97,63,47,11,953,Morawa (S)
56520,954,511,404,525,499,437,271,216,106,3923,4,3,0,0,0,3,3,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,21,31,35,24,45,40,9,5,4,214,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,35,27,45,43,18,5,4,229,25,34,35,27,45,46,21,5,4,242,979,545,439,552,544,483,292,221,110,4165,Narrogin (T)
55740,1448,1224,1066,1043,1132,978,679,381,209,8160,6,0,4,4,0,0,0,0,0,14,0,0,0,5,5,0,9,0,0,19,0,0,0,0,4,4,0,0,0,8,0,0,0,3,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,3,32,63,33,24,21,11,9,14,5,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,32,63,36,32,30,18,21,14,5,251,38,63,40,36,30,18,21,14,5,265,1486,1287,1106,1079,1162,996,700,395,214,8425,Mosman Park (T)
56580,3956,3133,1561,2268,3028,2605,1552,938,592,19633,5,7,3,3,5,0,0,4,4,31,6,3,13,5,4,10,5,0,0,46,4,4,6,0,5,3,3,4,0,29,3,0,3,0,0,6,3,4,0,19,0,3,0,3,0,0,0,4,3,13,38,156,164,134,170,226,198,166,172,1424,0,0,0,0,0,0,3,3,0,6,0,0,0,3,0,3,0,0,0,6,0,3,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,51,169,186,145,182,251,212,181,175,1552,56,176,189,148,187,251,212,185,179,1583,4012,3309,1750,2416,3215,2856,1764,1123,771,21216,Nedlands (C)
56620,365,196,240,157,141,106,44,15,3,1267,6,7,0,3,6,0,3,0,0,25,0,0,0,0,4,7,6,0,0,17,0,0,3,0,0,3,0,3,0,9,0,0,3,0,3,9,6,3,0,24,0,0,0,7,6,9,0,0,0,22,16,32,34,37,17,20,4,3,0,163,0,0,0,0,0,0,0,0,0,0,7,4,11,3,3,0,0,0,0,28,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,36,51,47,33,52,16,9,0,267,29,43,51,50,39,52,19,9,0,292,394,239,291,207,180,158,63,24,3,1559,Ngaanyatjarraku (S)
58760,36519,20390,21478,23795,18485,12419,7458,3908,1406,145858,50,41,30,23,18,15,6,10,0,193,8,14,3,10,12,24,12,0,0,83,7,8,15,7,17,21,23,5,0,103,4,6,13,18,14,11,11,9,0,86,6,3,6,5,10,8,14,3,0,55,425,669,489,284,246,209,135,61,18,2536,0,3,8,3,4,14,13,3,0,48,4,3,3,3,3,0,0,0,0,16,0,0,0,0,3,3,0,3,5,14,0,0,3,0,0,3,0,0,0,6,454,706,540,330,309,293,208,84,23,2947,504,747,570,353,327,308,214,94,23,3140,37023,21137,22048,24148,18812,12727,7672,4002,1429,148998,Wanneroo (C)
55950,88,45,49,58,76,63,48,33,4,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,3,3,3,0,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,7,3,0,28,0,3,3,3,3,6,7,3,0,28,88,48,52,61,79,69,55,36,4,492,Mukinbudin (S)
56020,146,58,104,88,109,76,49,30,4,664,4,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,3,0,0,3,5,16,31,30,36,25,19,0,0,162,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,31,30,36,31,31,4,0,184,9,16,31,30,40,31,31,4,0,192,155,74,135,118,149,107,80,34,4,856,Mullewa (S)
56090,6825,4656,3172,5052,5629,4787,2808,1353,464,34746,5,7,3,0,8,3,7,0,0,33,9,3,3,4,4,0,8,0,0,31,0,3,3,3,5,11,3,5,0,33,0,0,0,3,4,3,6,5,0,21,3,0,3,3,3,0,0,0,0,12,112,165,136,95,71,92,53,24,10,758,0,0,0,0,0,5,4,0,0,9,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,3,127,171,145,111,90,111,77,34,10,876,132,178,148,111,98,114,84,34,10,909,6957,4834,3320,5163,5727,4901,2892,1387,474,35655,Mundaring (S)
56790,580,199,229,393,440,460,358,172,49,2880,4,5,0,0,0,3,0,0,0,12,7,0,0,8,7,34,42,3,0,101,9,0,0,5,4,44,44,10,0,116,0,0,0,3,9,14,21,3,0,50,0,0,0,0,8,23,18,0,0,49,78,34,58,55,75,184,264,110,12,870,0,0,0,3,3,6,9,0,0,21,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,34,58,74,106,305,398,126,15,1210,98,39,58,74,106,308,398,126,15,1222,678,238,287,467,546,768,756,298,64,4102,Northampton (S)
