lga_code16,m_australia_e,m_australia_om_ie,m_australia_om_uie,m_australia_cfw,m_australia_es_ns,m_australia_tot,m_canada_e,m_canada_om_ie,m_canada_om_uie,m_canada_cfw,m_canada_es_ns,m_canada_tot,m_china_e,m_china_om_ie,m_china_om_uie,m_china_cfw,m_china_es_ns,m_china_tot,m_croatia_e,m_croatia_om_ie,m_croatia_om_uie,m_croatia_cfw,m_croatia_es_ns,m_croatia_tot,m_egypt_e,m_egypt_om_ie,m_egypt_om_uie,m_egypt_cfw,m_egypt_es_ns,m_egypt_tot,m_fiji_e,m_fiji_om_ie,m_fiji_om_uie,m_fiji_cfw,m_fiji_es_ns,m_fiji_tot,m_fyrom_e,m_fyrom_om_ie,m_fyrom_om_uie,m_fyrom_cfw,m_fyrom_es_ns,m_fyrom_tot,m_germany_e,m_germany_om_ie,m_germany_om_uie,m_germany_cfw,m_germany_es_ns,m_germany_tot,m_greece_e,m_greece_om_ie,m_greece_om_uie,m_greece_cfw,m_greece_es_ns,m_greece_tot,m_hongkong_e,m_hongkong_om_ie,m_hongkong_om_uie,m_hongkong_cfw,m_hongkong_es_ns,m_hongkong_tot,m_india_e,m_india_om_ie,m_india_om_uie,m_india_cfw,m_india_es_ns,m_india_tot,m_indonesia_e,m_indonesia_om_ie,m_indonesia_om_uie,m_indonesia_cfw,m_indonesia_es_ns,m_indonesia_tot,m_iran_e,m_iran_om_ie,m_iran_om_uie,m_iran_cfw,m_iran_es_ns,m_iran_tot,m_iraq_e,m_iraq_om_ie,m_iraq_om_uie,m_iraq_cfw,m_iraq_es_ns,m_iraq_tot,m_ireland_e,m_ireland_om_ie,m_ireland_om_uie,m_ireland_cfw,m_ireland_es_ns,m_ireland_tot,m_italy_e,m_italy_om_ie,m_italy_om_uie,m_italy_cfw,m_italy_es_ns,m_italy_tot,m_japan_e,m_japan_om_ie,m_japan_om_uie,m_japan_cfw,m_japan_es_ns,m_japan_tot,m_koreasouth_e,m_koreasouth_om_ie,m_koreasouth_om_uie,m_koreasouth_cfw,m_koreasouth_es_ns,m_koreasouth_tot,m_lebanon_e,m_lebanon_om_ie,m_lebanon_om_uie,m_lebanon_cfw,m_lebanon_es_ns,m_lebanon_tot,m_malaysia_e,m_malaysia_om_ie,m_malaysia_om_uie,m_malaysia_cfw,m_malaysia_es_ns,m_malaysia_tot,m_malta_e,m_malta_om_ie,m_malta_om_uie,m_malta_cfw,m_malta_es_ns,m_malta_tot,m_netherlands_e,m_netherlands_om_ie,m_netherlands_om_uie,m_netherlands_cfw,m_netherlands_es_ns,m_netherlands_tot,m_nz_e,m_nz_om_ie,m_nz_om_uie,m_nz_cfw,m_nz_es_ns,m_nz_tot,m_pakistan_e,m_pakistan_om_ie,m_pakistan_om_uie,m_pakistan_cfw,m_pakistan_es_ns,m_pakistan_tot,m_philippines_e,m_philippines_om_ie,m_philippines_om_uie,m_philippines_cfw,m_philippines_es_ns,m_philippines_tot,m_poland_e,m_poland_om_ie,m_poland_om_uie,m_poland_cfw,m_poland_es_ns,m_poland_tot,m_singapore_e,m_singapore_om_ie,m_singapore_om_uie,m_singapore_cfw,m_singapore_es_ns,m_singapore_tot,m_sthafrica_e,m_sthafrica_om_ie,m_sthafrica_om_uie,m_sthafrica_cfw,m_sthafrica_es_ns,m_sthafrica_tot,m_srilanka_e,m_srilanka_om_ie,m_srilanka_om_uie,m_srilanka_cfw,m_srilanka_es_ns,m_srilanka_tot,m_thailand_e,m_thailand_om_ie,m_thailand_om_uie,m_thailand_cfw,m_thailand_es_ns,m_thailand_tot,m_turkey_e,m_turkey_om_ie,m_turkey_om_uie,m_turkey_cfw,m_turkey_es_ns,m_turkey_tot,m_uk_e,m_uk_om_ie,m_uk_om_uie,m_uk_cfw,m_uk_es_ns,m_uk_tot,m_usa_e,m_usa_om_ie,m_usa_om_uie,m_usa_cfw,m_usa_es_ns,m_usa_tot,m_vietnam_e,m_vietnam_om_ie,lga_name16
53010,63,32,47,23,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,0,0,0,0,0,0,0,0,Dumbleyung (S)
53080,234,13,9,3,0,257,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,40,0,0,0,0,43,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,Dundas (S)
53150,335,71,89,10,8,514,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,29,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,6,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,19,7,4,0,0,26,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,4,5,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,16,0,0,95,4,3,0,0,0,6,3,0,East Fremantle (T)
53220,7608,78,31,15,45,7780,24,0,0,0,0,24,20,0,0,0,0,20,11,0,0,0,0,17,9,0,0,0,0,9,19,0,0,0,0,19,8,0,0,0,0,8,27,0,0,0,0,27,4,0,0,0,0,4,9,0,0,0,0,11,114,3,0,0,0,117,32,0,0,0,0,32,11,0,0,0,0,16,0,0,0,0,0,0,99,3,0,0,0,99,7,0,0,0,0,12,0,0,0,0,0,0,17,0,0,0,0,17,5,0,0,0,0,5,45,0,0,0,0,45,3,0,0,0,0,3,17,0,0,0,0,17,1116,5,7,0,15,1139,5,0,0,0,0,5,138,0,0,0,0,138,15,0,0,0,0,15,30,0,0,0,0,30,192,0,0,0,0,197,12,0,0,0,0,14,9,0,0,0,0,13,0,0,0,0,0,0,817,7,3,0,3,833,35,0,0,0,0,35,10,0,East Pilbara (S)
53290,1726,271,377,104,52,2527,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,15,0,0,3,0,0,3,7,0,0,0,0,7,11,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,8,131,5,5,4,4,147,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,46,6,7,0,0,54,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,111,15,26,6,5,161,5,5,0,0,0,4,0,0,Esperance (S)
53360,419,61,48,8,11,556,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,20,0,0,0,0,23,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,4,0,0,50,11,0,0,0,0,14,0,0,Exmouth (S)
53430,6050,769,630,100,71,7625,34,7,6,0,0,49,124,17,8,4,4,159,33,3,0,0,0,42,9,0,3,0,0,12,4,0,0,0,0,4,3,0,0,0,0,3,29,10,10,0,0,55,10,0,0,0,0,8,43,3,0,0,0,43,441,21,16,7,0,479,45,3,9,0,0,56,31,4,3,0,0,38,6,3,3,0,0,10,127,12,9,0,3,149,120,28,22,3,7,175,22,0,3,0,0,29,43,4,6,0,0,59,6,0,0,0,0,10,123,13,10,0,0,146,0,0,0,0,0,3,41,7,7,0,0,52,477,35,33,0,5,556,35,0,0,0,0,37,149,3,4,0,0,153,6,0,7,0,0,14,72,6,6,0,0,87,175,16,18,0,0,211,52,0,0,3,0,61,20,6,0,0,0,26,8,3,3,0,0,8,1179,111,152,15,11,1463,52,5,8,0,0,67,39,5,Fremantle (C)
53640,149,64,65,23,9,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,Gnowangerup (S)
54280,5010,347,200,41,38,5650,9,0,0,0,0,9,55,3,4,0,0,64,3,4,3,0,0,9,3,0,0,0,0,3,36,0,3,0,0,37,0,0,0,0,0,0,24,0,3,0,0,30,3,0,0,0,0,3,3,0,0,0,0,3,123,3,3,0,0,137,10,0,0,0,0,9,11,0,3,0,0,17,3,0,0,0,0,3,58,3,0,0,0,64,13,0,0,0,0,14,3,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,18,0,3,0,0,20,0,0,0,0,0,0,14,0,0,0,0,15,843,28,6,0,11,894,7,0,3,0,0,11,162,0,0,0,8,170,9,0,0,0,0,9,12,0,0,0,0,10,191,7,3,0,4,199,22,0,0,0,0,22,15,0,0,0,0,19,0,0,0,0,0,3,354,22,14,8,0,392,18,0,0,0,0,17,4,0,Kalgoorlie/Boulder (C)
54310,5516,189,93,13,41,5853,22,0,0,0,0,22,144,3,0,0,0,147,9,0,0,0,0,9,5,0,0,0,0,5,15,0,0,0,0,15,5,0,0,0,0,5,30,0,0,0,0,30,0,0,0,0,0,0,7,0,0,0,0,7,116,3,0,0,0,122,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,99,5,0,0,0,100,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,16,0,0,0,0,17,635,27,8,0,5,678,16,0,0,0,0,13,189,0,0,0,0,185,8,0,0,0,0,8,13,0,0,0,0,20,148,3,3,0,0,157,29,0,0,0,0,30,17,0,0,0,0,17,3,0,3,0,0,6,581,20,7,0,4,610,27,0,0,0,0,25,9,0,Karratha (C)
53800,4776,493,524,118,54,5963,13,0,0,0,0,14,11,3,0,3,0,11,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,24,0,3,0,0,29,0,0,0,0,0,4,3,0,3,0,0,7,67,3,5,0,3,82,11,0,0,0,0,11,4,0,0,0,0,3,0,0,0,0,0,0,27,0,3,0,0,36,12,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,22,3,0,0,0,21,3,3,0,0,0,6,14,0,0,0,0,20,188,17,14,3,0,222,12,0,7,0,0,12,130,0,4,0,0,135,0,0,0,0,0,0,8,0,0,0,0,11,142,11,0,0,0,158,19,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,400,38,39,9,3,486,21,0,3,0,0,24,3,6,Greater Geraldton (C)
53920,307,13,11,3,10,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,24,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,3,0,0,0,0,3,0,0,Halls Creek (S)
53990,2032,156,291,95,30,2607,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,10,21,0,0,0,0,26,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,20,0,3,0,0,20,4,4,4,6,0,14,0,0,0,0,0,0,28,0,0,0,0,29,0,0,0,0,0,0,8,0,3,0,0,12,0,0,0,0,0,0,5,0,6,0,0,15,167,6,15,6,4,198,0,0,0,0,0,0,123,0,0,0,0,128,4,0,0,0,0,4,8,0,0,0,0,6,52,0,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,15,32,5,0,248,3,3,0,0,0,7,0,0,Harvey (S)
53710,59,34,46,17,4,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,Goomalling (S)
53780,5512,611,700,87,70,6976,16,0,0,0,0,20,133,41,44,12,0,232,13,0,8,0,0,22,10,0,3,0,0,12,11,0,0,0,0,9,5,0,3,0,0,5,35,7,6,0,0,49,4,0,0,0,0,4,20,0,5,0,0,27,479,62,84,9,11,640,63,20,14,0,0,103,27,4,5,0,0,39,22,8,11,4,0,40,89,5,5,3,0,102,42,10,13,0,3,73,6,0,0,3,0,8,26,15,7,0,0,57,6,0,5,0,0,14,163,46,47,4,0,259,3,0,0,0,0,3,16,3,7,0,0,24,467,50,47,6,10,583,72,5,21,0,0,104,178,0,10,3,0,195,8,0,7,0,0,18,76,17,23,4,0,124,176,12,21,4,0,212,98,13,22,4,0,140,28,3,3,0,0,32,7,5,8,0,0,19,974,143,195,12,12,1331,29,0,6,0,0,39,46,4,Gosnells (C)
54060,265,52,64,24,9,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,4,3,4,20,0,0,0,0,0,0,0,0,Irwin (S)
54130,112,32,96,39,4,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,Jerramungup (S)
54170,6806,1036,1179,102,66,9196,40,13,5,0,0,62,123,20,17,10,3,172,11,6,6,0,0,26,18,10,8,0,0,36,6,0,0,0,0,5,21,5,10,0,0,33,44,14,19,0,0,81,7,0,0,0,0,8,37,3,7,4,0,55,497,40,29,5,3,574,26,5,4,3,0,39,53,5,8,4,0,69,15,0,4,0,0,22,169,49,29,5,5,251,41,11,18,4,0,74,10,3,4,0,0,14,26,5,8,0,0,36,6,0,0,3,0,9,92,15,20,3,0,131,9,0,0,0,0,13,24,11,16,0,0,56,390,71,109,5,4,583,63,0,4,0,0,70,97,3,0,0,0,101,33,12,19,3,0,62,73,9,14,0,0,104,492,129,94,18,8,734,37,4,3,0,0,44,24,3,0,0,0,33,6,5,0,0,0,14,2183,391,577,55,31,3237,69,10,7,0,0,92,86,10,Joondalup (C)
54200,3719,505,503,87,44,4854,16,0,0,0,0,15,70,5,4,0,0,80,4,3,0,0,0,5,6,0,0,0,0,10,3,0,0,0,0,5,3,0,0,0,0,3,23,8,8,0,0,30,4,0,0,0,0,3,9,0,3,0,0,13,226,21,25,0,4,276,19,3,0,0,0,28,20,0,5,0,0,23,3,0,0,0,0,8,63,7,11,0,3,84,24,11,5,7,0,52,3,0,0,0,0,3,24,0,0,0,0,22,3,0,0,0,0,0,51,6,5,0,0,67,3,0,0,0,0,3,13,0,9,0,0,19,374,24,43,0,4,440,21,0,0,0,0,18,114,0,5,0,0,120,16,3,0,0,0,15,41,4,5,0,0,47,91,9,15,0,0,118,32,5,3,0,0,40,11,0,0,0,0,15,0,0,0,0,0,9,602,96,132,13,7,851,25,3,5,0,0,33,39,4,Kalamunda (S)
54760,72,37,65,36,3,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,Kulin (S)
54830,4379,231,222,24,39,4889,25,0,0,0,0,21,45,9,3,3,0,57,21,0,3,0,0,22,0,0,0,0,0,4,8,0,0,0,0,4,4,0,0,0,0,4,32,0,0,0,0,36,0,0,0,0,0,0,6,0,0,0,0,6,162,7,22,7,3,205,13,0,4,0,0,17,10,0,0,0,0,12,0,0,0,0,0,6,63,7,4,0,0,67,28,0,0,0,0,36,3,0,0,0,0,3,13,4,0,0,0,18,0,0,0,0,0,3,56,3,0,0,0,61,3,0,0,0,0,3,12,0,3,0,0,18,485,17,21,3,6,526,23,0,0,0,0,21,154,0,4,3,0,160,8,3,0,0,0,16,27,0,0,0,0,32,168,3,3,0,0,174,28,3,0,0,0,27,7,0,0,0,0,7,0,0,0,0,0,3,1149,47,61,8,10,1257,21,0,3,0,0,24,17,3,Kwinana (C)
54900,169,50,111,34,6,372,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,19,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,13,0,0,0,0,0,0,0,0,Lake Grace (S)
56620,115,0,3,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,Ngaanyatjarraku (S)
54340,459,56,84,29,12,637,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,7,27,0,0,0,0,36,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,15,8,0,0,0,0,8,12,0,0,0,0,12,0,0,0,0,0,0,24,3,3,0,0,32,0,0,0,0,0,0,0,0,Katanning (S)
54410,105,16,52,16,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,Kellerberrin (S)
54480,51,26,55,25,5,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,Kent (S)
54550,176,60,122,68,4,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,4,0,0,23,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,22,0,0,0,0,0,0,0,0,Kojonup (S)
55320,6592,972,809,121,68,8558,45,3,10,0,0,52,199,26,19,11,3,264,25,8,3,0,0,32,7,0,0,0,0,8,6,0,0,0,0,9,15,0,0,0,0,16,55,8,12,3,0,77,6,0,0,0,0,9,77,5,11,3,0,96,519,37,17,7,0,578,116,32,19,4,0,176,60,19,10,0,0,85,12,0,0,0,0,17,133,7,12,3,0,163,91,23,16,4,3,139,19,0,3,0,0,23,89,16,15,0,4,126,5,4,0,0,0,10,313,55,58,16,0,439,3,0,0,0,0,3,33,0,5,3,0,40,362,41,37,6,3,454,66,3,4,0,0,74,256,8,3,0,0,263,30,7,8,0,0,39,182,22,24,3,0,245,262,43,33,8,0,344,113,9,8,3,3,134,38,3,4,0,0,40,4,0,5,0,0,8,1305,201,187,24,17,1734,75,8,5,0,0,84,52,7,Melville (C)
54620,242,52,38,31,3,363,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,33,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,24,0,0,0,0,0,0,0,0,Kondinin (S)
