lga_code16,m_australia_e,m_australia_om_ie,m_australia_om_uie,m_australia_cfw,m_australia_es_ns,m_australia_tot,m_canada_e,m_canada_om_ie,m_canada_om_uie,m_canada_cfw,m_canada_es_ns,m_canada_tot,m_china_e,m_china_om_ie,m_china_om_uie,m_china_cfw,m_china_es_ns,m_china_tot,m_croatia_e,m_croatia_om_ie,m_croatia_om_uie,m_croatia_cfw,m_croatia_es_ns,m_croatia_tot,m_egypt_e,m_egypt_om_ie,m_egypt_om_uie,m_egypt_cfw,m_egypt_es_ns,m_egypt_tot,m_fiji_e,m_fiji_om_ie,m_fiji_om_uie,m_fiji_cfw,m_fiji_es_ns,m_fiji_tot,m_fyrom_e,m_fyrom_om_ie,m_fyrom_om_uie,m_fyrom_cfw,m_fyrom_es_ns,m_fyrom_tot,m_germany_e,m_germany_om_ie,m_germany_om_uie,m_germany_cfw,m_germany_es_ns,m_germany_tot,m_greece_e,m_greece_om_ie,m_greece_om_uie,m_greece_cfw,m_greece_es_ns,m_greece_tot,m_hongkong_e,m_hongkong_om_ie,m_hongkong_om_uie,m_hongkong_cfw,m_hongkong_es_ns,m_hongkong_tot,m_india_e,m_india_om_ie,m_india_om_uie,m_india_cfw,m_india_es_ns,m_india_tot,m_indonesia_e,m_indonesia_om_ie,m_indonesia_om_uie,m_indonesia_cfw,m_indonesia_es_ns,m_indonesia_tot,m_iran_e,m_iran_om_ie,m_iran_om_uie,m_iran_cfw,m_iran_es_ns,m_iran_tot,m_iraq_e,m_iraq_om_ie,m_iraq_om_uie,m_iraq_cfw,m_iraq_es_ns,m_iraq_tot,m_ireland_e,m_ireland_om_ie,m_ireland_om_uie,m_ireland_cfw,m_ireland_es_ns,m_ireland_tot,m_italy_e,m_italy_om_ie,m_italy_om_uie,m_italy_cfw,m_italy_es_ns,m_italy_tot,m_japan_e,m_japan_om_ie,m_japan_om_uie,m_japan_cfw,m_japan_es_ns,m_japan_tot,m_koreasouth_e,m_koreasouth_om_ie,m_koreasouth_om_uie,m_koreasouth_cfw,m_koreasouth_es_ns,m_koreasouth_tot,m_lebanon_e,m_lebanon_om_ie,m_lebanon_om_uie,m_lebanon_cfw,m_lebanon_es_ns,m_lebanon_tot,m_malaysia_e,m_malaysia_om_ie,m_malaysia_om_uie,m_malaysia_cfw,m_malaysia_es_ns,m_malaysia_tot,m_malta_e,m_malta_om_ie,m_malta_om_uie,m_malta_cfw,m_malta_es_ns,m_malta_tot,m_netherlands_e,m_netherlands_om_ie,m_netherlands_om_uie,m_netherlands_cfw,m_netherlands_es_ns,m_netherlands_tot,m_nz_e,m_nz_om_ie,m_nz_om_uie,m_nz_cfw,m_nz_es_ns,m_nz_tot,m_pakistan_e,m_pakistan_om_ie,m_pakistan_om_uie,m_pakistan_cfw,m_pakistan_es_ns,m_pakistan_tot,m_philippines_e,m_philippines_om_ie,m_philippines_om_uie,m_philippines_cfw,m_philippines_es_ns,m_philippines_tot,m_poland_e,m_poland_om_ie,m_poland_om_uie,m_poland_cfw,m_poland_es_ns,m_poland_tot,m_singapore_e,m_singapore_om_ie,m_singapore_om_uie,m_singapore_cfw,m_singapore_es_ns,m_singapore_tot,m_sthafrica_e,m_sthafrica_om_ie,m_sthafrica_om_uie,m_sthafrica_cfw,m_sthafrica_es_ns,m_sthafrica_tot,m_srilanka_e,m_srilanka_om_ie,m_srilanka_om_uie,m_srilanka_cfw,m_srilanka_es_ns,m_srilanka_tot,m_thailand_e,m_thailand_om_ie,m_thailand_om_uie,m_thailand_cfw,m_thailand_es_ns,m_thailand_tot,m_turkey_e,m_turkey_om_ie,m_turkey_om_uie,m_turkey_cfw,m_turkey_es_ns,m_turkey_tot,m_uk_e,m_uk_om_ie,m_uk_om_uie,m_uk_cfw,m_uk_es_ns,m_uk_tot,m_usa_e,m_usa_om_ie,m_usa_om_uie,m_usa_cfw,m_usa_es_ns,m_usa_tot,m_vietnam_e,m_vietnam_om_ie,lga_name16
24970,27583,2299,1349,166,231,31636,122,5,3,0,0,138,1932,495,268,135,19,2847,94,13,6,0,0,115,102,17,14,4,0,133,150,5,13,0,0,171,58,7,3,0,0,64,246,16,11,0,3,280,303,76,57,8,9,447,374,40,33,3,0,446,2971,257,153,29,41,3450,263,29,19,9,4,325,177,14,28,3,0,221,51,11,8,0,0,74,189,11,12,3,0,212,295,48,43,9,7,405,99,12,8,0,0,118,224,55,48,4,4,338,49,11,21,0,0,88,922,108,74,14,0,1119,47,0,3,0,0,54,120,9,11,3,4,143,1120,60,47,4,6,1240,316,18,21,3,0,355,513,13,9,0,5,538,167,22,27,0,3,218,239,16,14,3,0,270,489,48,33,4,3,580,1461,123,84,27,14,1710,95,9,10,0,0,113,81,19,9,4,3,120,2266,166,93,15,17,2555,227,9,11,0,0,249,782,71,Monash (C)
25060,8433,1538,1006,119,126,11225,13,3,3,0,0,23,214,56,38,27,3,333,37,9,6,4,0,59,46,16,7,0,3,75,35,9,3,3,0,49,45,7,7,0,3,66,27,11,7,0,0,51,81,16,16,4,0,116,36,6,4,0,0,50,801,70,36,11,12,929,37,3,0,3,0,40,36,11,9,0,3,53,59,13,7,0,0,86,47,11,3,0,0,64,180,84,62,17,3,348,13,0,4,0,0,11,31,3,3,4,0,41,45,17,19,3,6,93,109,12,10,0,0,136,50,5,4,0,0,65,10,4,3,0,0,22,236,22,26,4,0,291,102,8,6,3,0,119,141,4,8,0,0,154,16,9,7,0,0,31,23,8,5,0,0,37,45,7,9,0,0,56,166,10,9,0,0,187,52,0,3,0,0,57,43,24,14,3,3,85,378,74,49,8,0,511,50,12,3,0,0,59,259,34,Moonee Valley (C)
25150,1998,436,364,110,57,2959,3,0,3,0,0,6,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,3,3,6,0,0,6,0,0,0,0,0,5,0,0,0,0,0,5,101,8,3,0,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,4,0,3,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,6,0,0,0,0,6,7,0,7,0,0,11,3,0,3,0,0,10,51,6,3,0,0,64,7,0,0,0,0,10,15,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,3,4,4,0,0,0,11,15,3,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,3,77,27,16,5,0,121,5,0,0,0,0,7,27,0,Moorabool (S)
25250,8268,1477,1412,152,153,11462,34,0,6,0,0,38,251,86,69,23,5,430,32,0,11,0,0,46,59,27,18,0,0,104,42,0,11,0,0,58,45,9,3,0,0,53,35,12,14,0,3,59,127,62,44,13,6,249,30,6,4,0,0,42,917,72,102,6,11,1108,48,0,0,0,0,56,61,6,15,0,0,89,111,36,34,6,3,196,49,13,7,0,0,71,330,104,91,12,9,555,6,5,3,0,0,14,32,7,0,0,0,36,164,92,100,13,11,380,90,20,22,5,3,141,28,4,8,0,0,47,15,3,0,0,0,20,301,37,41,4,0,389,375,65,102,14,8,558,192,3,4,0,0,203,25,3,11,0,0,34,32,5,0,0,0,42,40,3,11,0,0,53,156,20,11,0,0,189,32,0,0,0,0,39,134,72,64,10,7,281,368,70,88,3,0,528,50,10,12,0,0,68,242,34,Moreland (C)
25340,12786,2589,2324,303,227,18237,26,17,7,0,0,50,62,24,23,4,4,119,12,10,7,0,0,31,22,10,0,0,0,30,15,0,0,0,0,15,12,0,3,0,0,15,62,19,18,3,0,94,16,16,3,3,0,40,16,3,0,0,0,23,232,38,17,3,3,293,25,0,6,0,0,34,7,0,5,0,0,13,4,0,0,0,0,5,60,21,14,0,0,94,62,31,17,3,0,112,4,3,3,0,0,14,6,0,5,0,0,17,11,0,5,0,0,17,32,8,9,3,0,52,4,0,3,0,0,5,53,19,17,6,3,99,311,64,68,8,12,460,21,0,0,0,0,28,84,3,3,0,3,89,21,4,5,0,0,33,13,4,0,0,0,19,78,23,17,4,0,127,62,6,5,0,0,74,15,3,3,0,0,24,12,5,0,0,0,14,1080,292,301,43,18,1728,69,12,10,0,0,94,31,4,Mornington Peninsula (S)
17100,5236,557,262,35,53,6140,10,3,0,0,0,18,592,134,76,21,7,831,29,0,0,0,0,30,48,14,7,0,0,70,138,12,7,0,5,160,32,7,0,0,3,38,28,8,0,0,0,34,32,13,6,0,0,54,101,21,13,0,0,140,731,61,37,5,3,843,71,11,6,0,0,90,50,5,5,0,0,61,67,10,4,0,0,75,78,19,0,0,0,97,139,29,18,0,3,190,8,3,3,0,0,14,343,114,92,17,11,576,243,102,39,15,8,401,61,10,3,0,0,77,22,3,0,0,3,29,7,3,0,0,0,9,288,17,6,4,3,312,105,4,18,0,0,131,318,6,3,0,3,329,14,0,0,0,0,16,15,0,0,0,0,19,51,0,4,0,0,55,170,18,21,3,3,217,53,0,3,0,3,57,36,12,4,0,0,49,264,21,20,0,4,303,28,0,0,0,0,28,429,45,Strathfield (A)
17150,16622,3447,2269,246,220,22802,52,10,3,0,0,58,546,139,103,23,3,808,35,10,7,3,0,54,79,38,29,3,0,159,82,12,7,3,3,102,105,25,11,0,0,150,69,19,14,3,0,103,63,39,23,3,4,135,100,19,24,0,8,152,446,50,26,12,6,536,132,5,3,3,0,152,41,6,8,0,3,55,41,11,7,0,0,58,118,31,16,0,0,173,103,36,29,4,0,171,22,3,3,0,0,32,65,17,11,0,0,96,103,46,35,3,3,201,66,22,17,0,0,99,24,3,3,3,0,39,35,12,14,3,0,65,494,95,61,3,11,664,85,3,6,0,3,95,271,4,5,4,4,287,33,6,8,0,0,49,31,5,0,3,0,42,145,36,21,0,5,208,53,10,4,0,0,60,102,4,3,0,0,108,26,9,11,3,0,42,845,217,158,19,7,1254,76,12,12,6,0,99,154,18,Sutherland Shire (A)
17200,117449,8949,6050,400,854,133697,1024,91,52,3,3,1173,10859,1143,600,197,70,12878,336,33,17,0,3,391,648,71,38,9,7,773,1354,51,25,3,8,1444,390,32,6,3,10,444,1192,85,58,6,5,1349,436,84,46,3,11,577,3578,227,147,19,17,3975,12963,442,171,22,51,13652,3319,116,82,18,18,3553,967,95,64,5,10,1141,399,27,30,0,3,463,2278,192,74,4,15,2563,1492,121,93,18,18,1745,935,97,41,4,6,1092,2532,280,158,33,22,3023,960,161,133,13,20,1281,2444,181,101,7,10,2740,133,12,9,0,3,157,590,50,25,0,4,674,6253,519,262,18,64,7122,1615,58,57,6,17,1744,4421,63,55,10,13,4563,546,56,59,10,6,676,943,57,35,6,0,1038,3426,456,171,13,20,4075,2010,66,35,9,14,2135,1859,50,66,15,34,2019,456,56,42,5,4,566,16971,1488,790,51,89,19388,2394,134,94,6,11,2639,2812,151,Sydney (C)
17310,8595,770,1176,304,161,11008,8,0,0,0,0,10,37,0,13,0,0,51,4,0,0,0,0,4,0,0,0,0,0,3,14,0,0,0,0,14,3,0,0,0,0,3,11,0,0,0,0,16,0,0,0,0,0,0,12,0,4,0,0,12,104,6,0,0,4,117,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,14,3,4,0,3,0,9,0,0,0,0,0,0,92,0,0,0,0,92,0,3,0,0,0,8,14,0,5,0,0,21,4,0,0,3,0,7,8,0,3,0,0,13,107,10,8,0,0,125,6,0,5,0,0,14,107,0,0,0,0,108,3,3,0,0,0,3,16,0,0,0,0,12,36,6,0,0,0,49,28,0,0,0,0,26,7,0,0,0,0,7,0,0,0,0,0,0,138,25,29,7,5,205,23,3,0,0,0,30,25,0,Tamworth Regional (A)
17350,662,78,223,89,16,1065,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,21,0,0,0,0,0,0,0,0,Temora (A)
17400,518,58,213,110,25,926,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,10,0,0,20,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,18,3,11,0,0,29,0,0,0,0,0,0,3,0,Tenterfield (A)
22310,6621,1477,1142,115,80,9434,36,6,8,0,0,51,336,121,71,41,3,574,13,0,3,0,0,20,23,7,10,0,0,34,36,0,0,0,0,34,11,4,0,0,0,18,57,23,10,3,0,92,81,28,27,3,6,139,52,14,8,0,4,76,872,77,59,9,7,1032,58,8,10,3,0,72,36,7,9,0,0,49,5,0,0,0,0,14,63,7,6,0,5,82,67,15,15,3,0,96,28,8,12,0,0,42,82,14,14,7,0,114,19,12,3,0,0,37,117,31,17,0,0,170,9,0,3,0,0,10,21,5,5,0,3,31,251,40,43,4,7,351,56,4,7,0,0,65,143,3,0,0,0,148,47,30,38,5,0,127,36,15,11,0,0,51,166,124,68,8,4,368,261,24,15,3,4,306,39,3,3,9,0,56,17,4,0,0,0,29,497,90,119,8,5,722,99,18,9,0,0,128,142,11,Glen Eira (C)
22410,2791,226,456,158,53,3690,3,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,7,0,0,0,0,0,0,4,0,7,4,0,16,62,9,8,3,0,80,6,0,0,0,0,6,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,70,9,16,3,3,91,3,0,0,0,0,3,0,0,Glenelg (S)
22490,873,231,288,115,27,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,6,17,6,7,0,0,32,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,11,18,4,0,68,0,0,0,0,0,0,0,0,Golden Plains (S)
22620,15837,1606,1533,266,228,19467,15,0,3,0,0,20,49,21,11,3,0,81,0,0,0,0,0,0,14,7,3,0,0,21,11,3,0,0,0,17,0,0,0,0,0,0,30,0,3,0,0,40,4,0,7,0,0,9,11,3,0,0,0,15,206,19,6,3,3,239,4,0,0,0,0,8,9,0,0,0,0,4,11,0,0,0,0,11,34,3,4,0,0,37,15,3,5,0,0,18,3,0,0,0,0,3,8,0,0,0,0,9,3,3,0,0,0,7,47,9,5,0,0,61,8,3,0,0,0,10,32,4,4,0,0,36,180,19,14,9,0,217,22,6,4,0,0,26,62,3,0,0,0,66,5,0,0,0,0,3,5,0,0,0,0,12,71,6,4,4,0,84,47,5,0,0,0,61,31,0,0,0,0,29,6,0,0,0,0,4,425,52,52,15,3,548,35,3,0,7,0,41,69,4,Greater Bendigo (C)
22670,27788,2139,1027,126,271,31345,74,8,0,0,0,82,1234,234,97,54,16,1640,203,37,15,5,7,262,103,18,12,0,0,138,301,20,19,10,3,352,160,23,20,6,4,211,190,24,8,9,0,230,183,33,34,4,4,259,198,21,17,3,0,239,3489,349,157,37,49,4084,151,3,11,0,0,168,161,16,19,3,0,207,61,6,13,0,0,83,155,14,5,0,0,179,248,50,35,7,5,337,23,0,0,0,0,21,99,11,10,0,0,129,81,23,27,4,3,135,450,40,29,10,4,532,68,8,3,0,0,80,110,17,3,0,0,127,1616,71,41,4,17,1753,380,30,29,3,0,435,821,7,12,3,5,855,154,39,25,0,4,217,116,13,9,0,0,130,359,40,19,3,0,426,1842,188,109,18,17,2178,103,4,3,0,0,109,163,39,20,6,3,236,2178,175,71,12,26,2466,125,7,3,3,0,138,1632,200,Greater Dandenong (C)
22750,29954,3256,2798,368,338,36711,62,6,9,0,0,72,220,50,42,19,0,335,101,24,24,0,3,154,38,6,5,0,0,48,32,3,0,0,0,36,75,15,12,0,0,113,116,21,14,3,4,154,30,13,15,0,0,50,35,6,4,0,0,47,847,98,78,15,9,1047,36,10,3,0,0,52,83,9,3,0,0,98,29,3,3,0,0,37,92,20,8,0,0,125,135,31,22,5,9,205,16,3,3,0,0,19,37,6,0,0,0,48,16,6,3,0,0,26,110,12,9,3,3,144,36,0,3,3,3,42,104,23,22,3,0,161,522,50,43,4,3,615,104,11,20,0,3,135,213,6,0,0,4,224,42,9,7,0,3,56,38,0,9,0,0,51,142,15,17,3,0,180,130,9,3,0,0,144,47,3,0,4,0,59,21,6,3,0,0,25,1604,188,199,19,12,2020,114,4,13,3,0,130,100,14,Greater Geelong (C)
25430,2203,225,452,95,48,3008,3,0,0,0,0,6,7,0,0,3,0,11,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,5,3,0,0,0,0,5,40,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,9,4,0,3,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,4,11,0,3,0,0,10,37,7,11,0,0,58,0,0,0,0,0,3,8,0,0,0,3,13,0,0,0,0,0,0,3,0,0,0,0,3,5,5,0,3,0,9,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,82,18,37,4,0,140,3,4,0,0,0,13,3,0,Mount Alexander (S)
25490,2052,293,747,220,68,3382,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,10,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,20,56,13,18,10,0,89,0,0,0,0,0,0,21,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,48,8,11,3,0,69,3,0,0,0,0,3,3,0,Moyne (S)
25620,1058,217,334,105,31,1753,3,0,0,0,0,4,9,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,9,3,0,3,0,0,5,0,0,0,0,0,0,14,4,3,3,0,21,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,4,3,3,0,0,8,23,7,4,0,0,32,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,11,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,50,13,19,9,0,82,6,0,4,0,0,10,0,0,Murrindindi (S)
25710,3041,983,716,96,48,4880,0,3,0,0,0,11,33,16,12,10,0,67,9,3,0,0,0,15,4,5,3,0,0,12,7,0,0,0,0,6,15,3,4,0,0,22,14,8,7,0,0,28,9,3,4,3,0,18,16,3,5,0,0,17,102,14,3,3,0,123,8,0,0,0,0,6,14,3,0,0,0,19,6,0,0,0,0,9,20,3,3,0,0,29,26,22,20,3,4,70,0,0,3,0,0,4,3,0,0,0,0,3,5,8,7,0,0,16,14,5,3,0,0,30,5,4,4,0,0,10,10,3,6,3,0,21,58,22,13,3,0,99,8,0,0,0,0,13,18,0,0,0,0,19,7,3,3,0,0,12,13,0,0,0,0,16,17,5,3,0,0,26,33,5,7,0,0,40,7,0,0,0,0,6,6,0,3,0,0,9,164,76,42,4,5,289,11,5,3,0,0,19,27,0,Nillumbik (S)
25810,1551,203,274,126,42,2203,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,3,21,7,0,0,0,27,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,3,6,3,0,34,5,0,0,0,0,5,3,0,Northern Grampians (S)
25900,19774,3055,1508,197,175,24712,107,8,11,0,0,124,823,146,49,50,10,1076,53,13,3,0,0,69,72,19,10,3,0,105,87,4,3,5,0,96,74,13,5,0,0,94,144,25,18,0,0,190,133,43,21,5,5,201,205,8,14,4,0,232,2358,150,53,12,18,2591,237,15,8,0,0,268,133,9,12,0,0,156,49,8,7,0,3,69,233,35,24,0,0,294,235,33,24,5,3,299,88,6,3,4,3,99,160,10,10,0,0,179,44,22,15,0,0,85,462,38,16,3,0,529,40,5,5,0,3,51,94,12,10,0,0,114,1067,112,81,9,9,1278,274,15,8,0,3,296,386,13,6,3,3,409,87,13,21,3,0,121,148,9,10,0,0,158,378,74,28,0,3,483,633,24,17,0,3,680,89,8,4,0,0,106,86,9,4,0,0,104,1905,291,147,21,6,2364,225,35,21,5,3,285,444,35,Port Phillip (C)
25990,610,117,165,120,21,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,10,6,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,3,0,28,0,0,0,0,0,0,0,0,Pyrenees (S)
26080,334,54,57,13,8,465,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,3,7,0,0,28,3,0,0,0,0,3,0,0,Queenscliffe (B)
26170,3020,445,1004,233,84,4785,0,0,4,0,0,4,13,4,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,5,23,4,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,0,22,19,3,12,10,0,34,3,0,0,0,0,3,7,3,0,0,0,10,0,0,0,0,0,0,5,5,0,0,0,11,5,0,0,0,0,5,15,9,14,3,0,43,64,10,18,3,3,94,0,0,0,0,0,0,12,0,0,0,0,11,3,0,0,0,0,4,0,0,0,0,0,0,5,4,0,0,0,14,8,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,108,17,18,0,7,158,6,0,0,0,0,10,3,0,South Gippsland (S)
26260,2110,272,592,204,57,3237,3,0,0,0,0,3,3,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,12,33,3,7,3,0,44,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,42,6,14,3,3,67,3,0,0,0,0,3,6,0,Southern Grampians (S)
26350,10717,2357,1466,171,126,14840,47,11,9,0,0,60,579,134,77,57,7,856,41,8,3,4,3,53,27,4,3,0,0,33,30,3,0,0,0,35,22,3,0,0,0,26,66,22,18,0,5,116,91,29,27,3,0,149,126,15,7,3,0,155,1206,78,32,4,7,1339,147,11,3,4,0,164,61,15,16,4,0,89,15,7,3,0,0,29,98,20,14,0,3,128,180,41,21,9,4,265,42,13,8,3,0,58,86,7,15,7,0,112,23,12,13,0,3,55,270,38,22,3,7,333,13,5,0,0,0,20,36,14,6,3,0,58,445,73,73,9,5,602,149,5,4,0,0,158,198,7,3,0,0,210,47,23,15,3,3,87,64,11,10,0,0,86,170,48,27,0,0,254,342,20,5,0,7,377,76,10,7,0,0,93,23,4,12,0,0,41,823,153,120,19,8,1129,110,19,11,0,0,137,195,28,Stonnington (C)
