LGA_MAIN11,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P,LGA_NAME11
34580,13308,13922,27230,5961,3029,8990,1434,3252,4686,528,454,982,513,502,1015,8436,7237,15673,3879,5835,9714,6.1,6.9,6.5,63.4,52.0,57.6,59.5,48.4,53.8,175,157,332,70,136,206,694,1107,1801,600,954,1554,3397,1957,5354,13250,13467,26717,2699,2925,5624,8246,8201,16447,6530,7221,13751,Lockyer Valley (R)
34590,104805,108614,213419,53078,30063,83141,11446,24635,36081,4248,3836,8084,5095,4707,9802,73867,63241,137108,24774,39715,64489,6.9,7.4,7.1,70.5,58.2,64.2,65.6,53.9,59.7,1414,1326,2740,590,1126,1716,6011,9749,15760,5507,8563,14070,30214,16737,46951,108063,109843,217906,20560,21686,42246,65542,65923,131465,52646,55636,108282,Logan (C)
34710,1536,1623,3159,925,687,1612,156,336,492,65,51,116,27,28,55,1173,1102,2275,267,440,707,2.3,2.5,2.4,76.4,67.9,72.0,74.6,66.2,70.3,16,11,27,9,26,35,87,229,316,87,140,227,393,237,630,1484,1528,3012,410,485,895,916,913,1829,833,939,1772,Longreach (R)
34770,45913,42926,88839,27170,12636,39806,3262,10490,13752,2122,1664,3786,938,1203,2141,33492,25993,59485,8237,14842,23079,2.8,4.6,3.6,72.9,60.6,67.0,70.9,57.7,64.5,432,465,897,268,521,789,2353,4242,6595,1885,2974,4859,15882,6259,22141,43110,41780,84890,9856,9737,19593,26096,25119,51215,23097,22841,45938,Mackay (R)
34800,547,344,891,378,177,555,28,46,74,32,20,52,4,3,7,442,246,688,29,71,100,0.9,1.2,1.0,80.8,71.9,77.4,80.1,71.1,76.6,4,0,4,0,5,5,25,39,64,18,19,37,151,45,196,421,312,733,119,81,200,264,203,467,240,157,397,McKinlay (S)
35600,1756,1839,3595,970,612,1582,133,399,532,81,71,152,55,56,111,1239,1138,2377,370,582,952,4.4,4.9,4.7,70.6,61.8,66.1,67.5,58.8,63.0,12,11,23,3,27,30,83,200,283,73,109,182,400,209,609,1733,1729,3462,356,417,773,1130,1114,2244,792,882,1674,Murweh (S)
35670,292,275,567,87,47,134,28,16,44,6,0,6,30,18,48,151,81,232,141,194,335,19.9,22.2,20.7,51.7,29.5,40.9,41.4,22.9,32.5,0,0,0,0,3,3,0,5,5,3,6,9,49,22,71,409,390,799,25,16,41,347,338,685,41,31,72,Napranum (S)
35760,4153,4007,8160,1960,952,2912,337,893,1230,151,156,307,124,101,225,2572,2102,4674,1216,1614,2830,4.8,4.8,4.8,61.9,52.5,57.3,58.9,49.9,54.5,22,28,50,23,50,73,138,307,445,145,258,403,857,537,1394,4014,4007,8021,713,661,1374,2797,2732,5529,1632,1681,3313,North Burnett (R)
35780,714,774,1488,283,254,537,72,106,178,24,27,51,40,29,69,419,416,835,240,313,553,9.5,7.0,8.3,58.7,53.7,56.1,53.1,49.9,51.4,3,6,9,0,7,7,36,57,93,24,53,77,199,143,342,937,1016,1953,83,95,178,738,787,1525,166,193,359,Northern Peninsula Area (R)
36150,426,350,776,271,129,400,23,74,97,26,18,44,10,10,20,330,231,561,68,106,174,3.0,4.3,3.6,77.6,65.8,72.3,75.3,63.0,69.7,0,4,4,0,0,0,13,40,53,15,29,44,81,43,124,419,353,772,78,78,156,264,227,491,197,171,368,Quilpie (S)
36250,53507,57349,110856,27481,15578,43059,6090,14872,20962,1914,2021,3935,1987,1861,3848,37472,34332,71804,13830,20963,34793,5.3,5.4,5.4,70.0,59.9,64.8,66.3,56.6,61.3,1199,972,2171,544,915,1459,4645,6450,11095,4077,5848,9925,16716,8392,25108,54471,56976,111447,10201,10809,21010,33656,35028,68684,26941,28953,55894,Redland (C)
36300,349,302,651,210,117,327,25,64,89,26,17,43,7,6,13,268,204,472,48,77,125,2.6,2.9,2.8,77.0,67.3,72.5,75.0,65.3,70.5,0,0,0,0,5,5,13,28,41,15,23,38,72,37,109,314,268,582,81,91,172,218,192,410,149,144,293,Richmond (S)
36360,42916,43576,86492,21033,11641,32674,3850,9928,13778,1757,1629,3386,1423,1254,2677,28063,24452,52515,11252,16104,27356,5.1,5.1,5.1,65.4,56.1,60.7,62.1,53.2,57.6,709,600,1309,365,594,959,2735,4559,7294,1905,2759,4664,11944,5712,17656,40569,41258,81827,8963,9351,18314,25127,25488,50615,20847,21879,42726,Rockhampton (R)
36510,14202,14735,28937,6441,3356,9797,1660,3664,5324,551,491,1042,510,455,965,9162,7966,17128,4357,6179,10536,5.6,5.7,5.6,64.5,54.1,59.2,60.9,51.0,55.9,275,235,510,117,202,319,917,1549,2466,834,1322,2156,4084,2138,6222,14452,14956,29408,2526,2643,5169,9398,9539,18937,6487,7029,13516,Scenic Rim (R)
36580,8518,8543,17061,3546,1811,5357,893,1913,2806,311,272,583,323,290,613,5073,4286,9359,2945,3848,6793,6.4,6.8,6.5,59.6,50.2,54.9,55.8,46.8,51.3,62,76,138,48,102,150,317,634,951,388,581,969,2366,1294,3660,8622,8424,17046,1602,1715,3317,5527,5341,10868,3978,4154,8132,Somerset (R)
36630,12054,12346,24400,4736,2443,7179,1248,2702,3950,409,379,788,479,341,820,6872,5865,12737,4444,5856,10300,7.0,5.8,6.4,57.0,47.5,52.2,53.0,44.7,48.8,96,83,179,68,140,208,490,994,1484,514,903,1417,3188,1860,5048,12175,12248,24423,2362,2573,4935,7742,7648,15390,5766,6192,11958,South Burnett (R)
36660,12981,13919,26900,5668,2857,8525,1472,3382,4854,496,459,955,400,375,775,8036,7073,15109,4264,6224,10488,5.0,5.3,5.1,61.9,50.8,56.2,58.8,48.1,53.3,153,137,290,101,174,275,710,1188,1898,555,963,1518,3272,1948,5220,13296,13620,26916,2398,2815,5213,8619,8823,17442,6053,6669,12722,Southern Downs (R)
36710,118763,130073,248836,48580,27550,76130,16602,34180,50782,4176,3992,8168,5441,4825,10266,74799,70547,145346,37551,53731,91282,7.3,6.8,7.1,63.0,54.2,58.4,58.4,50.5,54.3,2622,2378,5000,1361,2508,3869,10789,15778,26567,8948,13627,22575,36270,19115,55385,114434,122060,236494,25553,28507,54060,67230,71424,138654,64242,71052,135294,Sunshine Coast (R)
36810,17584,17341,34925,6849,3792,10641,1849,4039,5888,685,589,1274,724,561,1285,10107,8981,19088,6148,7264,13412,7.2,6.2,6.7,57.5,51.8,54.7,53.4,48.6,51.0,239,247,486,106,221,327,941,1719,2660,862,1342,2204,4909,2319,7228,16773,16923,33696,3107,3399,6506,11366,11198,22564,7152,7855,15007,Tablelands (R)
36910,57069,61622,118691,28522,15246,43768,5857,14992,20849,2158,2052,4210,1785,1644,3429,38322,33934,72256,15588,24526,40114,4.7,4.8,4.7,67.2,55.1,60.9,64.0,52.4,58.0,1446,1241,2687,571,1058,1629,4736,7424,12160,3426,4927,8353,14876,8646,23522,56448,59874,116322,12535,13394,25929,34085,35998,70083,29935,32368,62303,Toowoomba (R)
36950,1109,1174,2283,460,422,882,122,177,299,80,77,157,47,27,74,709,703,1412,251,333,584,6.6,3.8,5.2,63.9,59.9,61.8,59.7,57.6,58.6,18,31,49,15,27,42,84,134,218,59,82,141,237,143,380,1127,1160,2287,270,268,538,669,689,1358,568,592,1160,Torres (S)
36960,1349,1357,2706,399,289,688,400,293,693,74,60,134,61,63,124,934,705,1639,333,586,919,6.5,8.9,7.6,69.3,52.0,60.6,64.8,47.3,56.0,4,4,8,4,21,25,29,60,89,53,78,131,344,259,603,1844,1783,3627,193,184,377,1534,1471,3005,258,270,528,Torres Strait Island (R)
37010,68342,69290,137632,36087,21726,57813,6809,16533,23342,2964,2898,5862,2343,2354,4697,48203,43511,91714,14949,21714,36663,4.9,5.4,5.1,70.5,62.8,66.6,67.1,59.4,63.2,1497,1516,3013,520,1079,1599,5442,9281,14723,3803,5191,8994,19988,9827,29815,62760,63540,126300,16680,17652,34332,36091,36031,72122,37625,39617,77242,Townsville (C)
30900,204,164,368,126,62,188,16,16,32,8,9,17,11,0,11,161,87,248,32,61,93,6.8,0.0,4.4,77.8,53.7,67.2,72.5,53.7,64.2,0,0,0,0,0,0,4,14,18,11,7,18,39,18,57,195,159,354,49,37,86,132,106,238,85,68,153,Boulia (S)
31000,418299,437776,856075,214404,137864,352268,53625,104779,158404,13753,15960,29713,16116,14060,30176,297898,272663,570561,96666,144406,241072,5.4,5.2,5.3,71.2,62.3,66.6,67.4,59.1,63.1,28113,23791,51904,7838,12896,20734,79574,93661,173235,33067,40655,73722,79934,43325,123259,385086,402791,787877,93752,96477,190229,228928,244212,473140,219677,226764,446441,Brisbane (C)
33430,194588,208185,402773,87823,52661,140484,26277,51930,78207,6321,6632,12953,9922,8694,18616,130343,119917,250260,49597,74196,123793,7.6,7.3,7.4,67.0,57.6,62.1,61.9,53.4,57.5,4927,4609,9536,1578,2907,4485,18546,25059,43605,14151,21296,35447,53814,29654,83468,177373,186154,363527,44976,48863,93839,98532,104036,202568,109357,117048,226405,Gold Coast (C)
31750,191,127,318,130,71,201,8,17,25,6,6,12,0,0,0,144,94,238,26,30,56,0.0,0.0,0.0,75.4,74.0,74.8,75.4,74.0,74.8,0,0,0,0,0,0,6,9,15,13,11,24,39,27,66,177,122,299,41,34,75,101,63,164,94,83,177,Bulloo (S)
31820,35205,37181,72386,13247,7318,20565,3459,7732,11191,1201,1056,2257,1804,1511,3315,19711,17617,37328,13257,17527,30784,9.2,8.6,8.9,56.0,47.4,51.6,50.9,43.3,47.0,354,357,711,225,423,648,1783,3089,4872,1510,2389,3899,10128,5309,15437,34443,35524,69967,6978,7531,14509,21395,21809,43204,17384,18809,36193,Bundaberg (R)
31900,6881,6879,13760,3763,1575,5338,543,1683,2226,248,204,452,167,170,337,4721,3632,8353,1723,2915,4638,3.5,4.7,4.0,68.6,52.8,60.7,66.2,50.3,58.3,41,29,70,26,52,78,288,482,770,236,366,602,2035,886,2921,7164,7064,14228,985,1077,2062,5098,4968,10066,2507,2691,5198,Burdekin (S)
31950,275,157,432,142,74,216,24,18,42,25,9,34,4,0,4,195,101,296,21,29,50,2.1,0.0,1.4,70.4,64.3,68.2,69.0,64.3,67.3,0,3,3,3,0,3,13,8,21,11,7,18,66,22,88,204,122,326,43,43,86,134,85,219,105,67,172,Burke (S)
32070,60151,62166,122317,28720,18866,47586,7221,14796,22017,2501,2401,4902,2893,2371,5264,41335,38434,79769,13416,19117,32533,7.0,6.2,6.6,68.7,61.8,65.2,63.9,58.0,60.9,1118,1268,2386,550,1022,1572,4991,7941,12932,4043,5747,9790,17744,9243,26987,55484,56116,111600,14696,16077,30773,31713,31397,63110,33090,35814,68904,Cairns (R)
32250,856,761,1617,379,254,633,51,89,140,41,38,79,28,22,50,499,403,902,220,234,454,5.6,5.5,5.5,58.4,53.0,55.8,55.1,50.1,52.7,3,3,6,4,5,9,20,44,64,27,36,63,170,82,252,725,656,1381,197,179,376,460,387,847,399,380,779,Carpentaria (S)
32260,11493,10757,22250,5232,2511,7743,1246,2554,3800,529,402,931,411,386,797,7418,5853,13271,3312,4314,7626,5.5,6.6,6.0,64.5,54.4,59.6,61.0,50.8,56.1,93,94,187,65,108,173,489,829,1318,441,726,1167,3434,1474,4908,11248,10626,21874,2122,1973,4095,7759,7240,14999,4722,4604,9326,Cassowary Coast (R)
32270,11705,9945,21650,7705,3364,11069,685,2496,3181,585,434,1019,175,211,386,9150,6505,15655,1292,2728,4020,1.9,3.2,2.5,78.2,65.4,72.3,76.7,63.3,70.5,96,99,195,46,114,160,594,1113,1707,496,728,1224,3759,1469,5228,10437,9208,19645,3234,2979,6213,5641,4876,10517,6800,6257,13057,Central Highlands (R)
32330,360,419,779,69,59,128,38,33,71,0,3,3,56,55,111,163,150,313,189,262,451,34.4,36.7,35.5,45.3,35.7,40.1,29.7,22.6,25.9,0,0,0,0,3,3,4,0,4,4,24,28,68,75,143,528,573,1101,36,35,71,444,479,923,58,57,115,Cherbourg (S)
32450,1488,1076,2564,841,429,1270,80,163,243,107,56,163,46,39,85,1074,687,1761,179,279,458,4.3,5.7,4.8,72.1,63.9,68.7,69.0,60.3,65.4,20,13,33,6,7,13,77,122,199,48,69,117,393,128,521,1161,924,2085,375,351,726,685,539,1224,731,608,1339,Cloncurry (S)
32500,2049,1347,3396,628,432,1060,161,241,402,72,49,121,74,44,118,935,766,1701,935,460,1395,7.9,5.7,6.9,45.6,57.0,50.1,42.0,53.7,46.6,19,30,49,9,22,31,78,132,210,69,112,181,440,178,618,1451,1249,2700,329,330,659,936,782,1718,705,660,1365,Cook (S)
32600,128,104,232,65,34,99,6,18,24,12,6,18,5,4,9,88,62,150,13,31,44,5.7,6.5,6.0,68.8,59.6,64.7,64.8,55.8,60.8,0,7,7,0,0,0,8,0,8,6,7,13,26,13,39,127,106,233,23,23,46,81,70,151,50,43,93,Croydon (S)
33610,4017,4071,8088,2265,1077,3342,339,1056,1395,169,156,325,86,70,156,2859,2359,5218,844,1407,2251,3.0,3.0,3.0,71.2,58.0,64.5,69.0,56.2,62.6,29,24,53,15,45,60,202,461,663,179,275,454,926,515,1441,4122,4029,8151,749,851,1600,2663,2540,5203,1827,1954,3781,Goondiwindi (R)
33620,17926,18441,36367,6563,3408,9971,2019,4125,6144,673,561,1234,801,650,1451,10056,8744,18800,6694,8555,15249,8.0,7.4,7.7,56.1,47.4,51.7,51.6,43.9,47.7,147,131,278,90,221,311,788,1393,2181,837,1336,2173,5282,2891,8173,17944,18026,35970,3320,3572,6892,11320,11303,22623,8502,8939,17441,Gympie (R)
33800,4863,4659,9522,2385,943,3328,405,1109,1514,205,164,369,106,89,195,3101,2305,5406,1512,2146,3658,3.4,3.9,3.6,63.8,49.5,56.8,61.6,47.6,54.7,35,35,70,15,32,47,216,324,540,151,228,379,1504,590,2094,4906,4786,9692,688,634,1322,3685,3567,7252,1631,1588,3219,Hinchinbrook (S)
33830,368,320,688,99,65,164,59,38,97,11,6,17,71,57,128,240,166,406,103,140,243,29.6,34.3,31.5,65.0,52.0,59.0,45.8,34.2,40.4,0,3,3,0,6,6,0,9,9,8,20,28,116,74,190,456,411,867,37,32,69,384,371,755,59,46,105,Hope Vale (S)
32750,131,103,234,95,57,152,4,14,18,5,8,13,4,3,7,108,82,190,15,20,35,3.7,3.7,3.7,83.1,78.1,80.9,80.0,75.2,77.9,0,3,3,0,0,0,5,13,18,8,4,12,41,23,64,103,89,192,39,34,73,55,44,99,80,70,150,Diamantina (S)
33960,62714,64357,127071,31987,17922,49909,6002,14066,20068,2467,2369,4836,3054,2749,5803,43510,37106,80616,15742,24171,39913,7.0,7.4,7.2,69.4,57.7,63.4,64.5,53.4,58.9,932,835,1767,465,773,1238,3750,5813,9563,3673,4972,8645,17637,10317,27954,62381,63321,125702,14765,15497,30262,35730,35948,71678,34679,36455,71134,Ipswich (C)
33980,9573,7304,16877,6385,2486,8871,500,1779,2279,563,353,916,85,159,244,7533,4777,12310,668,1996,2664,1.1,3.3,2.0,78.7,65.4,72.9,77.8,63.2,71.5,100,72,172,51,81,132,558,875,1433,329,473,802,3066,1181,4247,7758,6676,14434,3043,2565,5608,4064,3400,7464,5745,4943,10688,Isaac (R)
34420,357,384,741,120,71,191,43,48,91,13,3,16,18,23,41,194,145,339,151,227,378,9.3,15.9,12.1,54.3,37.8,45.7,49.3,31.8,40.2,0,3,3,3,3,6,7,16,23,4,14,18,73,36,109,449,480,929,38,38,76,386,425,811,47,51,98,Kowanyama (S)
32770,398,398,796,85,73,158,57,39,96,16,15,31,38,33,71,196,160,356,189,234,423,19.4,20.6,19.9,49.2,40.2,44.7,39.7,31.9,35.8,0,3,3,0,4,4,12,27,39,0,5,5,42,23,65,584,550,1134,53,50,103,482,467,949,78,71,149,Doomadgee (S)
33100,428,301,729,229,102,331,29,58,87,21,17,38,11,6,17,290,183,473,103,97,200,3.8,3.3,3.6,67.6,61.0,64.9,65.0,59.0,62.6,0,3,3,3,3,6,11,31,42,15,15,30,86,42,128,382,298,680,81,60,141,282,211,493,150,123,273,Etheridge (S)
33200,749,664,1413,430,218,648,49,149,198,30,25,55,16,10,26,525,402,927,150,221,371,3.0,2.5,2.8,70.1,60.4,65.5,68.0,58.9,63.7,4,6,10,0,9,9,20,53,73,29,28,57,165,71,236,714,649,1363,141,117,258,460,411,871,327,308,635,Flinders (S)
33220,37311,39773,77084,11660,6878,18538,3620,7767,11387,1211,1101,2312,2066,1706,3772,18557,17452,36009,16540,20185,36725,11.1,9.8,10.5,49.7,43.9,46.7,44.2,39.6,41.8,345,354,699,238,476,714,1672,3037,4709,1887,2761,4648,11240,6171,17411,35815,37634,73449,7648,8571,16219,21526,22452,43978,19103,21102,40205,Fraser Coast (R)
33360,23347,21312,44659,13819,5816,19635,1566,5149,6715,1127,809,1936,653,677,1330,17165,12451,29616,4244,7479,11723,3.8,5.4,4.5,73.5,58.4,66.3,70.7,55.2,63.3,284,217,501,165,274,439,1325,2077,3402,1059,1366,2425,8180,3283,11463,21618,20250,41868,5773,5398,11171,12942,11856,24798,12349,11830,24179,Gladstone (R)
34830,107,95,202,28,19,47,30,5,35,0,5,5,3,3,6,61,32,93,48,60,108,4.9,9.4,6.5,56.0,33.7,45.6,53.2,30.5,42.6,0,0,0,0,4,4,4,3,7,0,4,4,20,13,33,103,96,199,29,27,56,91,85,176,32,31,63,Mapoon (S)
34860,5150,4956,10106,3073,1735,4808,351,1101,1452,253,213,466,89,84,173,3766,3133,6899,894,1441,2335,2.4,2.7,2.5,73.2,63.2,68.3,71.4,61.5,66.6,30,42,72,25,60,85,267,562,829,244,385,629,1208,690,1898,4962,4740,9702,1040,1035,2075,3149,2975,6124,2372,2361,4733,Maranoa (R)
35010,143100,151981,295081,71042,39590,110632,15715,37235,52950,5432,5476,10908,5998,5464,11462,98187,87765,185952,37526,57374,94900,6.1,6.2,6.2,68.6,57.7,63.0,64.4,54.2,59.1,2608,2297,4905,1377,2438,3815,10768,16111,26879,10008,13527,23535,42137,23287,65424,144460,150169,294629,29783,32164,61947,85908,89138,175046,75186,80958,156144,Moreton Bay (R)
35250,349,390,739,115,69,184,43,33,76,13,7,20,31,18,49,202,127,329,133,241,374,15.3,14.2,14.9,58.0,32.5,44.5,49.1,27.9,37.9,0,3,3,5,11,16,15,21,36,16,11,27,71,29,100,495,512,1007,46,48,94,412,423,835,73,85,158,Mornington (S)
35300,8702,7420,16122,5157,2767,7924,415,1289,1704,405,296,701,255,210,465,6232,4562,10794,1081,1894,2975,4.1,4.6,4.3,71.6,61.5,67.0,68.7,58.6,64.1,105,115,220,47,100,147,503,869,1372,286,456,742,2703,990,3693,7243,6474,13717,2253,2013,4266,3992,3469,7461,4693,4275,8968,Mount Isa (C)
35790,820,781,1601,180,171,351,124,100,224,19,15,34,127,91,218,450,377,827,354,382,736,28.2,24.1,26.4,54.9,48.3,51.7,39.4,36.6,38.0,0,3,3,0,7,7,16,38,54,16,15,31,131,90,221,1146,1010,2156,50,65,115,967,887,1854,99,101,200,Palm Island (S)
35800,751,687,1438,367,215,582,49,132,181,41,34,75,33,20,53,490,401,891,209,254,463,6.7,5.0,5.9,65.2,58.5,62.0,60.8,55.5,58.3,4,4,8,3,9,12,22,56,78,30,50,80,152,106,258,745,706,1451,144,158,302,506,467,973,299,313,612,Paroo (S)
36070,249,245,494,73,51,124,50,31,81,20,12,32,26,30,56,169,124,293,76,122,198,15.4,24.2,19.1,67.9,50.4,59.2,57.4,38.2,47.9,0,0,0,3,3,6,4,9,13,10,6,16,58,35,93,308,288,596,23,27,50,254,241,495,49,52,101,Pormpuraaw (S)
37300,1316,1137,2453,889,511,1400,84,210,294,83,64,147,20,28,48,1076,813,1889,65,191,256,1.9,3.4,2.5,81.7,71.6,77.0,80.2,69.1,75.1,6,22,28,9,20,29,98,158,256,64,89,153,498,177,675,1086,964,2050,452,419,871,574,463,1037,825,791,1616,Weipa (T)
37310,12427,11779,24206,6795,3044,9839,925,2844,3769,522,405,927,286,254,540,8528,6547,15075,2854,4435,7289,3.4,3.9,3.6,68.6,55.6,62.3,66.3,53.4,60.0,70,78,148,65,131,196,552,1127,1679,508,723,1231,3137,1710,4847,11954,11407,23361,2862,2766,5628,7619,7109,14728,6032,5996,12028,Western Downs (R)
37340,13459,12079,25538,6867,3673,10540,1195,2759,3954,550,423,973,392,379,771,9004,7234,16238,2703,3734,6437,4.4,5.2,4.7,66.9,59.9,63.6,64.0,56.8,60.6,108,111,219,51,122,173,543,1040,1583,646,934,1580,4165,1802,5967,11238,10343,21581,3108,3061,6169,6884,6229,13113,6499,6313,12812,Whitsunday (R)
40910,19034,21082,40116,8358,4771,13129,2527,5228,7755,631,709,1340,647,581,1228,12163,11289,23452,6204,9047,15251,5.3,5.1,5.2,63.9,53.5,58.5,60.5,50.8,55.4,808,662,1470,288,469,757,2768,3395,6163,1491,1782,3273,3994,2205,6199,19554,20992,40546,2734,3024,5758,13770,14885,28655,7337,7927,15264,Campbelltown (C)
41010,1384,1335,2719,687,402,1089,163,319,482,60,62,122,43,37,80,953,820,1773,362,455,817,4.5,4.5,4.5,68.9,61.4,65.2,65.8,58.7,62.3,3,11,14,5,16,21,40,107,147,61,90,151,340,186,526,1354,1326,2680,296,302,598,946,909,1855,610,619,1229,Ceduna (DC)
41060,42849,45489,88338,18623,10726,29349,5402,10697,16099,1433,1575,3008,1650,1241,2891,27108,24239,51347,13566,19101,32667,6.1,5.1,5.6,63.3,53.3,58.1,59.4,50.6,54.9,1222,1099,2321,518,841,1359,4815,5954,10769,2971,3638,6609,10215,5176,15391,42012,44283,86295,6646,6896,13542,29808,31739,61547,16105,16799,32904,Charles Sturt (C)
41140,3471,3569,7040,1721,790,2511,409,1037,1446,136,128,264,81,65,146,2347,2020,4367,988,1418,2406,3.5,3.2,3.3,67.6,56.6,62.0,65.3,54.8,59.9,51,49,100,36,86,122,288,401,689,187,305,492,917,561,1478,3565,3575,7140,582,641,1223,2338,2348,4686,1541,1611,3152,Clare and Gilbert Valleys (DC)
40070,9608,8888,18496,3321,2316,5637,1263,1659,2922,257,274,531,487,427,914,5328,4676,10004,3304,3500,6804,9.1,9.1,9.1,55.5,52.6,54.1,50.4,47.8,49.1,894,771,1665,187,284,471,2287,2202,4489,676,730,1406,909,559,1468,5934,5779,11713,2845,2878,5723,2664,2575,5239,5851,5810,11661,Adelaide (C)
37400,577,504,1081,322,195,517,31,86,117,33,25,58,12,12,24,398,318,716,145,169,314,3.0,3.8,3.4,69.1,63.1,66.3,67.0,60.7,64.1,3,7,10,4,10,14,14,36,50,21,27,48,142,79,221,571,514,1085,100,78,178,396,339,735,237,220,457,Winton (S)
41330,808,607,1415,246,182,428,93,113,206,23,31,54,50,17,67,412,343,755,306,193,499,12.1,5.0,8.9,50.9,56.6,53.4,44.7,53.8,48.6,3,4,7,4,8,12,33,54,87,33,49,82,186,74,260,713,528,1241,137,132,269,508,341,849,299,263,562,Coober Pedy (DC)
41560,5182,5567,10749,1761,856,2617,572,1273,1845,192,182,374,217,133,350,2742,2444,5186,2226,2926,5152,7.9,5.4,6.7,52.9,43.9,48.3,48.7,41.5,45.0,20,21,41,27,48,75,173,357,530,200,334,534,1422,776,2198,5149,5341,10490,928,1002,1930,3268,3436,6704,2433,2593,5026,Copper Coast (DC)
37550,278,330,608,64,65,129,26,34,60,6,8,14,40,34,74,136,141,277,122,174,296,29.4,24.1,26.7,49.1,42.7,45.6,34.7,32.4,33.4,0,0,0,3,5,8,6,13,19,9,12,21,25,31,56,400,453,853,32,21,53,326,374,700,58,61,119,Woorabinda (S)
41750,447,395,842,237,100,337,38,115,153,20,16,36,19,14,33,314,245,559,115,142,257,6.1,5.7,5.9,70.1,62.0,66.3,65.8,58.5,62.4,0,0,0,3,5,8,19,46,65,15,35,50,86,64,150,451,410,861,78,73,151,351,315,666,148,137,285,Elliston (DC)
40120,15482,15552,31034,7887,3817,11704,2319,5055,7374,579,634,1213,404,347,751,11189,9853,21042,3828,5282,9110,3.6,3.5,3.6,72.3,63.4,67.8,69.7,61.1,65.4,945,763,1708,334,556,890,2438,3087,5525,1392,1751,3143,3681,1858,5539,16737,16675,33412,1773,1841,3614,12305,12169,24474,5237,5412,10649,Adelaide Hills (DC)
40220,9535,10170,19705,3601,1779,5380,1252,2609,3861,333,350,683,330,272,602,5516,5010,10526,3672,4816,8488,6.0,5.4,5.7,57.8,49.3,53.4,54.4,46.6,50.4,147,154,301,81,181,262,639,971,1610,686,971,1657,2876,1551,4427,9453,9921,19374,1608,1782,3390,5933,6166,12099,4538,5014,9552,Alexandrina (DC)
61010,981,856,1837,378,147,525,91,144,235,40,33,73,36,40,76,545,364,909,373,434,807,6.6,11.0,8.4,55.6,42.5,49.5,51.9,37.9,45.3,12,5,17,8,10,18,42,72,114,44,57,101,194,116,310,996,895,1891,117,110,227,705,609,1314,324,323,647,Central Highlands (M)
61210,3115,3053,6168,1540,656,2196,307,861,1168,164,123,287,97,85,182,2108,1725,3833,837,1200,2037,4.6,4.9,4.7,67.7,56.5,62.1,64.6,53.7,59.2,12,18,30,14,22,36,100,184,284,112,173,285,794,475,1269,3284,3222,6506,500,551,1051,2241,2110,4351,1264,1401,2665,Circular Head (M)
61410,20278,21845,42123,8846,5076,13922,2500,5893,8393,690,777,1467,739,488,1227,12775,12234,25009,6656,8793,15449,5.8,4.0,4.9,63.0,56.0,59.4,59.4,53.8,56.5,539,481,1020,291,461,752,2151,2959,5110,1554,1722,3276,5416,2920,8336,20641,22054,42695,3010,3215,6225,14385,15372,29757,7711,8408,16119,Clarence (C)
