lga_code16,lga_name16,erp_2001,erp_2002,erp_2003,erp_2004,erp_2005,erp_2006,erp_2007,erp_2008,erp_2009,erp_2010,erp_2011,erp_2012pr,erp_2013pr,erp_2014pr,erp_2015pr,erp_2016pr,areasqkm16
56930,Peppermint Grove (S),1653,1651,1656,1672,1692,1691,1653,1630,1633,1627,1629,1689,1699,1712,1714,1713,1.0677
55740,Mosman Park (T),8358,8476,8590,8675,8762,8760,8845,8971,9082,9164,9199,9203,9243,9228,9208,9187,4.3472
55810,Mount Magnet (S),854,845,831,775,744,734,681,665,669,653,666,668,661,614,560,503,13858.1182
55880,Mount Marshall (S),676,669,670,672,656,650,616,594,581,530,493,507,523,527,529,530,10184.5937
65410,Waratah/Wynyard (M),13765,13726,13693,13794,13757,13895,14002,14180,14295,14312,14304,14179,14118,14060,13967,13883,3535.9075
65610,West Coast (M),5572,5459,5342,5292,5245,5229,5157,5151,5107,5058,4890,4756,4585,4410,4322,4236,9583.5388
65810,West Tamar (M),20495,20629,20869,21254,21454,21700,21925,22122,22420,22647,22833,22855,22967,23084,23225,23352,691.1469999999999
56160,Murchison (S),161,157,150,140,129,118,112,110,112,114,119,133,146,150,154,157,45046.0922
56230,Murray (S),10899,11211,11611,11904,12266,12522,12819,13477,14144,14586,14773,15473,16102,16541,16883,17083,1703.4688
56300,Nannup (S),1223,1235,1237,1247,1271,1282,1277,1291,1296,1301,1304,1328,1348,1357,1359,1346,3053.9361
63410,King Island (M),1741,1730,1741,1720,1715,1716,1704,1690,1672,1656,1637,1629,1629,1626,1618,1617,1095.7407
63610,Kingborough (M),29285,29433,30050,30571,31020,31404,31938,32656,33431,34124,34693,34973,35257,35567,35929,36263,720.1029
63810,Latrobe (M) (Tas.),8324,8391,8516,8677,8759,8973,9162,9402,9694,10063,10275,10348,10443,10582,10738,10940,600.4617
64010,Launceston (C),62966,63113,63695,64264,64715,64802,65311,65936,66452,66864,67154,67025,66894,66805,66799,66864,1413.6306
64210,Meander Valley (M),18248,18348,18558,18803,18889,19052,19190,19342,19477,19588,19622,19595,19567,19551,19543,19596,3330.8145
64610,Northern Midlands (M),12047,12109,12209,12324,12422,12561,12568,12593,12638,12675,12729,12757,12801,12865,12935,13043,5135.2503
64810,Sorell (M),10955,11031,11181,11408,11738,12049,12294,12624,12934,13170,13346,13500,13707,13935,14136,14393,583.6761
56370,Narembeen (S),963,964,977,960,952,945,890,856,846,836,839,836,827,819,820,815,3809.0285
56460,Narrogin (S),5541,5544,5550,5403,5363,5331,5287,5281,5282,5246,5260,5311,5343,5358,5351,5255,1631.3024
56580,Nedlands (C),21607,21673,21677,21599,21501,21436,21480,21672,21763,21754,22029,22525,22830,22868,22621,22309,19.9466
56620,Ngaanyatjarraku (S),1562,1533,1506,1493,1477,1466,1483,1498,1494,1508,1508,1591,1692,1707,1714,1709,159821.7026
56730,Northam (S),10284,10302,10267,10157,10270,10280,10256,10400,10553,10670,10830,11176,11503,11600,11444,11260,1431.2215
56790,Northampton (S),3347,3358,3355,3369,3345,3334,3322,3318,3309,3298,3281,3375,3447,3405,3375,3355,12543.7142
57630,Sandstone (S),134,134,132,133,126,126,123,117,113,110,109,111,112,106,99,92,32605.2911
57700,Serpentine-Jarrahdale (S),11733,11931,12200,12438,12913,13246,14055,15224,16487,17201,18495,20389,22084,23673,25572,27654,901.2056
57770,Shark Bay (S),926,925,921,923,909,906,891,886,883,883,887,914,936,947,962,959,24201.3839
57840,South Perth (C),37606,38357,38944,39481,40025,40517,41233,42135,42925,42987,43618,44155,44521,44448,44292,44097,19.8116
57910,Stirling (C),176209,177345,178865,180470,181976,183957,189261,194607,200137,203918,209043,214274,218405,219601,220130,219918,104.727
57980,Subiaco (C),15641,15815,16095,16655,16997,17233,17669,18033,18435,18624,18832,19276,19686,20010,20261,20359,6.9764
58050,Swan (C),85289,87577,89821,91857,93791,96643,100580,104505,108331,111101,114300,119964,125548,129945,133962,138476,1043.2271
58190,Tammin (S),443,439,439,426,420,417,416,417,422,418,415,414,415,414,412,407,1101.692
58260,Three Springs (S),754,741,740,735,711,693,672,671,663,646,633,636,637,625,616,603,2656.6928
57000,Perenjori (S),615,593,584,583,574,561,607,680,773,852,930,878,828,759,692,625,8301.3551
57080,Perth (C),7706,8456,8956,9892,11099,12353,13423,14897,16902,17714,18315,19849,21096,21958,22762,23549,12.0213
57140,Pingelly (S),1217,1214,1215,1208,1217,1220,1207,1206,1209,1215,1209,1203,1202,1181,1191,1169,1294.5721
57210,Plantagenet (S),4707,4658,4622,4605,4643,4694,4762,4863,4974,4978,5032,5128,5198,5182,5163,5142,4876.6821
57280,Port Hedland (T),12881,13201,13555,13692,13880,14084,14129,14309,14825,15252,15659,15853,15976,15662,15382,15049,18417.0777
57350,Quairading (S),1140,1137,1130,1084,1068,1071,1070,1078,1080,1074,1073,1072,1068,1066,1059,1036,2016.9269
57420,Ravensthorpe (S),1510,1543,1562,1589,1733,2045,2110,2220,2171,2158,2187,2159,2130,2052,1924,1785,9841.7503
57490,Rockingham (C),74185,75802,77718,80168,82936,87033,92235,96506,100639,104922,109415,114511,119658,123410,126325,129308,257.497
65010,Southern Midlands (M),5788,5809,5834,5867,5850,5864,5914,6009,6141,6246,6265,6256,6209,6175,6145,6140,2615.4934
65210,Tasman (M),2282,2282,2238,2273,2279,2326,2332,2352,2400,2432,2443,2437,2360,2394,2398,2396,660.4962
58330,Toodyay (S),4084,4142,4147,4198,4277,4330,4360,4404,4450,4493,4529,4621,4707,4650,4568,4500,1691.6486
58400,Trayning (S),394,395,403,410,408,410,395,385,370,359,355,361,366,363,357,352,1651.2043
58470,Upper Gascoyne (S),356,356,348,339,332,307,296,272,262,263,253,260,270,275,278,281,57809.8737
58510,Victoria Park (T),27751,27970,28216,28446,28761,29162,30264,31537,32751,33603,34718,35632,36374,36687,36818,36755,17.9397
70200,Alice Springs (T),26849,26775,26665,26583,26572,26700,26961,27466,28068,28397,28489,28420,28362,27750,27112,26823,327.7133
58540,Victoria Plains (S),974,973,979,971,962,946,935,936,940,931,926,934,933,934,929,921,2551.0132
58570,Vincent (C),27071,27450,28026,28290,28782,29261,30279,31155,32000,32748,33857,34725,35475,35632,35611,35587,11.3769
58610,Wagin (S),1879,1895,1921,1916,1925,1943,1932,1916,1910,1908,1901,1923,1925,1918,1908,1872,1946.1763
58680,Wandering (S),333,350,367,365,370,373,386,396,417,438,453,458,450,451,453,453,1903.8645
58760,Wanneroo (C),84323,88442,93822,100185,107053,114943,125837,135840,145855,152746,160281,168981,177159,182938,188746,195253,685.068
58820,Waroona (S),3538,3506,3483,3521,3576,3614,3591,3626,3660,3687,3720,3836,3969,4109,4196,4238,832.2286
58890,West Arthur (S),910,911,910,891,887,885,882,881,883,888,901,893,884,867,852,820,2831.8272
59030,Westonia (S),249,241,237,236,230,226,235,248,265,278,282,293,302,304,305,305,3319.4497
72800,Palmerston (C),22418,23037,23179,23507,24156,25163,26219,27586,28636,29178,29385,30590,32512,33971,35085,35765,52.6559
73600,Roper Gulf (R),6327,6334,6301,6304,6352,6423,6539,6726,6936,7044,7042,7163,7279,7356,7425,7434,185210.2475
74050,Tiwi Islands (R),2523,2490,2452,2425,2428,2432,2522,2643,2777,2900,2970,2993,3024,2927,2873,2805,7483.1661
74550,Victoria Daly (R),3452,3430,3427,3417,3439,3441,3491,3476,3421,3381,3321,3347,3351,3316,3270,3204,153287.0839
59100,Wickepin (S),747,749,753,752,755,762,753,754,759,761,767,769,761,739,729,729,2040.8985
74560,Wagait (S),248,263,277,294,310,326,342,361,383,399,420,440,464,473,487,501,5.6378
74660,West Arnhem (R),6241,6198,6161,6182,6304,6452,6505,6679,6888,7040,7133,7232,7354,7228,7131,7022,49675.0343
74680,West Daly (R),2543,2612,2674,2752,2864,2986,3023,3151,3319,3425,3505,3557,3604,3629,3644,3654,14069.6979
79399,Unincorporated NT,7477,7532,7524,7599,7920,8141,8431,8593,8823,9075,9071,9067,9111,8876,7787,7644,19790.0427
59170,Williams (S),959,955,953,932,919,908,912,919,929,935,940,965,976,991,1001,995,2304.7119
59250,Wiluna (S),902,876,851,812,768,735,808,894,1009,1095,1198,1174,1130,1018,890,761,181297.3382
89399,Unincorporated ACT,321538,324627,327357,328940,331399,335170,342644,348368,354785,361766,367985,376564,383652,389406,396690,403468,2358.172
99399,Unincorp. Other Territories,2584,2397,2336,2356,2381,2379,2514,2683,2876,3055,3117,3036,2957,2906,2871,4608,256.3162
59310,Wongan-Ballidu (S),1599,1563,1547,1511,1490,1461,1433,1429,1439,1455,1478,1483,1474,1432,1389,1349,3365.0675
59320,Woodanilling (S),396,400,400,404,404,415,417,424,430,427,427,435,431,430,423,414,1128.8348
59330,Wyalkatchem (S),678,680,659,652,630,592,560,546,531,526,542,539,541,535,531,520,1594.4885
59340,Wyndham-East Kimberley (S),7240,7406,7595,7716,7789,7879,7866,7967,8066,8111,8195,8234,8265,8042,7797,7494,112065.9843
59350,Yalgoo (S),326,316,306,293,274,263,288,317,351,377,417,425,426,404,376,347,27949.4641
59360,Yilgarn (S),1832,1778,1754,1683,1580,1477,1535,1580,1602,1634,1675,1611,1540,1424,1310,1206,30428.765
59370,York (S),3246,3217,3227,3219,3220,3244,3273,3320,3360,3410,3462,3549,3626,3614,3602,3605,2131.5916
60210,Break O'Day (M),5839,5884,5978,6084,6191,6274,6308,6352,6401,6446,6469,6413,6354,6311,6253,6193,3523.8859
60410,Brighton (M),12857,12947,13141,13556,13946,14236,14508,14832,15192,15562,15685,15893,16031,16191,16408,16610,171.1599
60610,Burnie (C),19077,19090,19305,19485,19547,19748,19812,19887,20005,20073,20164,20001,19797,19616,19478,19304,610.9529
60810,Central Coast (M) (Tas.),21242,21119,21213,21275,21174,21428,21640,21942,22179,22291,22332,22270,22178,22067,21948,21851,933.0892
61010,Central Highlands (M) (Tas.),2339,2330,2372,2321,2345,2327,2338,2348,2357,2353,2357,2320,2278,2237,2200,2164,7982.4155
61210,Circular Head (M),8128,8105,8219,8254,8286,8243,8291,8343,8374,8368,8361,8326,8281,8247,8201,8173,4898.0109999999995
61410,Clarence (C),49370,49289,49509,49766,50014,50344,50630,51107,51765,52396,52825,53151,53561,54009,54545,55085,377.9552
61510,Derwent Valley (M),9372,9346,9400,9421,9540,9636,9705,9798,9861,9895,9946,9949,9984,10019,10055,10091,4108.1021
61610,Devonport (C),24502,24347,24653,24940,25050,24901,25024,25336,25658,25712,25752,25595,25473,25382,25276,25259,111.259
61810,Dorset (M),7413,7367,7327,7292,7272,7244,7227,7203,7202,7177,7158,7095,7023,6935,6837,6746,3230.5456
62010,Flinders (M) (Tas.),896,889,887,891,897,896,881,867,849,839,809,824,840,863,890,926,1996.6244
62210,George Town (M),6557,6603,6713,6760,6755,6755,6762,6779,6829,6872,6857,6821,6819,6822,6815,6817,653.4377
62410,Glamorgan/Spring Bay (M),4029,4027,4105,4217,4347,4371,4412,4458,4463,4449,4419,4437,4455,4474,4491,4521,2591.5618
62610,Glenorchy (C),43805,43729,44038,44119,43850,43844,44179,44542,44947,45244,45402,45500,45637,45864,46066,46397,121.1483
62810,Hobart (C),47232,47409,48036,48535,48890,48989,49203,49491,49917,50291,50482,50551,50755,51090,51398,51750,77.9097
63010,Huon Valley (M),13987,14051,14071,14272,14394,14530,14814,15083,15392,15680,15905,16032,16164,16315,16459,16675,5507.3541
63210,Kentish (M),5555,5560,5641,5743,5861,5965,6031,6143,6301,6364,6369,6360,6353,6343,6321,6303,1156.1887
70420,Barkly (R),7315,7346,7321,7333,7455,7564,7663,7773,7842,7863,7838,7864,7884,7749,7663,7530,322713.2188
70540,Belyuen (S),230,223,215,209,205,199,199,200,203,207,207,203,201,191,185,178,41.4054
70620,Central Desert (R),4678,4641,4573,4529,4493,4454,4417,4392,4360,4337,4287,4335,4404,4363,4309,4222,281312.0262
70700,Coomalie (S),1125,1140,1157,1177,1206,1234,1240,1248,1262,1274,1275,1331,1384,1394,1418,1439,2056.0547
71000,Darwin (C),69635,69286,68968,69339,70538,71366,72735,74613,76775,77886,78467,80278,82999,82825,83759,84468,111.2725
71300,East Arnhem (R),8519,8640,8699,8834,9055,9275,9496,9784,10054,10305,10466,10553,10771,10574,10472,10377,33309.9334
72200,Katherine (T),9706,9648,9570,9542,9626,9689,9844,10075,10345,10467,10488,10647,10818,10793,10705,10571,7416.6444
72300,Litchfield (M),15782,15900,15821,15895,16215,16451,17412,18401,19203,19863,20218,21111,22252,23270,24704,25262,2903.1459
72330,MacDonnell (R),6675,6756,6741,6742,6767,6761,6709,6707,6732,6737,6710,6842,6975,6947,6935,6841,268329.3474
