LGA_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
55250,0,0,0,72,13,85,0,0,0,0,0,0,0,0,0,116,54,170,37,16,53,15,0,15,0,0,0,0,0,0,44,17,61,101,64,165,385,164,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,6,0,6,7,0,7,13,0,13,0,0,0,5,3,8,0,0,0,5,3,8,21,18,39,14,6,20,9,9,18,447,200,647,Meekatharra (S)
55320,595,541,1136,1112,1007,2119,18,0,18,4,6,10,61,32,93,16099,13729,29828,958,1221,2179,193,8,201,195,20,215,573,103,676,326,91,417,445,396,841,20579,17154,37733,678,537,1215,0,0,0,0,0,0,197,184,381,42,64,106,42,7,49,959,792,1751,5,0,5,0,0,0,34,55,89,22,68,90,12,7,19,73,130,203,167,91,258,1199,1013,2212,118,110,228,15,5,20,8,6,14,141,121,262,884,1265,2149,2172,3267,5439,305,273,578,25280,23093,48373,Melville (C)
64610,0,0,0,19,19,38,0,0,0,0,0,0,0,3,3,1942,1570,3512,148,129,277,72,0,72,22,3,25,11,5,16,30,9,39,154,120,274,2398,1858,4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,8,0,0,0,3,8,11,21,6,27,24,14,38,3,0,3,0,0,0,0,4,4,3,4,7,211,204,415,230,367,597,46,32,78,2912,2479,5391,Northern Midlands (M)
64810,0,4,4,14,32,46,0,3,3,0,0,0,4,0,4,2172,1864,4036,178,224,402,76,3,79,17,3,20,6,3,9,29,7,36,70,49,119,2566,2192,4758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,4,10,14,0,0,0,4,22,26,28,22,50,32,44,76,0,0,0,3,0,3,0,0,0,3,0,3,133,141,274,309,443,752,44,40,84,3087,2860,5947,Sorell (M)
58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,67,3,4,7,3,0,3,0,0,0,0,0,0,11,0,11,17,11,28,69,47,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,31,9,6,15,3,3,6,101,67,168,Tammin (S)
72300,0,0,0,95,58,153,3,0,3,4,0,4,4,4,8,3341,2824,6165,292,295,587,167,7,174,108,24,132,107,17,124,106,30,136,522,104,626,4749,3363,8112,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,6,14,20,10,15,25,5,3,8,21,32,53,49,27,76,70,62,132,0,3,3,3,3,6,0,0,0,3,6,9,204,285,489,510,460,970,91,55,146,5627,4231,9858,Litchfield (M)
55810,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,67,51,118,10,10,20,8,0,8,0,0,0,4,3,7,9,0,9,14,20,34,128,84,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,8,5,13,12,8,20,3,0,3,157,97,254,Mount Magnet (S)
55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,45,124,5,4,9,5,0,5,0,0,0,0,0,0,6,4,10,15,12,27,110,65,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,37,7,8,15,5,0,5,141,91,232,Mingenew (S)
55880,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,70,50,120,3,7,10,6,0,6,3,0,3,0,0,0,8,0,8,26,14,40,120,71,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,32,25,57,8,13,21,0,0,0,163,109,272,Mount Marshall (S)
69499,0,0,0,7,5,12,0,0,0,0,0,0,0,3,3,93,53,146,21,19,40,4,0,4,0,0,0,0,0,0,6,3,9,29,6,35,160,89,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,21,18,39,0,4,4,185,115,300,
56930,21,18,39,6,8,14,0,0,0,0,0,0,3,3,6,214,127,341,4,7,11,3,0,3,0,0,0,8,0,8,0,6,6,12,18,30,271,187,458,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,22,32,54,35,39,74,5,3,8,339,265,604,Peppermint Grove (S)
57000,3,0,3,90,7,97,0,0,0,0,0,0,0,0,0,144,60,204,49,14,63,24,3,27,0,0,0,3,0,3,30,8,38,33,27,60,376,119,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,40,33,73,10,5,15,12,0,12,443,160,603,Perenjori (S)
70200,4,0,4,271,102,373,0,3,3,0,5,5,43,23,66,4071,3988,8059,387,604,991,95,0,95,162,44,206,377,220,597,76,31,107,386,447,833,5872,5467,11339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,22,5,0,5,5,3,8,25,10,35,67,53,120,92,63,155,0,0,0,6,4,10,10,6,16,16,10,26,131,196,327,518,631,1149,106,92,198,6735,6459,13194,Alice Springs (T)
55600,0,0,0,12,3,15,0,0,0,0,0,0,0,0,0,394,304,698,32,42,74,26,3,29,7,0,7,9,3,12,18,7,25,63,55,118,561,417,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,3,0,3,3,0,3,64,58,122,53,63,116,16,12,28,702,550,1252,Moora (S)
57080,216,124,340,842,741,1583,5,3,8,4,0,4,34,14,48,1953,1172,3125,151,214,365,21,0,21,54,8,62,113,33,146,104,41,145,1294,912,2206,4791,3262,8053,101,70,171,0,0,0,0,4,4,3,0,3,6,4,10,8,0,8,118,78,196,3,0,3,0,0,0,17,9,26,11,21,32,17,8,25,48,38,86,38,19,57,204,135,339,10,16,26,6,0,6,3,0,3,19,16,35,159,127,286,368,366,734,49,18,67,5590,3924,9514,Perth (C)
57140,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,114,95,209,19,6,25,13,0,13,0,0,0,3,0,3,10,0,10,22,21,43,190,122,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,3,6,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,43,26,69,20,36,56,6,3,9,262,193,455,Pingelly (S)
57210,0,0,0,11,3,14,3,0,3,0,0,0,0,0,0,658,542,1200,69,63,132,25,0,25,9,0,9,8,3,11,23,8,31,65,46,111,871,665,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,177,148,325,119,140,259,19,22,41,1194,978,2172,Plantagenet (S)
57280,0,4,4,287,50,337,3,3,6,0,0,0,16,9,25,2840,1838,4678,494,260,754,86,3,89,47,5,52,40,13,53,76,32,108,219,183,402,4108,2400,6508,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,17,4,21,4,4,8,6,0,6,27,8,35,55,16,71,88,24,112,6,0,6,3,3,6,3,7,10,12,10,22,35,79,114,410,280,690,69,36,105,4722,2829,7551,Port Hedland (T)
55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,95,205,12,11,23,6,0,6,0,0,0,10,0,10,10,0,10,24,26,50,172,132,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,37,24,22,46,9,3,12,227,172,399,Morawa (S)
56520,0,0,0,13,0,13,0,0,0,0,0,0,3,0,3,613,533,1146,48,51,99,26,0,26,4,0,4,11,4,15,18,5,23,63,86,149,799,679,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,6,3,9,10,3,13,0,0,0,0,0,0,0,4,4,0,4,4,10,35,45,85,111,196,15,5,20,919,837,1756,Narrogin (T)
56580,116,73,189,363,239,602,0,0,0,3,0,3,13,12,25,3092,2450,5542,182,277,459,18,0,18,49,6,55,269,57,326,52,11,63,199,167,366,4356,3292,7648,24,19,43,0,0,0,0,0,0,23,22,45,7,6,13,5,0,5,59,47,106,0,0,0,0,0,0,9,9,18,10,19,29,5,3,8,24,31,55,37,17,54,120,95,215,11,11,22,6,4,10,5,0,5,22,15,37,288,367,655,397,671,1068,48,52,100,5231,4492,9723,Nedlands (C)
55740,190,156,346,54,67,121,0,0,0,0,0,0,8,3,11,1277,1041,2318,67,100,167,11,0,11,19,0,19,78,23,101,23,12,35,60,74,134,1787,1476,3263,37,28,65,0,0,0,0,0,0,11,19,30,4,5,9,6,3,9,58,55,113,0,0,0,0,0,0,6,3,9,0,6,6,0,0,0,6,9,15,21,9,30,85,73,158,3,9,12,3,0,3,0,0,0,6,9,15,94,119,213,151,279,430,25,19,44,2148,1975,4123,Mosman Park (T)
56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,10,67,6,11,17,0,0,0,0,0,0,0,0,0,0,0,0,136,144,280,199,165,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,14,21,35,14,4,18,233,199,432,Ngaanyatjarraku (S)
57350,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,103,98,201,7,13,20,15,0,15,0,0,0,4,0,4,14,5,19,29,20,49,179,136,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,56,19,36,55,8,0,8,233,201,434,Quairading (S)
57420,0,0,0,93,27,120,0,0,0,0,0,0,0,0,0,293,167,460,59,33,92,14,0,14,3,0,3,3,0,3,31,4,35,54,34,88,550,265,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,9,0,9,0,0,0,9,0,9,68,52,120,54,65,119,7,6,13,693,388,1081,Ravensthorpe (S)
57490,604,647,1251,754,325,1079,12,0,12,0,0,0,34,14,48,16416,13218,29634,1724,1256,2980,427,14,441,287,22,309,180,56,236,805,141,946,525,447,972,21768,16140,37908,287,245,532,0,0,0,0,0,0,337,363,700,67,87,154,34,5,39,725,700,1425,3,0,3,3,0,3,26,21,47,20,37,57,20,3,23,72,61,133,285,85,370,1082,846,1928,168,198,366,17,10,27,18,3,21,203,211,414,389,830,1219,2851,3068,5919,387,322,709,26680,21417,48097,Rockingham (C)
55950,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,66,41,107,5,3,8,3,0,3,3,0,3,5,3,8,7,0,7,25,18,43,117,65,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,26,33,59,14,13,27,4,3,7,161,117,278,Mukinbudin (S)
56020,0,0,0,11,5,16,0,0,0,0,0,0,3,0,3,105,60,165,12,8,20,14,0,14,0,0,0,4,0,4,10,3,13,23,15,38,182,91,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,23,46,9,5,14,4,0,4,222,119,341,Mullewa (S)
56090,74,104,178,182,92,274,0,0,0,4,0,4,11,4,15,6164,5173,11337,443,404,847,237,10,247,85,12,97,58,12,70,158,29,187,146,153,299,7562,5993,13555,63,51,114,0,0,0,0,0,0,199,178,377,21,30,51,7,0,7,290,259,549,0,0,0,0,0,0,15,6,21,4,21,25,8,0,8,27,27,54,81,29,110,398,315,713,39,38,77,4,0,4,3,0,3,46,38,84,351,533,884,948,1235,2183,126,122,248,9431,8236,17667,Mundaring (S)
56790,0,0,0,16,4,20,0,0,0,0,0,0,3,0,3,320,316,636,37,28,65,21,3,24,7,3,10,8,14,22,31,3,34,83,59,142,526,430,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,12,0,12,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,98,95,193,78,77,155,16,12,28,733,614,1347,Northampton (S)
56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,56,3,3,6,0,0,0,0,0,0,0,0,0,8,0,8,9,3,12,50,32,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,3,0,3,0,0,0,59,44,103,Nungarin (S)
57560,7,0,7,1485,205,1690,3,0,3,0,0,0,51,13,64,3680,2541,6221,830,422,1252,113,3,116,56,8,64,58,34,92,160,48,208,325,291,616,6768,3565,10333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,27,12,3,15,10,3,13,44,11,55,66,30,96,110,41,151,8,0,8,10,3,13,4,3,7,22,6,28,47,146,193,631,466,1097,82,47,129,7660,4271,11931,Roebourne (S)
56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18,17,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,3,4,7,0,0,0,29,19,48,Murchison (S)
56230,24,13,37,87,13,100,0,0,0,3,0,3,3,3,6,1919,1519,3438,221,133,354,90,3,93,33,0,33,12,6,18,65,22,87,83,85,168,2540,1797,4337,0,5,5,0,0,0,0,0,0,23,28,51,3,0,3,0,0,0,26,33,59,0,0,0,0,0,0,12,6,18,0,0,0,0,0,0,12,6,18,37,12,49,75,51,126,15,11,26,3,0,3,0,4,4,18,15,33,165,191,356,448,422,870,72,48,120,3318,2524,5842,Murray (S)
56300,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,127,128,255,15,13,28,5,3,8,7,0,7,9,4,13,9,3,12,45,33,78,225,187,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,51,38,89,22,52,74,6,0,6,310,277,587,Nannup (S)
56370,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,123,69,192,6,5,11,11,3,14,3,0,3,4,4,8,10,5,15,39,26,65,199,112,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,51,34,85,0,18,18,0,6,6,253,170,423,Narembeen (S)
56450,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,129,121,250,10,7,17,11,3,14,0,0,0,0,0,0,10,0,10,16,8,24,180,139,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,49,27,76,16,22,38,7,3,10,259,195,454,Narrogin (S)
58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,51,135,6,7,13,3,0,3,3,0,3,3,0,3,3,3,6,22,13,35,124,74,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,35,25,60,0,17,17,0,3,3,159,122,281,Three Springs (S)
56730,0,5,5,31,7,38,0,0,0,0,0,0,3,3,6,1472,1276,2748,165,157,322,75,3,78,21,3,24,10,3,13,52,8,60,128,116,244,1957,1581,3538,0,3,3,0,0,0,0,0,0,6,8,14,0,0,0,0,0,0,6,11,17,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,4,3,7,19,7,26,29,21,50,0,0,0,0,0,0,4,0,4,4,0,4,110,142,252,224,311,535,47,39,86,2371,2094,4465,Northam (S)
57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,11,20,16,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,24,19,43,Sandstone (S)
57700,49,64,113,84,21,105,0,0,0,3,0,3,3,3,6,3086,2534,5620,233,193,426,216,3,219,28,3,31,14,6,20,100,26,126,112,84,196,3928,2937,6865,8,13,21,0,0,0,0,0,0,49,65,114,6,16,22,0,0,0,63,94,157,0,0,0,0,0,0,3,3,6,5,0,5,3,0,3,11,3,14,45,8,53,119,105,224,14,23,37,3,0,3,0,0,0,17,23,40,186,319,505,484,558,1042,89,46,135,4823,3988,8811,Serpentine-Jarrahdale (S)
57770,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,111,83,194,22,14,36,3,0,3,5,0,5,3,4,7,12,7,19,44,45,89,203,156,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,17,22,32,23,55,0,3,3,243,202,445,Shark Bay (S)
57840,147,138,285,939,994,1933,35,21,56,0,3,3,39,28,67,6852,5515,12367,421,632,1053,70,3,73,99,15,114,384,123,507,148,42,190,293,268,561,9427,7782,17209,155,146,301,3,3,6,0,0,0,31,22,53,5,10,15,12,3,15,206,184,390,11,9,20,0,3,3,36,41,77,22,37,59,20,6,26,89,96,185,80,45,125,375,325,700,27,34,61,7,7,14,10,0,10,44,41,85,389,485,874,897,1351,2248,116,101,217,11248,10085,21333,South Perth (C)
57910,947,962,1909,2269,2463,4732,6,9,15,10,3,13,199,77,276,34473,27444,61917,2239,3103,5342,600,24,624,586,86,672,1096,247,1343,702,188,890,849,869,1718,43976,35475,79451,967,926,1893,0,0,0,0,0,0,418,450,868,73,119,192,37,16,53,1495,1511,3006,0,0,0,0,0,0,113,176,289,61,142,203,39,25,64,213,343,556,386,188,574,2094,2042,4136,220,234,454,32,16,48,23,9,32,275,259,534,1378,1919,3297,4067,6022,10089,674,547,1221,52464,46264,98728,Stirling (C)
57980,241,222,463,436,446,882,0,0,0,0,5,5,14,10,24,2194,1772,3966,144,251,395,20,3,23,64,15,79,277,118,395,68,24,92,450,481,931,3908,3347,7255,48,31,79,0,0,0,0,0,0,6,8,14,10,6,16,11,8,19,75,53,128,3,0,3,0,0,0,13,9,22,6,11,17,8,9,17,30,29,59,23,14,37,128,96,224,14,10,24,6,0,6,0,5,5,20,15,35,218,226,444,387,634,1021,43,42,85,4704,4360,9064,Subiaco (C)
58050,296,428,724,701,511,1212,12,3,15,3,3,6,43,31,74,19518,15454,34972,1659,1658,3317,621,22,643,248,25,273,246,47,293,503,113,616,466,472,938,24316,18767,43083,223,244,467,3,0,3,0,0,0,326,311,637,42,62,104,19,7,26,613,624,1237,0,0,0,0,0,0,55,65,120,31,51,82,19,5,24,105,121,226,243,94,337,961,839,1800,81,104,185,15,8,23,5,4,9,101,116,217,683,1058,1741,2434,3234,5668,477,376,853,28972,24390,53362,Swan (C)
58330,6,4,10,26,6,32,0,0,0,0,3,3,3,0,3,558,506,1064,45,59,104,44,0,44,4,0,4,4,0,4,40,6,46,27,28,55,757,612,1369,0,0,0,0,0,0,0,0,0,8,10,18,0,4,4,0,0,0,8,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,19,14,33,0,0,0,0,0,0,0,0,0,0,0,0,79,94,173,132,158,290,18,16,34,1005,894,1899,Toodyay (S)
58820,0,3,3,25,6,31,0,0,0,0,0,0,0,0,0,563,403,966,57,31,88,21,4,25,3,3,6,3,3,6,16,3,19,31,36,67,719,492,1211,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,14,6,20,3,0,3,0,0,0,0,0,0,3,0,3,31,40,71,109,90,199,7,13,20,883,641,1524,Waroona (S)
58890,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,102,76,178,10,0,10,9,0,9,0,0,0,0,0,0,13,0,13,21,18,39,158,94,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,93,69,162,14,23,37,4,7,11,275,193,468,West Arthur (S)
65010,0,0,0,11,5,16,0,0,0,0,0,0,0,0,0,897,685,1582,60,66,126,51,5,56,13,3,16,4,0,4,15,7,22,39,29,68,1090,800,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,3,3,0,0,0,3,7,10,10,7,17,13,14,27,0,0,0,0,0,0,3,0,3,3,0,3,150,117,267,118,187,305,32,22,54,1406,1140,2546,Southern Midlands (M)
65210,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,257,227,484,32,16,48,15,0,15,0,0,0,0,0,0,6,3,9,31,20,51,347,269,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,42,41,83,54,80,134,9,8,17,459,402,861,Tasman (M)
65410,0,0,0,37,23,60,0,3,3,0,0,0,3,3,6,2034,1722,3756,153,152,305,69,0,69,30,3,33,18,5,23,42,9,51,122,94,216,2508,2014,4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,0,3,3,4,0,4,13,6,19,13,12,25,26,18,44,0,0,0,0,0,0,0,0,0,0,0,0,140,143,283,288,424,712,46,51,97,3008,2650,5658,Waratah/Wynyard (M)
