LGA_MAIN11,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons,LGA_NAME11
23940,2886,6555,6,11,3,0,9,11,53,62,0,0,0,0,0,3,53,65,43,52,15,21,33,76,91,149,0,0,3039,6780,896,0,3935,6780,Loddon (S)
24130,13837,37849,151,257,33,71,184,328,407,598,3,4,0,0,9,9,419,611,28,45,12,21,39,85,79,151,0,12,14519,38951,1946,0,16465,38951,Macedon Ranges (S)
12200,2762,6422,36,45,3,7,39,52,121,150,14,11,0,0,6,20,141,181,7,6,0,0,3,17,10,23,3,3,2955,6681,469,0,3424,6681,Cootamundra (A)
12600,11924,32498,755,1283,41,92,796,1375,1161,1661,20,25,16,25,5,12,1202,1723,55,95,0,3,54,103,109,201,6,9,14037,35806,1273,0,15310,35806,Dubbo (C)
12700,3015,7624,48,66,3,0,51,66,24,34,0,0,0,0,4,7,28,41,12,14,5,9,4,14,21,37,0,0,3115,7768,580,0,3695,7768,Dungog (A)
12750,12092,28541,691,1147,339,580,1030,1727,798,1249,52,85,3,4,44,58,897,1396,252,378,10,10,48,98,310,486,10,28,14339,32178,7013,0,21352,32178,Eurobodalla (A)
59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12850,41346,140536,3084,9092,4507,14568,7591,23660,2391,5390,2886,7090,1240,3035,169,428,6686,15943,72,94,3,3,90,255,165,352,51,157,55839,180648,2530,0,58369,180648,Fairfield (C)
12900,3228,7952,116,164,8,14,124,178,165,213,0,0,0,0,3,5,168,218,28,36,3,12,3,6,34,54,6,14,3560,8416,499,0,4059,8416,Forbes (A)
12950,1511,3690,3,3,0,0,3,3,107,203,0,0,0,0,0,0,107,203,17,19,3,3,8,27,28,49,0,0,1649,3945,212,0,1861,3945,Gilgandra (A)
13010,3256,7583,107,139,14,13,121,152,68,100,0,0,0,0,0,3,68,103,8,12,3,3,5,8,16,23,6,12,3467,7873,656,0,4123,7873,Glen Innes Severn (A)
13050,1843,4258,21,30,0,0,21,30,67,75,0,0,0,0,10,14,77,89,28,40,3,10,28,55,59,105,0,0,2000,4482,453,0,2453,4482,Gloucester (A)
13100,46530,124654,5285,9105,3436,7137,8721,16242,3315,5302,942,1568,906,1632,135,207,5298,8709,548,786,0,0,86,186,634,972,113,196,61296,150773,9804,0,71100,150773,Gosford (C)
13310,9233,22853,519,912,61,130,580,1042,375,536,36,52,39,46,4,5,454,639,88,115,16,40,55,118,159,273,28,79,10454,24886,1822,0,12276,24886,Goulburn Mulwaree (A)
13320,10753,25222,1432,2435,392,781,1824,3216,692,1131,260,441,315,499,28,53,1295,2124,357,560,10,21,53,111,420,692,14,24,14306,31278,5674,0,19980,31278,Great Lakes (A)
13340,3521,8935,41,56,0,0,41,56,19,32,0,0,0,0,3,6,22,38,9,9,0,11,12,19,21,39,5,9,3610,9077,641,0,4251,9077,Greater Hume Shire (A)
13380,15616,39000,922,1525,160,333,1082,1858,1145,1627,31,38,0,0,9,16,1185,1681,181,282,18,46,58,126,257,454,21,42,18161,43035,2789,0,20950,43035,Greater Taree (C)
13450,7289,20106,462,923,59,143,521,1066,576,1187,5,4,0,0,4,9,585,1200,44,56,6,13,7,25,57,94,0,3,8452,22469,1008,0,9460,22469,Griffith (C)
13500,1286,3264,13,27,7,17,20,44,51,71,0,0,0,0,3,0,54,71,11,17,0,0,32,72,43,89,0,0,1403,3468,291,0,1694,3468,Gundagai (A)
13550,4009,10457,114,166,10,19,124,185,285,405,0,4,7,11,10,12,302,432,29,39,0,3,20,45,49,87,3,10,4487,11171,488,0,4975,11171,Gunnedah (A)
13650,1541,3923,24,40,0,0,24,40,25,31,0,0,0,0,4,7,29,38,13,17,0,0,8,16,21,33,0,0,1615,4034,255,0,1870,4034,Guyra (A)
13660,1925,4512,4,10,0,3,4,13,43,59,0,0,0,0,4,0,47,59,23,29,3,4,15,38,41,71,0,3,2017,4658,611,0,2628,4658,Gwydir (A)
13700,1369,3171,23,39,0,0,23,39,19,36,0,0,0,0,4,0,23,36,11,15,0,0,9,33,20,48,0,3,1435,3297,258,0,1693,3297,Harden (A)
13800,17882,52529,1345,2542,597,1244,1942,3786,609,1013,74,126,37,65,43,77,763,1281,155,244,10,33,76,131,241,408,14,36,20842,58040,1620,0,22462,58040,Hawkesbury (C)
24210,31883,91522,2228,4253,2209,5670,4437,9923,1654,3404,240,413,343,640,25,53,2262,4510,12,22,0,0,27,56,39,78,3,5,38624,106038,3046,0,41670,106038,Manningham (C)
24250,2717,6336,180,285,6,9,186,294,48,72,0,0,0,0,0,0,48,72,15,17,4,11,10,29,29,57,3,14,2983,6773,2337,0,5320,6773,Mansfield (S)
24330,16490,44405,1556,3437,2333,5926,3889,9363,3979,7805,1002,1848,915,1671,27,47,5923,11371,11,19,0,0,98,256,109,275,37,68,26448,65482,2529,0,28977,65482,Maribyrnong (C)
24410,29689,82361,6181,10774,658,1514,6839,12288,1477,2677,224,390,72,128,30,70,1803,3265,9,11,0,0,40,98,49,109,5,23,38385,98046,2604,0,40989,98046,Maroondah (C)
24600,2024,5148,2208,4707,4457,10894,6665,15601,2531,4710,4910,8738,23701,42879,19,28,31161,56355,6,15,0,0,86,184,92,199,34,78,39976,77381,6377,0,46353,77381,Melbourne (C)
24650,31579,96060,1739,3860,668,1758,2407,5618,835,1570,0,0,0,0,10,26,845,1596,121,151,0,8,13,42,134,201,10,28,34975,103503,2422,0,37397,103503,Melton (S)
24780,16415,42619,935,1494,70,136,1005,1630,1464,2269,3,3,0,0,10,19,1477,2291,288,430,12,19,45,89,345,538,8,18,19250,47096,2296,0,21546,47096,Mildura (RC)
24850,10763,29827,413,854,48,127,461,981,452,717,3,0,0,0,9,22,464,739,85,108,18,50,19,42,122,200,4,9,11814,31756,1384,0,13198,31756,Mitchell (S)
24900,9500,23834,294,462,16,34,310,496,737,1051,0,0,0,0,0,0,737,1051,160,221,8,19,22,49,190,289,11,33,10748,25703,1868,0,12616,25703,Moira (S)
24970,46446,129554,4381,9455,2501,6902,6882,16357,5090,11298,393,739,331,598,107,223,5921,12858,3,3,0,3,88,225,91,231,36,88,59376,159088,4200,0,63576,159088,Monash (C)
25060,27026,74293,2875,5786,1957,4884,4832,10670,4502,7945,2488,4236,1575,3409,15,38,8580,15628,0,0,0,0,104,223,104,223,17,37,40559,100851,3624,0,44183,100851,Moonee Valley (C)
25150,9453,25663,72,125,27,56,99,181,420,623,23,19,0,0,7,22,450,664,63,85,3,11,8,11,74,107,0,0,10076,26615,1108,0,11184,26615,Moorabool (S)
25250,36223,97802,5730,11920,3733,8889,9463,20809,7217,13285,1152,2083,1488,2699,40,74,9897,18141,7,12,5,4,213,516,225,532,34,93,55842,137377,4719,0,60561,137377,Moreland (C)
25340,46082,118135,4226,6754,718,1485,4944,8239,2428,3748,61,99,23,58,34,66,2546,3971,502,699,6,16,47,83,555,798,22,44,54149,131187,27022,0,81171,131187,Mornington Peninsula (S)
25430,6636,15169,120,151,6,21,126,172,259,354,0,0,0,0,3,4,262,358,33,51,4,9,32,60,69,120,4,13,7097,15832,1397,0,8494,15832,Mount Alexander (S)
25490,5593,14365,105,177,24,49,129,226,32,53,0,0,0,0,4,6,36,59,19,33,10,20,16,48,45,101,0,0,5803,14751,1529,0,7332,14751,Moyne (S)
25620,4741,11232,63,95,0,3,63,98,36,45,0,0,0,0,3,7,39,52,137,202,32,68,18,44,187,314,3,5,5033,11701,1846,0,6879,11701,Murrindindi (S)
25710,18401,55836,341,560,216,499,557,1059,337,582,7,13,0,0,19,37,363,632,14,18,3,4,13,48,30,70,9,26,19360,57623,1201,0,20561,57623,Nillumbik (S)
25810,4409,10354,133,188,5,17,138,205,125,168,3,0,0,0,0,5,128,173,61,89,4,0,24,62,89,151,5,7,4769,10890,1124,0,5893,10890,Northern Grampians (S)
25900,6507,16427,4463,9781,4161,9787,8624,19568,7192,12048,10603,17159,8888,15385,13,21,26696,44613,3,4,5,9,219,441,227,454,15,34,42069,81096,6265,0,48334,81096,Port Phillip (C)
25990,2598,5950,8,11,0,0,8,11,31,36,0,0,0,0,0,0,31,36,28,34,11,15,10,19,49,68,0,5,2686,6070,746,0,3432,6070,Pyrenees (S)
10150,5859,17057,1156,2788,680,1672,1836,4460,2816,5663,3567,7423,1040,2321,55,107,7478,15514,0,0,0,0,92,212,92,212,30,69,15295,37312,1037,0,16332,37312,Ashfield (A)
10200,10995,37329,1064,3132,1607,5075,2671,8207,2416,6564,2592,6848,3299,8501,27,60,8334,21973,0,6,0,0,54,143,54,149,24,70,22078,67728,1183,0,23261,67728,Auburn (C)
10250,11096,28686,1270,2345,727,1563,1997,3908,1834,3051,78,149,68,117,18,23,1998,3340,467,718,5,12,29,66,501,796,4,16,15596,36746,1654,0,17250,36746,Ballina (A)
10300,766,1967,17,19,3,5,20,24,24,39,0,0,0,0,0,0,24,39,7,9,3,0,7,14,17,23,0,4,827,2057,152,0,979,2057,Balranald (A)
10350,39624,125422,3606,9368,5770,17931,9376,27299,2869,5755,3100,7799,1757,4553,180,405,7906,18512,39,62,25,52,178,481,242,595,91,258,57239,172086,2997,0,60236,172086,Bankstown (C)
10470,11662,30976,808,1433,197,408,1005,1841,822,1218,36,48,6,7,35,91,899,1364,30,46,4,9,24,33,58,88,31,59,13655,34328,1512,0,15167,34328,Bathurst Regional (A)
10550,10503,25517,475,750,392,719,867,1469,1010,1672,10,12,0,7,26,42,1046,1733,178,302,27,50,40,84,245,436,15,28,12676,29183,3311,0,15987,29183,Bega Valley (A)
10600,4492,11000,65,102,39,62,104,164,170,221,21,35,0,0,26,35,217,291,154,228,21,27,17,46,192,301,5,10,5010,11766,688,0,5698,11766,Bellingen (A)
10650,2853,6657,133,176,13,47,146,223,161,236,0,0,0,0,0,0,161,236,57,90,4,4,21,54,82,148,4,10,3246,7274,649,0,3895,7274,Berrigan (A)
10750,77673,246149,3873,10073,6850,21066,10723,31139,1205,1709,1545,3601,1916,4866,139,264,4805,10440,273,421,12,28,99,256,384,705,71,172,93656,288605,4378,0,98034,288605,Blacktown (C)
11300,5631,17365,796,1974,402,1119,1198,3093,869,1909,1512,3755,1417,3550,26,61,3824,9275,0,0,0,0,60,148,60,148,14,24,10727,29905,646,0,11373,29905,Burwood (A)
11350,9194,22913,466,882,558,1169,1024,2051,475,786,63,100,7,13,59,91,604,990,292,434,10,6,49,84,351,524,25,49,11198,26527,2052,0,13250,26527,Byron (A)
11400,4504,11731,52,63,15,29,67,92,63,95,0,0,0,0,5,3,68,98,34,46,11,31,19,46,64,123,3,5,4706,12049,750,0,5456,12049,Cabonne (A)
11450,16398,51240,642,1263,377,930,1019,2193,234,305,22,38,0,0,21,46,277,389,140,190,0,0,14,32,154,222,25,70,17873,54114,933,0,18806,54114,Camden (A)
11500,38053,117296,3698,8284,3587,9491,7285,17775,1010,1663,435,744,286,502,55,88,1786,2997,4,5,0,10,141,386,145,401,19,48,47288,138517,2198,0,49486,138517,Campbelltown (C)
11520,12752,37391,1074,2598,2298,5568,3372,8166,2188,4134,3341,6856,6134,13243,36,72,11699,24305,3,0,0,0,135,307,138,307,54,106,28015,70275,2371,0,30386,70275,Canada Bay (A)
11550,24100,74928,1600,4148,3081,8861,4681,13009,10510,25711,4705,11272,1505,3479,26,51,16746,40513,10,25,0,0,238,622,248,647,152,405,45927,129502,2730,0,48657,129502,Canterbury (C)
11600,918,2256,6,12,0,0,6,12,26,36,0,0,0,0,0,3,26,39,26,40,4,4,3,8,33,52,0,0,983,2359,279,0,1262,2359,Carrathool (A)
11700,606,1559,0,0,0,0,0,0,41,69,0,0,0,0,0,0,41,69,18,35,0,0,22,29,40,64,49,155,736,1847,326,0,1062,1847,Central Darling (A)
11720,16708,44529,828,1532,53,98,881,1630,533,820,0,0,0,0,20,45,553,865,44,71,3,17,24,53,71,141,15,32,18228,47197,1904,0,20132,47197,Cessnock (C)
11730,16802,41846,519,820,273,526,792,1346,999,1570,74,126,13,23,18,28,1104,1747,412,639,36,66,81,171,529,876,32,45,19259,45860,3384,0,22643,45860,Clarence Valley (A)
11750,1533,3901,20,33,0,0,20,33,126,176,0,0,0,0,0,0,126,176,28,44,0,0,9,22,37,66,5,12,1721,4188,481,0,2202,4188,Cobar (A)
11800,19867,52670,1689,2939,1186,2340,2875,5279,2000,3296,232,411,237,409,72,121,2541,4237,724,1110,12,17,44,93,780,1220,11,22,26074,63428,2993,0,29067,63428,Coffs Harbour (C)
11860,538,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,5,10,11,0,8,548,1460,185,0,733,1460,Conargo (A)
12000,1407,3652,4,8,0,0,4,8,59,80,0,0,0,0,0,0,59,80,7,5,0,3,11,22,18,30,0,0,1488,3770,236,0,1724,3770,Coolamon (A)
12050,3492,8367,169,238,10,30,179,268,110,150,5,7,0,3,5,3,120,163,6,8,15,26,12,31,33,65,4,18,3828,8881,910,0,4738,8881,Cooma-Monaro (A)
12150,1451,3562,29,54,0,0,29,54,39,43,0,0,0,0,0,0,39,43,6,6,3,4,7,15,16,25,3,10,1538,3694,400,0,1938,3694,Coonamble (A)
17100,5608,17830,241,538,673,1690,914,2228,1129,2759,1675,4191,2006,5182,3,9,4813,12141,0,0,0,0,38,85,38,85,5,21,11378,32305,538,0,11916,32305,Strathfield (A)
17150,50389,152442,3038,5711,5570,13026,8608,18737,3626,5890,7359,13689,4924,8940,118,237,16027,28756,158,252,3,4,146,303,307,559,18,39,75349,200533,4903,0,80252,200533,Sutherland Shire (A)
17200,3058,7598,3643,7740,11846,27680,15489,35420,3361,5653,7552,12871,42819,77421,112,180,53844,96125,6,19,0,0,240,532,246,551,534,870,73171,140564,9190,0,82361,140564,Sydney (C)
17310,18488,47468,725,1196,192,356,917,1552,1436,2175,38,54,14,27,25,37,1513,2293,116,197,18,32,59,125,193,354,31,55,21142,51722,2226,0,23368,51722,Tamworth Regional (A)
17350,2140,5138,13,18,3,7,16,25,115,152,0,0,0,0,3,7,118,159,0,3,7,19,7,20,14,42,4,3,2292,5367,392,0,2684,5367,Temora (A)
17400,2486,5804,34,41,0,0,34,41,73,101,0,0,0,0,3,4,76,105,59,124,21,38,4,7,84,169,5,16,2685,6135,704,0,3389,6135,Tenterfield (A)
26080,1083,2359,83,109,15,24,98,133,23,44,0,0,0,0,3,3,26,47,0,0,0,0,8,17,8,17,0,0,1215,2556,1452,0,2667,2556,Queenscliffe (B)
26170,9878,24090,251,350,5,10,256,360,233,318,0,0,0,0,0,0,233,318,52,83,5,16,27,61,84,160,0,4,10451,24932,4212,0,14663,24932,South Gippsland (S)
26260,6075,14444,74,109,3,6,77,115,317,396,0,0,0,0,0,0,317,396,30,42,3,9,35,73,68,124,0,4,6537,15083,1101,0,7638,15083,Southern Grampians (S)
26350,14516,40295,3592,7514,3307,7103,6899,14617,6185,10824,7173,11777,4115,6647,38,73,17511,29321,0,0,0,0,150,313,150,313,29,46,39105,84592,4874,0,43979,84592,Stonnington (C)
26430,3481,7890,38,60,4,4,42,64,149,193,0,0,0,0,0,3,149,196,45,58,13,19,113,291,171,368,5,5,3848,8523,959,0,4807,8523,Strathbogie (S)
26490,8168,21609,153,274,267,613,420,887,387,641,6,13,8,13,23,34,424,701,26,44,0,0,14,28,40,72,7,22,9059,23291,7000,0,16059,23291,Surf Coast (S)
26610,6578,17235,201,355,15,38,216,393,577,847,0,0,0,0,0,0,577,847,138,202,14,45,32,60,184,307,11,30,7566,18812,1128,0,8694,18812,Swan Hill (RC)
26670,2235,5258,33,41,3,3,36,44,18,29,0,0,0,0,0,0,18,29,19,24,3,7,14,33,36,64,0,0,2325,5395,635,0,2960,5395,Towong (S)
26700,9466,23492,359,482,15,39,374,521,689,962,0,0,0,0,0,0,689,962,55,79,11,27,34,68,100,174,5,13,10634,25162,1443,0,12077,25162,Wangaratta (RC)
26730,9860,25792,569,919,148,303,717,1222,1246,1914,74,102,18,30,5,4,1343,2050,57,94,5,6,31,68,93,168,0,0,12013,29232,1352,0,13365,29232,Warrnambool (C)
26810,14342,35156,537,769,72,130,609,899,531,745,29,58,0,0,4,5,564,808,94,134,10,26,45,92,149,252,3,10,15667,37125,4617,0,20284,37125,Wellington (S)
26890,1683,3814,3,5,3,3,6,8,50,51,0,0,0,0,0,0,50,51,3,4,3,5,12,25,18,34,0,0,1757,3907,478,0,2235,3907,West Wimmera (S)
26980,41832,115908,5995,11088,2313,5661,8308,16749,4388,8122,490,874,326,517,59,100,5263,9613,3,4,3,4,42,116,48,124,21,40,55472,142434,4262,0,59734,142434,Whitehorse (C)
27070,45068,135679,1603,4231,1492,4230,3095,8461,1815,3727,146,268,33,48,17,34,2011,4077,7,14,6,15,25,68,38,97,11,20,50223,148334,3350,0,53573,148334,Whittlesea (C)
27170,10933,29347,988,1502,50,106,1038,1608,1174,1875,0,0,0,0,12,16,1186,1891,43,68,3,4,14,31,60,103,4,7,13221,32956,1091,0,14312,32956,Wodonga (RC)
27260,47546,140910,1982,4617,947,2587,2929,7204,1943,3700,47,105,171,293,17,29,2178,4127,117,153,0,8,20,59,137,220,8,27,52798,152488,4164,0,56962,152488,Wyndham (C)
27350,6656,16459,7243,15802,5482,12781,12725,28583,3397,5970,3722,6203,4200,8676,13,27,11332,20876,0,0,0,3,219,480,219,483,29,66,30961,66467,3294,0,34255,66467,Yarra (C)
27450,46797,129197,1477,2888,336,852,1813,3740,1692,2818,0,0,27,48,70,114,1789,2980,199,289,18,48,52,114,269,451,14,40,50682,136408,4195,0,54877,136408,Yarra Ranges (S)
27630,2759,6255,38,70,0,0,38,70,33,42,0,0,0,0,0,0,33,42,5,13,0,0,14,22,19,35,4,4,2853,6406,633,0,3486,6406,Yarriambiack (S)
29399,49,106,4,13,4,27,8,40,18,52,13,51,28,66,3,5,62,174,0,0,0,0,0,0,0,0,7,13,126,333,743,0,869,333,Unincorporated Vic
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30250,216,1245,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,4,0,0,6,4,0,0,222,1252,36,0,258,1252,Aurukun (S)
30300,1426,3798,57,139,7,29,64,168,82,158,0,0,0,0,0,3,82,161,31,48,0,4,13,29,44,81,4,5,1620,4213,480,0,2100,4213,Balonne (S)
30370,4747,12580,41,74,10,19,51,93,210,336,5,4,10,20,0,0,225,360,114,203,3,5,9,26,126,234,11,15,5160,13282,1110,0,6270,13282,Banana (S)
30410,1120,2747,20,20,0,0,20,20,37,51,0,0,0,0,0,0,37,51,18,31,3,4,0,6,21,41,0,6,1198,2865,414,0,1612,2865,Barcaldine (R)
30450,112,266,3,3,0,0,3,3,3,4,0,0,0,0,0,0,3,4,6,12,0,0,3,0,9,12,5,10,132,295,66,0,198,295,Barcoo (S)
30760,778,1860,15,23,0,0,15,23,44,55,0,0,0,0,0,3,44,58,14,23,4,5,6,7,24,35,4,8,865,1984,237,0,1102,1984,Blackall Tambo (R)
33830,213,895,0,0,0,0,0,0,10,32,0,0,0,0,0,0,10,32,3,3,0,0,0,0,3,3,0,0,226,930,22,0,248,930,Hope Vale (S)
33960,51166,147420,1734,3051,1212,2461,2946,5512,1607,2410,73,119,54,95,33,66,1767,2690,344,496,13,33,37,91,394,620,55,137,56328,156379,4607,0,60935,156379,Ipswich (C)
33980,5873,17584,203,380,110,207,313,587,176,301,0,0,3,0,3,3,182,304,227,413,29,63,15,55,271,531,13,23,6652,19029,2099,0,8751,19029,Isaac (R)
34420,155,752,0,0,0,0,0,0,76,250,0,0,0,0,0,0,76,250,0,0,0,0,0,0,0,0,0,3,231,1005,15,0,246,1005,Kowanyama (S)
34570,82,379,0,0,0,0,0,0,24,58,0,0,0,0,0,0,24,58,0,0,3,5,0,0,3,5,0,0,109,442,30,0,139,442,Lockhart River (S)
34580,11199,30891,142,265,14,30,156,295,353,630,0,0,0,3,4,15,357,648,162,298,15,26,3,5,180,329,8,19,11900,32182,978,0,12878,32182,Lockyer Valley (R)
34590,80219,241250,2802,5348,4972,10622,7774,15970,2362,4391,108,178,159,330,142,272,2771,5171,459,596,6,20,40,69,505,685,28,75,91297,263151,5656,0,96953,263151,Logan (C)
34710,1367,3473,34,57,6,10,40,67,81,144,0,0,0,0,3,4,84,148,25,55,4,7,0,3,29,65,8,20,1528,3773,314,0,1842,3773,Longreach (R)
34770,32841,91696,1463,2782,450,943,1913,3725,2485,4358,106,197,357,684,20,36,2968,5275,637,1014,89,203,67,139,793,1356,46,102,38561,102154,4525,0,43086,102154,Mackay (R)
34800,279,665,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,8,3,5,4,12,14,25,7,20,300,714,87,0,387,714,McKinlay (S)
36630,10929,27371,64,102,5,14,69,116,665,1050,0,0,0,0,3,5,668,1055,117,184,25,56,22,47,164,287,29,47,11859,28876,2115,0,13974,28876,South Burnett (R)
32500,1107,2756,26,42,5,9,31,51,90,142,0,0,0,0,0,0,90,142,73,150,13,33,11,20,97,203,10,29,1335,3181,318,0,1653,3181,Cook (S)
22310,28207,79953,6025,12588,2440,6207,8465,18795,11361,20952,1120,2024,435,652,25,49,12941,23677,0,0,6,5,247,523,253,528,31,55,49897,123008,4309,0,54206,123008,Glen Eira (C)
22410,7062,16764,245,450,26,42,271,492,308,438,0,0,0,0,7,6,315,444,41,57,8,22,11,13,60,92,5,22,7713,17814,1474,0,9187,17814,Glenelg (S)
37300,647,2073,36,91,148,281,184,372,157,352,0,0,0,0,0,0,157,352,9,23,3,0,3,8,15,31,0,0,1003,2828,168,0,1171,2828,Weipa (T)
37310,10241,26923,119,232,13,30,132,262,377,551,0,0,0,0,4,17,381,568,146,242,18,31,21,53,185,326,12,39,10951,28118,2108,0,13059,28118,Western Downs (R)
37340,8172,21113,253,548,348,775,601,1323,1226,2187,221,406,97,166,12,17,1556,2776,428,727,42,87,26,49,496,863,25,53,10850,26128,2583,0,13433,26128,Whitsunday (R)
32330,211,1088,0,0,0,0,0,0,36,85,0,0,0,0,0,0,36,85,0,0,0,0,0,0,0,0,0,0,247,1173,13,0,260,1173,Cherbourg (S)
30900,137,386,4,4,0,0,4,4,13,18,0,0,0,0,0,0,13,18,0,0,7,21,0,0,7,21,3,13,164,442,39,0,203,442,Boulia (S)
31000,269880,762155,12236,23393,24739,54540,36975,77933,30814,52165,20728,36283,19512,36223,541,959,71595,125630,1783,2545,26,41,334,770,2143,3356,181,333,380774,969407,28362,0,409136,969407,Brisbane (C)
35780,375,1653,0,0,0,0,0,0,123,339,0,0,0,0,0,0,123,339,56,121,3,5,0,0,59,126,5,6,562,2124,40,0,602,2124,Northern Peninsula Area (R)
50280,3866,9475,163,257,42,73,205,330,56,87,0,0,0,0,0,4,56,91,61,100,3,6,15,33,79,139,4,3,4210,10038,2089,0,6299,10038,Augusta-Margaret River (S)
32450,787,2283,31,44,6,9,37,53,24,31,0,0,0,0,0,0,24,31,53,85,0,6,0,12,53,103,5,5,906,2475,215,0,1121,2475,Cloncurry (S)
31750,116,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,3,3,12,0,0,119,288,34,0,153,288,Bulloo (S)
31820,29024,74983,1800,2808,123,231,1923,3039,2089,3352,32,59,63,113,37,68,2221,3592,687,1130,94,205,71,141,852,1476,12,28,34032,83118,4753,0,38785,83118,Bundaberg (R)
31900,5715,14710,190,374,25,63,215,437,398,618,0,0,0,0,3,3,401,621,118,195,7,14,28,57,153,266,6,7,6490,16041,1052,0,7542,16041,Burdekin (S)
31950,82,218,4,12,0,0,4,12,0,7,0,0,0,0,0,0,0,7,19,44,3,3,4,4,26,51,3,6,115,294,4,0,119,294,Burke (S)
32070,40753,111812,2629,4898,1683,3418,4312,8316,6821,12101,3021,5602,1357,2554,50,73,11249,20330,576,946,12,22,140,292,728,1260,87,197,57129,141915,7149,0,64278,141915,Cairns (R)
32250,461,1291,7,30,6,9,13,39,58,130,0,0,3,7,3,4,64,141,71,112,12,19,17,31,100,162,5,4,643,1637,120,0,763,1637,Carpentaria (S)
32260,8858,22917,135,234,55,102,190,336,861,1593,17,33,44,82,9,21,931,1729,241,424,41,80,38,82,320,586,10,18,10309,25586,1732,0,12041,25586,Cassowary Coast (R)
32270,7698,22682,202,423,55,129,257,552,520,1060,13,20,3,0,16,29,552,1109,343,581,68,120,27,67,438,768,26,74,8971,25185,2345,0,11316,25185,Central Highlands (R)
32310,3862,10052,38,72,4,20,42,92,136,208,0,0,0,0,0,0,136,208,111,190,12,23,41,79,164,292,3,8,4207,10652,732,0,4939,10652,Charters Towers (R)
36300,285,711,12,9,0,0,12,9,3,7,0,0,0,0,0,0,3,7,6,13,4,6,0,0,10,19,5,8,315,754,76,0,391,754,Richmond (S)
36360,33824,89445,1012,1606,189,324,1201,1930,2531,4267,173,286,120,212,20,27,2844,4792,506,812,69,136,69,152,644,1100,25,49,38538,97316,5255,0,43793,97316,Rockhampton (R)
36510,12438,32808,223,338,73,133,296,471,268,391,42,67,9,13,15,29,334,500,136,193,27,46,38,86,201,325,9,27,13278,34131,1991,0,15269,34131,Scenic Rim (R)
36580,7483,19536,40,83,0,8,40,91,102,164,3,0,0,0,3,3,108,167,160,225,17,41,7,21,184,287,3,10,7818,20091,1348,0,9166,20091,Somerset (R)
32600,93,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,9,0,8,102,271,45,0,147,271,Croydon (S)
36660,11790,29640,256,427,15,21,271,448,643,915,5,7,3,0,0,4,651,926,54,75,33,76,42,84,129,235,20,50,12861,31299,2216,0,15077,31299,Southern Downs (R)
36710,89325,237536,7171,11665,4568,9013,11739,20678,6802,11283,2606,4700,3806,7033,176,296,13390,23312,1934,2956,130,266,138,330,2202,3552,55,125,116711,285203,18159,0,134870,285203,Sunshine Coast (R)
36810,14519,36670,286,540,27,56,313,596,849,1378,0,0,0,0,15,20,864,1398,379,602,65,130,77,136,521,868,18,44,16235,39576,2581,0,18816,39576,Tablelands (R)
