lga_code16,mng_nni_a_15_19,mng_nni_a_20_24,mng_nni_a_25_34,mng_nni_a_35_44,mng_nni_a_45_54,mng_nni_a_55_64,mng_nni_a_65_74,mng_nni_a_75ov,mng_nni_tot,mng_1_149_a_15_19,mng_1_149_a_20_24,mng_1_149_a_25_34,mng_1_149_a_35_44,mng_1_149_a_45_54,mng_1_149_a_55_64,mng_1_149_a_65_74,mng_1_149_a_75ov,mng_1_149_tot,mng_150_299_a_15_19,mng_150_299_a_20_24,mng_150_299_a_25_34,mng_150_299_a_35_44,mng_150_299_a_45_54,mng_150_299_a_55_64,mng_150_299_a_65_74,mng_150_299_a_75ov,mng_150_299_tot,mng_300_399_a_15_19,mng_300_399_a_20_24,mng_300_399_a_25_34,mng_300_399_a_35_44,mng_300_399_a_45_54,mng_300_399_a_55_64,mng_300_399_a_65_74,mng_300_399_a_75ov,mng_300_399_tot,mng_400_499_a_15_19,mng_400_499_a_20_24,mng_400_499_a_25_34,mng_400_499_a_35_44,mng_400_499_a_45_54,mng_400_499_a_55_64,mng_400_499_a_65_74,mng_400_499_a_75ov,mng_400_499_tot,mng_500_649_a_15_19,mng_500_649_a_20_24,mng_500_649_a_25_34,mng_500_649_a_35_44,mng_500_649_a_45_54,mng_500_649_a_55_64,mng_500_649_a_65_74,mng_500_649_a_75ov,mng_500_649_tot,mng_650_799_a_15_19,mng_650_799_a_20_24,mng_650_799_a_25_34,mng_650_799_a_35_44,mng_650_799_a_45_54,mng_650_799_a_55_64,mng_650_799_a_65_74,mng_650_799_a_75ov,mng_650_799_tot,mng_800_999_a_15_19,mng_800_999_a_20_24,mng_800_999_a_25_34,mng_800_999_a_35_44,mng_800_999_a_45_54,mng_800_999_a_55_64,mng_800_999_a_65_74,mng_800_999_a_75ov,mng_800_999_tot,mng_1000_1249_a_15_19,mng_1000_1249_a_20_24,mng_1000_1249_a_25_34,mng_1000_1249_a_35_44,mng_1000_1249_a_45_54,mng_1000_1249_a_55_64,mng_1000_1249_a_65_74,mng_1000_1249_a_75ov,mng_1000_1249_tot,mng_1250_1499_a_15_19,mng_1250_1499_a_20_24,mng_1250_1499_a_25_34,mng_1250_1499_a_35_44,mng_1250_1499_a_45_54,mng_1250_1499_a_55_64,mng_1250_1499_a_65_74,mng_1250_1499_a_75ov,mng_1250_1499_tot,mng_1500_1749_a_15_19,mng_1500_1749_a_20_24,mng_1500_1749_a_25_34,mng_1500_1749_a_35_44,mng_1500_1749_a_45_54,mng_1500_1749_a_55_64,mng_1500_1749_a_65_74,mng_1500_1749_a_75ov,mng_1500_1749_tot,mng_1750_1999_a_15_19,mng_1750_1999_a_20_24,mng_1750_1999_a_25_34,mng_1750_1999_a_35_44,mng_1750_1999_a_45_54,mng_1750_1999_a_55_64,mng_1750_1999_a_65_74,mng_1750_1999_a_75ov,mng_1750_1999_tot,mng_2000_2999_a_15_19,mng_2000_2999_a_20_24,mng_2000_2999_a_25_34,mng_2000_2999_a_35_44,mng_2000_2999_a_45_54,mng_2000_2999_a_55_64,mng_2000_2999_a_65_74,mng_2000_2999_a_75ov,mng_2000_2999_tot,mng_3000mo_a_15_19,mng_3000mo_a_20_24,mng_3000mo_a_25_34,mng_3000mo_a_35_44,mng_3000mo_a_45_54,mng_3000mo_a_55_64,mng_3000mo_a_65_74,mng_3000mo_a_75ov,mng_3000mo_tot,mng_pins_a_15_19,mng_pins_a_20_24,mng_pins_a_25_34,mng_pins_a_35_44,mng_pins_a_45_54,mng_pins_a_55_64,mng_pins_a_65_74,mng_pins_a_75ov,mng_pins_tot,mng_tot_a_15_19,mng_tot_a_20_24,mng_tot_a_25_34,mng_tot_a_35_44,mng_tot_a_45_54,mng_tot_a_55_64,mng_tot_a_65_74,mng_tot_a_75ov,mng_tot_tot,pro_nni_a_15_19,pro_nni_a_20_24,pro_nni_a_25_34,pro_nni_a_35_44,pro_nni_a_45_54,pro_nni_a_55_64,pro_nni_a_65_74,pro_nni_a_75ov,pro_nni_tot,pro_1_149_a_15_19,pro_1_149_a_20_24,pro_1_149_a_25_34,pro_1_149_a_35_44,pro_1_149_a_45_54,pro_1_149_a_55_64,pro_1_149_a_65_74,pro_1_149_a_75ov,pro_1_149_tot,pro_150_299_a_15_19,pro_150_299_a_20_24,pro_150_299_a_25_34,pro_150_299_a_35_44,pro_150_299_a_45_54,pro_150_299_a_55_64,pro_150_299_a_65_74,pro_150_299_a_75ov,pro_150_299_tot,pro_300_399_a_15_19,pro_300_399_a_20_24,pro_300_399_a_25_34,pro_300_399_a_35_44,pro_300_399_a_45_54,pro_300_399_a_55_64,pro_300_399_a_65_74,pro_300_399_a_75ov,pro_300_399_tot,pro_400_499_a_15_19,pro_400_499_a_20_24,pro_400_499_a_25_34,pro_400_499_a_35_44,pro_400_499_a_45_54,pro_400_499_a_55_64,pro_400_499_a_65_74,pro_400_499_a_75ov,pro_400_499_tot,pro_500_649_a_15_19,pro_500_649_a_20_24,pro_500_649_a_25_34,pro_500_649_a_35_44,pro_500_649_a_45_54,pro_500_649_a_55_64,pro_500_649_a_65_74,pro_500_649_a_75ov,pro_500_649_tot,pro_650_799_a_15_19,pro_650_799_a_20_24,lga_name16
21010,0,0,3,3,10,10,0,0,28,3,0,0,0,3,4,3,3,15,0,0,0,3,5,14,12,7,43,0,0,3,9,8,14,25,6,64,0,3,0,3,9,15,18,10,56,3,3,4,7,12,21,12,5,68,0,7,7,11,16,14,25,4,86,0,4,17,16,15,33,17,0,100,0,0,14,18,32,27,8,4,107,0,0,14,18,17,16,11,4,81,0,0,4,16,17,9,7,0,63,0,0,3,6,14,19,0,0,42,0,0,6,13,27,32,0,0,79,0,0,3,4,13,8,3,0,33,0,0,0,0,5,3,3,0,17,4,25,77,132,201,245,142,49,878,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,4,3,7,4,0,21,0,0,0,3,3,3,0,0,9,0,0,0,0,8,4,5,0,22,0,5,6,4,9,4,3,0,28,0,3,Benalla (RC)
21110,0,5,21,43,40,19,3,3,140,14,9,8,21,24,13,3,0,90,5,11,19,33,34,20,7,0,142,6,10,19,57,45,16,13,0,172,8,25,32,51,45,36,33,0,221,7,35,89,76,81,54,24,8,365,3,46,124,110,100,87,35,3,511,3,65,252,143,161,84,43,7,752,0,49,334,207,209,139,58,6,1003,0,27,214,230,213,138,29,5,856,0,21,261,271,245,167,50,13,1019,0,3,168,246,251,116,37,6,833,0,0,361,713,641,335,68,8,2137,0,0,161,737,840,390,119,15,2254,0,9,16,38,37,23,6,3,133,48,314,2086,2963,2954,1639,531,83,10630,0,6,25,37,33,24,5,0,126,97,86,37,56,40,38,19,3,367,34,110,83,88,81,62,23,3,483,8,53,105,108,96,70,33,10,474,3,68,112,99,108,87,48,17,535,3,83,244,219,208,140,65,15,972,3,112,Boroondara (C)
21180,0,0,11,26,26,10,3,0,71,13,8,9,6,11,8,0,0,51,13,19,11,12,22,9,4,0,103,9,17,21,32,26,19,11,0,126,17,22,28,44,26,27,12,0,166,9,35,62,76,76,60,19,4,336,5,45,107,92,83,71,18,4,421,3,59,220,182,165,90,11,5,730,0,38,292,257,225,150,29,3,989,0,7,199,231,227,134,26,5,832,0,4,174,269,233,138,30,0,859,0,0,104,202,180,117,16,0,612,0,4,163,433,407,225,30,3,1261,0,3,45,182,329,163,24,3,753,0,4,18,28,34,19,4,3,119,69,263,1456,2086,2073,1237,228,28,7435,3,3,9,16,10,7,0,0,47,38,42,14,24,16,5,0,0,133,14,46,47,38,23,31,4,3,205,3,29,43,55,43,34,14,0,224,4,21,53,67,47,34,15,4,237,0,24,101,141,100,78,21,4,466,0,51,Brimbank (C)
21270,0,0,4,8,13,35,11,4,78,0,0,0,0,4,12,3,0,22,0,0,4,4,13,15,10,0,38,0,0,0,3,7,13,9,9,41,0,0,3,8,14,10,17,5,52,0,0,9,19,14,25,7,5,80,0,0,13,8,24,22,14,4,84,0,3,8,13,17,29,17,10,97,0,0,11,8,35,23,6,4,87,0,0,7,6,16,13,3,0,52,0,0,4,11,11,8,3,0,43,0,0,3,3,7,6,0,0,18,0,0,3,3,10,7,3,0,27,0,0,3,7,3,5,8,0,31,0,0,0,0,3,5,0,0,11,4,13,70,104,205,225,111,36,769,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,8,0,0,4,0,0,0,0,0,5,0,0,0,3,4,7,0,0,18,0,0,Buloke (S)
21370,3,3,9,26,29,49,10,3,123,4,0,3,10,10,20,7,5,62,3,3,5,18,23,38,22,4,122,0,3,10,13,27,42,26,19,144,3,0,3,22,40,35,30,17,147,13,3,23,29,63,60,53,15,259,0,19,40,43,55,64,32,11,261,3,26,60,65,95,92,29,16,383,0,5,75,78,114,66,21,8,375,0,5,41,47,60,46,13,3,212,0,0,25,58,61,43,4,0,190,0,0,21,35,43,25,15,0,132,0,0,21,63,69,54,5,3,217,0,0,3,20,36,34,8,3,109,0,3,6,8,23,24,9,0,73,30,74,349,534,754,691,282,98,2814,0,0,3,0,3,0,0,0,11,10,3,9,4,0,0,0,0,21,3,0,10,8,5,12,3,0,43,3,3,16,10,8,7,0,0,47,0,3,14,13,16,18,9,3,83,3,8,31,26,23,30,16,3,130,0,15,Campaspe (S)
21450,0,0,4,11,17,17,4,0,55,12,0,5,7,7,11,8,4,52,7,4,7,20,16,13,14,11,87,0,0,12,12,28,37,18,14,121,3,13,15,21,24,31,12,13,125,5,11,32,36,64,43,27,18,235,3,20,45,49,83,43,27,6,287,0,24,90,68,106,62,16,16,375,0,15,102,85,79,74,21,8,393,0,6,51,72,70,50,16,0,265,0,0,49,71,72,39,8,3,245,0,0,21,57,53,41,6,4,178,0,0,27,74,108,59,7,3,286,0,0,7,31,49,39,17,0,143,3,0,11,7,8,3,17,4,54,30,108,483,633,760,559,213,103,2892,0,0,4,8,5,12,0,0,27,9,6,10,13,10,10,3,0,61,3,7,24,16,16,11,7,3,91,0,8,21,16,15,13,0,0,82,0,11,33,35,18,14,10,0,129,3,18,39,52,32,32,10,3,190,0,16,Cardinia (S)
21610,0,3,15,24,21,17,12,0,93,10,6,3,12,9,6,4,0,61,13,20,15,28,30,15,11,0,136,0,25,31,35,47,36,10,3,182,6,24,48,43,55,37,11,0,225,12,33,82,100,79,62,24,6,397,8,74,150,119,139,62,27,0,583,9,103,250,210,178,113,26,8,895,3,52,261,232,237,150,31,0,972,0,11,172,197,168,103,18,6,671,0,5,134,187,184,105,14,0,626,0,0,66,136,165,75,13,3,470,0,0,118,268,299,197,24,3,908,0,0,37,137,194,103,24,0,494,0,6,13,23,37,25,9,0,108,66,367,1399,1766,1836,1093,262,39,6820,8,8,15,19,7,3,3,0,64,41,35,34,38,22,19,4,3,185,17,27,50,74,39,27,6,0,250,8,41,64,87,51,33,11,3,294,9,21,72,88,57,58,25,4,332,0,38,157,148,114,83,36,0,583,4,66,Casey (C)
21670,0,0,4,0,4,7,3,0,21,0,0,0,0,0,4,3,0,8,0,0,0,0,7,9,7,3,32,0,0,3,0,3,4,3,4,19,0,0,0,5,0,12,10,3,37,0,0,6,0,12,17,15,3,56,0,7,9,15,13,19,3,4,62,0,3,18,23,12,12,8,0,77,0,0,8,10,15,11,0,7,60,0,0,5,11,12,9,0,0,32,0,0,5,7,11,11,0,0,38,0,0,0,7,8,5,0,0,22,0,0,0,14,14,8,3,0,39,0,0,3,0,6,5,0,0,11,0,0,0,3,3,3,0,0,7,4,22,59,102,128,132,59,24,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,5,0,5,0,0,0,4,0,4,3,0,13,0,0,3,3,3,0,0,0,18,0,0,8,10,9,16,5,0,38,0,3,Central Goldfields (S)
21750,0,0,0,11,28,22,15,3,81,6,0,9,5,12,14,13,0,64,3,0,5,9,12,10,22,6,77,0,3,7,12,12,20,16,3,79,3,3,7,15,21,29,22,7,113,5,10,11,24,27,40,14,11,139,0,9,16,16,33,30,30,9,141,3,9,34,31,24,40,16,3,162,0,15,55,50,63,27,21,4,228,0,6,27,45,27,33,15,3,153,0,0,17,31,34,26,5,0,113,0,0,9,23,26,23,10,4,90,0,0,6,32,38,25,5,5,110,0,0,0,10,28,13,4,6,61,0,3,0,3,7,4,7,0,31,20,51,205,313,399,352,229,67,1633,0,0,0,4,0,0,0,0,10,0,0,0,0,4,3,0,0,7,0,0,0,3,6,7,0,0,18,0,0,3,10,7,4,4,0,26,0,3,10,6,7,12,8,0,43,0,3,18,20,18,16,6,0,75,0,12,Colac-Otway (S)
21830,3,0,3,31,36,44,10,4,136,7,0,0,6,17,14,3,0,60,10,0,9,13,21,14,9,9,84,4,4,8,17,37,28,19,5,127,0,9,9,19,35,45,27,8,161,7,3,16,22,51,29,46,15,190,4,9,15,29,36,39,20,4,158,0,12,37,44,64,60,22,3,238,0,4,29,68,62,37,15,8,230,0,8,20,28,46,41,23,0,177,0,0,19,26,33,28,11,4,121,0,0,8,23,18,14,12,3,73,0,0,21,16,45,32,6,4,122,0,0,6,20,41,34,14,5,125,0,4,7,3,15,14,11,3,51,30,53,212,375,552,485,262,83,2052,0,0,0,0,0,0,0,0,3,0,0,3,5,0,5,0,0,19,0,0,4,5,8,4,4,0,21,0,0,4,9,5,0,0,0,24,0,0,8,3,8,6,3,0,25,0,9,11,10,9,11,6,0,56,0,3,Corangamite (S)
21890,0,0,16,35,18,4,0,4,76,5,3,14,3,6,6,0,0,37,4,5,18,26,20,12,5,0,90,0,11,25,29,41,16,11,3,150,4,17,34,40,33,26,11,3,162,3,19,54,65,75,47,16,3,288,0,39,108,109,98,59,15,3,438,0,56,211,135,123,80,26,0,635,0,24,250,207,178,114,16,0,791,0,10,162,197,168,94,27,4,660,0,6,95,172,204,92,24,5,599,0,3,92,128,148,87,13,3,477,0,0,71,269,269,170,39,4,820,0,0,35,166,217,146,29,3,591,0,6,13,20,30,26,3,0,100,18,200,1207,1598,1630,997,235,34,5928,0,3,17,15,9,3,0,0,50,30,42,45,40,25,13,6,3,211,9,38,81,77,56,38,16,0,310,3,38,83,77,51,39,9,0,311,7,21,123,101,71,66,19,3,414,0,48,215,161,104,85,36,7,643,0,52,Darebin (C)
22110,0,0,3,3,10,20,10,7,52,4,0,5,3,7,10,3,4,39,3,0,6,12,26,27,26,5,102,4,0,12,14,22,41,28,15,145,3,5,15,17,25,41,34,12,152,4,8,19,34,46,67,46,21,237,3,18,23,39,69,57,40,18,267,0,20,55,45,68,82,34,8,307,0,13,48,55,62,67,41,11,297,0,0,35,44,66,53,24,7,227,0,3,23,40,50,50,11,5,184,0,0,13,22,31,35,12,0,110,0,0,13,41,74,60,10,3,198,0,0,0,12,19,27,9,0,68,0,3,3,3,7,15,25,3,68,19,65,273,389,575,660,347,124,2457,0,0,0,3,0,0,0,0,6,0,3,5,7,10,16,3,0,35,0,3,8,12,17,14,0,0,53,0,3,15,15,12,14,5,3,69,3,3,14,19,14,20,11,3,90,0,9,20,32,30,35,23,3,162,3,12,East Gippsland (S)
22170,3,0,9,13,17,4,3,0,50,10,8,6,7,4,10,4,0,53,6,6,12,17,19,14,6,0,81,5,8,10,22,29,28,7,4,116,3,12,21,22,22,27,7,4,105,4,35,46,60,66,60,13,0,283,5,53,93,66,77,46,14,3,358,7,53,152,123,138,99,17,0,582,0,36,154,190,151,117,16,0,666,0,5,109,158,166,85,25,5,557,0,3,80,140,150,99,14,3,482,0,0,40,132,117,68,11,3,370,0,0,65,178,203,121,25,0,589,0,0,21,98,133,82,24,3,358,0,3,15,33,18,8,5,4,93,46,224,833,1248,1315,858,201,31,4752,0,0,8,8,8,3,0,0,39,12,10,21,13,18,14,3,3,102,8,11,37,38,33,24,13,0,163,4,16,43,48,36,30,16,0,198,3,23,57,56,42,47,26,4,253,0,25,111,129,96,77,38,3,485,0,52,Frankston (C)
22250,0,0,3,9,23,15,5,0,62,0,0,4,7,10,8,9,0,39,3,3,0,3,16,12,14,5,63,3,0,4,10,12,21,11,10,64,0,0,4,15,19,12,23,9,87,4,6,5,15,20,29,19,4,99,3,3,11,19,37,23,25,3,128,0,6,21,39,33,27,9,9,151,0,7,21,30,35,18,14,3,121,0,0,3,13,28,23,6,0,71,0,0,3,17,7,17,4,3,56,0,3,4,6,10,13,4,0,40,0,4,3,15,20,15,3,0,56,0,0,0,6,19,6,4,0,36,0,0,3,0,14,7,4,3,25,16,30,101,204,289,261,153,45,1095,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,4,0,0,0,0,9,0,0,0,3,3,0,3,0,15,0,0,3,3,0,3,4,0,11,0,0,6,4,10,9,3,0,32,0,3,Gannawarra (S)
22830,3,0,3,15,26,32,17,8,107,8,0,8,11,13,19,13,0,69,3,0,15,18,14,27,20,11,99,4,13,15,28,29,41,21,15,165,7,13,9,39,46,44,26,16,203,9,15,31,33,67,73,34,11,272,10,25,64,74,85,65,23,11,351,4,28,105,93,112,93,25,7,474,0,32,117,126,114,101,35,5,528,0,3,69,99,122,62,12,3,371,0,9,64,105,111,57,13,3,356,0,0,29,67,75,60,4,4,245,0,3,48,139,138,98,14,5,436,0,3,12,33,73,62,14,4,206,0,0,12,12,16,18,10,3,77,45,151,598,893,1038,856,283,99,3959,0,0,0,5,3,3,0,0,19,5,0,5,9,4,5,3,0,26,3,5,21,10,10,7,6,0,66,9,15,20,20,10,17,14,0,102,6,9,30,25,25,26,8,4,139,8,20,49,64,39,49,17,3,257,7,41,Greater Shepparton (C)
22910,0,0,0,3,9,5,5,3,28,0,0,0,9,0,5,3,4,25,0,0,4,9,10,14,11,0,49,0,0,0,11,12,12,18,12,65,0,0,0,13,17,17,20,6,75,0,10,14,12,18,23,21,0,103,0,5,16,15,33,26,14,4,115,0,3,19,14,33,26,12,3,114,0,0,18,17,33,22,8,0,97,0,0,6,9,19,10,8,3,61,0,0,5,11,12,16,12,0,56,0,0,9,6,4,6,6,0,40,0,0,9,14,18,21,3,0,55,0,0,0,6,8,9,0,0,27,0,0,0,3,10,7,4,3,28,0,23,118,159,225,218,143,35,926,0,0,3,0,3,0,0,0,10,3,0,0,0,8,10,0,0,16,0,0,0,15,8,9,3,0,27,0,0,5,5,6,12,0,0,26,0,0,6,3,4,10,0,0,33,0,3,6,10,15,22,5,0,68,0,0,Hepburn (S)
22980,0,0,3,3,13,15,3,3,43,0,0,0,4,0,3,4,3,17,0,0,0,0,4,13,7,3,34,0,0,3,4,5,10,9,3,33,0,0,6,8,11,7,9,0,42,0,0,4,9,9,14,16,12,69,0,3,6,10,19,10,4,0,60,0,0,7,10,28,6,7,0,62,0,0,11,14,21,13,8,3,67,0,0,0,11,11,16,0,0,38,0,0,3,4,12,9,0,0,26,0,0,0,4,3,11,3,0,22,0,0,5,3,11,3,3,0,26,0,0,0,7,7,9,3,4,23,0,0,0,0,4,3,3,0,10,3,8,51,101,152,146,83,36,579,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,12,0,0,0,3,3,3,0,0,14,0,3,Hindmarsh (S)
23110,0,0,7,15,16,5,0,0,43,3,0,4,7,3,5,0,0,29,0,3,5,6,10,6,6,0,42,4,6,3,12,16,5,3,0,55,0,6,15,14,24,10,6,0,78,0,8,32,33,40,19,10,0,144,0,11,61,57,53,34,14,3,230,0,27,105,73,82,64,16,0,366,0,14,146,120,123,59,7,3,466,0,4,89,144,119,75,23,0,452,0,3,93,144,119,73,5,3,445,0,0,51,115,119,80,7,0,382,0,3,95,253,264,188,27,3,832,0,0,27,150,224,138,24,3,566,0,0,11,22,25,9,0,3,72,13,97,740,1168,1237,778,148,16,4198,0,0,5,5,5,4,0,0,24,18,11,12,13,11,3,6,0,73,5,18,18,31,24,15,3,0,109,0,8,25,20,24,22,9,0,115,0,4,34,31,32,22,8,0,131,0,12,63,56,45,43,11,0,219,0,25,Hobsons Bay (C)
23190,0,0,0,6,14,14,6,8,52,0,0,3,3,4,3,6,0,25,0,4,3,0,11,15,4,3,46,0,0,0,3,8,12,10,15,51,4,0,3,12,12,21,8,0,63,0,3,10,12,31,22,21,7,116,0,8,15,28,38,35,19,0,140,0,12,33,39,39,46,16,3,184,0,4,35,35,50,41,13,4,188,0,3,21,33,34,27,10,0,121,0,0,12,44,27,16,8,4,102,0,0,6,19,34,19,3,0,84,0,0,11,34,47,39,14,7,150,0,0,0,11,11,19,11,0,58,0,0,3,7,7,6,0,0,30,7,33,164,292,364,337,147,54,1399,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,6,5,5,8,4,3,0,24,0,0,6,6,0,3,3,0,24,0,0,10,8,4,14,3,0,33,0,8,10,26,18,18,6,0,81,0,12,Horsham (RC)
23270,4,3,11,20,36,11,3,0,97,15,7,5,11,3,11,0,0,61,4,9,23,10,24,20,8,0,107,8,18,27,27,44,24,7,0,150,3,23,35,37,36,28,11,3,183,4,25,89,71,106,59,21,4,383,4,78,159,129,124,80,16,0,589,4,77,293,231,220,133,33,3,996,0,53,366,355,303,206,42,9,1329,0,16,280,384,282,156,17,3,1148,0,6,223,343,371,171,34,3,1161,0,8,158,351,300,140,20,3,981,0,3,228,635,587,334,42,6,1836,0,3,55,278,427,227,53,6,1050,0,16,28,29,51,29,6,6,158,51,350,1981,2918,2920,1630,320,54,10219,5,0,11,6,7,8,0,0,38,23,32,27,23,21,12,4,0,130,8,37,53,46,28,20,0,0,200,4,27,34,47,34,18,5,0,171,4,29,60,53,39,39,17,0,243,0,31,123,106,77,51,16,4,410,0,67,Hume (C)
23350,0,0,0,3,11,6,6,0,32,0,0,3,0,11,3,3,3,22,0,0,0,4,4,13,14,3,45,0,0,0,3,10,23,10,3,56,0,0,3,6,16,18,14,3,67,0,3,3,11,11,31,23,14,96,0,0,5,15,20,18,22,3,75,0,7,12,23,24,27,15,4,113,0,0,16,16,22,27,18,5,108,0,0,3,12,18,11,12,0,60,0,0,12,8,25,10,7,0,61,0,0,0,13,17,19,9,0,58,0,0,3,26,32,26,7,3,92,0,0,0,13,16,12,12,3,48,0,0,0,3,0,4,3,3,16,8,16,72,157,231,246,167,46,945,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,4,0,0,3,4,0,6,0,0,20,0,0,4,7,3,8,0,0,21,0,0,0,6,4,3,5,0,23,0,4,3,12,9,14,3,0,47,0,3,Indigo (S)
23430,0,0,14,30,29,14,5,3,101,12,7,9,18,17,15,5,0,88,8,24,19,28,34,15,11,3,134,6,15,29,34,42,17,25,4,174,6,16,35,45,63,33,15,3,221,7,38,65,75,97,72,23,4,375,4,50,162,134,127,108,49,8,624,0,98,303,202,210,128,48,3,986,0,48,372,360,328,209,53,6,1374,0,20,237,317,355,184,53,4,1160,0,4,205,320,354,213,47,5,1145,0,0,121,264,266,175,25,3,852,0,0,174,568,672,309,61,7,1804,0,3,73,399,508,266,67,15,1329,3,6,21,32,54,22,11,3,153,42,331,1837,2828,3149,1778,493,66,10529,0,3,19,20,12,10,0,0,68,34,50,24,31,23,19,4,0,180,10,45,39,57,43,31,9,4,247,3,42,44,67,50,31,18,9,262,4,34,76,89,71,52,24,10,351,12,41,145,142,95,68,50,5,551,4,80,Kingston (C) (Vic.)
23670,0,3,5,24,14,14,3,0,72,17,4,5,15,13,7,3,0,63,10,19,16,17,32,17,4,4,121,12,24,28,35,47,22,19,7,183,5,11,27,36,42,42,12,3,187,0,43,61,72,67,52,25,6,324,3,60,107,90,115,83,30,3,492,12,77,233,157,165,123,38,3,803,3,37,272,233,246,181,39,0,1006,0,9,193,278,247,177,39,0,945,0,10,179,277,282,175,42,7,965,0,4,124,242,228,112,17,3,721,0,0,152,510,532,302,34,11,1537,0,4,53,320,461,240,33,9,1112,3,5,16,28,21,28,13,3,119,56,303,1465,2337,2509,1565,349,53,8651,4,0,15,14,10,11,0,0,60,39,22,26,20,18,20,4,3,149,19,47,41,38,28,31,10,0,211,6,33,51,56,41,34,19,0,235,3,33,58,80,50,62,30,3,322,3,39,124,124,94,79,34,11,515,3,73,Knox (C)
23810,0,0,7,11,8,11,6,5,50,8,0,5,8,3,9,0,8,42,0,4,8,8,8,12,16,0,67,4,5,8,8,15,21,13,4,75,5,4,8,18,20,14,8,3,77,7,11,22,27,33,24,22,3,148,0,29,46,33,46,40,30,5,227,0,25,88,66,73,54,16,7,333,0,22,81,93,81,65,24,5,370,0,7,48,90,60,58,12,6,281,0,4,50,96,97,57,11,8,326,0,0,33,71,76,53,16,0,252,0,0,40,138,159,122,10,0,464,0,3,6,37,125,86,14,0,268,0,0,4,4,17,9,3,4,50,28,113,443,704,819,645,205,60,3018,0,0,5,3,0,0,0,0,9,10,4,9,7,7,5,0,0,45,3,15,21,22,13,16,11,0,93,4,8,37,24,19,27,7,3,126,0,6,31,34,21,29,18,5,132,0,20,65,59,40,58,22,3,272,3,27,Latrobe (C) (Vic.)
23940,0,0,3,9,15,22,4,3,61,0,0,0,4,6,15,5,5,33,0,0,3,11,8,28,14,11,76,0,0,8,16,13,21,21,7,83,0,3,5,11,19,29,19,0,82,0,0,9,16,23,34,21,7,111,0,3,8,20,24,29,14,8,105,0,7,14,19,31,26,25,7,124,0,0,10,27,18,39,8,5,111,0,0,5,6,12,22,6,3,53,0,0,6,9,15,10,9,0,47,0,0,5,11,14,11,3,0,37,0,0,0,10,10,20,3,0,43,0,0,0,3,3,6,0,3,19,0,0,4,0,7,4,10,4,22,6,16,78,179,212,307,166,48,1013,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,3,0,3,0,0,13,0,0,0,3,0,6,0,0,10,0,0,0,4,3,7,0,4,25,0,4,Loddon (S)
24130,0,0,0,11,13,11,9,0,47,3,0,0,3,10,0,4,3,26,3,0,5,6,9,14,15,0,56,0,0,8,20,11,14,13,4,72,0,4,3,13,19,11,19,0,75,3,5,9,25,33,26,26,4,131,0,13,19,30,32,26,19,6,143,0,3,17,33,48,44,21,9,184,0,7,22,42,61,31,17,3,187,0,3,18,41,43,31,22,8,161,0,0,14,30,49,19,15,3,132,0,0,18,22,25,15,3,3,94,0,0,12,37,47,64,13,0,166,0,0,3,14,36,15,7,3,91,0,0,4,10,12,4,11,0,40,7,43,145,332,453,350,206,56,1599,0,0,3,3,3,12,3,0,26,0,3,4,15,5,6,3,0,38,0,7,12,25,13,21,3,0,73,0,3,12,12,19,22,10,0,81,0,3,15,32,23,20,12,0,103,0,3,33,46,30,27,13,0,150,0,11,Macedon Ranges (S)
24210,0,3,10,20,9,15,5,3,66,3,7,4,14,14,5,0,0,49,4,10,16,18,17,8,9,0,72,0,10,22,26,27,11,4,0,101,0,9,14,22,29,13,11,3,109,5,21,36,44,53,34,19,4,215,0,30,73,55,60,48,17,5,295,0,54,131,69,94,55,9,3,411,0,26,158,114,93,67,28,10,493,0,4,58,76,76,47,19,0,280,0,7,62,84,96,54,10,3,315,0,0,42,54,75,45,13,0,232,0,0,55,155,128,95,20,3,449,0,0,16,84,158,82,11,6,361,0,0,9,9,11,5,5,3,53,24,190,709,855,941,574,182,46,3508,3,0,16,11,9,3,0,0,36,32,46,19,27,21,15,4,0,168,7,24,27,39,36,19,18,5,173,3,23,40,47,36,27,17,3,190,0,21,46,37,45,35,26,6,217,0,22,71,84,77,55,39,9,352,3,31,Manningham (C)
