lga_code16,mng_nni_a_15_19,mng_nni_a_20_24,mng_nni_a_25_34,mng_nni_a_35_44,mng_nni_a_45_54,mng_nni_a_55_64,mng_nni_a_65_74,mng_nni_a_75ov,mng_nni_tot,mng_1_149_a_15_19,mng_1_149_a_20_24,mng_1_149_a_25_34,mng_1_149_a_35_44,mng_1_149_a_45_54,mng_1_149_a_55_64,mng_1_149_a_65_74,mng_1_149_a_75ov,mng_1_149_tot,mng_150_299_a_15_19,mng_150_299_a_20_24,mng_150_299_a_25_34,mng_150_299_a_35_44,mng_150_299_a_45_54,mng_150_299_a_55_64,mng_150_299_a_65_74,mng_150_299_a_75ov,mng_150_299_tot,mng_300_399_a_15_19,mng_300_399_a_20_24,mng_300_399_a_25_34,mng_300_399_a_35_44,mng_300_399_a_45_54,mng_300_399_a_55_64,mng_300_399_a_65_74,mng_300_399_a_75ov,mng_300_399_tot,mng_400_499_a_15_19,mng_400_499_a_20_24,mng_400_499_a_25_34,mng_400_499_a_35_44,mng_400_499_a_45_54,mng_400_499_a_55_64,mng_400_499_a_65_74,mng_400_499_a_75ov,mng_400_499_tot,mng_500_649_a_15_19,mng_500_649_a_20_24,mng_500_649_a_25_34,mng_500_649_a_35_44,mng_500_649_a_45_54,mng_500_649_a_55_64,mng_500_649_a_65_74,mng_500_649_a_75ov,mng_500_649_tot,mng_650_799_a_15_19,mng_650_799_a_20_24,mng_650_799_a_25_34,mng_650_799_a_35_44,mng_650_799_a_45_54,mng_650_799_a_55_64,mng_650_799_a_65_74,mng_650_799_a_75ov,mng_650_799_tot,mng_800_999_a_15_19,mng_800_999_a_20_24,mng_800_999_a_25_34,mng_800_999_a_35_44,mng_800_999_a_45_54,mng_800_999_a_55_64,mng_800_999_a_65_74,mng_800_999_a_75ov,mng_800_999_tot,mng_1000_1249_a_15_19,mng_1000_1249_a_20_24,mng_1000_1249_a_25_34,mng_1000_1249_a_35_44,mng_1000_1249_a_45_54,mng_1000_1249_a_55_64,mng_1000_1249_a_65_74,mng_1000_1249_a_75ov,mng_1000_1249_tot,mng_1250_1499_a_15_19,mng_1250_1499_a_20_24,mng_1250_1499_a_25_34,mng_1250_1499_a_35_44,mng_1250_1499_a_45_54,mng_1250_1499_a_55_64,mng_1250_1499_a_65_74,mng_1250_1499_a_75ov,mng_1250_1499_tot,mng_1500_1749_a_15_19,mng_1500_1749_a_20_24,mng_1500_1749_a_25_34,mng_1500_1749_a_35_44,mng_1500_1749_a_45_54,mng_1500_1749_a_55_64,mng_1500_1749_a_65_74,mng_1500_1749_a_75ov,mng_1500_1749_tot,mng_1750_1999_a_15_19,mng_1750_1999_a_20_24,mng_1750_1999_a_25_34,mng_1750_1999_a_35_44,mng_1750_1999_a_45_54,mng_1750_1999_a_55_64,mng_1750_1999_a_65_74,mng_1750_1999_a_75ov,mng_1750_1999_tot,mng_2000_2999_a_15_19,mng_2000_2999_a_20_24,mng_2000_2999_a_25_34,mng_2000_2999_a_35_44,mng_2000_2999_a_45_54,mng_2000_2999_a_55_64,mng_2000_2999_a_65_74,mng_2000_2999_a_75ov,mng_2000_2999_tot,mng_3000mo_a_15_19,mng_3000mo_a_20_24,mng_3000mo_a_25_34,mng_3000mo_a_35_44,mng_3000mo_a_45_54,mng_3000mo_a_55_64,mng_3000mo_a_65_74,mng_3000mo_a_75ov,mng_3000mo_tot,mng_pins_a_15_19,mng_pins_a_20_24,mng_pins_a_25_34,mng_pins_a_35_44,mng_pins_a_45_54,mng_pins_a_55_64,mng_pins_a_65_74,mng_pins_a_75ov,mng_pins_tot,mng_tot_a_15_19,mng_tot_a_20_24,mng_tot_a_25_34,mng_tot_a_35_44,mng_tot_a_45_54,mng_tot_a_55_64,mng_tot_a_65_74,mng_tot_a_75ov,mng_tot_tot,pro_nni_a_15_19,pro_nni_a_20_24,pro_nni_a_25_34,pro_nni_a_35_44,pro_nni_a_45_54,pro_nni_a_55_64,pro_nni_a_65_74,pro_nni_a_75ov,pro_nni_tot,pro_1_149_a_15_19,pro_1_149_a_20_24,pro_1_149_a_25_34,pro_1_149_a_35_44,pro_1_149_a_45_54,pro_1_149_a_55_64,pro_1_149_a_65_74,pro_1_149_a_75ov,pro_1_149_tot,pro_150_299_a_15_19,pro_150_299_a_20_24,pro_150_299_a_25_34,pro_150_299_a_35_44,pro_150_299_a_45_54,pro_150_299_a_55_64,pro_150_299_a_65_74,pro_150_299_a_75ov,pro_150_299_tot,pro_300_399_a_15_19,pro_300_399_a_20_24,pro_300_399_a_25_34,pro_300_399_a_35_44,pro_300_399_a_45_54,pro_300_399_a_55_64,pro_300_399_a_65_74,pro_300_399_a_75ov,pro_300_399_tot,pro_400_499_a_15_19,pro_400_499_a_20_24,pro_400_499_a_25_34,pro_400_499_a_35_44,pro_400_499_a_45_54,pro_400_499_a_55_64,pro_400_499_a_65_74,pro_400_499_a_75ov,pro_400_499_tot,pro_500_649_a_15_19,pro_500_649_a_20_24,pro_500_649_a_25_34,pro_500_649_a_35_44,pro_500_649_a_45_54,pro_500_649_a_55_64,pro_500_649_a_65_74,pro_500_649_a_75ov,pro_500_649_tot,pro_650_799_a_15_19,pro_650_799_a_20_24,lga_name16
33200,0,0,4,3,5,11,6,3,29,0,0,0,0,0,0,0,0,4,0,0,4,7,0,4,0,0,17,0,0,3,0,0,0,3,0,16,0,0,0,0,0,3,0,0,7,0,0,3,0,12,3,3,3,22,0,0,4,3,5,3,7,3,25,0,0,3,3,13,8,3,4,33,0,0,7,7,7,3,3,0,28,0,0,3,3,0,3,4,0,11,0,0,0,0,7,0,0,0,12,0,0,0,0,0,3,4,0,3,0,0,3,3,9,4,0,0,17,0,0,0,0,4,3,0,0,15,0,0,0,0,0,7,8,0,14,0,0,37,43,56,54,47,19,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Flinders (S) (Qld)
33220,0,0,9,10,20,25,13,7,76,9,0,7,8,10,11,3,3,48,0,4,12,18,7,14,3,3,61,5,3,14,22,32,22,19,5,129,0,6,13,16,33,33,20,8,128,4,7,33,37,44,40,28,9,205,3,33,58,72,62,60,20,4,306,5,32,98,69,107,100,19,9,436,0,12,93,115,123,98,26,3,466,0,0,30,75,75,55,18,4,267,0,0,21,69,87,43,3,0,219,0,0,23,56,76,49,8,3,214,0,0,25,81,96,75,17,0,298,0,0,3,21,31,19,9,10,95,0,0,4,5,3,15,9,3,38,23,101,437,671,819,664,220,71,3001,3,0,5,0,0,9,0,0,19,3,0,0,6,8,0,4,0,22,4,4,8,14,6,15,6,0,71,0,3,4,24,17,23,14,0,91,0,0,20,17,28,22,14,3,111,4,11,44,35,32,57,16,3,203,0,31,Fraser Coast (R)
33360,4,0,8,13,25,12,3,0,67,6,0,6,7,12,4,3,0,35,0,0,4,7,3,11,10,0,49,0,0,9,4,23,20,21,4,80,3,3,9,13,14,15,19,3,85,6,10,12,19,28,19,17,9,129,3,20,31,30,41,41,12,0,180,4,30,65,49,52,30,15,0,249,0,13,77,58,72,46,14,0,268,0,4,48,53,57,45,6,4,210,0,3,45,44,52,28,13,3,180,0,3,22,35,47,30,6,0,149,0,0,66,135,148,76,5,0,436,0,0,38,125,152,85,12,5,408,0,0,6,9,13,0,6,4,36,24,87,445,607,733,461,169,37,2564,0,0,8,0,3,3,0,0,14,4,0,16,9,3,0,0,0,35,0,3,8,18,11,14,7,0,56,0,0,13,14,4,10,0,3,53,3,5,19,22,13,7,3,0,70,0,13,41,42,22,24,11,0,145,3,16,Gladstone (R)
33430,3,11,32,72,80,49,28,3,290,34,12,24,50,37,28,17,4,210,32,26,52,79,63,61,24,4,342,31,37,93,104,101,123,58,9,547,28,78,115,133,146,135,71,11,715,31,137,262,270,305,228,113,19,1356,40,289,545,420,424,336,129,19,2203,29,368,1103,780,745,483,133,12,3649,3,199,1249,1104,930,651,181,17,4340,6,65,751,914,825,478,124,18,3176,0,27,568,885,851,460,151,11,2958,0,9,318,649,590,315,88,10,1973,0,7,487,1221,1197,681,136,19,3742,0,3,186,718,937,534,147,30,2563,3,17,52,99,99,62,30,10,380,230,1280,5843,7506,7338,4626,1421,197,28449,5,4,45,76,57,42,8,3,231,107,83,75,98,57,60,15,3,505,57,127,161,177,102,104,42,3,774,20,118,151,209,169,146,81,9,913,19,111,211,239,170,168,114,17,1059,26,216,489,486,334,302,162,25,2040,19,376,Gold Coast (C)
33610,0,0,3,4,22,22,13,3,72,3,0,4,7,3,3,3,0,23,0,0,4,9,11,15,9,3,47,0,0,7,8,7,9,6,8,50,0,5,8,0,12,12,12,0,47,0,4,5,18,21,12,11,8,76,0,3,17,12,15,24,11,4,89,0,4,18,24,39,30,8,3,126,0,11,29,31,30,27,10,3,142,0,0,13,15,28,21,3,4,75,0,3,14,17,15,12,7,0,70,0,0,11,11,17,6,4,0,47,0,0,13,27,24,11,3,0,83,0,0,6,11,15,16,4,3,58,3,0,0,3,0,5,10,0,19,7,31,129,195,261,235,115,47,1019,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,3,3,3,3,0,12,0,0,4,3,0,0,0,0,13,0,0,3,11,3,5,0,0,24,0,4,Goondiwindi (R)
33620,3,3,5,18,31,40,12,3,115,3,3,4,11,7,26,4,3,58,0,0,3,8,20,44,23,4,109,3,0,6,20,30,44,28,9,142,0,0,13,15,28,40,29,6,136,0,4,17,33,30,57,52,10,202,5,8,28,30,43,47,34,8,202,0,11,54,57,66,62,27,8,296,0,3,36,48,66,54,17,10,242,0,0,26,33,58,31,3,0,149,0,0,21,30,37,39,3,0,128,0,0,5,20,34,23,6,3,91,0,4,10,48,73,41,15,0,189,0,0,0,20,33,16,11,0,76,0,0,4,12,13,13,11,9,63,15,49,241,393,577,567,291,73,2207,0,0,0,0,3,0,0,0,3,8,0,3,5,5,4,0,0,30,0,0,13,5,6,11,3,0,44,4,3,12,9,7,13,9,0,62,0,3,6,11,10,17,6,5,63,3,8,23,17,32,30,7,3,124,0,12,Gympie (R)
33800,0,0,0,6,7,3,3,3,23,0,0,0,0,3,0,0,0,12,0,0,0,3,4,3,3,5,21,0,0,0,0,3,10,12,0,28,0,0,3,7,10,9,10,5,37,0,3,0,6,9,14,13,8,55,0,0,5,3,15,20,20,10,79,0,0,8,10,27,22,10,7,77,0,0,15,14,18,25,11,6,84,0,0,4,10,13,21,12,3,70,0,0,0,4,20,21,5,3,61,0,0,8,5,5,7,3,0,31,0,0,3,7,12,13,6,3,43,0,0,0,10,14,9,10,3,45,0,0,0,0,4,3,4,11,22,0,7,50,81,172,187,123,64,686,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,9,0,0,3,3,3,3,0,0,11,5,0,4,3,3,0,0,0,17,0,5,4,7,14,9,3,0,42,0,3,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,5,0,0,Hope Vale (S)
33960,0,0,7,12,22,11,6,0,67,13,4,3,3,14,3,6,0,52,9,5,15,20,14,19,7,7,92,12,12,18,18,27,28,10,0,131,10,15,19,32,27,28,13,0,150,9,30,55,44,57,44,18,4,263,6,50,80,90,84,50,8,3,378,6,97,232,131,135,78,28,5,712,3,51,233,212,193,105,19,4,821,3,22,158,184,173,116,11,0,667,0,12,122,211,224,111,13,3,687,0,0,97,154,175,109,16,0,553,0,3,131,354,373,183,25,0,1064,0,0,35,137,195,103,23,7,491,0,0,16,10,27,13,3,0,68,75,308,1213,1611,1752,1002,208,41,6197,4,0,7,14,5,7,0,0,41,16,12,21,17,14,7,0,0,86,10,16,43,34,24,23,3,0,150,3,23,41,32,32,33,20,0,192,0,22,42,46,27,28,18,0,191,4,38,94,102,87,68,30,8,421,0,52,Ipswich (C)
33980,3,3,8,10,17,17,0,0,66,0,0,3,6,3,5,7,0,20,0,0,7,11,12,14,6,0,56,0,0,4,5,12,10,8,0,39,0,5,3,9,12,8,3,0,38,3,3,19,16,13,23,16,0,87,0,7,26,15,13,9,4,3,85,0,7,22,24,27,18,7,0,107,0,3,20,39,43,24,10,3,145,0,3,24,25,38,26,9,3,127,0,0,13,25,31,19,5,3,107,0,0,3,24,15,17,8,0,65,0,0,54,71,65,34,12,3,236,0,0,69,173,130,84,14,3,473,0,0,0,4,4,9,10,3,38,10,36,286,459,435,321,113,29,1682,0,0,3,0,0,0,0,0,3,0,0,3,0,0,5,0,0,11,0,0,5,4,3,3,0,0,18,0,0,11,3,10,0,3,0,23,0,0,7,10,0,4,0,0,24,0,0,6,12,7,7,0,0,31,0,4,Isaac (R)
34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kowanyama (S)
34530,0,0,4,6,14,16,3,0,46,3,0,0,0,9,7,0,0,30,0,0,3,3,7,14,4,0,37,0,0,3,13,21,16,6,0,53,3,0,5,7,10,13,0,5,44,0,6,14,19,24,20,16,9,98,3,14,21,15,22,12,14,4,95,0,10,30,26,31,20,8,4,134,0,4,38,19,37,35,10,0,144,0,3,25,26,30,32,9,0,123,0,0,12,20,17,19,3,0,68,0,0,11,19,22,13,4,0,69,0,0,10,25,41,28,6,0,106,0,0,3,8,35,21,8,3,77,0,0,3,4,3,3,8,3,20,13,44,172,209,311,262,105,28,1146,0,0,3,0,3,0,0,0,9,3,0,0,0,0,7,0,0,10,5,0,5,3,3,4,0,0,19,0,0,3,8,10,11,4,0,42,0,0,9,9,10,4,4,0,38,0,3,9,7,15,16,3,0,64,0,7,Livingstone (S)
34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Lockhart River (S)
34580,3,0,7,7,15,11,4,4,52,3,0,4,0,5,15,9,9,41,5,3,7,11,14,17,27,8,90,3,4,15,6,15,18,21,6,89,4,6,15,9,31,21,18,10,97,3,10,26,18,23,20,17,6,123,3,31,65,31,37,29,19,3,222,5,19,38,39,44,35,15,0,202,3,10,45,52,60,44,10,0,228,0,0,27,33,43,20,13,0,136,0,0,13,23,33,27,4,0,118,0,0,9,21,28,20,3,0,73,0,0,13,33,49,26,4,0,133,0,0,3,18,18,18,8,0,65,0,0,4,3,6,9,6,3,36,35,86,292,309,428,326,175,47,1695,0,0,0,0,0,3,0,0,5,0,0,3,4,0,4,3,0,21,0,3,6,8,3,0,0,0,32,0,7,3,7,7,4,3,0,32,3,0,9,12,10,5,0,0,49,0,7,17,17,19,20,5,0,95,0,7,Lockyer Valley (R)
34590,4,4,16,26,28,25,6,0,105,5,3,7,10,14,7,6,0,58,5,7,35,20,25,22,15,0,134,7,14,26,45,48,42,11,7,188,10,25,33,43,44,42,26,3,221,14,42,63,93,100,90,41,4,450,20,109,180,164,153,105,35,3,771,12,130,360,260,241,170,35,3,1219,3,82,396,394,351,215,48,3,1496,0,15,263,342,301,179,42,3,1152,0,13,184,315,308,210,41,3,1070,0,5,93,221,209,130,17,0,670,0,0,163,448,502,258,31,4,1409,0,0,59,209,280,171,46,3,774,3,8,19,34,34,22,16,3,140,91,461,1892,2635,2638,1684,418,40,9861,0,8,15,22,11,8,0,0,66,38,23,39,32,15,19,8,0,166,21,34,48,65,38,34,9,0,242,14,35,65,64,52,48,28,7,308,9,42,63,70,53,50,28,3,324,6,56,150,149,113,74,39,7,590,5,95,Logan (C)
41010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,6,4,0,0,3,3,0,0,0,9,0,0,0,0,4,3,3,0,9,3,3,3,0,9,10,3,0,30,0,0,3,3,3,9,0,0,23,0,3,11,4,3,3,0,0,26,0,0,12,8,21,9,0,0,54,0,0,3,6,11,3,5,0,35,0,0,8,9,11,7,4,0,44,0,0,6,0,10,5,0,0,20,0,0,4,7,3,4,0,0,23,0,0,0,3,0,6,0,0,10,0,0,0,4,3,3,3,0,15,9,12,51,54,98,69,27,3,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,9,0,0,Ceduna (DC)
41060,0,0,5,11,10,3,4,0,34,4,3,5,7,3,0,3,0,24,8,11,13,3,15,13,6,0,70,0,4,7,17,22,11,0,3,67,0,14,14,17,25,28,13,3,115,4,22,32,45,56,31,17,0,210,0,37,86,77,66,49,25,4,343,0,40,156,122,134,87,23,5,570,0,23,174,162,173,112,32,0,669,0,0,111,115,151,100,24,9,506,0,0,63,129,159,112,25,0,492,0,0,44,114,111,71,8,3,347,0,4,52,207,215,157,21,0,659,0,0,19,90,144,100,34,4,390,0,0,11,10,21,12,5,0,57,17,163,800,1113,1300,873,229,38,4537,0,0,7,4,5,3,4,0,25,27,25,8,13,13,16,0,0,104,14,36,22,27,14,25,6,3,144,4,16,32,30,24,29,8,0,152,3,17,32,49,38,28,23,3,183,3,24,79,87,59,42,29,7,331,3,38,Charles Sturt (C)
37400,0,0,0,3,3,4,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,12,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,6,0,8,0,0,0,0,3,5,0,0,12,0,0,6,0,7,3,0,0,17,0,0,0,4,6,10,0,0,24,0,0,0,3,7,10,0,0,18,0,0,3,0,7,3,0,0,19,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,3,0,9,0,0,0,0,3,5,0,0,11,3,4,14,26,48,47,17,10,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,Winton (S)
37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,5,10,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Woorabinda (S)
41190,0,0,0,0,3,7,0,0,10,0,0,0,0,4,0,0,0,7,0,0,0,3,0,8,3,0,10,0,0,0,4,0,0,3,0,11,0,0,0,3,0,3,4,0,18,0,0,6,6,3,0,0,0,23,0,0,5,11,11,11,3,0,39,0,0,6,5,10,8,3,0,34,0,0,3,10,9,7,4,3,42,0,0,3,4,6,8,0,0,24,0,0,4,10,3,10,3,0,26,0,0,0,3,5,3,0,0,14,0,0,4,0,8,7,0,0,19,0,0,0,0,3,5,0,0,13,0,0,0,3,4,8,0,0,16,3,0,46,58,77,72,25,5,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,Cleve (DC)
41750,0,0,0,0,12,3,0,0,15,0,0,0,0,0,3,0,0,3,0,0,0,4,0,4,0,0,10,0,0,0,0,9,7,0,0,16,0,0,0,0,0,3,3,0,4,0,0,0,0,3,9,3,0,18,0,0,3,3,3,5,4,0,24,0,0,6,3,3,4,0,0,14,0,0,6,7,8,8,0,0,29,0,0,0,0,8,3,3,0,15,0,0,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,7,0,0,0,3,7,5,0,0,14,0,0,0,0,4,0,0,0,3,0,8,14,35,55,71,21,3,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,Elliston (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Wujal Wujal (S)
37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,0,0,3,8,0,0,0,11,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,18,21,9,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,5,0,0,Yarrabah (S)
41960,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,5,0,0,0,6,0,0,3,0,7,0,0,0,0,0,0,0,0,4,0,3,4,3,7,3,3,0,19,0,0,9,3,7,8,0,0,19,0,0,7,6,3,3,0,0,19,0,0,3,3,4,0,0,0,16,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,14,0,0,0,0,7,0,0,0,6,0,0,0,0,3,0,0,0,10,0,4,22,28,41,21,21,6,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Franklin Harbour (DC)
40070,4,3,18,16,22,6,8,0,82,12,4,3,3,8,3,0,0,45,4,17,32,25,16,18,4,0,106,3,26,36,25,23,25,3,0,136,0,27,55,41,39,17,8,3,190,7,37,104,75,63,30,16,0,332,4,92,199,139,111,59,24,3,625,3,112,422,243,182,95,31,0,1098,4,72,569,364,266,167,30,3,1473,0,31,411,375,302,172,34,3,1330,0,4,362,499,432,240,40,0,1582,0,3,239,514,458,284,38,3,1542,0,4,347,1135,1282,671,74,3,3513,0,5,113,695,951,541,80,10,2394,0,9,25,24,37,13,5,3,119,40,454,2924,4177,4189,2353,395,36,14569,0,12,31,30,12,10,3,0,94,44,72,60,38,23,18,8,0,267,7,113,92,65,58,46,23,0,408,7,79,125,105,65,50,27,3,466,7,95,194,141,81,82,33,7,637,3,109,398,283,160,140,48,11,1151,5,190,Adelaide (C)
40120,0,0,0,11,13,9,5,0,42,3,0,3,4,4,8,4,0,31,0,0,10,9,11,15,11,5,56,0,3,0,10,16,22,10,8,77,0,3,4,8,17,10,26,11,78,0,8,10,17,30,31,18,7,119,0,4,19,31,35,40,21,6,160,0,4,51,27,44,37,24,3,190,0,14,43,42,41,44,23,3,204,0,3,21,32,47,27,11,0,136,0,0,23,36,28,26,16,3,125,0,0,14,25,33,32,8,0,109,0,0,12,35,45,35,9,0,144,0,0,4,19,30,29,14,0,105,0,0,3,5,5,0,4,0,19,9,41,216,306,410,357,209,43,1591,0,0,0,3,7,0,0,0,8,3,11,5,12,11,10,3,0,51,0,6,11,17,7,15,7,0,73,4,3,8,11,16,9,6,0,60,0,8,4,20,20,13,8,0,72,0,3,20,28,26,20,25,8,128,0,6,Adelaide Hills (DC)
40220,0,3,0,4,9,10,4,4,34,0,0,0,9,5,9,0,0,27,0,0,4,11,11,12,13,0,52,0,0,7,9,21,17,19,3,76,0,0,9,12,13,23,10,4,74,0,0,6,18,26,22,16,4,92,0,8,14,18,26,20,9,10,101,0,13,14,24,31,41,19,5,162,0,0,22,35,48,47,9,8,169,0,0,13,24,32,36,11,4,114,0,0,7,16,18,16,11,0,70,0,0,3,17,19,12,0,0,52,0,0,4,23,26,21,7,0,80,0,0,0,8,8,13,7,6,43,0,0,0,0,11,3,0,5,23,8,32,107,223,308,302,137,56,1179,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,9,0,3,3,5,7,4,0,0,29,0,3,3,4,3,14,7,0,27,0,0,0,10,5,9,6,3,28,0,3,7,9,12,19,9,0,62,0,4,Alexandrina (DC)
