lga_code16,m1_train_mng,m1_train_pro,m1_train_tectw,m1_train_copsw,m1_train_claw,m1_train_swks,m1_train_maopdv,m1_train_lab,m1_train_idns,m1_train_tot,m1_bus_mng,m1_bus_pro,m1_bus_tectw,m1_bus_copsw,m1_bus_claw,m1_bus_swks,m1_bus_maopdv,m1_bus_lab,m1_bus_idns,m1_bus_tot,m1_ferry_mng,m1_ferry_pro,m1_ferry_tectw,m1_ferry_copsw,m1_ferry_claw,m1_ferry_swks,m1_ferry_maopdv,m1_ferry_lab,m1_ferry_idns,m1_ferry_tot,m1_tram_inc_lr_mng,m1_tram_inc_lr_pro,m1_tram_inc_lr_tectw,m1_tram_inc_lr_copsw,m1_tram_inc_lr_claw,m1_tram_inc_lr_swks,m1_tram_inc_lr_maopdv,m1_tram_inc_lr_lab,m1_tram_inc_lr_idns,m1_tram_inc_lr_tot,m1_taxi_mng,m1_taxi_pro,m1_taxi_tectw,m1_taxi_copsw,m1_taxi_claw,m1_taxi_swks,m1_taxi_maopdv,m1_taxi_lab,m1_taxi_idns,m1_taxi_tot,m1_carasdriv_mng,m1_carasdriv_pro,m1_carasdriv_tectw,m1_carasdriv_copsw,m1_carasdriv_claw,m1_carasdriv_swks,m1_carasdriv_maopdv,m1_carasdriv_lab,m1_carasdriv_idns,m1_carasdriv_tot,m1_caraspas_mng,m1_caraspas_pro,m1_caraspas_tectw,m1_caraspas_copsw,m1_caraspas_claw,m1_caraspas_swks,m1_caraspas_maopdv,m1_caraspas_lab,m1_caraspas_idns,m1_caraspas_tot,m1_truck_mng,m1_truck_pro,m1_truck_tectw,m1_truck_copsw,m1_truck_claw,m1_truck_swks,m1_truck_maopdv,m1_truck_lab,m1_truck_idns,m1_truck_tot,m1_mbikescoot_mng,m1_mbikescoot_pro,m1_mbikescoot_tectw,m1_mbikescoot_copsw,m1_mbikescoot_claw,m1_mbikescoot_swks,m1_mbikescoot_maopdv,m1_mbikescoot_lab,m1_mbikescoot_idns,m1_mbikescoot_tot,m1_bicycle_mng,m1_bicycle_pro,m1_bicycle_tectw,m1_bicycle_copsw,m1_bicycle_claw,m1_bicycle_swks,m1_bicycle_maopdv,m1_bicycle_lab,m1_bicycle_idns,m1_bicycle_tot,m1_oth_mng,m1_oth_pro,m1_oth_tectw,m1_oth_copsw,m1_oth_claw,m1_oth_swks,m1_oth_maopdv,m1_oth_lab,m1_oth_idns,m1_oth_tot,m1_wlkonly_mng,m1_wlkonly_pro,m1_wlkonly_tectw,m1_wlkonly_copsw,m1_wlkonly_claw,m1_wlkonly_swks,m1_wlkonly_maopdv,m1_wlkonly_lab,m1_wlkonly_idns,m1_wlkonly_tot,m1_tot_m1_mng,m1_tot_m1_pro,m1_tot_m1_tectw,m1_tot_m1_copsw,m1_tot_m1_claw,m1_tot_m1_swks,m1_tot_m1_maopdv,m1_tot_m1_lab,m1_tot_m1_idns,m1_tot_m1_tot,m2_trnbus_mng,m2_trnbus_pro,m2_trnbus_tectw,m2_trnbus_copsw,m2_trnbus_claw,m2_trnbus_swks,m2_trnbus_maopdv,m2_trnbus_lab,m2_trnbus_idns,m2_trnbus_tot,m2_trnfer_mng,m2_trnfer_pro,m2_trnfer_tectw,m2_trnfer_copsw,m2_trnfer_claw,m2_trnfer_swks,m2_trnfer_maopdv,m2_trnfer_lab,m2_trnfer_idns,m2_trnfer_tot,m2_trntrm_inc_lr_mng,m2_trntrm_inc_lr_pro,m2_trntrm_inc_lr_tectw,m2_trntrm_inc_lr_copsw,m2_trntrm_inc_lr_claw,m2_trntrm_inc_lr_swks,m2_trntrm_inc_lr_maopdv,m2_trntrm_inc_lr_lab,m2_trntrm_inc_lr_idns,m2_trntrm_inc_lr_tot,m2_trncarasdriv_mng,m2_trncarasdriv_pro,m2_trncarasdriv_tectw,m2_trncarasdriv_copsw,m2_trncarasdriv_claw,m2_trncarasdriv_swks,m2_trncarasdriv_maopdv,m2_trncarasdriv_lab,m2_trncarasdriv_idns,m2_trncarasdriv_tot,m2_trncaraspa_mng,m2_trncaraspa_pro,m2_trncaraspa_tectw,m2_trncaraspa_copsw,m2_trncaraspa_claw,m2_trncaraspa_swks,m2_trncaraspa_maopdv,m2_trncaraspa_lab,m2_trncaraspa_idns,m2_trncaraspa_tot,m2_trnoth_mng,m2_trnoth_pro,m2_trnoth_tectw,m2_trnoth_copsw,m2_trnoth_claw,m2_trnoth_swks,m2_trnoth_maopdv,m2_trnoth_lab,m2_trnoth_idns,m2_trnoth_tot,m2_trn_and_tot_mng,m2_trn_and_tot_pro,m2_trn_and_tot_tectw,m2_trn_and_tot_copsw,m2_trn_and_tot_claw,m2_trn_and_tot_swks,m2_trn_and_tot_maopdv,m2_trn_and_tot_lab,m2_trn_and_tot_idns,m2_trn_and_tot_tot,lga_name16
18450,54,242,79,70,103,72,14,94,9,742,58,337,117,243,232,205,38,273,25,1523,0,5,0,0,0,0,0,4,0,12,0,3,0,0,0,0,0,0,0,8,3,12,12,17,15,11,10,13,3,105,6127,12560,8397,6226,8553,4307,4150,4283,719,55318,221,579,497,491,512,766,139,744,58,4010,51,6,183,0,28,15,173,86,8,555,38,92,73,45,37,14,58,32,5,399,46,241,71,64,34,21,32,47,12,562,33,47,49,29,48,13,35,23,5,289,240,701,222,381,319,314,48,259,31,2516,6882,14814,9704,7567,9880,5747,4700,5863,873,66033,10,49,9,27,16,9,8,23,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54,15,9,17,3,0,4,3,120,8,11,0,9,9,5,0,10,0,48,5,17,10,0,3,3,0,7,0,38,35,133,36,40,42,18,10,38,5,363,Wollongong (C)
18500,134,388,180,253,227,225,9,194,27,1640,133,214,125,276,100,145,12,104,6,1114,3,11,3,0,5,3,0,0,3,30,0,0,0,0,0,0,0,0,0,3,29,18,11,11,4,3,0,0,0,76,1591,2495,1194,1264,869,935,121,419,124,9010,79,140,77,87,71,63,4,48,9,574,13,3,30,0,0,0,3,12,0,68,48,52,42,71,8,12,6,7,0,249,23,57,25,28,9,4,0,8,0,158,39,53,12,24,9,10,4,10,3,163,359,382,118,292,162,164,8,63,18,1563,2451,3811,1818,2324,1454,1558,167,860,193,14640,70,207,95,168,125,127,10,95,11,907,3,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,19,33,11,16,19,6,0,3,3,117,5,12,6,11,6,3,0,4,0,50,3,6,3,7,0,0,0,0,0,21,88,272,123,199,160,144,16,112,12,1118,Woollahra (A)
18710,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,307,346,324,300,236,192,145,251,29,2128,13,6,25,24,8,31,5,41,0,160,29,0,17,3,0,3,21,13,3,89,11,0,0,0,0,0,0,5,0,18,0,0,5,0,0,0,0,4,0,12,16,3,3,7,0,0,0,10,0,41,72,37,28,31,18,20,4,36,9,244,444,396,403,368,262,244,171,363,42,2690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8,11,13,15,4,8,31,0,143,0,0,0,0,6,0,0,3,0,12,0,0,4,0,0,0,6,0,0,7,4,0,0,0,0,0,0,10,0,19,8,6,12,6,4,3,0,12,3,56,10,0,3,0,0,0,0,3,0,15,41,11,15,9,7,3,0,27,3,109,119,28,47,30,24,11,10,86,6,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unincorporated NSW
20110,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,388,391,468,317,261,257,238,355,24,2703,12,19,29,40,12,42,9,52,0,210,5,0,4,3,0,0,11,4,0,33,13,3,0,0,0,0,3,3,0,29,8,6,5,7,8,5,3,15,0,62,16,7,0,5,0,4,4,3,0,37,90,32,45,36,21,44,9,72,5,353,531,455,555,407,306,362,286,507,31,3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,Alpine (S)
20260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,425,490,395,618,313,226,195,443,49,3160,13,25,37,27,9,48,15,112,3,284,10,0,3,0,0,3,12,8,0,30,0,0,0,0,0,0,0,5,0,5,0,7,8,0,3,0,0,7,0,24,15,3,3,0,0,0,3,0,0,23,83,29,21,25,19,34,12,50,0,275,543,550,469,678,344,315,246,635,53,3832,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Ararat (RC)
20570,17,43,12,10,15,4,0,3,3,108,9,34,32,63,39,89,7,74,10,357,0,0,7,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,4,12,12,17,8,11,11,34,0,113,3622,7412,4916,3934,4658,3165,1900,3080,400,33088,140,230,265,285,191,597,51,426,37,2230,13,0,42,0,3,9,75,20,4,169,6,28,19,9,10,7,16,23,0,110,24,109,52,27,16,20,16,46,0,310,17,26,21,14,14,14,7,20,13,140,152,396,118,163,136,148,41,109,17,1281,4014,8290,5494,4532,5080,4065,2133,3834,480,37907,0,6,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,22,6,0,6,0,0,0,0,44,0,4,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,14,13,39,7,6,5,3,0,3,3,79,Ballarat (C)
20660,39,350,90,105,88,59,21,77,15,832,27,84,66,107,50,82,31,105,4,547,0,0,0,0,0,3,0,0,0,11,3,10,0,16,3,3,0,3,5,38,4,9,0,3,5,0,10,25,3,68,2817,8590,3931,3710,3517,2038,925,1614,281,27420,97,246,191,235,148,382,43,229,21,1587,20,3,36,0,0,4,33,29,6,140,11,27,24,16,9,3,10,12,0,110,27,189,32,24,18,11,10,36,0,340,18,30,28,19,33,12,3,8,12,167,91,356,196,209,99,140,38,85,16,1233,3154,9892,4600,4446,3966,2735,1125,2203,366,32483,11,46,23,52,19,21,3,26,0,212,0,0,0,0,0,0,0,0,0,0,7,35,3,8,5,0,0,3,0,71,4,41,9,16,19,0,0,0,4,97,0,13,3,5,7,7,0,3,0,37,0,23,3,3,0,0,3,0,0,37,31,160,41,88,51,33,6,35,7,458,Banyule (C)
20740,0,3,0,0,0,0,0,0,0,3,0,3,3,6,0,11,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,852,1070,1091,935,710,809,270,736,73,6555,25,33,63,63,23,100,10,92,4,416,9,0,18,0,0,0,28,12,0,66,13,3,3,4,3,3,3,4,0,31,0,24,15,9,3,13,8,11,3,87,16,9,12,4,3,6,0,3,0,51,113,49,60,43,25,74,15,74,7,459,1037,1192,1264,1070,774,1023,330,941,92,7717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bass Coast (S)
20830,8,20,14,5,4,13,3,10,0,84,0,3,3,9,0,5,0,10,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,0,18,1301,2025,1623,1246,1187,917,623,1395,117,10424,60,41,111,80,40,138,26,244,3,749,13,0,16,0,0,8,54,22,0,119,32,4,3,0,0,0,3,8,0,56,3,13,3,3,6,3,3,7,4,44,32,9,3,5,12,4,3,10,0,78,204,65,54,60,34,49,10,83,9,572,1667,2181,1838,1409,1284,1134,734,1798,137,12172,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,3,0,17,0,3,4,3,0,0,0,3,0,19,0,0,3,0,0,0,0,0,0,3,3,13,5,8,3,4,0,3,0,45,Baw Baw (S)
20910,84,209,94,198,57,110,18,121,14,901,8,25,26,67,20,49,8,31,0,235,0,0,0,0,0,0,0,0,0,0,3,3,3,13,3,0,0,3,0,31,5,6,3,3,4,3,4,4,0,36,2628,4990,2557,2896,2291,1675,593,1063,237,18931,81,136,102,219,72,171,24,120,7,931,16,0,43,0,5,0,17,15,0,84,8,22,14,15,11,9,0,4,3,78,21,93,28,57,10,32,14,30,3,296,38,47,19,13,17,20,8,6,10,167,97,183,69,180,86,184,4,58,10,874,2985,5717,2954,3653,2573,2255,694,1452,285,22567,7,35,25,69,21,29,4,30,3,225,0,0,0,0,0,0,0,0,0,0,11,25,4,27,10,13,0,5,0,90,17,32,8,10,5,6,0,3,0,79,3,7,5,14,0,7,0,0,0,35,3,17,9,13,4,7,0,0,0,53,42,113,51,123,41,56,9,40,3,485,Bayside (C)
21010,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,448,554,535,403,408,276,288,430,35,3374,13,17,31,14,18,51,13,51,0,210,7,0,9,0,0,3,12,3,0,37,4,3,3,0,4,0,4,3,0,21,3,8,7,9,0,4,0,9,0,45,16,5,8,0,0,0,3,7,5,35,55,44,24,23,23,23,3,34,3,240,553,641,618,455,454,356,322,542,46,3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Benalla (RC)
21110,385,1402,277,349,589,300,34,211,54,3597,28,84,20,85,43,54,7,80,8,410,0,4,0,0,3,0,3,0,0,11,107,399,112,254,178,223,17,123,14,1431,23,30,5,8,10,3,7,19,0,117,7362,14708,4376,4789,6367,3920,656,1668,508,44360,235,427,201,374,271,377,20,231,29,2149,27,0,61,0,4,9,30,23,3,159,24,84,25,20,31,9,8,13,4,212,114,400,57,68,46,45,11,44,18,796,74,98,18,15,47,17,4,14,16,312,335,914,168,432,307,344,26,176,23,2726,8711,18562,5332,6382,7888,5300,830,2611,683,56284,36,199,59,78,97,43,10,70,6,599,0,0,0,0,0,0,0,0,0,0,57,296,55,70,129,64,5,45,14,729,64,219,38,23,83,23,5,13,7,476,17,56,12,21,45,17,3,4,3,171,15,48,3,13,13,8,3,0,0,102,187,812,164,204,366,157,32,131,26,2074,Boroondara (C)
21180,40,208,64,91,98,96,47,112,21,771,18,41,48,81,39,162,51,127,16,588,0,0,0,3,0,0,0,3,0,13,0,6,3,0,3,4,0,3,0,19,15,11,4,5,8,3,88,21,0,158,6319,8612,7545,4215,7105,4481,6980,4978,809,51051,199,271,383,322,326,720,356,759,45,3383,43,0,81,0,33,13,257,88,8,524,10,32,25,13,30,7,43,21,4,184,18,67,23,24,19,14,32,28,0,223,31,18,50,35,62,27,49,30,10,308,52,70,64,105,62,122,29,121,16,650,6750,9347,8277,4895,7783,5650,7939,6294,938,57871,18,75,24,30,46,48,35,54,7,329,0,0,0,0,0,0,0,0,0,0,6,20,3,4,5,5,3,10,0,52,9,35,8,11,7,8,3,7,0,98,3,6,3,7,3,4,0,11,3,40,3,21,0,3,4,3,0,4,0,38,28,161,41,58,68,63,48,84,10,559,Brimbank (C)
21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,312,240,166,119,119,94,101,188,14,1356,5,6,4,3,5,4,3,31,0,70,10,0,0,0,0,0,12,0,3,35,4,0,3,0,0,0,0,0,0,5,0,0,6,0,0,7,4,4,0,23,29,3,0,0,0,0,0,7,3,42,94,43,22,26,24,23,20,36,0,284,464,294,200,150,156,130,142,266,23,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buloke (S)
21370,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,7,3,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,3,0,3,0,0,0,5,6,0,16,1441,1666,1560,1094,1088,1008,744,1529,95,10221,43,60,78,50,35,160,23,163,8,624,18,0,12,0,0,3,57,9,0,106,73,3,8,0,5,4,3,14,0,111,7,4,29,8,11,14,8,33,0,120,50,0,8,0,0,0,6,7,0,88,237,101,63,85,56,102,19,98,6,774,1886,1844,1762,1249,1206,1296,868,1880,109,12091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Campaspe (S)
21450,6,30,21,16,3,27,8,35,0,159,6,5,5,12,6,21,9,32,0,94,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,4,0,0,15,1872,2569,2819,1965,1659,1785,1135,1873,165,15841,61,57,194,149,56,344,43,345,12,1264,21,0,54,0,6,4,110,44,3,249,14,3,12,7,4,0,4,12,0,53,8,7,8,7,8,3,4,23,3,62,22,7,22,9,22,9,6,8,6,122,140,33,64,65,48,77,32,64,4,534,2146,2727,3213,2236,1814,2273,1351,2435,204,18396,6,5,6,3,4,17,3,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,6,0,8,0,0,0,37,0,3,4,0,3,0,0,4,0,18,0,3,0,0,0,0,0,0,0,7,13,20,15,8,5,26,3,13,0,103,Cardinia (S)
21610,20,74,72,41,32,52,24,80,6,400,17,22,33,90,18,178,31,155,9,565,0,3,3,0,0,0,0,5,3,13,7,4,3,0,0,0,0,0,0,14,8,5,6,8,3,11,47,13,0,97,5324,8920,7044,5716,5131,5782,2862,4312,528,45616,229,199,372,457,200,1129,142,934,47,3712,80,3,92,0,26,16,260,100,5,583,15,19,16,9,6,8,19,10,4,109,10,18,16,8,3,9,6,19,3,91,34,49,53,49,67,10,34,28,30,351,95,93,91,175,67,181,28,152,12,897,5843,9410,7809,6561,5555,7368,3469,5804,641,52449,3,31,20,29,12,37,12,37,0,187,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,3,0,17,4,15,7,8,3,13,3,7,3,68,0,5,0,3,0,14,0,5,0,26,3,3,7,0,0,3,0,0,0,21,11,61,43,42,22,62,18,56,3,315,Casey (C)
21670,0,3,0,0,0,0,0,3,0,10,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,340,424,443,371,269,292,203,415,23,2783,8,23,26,23,14,48,7,61,0,207,10,0,5,0,3,0,3,0,0,31,0,0,0,0,0,0,0,0,0,7,0,3,7,0,4,3,3,3,0,31,9,3,4,0,0,0,3,4,0,17,41,24,34,18,9,31,8,36,0,214,413,487,527,422,297,376,232,531,30,3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Central Goldfields (S)
21750,0,0,0,0,0,3,0,0,0,8,0,0,0,4,0,5,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,15,813,883,896,797,605,469,487,1133,98,6179,28,33,47,39,22,85,15,147,10,431,12,0,14,0,0,3,19,8,0,49,25,0,4,0,0,0,4,9,0,40,4,10,12,8,3,10,6,32,0,97,17,0,10,0,7,0,3,7,3,51,146,48,58,54,28,57,13,126,7,531,1052,976,1040,902,665,631,554,1459,115,7411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,11,Colac-Otway (S)
21830,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,597,623,594,398,354,288,348,699,51,3953,30,25,38,23,9,41,18,73,0,258,13,3,7,0,0,0,27,7,0,56,72,0,0,0,0,0,0,9,0,80,3,3,5,0,0,6,4,12,0,33,47,0,3,0,3,3,4,9,0,72,272,33,41,32,31,60,13,67,6,556,1032,697,702,455,394,392,423,871,58,5032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corangamite (S)
21890,74,239,115,156,84,101,24,152,24,968,53,139,74,143,61,197,53,133,10,859,0,0,0,0,3,0,0,0,0,7,29,162,53,102,47,84,8,53,5,546,11,15,10,6,10,4,34,6,3,92,4522,6966,4401,3847,4119,3266,2156,2185,444,31908,154,202,207,202,172,497,119,328,24,1913,34,0,42,3,4,7,55,22,5,171,16,35,22,17,15,11,17,9,0,138,74,344,79,157,49,46,37,58,6,853,28,40,33,25,22,7,21,10,3,191,141,302,136,272,112,193,63,156,20,1402,5140,8444,5182,4944,4692,4412,2588,3107,545,39047,26,82,40,61,37,44,23,70,3,384,0,0,0,0,0,0,0,0,0,0,8,42,14,11,13,8,0,9,0,103,8,36,17,7,12,8,4,11,0,101,0,10,0,8,11,3,0,4,0,32,5,29,4,7,5,0,0,3,3,55,39,191,74,97,74,69,31,97,11,683,Darebin (C)
22110,0,7,0,0,0,3,0,0,0,10,0,3,0,7,0,7,5,12,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,19,1347,1737,1546,1381,1257,1014,630,1335,115,10359,52,39,82,85,47,171,23,209,16,718,24,8,16,0,3,4,48,17,0,131,17,7,11,0,0,0,7,11,0,50,14,26,16,14,5,13,8,18,3,120,39,13,18,10,7,0,9,10,3,110,190,102,69,93,41,57,26,101,13,687,1687,1951,1765,1582,1364,1275,764,1718,154,12248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,East Gippsland (S)
22170,20,66,34,26,27,44,4,30,7,265,23,40,54,80,41,140,26,109,12,515,0,4,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,6,4,9,0,8,13,5,0,45,3816,7042,4562,3869,4024,3156,1600,2578,331,30977,110,193,283,242,141,579,69,484,36,2139,36,3,81,0,10,4,94,56,6,292,6,12,20,15,4,6,12,15,0,92,11,46,22,36,8,18,5,27,4,174,24,20,28,9,18,12,19,9,8,153,59,105,64,103,65,153,21,139,15,719,4114,7546,5155,4394,4334,4108,1860,3454,414,35382,6,10,18,10,10,19,7,23,0,100,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,15,3,16,7,7,4,9,0,0,0,46,0,10,0,0,3,7,0,0,0,18,3,5,3,0,0,0,0,3,0,15,16,49,24,22,15,34,7,29,0,196,Frankston (C)
22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,456,366,355,203,279,192,179,365,10,2410,15,10,9,15,5,24,3,31,0,112,6,0,3,0,0,4,18,5,0,38,36,0,0,0,0,0,0,3,0,38,5,3,3,0,0,4,3,7,0,26,17,0,0,3,0,3,0,3,0,29,120,27,23,16,22,31,5,30,0,274,654,405,393,251,308,250,216,451,14,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gannawarra (S)
22830,3,3,0,0,0,0,0,0,0,10,4,8,4,13,11,12,0,35,0,90,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,3,3,6,0,4,5,11,3,42,2639,4021,2906,2182,2650,1771,1431,2341,215,20163,101,121,148,162,114,402,48,436,18,1549,14,3,28,0,0,3,70,17,0,137,42,9,10,16,4,4,10,16,0,113,14,46,47,12,11,11,13,53,4,213,18,7,6,3,12,5,13,25,4,100,213,196,88,88,69,97,45,148,10,964,3055,4426,3243,2487,2874,2325,1645,3088,261,23403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,Greater Shepparton (C)
22910,0,5,0,0,0,0,0,0,0,9,0,0,0,3,0,9,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,428,474,429,418,249,231,103,354,22,2709,18,5,30,29,9,24,0,44,3,164,14,0,7,0,0,0,12,3,0,33,3,0,0,0,3,0,0,0,0,10,0,0,3,0,0,0,0,3,0,13,15,6,0,0,3,0,4,4,0,29,78,21,27,34,16,24,7,31,0,244,558,522,499,491,288,281,129,439,27,3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,Hepburn (S)
