LGA_MAIN11,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot,LGA_NAME11
10470,19,16,42,82,167,316,342,317,157,1458,3,3,4,16,19,18,12,13,6,94,161,296,495,441,367,363,334,311,140,2908,1487,3195,4481,4925,5054,4473,2929,1774,647,28965,Bathurst Regional (A)
10550,21,16,44,67,167,352,447,407,184,1705,3,3,4,7,10,17,17,12,3,76,85,67,140,177,259,360,343,373,236,2040,822,1091,2324,3495,5030,5516,3885,2135,805,25103,Bega Valley (A)
10600,7,3,18,23,55,115,148,165,94,628,0,0,0,9,5,5,4,6,0,29,30,22,40,53,90,91,98,121,56,601,303,410,843,1479,2053,1974,1384,792,316,9554,Bellingen (A)
10650,8,3,13,18,40,151,204,125,92,654,0,0,6,3,3,3,4,6,0,25,35,15,30,50,76,84,129,141,87,647,222,275,658,848,1052,1281,1121,650,255,6362,Berrigan (A)
11300,8,10,26,45,117,288,470,473,156,1593,0,11,39,29,48,101,123,144,38,533,96,283,493,265,316,249,243,301,292,2538,888,3256,6133,4160,4200,3213,2141,1733,808,26532,Burwood (A)
11350,9,12,26,37,91,129,151,220,194,869,5,3,14,17,7,13,6,6,3,74,105,106,223,265,345,321,208,149,91,1813,666,1222,2832,4395,5149,4628,2118,1198,567,22775,Byron (A)
11400,3,7,12,31,69,159,160,162,78,681,0,0,3,0,6,8,6,3,3,29,15,15,40,59,69,107,107,125,73,610,350,511,1105,1589,1940,1766,1279,735,247,9522,Cabonne (A)
11450,26,14,49,95,245,413,385,332,246,1805,0,8,19,17,29,58,47,46,20,244,161,144,275,374,363,350,317,278,109,2371,1982,3503,7470,9144,7464,5604,3085,1652,768,40672,Camden (A)
11500,83,111,229,464,947,1691,1126,748,301,5700,12,25,65,112,198,233,204,133,43,1025,711,689,1280,1308,1534,1485,1048,808,475,9338,5978,10953,20650,19081,20403,17564,8381,3858,1362,108230,Campbelltown (C)
11520,0,15,34,54,141,497,932,992,390,3055,0,12,41,32,44,109,194,197,62,691,191,435,1111,847,670,541,543,543,275,5156,1586,5148,13282,12224,10106,8066,5312,3671,1504,60899,Canada Bay (A)
11550,32,62,258,570,1128,2148,2582,1912,578,9270,12,50,189,266,496,756,807,770,225,3571,561,814,1977,1676,1667,1391,1214,1147,524,10971,3877,9130,21890,20254,18167,13738,9590,6675,2225,105546,Canterbury (C)
11600,3,4,11,11,29,53,50,42,17,220,0,0,0,0,3,7,6,0,0,16,3,8,15,13,22,14,27,16,8,126,63,133,285,347,427,313,227,127,35,1957,Carrathool (A)
11700,9,11,14,14,41,72,57,21,9,248,0,0,0,0,3,0,5,0,0,8,4,18,26,22,25,26,23,12,3,159,66,114,248,259,278,287,189,63,12,1516,Central Darling (A)
11720,43,50,100,174,344,791,624,570,313,3009,0,6,7,6,22,36,42,53,48,220,199,215,511,547,558,620,469,483,191,3793,1818,3101,6260,6695,6761,6570,3963,2318,865,38351,Cessnock (C)
11730,36,43,81,141,305,655,769,729,383,3142,0,3,7,11,15,21,27,32,16,132,159,157,296,403,463,494,588,590,299,3449,1426,2111,3928,5647,7227,7749,5815,3493,1253,38649,Clarence Valley (A)
11750,6,7,10,15,43,72,53,42,28,276,0,0,0,0,0,6,0,3,5,14,24,28,64,57,52,53,52,34,11,375,171,298,665,611,696,516,325,182,59,3523,Cobar (A)
11800,42,59,120,183,357,603,720,725,395,3204,3,8,29,29,41,40,33,45,17,245,216,206,368,475,584,611,674,772,588,4494,2164,3467,6577,8399,9978,9765,6575,4057,1702,52684,Coffs Harbour (C)
11860,0,0,6,0,10,16,21,13,3,69,0,0,0,0,0,0,0,0,0,0,0,3,4,9,16,16,13,0,6,67,31,54,151,206,253,217,136,46,12,1106,Conargo (A)
12000,0,0,3,13,33,47,53,58,27,234,0,0,0,0,0,0,3,0,0,3,11,12,11,26,60,29,60,47,23,279,124,173,314,494,596,514,459,275,102,3051,Coolamon (A)
17100,8,8,29,56,116,202,284,258,118,1079,3,12,65,33,57,88,59,81,36,434,167,287,719,361,377,316,251,257,184,2919,1085,3196,7045,4442,4696,3368,2105,1448,671,28056,Strathfield (A)
17150,24,39,88,168,363,914,1142,1237,884,4859,8,13,44,45,77,100,116,103,47,553,386,514,1258,1241,1364,1287,1197,1474,962,9683,5973,13374,25973,30474,30105,25588,16140,10668,4592,162887,Sutherland Shire (A)
17200,15,74,167,191,393,666,721,592,214,3033,10,69,215,92,120,158,177,243,90,1174,921,3445,7576,3687,2654,2100,1483,970,520,23356,4317,21092,55233,29286,18526,14022,7792,4113,1440,155821,Sydney (C)
17310,48,45,85,136,319,607,702,649,341,2932,0,9,13,16,20,28,29,25,12,152,214,192,376,469,531,528,627,601,327,3865,1775,3144,6107,7033,7689,7152,5202,3087,1183,42372,Tamworth Regional (A)
17350,6,5,11,13,23,74,101,129,90,452,0,0,0,0,0,3,0,3,0,6,9,9,15,27,55,31,63,62,20,291,151,249,433,668,845,788,624,454,169,4381,Temora (A)
17400,4,5,20,28,45,120,126,109,53,510,0,0,0,3,0,8,12,0,3,26,22,16,41,47,102,107,103,68,33,539,172,222,511,789,999,1207,838,430,157,5325,Tenterfield (A)
20660,54,43,132,179,296,805,1583,1635,901,5628,10,24,51,74,109,97,136,124,46,671,250,377,753,708,746,796,858,971,747,6206,2853,8101,15705,17201,16116,14369,9466,6260,2904,92975,Banyule (C)
20740,12,23,33,60,126,306,589,517,222,1888,4,0,9,11,3,12,21,11,6,77,106,91,178,252,305,321,395,449,243,2340,654,1182,2772,3663,3857,4538,3865,2309,837,23677,Bass Coast (S)
20830,39,30,77,106,153,389,740,643,318,2495,6,4,11,15,21,18,14,8,3,100,135,115,175,268,369,367,375,387,237,2428,1355,2314,4427,5382,6125,5791,4040,2264,847,32545,Baw Baw (S)
20910,29,20,51,56,106,230,509,638,484,2123,3,6,24,27,23,45,54,61,27,270,210,233,408,668,728,638,613,813,809,5120,2094,4791,7196,13580,14456,11679,7680,5280,3306,70062,Bayside (C)
21010,11,13,18,30,61,160,254,277,166,990,0,0,0,8,12,9,5,8,0,42,32,18,45,73,105,112,121,153,79,738,377,553,1140,1462,2082,2147,1483,1008,418,10670,Benalla (RC)
21110,36,41,61,92,170,393,961,1212,748,3714,7,17,49,77,101,79,118,167,47,662,368,641,1226,877,979,827,774,872,841,7405,4253,12840,20412,21259,23280,18304,11160,7782,4628,123918,Boroondara (C)
21180,122,174,589,1176,2047,3998,4267,2625,849,15847,31,76,318,521,779,811,795,727,232,4290,827,1288,2683,2182,2144,2073,1757,1252,588,14794,5927,14273,28892,26053,24136,20634,12149,6619,2181,140864,Brimbank (C)
21270,4,3,6,13,36,110,172,157,99,600,0,0,0,3,0,6,0,3,0,12,16,14,19,30,44,70,95,94,48,430,136,220,444,699,924,993,747,546,245,4954,Buloke (S)
21370,51,37,78,97,218,456,772,693,350,2752,6,3,16,5,24,13,19,12,9,107,111,98,168,266,340,367,429,464,256,2499,1097,1698,3246,4535,5224,4831,3827,2343,905,27706,Campaspe (S)
21450,74,69,146,175,252,531,769,645,352,3013,3,18,30,28,35,30,21,24,7,196,238,228,478,533,601,529,511,411,166,3695,2433,4750,10007,11210,10001,7611,4673,2358,850,53893,Cardinia (S)
21610,204,238,629,922,1384,2320,2503,1857,792,10849,38,84,341,437,407,358,327,207,73,2272,812,878,1788,2073,1972,1780,1501,1343,633,12780,8651,16765,36235,39960,34814,23936,12927,7050,2515,182853,Casey (C)
21670,14,10,28,61,92,224,357,300,172,1258,0,0,7,7,8,10,9,7,0,48,34,25,51,92,124,156,206,195,79,962,361,494,907,1393,1757,1992,1679,1012,400,9995,Central Goldfields (S)
21750,11,22,62,60,84,221,399,451,273,1583,0,3,11,33,54,29,13,10,5,158,53,39,104,131,196,202,226,235,114,1300,565,1027,1988,2524,2882,2923,1976,1280,544,15709,Colac-Otway (S)
21830,24,9,20,44,70,204,383,380,198,1332,4,7,0,8,14,10,7,0,0,50,46,24,56,80,138,177,190,193,76,980,452,657,1445,1963,2431,2139,1693,1080,406,12266,Corangamite (S)
21890,41,72,194,368,659,1932,3629,3423,1357,11675,17,41,118,119,220,364,652,722,170,2423,339,878,1945,1426,1288,1178,1239,1305,712,10310,3167,10690,25289,22709,16936,12018,9193,7711,3074,110787,Darebin (C)
22110,34,47,80,116,237,514,908,766,403,3105,4,0,7,6,20,26,34,31,3,131,123,98,195,258,348,481,603,493,241,2840,1103,1681,3467,4696,5823,6897,5648,3064,1111,33490,East Gippsland (S)
22170,112,133,247,318,494,911,1342,1184,574,5315,12,16,52,62,53,51,69,59,23,397,450,479,1005,1112,1161,1099,1137,1099,615,8157,4041,8392,17095,18587,17726,14445,9415,5598,2290,97589,Frankston (C)
22250,8,8,15,22,60,153,278,274,147,965,3,0,4,3,6,4,0,3,3,26,30,19,43,79,91,124,155,153,87,781,270,349,842,1135,1441,1553,1315,841,345,8091,Gannawarra (S)
22490,22,7,26,34,85,200,243,124,44,785,0,0,4,3,8,4,14,6,0,39,53,33,74,142,169,169,111,105,69,925,536,777,1777,2923,2982,2597,1346,520,150,13608,Golden Plains (S)
22620,114,135,240,264,437,1051,1591,1465,858,6155,3,15,44,63,53,46,25,12,15,276,316,350,582,700,794,860,945,1149,649,6345,3533,6992,11797,12695,13691,12533,8298,5363,2266,77168,Greater Bendigo (C)
22670,115,191,781,1189,1674,2162,2493,1986,785,11376,45,133,560,668,823,806,622,573,221,4451,586,806,1755,1425,1404,1321,1246,1277,622,10442,4010,10232,23168,18283,16603,14806,9916,6552,2434,106004,Greater Dandenong (C)
22750,146,168,374,517,905,1996,3224,3173,1706,12209,24,31,86,108,139,140,204,188,87,1007,625,765,1421,1598,1829,1773,1959,2291,1283,13544,6211,13543,25400,28462,28728,25951,18014,12262,5254,163825,Greater Geelong (C)
22830,104,94,229,274,377,814,1027,900,468,4287,3,31,81,126,102,66,99,101,40,649,242,291,515,608,654,565,597,621,377,4470,1846,3467,7048,8189,8258,7149,4711,3006,1262,44936,Greater Shepparton (C)
22910,10,9,15,31,68,164,238,211,123,869,0,3,0,0,3,6,9,9,6,36,40,31,71,90,144,190,174,153,58,951,350,484,1133,1909,2249,2545,1609,843,326,11448,Hepburn (S)
22980,3,7,18,22,39,73,168,201,176,707,0,6,6,3,4,3,0,0,0,22,9,7,21,33,53,54,64,77,42,360,129,215,457,632,860,815,654,492,273,4527,Hindmarsh (S)
23110,38,36,153,236,441,1080,1601,1410,542,5537,5,18,66,88,112,175,227,261,83,1035,269,382,818,829,760,753,753,744,412,5720,2178,5232,12174,13375,12168,9060,5847,4223,1614,65871,Hobsons Bay (C)
23190,19,23,53,51,85,183,330,411,176,1331,0,5,0,11,3,7,10,8,0,44,63,59,96,132,153,167,185,234,173,1262,632,1088,2088,2408,2721,2403,1691,1258,499,14788,Horsham (RC)
23270,181,219,841,1237,1577,2597,2661,1509,390,11212,19,70,245,316,540,635,613,438,89,2965,795,844,1585,1633,1629,1389,1156,878,310,10219,6240,12553,24279,24699,23009,16357,9365,4733,1160,122395,Hume (C)
23350,10,3,16,27,42,143,239,174,103,757,0,0,4,3,8,7,3,6,0,31,41,42,99,133,169,165,168,153,98,1068,392,496,1142,2024,2497,2448,1527,756,327,11609,Indigo (S)
23430,52,39,140,223,530,1286,2046,1954,1031,7301,3,30,64,115,174,245,288,259,87,1265,347,532,1025,1092,1130,1072,1136,1210,759,8303,3428,8665,18831,22355,19882,16367,11263,8037,3546,112374,Kingston (C)
23670,74,66,185,288,505,1067,1546,1251,680,5662,10,21,63,88,153,137,132,118,41,763,273,350,633,835,876,963,983,933,636,6482,4590,10239,18754,21488,22497,18726,10624,5820,2526,115264,Knox (C)
23810,86,84,200,239,458,846,1263,1143,599,4918,10,18,24,39,55,51,67,47,17,328,290,340,543,637,693,730,769,705,290,4997,2503,4857,8561,8989,10215,9216,6081,3692,1403,55517,Latrobe (C)
23940,7,3,18,27,58,148,219,190,103,773,0,0,3,3,0,0,9,3,0,18,30,14,29,65,67,101,135,109,35,585,144,194,515,814,1136,1323,954,595,227,5902,Loddon (S)
24130,23,20,29,74,108,301,448,318,183,1504,0,3,7,18,16,17,9,12,6,88,100,79,126,230,336,354,300,248,145,1918,1185,1926,3408,6401,6682,5855,3498,1511,628,31094,Macedon Ranges (S)
24210,25,34,76,109,310,922,2021,1787,716,6000,8,17,43,51,85,149,228,327,119,1027,195,243,416,531,610,678,864,827,606,4970,2812,7263,11524,14859,16340,14120,11879,7014,2561,88372,Manningham (C)
24250,3,3,3,21,22,77,114,90,49,382,0,3,0,6,6,0,0,0,0,15,25,9,37,38,73,69,82,67,30,430,177,265,665,897,1219,1324,891,423,162,6023,Mansfield (S)
24330,30,53,143,277,498,779,1046,1013,451,4290,4,20,73,129,209,243,224,272,87,1261,297,762,1552,982,858,651,530,505,236,6373,1626,6316,15417,12559,8897,5898,3385,2696,1148,57942,Maribyrnong (C)
24410,63,74,208,230,255,591,908,919,560,3808,4,23,61,86,98,71,79,65,22,509,229,214,479,555,601,578,619,850,749,4874,2845,6618,14015,15327,14287,11901,7839,5175,2380,80387,Maroondah (C)
24600,19,58,89,88,154,220,305,265,184,1382,15,56,103,54,76,77,75,96,45,597,624,2240,3507,1511,1065,815,525,347,169,10803,4990,19572,29365,11273,7689,6550,3602,1749,795,85585,Melbourne (C)
24650,68,102,234,345,615,1326,1059,545,182,4476,7,23,70,102,138,178,146,118,33,815,437,599,1351,1325,1073,925,642,461,230,7043,3431,7272,18750,18510,13066,10170,4457,2039,655,78350,Melton (S)
24780,83,57,155,192,357,753,1040,1002,461,4100,7,6,34,48,58,58,79,67,18,375,209,208,377,447,512,517,543,601,259,3673,1711,2852,5521,6642,7117,6180,4238,2891,1117,38269,Mildura (RC)
24850,26,26,43,100,163,391,456,344,148,1697,0,12,10,13,16,21,12,20,7,111,148,143,262,321,374,319,288,256,85,2196,1216,2034,3889,5054,5085,4150,2383,1276,418,25505,Mitchell (S)
24900,22,27,73,88,148,384,684,614,308,2348,3,3,13,16,21,13,26,31,9,135,102,57,162,254,271,300,441,409,178,2174,755,1148,2553,3349,3830,3918,3198,2082,797,21630,Moira (S)
24970,46,54,138,228,448,1412,2652,2402,992,8372,4,39,106,101,193,273,396,398,117,1627,412,960,1361,954,966,990,1187,1353,968,9151,4894,16239,23520,23012,21668,18290,14911,10315,3915,136764,Monash (C)
25060,36,35,121,178,318,1072,2182,2127,896,6965,8,28,72,93,130,185,346,410,142,1414,279,473,1092,910,870,824,977,981,558,6964,2502,7652,16156,16313,14471,11729,8220,6012,2500,85555,Moonee Valley (C)
25150,13,22,43,62,134,296,406,287,168,1431,0,3,7,8,9,16,18,10,5,76,90,74,127,205,272,266,223,198,82,1537,925,1445,2829,4068,4342,3748,2175,1051,411,20994,Moorabool (S)
25250,50,83,206,416,764,1781,3584,3847,1452,12183,9,37,125,136,268,418,653,763,220,2629,440,946,2142,1435,1324,1065,1257,1604,982,11195,3344,11977,29343,23271,17442,12247,9470,8988,3562,119644,Moreland (C)
25340,110,95,179,255,355,1002,1798,1725,901,6420,9,15,31,60,66,57,71,69,16,394,442,401,608,1076,1256,1286,1693,1836,1312,9910,4082,7125,12340,19226,19604,19468,16496,10423,4190,112954,Mornington Peninsula (S)
25430,7,10,31,35,81,171,249,235,135,954,4,4,0,13,11,3,7,0,0,42,54,87,218,236,212,221,199,222,192,1641,412,709,1337,2208,2800,2962,2039,1137,484,14088,Mount Alexander (S)
25490,13,13,24,23,56,186,286,235,138,974,3,0,0,0,7,5,3,8,0,26,33,29,68,104,152,164,142,143,80,915,389,684,1454,2070,2408,2306,1420,802,330,11863,Moyne (S)
25620,10,7,18,33,58,150,217,170,94,757,0,0,3,3,8,15,6,4,3,42,48,33,69,135,134,159,170,119,59,926,315,492,1122,1784,2027,2131,1550,716,260,10397,Murrindindi (S)
25710,20,14,31,37,79,280,420,265,189,1335,0,3,11,14,29,15,16,25,7,120,136,118,177,287,357,345,265,182,161,2028,1914,4170,5247,8956,10430,8176,3743,1396,604,44636,Nillumbik (S)
25810,9,13,23,35,63,180,257,241,123,944,4,4,6,25,23,16,12,8,18,116,38,28,60,94,114,134,140,134,59,801,311,565,1020,1435,1703,1864,1283,807,342,9330,Northern Grampians (S)
25900,18,36,65,71,166,373,639,609,278,2255,5,12,30,29,46,63,113,120,33,451,193,600,2176,1432,1049,905,750,635,396,8136,1187,6578,25275,17465,11350,8906,5180,2887,1188,80016,Port Phillip (C)
25990,3,6,13,22,28,113,166,136,56,543,0,0,0,0,0,3,3,3,0,9,7,8,50,79,89,115,110,81,36,575,135,204,507,826,993,1210,859,409,136,5279,Pyrenees (S)
26080,0,0,0,0,9,14,22,45,36,126,0,0,0,0,3,0,0,0,0,3,6,6,19,21,14,34,39,41,12,192,48,81,158,293,381,508,491,369,154,2483,Queenscliffe (B)
26170,15,24,43,46,111,330,497,503,263,1832,0,7,13,3,11,6,16,7,3,66,69,45,115,154,205,256,302,263,164,1573,644,1182,2379,3299,3928,4251,2980,1682,669,21014,South Gippsland (S)
26260,14,22,31,39,80,169,326,364,196,1241,3,3,3,6,6,7,3,6,3,40,36,28,73,68,107,158,182,205,102,959,467,743,1511,1906,2332,2376,1601,1125,536,12597,Southern Grampians (S)
26350,13,25,38,64,106,233,646,709,297,2131,3,22,39,19,42,46,90,132,47,440,211,691,1660,901,776,732,686,672,508,6837,1815,8552,20382,13499,11045,9778,6822,4473,2155,78521,Stonnington (C)
26430,4,9,15,23,39,144,239,229,116,818,0,0,0,6,6,7,0,0,0,19,18,22,46,66,92,127,116,140,71,698,191,343,715,1012,1380,1638,1328,788,306,7701,Strathbogie (S)
26490,11,15,14,19,49,103,186,214,144,755,0,3,3,0,6,0,6,6,6,30,72,59,100,210,221,226,164,164,78,1294,585,1183,2475,4062,3812,3524,2103,1128,483,19355,Surf Coast (S)
26610,26,25,58,74,137,282,458,409,218,1687,6,10,17,35,22,22,34,33,10,189,97,112,191,209,219,211,233,207,107,1586,661,1243,2364,2495,2798,2486,1761,1175,478,15461,Swan Hill (RC)
26670,3,3,7,3,32,79,116,106,66,415,0,0,3,0,3,0,3,0,0,9,6,3,9,17,36,62,67,61,24,285,130,167,385,699,955,969,698,394,185,4582,Towong (S)
26700,18,16,42,63,98,289,469,471,266,1732,0,3,6,9,12,16,17,20,12,95,42,56,111,138,196,225,283,322,204,1577,741,1175,2600,3406,3867,3696,2637,1771,747,20640,Wangaratta (RC)
26730,33,43,61,52,127,330,548,470,246,1910,5,8,18,21,14,7,5,6,3,87,134,121,202,251,279,281,290,433,285,2276,1159,2179,3730,4097,4322,3788,2507,1816,802,24400,Warrnambool (C)
26810,33,34,76,116,202,496,759,633,345,2694,7,0,14,25,18,14,11,16,8,113,144,203,576,503,452,508,443,413,176,3418,1223,2075,4571,5001,5899,6159,3843,2270,868,31909,Wellington (S)
26890,0,0,7,9,18,64,100,91,59,348,0,0,0,0,0,3,0,0,3,6,5,3,14,30,31,42,55,60,21,261,74,148,332,506,667,639,494,319,123,3302,West Wimmera (S)
26980,54,60,122,216,377,898,1702,1786,951,6166,12,53,84,123,192,179,217,272,94,1226,310,722,985,871,931,811,1015,1456,1201,8302,3814,11915,19696,21844,19962,16299,12383,9521,4278,119712,Whitehorse (C)
27070,69,83,326,535,1154,2930,3480,2173,568,11318,6,40,139,164,320,525,640,661,156,2651,531,653,1348,1321,1365,1341,1039,990,480,9068,4704,11130,25135,23638,20020,15835,9511,5458,1547,116978,Whittlesea (C)
27170,40,27,70,92,121,295,422,379,162,1608,4,6,7,22,20,24,24,17,15,139,114,122,218,234,241,234,227,267,143,1800,1426,2636,4586,4829,4623,4013,2392,1397,539,26441,Wodonga (RC)
22310,34,30,77,115,188,584,1239,1459,957,4683,0,22,52,62,65,83,162,169,60,675,273,492,1227,880,871,812,841,1061,921,7378,2756,9163,19879,20269,17503,14141,8348,6860,4070,102989,Glen Eira (C)
22410,9,22,40,62,101,267,432,406,206,1545,3,0,6,9,6,6,6,7,0,43,56,52,101,158,177,198,216,202,74,1234,504,778,1826,2526,3046,2920,1908,1135,432,15075,Glenelg (S)
27260,114,152,359,511,746,1400,1464,1015,436,6197,6,25,129,178,168,172,167,178,53,1076,591,795,2013,1904,1445,1233,871,593,259,9704,4869,10944,29771,27064,20074,13576,6695,3160,1106,117259,Wyndham (C)
27350,22,35,108,205,312,425,701,777,327,2912,8,12,60,97,128,138,182,276,78,979,215,556,1656,1108,773,635,477,434,169,6023,1243,6325,21257,12662,8480,6769,3929,2489,901,64055,Yarra (C)
27450,84,95,204,271,427,965,1539,1133,557,5275,3,23,42,75,49,66,63,59,42,422,361,401,693,944,1055,1014,933,954,562,6917,4484,9208,16230,20939,21821,18958,10817,5211,1959,109627,Yarra Ranges (S)
27630,7,6,3,22,46,80,171,211,113,659,0,0,0,7,8,3,3,0,0,21,34,16,27,70,90,98,80,138,91,644,180,250,476,763,1121,1024,812,652,284,5562,Yarriambiack (S)
29399,0,0,0,0,0,4,0,4,0,8,0,0,0,0,3,0,0,0,0,3,12,11,28,10,11,9,3,6,0,90,38,112,208,103,97,88,38,16,0,700,Unincorporated Vic
29499,30,29,46,49,51,60,61,18,8,352,0,8,17,11,10,5,11,0,5,67,119,218,404,394,284,125,77,34,16,1671,416,1037,2001,1417,1001,748,396,111,54,7181,
30250,16,21,24,18,33,28,24,6,5,175,0,0,3,0,3,3,3,6,0,18,13,11,14,21,6,5,3,0,0,73,92,132,198,213,119,69,41,12,5,881,Aurukun (S)
30300,0,4,13,16,41,78,109,61,25,347,0,0,0,0,3,9,11,9,3,35,18,18,44,52,65,59,31,22,4,313,149,242,598,656,680,556,318,167,51,3417,Balonne (S)
30370,6,12,49,61,74,225,395,239,93,1154,0,3,8,12,6,8,13,10,3,63,40,63,116,115,128,101,139,106,42,850,477,803,2049,2000,2054,1544,1035,556,188,10706,Banana (S)
30410,0,3,6,10,32,73,114,50,15,303,0,0,0,0,0,3,3,3,0,9,6,12,32,31,34,32,36,28,4,215,98,177,387,440,480,367,298,157,35,2439,Barcaldine (R)
30450,0,0,3,0,13,13,5,6,0,40,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,3,3,17,8,28,43,46,70,51,29,9,3,287,Barcoo (S)
30760,0,4,5,8,21,63,72,46,15,234,0,0,0,3,6,3,0,3,0,15,7,0,16,21,14,29,24,21,3,135,57,113,266,278,314,339,202,117,32,1718,Blackall Tambo (R)
33980,3,10,19,32,103,241,177,82,35,702,0,0,8,0,3,8,10,3,0,32,92,211,499,442,448,277,115,44,15,2143,693,1544,4139,3907,3209,1915,623,242,65,16337,Isaac (R)
36580,12,10,28,73,164,445,699,329,110,1870,0,0,12,6,17,20,14,11,6,86,73,56,119,197,226,223,226,149,68,1337,702,880,2070,2863,3203,3219,2263,875,277,16352,Somerset (R)
36630,16,13,53,109,193,646,1022,670,272,2994,3,3,3,11,17,18,24,12,4,95,71,82,125,257,262,341,430,331,160,2059,947,1411,2841,3743,4133,4613,3452,1712,604,23456,South Burnett (R)
36660,14,17,55,94,181,550,901,643,330,2785,3,3,8,17,23,28,32,26,6,146,87,64,157,216,237,328,385,365,220,2059,1083,1532,3057,3984,4676,4945,3645,2014,805,25741,Southern Downs (R)
36710,70,91,211,391,728,1915,3826,3321,1591,12144,13,24,55,74,98,63,76,76,23,502,901,829,1679,2362,2531,2415,2703,2750,1832,18002,9674,14765,30463,42020,44644,41531,31077,17698,7022,238894,Sunshine Coast (R)
36810,30,21,55,126,238,665,1165,808,282,3390,11,11,15,16,33,44,49,63,20,262,186,249,469,577,564,572,518,454,217,3806,1363,1865,3920,5687,6438,6447,4712,2346,756,33534,Tablelands (R)
36910,68,92,233,386,611,1858,3356,2528,1046,10178,10,19,58,88,101,104,71,63,24,538,516,530,1053,1154,1146,1187,1212,1419,941,9158,5503,9274,17733,19513,19923,17649,12678,7715,3042,113030,Toowoomba (R)
36950,0,0,0,9,25,34,39,25,13,145,0,0,0,0,0,4,3,0,3,10,28,43,85,63,83,63,18,9,3,395,132,216,481,450,426,282,95,46,22,2150,Torres (S)
36960,13,10,15,26,73,146,102,41,7,433,0,0,0,0,3,0,3,6,3,15,17,28,28,23,27,21,6,6,0,156,233,382,611,461,425,300,129,62,13,2616,Torres Strait Island (R)
37010,54,67,226,358,665,1409,2143,1515,595,7032,7,24,41,70,87,73,69,50,21,442,883,1282,2208,2127,1988,1539,1133,992,553,12705,7944,14519,25756,25223,23451,17877,10031,5202,1853,131856,Townsville (C)
37300,3,0,8,12,6,18,8,3,0,58,0,0,0,0,0,0,0,0,0,0,27,34,100,77,62,32,9,5,0,346,125,210,633,606,462,275,51,8,0,2370,Weipa (T)
37310,10,17,43,101,199,565,855,585,248,2623,0,0,4,9,17,25,29,16,0,100,169,139,314,413,331,323,292,273,115,2369,1162,1717,3737,4436,4168,3653,2534,1402,518,23327,Western Downs (R)
37340,12,14,36,68,138,364,521,358,145,1656,0,7,21,8,10,15,26,16,3,106,188,349,722,593,578,441,285,210,91,3457,1067,2103,4634,4543,4760,4073,2272,1070,344,24866,Whitsunday (R)
30900,8,6,3,13,12,9,6,0,0,57,0,0,0,0,0,3,3,0,0,6,9,3,6,5,8,0,3,0,0,34,39,43,68,67,67,53,27,6,0,370,Boulia (S)
31000,205,437,1024,1736,2547,5716,10258,9603,5260,36786,57,209,597,710,914,726,665,765,276,4919,3084,6238,11954,9089,7859,6759,5594,6236,4872,61685,37656,91446,176041,158288,134700,106129,62749,39660,18684,825353,Brisbane (C)
33800,4,8,14,33,64,190,414,390,143,1260,0,0,0,5,6,8,18,15,7,59,34,28,56,83,102,94,144,184,87,812,326,462,946,1329,1767,1694,1345,912,313,9094,Hinchinbrook (S)
36510,14,15,42,87,161,505,847,571,287,2529,0,7,8,7,5,15,15,7,8,72,115,95,171,291,303,330,329,268,149,2051,1125,1499,3203,5058,5465,5142,3727,1791,678,27688,Scenic Rim (R)
31750,0,0,0,0,6,7,14,5,0,32,0,0,0,0,0,0,4,0,0,4,0,0,5,5,7,10,0,0,0,27,16,32,75,48,66,46,21,11,0,315,Bulloo (S)
31820,39,42,177,262,511,1495,2523,1685,639,7373,0,18,24,39,49,50,58,51,9,298,315,331,564,719,883,913,1161,1097,540,6523,3055,4281,8519,10786,12572,12679,10240,5474,1866,69472,Bundaberg (R)
31900,7,3,28,45,76,309,516,408,173,1565,0,0,4,3,11,11,23,18,4,74,66,42,102,144,210,167,199,183,94,1207,541,817,1779,2219,2439,2354,1691,998,375,13213,Burdekin (S)
