lga_code16,p_1_149_om_uie,p_1_149_cfw,p_1_149_es_ns,p_1_149_tot,p_150_299_e,p_150_299_om_ie,p_150_299_om_uie,p_150_299_cfw,p_150_299_es_ns,p_150_299_tot,p_300_399_e,p_300_399_om_ie,p_300_399_om_uie,p_300_399_cfw,p_300_399_es_ns,p_300_399_tot,p_400_499_e,p_400_499_om_ie,p_400_499_om_uie,p_400_499_cfw,p_400_499_es_ns,p_400_499_tot,p_500_649_e,p_500_649_om_ie,p_500_649_om_uie,p_500_649_cfw,p_500_649_es_ns,p_500_649_tot,p_650_799_e,p_650_799_om_ie,p_650_799_om_uie,p_650_799_cfw,p_650_799_es_ns,p_650_799_tot,p_800_999_e,p_800_999_om_ie,p_800_999_om_uie,p_800_999_cfw,p_800_999_es_ns,p_800_999_tot,p_1000_1249_e,p_1000_1249_om_ie,p_1000_1249_om_uie,p_1000_1249_cfw,p_1000_1249_es_ns,p_1000_1249_tot,p_1250_1499_e,p_1250_1499_om_ie,p_1250_1499_om_uie,p_1250_1499_cfw,p_1250_1499_es_ns,p_1250_1499_tot,p_1500_1749_e,p_1500_1749_om_ie,p_1500_1749_om_uie,p_1500_1749_cfw,p_1500_1749_es_ns,p_1500_1749_tot,p_1750_1999_e,p_1750_1999_om_ie,p_1750_1999_om_uie,p_1750_1999_cfw,p_1750_1999_es_ns,p_1750_1999_tot,p_2000_2999_e,p_2000_2999_om_ie,p_2000_2999_om_uie,p_2000_2999_cfw,p_2000_2999_es_ns,p_2000_2999_tot,p_3000mor_e,p_3000mor_om_ie,p_3000mor_om_uie,p_3000mor_cfw,p_3000mor_es_ns,p_3000mor_tot,p_persinc_ns_e,p_persinc_ns_om_ie,p_persinc_ns_om_uie,p_persinc_ns_cfw,p_persinc_ns_es_ns,p_persinc_ns_tot,p_tot_e,p_tot_om_ie,p_tot_om_uie,p_tot_cfw,p_tot_es_ns,p_tot_tot,lga_name16
11500,80,38,12,1879,1789,60,142,49,27,2069,1958,90,187,71,38,2339,2139,123,235,41,48,2579,3640,235,340,45,54,4321,5198,251,333,31,66,5871,6209,315,350,35,56,6959,5983,391,272,24,49,6726,3889,289,161,8,34,4385,3067,299,115,3,19,3508,2168,163,82,5,15,2430,2457,256,104,4,12,2834,690,272,103,18,19,1100,651,44,40,10,52,789,41749,2820,2563,466,510,48114,Campbelltown (C) (NSW)
11520,62,27,8,927,988,44,96,42,13,1180,1042,70,139,26,10,1288,1234,77,186,25,24,1540,1742,192,232,39,23,2229,2307,200,200,27,36,2772,3425,250,255,22,32,3981,4078,322,299,20,42,4768,2767,235,182,14,28,3235,2427,310,146,10,16,2918,1735,158,95,11,11,2008,3098,282,148,15,15,3560,1942,389,130,16,12,2493,389,41,28,8,25,485,28082,2616,2233,375,307,33608,Canada Bay (A)
11570,176,87,42,2654,3215,141,422,142,76,3985,3729,260,627,129,79,4825,4344,374,787,108,78,5693,7076,766,995,139,162,9135,9920,864,1033,135,150,12102,11327,1037,923,93,141,13515,10848,1147,861,89,126,13061,7118,774,432,28,75,8430,5514,714,349,25,47,6650,3759,439,217,13,29,4459,4422,656,236,24,25,5368,1598,696,218,20,25,2562,1222,129,113,37,97,1594,76750,8089,7452,1307,1173,94779,Canterbury-Bankstown (A)
11600,0,5,0,43,27,0,3,0,0,29,48,3,10,4,7,74,48,7,19,9,0,73,89,13,17,4,5,125,115,22,22,10,4,173,125,15,21,10,0,173,124,17,22,7,0,182,89,16,16,6,0,133,43,11,5,7,0,67,25,3,9,3,3,45,38,13,8,0,0,64,11,13,13,5,0,50,31,8,8,4,0,49,854,142,182,101,27,1302,Carrathool (A)
11650,305,135,58,4946,4088,137,556,153,74,5017,4317,280,677,177,89,5543,5454,308,756,131,99,6748,8996,510,1040,160,117,10826,11195,657,957,94,145,13047,12544,787,1045,99,112,14586,11111,1042,1057,78,95,13381,6964,732,621,41,54,8421,5659,725,490,32,40,6952,4146,412,295,24,29,4904,4236,783,384,31,37,5474,1356,705,363,28,24,2482,1243,127,152,38,108,1675,86009,7309,8802,1503,1115,104732,Central Coast (C) (NSW)
11700,4,0,0,12,17,3,6,7,0,37,11,3,0,4,0,23,20,0,10,3,3,34,46,0,6,3,0,57,42,3,17,6,0,66,68,7,13,10,0,98,76,4,8,3,0,95,35,0,4,0,4,49,33,7,0,0,0,42,27,3,0,3,0,37,33,0,3,0,0,36,5,3,14,0,0,19,23,0,6,4,0,32,442,41,96,65,16,658,Central Darling (A)
11720,36,21,7,714,642,26,77,45,21,806,750,40,92,37,15,927,915,33,101,24,23,1101,1443,78,127,21,26,1688,1596,73,119,25,21,1836,1643,85,117,8,22,1882,1524,129,121,17,16,1809,898,79,59,16,5,1056,728,69,53,13,9,871,520,46,20,3,3,598,653,85,32,4,4,772,242,74,23,7,0,348,208,7,20,6,12,254,12441,840,1002,304,192,14791,Cessnock (C)
11730,40,44,18,658,545,21,125,64,23,777,692,44,184,73,27,1027,893,50,211,60,29,1250,1546,90,277,44,25,1983,1943,117,253,36,36,2382,1820,112,238,26,34,2228,1509,135,149,17,19,1825,894,85,93,17,10,1103,786,79,59,11,8,937,634,25,35,4,3,702,601,52,50,10,9,723,199,67,47,11,3,319,188,10,29,9,29,269,12836,905,1807,518,276,16345,Clarence Valley (A)
11750,3,10,0,51,45,0,9,6,6,64,53,6,10,7,0,80,71,3,9,6,3,96,121,7,24,7,3,163,153,11,24,7,0,192,153,3,19,15,3,191,184,15,24,8,7,231,141,4,11,11,4,173,201,15,11,0,3,231,169,3,4,3,0,181,356,17,11,7,8,391,127,3,12,10,0,150,21,0,8,7,4,41,1832,95,191,113,36,2269,Cobar (A)
11800,74,46,10,1233,931,23,172,63,31,1216,1154,61,212,50,37,1519,1543,62,251,62,26,1944,2618,130,336,65,33,3184,3493,182,350,43,50,4116,3728,196,319,44,38,4330,2984,238,274,31,30,3562,1904,144,195,27,20,2290,1384,174,121,31,10,1719,1082,72,77,6,3,1246,1044,151,98,13,8,1315,268,176,88,7,3,542,314,21,49,14,23,421,23635,1668,2658,590,335,28886,Coffs Harbour (C)
12000,7,6,0,54,31,0,9,9,0,51,30,3,14,3,0,54,33,4,18,0,0,56,67,9,27,17,4,123,84,4,28,8,0,123,123,10,32,14,7,178,81,15,30,14,0,132,57,0,27,7,0,90,42,4,11,3,0,55,24,7,16,0,3,53,31,4,12,7,0,48,12,8,21,4,0,45,6,0,4,0,6,17,653,71,255,111,22,1111,Coolamon (A)
12150,6,9,0,45,25,0,10,9,11,49,46,4,19,14,4,84,48,7,12,17,4,88,99,10,25,12,3,147,154,16,28,10,7,208,154,9,20,11,3,196,125,4,26,16,6,173,93,6,9,4,4,120,49,10,11,0,3,82,42,3,8,0,0,52,39,9,10,3,0,62,9,13,16,3,0,42,19,0,9,9,7,41,928,92,230,142,42,1432,Coonamble (A)
12350,13,12,3,157,126,9,48,22,3,210,171,3,54,29,4,263,221,4,51,16,17,308,406,27,103,25,10,571,593,14,75,15,7,719,555,40,71,12,11,688,418,37,66,9,8,542,243,21,39,4,5,318,170,25,41,10,4,241,129,13,17,4,0,169,115,13,30,3,0,162,32,27,31,3,9,94,48,0,13,13,9,80,3359,246,665,209,95,4569,Cowra (A)
12380,93,44,28,1487,1956,81,230,86,54,2407,2408,153,334,85,63,3045,2821,230,423,61,71,3606,4363,405,598,94,94,5564,7348,514,559,58,110,8587,9403,685,540,64,108,10800,9537,728,525,34,98,10925,6202,484,299,23,51,7057,4619,504,204,18,31,5367,3251,265,98,10,20,3640,4011,415,150,12,26,4612,1389,443,111,11,9,1968,877,80,74,18,93,1142,59705,5066,4288,755,861,70670,Cumberland (A)
12700,7,13,3,116,82,8,26,15,0,135,87,15,26,12,3,149,110,14,39,23,3,183,185,24,51,13,0,272,181,13,34,13,8,246,172,28,33,5,7,240,151,23,34,4,3,218,100,11,20,5,0,142,88,21,14,12,0,136,71,8,5,0,0,92,75,9,17,3,0,102,16,20,15,6,3,64,15,6,12,3,3,30,1426,206,348,145,30,2155,Dungog (A)
12730,8,24,6,142,113,8,18,8,4,149,118,4,21,11,9,166,189,10,38,9,3,244,290,22,33,17,9,367,409,23,41,5,14,496,452,35,37,7,5,541,385,43,49,4,6,489,245,22,25,9,0,302,173,26,30,3,3,235,129,6,8,7,0,150,140,24,25,5,7,203,31,28,19,0,0,73,58,3,7,10,9,77,2842,265,368,145,72,3693,Edward River (A)
12750,33,30,14,536,385,24,94,30,15,551,495,35,127,41,19,718,733,42,162,31,16,991,1136,89,222,23,25,1501,1401,93,200,15,19,1729,1403,99,201,11,18,1733,1103,103,162,17,15,1406,634,81,114,10,9,838,440,80,64,5,4,591,343,32,44,0,0,417,309,57,53,4,3,427,91,55,55,4,4,210,170,13,25,14,19,230,9135,816,1576,282,169,11982,Eurobodalla (A)
12850,70,63,30,1551,2311,64,185,85,43,2693,2387,178,276,70,57,2971,2636,197,349,60,50,3293,4243,355,488,71,95,5246,6064,482,486,37,95,7160,7206,609,484,48,101,8451,6829,679,460,42,77,8095,4396,463,249,23,37,5171,3273,450,200,12,29,3964,2374,269,107,13,19,2779,2444,387,132,17,18,2995,774,358,121,11,17,1284,718,78,68,14,75,957,47236,4630,3715,752,764,57091,Fairfield (C)
12870,12,12,3,192,170,16,23,15,8,218,173,16,36,26,3,250,201,15,33,19,3,272,410,36,57,26,13,541,436,40,47,19,8,551,610,38,59,18,9,733,583,50,56,15,11,719,381,37,25,12,7,471,268,24,31,3,5,331,132,8,12,3,6,169,155,30,23,6,0,215,51,21,16,6,0,100,78,19,11,10,11,135,3831,353,449,211,88,4935,Federation (A)
12900,7,7,3,129,91,3,21,11,3,130,142,13,33,26,8,218,185,8,38,16,10,262,345,19,68,21,14,459,446,11,69,19,13,559,440,26,74,19,10,564,371,28,76,6,6,488,224,18,40,7,4,295,151,22,44,3,3,219,104,14,14,0,0,133,122,17,27,5,0,167,32,26,14,3,0,75,50,0,16,10,11,82,2827,217,540,192,75,3855,Forbes (A)
12930,95,55,12,1615,1626,83,172,58,20,1955,1638,119,221,68,31,2074,1873,167,241,50,35,2363,2888,283,367,60,45,3641,3476,339,376,51,39,4281,4273,404,385,55,39,5157,4718,472,363,39,41,5640,3368,337,242,26,17,3991,2874,389,160,18,17,3454,2054,239,114,6,12,2421,2663,357,172,19,17,3226,1040,459,233,18,7,1759,490,63,45,16,32,645,34555,3786,3200,636,370,42550,Georges River (A)
12950,3,13,5,62,43,3,30,22,0,97,60,0,24,10,0,99,65,4,36,4,4,108,116,12,42,18,14,197,165,12,31,7,3,221,162,11,40,10,3,223,117,9,30,6,0,166,73,12,29,3,0,112,51,6,18,8,0,88,41,3,13,5,0,58,26,5,14,4,0,40,14,6,28,0,0,41,19,3,4,3,4,34,987,81,342,126,30,1570,Gilgandra (A)
13010,5,22,7,131,106,10,45,28,6,185,120,14,24,24,7,189,166,7,51,12,11,254,258,14,54,33,9,370,341,18,52,25,7,440,308,17,76,7,13,419,245,15,54,21,4,336,149,7,23,3,3,181,118,4,22,3,0,143,76,9,17,0,0,95,95,9,17,6,4,132,26,13,11,4,0,51,33,8,9,9,5,64,2134,156,464,232,81,3059,Glen Innes Severn (A)
13310,33,14,16,447,347,18,39,32,11,449,392,18,61,13,14,494,548,19,75,22,14,676,949,56,102,18,13,1142,1219,55,95,15,8,1384,1391,69,108,7,9,1586,1360,98,87,13,12,1568,887,74,63,6,7,1032,721,62,51,7,6,842,628,22,17,3,0,670,600,45,32,16,6,697,127,54,55,8,3,243,148,13,23,11,6,201,9742,598,852,228,136,11561,Goulburn Mulwaree (A)
13340,20,23,3,146,84,12,33,33,7,157,92,17,27,32,7,169,120,16,43,24,11,207,256,34,69,30,8,400,257,33,66,21,4,385,308,50,69,29,5,459,273,34,86,18,6,418,180,31,36,13,0,262,129,25,29,6,0,196,98,14,22,6,0,142,88,21,25,12,0,153,22,33,28,7,0,91,28,3,13,13,8,67,2050,322,585,298,61,3316,Greater Hume Shire (A)
13450,20,28,9,460,316,5,34,33,7,393,399,28,41,41,11,518,569,30,44,26,17,690,947,76,100,38,10,1181,1527,66,112,23,16,1749,1742,112,126,15,23,2016,1379,117,112,25,14,1653,851,93,67,12,10,1022,596,91,43,16,5,748,406,43,24,4,0,487,453,59,45,15,5,587,165,82,25,7,4,283,199,24,20,17,13,267,9957,845,835,337,158,12132,Griffith (C)
13510,9,5,3,130,134,3,31,27,3,198,176,6,32,16,3,239,191,14,45,16,8,276,365,16,52,31,13,470,488,31,63,18,11,614,517,29,50,12,12,625,394,23,44,6,14,482,220,22,32,13,0,285,164,17,31,3,3,215,128,11,21,0,0,163,132,23,10,6,3,181,49,35,24,11,0,116,60,10,11,8,8,96,3135,249,473,195,81,4134,Gundagai (A)
13550,11,14,6,194,165,3,30,12,6,225,194,13,40,30,4,280,233,16,45,20,6,323,372,17,58,20,10,479,487,39,57,15,10,607,510,45,58,17,11,639,459,47,55,13,10,574,316,24,40,12,3,396,229,39,20,12,0,298,176,26,14,4,3,222,237,25,22,3,4,289,70,43,29,12,10,157,70,3,9,14,9,106,3700,345,498,232,92,4859,Gunnedah (A)
13660,6,20,0,61,38,5,33,26,3,93,44,4,19,29,0,106,74,12,26,20,3,140,119,6,39,21,0,189,166,16,36,14,0,235,180,22,33,17,6,266,158,17,49,4,7,231,81,4,16,7,3,115,45,4,19,3,0,72,53,5,14,0,0,70,46,11,16,3,0,71,9,10,15,13,3,50,24,0,3,12,3,48,1072,121,341,259,29,1826,Gwydir (A)
13800,57,36,10,950,848,45,110,51,10,1067,880,68,151,54,26,1181,1187,81,160,44,19,1480,1854,140,243,39,21,2298,2194,181,247,30,27,2677,2449,266,290,32,26,3066,2521,331,262,29,20,3156,1822,234,176,10,29,2274,1521,239,130,11,12,1910,1008,150,72,4,6,1250,1242,189,88,3,9,1526,308,186,67,6,7,576,321,50,47,27,26,470,19075,2180,2114,472,253,24093,Hawkesbury (C)
13850,4,5,0,42,40,0,8,6,0,51,49,5,11,7,0,74,64,8,9,4,3,81,96,14,25,7,0,139,118,14,32,3,3,172,144,18,16,3,0,182,128,11,15,14,3,168,93,3,8,0,0,111,56,5,9,0,0,71,29,3,4,3,3,40,40,6,7,8,3,69,16,11,11,3,0,37,18,0,3,6,5,30,927,94,162,79,28,1288,Hay (A)
16380,68,52,24,1179,835,31,195,85,19,1163,995,71,261,84,40,1444,1373,75,250,62,30,1796,2418,167,382,55,48,3072,3036,167,326,47,41,3621,3248,200,348,18,34,3848,2720,242,324,23,25,3334,1802,181,215,12,7,2213,1426,176,128,9,14,1755,1092,86,83,9,9,1272,1155,168,111,14,5,1449,355,188,120,9,9,680,361,22,57,12,33,484,21915,1781,2886,591,335,27509,Port Macquarie-Hastings (A)
16400,42,36,8,1005,762,42,116,45,24,983,932,49,150,40,19,1188,1202,70,146,29,28,1467,1809,134,223,43,29,2238,2218,144,213,19,19,2617,2568,175,215,20,26,3003,2880,230,216,18,18,3360,2190,138,121,11,18,2474,2088,134,90,7,7,2319,1553,72,48,0,10,1680,1877,133,60,12,0,2076,533,127,58,10,5,733,306,23,32,13,27,398,21881,1484,1754,367,240,25725,Port Stephens (A)
16490,36,29,4,628,397,15,71,38,8,525,410,41,79,30,13,578,538,42,97,27,5,713,833,67,125,33,14,1071,1217,73,131,24,14,1461,1621,139,159,28,14,1966,1705,176,143,37,17,2078,1196,142,122,19,10,1494,934,188,81,11,11,1227,705,101,58,8,3,874,991,157,73,8,6,1227,280,157,65,19,3,524,153,20,17,12,15,215,11574,1345,1273,370,148,14709,Queanbeyan-Palerang Regional (A)
16550,127,23,15,1260,1436,33,159,31,23,1676,1448,82,180,33,20,1763,1734,92,193,21,25,2067,2605,160,316,36,21,3144,3171,237,310,20,29,3760,4126,287,397,51,41,4898,5017,382,406,30,48,5892,4066,324,293,26,29,4739,4000,359,262,17,28,4678,3067,230,136,10,13,3463,4440,349,207,24,19,5035,1797,488,303,18,14,2623,506,40,69,10,57,682,38643,3120,3398,446,382,45988,Randwick (C)
16610,14,12,9,260,221,5,52,19,16,310,245,9,65,53,12,382,377,19,64,25,14,496,624,29,93,24,6,774,926,37,91,15,20,1092,1005,32,78,19,11,1146,778,34,82,11,9,914,425,21,35,4,4,499,267,24,29,0,4,324,214,16,13,0,0,244,173,16,26,3,0,215,48,21,23,3,0,100,73,3,10,8,10,102,5614,277,699,223,126,6931,Richmond Valley (A)
16650,54,17,10,688,788,33,115,32,17,983,1060,60,167,42,22,1354,1292,106,199,37,27,1661,2014,175,285,34,24,2536,2651,194,250,23,35,3157,3140,279,281,23,37,3758,3029,299,247,15,34,3626,1954,188,136,15,14,2298,1694,206,111,14,19,2033,1123,91,62,3,9,1287,1361,191,81,4,8,1641,620,189,61,9,9,891,312,24,31,8,24,396,21700,2065,2117,350,291,26525,Rockdale (C)
16700,111,51,20,2115,2370,69,160,56,26,2679,2242,111,205,53,25,2637,2604,131,246,48,32,3065,3816,231,329,59,39,4468,5021,277,300,40,45,5684,6741,361,323,48,49,7516,8877,463,349,32,52,9769,7376,362,240,14,35,8019,7144,371,153,10,18,7697,6147,233,137,16,23,6550,12618,424,182,13,31,13270,8644,582,174,13,31,9440,896,78,59,14,49,1093,76620,3742,2997,555,490,84410,Ryde (C)
16900,47,17,20,983,876,17,118,23,13,1048,855,38,120,34,15,1059,1037,51,126,21,22,1260,1636,82,165,25,30,1933,1875,95,164,11,16,2165,1846,146,173,10,17,2202,1683,170,143,14,8,2015,1092,118,99,7,7,1325,899,133,67,12,15,1122,725,58,28,4,0,819,722,89,52,4,3,867,156,91,41,0,5,282,209,8,15,5,13,251,14570,1104,1376,244,192,17489,Shellharbour (C)
16950,97,57,29,1439,1210,63,198,90,39,1599,1357,110,296,84,42,1891,1885,109,344,51,34,2427,2993,219,479,68,62,3819,3528,229,423,45,64,4286,3614,238,411,30,52,4351,3308,256,434,25,34,4059,2209,186,219,25,25,2661,1804,209,159,24,19,2214,1392,118,88,8,4,1615,1427,191,129,14,9,1769,399,196,114,21,14,738,401,43,57,28,43,569,26842,2182,3474,682,482,33662,Shoalhaven (C)
17000,22,18,3,405,365,19,49,29,6,471,409,16,39,27,4,493,460,9,44,24,8,546,802,46,54,14,6,917,1132,28,67,12,14,1258,1142,51,75,4,19,1292,1340,70,61,16,11,1502,1155,58,36,8,16,1277,1252,77,27,13,6,1375,1212,31,21,0,9,1271,3154,58,25,3,16,3251,947,83,25,10,6,1072,217,10,16,12,9,268,13997,572,566,236,141,15521,Singleton (A)
17040,18,33,14,343,265,14,74,35,8,403,377,27,57,32,5,501,487,31,80,45,8,659,984,57,152,42,9,1244,1189,57,134,32,5,1418,1162,83,132,27,26,1428,929,110,121,23,8,1194,556,68,76,12,0,719,376,78,61,13,5,537,303,35,30,15,4,387,326,38,43,6,4,422,106,52,41,12,4,211,118,8,33,12,11,184,7507,666,1077,392,117,9761,Snowy Monaro Regional (A)
17080,10,18,7,196,166,4,32,29,4,238,194,12,38,17,14,279,254,10,50,22,9,351,461,25,92,32,15,625,567,32,59,22,8,685,606,36,67,11,11,727,626,49,76,25,16,792,419,40,57,3,5,524,362,33,46,9,10,462,250,16,25,4,4,297,323,24,36,3,4,397,81,22,20,6,0,131,63,12,18,12,8,122,4555,328,633,258,119,5895,Snowy Valleys (A)
17420,173,75,21,3134,2707,104,260,87,20,3174,2525,176,252,88,23,3063,2754,206,299,59,26,3346,3972,377,409,84,40,4881,4850,468,418,68,57,5863,5901,586,435,51,61,7039,6395,720,482,54,52,7701,4583,652,360,30,29,5654,4003,705,246,26,25,5005,3125,439,179,15,17,3773,4984,822,250,16,24,6091,2552,881,279,22,18,3753,709,107,55,14,51,936,52060,6334,4137,865,464,63867,The Hills Shire (A)
17550,87,53,26,1214,1019,53,210,84,32,1403,1056,65,282,87,43,1528,1518,93,320,70,38,2038,2611,168,441,52,47,3325,3069,178,393,38,38,3722,3316,213,364,37,47,3976,2843,319,404,39,23,3628,1657,191,187,12,23,2072,1294,228,140,13,8,1673,943,113,98,12,13,1168,816,182,116,12,7,1136,281,180,90,11,7,568,341,32,64,24,34,498,21853,2052,3236,644,388,28163,Tweed (A)
17620,19,13,6,210,181,7,36,31,4,257,181,24,46,28,3,288,246,12,48,25,6,335,421,29,68,31,8,561,608,27,77,19,6,734,628,34,53,11,16,739,476,39,59,14,6,595,259,25,49,8,4,337,190,23,23,9,8,251,143,10,17,3,3,179,142,32,22,8,5,204,57,37,31,7,3,136,74,7,19,13,7,117,3790,308,591,266,82,5041,Upper Hunter Shire (A)
17640,8,24,4,104,81,5,29,34,0,157,92,7,39,29,3,169,103,7,44,29,9,197,155,22,62,51,0,290,175,22,56,40,10,299,190,24,63,24,8,307,165,24,76,18,3,278,94,17,29,10,0,152,84,11,39,9,0,143,45,9,12,6,0,68,73,14,24,16,0,128,24,10,32,7,3,80,28,0,17,6,3,54,1381,178,544,339,45,2487,Upper Lachlan Shire (A)
17650,7,10,0,51,44,3,18,18,3,89,44,7,32,17,6,103,54,12,19,10,0,93,100,12,48,16,4,178,125,12,46,8,4,189,116,11,33,11,3,174,103,10,32,4,3,157,44,3,27,3,0,75,31,4,14,9,0,55,32,3,10,4,0,46,34,8,14,4,0,57,3,4,8,0,0,19,14,0,7,3,3,28,778,93,327,134,31,1351,Uralla (A)
17750,39,45,17,1153,869,23,81,53,14,1044,1004,41,101,51,19,1211,1350,44,127,27,15,1573,2389,104,226,57,39,2819,3623,93,243,40,30,4027,3964,186,298,34,42,4523,3703,203,248,40,35,4228,2493,143,193,23,20,2869,1895,162,120,21,14,2204,1459,95,80,6,9,1655,1590,150,98,7,6,1851,380,225,129,7,7,761,384,24,33,20,28,489,26237,1502,2053,497,311,30602,Wagga Wagga (C)
17850,7,12,0,50,39,3,23,15,3,87,31,8,13,23,0,70,46,8,27,7,3,95,108,7,37,19,7,174,116,9,31,13,0,165,104,14,29,11,7,167,111,10,36,11,3,169,57,4,23,0,3,84,45,6,25,11,0,83,25,5,15,8,0,53,26,6,20,0,3,56,7,9,6,6,0,35,15,4,7,7,0,37,772,89,304,170,23,1365,Walcha (A)
17900,9,10,0,54,51,3,17,22,0,91,75,5,10,12,10,110,73,4,23,32,6,140,164,11,28,20,4,218,204,10,33,12,3,256,210,9,19,15,4,259,199,14,34,13,7,264,132,10,18,3,0,161,89,11,17,0,0,115,59,9,5,3,3,84,79,7,13,3,5,108,23,10,12,7,3,60,30,0,3,8,5,51,1418,107,260,212,56,2053,Walgett (A)
17950,0,9,0,20,21,0,7,7,0,39,23,3,10,3,0,40,43,0,23,5,4,77,68,5,25,13,0,107,105,9,5,5,0,127,135,13,19,8,0,168,105,20,30,10,0,168,59,8,20,8,3,101,50,6,13,3,0,72,18,8,9,4,0,44,33,0,12,0,0,46,11,14,7,3,0,35,16,4,10,0,0,30,712,88,187,89,12,1092,Warren (A)
18020,15,20,6,93,85,4,44,34,7,173,85,7,33,34,8,172,136,14,67,46,5,260,260,7,65,19,4,364,299,16,63,24,9,415,274,28,62,16,5,380,230,18,55,11,4,326,133,20,24,6,0,183,100,13,33,8,3,162,95,5,24,0,0,126,84,12,27,7,0,130,17,10,26,7,3,64,53,5,26,11,11,96,1919,163,577,304,62,3020,Warrumbungle Shire (A)
18050,77,15,7,860,881,46,83,29,14,1055,1051,61,138,14,13,1286,1345,65,133,27,18,1588,1788,122,245,25,23,2202,2158,170,269,21,10,2620,2395,187,312,32,24,2951,2413,300,341,21,33,3115,1564,252,214,14,9,2057,1249,282,236,15,12,1786,831,195,128,13,6,1173,1054,377,246,10,9,1695,558,536,244,34,7,1387,242,50,48,8,27,369,18360,2684,2745,332,222,24340,Waverley (A)
18100,0,14,0,43,29,0,14,8,3,55,42,4,25,11,0,79,59,0,18,12,0,94,64,6,46,7,4,134,97,5,43,21,4,165,121,6,40,7,0,186,86,21,38,5,4,152,36,6,28,4,0,82,33,9,16,3,0,70,23,3,13,3,0,46,22,3,16,0,3,47,4,3,23,3,3,40,10,0,5,7,3,24,668,83,339,123,26,1244,Weddin (A)
18200,9,4,3,59,69,4,15,27,0,120,96,3,19,12,7,142,114,16,18,18,0,161,209,21,36,13,3,281,253,16,35,7,12,329,326,18,39,6,10,397,304,19,30,10,3,365,176,19,19,9,0,219,145,15,14,3,0,176,129,11,21,9,0,161,121,17,18,5,0,157,32,20,15,5,0,67,36,5,3,7,5,55,2066,176,285,163,48,2750,Wentworth (A)
18230,28,38,15,725,532,16,88,52,14,701,611,35,116,51,22,841,925,51,139,41,24,1178,1720,78,204,45,24,2073,2511,103,231,33,28,2903,2813,142,216,32,32,3232,2607,145,213,34,29,3025,1630,105,114,8,17,1872,1300,117,112,9,18,1557,1029,69,78,3,8,1195,1076,127,68,15,12,1295,270,134,85,13,7,508,286,23,47,28,37,421,18002,1157,1772,475,291,21701,Western Plains Regional (A)
18250,72,28,6,1480,1798,49,115,39,10,2016,1766,96,129,52,25,2064,2090,108,190,27,17,2435,2874,188,236,36,35,3366,3861,272,238,37,26,4430,5617,385,290,21,44,6357,6798,370,308,36,41,7548,5410,375,246,18,25,6080,4966,431,191,14,20,5633,3503,294,123,13,25,3956,6496,595,215,24,25,7356,4235,950,294,38,28,5544,651,58,49,13,47,820,51587,4225,2730,517,383,59443,Willoughby (C)
18350,71,35,10,891,553,38,121,33,19,767,685,66,155,58,17,991,833,87,162,32,27,1137,1412,101,239,48,25,1819,1768,139,261,29,34,2232,1915,169,260,31,19,2399,1693,223,282,34,16,2249,941,149,172,21,13,1292,801,197,134,11,13,1155,628,117,95,12,6,860,736,172,116,14,4,1043,200,222,89,24,6,545,240,32,39,13,16,349,13214,1749,2213,501,241,17915,Wingecarribee (A)
18400,50,31,8,489,327,30,75,37,7,476,374,31,89,30,10,534,462,52,97,31,8,648,681,86,125,16,17,930,911,109,138,19,22,1195,972,147,154,10,24,1301,945,184,142,17,12,1296,680,139,106,3,11,934,555,115,62,8,7,755,564,75,42,5,7,689,896,95,44,0,11,1052,387,66,40,10,3,504,164,22,22,3,11,222,8318,1181,1195,285,157,11134,Wollondilly (A)
18450,171,71,40,3269,3132,76,306,74,51,3639,3210,115,362,70,56,3803,4031,136,411,55,69,4703,6081,268,572,68,73,7068,7299,363,494,48,69,8277,8334,452,558,54,82,9489,8769,606,549,36,58,10020,6182,439,359,26,43,7052,5414,463,288,22,30,6215,4358,258,169,13,18,4816,5932,460,205,7,20,6615,1860,478,250,18,14,2615,918,67,89,20,78,1163,68699,4228,4840,738,723,79222,Wollongong (C)
18500,47,16,8,464,632,29,90,21,9,783,678,45,105,28,9,867,787,56,117,24,9,990,1177,106,183,25,8,1506,1373,158,209,25,15,1779,1716,186,222,24,22,2159,2040,280,246,46,22,2633,1392,216,206,23,11,1858,1039,263,186,15,13,1520,843,180,150,17,8,1193,1234,383,235,38,12,1899,590,816,271,107,11,1796,211,49,60,14,17,347,14156,2805,2347,486,180,19972,Woollahra (A)
18710,21,9,0,199,122,5,30,32,10,193,139,18,52,25,4,232,163,6,52,16,7,249,270,20,58,31,9,394,321,34,61,13,5,436,335,35,71,20,9,472,326,41,59,23,6,463,202,43,42,13,0,295,149,41,40,20,3,247,96,35,21,11,0,157,112,29,49,16,0,210,31,48,26,10,7,119,38,8,9,15,4,71,2481,366,591,284,62,3787,Yass Valley (A)
19399,0,7,0,9,9,0,0,0,0,17,20,3,3,4,0,32,19,4,13,11,3,45,29,8,11,3,0,52,51,11,11,6,0,83,42,5,17,3,0,64,54,8,19,5,0,84,22,4,17,0,0,49,14,3,15,0,0,33,10,0,8,0,0,19,16,7,6,0,0,28,4,6,6,0,0,19,5,3,5,0,0,17,305,65,134,57,13,573,Unincorporated NSW
