lga_code16,p_1_149_om_uie,p_1_149_cfw,p_1_149_es_ns,p_1_149_tot,p_150_299_e,p_150_299_om_ie,p_150_299_om_uie,p_150_299_cfw,p_150_299_es_ns,p_150_299_tot,p_300_399_e,p_300_399_om_ie,p_300_399_om_uie,p_300_399_cfw,p_300_399_es_ns,p_300_399_tot,p_400_499_e,p_400_499_om_ie,p_400_499_om_uie,p_400_499_cfw,p_400_499_es_ns,p_400_499_tot,p_500_649_e,p_500_649_om_ie,p_500_649_om_uie,p_500_649_cfw,p_500_649_es_ns,p_500_649_tot,p_650_799_e,p_650_799_om_ie,p_650_799_om_uie,p_650_799_cfw,p_650_799_es_ns,p_650_799_tot,p_800_999_e,p_800_999_om_ie,p_800_999_om_uie,p_800_999_cfw,p_800_999_es_ns,p_800_999_tot,p_1000_1249_e,p_1000_1249_om_ie,p_1000_1249_om_uie,p_1000_1249_cfw,p_1000_1249_es_ns,p_1000_1249_tot,p_1250_1499_e,p_1250_1499_om_ie,p_1250_1499_om_uie,p_1250_1499_cfw,p_1250_1499_es_ns,p_1250_1499_tot,p_1500_1749_e,p_1500_1749_om_ie,p_1500_1749_om_uie,p_1500_1749_cfw,p_1500_1749_es_ns,p_1500_1749_tot,p_1750_1999_e,p_1750_1999_om_ie,p_1750_1999_om_uie,p_1750_1999_cfw,p_1750_1999_es_ns,p_1750_1999_tot,p_2000_2999_e,p_2000_2999_om_ie,p_2000_2999_om_uie,p_2000_2999_cfw,p_2000_2999_es_ns,p_2000_2999_tot,p_3000mor_e,p_3000mor_om_ie,p_3000mor_om_uie,p_3000mor_cfw,p_3000mor_es_ns,p_3000mor_tot,p_persinc_ns_e,p_persinc_ns_om_ie,p_persinc_ns_om_uie,p_persinc_ns_cfw,p_persinc_ns_es_ns,p_persinc_ns_tot,p_tot_e,p_tot_om_ie,p_tot_om_uie,p_tot_cfw,p_tot_es_ns,p_tot_tot,lga_name16
25900,107,35,15,1319,1707,87,219,58,27,2087,1998,146,219,63,20,2447,2406,158,248,38,40,2888,3422,248,369,64,46,4154,4921,376,389,39,53,5776,7837,498,458,57,58,8903,9239,650,535,42,56,10518,7023,514,402,32,34,8000,6061,638,321,23,29,7081,4220,439,216,19,25,4919,7812,963,351,23,33,9187,5047,1532,346,38,45,7004,878,119,76,17,72,1159,63888,6466,4291,719,573,75933,Port Phillip (C)
25990,12,16,3,83,74,12,22,22,3,133,64,17,22,28,0,135,85,15,25,19,5,152,142,23,35,20,8,224,153,20,47,15,7,239,167,21,32,16,5,243,208,13,35,8,3,274,133,12,11,3,0,157,87,14,7,6,0,114,60,3,3,5,0,67,51,5,4,7,0,62,12,9,6,3,0,32,15,4,7,6,7,32,1290,187,269,217,41,2001,Pyrenees (S)
26080,4,0,0,76,62,3,15,4,3,91,54,7,10,3,0,73,56,14,11,3,0,91,100,15,9,0,0,129,119,11,23,0,0,152,91,12,12,10,3,129,115,14,9,3,0,142,80,10,7,3,0,102,81,9,7,0,0,98,46,10,4,0,0,63,54,7,3,0,0,71,18,21,5,0,0,48,12,0,0,0,0,12,969,115,139,38,16,1277,Queenscliffe (B)
26170,49,48,10,499,381,16,104,60,9,578,430,34,166,68,10,715,516,57,182,54,14,825,761,72,252,55,10,1154,931,83,185,33,15,1253,957,93,225,35,10,1326,949,116,156,15,27,1258,596,83,145,19,8,851,471,70,94,11,10,651,351,33,46,4,5,443,319,56,75,16,3,465,83,56,76,9,4,228,134,19,42,33,18,248,7273,807,1849,571,166,10668,South Gippsland (S)
26260,22,27,3,293,230,10,54,38,12,338,298,18,68,42,12,437,313,31,98,39,10,484,587,23,117,33,8,766,700,47,129,57,19,946,840,59,125,22,10,1057,710,53,116,29,4,906,441,43,69,18,8,581,325,33,43,13,5,424,212,20,31,5,3,274,180,32,55,10,3,277,56,36,41,4,4,145,90,10,15,13,12,143,5225,416,1006,397,116,7164,Southern Grampians (S)
26350,95,50,20,2115,2543,70,198,51,32,2893,2636,112,212,63,38,3065,2788,154,227,54,38,3261,3735,247,333,64,41,4429,4486,310,363,40,42,5243,5569,356,398,39,54,6424,5845,530,458,40,42,6911,3998,428,348,18,33,4824,3187,525,285,34,30,4067,2118,390,203,18,10,2745,3056,695,315,45,18,4131,1639,1239,485,84,17,3465,682,95,60,16,56,904,44386,5263,4037,803,469,54961,Stonnington (C)
22310,131,60,8,1733,1610,93,248,66,30,2047,1461,143,265,54,23,1954,1704,159,295,40,23,2211,2410,245,396,53,25,3129,3064,325,389,45,30,3848,3572,358,439,35,30,4440,3795,446,465,35,33,4767,2685,349,298,17,17,3376,2120,420,238,25,16,2816,1382,238,167,11,11,1814,1740,411,267,14,7,2442,771,527,210,25,13,1545,499,83,81,19,34,709,28423,3879,3924,638,304,37174,Glen Eira (C)
26430,20,20,3,185,104,14,44,28,3,194,124,11,42,26,3,213,152,15,44,14,6,237,290,31,59,34,14,430,369,27,65,14,10,482,402,43,45,16,15,517,274,29,54,11,6,381,191,20,40,8,0,259,94,26,31,14,0,164,68,17,23,3,0,110,61,21,21,7,0,106,12,29,23,14,0,78,48,7,16,16,4,97,2344,298,541,273,68,3519,Strathbogie (S)
26490,38,26,8,534,442,22,86,31,6,593,418,35,107,40,15,618,491,42,70,22,4,636,664,75,137,37,10,917,746,85,137,26,9,1012,764,106,148,22,6,1051,676,91,162,24,10,963,448,118,96,17,4,686,328,99,105,7,9,550,177,68,33,3,9,288,203,92,41,13,4,355,89,98,47,21,0,251,74,10,27,12,6,136,6006,980,1240,358,106,8688,Surf Coast (S)
26610,15,24,5,359,314,15,31,32,5,401,320,21,60,32,14,454,429,42,47,47,11,573,685,73,107,38,27,936,1096,61,99,33,27,1322,1101,96,106,23,17,1339,983,113,92,28,16,1225,557,50,45,7,4,659,392,73,27,13,10,512,195,32,16,6,6,257,208,47,35,5,7,300,63,67,28,16,3,182,111,19,15,24,11,181,6800,719,725,383,172,8802,Swan Hill (RC)
26670,9,10,3,99,54,4,19,29,3,114,65,16,37,14,3,140,98,10,57,5,3,180,168,10,54,30,4,272,128,32,36,21,3,218,161,25,53,13,3,265,146,17,38,8,3,215,96,11,34,8,5,151,59,20,21,4,0,107,35,7,19,10,0,65,40,6,19,0,3,67,16,11,12,3,0,50,20,3,8,8,4,43,1181,184,433,187,36,2017,Towong (S)
26700,41,33,9,558,369,24,63,40,16,518,448,57,100,38,12,650,634,38,89,38,15,823,1016,69,138,47,26,1296,1431,88,132,21,26,1693,1579,108,156,17,31,1888,1350,99,126,22,22,1613,838,76,75,15,7,1007,639,60,60,5,8,772,389,30,27,3,6,461,362,55,44,6,0,465,119,56,57,6,0,244,142,17,27,6,6,192,9822,795,1150,365,188,12312,Wangaratta (RC)
26730,36,13,20,861,615,24,52,19,24,734,694,12,74,19,19,817,912,38,93,16,18,1078,1444,54,126,23,25,1672,1874,77,113,19,17,2105,2095,103,127,12,27,2362,1852,104,116,7,14,2090,1102,79,53,3,5,1242,773,82,57,4,8,921,509,48,25,0,0,584,472,73,52,5,5,608,158,79,83,3,4,334,187,14,21,5,17,238,13521,802,1037,188,197,15743,Warrnambool (C)
26810,61,51,10,741,605,33,113,67,16,836,609,43,167,71,17,909,881,29,174,49,21,1153,1247,62,239,50,29,1632,1499,100,232,33,23,1884,1735,125,184,35,26,2099,1807,111,194,30,20,2164,1194,69,128,19,12,1417,883,70,89,13,5,1057,682,60,35,9,3,784,939,72,57,7,13,1092,568,92,62,15,8,739,232,17,56,24,11,344,13543,895,1826,571,233,17069,Wellington (S)
26890,10,24,0,72,40,3,20,17,6,74,48,8,20,11,3,95,53,5,29,32,4,123,100,18,49,26,4,196,113,8,45,26,5,201,131,4,58,20,3,224,129,20,47,18,0,219,61,12,29,6,3,104,45,11,39,12,3,102,38,6,15,7,0,70,31,13,15,3,0,57,12,9,16,10,0,44,19,0,12,6,3,38,851,127,414,251,28,1674,West Wimmera (S)
26980,178,79,27,3108,2852,98,279,76,22,3324,2745,180,331,100,25,3391,2983,217,300,71,46,3619,4609,355,428,89,48,5530,6074,420,385,60,41,6985,7394,488,436,51,73,8432,7836,601,431,42,46,8952,5786,476,280,28,27,6589,4874,508,217,19,23,5639,3415,280,154,23,14,3888,4614,538,225,11,16,5402,1831,634,248,17,21,2760,847,75,66,21,50,1066,58886,4933,3999,867,500,69185,Whitehorse (C)
27070,102,69,49,2525,2254,96,231,66,30,2685,2262,156,275,54,54,2800,2556,221,289,56,71,3185,4046,315,452,61,77,4946,5527,443,358,60,73,6463,6710,498,385,38,92,7720,6193,579,360,36,50,7216,3985,423,232,26,33,4697,2844,418,161,13,15,3453,1950,253,87,14,8,2308,2013,360,104,10,15,2512,709,340,125,7,12,1196,790,84,54,22,74,1022,44319,4255,3251,660,664,53144,Whittlesea (C)
27170,22,15,12,563,470,12,61,21,9,567,582,27,65,22,7,705,781,40,71,22,14,920,1395,61,124,17,21,1621,2066,95,101,16,16,2294,2672,96,134,13,24,2937,2694,137,133,12,20,2994,1876,107,67,3,7,2065,1340,112,70,4,8,1530,852,43,41,3,5,950,769,83,39,6,8,900,201,87,27,0,4,326,289,22,17,3,15,344,16537,932,986,187,168,18806,Wodonga (C)
27260,182,73,37,2599,2313,106,309,67,45,2841,2251,172,365,81,52,2922,2596,179,362,64,45,3248,4141,335,457,85,57,5075,6229,424,424,76,82,7225,8145,539,467,60,91,9295,8283,613,435,41,74,9444,5352,363,235,26,35,6023,3797,394,187,11,25,4415,2466,189,96,7,18,2770,2561,351,130,12,20,3074,892,357,100,11,10,1369,888,52,78,16,69,1091,52441,4135,3855,784,688,61904,Wyndham (C)
27350,113,33,22,1594,2212,75,219,71,35,2613,2453,114,257,58,41,2924,2905,163,309,46,38,3464,4417,271,434,47,81,5256,6228,332,435,40,65,7094,8891,473,540,40,62,10010,10343,532,520,40,59,11496,7818,509,390,22,43,8781,6453,647,322,26,33,7485,4267,412,208,14,21,4925,6903,830,341,21,33,8136,3891,1229,475,30,35,5660,959,95,82,19,57,1215,69355,5748,4691,663,640,81102,Yarra (C)
27450,191,70,36,2504,2048,71,315,120,29,2585,1845,171,365,111,32,2515,2112,198,403,97,39,2842,3175,275,535,71,46,4100,3654,378,495,68,63,4653,4009,491,516,53,55,5122,3745,496,445,67,44,4803,2334,397,328,22,32,3110,1674,384,234,30,14,2340,1089,225,138,17,6,1473,998,291,190,9,12,1500,298,272,132,24,9,731,624,83,79,48,38,869,29884,3802,4402,996,458,39545,Yarra Ranges (S)
27630,9,23,3,112,72,0,16,15,3,105,84,13,14,27,3,143,107,16,31,21,3,174,217,24,46,29,9,322,230,23,49,26,8,337,237,49,43,22,9,362,216,46,41,21,0,321,149,17,34,9,0,204,87,28,17,0,0,127,51,11,12,3,3,80,49,18,15,7,0,79,8,13,12,0,0,33,34,5,11,10,0,57,1622,275,359,255,39,2556,Yarriambiack (S)
29399,0,0,0,90,102,0,6,4,3,118,124,3,5,0,0,135,181,7,9,0,0,198,274,4,12,0,0,301,317,13,8,3,9,352,312,5,12,0,0,331,210,9,20,3,3,241,136,9,0,0,0,149,57,7,7,0,0,74,42,3,3,0,0,49,34,14,3,0,0,55,24,5,3,0,0,34,29,3,0,0,4,40,1944,98,91,21,24,2186,Unincorporated Vic
30250,0,0,0,7,28,0,0,0,0,31,29,0,0,0,0,29,11,0,0,0,0,16,32,0,0,0,0,32,24,0,0,0,0,24,15,0,0,0,0,15,25,3,0,0,0,27,27,0,0,0,0,30,27,0,0,0,0,27,14,0,0,0,0,18,24,0,0,0,0,19,7,0,0,0,0,7,4,0,0,0,0,7,271,7,6,0,0,282,Aurukun (S)
30300,6,11,0,68,44,3,12,16,0,77,55,7,12,16,4,95,73,9,14,15,0,112,156,22,26,17,0,215,189,25,26,15,0,250,227,29,29,7,3,293,223,42,17,9,3,299,135,24,27,7,3,200,109,30,18,0,3,156,64,9,11,6,0,94,55,13,16,4,3,91,23,16,12,7,0,62,23,11,7,6,3,55,1429,239,239,173,27,2109,Balonne (S)
30370,18,38,10,243,185,11,33,46,5,284,213,9,45,51,9,320,272,12,57,38,4,384,482,29,86,23,4,621,606,29,86,17,12,743,652,29,85,23,7,796,712,34,94,36,12,885,474,48,62,11,9,605,480,55,52,18,15,619,480,20,28,11,6,540,1138,34,26,13,4,1224,377,46,42,21,0,490,126,15,22,26,13,203,6389,380,786,478,118,8153,Banana (S)
30410,0,15,0,44,34,3,5,9,3,57,32,11,13,12,0,71,47,3,12,4,0,68,107,3,13,14,0,136,125,10,28,7,0,167,168,14,26,3,5,211,149,11,29,7,3,191,99,9,17,3,0,132,70,16,4,8,0,100,44,6,12,3,0,61,50,4,14,3,0,76,17,9,16,7,3,49,15,3,8,9,4,38,993,103,203,137,17,1451,Barcaldine (R)
30450,0,0,0,5,3,0,0,0,0,4,3,0,0,3,0,3,14,0,0,0,0,14,16,0,3,0,0,16,20,0,4,0,0,24,25,0,3,0,0,29,29,0,4,3,0,38,11,0,7,0,0,27,8,0,0,0,0,6,12,0,0,0,0,20,17,0,0,0,0,16,3,0,0,3,0,8,3,0,0,0,0,3,157,6,24,14,4,209,Barcoo (S)
30760,3,7,0,27,24,0,12,12,0,47,26,4,3,0,0,36,44,3,7,7,4,66,52,3,19,11,0,83,96,7,18,4,3,123,83,4,19,10,3,115,87,12,15,5,0,123,36,4,12,0,0,56,33,6,7,0,0,52,17,5,4,0,0,27,12,3,7,0,0,22,5,4,0,3,0,16,7,0,10,6,0,24,547,61,142,87,14,855,Blackall-Tambo (R)
34710,4,13,9,65,47,0,18,11,0,80,47,3,15,11,3,84,74,7,8,10,0,101,132,8,19,10,3,167,184,13,18,0,3,219,228,7,22,4,0,260,211,19,15,3,3,255,148,13,15,8,0,184,130,23,7,0,0,160,67,5,4,4,0,87,97,9,12,3,0,115,17,11,11,3,0,46,28,7,9,0,0,41,1463,127,187,118,27,1916,Longreach (R)
34770,97,75,24,1772,1373,42,193,81,27,1715,1587,81,171,73,47,1965,2007,96,201,63,41,2405,3492,162,311,69,52,4086,4301,177,328,69,63,4940,5186,215,339,75,39,5855,5150,319,328,52,51,5903,3643,269,208,42,20,4179,3279,352,144,32,26,3837,2201,166,89,18,16,2481,3289,272,132,19,23,3740,907,374,115,39,18,1454,708,69,63,61,58,963,38831,2648,2753,964,509,45703,Mackay (R)
34800,0,0,0,16,4,0,3,4,0,16,7,3,4,3,0,17,4,9,3,7,0,25,31,3,7,0,0,47,50,4,15,4,0,73,75,7,3,3,0,84,74,7,10,3,0,93,81,3,3,3,0,94,99,3,0,3,0,109,106,4,4,0,0,116,319,3,0,0,0,323,148,0,11,3,3,167,16,4,7,0,0,23,1023,55,73,55,12,1219,McKinlay (S)
34830,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,14,0,0,0,0,14,19,0,0,0,0,17,5,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,6,7,0,0,0,0,7,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,84,Mapoon (S)
34860,14,25,4,198,134,6,30,49,8,232,165,13,59,32,7,275,170,13,48,37,9,273,428,32,73,42,12,584,525,41,55,35,16,662,627,67,81,47,9,832,717,66,65,35,10,893,530,57,61,13,5,672,486,50,44,17,4,589,352,25,25,13,0,419,613,48,61,19,3,742,229,49,26,31,6,337,79,11,37,38,9,175,5217,494,705,519,114,7045,Maranoa (R)
34880,23,30,3,297,170,18,58,39,9,289,256,22,91,59,16,439,306,27,76,31,8,454,637,58,111,32,16,856,796,45,126,27,20,1017,890,49,103,16,8,1061,762,81,86,23,13,962,491,43,58,15,15,614,394,49,36,8,3,493,172,20,24,11,0,228,195,49,31,5,4,280,52,35,24,10,4,126,96,6,29,10,8,150,5472,501,907,361,135,7374,Mareeba (S)
35010,404,201,43,6049,4556,154,667,197,67,5642,4541,303,765,197,96,5901,5621,354,751,177,94,6987,9591,604,1136,179,114,11618,12130,765,1114,139,98,14250,13504,891,1072,111,118,15708,12497,1124,1045,108,92,14867,7707,937,670,57,48,9420,6453,1046,539,46,40,8119,3357,512,297,25,18,4210,3665,893,390,40,29,5028,1250,780,335,31,23,2414,1348,116,129,40,94,1733,91925,8625,9449,1988,985,112981,Moreton Bay (R)
35250,0,0,0,10,29,0,0,0,0,30,25,0,0,0,0,25,22,0,0,0,0,22,30,0,0,0,0,28,39,0,0,0,0,39,31,0,0,0,0,31,38,0,0,0,0,38,24,0,0,0,0,24,23,0,3,0,0,24,16,0,0,0,0,13,29,0,0,0,0,29,4,0,0,0,0,5,17,4,0,0,4,17,337,9,5,0,3,347,Mornington (S)
35300,19,3,0,229,156,7,12,10,0,182,158,5,15,3,4,193,283,12,19,3,3,312,464,13,16,7,7,509,624,16,30,6,10,683,795,27,37,7,6,870,907,33,33,4,10,987,865,39,23,4,4,936,752,31,21,0,10,816,762,24,17,0,0,802,1853,42,13,3,7,1918,490,22,9,0,4,530,161,5,9,3,14,195,8517,279,272,69,86,9214,Mount Isa (C)
35600,8,17,0,70,39,0,13,15,0,70,40,7,18,6,3,71,83,3,9,4,5,106,130,12,25,10,5,178,197,5,28,7,6,248,239,7,32,9,4,287,241,23,22,7,10,295,145,12,13,7,0,178,110,19,17,0,0,141,65,3,10,6,0,87,76,7,15,0,4,102,28,13,8,11,0,65,27,3,3,8,3,45,1467,112,237,138,32,1983,Murweh (S)
35670,0,0,0,0,9,0,0,0,0,7,9,0,0,0,0,9,9,0,0,0,0,9,16,0,0,0,0,16,26,0,0,0,0,30,22,0,0,0,0,23,30,0,0,0,0,33,27,0,0,0,0,27,21,0,0,0,0,21,19,0,0,0,0,19,19,0,0,0,0,19,9,0,0,0,0,9,6,0,0,0,0,3,213,3,0,4,0,221,Napranum (S)
35740,73,44,9,959,713,44,164,60,16,998,819,105,195,56,14,1201,1077,80,252,36,20,1466,1821,198,329,45,17,2409,2325,214,312,36,25,2906,2126,241,309,29,26,2724,1794,307,283,31,12,2426,934,233,203,18,7,1396,774,282,123,14,6,1200,411,136,78,7,10,643,433,210,90,20,6,765,185,237,81,15,4,523,201,23,61,14,26,315,14481,2348,2565,530,198,20130,Noosa (S)
35760,23,48,0,178,122,7,34,62,8,231,158,8,59,40,6,270,213,14,44,33,8,312,374,24,83,36,9,518,476,17,69,27,6,601,471,33,69,16,4,588,369,42,54,23,8,493,189,31,37,12,4,273,167,16,19,9,8,224,100,18,21,4,3,144,131,18,20,6,3,172,29,13,32,9,0,89,58,9,29,28,8,122,2979,256,614,444,80,4378,North Burnett (R)
35780,0,0,0,5,30,0,0,0,0,30,36,0,0,3,0,35,53,0,3,0,0,57,124,3,3,3,3,130,140,7,3,0,0,150,102,0,0,0,0,107,80,0,0,0,0,86,60,0,0,0,0,69,49,3,4,0,0,52,24,0,0,0,0,27,29,0,4,0,0,37,3,0,0,0,3,5,15,0,4,0,0,19,761,21,24,12,9,825,Northern Peninsula Area (R)
35790,0,0,0,16,39,0,0,0,0,39,29,0,0,0,0,29,18,0,0,0,0,25,77,5,0,0,0,84,77,0,0,0,0,77,94,4,0,0,0,99,55,0,0,0,0,56,49,0,0,0,0,51,36,0,0,0,0,36,25,0,0,0,0,25,25,3,0,0,0,34,6,0,0,0,0,10,5,0,0,0,0,5,567,11,4,3,0,585,Palm Island (S)
35800,0,7,0,24,18,0,5,17,0,42,13,3,7,12,3,42,34,0,13,11,0,52,49,6,19,3,0,78,53,3,17,11,3,88,68,6,11,3,0,86,73,3,14,0,3,99,43,3,6,0,0,54,26,0,6,3,0,41,22,4,4,0,0,30,19,4,0,0,0,23,6,5,6,3,0,18,11,5,3,5,0,25,458,44,126,91,14,732,Paroo (S)
36070,0,0,0,0,17,0,0,0,0,19,23,0,3,0,0,22,28,0,0,0,0,30,45,0,0,0,0,45,15,0,0,0,0,16,17,0,3,0,0,16,13,0,0,0,0,13,4,0,0,0,0,8,12,0,0,0,0,11,13,0,0,0,0,11,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,197,3,7,0,0,216,Pormpuraaw (S)
36150,0,3,0,5,15,0,0,0,0,18,7,0,3,4,0,24,20,0,7,6,0,42,25,7,8,3,0,43,44,3,9,5,0,54,48,3,8,0,0,60,49,5,3,4,0,61,39,0,3,3,0,45,27,0,0,3,0,33,15,0,3,3,0,18,26,0,3,0,0,30,5,3,3,0,0,9,4,0,0,0,0,11,332,34,53,48,10,473,Quilpie (S)
36250,132,73,17,2401,1795,64,237,78,28,2207,1690,129,282,78,32,2217,2065,145,308,58,31,2607,3234,243,407,77,48,4003,4163,337,376,58,49,4979,4480,409,392,38,40,5356,4203,553,412,43,28,5242,2527,363,249,21,11,3179,2116,485,193,24,17,2832,1249,260,141,7,7,1674,1272,409,161,21,9,1869,461,359,113,19,9,973,472,82,57,15,42,670,32005,3917,3511,780,362,40572,Redland (C)
36300,0,3,0,28,33,0,0,3,0,35,26,0,3,6,0,31,45,0,9,0,0,55,66,3,10,0,0,79,85,5,9,0,0,95,95,5,10,3,0,112,89,0,0,3,0,94,50,4,7,0,0,65,36,3,4,0,0,44,18,4,0,0,0,30,24,4,0,0,0,26,3,0,4,0,0,7,12,3,3,0,0,14,604,36,60,26,7,732,Richmond (S)
36370,68,61,16,1422,1263,19,141,55,18,1496,1256,43,130,45,30,1509,1625,51,155,28,30,1884,2838,83,201,44,32,3201,3904,129,212,29,28,4301,4529,138,195,26,38,4925,4604,204,240,20,33,5104,3252,173,114,26,14,3576,2649,163,115,14,10,2952,1739,78,73,8,6,1918,2248,184,122,11,6,2570,600,185,134,11,9,945,405,22,28,30,39,517,32295,1496,1937,523,326,36580,Rockhampton (R)
36510,59,41,14,584,448,33,117,69,16,691,484,48,135,60,24,754,583,70,147,65,20,882,1096,95,191,62,25,1465,1256,103,198,31,20,1610,1268,120,181,29,14,1610,1174,133,174,19,14,1518,678,97,102,14,11,908,572,116,80,13,3,791,331,53,39,16,4,437,345,57,52,7,0,469,82,77,42,15,3,218,144,29,36,27,23,263,8959,1039,1583,590,192,12367,Scenic Rim (R)
36580,39,47,5,277,183,11,51,49,3,295,201,26,73,49,7,356,273,23,60,27,11,392,501,56,102,26,21,702,666,49,69,13,12,815,719,52,88,18,7,891,638,44,77,16,11,791,381,34,42,3,8,481,290,39,26,3,3,365,157,11,20,3,3,198,155,22,31,0,0,208,51,32,24,4,5,123,78,4,20,12,6,124,4485,422,730,343,114,6099,Somerset (R)
36630,47,47,8,456,316,19,114,77,15,534,433,25,113,79,17,663,603,38,143,54,21,849,980,55,175,62,22,1297,1242,70,130,28,19,1490,1274,57,118,25,13,1490,1096,69,82,16,13,1280,631,48,67,6,15,767,522,40,38,6,8,614,315,23,14,0,6,358,506,36,45,0,10,594,142,38,29,12,4,230,147,13,29,21,25,240,8594,552,1188,543,187,11060,South Burnett (R)
36660,50,52,13,625,444,29,85,75,19,654,503,51,143,90,22,814,679,41,149,47,30,947,1257,95,214,59,16,1640,1667,103,179,41,22,2014,1681,98,167,34,25,2001,1314,110,125,42,17,1599,717,72,90,19,8,907,553,77,49,9,7,696,273,47,43,3,3,365,259,55,40,9,3,367,89,53,39,16,4,202,170,19,31,36,25,273,10149,874,1441,637,211,13305,Southern Downs (R)
36720,358,183,46,4756,3805,195,753,278,51,5081,4148,311,847,200,82,5588,5627,353,994,186,89,7254,9246,674,1365,247,112,11643,11694,940,1214,161,120,14136,12586,1025,1253,156,110,15122,11570,1261,1215,139,93,14272,7300,1038,787,78,60,9262,6155,1111,576,60,45,7954,3566,576,378,38,25,4576,4008,979,414,60,27,5487,1435,1094,406,63,28,3033,1222,171,178,64,112,1746,86720,9896,10837,2366,1033,110852,Sunshine Coast (R)
36820,33,46,3,390,271,3,74,61,10,417,359,35,94,53,7,552,452,24,117,38,13,641,779,53,144,30,21,1023,994,72,125,34,25,1247,976,81,123,29,15,1209,751,69,116,24,14,967,484,50,67,10,6,619,362,45,51,9,7,462,222,24,30,10,3,292,190,32,34,3,5,269,44,53,36,12,7,151,115,13,33,24,15,198,6328,574,1093,438,141,8571,Tablelands (R)
36910,165,166,30,2656,2042,55,312,188,45,2643,2194,126,395,175,64,2953,2967,150,400,159,58,3733,5229,270,572,132,70,6267,7455,327,516,136,72,8512,8492,428,513,85,77,9591,8415,536,548,90,57,9650,5599,452,310,56,35,6445,4823,443,280,46,33,5636,3089,226,149,32,22,3525,3624,384,213,30,11,4275,1022,539,220,42,17,1842,729,83,79,79,49,1015,58116,4105,4765,1711,645,69344,Toowoomba (R)
36950,0,0,0,14,35,0,10,0,0,50,34,0,10,0,0,42,55,3,3,3,3,69,109,3,7,0,3,124,134,5,3,0,0,144,163,3,0,4,4,178,163,3,14,0,0,183,148,8,12,0,3,174,139,3,4,0,0,143,93,3,3,0,0,97,143,8,3,0,4,161,40,8,3,0,0,49,65,3,3,0,3,74,1343,56,72,10,21,1503,Torres (S)
36960,4,0,0,19,54,3,0,0,0,59,43,0,0,0,0,47,88,0,0,0,0,93,183,3,3,0,0,193,149,4,0,0,0,153,127,0,0,0,0,125,82,0,0,0,0,86,60,0,3,0,0,65,37,0,0,0,0,40,25,0,0,0,0,27,29,3,6,0,0,39,15,3,0,0,0,20,35,3,0,0,0,36,946,20,31,0,4,1003,Torres Strait Island (R)
37010,136,73,28,3205,2681,48,312,81,28,3142,2641,99,271,64,33,3111,3438,98,364,71,41,4009,5635,239,474,75,65,6490,7942,302,487,58,68,8859,9895,408,501,48,80,10938,10864,478,486,61,68,11960,8302,434,311,37,37,9119,6663,461,280,27,24,7451,4027,237,154,14,25,4446,4647,417,206,19,11,5299,1333,388,204,20,13,1960,963,58,71,36,55,1187,72237,3722,4318,847,586,81713,Townsville (C)
32250,3,0,0,9,16,0,3,5,0,22,30,0,0,6,3,41,49,3,3,0,0,51,72,7,3,0,3,85,93,5,0,0,0,102,95,12,4,0,5,118,128,0,9,0,0,144,75,4,4,0,4,88,49,10,6,0,0,66,35,7,3,0,0,44,44,5,6,0,0,58,13,4,5,0,0,19,5,3,0,0,3,15,712,58,55,23,23,860,Carpentaria (S)
32260,34,34,7,399,305,13,73,52,9,448,433,39,93,38,14,621,603,22,99,31,26,781,1093,64,134,40,16,1347,1556,74,130,24,31,1819,1479,102,129,41,15,1765,1161,123,120,42,19,1467,693,74,82,15,13,877,515,68,51,12,9,659,301,23,21,10,0,350,274,62,43,21,6,411,75,55,28,12,0,172,164,17,27,24,14,245,9006,759,1101,465,189,11512,Cassowary Coast (R)
32270,35,26,0,496,383,9,51,23,5,480,416,23,49,36,13,534,497,19,57,27,12,603,721,46,87,32,13,905,958,66,99,40,15,1177,1157,67,69,32,34,1361,1380,115,106,34,14,1652,1254,81,92,22,14,1471,1147,123,64,14,16,1368,1216,55,37,7,7,1327,2550,85,67,23,19,2745,1241,95,70,35,12,1453,247,28,19,26,30,357,13647,847,932,456,210,16101,Central Highlands (R) (Qld)
32310,10,10,0,175,121,12,19,24,10,182,138,18,26,18,10,200,196,10,31,14,4,257,356,22,34,24,14,448,400,27,37,8,10,487,399,36,42,13,8,499,415,27,28,15,4,482,290,19,29,6,3,341,297,17,15,5,0,344,188,14,14,5,3,222,276,19,10,0,7,307,75,15,15,5,0,114,61,3,10,13,9,92,3383,249,326,228,81,4273,Charters Towers (R)
30900,0,0,0,0,5,0,0,0,0,8,7,0,0,3,0,7,8,0,0,0,0,10,27,0,0,0,0,27,48,0,0,0,0,50,31,0,5,0,0,40,23,0,0,0,0,28,9,0,3,0,0,21,9,3,3,0,0,16,14,0,0,0,0,14,8,0,0,0,0,7,10,0,7,0,0,10,4,0,0,4,0,5,198,10,18,12,0,240,Boulia (S)
