LGA_MAIN11,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
34590,1941,1786,3727,10277,9502,19779,1714,1699,3413,1748,1746,3494,13739,12947,26686,6368,6045,12413,1314,1339,2653,1786,1770,3556,9468,9154,18622,536,691,1227,313,600,913,712,577,1289,786,1426,2212,45,39,84,2392,3333,5725,1345,2124,3469,441,770,1211,202,345,547,657,1242,1899,17,24,41,2662,4505,7167,268,330,598,414,803,1217,22,23,45,704,1156,1860,10278,9895,20173,41184,42776,83960,Logan (C)
31750,0,3,3,18,7,25,0,0,0,0,5,5,18,12,30,5,4,9,3,0,3,0,0,0,8,4,12,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,25,8,33,54,33,87,Bulloo (S)
31820,467,417,884,3013,2792,5805,548,518,1066,464,464,928,4025,3774,7799,1935,1831,3766,523,545,1068,373,396,769,2831,2772,5603,89,98,187,43,143,186,180,184,364,168,460,628,10,15,25,490,900,1390,143,269,412,109,235,344,37,99,136,186,420,606,0,7,7,475,1030,1505,63,75,138,116,226,342,7,5,12,186,306,492,3282,3130,6412,11756,12329,24085,Bundaberg (R)
31900,104,78,182,576,567,1143,181,167,348,54,53,107,811,787,1598,340,346,686,179,189,368,14,11,25,533,546,1079,15,4,19,3,8,11,43,35,78,29,90,119,0,4,4,90,141,231,20,30,50,5,12,17,15,17,32,30,41,71,0,0,0,70,100,170,6,3,9,6,23,29,0,3,3,12,29,41,675,601,1276,2295,2282,4577,Burdekin (S)
33220,536,431,967,3079,2898,5977,650,626,1276,495,406,901,4224,3930,8154,1871,1902,3773,525,623,1148,394,394,788,2790,2919,5709,136,133,269,47,148,195,181,158,339,215,528,743,5,14,19,584,981,1565,100,290,390,86,287,373,38,112,150,178,483,661,3,9,12,405,1181,1586,66,75,141,135,259,394,4,10,14,205,344,549,3741,3264,7005,12485,13050,25535,Fraser Coast (R)
33360,298,270,568,2180,1994,4174,583,536,1119,179,199,378,2942,2729,5671,1390,1350,2740,223,242,465,92,101,193,1705,1693,3398,33,29,62,13,39,52,170,178,348,152,393,545,10,4,14,378,643,1021,76,142,218,31,90,121,61,93,154,195,314,509,4,3,7,367,642,1009,36,34,70,87,158,245,0,7,7,123,199,322,2728,2196,4924,8541,8372,16913,Gladstone (R)
33430,3351,3037,6388,13525,12226,25751,2926,2869,5795,4043,4219,8262,20494,19314,39808,8599,8102,16701,1647,1786,3433,4061,3915,7976,14307,13803,28110,878,1026,1904,552,1129,1681,1199,856,2055,1390,2525,3915,49,51,100,4068,5587,9655,4701,6553,11254,1800,2571,4371,518,754,1272,1435,2722,4157,52,70,122,8506,12670,21176,552,675,1227,812,1635,2447,25,24,49,1389,2334,3723,19840,19286,39126,71955,76031,147986,Gold Coast (C)
30900,3,0,3,15,19,34,0,0,0,0,0,0,15,19,34,0,3,3,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,44,43,48,91,Boulia (S)
31000,6441,6037,12478,26722,25142,51864,10428,9998,20426,4225,4413,8638,41375,39553,80928,13945,12808,26753,7865,7665,15530,6876,7150,14026,28686,27623,56309,2607,2483,5090,1721,2307,4028,2212,1545,3757,3138,4679,7817,134,109,243,9812,11123,20935,20441,25168,45609,7168,7792,14960,1839,2414,4253,6714,9131,15845,184,170,354,36346,44675,81021,1683,1722,3405,2001,3326,5327,66,83,149,3750,5131,8881,35008,30145,65153,161418,164287,325705,Brisbane (C)
32330,5,12,17,102,75,177,16,10,26,7,3,10,125,88,213,32,35,67,0,4,4,4,3,7,36,42,78,0,0,0,0,0,0,3,7,10,5,4,9,0,0,0,8,11,19,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,3,3,6,0,0,0,3,3,6,14,12,26,191,173,364,Cherbourg (S)
32450,15,15,30,78,102,180,43,50,93,6,8,14,127,160,287,53,54,107,4,3,7,3,3,6,60,60,120,0,0,0,4,0,4,0,7,7,6,15,21,0,0,0,10,22,32,3,0,3,0,3,3,5,3,8,5,14,19,3,3,6,16,23,39,4,0,4,3,3,6,0,0,0,7,3,10,294,158,452,529,441,970,Cloncurry (S)
32500,25,32,57,133,145,278,0,0,0,4,0,4,137,145,282,58,50,108,3,3,6,4,5,9,65,58,123,0,3,3,0,3,3,6,4,10,9,22,31,0,0,0,15,32,47,3,3,6,4,5,9,0,0,0,9,16,25,0,3,3,16,27,43,0,3,3,5,5,10,0,0,0,5,8,13,682,162,844,945,464,1409,Cook (S)
32600,3,0,3,14,14,28,0,0,0,5,0,5,19,14,33,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,22,17,39,48,34,82,Croydon (S)
33610,66,67,133,389,377,766,198,147,345,5,11,16,592,535,1127,238,219,457,10,13,23,25,30,55,273,262,535,5,11,16,3,8,11,23,30,53,21,73,94,0,4,4,52,126,178,7,14,21,0,12,12,0,14,14,18,54,72,0,0,0,25,94,119,8,0,8,14,23,37,3,0,3,25,23,48,468,476,944,1501,1583,3084,Goondiwindi (R)
33620,213,205,418,1631,1579,3210,234,230,464,244,235,479,2109,2044,4153,1099,987,2086,206,205,411,183,198,381,1488,1390,2878,42,56,98,29,96,125,121,104,225,92,278,370,0,3,3,284,537,821,31,86,117,17,72,89,21,35,56,59,181,240,3,0,3,131,374,505,34,35,69,49,131,180,3,3,6,86,169,255,1737,1744,3481,6048,6463,12511,Gympie (R)
33800,44,41,85,311,313,624,161,167,328,4,6,10,476,486,962,225,227,452,184,130,314,4,4,8,413,361,774,0,3,3,0,6,6,32,20,52,14,63,77,5,0,5,51,92,143,16,30,46,6,14,20,8,5,13,18,31,49,0,0,0,48,80,128,3,3,6,4,7,11,3,0,3,10,10,20,378,345,723,1420,1415,2835,Hinchinbrook (S)
32770,15,14,29,134,109,243,0,0,0,3,0,3,137,109,246,17,14,31,0,0,0,0,0,0,17,14,31,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,6,3,9,35,19,54,210,168,378,Doomadgee (S)
33830,14,6,20,66,73,139,0,0,0,0,0,0,66,73,139,13,35,48,8,4,12,3,0,3,24,39,63,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,7,0,7,0,3,3,0,0,0,7,3,10,24,15,39,138,143,281,Hope Vale (S)
33960,1162,1081,2243,6011,5607,11618,1391,1291,2682,1072,1040,2112,8474,7938,16412,3057,2924,5981,1262,1179,2441,1130,1070,2200,5449,5173,10622,246,344,590,132,245,377,450,413,863,538,989,1527,10,18,28,1376,2009,3385,838,1288,2126,302,530,832,148,236,384,491,950,1441,6,10,16,1785,3014,4799,138,168,306,224,474,698,10,10,20,372,652,1024,6401,5538,11939,25019,25405,50424,Ipswich (C)
33980,157,132,289,1201,1121,2322,60,58,118,19,14,33,1280,1193,2473,526,451,977,8,22,30,17,22,39,551,495,1046,9,5,14,6,4,10,47,51,98,52,126,178,4,4,8,118,190,308,13,22,35,16,21,37,21,30,51,125,147,272,0,0,0,175,220,395,4,7,11,30,69,99,0,0,0,34,76,110,1683,788,2471,3998,3094,7092,Isaac (R)
32750,0,0,0,7,12,19,0,0,0,0,0,0,7,12,19,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,9,4,13,22,23,45,Diamantina (S)
33100,3,0,3,27,32,59,0,0,0,4,5,9,31,37,68,5,0,5,0,0,0,3,5,8,8,5,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,3,6,0,0,0,0,3,3,0,0,0,0,3,3,36,35,71,84,83,167,Etheridge (S)
33200,8,4,12,80,57,137,20,22,42,0,3,3,100,82,182,26,31,57,0,0,0,5,4,9,31,35,66,0,0,0,3,0,3,6,3,9,0,11,11,0,0,0,9,14,23,3,3,6,0,3,3,0,0,0,3,7,10,0,0,0,6,13,19,0,0,0,0,9,9,0,0,0,0,9,9,93,57,150,247,214,461,Flinders (S)
34710,26,16,42,174,182,356,44,60,104,3,0,3,221,242,463,95,76,171,0,4,4,4,7,11,99,87,186,5,10,15,3,5,8,9,10,19,8,24,32,0,0,0,25,49,74,4,5,9,0,5,5,0,6,6,8,22,30,0,0,0,12,38,50,3,0,3,6,9,15,0,0,0,9,9,18,155,160,315,547,601,1148,Longreach (R)
34770,575,545,1120,3800,3501,7301,1214,1095,2309,427,454,881,5441,5050,10491,2125,1993,4118,939,962,1901,412,435,847,3476,3390,6866,84,82,166,43,80,123,336,283,619,302,670,972,13,3,16,778,1118,1896,159,365,524,41,176,217,99,205,304,336,560,896,7,7,14,642,1313,1955,36,32,68,143,265,408,7,7,14,186,304,490,5476,3339,8815,16574,15059,31633,Mackay (R)
34800,3,3,6,27,36,63,4,0,4,0,0,0,31,36,67,0,7,7,0,0,0,3,3,6,3,10,13,0,0,0,0,0,0,3,0,3,8,4,12,0,0,0,11,4,15,0,3,3,0,0,0,0,3,3,6,5,11,0,0,0,6,11,17,0,0,0,0,8,8,0,0,0,0,8,8,88,29,117,142,101,243,McKinlay (S)
35300,121,117,238,684,651,1335,271,234,505,8,16,24,963,901,1864,386,336,722,164,165,329,13,11,24,563,512,1075,6,8,14,8,7,15,68,52,120,96,141,237,4,0,4,182,208,390,15,28,43,11,32,43,6,32,38,79,123,202,0,3,3,111,218,329,6,8,14,26,58,84,0,0,0,32,66,98,1876,1431,3307,3848,3453,7301,Mount Isa (C)
35600,16,20,36,144,123,267,85,68,153,8,3,11,237,194,431,107,102,209,0,8,8,7,0,7,114,110,224,4,0,4,0,0,0,11,9,20,29,38,67,0,4,4,44,51,95,6,3,9,0,6,6,3,3,6,9,32,41,0,0,0,18,44,62,0,0,0,8,3,11,0,0,0,8,3,11,229,207,436,666,629,1295,Murweh (S)
35670,25,23,48,64,50,114,0,0,0,0,0,0,64,50,114,35,43,78,0,0,0,0,0,0,35,43,78,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,3,6,0,0,0,6,3,9,5,9,14,138,134,272,Napranum (S)
35760,41,46,87,344,369,713,89,88,177,14,21,35,447,478,925,233,259,492,3,3,6,8,18,26,244,280,524,8,6,14,0,5,5,13,15,28,11,43,54,0,3,3,32,72,104,3,14,17,6,13,19,6,4,10,9,26,35,0,0,0,24,57,81,0,3,3,11,20,31,0,3,3,11,26,37,483,429,912,1282,1388,2670,North Burnett (R)
35780,17,24,41,178,169,347,0,0,0,4,3,7,182,172,354,68,93,161,10,0,10,3,4,7,81,97,178,4,0,4,0,7,7,3,3,6,11,9,20,0,0,0,18,19,37,3,3,6,0,3,3,0,3,3,4,4,8,0,0,0,7,13,20,6,6,12,0,0,0,0,0,0,6,6,12,75,70,145,386,401,787,Northern Peninsula Area (R)
36070,7,6,13,42,44,86,0,0,0,0,0,0,42,44,86,6,7,13,9,0,9,0,0,0,15,7,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,3,0,3,3,0,3,0,0,0,6,0,6,5,5,10,75,69,144,Pormpuraaw (S)
36150,6,5,11,34,40,74,13,3,16,0,3,3,47,46,93,17,3,20,0,3,3,0,3,3,17,9,26,0,0,0,0,0,0,4,3,7,3,3,6,0,0,0,7,6,13,0,4,4,0,0,0,0,3,3,3,5,8,0,0,0,3,12,15,3,0,3,4,0,4,0,0,0,7,0,7,33,19,52,120,97,217,Quilpie (S)
36250,844,779,1623,4262,3810,8072,1190,1082,2272,1209,1231,2440,6661,6123,12784,2590,2439,5029,688,613,1301,1393,1553,2946,4671,4605,9276,281,283,564,76,205,281,415,313,728,372,756,1128,9,8,17,1153,1565,2718,948,1362,2310,150,346,496,136,189,325,378,672,1050,8,9,17,1620,2578,4198,97,114,211,202,411,613,9,4,13,308,529,837,3536,3516,7052,18793,19695,38488,Redland (C)
36300,3,7,10,43,41,84,0,0,0,3,4,7,46,45,91,9,8,17,0,0,0,3,8,11,12,16,28,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,3,3,49,32,81,110,113,223,Richmond (S)
36360,467,447,914,3146,2817,5963,1333,1202,2535,507,551,1058,4986,4570,9556,1764,1613,3377,1437,1275,2712,477,696,1173,3678,3584,7262,89,104,193,48,103,151,296,350,646,257,643,900,12,13,25,702,1213,1915,385,533,918,165,274,439,113,209,322,371,682,1053,8,10,18,1042,1708,2750,44,47,91,138,254,392,3,5,8,185,306,491,5549,4508,10057,16609,16336,32945,Rockhampton (R)
36510,176,158,334,1320,1308,2628,260,271,531,155,124,279,1735,1703,3438,933,914,1847,59,66,125,196,219,415,1188,1199,2387,32,30,62,14,40,54,75,47,122,71,180,251,0,5,5,192,302,494,77,150,227,25,73,98,16,37,53,69,168,237,0,0,0,187,428,615,17,23,40,40,111,151,0,3,3,57,137,194,1134,1004,2138,4669,4931,9600,Scenic Rim (R)
36580,105,112,217,951,854,1805,36,37,73,62,70,132,1049,961,2010,535,492,1027,58,45,103,115,126,241,708,663,1371,15,28,43,6,23,29,38,32,70,47,110,157,5,0,5,111,193,304,25,78,103,8,35,43,7,21,28,36,101,137,0,0,0,76,235,311,4,11,15,22,58,80,3,0,3,29,69,98,764,678,1442,2842,2911,5753,Somerset (R)
36630,180,146,326,1156,1128,2284,185,154,339,175,150,325,1516,1432,2948,837,872,1709,52,70,122,22,27,49,911,969,1880,34,42,76,8,56,64,98,83,181,103,258,361,0,0,0,243,439,682,11,40,51,17,47,64,16,26,42,73,120,193,0,3,3,117,236,353,16,17,33,30,66,96,0,0,0,46,83,129,1053,936,1989,4066,4241,8307,South Burnett (R)
36660,173,137,310,1149,988,2137,327,327,654,192,145,337,1668,1460,3128,725,775,1500,188,183,371,133,195,328,1046,1153,2199,17,30,47,10,31,41,88,87,175,78,224,302,5,4,9,198,376,574,31,64,95,26,54,80,11,38,49,86,150,236,0,3,3,154,309,463,11,15,26,42,71,113,0,0,0,53,86,139,1043,1083,2126,4335,4604,8939,Southern Downs (R)
36710,1816,1699,3515,9393,8768,18161,1638,1616,3254,2720,2444,5164,13751,12828,26579,6080,6046,12126,1180,1133,2313,2329,2411,4740,9589,9590,19179,357,381,738,181,451,632,662,443,1105,803,1491,2294,22,23,45,2025,2789,4814,1447,2491,3938,643,1363,2006,253,425,678,796,1889,2685,15,29,44,3154,6197,9351,193,284,477,448,1052,1500,18,21,39,659,1357,2016,9496,8940,18436,40490,43400,83890,Sunshine Coast (R)
36810,200,201,401,1438,1382,2820,381,388,769,88,89,177,1907,1859,3766,1064,1121,2185,187,235,422,43,36,79,1294,1392,2686,24,27,51,9,34,43,40,67,107,67,221,288,6,0,6,146,349,495,47,100,147,33,76,109,9,32,41,73,228,301,0,4,4,162,440,602,16,27,43,57,144,201,4,4,8,77,175,252,2488,1803,4291,6274,6219,12493,Tablelands (R)
36910,848,847,1695,4614,4247,8861,1636,1513,3149,1149,1204,2353,7399,6964,14363,2593,2481,5074,1233,1355,2588,1345,1404,2749,5171,5240,10411,111,199,310,94,210,304,390,341,731,446,788,1234,16,16,32,1057,1554,2611,844,1215,2059,576,558,1134,203,331,534,655,1107,1762,3,11,14,2281,3222,5503,107,130,237,183,430,613,12,14,26,302,574,876,4832,4824,9656,21890,23225,45115,Toowoomba (R)
34830,0,0,0,11,21,32,0,3,3,0,0,0,11,24,35,7,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,24,32,56,Mapoon (S)
34860,67,69,136,423,319,742,207,192,399,8,7,15,638,518,1156,200,164,364,127,140,267,6,20,26,333,324,657,11,5,16,0,13,13,37,33,70,35,71,106,4,0,4,87,122,209,10,9,19,4,13,17,9,14,23,20,64,84,0,3,3,43,103,146,4,4,8,4,29,33,3,0,3,11,33,44,736,609,1345,1915,1778,3693,Maranoa (R)
35010,2462,2346,4808,13562,12530,26092,2705,2712,5417,2524,2513,5037,18791,17755,36546,7762,7768,15530,2025,1985,4010,2412,2364,4776,12199,12117,24316,586,646,1232,218,572,790,1015,755,1770,998,1883,2881,43,28,71,2860,3884,6744,1861,2960,4821,402,1018,1420,292,487,779,1053,2003,3056,15,31,46,3623,6499,10122,346,398,744,616,1252,1868,22,22,44,984,1672,2656,12066,11109,23175,52985,55382,108367,Moreton Bay (R)
35250,3,5,8,96,83,179,0,0,0,3,3,6,99,86,185,25,26,51,0,5,5,3,0,3,28,31,59,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,0,12,12,3,4,7,3,0,3,0,0,0,6,4,10,34,30,64,173,168,341,Mornington (S)
35790,21,11,32,123,103,226,72,58,130,0,0,0,195,161,356,40,46,86,8,9,17,3,0,3,51,55,106,5,3,8,3,5,8,3,3,6,6,7,13,0,0,0,17,18,35,0,0,0,3,3,6,0,4,4,3,6,9,0,0,0,6,13,19,3,7,10,3,0,3,0,0,0,6,7,13,32,33,65,328,298,626,Palm Island (S)
35800,8,11,19,36,49,85,33,39,72,3,0,3,72,88,160,22,27,49,0,6,6,0,3,3,22,36,58,0,0,0,3,0,3,5,5,10,0,10,10,0,0,0,8,15,23,0,3,3,0,0,0,0,0,0,3,10,13,0,0,0,3,13,16,0,0,0,0,3,3,3,0,3,3,3,6,86,69,155,202,235,437,Paroo (S)
36950,33,35,68,132,145,277,25,24,49,7,0,7,164,169,333,129,105,234,10,0,10,6,3,9,145,108,253,3,0,3,0,6,6,3,3,6,7,18,25,3,0,3,16,27,43,3,0,3,5,9,14,0,0,0,21,33,54,0,0,0,29,42,71,0,0,0,0,11,11,0,0,0,0,11,11,257,247,504,644,639,1283,Torres (S)
36960,43,48,91,393,353,746,18,13,31,0,3,3,411,369,780,71,44,115,42,7,49,9,3,12,122,54,176,10,8,18,11,18,29,3,8,11,10,29,39,0,0,0,34,63,97,0,3,3,0,10,10,0,0,0,6,6,12,0,0,0,6,19,25,15,10,25,9,13,22,0,0,0,24,23,47,139,108,247,779,684,1463,Torres Strait Island (R)
37010,958,920,1878,4987,4617,9604,2226,2224,4450,918,855,1773,8131,7696,15827,3053,2893,5946,1507,1538,3045,961,907,1868,5521,5338,10859,297,205,502,93,233,326,406,409,815,476,1007,1483,18,22,40,1290,1876,3166,1746,2950,4696,521,911,1432,250,373,623,641,1310,1951,16,14,30,3174,5558,8732,95,102,197,219,409,628,6,6,12,320,517,837,7794,6372,14166,27188,28277,55465,Townsville (C)
63610,155,170,325,1126,1021,2147,304,303,607,372,344,716,1802,1668,3470,613,536,1149,174,258,432,317,316,633,1104,1110,2214,124,99,223,20,44,64,114,59,173,121,181,302,0,3,3,379,386,765,230,298,528,92,105,197,28,46,74,150,355,505,3,3,6,503,807,1310,20,34,54,53,96,149,0,0,0,73,130,203,763,811,1574,4779,5082,9861,Kingborough (M)
51540,42,51,93,155,119,274,75,93,168,33,36,69,263,248,511,78,75,153,30,42,72,4,3,7,112,120,232,4,4,8,0,6,6,22,9,31,16,45,61,0,0,0,42,64,106,5,3,8,3,5,8,0,3,3,11,21,32,0,0,0,19,32,51,3,3,6,3,14,17,0,0,0,6,17,23,406,403,809,890,935,1825,Carnarvon (S)
99399,23,16,39,97,98,195,0,0,0,7,7,14,104,105,209,65,61,126,0,3,3,3,0,3,68,64,132,3,0,3,3,0,3,0,3,3,0,13,13,0,0,0,6,16,22,3,4,7,3,0,3,0,0,0,4,15,19,0,3,3,10,22,32,5,0,5,0,0,0,3,0,3,8,0,8,853,93,946,1072,316,1388,Unincorp. Other Territories
37300,27,19,46,162,170,332,0,0,0,6,5,11,168,175,343,89,92,181,0,3,3,3,3,6,92,98,190,6,3,9,0,3,3,11,5,16,12,32,44,0,0,0,29,43,72,3,3,6,0,0,0,0,4,4,14,24,38,0,0,0,17,31,48,0,3,3,5,7,12,0,0,0,5,10,15,229,179,408,567,555,1122,Weipa (T)
37310,186,167,353,1163,1028,2191,325,289,614,172,150,322,1660,1467,3127,719,697,1416,113,149,262,50,78,128,882,924,1806,19,18,37,12,17,29,87,80,167,78,168,246,3,5,8,199,288,487,29,55,84,11,34,45,22,46,68,55,109,164,3,0,3,120,244,364,12,10,22,31,49,80,0,0,0,43,59,102,1542,1272,2814,4632,4421,9053,Western Downs (R)
37340,156,112,268,865,844,1709,244,229,473,116,111,227,1225,1184,2409,661,581,1242,12,12,24,82,50,132,755,643,1398,20,14,34,15,17,32,103,88,191,103,228,331,3,3,6,244,350,594,22,47,69,11,23,34,5,35,40,38,99,137,0,0,0,76,204,280,15,21,36,34,87,121,0,0,0,49,108,157,2241,1559,3800,4746,4160,8906,Whitsunday (R)
40430,13,13,26,84,74,158,3,0,3,8,9,17,95,83,178,53,50,103,3,3,6,9,8,17,65,61,126,0,0,0,0,0,0,3,3,6,3,12,15,0,0,0,6,15,21,0,4,4,0,3,3,0,3,3,3,3,6,0,0,0,3,13,16,0,0,0,0,7,7,0,0,0,0,7,7,86,81,167,268,273,541,Barunga West (DC)
40520,83,57,140,415,368,783,108,95,203,28,29,57,551,492,1043,308,284,592,0,0,0,6,3,9,314,287,601,10,15,25,10,39,49,31,22,53,31,75,106,0,3,3,82,154,236,5,16,21,8,27,35,3,5,8,11,35,46,0,0,0,27,83,110,7,13,20,13,31,44,3,0,3,23,44,67,375,408,783,1455,1525,2980,Berri and Barmera (DC)
50770,8,16,24,42,46,88,28,29,57,0,0,0,70,75,145,32,38,70,4,0,4,0,3,3,36,41,77,6,0,6,0,0,0,6,0,6,3,7,10,0,0,0,15,7,22,3,0,3,0,0,0,0,0,0,3,6,9,0,0,0,6,6,12,0,0,0,0,6,6,0,0,0,0,6,6,43,42,85,178,193,371,Boyup Brook (S)
47140,1034,867,1901,3828,3494,7322,1030,1110,2140,845,874,1719,5703,5478,11181,2318,2265,4583,803,845,1648,660,702,1362,3781,3812,7593,295,307,602,279,409,688,350,283,633,507,757,1264,22,18,40,1453,1774,3227,913,1009,1922,389,390,779,97,190,287,344,519,863,13,7,20,1756,2115,3871,166,195,361,219,404,623,7,18,25,392,617,1009,4604,4546,9150,18723,19209,37932,Salisbury (C)
47290,16,21,37,83,91,174,0,0,0,3,3,6,86,94,180,54,60,114,4,3,7,4,7,11,62,70,132,4,0,4,4,0,4,0,4,4,3,6,9,0,3,3,11,13,24,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,9,9,0,3,3,0,4,4,0,0,0,0,7,7,63,54,117,238,268,506,Southern Mallee (DC)
47490,15,10,25,102,98,200,0,0,0,3,4,7,105,102,207,55,61,116,0,0,0,3,4,7,58,65,123,0,4,4,0,0,0,7,3,10,0,12,12,0,0,0,7,19,26,0,0,0,0,4,4,0,3,3,0,8,8,0,0,0,0,15,15,0,4,4,3,3,6,0,0,0,3,7,10,95,72,167,283,290,573,Streaky Bay (DC)
40070,44,47,91,98,132,230,17,33,50,59,60,119,174,225,399,89,65,154,25,34,59,87,90,177,201,189,390,84,79,163,70,74,144,24,26,50,56,81,137,3,3,6,237,263,500,1559,1853,3412,496,439,935,59,60,119,194,180,374,7,3,10,2315,2535,4850,68,61,129,47,79,126,3,3,6,118,143,261,1344,837,2181,4433,4239,8672,Adelaide (C)
40120,274,240,514,1346,1206,2552,167,200,367,538,568,1106,2051,1974,4025,685,649,1334,206,161,367,479,467,946,1370,1277,2647,76,65,141,23,36,59,136,59,195,120,194,314,3,3,6,358,357,715,461,476,937,92,168,260,36,55,91,185,343,528,5,4,9,779,1046,1825,31,32,63,68,114,182,0,0,0,99,146,245,881,836,1717,5812,5876,11688,Adelaide Hills (DC)
