lga_code16,p_m3_trn_and_2_oth_ms_15_24,p_m3_trn_and_2_oth_ms_25_34,p_m3_trn_and_2_oth_ms_35_44,p_m3_trn_and_2_oth_ms_45_54,p_m3_trn_and_2_oth_ms_55_64,p_m3_trn_and_2_oth_ms_65_74,p_m3_trn_and_2_oth_ms_75ov,p_m3_trn_and_2_oth_ms_tot,p_m3_bus2othms_ex_tn_15_24,p_m3_bus2othms_ex_tn_25_34,p_m3_bus2othms_ex_tn_35_44,p_m3_bus2othms_ex_tn_45_54,p_m3_bus2othms_ex_tn_55_64,p_m3_bus2othms_ex_tn_65_74,p_m3_bus2othms_ex_tn_75ov,p_m3_bus2othms_ex_tn_tot,p_m3_other_m3_15_24,p_m3_other_m3_25_34,p_m3_other_m3_35_44,p_m3_other_m3_45_54,p_m3_other_m3_55_64,p_m3_other_m3_65_74,p_m3_other_m3_75ov,p_m3_other_m3_tot,p_m3_tot_m3_15_24,p_m3_tot_m3_25_34,p_m3_tot_m3_35_44,p_m3_tot_m3_45_54,p_m3_tot_m3_55_64,p_m3_tot_m3_65_74,p_m3_tot_m3_75ov,p_m3_tot_m3_tot,p_wkd_at_home_15_24,p_wkd_at_home_25_34,p_wkd_at_home_35_44,p_wkd_at_home_45_54,p_wkd_at_home_55_64,p_wkd_at_home_65_74,p_wkd_at_home_75ov,p_wkd_at_home_tot,p_did_not_go_to_work_15_24,p_did_not_go_to_work_25_34,p_did_not_go_to_work_35_44,p_did_not_go_to_work_45_54,p_did_not_go_to_work_55_64,p_did_not_go_to_work_65_74,p_did_not_go_to_work_75ov,p_did_not_go_to_work_tot,p_mt_ns_15_24,p_mt_ns_25_34,p_mt_ns_35_44,p_mt_ns_45_54,p_mt_ns_55_64,p_mt_ns_65_74,p_mt_ns_75ov,p_mt_ns_tot,p_tot_15_24,p_tot_25_34,p_tot_35_44,p_tot_45_54,p_tot_55_64,p_tot_65_74,p_tot_75ov,p_tot_tot,lga_name16
10050,0,0,0,5,0,0,0,5,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,5,5,4,6,3,0,0,18,20,96,159,161,184,84,29,737,666,578,447,400,397,114,9,2611,38,23,42,38,47,26,9,224,4133,4997,5002,5459,4194,921,104,24820,Albury (C)
10130,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,3,0,3,7,6,0,3,0,13,27,56,154,187,213,189,67,891,385,245,167,194,218,79,11,1300,29,26,26,28,12,11,5,138,2238,2387,2402,2898,2334,695,144,13097,Armidale Regional (A)
10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,4,0,0,0,10,16,83,244,290,329,203,66,1239,336,230,213,283,308,96,3,1472,27,23,42,34,34,25,15,197,2062,2182,2990,3573,3119,833,146,14913,Ballina (A)
10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,14,22,14,0,78,11,7,11,12,7,3,0,50,0,6,0,4,0,0,0,19,91,116,168,180,191,42,9,795,Balranald (A)
10470,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,7,5,0,0,0,0,0,12,32,88,146,171,195,150,47,837,509,350,277,270,296,85,19,1808,55,29,42,34,33,12,3,205,2988,3425,3439,3758,2927,774,146,17455,Bathurst Regional (A)
10550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,11,0,0,0,4,6,0,0,11,15,56,139,194,291,184,55,938,259,218,225,301,393,116,13,1518,33,19,25,34,29,24,10,168,1437,1584,2107,3055,2884,762,118,11940,Bega Valley (A)
10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,89,111,137,82,39,493,50,51,74,98,100,30,0,409,9,3,4,13,11,3,4,50,334,480,671,912,907,256,65,3609,Bellingen (A)
10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,54,74,97,52,15,330,41,47,38,47,60,25,7,261,7,6,3,5,3,3,5,46,322,400,467,574,653,237,55,2709,Berrigan (A)
10750,76,73,44,36,18,12,0,260,3,9,0,0,0,0,0,15,6,6,3,7,4,0,0,20,91,90,46,38,22,12,0,295,107,656,1045,818,557,190,22,3393,1997,1690,1432,1118,974,311,36,7559,230,258,187,221,142,51,17,1112,15915,23441,24399,22963,15282,3117,238,105352,Blacktown (C)
10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,17,32,68,86,88,61,31,386,51,45,34,37,60,20,6,257,11,9,3,13,12,6,7,53,318,439,520,536,535,183,69,2599,Bland (A)
10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,54,82,69,28,298,52,75,74,63,37,27,4,326,9,0,8,7,6,8,5,38,330,560,627,659,498,184,65,2922,Blayney (A)
10900,12,6,3,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,4,3,0,0,32,54,172,440,561,516,311,54,2099,578,358,346,385,449,151,18,2280,38,22,22,32,27,17,6,161,3055,2756,3451,4264,3645,1138,150,18452,Blue Mountains (C)
10950,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,17,16,36,32,17,15,136,20,29,23,32,21,10,4,135,5,3,3,0,3,3,0,24,163,264,235,318,194,77,42,1298,Bogan (A)
11100,68,93,70,43,41,4,0,309,4,10,6,3,0,0,0,24,0,0,3,3,3,0,0,13,71,104,74,47,42,4,0,338,25,134,252,166,124,40,14,748,687,927,1103,1110,752,121,10,4712,72,113,77,88,60,24,12,451,5271,11770,11787,10897,6393,1251,130,47503,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,20,20,8,8,74,10,24,6,6,11,7,0,73,0,0,0,3,3,3,3,13,107,240,195,238,182,68,19,1047,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,7,0,0,7,15,21,9,0,55,3,12,0,5,4,3,0,29,0,0,0,0,6,0,0,10,42,96,69,135,106,42,4,499,Brewarrina (A)
11250,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,40,38,53,31,4,194,135,188,133,163,178,39,7,845,18,11,13,16,24,7,8,95,946,1429,1246,1517,1381,283,48,6845,Broken Hill (C)
13910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,23,41,83,151,175,141,56,666,140,109,108,125,139,56,11,677,20,18,16,18,10,14,9,98,970,1061,1341,1613,1348,501,134,6958,Hilltops (A)
14000,49,52,27,21,18,8,0,173,4,0,0,4,0,0,0,10,0,0,0,0,7,0,0,11,54,54,29,25,21,8,0,192,103,273,813,1050,776,375,92,3479,1365,701,692,569,599,266,39,4221,68,62,72,70,40,15,6,344,7274,7708,8398,9362,7157,2080,301,42292,Hornsby (A)
14100,4,10,6,4,4,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,6,8,3,0,0,32,7,23,84,106,93,62,22,394,68,88,75,69,90,40,4,429,9,7,3,3,6,4,4,36,476,857,849,1043,812,313,49,4397,Hunters Hill (A)
14170,103,153,75,64,55,9,0,463,6,10,4,9,3,0,0,29,0,4,7,9,3,0,0,21,107,166,85,81,62,9,0,513,95,529,1057,1136,783,357,50,4011,1096,1187,1013,707,616,262,34,4914,111,156,110,104,72,36,18,610,7961,15711,13832,13003,9005,2571,327,62403,Inner West (A)
14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,90,116,148,109,46,559,127,108,92,102,113,41,9,583,30,17,24,24,15,10,17,140,941,1071,1192,1436,1197,359,115,6324,Inverell (A)
14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,33,28,50,57,45,15,228,26,39,36,29,36,9,0,183,8,8,7,4,0,4,4,30,227,400,325,392,346,120,26,1836,Junee (A)
14350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,3,15,33,85,113,146,120,37,537,215,160,171,178,228,63,6,1022,44,24,38,41,37,15,12,202,1239,1414,1783,2251,2017,534,91,9329,Kempsey (A)
14400,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,40,119,141,170,89,32,612,221,91,101,103,117,45,6,685,13,3,8,10,5,4,3,46,1033,805,1001,1122,1030,316,54,5363,Kiama (A)
14500,33,39,19,17,12,3,0,125,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,34,43,20,20,17,3,0,136,94,246,783,1169,862,602,191,3948,820,515,455,445,466,263,57,3017,40,36,34,33,30,24,13,214,4394,5270,5599,7230,5233,2087,415,30220,Ku-ring-gai (A)
14550,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,7,8,26,56,81,122,82,44,426,38,36,37,45,73,19,0,246,11,7,7,10,11,3,10,52,284,352,436,658,700,219,71,2725,Kyogle (A)
14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,9,26,37,48,62,48,25,257,38,44,33,39,39,13,3,203,5,10,9,0,7,0,3,38,279,437,414,482,469,189,74,2347,Lachlan (A)
14650,4,10,5,4,4,0,0,30,3,3,0,3,0,0,0,11,3,3,4,0,0,0,0,15,10,13,12,4,6,0,0,47,94,383,760,795,689,311,65,3095,1889,1271,1078,951,1001,269,33,6498,123,84,82,87,71,34,18,493,10859,11505,11682,12389,9131,1963,242,57757,Lake Macquarie (C)
14700,18,35,21,12,11,7,0,113,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,3,18,41,23,17,11,5,0,121,21,78,226,261,237,153,28,1012,233,247,232,152,137,73,14,1093,22,31,30,19,12,7,5,121,1821,4168,3807,3259,2144,684,105,15982,Lane Cove (A)
14750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,21,33,61,58,36,22,241,58,69,56,69,70,19,6,345,18,18,7,11,15,7,10,81,638,839,864,1097,872,206,61,4576,Leeton (A)
14850,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,4,3,0,0,0,7,21,86,193,252,319,187,55,1113,424,344,366,321,411,124,13,2010,53,26,52,44,31,18,24,248,2660,3073,4003,4891,4247,1045,159,20090,Lismore (C)
14870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,35,42,88,102,54,22,351,149,168,155,171,160,52,3,870,22,8,13,12,13,3,5,85,1027,1346,1453,1752,1457,338,62,7444,Lithgow (C)
14900,54,28,24,26,16,0,0,151,9,0,0,0,0,0,0,11,0,8,4,0,3,0,0,10,66,40,26,26,15,5,0,175,110,415,659,627,377,149,20,2356,1244,1182,927,744,635,183,26,4948,175,166,162,134,109,31,14,791,10513,15716,15437,14434,9646,1923,206,67886,Liverpool (C)
14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,49,87,100,75,35,381,33,34,49,46,56,21,3,250,12,8,11,4,10,4,0,45,236,439,500,640,570,213,63,2654,Liverpool Plains (A)
14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,25,43,43,39,12,181,11,13,17,16,18,6,0,77,0,0,3,0,3,5,0,10,77,135,151,209,195,90,22,877,Lockhart (A)
15050,3,3,0,4,3,0,0,15,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,10,7,0,4,3,0,0,27,31,169,248,291,225,116,23,1110,769,620,542,445,436,111,13,2925,47,28,39,45,27,18,12,220,4704,5694,5711,5754,3947,836,112,26754,Maitland (C)
15240,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,4,4,0,0,12,43,116,257,431,521,408,107,1884,679,465,473,618,702,217,30,3169,82,37,51,92,79,39,38,417,3598,3908,4866,6604,5982,1642,291,26889,Mid-Coast (A)
15270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,3,3,0,11,15,57,115,133,163,172,52,708,167,239,198,214,179,55,8,1062,33,16,24,30,16,16,5,150,1180,1805,1948,2302,1638,525,133,9525,Mid-Western Regional (A)
15300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44,68,109,129,78,30,466,79,101,78,79,82,32,4,455,17,5,11,20,21,10,0,86,704,1090,1110,1247,1028,349,81,5603,Moree Plains (A)
15350,31,27,19,12,17,4,0,107,0,3,4,0,3,0,0,12,0,0,0,0,0,0,0,4,31,34,23,19,15,3,0,124,13,75,195,284,243,198,72,1077,223,145,120,113,114,68,20,797,18,14,16,12,10,10,0,81,1294,1945,1698,1740,1312,613,142,8738,Mosman (A)
15520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,39,82,139,143,82,25,536,94,80,52,78,107,28,12,436,16,4,15,13,7,7,3,65,591,664,711,1023,961,292,91,4336,Murray River (A)
15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,27,54,68,36,12,222,24,22,15,35,26,13,3,140,7,0,3,0,5,0,0,24,174,293,292,370,339,107,29,1610,Murrumbidgee (A)
15650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,52,33,60,47,54,17,277,168,278,280,265,177,29,3,1204,19,20,20,19,16,15,5,116,1221,2168,2201,2228,1368,263,47,9498,Muswellbrook (A)
15700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,76,103,113,97,27,464,107,95,87,111,146,31,12,579,22,10,15,6,14,7,3,85,726,810,1049,1289,1267,323,73,5529,Nambucca (A)
15750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,37,82,95,122,99,30,476,92,186,125,106,111,35,7,665,22,18,10,18,12,9,12,89,762,1327,1319,1370,1113,339,74,6303,Narrabri (A)
15800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,29,49,49,47,17,218,37,36,35,39,34,13,3,193,3,4,3,3,5,3,3,25,243,320,389,492,446,158,46,2093,Narrandera (A)
15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,7,22,47,75,76,54,13,288,25,34,32,28,32,22,3,180,5,9,3,4,10,3,7,38,235,410,418,503,468,183,46,2261,Narromine (A)
15900,13,55,51,44,20,3,0,191,10,16,3,10,9,0,0,52,8,9,5,4,4,0,0,33,36,73,56,61,29,3,0,265,116,424,670,622,495,224,44,2598,2310,2461,1984,1831,1674,408,55,10730,148,132,118,151,99,52,24,728,14301,21632,21456,21948,15063,2593,324,97327,Newcastle (C)
15950,111,245,218,126,62,10,0,774,3,14,24,12,4,3,0,58,0,4,7,6,5,0,0,24,118,262,248,144,75,12,0,855,69,474,920,806,592,362,89,3302,834,1172,1002,551,461,223,36,4274,102,148,121,86,61,34,15,571,7217,21514,19657,13838,7474,2244,310,72250,North Sydney (A)
15990,64,122,54,38,27,4,0,309,18,15,15,17,0,0,0,59,3,0,9,13,9,3,0,32,80,141,76,65,37,8,0,402,172,736,2180,2369,1610,945,245,8255,2187,1368,1295,1112,1080,532,93,7669,149,151,129,162,117,49,23,781,13520,17750,18755,19463,13520,4486,738,88233,Northern Beaches (A)
16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,37,51,67,21,209,34,24,38,27,50,23,3,201,3,3,5,11,3,4,0,33,259,346,404,464,427,228,31,2158,Oberon (A)
16150,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,4,7,4,0,0,0,12,12,98,162,149,155,83,22,679,391,463,343,288,298,105,13,1908,36,29,27,43,18,22,14,191,2878,3992,4086,4098,3069,737,105,18968,Orange (C)
16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,49,65,102,128,86,34,464,107,100,82,102,116,40,8,553,10,9,7,9,18,10,7,69,837,1019,1076,1261,1028,309,74,5611,Parkes (A)
16260,199,266,203,147,110,26,0,944,14,11,10,6,7,0,0,47,3,6,3,5,0,0,0,18,212,284,215,157,117,28,0,1006,103,695,1109,861,666,303,68,3807,1973,2689,2187,1578,1529,447,49,10456,223,333,238,211,152,50,32,1231,16068,34836,33184,29270,19966,4226,413,137952,Parramatta (C)
16350,48,23,23,28,20,0,0,143,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,12,52,29,21,32,25,4,0,158,87,465,707,654,522,220,35,2688,1701,1370,1083,916,922,264,39,6303,121,135,106,124,80,31,11,610,11705,14542,14734,14470,10644,2273,224,68594,Penrith (C)
11730,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,6,14,62,165,250,336,164,69,1055,363,263,261,326,450,113,15,1791,42,21,26,30,45,26,22,207,2148,2331,3194,4019,3631,848,186,16345,Clarence Valley (A)
11750,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,11,4,18,21,29,33,21,10,132,34,84,59,56,47,11,0,292,4,4,11,7,9,3,3,40,263,580,482,469,370,87,21,2269,Cobar (A)
11800,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,10,3,4,3,3,3,0,0,16,35,150,336,366,381,186,27,1483,635,531,482,500,587,139,12,2890,70,55,57,63,30,15,19,311,4269,5132,5843,6801,5572,1141,119,28886,Coffs Harbour (C)
12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,28,55,47,34,15,196,28,7,19,16,18,8,0,101,3,0,0,3,0,3,5,17,158,139,191,264,228,93,31,1111,Coolamon (A)
12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,27,49,66,36,15,226,10,27,15,11,27,5,0,90,3,0,8,4,3,3,3,18,148,261,225,335,316,108,29,1432,Coonamble (A)
12350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,34,70,78,109,93,37,431,94,71,54,98,74,23,6,424,16,7,6,11,13,5,3,66,717,707,838,1036,879,320,75,4569,Cowra (A)
12380,75,81,60,47,32,4,0,304,0,0,0,0,0,0,0,6,0,3,7,3,0,0,0,13,80,85,65,56,32,4,0,327,94,459,645,503,342,90,16,2142,929,1049,800,702,621,236,27,4367,173,183,138,122,85,30,18,745,8774,16987,16182,15628,10618,2284,194,70670,Cumberland (A)
12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,40,66,95,72,36,333,49,33,45,52,61,16,3,254,10,3,3,3,4,0,0,27,273,256,373,506,502,188,59,2155,Dungog (A)
12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,21,44,50,68,40,18,254,69,63,60,55,83,31,4,361,8,4,8,12,12,6,0,52,508,594,724,793,788,239,50,3693,Edward River (A)
12750,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,44,130,186,244,137,30,779,262,175,199,287,351,104,6,1377,41,23,25,16,30,9,15,161,1554,1640,2215,2958,2867,653,94,11982,Eurobodalla (A)
11300,27,40,25,18,19,4,0,136,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,5,29,39,32,18,24,4,0,144,16,69,132,153,121,43,16,553,386,296,223,212,202,91,16,1426,37,51,23,19,20,6,8,164,2501,4010,3348,3461,2541,674,102,16624,Burwood (A)
11350,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,3,0,0,3,0,0,10,3,3,0,4,3,0,0,16,14,169,424,487,436,177,39,1740,243,218,243,238,279,80,0,1305,32,28,45,47,35,16,11,203,1449,2364,2893,3042,2515,606,91,12964,Byron (A)
11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,9,43,126,130,128,142,59,643,40,99,80,78,83,32,9,420,9,10,6,10,5,8,9,59,364,725,876,990,829,388,124,4298,Cabonne (A)
11450,10,4,3,5,4,0,0,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,5,4,0,0,28,44,255,393,286,236,113,12,1336,664,421,328,306,274,64,8,2056,52,36,60,55,25,18,10,256,4915,5229,5327,4966,3225,702,85,24444,Camden (A)
11500,34,20,25,15,10,4,0,103,3,3,5,0,0,0,0,10,0,0,0,3,0,0,0,3,39,27,31,19,12,4,0,118,50,247,375,346,314,69,28,1432,1172,889,698,647,617,196,22,4237,114,103,109,83,59,24,5,489,8008,10119,10398,10421,7526,1528,127,48114,Campbelltown (C) (NSW)
11520,28,71,38,36,15,3,0,193,3,0,0,0,3,0,0,8,0,0,8,3,0,0,0,5,33,75,42,42,18,3,0,213,38,272,568,533,361,181,43,2004,603,619,537,353,384,137,19,2661,68,73,60,59,28,15,9,311,4343,8734,8060,6824,4350,1155,142,33608,Canada Bay (A)
11570,90,90,56,52,31,7,0,328,0,9,4,3,0,0,0,17,3,9,6,6,0,0,0,27,92,103,68,62,35,7,0,364,152,636,998,881,677,223,40,3601,1513,1385,1206,991,948,349,52,6447,202,270,195,222,147,60,12,1107,12471,21048,20943,21517,15012,3402,382,94779,Canterbury-Bankstown (A)
11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,13,14,29,50,41,26,10,182,17,23,9,15,16,10,3,92,5,0,5,4,10,0,4,27,172,238,260,299,239,72,26,1302,Carrathool (A)
11650,33,29,17,25,18,8,0,136,10,8,3,0,4,0,0,26,4,3,6,6,0,0,0,20,49,36,28,35,22,6,0,176,175,728,1632,1652,1389,674,117,6364,2988,2197,1966,2001,2018,564,71,11794,234,169,188,239,160,84,42,1121,17531,19123,21425,24111,18085,4010,445,104732,Central Coast (C) (NSW)
11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,7,15,23,34,6,3,84,3,9,9,0,13,3,0,38,3,3,3,3,5,0,0,19,76,111,106,149,155,42,13,658,Central Darling (A)
11720,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,18,90,137,194,196,114,26,777,475,439,321,326,323,69,11,1965,42,31,27,36,18,6,5,168,2606,2960,3008,3190,2402,537,87,14791,Cessnock (C)
12850,39,40,22,22,13,3,0,128,0,0,0,5,3,0,0,12,0,3,0,4,0,0,0,10,42,42,24,30,13,3,0,149,87,310,400,417,338,92,14,1640,911,726,587,561,505,167,14,3471,157,146,115,142,99,32,12,692,8138,12444,12346,12956,9105,1939,165,57091,Fairfield (C)
12870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,66,71,109,62,24,363,119,77,67,112,131,45,9,565,14,9,10,15,13,14,3,81,676,815,906,1146,1026,305,55,4935,Federation (A)
12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,31,54,81,115,62,31,373,65,76,48,49,58,21,9,320,11,9,13,15,6,4,7,64,561,708,717,836,720,232,87,3855,Forbes (A)
12930,35,51,41,33,24,3,0,188,0,6,3,0,0,0,0,9,0,0,3,4,0,0,0,8,30,57,42,35,24,3,0,198,66,275,538,552,392,188,55,2061,980,877,741,608,583,234,34,4059,74,100,82,62,47,25,8,395,5953,9467,9102,9464,6621,1715,229,42550,Georges River (A)
12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,31,65,65,46,29,256,34,29,22,26,38,4,3,151,4,3,10,3,0,7,0,25,182,246,260,352,342,136,53,1570,Gilgandra (A)
13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,53,74,80,90,24,361,70,46,30,51,61,30,9,292,7,3,15,14,15,15,5,69,397,416,548,677,662,278,78,3059,Glen Innes Severn (A)
13310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,18,60,92,120,118,95,41,537,260,247,211,235,215,79,12,1256,34,17,20,32,19,8,4,134,1767,2162,2262,2688,2029,553,97,11561,Goulburn Mulwaree (A)
13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,41,76,141,169,107,48,591,59,45,41,61,64,39,8,312,11,6,7,3,9,8,3,39,378,509,532,784,719,303,92,3316,Greater Hume Shire (A)
13450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,76,94,142,81,30,476,234,197,162,134,123,57,5,921,31,28,25,41,31,17,11,183,1921,2606,2371,2597,1994,549,92,12132,Griffith (C)
13510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,34,51,83,73,62,37,343,67,69,64,64,73,27,3,367,9,5,5,12,5,12,5,53,556,645,789,958,850,263,78,4134,Gundagai (A)
13550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,11,38,68,74,139,71,31,432,94,82,69,71,77,24,3,422,10,7,7,9,13,5,7,59,737,911,933,989,957,267,66,4859,Gunnedah (A)
13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,21,51,106,77,75,28,366,18,18,23,28,31,20,3,140,3,0,3,0,3,3,0,19,181,257,319,459,358,186,55,1826,Gwydir (A)
