yr,est_p_inc_emply_inc_num,est_p_inc_emply_inc_med_age_yrs,est_p_inc_tot_emply_inc_aud,est_p_inc_med_emply_inc_aud,est_p_inc_avg_emply_inc_aud,est_p_inc_emply_inc_mn_src_inc_pr100,est_p_inc_own_unincorportd_bsns_inc_num,est_p_inc_own_unincorportd_bsns_inc_med_age_yrs,est_p_inc_tot_own_unincorportd_bsns_inc_aud,est_p_inc_med_own_unincorportd_bsns_inc_aud,est_p_inc_avg_own_unincorportd_bsns_inc_aud,est_p_inc_own_unincorportd_bsns_inc_mn_src_inc_pr100,est_p_inc_investment_inc_num,est_p_inc_investment_inc_med_age_yrs,est_p_inc_tot_investment_inc_aud,est_p_inc_med_investment_inc_aud,est_p_inc_avg_investment_inc_aud,est_p_inc_investment_inc_mn_src_inc_pr100,est_p_inc_super_annuity_inc_num,est_p_inc_super_annuity_inc_med_age_yrs,est_p_inc_tot_super_annuity_inc_aud,est_p_inc_med_super_annuity_inc_aud,est_p_inc_avg_super_annuity_inc_aud,est_p_inc_super_annuity_inc_mn_src_inc_pr100,est_p_inc_tot_inc_excl_gov_pnsn_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_med_age_yrs,est_p_inc_tot_inc_excl_gov_pnsn_aud,est_p_inc_med_tot_inc_excl_gov_pnsn_aud,est_p_inc_avg_tot_inc_excl_gov_pnsn_aud,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p20_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p20_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p10_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_gini_coefficient_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_1_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_5_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_10_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_loest_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_second_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_third_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_hi_quartile_pr100,gcg_rptd_by_taxpayers_gcg_p_num,gcg_rptd_by_taxpayers_gcg_amount_audm,gcg_rptd_by_taxpayers_gcg_med_aud,gcg_rptd_by_taxpayers_gcg_avg_aud,slct_gov_pnsn_alwn_age_pension_centrelink_num,slct_gov_pnsn_alwn_age_pension_dva_num,slct_gov_pnsn_alwn_pension_dva_num,slct_gov_pnsn_alwn_inc_supp_supplement_dva_num,slct_gov_pnsn_alwn_carer_payment_num,slct_gov_pnsn_alwn_carer_alloance_num,slct_gov_pnsn_alwn_dsblty_supp_pension_num,slct_gov_pnsn_alwn_newstart_alloance_num,slct_gov_pnsn_alwn_prnting_payment_single_num,slct_gov_pnsn_alwn_prnting_payment_prtred_num,slct_gov_pnsn_alwn_yth_alloance_full_time_studts_aprtc_num,slct_gov_pnsn_alwn_yth_alloance_oth_num,slct_gov_pnsn_alwn_fam_tax_bft_num,slct_gov_pnsn_alwn_fam_tax_bft_b_num,slct_gov_pnsn_alwn_commonwealth_rent_asst_num,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1_aud499wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud500_aud999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1000_aud1999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud2000_aud2999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud3000_plswk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_nil_inc_pr100,tot_p_inc_wk_p_ov_15_yrs_p_negative_inc_pr100,eq_t_hs_inc_fam_lone_grp_hslds_med_eq_t_hs_inc_wk_aud,lga_code18,lga_name18,ogc_fid
2014,267.0,39.0,7461713.0,23442.0,27946.0,96.7,,,,,,,25.0,53.0,6251.0,5.0,250.0,0.5,,,,,,,183.0,40.0,6943511.0,36467.0,37943.0,,,,,0.36700000000000005,,15.1,24.7,31.9,35.7,26.4,6.0,,,,,46.0,,,,29.0,,116.0,165.0,110.0,,,61.0,214.0,208.0,,,,,,,,,,32330.0,Cherbourg (S),299.0
2016,2064.0,44.0,79102334.0,32632.0,38325.0,59.6,999.0,55.0,17889819.0,9388.0,17908.0,20.3,1920.0,53.0,15144941.0,449.0,7888.0,16.6,99.0,63.0,3196589.0,26167.0,32289.0,2.6,2633.0,50.0,110913073.0,34221.0,42124.0,5.29,1.85,0.35,0.11,0.489,6.4,19.9,32.0,33.9,32.3,21.4,12.4,211.0,5.7,5688.0,27091.0,625.0,,60.0,21.0,42.0,,158.0,199.0,32.0,,13.0,11.0,351.0,246.0,,34.9,29.5,15.6,1.7,1.0,4.6,0.8,634.0,42750.0,Kangaroo Island (DC),374.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,10.0,12.0,27.0,8.0,,,,25.0,21.0,12.0,,,,,,,,,32600.0,Croydon (S),375.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,11.0,30.0,7.0,,,,28.0,22.0,,,,,,,,,,32600.0,Croydon (S),376.0
2016,133.0,36.0,5445832.0,31077.0,40946.0,75.7,42.0,45.0,592023.0,2301.0,14096.0,12.9,77.0,41.0,397025.0,282.0,5156.0,9.3,,,,,,,138.0,40.0,5947659.0,36327.0,43099.0,,,,,0.514,,19.5,30.8,37.1,23.6,25.0,14.3,,,,,17.0,,,,,,11.0,21.0,,,,,26.0,18.0,,28.8,20.5,14.8,1.7,2.2,2.6,,769.0,32600.0,Croydon (S),377.0
2015,125.0,40.0,5113871.0,34772.0,40911.0,70.2,42.0,44.0,1023108.0,-246.0,24360.0,13.0,77.0,42.0,680590.0,190.0,8839.0,13.7,,,,,,,129.0,43.0,6510568.0,38354.0,50470.0,,,,,0.54,,26.0,37.8,29.0,30.5,23.7,16.8,,,,,,,,,,,,,,,,,27.0,23.0,,,,,,,,,,32600.0,Croydon (S),378.0
2014,137.0,39.0,5472519.0,30957.0,39945.0,78.1,51.0,44.0,-883033.0,-3510.0,-17314.0,7.5,79.0,43.0,227622.0,295.0,2881.0,11.6,,,,,,,148.0,43.0,4741442.0,33310.0,32037.0,,,,,,,18.3,32.5,40.4,22.6,21.2,15.8,,,,,,,,,,,,21.0,,,,,29.0,23.0,,,,,,,,,,32600.0,Croydon (S),379.0
2013,124.0,38.0,4668144.0,30907.0,37646.0,71.5,50.0,44.0,144170.0,6015.0,2883.0,16.7,82.0,44.0,273777.0,305.0,3339.0,9.7,,,,,,,147.0,42.0,5235245.0,30590.0,35614.0,,,,,0.5770000000000001,,17.0,29.3,37.5,26.4,20.1,16.0,,,,,,,,,,,,,,,,,35.0,32.0,,,,,,,,,,32600.0,Croydon (S),380.0
2012,123.0,39.0,4279459.0,26356.0,34792.0,74.5,44.0,43.0,-304341.0,1001.0,-6917.0,13.8,83.0,43.0,152107.0,253.0,1833.0,10.3,,,,,,,145.0,41.0,4253013.0,25931.0,29331.0,,,,,,,22.1,36.3,40.0,29.7,17.9,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,32600.0,Croydon (S),381.0
2011,106.0,40.0,3570228.0,27544.0,33681.0,74.0,37.0,48.0,600862.0,10843.0,16240.0,15.7,75.0,41.0,68967.0,307.0,920.0,9.4,,,,,,,126.0,41.0,4384942.0,31150.0,34801.0,,,,,0.564,,17.6,29.4,38.6,23.6,21.3,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,715.0,32600.0,Croydon (S),382.0
2013,272.0,38.0,7704416.0,25900.0,28325.0,96.8,,,,,,,21.0,45.0,12403.0,17.0,591.0,0.5,,,,,,,192.0,41.0,7283399.0,35845.0,37934.0,,,,,0.32899999999999996,,11.9,21.7,24.7,40.0,28.9,6.3,,,,,43.0,,,,28.0,,116.0,188.0,106.0,,,72.0,216.0,210.0,,,,,,,,,,32330.0,Cherbourg (S),300.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,22.0,41.0,41.0,29.0,10.0,5.0,,,82.0,52.0,31.0,,,,,,,,,52240.0,Cranbrook (S),383.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,,7.0,,17.0,,43.0,35.0,8.0,5.0,,,83.0,59.0,,,,,,,,,,52240.0,Cranbrook (S),384.0
2016,448.0,38.0,17914780.0,33827.0,39988.0,56.5,259.0,54.0,9138365.0,21576.0,35283.0,26.4,477.0,48.0,3766647.0,502.0,7897.0,16.0,,,,,,,634.0,46.0,30175822.0,36876.0,47596.0,5.43,1.99,0.37,0.12,0.503,5.3,19.2,32.0,31.5,28.0,23.9,16.6,57.0,0.8,1040.0,13960.0,129.0,,8.0,,16.0,,39.0,34.0,5.0,,,,84.0,71.0,,31.3,26.0,18.4,2.6,2.3,5.0,0.9,675.0,52240.0,Cranbrook (S),385.0
2015,462.0,39.0,17950920.0,32983.0,38855.0,56.9,277.0,54.0,11858567.0,25796.0,42811.0,25.6,505.0,48.0,3974212.0,568.0,7870.0,15.9,,,,,,,659.0,45.0,32863550.0,37470.0,49869.0,5.93,2.08,0.35,0.1,0.524,6.1,22.6,35.1,31.3,29.0,20.6,19.1,80.0,1.0,486.0,12934.0,120.0,,10.0,,,,45.0,28.0,,,,,88.0,75.0,,,,,,,,,,52240.0,Cranbrook (S),386.0
2014,458.0,38.0,17915731.0,31771.0,39117.0,57.7,267.0,53.0,9624560.0,21076.0,36047.0,28.1,475.0,48.0,3328130.0,736.0,7007.0,12.1,,,,,,,652.0,44.0,30638533.0,35802.0,46992.0,4.9,2.02,0.41,0.16,0.5,6.1,20.5,32.4,32.5,25.8,23.8,17.9,60.0,0.4,506.0,7418.0,116.0,,12.0,,,,42.0,21.0,,,,,96.0,82.0,,,,,,,,,,52240.0,Cranbrook (S),387.0
2013,437.0,37.0,17974733.0,28879.0,41132.0,56.7,260.0,54.0,7036883.0,11353.0,27065.0,23.1,441.0,49.0,3667352.0,948.0,8316.0,17.2,,,,,,,612.0,45.0,25493520.0,32511.0,41656.0,8.22,2.09,0.25,0.06,0.547,6.4,20.6,33.2,35.1,24.7,24.9,15.3,37.0,2.0,7896.0,54578.0,108.0,,14.0,,,,37.0,21.0,,,,,97.0,89.0,,,,,,,,,,52240.0,Cranbrook (S),388.0
2012,418.0,36.0,14370915.0,28497.0,34380.0,54.9,258.0,53.0,8298432.0,22358.0,32164.0,27.3,445.0,49.0,3538894.0,944.0,7953.0,15.6,,,,,,,598.0,44.0,25872875.0,35205.0,43266.0,6.29,1.88,0.3,0.09,0.491,6.1,20.4,32.2,31.4,27.3,25.1,16.1,50.0,0.5,963.0,9371.0,,,,,,,,,,,,,,,,,,,,,,,,52240.0,Cranbrook (S),389.0
2011,394.0,38.0,13224026.0,28241.0,33564.0,55.2,258.0,53.0,5366367.0,9403.0,20800.0,24.2,425.0,51.0,3923747.0,1100.0,9232.0,19.1,,,,,,,596.0,45.0,22348667.0,28804.0,37498.0,6.92,2.0,0.29,0.07,0.5429999999999999,5.9,21.8,34.2,33.6,29.9,21.3,15.3,60.0,0.6,1136.0,9562.0,,,,,,,,,,,,,,,,,,,,,,,578.0,52240.0,Cranbrook (S),390.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29150.0,,,,2841.0,6738.0,8601.0,5602.0,2402.0,432.0,1072.0,942.0,11602.0,9355.0,11750.0,,,,,,,,,14650.0,Lake Macquarie (C),952.0
2012,318.0,37.0,7648172.0,18268.0,24051.0,96.5,,,,,,,,,,,,,,,,,,,229.0,39.0,7466723.0,28174.0,32606.0,5.38,1.7,0.32,0.18,0.434,,18.8,29.2,35.9,37.7,20.8,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,32330.0,Cherbourg (S),301.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.0,,39.0,26.0,45.0,,237.0,99.0,17.0,5.0,52.0,,212.0,171.0,,,,,,,,,,14100.0,Hunters Hill (A),400.0
2016,6849.0,43.0,728379178.0,65042.0,106348.0,62.6,1345.0,51.0,109233169.0,16736.0,81214.0,6.9,7306.0,49.0,352758216.0,2723.0,48283.0,28.2,236.0,61.0,7932804.0,25191.0,33614.0,1.2,8426.0,48.0,1146848855.0,69912.0,136108.0,7.64,2.38,0.31,0.14,0.637,20.4,39.4,51.0,20.5,17.5,17.3,44.7,1356.0,144.4,5130.0,106491.0,1101.0,,46.0,28.0,48.0,,222.0,102.0,21.0,,70.0,,223.0,190.0,,18.3,15.1,21.3,8.3,15.0,11.7,0.6,1525.0,14100.0,Hunters Hill (A),401.0
2015,6827.0,43.0,705696805.0,62282.0,103369.0,62.3,1322.0,52.0,106295400.0,16394.0,80405.0,7.4,7271.0,49.0,321033790.0,2837.0,44153.0,28.2,266.0,60.0,8463397.0,24453.0,31817.0,1.2,8381.0,48.0,1106738749.0,66407.0,132053.0,7.55,2.39,0.32,0.14,0.642,19.7,39.7,51.6,21.2,17.5,17.4,43.9,1415.0,243.3,7395.0,171963.0,1094.0,,53.0,36.0,44.0,,221.0,127.0,26.0,,75.0,,239.0,203.0,,,,,,,,,,14100.0,Hunters Hill (A),402.0
2014,6389.0,43.0,639115024.0,60000.0,100034.0,62.2,1291.0,52.0,106527301.0,15470.0,82515.0,7.0,6995.0,49.0,324588017.0,2899.0,46403.0,28.4,274.0,59.0,9388844.0,22703.0,34266.0,1.3,8114.0,48.0,1060589707.0,64933.0,130711.0,7.19,2.34,0.33,0.14,0.65,20.5,41.1,52.8,20.8,17.8,17.7,43.7,1261.0,228.1,5682.0,180861.0,1094.0,,64.0,45.0,47.0,,220.0,120.0,34.0,,77.0,,257.0,220.0,,,,,,,,,,14100.0,Hunters Hill (A),403.0
2013,6148.0,43.0,593861673.0,57654.0,96594.0,61.6,1269.0,52.0,94329142.0,14019.0,74333.0,6.9,6756.0,49.0,290542885.0,3270.0,43005.0,29.3,278.0,60.0,7682451.0,16753.0,27635.0,1.2,7870.0,48.0,978425158.0,62842.0,124323.0,7.72,2.41,0.31,0.13,0.639,18.1,38.6,51.1,21.7,17.8,16.6,43.9,1076.0,79.9,4333.0,74223.0,1101.0,,74.0,55.0,41.0,,220.0,108.0,37.0,,96.0,,254.0,231.0,,,,,,,,,,14100.0,Hunters Hill (A),404.0
2012,5997.0,43.0,550148116.0,55690.0,91737.0,62.6,1330.0,51.0,88404699.0,12283.0,66470.0,7.2,6712.0,49.0,272610057.0,3016.0,40615.0,28.0,286.0,59.0,8274416.0,18931.0,28932.0,1.4,7788.0,48.0,910216481.0,59844.0,116874.0,7.83,2.52,0.32,0.14,0.631,17.3,37.3,49.8,21.0,18.3,17.5,43.1,940.0,93.2,3743.0,99142.0,,,,,,,,,,,,,,,,,,,,,,,,14100.0,Hunters Hill (A),405.0
2011,5720.0,43.0,527457524.0,53222.0,92213.0,62.8,1312.0,51.0,88593364.0,10329.0,67525.0,7.0,6463.0,49.0,271304928.0,2851.0,41978.0,28.0,281.0,59.0,7070740.0,14890.0,25163.0,1.3,7507.0,47.0,889384438.0,57521.0,118474.0,7.93,2.47,0.31,0.13,0.649,20.6,40.4,52.4,20.8,18.4,16.8,44.0,982.0,100.4,6534.0,102201.0,,,,,,,,,,,,,,,,,,,,,,,1234.0,14100.0,Hunters Hill (A),406.0
2011,300.0,38.0,7065092.0,18553.0,23550.0,94.6,,,,,,,24.0,45.0,-3899.0,12.0,-162.0,1.8,,,,,,,222.0,40.0,6574647.0,28071.0,29616.0,4.96,1.61,0.32,0.13,0.392,,13.6,23.8,35.0,38.1,22.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,32330.0,Cherbourg (S),302.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,,,,13.0,29.0,50.0,52.0,18.0,,,,82.0,69.0,98.0,,,,,,,,,57420.0,Ravensthorpe (S),303.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,11.0,,13.0,,54.0,52.0,18.0,,,,92.0,79.0,,,,,,,,,,57420.0,Ravensthorpe (S),304.0
2016,755.0,41.0,42920113.0,45777.0,56848.0,61.3,347.0,53.0,19753231.0,23284.0,56926.0,22.8,688.0,50.0,4975165.0,347.0,7231.0,13.5,27.0,65.0,665605.0,19864.0,24652.0,1.5,959.0,48.0,64633967.0,49920.0,67397.0,6.85,2.14,0.31,0.1,0.506,5.8,20.1,32.3,27.6,20.9,17.9,33.6,68.0,5.0,2103.0,73464.0,210.0,,11.0,,11.0,,55.0,50.0,22.0,,,,86.0,72.0,,26.8,19.0,20.9,7.9,3.7,7.2,1.0,817.0,57420.0,Ravensthorpe (S),305.0
2015,853.0,40.0,52225829.0,49498.0,61226.0,61.7,370.0,53.0,28026196.0,23822.0,75746.0,22.7,798.0,49.0,5021454.0,312.0,6293.0,13.0,25.0,60.0,888350.0,24217.0,35534.0,1.4,1085.0,47.0,82066325.0,55847.0,75637.0,6.78,2.07,0.31,0.11,0.526,7.2,23.0,35.2,24.7,19.7,19.8,35.7,104.0,3.0,506.0,28413.0,195.0,,12.0,,,,62.0,32.0,23.0,,,,117.0,116.0,,,,,,,,,,57420.0,Ravensthorpe (S),306.0
2014,902.0,39.0,55053142.0,51446.0,61035.0,67.9,351.0,53.0,22420268.0,22235.0,63875.0,18.8,795.0,48.0,4299638.0,274.0,5408.0,11.1,23.0,59.0,663875.0,21814.0,28864.0,1.2,1141.0,45.0,80518170.0,52811.0,70568.0,6.92,2.0,0.29,0.11,0.53,7.1,23.2,35.3,26.6,19.0,18.3,36.0,73.0,2.0,2948.0,26792.0,191.0,,11.0,,,,65.0,45.0,24.0,,,,126.0,121.0,,,,,,,,,,57420.0,Ravensthorpe (S),307.0
2013,860.0,40.0,52697289.0,50442.0,61276.0,66.3,349.0,53.0,9234579.0,12796.0,26460.0,16.9,797.0,48.0,4464410.0,244.0,5602.0,13.6,,,,,,,1112.0,45.0,65072315.0,47681.0,58518.0,8.43,2.13,0.25,0.08,0.5429999999999999,5.6,18.9,31.5,29.3,18.4,19.8,32.5,54.0,1.7,6044.0,30833.0,181.0,,9.0,,,,67.0,42.0,,,,,134.0,129.0,,,,,,,,,,57420.0,Ravensthorpe (S),308.0
2012,893.0,39.0,50458996.0,46775.0,56505.0,68.6,343.0,53.0,7630703.0,9066.0,22247.0,14.9,783.0,47.0,4178726.0,333.0,5337.0,14.2,,,,,,,1144.0,44.0,60860585.0,44473.0,53200.0,8.65,2.12,0.25,0.07,0.54,5.5,18.2,30.2,29.0,19.7,19.6,31.7,45.0,1.3,2780.0,29418.0,,,,,,,,,,,,,,,,,,,,,,,,57420.0,Ravensthorpe (S),309.0
2011,825.0,39.0,42545568.0,41198.0,51570.0,66.3,359.0,52.0,13155149.0,12427.0,36644.0,17.8,734.0,48.0,3467271.0,291.0,4724.0,13.8,20.0,58.0,692018.0,15770.0,34601.0,1.2,1063.0,44.0,58800955.0,41940.0,55316.0,8.38,2.02,0.24,0.04,0.5489999999999999,7.6,23.1,35.1,27.8,21.3,19.6,31.2,112.0,2.0,2527.0,18084.0,,,,,,,,,,,,,,,,,,,,,,,880.0,57420.0,Ravensthorpe (S),310.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4734.0,,,,176.0,569.0,1044.0,759.0,169.0,33.0,312.0,49.0,1153.0,952.0,2213.0,,,,,,,,,42600.0,Holdfast Bay (C),359.0
2011,5737.0,43.0,228938171.0,34740.0,39906.0,67.9,1992.0,53.0,21111235.0,4810.0,10598.0,12.1,5025.0,51.0,41816709.0,646.0,8322.0,17.2,271.0,58.0,6215842.0,15442.0,22937.0,2.0,7284.0,47.0,291587851.0,32709.0,40031.0,6.59,1.92,0.29,0.1,0.499,8.0,20.7,31.9,33.0,26.7,23.5,16.8,467.0,9.6,3296.0,20493.0,,,,,,,,,,,,,,,,,,,,,,,619.0,25620.0,Murrindindi (S),407.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4742.0,13.0,255.0,191.0,161.0,,1009.0,804.0,187.0,47.0,378.0,76.0,1250.0,1022.0,,,,,,,,,,42600.0,Holdfast Bay (C),360.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2068.0,,,,165.0,387.0,587.0,413.0,94.0,33.0,37.0,34.0,831.0,588.0,617.0,,,,,,,,,25620.0,Murrindindi (S),408.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080.0,,94.0,39.0,152.0,,577.0,378.0,114.0,37.0,46.0,24.0,855.0,614.0,,,,,,,,,,25620.0,Murrindindi (S),409.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29598.0,39.0,1133.0,635.0,2746.0,,8561.0,5574.0,2468.0,485.0,1186.0,1051.0,12230.0,9743.0,,,,,,,,,,14650.0,Lake Macquarie (C),953.0
2016,18670.0,42.0,1181734301.0,51849.0,63296.0,67.5,3046.0,50.0,88308840.0,11880.0,28992.0,6.4,18113.0,51.0,264923310.0,614.0,14626.0,20.7,1681.0,67.0,57658944.0,29946.0,34300.0,4.6,23037.0,48.0,1545525416.0,51006.0,67089.0,5.12,1.89,0.37,0.15,0.48700000000000004,8.8,22.8,34.3,23.8,23.3,24.3,28.7,2526.0,97.5,2252.0,38593.0,4982.0,15.0,308.0,216.0,156.0,,1012.0,865.0,184.0,,472.0,87.0,1277.0,1079.0,,26.1,24.1,25.0,5.9,4.1,6.2,0.3,949.0,42600.0,Holdfast Bay (C),361.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,43.0,53.0,229.0,503.0,43.0,102.0,,69.0,320.0,271.0,10.0,,,,,,,,,74050.0,Tiwi Islands (R),1684.0
2015,18815.0,42.0,1154356153.0,50309.0,61353.0,68.0,2912.0,51.0,86147717.0,10760.0,29584.0,6.0,18097.0,51.0,268479243.0,677.0,14836.0,20.7,1647.0,67.0,54026313.0,29082.0,32803.0,4.4,22818.0,48.0,1512933783.0,50396.0,66304.0,5.02,1.87,0.37,0.16,0.485,9.0,23.0,34.4,23.8,23.0,24.5,28.7,2384.0,151.7,3904.0,63623.0,4906.0,14.0,364.0,233.0,159.0,,1061.0,881.0,179.0,,468.0,91.0,1317.0,1166.0,,,,,,,,,,42600.0,Holdfast Bay (C),362.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,41.0,,242.0,494.0,45.0,101.0,,73.0,325.0,267.0,,,,,,,,,,74050.0,Tiwi Islands (R),1685.0
2014,18313.0,42.0,1093218436.0,48970.0,59696.0,68.9,2846.0,50.0,80396702.0,10023.0,28249.0,5.9,17648.0,51.0,271872540.0,737.0,15405.0,20.1,1625.0,67.0,50868313.0,27798.0,31304.0,4.3,22335.0,48.0,1463285012.0,49298.0,65515.0,4.88,1.86,0.38,0.17,0.488,9.5,23.6,34.9,23.3,23.4,24.3,28.9,2268.0,86.2,2426.0,38023.0,4814.0,21.0,416.0,249.0,157.0,,1086.0,875.0,176.0,,459.0,98.0,1340.0,1158.0,,,,,,,,,,42600.0,Holdfast Bay (C),363.0
2013,18040.0,41.0,1045905423.0,47327.0,57977.0,68.4,2882.0,50.0,83553888.0,10132.0,28992.0,6.1,17470.0,51.0,257977897.0,799.0,14767.0,20.2,1623.0,68.0,46872056.0,26268.0,28880.0,4.3,22272.0,48.0,1408047054.0,47519.0,63221.0,5.01,1.87,0.37,0.16,0.49200000000000005,10.0,24.0,35.2,24.0,23.3,24.3,28.3,2171.0,64.1,1614.0,29508.0,4728.0,20.0,449.0,271.0,145.0,,1109.0,763.0,173.0,,459.0,131.0,1393.0,1194.0,,,,,,,,,,42600.0,Holdfast Bay (C),364.0
2012,17618.0,41.0,990109722.0,45764.0,56199.0,68.5,2864.0,50.0,76473426.0,9926.0,26702.0,6.0,17049.0,51.0,237925663.0,912.0,13955.0,20.2,1610.0,68.0,48045542.0,26653.0,29842.0,4.4,22033.0,47.0,1339042036.0,45969.0,60774.0,5.31,1.89,0.36,0.15,0.49,8.9,23.2,34.6,24.0,23.0,24.3,28.6,1929.0,40.8,2263.0,21155.0,,,,,,,,,,,,,,,,,,,,,,,,42600.0,Holdfast Bay (C),365.0
2011,17432.0,41.0,928765676.0,43465.0,53279.0,68.5,2841.0,49.0,78365751.0,10058.0,27584.0,6.0,16735.0,50.0,231043426.0,952.0,13806.0,20.0,1607.0,68.0,46761055.0,26523.0,29098.0,4.6,21909.0,47.0,1277035640.0,43685.0,58288.0,5.27,1.87,0.35,0.15,0.501,10.5,24.7,35.8,23.6,23.4,24.4,28.6,2130.0,69.4,2941.0,32560.0,,,,,,,,,,,,,,,,,,,,,,,829.0,42600.0,Holdfast Bay (C),366.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.0,,,,159.0,325.0,427.0,647.0,205.0,41.0,26.0,121.0,791.0,670.0,627.0,,,,,,,,,56730.0,Northam (S),391.0
2016,6397.0,44.0,301235969.0,40716.0,47090.0,68.5,2024.0,54.0,29271258.0,7031.0,14462.0,13.2,5550.0,51.0,42275659.0,306.0,7617.0,15.9,278.0,59.0,6691393.0,14924.0,24070.0,1.9,7733.0,49.0,359213136.0,37674.0,46452.0,5.46,1.89,0.35,0.12,0.493,7.8,20.5,31.8,32.1,28.8,23.8,15.3,536.0,16.9,2425.0,31493.0,2150.0,4.0,98.0,41.0,166.0,,596.0,415.0,126.0,,50.0,31.0,946.0,714.0,,33.5,25.3,18.0,2.7,1.5,6.8,0.7,701.0,25620.0,Murrindindi (S),410.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.0,,51.0,7.0,139.0,,453.0,662.0,205.0,62.0,29.0,101.0,797.0,664.0,,,,,,,,,,56730.0,Northam (S),392.0
2015,6372.0,44.0,289929936.0,39058.0,45501.0,68.5,2009.0,54.0,24765709.0,6676.0,12327.0,13.2,5386.0,51.0,40643429.0,347.0,7546.0,15.6,289.0,59.0,7478854.0,16252.0,25878.0,2.0,7600.0,48.0,341579744.0,37269.0,44945.0,5.35,1.85,0.35,0.13,0.48,6.6,19.6,30.9,31.9,28.8,24.5,14.8,525.0,11.7,2706.0,22355.0,2083.0,4.0,103.0,44.0,155.0,,604.0,425.0,122.0,,45.0,40.0,950.0,748.0,,,,,,,,,,25620.0,Murrindindi (S),411.0
2016,4901.0,43.0,287356474.0,50328.0,58632.0,76.6,964.0,52.0,19880391.0,9160.0,20623.0,9.1,3488.0,50.0,23627223.0,173.0,6774.0,12.1,185.0,59.0,4694709.0,15137.0,25377.0,1.6,5304.0,46.0,315363326.0,50387.0,59458.0,5.0,1.86,0.37,0.15,0.445,5.0,16.6,27.9,23.6,23.9,24.8,27.7,218.0,7.3,2926.0,33539.0,1422.0,,57.0,9.0,140.0,,486.0,658.0,208.0,,36.0,102.0,823.0,709.0,,29.9,19.8,19.5,4.4,1.8,7.4,0.5,756.0,56730.0,Northam (S),393.0
