yr,est_p_inc_emply_inc_num,est_p_inc_emply_inc_med_age_yrs,est_p_inc_tot_emply_inc_aud,est_p_inc_med_emply_inc_aud,est_p_inc_avg_emply_inc_aud,est_p_inc_emply_inc_mn_src_inc_pr100,est_p_inc_own_unincorportd_bsns_inc_num,est_p_inc_own_unincorportd_bsns_inc_med_age_yrs,est_p_inc_tot_own_unincorportd_bsns_inc_aud,est_p_inc_med_own_unincorportd_bsns_inc_aud,est_p_inc_avg_own_unincorportd_bsns_inc_aud,est_p_inc_own_unincorportd_bsns_inc_mn_src_inc_pr100,est_p_inc_investment_inc_num,est_p_inc_investment_inc_med_age_yrs,est_p_inc_tot_investment_inc_aud,est_p_inc_med_investment_inc_aud,est_p_inc_avg_investment_inc_aud,est_p_inc_investment_inc_mn_src_inc_pr100,est_p_inc_super_annuity_inc_num,est_p_inc_super_annuity_inc_med_age_yrs,est_p_inc_tot_super_annuity_inc_aud,est_p_inc_med_super_annuity_inc_aud,est_p_inc_avg_super_annuity_inc_aud,est_p_inc_super_annuity_inc_mn_src_inc_pr100,est_p_inc_tot_inc_excl_gov_pnsn_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_med_age_yrs,est_p_inc_tot_inc_excl_gov_pnsn_aud,est_p_inc_med_tot_inc_excl_gov_pnsn_aud,est_p_inc_avg_tot_inc_excl_gov_pnsn_aud,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p20_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p20_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p10_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_gini_coefficient_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_1_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_5_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_10_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_loest_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_second_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_third_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_hi_quartile_pr100,gcg_rptd_by_taxpayers_gcg_p_num,gcg_rptd_by_taxpayers_gcg_amount_audm,gcg_rptd_by_taxpayers_gcg_med_aud,gcg_rptd_by_taxpayers_gcg_avg_aud,slct_gov_pnsn_alwn_age_pension_centrelink_num,slct_gov_pnsn_alwn_age_pension_dva_num,slct_gov_pnsn_alwn_pension_dva_num,slct_gov_pnsn_alwn_inc_supp_supplement_dva_num,slct_gov_pnsn_alwn_carer_payment_num,slct_gov_pnsn_alwn_carer_alloance_num,slct_gov_pnsn_alwn_dsblty_supp_pension_num,slct_gov_pnsn_alwn_newstart_alloance_num,slct_gov_pnsn_alwn_prnting_payment_single_num,slct_gov_pnsn_alwn_prnting_payment_prtred_num,slct_gov_pnsn_alwn_yth_alloance_full_time_studts_aprtc_num,slct_gov_pnsn_alwn_yth_alloance_oth_num,slct_gov_pnsn_alwn_fam_tax_bft_num,slct_gov_pnsn_alwn_fam_tax_bft_b_num,slct_gov_pnsn_alwn_commonwealth_rent_asst_num,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1_aud499wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud500_aud999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1000_aud1999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud2000_aud2999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud3000_plswk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_nil_inc_pr100,tot_p_inc_wk_p_ov_15_yrs_p_negative_inc_pr100,eq_t_hs_inc_fam_lone_grp_hslds_med_eq_t_hs_inc_wk_aud,lga_code18,lga_name18,ogc_fid
2013,391.0,43.0,21121799.0,41745.0,54020.0,54.6,210.0,54.0,10654354.0,26852.0,50735.0,23.2,432.0,55.0,5308401.0,1708.0,12288.0,20.0,,,,,,,593.0,51.0,36541545.0,43745.0,61621.0,7.09,2.31,0.33,0.1,0.514,5.8,20.0,32.7,29.3,21.7,19.0,30.0,38.0,1.1,2668.0,29367.0,134.0,,14.0,,,,40.0,38.0,,,,,61.0,59.0,,,,,,,,,,52030.0,Coorow (S),882.0
2012,403.0,43.0,20659663.0,40848.0,51265.0,57.8,217.0,54.0,5270287.0,15792.0,24287.0,17.8,442.0,54.0,5467819.0,2136.0,12371.0,23.8,,,,,,,604.0,50.0,31043388.0,40402.0,51396.0,7.73,2.19,0.28,0.09,0.531,5.9,18.6,31.3,28.7,23.3,20.6,27.4,63.0,0.7,1850.0,11379.0,,,,,,,,,,,,,,,,,,,,,,,,52030.0,Coorow (S),883.0
2011,392.0,42.0,17586332.0,36406.0,44863.0,57.8,219.0,54.0,7377443.0,16444.0,33687.0,22.6,423.0,53.0,4487931.0,1762.0,10610.0,17.5,,,,,,,580.0,50.0,29594229.0,36960.0,51025.0,7.2,2.31,0.32,0.09,0.5770000000000001,5.9,22.4,36.0,29.3,25.2,17.3,28.1,78.0,1.5,2192.0,18935.0,,,,,,,,,,,,,,,,,,,,,,,643.0,52030.0,Coorow (S),884.0
2011,4632.0,45.0,171090579.0,30229.0,36937.0,55.3,1494.0,51.0,26621623.0,10336.0,17819.0,11.5,5142.0,58.0,48537081.0,956.0,9439.0,25.3,653.0,67.0,16601838.0,23082.0,25424.0,6.4,7102.0,53.0,261130664.0,28728.0,36769.0,6.82,1.92,0.28,0.09,0.513,9.5,22.7,34.3,35.8,30.5,20.6,13.1,754.0,15.4,2569.0,20488.0,,,,,,,,,,,,,,,,,,,,,,,535.0,48050.0,Victor Harbor (C),908.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,36.0,43.0,103.0,303.0,134.0,47.0,,50.0,300.0,277.0,40.0,,,,,,,,,35790.0,Palm Island (S),909.0
2016,185.0,45.0,9587886.0,46045.0,51826.0,73.4,40.0,55.0,359075.0,4650.0,8977.0,9.5,115.0,47.0,830298.0,114.0,7220.0,15.1,,,,,,,202.0,47.0,10464124.0,41316.0,51803.0,,,,,0.506,,18.0,30.8,31.7,23.6,21.6,23.1,,,,,42.0,,4.0,,8.0,,34.0,84.0,30.0,,,14.0,75.0,71.0,,29.2,16.0,16.0,3.8,1.8,4.6,1.5,675.0,55810.0,Mount Magnet (S),887.0
2015,216.0,44.0,10389353.0,41160.0,48099.0,71.2,44.0,54.0,491942.0,4659.0,11181.0,9.3,129.0,47.0,919668.0,610.0,7129.0,16.8,,,,,,,224.0,45.0,11070257.0,39360.0,49421.0,8.18,2.11,0.26,0.03,0.496,,18.3,30.1,31.9,25.2,22.1,20.8,,,,,44.0,,5.0,,,,41.0,93.0,25.0,,,,73.0,72.0,,,,,,,,,,55810.0,Mount Magnet (S),888.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,34.0,,98.0,324.0,131.0,46.0,,63.0,307.0,281.0,,,,,,,,,,35790.0,Palm Island (S),910.0
2016,453.0,40.0,20090413.0,39039.0,44350.0,95.8,,,,,,,112.0,46.0,307927.0,4.0,2749.0,1.4,27.0,45.0,307229.0,6017.0,11379.0,2.3,423.0,42.0,20051611.0,42192.0,47403.0,3.93,1.68,0.43,0.22,0.39299999999999996,,15.6,25.8,23.9,31.9,30.3,13.8,,,,,60.0,,,,34.0,,111.0,327.0,123.0,,,74.0,309.0,283.0,,59.8,20.2,7.3,1.3,0.3,6.6,0.2,456.0,35790.0,Palm Island (S),911.0
2015,594.0,40.0,22260728.0,30714.0,37476.0,95.3,,,,,,,110.0,44.0,109742.0,10.0,998.0,1.2,38.0,49.0,366324.0,7225.0,9640.0,2.7,515.0,41.0,21483515.0,37159.0,41716.0,4.36,1.76,0.4,0.2,0.401,3.4,14.3,25.6,31.1,33.2,24.2,11.5,,,,,59.0,,,,42.0,,123.0,439.0,126.0,,,109.0,325.0,293.0,,,,,,,,,,35790.0,Palm Island (S),912.0
2014,567.0,40.0,20828175.0,30590.0,36734.0,96.1,,,,,,,122.0,43.0,143109.0,4.0,1173.0,1.2,21.0,47.0,237644.0,6476.0,11316.0,2.4,508.0,41.0,20246491.0,35073.0,39855.0,4.56,1.73,0.38,0.2,0.409,3.6,15.1,26.7,32.9,31.6,23.7,11.8,,,,,56.0,,,,33.0,,130.0,359.0,122.0,,,128.0,321.0,298.0,,,,,,,,,,35790.0,Palm Island (S),913.0
2013,553.0,41.0,20171361.0,31590.0,36476.0,96.8,,,,,,,121.0,44.0,138602.0,7.0,1145.0,1.8,,,,,,,498.0,42.0,19685063.0,34310.0,39528.0,3.91,1.68,0.43,0.23,0.406,,16.2,27.1,31.3,33.5,25.2,10.1,,,,,45.0,,,,32.0,,133.0,294.0,101.0,,,121.0,305.0,280.0,,,,,,,,,,35790.0,Palm Island (S),914.0
2012,576.0,40.0,19118307.0,27400.0,33192.0,97.2,,,,,,,135.0,43.0,-20121.0,5.0,-149.0,1.4,,,,,,,510.0,40.0,18800280.0,32230.0,36863.0,5.03,1.82,0.36,0.19,0.426,5.0,16.0,27.1,33.7,31.2,24.7,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,35790.0,Palm Island (S),915.0
2011,537.0,39.0,16870339.0,27192.0,31416.0,96.9,,,,,,,83.0,40.0,47138.0,21.0,568.0,1.4,,,,,,,488.0,40.0,16672044.0,29589.0,34164.0,6.55,1.83,0.28,0.13,0.45799999999999996,,17.9,29.3,37.3,28.7,23.2,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,452.0,35790.0,Palm Island (S),916.0
2015,2388.0,44.0,122425023.0,46682.0,51267.0,70.6,834.0,54.0,15178165.0,8357.0,18199.0,14.5,1950.0,51.0,12093968.0,303.0,6202.0,12.7,72.0,58.0,2395472.0,16677.0,33270.0,1.5,2805.0,48.0,143941325.0,44683.0,51316.0,4.97,1.75,0.35,0.13,0.444,5.7,17.3,28.0,26.7,25.0,27.6,20.7,205.0,7.2,5295.0,35094.0,680.0,,14.0,15.0,66.0,,224.0,150.0,71.0,,21.0,23.0,369.0,320.0,,,,,,,,,,16100.0,Oberon (A),1043.0
2014,220.0,43.0,11799548.0,44986.0,53634.0,78.7,38.0,53.0,575150.0,9262.0,15136.0,8.3,108.0,47.0,790360.0,280.0,7318.0,10.9,,,,,,,227.0,45.0,12397912.0,45966.0,54616.0,5.43,1.91,0.35,0.13,0.45899999999999996,,16.9,29.2,25.2,24.8,24.8,25.2,,,,,50.0,,5.0,,,,43.0,78.0,37.0,,,,78.0,74.0,,,,,,,,,,55810.0,Mount Magnet (S),889.0
2013,211.0,42.0,11091706.0,41541.0,52567.0,79.3,49.0,54.0,1051840.0,7688.0,21466.0,10.6,121.0,49.0,533553.0,185.0,4410.0,9.7,,,,,,,226.0,47.0,12294866.0,44389.0,54402.0,6.49,2.06,0.32,0.15,0.467,,15.8,27.3,26.9,23.3,23.3,26.4,,,,,44.0,,5.0,,,,36.0,75.0,34.0,,,,81.0,78.0,,,,,,,,,,55810.0,Mount Magnet (S),890.0
2012,42678.0,39.0,2366473730.0,47446.0,55449.0,81.0,5439.0,43.0,112101050.0,9572.0,20611.0,5.9,31719.0,43.0,213933206.0,415.0,6745.0,11.4,1262.0,58.0,28225463.0,15753.0,22366.0,1.2,46388.0,41.0,2647909139.0,46824.0,57082.0,4.55,1.79,0.39,0.19,0.444,7.0,19.4,30.3,22.1,23.7,26.8,27.4,2176.0,57.8,2485.0,26571.0,,,,,,,,,,,,,,,,,,,,,,,,23110.0,Hobsons Bay (C),926.0
2011,41875.0,39.0,2207005447.0,45341.0,52705.0,81.0,5447.0,42.0,117244489.0,10000.0,21525.0,6.1,30220.0,43.0,195223688.0,437.0,6460.0,11.2,1261.0,58.0,28178760.0,15250.0,22346.0,1.2,45871.0,41.0,2489739375.0,44515.0,54277.0,4.69,1.8,0.38,0.18,0.44799999999999995,7.3,19.6,30.5,22.0,23.7,26.5,27.7,2591.0,76.8,2964.0,29651.0,,,,,,,,,,,,,,,,,,,,,,,801.0,23110.0,Hobsons Bay (C),927.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16331.0,,,,2545.0,5929.0,6042.0,5051.0,2985.0,575.0,1092.0,722.0,14252.0,11592.0,11412.0,,,,,,,,,16350.0,Penrith (C),928.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16416.0,16.0,671.0,282.0,2491.0,,6074.0,5155.0,3168.0,670.0,1186.0,746.0,14963.0,12070.0,,,,,,,,,,16350.0,Penrith (C),929.0
2016,106289.0,37.0,6089016036.0,52417.0,57287.0,85.7,11720.0,44.0,263688693.0,14187.0,22499.0,6.0,70278.0,42.0,264028032.0,121.0,3757.0,6.9,2565.0,58.0,66068215.0,15774.0,25758.0,1.1,108050.0,40.0,6320185793.0,52203.0,58493.0,3.77,1.66,0.44,0.22,0.39299999999999996,5.5,16.0,26.0,19.8,25.2,30.7,24.3,3668.0,186.7,3269.0,50909.0,16396.0,19.0,728.0,318.0,2465.0,,6172.0,5232.0,3203.0,,1374.0,772.0,15387.0,12829.0,,25.2,24.9,26.5,4.2,1.4,8.8,0.5,937.0,16350.0,Penrith (C),930.0
2015,104399.0,38.0,5760062652.0,50754.0,55174.0,85.6,11414.0,44.0,250048177.0,14082.0,21907.0,6.1,67886.0,43.0,252872522.0,147.0,3725.0,6.9,2584.0,58.0,63061446.0,15497.0,24405.0,1.1,105771.0,40.0,5992377686.0,50776.0,56654.0,3.7,1.65,0.45,0.23,0.389,5.3,15.9,25.9,20.0,25.6,30.9,23.5,3811.0,153.8,4081.0,40370.0,15951.0,20.0,776.0,344.0,2422.0,,6382.0,5755.0,3332.0,,1543.0,1052.0,15682.0,13825.0,,,,,,,,,,16350.0,Penrith (C),931.0
2014,99072.0,38.0,5324366475.0,49418.0,53742.0,86.0,10962.0,44.0,233542947.0,13790.0,21305.0,6.0,63256.0,43.0,239628975.0,167.0,3788.0,6.6,2439.0,58.0,59471390.0,15202.0,24384.0,1.1,101976.0,40.0,5644373985.0,49442.0,55350.0,3.67,1.65,0.45,0.23,0.389,5.5,16.0,26.0,20.0,25.7,31.0,23.3,3653.0,112.2,3325.0,30711.0,15175.0,23.0,822.0,359.0,2257.0,,6519.0,5651.0,3282.0,,1540.0,1038.0,15766.0,13632.0,,,,,,,,,,16350.0,Penrith (C),932.0
2011,226.0,40.0,9849396.0,36768.0,43581.0,79.5,39.0,52.0,914635.0,11692.0,23452.0,8.1,109.0,48.0,621457.0,573.0,5701.0,9.4,,,,,,,236.0,43.0,11228798.0,38754.0,47580.0,7.07,2.11,0.3,0.09,0.48700000000000004,,16.2,28.6,29.1,23.9,19.2,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,681.0,55810.0,Mount Magnet (S),892.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.0,,,,163.0,278.0,433.0,268.0,63.0,30.0,18.0,28.0,471.0,341.0,288.0,,,,,,,,,63210.0,Kentish (M),893.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.0,,45.0,13.0,164.0,,437.0,295.0,65.0,38.0,27.0,28.0,508.0,359.0,,,,,,,,,,63210.0,Kentish (M),894.0
2016,2706.0,44.0,123348104.0,39767.0,45583.0,72.8,815.0,52.0,8081084.0,4385.0,9915.0,12.5,1996.0,51.0,7795040.0,195.0,3905.0,10.9,153.0,58.0,4583969.0,20675.0,29961.0,2.9,3163.0,48.0,139893763.0,37984.0,44228.0,5.41,1.88,0.35,0.13,0.461,5.1,17.1,28.4,31.2,30.7,22.9,15.2,157.0,3.6,1692.0,22837.0,921.0,,42.0,15.0,171.0,,456.0,279.0,68.0,,28.0,43.0,519.0,404.0,,40.8,23.8,15.5,2.0,0.9,6.8,0.6,602.0,63210.0,Kentish (M),895.0
2015,2730.0,44.0,121682120.0,39047.0,44572.0,73.8,806.0,52.0,9889816.0,4186.0,12270.0,12.2,1984.0,50.0,7235652.0,191.0,3647.0,10.0,147.0,57.0,3985864.0,16407.0,27115.0,3.0,3148.0,47.0,137276105.0,37491.0,43607.0,5.29,1.85,0.35,0.13,0.456,5.0,17.1,28.5,31.9,29.2,24.2,14.6,143.0,2.7,2824.0,18685.0,888.0,,50.0,13.0,161.0,,458.0,293.0,62.0,,27.0,44.0,530.0,428.0,,,,,,,,,,63210.0,Kentish (M),896.0
2014,2658.0,43.0,116345923.0,37634.0,43772.0,76.1,792.0,51.0,8905480.0,3128.0,11244.0,11.0,1928.0,50.0,6964908.0,196.0,3613.0,9.7,119.0,58.0,2918375.0,17355.0,24524.0,2.3,3078.0,47.0,131833152.0,36168.0,42831.0,5.11,1.88,0.37,0.14,0.45399999999999996,5.0,17.3,28.7,31.1,30.8,23.1,14.9,148.0,3.9,1975.0,26625.0,869.0,,53.0,14.0,162.0,,448.0,305.0,71.0,,36.0,41.0,555.0,434.0,,,,,,,,,,63210.0,Kentish (M),897.0
2013,2598.0,43.0,108443886.0,36585.0,41741.0,74.8,804.0,51.0,6724465.0,2904.0,8364.0,10.7,1879.0,50.0,6787670.0,248.0,3612.0,10.8,129.0,58.0,2656805.0,13881.0,20595.0,2.2,3073.0,47.0,122310243.0,34711.0,39802.0,5.65,1.85,0.33,0.11,0.46799999999999997,5.1,17.3,28.8,32.6,31.3,22.4,13.7,120.0,2.1,1161.0,17182.0,848.0,,80.0,22.0,148.0,,441.0,305.0,68.0,,42.0,50.0,583.0,456.0,,,,,,,,,,63210.0,Kentish (M),898.0
2012,2617.0,42.0,105361375.0,35611.0,40260.0,73.9,810.0,51.0,8580316.0,4175.0,10593.0,11.0,1890.0,50.0,7252133.0,279.0,3837.0,11.1,132.0,58.0,3308051.0,16000.0,25061.0,2.9,3147.0,46.0,122971121.0,33991.0,39076.0,5.85,1.83,0.31,0.1,0.46799999999999997,5.2,17.6,29.0,32.4,30.4,23.0,14.2,117.0,2.6,4425.0,21944.0,,,,,,,,,,,,,,,,,,,,,,,,63210.0,Kentish (M),899.0
2011,2577.0,42.0,97672834.0,34409.0,37902.0,74.5,799.0,51.0,8569520.0,4679.0,10725.0,11.0,1829.0,49.0,6307329.0,268.0,3449.0,11.0,120.0,58.0,2562672.0,13994.0,21356.0,2.4,3104.0,45.0,113839464.0,32897.0,36675.0,5.73,1.76,0.31,0.11,0.452,4.9,16.5,27.8,31.4,30.7,24.2,13.6,146.0,3.5,3653.0,23727.0,,,,,,,,,,,,,,,,,,,,,,,534.0,63210.0,Kentish (M),900.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4372.0,,,,247.0,547.0,806.0,558.0,138.0,60.0,56.0,68.0,931.0,681.0,1671.0,,,,,,,,,48050.0,Victor Harbor (C),901.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4335.0,10.0,235.0,66.0,225.0,,785.0,566.0,148.0,67.0,60.0,72.0,981.0,725.0,,,,,,,,,,48050.0,Victor Harbor (C),902.0
2016,4920.0,44.0,210411866.0,35266.0,42767.0,55.8,1387.0,54.0,26146616.0,11432.0,18851.0,11.3,5326.0,58.0,47526629.0,476.0,8924.0,24.6,631.0,69.0,19821625.0,28019.0,31413.0,6.7,7086.0,54.0,296855345.0,33160.0,41893.0,6.55,1.93,0.3,0.08,0.498,7.2,20.8,32.9,36.3,31.3,19.3,13.1,661.0,12.7,1794.0,19145.0,4340.0,9.0,261.0,76.0,228.0,,806.0,559.0,157.0,,52.0,67.0,988.0,770.0,,42.9,27.6,12.6,1.7,1.0,5.0,0.4,584.0,48050.0,Victor Harbor (C),903.0
2015,5030.0,44.0,213722446.0,33761.0,42490.0,56.0,1396.0,54.0,25717588.0,9780.0,18422.0,10.9,5444.0,57.0,48790214.0,517.0,8962.0,25.2,650.0,68.0,18932515.0,27001.0,29127.0,6.5,7196.0,54.0,302173202.0,32299.0,41992.0,6.92,1.95,0.28,0.08,0.511,8.5,22.5,34.3,36.7,30.9,19.2,13.3,746.0,18.5,3821.0,24864.0,4229.0,11.0,277.0,95.0,214.0,,836.0,612.0,155.0,,48.0,102.0,985.0,788.0,,,,,,,,,,48050.0,Victor Harbor (C),904.0
2014,4982.0,45.0,202712681.0,33075.0,40689.0,57.2,1433.0,53.0,28107944.0,10817.0,19615.0,11.0,5395.0,58.0,46227448.0,577.0,8569.0,24.2,640.0,69.0,17928422.0,25000.0,28013.0,6.3,7139.0,54.0,292117695.0,31463.0,40919.0,6.39,1.94,0.3,0.09,0.503,8.3,22.0,33.8,36.6,31.0,19.1,13.4,734.0,17.6,2694.0,24027.0,4080.0,15.0,301.0,105.0,192.0,,859.0,581.0,143.0,,51.0,85.0,995.0,794.0,,,,,,,,,,48050.0,Victor Harbor (C),905.0
2013,4829.0,44.0,193730557.0,32720.0,40118.0,56.2,1431.0,53.0,24792124.0,9891.0,17325.0,10.8,5305.0,58.0,43448481.0,696.0,8190.0,25.3,675.0,68.0,17653980.0,23650.0,26154.0,6.3,7132.0,53.0,277894032.0,30845.0,38964.0,6.61,1.95,0.3,0.08,0.51,8.0,21.6,33.5,37.1,31.2,18.8,12.8,724.0,15.1,2186.0,20889.0,3935.0,14.0,314.0,109.0,164.0,,829.0,528.0,134.0,,70.0,92.0,978.0,796.0,,,,,,,,,,48050.0,Victor Harbor (C),906.0
2012,4751.0,45.0,180877425.0,31364.0,38071.0,56.2,1454.0,52.0,26297462.0,10181.0,18086.0,11.1,5146.0,58.0,45530836.0,903.0,8848.0,25.1,664.0,67.0,18485145.0,23624.0,27839.0,6.3,7106.0,53.0,270015196.0,30137.0,37998.0,6.81,1.92,0.28,0.09,0.502,8.1,21.6,33.3,36.4,30.7,20.3,12.6,592.0,11.1,1719.0,18760.0,,,,,,,,,,,,,,,,,,,,,,,,48050.0,Victor Harbor (C),907.0
2013,407.0,45.0,17987326.0,36604.0,44195.0,52.1,252.0,53.0,10134620.0,29117.0,40217.0,25.1,451.0,52.0,8201385.0,2206.0,18185.0,21.1,,,,,,,591.0,51.0,36286878.0,47026.0,61399.0,6.26,2.08,0.33,0.11,0.501,4.6,19.0,32.1,25.6,21.9,23.9,28.5,59.0,2.1,3359.0,35996.0,162.0,,7.0,,,,56.0,47.0,,,,,69.0,63.0,,,,,,,,,,57350.0,Quairading (S),2411.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,15.0,11.0,,,,,,,,,,56160.0,Murchison (S),917.0
2013,96126.0,38.0,5042539176.0,48358.0,52458.0,86.0,10766.0,44.0,224406780.0,12464.0,20844.0,6.0,61441.0,44.0,219718016.0,171.0,3576.0,6.5,2448.0,58.0,58072893.0,14745.0,23723.0,1.1,99609.0,40.0,5387118492.0,48392.0,54083.0,3.66,1.64,0.45,0.23,0.39,5.6,16.1,26.0,20.1,25.6,31.2,23.2,3178.0,67.6,1780.0,21283.0,14553.0,22.0,884.0,398.0,2073.0,,6442.0,5557.0,3126.0,,1589.0,1028.0,15780.0,13543.0,,,,,,,,,,16350.0,Penrith (C),933.0
2012,93643.0,38.0,4770644152.0,46898.0,50945.0,86.1,10687.0,44.0,219405302.0,12319.0,20530.0,5.9,59767.0,44.0,182650228.0,173.0,3056.0,6.5,2357.0,58.0,52950056.0,15016.0,22465.0,1.1,98564.0,40.0,5103671552.0,46503.0,51780.0,3.78,1.65,0.44,0.22,0.391,5.3,15.8,25.8,20.1,25.5,31.0,23.5,2506.0,63.3,2056.0,25276.0,,,,,,,,,,,,,,,,,,,,,,,,16350.0,Penrith (C),934.0
2011,92016.0,37.0,4506553804.0,45093.0,48976.0,86.2,10686.0,44.0,212162392.0,11604.0,19854.0,6.0,57266.0,44.0,156931224.0,176.0,2740.0,6.3,2373.0,57.0,50459106.0,14082.0,21264.0,1.1,97695.0,39.0,4825445682.0,44435.0,49393.0,3.88,1.66,0.43,0.2,0.39299999999999996,5.2,15.7,25.7,20.0,25.2,30.5,24.3,2958.0,61.5,2266.0,20804.0,,,,,,,,,,,,,,,,,,,,,,,798.0,16350.0,Penrith (C),935.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,,,,24.0,48.0,54.0,52.0,18.0,8.0,,,189.0,128.0,84.0,,,,,,,,,30410.0,Barcaldine (R),936.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,,12.0,5.0,22.0,,56.0,55.0,25.0,8.0,,,188.0,135.0,,,,,,,,,,30410.0,Barcaldine (R),937.0
2016,1258.0,40.0,60751747.0,44454.0,48292.0,70.4,492.0,50.0,15411972.0,13764.0,31325.0,17.6,1056.0,47.0,5579097.0,216.0,5283.0,11.1,25.0,57.0,692377.0,9549.0,27695.0,0.7,1467.0,46.0,79162464.0,44922.0,53962.0,4.55,1.82,0.4,0.18,0.483,7.6,20.9,31.9,26.7,26.6,26.4,20.3,103.0,2.7,2324.0,26453.0,330.0,,12.0,5.0,16.0,,61.0,53.0,35.0,,,7.0,213.0,159.0,,28.2,27.3,22.0,3.6,2.5,5.4,1.1,762.0,30410.0,Barcaldine (R),938.0
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,9.0,8.0,,19.1,16.0,10.7,2.3,,9.2,,1053.0,56160.0,Murchison (S),918.0
2015,1406.0,40.0,64875244.0,40295.0,46142.0,63.4,706.0,50.0,16543491.0,14241.0,23433.0,23.1,1250.0,47.0,6238911.0,348.0,4991.0,12.0,24.0,56.0,457538.0,13255.0,19064.0,0.6,1756.0,46.0,84387382.0,42019.0,48057.0,5.31,1.83,0.34,0.1,0.55,7.5,20.5,32.3,27.9,26.6,25.8,19.7,142.0,6.0,4791.0,42587.0,339.0,,11.0,5.0,,,63.0,51.0,26.0,,,,218.0,179.0,,,,,,,,,,30410.0,Barcaldine (R),939.0
2014,1431.0,39.0,65681033.0,40439.0,45899.0,67.9,711.0,49.0,2384540.0,6133.0,3354.0,17.4,1227.0,48.0,8240125.0,459.0,6716.0,13.8,,,,,,,1769.0,45.0,73874064.0,39688.0,41760.0,7.63,1.85,0.24,0.03,0.695,7.8,22.5,35.8,31.6,24.5,25.3,18.6,130.0,5.3,3683.0,40526.0,343.0,,13.0,6.0,,,67.0,52.0,36.0,,,,239.0,202.0,,,,,,,,,,30410.0,Barcaldine (R),940.0
2013,1432.0,39.0,71153243.0,39454.0,49688.0,65.9,732.0,49.0,8757191.0,8085.0,11963.0,18.7,1258.0,47.0,7793094.0,490.0,6195.0,13.4,24.0,56.0,342885.0,10000.0,14287.0,0.4,1805.0,44.0,78867429.0,39958.0,43694.0,5.89,1.87,0.32,0.06,0.568,6.2,19.2,31.2,30.1,24.5,25.6,19.9,118.0,5.2,5324.0,43816.0,341.0,,14.0,7.0,,,72.0,63.0,42.0,,,,255.0,216.0,,,,,,,,,,30410.0,Barcaldine (R),941.0
