lga_name_2016,lga_code_2016,d_21_24_fpt_mpet,d_21_24_fpt_mpulftw,d_21_24_fpt_mpulptw,d_21_24_fpt_mput,d_21_24_fpt_mptlf,d_21_24_fpt_mpnlf,d_21_24_fpt_mplfsns,d_21_24_fpt_t,tdcf_fpeft_mpeft,tdcf_fpeft_mpept,tdcf_fpeft_mpeaw,tdcf_fpeft_mpehns,tdcf_fpeft_mpet,tdcf_fpeft_mpulftw,tdcf_fpeft_mpulptw,tdcf_fpeft_mput,tdcf_fpeft_mptlf,tdcf_fpeft_mpnlf,tdcf_fpeft_mplfsns,tdcf_fpeft_t,tdcf_fpept_mpeft,tdcf_fpept_mpept,tdcf_fpept_mpeaw,tdcf_fpept_mpehns,tdcf_fpept_mpet,tdcf_fpept_mpulftw,tdcf_fpept_mpulptw,tdcf_fpept_mput,tdcf_fpept_mptlf,tdcf_fpept_mpnlf,tdcf_fpept_mplfsns,tdcf_fpept_t,tdcf_fpeaw_mpeft,tdcf_fpeaw_mpept,tdcf_fpeaw_mpeaw,tdcf_fpeaw_mpehns,tdcf_fpeaw_mpet,tdcf_fpeaw_mpulftw,tdcf_fpeaw_mpulptw,tdcf_fpeaw_mput,tdcf_fpeaw_mptlf,tdcf_fpeaw_mpnlf,tdcf_fpeaw_mplfsns,tdcf_fpeaw_t,tdcf_fphns_mpeft,tdcf_fphns_mpept,tdcf_fphns_mpeaw,tdcf_fphns_mpehns,tdcf_fphns_mpet,tdcf_fphns_mpulftw,tdcf_fphns_mpulptw,tdcf_fphns_mput,tdcf_fphns_mptlf,tdcf_fphns_mpnlf,tdcf_fphns_mplfsns,tdcf_fphns_t,tdcf_fpet_mpeft,tdcf_fpet_mpept,tdcf_fpet_mpeaw,tdcf_fpet_mpehns,tdcf_fpet_mpet,tdcf_fpet_mpulftw,tdcf_fpet_mpulptw,tdcf_fpet_mput,tdcf_fpet_mptlf,tdcf_fpet_mpnlf,tdcf_fpet_mplfsns,tdcf_fpet_t,tdcf_fpulftw_mpeft,tdcf_fpulftw_mpept,tdcf_fpulftw_mpeaw,tdcf_fpulftw_mpehns,tdcf_fpulftw_mpet,tdcf_fpulftw_mpulftw,tdcf_fpulftw_mpulptw,tdcf_fpulftw_mput,tdcf_fpulftw_mptlf,tdcf_fpulftw_mpnlf,tdcf_fpulftw_mplfsns,tdcf_fpulftw_t,tdcf_fpulptw_mpeft,tdcf_fpulptw_mpept,tdcf_fpulptw_mpeaw,tdcf_fpulptw_mpehns,tdcf_fpulptw_mpet,tdcf_fpulptw_mpulftw,tdcf_fpulptw_mpulptw,tdcf_fpulptw_mput,tdcf_fpulptw_mptlf,tdcf_fpulptw_mpnlf,tdcf_fpulptw_mplfsns,tdcf_fpulptw_t,tdcf_fput_mpeft,tdcf_fput_mpept,tdcf_fput_mpeaw,tdcf_fput_mpehns,tdcf_fput_mpet,tdcf_fput_mpulftw,tdcf_fput_mpulptw,tdcf_fput_mput,tdcf_fput_mptlf,tdcf_fput_mpnlf,tdcf_fput_mplfsns,tdcf_fput_t,tdcf_fptlf_mpeft,tdcf_fptlf_mpept,tdcf_fptlf_mpeaw,tdcf_fptlf_mpehns,tdcf_fptlf_mpet,tdcf_fptlf_mpulftw,tdcf_fptlf_mpulptw,tdcf_fptlf_mput,tdcf_fptlf_mptlf,tdcf_fptlf_mpnlf,tdcf_fptlf_mplfsns,tdcf_fptlf_t,tdcf_fpnlf_mpeft,tdcf_fpnlf_mpept,tdcf_fpnlf_mpeaw,tdcf_fpnlf_mpehns,tdcf_fpnlf_mpet,tdcf_fpnlf_mpulftw,tdcf_fpnlf_mpulptw,tdcf_fpnlf_mput,tdcf_fpnlf_mptlf,tdcf_fpnlf_mpnlf,tdcf_fpnlf_mplfsns,tdcf_fpnlf_t,tdcf_fplfsns_mpeft,tdcf_fplfsns_mpept,tdcf_fplfsns_mpeaw,tdcf_fplfsns_mpehns,tdcf_fplfsns_mpet,tdcf_fplfsns_mpulftw,tdcf_fplfsns_mpulptw,tdcf_fplfsns_mput,tdcf_fplfsns_mptlf,tdcf_fplfsns_mpnlf,tdcf_fplfsns_mplfsns,tdcf_fplfsns_t,tdcf_fpt_mpeft,tdcf_fpt_mpept,tdcf_fpt_mpeaw,tdcf_fpt_mpehns,tdcf_fpt_mpet,tdcf_fpt_mpulftw,tdcf_fpt_mpulptw,tdcf_fpt_mput,tdcf_fpt_mptlf,tdcf_fpt_mpnlf,tdcf_fpt_mplfsns,tdcf_fpt_t
Boroondara (C),21110,1726,58,9,64,1791,195,4,1994,7739,853,58,46,8688,217,43,259,8948,513,4,9472,11896,1153,91,80,13221,176,36,213,13433,337,10,13770,759,94,111,3,969,8,0,7,975,14,0,991,131,19,3,105,258,6,0,6,263,15,12,290,20524,2115,267,226,23129,400,85,483,23620,879,25,24526,199,19,0,3,225,55,3,55,282,15,0,300,490,37,0,3,529,33,13,44,576,20,0,595,686,56,0,3,750,92,14,100,850,34,0,888,21205,2175,268,234,23880,490,96,586,24472,918,28,25414,5948,651,126,55,6781,196,53,248,7033,800,10,7843,30,9,0,28,74,0,0,0,75,7,32,104,27189,2828,397,321,30734,683,153,840,31572,1724,71,33364
Brimbank (C),21180,1176,67,21,82,1258,304,3,1567,5999,794,76,66,6940,231,56,290,7225,591,12,7832,7067,1401,101,83,8654,186,38,226,8880,555,13,9440,651,89,105,9,857,21,7,29,883,30,0,919,148,52,0,200,392,23,5,26,417,32,27,481,13871,2337,285,356,16846,456,108,566,17410,1207,51,18676,373,141,9,23,545,187,20,210,753,93,0,846,543,179,12,21,744,115,75,184,930,91,0,1029,916,322,21,42,1291,296,98,389,1683,181,0,1870,14785,2656,302,398,18140,756,207,959,19094,1395,54,20542,7250,1911,191,357,9702,644,101,746,10451,2728,41,13216,46,23,4,51,121,4,3,7,127,21,234,383,22088,4585,494,804,27967,1401,315,1715,29678,4148,328,34148
Buloke (S),21270,0,0,0,0,0,0,0,0,153,13,0,0,166,0,0,0,166,5,0,173,401,37,17,3,458,3,3,5,465,3,8,475,20,3,0,0,24,0,0,0,24,0,0,28,7,0,0,5,14,0,0,0,14,3,0,15,584,51,14,12,664,3,3,5,668,15,8,690,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,5,3,0,7,5,0,0,0,5,0,0,0,11,0,0,10,590,51,14,12,669,9,3,10,681,16,8,705,169,7,4,0,186,3,0,3,182,50,6,242,5,0,0,0,9,0,0,0,9,0,6,7,760,66,22,13,863,9,3,8,867,64,14,954
Campaspe (S),21370,37,0,0,0,37,0,0,37,1213,115,20,7,1359,7,0,8,1364,67,3,1433,2136,209,60,17,2424,21,8,30,2450,68,7,2526,183,17,50,3,252,0,3,3,254,6,0,260,32,0,0,21,57,0,0,0,57,6,5,65,3564,340,132,55,4084,25,9,42,4126,145,20,4293,34,0,0,5,38,4,0,4,43,4,0,45,65,16,0,0,81,0,0,0,78,3,0,85,94,17,0,5,116,4,0,4,122,8,0,135,3661,359,132,61,4202,32,9,43,4251,150,20,4425,876,119,38,28,1056,32,0,32,1091,162,0,1259,12,0,0,3,10,0,0,0,10,0,26,41,4548,474,164,88,5272,67,9,76,5353,321,48,5719
Cardinia (S),21450,358,4,3,11,366,53,3,418,3702,390,30,26,4157,76,14,87,4237,218,6,4470,7167,609,77,52,7908,78,23,103,8014,198,7,8218,555,61,84,10,711,4,0,4,719,32,0,749,94,15,0,90,195,5,0,5,200,16,3,217,11520,1082,194,177,12978,157,30,193,13166,466,19,13648,117,17,5,3,150,21,0,21,168,18,0,185,318,44,3,3,373,20,3,23,391,20,0,412,441,63,6,10,519,37,3,45,557,39,0,598,11959,1147,203,182,13490,200,38,232,13727,507,15,14249,4298,507,106,119,5032,130,37,165,5191,536,17,5742,23,0,3,25,55,0,0,0,55,11,43,106,16283,1654,311,330,18574,323,73,397,18973,1055,76,20103
Casey (C),21610,1699,37,20,56,1759,342,6,2105,13218,1676,141,99,15127,319,99,418,15549,816,23,16385,18507,2484,252,195,21438,364,61,422,21863,773,27,22665,1527,183,186,17,1917,17,3,19,1933,62,0,1995,262,56,6,305,622,33,5,44,662,49,22,738,33513,4398,586,612,39104,728,174,899,40008,1703,76,41785,756,135,16,27,926,166,9,170,1100,105,6,1209,1237,180,12,27,1460,111,33,143,1606,78,13,1697,1997,312,33,53,2393,272,43,317,2704,187,21,2907,35507,4709,612,670,41498,1004,212,1220,42718,1886,90,44695,15143,2806,286,467,18703,683,144,824,19521,3504,83,23112,90,24,0,70,188,4,0,7,188,26,226,446,50744,7531,903,1206,60387,1694,353,2044,62430,5423,395,68245
Central Goldfields (S),21670,12,0,0,0,12,0,0,15,219,30,3,0,261,0,0,0,263,28,0,289,490,68,12,7,586,10,3,14,599,45,0,640,24,13,0,3,41,0,0,0,41,6,0,44,5,0,0,10,11,0,0,0,11,0,0,11,740,117,17,19,889,10,4,16,908,74,0,982,3,0,0,7,15,3,3,6,18,0,0,16,11,4,0,0,17,0,0,0,17,5,0,25,15,5,0,7,25,3,3,6,31,10,0,39,757,121,17,27,917,14,4,18,938,85,0,1020,277,67,9,0,354,20,9,34,387,116,0,508,0,0,0,0,0,0,0,0,0,0,0,0,1030,185,30,27,1271,35,16,53,1321,203,0,1529
Colac-Otway (S),21750,19,0,0,0,19,0,0,23,613,101,13,9,733,10,3,13,747,20,4,771,1370,127,20,18,1532,8,5,11,1546,38,0,1586,75,5,18,3,106,0,3,3,105,5,0,113,7,0,0,16,25,0,0,0,25,0,0,25,2072,226,50,45,2394,14,8,31,2421,62,3,2490,3,5,0,0,4,0,0,0,7,0,0,7,16,8,0,0,26,4,0,4,31,0,0,31,25,13,0,0,35,3,0,3,33,0,0,33,2096,237,50,45,2427,22,8,33,2460,62,3,2528,479,84,18,29,617,25,0,27,641,57,0,698,4,0,0,0,4,0,0,0,4,0,18,23,2579,321,72,78,3048,47,15,56,3104,118,27,3247
Corangamite (S),21830,15,0,0,0,15,3,0,20,645,54,12,0,716,4,0,4,722,15,0,729,1012,95,9,12,1129,5,0,7,1135,33,3,1168,63,12,16,0,83,3,3,3,88,0,0,93,9,0,0,16,30,0,0,0,30,7,0,37,1733,163,36,28,1958,10,5,15,1975,50,3,2031,4,0,0,0,4,0,0,0,6,0,0,6,16,3,0,0,15,8,0,8,19,0,0,25,15,3,0,0,20,10,0,10,34,0,0,32,1756,161,36,31,1983,20,5,25,2010,52,3,2062,416,62,4,20,501,25,0,25,527,86,0,614,4,0,0,0,4,0,0,0,4,0,7,13,2177,223,39,49,2494,49,5,54,2542,132,14,2694
Darebin (C),21890,611,18,11,25,633,118,0,756,3938,725,62,34,4758,103,31,134,4886,354,3,5245,7508,1184,67,57,8817,114,51,161,8976,308,9,9287,608,106,74,7,793,10,0,16,807,17,0,825,76,16,0,98,190,8,0,8,194,10,0,204,12125,2026,199,199,14556,231,78,311,14866,690,14,15566,159,39,3,9,209,53,10,64,269,3,0,272,365,67,3,7,444,32,26,54,497,16,0,510,523,107,3,14,644,86,32,119,766,20,0,789,12652,2135,203,216,15202,315,111,426,15628,709,14,16352,3718,755,106,123,4709,200,83,277,4988,1287,7,6283,28,0,0,15,49,3,0,3,52,7,52,107,16402,2889,314,360,19960,522,189,711,20668,2000,79,22745
East Gippsland (S),22110,23,0,0,0,23,0,0,28,878,125,28,8,1046,18,11,28,1070,80,5,1158,2019,322,60,34,2431,26,9,36,2466,137,0,2603,168,32,38,3,240,0,0,0,240,10,0,247,23,6,0,26,50,0,0,0,56,4,0,63,3081,491,121,64,3762,43,17,66,3827,234,4,4065,22,19,0,0,43,4,0,4,45,6,0,56,32,8,0,3,43,4,0,3,45,0,0,52,58,28,0,3,82,7,0,13,94,9,0,104,3137,514,124,70,3844,51,23,73,3921,247,4,4170,932,160,26,34,1145,43,8,56,1204,265,0,1468,6,4,0,4,11,0,0,0,11,0,20,35,4075,679,147,112,5006,99,32,125,5134,511,27,5672
Frankston (C),22170,427,7,6,9,439,63,3,500,3875,526,45,26,4479,82,15,98,4575,304,6,4887,7895,796,77,59,8828,102,12,121,8945,283,3,9236,698,81,131,5,913,11,0,11,925,16,3,942,63,15,0,58,137,6,0,6,146,0,9,154,12528,1416,256,156,14357,205,34,238,14592,606,20,15215,141,32,0,6,181,25,0,23,204,12,0,213,376,31,4,16,423,22,10,29,454,26,0,478,520,60,5,23,609,46,11,50,655,33,0,691,13047,1477,257,176,14960,246,42,289,15251,638,20,15909,4291,513,85,110,4996,157,30,186,5177,680,16,5876,26,10,0,19,49,0,0,0,49,4,36,94,17361,1994,341,306,20005,401,71,470,20478,1325,74,21881
Gannawarra (S),22250,6,0,0,0,6,0,0,6,316,16,9,0,336,3,0,8,346,11,0,353,637,32,5,16,691,0,0,0,690,35,0,727,44,8,10,0,62,0,0,0,62,0,0,62,7,0,0,10,13,0,0,0,13,0,3,18,995,53,18,30,1105,7,0,11,1110,43,3,1159,9,0,0,0,9,3,0,3,17,3,0,18,15,3,0,0,14,0,5,5,17,3,0,18,26,3,0,0,25,3,5,8,34,4,0,38,1022,63,18,30,1127,7,3,11,1143,50,3,1192,270,44,5,7,326,3,0,3,327,56,3,392,4,0,0,0,4,0,0,0,4,0,6,6,1291,107,24,37,1457,12,3,17,1475,108,12,1596
Greater Shepparton (C),22830,71,4,3,3,76,25,0,96,2037,241,35,10,2329,44,12,57,2380,140,3,2521,3450,406,64,44,3964,45,3,48,4018,135,0,4152,274,16,54,0,341,6,0,11,355,8,0,367,42,8,0,39,93,3,0,3,93,7,4,102,5806,678,151,99,6726,100,21,123,6849,295,6,7148,71,9,8,8,95,42,4,47,137,10,0,148,119,15,3,5,137,10,11,21,154,0,0,159,194,25,9,11,232,49,15,60,294,13,0,309,5999,700,161,103,6956,150,35,183,7142,305,6,7451,1703,406,79,71,2260,109,42,153,2409,954,6,3376,18,0,0,9,30,0,0,0,30,4,38,69,7721,1103,241,182,9249,261,71,337,9586,1266,50,10898
Hepburn (S),22910,18,0,0,0,18,3,0,22,248,57,8,4,318,3,10,12,327,25,0,357,670,158,15,3,842,11,3,12,855,47,0,902,59,12,9,0,80,0,0,0,80,4,0,87,13,0,0,9,27,0,0,0,27,0,0,27,989,220,34,19,1258,15,15,24,1280,81,0,1367,0,4,0,0,3,3,0,3,11,0,0,9,24,4,0,0,25,0,0,0,25,0,0,25,26,7,0,0,33,3,0,3,38,0,0,36,1014,227,34,17,1291,12,15,26,1316,81,0,1404,362,81,17,14,475,13,3,14,486,74,0,563,4,0,0,0,4,0,0,0,4,3,0,12,1381,307,44,38,1772,25,18,45,1813,154,4,1973
Hindmarsh (S),22980,4,0,0,0,4,3,0,9,164,3,6,0,171,0,0,3,173,4,0,182,285,22,3,6,314,3,0,3,320,23,0,341,16,3,0,0,24,0,0,0,24,0,0,24,3,0,0,0,3,0,0,0,3,0,0,3,464,35,13,5,518,7,0,8,519,25,0,551,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,9,3,0,5,11,3,0,15,13,0,0,0,13,3,0,5,19,3,0,20,475,36,13,5,527,3,4,10,540,29,0,568,181,15,3,3,202,10,0,10,211,42,0,255,0,0,0,0,0,0,0,0,0,0,0,0,659,51,15,12,735,11,4,18,748,75,0,818
Hobsons Bay (C),23110,478,16,3,17,493,71,3,568,3195,437,39,38,3702,75,20,95,3795,237,5,4037,5041,560,67,41,5696,64,17,81,5782,189,7,5972,516,67,78,9,667,3,0,4,668,22,0,689,45,11,0,40,95,0,0,0,101,7,7,111,8796,1069,177,122,10170,138,39,181,10350,451,17,10812,128,15,0,0,147,31,0,31,175,16,0,186,231,33,0,5,266,27,9,33,300,24,0,320,359,43,8,5,408,54,9,67,477,36,0,511,9156,1114,184,129,10580,200,43,244,10821,485,17,11325,3001,588,96,64,3749,149,36,187,3933,666,16,4614,28,6,0,18,56,0,0,0,56,8,47,108,12177,1711,279,211,14381,347,81,433,14815,1159,81,16044
Horsham (RC),23190,12,0,0,0,12,0,0,12,531,48,12,3,590,6,0,10,596,20,0,618,1311,146,15,16,1492,13,0,13,1504,24,0,1527,104,9,9,3,131,0,0,0,131,6,0,136,10,0,0,9,19,3,0,4,17,0,10,24,1950,202,38,35,2221,25,3,25,2252,48,10,2306,10,0,6,0,17,0,0,0,17,0,0,17,30,0,0,0,30,5,3,4,40,8,0,43,41,0,6,0,46,5,3,4,54,8,0,58,1992,206,40,35,2273,25,4,31,2303,52,10,2369,515,83,13,10,626,19,3,22,647,75,0,722,3,0,0,0,3,0,0,0,3,0,8,10,2516,288,48,46,2898,45,11,60,2959,125,16,3100
Hume (C),23270,1064,58,16,73,1135,403,8,1544,6669,898,77,69,7724,248,53,296,8019,662,8,8694,9080,1403,118,115,10712,223,50,276,10987,600,28,11619,842,96,87,15,1035,13,0,13,1052,42,0,1088,154,45,0,192,393,17,0,18,408,65,23,498,16748,2442,277,394,19858,501,105,613,20469,1363,60,21895,400,120,10,10,540,118,0,114,658,80,9,745,567,160,5,24,756,105,40,141,899,100,12,1005,967,277,12,36,1295,220,41,258,1556,178,16,1749,17715,2725,296,429,21154,723,149,870,22024,1541,73,23646,9269,2873,206,458,12807,742,257,997,13801,5657,124,19580,68,23,0,60,145,5,3,4,153,29,186,366,27051,5613,494,947,34105,1466,405,1877,35983,7226,384,43589
Indigo (S),23350,16,0,0,0,16,3,0,20,570,92,7,8,675,4,9,13,686,34,0,725,936,137,29,8,1108,11,0,11,1117,41,3,1167,76,14,18,4,111,3,0,3,114,3,0,120,10,0,0,16,33,0,0,0,31,0,0,31,1593,241,48,41,1926,18,9,26,1954,80,3,2039,4,0,0,0,7,11,0,11,15,3,0,23,24,3,0,0,31,0,0,0,31,0,0,30,28,3,0,0,33,11,0,11,47,4,0,48,1622,245,48,41,1961,32,9,35,1997,82,3,2084,324,57,9,16,405,19,0,19,420,55,3,483,3,0,0,0,5,0,0,0,5,0,4,6,1952,301,60,51,2372,44,9,54,2423,139,13,2572
Kingston (C) (Vic.),23430,865,31,3,31,904,100,3,1000,6011,740,64,27,6840,159,37,199,7039,315,7,7360,10424,968,96,106,11601,147,12,158,11760,293,16,12068,795,59,127,13,996,16,3,18,1016,31,0,1046,108,13,3,97,221,4,3,8,225,18,7,249,17340,1778,292,244,19663,327,56,383,20038,656,25,20722,186,33,0,3,223,29,0,29,251,20,0,267,386,27,0,4,425,32,17,50,469,16,0,489,572,62,0,3,642,61,17,79,724,39,0,759,17919,1840,292,244,20304,387,71,456,20761,691,25,21479,4513,507,103,93,5218,105,32,133,5357,658,19,6030,30,3,0,24,58,0,0,0,56,0,33,91,22461,2355,401,367,25580,492,103,599,26178,1347,79,27598
Knox (C),23670,1109,22,3,28,1137,156,5,1295,5857,629,68,72,6633,168,53,219,6843,416,0,7258,10441,1073,122,62,11700,174,35,201,11905,363,15,12284,853,77,107,8,1045,12,0,12,1055,28,0,1084,100,14,0,78,189,6,0,6,193,13,15,223,17251,1794,294,222,19558,349,83,434,19994,823,28,20850,151,37,3,4,203,36,3,34,236,22,3,267,522,69,4,14,603,26,14,40,646,28,0,675,671,101,10,22,809,56,15,73,878,57,3,938,17926,1892,309,241,20363,406,103,511,20874,884,35,21792,5545,744,113,107,6516,172,43,215,6727,690,6,7426,15,5,0,26,46,0,0,0,46,0,49,93,23494,2642,423,373,26925,577,141,724,27652,1574,81,29312
Latrobe (C) (Vic.),23810,113,8,0,8,118,25,3,144,1511,198,16,8,1735,66,16,82,1817,114,0,1932,3804,368,77,36,4284,100,11,113,4397,208,4,4605,341,43,40,7,435,17,0,17,450,11,0,459,46,3,0,32,88,3,0,3,87,8,0,92,5706,607,135,89,6536,184,29,216,6750,340,3,7092,64,25,0,0,98,29,4,36,133,11,0,143,162,33,3,3,201,24,12,41,235,12,4,257,222,57,8,3,291,58,12,72,369,28,7,400,5934,667,144,94,6828,249,45,291,7122,365,6,7492,1779,252,48,71,2148,178,31,204,2352,472,5,2825,7,0,0,9,14,0,0,0,14,6,24,49,7719,922,192,167,8990,426,69,494,9491,836,40,10368
Loddon (S),23940,5,0,0,0,5,0,0,5,223,14,4,0,234,0,0,0,239,6,0,247,380,40,3,4,428,0,3,3,426,25,0,457,32,0,0,0,34,0,0,0,34,0,0,34,6,0,0,11,24,0,0,0,24,0,0,24,640,46,11,22,711,0,3,5,721,33,0,752,8,3,0,0,4,0,0,0,4,9,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,0,0,0,12,8,0,14,643,51,11,22,725,0,3,5,726,44,0,774,167,20,6,5,203,10,6,21,226,50,3,277,3,0,0,0,3,0,0,0,3,0,4,6,814,70,15,23,931,17,10,22,958,96,7,1053
Macedon Ranges (S),24130,161,3,0,3,166,9,0,177,1727,198,37,17,1974,43,13,54,2033,81,3,2114,3695,421,47,41,4207,43,17,60,4269,104,0,4367,288,50,37,0,373,0,0,0,372,5,0,381,48,0,0,41,81,3,0,3,83,6,0,89,5755,673,118,101,6646,84,30,115,6755,199,5,6954,45,0,0,3,52,0,0,0,52,0,0,50,144,9,3,0,157,3,4,6,162,3,0,168,195,9,3,3,204,3,4,6,212,5,0,218,5950,681,123,104,6846,91,32,124,6970,203,5,7177,1641,172,63,26,1903,20,0,18,1924,143,9,2068,17,9,3,3,28,0,0,0,28,0,32,58,7602,861,185,128,8771,106,32,143,8917,340,39,9300
Manningham (C),24210,1104,38,12,43,1149,164,5,1323,4408,570,42,30,5048,166,39,202,5250,336,5,5595,7299,983,62,76,8419,123,32,153,8573,297,7,8876,470,60,58,0,589,5,0,5,599,26,3,625,82,15,4,104,196,4,0,4,199,17,9,222,12260,1627,165,200,14249,301,68,368,14621,677,25,15319,162,20,0,3,185,36,0,39,224,14,0,241,368,41,5,8,422,54,5,65,483,23,0,511,534,55,5,12,605,88,10,102,705,40,0,746,12788,1684,166,210,14857,390,79,469,15324,716,23,16066,4328,563,48,94,5031,161,25,186,5222,669,4,5893,39,4,3,12,59,0,0,0,59,0,34,93,17157,2250,219,324,19945,551,100,654,20601,1391,59,22049
Mansfield (S),24250,0,0,0,0,0,4,0,7,229,41,0,0,271,10,0,12,279,29,0,308,445,97,8,3,551,9,0,9,557,19,6,577,21,6,8,0,30,0,0,0,30,0,0,30,6,0,0,6,15,0,0,0,15,0,0,15,702,143,17,12,869,19,0,22,888,47,6,936,3,0,0,0,3,0,0,0,3,3,0,6,7,6,0,0,13,0,0,0,13,0,0,13,12,6,0,0,21,0,0,0,21,3,0,19,717,146,17,12,885,19,0,22,908,47,6,958,165,34,3,0,205,11,3,11,215,31,0,246,3,3,0,4,5,0,0,0,5,0,7,13,881,176,20,13,1098,26,5,34,1125,81,9,1216
Maribyrnong (C),24330,308,18,4,19,322,56,0,375,2479,352,40,18,2888,105,26,135,3018,188,7,3212,3529,528,38,30,4118,89,27,111,4227,174,0,4407,472,53,53,4,581,0,4,4,582,25,0,608,32,10,0,26,77,0,0,0,79,4,8,89,6517,941,130,78,7661,197,51,253,7908,389,11,8316,102,25,3,3,124,34,7,42,173,13,0,179,202,50,3,7,260,24,23,49,309,13,0,324,301,73,6,8,387,59,31,89,476,25,0,501,6815,1014,133,80,8050,260,83,341,8388,419,11,8814,2105,437,49,65,2655,138,46,181,2834,500,11,3345,16,10,0,6,32,0,0,0,32,0,19,49,8936,1461,188,155,10734,389,128,516,11251,919,40,12208
Maroondah (C),24410,676,18,4,23,695,55,3,754,3719,452,55,46,4274,103,21,125,4401,225,3,4624,8467,749,112,76,9398,85,19,107,9510,185,3,9698,718,65,68,4,850,9,0,9,856,8,0,867,83,8,0,66,154,0,3,6,163,0,3,167,12983,1267,235,194,14683,205,46,249,14927,417,7,15354,116,30,3,0,147,33,5,34,185,10,0,192,326,35,3,3,368,23,8,36,403,8,0,412,439,69,5,4,518,59,10,71,591,16,0,604,13428,1343,239,200,15202,262,53,315,15519,425,7,15956,3797,481,61,64,4403,150,18,165,4574,535,3,5111,25,3,0,20,48,0,4,4,50,0,23,77,17249,1831,302,283,19658,416,77,490,20149,967,38,21150
Melbourne (C),24600,166,5,0,4,172,41,3,215,1541,173,22,7,1748,58,10,72,1816,125,11,1954,1502,262,12,13,1786,33,3,39,1826,68,3,1897,257,37,53,7,355,4,0,4,357,19,0,377,10,3,0,32,51,3,0,3,48,0,0,52,3309,472,90,65,3930,102,22,118,4052,210,15,4280,104,6,0,0,111,13,3,13,126,8,0,136,100,18,0,3,120,18,4,23,138,9,0,151,203,21,0,3,232,31,4,36,262,22,4,285,3510,496,91,63,4162,128,28,153,4315,235,21,4569,1557,327,33,35,1954,85,41,124,2080,426,4,2505,6,0,0,7,19,0,0,0,19,16,31,58,5079,832,120,111,6132,213,63,279,6416,667,50,7137
Melton (C),24650,588,30,6,39,621,79,4,701,6389,569,77,52,7090,189,42,227,7319,391,3,7718,8412,941,85,116,9555,146,29,174,9733,382,11,10132,806,74,108,9,996,13,3,14,1018,24,0,1036,125,33,0,161,321,15,4,22,336,19,3,364,15737,1613,268,348,17965,361,79,435,18402,823,21,19245,299,46,0,14,364,96,5,104,469,23,0,493,584,91,3,27,710,52,30,83,794,26,8,825,886,140,7,46,1078,156,36,189,1269,54,8,1324,16621,1756,276,391,19044,517,116,625,19672,875,29,20572,6528,1050,169,235,7985,359,61,414,8402,1489,39,9925,43,13,0,33,84,3,0,3,83,3,94,184,23193,2817,441,655,27111,874,174,1045,28157,2364,164,30683
Mildura (RC),24780,54,0,0,3,56,8,0,67,1568,202,28,6,1805,37,4,46,1852,84,3,1935,2799,268,54,25,3150,64,9,68,3218,133,4,3357,206,29,35,3,277,6,0,6,283,11,0,292,38,0,0,49,88,0,0,0,88,5,0,96,4614,498,119,83,5315,108,16,120,5434,236,4,5677,54,3,0,0,61,21,7,31,88,13,0,104,95,12,0,0,106,27,5,36,142,15,0,158,148,17,0,0,163,53,11,70,231,28,0,255,4758,515,119,83,5480,159,30,193,5672,260,4,5934,1358,207,32,52,1645,138,43,180,1828,454,6,2292,18,0,0,3,19,4,0,4,23,4,26,59,6135,723,145,144,7149,300,73,375,7521,722,43,8283
Mitchell (S),24850,92,3,0,4,90,13,0,107,1425,168,22,7,1629,30,3,30,1660,107,3,1772,2387,287,57,32,2765,24,9,37,2795,53,3,2850,235,15,38,4,297,0,0,4,294,15,5,314,21,0,0,27,48,0,4,4,56,3,0,55,4077,466,120,74,4734,59,18,77,4806,174,16,4997,73,0,0,0,76,20,0,20,91,10,0,105,127,5,3,0,139,0,0,0,142,4,0,148,204,5,3,3,212,24,0,24,231,15,0,247,4275,475,123,71,4944,75,18,95,5042,189,16,5240,1627,228,35,64,1959,69,4,76,2031,214,3,2247,12,0,0,3,13,0,0,0,13,8,9,37,5916,704,160,140,6914,146,26,170,7085,409,29,7531
Moira (S),24900,18,0,0,0,18,9,0,27,1000,72,12,3,1085,8,3,17,1102,35,3,1142,1570,124,37,17,1746,16,3,25,1771,58,0,1830,146,12,26,0,180,4,3,5,182,4,0,191,30,3,0,39,63,0,0,0,63,6,0,77,2739,212,75,55,3081,30,11,45,3121,104,4,3236,14,5,0,3,20,3,0,3,26,4,0,32,37,10,3,0,46,3,4,5,55,7,0,60,53,11,3,3,72,3,4,9,83,12,0,94,2795,219,78,59,3152,38,17,50,3200,116,4,3322,618,79,19,35,741,30,7,45,787,160,13,955,5,0,0,0,5,0,0,0,5,0,9,12,3416,296,94,92,3905,70,23,90,3998,273,23,4294
