lga_code16,m_negnilinc_e,m_negnilinc_om_ie,m_negnilinc_om_uie,m_negnilinc_cfw,m_negnilinc_es_ns,m_negnilinc_tot,m_1_149_e,m_1_149_om_ie,m_1_149_om_uie,m_1_149_cfw,m_1_149_es_ns,m_1_149_tot,m_150_299_e,m_150_299_om_ie,m_150_299_om_uie,m_150_299_cfw,m_150_299_es_ns,m_150_299_tot,m_300_399_e,m_300_399_om_ie,m_300_399_om_uie,m_300_399_cfw,m_300_399_es_ns,m_300_399_tot,m_400_499_e,m_400_499_om_ie,m_400_499_om_uie,m_400_499_cfw,m_400_499_es_ns,m_400_499_tot,m_500_649_e,m_500_649_om_ie,m_500_649_om_uie,m_500_649_cfw,m_500_649_es_ns,m_500_649_tot,m_650_799_e,m_650_799_om_ie,m_650_799_om_uie,m_650_799_cfw,m_650_799_es_ns,m_650_799_tot,m_800_999_e,m_800_999_om_ie,m_800_999_om_uie,m_800_999_cfw,m_800_999_es_ns,m_800_999_tot,m_1000_1249_e,m_1000_1249_om_ie,m_1000_1249_om_uie,m_1000_1249_cfw,m_1000_1249_es_ns,m_1000_1249_tot,m_1250_1499_e,m_1250_1499_om_ie,m_1250_1499_om_uie,m_1250_1499_cfw,m_1250_1499_es_ns,m_1250_1499_tot,m_1500_1749_e,m_1500_1749_om_ie,m_1500_1749_om_uie,m_1500_1749_cfw,m_1500_1749_es_ns,m_1500_1749_tot,m_1750_1999_e,m_1750_1999_om_ie,m_1750_1999_om_uie,m_1750_1999_cfw,m_1750_1999_es_ns,m_1750_1999_tot,m_2000_2999_e,m_2000_2999_om_ie,m_2000_2999_om_uie,m_2000_2999_cfw,m_2000_2999_es_ns,m_2000_2999_tot,m_3000mor_e,m_3000mor_om_ie,m_3000mor_om_uie,m_3000mor_cfw,m_3000mor_es_ns,m_3000mor_tot,m_persinc_ns_e,m_persinc_ns_om_ie,m_persinc_ns_om_uie,m_persinc_ns_cfw,m_persinc_ns_es_ns,m_persinc_ns_tot,m_tot_e,m_tot_om_ie,m_tot_om_uie,m_tot_cfw,m_tot_es_ns,m_tot_tot,f_negnilinc_e,f_negnilinc_om_ie,f_negnilinc_om_uie,f_negnilinc_cfw,f_negnilinc_es_ns,f_negnilinc_tot,f_1_149_e,f_1_149_om_ie,f_1_149_om_uie,f_1_149_cfw,f_1_149_es_ns,f_1_149_tot,f_150_299_e,f_150_299_om_ie,f_150_299_om_uie,f_150_299_cfw,f_150_299_es_ns,f_150_299_tot,f_300_399_e,f_300_399_om_ie,f_300_399_om_uie,f_300_399_cfw,f_300_399_es_ns,f_300_399_tot,f_400_499_e,f_400_499_om_ie,f_400_499_om_uie,f_400_499_cfw,f_400_499_es_ns,f_400_499_tot,f_500_649_e,f_500_649_om_ie,f_500_649_om_uie,f_500_649_cfw,f_500_649_es_ns,f_500_649_tot,f_650_799_e,f_650_799_om_ie,f_650_799_om_uie,f_650_799_cfw,f_650_799_es_ns,f_650_799_tot,f_800_999_e,f_800_999_om_ie,f_800_999_om_uie,f_800_999_cfw,f_800_999_es_ns,f_800_999_tot,f_1000_1249_e,f_1000_1249_om_ie,f_1000_1249_om_uie,f_1000_1249_cfw,f_1000_1249_es_ns,f_1000_1249_tot,f_1250_1499_e,f_1250_1499_om_ie,f_1250_1499_om_uie,f_1250_1499_cfw,f_1250_1499_es_ns,f_1250_1499_tot,f_1500_1749_e,f_1500_1749_om_ie,f_1500_1749_om_uie,f_1500_1749_cfw,f_1500_1749_es_ns,f_1500_1749_tot,f_1750_1999_e,f_1750_1999_om_ie,f_1750_1999_om_uie,f_1750_1999_cfw,f_1750_1999_es_ns,f_1750_1999_tot,f_2000_2999_e,f_2000_2999_om_ie,f_2000_2999_om_uie,f_2000_2999_cfw,f_2000_2999_es_ns,f_2000_2999_tot,f_3000mor_e,f_3000mor_om_ie,f_3000mor_om_uie,f_3000mor_cfw,f_3000mor_es_ns,f_3000mor_tot,f_persinc_ns_e,f_persinc_ns_om_ie,f_persinc_ns_om_uie,f_persinc_ns_cfw,f_persinc_ns_es_ns,f_persinc_ns_tot,f_tot_e,f_tot_om_ie,f_tot_om_uie,f_tot_cfw,f_tot_es_ns,f_tot_tot,p_negnilinc_e,p_negnilinc_om_ie,p_negnilinc_om_uie,p_negnilinc_cfw,p_negnilinc_es_ns,p_negnilinc_tot,p_1_149_e,p_1_149_om_ie,lga_name16
33430,295,90,114,298,21,819,2996,70,145,107,30,3345,2539,151,351,121,45,3206,2732,355,571,161,63,3884,3636,411,709,126,63,4948,6024,742,1069,159,118,8115,9867,1025,1228,114,142,12382,13736,1406,1403,136,136,16819,14047,1828,1501,102,131,17608,9146,1524,1032,87,83,11874,7421,1692,815,65,50,10049,5052,936,454,38,41,6516,6356,1680,604,51,47,8741,2730,2054,541,65,54,5444,1346,248,165,41,145,1943,87935,14222,10696,1678,1165,115693,363,59,95,462,27,1007,4518,85,352,171,44,5172,5123,207,701,242,68,6336,5688,356,699,234,81,7058,7374,348,790,178,97,8788,12965,675,1026,184,149,14998,15962,782,906,145,120,17911,15381,775,820,116,90,17182,12906,870,699,125,76,14671,7545,660,429,77,47,8756,5783,657,292,53,30,6823,3109,350,157,25,12,3651,3006,528,209,43,18,3810,942,578,204,65,13,1795,1487,106,120,64,95,1876,102147,7036,7499,2193,961,119832,663,151,212,759,44,1827,7512,158,Gold Coast (C)
33610,3,6,13,40,0,64,37,3,11,11,0,58,37,4,9,19,4,70,38,9,11,21,0,80,49,8,20,13,3,95,107,18,34,6,0,174,187,18,33,13,3,256,292,37,43,14,8,383,357,46,50,4,6,470,199,21,28,3,0,257,156,24,15,0,0,195,83,18,9,3,4,122,94,26,19,3,0,138,36,31,23,8,0,94,34,7,13,11,0,61,1720,274,329,160,30,2510,7,0,10,27,0,45,75,4,9,13,0,101,90,3,21,11,0,133,103,6,15,19,3,147,139,11,20,10,7,182,248,16,27,10,4,313,294,16,30,9,3,357,274,11,26,10,3,317,199,13,17,11,4,245,128,13,14,0,3,155,89,14,9,4,0,107,31,3,3,0,0,40,37,6,0,0,0,43,9,17,3,4,0,34,25,0,4,4,0,40,1733,135,211,132,35,2254,13,7,27,62,0,109,109,7,Goondiwindi (R)
33620,16,7,24,64,6,113,189,3,28,26,4,251,167,12,70,31,5,288,209,22,106,41,6,376,258,18,107,33,8,415,446,43,162,32,9,700,728,56,120,16,10,930,904,75,131,21,5,1137,836,78,120,22,12,1061,575,57,63,4,8,716,458,64,50,5,7,580,314,38,26,11,0,387,304,53,38,5,7,406,78,43,42,12,0,178,89,17,28,14,7,156,5587,584,1100,333,95,7696,27,3,13,77,3,119,339,7,51,27,8,425,366,9,79,39,12,504,434,23,84,52,12,602,605,23,91,37,8,763,974,43,113,37,12,1179,1079,45,81,27,11,1241,894,34,60,16,12,1022,664,38,63,12,3,782,408,19,21,0,3,450,296,34,18,5,3,361,148,10,9,3,0,175,108,11,18,3,0,143,39,20,15,0,0,73,115,12,13,16,8,163,6502,336,728,346,92,8005,48,11,35,133,5,234,526,5,Gympie (R)
33800,7,0,0,18,0,30,54,0,5,3,0,66,46,4,7,15,0,75,45,4,20,7,4,80,53,4,22,8,3,92,124,15,29,15,3,183,184,21,35,15,6,265,242,30,35,3,8,324,286,28,33,11,3,358,203,21,22,8,4,256,153,21,34,4,3,216,94,11,6,3,0,110,71,10,15,4,0,99,32,14,23,3,0,73,36,3,6,10,4,61,1625,196,285,127,53,2282,9,0,3,15,0,32,97,0,3,10,4,117,131,9,8,10,0,148,109,0,13,8,8,140,132,6,21,12,5,176,288,6,19,4,3,323,231,9,18,3,0,266,226,7,15,4,0,250,166,11,20,3,0,198,91,12,9,3,0,115,75,4,3,3,0,90,49,3,3,0,0,56,23,4,5,3,0,35,11,8,5,5,0,23,35,3,0,7,0,47,1681,74,142,98,24,2025,12,3,3,38,0,56,150,0,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,14,14,0,0,0,0,15,7,0,0,0,0,7,26,0,0,0,0,24,9,0,0,0,0,10,12,0,0,0,0,10,19,4,0,0,0,24,13,0,0,0,0,13,18,0,0,0,0,22,18,0,0,0,0,18,20,0,0,0,0,22,4,0,0,0,0,3,6,0,0,0,0,5,181,12,7,0,3,198,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,15,16,0,3,0,0,18,7,0,0,0,0,7,12,0,0,0,0,16,12,0,0,0,0,14,12,0,0,0,0,12,8,0,0,0,0,8,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,109,3,3,0,0,120,0,0,0,0,0,0,0,0,Hope Vale (S)
33960,102,12,20,71,3,207,813,11,37,27,3,890,685,28,92,29,10,848,651,55,102,35,17,854,789,38,138,25,12,995,1386,111,180,31,21,1728,2569,148,215,24,48,2996,4096,206,251,14,32,4609,4528,258,280,20,32,5121,3308,211,180,3,21,3729,2882,209,120,10,14,3240,1853,111,78,4,10,2048,2239,169,102,6,9,2532,742,231,97,10,5,1080,362,32,24,8,38,464,27000,1826,1908,322,276,31334,89,8,14,96,0,208,1387,15,102,34,15,1548,1421,32,158,52,18,1681,1445,64,176,35,18,1741,1794,46,173,31,26,2069,3255,81,213,33,34,3619,4119,95,174,25,34,4453,4012,103,166,11,23,4316,3684,113,142,7,29,3969,2374,68,68,8,7,2524,1916,62,47,6,5,2041,998,34,38,5,3,1083,871,57,33,3,5,972,206,53,30,3,0,296,396,15,20,11,20,464,27966,849,1561,354,242,30979,192,24,32,160,7,415,2194,25,Ipswich (C)
33980,34,7,6,34,0,77,107,0,3,11,3,130,53,9,10,9,0,75,52,7,14,4,6,84,60,9,13,10,3,89,164,15,26,12,0,218,230,13,25,4,9,288,433,25,26,9,9,506,784,52,41,9,19,897,1009,52,31,14,8,1109,1437,70,26,6,14,1553,1771,38,16,4,4,1834,4836,104,40,3,20,5006,2568,118,46,4,17,2755,248,9,12,15,5,286,13782,516,333,154,124,14910,21,3,8,46,3,79,185,4,24,4,3,222,204,8,32,23,6,273,206,9,23,14,9,254,242,9,27,6,3,284,347,12,34,16,4,409,436,12,26,8,7,486,475,11,13,10,5,517,534,22,33,7,4,601,408,11,20,8,3,450,315,16,6,5,4,345,311,9,4,0,4,325,533,14,14,0,3,562,151,10,16,6,0,191,87,11,7,16,7,118,4457,158,281,174,53,5127,54,5,17,82,3,162,289,4,Isaac (R)
34420,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,13,0,0,0,0,13,29,0,0,0,0,30,20,0,0,0,0,20,12,0,0,0,0,11,16,0,3,0,0,20,5,0,0,0,0,5,7,0,0,0,0,11,3,0,0,0,0,8,8,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,126,0,9,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,11,0,0,0,0,10,23,0,0,0,0,23,22,0,0,0,0,22,13,0,0,0,0,13,12,0,0,0,0,12,8,0,0,0,0,8,4,0,0,0,0,4,10,0,0,0,0,10,7,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,118,0,0,0,0,0,0,3,0,Kowanyama (S)
34530,14,3,11,27,0,61,138,0,11,3,0,157,84,8,25,13,4,141,84,17,50,12,3,169,109,9,45,15,0,176,198,27,69,15,9,310,379,24,62,11,5,478,481,32,61,11,6,587,456,45,81,6,8,601,324,46,61,3,3,438,249,45,45,5,6,342,168,27,32,6,0,227,170,38,29,3,3,246,42,48,29,16,0,132,44,10,10,3,6,78,2953,369,621,152,55,4141,20,0,13,51,3,85,235,4,30,15,5,283,234,4,37,22,9,303,286,16,50,16,3,366,321,11,52,6,9,400,523,32,60,17,7,636,593,17,44,9,9,667,516,33,43,18,6,612,393,20,46,5,5,466,265,30,20,6,3,318,195,23,7,5,0,230,92,5,3,3,0,109,72,23,11,3,4,115,23,22,16,12,0,72,54,7,7,12,0,74,3806,255,427,193,59,4742,35,5,22,78,3,143,379,4,Livingstone (S)
34570,0,0,0,0,0,0,5,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,3,11,0,0,0,0,11,18,0,0,0,0,18,10,0,0,0,0,10,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,3,6,0,0,0,7,3,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,3,23,0,0,0,0,23,96,3,0,0,0,103,0,0,3,0,0,5,9,0,0,0,0,9,15,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,10,13,0,0,0,0,13,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,87,0,3,0,0,88,0,0,3,0,0,3,10,0,Lockhart River (S)
34580,20,4,12,28,0,64,154,4,11,18,7,191,125,7,39,41,7,215,111,16,44,17,7,192,171,20,53,18,5,263,322,34,56,27,6,444,578,45,70,10,18,716,759,44,64,11,7,885,723,64,66,8,10,876,433,42,39,11,3,530,345,45,32,7,0,425,190,28,13,0,4,240,226,34,20,0,5,281,63,30,21,0,3,119,69,5,18,8,16,118,4295,424,562,208,93,5575,14,3,8,26,3,54,269,7,23,21,8,323,294,5,63,24,5,387,293,7,42,22,8,373,385,23,53,17,9,485,737,29,57,22,12,849,816,27,50,10,15,915,627,32,37,13,4,717,489,20,35,10,3,552,331,10,12,3,0,359,209,13,10,3,0,240,99,3,5,4,0,111,102,6,4,0,0,121,22,10,6,3,0,41,63,11,10,8,7,94,4746,213,405,181,75,5625,33,4,14,56,6,118,420,7,Lockyer Valley (R)
34590,138,29,38,130,5,348,1128,11,66,37,17,1259,1054,46,160,59,15,1338,1057,104,214,59,25,1460,1289,124,279,45,31,1768,2311,282,376,67,52,3096,4072,349,444,50,52,4968,5652,510,556,43,62,6825,5649,616,546,38,53,6902,3906,518,341,22,35,4827,3016,548,303,9,22,3899,1771,283,151,15,16,2232,2299,491,188,6,9,3001,828,485,163,17,13,1499,556,84,86,21,42,788,34736,4496,3909,619,443,44202,170,20,38,171,13,407,1919,30,124,69,29,2173,1983,69,275,102,39,2472,2182,99,269,102,33,2683,2675,113,311,90,50,3237,4785,192,373,93,43,5481,6057,255,348,53,44,6761,5722,255,291,42,49,6358,5081,262,225,34,24,5633,2943,194,149,19,10,3313,2339,159,75,14,17,2604,1215,89,56,5,3,1370,1073,162,58,7,3,1297,230,155,35,4,5,429,549,37,34,35,29,676,38912,2091,2675,828,384,44890,310,54,75,300,17,759,3045,47,Logan (C)
41010,0,0,0,0,0,3,13,0,0,0,0,11,10,0,5,3,3,15,20,0,6,3,0,32,15,3,6,0,4,32,45,8,6,3,3,63,48,5,8,3,0,66,79,0,7,0,5,94,95,6,24,4,0,126,68,13,7,0,0,91,68,9,18,0,3,105,32,9,8,0,0,48,36,3,7,0,0,49,10,3,3,0,0,17,7,0,7,0,0,19,547,72,110,26,20,775,5,0,0,0,0,4,19,0,3,0,0,27,30,0,4,0,0,33,33,0,0,3,0,39,47,3,4,0,0,54,80,3,10,3,3,94,89,3,10,0,0,105,83,0,5,0,4,86,106,8,10,3,3,128,77,4,3,0,0,88,45,4,3,0,0,49,21,0,0,0,0,24,18,3,0,0,0,21,4,5,3,0,0,14,15,0,0,3,0,18,675,33,51,19,12,791,4,0,0,3,0,9,29,0,Ceduna (DC)
41060,49,18,20,40,6,127,576,12,33,11,5,643,605,24,82,17,11,737,568,47,102,13,18,752,724,59,149,21,11,970,1241,98,240,27,21,1618,2053,161,235,14,25,2486,2903,212,275,16,43,3443,2748,247,241,10,26,3273,1633,183,144,6,15,1987,1194,219,118,17,3,1553,870,104,64,0,4,1042,1020,182,93,7,3,1301,454,214,92,6,7,774,198,21,23,3,16,265,16831,1787,1911,211,218,20957,70,4,14,39,3,129,851,9,39,17,14,936,978,27,99,28,21,1144,993,32,105,21,12,1164,1288,45,115,21,13,1474,2106,72,138,27,26,2374,2462,71,116,7,20,2685,2413,69,122,12,17,2638,2025,62,116,12,13,2231,1237,73,36,8,14,1366,1022,64,48,16,3,1152,588,29,22,3,0,640,424,44,34,3,3,501,152,49,38,3,0,241,207,14,19,5,11,252,16815,659,1052,223,176,18922,122,23,31,76,8,254,1430,17,Charles Sturt (C)
37400,0,0,3,7,0,11,0,0,0,0,0,0,4,3,3,5,0,14,3,3,0,3,0,12,4,3,5,0,0,15,17,0,0,4,0,20,34,0,5,4,0,45,23,3,5,0,0,32,41,0,5,0,3,54,26,3,3,0,0,33,15,3,0,0,0,18,6,0,0,0,0,6,10,0,0,0,0,15,3,3,4,0,0,9,3,6,0,0,3,10,196,29,44,27,10,304,0,0,3,8,0,13,3,0,0,0,0,9,6,3,3,4,0,12,4,3,4,3,0,12,14,0,4,0,0,20,29,6,0,0,0,37,42,0,3,3,0,49,25,0,3,0,0,28,36,3,6,0,0,46,15,0,9,0,0,23,14,0,0,0,0,14,5,0,0,0,0,5,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,207,17,32,24,3,281,0,0,3,18,0,26,5,0,Winton (S)
37550,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,7,0,0,0,0,7,8,0,0,0,0,13,19,0,0,0,0,19,22,0,0,0,0,22,8,0,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,6,7,0,0,0,0,6,3,0,0,0,0,3,6,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,8,114,8,3,0,0,122,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,12,12,0,0,0,0,10,20,0,0,0,0,18,13,0,0,0,0,13,20,0,0,0,0,18,18,0,0,0,0,19,9,0,0,0,0,9,13,0,0,0,0,13,3,0,3,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,127,3,7,0,0,135,0,0,0,0,0,0,4,0,Woorabinda (S)
41190,4,0,3,6,0,11,9,0,0,5,0,16,3,0,3,3,0,17,8,0,4,3,0,20,5,0,10,0,0,21,10,4,12,4,0,33,19,7,21,6,0,56,55,3,18,0,0,81,41,7,23,5,0,80,20,3,10,4,0,39,18,6,8,0,0,29,10,3,6,0,0,23,11,3,6,0,0,30,0,3,8,0,0,14,0,0,3,4,0,9,232,42,136,50,6,462,0,0,0,0,0,3,21,0,3,0,0,22,14,0,8,3,0,25,11,0,0,0,0,14,18,0,0,0,3,25,27,0,5,3,0,40,40,3,6,0,3,55,28,0,14,5,0,51,32,3,10,4,0,47,6,3,5,0,0,19,13,5,5,0,0,26,12,0,3,0,0,10,3,0,3,3,0,10,3,0,5,0,0,4,3,0,0,3,0,10,243,22,62,40,8,368,7,0,3,11,0,15,27,0,Cleve (DC)
41750,0,0,0,8,0,5,6,0,3,0,0,9,0,4,0,4,0,10,4,0,8,11,0,24,9,0,0,0,0,15,5,3,13,4,0,23,23,6,3,3,0,36,12,5,0,4,0,21,22,0,12,8,0,41,9,3,9,3,0,17,7,3,3,0,0,11,5,0,0,0,0,3,10,3,0,0,0,15,0,0,6,0,0,11,0,0,6,0,0,3,109,24,67,46,6,251,0,0,0,6,3,14,12,0,0,0,0,11,10,0,0,3,0,20,6,0,3,4,0,16,18,0,0,0,0,24,17,0,7,0,0,22,12,0,0,0,0,19,14,0,0,0,0,18,13,0,9,0,0,27,10,3,3,0,0,19,3,0,0,3,0,11,6,0,0,0,0,6,4,0,0,0,0,7,0,0,8,0,0,9,0,0,3,0,0,3,123,11,37,35,3,213,0,0,3,15,3,21,15,0,Elliston (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,5,8,0,0,0,0,8,5,0,0,0,0,8,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,51,0,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,6,0,0,0,0,6,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,49,0,0,0,0,49,3,0,0,0,0,3,0,0,Wujal Wujal (S)
37600,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,4,0,0,0,0,4,12,0,0,0,0,12,35,0,0,0,0,35,29,0,0,0,0,29,23,0,0,0,0,23,15,3,0,0,0,15,13,0,0,0,0,13,14,0,0,0,0,14,13,0,0,0,0,13,15,0,0,0,0,18,3,0,0,0,0,9,4,0,0,0,0,5,196,5,0,0,0,202,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,13,0,0,0,0,13,10,0,0,0,0,10,46,0,0,0,0,46,35,0,0,0,0,35,31,0,0,0,0,31,25,0,0,0,0,27,20,0,0,0,0,20,19,0,0,0,0,19,13,0,0,0,0,13,14,0,0,0,0,14,5,0,0,0,0,5,3,0,0,0,0,3,241,0,0,0,0,245,0,0,0,0,0,0,6,0,Yarrabah (S)
41960,0,3,0,0,0,8,6,0,0,0,0,5,7,0,4,0,0,8,13,0,4,0,0,13,4,0,3,0,4,14,15,0,3,0,0,25,7,4,5,4,0,30,23,6,11,0,0,42,21,4,13,0,0,33,5,3,5,0,0,12,5,0,0,0,0,8,5,0,3,0,0,14,5,0,0,0,0,13,0,0,3,0,0,9,3,0,3,0,0,7,131,21,63,11,6,238,0,0,0,0,0,0,13,0,0,0,0,14,11,0,0,0,0,13,12,0,3,3,0,16,15,0,6,0,0,26,23,0,3,0,0,31,28,0,5,3,0,45,12,4,7,0,0,19,12,0,0,0,0,17,14,3,0,0,0,21,3,0,0,0,0,3,4,0,0,0,0,7,8,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,7,154,11,33,11,3,216,0,3,0,0,0,8,18,0,Franklin Harbour (DC)
40070,117,21,23,51,5,215,863,17,35,6,18,940,1152,27,74,30,18,1295,1091,56,77,22,27,1279,1261,67,100,26,21,1475,1853,104,164,26,35,2172,2733,147,153,13,26,3076,4464,191,212,10,46,4928,6111,249,194,16,36,6612,5285,197,129,6,21,5641,5565,266,123,10,31,5992,4512,161,82,4,21,4781,7581,397,185,10,25,8200,3920,797,656,12,30,5417,485,34,30,9,31,594,47011,2737,2239,255,384,52627,188,15,7,93,7,316,1412,19,31,20,17,1498,2065,22,61,32,20,2205,2174,41,76,27,46,2363,2795,55,90,22,38,2996,4614,77,123,20,37,4872,6030,75,92,17,25,6243,8674,114,107,11,41,8937,10577,106,85,9,49,10822,7591,73,77,7,28,7779,6295,91,79,10,21,6498,3593,47,35,4,14,3692,4197,112,82,11,20,4418,1318,140,144,8,6,1613,642,17,26,5,46,735,62171,1008,1104,293,404,64979,303,30,33,147,17,531,2275,38,Adelaide (C)
40120,12,3,8,33,0,55,171,5,27,14,0,219,166,16,54,16,3,248,144,29,45,15,5,241,170,22,66,24,5,284,262,48,99,12,4,428,387,56,93,15,13,562,523,63,130,11,10,727,510,81,119,11,12,734,334,67,72,10,0,486,228,73,60,0,5,364,167,51,30,3,0,255,135,52,43,3,3,239,64,83,35,4,3,195,38,10,9,5,12,73,3316,655,892,175,72,5102,13,3,9,33,0,51,305,7,38,16,3,372,264,15,77,13,3,372,250,22,77,20,8,369,319,22,53,23,3,418,517,31,84,16,12,658,516,34,80,16,4,650,406,29,68,8,8,514,324,34,73,12,3,444,167,37,24,5,0,239,147,28,24,4,3,209,120,19,19,3,0,165,80,27,26,0,3,141,22,23,13,0,0,59,42,6,3,3,3,61,3484,343,676,177,48,4733,27,4,15,62,0,110,477,15,Adelaide Hills (DC)
40220,6,6,7,19,0,47,73,5,6,12,5,98,77,6,44,13,0,151,97,11,52,20,3,178,138,20,59,17,0,241,210,18,70,17,4,330,292,25,81,12,4,414,347,38,91,14,10,495,332,58,81,15,10,498,194,41,53,4,0,290,99,28,31,7,5,165,86,18,15,3,3,121,72,38,30,3,0,142,19,27,24,3,0,67,27,4,14,3,9,55,2072,335,679,153,52,3289,8,3,4,21,3,42,152,3,26,12,6,197,179,4,43,14,8,243,194,14,47,23,0,276,248,26,47,11,7,338,403,15,74,11,3,500,370,15,41,14,3,444,292,22,39,15,5,372,259,23,23,5,0,311,130,10,13,3,4,169,89,10,13,7,0,122,60,3,8,0,3,76,35,7,16,5,0,72,4,9,9,0,0,29,32,3,6,8,7,65,2469,171,402,156,55,3257,15,10,13,47,5,85,223,7,Alexandrina (DC)
41330,3,0,4,4,0,9,3,0,0,0,0,3,6,0,3,0,0,11,9,0,3,4,0,15,16,0,3,4,0,23,18,3,5,0,0,27,28,3,9,0,3,40,38,3,6,0,0,47,38,3,12,0,0,50,33,0,11,0,0,41,16,0,0,0,0,21,14,3,3,0,0,19,31,3,0,0,0,31,5,0,4,0,0,9,7,0,0,0,0,14,262,19,53,14,10,358,0,0,0,0,0,4,3,0,0,0,0,3,8,0,3,0,0,9,13,0,3,0,0,16,13,0,3,0,0,16,22,0,3,0,0,28,40,0,8,0,0,47,45,3,0,0,0,46,40,4,3,0,0,49,27,0,0,0,0,30,25,0,0,0,0,31,19,0,0,0,0,19,10,0,0,0,0,10,6,0,0,0,0,6,4,0,0,0,0,11,276,9,25,3,4,323,3,0,3,3,0,14,3,0,Coober Pedy (DC)
41560,3,0,3,10,0,16,91,0,3,3,0,100,53,0,11,3,0,72,61,8,25,3,10,100,97,7,34,7,3,152,126,7,46,6,5,190,204,29,38,3,10,282,238,30,34,3,7,309,199,23,38,8,8,273,113,15,27,0,4,156,96,18,10,0,4,133,58,16,9,0,0,83,62,8,15,0,0,93,17,21,12,0,0,49,14,0,8,3,9,38,1441,177,322,61,59,2055,6,0,0,4,0,16,110,0,10,8,0,130,111,3,25,10,5,153,141,4,21,5,9,178,185,4,17,4,8,223,258,7,26,9,3,309,288,13,24,0,4,334,239,16,22,4,7,278,199,15,12,6,8,237,125,6,6,3,0,144,90,11,13,0,0,115,66,4,4,3,0,80,54,7,5,0,0,70,11,4,0,3,0,22,27,0,5,3,3,35,1919,90,200,58,45,2309,12,0,3,8,0,31,198,0,Copper Coast (DC)
40250,0,3,0,0,0,0,9,0,0,0,0,9,37,0,0,0,0,36,11,0,0,0,0,13,16,0,0,0,0,16,18,0,3,0,0,24,23,0,0,0,0,23,14,0,0,0,0,13,26,0,0,0,0,28,35,0,0,0,0,39,18,0,0,0,0,18,23,0,0,0,0,24,26,0,0,0,0,23,6,0,0,0,0,6,14,0,0,0,0,14,277,3,10,0,0,292,0,0,0,0,0,3,7,0,0,0,0,7,53,0,0,0,0,53,14,0,0,0,0,14,30,0,0,0,0,30,28,0,0,0,0,28,26,0,0,0,0,25,19,0,0,0,0,19,27,0,0,0,0,27,25,0,0,0,0,31,22,0,0,0,0,23,22,0,0,0,0,22,34,0,0,0,0,36,3,0,0,0,0,3,15,0,0,0,0,19,326,0,0,0,3,333,3,0,0,0,0,4,11,0,Anangu Pitjantjatjara (AC)
