lga_code16,m_negnilinc_e,m_negnilinc_om_ie,m_negnilinc_om_uie,m_negnilinc_cfw,m_negnilinc_es_ns,m_negnilinc_tot,m_1_149_e,m_1_149_om_ie,m_1_149_om_uie,m_1_149_cfw,m_1_149_es_ns,m_1_149_tot,m_150_299_e,m_150_299_om_ie,m_150_299_om_uie,m_150_299_cfw,m_150_299_es_ns,m_150_299_tot,m_300_399_e,m_300_399_om_ie,m_300_399_om_uie,m_300_399_cfw,m_300_399_es_ns,m_300_399_tot,m_400_499_e,m_400_499_om_ie,m_400_499_om_uie,m_400_499_cfw,m_400_499_es_ns,m_400_499_tot,m_500_649_e,m_500_649_om_ie,m_500_649_om_uie,m_500_649_cfw,m_500_649_es_ns,m_500_649_tot,m_650_799_e,m_650_799_om_ie,m_650_799_om_uie,m_650_799_cfw,m_650_799_es_ns,m_650_799_tot,m_800_999_e,m_800_999_om_ie,m_800_999_om_uie,m_800_999_cfw,m_800_999_es_ns,m_800_999_tot,m_1000_1249_e,m_1000_1249_om_ie,m_1000_1249_om_uie,m_1000_1249_cfw,m_1000_1249_es_ns,m_1000_1249_tot,m_1250_1499_e,m_1250_1499_om_ie,m_1250_1499_om_uie,m_1250_1499_cfw,m_1250_1499_es_ns,m_1250_1499_tot,m_1500_1749_e,m_1500_1749_om_ie,m_1500_1749_om_uie,m_1500_1749_cfw,m_1500_1749_es_ns,m_1500_1749_tot,m_1750_1999_e,m_1750_1999_om_ie,m_1750_1999_om_uie,m_1750_1999_cfw,m_1750_1999_es_ns,m_1750_1999_tot,m_2000_2999_e,m_2000_2999_om_ie,m_2000_2999_om_uie,m_2000_2999_cfw,m_2000_2999_es_ns,m_2000_2999_tot,m_3000mor_e,m_3000mor_om_ie,m_3000mor_om_uie,m_3000mor_cfw,m_3000mor_es_ns,m_3000mor_tot,m_persinc_ns_e,m_persinc_ns_om_ie,m_persinc_ns_om_uie,m_persinc_ns_cfw,m_persinc_ns_es_ns,m_persinc_ns_tot,m_tot_e,m_tot_om_ie,m_tot_om_uie,m_tot_cfw,m_tot_es_ns,m_tot_tot,f_negnilinc_e,f_negnilinc_om_ie,f_negnilinc_om_uie,f_negnilinc_cfw,f_negnilinc_es_ns,f_negnilinc_tot,f_1_149_e,f_1_149_om_ie,f_1_149_om_uie,f_1_149_cfw,f_1_149_es_ns,f_1_149_tot,f_150_299_e,f_150_299_om_ie,f_150_299_om_uie,f_150_299_cfw,f_150_299_es_ns,f_150_299_tot,f_300_399_e,f_300_399_om_ie,f_300_399_om_uie,f_300_399_cfw,f_300_399_es_ns,f_300_399_tot,f_400_499_e,f_400_499_om_ie,f_400_499_om_uie,f_400_499_cfw,f_400_499_es_ns,f_400_499_tot,f_500_649_e,f_500_649_om_ie,f_500_649_om_uie,f_500_649_cfw,f_500_649_es_ns,f_500_649_tot,f_650_799_e,f_650_799_om_ie,f_650_799_om_uie,f_650_799_cfw,f_650_799_es_ns,f_650_799_tot,f_800_999_e,f_800_999_om_ie,f_800_999_om_uie,f_800_999_cfw,f_800_999_es_ns,f_800_999_tot,f_1000_1249_e,f_1000_1249_om_ie,f_1000_1249_om_uie,f_1000_1249_cfw,f_1000_1249_es_ns,f_1000_1249_tot,f_1250_1499_e,f_1250_1499_om_ie,f_1250_1499_om_uie,f_1250_1499_cfw,f_1250_1499_es_ns,f_1250_1499_tot,f_1500_1749_e,f_1500_1749_om_ie,f_1500_1749_om_uie,f_1500_1749_cfw,f_1500_1749_es_ns,f_1500_1749_tot,f_1750_1999_e,f_1750_1999_om_ie,f_1750_1999_om_uie,f_1750_1999_cfw,f_1750_1999_es_ns,f_1750_1999_tot,f_2000_2999_e,f_2000_2999_om_ie,f_2000_2999_om_uie,f_2000_2999_cfw,f_2000_2999_es_ns,f_2000_2999_tot,f_3000mor_e,f_3000mor_om_ie,f_3000mor_om_uie,f_3000mor_cfw,f_3000mor_es_ns,f_3000mor_tot,f_persinc_ns_e,f_persinc_ns_om_ie,f_persinc_ns_om_uie,f_persinc_ns_cfw,f_persinc_ns_es_ns,f_persinc_ns_tot,f_tot_e,f_tot_om_ie,f_tot_om_uie,f_tot_cfw,f_tot_es_ns,f_tot_tot,p_negnilinc_e,p_negnilinc_om_ie,p_negnilinc_om_uie,p_negnilinc_cfw,p_negnilinc_es_ns,p_negnilinc_tot,p_1_149_e,p_1_149_om_ie,lga_name16
56230,4,0,7,13,0,32,50,0,6,0,0,57,33,9,12,7,0,58,43,3,9,8,3,63,54,5,13,6,0,85,88,9,31,7,0,140,116,14,31,8,0,163,134,12,24,4,0,172,198,22,28,6,3,253,189,19,21,3,0,226,315,22,19,3,4,366,364,9,11,0,5,386,859,22,24,0,4,908,230,22,21,0,0,275,54,4,4,0,8,65,2719,177,255,65,32,3258,8,0,4,24,0,31,91,3,17,7,4,119,126,0,12,5,0,149,154,7,13,9,0,178,165,10,21,3,0,197,210,13,25,3,0,248,216,9,10,13,0,253,178,6,14,0,0,199,168,12,9,0,3,195,100,11,9,4,0,128,103,23,3,3,0,127,97,6,6,0,0,111,102,10,5,0,0,118,29,11,10,0,0,48,31,0,0,3,3,39,1773,121,162,79,18,2147,10,3,12,34,0,62,138,4,Murray (S)
56370,0,0,0,4,0,6,0,0,0,0,0,0,0,0,4,0,0,5,3,0,3,0,0,5,7,0,3,7,0,14,6,3,3,3,0,16,5,3,8,0,0,17,19,10,10,0,0,37,22,11,5,3,0,43,15,4,0,3,0,27,5,3,4,0,0,17,10,4,3,0,0,14,8,0,9,0,0,17,3,4,10,0,0,15,3,0,0,0,0,3,113,42,52,24,4,233,0,0,0,4,0,3,9,0,0,0,0,7,4,0,0,0,0,5,11,0,0,0,0,14,10,0,0,3,0,19,5,0,0,3,0,11,10,3,0,0,0,12,12,0,3,0,0,22,12,0,0,3,0,12,13,3,0,0,0,12,8,0,0,0,0,10,0,0,0,0,0,3,4,0,6,0,0,12,4,0,0,3,0,11,7,4,0,0,0,8,100,14,13,19,0,157,0,0,3,8,0,12,9,0,Narembeen (S)
56580,30,4,3,10,0,51,174,0,14,3,3,191,215,4,12,3,3,235,149,7,17,5,5,179,193,10,13,5,0,220,226,21,28,0,0,278,297,22,30,3,0,355,510,26,41,6,3,583,882,53,52,3,6,988,736,41,42,4,5,830,735,55,56,3,0,843,682,49,40,0,0,775,1249,103,51,4,0,1410,694,218,118,13,8,1040,69,6,6,0,11,90,6829,599,521,61,51,8056,30,0,3,14,0,48,243,0,16,6,3,271,297,8,18,3,4,330,351,7,29,11,6,400,458,16,24,3,11,503,717,12,28,9,9,766,926,23,30,4,0,986,1317,18,36,5,3,1389,1964,31,38,13,3,2042,1582,21,21,5,4,1637,1319,25,28,3,4,1375,849,28,11,4,6,898,984,53,33,5,0,1073,261,65,46,6,0,374,155,4,9,3,8,177,11436,314,362,89,64,12272,52,9,9,24,3,94,416,0,Nedlands (C)
57210,6,0,8,9,0,24,14,0,0,9,0,18,16,4,6,15,3,37,19,0,8,19,0,47,18,3,13,11,3,56,42,0,20,12,3,86,82,3,19,11,0,111,214,14,27,5,3,261,148,12,21,4,4,183,83,10,27,7,7,128,62,8,15,0,3,80,36,5,5,0,0,48,37,0,11,6,0,56,8,3,7,3,0,29,10,0,3,3,0,15,792,75,196,108,29,1193,6,0,4,16,0,27,29,0,7,9,0,38,41,0,8,11,3,59,25,0,4,15,0,46,48,0,12,5,0,66,83,0,14,8,3,107,69,5,10,4,3,88,98,3,13,3,0,110,83,4,10,0,0,101,44,3,13,6,0,61,18,3,4,0,0,27,22,3,0,0,0,23,19,3,10,0,0,34,7,3,3,0,0,11,13,0,0,0,0,15,596,32,98,87,16,826,8,3,10,25,0,46,40,0,Plantagenet (S)
56460,0,0,0,3,0,9,13,0,0,3,0,21,9,0,6,5,0,16,25,5,7,0,5,44,23,3,8,3,0,32,47,15,16,3,5,79,81,4,16,3,4,112,113,12,14,4,3,141,106,7,25,5,0,141,90,11,12,5,0,114,77,16,16,0,3,115,41,7,8,0,0,59,91,9,11,0,0,109,32,14,15,0,0,67,11,3,7,0,0,25,758,103,160,49,18,1080,4,3,3,7,0,18,32,0,0,0,0,44,35,0,3,3,0,40,64,0,5,5,0,78,79,3,4,7,0,91,119,3,9,3,4,145,144,0,5,3,0,155,132,4,12,3,0,152,153,6,8,4,0,174,92,8,6,3,0,109,71,7,6,0,0,83,56,0,4,4,0,63,49,3,4,0,0,60,7,3,9,3,0,22,23,0,3,0,5,26,1071,38,82,46,16,1252,4,3,3,12,0,26,53,0,Narrogin (S)
56930,0,0,0,3,0,3,21,0,0,0,0,17,19,0,0,0,0,21,21,0,0,0,0,26,19,0,0,0,0,21,20,0,0,0,0,24,25,0,3,0,0,28,22,3,9,0,0,26,44,3,7,0,0,53,27,4,8,0,0,40,19,8,9,0,0,35,6,8,0,3,0,19,39,9,6,0,3,52,14,21,17,0,0,48,5,0,0,0,0,5,308,50,54,4,0,423,8,0,0,3,0,7,54,0,0,0,0,53,44,0,3,0,0,47,28,0,3,0,0,32,40,0,0,3,0,41,41,0,5,0,0,46,45,0,8,0,0,54,51,0,8,0,0,57,81,3,6,0,0,87,45,0,3,0,0,44,41,0,0,0,0,50,44,7,0,3,0,50,57,3,0,0,0,68,13,6,4,0,0,25,3,0,0,0,0,8,588,31,40,12,3,675,8,0,0,3,0,10,72,0,Peppermint Grove (S)
57280,17,0,5,8,0,23,45,3,0,0,3,50,26,0,0,0,0,30,35,3,6,3,0,39,37,0,0,0,3,47,56,3,3,0,0,67,92,6,5,0,0,107,159,8,13,3,4,182,332,25,10,0,7,377,369,20,5,0,3,394,548,22,12,4,5,588,661,13,10,7,10,699,1908,24,23,3,11,1964,1521,81,39,0,15,1661,86,3,7,0,9,105,5888,216,131,24,71,6334,13,0,4,0,0,15,91,0,8,0,3,100,82,0,5,0,5,95,84,3,6,0,0,91,99,3,4,3,0,114,187,3,4,3,0,199,223,3,3,0,3,232,319,0,8,0,5,331,414,11,8,0,11,445,327,14,6,0,3,354,324,8,3,0,3,345,236,3,4,0,0,247,369,13,7,0,3,391,118,4,4,0,0,125,53,3,3,3,4,65,2933,70,83,20,42,3144,28,0,3,7,0,42,127,4,Port Hedland (T)
57350,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,4,3,0,0,0,3,5,0,0,3,0,5,3,5,4,0,0,19,5,3,7,3,0,19,12,0,7,0,0,26,21,3,3,0,0,27,6,0,4,0,0,17,12,3,9,0,0,24,0,0,0,0,0,6,3,3,5,0,0,13,7,0,7,0,0,16,4,3,0,0,0,11,90,27,59,18,6,194,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,9,0,4,0,0,16,7,0,0,0,0,11,19,0,3,0,0,15,17,0,3,0,0,23,20,0,0,0,0,20,7,0,7,0,0,13,8,3,5,0,0,15,7,0,0,0,0,8,7,0,0,0,0,7,3,4,3,0,0,8,0,0,5,0,0,9,4,0,0,0,0,8,111,6,32,9,0,159,0,0,0,5,0,5,3,0,Quairading (S)
57420,0,0,0,5,0,14,3,0,0,0,0,10,4,0,4,3,0,13,3,0,3,0,0,6,9,3,3,7,0,20,8,0,5,4,3,26,18,3,4,0,0,26,22,0,11,7,0,41,63,3,13,4,3,83,52,3,7,0,0,66,55,0,3,3,0,63,102,3,6,0,0,111,141,5,9,0,0,151,40,6,8,0,0,56,6,0,0,3,0,12,533,33,71,36,11,682,0,0,0,6,0,10,3,0,0,3,0,11,14,0,4,0,0,19,16,0,3,6,0,24,22,0,3,0,0,25,25,3,0,0,0,32,32,0,4,4,3,43,31,0,0,0,0,33,26,4,9,3,0,41,15,3,0,0,0,23,19,0,0,3,0,22,16,3,0,0,0,18,19,0,0,4,0,24,5,3,3,0,0,10,0,0,3,0,0,8,237,18,39,36,3,332,3,0,0,15,0,21,7,0,Ravensthorpe (S)
57490,38,3,15,40,3,106,622,3,20,11,3,659,393,6,36,11,8,452,332,11,40,18,6,410,375,24,63,18,0,484,552,40,117,21,16,738,679,55,118,13,4,865,1034,84,179,18,8,1326,1388,110,219,9,5,1742,1165,96,131,11,14,1414,1071,112,113,4,6,1313,970,75,72,9,0,1120,1336,138,97,3,4,1585,377,127,63,5,3,580,137,6,21,0,17,182,10456,905,1318,194,107,12981,86,5,32,85,3,204,1090,12,91,33,15,1239,1109,14,132,30,4,1291,1142,30,102,27,14,1316,1255,21,96,16,6,1393,1806,36,150,10,16,2019,1872,49,109,25,19,2084,1808,64,112,17,13,2014,1595,61,92,9,16,1770,1040,45,69,9,0,1170,820,54,39,8,0,919,602,17,24,0,3,653,549,51,27,5,5,633,100,30,27,0,3,162,172,5,8,6,12,210,15059,489,1125,281,125,17075,120,4,49,121,4,305,1712,18,Rockingham (C)
65010,0,0,3,13,0,16,7,0,5,5,0,23,4,3,4,7,0,16,15,0,14,9,0,34,19,0,11,5,0,38,30,4,24,5,3,69,51,3,24,9,0,88,57,9,17,4,4,93,42,9,20,0,0,72,28,3,13,5,0,48,19,10,6,0,3,41,10,3,7,0,0,21,10,0,9,0,0,21,0,8,12,0,0,20,0,0,3,0,0,7,299,45,171,65,20,608,0,0,0,13,0,11,8,3,6,9,0,25,34,0,14,5,3,56,33,0,5,10,0,47,33,0,9,4,0,49,50,0,6,3,0,71,41,0,3,4,7,58,39,0,10,0,0,52,26,0,11,3,3,47,17,0,5,0,0,24,16,0,3,0,0,29,8,0,0,0,0,14,6,0,5,0,0,10,0,0,0,0,0,10,4,0,0,0,0,5,322,20,80,51,19,483,0,0,9,21,0,33,15,8,Southern Midlands (M)
57630,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,18,0,0,0,0,0,3,3,0,Sandstone (S)
57700,7,3,0,10,0,25,62,0,6,10,0,82,40,3,16,3,0,66,42,7,14,3,0,69,39,3,26,3,3,82,97,7,30,5,0,137,132,28,39,4,6,208,209,27,42,8,0,288,239,43,79,5,3,368,186,43,45,3,4,276,193,27,40,0,0,266,109,29,35,3,3,176,128,29,44,3,3,204,36,42,16,6,0,101,24,9,8,3,3,45,1552,297,436,79,27,2399,4,0,5,25,0,34,122,4,20,17,3,164,104,0,24,13,3,146,121,7,26,10,0,167,124,15,31,8,4,169,207,3,26,13,0,252,235,16,33,4,0,291,188,22,16,3,0,234,179,22,23,6,0,228,120,16,13,3,0,151,76,15,17,0,0,109,59,7,7,0,4,81,57,14,9,3,0,87,8,14,7,6,0,33,32,3,4,4,0,38,1638,158,256,107,24,2187,17,4,5,35,0,57,188,3,Serpentine-Jarrahdale (S)
57770,0,0,0,0,0,3,0,0,0,0,0,7,5,0,0,0,0,5,9,0,0,0,0,9,6,0,0,0,0,9,8,0,0,0,0,14,19,0,0,0,0,18,21,0,9,0,0,33,22,0,5,0,0,24,11,0,4,0,0,15,16,6,3,0,0,21,19,5,3,0,0,27,31,0,0,0,0,31,5,3,0,0,0,10,0,0,0,0,0,0,173,22,29,0,4,228,0,0,0,0,0,3,0,0,0,0,0,4,8,0,0,0,0,12,16,0,0,0,0,16,19,0,0,0,0,18,16,0,3,0,0,21,23,3,0,0,0,25,23,0,3,0,0,26,15,0,0,0,0,15,12,0,0,0,0,17,3,0,0,0,0,8,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,7,166,11,10,6,0,187,0,0,3,0,0,6,3,0,Shark Bay (S)
57840,14,4,3,20,0,45,180,0,8,5,3,201,175,9,19,8,0,207,146,7,11,5,3,177,142,19,35,5,0,198,228,27,41,11,3,308,217,32,49,4,6,305,358,49,61,7,3,472,446,78,70,7,3,610,391,56,64,3,6,518,388,77,59,3,0,533,319,58,31,4,8,416,724,159,55,11,3,952,328,204,88,13,4,636,34,7,3,0,3,54,4091,792,597,102,43,5630,21,5,3,24,0,56,274,4,20,10,3,314,347,8,48,12,3,415,337,12,45,3,4,399,435,13,45,3,4,502,618,29,55,5,9,710,666,30,51,3,4,759,808,29,34,7,7,881,794,32,40,13,6,887,608,28,35,10,0,686,492,36,30,5,3,562,303,18,15,0,3,339,382,27,27,7,0,442,96,54,37,9,0,196,61,11,6,5,7,80,6245,344,484,113,52,7230,38,12,7,41,3,93,460,9,South Perth (C)
57910,91,19,29,82,5,222,1004,28,56,10,13,1109,906,29,111,28,6,1071,915,47,151,21,19,1157,1079,82,201,26,22,1403,1510,117,282,40,31,1982,2125,166,284,31,29,2631,3266,270,362,37,36,3972,4407,384,449,36,37,5311,3497,377,400,16,28,4322,2980,489,290,25,27,3808,2298,342,191,20,18,2857,3803,672,268,27,25,4795,1705,793,288,15,19,2815,358,54,48,7,41,504,29943,3856,3399,410,359,37966,119,14,27,91,11,254,1517,21,132,33,20,1718,1784,45,177,29,15,2050,1825,60,181,42,20,2116,2190,69,192,41,15,2504,3480,105,254,40,34,3905,3965,118,239,34,15,4372,4486,178,207,23,26,4923,4617,186,195,33,21,5055,2956,145,149,12,19,3283,2217,182,121,23,4,2551,1409,105,79,6,5,1609,1663,179,119,22,3,1985,406,180,87,18,3,699,427,15,33,14,29,512,33046,1598,2185,446,249,37524,210,29,52,174,14,476,2518,41,Stirling (C)
57000,0,0,3,3,0,6,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,7,0,0,3,0,0,4,9,0,5,4,0,17,6,3,0,0,0,8,12,3,5,0,0,18,26,6,0,4,0,36,39,3,3,0,0,45,52,7,3,3,0,64,72,0,0,0,0,75,226,0,0,0,0,226,78,5,6,0,0,83,11,0,0,0,0,14,528,26,35,20,9,613,0,0,3,6,0,8,4,0,0,3,0,4,0,0,0,3,0,3,5,0,3,0,0,10,6,0,0,0,0,8,11,0,0,0,0,11,3,0,0,0,0,8,7,0,0,0,0,7,24,0,4,0,0,24,18,0,0,0,0,19,11,0,0,0,0,18,6,0,0,0,0,6,19,0,0,0,0,23,3,0,0,3,0,6,3,0,0,0,0,3,119,3,13,16,0,156,0,0,5,4,0,11,6,0,Perenjori (S)
65210,0,0,3,4,0,7,3,0,0,0,0,6,13,0,3,0,0,19,7,3,14,0,0,27,14,0,10,0,0,27,19,0,9,3,0,34,30,3,6,3,0,46,40,0,9,0,0,48,32,0,6,3,0,40,25,0,7,0,0,31,14,0,0,3,0,22,10,0,0,0,0,11,3,0,3,0,3,11,8,0,6,0,0,12,7,0,0,0,3,8,226,14,82,24,8,346,3,0,0,7,0,7,11,0,3,3,0,16,23,0,7,3,0,33,22,0,4,0,3,37,30,0,6,0,0,34,55,0,6,0,0,59,45,0,4,3,0,48,22,0,8,0,0,33,26,3,3,0,0,30,14,3,0,0,0,13,11,0,0,0,0,17,5,0,0,0,0,11,6,0,0,0,0,10,3,0,3,0,0,6,7,0,0,0,0,9,284,10,42,15,9,365,3,0,3,8,0,11,15,0,Tasman (M)
65410,4,0,10,14,0,24,53,0,7,3,3,68,37,3,13,6,0,60,55,4,12,5,3,79,72,4,22,3,3,103,99,7,29,13,4,149,175,16,23,8,4,226,230,20,24,8,0,280,226,13,26,6,4,278,203,23,9,0,0,233,212,11,13,0,4,247,155,6,5,0,0,164,101,13,7,0,0,117,21,18,11,0,0,50,23,0,6,0,3,34,1661,133,223,67,31,2113,6,0,0,11,0,20,90,0,4,10,3,111,93,4,13,10,5,128,125,3,12,8,0,151,141,3,11,10,6,165,218,4,26,8,5,262,224,13,13,0,3,260,170,12,15,8,0,205,125,8,10,0,0,143,67,5,7,0,0,82,52,6,6,0,0,69,23,3,0,0,0,22,23,3,0,0,0,27,6,8,3,0,0,18,24,0,3,0,3,37,1391,70,140,67,27,1694,11,0,7,30,0,47,147,3,Waratah/Wynyard (M)
65610,3,0,0,4,3,10,14,0,0,3,0,19,21,0,5,3,0,28,18,0,3,0,0,20,22,4,10,0,0,34,26,0,8,0,0,38,37,0,12,0,0,55,75,7,0,0,4,85,124,3,3,3,5,139,125,3,5,0,4,135,133,3,3,0,4,139,122,3,0,0,0,131,267,4,3,0,3,276,63,0,0,0,0,70,21,0,0,0,0,22,1066,36,52,21,22,1193,0,0,3,0,0,3,28,0,0,3,3,37,41,0,3,3,0,51,64,3,0,0,0,69,60,3,9,0,3,70,84,4,0,0,3,91,71,4,3,0,0,80,91,0,0,0,3,97,56,3,0,0,0,57,47,3,0,3,0,58,33,0,4,0,0,37,18,3,0,0,0,25,20,0,0,0,0,24,3,0,0,0,0,6,5,0,0,0,0,12,631,23,31,22,17,724,5,0,3,4,3,16,44,0,West Coast (M)
65810,3,0,3,8,0,17,57,7,0,4,0,68,53,7,23,14,4,102,52,3,36,4,3,104,73,6,43,9,0,131,93,14,42,5,3,162,143,13,52,3,4,217,211,20,39,3,3,278,159,24,39,0,3,225,91,22,26,3,0,144,75,15,16,0,0,108,50,5,15,0,0,69,58,20,20,0,0,96,16,10,15,0,0,49,23,3,9,3,4,38,1162,166,379,68,28,1803,5,0,3,10,0,26,102,0,19,8,0,126,126,3,21,12,3,164,131,10,23,7,0,180,172,14,26,11,3,221,233,6,33,11,4,286,222,10,28,0,3,257,184,4,21,3,0,223,127,9,16,4,0,153,74,10,3,0,0,89,66,3,6,0,0,76,49,3,3,0,0,57,25,7,12,0,0,44,7,4,3,0,0,16,26,0,3,0,0,32,1557,87,217,69,18,1958,12,0,7,17,0,42,158,6,West Tamar (M)
70200,21,3,3,7,0,32,124,0,0,3,0,125,75,0,13,3,0,88,70,3,15,0,3,99,79,9,9,0,3,102,198,18,21,0,0,236,381,26,28,0,7,445,617,30,36,0,5,696,836,52,58,0,11,958,657,43,40,3,4,747,543,45,30,3,3,627,420,45,20,0,4,493,583,57,22,0,0,661,201,47,6,0,0,262,80,8,3,0,9,99,4892,382,316,32,50,5667,29,0,0,6,3,39,144,0,3,3,0,151,122,3,15,4,0,155,132,0,13,0,0,153,187,8,11,7,3,213,359,11,21,0,7,399,525,24,21,3,11,580,774,17,38,6,3,838,1023,40,31,3,7,1101,714,21,18,6,3,760,641,23,13,0,3,681,453,16,10,0,5,478,446,19,11,0,0,472,80,18,10,0,0,110,80,5,5,3,0,93,5698,201,227,41,47,6219,44,3,3,15,0,68,263,0,Alice Springs (T)
99399,0,0,3,6,0,8,17,0,0,0,0,15,20,0,3,3,0,24,18,0,10,0,3,37,32,3,13,4,0,51,74,3,19,0,5,102,128,4,14,3,3,149,152,7,16,3,3,186,151,11,27,0,6,197,120,7,10,4,5,146,130,4,6,0,0,148,120,7,6,0,0,140,184,6,14,0,4,202,84,9,6,0,0,105,22,0,3,0,6,29,1253,62,157,34,41,1545,3,0,0,3,0,11,23,0,3,3,3,32,46,0,3,0,0,53,69,0,15,3,0,81,61,3,23,0,6,90,117,0,16,0,3,142,136,0,4,3,4,150,110,4,13,0,0,132,100,3,12,0,3,123,77,4,4,0,0,92,68,3,5,0,3,77,55,0,4,0,0,64,63,3,0,0,0,64,15,5,0,0,0,15,13,0,4,0,3,18,956,34,112,21,28,1145,6,0,0,6,0,21,43,0,Unincorp. Other Territories
60410,3,0,0,0,0,4,49,0,3,0,0,52,33,0,15,3,0,53,27,4,11,4,0,45,28,4,16,0,3,52,80,9,28,0,3,120,193,11,25,3,3,232,264,15,16,0,4,302,232,12,20,0,3,274,122,12,16,0,0,154,103,13,11,0,0,127,55,6,3,0,0,74,46,5,7,0,0,55,14,5,5,0,0,25,15,0,3,0,3,21,1266,97,175,17,32,1590,3,0,0,0,0,5,64,0,4,3,0,77,57,0,4,3,4,71,74,3,4,3,0,85,79,5,14,0,0,105,162,8,12,0,0,184,169,4,8,3,3,185,127,4,11,0,0,143,133,4,13,0,0,146,76,3,6,0,0,84,53,0,8,0,0,59,21,4,0,0,0,29,21,3,0,0,0,22,3,0,0,0,0,4,13,4,0,0,0,16,1055,42,91,17,14,1219,6,0,0,3,0,17,110,0,Brighton (M)
58330,3,0,3,8,0,16,12,0,6,3,0,20,7,0,12,3,0,16,6,0,5,3,3,15,6,6,8,4,0,29,17,4,17,5,0,43,20,7,16,0,0,39,21,4,10,0,0,42,41,16,14,0,0,70,22,7,12,3,0,43,16,5,9,0,0,29,5,3,4,0,0,11,20,3,4,0,0,25,3,5,7,3,0,15,0,3,6,3,0,13,198,59,120,40,12,432,0,0,0,12,0,9,21,0,0,4,0,28,27,0,10,3,0,40,23,3,7,3,0,38,39,4,7,3,0,56,30,3,7,3,0,44,40,3,8,3,0,52,41,3,4,0,0,56,29,4,0,0,0,31,15,0,5,7,0,25,14,0,0,0,0,18,8,0,0,0,0,6,5,0,4,0,0,7,0,0,0,0,0,3,8,0,0,3,0,13,292,24,71,35,3,423,3,0,3,19,0,28,34,0,Toodyay (S)
58680,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,6,10,7,0,0,0,15,4,0,5,0,0,16,15,5,0,0,0,20,6,0,3,0,0,12,4,0,3,0,0,10,0,0,0,0,0,3,4,3,0,3,0,8,0,3,3,0,0,3,0,0,0,0,0,3,44,20,25,9,3,99,0,3,0,4,0,9,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,6,3,0,0,0,0,7,0,0,0,3,0,6,6,3,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,6,23,9,9,11,3,61,0,3,0,10,0,13,0,0,Wandering (S)
58760,70,23,40,72,4,204,732,12,31,22,15,812,599,21,83,17,3,723,538,41,120,22,10,730,687,52,146,19,13,914,1006,100,243,32,13,1397,1482,158,248,28,27,1938,2299,221,385,26,41,2983,2947,330,472,33,19,3804,2040,299,311,18,22,2683,1711,378,325,13,19,2442,1135,237,194,9,6,1586,1452,374,223,6,15,2072,438,335,138,8,8,934,259,37,69,9,19,395,17415,2622,3034,337,229,23635,84,5,23,110,3,234,1191,11,141,49,10,1415,1202,33,224,47,16,1518,1168,52,198,49,18,1489,1303,45,175,35,14,1572,2091,91,233,39,11,2460,2340,98,187,39,15,2683,2214,123,203,20,11,2573,1757,138,170,17,4,2088,1117,109,118,26,8,1376,808,120,76,15,3,1016,622,62,52,10,0,751,530,84,54,8,0,674,110,75,46,7,4,237,219,17,23,8,30,289,16751,1064,1926,474,152,20368,156,31,61,184,7,437,1932,26,Wanneroo (C)
58820,3,0,0,3,0,6,12,0,0,3,0,16,6,0,0,3,0,13,5,0,0,0,0,7,18,0,3,3,0,27,16,0,7,4,0,32,30,3,5,3,0,43,49,8,8,0,4,69,78,6,9,5,4,104,90,5,7,0,4,106,151,6,10,0,0,177,203,3,3,0,3,210,516,6,4,0,0,533,120,3,3,0,0,131,24,3,0,0,3,35,1325,49,71,28,26,1496,3,0,0,4,0,6,23,0,0,3,0,27,43,0,7,0,0,48,40,3,6,0,0,50,59,0,0,0,0,61,66,0,5,3,0,75,86,3,0,0,4,98,52,0,3,0,3,64,43,5,4,0,0,54,24,3,0,0,0,33,29,8,3,0,0,42,31,0,3,0,0,31,49,0,0,0,0,51,8,0,3,0,0,12,7,0,0,0,0,18,573,25,45,20,10,670,4,0,0,8,0,8,33,0,Waroona (S)
