lga_code_2014,lga_name_2014,year,land_area_ha,pa_indig_area,pa_nat_park,pa_nat_res,pa_oth_pa,pa_tot,pa_indig_area_ha,pa_nat_park_ha,pa_nat_res_ha,pa_oth_pa_ha,pa_tot_ha,pa_indig_area_pc,pa_nat_park_pc,pa_nat_res_pc,pa_oth_pa_pc,pa_tot_pc,solar_panel_system,solar_water_heater
24650,Melton (C),2014,52755.7,,1.0,,10.0,11.0,,646.0,,328.0,974.0,,1.2,,0.6,1.8,6237.0,7669.0
22310,Glen Eira (C),2014,3869.1,,,,,,,,,,,,,,,,2711.0,2000.0
22410,Glenelg (S),2014,621828.9,3.0,7.0,,95.0,105.0,1447.0,50062.0,,25827.0,77336.0,0.2,8.1,,4.2,12.4,1164.0,662.0
22490,Golden Plains (S),2014,270343.0,,2.0,,44.0,46.0,,7080.0,,3117.0,10197.0,,2.6,,1.2,3.8,1454.0,1839.0
40310,Barossa (DC),2014,89354.9,,,,23.0,23.0,,,,1855.0,1855.0,,,,2.1,2.1,3382.0,958.0
24780,Mildura (RC),2014,2208248.3,,5.0,,188.0,193.0,,849115.0,,167898.0,1017013.0,,38.5,,7.6,46.1,2551.0,3024.0
24850,Mitchell (S),2014,286243.1,,1.0,,44.0,45.0,,7040.0,,3278.0,10318.0,,2.5,,1.1,3.6,2569.0,2237.0
24900,Moira (S),2014,404655.3,,4.0,,55.0,59.0,,33569.0,,4961.0,38530.0,,8.3,,1.2,9.5,2932.0,1123.0
24970,Monash (C),2014,8149.7,,,,,,,,,,,,,,,,5694.0,2819.0
25060,Moonee Valley (C),2014,4314.2,,,,,,,,,,,,,,,,2971.0,1497.0
25150,Moorabool (S),2014,211062.1,,3.0,,21.0,24.0,,18895.0,,2910.0,21805.0,,9.0,,1.4,10.3,2066.0,1965.0
25250,Moreland (C),2014,5094.9,,,,,,,,,,,,,,,,3914.0,2827.0
25340,Mornington Peninsula (S),2014,72406.7,,4.0,,29.0,33.0,,3047.0,,1993.0,5040.0,,4.2,,2.8,7.0,8774.0,4978.0
25430,Mount Alexander (S),2014,152961.8,,,,52.0,52.0,,,,3035.0,3035.0,,,,2.0,2.0,1838.0,893.0
25490,Moyne (S),2014,548174.5,3.0,1.0,,22.0,26.0,2299.0,6340.0,,3232.0,11871.0,0.4,1.2,,0.6,2.2,791.0,600.0
25620,Murrindindi (S),2014,387940.1,,6.0,,60.0,66.0,,28450.0,,9949.0,38398.0,,7.3,,2.6,9.9,1307.0,748.0
25710,Nillumbik (S),2014,43233.7,,1.0,,28.0,29.0,,5915.0,,1117.0,7031.0,,13.7,,2.6,16.3,2396.0,1010.0
25810,Northern Grampians (S),2014,572799.9,,3.0,,141.0,144.0,,83656.0,,18118.0,101774.0,,14.6,,3.2,17.8,803.0,361.0
25900,Port Phillip (C),2014,2070.5,,,,,,,,,,,,,,,,770.0,567.0
25990,Pyrenees (S),2014,343457.0,,2.0,,52.0,54.0,,4152.0,,9139.0,13291.0,,1.2,,2.7,3.9,527.0,256.0
26080,Queenscliffe (B),2014,861.8,,,,1.0,1.0,,,,4.0,4.0,,,,0.4,0.4,277.0,120.0
26170,South Gippsland (S),2014,329735.4,,4.0,,47.0,51.0,,51760.0,,3802.0,55562.0,,15.7,,1.2,16.9,2700.0,1638.0
26260,Southern Grampians (S),2014,665542.5,,5.0,,35.0,40.0,,65576.0,,4196.0,69772.0,,9.9,,0.6,10.5,776.0,410.0
26350,Stonnington (C),2014,2564.9,,,,,,,,,,,,,,,,1138.0,701.0
26430,Strathbogie (S),2014,330325.7,,1.0,,77.0,78.0,,8333.0,,8023.0,16356.0,,2.5,,2.4,5.0,1025.0,463.0
26490,Surf Coast (S),2014,155293.5,,3.0,,20.0,23.0,,33142.0,,2001.0,35144.0,,21.3,,1.3,22.6,2075.0,2192.0
26610,Swan Hill (RC),2014,611530.9,,3.0,,102.0,105.0,,2931.0,,28613.0,31544.0,,0.5,,4.7,5.2,1262.0,638.0
26670,Towong (S),2014,667494.7,,8.0,,44.0,52.0,,110807.0,,32824.0,143631.0,,16.6,,4.9,21.5,695.0,280.0
26700,Wangaratta (RC),2014,364483.6,,4.0,,61.0,65.0,,54056.0,,10054.0,64109.0,,14.8,,2.8,17.6,2428.0,916.0
26730,Warrnambool (C),2014,12085.2,,,,3.0,3.0,,,,93.0,93.0,,,,0.8,0.8,1152.0,930.0
26810,Wellington (S),2014,1081736.8,,9.0,,116.0,125.0,,174687.0,,101492.0,276179.0,,16.1,,9.4,25.5,3420.0,1473.0
26890,West Wimmera (S),2014,910839.0,,3.0,,170.0,173.0,,97865.0,,67335.0,165199.0,,10.7,,7.4,18.1,302.0,101.0
26980,Whitehorse (C),2014,6427.9,,,,,,,,,,,,,,,,4979.0,2196.0
27070,Whittlesea (C),2014,48970.6,,1.0,,4.0,5.0,,4167.0,,642.0,4809.0,,8.5,,1.3,9.8,7259.0,13011.0
27170,Wodonga (RC),2014,43268.9,,,,10.0,10.0,,,,759.0,759.0,,,,1.8,1.8,2232.0,1189.0
27260,Wyndham (C),2014,54209.4,,,,3.0,3.0,,,,56.0,56.0,,,,0.1,0.1,10767.0,18881.0
27350,Yarra (C),2014,1954.1,,,,,,,,,,,,,,,,1190.0,910.0
27450,Yarra Ranges (S),2014,246574.1,,4.0,,72.0,76.0,,77933.0,,3004.0,80937.0,,31.6,,1.2,32.8,6672.0,2399.0
27630,Yarriambiack (S),2014,732579.7,,1.0,,74.0,75.0,,48936.0,,12375.0,61311.0,,6.7,,1.7,8.4,545.0,230.0
29399,Unincorporated Vic,2014,28301.4,,8.0,,4.0,12.0,,10797.0,,125.0,10923.0,,38.2,,0.4,38.6,92.0,35.0
30250,Aurukun (S),2014,734720.8,,,,,,,,,,,,,,,,,
30300,Balonne (S),2014,3110618.4,,4.0,,1.0,5.0,,69184.0,,470.0,69654.0,,2.2,,,2.2,363.0,60.0
30370,Banana (S),2014,2854630.8,,5.0,,18.0,23.0,,148064.0,,12270.0,160334.0,,5.2,,0.4,5.6,1120.0,435.0
30410,Barcaldine (R),2014,5352067.3,,2.0,,5.0,7.0,,27127.0,,29218.0,56345.0,,0.5,,0.5,1.1,209.0,57.0
30450,Barcoo (S),2014,6182500.9,,3.0,,1.0,4.0,,126842.0,,3865.0,130706.0,,2.1,,0.1,2.1,15.0,15.0
30760,Blackall-Tambo (R),2014,3038905.9,,2.0,,1.0,3.0,,21791.0,,94277.0,116068.0,,0.7,,3.1,3.8,136.0,28.0
33980,Isaac (R),2014,5871983.5,,12.0,,22.0,34.0,,97076.0,,43460.0,140536.0,,1.7,,0.7,2.4,576.0,929.0
34420,Kowanyama (S),2014,254317.2,,,,,,,,,,,,,,,,,
34530,Livingstone (S),2014,1175144.7,,8.0,,20.0,28.0,,20480.0,,9686.0,30165.0,,1.7,,0.8,2.6,3339.0,2446.0
34570,Lockhart River (S),2014,357805.8,2.0,2.0,,2.0,6.0,184280.0,268.0,,119.0,184667.0,51.5,0.1,,,51.6,,
34580,Lockyer Valley (R),2014,226874.2,,3.0,,14.0,17.0,,17679.0,,3970.0,21648.0,,7.8,,1.7,9.5,4833.0,1912.0
34590,Logan (C),2014,95809.7,,1.0,,16.0,17.0,,139.0,,2656.0,2795.0,,0.1,,2.8,2.9,31671.0,12240.0
34710,Longreach (R),2014,4057170.6,,3.0,,1.0,4.0,,64841.0,,7134.0,71975.0,,1.6,,0.2,1.8,212.0,119.0
34770,Mackay (R),2014,760119.7,,17.0,,28.0,45.0,,82629.0,,2141.0,84770.0,,10.9,,0.3,11.2,8205.0,2886.0
34800,McKinlay (S),2014,4073370.9,,,,3.0,3.0,,,,36702.0,36702.0,,,,0.9,0.9,33.0,6.0
40430,Barunga West (DC),2014,159038.9,,,,3.0,3.0,,,,26.0,26.0,,,,,,598.0,66.0
40520,Berri and Barmera (DC),2014,51681.3,,,,10.0,10.0,,,,14895.0,14895.0,,,,28.8,28.8,1334.0,343.0
50250,Ashburton (S),2014,10095926.2,,6.0,19.0,3.0,28.0,,1336304.0,237864.0,4855.0,1579022.0,,13.2,2.4,,15.6,21.0,146.0
50280,Augusta-Margaret River (S),2014,212242.2,,8.0,9.0,1.0,18.0,,39032.0,280.0,,39312.0,,18.4,0.1,,18.5,884.0,1139.0
50350,Bassendean (T),2014,1034.5,,,,,,,,,,,,,,,,1026.0,630.0
50420,Bayswater (C),2014,3276.9,,,,,,,,,,,,,,,,3698.0,2438.0
50490,Belmont (C),2014,3968.5,,,,,,,,,,,,,,,,2097.0,1419.0
50560,Beverley (S),2014,237051.9,,2.0,5.0,2.0,9.0,,21252.0,1067.0,20.0,22339.0,,9.0,0.5,,9.4,230.0,147.0
30900,Boulia (S),2014,6095581.3,,,,3.0,3.0,,,,475333.0,475333.0,,,,7.8,7.8,35.0,17.0
31000,Brisbane (C),2014,133809.4,,4.0,,12.0,16.0,,27725.0,,2669.0,30394.0,,20.7,,2.0,22.7,85523.0,29845.0
36510,Scenic Rim (R),2014,424807.3,,7.0,,15.0,22.0,,48400.0,,1140.0,49540.0,,11.4,,0.3,11.7,5154.0,1986.0
36580,Somerset (R),2014,537328.0,,8.0,,15.0,23.0,,43233.0,,7903.0,51136.0,,8.0,,1.5,9.5,3427.0,1198.0
36630,South Burnett (R),2014,838169.8,,5.0,,13.0,18.0,,15059.0,,1818.0,16877.0,,1.8,,0.2,2.0,3280.0,1043.0
36660,Southern Downs (R),2014,711172.3,,3.0,,32.0,35.0,,39062.0,,7368.0,46430.0,,5.5,,1.0,6.5,3867.0,998.0
36720,Sunshine Coast (R),2014,225122.0,,18.0,,62.0,80.0,,37146.0,,3898.0,41044.0,,16.5,,1.7,18.2,34884.0,14532.0
31750,Bulloo (S),2014,7376280.2,,2.0,,2.0,4.0,,131668.0,,250980.0,382648.0,,1.8,,3.4,5.2,28.0,125.0
31820,Bundaberg (R),2014,643564.3,,7.0,,12.0,19.0,,54580.0,,4297.0,58877.0,,8.5,,0.7,9.1,11138.0,4958.0
31900,Burdekin (S),2014,504342.2,,1.0,,4.0,5.0,,17630.0,,6908.0,24539.0,,3.5,,1.4,4.9,1740.0,187.0
31950,Burke (S),2014,4003920.9,1.0,2.0,,6.0,9.0,158771.0,106693.0,,48954.0,314419.0,4.0,2.7,,1.2,7.9,16.0,14.0
32080,Cairns (R),2014,168785.7,1.0,15.0,,9.0,25.0,8172.0,76683.0,,791.0,85646.0,4.8,45.4,,0.5,50.7,9606.0,5320.0
32250,Carpentaria (S),2014,6412489.6,,3.0,,3.0,6.0,,142625.0,,246383.0,389008.0,,2.2,,3.8,6.1,53.0,34.0
32260,Cassowary Coast (R),2014,468499.1,1.0,24.0,,19.0,44.0,94334.0,274087.0,,1346.0,369768.0,20.1,58.5,,0.3,78.9,1895.0,748.0
32270,Central Highlands (R),2014,5983488.8,,11.0,,23.0,34.0,,309830.0,,172483.0,482313.0,,5.2,,2.9,8.1,1749.0,1611.0
32310,Charters Towers (R),2014,6837355.1,1.0,8.0,,6.0,15.0,11480.0,137287.0,,134671.0,283438.0,0.2,2.0,,2.0,4.1,779.0,323.0
36820,Tablelands (R),2014,1128931.5,1.0,22.0,,52.0,75.0,92524.0,284047.0,,49201.0,425772.0,8.2,25.2,,4.4,37.7,1954.0,1031.0
36910,Toowoomba (R),2014,1295773.0,,9.0,,6.0,15.0,,8237.0,,193.0,8431.0,,0.6,,,0.7,12694.0,5189.0
36950,Torres (S),2014,88271.0,3.0,2.0,,2.0,7.0,62.0,3239.0,,1979.0,5280.0,0.1,3.7,,2.2,6.0,30.0,59.0
36960,Torres Strait Island (R),2014,48924.2,1.0,,,,1.0,19.0,,,,19.0,,,,,,36.0,72.0
37010,Townsville (C),2014,372737.8,1.0,4.0,,14.0,19.0,6210.0,75793.0,,7563.0,89567.0,1.7,20.3,,2.0,24.0,16389.0,3980.0
41060,Charles Sturt (C),2014,5478.9,,,,1.0,1.0,,,,5.0,5.0,,,,0.1,0.1,10118.0,1377.0
41140,Clare and Gilbert Valleys (DC),2014,189244.6,,,,16.0,16.0,,,,874.0,874.0,,,,0.5,0.5,1262.0,270.0
50630,Boddington (S),2014,189937.2,,3.0,1.0,1.0,5.0,,6130.0,631.0,65.0,6826.0,,3.2,0.3,,3.6,102.0,204.0
32330,Cherbourg (S),2014,3159.9,,,,,,,,,,,,,,,,88.0,19.0
32450,Cloncurry (S),2014,4798312.9,,,,2.0,2.0,,,,187816.0,187816.0,,,,3.9,3.9,109.0,24.0
32500,Cook (S),2014,10578145.9,1.0,36.0,,40.0,77.0,17005.0,2087000.0,,1497366.0,3601371.0,0.2,19.7,,14.2,34.0,134.0,118.0
32600,Croydon (S),2014,2948709.7,,1.0,,4.0,5.0,,5282.0,,51678.0,56960.0,,0.2,,1.8,1.9,21.0,19.0
37300,Weipa (T),2014,1082.2,,,,,,,,,,,,,,,,5.0,53.0
37310,Western Downs (R),2014,3793848.9,,3.0,,8.0,11.0,,14068.0,,3446.0,17513.0,,0.4,,0.1,0.5,2379.0,737.0
32750,Diamantina (S),2014,9466685.1,,3.0,,3.0,6.0,,1699830.0,,344160.0,2043990.0,,18.0,,3.6,21.6,17.0,5.0
37340,Whitsunday (R),2014,2380438.0,,9.0,,17.0,26.0,,75929.0,,16147.0,92076.0,,3.2,,0.7,3.9,2527.0,517.0
41750,Elliston (DC),2014,673854.3,,,,46.0,46.0,,,,143187.0,143187.0,,,,21.2,21.2,112.0,22.0
50770,Boyup Brook (S),2014,282650.0,,3.0,10.0,,13.0,,12171.0,31092.0,,43263.0,,4.3,11.0,,15.3,96.0,151.0
50840,Bridgetown-Greenbushes (S),2014,133938.4,,3.0,3.0,,6.0,,15973.0,622.0,,16595.0,,11.9,0.5,,12.4,322.0,471.0
50910,Brookton (S),2014,160115.3,,2.0,14.0,,16.0,,7727.0,4084.0,,11811.0,,4.8,2.6,,7.4,64.0,48.0
50980,Broome (S),2014,5463180.1,2.0,4.0,4.0,5.0,15.0,2362701.0,4811.0,46002.0,13557.0,2427071.0,43.2,0.1,0.8,0.2,44.4,451.0,1336.0
51080,Broomehill-Tambellup (S),2014,260912.7,,,12.0,1.0,13.0,,,1547.0,8.0,1555.0,,,0.6,,0.6,43.0,102.0
32770,Doomadgee (S),2014,183515.6,1.0,,,,1.0,27308.0,,,,27308.0,14.9,,,,14.9,24.0,34.0
32810,Douglas (S),2014,242725.3,1.0,8.0,,15.0,24.0,21273.0,149868.0,,241.0,171382.0,8.8,61.7,,0.1,70.6,865.0,277.0
33100,Etheridge (S),2014,3920101.6,,8.0,,19.0,27.0,,347562.0,,129528.0,477090.0,,8.9,,3.3,12.2,61.0,56.0
33200,Flinders (S),2014,4119266.5,,4.0,,2.0,6.0,,98152.0,,37573.0,135726.0,,2.4,,0.9,3.3,116.0,20.0
33220,Fraser Coast (R),2014,710250.2,,9.0,,18.0,27.0,,191159.0,,2568.0,193727.0,,26.9,,0.4,27.3,12594.0,6809.0
33360,Gladstone (R),2014,1046579.1,,16.0,,21.0,37.0,,120006.0,,15009.0,135015.0,,11.5,,1.4,12.9,5819.0,2448.0
33430,Gold Coast (C),2014,133168.2,1.0,7.0,1.0,22.0,31.0,99.0,12394.0,5.0,2935.0,15433.0,0.1,9.3,,2.2,11.6,44658.0,19931.0
33610,Goondiwindi (R),2014,1925548.7,,3.0,,3.0,6.0,,12032.0,,2088.0,14120.0,,0.6,,0.1,0.7,862.0,204.0
33620,Gympie (R),2014,688454.5,,16.0,,17.0,33.0,,101823.0,,5093.0,106916.0,,14.8,,0.7,15.5,6698.0,2698.0
33800,Hinchinbrook (S),2014,280134.7,1.0,4.0,,3.0,8.0,90154.0,80218.0,,1863.0,172236.0,32.2,28.6,,0.7,61.5,1082.0,93.0
33830,Hope Vale (S),2014,110474.9,,,,,,,,,,,,,,,,43.0,35.0
33960,Ipswich (C),2014,108849.0,,,,11.0,11.0,,,,4083.0,4083.0,,,,3.8,3.8,18203.0,6153.0
34830,Mapoon (S),2014,54798.6,,,,1.0,1.0,,,,145.0,145.0,,,,0.3,0.3,,4.0
34860,Maranoa (R),2014,5871136.2,,5.0,,5.0,10.0,,111755.0,,21053.0,132808.0,,1.9,,0.4,2.3,1426.0,338.0
34880,Mareeba (S),2014,5350449.7,,15.0,,11.0,26.0,,523545.0,,103903.0,627448.0,,9.8,,1.9,11.7,1815.0,1295.0
35010,Moreton Bay (R),2014,203292.2,,7.0,,32.0,39.0,,21896.0,,6546.0,28441.0,,10.8,,3.2,14.0,47770.0,17349.0
35250,Mornington (S),2014,124421.0,1.0,,,,1.0,123149.0,,,,123149.0,99.0,,,,99.0,,
35300,Mount Isa (C),2014,4318804.1,,2.0,,6.0,8.0,,191190.0,,55617.0,246807.0,,4.4,,1.3,5.7,1117.0,593.0
35600,Murweh (S),2014,4069849.0,,3.0,,4.0,7.0,,29936.0,,58550.0,88487.0,,0.7,,1.4,2.2,339.0,40.0
35670,Napranum (S),2014,199791.5,,,,1.0,1.0,,,,133.0,133.0,,,,0.1,0.1,,13.0
35740,Noosa (S),2014,86987.0,,8.0,,32.0,40.0,,20510.0,,2456.0,22966.0,,23.6,,2.8,26.4,6217.0,2715.0
35760,North Burnett (R),2014,1966676.9,,14.0,,12.0,26.0,,71707.0,,11342.0,83049.0,,3.6,,0.6,4.2,1020.0,270.0
35780,Northern Peninsula Area (R),2014,105691.4,,,,,,,,,,,,,,,,22.0,23.0
40120,Adelaide Hills (DC),2014,79448.7,,1.0,,100.0,101.0,,975.0,,6323.0,7298.0,,1.2,,8.0,9.2,4551.0,1755.0
35790,Palm Island (S),2014,7063.4,,,,,,,,,,,,,,,,228.0,54.0
35800,Paroo (S),2014,4761640.7,1.0,4.0,,5.0,10.0,38294.0,87005.0,,58377.0,183677.0,0.8,1.8,,1.2,3.9,176.0,22.0
36070,Pormpuraaw (S),2014,442883.7,,,,,,,,,,,,,,,,,
36150,Quilpie (S),2014,6742331.1,,3.0,,2.0,5.0,,141694.0,,85844.0,227537.0,,2.1,,1.3,3.4,36.0,
36250,Redland (C),2014,53624.6,,3.0,,15.0,18.0,,14063.0,,685.0,14748.0,,26.2,,1.3,27.5,18812.0,6950.0
36300,Richmond (S),2014,2658022.3,,1.0,,,1.0,,6779.0,,,6779.0,,0.3,,,0.3,43.0,20.0
36370,Rockhampton (R),2014,656029.5,,2.0,,10.0,12.0,,28230.0,,7252.0,35482.0,,4.3,,1.1,5.4,5497.0,4255.0
37400,Winton (S),2014,5381438.5,,1.0,,4.0,5.0,,84253.0,,2440.0,86693.0,,1.6,,,1.6,55.0,14.0
40220,Alexandrina (DC),2014,182725.7,,2.0,,71.0,73.0,,1854.0,,3574.0,5428.0,,1.0,,2.0,3.0,5009.0,1210.0
47700,Tea Tree Gully (C),2014,9520.8,,,,4.0,4.0,,,,461.0,461.0,,,,4.8,4.8,11332.0,1312.0
47800,The Coorong (DC),2014,883244.6,,1.0,,105.0,106.0,,38586.0,,115342.0,153928.0,,4.4,,13.1,17.4,794.0,177.0
47910,Tumby Bay (DC),2014,266905.6,,,,21.0,21.0,,,,14536.0,14536.0,,,,5.4,5.4,460.0,58.0
51120,Bruce Rock (S),2014,272470.7,,,24.0,1.0,25.0,,,5851.0,26.0,5877.0,,,2.1,,2.2,88.0,103.0
51190,Bunbury (C),2014,6523.4,,1.0,,1.0,2.0,,3.0,,14.0,17.0,,0.1,,0.2,0.3,2292.0,1130.0
51260,Busselton (C),2014,145400.9,,4.0,22.0,2.0,28.0,,11621.0,772.0,176.0,12569.0,,8.0,0.5,0.1,8.6,3138.0,2886.0
51310,Cambridge (T),2014,2199.4,,,,,,,,,,,,,,,,1138.0,803.0
51330,Canning (C),2014,6490.0,,3.0,1.0,,4.0,,94.0,13.0,,108.0,,1.5,0.2,,1.7,7592.0,4020.0
51400,Capel (S),2014,55781.2,,1.0,4.0,,5.0,,1374.0,134.0,,1508.0,,2.5,0.2,,2.7,1338.0,993.0
37550,Woorabinda (S),2014,39027.9,,,,,,,,,,,,,,,,7.0,3.0
40250,Anangu Pitjantjatjara (AC),2014,10232047.9,6.0,,,,6.0,5234677.0,,,,5234677.0,51.2,,,,51.2,13.0,66.0
37570,Wujal Wujal (S),2014,1118.1,,,,,,,,,,,,,,,,12.0,9.0
37600,Yarrabah (S),2014,15884.3,,1.0,,1.0,2.0,,14.0,,2.0,16.0,,0.1,,,0.1,165.0,150.0
40070,Adelaide (C),2014,1557.2,,,,,,,,,,,,,,,,662.0,304.0
40700,Burnside (C),2014,2751.8,,1.0,,2.0,3.0,,52.0,,11.0,63.0,,1.9,,0.4,2.3,3690.0,667.0
40910,Campbelltown (C),2014,2435.0,,,,1.0,1.0,,,,116.0,116.0,,,,4.8,4.8,4488.0,723.0
41010,Ceduna (DC),2014,542014.2,,,,33.0,33.0,,,,103878.0,103878.0,,,,19.2,19.2,381.0,225.0
41190,Cleve (DC),2014,501884.9,,,,29.0,29.0,,,,96189.0,96189.0,,,,19.2,19.2,303.0,44.0
41330,Coober Pedy (DC),2014,7768.0,,,,,,,,,,,,,,,,8.0,114.0
41560,Copper Coast (DC),2014,77291.5,,,,1.0,1.0,,,,58.0,58.0,,,,0.1,0.1,2555.0,359.0
41830,Flinders Ranges (DC),2014,412639.5,1.0,,,4.0,5.0,10885.0,,,3474.0,14360.0,2.6,,,0.8,3.5,337.0,58.0
41960,Franklin Harbour (DC),2014,275556.4,,,,37.0,37.0,,,,61589.0,61589.0,,,,22.4,22.4,229.0,59.0
51470,Carnamah (S),2014,287295.2,,3.0,11.0,3.0,17.0,,16071.0,46146.0,115.0,62332.0,,5.6,16.1,,21.7,48.0,32.0
51540,Carnarvon (S),2014,4656223.9,,6.0,4.0,6.0,16.0,,282582.0,9322.0,40557.0,332461.0,,6.1,0.2,0.9,7.1,207.0,809.0
51610,Chapman Valley (S),2014,398257.9,,1.0,11.0,5.0,17.0,,2.0,56651.0,844.0,57497.0,,,14.2,0.2,14.4,89.0,117.0
42030,Gawler (T),2014,4109.0,,,,,,,,,,,,,,,,2654.0,653.0
42110,Goyder (DC),2014,671601.7,,,,26.0,26.0,,,,12119.0,12119.0,,,,1.8,1.8,488.0,127.0
42250,Grant (DC),2014,189800.5,,1.0,,33.0,34.0,,1.0,,6341.0,6342.0,,,,3.3,3.3,631.0,144.0
51960,Coolgardie (S),2014,3035390.0,,7.0,7.0,3.0,17.0,,216931.0,21344.0,16113.0,254388.0,,7.1,0.7,0.5,8.4,58.0,50.0
42600,Holdfast Bay (C),2014,1375.2,,,,,,,,,,,,,,,,3243.0,631.0
42750,Kangaroo Island (DC),2014,440073.1,,1.0,,152.0,153.0,,32663.0,,116303.0,148966.0,,7.4,,26.4,33.9,701.0,182.0
43080,Karoonda East Murray (DC),2014,441579.6,,,,54.0,54.0,,,,52521.0,52521.0,,,,11.9,11.9,141.0,34.0
43220,Kimba (DC),2014,398394.7,,,,35.0,35.0,,,,64147.0,64147.0,,,,16.1,16.1,142.0,38.0
43360,Kingston (DC),2014,333978.7,,1.0,,44.0,45.0,,8748.0,,19586.0,28334.0,,2.6,,5.9,8.5,298.0,60.0
43650,Light (RegC),2014,127684.5,,,,4.0,4.0,,,,68.0,68.0,,,,0.1,0.1,2029.0,587.0
43710,Lower Eyre Peninsula (DC),2014,472118.8,,2.0,,84.0,86.0,,50574.0,,44634.0,95208.0,,10.7,,9.5,20.2,687.0,126.0
43790,Loxton Waikerie (DC),2014,799929.4,,1.0,,99.0,100.0,,3.0,,101792.0,101795.0,,,,12.7,12.7,1824.0,494.0
43920,Mallala (DC),2014,93241.9,,,,5.0,5.0,,,,602.0,602.0,,,,0.6,0.6,1331.0,377.0
52030,Coorow (S),2014,418882.8,,4.0,13.0,2.0,19.0,,33857.0,38052.0,116.0,72025.0,,8.1,9.1,,17.2,102.0,91.0
44000,Maralinga Tjarutja (AC),2014,10273781.2,1.0,,1.0,1.0,3.0,158.0,,28.0,2132597.0,2132783.0,,,,20.8,20.8,7.0,5.0
44060,Marion (C),2014,5563.8,,,,3.0,3.0,,,,334.0,334.0,,,,6.0,6.0,8912.0,1484.0
44210,Mid Murray (DC),2014,627137.7,,,,88.0,88.0,,,,37242.0,37242.0,,,,5.9,5.9,1727.0,365.0
44340,Mitcham (C),2014,7554.7,,,,12.0,12.0,,,,1199.0,1199.0,,,,15.9,15.9,6142.0,1897.0
44550,Mount Barker (DC),2014,59464.9,,,,13.0,13.0,,,,159.0,159.0,,,,0.3,0.3,4014.0,1295.0
44620,Mount Gambier (C),2014,3389.4,,,,,,,,,,,,,,,,1424.0,288.0
44830,Mount Remarkable (DC),2014,342277.3,,,,17.0,17.0,,,,19027.0,19027.0,,,,5.6,5.6,522.0,121.0
45040,Murray Bridge (RC),2014,183175.9,,,,136.0,136.0,,,,14031.0,14031.0,,,,7.7,7.7,2671.0,582.0
52800,Derby-West Kimberley (S),2014,11984184.7,3.0,8.0,3.0,3.0,17.0,839428.0,761936.0,239.0,249627.0,1851230.0,7.0,6.4,,2.1,15.4,130.0,491.0
52870,Donnybrook-Balingup (S),2014,155997.5,,2.0,3.0,2.0,7.0,,7040.0,652.0,42.0,7733.0,,4.5,0.4,,5.0,655.0,737.0
45090,Naracoorte and Lucindale (DC),2014,452012.7,,1.0,,84.0,85.0,,658.0,,18004.0,18662.0,,0.1,,4.0,4.1,740.0,154.0
45120,Northern Areas (DC),2014,298618.2,,,,8.0,8.0,,,,561.0,561.0,,,,0.2,0.2,753.0,264.0
45290,Norwood Payneham St Peters (C),2014,1510.3,,,,,,,,,,,,,,,,2790.0,382.0
45340,Onkaparinga (C),2014,51812.3,,1.0,,37.0,38.0,,1544.0,,1404.0,2948.0,,3.0,,2.7,5.7,21507.0,4465.0
45400,Orroroo/Carrieton (DC),2014,332182.4,,,,3.0,3.0,,,,445.0,445.0,,,,0.1,0.1,166.0,17.0
54130,Jerramungup (S),2014,650748.4,,1.0,5.0,,6.0,,134103.0,5295.0,,139398.0,,20.6,0.8,,21.4,51.0,102.0
54170,Joondalup (C),2014,9892.7,,2.0,2.0,3.0,7.0,,28.0,338.0,40.0,406.0,,0.3,3.4,0.4,4.1,13598.0,7594.0
54200,Kalamunda (S),2014,32420.0,,7.0,3.0,1.0,11.0,,9335.0,51.0,13.0,9399.0,,28.8,0.2,,29.0,5297.0,4977.0
45540,Peterborough (DC),2014,302001.8,,,,,,,,,,,,,,,,250.0,52.0
45680,Playford (C),2014,34493.2,,,,4.0,4.0,,,,1907.0,1907.0,,,,5.5,5.5,7753.0,2630.0
45890,Port Adelaide Enfield (C),2014,9175.0,,,,1.0,1.0,,,,4.0,4.0,,,,,,11100.0,1623.0
46090,Port Augusta (C),2014,115207.4,,,,1.0,1.0,,,,4154.0,4154.0,,,,3.6,3.6,1818.0,704.0
46300,Port Lincoln (C),2014,3036.7,,,,,,,,,,,,,,,,1534.0,301.0
46450,Port Pirie City and Dists (M),2014,176070.9,,,,6.0,6.0,,,,3327.0,3327.0,,,,1.9,1.9,2235.0,305.0
46510,Prospect (C),2014,779.2,,,,,,,,,,,,,,,,1720.0,231.0
46670,Renmark Paringa (DC),2014,91586.5,,,,9.0,9.0,,,,4660.0,4660.0,,,,5.1,5.1,1118.0,233.0
46860,Robe (DC),2014,109160.8,,,,21.0,21.0,,,,9571.0,9571.0,,,,8.8,8.8,227.0,39.0
46970,Roxby Downs (M),2014,10990.7,,,,,,,,,,,,,,,,102.0,129.0
47140,Salisbury (C),2014,15804.3,,,,1.0,1.0,,,,185.0,185.0,,,,1.2,1.2,14377.0,3431.0
47290,Southern Mallee (DC),2014,570220.9,,,,36.0,36.0,,,,181662.0,181662.0,,,,31.9,31.9,230.0,63.0
47490,Streaky Bay (DC),2014,624702.8,,,,45.0,45.0,,,,79281.0,79281.0,,,,12.7,12.7,355.0,98.0
