lga_code16,nfans_75ov_ewft,nfans_75ov_ewpt,nfans_75ov_eafw,nfans_75ov_ehw_ns,nfans_75ov_tot,nfans_tot_ewft,nfans_tot_ewpt,nfans_tot_eafw,nfans_tot_ehw_ns,nfans_tot_tot,tot_15_19_ewft,tot_15_19_ewpt,tot_15_19_eafw,tot_15_19_ehw_ns,tot_15_19_tot,tot_20_24_ewft,tot_20_24_ewpt,tot_20_24_eafw,tot_20_24_ehw_ns,tot_20_24_tot,tot_25_29_ewft,tot_25_29_ewpt,tot_25_29_eafw,tot_25_29_ehw_ns,tot_25_29_tot,tot_30_34_ewft,tot_30_34_ewpt,tot_30_34_eafw,tot_30_34_ehw_ns,tot_30_34_tot,tot_35_39_ewft,tot_35_39_ewpt,tot_35_39_eafw,tot_35_39_ehw_ns,tot_35_39_tot,tot_40_44_ewft,tot_40_44_ewpt,tot_40_44_eafw,tot_40_44_ehw_ns,tot_40_44_tot,tot_45_49_ewft,tot_45_49_ewpt,tot_45_49_eafw,tot_45_49_ehw_ns,tot_45_49_tot,tot_50_54_ewft,tot_50_54_ewpt,tot_50_54_eafw,tot_50_54_ehw_ns,tot_50_54_tot,tot_55_59_ewft,tot_55_59_ewpt,tot_55_59_eafw,tot_55_59_ehw_ns,tot_55_59_tot,tot_60_64_ewft,tot_60_64_ewpt,tot_60_64_eafw,tot_60_64_ehw_ns,tot_60_64_tot,tot_65_69_ewft,tot_65_69_ewpt,tot_65_69_eafw,tot_65_69_ehw_ns,tot_65_69_tot,tot_70_74_ewft,tot_70_74_ewpt,tot_70_74_eafw,tot_70_74_ehw_ns,tot_70_74_tot,tot_75ov_ewft,tot_75ov_ewpt,tot_75ov_eafw,tot_75ov_ehw_ns,tot_75ov_tot,tot_tot_ewft,tot_tot_ewpt,tot_tot_eafw,tot_tot_ehw_ns,tot_tot_tot,lga_name16
10050,0,0,0,0,0,172,100,17,22,312,355,1251,63,49,1724,1289,1004,64,59,2408,1567,702,121,39,2428,1540,842,149,34,2570,1492,825,86,35,2437,1624,832,70,40,2569,1831,809,64,48,2757,1785,802,89,28,2703,1559,795,110,32,2493,901,689,82,25,1704,288,388,41,24,739,50,115,17,8,186,23,60,7,11,104,14305,9118,966,426,24820,Albury (C)
10130,0,0,0,0,0,97,66,15,5,185,162,641,55,33,893,564,668,56,52,1344,748,387,54,16,1207,757,356,53,16,1183,681,356,48,11,1097,849,423,19,21,1305,933,406,30,21,1390,1034,421,30,23,1509,904,409,61,13,1388,563,322,46,16,945,218,209,24,11,462,106,107,4,11,230,63,67,10,4,144,7585,4776,487,254,13097,Armidale Regional (A)
10250,0,0,0,0,3,124,93,11,15,240,169,755,39,25,985,536,481,35,23,1073,594,359,35,19,1002,693,426,49,20,1181,821,488,30,31,1376,938,618,30,34,1617,1028,654,38,18,1741,1094,667,51,25,1834,995,728,67,42,1829,617,602,56,13,1287,203,356,39,13,610,75,128,12,9,228,48,77,3,13,146,7814,6333,487,277,14913,Ballina (A)
10300,0,0,0,0,0,6,8,0,0,14,8,13,5,0,26,44,18,0,7,69,36,16,3,0,62,34,13,3,5,55,40,25,0,0,69,66,33,3,3,96,56,29,3,3,91,54,31,0,4,88,75,29,5,3,110,43,37,0,3,86,17,11,3,0,35,3,5,0,0,9,0,4,0,0,9,487,257,28,28,795,Balranald (A)
10470,0,3,0,0,3,145,78,13,20,254,246,802,54,50,1154,881,821,79,56,1840,1163,473,77,30,1745,1057,504,83,38,1676,1053,474,49,24,1601,1230,533,42,27,1835,1338,500,49,26,1908,1298,475,51,24,1844,1135,494,62,22,1717,694,426,72,21,1208,274,243,28,7,554,76,129,19,4,220,46,78,10,11,146,10491,5940,679,343,17455,Bathurst Regional (A)
10550,0,0,0,0,0,93,89,10,3,192,174,501,39,27,738,396,252,28,28,701,439,226,34,9,708,505,304,57,9,873,538,368,30,14,956,678,425,36,17,1152,862,502,48,17,1431,962,589,49,27,1622,852,724,91,29,1702,523,566,73,30,1186,209,290,30,20,554,65,115,21,11,211,40,61,8,8,118,6246,4922,531,244,11940,Bega Valley (A)
10600,0,0,0,0,0,26,35,0,0,61,34,145,3,9,187,71,68,4,6,146,101,83,4,8,193,156,115,12,8,289,141,126,18,6,289,199,162,10,7,378,228,179,16,12,442,250,193,18,7,466,253,221,25,7,505,167,204,19,8,402,74,95,4,4,174,25,44,7,0,79,25,30,5,9,65,1731,1653,139,82,3609,Bellingen (A)
10650,0,0,0,0,0,19,11,0,0,33,52,78,9,6,143,114,53,5,7,180,125,69,7,3,209,128,54,5,7,193,130,78,10,4,221,163,80,4,3,245,191,70,11,6,278,172,99,9,10,296,190,135,19,3,340,171,114,25,5,311,71,69,8,11,163,26,32,9,3,74,18,29,3,6,55,1552,960,126,79,2709,Berrigan (A)
10750,4,4,0,3,4,731,327,22,85,1176,1319,4251,233,184,5986,5230,4140,224,326,9926,7996,2536,359,296,11185,8658,2867,435,289,12253,8582,2917,314,308,12118,8932,2895,216,237,12281,8615,2731,204,256,11807,8253,2450,224,233,11157,6735,2154,229,145,9267,3952,1775,195,91,6015,1307,932,105,54,2399,295,369,20,35,710,68,136,19,22,238,69939,30163,2775,2479,105352,Blacktown (C)
10800,0,0,0,0,0,31,20,0,3,55,38,65,3,10,120,129,57,10,3,195,144,50,4,3,204,151,73,6,8,233,167,61,8,9,248,194,70,9,3,270,194,57,3,3,257,187,76,11,8,279,211,79,13,7,314,131,75,12,7,222,68,33,10,9,125,28,20,4,5,60,34,24,8,6,69,1674,751,91,80,2599,Bland (A)
10850,3,0,0,0,3,25,10,0,0,39,38,96,12,9,152,129,44,5,3,179,218,50,17,6,296,204,52,8,3,268,212,61,17,3,286,250,78,10,8,344,273,66,9,4,350,204,82,12,3,308,199,61,12,4,272,144,59,9,6,221,54,36,12,3,101,34,39,5,10,84,30,22,3,12,65,1976,753,129,69,2922,Blayney (A)
10900,0,4,0,0,4,96,114,13,14,232,256,1068,55,37,1418,624,941,36,33,1637,747,529,57,29,1372,758,550,43,32,1382,809,652,47,23,1529,1038,817,43,19,1923,1168,889,58,33,2144,1175,852,67,21,2117,1098,858,91,27,2066,675,832,56,20,1583,270,529,36,11,849,60,210,15,3,285,33,100,4,3,150,8722,8834,610,289,18452,Blue Mountains (C)
10950,0,0,0,0,0,18,3,0,0,22,18,26,3,4,52,82,21,0,0,107,110,20,8,3,143,87,33,0,3,126,68,15,5,3,98,101,40,3,0,139,114,40,3,0,163,119,27,8,0,161,80,20,3,4,112,53,28,0,0,86,29,19,3,4,49,8,11,0,7,27,19,12,4,0,42,900,321,40,33,1298,Bogan (A)
11100,0,0,0,3,3,330,148,26,39,545,250,891,80,49,1264,1917,1863,106,113,4006,3935,1367,154,137,5592,4665,1140,253,113,6182,4387,1137,236,96,5857,4409,1233,200,92,5929,4180,1284,179,110,5756,3733,1100,195,112,5143,2982,906,171,70,4125,1514,609,106,39,2270,601,333,35,17,983,128,128,9,13,273,42,69,9,13,130,32744,12046,1734,980,47503,Botany Bay (C)
11150,0,0,0,0,0,27,3,0,3,27,12,12,0,0,27,55,16,3,0,80,86,30,4,3,125,92,18,3,0,121,77,19,0,0,103,74,21,5,3,96,84,16,3,6,112,94,29,0,0,122,79,19,7,0,103,54,12,0,0,76,26,21,3,0,50,7,8,0,0,17,8,6,0,3,19,752,235,31,28,1047,Bourke (A)
11200,0,0,0,0,0,4,0,0,0,4,4,0,0,0,6,20,5,3,0,31,39,13,4,7,65,29,3,0,0,37,25,9,0,3,33,30,5,0,3,35,49,19,0,4,70,52,9,6,0,64,49,13,0,3,67,30,5,3,5,44,17,6,0,0,27,7,6,0,0,13,0,4,0,0,4,351,107,18,22,499,Brewarrina (A)
14850,0,3,0,0,5,113,99,17,15,246,232,898,42,48,1223,703,652,44,45,1444,871,501,65,29,1467,910,598,70,30,1610,1071,672,60,33,1836,1299,771,52,45,2168,1521,780,41,36,2378,1619,793,63,40,2508,1493,880,86,24,2485,908,753,78,25,1763,333,399,40,24,793,91,144,11,5,256,61,66,7,26,159,11108,7917,659,408,20090,Lismore (C)
14870,0,3,0,0,3,61,45,10,13,131,139,261,25,10,433,390,165,15,18,593,453,181,36,14,692,405,199,42,24,657,390,194,29,21,631,559,236,23,6,826,555,255,19,14,844,606,259,27,11,905,608,271,33,14,935,275,213,29,4,524,99,103,9,4,218,41,73,5,0,119,20,38,0,6,62,4550,2447,298,149,7444,Lithgow (C)
14900,0,0,0,0,3,527,264,18,65,874,808,2497,136,117,3559,3642,2914,166,230,6954,5631,1679,246,227,7783,5470,1910,392,161,7938,5062,2002,227,171,7453,5434,2222,146,182,7985,5322,1923,117,162,7522,4937,1659,152,162,6907,4211,1517,163,122,6013,2368,1083,98,82,3636,834,561,63,43,1499,164,224,22,8,423,75,109,16,16,206,43967,20300,1935,1684,67886,Liverpool (C)
14920,0,0,0,0,0,44,17,0,3,57,28,54,6,3,95,91,40,6,8,144,142,45,8,3,202,146,71,11,8,236,149,54,12,8,225,181,78,9,9,270,213,81,7,3,311,221,96,11,3,335,194,92,5,9,306,171,70,11,8,264,77,50,4,6,140,37,31,3,0,76,25,27,4,3,63,1682,806,99,69,2654,Liverpool Plains (A)
11250,0,0,0,0,3,66,51,5,6,134,84,251,24,15,366,346,189,26,14,578,517,191,41,13,766,435,183,30,15,665,391,166,24,10,585,430,186,22,19,662,481,206,22,11,725,553,196,35,17,796,555,236,49,10,855,326,149,29,17,530,95,96,13,3,213,25,36,4,6,71,10,14,8,8,48,4261,2111,315,163,6845,Broken Hill (C)
13910,4,0,0,0,4,57,47,0,0,111,161,239,9,15,428,349,153,21,17,544,358,130,13,16,515,331,176,22,15,542,386,215,19,10,629,445,232,16,14,709,490,235,20,18,769,530,270,27,21,843,442,268,32,13,760,346,207,36,5,589,176,149,15,9,343,75,62,11,8,156,58,56,0,10,134,4154,2394,242,176,6958,Hilltops (A)
14000,3,3,0,0,4,239,166,7,25,443,430,2424,144,48,3049,1817,2213,109,90,4223,2547,1060,128,87,3821,2559,1094,162,65,3881,2456,1224,137,69,3891,2756,1592,91,70,4512,3009,1678,81,63,4826,2877,1507,92,63,4537,2621,1442,117,50,4229,1539,1254,93,40,2925,601,806,68,16,1493,189,372,22,5,591,80,202,15,14,301,23490,16867,1251,681,42292,Hornsby (A)
14100,0,0,0,0,0,21,33,4,10,58,18,121,9,10,153,113,195,3,6,320,289,130,9,9,432,263,138,16,7,419,242,139,28,10,419,267,152,13,9,428,319,200,6,15,538,293,189,12,6,499,275,194,13,9,487,135,173,10,0,323,92,121,8,5,222,30,64,0,0,91,12,40,0,3,49,2343,1845,130,75,4397,Hunters Hill (A)
14170,3,7,0,0,11,413,225,21,62,721,326,1720,82,60,2190,2421,3062,123,162,5769,5082,2458,222,158,7916,5272,2088,248,173,7794,4636,1963,214,117,6929,4550,2114,152,93,6910,4484,1881,113,101,6576,4436,1735,146,107,6423,3584,1563,124,82,5346,2084,1397,111,63,3652,882,884,61,33,1862,273,403,22,22,710,99,190,8,19,327,38125,21451,1633,1194,62403,Inner West (A)
14200,0,0,0,5,3,67,39,8,12,130,115,255,27,16,408,302,198,22,16,535,341,141,21,15,520,325,190,28,9,553,338,177,17,19,553,398,211,15,20,642,484,187,18,27,711,469,225,16,9,724,441,243,25,13,726,277,167,17,6,472,123,97,9,4,234,51,61,4,9,126,49,40,8,20,115,3710,2197,231,180,6324,Inverell (A)
14300,0,0,0,0,0,17,11,0,0,30,28,54,0,7,87,82,47,3,0,137,145,48,7,9,207,131,42,11,9,194,103,45,8,3,153,127,38,9,0,177,160,38,3,0,201,132,49,7,3,190,139,61,12,3,212,84,40,5,0,128,36,36,7,3,86,22,14,0,0,37,12,14,0,3,26,1200,524,70,40,1836,Junee (A)
14350,4,0,0,0,5,72,61,3,16,147,110,425,32,31,595,317,266,32,26,643,417,229,28,26,701,407,245,44,11,710,450,292,24,26,795,613,319,29,22,984,652,342,33,23,1051,691,441,42,28,1200,644,477,64,31,1217,388,345,45,19,801,162,206,20,15,407,59,60,0,7,131,31,39,6,14,91,4951,3681,413,288,9329,Kempsey (A)
14400,0,0,0,0,0,34,36,3,3,80,82,370,15,10,479,218,306,15,8,552,247,121,21,0,392,231,167,14,4,413,215,215,14,3,447,296,238,11,6,556,253,252,17,9,529,329,242,19,6,595,258,282,19,7,570,190,238,23,11,461,66,129,8,3,213,18,65,12,0,96,16,34,0,6,54,2428,2660,196,82,5363,Kiama (A)
14500,0,3,0,0,5,164,109,8,11,294,148,1486,71,26,1726,883,1634,87,55,2665,1669,806,81,56,2615,1656,808,147,46,2657,1497,916,91,41,2546,1763,1191,61,38,3053,2109,1402,53,44,3609,2202,1300,64,46,3616,1766,1175,82,36,3054,1010,1073,61,29,2177,472,879,53,24,1428,136,490,26,6,662,57,327,14,17,415,15381,13486,881,471,30220,Ku-ring-gai (A)
14550,0,0,0,0,0,20,10,4,3,36,39,97,3,6,145,89,41,4,8,139,97,41,3,3,146,122,73,11,4,205,116,74,3,7,203,131,90,8,7,238,169,96,13,5,275,225,144,8,6,377,233,142,6,8,390,169,117,14,6,307,82,66,8,3,155,28,38,3,0,65,33,24,4,8,71,1532,1044,82,63,2725,Kyogle (A)
14600,0,0,0,0,3,18,17,0,9,46,36,43,0,4,84,134,44,6,10,195,135,54,7,7,206,135,72,13,13,238,128,46,8,9,197,142,59,3,10,215,155,59,13,3,235,165,80,9,3,254,182,76,6,3,265,122,63,13,6,204,83,37,3,4,129,29,29,3,0,58,33,29,3,8,74,1476,695,92,79,2347,Lachlan (A)
14650,4,4,0,6,10,381,270,15,36,707,880,3389,160,86,4517,3015,2927,248,147,6343,3659,1690,277,114,5747,3475,1913,286,87,5755,3256,1966,184,81,5486,3789,2168,143,88,6190,3964,2121,131,72,6281,3819,2038,171,80,6102,3308,1915,230,56,5507,1763,1660,160,45,3625,501,842,71,21,1433,123,366,18,13,528,54,147,12,25,242,31614,23140,2098,911,57757,Lake Macquarie (C)
14700,0,0,0,0,3,105,37,5,13,157,69,360,17,13,457,657,633,39,29,1360,1419,421,52,35,1922,1723,420,75,29,2244,1410,423,64,41,1940,1340,466,31,23,1866,1245,422,21,18,1708,1098,412,17,25,1548,915,376,20,16,1323,471,316,20,8,823,200,264,12,7,490,56,125,12,3,198,25,67,4,7,105,10630,4710,389,256,15982,Lane Cove (A)
14750,0,0,0,3,4,51,36,3,4,89,103,126,9,13,244,290,83,7,13,392,316,78,26,17,434,275,103,20,11,410,263,97,4,7,370,338,136,11,6,494,388,124,11,7,542,400,125,18,13,560,377,115,27,9,532,211,101,17,9,337,73,59,10,4,147,25,29,3,3,58,26,23,3,7,61,3087,1200,172,117,4576,Leeton (A)
14950,0,0,0,0,0,9,3,3,0,13,10,13,0,0,28,34,20,0,0,49,40,17,0,3,58,49,17,7,0,72,37,17,0,3,62,52,38,0,0,94,54,39,4,0,96,72,41,0,0,117,72,38,5,0,113,39,33,6,0,81,30,27,0,0,60,19,12,0,0,31,13,7,0,3,22,520,311,35,15,877,Lockhart (A)
15050,0,0,0,0,0,164,156,6,14,333,400,1497,59,45,1999,1471,1113,70,52,2705,1890,839,117,47,2893,1710,893,155,48,2807,1650,959,82,49,2741,1849,1000,87,42,2977,1940,923,64,61,2987,1797,868,63,35,2764,1524,827,97,21,2470,746,648,66,19,1478,253,325,31,11,624,66,124,7,9,209,29,57,3,14,112,15334,10072,906,444,26754,Maitland (C)
15240,3,3,0,3,13,223,169,19,19,427,308,1243,95,74,1716,959,769,95,58,1886,1121,669,86,32,1904,1108,746,122,35,2007,1152,850,70,49,2123,1589,1013,98,47,2742,1870,1109,96,71,3151,1982,1277,119,68,3448,1899,1334,176,58,3461,1171,1146,143,55,2517,420,664,59,28,1171,162,264,24,23,478,94,135,22,38,291,13826,11224,1209,635,26889,Mid-Coast (A)
15270,0,0,0,0,0,93,57,13,7,170,147,309,29,22,507,438,192,20,24,672,591,186,39,13,819,628,295,54,11,985,610,251,34,16,918,663,319,25,23,1027,751,370,30,14,1159,718,367,29,16,1135,623,333,38,16,1010,360,234,25,4,630,154,163,17,3,338,73,93,3,12,185,69,55,9,9,133,5820,3156,358,182,9525,Mid-Western Regional (A)
15300,0,0,0,0,0,58,26,3,3,86,86,134,8,15,247,324,96,19,16,460,431,84,31,11,557,370,124,29,11,536,372,128,26,6,534,401,144,18,15,579,449,137,22,7,621,472,124,8,20,630,404,159,16,17,591,285,122,14,10,429,148,73,10,9,243,50,42,11,11,111,39,27,13,0,81,3840,1396,218,151,5603,Moree Plains (A)
15350,0,3,0,0,3,36,45,0,5,87,47,296,16,9,368,329,559,17,20,923,662,287,23,15,985,605,294,30,21,958,506,305,28,11,851,516,307,13,14,846,529,295,18,8,844,553,313,18,12,898,426,291,14,11,736,259,293,15,5,574,149,254,6,5,416,51,136,7,6,192,35,93,14,3,142,4656,3727,215,141,8738,Mosman (A)
15520,0,0,0,0,0,31,34,6,0,73,67,160,17,10,253,185,126,8,14,339,218,79,17,7,316,223,104,13,6,346,193,100,9,7,313,274,107,9,13,400,358,141,17,7,519,331,150,17,12,501,336,170,33,18,561,223,148,25,6,402,97,66,12,11,184,50,50,5,8,109,41,35,11,0,91,2595,1446,184,108,4336,Murray River (A)
15560,0,0,0,0,0,18,14,3,0,32,38,28,4,3,73,66,27,4,7,101,127,36,6,3,177,69,39,9,0,116,89,33,8,3,133,115,46,3,4,163,116,41,3,9,167,132,51,12,5,198,153,42,5,4,203,82,35,12,3,138,37,26,4,3,76,10,12,3,0,31,14,11,3,0,29,1049,435,88,40,1610,Murrumbidgee (A)
15650,0,0,0,0,0,75,27,8,7,109,136,258,31,14,442,520,207,32,27,780,768,214,47,15,1050,803,249,55,17,1119,785,238,34,24,1079,828,236,35,21,1124,826,222,48,24,1120,805,234,41,17,1106,621,196,45,15,877,327,130,25,9,494,92,73,10,12,181,33,36,3,3,80,17,23,3,3,47,6567,2324,407,199,9498,Muswellbrook (A)
15700,0,0,0,0,0,43,50,0,8,107,62,231,17,14,317,211,164,16,17,412,229,143,14,9,395,223,168,15,9,415,272,178,19,11,485,338,201,13,15,563,341,237,14,5,601,368,280,23,12,683,382,325,24,11,741,233,253,28,5,518,111,100,18,8,231,30,46,7,8,91,36,21,7,3,73,2842,2342,212,130,5529,Nambucca (A)
15750,0,0,0,0,0,55,30,4,6,92,97,199,10,14,321,301,107,9,18,434,482,121,39,9,654,473,147,29,18,671,469,141,27,10,651,488,149,20,8,668,473,136,17,12,641,522,179,20,14,737,451,163,27,14,654,288,141,27,5,461,129,83,18,3,242,45,44,3,7,97,29,22,9,12,74,4254,1635,258,148,6303,Narrabri (A)
15800,0,0,0,0,0,24,10,0,0,38,30,54,7,3,92,93,52,5,3,154,91,50,11,5,155,91,61,15,0,164,112,46,6,8,171,134,75,3,7,216,145,57,5,8,222,187,66,16,5,269,190,80,10,5,273,109,39,6,9,169,63,36,15,3,119,18,12,3,0,41,19,24,0,3,46,1288,649,97,58,2093,Narrandera (A)
15850,0,0,0,0,0,29,14,0,5,45,25,57,0,7,83,99,40,8,12,153,158,38,8,4,200,143,47,13,3,208,120,57,7,4,189,170,48,3,3,225,177,63,3,5,250,195,49,5,4,255,189,65,6,5,266,148,48,7,5,206,67,46,11,3,126,30,24,0,7,58,18,16,3,8,46,1534,586,77,60,2261,Narromine (A)
15900,3,0,0,3,8,593,361,40,65,1059,928,3374,174,119,4588,4663,4519,309,218,9713,7289,2828,449,172,10740,7089,3014,639,149,10895,6684,3202,408,136,10426,7357,3249,289,141,11028,7694,3087,276,138,11201,7352,2930,326,139,10750,6323,2702,381,100,9501,3217,2008,256,75,5554,857,978,107,40,1982,172,376,34,25,605,74,202,17,38,324,59697,32464,3662,1500,97327,Newcastle (C)
15950,0,3,0,0,6,478,151,15,48,697,244,1068,64,55,1423,3220,2302,115,158,5793,7852,1532,210,189,9780,9489,1562,508,171,11737,8539,1543,367,134,10581,7379,1455,139,110,9077,6206,1277,120,96,7699,4898,1040,105,97,6137,3481,975,90,63,4615,1826,932,70,42,2859,763,780,43,20,1612,198,404,22,16,637,87,193,11,20,310,54176,15058,1852,1156,72250,North Sydney (A)
15990,8,11,0,0,15,539,340,22,61,964,788,4343,216,100,5442,3638,4061,221,167,8075,5901,2394,220,158,8668,6088,2464,380,145,9084,5691,2883,241,155,8965,6134,3334,181,141,9792,6300,3359,168,133,9955,6098,3095,172,147,9512,4812,2749,196,105,7864,2874,2539,160,88,5656,1179,1783,113,42,3124,377,907,61,24,1366,163,511,31,38,738,50044,34408,2353,1429,88233,Northern Beaches (A)
16100,0,0,0,0,0,32,19,0,4,52,34,67,4,0,111,102,37,7,6,152,142,42,0,3,187,115,32,11,0,157,138,40,5,5,187,153,52,3,5,212,194,40,3,9,242,169,42,3,3,220,157,60,8,0,226,142,51,7,0,199,79,57,10,5,142,33,45,3,3,84,13,10,4,7,31,1465,579,68,51,2158,Oberon (A)
16150,0,0,0,0,3,148,92,14,21,273,330,798,50,39,1211,1045,529,53,34,1668,1361,435,84,35,1918,1318,626,101,23,2072,1262,592,71,28,1953,1489,570,53,31,2136,1468,561,61,36,2123,1351,535,53,32,1976,1245,555,83,12,1893,665,443,53,22,1178,226,260,37,19,541,64,112,14,6,197,31,58,5,15,105,11868,6074,711,319,18968,Orange (C)
16200,0,0,0,0,0,52,24,8,10,91,95,230,20,14,356,310,144,16,7,478,329,108,21,11,469,353,160,25,11,552,330,140,14,13,496,391,166,17,9,583,426,154,24,11,611,458,162,19,13,646,383,165,40,19,598,238,159,25,10,432,119,72,13,6,211,44,42,8,3,101,29,41,6,6,74,3494,1742,251,133,5611,Parkes (A)
16260,3,4,0,3,15,1016,327,32,107,1479,908,2937,167,158,4165,6390,4827,313,368,11902,12192,3287,533,406,16422,13410,3672,893,433,18410,12343,3809,606,286,17041,11873,3610,370,288,16139,11219,3181,285,248,14937,10948,2862,307,221,14333,8930,2640,336,154,12057,5355,2137,297,116,7903,1808,1232,148,47,3242,397,510,57,25,979,115,246,23,33,413,95889,34954,4334,2782,137952,Parramatta (C)
16350,0,0,0,0,3,498,249,21,47,817,1090,3485,156,119,4851,3717,2785,181,180,6859,4869,1783,243,174,7073,4968,2011,339,163,7476,4812,2040,215,144,7218,5128,2115,159,112,7516,5265,1880,146,138,7431,5000,1746,169,125,7036,4349,1776,215,94,6435,2562,1427,155,66,4216,841,790,87,34,1744,200,301,16,14,530,67,130,15,16,224,42863,22260,2095,1381,68594,Penrith (C)
11300,0,0,0,0,0,110,57,3,11,181,71,684,35,23,810,585,1021,38,50,1692,1276,631,62,50,2021,1315,540,78,51,1986,1094,487,62,38,1680,1091,521,31,24,1669,1132,515,40,39,1726,1181,494,33,25,1733,1022,430,40,33,1527,580,384,36,16,1014,233,238,22,0,501,60,99,7,0,171,30,64,7,3,102,9672,6117,497,344,16624,Burwood (A)
11350,0,0,0,0,0,102,80,8,13,207,105,473,28,26,637,357,402,20,21,808,572,521,34,27,1151,630,531,34,19,1207,651,585,37,33,1309,797,710,37,42,1585,850,671,38,25,1580,752,644,41,34,1465,669,695,49,21,1435,408,598,50,28,1084,145,282,19,5,448,36,111,7,5,159,33,46,3,16,91,6002,6265,402,292,12964,Byron (A)
11400,0,0,0,0,0,40,21,0,3,65,63,82,6,10,154,136,57,7,7,207,237,82,14,10,339,272,91,14,5,387,284,98,15,7,411,311,135,12,13,467,336,107,8,5,457,365,134,19,10,529,314,118,23,0,462,215,129,19,8,368,136,89,11,7,249,71,58,0,3,138,54,52,4,9,124,2804,1244,158,94,4298,Cabonne (A)
11450,0,0,0,0,0,194,99,6,25,316,595,1507,56,52,2214,1564,1020,59,64,2705,1881,606,83,51,2617,1749,723,91,53,2612,1597,778,67,57,2496,1878,850,41,53,2826,1797,748,42,51,2642,1548,674,55,47,2329,1241,581,68,21,1919,717,508,56,24,1306,256,245,29,13,541,62,89,6,8,167,28,48,3,5,85,14913,8368,661,501,24444,Camden (A)
11500,0,4,0,0,3,359,179,18,48,606,661,2295,121,76,3149,2446,2107,121,187,4854,3380,1270,180,137,4976,3370,1428,225,123,5143,3312,1388,144,105,4950,3741,1488,104,117,5446,3580,1361,114,95,5147,3698,1364,123,91,5270,3163,1234,140,64,4602,1789,954,117,61,2922,559,528,50,25,1164,139,203,9,10,357,33,80,6,4,127,29866,15700,1453,1097,48114,Campbelltown (C) (NSW)
11520,0,3,0,0,3,206,98,8,26,336,205,987,50,35,1277,1450,1415,90,111,3064,2978,1072,107,106,4265,3201,993,189,85,4468,2956,969,143,87,4146,2784,992,82,55,3914,2493,896,50,70,3515,2375,820,59,53,3309,1765,755,79,46,2639,996,612,62,33,1710,375,416,25,19,838,113,186,13,3,321,41,86,6,4,142,21726,10205,964,717,33608,Canada Bay (A)
11570,0,5,3,0,8,610,332,32,84,1060,828,2816,172,144,3951,4068,3913,194,349,8523,6808,2825,284,355,10268,7152,2932,397,295,10774,6674,3024,258,251,10198,7232,3057,190,262,10740,7395,3066,176,266,10903,7369,2796,207,241,10614,6221,2460,249,178,9111,3648,1973,182,98,5894,1305,1101,98,52,2551,326,462,32,19,847,139,209,20,13,382,59159,30636,2458,2525,94779,Canterbury-Bankstown (A)
11600,0,0,0,0,0,12,8,3,10,32,34,28,3,7,67,54,33,8,7,102,75,38,9,6,128,73,25,11,3,106,77,36,5,0,110,97,40,8,4,146,119,22,3,5,149,106,38,6,4,145,90,39,3,0,134,80,19,6,0,106,38,12,4,3,54,10,8,0,0,20,9,16,3,3,26,857,342,66,37,1302,Carrathool (A)
11650,3,7,0,0,13,738,562,55,92,1444,1424,5814,300,163,7697,4842,4427,321,240,9833,6028,2775,390,166,9362,5829,3267,489,180,9757,5753,3627,370,182,9932,6977,4044,270,203,11493,7553,4135,286,197,12169,7408,4008,345,183,11944,6414,3991,425,148,10970,3589,3074,330,120,7112,1124,1635,138,63,2956,281,688,45,33,1051,118,260,23,43,445,57331,41748,3735,1912,104732,Central Coast (C) (NSW)
11700,0,0,0,0,0,16,4,0,0,22,13,9,0,4,21,36,15,0,0,56,42,8,3,0,54,35,8,3,5,56,37,5,0,3,48,44,14,0,0,57,49,19,0,3,75,55,21,0,0,77,58,8,3,4,74,66,16,0,3,84,19,8,0,0,27,12,3,0,0,13,9,3,0,0,13,477,131,19,25,658,Central Darling (A)
11720,0,0,0,0,3,98,87,10,15,214,207,892,41,23,1164,679,662,68,28,1437,856,480,69,29,1434,869,551,88,24,1526,808,495,48,28,1377,976,597,37,17,1637,1028,579,41,27,1677,890,559,47,29,1516,852,530,55,28,1464,472,418,37,14,935,155,227,21,10,413,45,77,3,0,125,30,43,6,9,87,7863,6114,548,269,14791,Cessnock (C)
11730,0,0,3,4,4,134,90,11,7,246,209,720,50,35,1012,611,439,47,38,1132,691,378,56,20,1149,707,405,48,19,1182,851,516,46,22,1426,1091,580,48,42,1762,1184,654,56,31,1927,1250,732,66,34,2088,1191,817,92,31,2132,718,675,79,30,1503,231,324,28,25,606,83,140,17,9,242,65,96,8,19,186,8878,6475,645,346,16345,Clarence Valley (A)
11750,0,0,0,0,0,23,11,0,0,37,37,39,0,8,87,126,37,9,6,180,234,45,7,6,298,188,62,19,7,277,169,50,13,6,240,188,37,10,6,242,158,35,4,3,204,204,47,11,0,262,168,34,19,6,224,97,37,11,4,150,42,15,0,0,61,13,7,0,3,25,13,8,0,0,21,1635,459,110,61,2269,Cobar (A)
11800,0,4,0,0,9,189,154,11,15,382,317,1463,83,57,1921,1196,1021,80,62,2353,1531,811,108,62,2514,1541,913,122,39,2618,1533,951,86,44,2609,1993,1142,64,38,3242,2131,1149,63,40,3392,2037,1198,111,63,3411,1849,1281,129,41,3307,1111,1017,100,35,2268,351,475,45,14,886,70,160,17,5,254,27,70,4,20,119,15683,11661,1017,523,28886,Coffs Harbour (C)
