LGA_MAIN11,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total,LGA_NAME11
13010,9,8,18,16,6,0,64,3,7,19,12,18,4,0,0,63,20,77,94,96,120,35,23,9,474,14,50,62,100,105,64,19,4,418,5,17,30,28,21,20,6,0,127,102,191,209,291,213,127,43,5,1181,18,22,19,21,9,12,0,0,101,125,230,258,340,243,159,49,5,1409,0,0,17,20,24,26,11,0,98,110,89,96,120,121,117,145,30,828,272,460,555,696,649,421,253,48,3354,Glen Innes Severn (A)
13050,6,9,11,14,4,0,47,0,0,9,7,25,3,0,0,44,0,42,63,61,62,53,28,0,309,4,22,36,56,66,62,22,3,271,6,8,14,18,21,18,9,3,97,56,94,151,159,153,103,37,9,762,8,6,12,9,10,0,0,0,45,70,108,177,186,184,121,46,12,904,3,4,7,8,21,15,0,6,64,36,8,29,37,64,67,65,22,328,113,187,327,364,433,335,165,43,1967,Gloucester (A)
13100,746,785,689,321,122,25,3091,24,226,413,497,457,173,59,10,1859,660,3028,3386,2838,2291,1119,574,163,14059,591,1619,2747,2604,2054,1214,662,165,11656,217,274,495,600,634,420,150,56,2846,2332,4108,4729,5296,3702,2354,1320,458,24299,384,357,343,318,269,105,55,17,1848,2933,4739,5567,6214,4605,2879,1525,531,28993,124,174,298,421,436,296,214,105,2068,1627,1144,1503,1913,1926,2064,2328,1669,14174,5980,11312,14660,15272,12458,8066,5484,2668,75900,Gosford (C)
13310,62,88,93,40,6,3,324,5,29,43,75,76,29,3,0,260,60,298,349,320,310,176,72,20,1605,70,224,311,340,338,176,67,22,1548,43,54,88,111,97,39,11,9,452,446,748,897,830,655,367,176,46,4165,79,85,78,72,37,16,6,0,373,568,887,1063,1013,789,422,193,55,4990,15,27,42,75,72,45,26,9,311,342,375,387,384,384,383,340,148,2743,1063,1869,2257,2295,2062,1271,707,257,11781,Goulburn Mulwaree (A)
13320,56,70,104,59,22,3,332,0,20,43,63,91,44,14,0,275,48,230,320,327,441,317,136,25,1844,53,161,299,393,500,396,176,40,2018,26,44,60,100,138,131,54,10,563,339,616,919,1165,1090,989,539,136,5793,90,86,82,82,70,36,13,3,462,455,746,1061,1347,1298,1156,606,149,6818,15,20,52,96,119,116,65,23,506,301,163,266,371,510,723,743,407,3484,875,1355,2097,2667,3063,2811,1762,647,15277,Great Lakes (A)
13340,15,20,21,13,3,0,82,0,10,18,29,17,7,3,0,84,13,126,140,119,121,49,8,6,582,15,68,104,126,136,62,25,7,543,14,6,23,34,30,19,6,0,132,116,239,321,375,258,136,40,11,1496,22,26,37,27,16,3,0,0,131,152,271,381,436,304,158,46,11,1759,0,5,13,34,33,24,6,3,118,110,53,93,96,152,146,90,54,794,290,543,764,860,784,459,181,81,3962,Greater Hume Shire (A)
13380,51,64,120,55,17,5,354,0,23,68,112,135,45,12,0,395,90,318,468,513,598,295,101,34,2417,80,239,442,572,586,371,140,24,2454,50,83,128,193,178,118,44,11,805,578,970,1311,1630,1344,909,397,79,7218,140,140,125,119,90,49,9,0,672,768,1193,1564,1942,1612,1076,450,90,8695,23,46,72,120,153,114,57,22,607,487,250,399,537,697,750,749,406,4275,1451,2108,3064,3860,3901,2706,1526,581,19197,Greater Taree (C)
13450,63,46,28,10,0,3,208,0,26,37,50,29,6,0,0,148,85,435,366,248,165,57,28,9,1393,72,214,236,218,135,62,20,3,960,39,39,69,69,46,14,4,6,286,415,760,678,675,389,175,62,13,3167,61,76,54,54,25,7,5,0,282,515,875,801,798,460,196,71,19,3735,24,29,46,50,46,15,15,6,231,387,312,315,308,316,270,217,111,2236,1088,1944,1864,1718,1179,616,351,151,8911,Griffith (C)
13500,4,8,6,0,3,0,25,0,3,0,9,3,3,0,0,18,7,34,46,36,40,15,6,0,184,4,18,36,33,36,21,6,0,154,5,8,10,6,10,3,0,0,42,66,93,107,123,85,34,5,4,517,15,13,8,6,0,0,0,0,42,86,114,125,135,95,37,5,4,601,0,3,4,10,9,3,0,0,29,37,18,23,39,44,67,44,28,300,134,194,238,270,233,146,64,32,1311,Gundagai (A)
13550,13,15,11,12,0,0,60,0,15,24,12,20,4,3,0,78,33,174,150,123,94,43,17,6,640,21,91,98,120,102,39,28,5,504,13,24,29,36,37,6,4,0,149,177,350,318,373,262,131,54,19,1684,44,30,35,30,27,10,0,3,179,234,404,382,439,326,147,58,22,2012,9,17,13,35,34,29,8,3,148,143,106,108,124,141,162,181,92,1057,440,816,788,868,728,436,295,128,4499,Gunnedah (A)
13650,10,6,15,6,3,0,44,0,6,4,7,8,6,3,0,34,5,46,49,34,34,30,7,0,205,5,31,44,41,33,15,7,0,176,9,6,7,13,14,6,0,0,55,64,91,98,109,87,41,12,4,506,13,5,15,4,10,0,0,0,47,86,102,120,126,111,47,12,4,608,0,3,8,13,9,3,3,0,39,54,28,56,41,72,50,44,12,357,150,220,291,268,282,157,79,16,1463,Guyra (A)
13660,0,10,9,4,4,0,27,0,7,5,12,6,6,0,0,36,15,65,67,47,29,16,3,0,242,6,30,65,46,35,23,10,6,221,0,9,18,12,8,6,0,0,53,72,122,114,130,87,65,24,10,624,16,10,12,8,6,6,0,3,61,88,141,144,150,101,77,24,13,738,0,5,6,9,21,23,0,0,64,28,19,46,36,57,79,72,24,361,137,267,333,310,258,228,113,43,1689,Gwydir (A)
13700,9,7,6,5,6,0,33,0,4,8,6,7,3,3,0,31,7,22,52,36,38,18,7,3,183,6,31,38,30,40,28,7,0,180,0,8,5,8,14,6,6,0,47,43,96,96,104,89,55,12,6,501,13,7,10,12,8,0,0,0,50,56,111,111,124,111,61,18,6,598,0,0,6,5,10,3,4,5,33,29,25,33,28,49,64,35,15,278,98,193,257,236,261,182,80,29,1336,Harden (A)
13800,198,239,196,88,19,0,909,5,76,106,161,142,46,12,0,548,318,945,973,896,635,280,93,23,4163,312,679,994,949,669,289,88,32,4012,112,137,204,219,167,87,34,7,967,1440,2201,2373,2239,1349,648,245,73,10568,197,183,148,125,76,25,9,3,766,1749,2521,2725,2583,1592,760,288,83,12301,74,123,164,244,228,139,50,30,1052,733,397,590,629,609,558,370,221,4107,3221,4880,5750,5701,4071,2160,920,389,27092,Hawkesbury (C)
13850,0,6,3,0,0,0,12,0,3,4,3,3,0,0,0,13,8,31,31,29,19,13,6,0,137,3,13,30,35,17,11,6,0,115,0,5,0,12,6,5,0,0,28,39,52,63,95,54,26,12,5,346,4,8,6,7,7,0,0,0,32,43,65,69,114,67,31,12,5,406,4,6,0,8,5,4,0,0,27,48,21,36,45,23,48,46,18,285,106,142,170,240,137,107,70,23,995,Hay (A)
13950,996,549,260,69,21,4,3999,23,251,254,155,87,31,6,0,807,889,4079,2701,1587,781,288,126,12,10463,746,1960,1675,1108,651,267,115,23,6545,131,236,269,283,194,87,35,11,1246,1098,2228,2020,1778,1358,811,352,113,9758,151,241,179,153,88,21,6,0,839,1380,2705,2468,2214,1640,919,393,124,11843,130,365,327,328,286,143,79,25,1683,1257,1336,1076,999,888,780,784,472,7592,4518,12703,9497,6940,4593,2497,1524,660,42932,Holroyd (C)
14000,3053,2923,1815,697,236,43,10938,26,448,821,899,732,281,64,24,3295,2053,6107,7397,6465,4138,1833,845,249,29087,858,1826,3029,3289,2462,1378,726,284,13852,136,192,425,579,561,417,171,73,2554,1286,1973,2597,2948,2061,1387,736,268,13256,184,160,218,252,213,112,46,8,1193,1606,2325,3240,3779,2835,1916,953,349,17003,87,173,325,454,422,287,189,85,2022,1033,752,888,1143,1034,993,1111,1071,8025,5766,13699,18753,18952,13438,7385,4124,2105,84222,Hornsby (A)
14100,269,269,228,93,48,15,1039,0,28,72,68,60,26,12,0,266,154,460,648,548,442,231,113,61,2657,48,96,236,244,211,131,78,66,1110,10,11,18,35,36,25,11,17,163,51,83,148,162,137,77,56,35,749,0,8,16,19,12,6,12,5,78,61,102,182,216,185,108,79,57,990,8,15,27,50,66,43,44,18,271,116,53,76,81,89,94,128,173,810,390,868,1510,1476,1281,726,502,390,7143,Hunters Hill (A)
14150,1012,581,353,105,43,3,3919,23,184,224,182,155,58,13,4,843,1069,3656,2453,1954,1141,461,197,47,10978,602,1312,1447,1227,770,404,207,55,6024,71,108,201,281,201,116,72,37,1087,688,1284,1501,1460,1066,740,485,232,7456,99,109,127,131,86,34,18,0,604,858,1501,1829,1872,1353,890,575,269,9147,117,167,238,308,279,177,145,59,1490,690,687,572,682,583,522,598,341,4675,3468,9220,7775,6806,4634,2617,1778,778,37076,Hurstville (C)
14200,14,20,23,10,0,0,78,0,21,48,28,33,9,3,0,142,31,188,215,144,166,68,30,10,852,22,74,179,156,122,82,22,5,662,13,28,35,59,43,31,15,3,227,216,411,430,498,349,217,80,17,2218,42,37,42,35,18,11,3,0,188,271,476,507,592,410,259,98,20,2633,12,19,23,35,38,29,8,4,168,176,115,160,167,188,260,212,138,1416,512,904,1146,1142,980,717,373,177,5951,Inverell (A)
14250,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,6,7,18,19,20,9,6,0,0,79,3,11,9,21,14,4,0,0,62,0,0,8,3,3,0,0,0,14,33,31,34,44,36,20,6,0,204,0,6,0,6,0,3,0,0,15,33,37,42,53,39,23,6,0,233,0,0,7,6,3,0,0,0,16,11,9,6,26,33,24,27,9,145,54,79,86,126,101,57,33,9,545,Jerilderie (A)
14300,12,10,14,0,0,0,41,0,0,6,10,7,4,0,0,27,7,54,68,54,48,20,5,0,256,6,35,47,50,51,19,10,4,222,5,13,17,20,18,8,3,0,84,97,146,145,168,123,51,11,3,744,15,12,9,13,4,0,0,0,53,117,171,171,201,145,59,14,3,881,0,3,8,11,15,9,8,0,54,193,272,256,148,113,111,51,33,1177,323,540,568,484,393,222,88,40,2658,Junee (A)
14350,28,45,50,15,8,0,160,3,13,44,62,61,19,4,0,206,50,177,262,287,328,135,56,12,1307,33,138,217,313,336,135,55,21,1248,29,42,69,95,122,54,26,3,440,306,598,750,975,867,520,213,58,4287,86,86,77,69,46,21,9,0,394,421,726,896,1139,1035,595,248,61,5121,13,22,33,78,76,51,24,8,305,426,346,386,436,410,427,377,201,3009,946,1436,1866,2360,2296,1377,772,303,11356,Kempsey (A)
14400,105,152,180,78,24,8,617,12,37,62,117,167,31,19,3,448,115,359,495,540,538,260,100,25,2432,78,174,345,397,410,254,102,29,1789,22,29,37,69,83,76,45,7,368,297,437,556,714,515,344,202,52,3117,49,19,36,48,21,28,9,3,213,368,485,629,831,619,448,256,62,3698,23,13,32,47,57,42,34,16,264,153,88,96,177,202,179,199,120,1214,752,1223,1764,2261,2173,1292,734,263,10462,Kiama (A)
14450,806,578,302,103,28,11,3277,17,134,168,169,144,46,11,0,689,846,2725,2121,1744,928,352,160,40,8916,452,972,1154,1031,653,283,163,46,4754,36,81,169,208,157,90,45,22,808,475,795,991,1037,736,491,316,112,4953,54,87,78,102,65,24,6,3,419,565,963,1238,1347,958,605,367,137,6180,78,129,168,238,196,128,93,41,1071,581,504,394,458,429,379,319,247,3311,2632,6783,6049,5565,3610,1896,1141,522,28198,Kogarah (C)
14500,2444,2975,1883,970,345,94,9856,19,244,590,710,522,223,103,19,2430,1492,3540,5903,6498,4080,2144,1178,424,25259,387,713,1687,2182,1775,1371,887,301,9303,78,56,198,316,321,314,179,74,1536,400,534,752,1024,702,567,387,175,4541,71,43,93,126,99,81,35,18,566,549,633,1043,1466,1122,962,601,267,6643,64,110,233,372,436,420,339,181,2155,853,349,580,694,596,532,736,726,5066,3445,6653,12480,14897,10414,6622,4189,2012,60712,Ku-ring-gai (A)
14550,18,18,18,12,5,4,82,0,9,14,27,46,11,0,0,107,16,91,104,137,167,53,15,3,586,7,60,87,131,134,49,20,3,491,8,21,19,35,40,12,3,0,138,102,176,210,342,244,109,42,8,1233,26,16,24,13,18,4,0,0,101,136,213,253,390,302,125,45,8,1472,0,9,13,28,29,12,3,3,97,87,52,80,119,153,110,91,39,731,246,441,569,850,849,372,179,60,3566,Kyogle (A)
14600,8,6,6,6,0,0,29,3,11,10,13,7,4,0,0,48,29,113,81,36,38,19,7,11,334,14,36,69,66,54,26,12,0,277,5,23,14,12,19,6,0,3,82,75,140,131,153,112,40,31,6,688,24,19,24,13,5,4,0,0,89,104,182,169,178,136,50,31,9,859,3,8,8,15,19,6,9,4,72,81,43,70,85,101,82,70,34,566,234,396,415,399,361,193,129,58,2185,Lachlan (A)
14650,727,798,754,365,126,24,3219,7,226,396,499,520,190,57,6,1901,749,3514,3545,2817,2520,1187,454,124,14910,618,1731,2581,2769,2299,1279,605,177,12059,212,311,509,637,712,443,221,60,3105,3071,5267,6091,6505,5100,3226,1713,474,31447,460,437,400,386,268,130,35,10,2126,3743,6015,7000,7528,6080,3799,1969,544,36678,123,162,267,453,463,334,172,66,2040,1657,1022,1432,1794,1944,2171,2278,1170,13468,6918,13074,15948,16658,14580,9325,5661,2111,84275,Lake Macquarie (C)
14700,841,693,490,224,67,17,3039,9,166,216,173,149,67,21,7,808,475,2052,2008,1463,981,508,207,66,7760,129,521,569,493,449,252,132,50,2595,21,53,64,88,124,53,30,18,451,157,380,346,304,247,162,89,40,1725,18,40,23,41,28,18,13,5,186,196,473,433,433,399,233,132,63,2362,22,63,82,94,91,86,52,27,517,201,245,230,191,181,153,161,153,1515,1063,4196,4379,3540,2740,1523,772,383,18596,Lane Cove (A)
14750,21,22,11,10,0,0,67,0,14,18,19,15,3,4,0,73,34,144,158,112,67,40,16,0,571,14,61,84,106,57,25,13,3,363,10,13,28,36,33,16,3,0,139,163,300,327,316,206,88,41,4,1445,29,24,20,22,16,7,0,0,118,202,337,375,374,255,111,44,4,1702,5,13,18,20,16,11,7,4,94,159,116,119,138,140,137,111,44,964,414,688,793,791,561,337,195,55,3834,Leeton (A)
14800,1636,1080,853,304,61,4,5093,17,332,507,310,296,78,6,3,1549,635,4239,3934,1862,1336,469,108,19,12602,209,978,1179,788,629,265,78,14,4140,29,89,153,122,101,48,19,9,570,276,775,814,668,465,268,120,35,3421,40,75,84,45,30,20,4,0,298,345,939,1051,835,596,336,143,44,4289,28,101,169,160,124,71,37,10,700,328,621,710,486,471,375,342,213,3546,1612,8315,9186,5521,4305,1898,775,307,31919,Leichhardt (A)
14850,139,193,217,99,16,3,733,3,66,113,193,204,51,6,0,636,162,767,1009,947,780,255,96,22,4038,93,321,519,647,582,257,106,17,2542,46,92,132,142,142,59,20,5,638,637,1084,1179,1483,1063,500,215,48,6209,184,139,112,109,71,21,3,3,642,867,1315,1423,1734,1276,580,238,56,7489,27,36,71,139,145,70,36,13,537,440,259,336,473,405,361,333,149,2756,1596,2826,3610,4326,3609,1673,831,260,18731,Lismore (C)
14870,29,47,29,24,7,3,154,3,17,21,33,63,20,3,0,160,51,168,197,182,195,87,34,9,923,27,91,183,214,200,107,40,6,868,30,28,50,67,62,34,15,3,289,346,563,698,714,520,286,134,22,3283,50,59,51,47,35,7,0,0,249,426,650,799,828,617,327,149,25,3821,8,14,30,59,53,47,12,10,233,278,252,253,337,328,291,237,101,2077,796,1204,1512,1700,1485,903,482,154,8236,Lithgow (C)
14900,840,630,311,70,12,3,2847,33,271,228,209,125,25,6,0,897,1276,4428,3540,2518,1314,346,118,16,13556,1172,2903,3052,2069,1021,359,114,17,10707,232,463,572,504,298,102,41,9,2221,2266,4585,4783,4001,2398,1160,446,102,19741,375,505,458,325,173,48,4,3,1891,2873,5553,5813,4830,2869,1310,491,114,23853,235,506,624,624,460,213,92,24,2778,2625,2350,2172,2310,1880,1497,966,355,14155,8317,16889,16269,13190,7980,3820,1799,529,68793,Liverpool (C)
14920,6,3,7,5,3,0,27,0,5,13,6,11,6,3,0,44,13,85,66,69,61,33,7,6,340,7,38,64,90,57,46,14,3,319,16,7,27,17,20,14,5,0,106,92,164,197,221,177,99,39,12,1001,25,25,14,12,15,7,3,0,101,133,196,238,250,212,120,47,12,1208,4,8,3,21,19,17,7,3,82,78,40,68,98,112,93,78,29,596,235,375,458,537,479,320,159,53,2616,Liverpool Plains (A)
14950,6,3,11,0,0,0,20,0,6,6,6,5,6,0,0,29,7,33,54,30,35,10,3,0,172,6,14,34,51,29,17,0,0,151,0,6,8,10,14,6,0,3,47,30,84,94,127,66,49,22,0,472,6,3,5,13,3,0,0,0,30,36,93,107,150,83,55,22,3,549,3,0,0,7,9,4,9,5,37,23,8,19,37,36,35,32,15,205,75,154,226,284,208,127,66,23,1163,Lockhart (A)
15050,206,226,159,58,14,6,813,4,72,163,178,118,39,12,0,586,263,1231,1168,794,632,260,78,15,4441,211,761,1051,825,638,263,90,32,3871,70,127,182,244,204,96,39,18,980,1328,2561,2464,2216,1440,729,290,68,11096,213,215,197,141,94,31,12,3,906,1611,2903,2843,2601,1738,856,341,89,12982,18,66,99,156,121,76,43,18,597,704,503,585,644,672,601,574,243,4526,2817,5674,6115,5424,4078,2153,1152,403,27816,Maitland (C)
15150,952,661,312,191,77,18,2950,6,161,255,195,158,65,14,5,859,432,2691,2662,1675,940,479,195,63,9137,179,752,859,703,553,377,189,54,3666,27,73,86,122,105,69,43,16,541,182,554,537,489,322,244,141,59,2528,37,32,51,49,38,30,9,3,249,246,659,674,660,465,343,193,78,3318,17,94,102,97,105,80,59,16,570,368,643,484,371,380,349,271,234,3100,1280,5707,5988,4362,2913,1884,998,468,23600,Manly (A)
15200,1809,1180,665,159,29,5,5544,28,484,603,452,263,50,7,0,1887,1316,5940,4328,2144,1048,311,80,20,15187,589,1724,1679,1039,530,184,69,19,5833,62,178,199,176,118,52,22,6,813,633,1547,1501,1013,608,322,149,41,5814,95,176,143,99,47,10,0,3,573,790,1901,1843,1288,773,384,171,50,7200,63,206,210,223,158,87,34,13,994,838,1398,1186,896,749,561,476,228,6332,3705,13269,11658,7222,4186,1736,866,335,42977,Marrickville (A)
15270,47,35,46,26,3,3,186,3,24,38,53,58,11,7,3,197,51,291,320,226,251,139,58,20,1356,35,141,263,256,211,126,56,8,1096,19,36,73,77,58,29,12,3,307,349,640,771,736,525,340,146,32,3539,45,51,50,62,36,14,6,0,264,413,727,894,875,619,383,164,35,4110,19,30,38,53,64,37,19,11,271,261,161,274,261,329,334,247,122,1989,788,1394,1874,1759,1578,1056,554,202,9205,Mid-Western Regional (A)
15300,26,21,15,7,0,0,83,4,21,27,14,9,4,0,0,79,56,250,198,137,90,29,7,0,767,22,113,169,156,84,35,13,4,596,17,25,33,30,26,7,0,3,141,229,341,326,345,205,104,41,6,1597,42,40,23,20,12,0,0,0,137,288,406,382,395,243,111,41,9,1875,6,15,22,24,22,9,5,3,106,240,198,227,223,204,188,127,28,1435,616,1017,1051,970,667,383,193,44,4941,Moree Plains (A)
15350,720,649,457,258,81,28,2612,8,100,159,161,117,67,24,7,643,351,1497,1664,1495,993,569,250,107,6926,96,363,496,457,437,348,155,74,2426,11,29,57,70,79,53,30,31,360,88,221,210,180,162,108,66,31,1066,12,19,24,29,21,11,6,0,122,111,269,291,279,262,172,102,62,1548,17,51,57,70,116,97,70,38,516,257,357,347,278,285,232,180,165,2101,852,3044,3734,3389,2667,1743,862,481,16772,Mosman (A)
15500,10,11,7,4,0,0,43,3,14,18,8,9,8,0,0,60,13,108,110,87,55,35,3,3,414,18,43,64,67,53,41,16,6,308,6,9,18,12,14,6,6,0,71,109,147,192,206,178,153,58,9,1052,6,11,16,10,8,6,3,0,60,121,167,226,228,200,165,67,9,1183,0,10,4,6,16,15,6,3,60,59,33,61,74,92,134,118,34,605,214,386,493,481,432,402,210,55,2673,Murray (A)
15550,0,0,7,0,0,0,7,3,0,7,0,6,0,0,0,16,10,27,33,21,15,7,0,0,113,4,10,30,19,14,10,3,3,93,3,11,3,8,3,0,0,0,28,36,54,55,42,33,18,3,0,241,3,3,6,6,4,0,0,0,22,42,68,64,56,40,18,3,0,291,0,0,5,4,6,0,3,0,18,25,21,24,39,26,36,24,0,195,84,126,163,139,114,71,33,3,733,Murrumbidgee (A)
15650,38,17,17,4,0,0,97,3,17,21,30,21,6,0,0,98,57,260,152,133,78,37,12,0,729,51,145,165,135,99,40,21,0,656,27,30,31,53,39,11,3,0,194,347,616,614,555,301,125,49,16,2623,39,46,36,30,20,6,0,0,177,413,692,681,638,360,142,52,16,2994,14,15,16,29,28,16,3,0,121,277,237,285,238,190,141,121,40,1529,815,1387,1358,1220,793,386,209,56,6224,Muswellbrook (A)
15700,29,39,51,27,10,0,162,0,10,24,47,47,25,5,0,158,23,111,193,232,290,149,57,12,1067,21,67,136,228,246,171,67,19,955,19,42,51,67,54,40,15,3,291,202,328,473,735,616,386,194,69,3003,40,49,46,53,28,12,0,3,231,261,419,570,855,698,438,209,75,3525,7,18,19,48,58,49,19,7,225,191,99,140,209,258,313,281,140,1631,503,730,1111,1658,1648,1172,648,253,7723,Nambucca (A)
15750,29,22,25,0,3,0,102,3,15,27,25,24,4,0,0,98,39,189,170,126,93,36,11,7,671,19,72,130,130,82,54,18,3,508,15,21,29,42,40,10,6,0,163,164,358,355,357,242,132,32,14,1654,35,47,25,19,15,5,0,0,146,214,426,409,418,297,147,38,14,1963,12,13,19,35,20,8,5,0,112,154,115,162,173,150,172,150,61,1137,446,848,946,929,691,421,225,85,4591,Narrabri (A)
15800,3,8,12,3,0,0,32,0,7,9,15,10,3,0,0,44,19,61,78,42,51,19,7,3,280,4,32,43,53,32,30,13,3,210,5,13,13,15,13,4,3,0,66,54,152,138,155,109,71,31,6,716,15,23,12,24,4,0,0,0,78,74,188,163,194,126,75,34,6,860,0,9,10,14,20,5,8,0,66,71,48,66,91,99,107,116,54,652,168,351,372,417,350,242,178,66,2144,Narrandera (A)
15850,11,8,10,0,0,0,38,0,8,13,6,10,3,0,0,40,20,88,101,52,51,17,11,0,340,4,39,70,66,55,28,17,0,279,3,6,15,19,27,9,7,0,86,87,149,175,182,120,73,20,0,806,12,9,20,8,14,3,0,0,66,102,164,210,209,161,85,27,0,958,6,5,5,11,19,6,0,5,57,74,51,51,71,83,99,80,39,548,206,364,461,423,389,238,135,44,2260,Narromine (A)
15900,1189,995,725,313,100,23,4494,25,348,474,481,436,129,33,8,1934,1583,6023,4116,2817,2031,834,336,88,17828,766,1930,2187,1966,1504,663,358,86,9460,183,257,351,418,427,216,118,27,1997,2444,4508,3851,4014,2825,1622,949,301,20514,456,402,266,243,159,64,18,7,1615,3083,5167,4468,4675,3411,1902,1085,335,24126,107,185,179,288,301,184,111,54,1409,1539,1393,1331,1531,1376,1492,1619,1122,11403,7158,16140,13944,12753,9784,5517,3642,1716,70654,Newcastle (C)
15950,1919,1196,978,465,135,26,7003,27,548,475,303,286,129,35,8,1811,1192,7507,4052,2199,1771,993,391,125,18230,310,1519,1281,913,841,609,240,73,5786,38,128,143,114,174,122,45,19,783,283,895,619,482,360,243,94,52,3028,35,63,79,43,48,31,15,8,322,356,1086,841,639,582,396,154,79,4133,47,204,176,125,200,203,103,43,1101,560,1519,1041,711,653,528,389,277,5678,2573,14586,9785,6086,5311,3323,1447,631,43742,North Sydney (A)
16100,8,15,30,12,0,0,75,0,3,7,6,10,8,3,3,40,9,38,54,36,66,39,13,0,255,8,26,43,54,55,31,10,4,231,6,12,19,18,23,8,3,0,89,106,125,171,173,130,66,23,6,800,17,9,14,4,5,0,0,0,49,129,146,204,195,158,74,26,6,938,4,5,11,16,17,6,6,0,65,118,43,40,55,77,72,39,12,456,272,267,367,377,413,242,97,25,2060,Oberon (A)
16150,169,143,147,40,17,0,631,3,56,86,103,95,33,18,0,394,228,851,718,550,485,188,78,24,3122,128,383,495,452,410,201,88,23,2180,53,75,106,103,102,61,21,9,530,705,1297,1100,1021,650,331,181,54,5339,138,132,87,70,63,14,6,0,510,896,1504,1293,1194,815,406,208,63,6379,26,33,61,88,83,65,25,10,391,475,369,440,402,413,407,338,147,2991,1765,3302,3262,2932,2448,1340,772,267,16088,Orange (C)
16180,153,194,201,85,25,0,701,0,34,92,132,106,36,11,0,411,41,243,422,429,349,160,45,6,1695,39,97,260,293,234,114,20,6,1063,12,29,50,43,59,19,0,0,212,148,292,444,434,318,139,33,13,1821,36,11,34,32,13,6,0,0,132,196,332,528,509,390,164,33,13,2165,11,15,24,46,37,23,8,0,164,121,60,159,193,196,121,63,16,929,408,824,1638,1796,1513,703,205,41,7128,Palerang (A)
16200,33,23,20,0,0,0,104,0,11,14,33,15,6,0,0,79,39,209,199,116,110,36,26,7,742,28,95,117,139,119,49,28,4,579,17,22,29,48,38,29,7,0,190,214,404,460,467,294,153,71,15,2078,45,36,33,30,16,11,7,0,178,276,462,522,545,348,193,85,15,2446,10,13,21,40,31,22,7,3,147,213,132,160,187,195,206,188,80,1361,566,950,1066,1083,838,512,334,109,5458,Parkes (A)
