lga_code16,p_pg_deg_35_44_yr,p_pg_deg_45_54_yr,p_pg_deg_55_64_yr,p_pg_deg_65_74_yr,p_pg_deg_75_84_yr,p_pg_deg_85_yr_over,p_pguate_deg_tot,p_grad_dip_cer_15_24,p_grad_dip_cer_25_34,p_grad_dip_cer_35_44,p_grad_dip_cer_45_54,p_grad_dip_cer_55_64,p_grad_dip_cer_65_74,p_grad_dip_cer_75_84,p_grad_dip_cer_85_over,p_grad_dip_cer_tot,p_b_deg_15_24_yr,p_b_deg_25_34_yr,p_b_deg_35_44_yr,p_b_deg_45_54_yr,p_b_deg_55_64_yr,p_b_deg_65_74_yr,p_b_deg_75_84_yr,p_b_deg_85_yr_over,p_b_deg_tot,p_adv_dip_dip_15_24,p_adv_dip_dip_25_34,p_adv_dip_dip_35_44,p_adv_dip_dip_45_54,p_adv_dip_dip_55_64,p_adv_dip_dip_65_74,p_adv_dip_dip_75_84,p_adv_dip_dip_85_over,p_adv_dip_dip_total,p_cer_iii_iv_15_24_yr,p_cer_iii_iv_25_34_yr,p_cer_iii_iv_35_44_yr,p_cer_iii_iv_45_54_yr,p_cer_iii_iv_55_64_yr,p_cer_iii_iv_65_74_yr,p_cer_iii_iv_75_84_yr,p_cer_iii_iv_85_yr,p_cer_iii_iv_tot,p_cer_i_ii_15_24_yr,p_cer_i_ii_25_34_yr,p_cer_i_ii_35_44_yr,p_cer_i_ii_45_54_yr,p_cer_i_ii_55_64_yr,p_cer_i_ii_65_74_yr,p_cer_i_ii_75_84_yr,p_cer_i_ii_85_yr_over,p_cer_i_ii_tot,p_cer_nfd_15_24_yr,p_cer_nfd_25_34_yr,p_cer_nfd_35_44_yr,p_cer_nfd_45_54_yr,p_cer_nfd_55_64_yr,p_cer_nfd_65_74_yr,p_cer_nfd_75_84_yr,p_cer_nfd_85_yr_over,p_cer_nfd_tot,p_cer_tot_15_24_yr,p_cer_tot_25_34_yr,p_cer_tot_35_44_yr,p_cer_tot_45_54_yr,p_cer_tot_55_64_yr,p_cer_tot_65_74_yr,p_cer_tot_75_84_yr,p_cer_tot_85_yr_over,p_cer_tot_tot,p_lvl_educ_inad_desc_15_24,p_lvl_educ_inad_desc_25_34,p_lvl_educ_inad_desc_35_44,p_lvl_educ_inad_desc_45_54,p_lvl_educ_inad_desc_55_64,p_lvl_educ_inad_desc_65_74,p_lvl_educ_inad_desc_75_84,p_lvl_educ_inad_desc_85,p_lvl_educ_inad_desc_tot,p_lvl_educ_ns_15_24,p_lvl_educ_ns_25_34,p_lvl_educ_ns_35_44,p_lvl_educ_ns_45_54,p_lvl_educ_ns_55_64,p_lvl_educ_ns_65_74,p_lvl_educ_ns_75_84,p_lvl_educ_ns_85,p_lvl_educ_ns_tot,p_tot_15_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,lga_name16
52870,15,13,9,22,3,0,69,0,5,13,16,28,17,4,0,79,9,65,83,70,99,71,18,4,423,9,34,58,84,115,71,20,3,398,64,151,180,174,178,90,37,3,880,25,10,14,10,7,0,0,0,71,8,13,9,15,26,16,3,4,100,99,176,203,205,211,115,45,7,1056,0,3,9,8,4,8,5,3,31,72,56,70,69,112,110,73,35,604,188,357,446,464,573,409,167,54,2659,Donnybrook-Balingup (S)
53990,65,41,54,24,3,0,209,3,42,59,60,59,21,8,0,252,61,363,490,331,295,137,49,0,1717,71,253,308,370,298,184,51,22,1566,463,948,935,942,637,342,103,21,4391,110,88,54,29,40,15,5,0,340,28,70,76,100,84,68,20,8,451,596,1107,1070,1068,757,422,130,25,5179,4,24,22,29,15,22,10,5,142,333,266,278,304,300,302,196,61,2039,1065,2088,2301,2203,1769,1120,443,119,11110,Harvey (S)
54060,3,6,5,7,3,0,33,0,3,4,3,12,12,0,0,32,9,45,57,40,22,19,10,0,200,11,18,36,51,54,39,18,3,231,38,100,99,110,137,97,43,8,631,7,7,8,5,12,12,0,0,50,0,10,17,10,21,14,8,0,74,49,116,127,126,159,121,51,5,757,0,0,0,0,0,4,3,0,15,29,29,45,43,61,96,45,15,367,104,217,269,277,317,296,132,27,1634,Irwin (S)
54130,3,3,0,0,0,0,8,0,4,3,0,3,0,0,0,13,4,23,18,16,7,7,4,0,83,0,10,9,8,9,9,0,0,50,11,32,29,30,35,8,6,4,162,3,3,0,7,0,3,0,0,10,5,7,3,3,0,3,0,0,20,19,44,35,34,36,9,9,4,195,0,0,0,5,0,0,0,0,5,10,30,20,22,25,12,13,0,127,35,111,87,90,90,31,26,3,481,Jerramungup (S)
54170,1292,1222,859,358,101,22,4699,67,466,790,845,600,222,29,16,3030,1770,4478,5461,4442,3015,1503,395,101,21164,729,1763,2602,3334,2769,1619,475,133,13409,2191,3816,3948,4660,3987,2321,803,204,21940,429,220,218,186,192,112,24,8,1377,156,254,494,593,630,417,156,64,2758,2777,4288,4658,5435,4812,2844,986,275,26073,75,149,184,243,208,205,71,37,1166,920,798,886,958,1041,1008,748,498,6853,6405,12716,15869,16471,13292,7763,2800,1083,76392,Joondalup (C)
52940,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,4,0,9,11,11,0,3,0,0,37,0,9,9,4,11,4,3,0,42,4,16,14,12,17,8,0,0,73,6,0,3,0,0,3,0,0,13,0,3,0,0,0,0,0,0,4,9,19,16,10,17,16,3,0,92,0,0,0,0,0,0,0,0,3,9,4,10,6,12,8,3,5,60,19,43,45,36,47,34,12,5,232,Dowerin (S)
53010,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,22,20,12,4,0,0,0,63,0,5,11,0,5,8,0,0,26,9,21,6,15,14,11,3,0,82,0,0,0,0,0,0,0,0,3,0,0,0,6,6,3,0,0,13,13,20,9,15,24,10,3,0,96,0,0,0,0,0,0,0,0,0,4,8,10,6,20,9,9,0,71,17,58,47,40,54,29,17,0,263,Dumbleyung (S)
53080,3,3,9,5,0,0,25,0,0,0,0,4,5,0,0,13,3,25,12,9,21,20,0,0,84,0,10,5,8,19,19,5,0,72,20,50,36,49,46,41,4,3,248,3,3,0,3,3,0,0,0,19,3,7,0,7,3,3,3,0,23,21,63,35,58,54,46,8,3,285,0,3,0,0,3,3,0,0,8,24,79,49,88,99,99,14,0,455,53,176,99,166,216,195,27,3,940,Dundas (S)
54200,322,270,215,150,57,9,1264,24,126,178,205,187,93,17,4,826,334,1278,1390,985,740,544,236,54,5556,226,638,855,942,764,591,241,53,4299,975,1734,1628,1713,1304,864,410,83,8705,169,108,104,78,52,39,12,0,562,62,112,199,207,183,128,79,22,992,1207,1959,1926,1992,1541,1032,499,103,10261,17,43,51,50,58,84,38,5,357,439,448,404,449,527,512,431,204,3422,2250,4735,5132,4893,4019,3004,1510,432,25974,Kalamunda (S)
53150,104,130,112,53,19,0,480,4,27,50,78,74,26,3,0,264,101,239,355,390,296,139,39,4,1576,25,73,111,148,127,80,41,15,624,69,103,89,143,106,57,22,10,605,13,6,11,9,6,4,0,0,45,5,13,15,30,17,23,12,3,112,88,125,113,186,129,88,31,12,765,3,8,6,10,17,4,3,3,52,51,59,65,74,61,45,61,64,487,270,581,809,1019,816,442,209,101,4246,East Fremantle (T)
53220,54,38,22,12,4,0,207,3,33,34,25,21,3,0,0,125,75,505,293,164,91,32,0,0,1161,30,208,229,241,122,52,3,0,881,275,1474,1161,935,446,84,5,0,4390,32,90,36,18,10,6,0,0,191,4,70,49,46,25,15,0,0,210,320,1629,1253,1005,487,103,5,0,4795,4,28,12,11,11,4,0,0,72,342,1350,1063,947,561,143,15,0,4430,783,3824,2939,2427,1316,345,32,0,11668,East Pilbara (S)
53290,30,24,22,16,0,0,110,3,27,40,38,31,11,3,0,151,44,217,211,163,102,72,26,3,837,17,128,142,173,166,83,42,5,752,235,422,424,435,314,163,56,13,2068,56,41,36,34,28,12,0,0,209,17,23,47,49,44,29,12,4,233,310,491,509,516,390,201,72,24,2507,3,0,10,15,12,16,0,0,66,252,220,205,304,288,287,165,81,1806,634,1107,1144,1227,1015,675,311,117,6228,Esperance (S)
53360,16,14,21,24,8,0,104,0,6,14,18,25,14,0,0,73,22,125,86,79,100,81,15,3,509,8,50,58,70,112,108,24,0,428,37,144,132,142,178,201,51,0,888,14,10,9,10,13,9,3,0,64,9,13,13,9,30,38,10,0,118,62,165,159,155,226,244,60,0,1072,3,6,0,5,9,14,4,0,44,42,77,69,57,137,114,39,8,546,134,440,403,402,631,598,142,16,2767,Exmouth (S)
53430,449,499,335,215,53,5,1958,10,166,199,209,201,84,19,0,890,295,1529,1230,981,778,432,129,39,5421,104,370,382,483,441,289,96,13,2177,227,613,488,552,508,271,179,41,2886,40,37,26,30,26,15,0,0,179,25,49,51,85,93,76,29,11,418,297,701,566,661,625,359,214,57,3479,0,30,35,36,50,36,21,13,220,260,488,425,424,413,349,294,200,2852,990,3668,3288,3296,2845,1771,822,333,17004,Fremantle (C)
53570,6,8,11,8,0,0,37,0,3,5,6,7,5,0,0,33,18,49,53,53,47,50,17,0,282,7,41,49,53,55,49,10,5,277,43,112,137,168,192,148,48,12,859,11,9,9,8,15,4,0,0,54,12,8,10,19,24,26,7,0,107,63,130,158,197,235,177,53,12,1020,3,19,4,4,4,9,5,0,50,45,51,55,73,100,119,63,20,520,143,299,329,390,457,415,148,33,2221,Gingin (S)
53640,0,3,3,0,0,0,11,0,3,4,0,0,4,0,0,8,6,14,22,16,12,3,0,0,70,3,10,5,15,22,6,3,0,68,24,32,30,28,27,9,0,0,148,7,7,0,3,4,0,0,0,13,0,7,4,3,5,4,0,0,24,28,43,33,30,38,14,3,3,188,0,0,0,0,0,0,0,0,6,13,13,14,27,26,23,10,3,141,47,91,85,101,98,49,19,8,492,Gnowangerup (S)
54900,3,0,0,0,0,0,3,0,4,4,3,4,0,0,0,11,3,32,30,19,17,0,0,0,108,4,18,6,11,6,5,4,0,50,15,44,39,31,29,14,5,0,179,6,3,0,0,0,0,0,0,6,0,0,6,0,3,0,0,0,18,23,53,42,31,34,15,5,0,203,0,0,0,0,0,0,0,0,3,5,25,24,14,18,9,8,3,113,36,131,112,74,88,39,14,6,494,Lake Grace (S)
54280,156,83,63,22,0,0,510,6,76,93,46,44,15,0,0,281,173,776,549,315,213,73,22,3,2124,77,363,396,339,219,82,19,7,1491,566,1388,1086,996,674,221,56,8,4998,123,94,45,41,24,6,3,0,340,46,87,104,78,77,36,8,0,429,736,1564,1233,1118,770,260,71,6,5763,6,26,21,21,19,16,8,5,118,444,710,605,562,542,324,123,38,3346,1453,3693,3054,2481,1866,793,237,61,13643,Kalgoorlie/Boulder (C)
54310,129,67,56,15,0,0,410,9,58,76,55,19,13,0,0,232,109,710,585,321,153,57,8,0,1946,48,388,444,359,222,75,9,0,1546,375,1430,1249,946,541,197,33,3,4776,74,94,71,31,24,13,0,0,313,31,96,107,79,59,19,0,0,385,478,1621,1425,1057,621,231,39,3,5469,5,14,28,21,11,3,3,0,92,436,1041,878,831,436,171,48,3,3838,1087,3967,3568,2710,1521,564,107,8,13535,Karratha (C)
55950,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,3,12,13,5,0,0,3,0,37,0,3,3,3,5,0,0,0,25,6,25,13,9,16,7,0,0,82,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,11,29,18,9,18,8,0,0,90,0,0,0,0,0,0,0,0,0,0,4,3,9,15,7,3,4,40,16,54,40,24,38,14,11,6,197,Mukinbudin (S)
53710,0,0,3,0,0,0,11,0,0,0,0,4,0,0,0,10,4,16,13,10,3,6,3,0,58,0,8,6,12,13,13,0,0,47,15,27,21,27,35,12,3,0,132,4,5,0,3,0,0,0,0,10,0,0,4,3,0,0,0,0,6,15,25,28,30,33,14,3,0,152,0,0,0,3,3,0,0,0,3,19,6,24,15,25,24,7,10,125,40,62,69,69,82,53,13,8,411,Goomalling (S)
53780,1141,536,223,115,35,3,3318,34,259,288,232,173,69,15,0,1072,906,4080,3190,1696,960,488,190,22,11536,644,1876,1874,1450,1058,551,199,48,7701,1794,3326,3045,2806,2301,1366,602,137,15376,433,280,213,185,123,42,13,3,1283,156,268,382,366,285,190,79,22,1750,2379,3875,3642,3359,2708,1601,698,156,18414,65,169,176,128,98,106,48,17,811,1243,1429,1305,967,880,782,671,360,7638,5328,12915,11617,8367,6096,3714,1857,606,50497,Gosnells (C)
53800,123,98,84,29,11,0,428,17,91,106,111,80,37,3,0,442,102,605,623,510,334,168,58,15,2412,136,359,462,484,419,224,80,13,2171,742,1263,1130,1260,947,507,197,38,6082,215,112,95,81,59,33,11,0,613,42,73,121,115,113,77,28,7,584,1002,1454,1345,1464,1115,617,236,40,7274,14,28,38,35,40,28,15,4,198,591,576,519,600,520,457,364,156,3777,1857,3183,3219,3296,2584,1565,766,229,16704,Greater Geraldton (C)
53920,8,9,19,11,0,0,57,0,5,6,8,16,3,0,0,41,16,55,34,32,33,22,4,0,201,4,28,26,17,29,20,0,0,135,33,67,45,50,59,54,5,0,318,8,11,7,4,3,0,0,0,37,4,11,6,19,5,5,3,0,53,50,84,61,74,65,62,5,0,404,0,0,0,0,3,0,0,0,11,209,216,159,118,92,53,21,4,865,293,403,290,261,255,172,31,7,1712,Halls Creek (S)
54340,9,4,3,0,0,0,24,3,5,7,3,5,3,0,0,32,18,68,53,33,32,16,3,3,218,6,20,21,36,32,20,13,3,150,69,120,97,110,80,36,13,3,531,16,10,7,11,5,0,0,0,62,6,6,15,9,12,3,0,0,49,94,137,120,128,100,38,14,4,644,0,0,0,0,0,0,0,0,7,62,78,74,103,100,75,66,34,591,187,308,293,319,265,149,100,40,1667,Katanning (S)
54410,3,0,3,0,0,0,5,0,0,0,3,0,0,0,0,6,3,18,10,20,9,0,5,0,69,3,3,7,12,14,10,3,0,57,11,33,22,54,25,8,5,3,163,0,3,3,0,0,0,0,0,5,0,3,0,0,3,8,0,0,14,11,36,24,58,28,19,5,3,181,0,0,0,0,0,0,4,0,4,24,18,14,22,20,27,20,15,157,40,80,64,112,76,55,40,21,480,Kellerberrin (S)
55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,4,3,3,0,0,27,0,7,7,4,3,0,3,0,17,3,11,13,11,7,6,0,0,49,3,3,3,3,0,0,0,0,14,0,9,0,5,0,0,0,0,18,7,20,19,15,9,6,0,0,76,0,0,0,0,0,0,0,0,0,0,9,9,10,4,10,4,0,45,8,47,40,39,18,22,4,3,178,Mount Marshall (S)
54480,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,5,3,6,23,4,4,0,0,0,38,0,3,6,8,3,4,0,0,25,4,11,18,19,5,5,0,0,64,0,3,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,8,4,15,19,20,9,8,4,0,73,0,0,0,4,0,0,0,0,5,0,16,13,10,9,17,4,3,68,7,41,63,41,34,28,8,3,224,Kent (S)
54550,0,0,0,3,0,0,9,0,3,0,0,4,0,0,0,10,7,54,34,36,22,14,3,5,169,9,16,21,20,25,10,3,0,110,25,52,49,51,30,23,5,4,238,0,0,3,0,0,4,0,0,15,4,3,7,6,10,3,0,0,36,30,58,56,58,40,26,8,5,285,0,0,3,4,3,0,4,0,12,15,31,23,41,31,37,27,14,215,63,166,140,160,133,86,41,24,817,Kojonup (S)
56620,3,3,3,0,0,0,15,0,3,0,3,12,3,0,0,17,4,23,9,19,11,4,0,0,66,0,6,0,11,6,5,0,0,29,4,21,16,11,20,3,0,0,71,0,3,3,0,4,3,0,0,12,9,4,4,6,3,0,0,0,28,9,24,20,14,22,4,0,0,105,0,0,0,0,0,0,0,0,3,99,85,65,52,33,32,9,0,372,114,151,99,98,88,43,9,0,616,Ngaanyatjarraku (S)
54620,4,0,0,0,0,0,10,0,3,5,0,4,0,0,0,10,3,26,19,10,13,8,3,0,86,0,11,14,8,16,3,0,0,52,13,45,37,25,22,13,3,0,166,4,0,0,3,3,0,0,0,15,0,4,6,5,5,0,0,0,22,16,53,43,34,28,18,3,0,199,0,0,0,0,0,0,0,0,0,5,24,19,26,18,9,3,0,114,26,122,109,82,81,40,14,0,474,Kondinin (S)
54690,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,4,0,3,6,0,0,0,18,0,0,3,6,3,0,0,0,13,6,7,16,6,13,8,0,0,56,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9,10,8,17,10,10,8,3,0,68,0,0,0,0,0,0,0,0,0,3,6,4,8,7,0,4,0,26,13,25,32,25,25,11,11,4,136,Koorda (S)
54760,0,0,0,0,0,0,3,0,6,3,3,0,0,0,0,14,5,21,17,6,5,0,0,0,57,0,8,5,10,10,9,0,0,39,5,24,20,14,10,14,4,0,91,3,0,5,0,0,0,0,0,7,3,0,6,3,0,0,0,0,13,13,25,29,18,9,13,4,0,107,0,0,0,0,0,0,3,0,4,9,8,7,14,0,10,5,8,59,30,64,66,46,29,29,13,9,281,Kulin (S)
54830,228,93,45,14,10,0,736,20,131,119,61,43,12,4,0,394,201,1239,925,401,226,95,25,3,3119,206,657,575,397,275,109,26,7,2258,750,1577,1161,948,635,326,174,32,5602,177,135,66,60,37,9,4,0,498,61,123,126,112,75,62,15,12,584,995,1830,1355,1114,749,399,198,42,6686,18,56,33,37,34,18,7,5,214,614,908,731,505,363,331,216,75,3741,2070,5154,3977,2613,1735,979,491,138,17148,Kwinana (C)
54970,7,8,8,3,0,0,32,0,7,7,9,6,0,0,0,26,7,66,32,30,16,4,0,0,158,3,27,31,41,22,3,0,0,133,57,198,164,157,79,9,3,0,665,4,3,3,0,0,0,0,0,16,3,21,13,8,3,0,0,0,51,63,217,182,165,89,12,3,0,736,0,6,3,0,0,0,0,0,11,42,171,125,125,84,9,8,0,568,123,508,385,376,224,41,7,0,1656,Laverton (S)
56790,9,5,9,7,0,0,41,0,8,8,8,13,14,0,0,43,8,54,39,48,52,52,11,3,262,5,18,30,47,83,70,30,6,286,28,84,89,100,169,162,48,4,686,7,8,11,16,9,12,5,0,66,4,5,8,23,36,24,6,0,107,43,101,108,133,214,194,61,6,853,0,0,0,0,10,13,3,0,28,32,58,54,84,151,197,98,24,687,94,242,232,328,537,534,199,42,2208,Northampton (S)
55040,10,16,0,0,0,0,43,0,11,6,4,3,0,0,0,25,19,85,53,24,15,9,0,0,190,0,30,35,30,17,0,0,0,113,27,186,137,117,68,20,0,3,548,6,10,5,3,5,0,0,0,28,4,5,3,3,8,5,0,0,27,38,200,144,119,77,25,0,3,602,0,0,0,0,0,0,0,0,4,66,266,197,177,115,35,8,4,856,124,601,440,366,228,68,5,3,1839,Leonora (S)
55110,234,228,131,126,37,7,956,13,111,179,176,167,93,24,0,772,273,1058,1222,992,772,515,255,70,5154,300,740,929,1145,1008,787,391,86,5391,1409,2421,2237,2425,2038,1548,889,208,13171,296,184,131,113,86,67,26,6,909,120,193,259,244,306,246,117,35,1517,1825,2799,2623,2785,2432,1857,1029,248,15602,27,43,67,89,77,122,85,18,520,649,612,654,762,832,1095,997,555,6163,3094,5541,5919,6187,5411,4598,2818,991,34564,Mandurah (C)
55180,27,23,24,12,3,0,106,0,12,21,25,21,15,0,0,92,21,118,108,109,112,75,27,0,571,24,47,69,115,123,71,27,7,477,133,231,222,299,244,125,61,12,1320,39,21,22,22,18,11,0,0,126,12,15,26,33,40,28,3,0,167,190,263,260,351,300,164,66,9,1612,0,0,5,6,7,17,3,0,49,116,107,109,149,161,146,130,53,964,354,564,595,772,746,500,255,71,3866,Manjimup (S)
55250,8,10,3,0,0,0,24,0,4,4,4,8,0,0,0,21,11,48,37,20,15,11,0,0,141,3,20,26,14,16,13,0,0,86,15,91,70,67,32,12,3,0,294,3,5,3,0,0,0,0,0,9,4,3,0,3,3,3,0,0,16,18,92,76,70,32,13,3,0,316,0,3,0,0,0,0,0,0,6,66,141,107,108,70,40,8,5,543,97,323,252,232,146,80,18,3,1140,Meekatharra (S)
55320,1449,1224,974,526,157,37,5322,63,417,567,672,560,247,71,16,2610,1601,4367,4168,3468,2684,1574,627,193,18683,505,958,1391,1664,1680,1181,564,215,8174,968,1484,1455,1809,1542,1034,629,248,9185,182,91,83,97,104,62,19,13,652,87,123,220,324,323,291,183,70,1613,1239,1705,1752,2228,1966,1385,831,338,11444,44,96,122,140,168,146,76,51,844,625,690,580,632,745,778,962,890,5896,4143,9123,10032,10027,8780,5835,3291,1743,52972,Melville (C)
55390,8,0,3,0,0,0,21,0,0,0,3,0,0,0,0,12,7,25,18,9,11,0,0,0,71,0,9,10,18,4,3,0,0,47,23,68,51,54,28,10,0,0,225,5,10,3,6,0,0,0,0,20,4,4,5,3,3,0,0,0,21,25,77,57,59,35,10,0,0,261,0,0,0,3,3,0,0,0,8,22,49,33,37,19,11,3,0,169,55,173,129,132,75,28,3,0,586,Menzies (S)
55460,7,4,3,0,0,0,23,0,10,3,14,3,0,0,0,39,12,48,46,41,27,17,8,0,202,8,28,31,27,43,10,12,0,159,72,96,75,85,84,33,10,4,460,17,7,10,5,0,0,0,0,43,5,8,13,11,5,3,0,0,46,95,109,90,99,90,37,16,8,551,3,3,0,3,0,0,0,0,9,57,31,38,48,40,55,30,16,311,183,240,212,232,209,120,58,26,1289,Merredin (S)
55530,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,13,15,5,7,9,0,0,44,0,3,3,0,5,11,3,0,25,0,20,16,16,15,4,3,0,80,3,3,0,0,0,0,0,0,7,0,3,0,0,3,3,0,0,13,11,27,20,18,18,6,3,0,100,0,0,0,0,3,0,0,0,4,9,8,9,11,22,18,11,0,79,23,48,48,32,54,44,19,0,263,Mingenew (S)
56090,183,201,196,102,29,15,817,6,71,130,221,174,73,16,0,693,184,565,843,855,612,472,143,27,3700,122,322,496,700,639,434,170,27,2909,590,984,975,1163,1046,713,238,61,5763,94,52,47,54,52,29,3,0,330,41,69,91,151,148,119,45,14,675,726,1095,1114,1367,1240,853,285,73,6762,16,20,34,38,48,45,24,6,239,561,874,781,604,429,409,263,136,4073,1616,3033,3583,3985,3342,2395,933,287,19187,Mundaring (S)
56930,19,40,22,10,3,7,116,0,4,0,10,6,0,0,0,31,51,58,53,104,88,49,24,8,436,3,4,15,17,26,18,20,3,103,0,14,3,8,3,7,5,4,40,0,0,0,0,0,0,0,0,7,0,0,3,3,10,4,0,0,23,7,14,11,7,12,12,7,5,67,0,0,0,0,4,3,0,0,5,23,19,6,14,14,14,14,7,100,87,103,101,191,175,108,66,23,857,Peppermint Grove (S)
55600,5,0,4,4,0,0,20,0,3,5,8,3,0,0,0,25,11,39,44,27,18,13,3,0,157,3,13,30,25,18,25,5,0,111,38,60,59,72,55,24,7,0,316,7,7,3,3,0,0,0,0,26,3,8,8,5,11,0,0,3,35,44,75,64,80,74,29,7,3,378,0,3,0,3,0,0,0,0,6,32,26,47,41,44,33,15,6,249,88,172,198,183,163,98,33,12,948,Moora (S)
57210,13,12,11,15,3,0,57,0,7,8,12,8,7,0,0,51,8,31,64,58,77,45,24,3,308,17,26,53,67,96,65,23,6,341,76,113,135,155,150,85,38,3,745,22,8,15,16,12,0,0,0,70,10,8,14,15,28,20,4,8,93,104,128,158,184,181,101,44,11,912,3,0,3,8,4,6,3,0,26,58,66,92,104,98,104,59,29,599,183,259,388,451,479,340,150,44,2302,Plantagenet (S)
57280,84,47,24,8,4,0,236,4,64,61,30,21,3,0,0,187,67,507,332,173,110,52,8,4,1258,30,276,275,248,146,50,9,0,1031,259,1101,765,661,385,105,18,6,3297,55,60,48,27,11,3,0,0,206,16,52,57,43,31,12,3,0,208,325,1221,866,730,422,121,16,6,3713,6,25,24,19,3,3,0,0,82,330,744,595,601,423,171,45,15,2914,774,2891,2239,1855,1155,399,88,23,9413,Port Hedland (T)
57350,0,0,0,0,0,0,8,0,3,0,0,3,0,0,0,13,0,14,7,9,6,3,6,0,51,0,0,6,14,16,10,3,0,50,7,22,7,30,19,18,3,0,114,0,0,0,0,4,3,0,0,7,0,3,0,0,9,0,0,0,16,8,21,12,37,32,21,7,0,134,0,0,0,3,0,0,0,0,10,10,16,13,21,31,25,22,10,143,23,58,39,86,87,65,39,11,405,Quairading (S)
57420,5,3,0,7,0,0,18,0,3,3,0,9,3,0,0,13,6,29,26,22,21,16,3,0,118,8,13,21,26,23,16,7,0,122,16,70,67,64,67,28,7,0,324,10,8,0,0,0,0,0,0,24,0,4,7,6,7,3,0,0,29,27,90,78,66,74,34,5,0,377,0,3,3,3,3,3,3,0,11,12,37,49,40,54,47,13,4,254,52,174,185,158,181,123,30,7,915,Ravensthorpe (S)
57490,425,323,180,96,20,0,1360,43,238,293,299,167,60,16,0,1118,514,2024,2166,1466,851,461,175,50,7713,571,1670,2024,2000,1229,593,228,47,8365,2682,5219,4280,4273,2701,1594,739,183,21675,561,370,244,190,129,62,13,6,1574,203,359,457,386,338,227,91,26,2086,3441,5960,4986,4848,3166,1880,840,215,25331,50,102,123,144,111,87,54,16,693,1576,1650,1313,1320,1082,999,970,477,9393,6213,11933,11334,10401,6792,4171,2305,814,53967,Rockingham (C)
55670,0,3,3,3,0,0,7,0,3,3,0,0,0,0,0,12,3,10,11,10,6,8,0,0,51,0,4,14,9,3,4,6,0,38,18,15,13,12,21,11,6,0,90,4,3,0,0,3,0,0,0,14,0,0,0,0,0,3,0,0,5,21,18,22,17,21,8,6,0,113,0,0,0,0,3,0,0,0,3,14,8,6,16,20,5,13,3,82,41,45,49,45,60,32,24,6,311,Morawa (S)
65010,11,5,16,9,0,0,42,0,3,3,16,6,0,0,0,34,13,42,53,51,49,32,7,3,246,6,32,34,59,57,44,14,3,246,93,184,166,202,185,87,22,11,942,17,20,12,10,12,3,0,0,76,9,17,21,18,29,9,3,0,101,110,217,203,233,219,101,21,13,1114,0,4,9,4,3,3,0,0,21,81,50,59,102,94,85,44,18,530,210,345,367,473,448,271,91,36,2239,Southern Midlands (M)
65210,7,11,13,14,3,0,55,0,0,4,0,9,11,0,0,26,3,17,32,24,42,23,9,0,149,3,19,13,33,44,40,6,3,155,11,38,50,71,105,64,29,5,366,0,10,3,5,4,0,0,0,30,3,4,6,5,9,10,0,0,46,20,49,58,84,119,72,26,5,437,0,0,0,5,0,0,0,0,8,24,20,26,54,66,72,45,28,341,51,109,142,206,293,237,100,38,1182,Tasman (M)
65410,28,37,40,24,5,0,150,0,21,18,43,44,18,3,0,148,25,146,154,154,156,101,33,14,782,30,74,128,188,169,124,46,15,775,223,423,381,493,431,183,93,15,2242,48,57,25,28,18,17,4,3,189,10,33,37,50,57,32,15,3,248,285,518,438,567,508,230,112,21,2678,5,0,4,12,11,9,10,0,60,132,98,120,177,184,208,179,62,1157,472,873,883,1188,1108,720,396,100,5746,Waratah/Wynyard (M)
65610,4,15,8,4,0,0,52,0,0,6,3,13,4,0,0,26,19,69,38,31,39,10,3,0,213,7,21,29,49,47,17,6,0,177,51,123,135,186,144,77,34,5,755,18,12,6,6,9,3,0,0,54,14,8,16,25,14,3,6,0,78,77,139,157,219,161,87,41,5,883,0,3,4,5,0,4,0,0,18,46,64,59,75,88,74,43,12,458,158,307,299,403,362,203,97,14,1832,West Coast (M)
65810,110,132,140,94,18,4,563,5,47,54,77,85,35,20,3,325,100,383,469,453,410,227,85,21,2142,28,134,263,370,362,247,88,23,1522,316,569,620,714,657,412,196,43,3536,81,61,39,54,27,24,0,0,289,36,36,60,80,87,77,35,7,417,435,677,714,849,778,505,235,49,4243,3,12,17,14,16,29,18,9,119,233,153,138,216,270,290,227,140,1668,815,1473,1759,2113,2057,1427,696,250,10590,West Tamar (M)
