lga_code16,p_pg_deg_35_44_yr,p_pg_deg_45_54_yr,p_pg_deg_55_64_yr,p_pg_deg_65_74_yr,p_pg_deg_75_84_yr,p_pg_deg_85_yr_over,p_pguate_deg_tot,p_grad_dip_cer_15_24,p_grad_dip_cer_25_34,p_grad_dip_cer_35_44,p_grad_dip_cer_45_54,p_grad_dip_cer_55_64,p_grad_dip_cer_65_74,p_grad_dip_cer_75_84,p_grad_dip_cer_85_over,p_grad_dip_cer_tot,p_b_deg_15_24_yr,p_b_deg_25_34_yr,p_b_deg_35_44_yr,p_b_deg_45_54_yr,p_b_deg_55_64_yr,p_b_deg_65_74_yr,p_b_deg_75_84_yr,p_b_deg_85_yr_over,p_b_deg_tot,p_adv_dip_dip_15_24,p_adv_dip_dip_25_34,p_adv_dip_dip_35_44,p_adv_dip_dip_45_54,p_adv_dip_dip_55_64,p_adv_dip_dip_65_74,p_adv_dip_dip_75_84,p_adv_dip_dip_85_over,p_adv_dip_dip_total,p_cer_iii_iv_15_24_yr,p_cer_iii_iv_25_34_yr,p_cer_iii_iv_35_44_yr,p_cer_iii_iv_45_54_yr,p_cer_iii_iv_55_64_yr,p_cer_iii_iv_65_74_yr,p_cer_iii_iv_75_84_yr,p_cer_iii_iv_85_yr,p_cer_iii_iv_tot,p_cer_i_ii_15_24_yr,p_cer_i_ii_25_34_yr,p_cer_i_ii_35_44_yr,p_cer_i_ii_45_54_yr,p_cer_i_ii_55_64_yr,p_cer_i_ii_65_74_yr,p_cer_i_ii_75_84_yr,p_cer_i_ii_85_yr_over,p_cer_i_ii_tot,p_cer_nfd_15_24_yr,p_cer_nfd_25_34_yr,p_cer_nfd_35_44_yr,p_cer_nfd_45_54_yr,p_cer_nfd_55_64_yr,p_cer_nfd_65_74_yr,p_cer_nfd_75_84_yr,p_cer_nfd_85_yr_over,p_cer_nfd_tot,p_cer_tot_15_24_yr,p_cer_tot_25_34_yr,p_cer_tot_35_44_yr,p_cer_tot_45_54_yr,p_cer_tot_55_64_yr,p_cer_tot_65_74_yr,p_cer_tot_75_84_yr,p_cer_tot_85_yr_over,p_cer_tot_tot,p_lvl_educ_inad_desc_15_24,p_lvl_educ_inad_desc_25_34,p_lvl_educ_inad_desc_35_44,p_lvl_educ_inad_desc_45_54,p_lvl_educ_inad_desc_55_64,p_lvl_educ_inad_desc_65_74,p_lvl_educ_inad_desc_75_84,p_lvl_educ_inad_desc_85,p_lvl_educ_inad_desc_tot,p_lvl_educ_ns_15_24,p_lvl_educ_ns_25_34,p_lvl_educ_ns_35_44,p_lvl_educ_ns_45_54,p_lvl_educ_ns_55_64,p_lvl_educ_ns_65_74,p_lvl_educ_ns_75_84,p_lvl_educ_ns_85,p_lvl_educ_ns_tot,p_tot_15_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,lga_name16
17150,2212,1846,1459,689,198,50,8393,54,594,804,749,894,376,73,15,3560,2309,7171,7214,5179,4185,1994,711,254,29019,1099,3486,4552,4600,3551,1977,725,273,20268,2595,5649,6095,6217,4952,3264,1836,740,31344,234,250,321,356,327,208,67,27,1788,237,427,756,1051,1183,1003,424,199,5269,3071,6322,7177,7616,6457,4472,2325,963,38405,87,187,256,351,454,391,224,89,2038,1093,1329,1394,1396,1473,1479,1448,1279,10892,7828,20914,23601,21734,18473,11381,5705,2924,112565,Sutherland Shire (A)
17200,6260,3471,2274,1116,296,61,24738,151,1542,1152,855,643,309,63,11,4713,8412,26873,11408,5589,3746,1961,664,172,58836,2197,5801,3648,2447,1676,1020,400,101,17297,1475,3874,2083,1863,1265,773,278,87,11710,217,255,185,164,108,50,18,9,1010,244,547,434,435,389,275,107,40,2455,1940,4686,2706,2461,1758,1100,401,131,15179,321,553,322,219,205,155,69,20,1868,6374,11221,6477,5457,3910,2402,1276,579,37704,20087,61236,31977,20494,14213,8066,3174,1083,160320,Sydney (C)
17100,975,450,339,159,56,22,3664,10,148,141,103,81,39,20,6,556,935,3367,1555,1259,811,416,208,65,8612,248,753,575,510,378,185,88,37,2772,215,499,406,404,282,199,129,44,2164,33,39,33,46,32,8,4,0,202,36,77,78,112,87,59,27,17,487,283,609,516,560,406,264,161,66,2854,43,116,58,68,82,50,16,15,443,461,829,389,315,276,203,140,83,2712,2076,7402,4211,3273,2372,1309,681,290,21618,Strathfield (A)
17310,207,207,158,67,30,5,857,9,120,140,132,153,72,28,5,650,228,1098,1026,762,704,416,149,42,4426,134,588,719,832,777,432,178,51,3718,978,1986,1759,1762,1528,922,369,91,9384,141,145,127,121,128,78,16,5,757,82,132,158,216,254,194,64,24,1130,1206,2256,2039,2104,1910,1193,451,119,11276,42,64,46,40,67,64,49,15,391,767,700,650,715,845,885,692,322,5579,2395,5009,4822,4793,4615,3133,1564,565,26900,Tamworth Regional (A)
17350,7,11,3,10,0,0,47,0,7,10,14,17,7,0,0,58,9,69,108,60,67,42,19,4,389,8,40,58,70,57,41,12,3,285,94,180,149,164,174,110,33,10,916,15,10,6,22,10,3,4,0,79,3,21,11,18,29,17,7,6,107,112,215,172,210,208,129,40,16,1103,0,0,0,4,8,8,9,0,28,67,44,44,70,92,84,83,15,488,198,388,397,441,450,313,165,44,2399,Temora (A)
17400,8,13,21,19,5,0,65,0,9,12,12,16,13,3,0,66,4,56,74,71,89,86,20,0,396,7,23,47,77,114,80,23,3,386,68,114,153,201,236,152,56,10,989,20,21,18,18,18,7,0,0,103,6,7,17,26,35,27,6,0,136,97,142,193,246,290,196,66,10,1228,0,3,6,5,11,13,7,0,37,90,53,91,124,211,205,134,74,982,198,299,433,542,739,607,257,85,3155,Tenterfield (A)
22410,35,32,39,11,7,0,151,4,33,46,64,65,29,5,3,242,38,229,237,198,210,123,34,11,1090,60,115,201,230,263,165,51,17,1109,281,520,603,748,586,306,109,27,3179,56,44,34,39,37,22,0,0,238,21,33,45,60,62,38,13,3,286,352,599,680,849,689,370,124,29,3703,5,3,4,23,14,16,10,8,90,252,160,199,270,360,351,234,122,1943,717,1157,1409,1663,1641,1067,472,197,8320,Glenelg (S)
22490,63,69,89,40,8,0,320,8,54,129,80,73,41,8,0,389,69,358,423,341,261,145,35,8,1635,53,234,364,387,293,161,44,15,1558,311,716,927,851,614,317,76,23,3843,33,44,64,39,28,13,3,0,215,25,48,68,68,55,46,16,0,322,366,804,1056,958,696,380,95,25,4371,6,5,16,16,17,14,6,4,81,254,106,188,224,254,212,107,30,1377,765,1620,2234,2081,1681,994,298,78,9746,Golden Plains (S)
22620,493,480,393,258,57,10,2188,40,370,522,496,478,242,56,10,2213,711,2762,2432,1581,1414,771,273,79,10021,400,1161,1356,1444,1425,924,337,129,7171,2021,3769,3061,3162,2664,1501,680,200,17059,262,266,204,178,159,63,4,8,1140,140,260,272,285,302,197,80,32,1563,2419,4291,3536,3619,3120,1769,768,241,19758,36,78,67,68,99,103,56,31,541,1238,1024,948,1116,1268,1365,1204,801,8954,4927,10109,9354,8808,8201,5419,2743,1302,50853,Greater Bendigo (C)
22670,1322,501,273,128,34,15,4491,58,401,325,217,179,95,22,7,1295,1625,6121,3332,1694,1144,547,224,55,14749,1178,3563,2362,1621,1096,592,225,87,10725,1665,3118,2615,2414,1903,1336,654,155,13850,246,239,230,195,145,70,12,5,1136,189,352,367,373,291,195,106,31,1902,2102,3707,3206,2980,2335,1591,769,195,16885,104,325,222,141,149,114,49,15,1119,1630,2050,1587,1401,1364,1343,1089,618,11088,6826,18244,12363,8552,6541,4408,2431,986,60350,Greater Dandenong (C)
22750,1576,1174,937,561,148,29,6040,87,836,988,958,906,428,98,20,4327,1914,6709,5991,3950,3321,1934,663,197,24682,1179,3220,3547,3444,3109,2039,846,328,17718,3906,7190,6093,6398,5238,3195,1531,516,34071,470,420,340,321,254,139,40,11,1991,275,440,525,587,626,468,200,98,3223,4647,8052,6957,7304,6121,3798,1773,620,39278,71,168,188,164,214,203,146,70,1223,2343,2234,2061,2266,2338,2509,2322,1535,17607,10366,22711,21305,19266,16942,11486,5998,2801,110876,Greater Geelong (C)
25430,142,171,155,145,47,7,719,6,38,118,152,175,107,14,0,610,50,238,446,453,455,335,127,28,2125,33,116,218,292,323,288,110,32,1411,196,325,362,481,537,304,157,30,2397,22,14,22,24,28,17,3,3,139,7,22,34,44,70,57,19,10,263,234,362,420,551,634,383,177,39,2805,7,7,6,13,21,27,13,7,108,247,391,367,373,379,314,234,170,2470,574,1196,1716,2004,2144,1592,725,285,10235,Mount Alexander (S)
25490,52,56,63,38,10,0,258,0,41,70,50,68,31,7,0,264,46,265,358,255,257,129,31,12,1347,45,171,211,266,237,158,47,15,1151,250,479,515,526,424,173,57,19,2448,38,18,33,26,20,9,0,0,143,16,24,46,57,55,40,7,0,247,298,528,593,609,502,222,69,25,2843,0,6,4,11,17,11,6,3,68,212,130,170,213,249,244,155,93,1464,608,1173,1460,1458,1390,840,319,149,7397,Moyne (S)
25620,33,43,56,45,16,0,218,13,41,34,40,49,39,14,0,236,26,174,221,203,198,161,48,10,1045,32,116,176,217,251,190,56,26,1054,148,327,430,497,463,325,109,21,2309,25,17,20,22,18,8,0,0,115,9,30,23,50,45,44,24,10,223,178,374,473,568,532,371,133,29,2652,7,4,10,7,15,24,8,3,79,156,102,182,206,266,277,133,67,1389,411,844,1137,1280,1365,1101,392,134,6669,Murrindindi (S)
25710,714,669,533,290,78,6,2694,25,180,430,484,504,190,48,4,1861,626,1572,2346,2019,1560,730,197,56,9108,359,680,1008,1310,1049,661,165,27,5260,769,1195,1395,1962,1475,771,290,70,7934,74,51,60,82,70,20,7,0,361,63,79,126,213,201,142,34,6,859,909,1323,1583,2260,1740,935,329,77,9157,16,36,44,65,63,64,25,11,321,418,253,321,443,383,390,216,111,2534,2383,4419,6451,7241,5828,3254,1053,299,30930,Nillumbik (S)
25810,19,12,24,18,12,0,111,3,10,29,26,41,17,0,0,122,26,156,158,119,137,99,28,15,734,33,109,119,155,144,106,27,13,699,165,280,272,353,332,237,81,16,1731,25,16,28,30,24,17,0,0,146,13,29,29,36,45,24,10,0,187,201,327,331,420,398,281,88,19,2069,3,12,8,11,18,19,7,0,65,138,94,102,161,210,222,168,79,1174,406,732,760,902,972,755,327,126,4973,Northern Grampians (S)
25900,2629,1706,1142,663,141,33,9686,40,903,884,734,585,244,49,9,3442,1597,9792,6152,3512,2346,1292,434,150,25275,609,2434,1820,1449,1077,710,247,107,8459,712,2318,1391,1196,811,485,199,87,7197,110,119,107,73,55,51,11,7,525,78,240,252,237,220,131,63,17,1244,907,2679,1744,1507,1087,661,268,113,8965,42,205,138,111,92,123,51,15,770,1072,3106,1965,1591,1293,944,527,254,10756,4401,22372,15333,10606,7613,4641,1716,683,67367,Port Phillip (C)
25990,17,10,15,11,0,0,65,0,14,16,14,30,12,3,0,87,17,73,85,69,97,53,14,4,419,22,56,85,92,91,87,17,11,463,52,150,172,200,226,149,49,9,1010,16,10,16,8,14,3,0,0,77,10,5,24,22,24,14,3,4,112,72,170,210,236,270,168,54,8,1197,0,0,0,4,9,17,0,3,40,66,104,142,188,196,228,101,54,1077,181,422,551,616,717,575,198,79,3345,Pyrenees (S)
26080,29,25,45,38,15,3,149,0,6,11,20,28,28,9,0,105,11,49,76,77,103,104,59,15,491,3,9,18,37,78,100,43,13,302,10,25,27,47,44,47,23,10,236,3,0,0,0,3,7,0,0,12,0,0,4,4,11,15,5,4,50,13,23,36,53,55,70,31,10,295,0,0,0,4,3,4,10,6,28,26,12,13,24,31,53,53,37,252,57,108,174,242,353,395,215,85,1626,Queenscliffe (B)
26170,68,80,109,86,17,3,402,3,62,109,81,123,52,9,0,443,71,346,387,360,441,311,113,26,2061,54,244,330,400,420,298,107,31,1878,405,845,841,980,825,504,193,68,4659,50,55,50,50,52,21,5,0,278,34,54,74,59,106,88,23,4,444,487,953,965,1093,977,621,222,69,5385,8,9,14,22,33,41,17,6,140,294,226,240,375,428,525,314,154,2567,923,1870,2117,2406,2533,1938,805,292,12880,South Gippsland (S)
22310,3155,2111,1267,625,171,55,11227,54,725,1023,1116,848,365,88,16,4238,2632,8495,7512,5539,3684,1859,692,286,30704,708,2052,2196,2318,1866,1162,517,207,11040,839,1888,1505,1967,1544,970,555,347,9615,119,90,102,98,86,49,17,7,561,94,206,236,377,326,281,116,91,1720,1048,2182,1843,2441,1950,1302,680,443,11894,74,197,177,192,152,165,87,78,1126,919,1279,995,909,954,866,824,622,7367,5692,18534,16899,14630,10726,6340,3058,1706,77588,Glen Eira (C)
26260,47,46,46,37,14,0,225,5,31,45,61,50,22,0,0,225,57,283,276,222,240,139,41,23,1281,35,132,198,216,240,132,67,23,1043,275,422,387,533,445,259,72,41,2431,55,41,36,31,25,10,3,0,206,19,30,21,41,56,45,12,7,240,350,499,447,609,523,317,91,48,2871,3,8,11,13,15,11,9,3,69,158,92,118,160,226,213,198,142,1309,616,1077,1151,1336,1342,865,415,232,7030,Southern Grampians (S)
26350,2370,1641,1179,802,254,81,10218,58,852,661,717,563,319,92,21,3288,2862,10547,5366,3979,2929,1918,832,291,28730,712,1963,1385,1320,1153,953,524,199,8208,661,1659,891,791,596,386,256,127,5362,82,92,66,64,37,38,14,6,402,98,203,149,212,204,185,105,54,1205,835,1952,1116,1069,838,602,371,187,6970,73,182,111,106,95,132,65,33,802,1066,2199,1142,909,858,818,705,447,8146,5847,21354,12157,9745,7615,5549,2836,1256,66358,Stonnington (C)
26430,14,32,37,32,13,0,143,3,21,34,36,33,27,4,0,153,31,106,148,123,176,130,40,10,756,20,104,106,139,183,125,55,14,747,117,250,264,283,357,216,91,26,1603,16,8,10,17,21,12,0,0,87,10,13,26,23,24,37,13,3,152,140,273,297,325,398,272,100,27,1840,0,0,10,13,15,15,8,6,69,116,77,82,132,196,205,162,103,1077,313,597,689,804,1041,800,385,163,4790,Strathbogie (S)
26490,300,226,186,139,24,0,1030,10,103,177,160,186,74,22,3,743,127,884,1184,836,714,444,121,32,4347,89,360,517,553,518,403,140,41,2614,272,643,802,892,687,366,153,41,3859,29,25,36,43,33,24,4,6,204,7,45,69,86,80,76,30,12,408,310,716,912,1012,801,474,186,57,4467,7,14,15,20,29,28,20,9,142,238,216,260,295,315,299,205,101,1928,790,2435,3358,3104,2750,1855,725,248,15273,Surf Coast (S)
26610,44,19,24,9,3,0,135,4,35,48,44,47,22,3,4,198,85,382,268,180,165,87,31,12,1212,69,193,233,217,205,118,52,17,1102,316,587,466,546,472,230,69,24,2714,38,36,38,28,24,8,0,5,181,27,50,58,47,47,24,7,3,259,380,676,564,621,544,262,80,25,3159,3,13,12,13,7,10,13,3,76,406,359,335,435,475,398,278,157,2842,954,1685,1491,1542,1468,918,455,214,8726,Swan Hill (RC)
26670,10,19,12,16,3,0,65,0,7,17,19,26,18,0,0,86,14,65,78,78,88,49,18,8,400,10,48,68,104,108,73,23,3,428,77,164,167,230,211,123,48,14,1040,14,12,16,12,19,9,3,0,80,3,10,9,15,27,22,7,3,101,96,190,187,263,254,155,58,15,1220,3,7,0,3,5,3,5,0,27,72,38,58,75,87,99,65,34,529,199,354,413,557,586,412,174,60,2752,Towong (S)
26700,106,91,87,41,3,0,435,7,69,87,142,132,65,25,0,515,118,479,536,385,451,235,94,25,2317,96,280,416,446,444,269,130,30,2117,461,807,825,896,769,437,161,63,4419,51,52,52,42,45,20,3,3,269,25,56,89,80,83,54,20,9,417,542,909,967,1019,899,510,185,73,5103,4,21,25,26,34,18,17,11,156,330,173,265,306,378,422,373,340,2592,1112,2017,2409,2418,2422,1563,829,472,13238,Wangaratta (RC)
26730,145,118,106,65,15,0,578,3,109,131,161,125,55,4,7,592,197,796,729,564,458,235,88,38,3101,132,403,398,476,414,252,104,32,2205,621,1077,1017,923,694,395,173,64,4961,69,93,60,51,47,23,3,0,344,52,74,87,76,81,42,18,12,440,740,1242,1165,1047,822,459,193,72,5746,12,24,17,22,24,33,7,10,160,394,288,297,406,413,450,418,243,2919,1491,2976,2888,2795,2360,1549,833,405,15296,Warrnambool (C)
26810,110,97,90,65,10,5,505,9,101,129,151,126,65,15,4,607,167,760,672,428,520,269,73,28,2919,108,432,486,534,571,361,128,49,2674,660,1424,1197,1437,1291,717,293,79,7098,76,91,74,64,70,34,5,4,419,44,79,118,113,142,67,31,9,600,781,1592,1389,1606,1509,820,336,91,8118,5,41,27,35,33,37,27,10,221,605,673,672,624,741,656,503,214,4692,1690,3716,3483,3476,3597,2269,1098,403,19731,Wellington (S)
26890,6,5,3,3,0,0,32,0,12,6,9,11,3,0,0,44,12,67,47,39,48,26,7,0,252,7,34,44,54,62,29,16,8,253,61,98,82,113,106,54,15,4,533,3,10,4,17,3,7,0,0,50,4,5,8,16,15,11,0,0,59,75,116,98,144,125,70,18,5,642,0,0,0,7,3,5,4,0,20,30,19,19,35,47,56,42,36,288,127,252,222,303,296,187,90,56,1525,West Wimmera (S)
26980,3407,2115,1298,720,243,68,11935,84,690,1085,1145,931,442,153,42,4574,2823,8554,7686,5546,3539,1965,952,320,31379,1316,2359,2393,2663,2085,1532,872,344,13565,1265,1778,1815,2569,1932,1303,932,405,12000,157,130,129,151,101,75,28,7,785,117,208,257,389,357,310,207,114,1960,1550,2118,2204,3104,2397,1693,1165,523,14751,86,174,191,185,167,179,146,71,1197,1107,1051,834,908,847,1002,1166,947,7861,7183,18797,17800,15670,11265,7521,4688,2317,85250,Whitehorse (C)
27070,1934,756,366,139,44,6,6084,86,724,686,409,269,92,8,5,2278,1849,7429,5231,2480,1567,671,166,42,19427,1331,4596,3864,2501,1466,640,192,51,14644,2578,6203,5172,4532,3050,1500,594,158,23789,284,373,368,258,172,59,13,6,1533,234,551,593,564,426,209,57,17,2654,3094,7131,6136,5360,3652,1766,671,178,27981,98,300,278,178,166,112,40,17,1185,1782,2209,1826,1624,1558,1396,897,333,11627,8400,25057,19948,13306,9052,4817,2018,627,83222,Whittlesea (C)
27170,147,147,92,43,6,0,601,15,114,131,147,123,51,17,3,597,145,818,775,451,398,215,48,23,2876,200,624,606,635,502,268,87,29,2947,897,1689,1242,1215,918,471,167,65,6673,140,103,86,85,46,20,3,5,492,55,102,112,115,120,94,20,12,631,1097,1895,1440,1415,1087,586,194,79,7800,16,32,22,26,23,31,26,6,184,491,401,362,379,411,382,285,145,2844,1976,4037,3483,3202,2636,1569,664,280,17848,Wodonga (C)
27260,4550,1142,530,212,43,4,11629,67,803,996,499,336,112,26,3,2849,1679,9674,7903,3314,1775,705,180,37,25273,1259,5131,4369,2966,1678,647,172,44,16264,2680,5996,5358,4665,2902,1399,479,111,23594,339,350,347,258,137,67,7,0,1506,234,552,678,552,395,203,49,10,2668,3257,6900,6378,5476,3431,1668,533,125,27764,89,399,375,206,177,111,47,10,1419,2044,3114,2445,1826,1415,1137,672,337,12986,8551,31019,27016,15428,9338,4593,1668,561,98183,Wyndham (C)
27350,2286,1509,1079,703,156,29,9505,52,1098,789,586,542,276,42,5,3391,2061,11194,4818,2528,1710,1082,312,82,23782,486,2034,1191,867,658,485,164,51,5935,619,1778,976,757,483,268,147,43,5071,93,111,73,62,36,15,7,4,416,78,227,160,141,114,92,32,13,858,795,2121,1205,967,634,375,183,59,6341,48,125,89,72,57,52,28,9,485,1069,2515,1325,1077,939,770,487,231,8416,4677,22660,11704,7603,5625,3743,1376,462,57852,Yarra (C)
27450,831,704,597,369,94,14,3263,51,437,673,637,656,319,52,16,2830,869,3164,3583,2576,2207,1320,375,86,14175,866,2316,2555,2644,2202,1421,423,128,12545,2376,5320,4735,5269,4046,2183,844,222,24993,260,235,239,232,177,105,35,12,1297,131,284,405,461,489,368,99,32,2269,2766,5843,5380,5961,4715,2651,973,264,28563,45,77,103,141,147,180,70,33,789,1158,999,1109,1377,1299,1272,910,511,8640,5806,13429,14230,14039,11826,7529,2898,1051,70805,Yarra Ranges (S)
27630,6,3,15,6,0,0,40,0,18,9,8,24,5,3,0,64,26,74,74,65,64,36,8,4,355,17,58,63,92,86,59,20,4,396,80,176,142,219,205,101,39,13,969,17,16,8,18,11,8,0,0,78,7,13,15,15,28,6,5,3,97,101,201,165,247,244,112,47,16,1143,0,0,3,0,5,5,8,0,19,71,54,56,80,115,123,102,119,726,221,404,374,504,551,355,189,145,2750,Yarriambiack (S)
29399,125,108,87,52,14,3,443,10,22,46,60,53,20,3,0,213,132,336,398,241,190,117,21,0,1438,75,113,107,102,102,70,15,0,580,230,218,148,167,79,50,13,0,908,37,4,5,6,3,0,0,0,60,29,17,18,18,16,17,4,0,115,295,241,170,182,102,66,16,0,1075,9,16,3,4,4,0,0,0,44,305,318,305,263,210,121,26,6,1548,826,1103,1156,964,741,448,91,9,5339,Unincorporated Vic
30250,6,0,3,0,0,0,5,0,0,5,0,0,0,0,0,11,8,8,7,12,7,0,0,0,38,7,4,4,11,5,5,0,0,34,15,24,24,29,16,0,0,0,111,0,4,3,9,7,0,0,0,22,3,0,0,3,0,0,0,0,10,18,30,32,39,21,0,0,0,139,3,0,0,3,0,0,0,0,10,24,11,11,13,10,4,0,0,71,49,53,63,75,50,10,0,0,307,Aurukun (S)
30300,14,9,3,3,0,0,40,0,11,7,8,10,0,0,0,43,14,95,77,47,45,34,5,4,325,17,55,50,78,52,25,3,0,282,63,114,102,96,83,40,12,3,519,13,6,12,3,4,0,0,0,41,3,5,10,16,5,5,4,0,50,82,129,127,114,98,43,21,0,615,0,0,3,0,6,0,0,0,13,71,46,58,91,84,98,36,6,489,183,349,340,346,297,207,70,16,1804,Balonne (S)
30370,47,23,19,7,3,0,138,4,27,29,27,20,4,7,0,119,66,288,241,148,110,59,7,3,925,20,126,153,170,138,38,21,0,656,287,613,506,442,362,161,79,6,2462,48,36,24,27,18,7,3,0,158,18,43,48,39,38,18,10,0,216,352,688,578,507,426,191,89,12,2844,4,15,9,9,16,5,7,0,64,173,253,293,295,258,216,136,30,1656,620,1435,1347,1180,991,520,271,42,6402,Banana (S)
30410,8,9,6,3,3,0,32,0,4,10,3,5,0,0,0,26,17,68,53,36,34,24,3,0,232,7,14,19,42,39,21,8,0,155,74,79,60,84,79,65,17,4,462,10,12,3,0,0,3,0,0,28,4,9,7,8,11,9,5,0,43,85,93,70,93,91,72,24,3,535,0,0,0,0,3,3,3,0,15,32,34,43,41,38,83,46,5,320,138,226,197,224,217,202,86,12,1311,Barcaldine (R)
30450,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,8,3,0,0,3,4,4,0,0,27,5,3,3,7,4,0,0,0,22,8,4,8,10,14,11,3,0,64,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,8,10,10,10,13,13,3,0,75,0,0,0,0,0,0,0,0,0,8,3,3,9,7,11,0,0,37,27,16,16,27,39,43,3,0,172,Barcoo (S)
30760,0,0,3,3,0,0,6,0,3,0,7,6,0,0,0,14,9,33,22,10,17,12,5,0,107,3,13,19,26,32,17,8,0,118,24,56,51,31,43,43,9,0,262,0,8,5,0,0,0,0,0,14,4,6,10,3,11,3,3,0,38,34,69,67,32,59,40,5,0,310,0,0,0,0,0,0,0,0,10,14,19,12,19,41,40,27,3,169,54,128,125,103,155,114,49,12,744,Blackall-Tambo (R)
34710,9,18,24,9,3,0,72,0,12,13,11,24,6,3,0,71,36,92,92,48,70,53,14,4,414,11,27,45,73,94,63,14,0,330,80,111,98,94,135,101,31,3,642,26,11,12,12,4,11,0,0,74,11,10,3,17,21,17,3,0,84,112,133,112,118,159,127,33,3,807,0,0,3,3,6,7,4,0,25,52,36,47,59,88,110,54,25,471,212,309,317,338,467,383,122,37,2191,Longreach (R)
34770,290,289,221,97,19,4,1172,31,210,255,273,185,75,22,0,1047,478,2174,1862,1362,1012,433,135,41,7496,235,938,1329,1421,1122,518,185,47,5783,2246,4745,4218,4085,3167,1650,572,119,20811,327,268,209,178,102,52,17,0,1150,140,238,302,348,252,168,58,3,1521,2718,5255,4724,4618,3525,1872,645,125,23484,28,57,79,103,90,88,40,12,499,1214,1077,1190,1426,1381,1280,920,394,8885,4716,9943,9732,9497,7540,4361,1961,634,48378,Mackay (R)
34800,3,6,5,0,0,0,28,0,3,5,3,0,4,0,0,18,10,55,19,12,8,7,0,0,115,4,6,20,15,18,5,0,0,64,21,81,95,57,52,24,3,0,328,7,8,0,0,0,0,0,0,19,4,3,8,3,0,4,0,0,17,36,94,101,60,52,27,3,0,368,0,0,3,0,0,3,0,0,12,18,33,42,35,34,16,8,3,186,57,201,190,142,119,66,14,3,793,McKinlay (S)
34830,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,7,0,0,0,4,5,3,0,0,13,9,9,14,13,12,0,0,0,57,6,3,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,16,12,17,18,18,0,0,0,80,0,0,0,0,0,0,0,0,0,3,3,3,3,7,0,3,0,16,18,14,24,24,25,4,5,0,124,Mapoon (S)
34860,35,30,13,9,0,0,130,8,31,22,31,25,13,0,0,120,71,372,221,153,106,50,18,5,994,33,180,200,200,154,80,20,9,876,259,528,405,356,290,149,45,6,2043,51,27,33,29,17,5,0,0,155,14,40,37,42,32,26,10,0,190,328,595,468,420,339,183,55,6,2394,4,11,14,8,10,9,0,0,54,188,374,307,329,259,174,116,51,1788,631,1595,1268,1167,910,507,214,69,6365,Maranoa (R)
34880,51,59,61,43,14,0,274,3,27,29,43,47,21,11,0,176,54,295,304,284,271,171,49,11,1441,30,157,241,276,275,178,54,11,1217,233,466,583,675,594,393,148,26,3114,54,45,47,26,33,17,0,0,229,17,27,51,62,84,54,21,9,327,309,540,678,771,705,467,169,34,3671,6,13,16,22,22,26,9,3,116,579,591,526,497,510,489,239,76,3511,987,1653,1846,1961,1888,1389,544,135,10404,Mareeba (S)
35010,1962,1809,1277,741,150,37,7154,129,784,1425,1305,1045,505,120,14,5334,1984,7749,9342,6550,4328,2779,860,188,33775,2160,5567,7127,7201,5233,3239,1029,252,31820,8079,14071,13902,12994,10137,6607,2554,588,68935,1525,910,732,570,426,286,58,17,4526,700,947,1290,1314,1226,973,345,93,6874,10303,15932,15922,14881,11790,7855,2958,695,80338,163,310,331,414,370,416,239,62,2314,3686,3712,3656,3604,3602,4063,3173,2282,27775,18483,35164,39764,35764,27648,19599,8535,3541,188504,Moreton Bay (R)
35250,0,3,3,0,0,0,7,0,8,3,0,0,0,0,0,13,7,20,13,3,5,3,0,0,58,0,3,8,4,8,0,0,0,22,13,19,21,22,7,8,0,0,90,5,3,0,5,0,0,0,0,12,0,0,3,0,3,0,0,0,13,18,27,24,27,11,8,0,0,110,0,0,0,0,0,0,0,0,0,57,59,31,23,18,11,3,0,200,82,114,78,68,51,22,3,0,416,Mornington (S)
35300,75,53,45,19,0,0,279,10,62,52,36,19,11,0,0,191,157,574,309,182,105,55,15,0,1396,38,188,188,222,107,57,16,3,811,372,943,723,664,410,187,37,4,3332,81,50,21,10,12,6,3,0,189,17,52,41,40,30,16,3,3,205,468,1054,787,713,451,210,42,10,3730,0,11,17,17,8,8,5,0,66,391,525,400,472,404,265,94,21,2566,1069,2498,1819,1698,1137,615,168,34,9040,Mount Isa (C)
35600,10,8,11,5,0,0,50,0,10,7,8,7,3,0,0,44,28,86,66,40,43,27,3,0,308,8,37,46,62,55,34,8,5,249,67,127,95,104,113,54,30,0,584,12,7,7,13,4,3,0,0,47,8,5,3,11,10,5,0,4,49,81,137,110,125,129,70,30,3,687,3,3,0,3,5,0,0,0,14,52,54,52,59,74,81,57,25,458,182,341,301,313,327,217,97,37,1803,Murweh (S)
