lga_code16,psn_15_y_over_indig_m,psn_15_y_over_indig_f,psn_15_y_over_indig_p,psn_15_y_over_nonind_m,psn_15_y_over_nonind_f,psn_15_y_over_nonind_p,psn_15_y_over_ind_s_nsm,psn_15_y_over_ind_s_nsf,psn_15_y_over_ind_s_nsp,psn_15_y_over_totm,psn_15_y_over_totf,psn_15_y_over_totp,in_lf_emp_indig_m,in_lf_emp_indig_f,in_lf_emp_indig_p,in_lf_emp_nonind_m,in_lf_emp_nonind_f,in_lf_emp_nonind_p,in_lf_emp_indst_nsm,in_lf_emp_indst_nsf,in_lf_emp_indst_nsp,in_lf_employd_totm,in_lf_employd_totf,in_lf_employd_totp,in_lf_unemp_ind_m,in_lf_unemp_ind_f,in_lf_unemp_ind_p,in_lf_unemp_no_ind_m,in_lf_unemp_no_ind_f,in_lf_unemp_no_ind_p,in_lf_un_indst_nsm,in_lf_un_indst_nsf,in_lf_un_indst_nsp,in_lf_unemp_totm,in_lf_unemp_totf,in_lf_unemp_totp,in_lf_to_lf_ind_m,in_lf_to_lf_ind_f,in_lf_to_lf_ind_p,in_lf_to_la_fo_no_in_m,in_lf_to_la_fo_no_in_f,in_lf_to_la_fo_no_in_p,in_lf_to_l_fo_in_st_nsm,in_lf_to_l_fo_in_st_nsf,in_lf_to_l_fo_in_st_nsp,in_lf_to_lf_totm,in_lf_to_lf_totf,in_lf_to_lf_totp,n_the_lf_indig_m,n_the_lf_indig_f,n_the_lf_indig_p,n_the_lf_no_indig_m,n_the_lf_no_indig_f,n_the_lf_no_indig_p,n_the_lf_indig_st_nsm,n_the_lf_indig_st_nsf,n_the_lf_indig_st_nsp,n_the_lf_totm,n_the_lf_totf,n_the_lf_totp,lf_st_ns_indig_m,lf_st_ns_indig_f,lf_st_ns_indig_p,lf_st_ns_nonind_m,lf_st_ns_nonind_f,lf_st_ns_nonind_p,lf_st_ns_indig_st_nsm,lf_st_ns_indig_st_nsf,lf_st_ns_indig_st_nsp,lf_st_ns_totm,lf_st_ns_totf,lf_st_ns_totp,pcent_unemploy_indig_m,pcent_unemploy_indig_f,pcent_unemploy_indig_p,pcent_unemploy_nonind_m,pcent_unemploy_nonind_f,pcent_unemploy_nonind_p,pcent_unem_indst_nsm,pcent_unemp_indst_nsf,pcent_unemp_indst_nsp,pcent_unemploy_totm,pcent_unemploy_totf,pcent_unemploy_totp,pcent_lf_part_indig_m,pcent_lf_part_indig_f,pcent_lf_part_indig_p,pcent_lf_part_no_indig_m,pcent_lf_part_no_indig_f,pcent_lf_part_no_indig_p,pcent_lf_part_indst_nsm,pcent_lf_part_indst_nsf,pcent_lf_part_indst_nsp,pcent_lf_part_totm,pcent_lf_part_totf,pcent_lf_part_totp,pcent_emp_to_pop_ind_m,pcent_emp_to_pop_ind_f,pcent_emp_to_pop_ind_p,pcent_emp_t_pop_nonind_m,pcent_emp_t_pop_nonind_f,pcent_emp_t_pop_nonind_p,pcent_emp_t_pop_indst_nsm,pcent_emp_t_pop_indst_nsf,pcent_emp_t_pop_indst_nsp,pcent_emp_to_pop_totm,pcent_emp_to_pop_totf,pcent_emp_to_pop_totp,indsec_gov_ind_m,indsec_gov_ind_f,indsec_gov_ind_p,indsec_gov_no_ind_m,indsec_gov_no_ind_f,indsec_gov_no_ind_p,indsec_gov_indst_nsm,indsec_gov_indst_nsf,indsec_gov_indst_nsp,indsec_gov_totm,indsec_gov_totf,indsec_gov_totp,indsec_priv_ind_m,indsec_priv_ind_f,indsec_priv_ind_p,indsec_priv_nonind_m,indsec_priv_nonind_f,indsec_priv_nonind_p,indsec_priv_indst_nsm,indsec_priv_indst_nsf,indsec_priv_indst_nsp,indsec_priv_totm,indsec_priv_totf,indsec_priv_totp,self_employed_ind_m,self_employed_ind_f,self_employed_ind_p,self_employed_nonind_m,self_employed_nonind_f,self_employed_nonind_p,self_employed_ind_status_nsm,self_employed_ind_status_nsf,self_employed_ind_status_nsp,self_employed_totm,self_employed_totf,self_employed_totp,nsq_pgdl_ind_m,nsq_pgdl_ind_f,nsq_pgdl_ind_p,nsq_pgdl_no_ind_m,nsq_pgdl_no_ind_f,nsq_pgdl_no_ind_p,nsq_pgdl_indst_nsm,nsq_pgdl_indst_nsf,nsq_pgdl_indst_nsp,nsq_pgdl_totm,nsq_pgdl_totf,nsq_pgdl_totp,nsq_gd_gcl_ind_m,nsq_gd_gcl_ind_f,nsq_gd_gcl_ind_p,nsq_gd_gcl_no_in_m,nsq_gd_gcl_no_in_f,nsq_gd_gcl_no_in_p,nsq_gd_gcl_in_st_nsm,nsq_gd_gcl_in_st_nsf,nsq_gd_gcl_in_st_nsp,nsq_gd_gcl_totm,nsq_gd_gcl_totf,nsq_gd_gcl_totp,nsq_bdl_ind_m,nsq_bdl_ind_f,nsq_bdl_ind_p,nsq_bdl_no_ind_m,nsq_bdl_no_ind_f,nsq_bdl_no_ind_p,nsq_bdl_indst_nsm,nsq_bdl_indst_nsf,nsq_bdl_indst_nsp,nsq_bdl_totm,nsq_bdl_totf,nsq_bdl_totp,nsq_ad_dl_ind_m,nsq_ad_dl_ind_f,nsq_ad_dl_ind_p,nsq_ad_dl_no_in_m,nsq_ad_dl_no_in_f,nsq_ad_dl_no_in_p,nsq_ad_dl_in_st_nsm,nsq_ad_dl_in_st_nsf,nsq_ad_dl_in_st_nsp,nsq_ad_dl_totm,nsq_ad_dl_totf,nsq_ad_dl_totp,nsq_crt_ii_ind_m,nsq_crt_ii_ind_f,nsq_crt_ii_ind_p,nsq_cer_ii_no_ind_m,nsq_cer_ii_no_ind_f,nsq_cer_ii_no_ind_p,nsq_ce_ii_indst_nsm,nsq_ce_ii_indst_nsf,lga_name16
10850,83,75,161,2503,2647,5154,245,189,435,2832,2918,5751,42,36,74,1621,1481,3100,28,19,45,1696,1529,3222,7,6,8,107,81,186,3,0,3,115,85,200,46,39,85,1727,1560,3288,34,19,48,1811,1614,3421,28,37,62,744,1057,1804,13,21,38,796,1108,1904,9,0,9,29,34,65,197,158,348,231,191,425,15.2,15.4,9.4,6.2,5.2,5.7,8.8,0.0,6.3,6.4,5.3,5.8,55.4,51.3,54.5,69.1,58.8,63.8,13.9,9.6,11.1,63.8,55.4,59.5,50.6,47.4,47.4,64.8,55.9,60.1,11.5,9.6,10.4,59.8,52.5,56.0,6,4,12,174,293,471,4,5,7,181,305,491,35,30,66,1424,1160,2585,26,11,38,1489,1202,2688,0,0,0,173,113,287,3,3,7,177,118,298,0,0,0,47,59,105,0,0,0,47,63,112,0,3,3,32,56,83,0,0,0,32,54,85,0,3,3,189,356,543,0,0,0,189,362,547,3,6,7,142,269,416,4,0,4,147,276,428,0,3,3,20,56,77,0,0,Blayney (A)
10900,586,597,1178,27889,30869,58761,1431,1464,2889,29902,32926,62830,347,332,672,17711,17300,35013,103,74,177,18157,17705,35860,33,29,60,899,813,1714,6,0,7,940,845,1778,377,360,738,18612,18114,36720,107,76,189,19093,18550,37642,201,229,430,9086,12544,21625,101,122,219,9379,12892,22275,10,5,12,199,212,413,1218,1269,2484,1424,1489,2915,8.8,8.1,8.1,4.8,4.5,4.7,5.6,0.0,3.7,4.9,4.6,4.7,64.1,60.6,62.5,66.7,58.7,62.5,7.5,5.2,6.5,63.9,56.3,59.9,59.0,55.9,56.9,63.5,56.0,59.6,7.2,5.0,6.1,60.7,53.8,57.1,62,87,151,3283,4510,7797,16,8,26,3353,4607,7967,283,240,520,14266,12664,26937,84,61,144,14635,12968,27604,20,21,33,1673,1221,2897,14,3,14,1698,1246,2949,8,22,30,1918,2225,4150,12,3,19,1936,2256,4193,6,11,17,697,1309,2005,3,12,15,706,1333,2034,45,66,109,4456,6428,10882,21,30,49,4520,6521,11046,32,79,106,2999,4227,7223,16,17,35,3049,4322,7368,6,3,12,241,380,618,0,0,Blue Mountains (C)
10950,127,145,269,830,809,1643,129,100,228,1079,1059,2140,66,69,138,568,450,1019,12,7,12,646,529,1173,16,9,18,27,18,37,0,0,0,40,24,62,83,76,156,594,463,1058,12,7,12,683,550,1233,42,65,105,216,322,540,14,13,23,269,402,675,6,3,4,15,23,41,108,83,188,127,109,234,19.3,11.8,11.5,4.5,3.9,3.5,0.0,0.0,0.0,5.9,4.4,5.0,63.4,52.8,58.9,72.0,57.3,64.6,9.0,6.8,5.4,63.3,51.8,57.6,50.4,47.9,52.1,68.8,55.7,62.2,9.0,6.8,5.4,59.9,49.9,54.8,10,12,24,60,101,160,0,0,0,74,112,187,51,59,109,500,342,847,12,7,12,558,409,967,0,0,0,59,28,86,0,0,0,58,23,88,0,0,0,7,9,19,0,0,0,7,9,20,0,0,0,5,7,17,0,0,0,3,13,19,0,3,7,49,99,150,0,0,0,49,105,157,3,10,6,36,66,102,0,0,0,42,74,116,0,0,4,10,13,22,0,0,Bogan (A)
11100,277,330,607,17679,18094,35767,1195,1158,2359,19152,19583,38732,181,183,360,11954,10563,22518,39,37,84,12176,10784,22963,15,15,27,698,623,1323,3,4,5,714,643,1351,194,196,389,12654,11193,23841,45,43,85,12885,11431,24315,81,119,199,4752,6624,11374,40,52,88,4868,6798,11669,5,14,16,276,277,550,1114,1064,2181,1391,1349,2746,7.7,7.7,6.9,5.5,5.6,5.5,6.7,9.3,5.9,5.5,5.6,5.6,69.3,59.6,64.4,71.6,61.9,66.7,3.8,3.7,3.6,67.3,58.4,62.8,64.6,55.6,59.6,67.6,58.4,63.0,3.3,3.2,3.6,63.6,55.1,59.3,38,57,90,1475,1635,3110,6,3,10,1519,1701,3216,135,122,260,10299,8801,19099,34,31,68,10465,8960,19427,10,3,9,761,386,1145,4,0,4,772,387,1156,6,4,4,1440,1386,2827,3,3,9,1448,1393,2835,0,4,5,178,327,505,3,0,3,185,328,513,10,25,36,3186,3870,7055,9,16,22,3202,3907,7113,13,34,47,1559,1910,3467,0,5,7,1571,1953,3525,3,3,9,102,160,266,0,0,Botany Bay (C)
11150,245,310,559,551,538,1088,196,174,373,991,1023,2016,94,123,220,409,362,766,6,6,13,512,490,1000,30,19,50,14,6,17,3,3,3,40,28,69,126,143,263,420,366,789,8,7,18,551,520,1071,109,158,263,123,156,274,0,3,5,236,311,546,15,13,24,9,14,25,178,165,346,203,196,400,23.8,13.3,19.0,3.3,1.6,2.2,37.5,42.9,16.7,7.3,5.4,6.4,50.4,45.5,47.8,76.1,68.3,72.5,4.3,4.0,4.9,55.7,50.6,53.1,37.6,39.2,40.0,74.1,67.5,70.4,3.2,3.4,3.5,51.7,47.7,49.6,29,34,60,106,117,225,0,0,0,137,153,291,70,81,150,290,234,525,8,3,10,366,320,688,5,4,6,46,25,72,0,0,0,51,25,78,0,0,0,7,14,29,0,0,0,7,20,27,0,0,0,3,9,6,0,0,0,3,8,8,5,15,21,42,97,144,0,0,0,48,114,165,12,24,29,43,72,110,0,0,0,56,91,144,5,7,16,3,15,13,0,0,Bourke (A)
11200,363,368,733,241,215,457,41,36,81,647,621,1274,95,87,183,166,147,305,3,7,11,261,239,498,50,30,85,3,4,10,0,0,0,57,38,95,148,125,267,169,151,320,3,7,11,315,280,594,203,236,441,69,58,132,0,3,4,271,298,573,17,10,29,4,3,5,37,30,71,56,46,105,33.8,24.0,31.8,1.8,2.6,3.1,0.0,0.0,0.0,18.1,13.6,16.0,40.2,33.7,36.2,69.8,71.2,70.0,7.5,17.5,12.8,49.1,44.9,46.7,25.8,23.5,24.8,68.6,69.3,66.7,7.5,17.5,12.8,40.7,38.3,39.2,36,36,73,35,56,90,0,0,0,68,94,167,54,51,101,131,84,215,3,3,7,185,134,319,0,0,0,27,9,36,0,0,0,29,5,38,0,3,3,0,8,10,0,0,0,0,10,8,0,0,0,7,3,5,0,0,0,7,3,5,0,11,17,11,51,63,0,0,3,16,64,82,4,10,18,17,28,46,0,0,0,24,36,65,14,13,30,5,7,13,0,0,Brewarrina (A)
11250,474,496,972,6150,6627,12780,511,500,1019,7134,7629,14767,180,208,388,3295,3162,6453,34,25,62,3507,3395,6902,64,44,113,330,219,550,3,0,10,405,269,668,246,251,497,3627,3383,7007,40,30,68,3908,3661,7572,215,237,451,2405,3110,5520,55,54,111,2674,3406,6078,15,12,23,119,141,253,417,418,836,550,571,1120,26.0,17.5,22.7,9.1,6.5,7.8,7.5,0.0,14.7,10.4,7.3,8.8,51.7,50.2,51.2,59.0,51.0,54.8,7.8,6.0,6.7,54.8,47.9,51.3,37.8,41.6,40.0,53.6,47.7,50.5,6.6,5.0,6.1,49.2,44.4,46.7,26,55,85,535,722,1250,8,7,13,567,782,1347,145,148,293,2704,2412,5110,27,19,46,2875,2572,5452,7,8,11,168,85,256,0,0,0,174,92,266,0,3,3,61,122,188,0,0,0,66,124,192,0,6,4,59,109,168,0,0,0,63,112,178,7,32,33,295,567,854,0,0,3,300,595,893,13,36,51,285,465,746,4,8,6,299,506,804,6,8,19,63,137,199,0,0,Broken Hill (C)
13910,249,247,498,6489,6887,13370,489,525,1016,7230,7657,14883,118,92,214,3870,3410,7277,39,34,67,4027,3533,7563,28,20,40,212,181,398,3,0,4,244,201,441,141,109,251,4081,3590,7678,44,32,74,4271,3736,8002,98,131,229,2284,3121,5401,45,61,111,2421,3317,5739,14,3,16,121,170,295,400,428,832,535,606,1140,19.9,18.3,15.9,5.2,5.0,5.2,6.8,0.0,5.4,5.7,5.4,5.5,55.7,44.9,50.6,62.9,52.2,57.4,9.0,6.1,7.3,59.1,48.8,53.8,46.6,37.9,43.1,59.7,49.6,54.4,8.0,6.5,6.6,55.7,46.1,50.8,13,11,20,342,443,786,3,0,5,353,458,812,104,85,187,3475,2927,6396,33,26,65,3612,3036,6647,4,7,9,398,207,608,3,0,3,402,213,620,3,0,3,72,98,172,0,0,0,76,103,177,0,0,0,39,92,136,7,0,4,44,94,140,0,9,9,388,756,1145,0,3,8,393,769,1163,14,13,28,334,673,1001,5,6,11,352,694,1042,6,3,16,56,133,187,0,6,Hilltops (A)
14000,214,241,454,53160,57409,110568,1854,1921,3774,55227,59570,114796,136,143,278,36631,33606,70236,150,123,275,36924,33872,70798,13,14,22,1788,1744,3533,3,8,17,1804,1765,3572,151,152,305,38423,35349,73770,158,136,295,38727,35643,74365,62,80,146,14220,21204,35425,109,163,274,14394,21453,35842,3,3,8,522,852,1373,1591,1622,3207,2110,2474,4586,8.6,9.2,7.2,4.7,4.9,4.8,1.9,5.9,5.8,4.7,5.0,4.8,69.9,64.7,66.4,72.3,61.6,66.7,8.5,7.1,7.8,70.1,59.8,64.8,63.0,60.9,60.6,68.9,58.5,63.5,8.1,6.4,7.3,66.9,56.9,61.7,21,28,52,4116,5651,9769,16,24,37,4158,5698,9857,110,110,216,32154,27685,59835,125,96,219,32387,27884,60277,5,8,12,2368,1613,3984,3,3,8,2384,1626,4005,13,7,24,6661,5657,12320,12,21,35,6693,5684,12374,3,4,10,1301,2003,3304,8,5,16,1312,2014,3327,22,37,59,13102,15095,28196,43,55,100,13164,15185,28348,17,31,51,5137,6902,12038,19,40,58,5174,6974,12148,5,4,8,286,490,774,5,4,Hornsby (A)
14100,35,14,55,5222,5475,10696,297,304,602,5549,5794,11350,16,10,25,3211,2963,6173,18,20,37,3242,2995,6240,3,0,3,117,108,221,0,0,0,122,108,222,19,10,27,3324,3071,6396,23,20,34,3360,3102,6465,24,6,24,1865,2361,4228,11,25,39,1895,2392,4289,0,0,0,29,44,68,261,261,524,291,305,596,15.8,0.0,11.1,3.5,3.5,3.5,0.0,0.0,0.0,3.6,3.5,3.4,44.2,62.5,52.9,63.7,56.1,59.8,7.8,6.5,5.7,60.6,53.5,57.0,37.2,62.5,49.0,61.5,54.1,57.7,6.1,6.5,6.2,58.5,51.6,55.0,3,4,4,287,386,676,3,4,3,298,397,689,11,11,22,2894,2551,5442,16,13,31,2921,2569,5490,0,0,3,178,166,341,0,0,0,179,169,346,4,0,3,650,564,1215,4,0,3,651,571,1221,0,0,0,109,206,310,0,4,4,107,207,313,3,3,3,1377,1540,2915,5,7,12,1384,1549,2932,8,3,12,387,658,1048,0,3,3,397,670,1067,0,0,0,20,44,61,0,0,Hunters Hill (A)
14170,713,850,1560,68097,73329,141419,5616,5536,11149,74421,79710,154128,402,464,866,49251,49141,98397,156,154,314,49811,49760,99575,68,50,113,2527,2358,4885,17,7,22,2605,2420,5021,466,512,981,51779,51507,103280,170,167,337,52415,52177,104599,224,317,538,15672,21197,36869,166,192,355,16054,21703,37764,15,22,38,652,622,1272,5279,5181,10463,5949,5827,11773,14.6,9.8,11.5,4.9,4.6,4.7,10.0,4.2,6.5,5.0,4.6,4.8,66.1,60.2,63.0,76.0,70.2,73.0,3.0,3.0,3.0,70.4,65.5,67.9,57.0,54.5,55.6,72.3,67.0,69.6,2.8,2.8,2.8,66.9,62.4,64.6,104,155,260,6848,10327,17176,22,30,61,6984,10513,17492,283,301,588,41843,38383,80223,120,117,240,42250,38800,81052,24,20,42,3308,2738,6046,7,10,14,3346,2761,6106,28,51,70,8091,9775,17862,21,27,46,8137,9848,17982,18,30,41,1778,3053,4839,3,9,11,1797,3093,4890,105,120,220,18566,22501,41065,46,67,110,18707,22682,41396,49,95,149,6057,7507,13571,21,25,49,6126,7632,13758,8,17,21,352,506,860,3,5,Inner West (A)
14200,416,483,894,5459,5755,11217,521,518,1044,6398,6759,13158,153,144,299,3163,2862,6022,40,32,75,3353,3039,6393,60,56,115,221,164,384,5,4,9,283,227,509,208,203,411,3382,3024,6407,45,34,77,3632,3267,6900,186,267,448,1995,2645,4640,28,42,71,2212,2944,5161,20,18,32,85,89,170,449,440,891,546,547,1095,28.8,27.6,28.0,6.5,5.4,6.0,11.1,11.8,11.7,7.8,6.9,7.4,50.2,41.6,46.1,61.9,52.5,57.1,8.6,6.6,7.4,56.8,48.3,52.4,37.0,29.5,33.6,57.9,49.7,53.7,7.7,6.2,7.2,52.5,45.0,48.6,18,27,47,342,452,799,4,6,14,368,491,857,121,106,230,2774,2365,5138,32,23,54,2928,2499,5428,6,3,13,327,196,524,7,0,5,340,205,547,0,0,4,38,57,101,0,0,0,42,59,102,0,3,3,43,80,119,0,0,0,43,83,128,8,8,23,291,638,926,4,4,10,301,654,956,10,19,25,287,518,805,0,0,3,300,540,833,6,11,19,53,105,160,0,3,Inverell (A)
14300,291,83,379,2489,1905,4392,216,192,404,2993,2176,5173,30,33,68,1191,1032,2222,17,9,29,1240,1076,2318,4,5,9,52,49,105,0,0,3,57,55,116,39,38,79,1240,1082,2326,18,13,36,1297,1133,2436,248,43,297,1216,774,1991,7,19,25,1474,839,2309,0,0,3,36,44,80,183,160,342,221,202,426,10.3,13.2,11.4,4.2,4.5,4.5,0.0,0.0,8.3,4.4,4.9,4.8,13.6,46.9,20.8,49.8,56.9,52.9,8.7,6.8,8.9,43.3,52.1,47.1,10.5,40.7,17.9,47.8,54.3,50.5,8.2,4.7,7.2,41.4,49.5,44.8,4,7,10,120,189,308,0,0,0,123,191,317,32,29,55,1049,837,1887,16,9,31,1098,873,1973,3,0,4,121,64,193,0,3,3,126,69,195,0,0,0,8,39,51,0,0,0,8,39,51,0,0,0,12,21,37,0,0,0,12,21,37,0,4,4,118,203,322,0,0,0,117,202,327,0,6,10,95,172,263,0,0,4,94,185,276,0,3,3,28,55,77,0,0,Junee (A)
14350,1081,1087,2176,9872,9889,19763,983,991,1977,11942,11972,23915,257,313,574,4491,4295,8782,58,48,99,4806,4660,9463,91,63,152,413,296,711,14,10,21,518,368,883,343,384,728,4902,4590,9495,71,51,120,5321,5027,10348,699,668,1363,4770,5093,9867,81,97,177,5551,5859,11406,45,38,79,197,208,403,833,849,1684,1079,1091,2168,26.5,16.4,20.9,8.4,6.4,7.5,19.7,19.6,17.5,9.7,7.3,8.5,31.6,35.2,33.5,49.7,46.4,48.0,7.2,5.1,6.1,44.5,42.0,43.3,23.6,28.7,26.5,45.5,43.4,44.4,5.9,4.8,5.0,40.2,38.9,39.6,42,67,113,535,704,1242,7,6,10,585,772,1362,209,240,455,3858,3526,7380,47,38,82,4113,3803,7919,12,10,24,520,259,780,3,6,7,543,267,813,4,4,10,94,140,236,0,0,0,100,144,240,0,6,3,67,140,208,0,0,0,70,143,210,12,36,53,537,907,1442,3,11,12,549,953,1505,34,75,107,480,907,1389,4,3,8,516,984,1500,17,34,48,126,201,328,0,3,Kempsey (A)
14400,138,138,278,7978,8482,16462,528,582,1109,8649,9206,17852,93,71,165,4820,4424,9240,45,36,82,4953,4534,9488,12,14,27,228,180,411,0,0,0,243,196,436,102,85,190,5046,4609,9656,47,36,84,5189,4732,9925,42,51,87,2865,3775,6636,28,38,65,2927,3862,6788,0,3,3,72,104,174,464,500,966,533,610,1140,11.8,16.5,14.2,4.5,3.9,4.3,0.0,0.0,0.0,4.7,4.1,4.4,70.8,61.2,67.9,63.2,54.3,58.6,8.7,6.3,7.5,60.0,51.4,55.6,64.6,51.1,58.9,60.4,52.1,56.1,8.3,6.3,7.4,57.3,49.3,53.1,13,15,33,867,1123,1985,3,8,12,884,1148,2033,73,54,125,3909,3265,7177,36,28,66,4024,3346,7368,10,3,13,456,290,752,0,3,3,470,297,760,3,0,6,408,422,833,0,0,3,414,431,842,0,10,12,172,356,523,0,0,4,173,365,533,7,20,30,1292,1602,2899,5,9,19,1314,1641,2951,16,18,26,860,1164,2024,7,12,21,880,1188,2073,0,5,4,48,117,165,0,0,Kiama (A)
14500,84,76,157,42713,47945,90666,1569,1801,3369,44363,49830,94189,55,49,104,28307,26369,54670,78,69,144,28441,26485,54920,8,3,7,1434,1260,2689,4,4,10,1445,1263,2704,62,47,111,29737,27627,57365,82,75,157,29883,27745,57631,18,27,49,12725,19867,32585,70,143,212,12811,20031,32843,0,0,0,252,459,717,1414,1586,3005,1669,2048,3717,12.9,6.4,6.3,4.8,4.6,4.7,4.9,5.3,6.4,4.8,4.6,4.7,77.5,63.5,69.4,69.6,57.6,63.3,5.2,4.2,4.7,67.4,55.7,61.2,68.8,66.2,65.0,66.3,55.0,60.3,5.0,3.8,4.3,64.1,53.2,58.3,11,16,24,2466,3637,6106,6,11,16,2489,3662,6149,49,29,78,25588,22499,48086,69,61,127,25705,22593,48290,5,0,5,1631,1542,3171,5,4,5,1640,1544,3186,5,8,14,7403,5862,13260,18,13,29,7424,5882,13309,0,3,0,1126,1785,2911,0,6,9,1128,1794,2925,20,19,37,13722,15030,28750,43,40,85,13784,15090,28873,11,10,18,3491,5452,8936,11,17,26,3512,5476,8989,0,0,0,142,234,372,3,3,Ku-ring-gai (A)
14550,126,136,261,3283,3218,6503,378,327,706,3790,3686,7473,39,32,77,1683,1448,3132,22,16,33,1742,1491,3239,15,10,25,169,114,281,0,0,6,181,127,310,49,45,96,1852,1561,3414,24,14,39,1924,1620,3546,71,93,158,1398,1620,3020,33,37,64,1498,1750,3245,0,0,4,37,38,74,327,273,603,373,310,685,30.6,22.2,26.0,9.1,7.3,8.2,0.0,0.0,15.4,9.4,7.8,8.7,40.8,32.6,37.2,56.3,48.5,52.5,6.3,4.3,5.5,50.7,44.0,47.4,32.5,23.2,29.8,51.2,45.0,48.1,5.7,4.9,4.7,45.9,40.5,43.3,6,9,14,183,248,434,0,3,5,186,261,448,30,23,59,1471,1162,2641,19,11,25,1523,1202,2724,8,3,6,310,159,471,0,0,0,322,162,479,0,4,6,50,47,96,0,0,0,53,53,106,3,0,3,27,69,99,0,0,0,35,74,104,0,7,3,230,375,607,0,3,4,236,378,610,3,10,13,183,351,532,3,0,3,191,359,546,0,4,4,41,69,105,0,0,Kyogle (A)
14600,310,393,701,1835,1809,3645,257,243,498,2397,2442,4846,126,138,266,1207,974,2183,17,10,26,1347,1119,2472,44,46,86,52,35,92,0,0,0,98,79,179,167,188,352,1260,1007,2274,15,10,27,1447,1204,2644,131,200,327,529,773,1305,3,10,12,667,986,1647,8,11,22,40,28,67,239,225,458,290,255,548,26.3,24.5,24.4,4.1,3.5,4.0,0.0,0.0,0.0,6.8,6.6,6.8,54.6,47.1,50.2,68.9,55.7,62.4,5.8,4.1,5.4,60.2,49.2,54.6,41.2,34.6,37.9,66.0,53.9,59.9,6.6,4.1,5.2,56.0,45.8,51.1,26,37,62,133,189,316,3,0,3,161,223,384,84,103,184,1054,768,1825,12,8,23,1154,879,2035,3,0,4,174,53,230,3,0,6,179,57,239,0,0,0,14,18,32,0,0,0,14,18,37,0,3,3,7,46,49,0,0,0,7,47,54,7,14,23,75,210,281,0,0,0,78,223,307,10,22,30,79,161,241,0,0,0,84,184,270,5,12,12,23,42,69,0,0,Lachlan (A)
14650,2505,2647,5148,72089,77729,149821,3126,3163,6289,77721,83535,161262,1345,1259,2606,42228,40039,82267,193,190,389,43772,41490,85264,249,217,471,3337,2451,5784,26,12,39,3614,2687,6295,1598,1482,3080,45566,42492,88053,223,203,427,47385,44178,91558,868,1127,1993,25577,33890,59468,250,356,604,26694,35368,62065,44,36,80,954,1348,2296,2658,2601,5255,3647,3988,7633,15.6,14.6,15.3,7.3,5.8,6.6,11.7,5.9,9.1,7.6,6.1,6.9,63.7,56.0,59.8,63.2,54.7,58.8,7.1,6.4,6.8,61.0,52.9,56.8,53.6,47.6,50.6,58.6,51.5,54.9,6.2,6.0,6.2,56.3,49.7,52.9,194,294,482,5292,7783,13069,20,29,45,5498,8100,13597,1125,940,2073,36510,31934,68450,165,159,322,37802,33038,70841,60,40,100,2654,1827,4485,10,7,20,2727,1877,4602,18,32,52,2205,2206,4410,9,3,17,2233,2240,4480,8,31,38,859,1570,2432,0,7,3,873,1602,2474,95,186,283,7186,10701,17894,16,41,58,7306,10926,18231,124,220,350,5809,8274,14080,21,43,63,5956,8534,14489,37,63,95,565,1279,1842,0,7,Lake Macquarie (C)
14700,46,37,83,13533,14380,27916,711,662,1378,14294,15081,29376,21,30,51,9858,9341,19203,23,13,41,9905,9389,19292,0,0,0,441,439,879,0,0,0,441,442,885,21,32,56,10303,9779,20080,23,13,41,10345,9830,20174,24,3,26,3188,4520,7706,28,26,54,3237,4549,7782,3,0,3,49,80,129,658,623,1281,711,701,1415,0.0,0.0,0.0,4.3,4.5,4.4,0.0,0.0,0.0,4.3,4.5,4.4,43.8,91.4,65.9,76.1,68.0,71.9,3.2,2.0,3.0,72.4,65.2,68.7,43.8,85.7,60.0,72.8,65.0,68.8,3.2,2.0,3.0,69.3,62.3,65.7,3,6,14,891,1448,2337,4,3,6,897,1454,2359,21,25,39,8872,7828,16701,21,11,35,8914,7860,16780,0,0,0,561,461,1017,6,3,6,559,465,1027,0,0,5,2248,2095,4340,6,4,13,2258,2101,4355,0,0,0,380,604,981,0,0,0,378,604,984,9,8,19,4403,4972,9379,11,8,20,4425,4992,9415,3,3,6,1157,1583,2737,4,6,7,1158,1594,2750,0,0,0,49,82,135,0,0,Lane Cove (A)
14750,194,193,387,3790,3897,7688,401,395,795,4388,4482,8868,97,70,168,2461,2038,4503,22,15,35,2578,2131,4705,30,21,54,100,106,203,0,0,4,132,132,259,124,91,216,2558,2150,4707,25,15,41,2704,2261,4964,63,93,154,1165,1673,2836,34,42,74,1261,1804,3068,3,8,12,69,75,144,345,336,677,421,420,834,24.2,23.1,25.0,3.9,4.9,4.3,0.0,0.0,9.8,4.9,5.8,5.2,65.3,47.4,56.5,67.5,55.2,61.2,6.2,3.8,5.2,61.7,50.4,56.0,51.1,36.5,44.0,64.9,52.3,58.6,5.4,3.8,4.4,58.8,47.5,53.1,8,11,21,241,354,596,0,3,3,252,376,624,83,55,138,2185,1661,3838,22,14,31,2286,1732,4014,0,0,0,194,104,304,0,0,0,200,104,303,0,0,0,47,46,97,0,0,0,47,46,97,0,0,0,28,51,75,0,0,0,28,51,75,3,5,6,244,405,653,0,10,10,246,419,663,3,8,13,175,292,467,0,0,0,174,308,480,0,3,9,36,89,123,0,0,Leeton (A)
