lga_code16,psn_15_y_over_indig_m,psn_15_y_over_indig_f,psn_15_y_over_indig_p,psn_15_y_over_nonind_m,psn_15_y_over_nonind_f,psn_15_y_over_nonind_p,psn_15_y_over_ind_s_nsm,psn_15_y_over_ind_s_nsf,psn_15_y_over_ind_s_nsp,psn_15_y_over_totm,psn_15_y_over_totf,psn_15_y_over_totp,in_lf_emp_indig_m,in_lf_emp_indig_f,in_lf_emp_indig_p,in_lf_emp_nonind_m,in_lf_emp_nonind_f,in_lf_emp_nonind_p,in_lf_emp_indst_nsm,in_lf_emp_indst_nsf,in_lf_emp_indst_nsp,in_lf_employd_totm,in_lf_employd_totf,in_lf_employd_totp,in_lf_unemp_ind_m,in_lf_unemp_ind_f,in_lf_unemp_ind_p,in_lf_unemp_no_ind_m,in_lf_unemp_no_ind_f,in_lf_unemp_no_ind_p,in_lf_un_indst_nsm,in_lf_un_indst_nsf,in_lf_un_indst_nsp,in_lf_unemp_totm,in_lf_unemp_totf,in_lf_unemp_totp,in_lf_to_lf_ind_m,in_lf_to_lf_ind_f,in_lf_to_lf_ind_p,in_lf_to_la_fo_no_in_m,in_lf_to_la_fo_no_in_f,in_lf_to_la_fo_no_in_p,in_lf_to_l_fo_in_st_nsm,in_lf_to_l_fo_in_st_nsf,in_lf_to_l_fo_in_st_nsp,in_lf_to_lf_totm,in_lf_to_lf_totf,in_lf_to_lf_totp,n_the_lf_indig_m,n_the_lf_indig_f,n_the_lf_indig_p,n_the_lf_no_indig_m,n_the_lf_no_indig_f,n_the_lf_no_indig_p,n_the_lf_indig_st_nsm,n_the_lf_indig_st_nsf,n_the_lf_indig_st_nsp,n_the_lf_totm,n_the_lf_totf,n_the_lf_totp,lf_st_ns_indig_m,lf_st_ns_indig_f,lf_st_ns_indig_p,lf_st_ns_nonind_m,lf_st_ns_nonind_f,lf_st_ns_nonind_p,lf_st_ns_indig_st_nsm,lf_st_ns_indig_st_nsf,lf_st_ns_indig_st_nsp,lf_st_ns_totm,lf_st_ns_totf,lf_st_ns_totp,pcent_unemploy_indig_m,pcent_unemploy_indig_f,pcent_unemploy_indig_p,pcent_unemploy_nonind_m,pcent_unemploy_nonind_f,pcent_unemploy_nonind_p,pcent_unem_indst_nsm,pcent_unemp_indst_nsf,pcent_unemp_indst_nsp,pcent_unemploy_totm,pcent_unemploy_totf,pcent_unemploy_totp,pcent_lf_part_indig_m,pcent_lf_part_indig_f,pcent_lf_part_indig_p,pcent_lf_part_no_indig_m,pcent_lf_part_no_indig_f,pcent_lf_part_no_indig_p,pcent_lf_part_indst_nsm,pcent_lf_part_indst_nsf,pcent_lf_part_indst_nsp,pcent_lf_part_totm,pcent_lf_part_totf,pcent_lf_part_totp,pcent_emp_to_pop_ind_m,pcent_emp_to_pop_ind_f,pcent_emp_to_pop_ind_p,pcent_emp_t_pop_nonind_m,pcent_emp_t_pop_nonind_f,pcent_emp_t_pop_nonind_p,pcent_emp_t_pop_indst_nsm,pcent_emp_t_pop_indst_nsf,pcent_emp_t_pop_indst_nsp,pcent_emp_to_pop_totm,pcent_emp_to_pop_totf,pcent_emp_to_pop_totp,indsec_gov_ind_m,indsec_gov_ind_f,indsec_gov_ind_p,indsec_gov_no_ind_m,indsec_gov_no_ind_f,indsec_gov_no_ind_p,indsec_gov_indst_nsm,indsec_gov_indst_nsf,indsec_gov_indst_nsp,indsec_gov_totm,indsec_gov_totf,indsec_gov_totp,indsec_priv_ind_m,indsec_priv_ind_f,indsec_priv_ind_p,indsec_priv_nonind_m,indsec_priv_nonind_f,indsec_priv_nonind_p,indsec_priv_indst_nsm,indsec_priv_indst_nsf,indsec_priv_indst_nsp,indsec_priv_totm,indsec_priv_totf,indsec_priv_totp,self_employed_ind_m,self_employed_ind_f,self_employed_ind_p,self_employed_nonind_m,self_employed_nonind_f,self_employed_nonind_p,self_employed_ind_status_nsm,self_employed_ind_status_nsf,self_employed_ind_status_nsp,self_employed_totm,self_employed_totf,self_employed_totp,nsq_pgdl_ind_m,nsq_pgdl_ind_f,nsq_pgdl_ind_p,nsq_pgdl_no_ind_m,nsq_pgdl_no_ind_f,nsq_pgdl_no_ind_p,nsq_pgdl_indst_nsm,nsq_pgdl_indst_nsf,nsq_pgdl_indst_nsp,nsq_pgdl_totm,nsq_pgdl_totf,nsq_pgdl_totp,nsq_gd_gcl_ind_m,nsq_gd_gcl_ind_f,nsq_gd_gcl_ind_p,nsq_gd_gcl_no_in_m,nsq_gd_gcl_no_in_f,nsq_gd_gcl_no_in_p,nsq_gd_gcl_in_st_nsm,nsq_gd_gcl_in_st_nsf,nsq_gd_gcl_in_st_nsp,nsq_gd_gcl_totm,nsq_gd_gcl_totf,nsq_gd_gcl_totp,nsq_bdl_ind_m,nsq_bdl_ind_f,nsq_bdl_ind_p,nsq_bdl_no_ind_m,nsq_bdl_no_ind_f,nsq_bdl_no_ind_p,nsq_bdl_indst_nsm,nsq_bdl_indst_nsf,nsq_bdl_indst_nsp,nsq_bdl_totm,nsq_bdl_totf,nsq_bdl_totp,nsq_ad_dl_ind_m,nsq_ad_dl_ind_f,nsq_ad_dl_ind_p,nsq_ad_dl_no_in_m,nsq_ad_dl_no_in_f,nsq_ad_dl_no_in_p,nsq_ad_dl_in_st_nsm,nsq_ad_dl_in_st_nsf,nsq_ad_dl_in_st_nsp,nsq_ad_dl_totm,nsq_ad_dl_totf,nsq_ad_dl_totp,nsq_crt_ii_ind_m,nsq_crt_ii_ind_f,nsq_crt_ii_ind_p,nsq_cer_ii_no_ind_m,nsq_cer_ii_no_ind_f,nsq_cer_ii_no_ind_p,nsq_ce_ii_indst_nsm,nsq_ce_ii_indst_nsf,lga_name16
40700,44,58,103,16241,18668,34910,681,723,1404,16967,19450,36413,19,24,49,10125,9878,20002,40,43,75,10179,9944,20125,4,7,12,652,596,1248,0,4,5,661,605,1270,26,34,57,10776,10471,21253,41,46,81,10841,10551,21393,15,24,41,5333,8010,13341,57,85,143,5412,8119,13531,3,0,3,130,185,314,583,588,1172,719,774,1492,15.4,20.6,21.1,6.1,5.7,5.9,0.0,8.7,6.2,6.1,5.7,5.9,59.1,58.6,56.4,66.4,56.1,60.9,6.0,6.4,5.8,63.9,54.3,58.7,43.2,41.4,48.5,62.3,52.9,57.3,5.9,6.0,5.4,60.0,51.1,55.3,3,7,8,1510,1994,3499,5,8,8,1512,2012,3522,18,17,34,8548,7828,16380,34,31,64,8597,7882,16478,0,0,0,765,554,1313,0,6,4,763,558,1318,0,5,5,2185,1800,3987,9,3,12,2190,1809,4003,0,0,0,527,823,1355,3,3,6,532,834,1363,3,12,18,4703,5237,9938,19,16,32,4728,5267,9991,3,3,7,1425,2014,3437,7,11,20,1437,2027,3464,0,0,0,68,128,194,0,0,Burnside (C)
41750,8,7,20,416,365,778,26,18,40,451,393,842,6,3,8,262,219,481,4,3,6,277,219,496,0,0,0,14,8,24,0,0,0,14,13,24,6,3,9,281,224,504,4,3,6,293,230,522,3,3,3,125,138,266,0,4,3,134,144,271,0,0,0,5,0,9,18,14,35,23,16,41,0.0,0.0,0.0,5.0,3.6,4.8,0.0,0.0,0.0,4.8,5.7,4.6,66.7,50.0,75.0,68.4,61.9,64.7,18.2,14.3,13.6,65.1,59.0,62.6,66.7,50.0,66.7,63.7,60.5,61.7,18.2,14.3,13.6,61.6,56.2,59.5,3,0,3,19,44,66,0,0,0,21,44,69,7,3,10,243,171,407,4,3,6,251,172,424,0,0,0,47,18,66,0,0,0,44,22,70,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,4,9,14,0,0,0,4,9,14,0,0,3,24,43,66,0,0,0,23,52,73,0,0,0,21,34,49,0,0,0,18,34,51,0,0,0,3,9,14,0,0,Elliston (DC)
41960,7,5,14,495,451,948,57,55,112,559,516,1072,3,3,3,292,232,528,3,0,3,295,237,533,0,0,0,21,11,32,0,0,0,27,11,40,6,3,12,312,245,559,3,0,3,322,251,572,4,3,4,174,203,373,0,10,7,172,210,388,0,0,0,6,7,9,54,47,101,64,55,111,0.0,0.0,0.0,6.7,4.5,5.7,0.0,0.0,0.0,8.4,4.4,7.0,60.0,50.0,75.0,63.4,53.8,59.4,5.3,0.0,2.7,57.7,48.6,53.4,30.0,50.0,18.8,59.3,51.0,56.1,5.3,0.0,2.7,52.9,45.9,49.8,0,0,0,19,41,60,0,0,0,19,46,62,3,3,3,271,185,455,3,0,3,273,190,467,0,0,0,45,19,61,0,0,0,45,19,61,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,9,10,0,0,0,0,9,10,0,0,0,7,30,41,0,0,0,7,35,41,0,0,0,22,39,61,0,0,0,22,39,61,0,0,0,6,8,17,0,0,Franklin Harbour (DC)
42030,102,153,255,8419,9216,17639,525,543,1064,9045,9910,18955,53,59,110,4908,4757,9663,37,36,79,4992,4855,9847,20,15,32,463,400,865,9,0,9,488,413,901,69,73,141,5370,5156,10525,44,42,86,5479,5270,10752,35,78,111,2964,3977,6937,42,49,97,3045,4103,7143,0,3,3,92,85,178,434,448,878,521,537,1060,29.0,20.5,22.7,8.6,7.8,8.2,20.5,0.0,10.5,8.9,7.8,8.4,66.3,47.4,55.3,63.7,55.9,59.7,8.5,7.8,8.1,60.6,53.2,56.7,51.0,38.3,43.1,58.2,51.6,54.8,7.1,6.7,7.4,55.2,49.0,51.9,7,12,17,575,791,1363,0,10,12,586,806,1394,40,51,87,4279,3928,8205,37,31,64,4355,4008,8357,0,0,0,390,201,595,4,0,8,392,205,602,0,0,0,145,144,291,0,0,0,145,143,289,0,0,0,87,148,240,0,3,3,87,151,242,0,5,5,543,893,1437,4,5,10,549,905,1456,4,5,11,613,1010,1623,3,4,5,619,1026,1640,0,3,6,120,193,314,0,3,Gawler (T)
42110,20,30,54,1599,1518,3120,129,123,252,1754,1674,3422,8,7,14,943,722,1663,3,7,18,956,743,1695,3,3,4,61,49,108,0,0,0,67,55,114,9,11,20,1003,772,1778,6,7,19,1019,792,1815,8,20,30,578,728,1302,12,12,21,599,761,1361,0,0,0,21,17,41,110,97,209,133,122,251,33.3,27.3,20.0,6.1,6.3,6.1,0.0,0.0,0.0,6.6,6.9,6.3,52.9,35.5,40.0,62.6,50.9,57.0,4.7,6.0,7.6,58.2,47.3,53.0,47.1,22.6,28.0,58.9,47.6,53.3,2.3,6.0,7.2,54.6,44.4,49.5,0,0,0,51,73,127,0,0,0,50,77,128,8,7,14,876,642,1519,3,10,12,891,655,1544,3,0,3,110,55,166,3,0,7,118,58,171,0,0,0,11,22,30,0,0,0,11,22,30,0,0,0,12,21,30,0,0,0,12,21,30,0,0,0,70,140,208,0,5,5,70,147,213,0,5,5,83,163,249,0,0,3,87,173,257,0,0,3,18,41,61,0,0,Goyder (DC)
42250,65,27,97,3442,2769,6208,183,182,363,3692,2975,6665,26,17,42,2069,1715,3785,22,16,40,2114,1754,3867,0,0,0,79,70,147,0,3,3,75,73,147,26,17,42,2146,1790,3934,24,20,46,2192,1825,4016,42,12,52,1273,947,2222,11,16,28,1329,972,2308,0,0,0,20,35,56,143,146,289,164,175,345,0.0,0.0,0.0,3.7,3.9,3.7,0.0,15.0,6.5,3.4,4.0,3.7,38.2,58.6,44.7,62.4,64.6,63.3,13.5,11.0,12.7,59.5,61.4,60.2,38.2,58.6,44.7,60.2,61.9,60.9,12.4,8.8,11.0,57.4,59.0,58.0,0,3,3,120,203,323,0,0,0,118,208,322,20,13,36,1936,1501,3433,26,19,39,1980,1536,3508,5,0,5,207,91,299,0,0,3,212,94,309,0,0,0,28,33,67,0,0,0,28,34,68,0,0,0,27,50,79,0,0,0,27,50,82,3,0,4,139,271,407,0,0,0,142,276,412,0,0,3,156,257,413,0,3,5,157,261,418,0,0,0,29,69,106,0,0,Grant (DC)
42600,87,102,190,13472,15227,28698,825,894,1716,14390,16224,30609,61,54,114,8348,8383,16730,41,41,77,8448,8471,16922,4,8,17,553,427,983,3,4,5,564,438,1006,62,67,129,8902,8804,17707,41,42,82,9013,8909,17924,20,34,55,4472,6287,10759,40,59,103,4530,6381,10915,0,0,0,98,138,237,743,788,1533,842,924,1771,6.5,11.9,13.2,6.2,4.9,5.6,7.3,9.5,6.1,6.3,4.9,5.6,75.6,66.3,70.1,66.1,57.8,61.7,5.0,4.7,4.8,62.7,54.9,58.6,74.4,53.5,62.0,62.0,55.0,58.3,5.0,4.6,4.5,58.7,52.2,55.3,5,18,28,1245,1814,3058,6,0,6,1259,1830,3087,50,35,85,7051,6506,13551,31,41,71,7134,6574,13710,3,0,3,635,383,1017,0,0,0,638,383,1023,3,4,4,856,842,1702,3,3,4,857,854,1713,3,3,5,329,531,864,3,0,3,336,531,871,14,9,24,2452,3275,5726,9,5,9,2472,3284,5755,8,9,18,1497,1685,3184,0,12,12,1503,1707,3213,0,4,4,110,154,265,0,0,Holdfast Bay (C)
42750,25,22,45,1757,1726,3483,213,183,402,1995,1933,3932,16,13,29,1058,1038,2099,27,16,42,1103,1064,2166,3,0,3,78,40,116,0,0,0,81,40,118,19,13,30,1140,1079,2213,27,16,42,1183,1105,2283,10,7,16,598,640,1236,11,16,27,612,664,1280,3,0,3,23,8,32,176,155,330,206,164,365,15.8,0.0,10.0,6.8,3.7,5.2,0.0,0.0,0.0,6.8,3.6,5.2,59.4,65.0,61.2,64.7,62.5,63.6,12.6,8.6,10.5,59.1,57.2,58.1,50.0,65.0,59.2,60.1,60.1,60.3,12.6,8.6,10.5,55.1,55.0,55.1,0,3,3,92,156,249,0,0,0,91,161,252,16,12,25,957,880,1838,24,14,41,1002,898,1901,4,0,4,188,102,287,0,0,0,198,102,297,0,0,0,39,44,85,0,0,0,39,44,85,0,0,0,12,53,61,0,0,0,12,52,64,0,0,3,139,230,375,0,3,3,146,233,382,0,0,4,100,174,276,0,0,3,103,172,278,0,0,0,26,47,64,0,0,Kangaroo Island (DC)
43080,3,3,10,427,400,824,35,25,54,462,424,891,0,0,0,275,204,475,6,0,3,281,200,478,0,0,0,10,11,26,0,0,0,10,11,26,0,0,0,288,211,499,6,0,3,290,214,506,3,3,7,141,181,322,3,3,3,141,188,335,0,0,0,4,0,4,23,21,43,31,21,51,0.0,0.0,0.0,3.5,5.2,5.2,0.0,0.0,0.0,3.4,5.1,5.1,0.0,0.0,0.0,66.5,53.8,60.5,18.8,0.0,6.1,62.8,50.6,56.7,0.0,0.0,0.0,63.5,52.0,57.6,18.8,0.0,6.1,60.8,47.3,53.6,0,0,0,4,37,48,0,0,0,11,37,44,0,0,0,263,162,419,3,0,3,266,163,424,0,0,0,58,26,79,0,0,0,58,26,79,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,14,40,56,0,0,0,14,40,56,0,0,4,16,35,46,0,0,0,15,33,52,0,0,0,8,19,19,0,0,Karoonda East Murray (DC)
41830,66,88,151,572,588,1156,44,39,82,684,710,1396,27,29,58,320,305,625,4,3,8,347,341,688,7,5,7,19,13,37,0,0,0,29,18,48,33,33,71,339,320,655,4,3,8,374,361,735,29,40,71,223,250,471,3,3,3,251,300,547,12,9,19,8,16,24,40,32,70,56,56,115,21.2,15.2,9.9,5.6,4.1,5.6,0.0,0.0,0.0,7.8,5.0,6.5,44.6,40.2,44.1,59.5,54.6,57.0,8.5,7.9,9.9,54.9,50.3,52.6,36.5,35.4,36.0,56.1,52.0,54.3,8.5,7.9,9.9,51.0,47.6,49.2,8,13,17,42,93,137,0,0,0,47,107,159,19,21,40,267,204,472,4,3,8,293,228,521,3,0,3,37,9,49,0,0,0,40,9,50,0,0,0,4,15,18,0,0,0,4,15,18,0,0,0,3,18,24,0,0,0,3,18,26,0,3,8,28,66,97,0,0,0,31,73,104,0,3,3,19,64,84,0,0,0,24,60,84,0,0,3,3,12,9,0,0,Flinders Ranges (DC)
43220,4,3,8,387,366,753,24,27,49,414,396,810,3,0,4,289,232,522,3,0,6,292,236,526,0,0,4,3,3,6,0,0,0,3,5,12,4,6,9,289,235,525,3,0,6,294,238,535,0,0,0,90,122,220,0,0,0,90,126,219,0,0,0,3,5,9,25,23,47,26,29,55,0.0,0.0,44.4,1.0,1.3,1.1,0.0,0.0,0.0,1.0,2.1,2.2,100.0,100.0,100.0,75.7,64.9,69.6,10.7,0.0,11.3,71.7,60.6,66.1,75.0,0.0,44.4,75.7,64.1,69.2,10.7,0.0,11.3,71.2,60.1,65.0,0,0,0,22,38,57,0,0,0,22,38,57,3,0,4,262,188,453,3,0,6,268,192,464,3,0,3,42,26,69,0,0,0,48,26,72,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,11,45,52,0,0,0,11,42,55,0,0,0,23,40,64,0,0,0,23,40,64,0,0,0,0,6,6,0,0,Kimba (DC)
43360,30,9,36,896,895,1792,77,73,145,994,985,1977,15,8,19,559,462,1020,0,3,10,573,476,1050,0,0,0,24,24,42,0,0,0,28,19,48,14,6,25,585,487,1070,0,3,10,598,502,1101,14,4,17,302,398,697,9,6,21,321,405,733,0,0,3,16,16,30,60,55,115,73,76,148,0.0,0.0,0.0,4.1,4.9,3.9,0.0,0.0,0.0,4.7,3.8,4.4,50.0,60.0,55.6,64.8,54.1,59.5,0.0,4.7,6.8,60.3,51.1,55.5,53.6,80.0,42.2,61.9,51.3,56.8,0.0,4.7,6.8,57.8,48.4,53.0,0,0,0,15,50,64,0,0,0,22,50,64,13,8,17,532,404,936,0,3,10,549,415,966,0,0,0,67,31,93,0,0,0,67,27,91,0,0,0,8,6,15,0,0,0,8,6,15,0,0,0,6,20,24,0,0,0,6,20,24,0,0,0,31,85,119,0,0,0,29,85,114,3,0,3,44,79,115,0,3,3,43,79,119,0,0,0,9,15,26,0,0,Kingston (DC) (SA)
43650,57,41,101,5410,5492,10899,297,255,548,5757,5785,11542,28,24,53,3795,3413,7205,28,20,48,3851,3454,7309,5,4,12,210,187,402,0,3,5,216,196,412,40,28,62,4002,3602,7604,32,23,57,4070,3647,7720,16,18,35,1369,1852,3215,9,24,34,1398,1889,3283,0,0,3,32,44,80,253,209,459,292,250,540,12.5,14.3,19.4,5.2,5.2,5.3,0.0,13.0,8.8,5.3,5.4,5.3,71.4,60.9,62.0,74.1,65.5,69.8,10.9,9.0,10.4,70.7,63.0,66.9,50.0,52.2,53.0,70.2,62.1,66.1,9.5,7.8,8.7,66.9,59.7,63.3,3,5,8,392,536,930,3,0,7,401,543,943,27,21,49,3379,2847,6225,24,22,43,3432,2887,6318,0,3,3,351,194,547,3,3,6,360,197,556,0,0,0,75,78,154,0,0,0,75,78,154,0,0,0,52,119,168,0,0,0,52,119,168,0,3,4,350,637,987,3,10,12,358,645,1009,0,3,3,392,588,979,4,3,9,396,590,992,0,3,4,60,114,174,0,0,Light (RegC)
43710,82,50,132,2119,1869,3993,161,138,294,2368,2055,4417,13,14,30,1318,1152,2471,23,16,40,1350,1187,2536,0,0,0,64,53,114,3,3,3,67,57,123,14,17,30,1376,1213,2589,23,22,44,1418,1250,2660,55,15,67,725,636,1356,10,14,22,784,665,1448,14,12,28,22,28,44,130,105,234,168,138,307,0.0,0.0,0.0,4.7,4.4,4.4,13.0,13.6,6.8,4.7,4.6,4.6,16.9,38.6,24.0,64.8,64.6,64.9,14.1,15.6,14.7,59.8,60.9,60.2,15.7,31.8,24.0,62.1,61.4,61.9,14.1,11.3,13.3,57.0,57.8,57.4,3,9,13,96,189,280,0,3,3,93,201,296,12,12,21,1207,952,2163,18,16,35,1236,981,2214,0,0,0,148,67,218,3,3,4,156,73,230,0,0,0,19,28,50,0,0,0,19,31,51,0,0,0,14,48,61,0,0,0,14,47,61,0,5,5,113,242,352,0,0,5,112,246,359,0,3,3,106,223,328,4,3,8,111,225,335,0,0,0,15,25,43,0,0,Lower Eyre Peninsula (DC)
43790,65,84,149,4355,4374,8733,291,283,580,4711,4745,9462,29,34,67,2592,2279,4873,31,21,50,2658,2338,4989,8,4,7,134,98,233,4,3,5,144,104,249,39,39,75,2726,2380,5105,36,25,61,2796,2442,5236,25,46,73,1565,1943,3506,22,33,52,1615,2017,3635,5,0,9,61,55,115,236,229,463,306,285,590,20.5,10.3,9.3,4.9,4.1,4.6,11.1,12.0,8.2,5.2,4.3,4.8,56.5,45.9,47.8,62.6,54.4,58.5,12.2,8.7,10.6,59.3,51.5,55.3,42.0,40.0,42.7,59.6,52.1,55.8,10.5,7.3,8.7,56.3,49.3,52.7,3,6,13,235,356,587,0,0,3,242,365,605,23,29,52,2327,1906,4230,26,18,44,2381,1945,4328,0,0,0,210,109,321,0,0,0,211,108,319,0,0,0,24,42,71,0,0,0,24,42,71,0,0,0,36,73,106,0,0,0,36,74,109,0,4,4,190,398,590,0,4,4,190,407,595,3,3,6,246,412,659,0,7,7,256,427,677,0,3,3,38,82,127,0,0,Loxton Waikerie (DC)
43920,81,87,165,3296,3153,6449,259,236,495,3636,3471,7108,44,41,81,2174,1814,3984,25,12,40,2244,1862,4106,11,10,25,144,137,282,3,0,3,163,143,304,53,52,102,2318,1946,4266,26,12,44,2408,2005,4411,23,34,58,942,1177,2117,16,20,32,978,1230,2214,0,0,0,30,26,64,218,198,420,253,230,483,20.8,19.2,24.5,6.2,7.0,6.6,11.5,0.0,6.8,6.8,7.1,6.9,69.7,60.5,63.7,70.5,61.8,66.2,10.0,5.2,8.9,66.2,57.9,62.1,57.9,47.7,50.6,66.1,57.6,61.8,9.6,5.2,8.1,61.7,53.7,57.8,7,12,14,164,258,423,0,0,0,169,268,437,38,31,63,1981,1536,3512,20,11,35,2036,1577,3615,0,0,0,239,96,331,6,0,6,242,96,339,0,0,0,19,32,47,0,0,0,20,32,55,0,0,0,9,39,50,0,0,0,13,39,52,0,6,6,93,223,319,0,0,0,98,232,327,0,12,9,165,275,435,0,3,0,168,285,448,0,0,0,28,71,97,0,0,Mallala (DC)
44340,125,137,262,24238,26801,51034,1065,1018,2084,25431,27956,53383,67,68,133,15354,15292,30648,70,73,140,15489,15435,30924,12,13,26,1091,838,1929,7,0,7,1114,847,1962,80,80,163,16448,16127,32573,76,73,153,16603,16281,32888,45,54,100,7665,10450,18113,79,83,168,7786,10595,18380,4,3,5,132,212,346,908,865,1768,1043,1079,2116,15.0,16.3,16.0,6.6,5.2,5.9,9.2,0.0,4.6,6.7,5.2,6.0,62.0,58.4,60.8,67.8,60.2,63.8,7.1,7.1,7.3,65.3,58.2,61.6,51.9,49.6,49.6,63.3,57.1,60.1,6.6,7.1,6.7,60.9,55.2,57.9,18,29,42,2706,3732,6435,10,6,16,2729,3767,6496,44,45,86,12555,11477,24031,56,59,116,12661,11580,24239,0,6,7,1276,817,2092,3,4,7,1285,822,2104,0,0,3,2229,2011,4240,6,12,12,2234,2023,4254,7,3,11,727,1261,1981,0,3,3,728,1265,1998,16,16,34,5439,6975,12417,23,14,43,5484,7005,12489,3,11,18,2389,2904,5289,15,14,27,2405,2922,5329,3,3,6,165,228,399,0,4,Mitcham (C)
44550,106,115,213,12003,13031,25032,688,724,1408,12788,13866,26654,62,52,114,8267,7888,16161,54,51,101,8382,7999,16379,9,10,21,458,406,866,10,3,12,482,420,898,70,60,134,8730,8299,17030,63,53,114,8860,8416,17280,24,46,73,3188,4639,7831,50,71,115,3266,4754,8017,3,4,8,81,89,169,576,597,1178,659,693,1352,12.9,16.7,15.7,5.2,4.9,5.1,15.9,5.7,10.5,5.4,5.0,5.2,72.2,54.5,62.3,72.8,63.7,68.0,9.1,7.4,8.1,69.3,60.7,64.8,63.9,47.3,53.0,68.9,60.6,64.6,7.8,7.1,7.2,65.6,57.7,61.5,12,9,29,977,1315,2288,0,7,9,991,1329,2322,50,44,89,7252,6527,13776,48,40,89,7343,6611,13957,3,0,3,880,520,1403,3,5,6,884,522,1408,4,3,8,363,422,781,0,0,3,364,423,795,3,3,4,190,380,570,4,0,5,198,383,573,5,8,19,1280,2142,3420,8,17,22,1295,2165,3459,13,10,22,1125,1553,2680,6,6,15,1143,1572,2713,0,3,3,141,255,390,0,0,Mount Barker (DC)
46450,169,196,365,6345,6698,13047,412,437,845,6921,7337,14254,46,54,101,3281,3073,6360,27,13,48,3363,3145,6507,24,17,41,441,290,732,5,0,5,471,308,781,76,73,143,3724,3366,7095,34,13,49,3835,3459,7292,80,123,204,2552,3243,5794,42,57,94,2667,3420,6094,13,3,14,71,91,155,337,364,697,419,454,872,31.6,23.3,28.7,11.8,8.6,10.3,14.7,0.0,10.2,12.3,8.9,10.7,45.0,36.7,39.6,58.7,50.2,54.4,8.2,3.0,5.8,55.4,47.2,51.1,27.2,27.1,28.0,51.7,45.9,48.8,6.5,3.0,5.7,48.6,42.9,45.6,3,13,14,318,564,879,3,3,4,320,572,899,41,44,88,2942,2482,5424,30,8,36,3010,2537,5549,0,0,0,182,105,291,3,0,3,186,109,292,0,0,0,57,48,105,0,0,0,57,46,105,0,0,0,39,86,117,0,0,0,39,88,125,4,3,9,248,530,779,3,3,4,249,536,788,4,3,8,297,464,755,0,3,3,297,469,769,3,3,7,87,140,231,0,0,Port Pirie City and Dists (M)
44000,24,20,37,7,7,11,0,0,0,29,28,50,0,0,0,3,7,8,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,3,7,8,4,0,5,0,0,0,0,0,0,4,0,5,20,13,34,0,0,0,0,0,0,17,13,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,12.5,35.0,18.2,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,12.5,35.0,18.2,0,0,0,0,6,8,0,0,0,0,6,8,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,Maralinga Tjarutja (AC)
44060,348,369,722,33355,37057,70408,1511,1586,3103,35218,39015,74231,152,161,315,20696,20633,41327,119,102,217,20970,20896,41862,36,17,57,1759,1327,3087,15,7,23,1806,1356,3164,189,184,374,22456,21960,44420,134,108,241,22778,22255,45031,157,180,341,10637,14734,25367,106,156,264,10899,15077,25971,5,3,9,261,361,628,1278,1323,2594,1545,1688,3232,19.0,9.2,15.2,7.8,6.0,6.9,11.2,6.5,9.5,7.9,6.1,7.0,53.8,50.1,51.7,67.3,59.3,63.1,8.8,6.8,7.8,64.7,57.0,60.7,43.3,43.9,43.5,62.0,55.7,58.7,7.8,6.4,7.0,59.5,53.6,56.4,33,38,70,2857,4399,7261,8,8,16,2898,4450,7342,124,120,247,17642,16072,33712,101,82,182,17866,16281,34145,12,4,15,1601,801,2404,7,3,11,1618,807,2426,0,3,3,1494,1677,3173,9,11,15,1501,1691,3192,0,7,5,540,949,1486,0,0,7,544,959,1503,25,30,55,4775,6850,11625,9,29,37,4810,6907,11715,22,28,45,3191,3831,7025,13,16,29,3222,3877,7095,8,17,17,354,456,809,4,4,Marion (C)
