LGA_MAIN11,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU_15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU_15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot,LGA_NAME11
16950,0,94,1176,2417,3259,3896,3662,2152,449,17105,0,337,653,657,633,430,209,62,9,2990,0,14,67,211,294,122,60,48,26,842,7739,0,0,0,0,0,0,0,0,7739,0,1727,0,0,0,0,0,0,0,1727,0,1685,551,289,222,108,20,0,0,2875,0,171,67,58,89,98,75,50,23,631,0,131,72,49,58,39,18,7,3,377,0,179,190,106,149,139,116,48,17,944,0,142,377,484,849,959,899,654,262,4626,144,213,178,174,190,208,172,68,7,1354,7883,4693,3331,4445,5743,5999,5231,3089,796,41210,0,162,1619,2815,3595,4088,3362,1578,183,17402,0,509,683,657,642,431,155,35,3,3115,0,228,636,1080,893,288,151,186,105,3567,7482,0,0,0,0,0,0,0,0,7482,0,1804,0,0,0,0,0,0,0,1804,0,951,256,95,117,73,14,4,0,1510,0,133,34,22,72,137,134,151,117,800,0,127,27,17,21,19,3,6,3,223,Shoalhaven (C)
17000,0,24,543,983,1056,824,466,206,36,4138,0,126,291,226,130,75,19,4,0,871,0,0,15,40,70,21,10,14,3,173,2477,0,0,0,0,0,0,0,0,2477,0,484,0,0,0,0,0,0,0,484,0,634,163,78,52,15,0,0,0,942,0,53,12,22,20,26,11,5,3,152,0,39,22,11,14,3,3,3,0,95,0,84,90,26,24,22,12,7,0,265,0,62,170,154,186,153,92,51,21,889,25,62,48,26,29,18,9,6,0,223,2502,1568,1354,1566,1581,1157,622,296,63,10709,0,59,713,1102,1056,770,362,155,15,4232,0,214,291,205,120,52,14,0,0,896,0,53,125,215,141,50,32,32,9,657,2326,0,0,0,0,0,0,0,0,2326,0,503,0,0,0,0,0,0,0,503,0,365,68,18,19,10,0,0,0,480,0,36,10,6,15,16,15,16,12,126,0,32,16,4,4,7,3,0,0,66,Singleton (A)
17050,0,3,74,249,289,249,167,80,7,1118,0,15,73,73,60,37,12,9,0,279,0,0,3,9,19,7,0,0,0,38,620,0,0,0,0,0,0,0,0,620,0,114,0,0,0,0,0,0,0,114,0,84,23,14,9,7,0,0,0,137,0,16,4,4,3,3,7,0,0,37,0,15,13,6,3,0,0,0,0,37,0,46,62,11,8,13,3,0,0,143,0,32,42,52,78,77,61,24,11,377,14,18,20,16,13,16,10,11,0,118,634,343,314,434,482,409,260,124,18,3018,0,0,115,299,295,227,142,48,3,1129,0,29,84,80,59,28,11,0,0,291,0,3,11,42,56,14,7,7,7,147,537,0,0,0,0,0,0,0,0,537,0,105,0,0,0,0,0,0,0,105,0,56,9,0,7,4,0,0,0,76,0,9,7,0,0,3,6,8,4,37,0,11,10,3,0,0,0,0,0,24,Snowy River (A)
17150,0,126,4440,9564,9957,9106,5721,3171,737,42822,0,410,2090,1383,928,616,173,50,8,5658,0,19,51,235,506,335,141,90,58,1435,20019,0,0,0,0,0,0,0,0,20019,0,6001,0,0,0,0,0,0,0,6001,0,5082,2718,805,499,203,23,0,0,9330,0,374,304,128,146,113,104,104,62,1335,0,200,236,112,114,60,20,12,0,754,0,412,783,326,236,203,99,64,9,2132,0,262,993,1161,1295,1165,825,699,379,6779,179,271,335,209,130,112,102,37,12,1387,20198,13157,11950,13923,13811,11913,7208,4227,1265,97652,0,300,5934,10645,10352,8569,4949,2368,356,43473,0,676,2189,1333,936,460,143,20,7,5764,0,126,593,1710,2027,945,385,384,221,6391,18924,0,0,0,0,0,0,0,0,18924,0,6401,0,0,0,0,0,0,0,6401,0,3681,1806,361,236,139,23,0,0,6246,0,391,259,95,140,320,316,382,213,2116,0,187,169,72,44,33,10,11,3,529,Sutherland Shire (A)
17200,0,162,4510,3988,2416,2201,1449,732,159,15617,0,955,6185,3677,1875,918,227,40,3,13880,0,7,29,101,175,146,75,40,12,585,5203,0,0,0,0,0,0,0,0,5203,0,1182,0,0,0,0,0,0,0,1182,0,693,681,236,166,70,11,0,0,1857,0,888,801,170,88,91,47,32,11,2128,0,582,931,188,64,34,25,12,0,1836,0,3783,6393,1748,834,493,215,74,11,13551,0,1048,3873,3705,2940,2077,1287,655,162,15747,92,306,557,331,184,79,51,19,0,1619,5295,9606,23960,14144,8742,6109,3387,1604,358,73205,0,358,5385,3835,2310,2160,1156,469,47,15720,0,1319,5442,1871,855,459,93,6,0,10045,0,65,289,791,1005,572,227,174,85,3208,4965,0,0,0,0,0,0,0,0,4965,0,1187,0,0,0,0,0,0,0,1187,0,582,570,174,97,48,9,4,0,1484,0,987,839,174,110,154,116,106,64,2550,0,664,835,113,39,23,12,5,4,1695,Sydney (C)
17310,0,72,951,1847,2032,2182,1643,902,160,9789,0,287,590,390,325,184,59,18,5,1858,0,5,49,106,138,73,35,35,12,453,5623,0,0,0,0,0,0,0,0,5623,0,943,0,0,0,0,0,0,0,943,0,1047,342,207,143,46,3,0,0,1788,0,165,86,42,51,60,32,28,10,474,0,91,56,37,28,17,3,0,3,235,0,186,145,74,86,81,67,14,3,656,0,143,308,336,456,517,393,228,91,2472,121,157,150,76,79,66,49,25,3,726,5744,3096,2677,3115,3338,3226,2284,1250,287,25017,0,183,1221,2042,2302,2178,1470,574,68,10038,0,442,571,386,339,149,49,14,3,1953,0,223,546,610,524,193,120,118,48,2382,5268,0,0,0,0,0,0,0,0,5268,0,1043,0,0,0,0,0,0,0,1043,0,603,214,78,73,41,5,4,0,1018,0,118,36,29,53,76,76,71,43,502,0,105,23,11,17,4,0,0,0,160,Tamworth Regional (A)
17350,0,4,82,174,254,262,207,119,18,1120,0,20,47,27,27,21,4,0,0,146,0,0,4,12,12,9,0,0,0,37,583,0,0,0,0,0,0,0,0,583,0,116,0,0,0,0,0,0,0,116,0,101,31,21,16,14,0,0,0,183,0,10,5,6,7,4,0,0,0,32,0,8,0,3,3,0,0,0,0,14,0,18,7,3,8,4,10,3,3,56,0,18,25,39,46,67,68,51,15,329,9,13,7,11,6,5,5,6,0,62,592,308,208,296,379,386,294,179,36,2678,0,10,122,208,275,255,181,80,10,1141,0,41,32,25,33,17,3,0,0,151,0,17,28,57,37,11,7,19,11,187,524,0,0,0,0,0,0,0,0,524,0,107,0,0,0,0,0,0,0,107,0,45,10,4,7,3,0,0,0,69,0,8,0,4,0,3,10,10,3,38,0,8,0,3,0,0,0,0,0,11,Temora (A)
17400,0,3,80,178,223,335,247,115,18,1199,0,14,41,43,52,41,15,5,0,211,0,3,0,9,21,7,9,3,6,58,621,0,0,0,0,0,0,0,0,621,0,81,0,0,0,0,0,0,0,81,0,100,40,25,23,9,4,0,0,201,0,11,3,7,6,12,11,3,0,53,0,4,4,6,5,3,0,0,0,22,0,11,9,5,19,15,6,3,0,68,0,17,23,60,78,119,83,40,8,428,9,13,6,17,15,17,20,3,0,100,630,257,206,350,442,558,395,172,32,3042,0,9,112,222,255,325,212,63,9,1207,0,26,58,47,43,38,11,0,0,223,0,18,43,69,51,13,17,19,6,236,592,0,0,0,0,0,0,0,0,592,0,88,0,0,0,0,0,0,0,88,0,55,12,10,8,9,0,0,0,94,0,20,0,3,6,11,7,11,3,61,0,5,9,0,0,0,0,0,0,14,Tenterfield (A)
17420,0,100,3408,9237,9743,8388,5247,1814,316,38253,0,151,738,682,562,364,117,18,6,2638,0,7,26,141,314,193,93,51,24,849,18175,0,0,0,0,0,0,0,0,18175,0,6489,0,0,0,0,0,0,0,6489,0,3714,2712,694,255,78,4,0,0,7457,0,359,275,106,108,98,107,90,51,1194,0,201,159,100,69,45,24,7,0,605,0,216,349,191,129,116,61,23,8,1093,0,110,380,428,441,485,368,273,106,2591,108,196,146,117,87,67,49,37,8,815,18283,11543,8193,11696,11708,9834,6070,2313,519,80159,0,232,4948,10556,9803,8075,4098,1097,138,38947,0,270,799,712,550,300,63,9,3,2706,0,65,320,1061,1324,711,289,229,104,4103,16999,0,0,0,0,0,0,0,0,16999,0,6405,0,0,0,0,0,0,0,6405,0,2824,1854,364,170,88,23,0,4,5327,0,372,198,96,133,297,358,384,227,2065,0,204,145,47,39,29,18,10,3,495,The Hills Shire (A)
17450,0,3,33,108,130,168,126,44,16,628,0,14,39,29,26,12,4,3,0,127,0,3,3,6,10,4,3,0,3,32,298,0,0,0,0,0,0,0,0,298,0,49,0,0,0,0,0,0,0,49,0,41,7,10,12,6,0,0,0,76,0,4,4,3,3,3,0,0,0,17,0,0,0,0,3,0,0,0,0,3,0,6,5,4,3,3,3,0,0,24,0,12,23,20,54,45,37,29,8,228,3,6,3,8,7,4,6,4,4,45,301,138,117,188,248,245,179,80,31,1527,0,3,59,124,151,150,107,35,4,633,0,25,44,25,26,11,0,0,0,131,0,3,13,25,10,6,4,11,4,76,298,0,0,0,0,0,0,0,0,298,0,57,0,0,0,0,0,0,0,57,0,20,3,3,3,3,0,0,0,32,0,4,0,0,3,4,4,3,0,18,0,3,3,0,0,0,0,0,0,6,Tumbarumba (A)
17500,0,14,163,348,468,417,312,187,39,1948,0,49,143,102,92,42,29,8,3,468,0,4,0,20,32,9,6,6,4,81,1110,0,0,0,0,0,0,0,0,1110,0,185,0,0,0,0,0,0,0,185,0,217,83,48,29,7,0,0,0,384,0,22,15,0,6,3,11,4,3,64,0,17,6,4,3,0,0,0,0,30,0,16,20,9,9,17,9,3,0,83,0,32,68,92,111,147,116,68,12,646,10,21,17,13,17,19,20,4,8,129,1120,577,515,636,767,661,503,280,69,5128,0,19,231,434,455,417,283,113,18,1970,0,84,149,87,77,54,17,5,3,476,0,25,76,101,61,31,22,30,8,354,1003,0,0,0,0,0,0,0,0,1003,0,186,0,0,0,0,0,0,0,186,0,118,22,8,10,8,0,0,0,166,0,23,5,5,9,11,5,14,10,82,0,9,4,3,0,0,0,0,0,16,Tumut Shire (A)
17550,0,59,1097,2423,2927,3102,2780,2069,470,14927,0,204,736,691,615,467,207,65,12,2997,0,11,44,174,247,138,51,45,34,744,7237,0,0,0,0,0,0,0,0,7237,0,1695,0,0,0,0,0,0,0,1695,0,1488,568,314,221,123,11,5,0,2730,0,187,93,69,81,95,59,31,29,644,0,137,80,70,74,46,20,7,0,434,0,241,256,173,269,219,148,84,8,1398,0,93,307,467,764,883,754,609,291,4168,141,188,147,121,114,146,101,41,14,1013,7378,4303,3328,4502,5312,5219,4131,2956,858,37987,0,140,1572,2796,3200,3074,2719,1523,240,15264,0,360,802,713,657,422,152,45,5,3156,0,163,552,1056,995,329,179,189,114,3577,7076,0,0,0,0,0,0,0,0,7076,0,1720,0,0,0,0,0,0,0,1720,0,870,284,107,133,74,16,0,0,1484,0,160,47,27,94,147,129,147,89,840,0,133,68,35,39,26,13,5,3,322,Tweed (A)
17100,0,62,1301,1383,1624,1167,692,412,84,6725,0,62,252,84,68,43,17,6,3,535,0,5,6,29,48,48,18,10,10,174,2804,0,0,0,0,0,0,0,0,2804,0,1312,0,0,0,0,0,0,0,1312,0,516,565,161,87,27,8,0,0,1364,0,198,196,36,32,27,25,27,9,550,0,139,182,26,18,11,8,3,0,387,0,304,574,70,53,42,29,11,5,1088,0,61,220,150,136,150,140,93,50,1000,26,47,54,22,22,13,13,4,4,205,2830,2706,3350,1961,2088,1528,950,566,165,16144,0,163,1626,1514,1601,1029,559,250,42,6784,0,93,251,84,66,35,8,0,3,540,0,18,82,230,385,192,82,86,41,1116,2566,0,0,0,0,0,0,0,0,2566,0,1249,0,0,0,0,0,0,0,1249,0,388,432,94,48,30,8,0,0,1000,0,170,122,32,50,82,85,102,51,694,0,116,103,14,14,13,5,3,0,268,Strathfield (A)
17620,0,22,286,475,532,542,370,210,42,2479,0,83,177,124,92,63,17,3,3,562,0,4,12,34,40,18,3,5,0,116,1400,0,0,0,0,0,0,0,0,1400,0,223,0,0,0,0,0,0,0,223,0,231,92,32,23,16,5,0,0,399,0,34,6,5,3,11,15,4,3,81,0,24,14,8,9,6,0,0,0,61,0,56,47,18,20,15,8,3,3,170,0,49,79,104,135,150,119,66,22,724,29,28,24,19,15,25,15,5,5,165,1429,754,737,819,869,846,552,296,78,6380,0,39,359,545,576,495,345,138,18,2515,0,118,186,103,101,53,7,4,0,572,0,24,77,105,102,35,22,27,13,405,1332,0,0,0,0,0,0,0,0,1332,0,236,0,0,0,0,0,0,0,236,0,131,29,15,14,8,3,0,0,200,0,20,11,4,4,7,9,14,7,76,0,17,11,4,3,5,0,0,0,40,Upper Hunter Shire (A)
17640,0,8,97,238,348,367,275,140,20,1493,0,13,40,39,38,40,11,6,3,190,0,0,0,11,15,7,0,4,6,43,612,0,0,0,0,0,0,0,0,612,0,128,0,0,0,0,0,0,0,128,0,114,41,38,27,4,3,0,0,227,0,14,0,7,7,11,15,7,3,64,0,7,0,5,0,3,3,0,0,18,0,5,0,7,5,6,5,0,0,28,0,13,27,41,84,90,101,57,13,426,15,28,8,15,15,20,8,3,4,116,627,330,213,401,539,548,421,217,49,3345,0,9,148,284,360,360,244,91,9,1505,0,31,42,49,43,30,4,5,0,204,0,4,29,55,45,16,28,18,7,202,619,0,0,0,0,0,0,0,0,619,0,150,0,0,0,0,0,0,0,150,0,75,21,16,13,3,0,0,0,128,0,12,4,0,6,6,3,7,5,43,0,0,4,3,0,0,3,0,0,10,Upper Lachlan Shire (A)
17650,0,4,96,221,277,301,184,85,16,1184,0,13,36,52,38,25,14,0,0,178,0,0,9,9,14,14,4,4,0,54,594,0,0,0,0,0,0,0,0,594,0,137,0,0,0,0,0,0,0,137,0,92,38,21,13,6,0,0,0,170,0,8,3,3,5,10,11,8,3,51,0,9,3,0,4,3,0,0,0,19,0,14,3,3,9,6,3,3,0,41,0,14,18,12,48,75,60,20,3,250,10,19,15,4,12,15,10,0,0,85,604,310,221,325,420,455,286,120,22,2763,0,9,132,238,316,288,143,63,4,1193,0,20,46,47,40,24,4,4,0,185,0,5,26,55,38,18,8,9,8,167,590,0,0,0,0,0,0,0,0,590,0,144,0,0,0,0,0,0,0,144,0,63,25,5,3,7,0,0,0,103,0,7,0,0,5,13,5,6,5,41,0,5,3,5,0,0,3,0,0,16,Uralla (A)
17700,0,0,18,32,52,58,46,21,3,230,0,3,9,5,10,7,4,0,0,38,0,0,0,0,6,0,0,3,0,9,113,0,0,0,0,0,0,0,0,113,0,18,0,0,0,0,0,0,0,18,0,14,5,6,4,4,0,0,0,33,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,6,0,5,8,6,14,15,24,6,10,88,5,4,0,0,0,3,0,0,0,12,118,47,44,49,89,87,74,33,13,554,0,7,24,33,49,58,42,14,0,227,0,9,8,7,6,5,3,0,0,38,0,0,8,10,3,0,3,0,0,24,108,0,0,0,0,0,0,0,0,111,0,14,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,6,0,10,0,0,0,0,3,0,0,0,0,3,Urana (A)
17750,0,85,1297,2091,2214,2100,1257,695,170,9909,0,410,722,411,278,170,47,12,0,2050,0,11,43,131,146,53,16,21,15,436,6078,0,0,0,0,0,0,0,0,6078,0,1180,0,0,0,0,0,0,0,1180,0,1123,332,137,109,49,4,6,0,1760,0,179,81,44,34,38,39,25,0,440,0,131,66,34,21,10,4,0,0,266,0,546,310,88,60,66,39,14,3,1126,0,203,411,378,467,457,286,208,97,2507,114,195,159,79,56,56,42,17,4,722,6192,4063,3421,3393,3385,2999,1734,998,289,26474,0,155,1688,2285,2276,1993,1127,504,80,10108,0,603,719,390,295,120,30,10,0,2167,0,179,467,638,515,179,79,100,48,2205,5947,0,0,0,0,0,0,0,0,5947,0,1269,0,0,0,0,0,0,0,1269,0,687,192,61,62,33,5,0,0,1040,0,167,54,22,45,68,72,58,40,526,0,118,35,23,4,8,4,0,0,192,Wagga Wagga (C)
17800,0,3,54,125,185,210,129,85,18,809,0,17,29,22,24,27,4,3,0,126,0,0,0,6,9,13,4,4,0,36,320,0,0,0,0,0,0,0,0,320,0,74,0,0,0,0,0,0,0,74,0,60,21,13,8,3,0,4,0,109,0,7,3,3,3,3,3,3,3,28,0,4,0,0,0,0,0,0,0,4,0,5,7,0,3,3,6,3,0,27,0,21,18,24,31,49,38,25,15,221,8,7,5,4,8,5,10,3,0,50,328,198,137,197,271,313,194,130,36,1804,0,10,73,121,227,181,136,55,9,812,0,21,30,21,38,14,6,0,0,130,0,5,16,23,9,4,5,8,4,74,314,0,0,0,0,0,0,0,0,314,0,71,0,0,0,0,0,0,0,71,0,24,3,4,0,3,0,0,0,34,0,3,0,0,3,0,3,5,3,17,0,3,3,0,0,0,3,0,0,9,Wakool (A)
17850,0,5,45,105,131,167,128,52,7,640,0,12,30,13,18,15,0,0,0,88,0,3,3,3,4,5,0,0,3,21,258,0,0,0,0,0,0,0,0,258,0,40,0,0,0,0,0,0,0,40,0,43,20,6,7,0,0,0,0,76,0,13,0,4,3,0,3,3,0,26,0,0,0,0,0,4,0,0,0,4,0,7,3,0,3,3,3,0,0,19,0,9,24,21,31,35,36,20,6,182,4,10,3,7,8,4,3,3,0,42,262,142,128,159,205,233,173,78,16,1396,0,13,54,129,138,161,117,25,4,641,0,26,27,17,14,5,3,0,0,92,0,6,11,27,16,6,5,4,4,79,273,0,0,0,0,0,0,0,0,273,0,49,0,0,0,0,0,0,0,49,0,25,9,3,4,0,3,0,0,44,0,6,0,0,0,4,0,5,0,15,0,5,0,0,0,0,0,0,0,5,Walcha (A)
17900,0,5,71,147,152,191,160,54,8,788,0,34,62,72,74,55,12,4,3,316,0,3,10,14,17,17,11,5,3,80,592,0,0,0,0,0,0,0,0,592,0,42,0,0,0,0,0,0,0,42,0,103,53,32,24,6,0,0,0,218,0,30,15,11,19,16,16,0,3,110,0,11,11,4,3,7,0,3,0,39,0,17,20,16,22,21,16,5,0,117,0,21,50,54,138,156,154,70,5,648,18,16,15,12,22,20,12,14,3,132,610,282,307,362,471,489,381,155,25,3082,0,8,111,157,168,191,115,31,3,784,0,43,67,75,79,37,6,0,0,307,0,43,64,58,49,24,13,9,3,263,576,0,0,0,0,0,0,0,0,576,0,49,0,0,0,0,0,0,0,49,0,52,21,16,4,3,0,0,0,96,0,27,8,9,10,17,5,9,3,88,0,9,0,3,3,0,0,0,0,15,Walgett (A)
17950,0,0,48,85,122,114,92,38,4,503,0,11,33,26,19,9,0,0,0,98,0,4,3,7,8,4,6,0,0,32,242,0,0,0,0,0,0,0,0,242,0,31,0,0,0,0,0,0,0,31,0,40,21,7,12,8,0,0,0,88,0,7,6,0,3,3,3,0,0,22,0,8,0,0,0,3,0,0,0,11,0,9,3,3,3,3,0,0,0,21,0,12,24,14,45,44,36,18,3,196,0,6,3,12,4,3,7,0,3,38,242,128,141,154,216,191,144,56,10,1282,0,7,69,89,125,105,77,28,0,500,0,27,26,16,20,10,0,0,0,99,0,6,24,21,19,11,3,7,0,91,309,0,0,0,0,0,0,0,0,309,0,27,0,0,0,0,0,0,0,27,0,22,3,8,3,0,0,0,0,36,0,5,0,3,3,5,0,5,0,21,0,3,3,0,0,3,0,0,0,9,Warren (A)
18000,0,89,2844,7259,6334,4769,3597,2040,542,27474,0,245,1690,1194,766,397,141,32,7,4472,0,10,31,137,303,220,85,73,55,914,14010,0,0,0,0,0,0,0,0,14010,0,3579,0,0,0,0,0,0,0,3579,0,2348,1462,540,336,135,9,0,0,4830,0,300,284,113,106,89,67,68,51,1078,0,190,270,129,81,59,23,9,0,761,0,389,897,399,271,201,87,46,6,2296,0,154,658,838,853,738,606,462,334,4643,123,162,215,127,107,69,53,33,9,898,14133,7466,8351,10736,9157,6677,4668,2763,1004,64955,0,196,3889,8038,6286,4500,3215,1488,268,27880,0,473,1838,1128,715,336,84,18,3,4595,0,49,297,897,1281,610,267,285,152,3838,13078,0,0,0,0,0,0,0,0,13078,0,3527,0,0,0,0,0,0,0,3527,0,1606,929,259,169,121,17,0,0,3101,0,235,191,92,83,197,244,257,165,1464,0,233,198,78,68,33,15,4,7,636,Warringah (A)
18020,0,9,103,243,363,408,360,180,39,1705,0,42,71,77,54,44,17,3,3,311,0,0,3,18,25,15,10,3,3,77,949,0,0,0,0,0,0,0,0,949,0,166,0,0,0,0,0,0,0,166,0,114,48,30,29,15,0,0,0,236,0,28,12,13,9,8,19,12,0,101,0,7,7,10,0,3,4,0,0,31,0,17,15,5,15,17,13,8,0,90,0,21,35,60,94,126,106,77,21,540,23,32,23,22,15,20,22,7,3,167,972,436,317,478,604,656,551,290,69,4373,0,7,160,299,370,436,283,144,18,1717,0,59,86,72,58,39,8,3,0,325,0,27,68,79,73,19,12,18,10,306,838,0,0,0,0,0,0,0,0,838,0,143,0,0,0,0,0,0,0,143,0,66,20,9,6,3,5,0,0,109,0,12,3,3,4,23,19,4,4,72,0,5,3,0,3,3,0,3,0,17,Warrumbungle Shire (A)
18050,0,27,1223,2512,1831,1432,930,602,194,8751,0,137,1645,997,408,221,72,26,7,3513,0,5,14,50,93,88,26,23,9,308,4540,0,0,0,0,0,0,0,0,4540,0,1115,0,0,0,0,0,0,0,1115,0,444,389,159,98,47,7,0,0,1144,0,112,174,66,36,24,35,12,17,476,0,48,194,31,25,16,7,3,0,324,0,426,1723,422,142,117,75,26,7,2938,0,134,763,778,525,457,307,215,125,3304,61,85,172,110,49,33,15,13,0,538,4601,2533,6297,5125,3207,2435,1474,920,359,26951,0,76,1750,2583,1772,1353,825,424,87,8870,0,263,1802,777,312,152,40,10,5,3361,0,9,90,347,478,235,103,105,73,1440,4252,0,0,0,0,0,0,0,0,4252,0,1052,0,0,0,0,0,0,0,1052,0,396,275,86,57,48,11,0,0,873,0,137,141,39,26,39,63,52,55,552,0,79,168,32,18,11,6,0,0,314,Waverley (A)
18100,0,0,55,106,148,180,150,83,17,739,0,11,22,26,20,15,14,4,0,112,0,0,4,6,11,10,6,4,0,41,326,0,0,0,0,0,0,0,0,326,0,68,0,0,0,0,0,0,0,68,0,42,22,17,19,0,5,0,0,105,0,7,0,4,0,5,4,3,0,23,0,3,0,0,0,0,0,0,3,6,0,11,4,4,6,8,3,3,0,39,0,9,10,20,39,55,50,36,10,229,0,4,11,3,8,8,5,3,0,42,326,155,128,186,251,281,237,136,30,1730,0,3,69,117,160,187,142,57,12,747,0,23,24,29,18,15,6,0,0,115,0,4,24,27,18,6,10,8,5,102,306,0,0,0,0,0,0,0,0,306,0,70,0,0,0,0,0,0,0,70,0,14,5,5,4,4,0,0,0,32,0,3,5,0,0,5,6,6,0,25,0,5,0,0,4,0,0,0,0,9,Weddin (A)
