lga_code16,f_srilanka_es_ns,f_srilanka_tot,f_thailand_e,f_thailand_om_ie,f_thailand_om_uie,f_thailand_cfw,f_thailand_es_ns,f_thailand_tot,f_turkey_e,f_turkey_om_ie,f_turkey_om_uie,f_turkey_cfw,f_turkey_es_ns,f_turkey_tot,f_uk_e,f_uk_om_ie,f_uk_om_uie,f_uk_cfw,f_uk_es_ns,f_uk_tot,f_usa_e,f_usa_om_ie,f_usa_om_uie,f_usa_cfw,f_usa_es_ns,f_usa_tot,f_vietnam_e,f_vietnam_om_ie,f_vietnam_om_uie,f_vietnam_cfw,f_vietnam_es_ns,f_vietnam_tot,f_zimbabwe_e,f_zimbabwe_om_ie,f_zimbabwe_om_uie,f_zimbabwe_cfw,f_zimbabwe_es_ns,f_zimbabwe_tot,f_elsewhere_e,f_elsewhere_om_ie,f_elsewhere_om_uie,f_elsewhere_cfw,f_elsewhere_es_ns,f_elsewhere_tot,f_cob_ns_e,f_cob_ns_om_ie,f_cob_ns_om_uie,f_cob_ns_cfw,f_cob_ns_es_ns,f_cob_ns_tot,f_tot_e,f_tot_om_ie,f_tot_om_uie,f_tot_cfw,f_tot_es_ns,f_tot_tot,p_australia_e,p_australia_om_ie,p_australia_om_uie,p_australia_cfw,p_australia_es_ns,p_australia_tot,p_canada_e,p_canada_om_ie,p_canada_om_uie,p_canada_cfw,p_canada_es_ns,p_canada_tot,p_china_e,p_china_om_ie,p_china_om_uie,p_china_cfw,p_china_es_ns,p_china_tot,p_croatia_e,p_croatia_om_ie,p_croatia_om_uie,p_croatia_cfw,p_croatia_es_ns,p_croatia_tot,p_egypt_e,p_egypt_om_ie,p_egypt_om_uie,p_egypt_cfw,p_egypt_es_ns,p_egypt_tot,p_fiji_e,p_fiji_om_ie,p_fiji_om_uie,p_fiji_cfw,p_fiji_es_ns,p_fiji_tot,p_fyrom_e,p_fyrom_om_ie,p_fyrom_om_uie,p_fyrom_cfw,p_fyrom_es_ns,p_fyrom_tot,p_germany_e,p_germany_om_ie,p_germany_om_uie,p_germany_cfw,p_germany_es_ns,p_germany_tot,p_greece_e,p_greece_om_ie,p_greece_om_uie,p_greece_cfw,p_greece_es_ns,p_greece_tot,p_hongkong_e,p_hongkong_om_ie,p_hongkong_om_uie,p_hongkong_cfw,p_hongkong_es_ns,p_hongkong_tot,p_india_e,p_india_om_ie,p_india_om_uie,p_india_cfw,p_india_es_ns,p_india_tot,p_indonesia_e,p_indonesia_om_ie,p_indonesia_om_uie,p_indonesia_cfw,p_indonesia_es_ns,p_indonesia_tot,p_iran_e,p_iran_om_ie,p_iran_om_uie,p_iran_cfw,p_iran_es_ns,p_iran_tot,p_iraq_e,p_iraq_om_ie,p_iraq_om_uie,p_iraq_cfw,p_iraq_es_ns,p_iraq_tot,p_ireland_e,p_ireland_om_ie,p_ireland_om_uie,p_ireland_cfw,p_ireland_es_ns,p_ireland_tot,p_italy_e,p_italy_om_ie,p_italy_om_uie,p_italy_cfw,p_italy_es_ns,p_italy_tot,p_japan_e,p_japan_om_ie,p_japan_om_uie,p_japan_cfw,p_japan_es_ns,p_japan_tot,p_koreasouth_e,p_koreasouth_om_ie,p_koreasouth_om_uie,p_koreasouth_cfw,p_koreasouth_es_ns,p_koreasouth_tot,p_lebanon_e,p_lebanon_om_ie,p_lebanon_om_uie,p_lebanon_cfw,p_lebanon_es_ns,p_lebanon_tot,p_malaysia_e,p_malaysia_om_ie,p_malaysia_om_uie,p_malaysia_cfw,p_malaysia_es_ns,p_malaysia_tot,p_malta_e,p_malta_om_ie,p_malta_om_uie,p_malta_cfw,p_malta_es_ns,p_malta_tot,p_netherlands_e,p_netherlands_om_ie,p_netherlands_om_uie,p_netherlands_cfw,p_netherlands_es_ns,p_netherlands_tot,p_nz_e,p_nz_om_ie,p_nz_om_uie,p_nz_cfw,p_nz_es_ns,p_nz_tot,p_pakistan_e,p_pakistan_om_ie,p_pakistan_om_uie,p_pakistan_cfw,p_pakistan_es_ns,p_pakistan_tot,lga_name16
21830,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,3,8,3,0,46,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,18,0,3,3,0,27,59,6,25,10,3,103,2303,175,470,209,66,3224,4236,479,1114,380,127,6346,9,0,0,3,0,11,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,6,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,7,3,0,0,0,0,3,9,8,15,7,0,37,104,13,36,6,8,171,0,0,0,0,0,0,Corangamite (S)
21890,4,261,101,9,14,0,0,126,43,3,0,0,0,52,527,14,47,6,9,594,83,10,12,0,0,105,486,33,62,10,4,599,27,3,3,0,0,26,1098,53,75,18,13,1256,271,19,29,13,19,351,20890,984,1596,324,251,24046,25167,2163,2351,273,303,30256,117,12,4,0,0,134,1217,263,170,101,11,1756,96,10,3,3,0,116,124,15,12,0,6,165,113,0,3,3,0,129,332,20,26,10,8,397,130,8,15,0,0,163,394,74,69,14,11,560,156,15,10,0,0,179,1812,128,122,24,15,2099,121,4,8,0,0,133,142,13,22,7,4,183,128,18,25,3,3,163,150,6,12,0,0,171,590,113,96,27,24,849,78,9,14,0,3,100,63,4,15,0,0,82,204,56,55,16,3,333,369,22,27,7,5,431,85,9,6,0,0,101,56,0,9,0,0,60,691,51,82,16,10,854,191,13,17,0,0,228,Darebin (C)
22110,0,7,11,0,0,0,0,10,0,0,0,0,0,0,230,12,34,9,0,290,13,0,4,0,0,21,10,3,3,0,0,20,9,0,0,0,0,4,85,3,19,7,6,117,194,5,11,12,11,231,6602,333,687,283,139,8043,10436,915,1524,481,251,13606,8,0,3,0,0,12,21,9,3,4,0,38,0,0,0,0,0,4,6,0,0,0,0,14,13,0,0,0,0,16,0,0,0,0,0,0,30,3,13,3,3,58,3,3,0,3,0,11,3,0,3,0,0,8,71,6,4,4,4,87,13,0,0,0,0,15,7,0,0,0,0,7,3,3,0,0,0,5,15,0,0,0,0,16,4,7,3,0,0,20,4,0,0,0,0,4,12,0,0,0,0,12,0,0,0,0,0,0,32,3,0,0,0,31,9,0,0,0,0,9,36,4,10,9,3,54,144,16,24,6,0,194,3,0,0,0,0,5,East Gippsland (S)
22170,4,226,39,7,13,0,0,59,4,0,0,0,0,5,1431,96,93,25,17,1661,73,6,9,0,0,91,126,12,23,4,0,159,38,0,0,0,0,41,687,43,73,20,15,830,253,20,15,6,9,307,20296,1026,1282,343,207,23150,25550,2401,2265,397,290,30904,61,3,6,0,0,77,343,92,75,38,0,558,47,11,6,0,0,68,50,8,10,7,0,70,113,4,6,3,0,127,17,0,0,0,0,22,126,25,30,3,3,186,59,20,14,0,3,89,93,8,3,3,0,112,1138,77,40,19,10,1280,50,0,0,0,0,54,40,8,9,4,3,57,24,3,0,0,0,27,130,19,7,0,0,160,78,26,18,0,3,123,17,4,6,0,0,32,24,4,3,4,0,30,39,23,11,0,0,74,160,20,16,3,3,203,13,4,3,0,0,25,103,30,19,3,3,152,843,72,65,16,12,1006,65,8,3,0,0,76,Frankston (C)
22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,11,32,8,3,4,3,47,1339,136,219,103,45,1835,2378,378,517,234,76,3592,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,13,27,3,3,0,0,40,0,0,0,0,0,0,Gannawarra (S)
22830,0,33,25,3,3,0,0,32,11,3,0,0,0,9,222,9,12,5,0,250,29,3,0,0,0,33,8,0,4,0,0,6,15,0,0,0,0,12,313,16,12,6,8,360,246,11,16,13,12,299,12152,619,640,299,164,13876,19606,1665,1499,499,275,23548,21,0,0,0,0,26,71,23,9,3,3,113,10,0,0,0,0,8,5,0,0,0,0,5,32,0,0,0,0,30,7,9,3,3,0,18,37,3,3,0,0,48,16,10,6,0,0,35,25,3,5,0,0,34,586,47,27,18,15,683,8,0,0,0,0,8,20,0,0,0,0,26,39,10,10,0,3,64,33,3,0,0,0,39,107,31,21,19,3,184,11,0,3,0,0,11,18,0,0,0,0,21,5,0,0,0,0,9,72,3,5,0,0,88,5,4,3,0,0,13,33,6,13,7,0,59,343,18,20,8,3,395,43,6,0,0,0,48,Greater Shepparton (C)
22910,0,4,9,0,0,0,0,5,0,0,0,0,0,0,77,10,21,3,0,106,10,0,4,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,33,4,10,3,3,52,55,3,11,7,4,80,1873,146,359,122,52,2548,2486,325,690,202,70,3769,4,0,0,0,0,10,12,5,0,0,0,20,0,0,3,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,18,3,3,0,0,0,5,0,0,0,0,0,0,50,4,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,10,9,5,5,0,0,12,3,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,14,0,9,4,0,24,54,10,15,6,0,85,0,0,0,0,0,0,Hepburn (S)
22980,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,4,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,25,0,0,0,0,32,20,0,0,0,0,23,799,55,89,63,18,1022,1256,154,298,174,24,1913,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,0,3,0,0,16,0,0,0,0,0,0,Hindmarsh (S)
23110,0,69,53,9,4,3,0,73,7,3,0,0,0,13,442,25,46,9,3,524,32,0,10,3,0,43,343,11,24,12,0,392,10,0,0,3,0,12,713,44,45,10,21,833,132,10,13,6,14,170,11406,646,858,223,128,13256,18299,1541,1299,217,196,21560,56,7,3,0,0,64,336,69,44,19,3,474,145,21,10,0,3,181,54,3,3,0,0,66,132,0,0,0,0,138,205,19,24,6,4,252,106,5,20,0,0,125,132,19,18,4,6,177,47,8,5,0,0,63,1550,114,61,19,12,1757,98,5,14,4,0,120,78,3,5,0,3,88,43,4,8,0,0,57,124,14,15,0,3,151,203,29,29,4,6,277,58,3,4,5,0,66,31,0,4,0,0,37,113,32,66,10,4,233,153,15,18,0,0,182,190,12,13,3,3,227,47,4,8,0,0,59,920,53,54,9,18,1055,124,5,13,0,0,141,Hobsons Bay (C)
23190,0,3,4,0,0,0,0,5,0,0,0,0,0,3,53,3,8,0,0,71,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,4,3,0,0,44,64,3,4,0,0,74,3842,199,274,120,40,4476,6528,566,655,286,92,8126,5,3,0,0,0,3,13,0,6,3,0,27,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,72,3,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,11,8,4,0,0,0,11,4,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,4,3,0,14,44,4,4,0,0,54,7,0,0,0,0,11,Horsham (RC)
23270,9,525,127,7,3,0,0,135,453,47,36,12,13,567,733,32,27,4,7,808,74,3,3,0,0,85,654,18,27,7,15,720,31,0,0,0,0,31,1532,92,101,25,30,1780,497,24,30,8,31,596,31191,1301,1435,414,390,34737,48985,3167,2026,419,540,55136,121,8,3,0,0,136,1025,136,66,44,3,1278,264,33,14,5,8,317,268,41,35,3,6,346,409,14,7,6,3,439,679,59,18,3,11,756,244,18,17,0,8,290,386,59,32,7,5,490,172,5,4,3,7,193,4115,377,246,42,70,4852,156,4,8,7,0,173,308,14,17,3,3,346,1163,184,299,51,29,1723,250,21,12,0,0,283,915,158,62,33,24,1195,74,0,0,0,3,82,135,4,4,3,0,143,500,123,196,24,29,881,375,40,13,9,3,442,320,20,31,3,3,382,79,8,7,0,0,93,1745,75,47,4,23,1893,608,51,90,8,9,766,Hume (C)
23350,0,0,7,0,0,0,0,8,0,0,0,0,0,0,43,3,7,6,0,59,6,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,16,4,3,5,0,25,43,0,3,4,0,59,1777,149,260,104,41,2335,3038,347,587,214,75,4262,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,16,5,8,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,3,0,0,0,7,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,3,0,0,20,47,8,9,3,0,67,4,0,0,0,0,6,Indigo (S)
23430,8,508,141,3,9,0,5,165,45,3,3,4,3,62,1239,68,104,11,18,1441,78,6,12,3,0,96,752,24,49,15,13,845,52,0,0,0,0,51,1942,123,141,42,29,2275,341,20,11,9,16,399,27734,1608,1686,485,259,31776,37491,3881,2640,483,367,44859,115,16,10,3,0,140,1750,415,181,132,10,2482,176,10,13,3,3,203,103,18,12,5,3,143,252,19,7,7,0,285,92,5,6,0,0,109,219,44,23,14,4,306,395,64,66,18,7,552,293,28,18,3,3,349,3290,212,142,23,24,3685,241,16,7,4,3,269,128,19,5,3,3,156,40,4,7,0,0,54,234,21,21,0,5,282,320,54,43,15,3,436,90,6,5,0,0,106,192,26,21,4,3,247,76,22,32,4,0,139,519,53,20,7,0,599,44,4,4,0,0,56,133,24,17,6,3,174,1559,102,110,13,15,1801,238,3,12,0,0,265,Kingston (C) (Vic.)
23670,5,554,115,7,16,4,0,140,15,0,0,0,0,15,1207,68,70,16,9,1367,84,5,10,0,0,100,321,7,31,3,3,373,38,0,3,0,0,45,1286,75,71,22,17,1468,218,23,20,8,9,285,26744,1369,1482,426,212,30234,36539,3186,2461,379,314,42874,98,6,9,0,0,112,1375,321,186,136,10,2029,87,14,4,3,0,109,89,26,23,3,3,142,176,12,0,0,0,187,39,4,0,3,0,48,247,34,36,3,5,324,161,26,26,3,0,218,316,41,35,9,3,399,2024,122,88,34,14,2285,222,14,9,3,0,247,167,16,12,3,3,197,34,3,5,0,0,42,174,11,4,0,0,190,211,54,36,14,7,313,46,3,0,0,0,57,113,20,22,7,3,169,57,11,19,0,3,92,739,94,84,20,4,936,39,8,3,0,0,48,129,27,15,8,0,178,1087,54,72,10,6,1226,174,11,8,0,0,198,Knox (C)
23810,0,35,27,4,0,0,0,26,0,0,0,0,0,0,388,12,20,11,6,438,20,3,0,0,0,24,15,5,4,0,0,24,16,0,0,0,0,18,192,14,17,8,6,229,259,7,15,4,22,306,13922,399,566,174,172,15233,23603,1095,1233,255,279,26464,32,5,0,0,0,33,101,20,22,14,3,157,7,0,0,0,0,6,7,3,0,0,0,17,17,3,3,0,0,25,0,0,0,0,0,0,64,3,8,3,0,83,15,3,0,7,0,21,12,8,0,0,0,16,219,27,7,0,7,259,12,3,0,0,0,15,12,0,0,0,0,10,3,0,0,0,0,3,52,0,7,0,0,55,92,17,20,6,3,138,10,0,0,0,0,10,9,0,0,0,0,16,3,0,0,0,0,3,58,4,7,0,0,71,56,0,4,0,0,67,131,12,9,3,3,161,333,23,14,3,3,373,26,3,0,0,0,22,Latrobe (C) (Vic.)
23940,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,0,3,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,19,0,5,7,3,34,721,67,152,122,29,1082,1355,210,462,266,52,2345,4,0,0,0,0,7,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,9,3,0,0,0,0,4,0,0,0,0,0,0,12,3,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,4,3,0,0,0,0,5,23,0,0,3,0,23,0,0,0,0,0,0,Loddon (S)
24130,0,14,3,0,0,0,0,8,3,0,0,0,0,3,229,22,45,11,4,307,17,3,4,3,0,23,16,0,3,0,0,20,0,0,0,0,0,4,83,14,22,3,0,112,121,7,19,9,4,157,5357,447,696,218,79,6790,7785,1075,1234,326,129,10547,19,0,9,0,0,23,31,9,6,11,0,52,4,0,0,4,0,14,7,3,0,3,0,13,10,0,0,6,0,15,3,0,0,0,0,3,29,11,6,5,0,55,10,5,0,0,0,8,9,0,0,0,0,8,102,12,10,5,0,130,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,7,31,5,0,0,0,37,20,6,17,4,0,54,8,0,3,0,0,13,0,0,0,0,0,0,5,0,9,0,0,12,21,0,3,0,0,30,20,3,5,3,0,36,21,0,11,7,0,38,145,28,24,6,3,204,14,4,0,0,0,13,Macedon Ranges (S)
24210,0,144,56,0,11,0,0,65,11,3,3,0,0,14,373,25,34,5,7,450,37,3,3,3,0,53,109,4,14,10,0,144,22,0,0,0,0,22,485,56,55,12,8,603,124,12,5,3,3,148,13197,1025,1039,327,112,15702,14954,1787,1424,255,142,18561,36,3,5,0,0,41,1088,366,199,149,14,1818,34,9,13,0,0,55,74,34,14,3,0,131,45,9,4,0,0,57,48,8,12,5,0,73,66,9,13,4,3,87,157,40,44,3,4,250,354,64,57,14,0,493,714,75,39,10,5,842,73,13,8,4,3,109,180,69,36,13,7,314,19,9,7,0,0,30,59,3,5,0,0,69,207,70,43,25,3,346,29,4,17,0,0,54,94,14,31,7,0,146,55,24,23,5,3,106,533,94,67,16,5,719,21,6,7,5,0,29,34,4,8,3,0,47,327,42,36,6,0,411,89,13,11,0,4,112,Manningham (C)
24250,0,0,0,0,0,0,0,3,0,0,0,0,0,0,57,13,10,5,3,79,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,7,3,0,38,43,3,7,3,3,60,1286,108,171,90,16,1675,1905,261,385,172,33,2754,7,0,0,0,0,9,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,5,0,23,0,0,0,0,0,0,3,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,0,0,8,3,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,40,3,7,3,0,51,0,0,0,0,0,0,Mansfield (S)
24330,0,131,77,8,10,3,0,98,22,6,0,0,0,31,481,12,23,3,0,519,67,3,8,0,0,81,1184,119,134,42,18,1493,24,0,0,0,0,24,1284,45,99,21,17,1471,194,15,14,3,21,245,17102,618,923,194,174,19011,18807,1087,1115,150,175,21327,53,3,4,0,0,69,647,115,75,31,6,878,111,14,9,0,3,138,79,7,3,0,3,95,110,3,0,0,4,124,194,11,7,3,9,224,102,9,10,0,0,125,137,16,8,7,3,172,132,13,15,0,0,166,1563,94,67,13,34,1772,104,4,6,0,0,115,83,8,8,0,0,89,56,8,9,0,0,76,110,20,8,0,0,133,271,34,26,5,6,342,75,5,7,0,0,89,86,5,4,5,0,93,69,21,13,0,6,104,304,27,27,0,3,368,133,12,10,0,0,155,37,4,4,0,0,51,744,38,42,7,8,835,206,16,17,0,5,245,Maribyrnong (C)
24410,0,170,66,10,5,3,0,76,8,0,0,0,0,12,850,64,53,7,4,982,64,3,3,3,0,71,157,9,18,4,3,188,31,0,0,3,0,30,640,34,53,7,3,746,194,8,8,0,8,227,18507,930,1140,299,149,21023,25635,2413,2039,325,242,30660,53,3,6,0,0,68,730,169,132,92,3,1125,43,5,3,0,0,53,51,9,9,0,0,65,59,5,0,0,3,69,26,3,0,0,0,24,145,23,15,5,3,182,52,12,8,5,0,73,138,16,18,3,0,178,1167,60,38,13,11,1284,84,7,4,4,0,100,124,11,17,7,0,151,26,5,0,0,0,26,98,11,14,0,0,121,128,26,20,3,6,187,39,3,4,0,0,46,68,7,9,3,0,91,31,5,7,0,0,43,343,37,20,3,0,409,26,4,4,3,0,37,100,27,11,3,3,147,614,48,37,12,8,716,95,0,3,0,0,105,Maroondah (C)
24600,10,2670,999,32,33,5,6,1074,293,14,9,8,5,323,7468,127,181,11,35,7826,1333,35,37,6,12,1420,3254,80,75,36,31,3478,291,3,3,0,4,298,12675,205,243,47,105,13275,1761,45,37,15,115,1973,195680,3462,3488,718,1264,204603,237908,8256,6455,632,1437,254683,1508,35,22,4,7,1579,13640,1111,515,304,80,15646,684,19,26,0,15,745,677,53,20,3,10,767,1162,35,10,3,8,1218,966,32,11,6,16,1034,1693,78,60,10,11,1852,1275,86,63,10,21,1449,3420,112,67,24,5,3634,27144,608,212,64,169,28192,3066,88,46,21,16,3238,1284,74,38,8,5,1413,402,17,6,0,10,434,2401,56,28,5,19,2507,2407,166,144,29,51,2792,1259,44,28,0,8,1346,2305,136,68,32,23,2569,528,69,51,9,12,667,8173,263,154,28,33,8650,501,17,19,4,14,550,779,44,26,4,7,863,11675,302,277,23,72,12342,1990,55,34,3,15,2098,Melbourne (C)
24650,0,104,39,3,5,0,0,46,22,3,4,0,0,24,353,13,25,10,4,403,20,0,4,0,3,27,158,10,25,9,5,209,12,0,0,3,7,20,583,44,101,23,12,764,133,15,17,3,7,175,10927,532,768,258,128,12609,13884,1208,1117,248,183,16632,44,0,0,0,0,42,154,53,22,13,4,245,53,10,12,7,0,84,58,17,14,3,3,99,64,5,10,3,4,81,111,22,15,4,3,153,41,7,9,0,4,59,48,6,5,0,0,65,27,4,3,0,0,35,980,158,103,28,13,1283,33,0,3,0,0,40,30,5,7,0,0,46,31,8,11,0,0,51,63,0,7,0,0,71,102,21,16,7,3,151,14,0,0,0,0,16,15,0,0,0,0,16,35,18,23,3,0,83,91,8,10,5,0,112,139,39,31,16,0,223,35,3,4,0,0,42,521,36,35,9,11,610,105,20,33,3,7,163,Melton (C)
24780,0,8,11,0,0,0,0,11,19,0,0,3,0,23,189,4,13,6,0,213,15,0,0,0,0,13,14,5,0,0,0,24,9,0,0,0,0,11,150,14,12,4,4,177,207,13,19,12,17,258,9334,442,575,295,142,10789,15126,1244,1368,587,262,18593,13,3,0,0,0,17,81,6,3,0,0,90,5,0,3,4,0,18,6,0,0,0,0,6,16,0,0,0,0,18,3,0,0,0,0,3,30,0,3,3,0,40,8,3,4,4,3,29,30,4,0,0,0,32,194,18,11,6,3,228,8,0,0,0,0,5,0,0,0,0,0,6,3,0,4,3,3,12,17,0,0,0,0,19,56,18,21,31,0,128,24,0,0,0,0,21,30,0,0,0,0,30,3,0,0,0,0,3,62,0,3,0,0,65,0,0,0,0,0,0,23,0,0,0,0,25,197,9,18,3,3,221,8,0,0,0,0,13,Mildura (RC)
24850,0,11,8,0,0,0,0,8,3,0,3,0,0,4,147,14,7,6,4,170,8,0,0,0,0,8,3,0,0,0,0,7,3,0,0,0,0,3,66,9,6,6,4,85,136,8,7,6,8,167,4656,259,354,142,91,5503,7473,610,710,203,167,9170,18,3,0,0,0,24,29,12,4,6,0,53,3,0,0,0,0,0,3,3,3,0,0,8,5,0,0,0,0,7,11,0,0,0,0,11,27,0,9,0,0,41,6,3,3,0,0,9,9,0,4,0,0,12,114,26,4,4,0,156,3,0,0,0,0,7,5,0,0,0,0,8,13,7,0,0,0,21,23,3,4,0,0,25,28,5,5,11,0,45,4,0,0,0,0,8,3,0,0,0,0,3,4,0,4,0,0,7,19,3,7,0,0,28,8,0,0,0,0,13,17,4,0,0,0,19,101,14,10,3,3,126,11,8,4,0,0,19,Mitchell (S)
24900,0,3,9,0,0,0,0,11,0,0,0,0,0,0,88,9,10,8,0,112,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,64,3,3,0,3,73,105,5,23,7,5,149,4032,289,389,240,67,5018,6713,778,1009,451,138,9089,17,0,0,0,0,23,19,0,3,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,3,0,3,16,0,3,3,0,21,0,0,0,0,0,3,3,0,3,0,0,10,132,3,4,0,3,144,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,10,11,0,0,0,0,12,19,7,8,17,5,59,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,40,0,0,0,0,0,0,19,19,3,3,0,42,156,29,15,14,5,220,13,0,0,0,0,13,Moira (S)
24970,5,1472,178,6,9,0,0,202,53,4,3,0,0,65,1717,41,52,10,10,1822,185,6,7,0,0,198,813,42,53,11,9,930,90,0,0,0,0,95,2861,95,116,35,25,3130,364,16,17,8,20,421,45447,1679,1591,523,295,49544,54256,3038,2098,339,378,60114,259,11,3,0,0,281,4211,850,432,305,36,5824,187,22,8,0,0,225,229,20,23,5,0,276,314,7,15,3,3,345,110,10,3,0,0,125,453,16,11,0,8,493,574,97,79,16,13,767,741,56,64,8,0,877,5284,332,211,49,52,5934,543,53,34,11,8,645,316,20,32,7,0,368,87,12,12,3,0,114,340,17,12,3,0,375,505,67,54,10,10,644,283,19,13,5,3,324,433,68,77,23,11,612,111,20,23,0,0,155,1981,160,138,31,9,2326,72,5,6,0,0,88,200,14,11,3,4,231,2097,84,71,9,15,2275,387,19,24,0,0,431,Monash (C)
25060,0,140,104,8,17,0,0,127,50,8,0,4,0,62,354,32,30,6,0,416,45,3,7,0,0,59,420,30,64,10,7,529,15,0,0,0,0,11,753,43,67,21,16,902,208,16,15,3,9,248,16329,991,1135,314,184,18945,20158,2205,1768,316,248,24701,45,9,10,3,0,63,471,99,62,52,0,689,80,12,11,4,0,111,92,25,7,3,3,132,83,9,3,3,0,101,104,16,4,0,3,129,74,17,14,0,0,107,144,25,23,4,3,208,98,18,10,0,0,134,1311,81,45,18,17,1469,82,7,6,6,0,91,62,10,15,3,5,89,87,19,12,0,4,122,85,18,13,0,0,116,421,113,88,24,13,659,52,3,7,0,0,62,60,8,3,5,0,81,73,26,18,4,6,125,221,20,13,0,3,259,111,14,7,0,3,141,26,9,0,0,0,41,508,36,46,11,3,601,114,10,10,3,0,140,Moonee Valley (C)
