lga_code_2016,australia_m,australia_f,australia_p,canada_m,canada_f,canada_p,china_excl_sars_taiwan_m,china_excl_sars_taiwan_f,china_excl_sars_taiwan_p,croatia_m,croatia_f,croatia_p,egypt_m,egypt_f,egypt_p,fiji_m,fiji_f,fiji_p,germany_m,germany_f,germany_p,greece_m,greece_f,greece_p,hong_kong_sar_china_m,hong_kong_sar_china_f,hong_kong_sar_china_p,india_m,india_f,india_p,indonesia_m,indonesia_f,indonesia_p,iran_m,iran_f,iran_p,iraq_m,iraq_f,iraq_p,ireland_m,ireland_f,ireland_p,italy_m,italy_f,italy_p,japan_m,japan_f,japan_p,korea_republic_south_m,korea_republic_south_f,korea_republic_south_p,lebanon_m,lebanon_f,lebanon_p,malaysia_m,malaysia_f,malaysia_p,malta_m,malta_f,malta_p,netherlands_m,netherlands_f,netherlands_p,new_zealand_m,new_zealand_f,new_zealand_p,pakistan_m,pakistan_f,pakistan_p,philippines_m,philippines_f,philippines_p,poland_m,poland_f,poland_p,singapore_m,singapore_f,singapore_p,south_africa_m,south_africa_f,south_africa_p,sri_lanka_m,sri_lanka_f,sri_lanka_p,thailand_m,thailand_f,thailand_p,tfyrom_m,tfyrom_f,tfyrom_p,turkey_m,turkey_f,turkey_p,united_kingdom_ci_im_m,united_kingdom_ci_im_f,united_kingdom_ci_im_p,united_states_america_m,united_states_america_f,united_states_america_p,vietnam_m,vietnam_f,vietnam_p,zimbabwe_m,zimbabwe_f,zimbabwe_p,born_elsewhere_m,born_elsewhere_f,born_elsewhere_p,country_birth_not_stated_m,country_birth_not_stated_f,country_birth_not_stated_p,os_visitors_m,os_visitors_f,os_visitors_p,tot_m,tot_f,tot_p,lga_name16
22490,9104,8852,17953,5,5,8,9,3,8,23,15,39,3,0,4,0,0,0,59,60,119,6,3,10,3,4,7,16,7,25,0,4,4,0,0,0,0,0,0,21,16,41,34,17,50,3,7,7,0,3,4,4,3,4,0,11,11,19,8,30,59,56,120,94,92,188,0,0,3,5,25,32,10,3,10,3,6,7,16,14,33,0,3,3,4,15,23,3,3,7,0,0,0,443,454,894,10,25,36,0,8,9,5,7,11,98,113,212,658,650,1313,12,19,31,10751,10530,21282,Golden Plains (S)
22620,44685,47574,92253,48,57,100,124,181,307,12,15,32,36,29,62,27,33,61,116,123,244,33,28,54,28,17,46,366,342,711,12,56,67,22,30,47,11,14,27,72,62,141,93,69,159,13,20,32,30,28,57,7,9,24,91,87,179,28,20,54,120,119,240,372,368,738,31,32,63,125,274,399,12,13,28,20,28,53,130,105,233,92,97,185,178,231,413,3,3,10,7,8,12,1193,1150,2350,78,96,174,38,42,82,15,24,37,711,735,1446,3748,4051,7797,170,216,389,52889,56404,109293,Greater Bendigo (C)
22670,28095,26327,54424,38,33,68,2083,2523,4603,413,433,844,203,213,419,293,344,632,239,270,511,850,897,1753,210,211,422,6869,5517,12392,276,352,627,523,397,920,181,144,321,97,82,181,812,935,1742,47,87,134,182,201,377,287,313,597,770,674,1453,134,142,276,164,206,367,1163,1090,2258,1322,779,2101,850,1241,2098,296,385,678,142,141,279,205,206,412,3428,2893,6323,436,733,1174,489,474,961,375,374,751,1119,1117,2229,92,84,174,6038,7222,13261,55,80,134,13530,12410,25939,5039,4673,9709,819,1120,1941,78163,75329,153492,Greater Dandenong (C)
22750,85588,91315,176909,121,168,298,731,800,1529,631,694,1323,85,48,132,58,62,118,592,694,1282,243,224,467,106,96,200,1364,963,2324,78,146,225,240,217,454,118,100,218,275,264,538,837,792,1626,35,102,140,81,72,157,67,36,100,244,273,516,203,147,345,656,677,1335,1138,1101,2242,248,140,388,423,836,1254,165,245,414,115,136,257,304,317,621,223,183,411,217,335,555,310,323,640,87,65,144,4777,5038,9819,288,323,612,270,259,526,79,70,146,2990,3114,6107,6815,7516,14330,525,583,1110,111324,118472,229799,Greater Geelong (C)
17100,7508,7184,14687,17,24,40,1738,2256,3999,36,54,96,115,105,215,69,97,158,36,32,66,76,96,174,323,370,690,2571,1811,4386,102,133,232,44,25,65,15,12,30,79,58,139,221,244,463,31,58,88,1484,1604,3091,329,309,639,169,217,390,9,21,28,8,12,24,162,160,326,162,96,256,228,320,546,32,32,66,54,64,124,45,46,91,722,672,1396,79,150,233,5,3,10,41,32,73,205,149,354,35,42,76,432,530,964,4,6,16,1580,1432,3016,1386,1220,2600,362,435,794,20510,20126,40634,Strathfield (A)
22310,39508,41598,81104,149,166,314,3001,4142,7150,80,95,179,141,164,305,45,65,118,402,428,828,964,1112,2077,277,299,574,3390,2842,6231,180,285,463,119,95,220,29,22,53,345,304,648,523,536,1061,229,435,667,320,391,708,94,71,164,478,621,1102,37,47,84,119,114,238,1037,1039,2078,97,45,141,246,468,713,572,833,1407,210,265,475,1541,1626,3168,470,476,945,118,241,363,29,40,67,64,65,123,2413,2174,4587,483,485,965,329,402,729,71,75,151,5806,6436,12243,3090,3319,6410,737,1080,1820,67747,72928,140673,Glen Eira (C)
25430,7259,7256,14514,15,15,29,21,8,34,4,4,10,0,0,7,7,3,6,38,41,79,7,8,17,21,4,27,34,22,59,6,4,11,8,0,5,6,0,6,22,13,33,25,9,40,0,14,19,4,0,3,13,0,17,7,18,28,8,4,16,46,41,90,133,104,237,0,0,0,5,22,35,9,6,17,4,7,9,16,20,37,10,4,14,3,11,13,4,3,8,3,0,5,409,406,814,35,33,65,49,12,61,0,4,4,176,149,322,779,867,1646,21,35,55,9213,9161,18371,Mount Alexander (S)
25490,6786,6725,13508,7,8,22,3,13,12,0,3,3,6,0,6,0,0,0,14,22,29,4,3,7,0,0,3,5,4,13,0,0,7,0,0,0,0,0,0,21,8,31,8,9,12,0,9,8,0,0,0,0,0,0,3,9,12,4,0,4,36,24,58,146,130,282,0,0,0,37,39,73,7,3,9,3,0,3,14,24,31,9,4,8,0,6,14,0,0,0,0,0,0,190,217,403,10,12,24,0,0,3,9,5,10,38,57,98,711,684,1403,52,55,110,8122,8081,16201,Moyne (S)
25620,5330,5170,10504,11,9,18,13,13,21,3,0,7,4,0,4,3,0,4,32,35,73,16,9,27,5,5,8,19,21,43,0,3,4,5,0,4,0,0,0,10,17,28,21,15,36,0,0,3,0,3,5,0,3,3,13,6,17,9,6,13,42,37,77,82,77,158,0,0,3,8,23,28,3,9,9,0,7,4,21,15,39,3,10,14,0,10,11,3,3,6,0,0,3,315,299,612,17,12,36,4,3,3,0,0,3,88,77,160,639,639,1276,31,76,108,6757,6621,13380,Murrindindi (S)
25710,23728,24341,48073,54,58,109,184,243,421,53,64,114,32,37,71,18,20,40,152,182,335,92,87,182,33,36,70,130,122,248,19,33,51,48,53,103,7,10,20,112,85,194,342,286,622,23,37,64,12,12,24,18,25,44,93,127,223,47,58,106,104,91,199,298,312,609,20,15,31,29,80,108,24,51,77,42,40,85,169,172,340,70,80,153,14,49,57,66,61,127,15,16,35,1606,1497,3103,117,125,243,31,38,71,28,24,48,499,570,1070,1122,1200,2325,111,165,274,29575,30486,60059,Nillumbik (S)
25810,4776,4788,9562,0,4,5,7,9,14,7,3,5,0,0,3,3,3,3,20,15,34,4,0,9,3,0,8,18,20,41,0,3,6,0,0,0,0,0,0,5,4,11,11,5,15,0,0,3,4,3,8,0,0,0,4,12,19,3,0,3,29,17,40,37,38,75,0,0,0,22,35,56,8,0,9,3,5,11,5,12,22,12,9,15,3,4,4,0,0,0,0,0,0,129,162,291,9,9,11,3,7,8,3,4,7,64,78,139,465,493,959,39,55,88,5689,5805,11491,Northern Grampians (S)
25900,28301,29684,57982,189,260,451,718,1131,1845,60,74,130,72,90,163,40,54,97,325,370,695,528,618,1143,144,195,344,1169,869,2036,177,258,432,147,125,275,25,18,41,587,582,1171,471,389,853,121,226,351,103,183,283,43,26,76,375,467,845,54,50,107,146,152,292,1485,1511,2999,56,31,89,186,279,460,203,299,501,145,183,324,405,340,742,137,121,260,97,204,300,40,29,69,87,87,173,3248,2707,5958,516,576,1096,144,205,351,48,39,91,3270,3528,6797,5293,5204,10499,1243,1500,2737,50403,52673,103074,Port Phillip (C)
25990,3029,2700,5733,0,10,10,3,4,6,4,0,3,0,0,4,0,3,3,14,7,21,6,0,6,0,0,0,5,0,5,0,0,3,0,0,0,3,0,3,3,5,11,8,0,13,0,0,0,0,0,0,4,0,3,0,0,4,20,7,24,27,12,40,43,31,69,0,0,0,0,8,8,0,0,0,0,0,0,4,0,3,3,0,3,3,0,4,0,0,0,0,0,0,141,145,279,5,5,13,4,7,17,0,0,0,54,47,100,339,337,674,10,7,17,3729,3353,7080,Pyrenees (S)
26080,974,1178,2150,3,3,3,0,3,3,0,0,0,0,0,3,0,0,0,3,3,5,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,4,3,6,8,5,6,0,4,0,0,0,0,0,0,0,3,0,3,0,6,6,6,7,11,17,17,36,0,0,0,0,0,0,0,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,67,64,126,4,0,7,0,0,0,0,0,0,9,18,28,102,127,231,4,5,11,1212,1454,2668,Queenscliffe (B)
26170,10976,11278,22253,8,17,23,20,27,48,4,3,11,7,3,13,4,0,10,57,82,143,5,12,20,4,3,8,53,52,106,3,8,8,0,0,3,3,0,3,37,36,71,111,86,196,4,6,12,12,5,21,3,0,5,17,16,28,14,10,18,136,121,255,161,192,354,0,0,0,17,60,71,12,5,17,0,0,3,30,33,60,9,13,23,0,11,17,0,0,0,0,0,0,570,660,1231,19,39,59,6,14,22,3,8,14,104,137,238,1124,1236,2359,57,78,137,13587,14244,27830,South Gippsland (S)
26260,6462,6720,13178,5,12,15,20,15,39,0,0,3,3,0,4,0,0,0,14,17,30,6,6,12,5,3,9,27,30,58,4,0,3,0,0,0,0,0,0,6,10,17,10,4,10,0,0,0,3,4,8,0,0,0,5,7,17,3,6,8,35,32,60,92,103,187,0,0,0,11,31,42,0,7,5,0,0,0,27,27,52,3,7,10,3,14,17,0,0,0,0,0,0,172,212,384,10,21,30,3,4,6,6,0,11,49,64,112,537,593,1132,46,46,93,7561,7989,15555,Southern Grampians (S)
26350,29879,32578,62455,164,188,356,1738,2762,4492,49,64,107,92,98,190,40,59,100,234,276,514,718,887,1606,255,341,598,1429,1148,2580,272,293,570,148,152,301,13,18,38,297,311,607,371,330,700,141,257,395,136,209,344,50,36,84,534,716,1245,16,30,43,121,95,218,1216,1329,2545,77,31,108,199,311,515,170,287,464,257,287,538,406,424,836,311,270,583,128,257,384,21,30,47,69,56,121,2350,1965,4316,385,495,876,242,355,605,53,53,105,2565,2886,5451,3590,3945,7541,818,1067,1886,49555,54900,104455,Stonnington (C)
26430,4024,4098,8126,0,0,3,7,10,11,3,3,6,3,0,3,0,0,0,28,24,48,10,0,9,0,9,9,27,16,40,0,6,5,0,0,0,0,0,0,15,7,17,10,14,24,0,3,3,5,9,10,0,0,0,3,3,6,3,6,6,20,13,37,44,44,88,3,0,3,15,37,48,3,0,3,0,4,8,0,5,8,0,0,3,0,12,14,0,0,0,0,0,3,166,174,341,7,8,14,3,8,6,0,4,5,47,63,113,468,494,963,15,37,53,4936,5108,10041,Strathbogie (S)
26490,11620,11930,23550,30,45,77,13,23,29,13,12,22,3,8,11,4,3,11,62,90,147,22,20,43,7,9,15,35,33,72,5,11,18,3,4,9,0,3,0,45,52,95,49,46,93,7,20,25,3,6,8,0,0,3,9,13,25,19,18,42,64,59,122,170,153,323,3,3,6,23,32,53,7,11,19,7,7,14,62,61,123,8,3,15,7,8,10,9,9,16,5,5,8,648,647,1297,63,75,142,7,10,11,8,3,9,185,194,376,880,897,1777,84,105,189,14201,14614,28817,Surf Coast (S)
26610,7659,7580,15237,12,7,15,19,39,54,3,0,3,0,3,5,22,26,49,11,17,31,12,21,33,11,13,18,142,102,240,24,21,45,5,0,9,0,3,9,3,5,13,109,114,226,0,6,6,7,12,24,0,0,0,93,66,157,6,3,4,23,20,41,56,68,130,37,12,47,48,88,134,0,0,4,0,0,3,18,29,43,21,12,35,18,31,50,0,0,0,0,0,3,112,123,238,13,12,26,75,91,167,11,10,21,313,241,549,1482,1347,2826,120,119,238,10493,10236,20726,Swan Hill (RC)
26670,2442,2314,4756,0,3,9,0,3,3,3,0,3,0,0,0,0,0,0,17,23,37,0,0,0,0,0,3,8,7,16,0,4,4,0,0,3,0,0,0,0,3,4,13,6,14,0,0,0,0,0,0,0,0,0,3,4,4,3,0,7,13,22,32,18,30,49,0,0,0,4,15,20,3,0,3,0,0,0,0,8,13,3,3,3,0,0,0,0,0,0,0,0,0,81,85,170,8,8,16,0,0,0,4,4,8,34,31,61,261,225,488,8,15,20,2926,2810,5737,Towong (S)
26700,11276,12100,23374,9,11,23,14,17,30,8,8,23,3,3,11,6,0,8,52,55,107,11,11,23,3,6,7,45,34,80,4,9,9,6,7,11,0,0,0,10,12,27,163,170,335,4,7,8,4,3,4,0,0,0,19,23,43,5,3,11,49,59,109,76,85,163,6,3,4,26,72,99,7,4,14,3,4,8,31,24,55,20,17,37,12,11,15,0,0,0,5,4,10,303,320,631,25,32,53,3,9,10,3,0,4,143,150,293,1054,1153,2208,47,50,94,13453,14462,27921,Wangaratta (RC)
26730,13329,14430,27760,7,17,24,77,72,143,7,0,7,11,13,22,11,12,20,20,24,43,5,9,12,24,17,34,46,45,88,13,14,32,0,0,4,0,0,0,31,39,69,15,12,28,8,13,24,69,21,94,3,0,4,28,16,40,10,10,18,48,49,103,176,193,370,0,0,0,25,92,120,5,5,10,8,8,12,32,33,64,48,42,86,13,35,47,0,3,3,0,5,7,361,384,745,36,21,65,3,4,7,4,9,14,219,207,422,1169,1335,2505,141,144,293,15997,17328,33325,Warrnambool (C)
26810,17130,16802,33929,24,26,45,40,19,60,26,21,50,10,9,17,13,17,29,88,87,175,10,9,24,19,10,27,104,85,187,12,7,18,6,0,10,4,0,4,29,29,58,68,35,104,0,7,12,7,6,9,12,8,14,46,47,92,17,10,23,137,128,270,273,240,515,10,13,23,91,119,210,20,26,49,19,9,25,46,49,100,34,16,55,14,32,44,3,5,8,13,0,12,675,790,1466,54,51,106,91,33,123,10,12,20,240,248,487,1785,1746,3532,85,86,168,21265,20831,42096,Wellington (S)
26890,1639,1615,3257,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,11,17,0,0,0,0,0,0,5,13,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,19,20,37,3,0,3,3,7,11,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,37,40,78,3,7,7,0,0,0,3,0,3,18,14,30,123,134,255,4,3,11,1877,1880,3755,West Wimmera (S)
26980,44633,47200,91837,114,128,244,8300,10315,18617,99,124,222,142,139,286,112,161,271,312,350,661,766,872,1637,1173,1221,2397,2738,2175,4910,434,522,957,499,482,983,39,34,74,171,174,340,699,724,1418,124,258,379,507,589,1088,52,51,104,2073,2338,4410,70,60,135,199,224,420,989,881,1864,301,162,465,386,628,1018,137,225,365,400,553,957,363,442,810,1134,1006,2142,167,346,511,36,45,82,48,49,93,2401,2320,4727,261,285,551,1055,1301,2356,86,76,164,3053,3374,6428,2973,3416,6384,1371,1936,3308,78433,85186,163625,Whitehorse (C)
27070,56582,58172,114748,64,62,125,1741,1997,3737,284,324,613,478,502,981,314,341,655,200,202,408,1794,1974,3762,154,170,321,6036,5081,11116,180,220,398,930,740,1667,1164,1178,2341,147,135,277,2893,3039,5933,28,81,111,106,111,218,852,792,1642,534,581,1115,474,503,973,102,79,186,1166,1147,2306,516,363,882,925,1377,2303,102,143,243,176,225,400,256,237,496,1621,1501,3119,115,271,389,2705,2723,5422,400,391,785,1582,1587,3170,145,149,295,1460,1746,3210,154,199,355,4901,5095,9997,5756,6108,11871,728,1144,1871,97768,100691,198453,Whittlesea (C)
27170,15864,16495,32354,17,11,32,33,44,74,48,65,110,3,4,10,18,8,26,139,144,277,3,7,7,9,4,13,157,138,299,4,7,9,10,10,22,0,0,3,22,20,39,39,27,71,4,3,6,8,12,19,9,6,15,19,17,37,6,5,8,71,61,132,165,155,321,17,10,30,86,142,229,15,23,35,3,12,13,41,46,84,37,35,69,8,37,40,3,0,8,0,0,3,433,415,843,38,33,67,10,11,16,8,9,23,442,470,915,1261,1312,2572,50,65,108,19090,19868,38953,Wodonga (C)
27260,57236,56571,113813,112,119,236,2469,3067,5533,232,242,471,231,196,424,447,522,970,294,298,589,275,274,552,310,268,581,11879,10482,22360,643,722,1367,259,219,478,147,126,278,197,183,382,909,808,1718,61,157,220,336,382,717,480,395,876,958,1091,2045,566,551,1118,136,138,274,3816,3873,7686,1152,920,2067,2524,3184,5709,234,303,534,513,552,1064,578,592,1172,1072,966,2039,631,834,1461,325,319,643,101,73,173,3231,3086,6315,269,290,559,721,914,1635,138,143,287,8650,8795,17446,5875,5897,11775,1417,2119,3537,109409,109698,219107,Wyndham (C)
27350,25968,26920,52888,189,211,405,650,930,1581,64,82,147,52,49,107,25,41,68,187,215,399,490,630,1124,127,178,308,356,296,645,112,133,240,84,65,153,11,12,23,279,251,528,429,443,872,70,174,246,72,112,179,30,26,53,335,405,738,33,35,74,86,99,188,1276,1353,2633,51,20,69,135,187,324,58,92,148,117,146,264,192,203,398,112,94,202,100,212,309,38,56,91,77,75,149,2191,1783,3973,410,421,826,1034,1593,2630,27,28,54,2335,2725,5061,4228,4421,8653,553,757,1305,42558,45492,88046,Yarra (C)
27450,56679,57890,114570,105,119,222,269,407,679,51,58,112,29,32,61,28,40,65,530,534,1063,73,57,127,59,64,119,384,364,750,58,84,144,63,50,113,3,6,16,178,137,311,481,404,885,25,87,114,29,42,72,38,28,71,136,180,312,57,51,112,758,748,1504,886,934,1826,23,19,40,128,325,455,116,154,267,55,71,125,363,405,766,145,157,305,65,155,220,14,24,37,15,14,26,4562,4588,9149,238,240,476,50,71,127,37,50,88,1529,1624,3155,3801,3948,7742,237,340,580,72328,74479,146813,Yarra Ranges (S)
27630,2785,2714,5496,0,0,0,8,9,10,0,0,3,0,0,0,0,0,0,10,9,20,7,3,10,0,0,0,16,17,33,0,0,0,0,0,0,0,0,0,4,3,7,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,8,20,17,19,36,0,0,0,3,11,13,0,0,5,0,0,0,3,3,3,0,0,0,3,0,3,0,0,0,0,0,0,53,68,123,0,7,9,0,0,0,0,0,0,33,35,59,291,288,575,9,9,19,3266,3214,6482,Yarriambiack (S)
29399,3038,2573,5617,4,8,11,5,16,24,0,0,3,0,0,0,0,0,3,17,16,29,0,0,0,10,15,31,5,3,6,0,0,0,0,0,0,3,0,3,3,0,9,5,3,12,3,8,11,6,3,9,3,0,3,13,8,28,0,0,0,13,6,21,38,37,75,0,0,0,5,15,17,12,8,17,3,4,4,28,10,33,0,0,0,4,0,4,0,0,0,0,0,0,142,127,274,19,15,32,0,0,3,0,3,3,95,114,206,965,908,1875,288,235,527,4744,4142,8895,Unincorporated Vic
30250,620,600,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,6,0,3,15,16,29,0,3,3,654,631,1285,Aurukun (S)
30300,1947,1802,3748,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,4,4,4,3,8,0,3,3,0,0,3,0,0,0,3,5,12,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,4,24,28,45,0,0,0,12,13,27,0,0,0,0,0,0,15,21,40,0,0,3,0,0,0,0,0,0,0,0,0,33,35,70,3,5,7,0,0,4,5,6,11,17,12,30,244,199,451,22,22,36,2354,2172,4529,Balonne (S)
30370,6667,5853,12517,11,12,19,29,18,42,3,3,5,0,0,0,6,7,15,10,10,21,0,0,0,4,3,6,19,24,43,0,4,3,3,0,5,0,0,0,11,4,13,10,0,15,0,0,0,4,0,3,0,0,0,3,9,9,3,0,3,23,15,37,145,114,261,4,0,4,54,84,132,0,0,0,0,0,3,35,28,57,35,11,46,0,9,14,0,0,0,0,0,0,117,107,228,5,10,12,44,45,90,13,14,28,148,83,230,988,640,1631,44,36,77,8439,7137,15574,Banana (S)
30410,1374,1356,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,15,27,44,0,4,10,0,6,9,0,0,0,0,0,0,8,7,10,0,0,0,0,3,3,0,0,0,0,0,0,31,34,62,4,0,4,0,0,0,0,0,0,11,6,13,164,140,308,8,11,20,1646,1616,3258,Barcaldine (R)
30450,175,135,308,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,17,0,0,0,0,0,0,0,0,0,0,3,3,20,11,26,3,0,3,214,154,370,Barcoo (S)
30760,883,862,1741,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,11,9,18,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,38,0,3,8,0,0,0,0,0,0,4,3,5,69,71,139,5,15,16,997,1019,2010,Blackall-Tambo (R)
34710,1858,1899,3757,0,3,7,7,4,10,0,0,3,0,0,0,0,3,3,7,9,12,0,0,0,0,0,0,8,9,18,3,0,3,0,0,0,0,0,4,0,4,6,3,5,6,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,6,8,18,43,56,97,0,0,0,0,11,15,0,0,0,0,0,0,5,5,6,0,5,3,0,3,3,0,0,0,0,0,0,61,61,123,0,3,4,0,0,0,0,5,8,19,14,32,205,239,445,11,18,26,2241,2370,4614,Longreach (R)
34770,44975,45606,90577,62,96,160,92,140,233,11,9,25,10,4,12,84,89,172,150,180,334,5,6,14,12,13,29,306,271,579,33,55,88,11,8,24,0,0,4,96,83,176,104,80,183,10,27,36,19,22,42,0,3,3,46,61,108,151,146,300,128,126,256,1441,1377,2816,24,24,49,598,958,1555,17,27,44,13,14,24,571,525,1095,53,45,100,30,144,173,3,0,3,3,0,6,1328,1428,2751,86,124,212,34,37,69,174,181,362,678,770,1448,4199,3980,8186,268,351,621,55846,57015,112860,Mackay (R)
34800,745,414,1161,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,28,19,43,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,23,17,42,0,0,4,0,0,0,3,0,3,11,5,17,126,42,167,9,17,25,970,518,1490,McKinlay (S)
34830,159,166,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,170,169,335,Mapoon (S)
34860,5738,5256,10989,7,8,11,11,7,21,3,0,3,0,3,5,3,3,9,0,14,9,3,0,3,0,4,5,57,40,96,6,0,6,3,0,0,0,0,0,15,8,21,0,0,4,0,0,0,4,0,4,0,0,0,3,3,5,0,0,3,8,6,13,96,92,191,3,0,3,91,92,180,0,0,0,0,3,4,31,24,55,4,7,11,0,3,3,0,0,0,0,0,0,125,92,216,13,3,17,0,0,0,14,4,19,67,66,131,1156,688,1842,22,47,74,7485,6478,13963,Maranoa (R)
34880,8451,7405,15849,18,27,42,11,19,22,26,25,48,0,0,0,5,10,12,86,110,199,3,15,21,3,3,10,45,31,73,16,20,37,3,3,6,0,0,0,13,14,31,286,261,551,15,51,62,27,6,36,0,0,0,10,14,27,8,3,8,40,42,86,224,201,418,3,0,3,23,95,123,8,7,16,3,8,10,57,40,95,3,4,8,11,34,40,0,0,0,6,3,8,363,401,763,40,42,87,8,7,15,16,13,32,379,350,727,1301,1247,2549,181,185,365,11696,10696,22390,Mareeba (S)
35010,153771,159609,313378,362,385,749,423,686,1109,110,84,197,100,68,163,610,761,1373,824,904,1726,72,67,140,161,216,371,1202,1103,2304,130,246,373,109,97,207,89,67,148,535,482,1016,441,327,770,127,301,426,321,319,644,31,28,64,255,432,680,112,98,209,730,696,1429,10286,10783,21063,63,46,109,1108,2409,3512,173,208,380,154,210,364,2247,2366,4612,259,267,521,158,449,601,24,21,43,35,15,55,12250,12290,24542,620,601,1226,170,256,430,400,435,837,4776,5510,10284,11274,12618,23896,1132,1719,2851,205643,217165,422808,Moreton Bay (R)
35250,529,532,1053,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,3,0,0,0,0,0,0,9,3,9,11,23,37,0,4,4,567,573,1141,Mornington (S)
35300,7078,6558,13633,12,17,28,10,16,31,6,3,8,3,0,3,49,47,96,38,29,65,4,5,9,0,0,0,81,73,157,6,14,24,0,0,0,0,0,0,24,16,37,19,10,31,3,5,7,4,0,4,0,0,0,7,6,14,3,0,4,10,7,18,498,428,928,12,7,20,149,294,437,3,9,10,0,0,4,70,79,148,24,21,40,0,23,29,0,0,0,0,4,3,199,149,347,20,16,32,6,4,15,34,27,61,255,210,461,1465,1265,2732,42,66,106,10141,9411,19553,Mount Isa (C)
35600,1929,1924,3853,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,7,4,12,28,23,51,0,0,0,3,17,20,0,0,0,3,0,3,3,8,13,0,0,0,0,4,4,0,0,0,0,0,0,28,32,61,4,3,4,54,53,112,5,3,12,19,14,31,194,204,396,12,17,29,2305,2322,4621,Murweh (S)
35670,490,448,941,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,8,0,0,0,509,462,970,Napranum (S)
