lga_code16,om_uie_75ov_hw_0,om_uie_75ov_hw_1_15,om_uie_75ov_hw_16_24,om_uie_75ov_hw_25_34,om_uie_75ov_hw_35_39,om_uie_75ov_hw_40,om_uie_75ov_hw_41_48,om_uie_75ov_hw_49mor,om_uie_75ov_hw_ns,om_uie_75ov_tot,om_uie_tot_hw_0,om_uie_tot_hw_1_15,om_uie_tot_hw_16_24,om_uie_tot_hw_25_34,om_uie_tot_hw_35_39,om_uie_tot_hw_40,om_uie_tot_hw_41_48,om_uie_tot_hw_49mor,om_uie_tot_hw_ns,om_uie_tot_tot,cfw_15_19_hw_0,cfw_15_19_hw_1_15,cfw_15_19_hw_16_24,cfw_15_19_hw_25_34,cfw_15_19_hw_35_39,cfw_15_19_hw_40,cfw_15_19_hw_41_48,cfw_15_19_hw_49mor,cfw_15_19_hw_ns,cfw_15_19_tot,cfw_20_24_hw_0,cfw_20_24_hw_1_15,cfw_20_24_hw_16_24,cfw_20_24_hw_25_34,cfw_20_24_hw_35_39,cfw_20_24_hw_40,cfw_20_24_hw_41_48,cfw_20_24_hw_49mor,cfw_20_24_hw_ns,cfw_20_24_tot,cfw_25_29_hw_0,cfw_25_29_hw_1_15,cfw_25_29_hw_16_24,cfw_25_29_hw_25_34,cfw_25_29_hw_35_39,cfw_25_29_hw_40,cfw_25_29_hw_41_48,cfw_25_29_hw_49mor,cfw_25_29_hw_ns,cfw_25_29_tot,cfw_30_34_hw_0,cfw_30_34_hw_1_15,cfw_30_34_hw_16_24,cfw_30_34_hw_25_34,cfw_30_34_hw_35_39,cfw_30_34_hw_40,cfw_30_34_hw_41_48,cfw_30_34_hw_49mor,cfw_30_34_hw_ns,cfw_30_34_tot,cfw_35_39_hw_0,cfw_35_39_hw_1_15,cfw_35_39_hw_16_24,cfw_35_39_hw_25_34,cfw_35_39_hw_35_39,cfw_35_39_hw_40,cfw_35_39_hw_41_48,cfw_35_39_hw_49mor,cfw_35_39_hw_ns,cfw_35_39_tot,cfw_40_44_hw_0,cfw_40_44_hw_1_15,cfw_40_44_hw_16_24,cfw_40_44_hw_25_34,cfw_40_44_hw_35_39,cfw_40_44_hw_40,cfw_40_44_hw_41_48,cfw_40_44_hw_49mor,cfw_40_44_hw_ns,cfw_40_44_tot,cfw_45_49_hw_0,cfw_45_49_hw_1_15,cfw_45_49_hw_16_24,cfw_45_49_hw_25_34,cfw_45_49_hw_35_39,cfw_45_49_hw_40,cfw_45_49_hw_41_48,cfw_45_49_hw_49mor,cfw_45_49_hw_ns,cfw_45_49_tot,cfw_50_54_hw_0,cfw_50_54_hw_1_15,cfw_50_54_hw_16_24,cfw_50_54_hw_25_34,cfw_50_54_hw_35_39,cfw_50_54_hw_40,cfw_50_54_hw_41_48,cfw_50_54_hw_49mor,cfw_50_54_hw_ns,cfw_50_54_tot,cfw_55_59_hw_0,cfw_55_59_hw_1_15,cfw_55_59_hw_16_24,cfw_55_59_hw_25_34,cfw_55_59_hw_35_39,cfw_55_59_hw_40,cfw_55_59_hw_41_48,cfw_55_59_hw_49mor,cfw_55_59_hw_ns,cfw_55_59_tot,cfw_60_64_hw_0,cfw_60_64_hw_1_15,cfw_60_64_hw_16_24,cfw_60_64_hw_25_34,cfw_60_64_hw_35_39,cfw_60_64_hw_40,cfw_60_64_hw_41_48,cfw_60_64_hw_49mor,cfw_60_64_hw_ns,cfw_60_64_tot,cfw_65_69_hw_0,cfw_65_69_hw_1_15,cfw_65_69_hw_16_24,cfw_65_69_hw_25_34,cfw_65_69_hw_35_39,cfw_65_69_hw_40,cfw_65_69_hw_41_48,cfw_65_69_hw_49mor,cfw_65_69_hw_ns,cfw_65_69_tot,cfw_70_74_hw_0,cfw_70_74_hw_1_15,cfw_70_74_hw_16_24,cfw_70_74_hw_25_34,cfw_70_74_hw_35_39,cfw_70_74_hw_40,cfw_70_74_hw_41_48,cfw_70_74_hw_49mor,cfw_70_74_hw_ns,cfw_70_74_tot,cfw_75ov_hw_0,cfw_75ov_hw_1_15,cfw_75ov_hw_16_24,cfw_75ov_hw_25_34,cfw_75ov_hw_35_39,cfw_75ov_hw_40,cfw_75ov_hw_41_48,cfw_75ov_hw_49mor,cfw_75ov_hw_ns,cfw_75ov_tot,cfw_tot_hw_0,cfw_tot_hw_1_15,cfw_tot_hw_16_24,cfw_tot_hw_25_34,cfw_tot_hw_35_39,cfw_tot_hw_40,cfw_tot_hw_41_48,cfw_tot_hw_49mor,cfw_tot_hw_ns,cfw_tot_tot,et_ns_15_19_hw_0,et_ns_15_19_hw_1_15,et_ns_15_19_hw_16_24,et_ns_15_19_hw_25_34,et_ns_15_19_hw_35_39,et_ns_15_19_hw_40,et_ns_15_19_hw_41_48,et_ns_15_19_hw_49mor,et_ns_15_19_hw_ns,et_ns_15_19_tot,et_ns_20_24_hw_0,et_ns_20_24_hw_1_15,et_ns_20_24_hw_16_24,et_ns_20_24_hw_25_34,et_ns_20_24_hw_35_39,et_ns_20_24_hw_40,et_ns_20_24_hw_41_48,et_ns_20_24_hw_49mor,et_ns_20_24_hw_ns,et_ns_20_24_tot,et_ns_25_29_hw_0,et_ns_25_29_hw_1_15,et_ns_25_29_hw_16_24,et_ns_25_29_hw_25_34,et_ns_25_29_hw_35_39,et_ns_25_29_hw_40,et_ns_25_29_hw_41_48,et_ns_25_29_hw_49mor,et_ns_25_29_hw_ns,et_ns_25_29_tot,et_ns_30_34_hw_0,et_ns_30_34_hw_1_15,et_ns_30_34_hw_16_24,et_ns_30_34_hw_25_34,et_ns_30_34_hw_35_39,et_ns_30_34_hw_40,et_ns_30_34_hw_41_48,et_ns_30_34_hw_49mor,et_ns_30_34_hw_ns,et_ns_30_34_tot,lga_name16
14000,3,33,11,6,7,11,0,5,0,83,90,804,486,541,290,554,232,612,45,3662,0,14,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,18,0,3,0,4,4,0,0,4,0,19,0,6,6,11,0,9,0,3,7,45,5,15,9,3,4,6,0,8,0,50,0,22,16,9,4,4,8,12,9,84,3,28,13,10,3,6,3,16,3,85,3,16,13,13,5,9,3,19,5,79,0,25,11,7,8,20,0,13,3,93,3,23,14,3,0,8,0,10,5,67,3,25,11,3,0,8,0,3,0,50,3,27,3,4,0,3,3,3,3,46,8,8,6,4,0,6,0,3,0,40,34,219,106,75,28,80,17,99,36,684,0,8,0,0,3,0,0,3,3,23,0,3,12,4,5,3,0,0,5,35,0,0,6,0,3,3,0,3,8,24,0,3,0,4,3,3,0,3,5,30,Hornsby (A)
14100,0,3,0,3,0,0,0,0,0,10,3,87,48,56,40,69,22,49,5,373,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,6,0,5,0,0,0,3,0,3,0,15,0,3,3,3,0,4,0,0,0,16,0,4,0,0,0,0,0,0,3,7,0,4,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,6,23,8,7,3,9,0,14,9,86,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Hunters Hill (A)
14170,4,17,19,13,0,3,0,8,5,67,138,1050,802,926,524,1086,433,1230,108,6302,0,11,3,0,0,0,0,0,7,16,0,6,4,0,0,3,0,3,0,25,3,12,6,0,0,7,0,9,3,44,0,22,12,4,0,16,0,7,3,73,3,17,9,12,8,9,0,9,5,74,7,20,17,16,3,15,3,17,7,99,5,21,22,14,11,10,0,31,6,107,3,20,11,18,13,18,0,32,4,116,3,17,6,5,3,15,0,16,0,68,0,17,11,10,11,6,4,18,4,88,3,18,16,9,4,4,0,6,3,60,3,16,3,5,0,3,0,3,0,32,0,12,6,4,3,3,3,3,4,38,25,201,126,96,64,97,22,154,50,845,0,6,3,0,0,0,0,0,3,14,3,3,10,3,3,4,0,0,10,48,3,5,8,3,6,7,3,3,11,42,3,9,8,8,5,16,3,11,23,81,Inner West (A)
14200,0,6,0,3,0,6,3,8,0,36,12,81,61,74,49,122,64,277,8,737,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,4,0,6,0,6,3,3,3,3,0,0,0,19,0,0,0,0,4,4,0,13,0,28,4,0,0,3,0,0,3,15,0,27,0,3,0,0,4,3,4,14,0,26,0,5,0,3,0,3,3,12,3,35,3,7,4,3,0,3,3,15,0,40,0,4,0,0,3,3,3,8,3,25,0,3,3,7,0,3,0,9,5,29,5,12,4,3,3,3,0,11,13,48,14,38,22,26,14,27,16,117,25,304,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,5,Inverell (A)
14400,0,3,3,0,0,0,0,4,0,16,40,141,100,129,51,136,55,167,10,814,0,3,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,4,4,0,0,0,0,4,0,17,0,9,3,0,0,3,3,3,0,20,0,5,4,3,0,0,0,3,0,15,0,11,0,0,0,0,0,0,0,15,0,15,4,0,0,6,0,9,0,34,0,11,3,0,0,0,0,6,0,24,3,7,0,0,0,0,0,0,0,13,0,3,4,0,0,0,0,0,0,14,5,66,21,10,10,16,5,32,3,170,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,Kiama (A)
14500,0,49,17,19,3,5,0,5,0,98,72,832,447,427,193,419,168,449,45,3053,0,10,0,0,0,0,0,0,0,12,0,6,3,0,0,0,0,0,0,6,0,0,0,3,4,6,0,3,0,17,3,8,0,5,0,9,0,0,0,30,0,11,3,0,3,4,0,4,3,36,0,26,11,4,4,3,0,10,0,59,3,26,11,14,3,14,3,14,3,88,3,24,6,7,0,4,3,14,3,64,0,29,13,7,0,7,0,13,4,67,0,26,6,3,3,4,0,6,0,54,3,33,14,9,0,3,0,4,5,66,0,28,7,4,0,3,0,0,0,50,0,27,9,6,0,6,0,5,3,50,20,238,96,66,20,67,8,74,21,611,0,0,0,0,0,0,0,0,4,5,0,3,0,4,4,0,0,0,3,14,0,0,0,0,3,5,0,3,7,16,0,0,3,0,0,0,0,0,8,16,Ku-ring-gai (A)
14550,0,5,4,0,0,3,3,11,3,34,13,63,49,47,23,85,35,192,13,524,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,3,14,0,3,0,0,0,0,0,10,0,14,4,0,3,0,0,3,0,3,0,15,0,4,0,0,0,0,0,9,0,15,0,0,7,4,0,3,0,17,0,30,0,0,3,0,0,3,0,15,0,26,0,6,5,9,0,8,0,10,0,38,0,3,3,0,0,0,0,8,0,13,0,0,7,4,0,3,8,5,0,26,4,26,28,16,4,22,15,79,6,204,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kyogle (A)
14600,0,3,3,3,0,3,0,11,3,20,9,30,21,39,21,58,25,175,8,382,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,7,3,15,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,5,0,9,0,11,0,0,0,3,0,5,0,3,0,15,0,3,0,0,0,6,0,9,0,23,0,0,0,0,0,3,0,12,0,14,0,0,0,0,0,3,0,15,0,26,0,0,0,0,0,3,3,16,0,23,0,0,3,0,0,0,0,8,0,15,0,5,0,3,0,7,3,5,0,21,6,24,6,12,3,30,11,98,7,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,Lachlan (A)
14650,0,21,6,10,0,3,3,3,0,42,106,872,590,668,371,691,293,771,44,4411,3,8,0,0,0,0,0,0,0,18,3,5,3,0,0,0,0,4,3,23,0,11,0,0,3,4,0,0,0,17,3,19,7,8,4,3,0,7,3,58,7,22,11,5,0,8,7,9,0,66,0,24,6,11,10,15,0,16,4,86,3,22,16,11,0,7,4,17,3,89,0,29,15,13,8,9,4,18,3,94,3,17,6,14,4,10,9,11,3,79,3,25,17,8,6,10,0,16,3,79,0,29,11,16,5,7,0,3,3,74,3,28,6,3,4,3,0,5,3,55,3,15,9,0,4,0,0,3,3,37,36,256,104,91,41,75,23,121,28,769,3,19,3,5,0,0,0,0,7,37,4,5,10,8,6,11,4,0,14,60,0,3,7,4,3,3,3,4,7,35,6,4,0,3,4,6,4,3,9,44,Lake Macquarie (C)
14700,3,9,0,0,0,3,0,0,0,20,20,254,123,170,87,150,66,189,16,1075,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,0,14,0,6,0,3,0,3,0,4,0,18,0,4,3,3,0,3,3,3,0,22,0,3,6,0,0,4,0,3,0,19,0,6,6,3,0,3,0,3,0,18,0,6,0,0,0,0,0,0,0,13,0,9,7,3,0,0,0,0,0,17,0,4,3,3,0,0,0,4,0,10,0,4,0,0,0,0,0,0,0,11,7,62,32,13,8,17,6,25,9,178,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,14,0,0,4,0,0,3,0,0,3,13,0,0,0,0,0,0,0,0,0,7,Lane Cove (A)
14750,0,0,8,0,3,0,3,0,0,12,16,35,44,35,26,56,41,131,3,386,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,5,0,13,0,3,0,0,0,4,0,0,0,10,0,5,0,0,0,3,0,5,0,20,3,0,0,3,5,4,0,3,0,19,0,3,3,0,4,0,3,3,0,20,0,6,0,0,3,3,0,3,0,15,0,3,3,0,0,4,0,5,0,13,0,3,3,3,0,9,0,4,3,19,0,3,3,0,0,3,0,0,4,18,8,36,16,9,12,27,7,36,12,172,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,Leeton (A)
14850,0,13,4,3,6,3,8,11,3,47,39,280,216,264,141,291,150,557,34,1973,0,3,0,0,0,0,0,0,3,7,0,7,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,3,11,0,9,0,0,0,0,0,0,0,16,0,3,0,4,0,3,0,0,0,15,0,8,0,7,4,5,0,6,3,30,3,5,0,3,0,9,0,8,3,34,0,5,4,5,0,8,3,10,6,44,0,14,0,10,3,6,3,16,3,54,0,12,8,3,4,3,0,12,4,48,0,12,10,7,4,5,3,17,6,62,0,3,3,4,0,3,0,3,0,24,4,11,9,4,0,0,4,7,13,45,12,98,41,48,17,37,17,82,41,399,0,5,5,0,3,0,0,0,4,15,0,0,0,0,10,0,0,0,3,17,0,0,0,0,3,0,0,3,3,11,0,3,0,5,0,0,3,0,3,19,Lismore (C)
14870,0,0,9,0,0,3,0,3,0,17,19,73,52,66,33,89,36,149,10,528,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,7,3,0,0,0,0,0,0,14,0,4,0,0,0,0,0,3,0,11,0,0,4,7,0,0,0,7,0,19,3,7,3,0,0,4,0,5,0,21,0,6,8,7,5,3,0,0,0,27,0,3,3,0,3,3,4,4,0,23,0,11,6,0,0,0,3,3,0,21,0,10,3,3,0,4,0,3,0,22,9,48,34,24,8,16,7,35,5,182,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,3,9,3,0,0,0,0,0,0,0,0,4,Lithgow (C)
14900,3,9,7,8,0,0,0,3,0,29,61,533,391,470,336,682,259,824,98,3649,3,20,0,0,0,0,0,0,4,35,0,18,11,3,0,5,0,3,0,44,6,12,9,0,3,3,0,0,9,36,3,27,9,3,7,12,0,7,9,75,0,32,13,9,3,5,3,7,5,78,3,30,15,13,3,14,4,7,8,88,0,20,13,16,0,11,4,17,5,100,3,13,15,11,3,11,0,15,6,78,5,27,7,9,3,6,0,10,8,72,0,18,8,12,3,7,3,4,5,58,3,18,4,0,3,4,0,4,0,38,0,9,7,7,3,0,0,0,0,29,5,10,0,0,0,0,0,0,0,18,35,251,124,76,25,77,18,84,59,749,3,14,9,3,7,6,0,4,11,51,0,8,14,9,6,11,3,3,28,78,10,0,0,3,6,21,0,4,25,73,11,3,8,3,10,6,0,8,17,61,Liverpool (C)
14920,0,5,0,8,3,3,3,4,0,23,12,34,27,49,22,59,36,174,3,409,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,7,0,13,3,0,0,3,0,0,0,11,0,17,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0,3,0,8,3,16,0,0,3,0,0,7,0,9,3,23,0,3,0,0,0,0,7,11,0,19,0,3,3,3,0,3,0,8,0,22,0,3,3,0,0,0,0,8,0,22,3,27,13,11,3,20,9,58,15,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,Liverpool Plains (A)
14950,0,0,0,0,0,0,0,0,0,5,3,14,19,17,6,20,14,112,3,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,8,0,0,3,3,0,0,0,3,0,11,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,9,0,10,0,4,0,0,0,3,0,3,0,18,0,4,3,3,0,0,0,9,0,16,0,0,0,0,0,0,0,4,0,6,0,4,0,0,0,0,3,3,3,14,0,19,6,3,0,13,12,44,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockhart (A)
15050,0,6,3,4,0,5,0,3,0,18,44,305,175,243,125,256,104,321,22,1595,0,6,5,0,0,0,0,0,0,13,0,3,3,0,0,0,0,5,3,16,3,3,5,3,0,4,0,0,0,25,0,8,0,3,3,0,0,3,0,29,3,6,3,5,0,4,0,8,0,22,3,11,3,0,5,5,0,9,0,35,0,11,10,0,3,3,0,5,0,32,0,10,3,3,0,4,3,10,4,34,3,7,3,4,0,0,3,17,0,35,0,8,3,9,0,0,0,11,0,38,0,10,4,6,3,0,5,5,0,39,0,4,4,0,0,7,0,8,3,28,0,7,3,3,0,0,0,0,4,16,16,98,50,36,13,32,12,79,19,359,0,8,0,3,0,0,0,0,7,20,0,3,3,3,3,5,0,0,4,24,0,0,0,3,0,4,0,0,4,6,5,0,0,3,0,0,0,0,3,15,Maitland (C)
15240,4,18,8,6,3,14,3,28,0,87,97,462,318,392,238,502,205,786,48,3049,3,10,0,0,0,0,0,0,6,21,0,4,0,0,3,0,0,0,3,9,0,4,0,3,0,0,0,4,0,21,3,13,0,0,0,0,0,3,0,23,3,3,3,3,4,6,0,8,3,34,0,11,8,3,4,9,3,19,0,64,4,12,10,4,8,5,3,24,5,76,3,17,14,10,5,7,4,22,6,93,5,23,5,9,7,10,6,32,0,97,5,30,12,17,4,9,9,32,6,123,8,38,18,17,3,9,4,17,4,113,8,25,11,15,3,9,7,12,5,91,8,20,11,9,4,8,0,12,13,76,42,213,98,91,41,70,32,193,50,839,3,22,3,0,9,0,0,0,13,48,3,5,5,3,0,3,0,3,9,27,0,0,4,3,3,3,3,0,7,33,0,0,0,0,3,3,0,3,10,22,Mid-Coast (A)
15270,0,4,5,6,7,3,3,10,0,48,35,126,111,101,77,152,68,292,11,970,0,9,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,7,3,3,0,3,0,4,0,22,0,3,0,0,0,3,0,3,0,15,0,3,3,3,0,0,0,4,0,16,0,0,0,3,0,0,0,0,0,16,0,5,0,4,0,4,7,15,0,30,0,10,0,3,0,5,0,18,3,42,3,9,3,5,4,6,3,20,0,55,0,9,4,7,3,5,3,18,0,61,0,14,3,8,3,4,4,15,4,58,0,6,6,8,4,4,0,8,4,43,4,77,32,46,24,40,19,123,14,381,0,0,0,0,0,0,0,0,3,13,0,0,0,3,0,8,0,0,5,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,15,Mid-Western Regional (A)
15300,4,5,0,7,0,0,0,6,0,25,23,54,43,46,54,83,41,308,16,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,3,0,0,0,0,0,9,0,14,0,3,0,0,0,3,3,17,0,22,0,0,0,0,0,4,0,19,0,30,0,4,0,7,0,3,0,14,6,30,3,3,0,3,3,4,4,14,0,37,0,6,3,0,0,9,3,6,7,30,0,7,0,5,3,0,0,3,5,20,4,3,0,0,0,5,0,5,0,21,9,33,15,19,11,24,10,89,17,222,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,12,Moree Plains (A)
15350,0,15,7,3,0,0,0,0,0,30,20,230,163,146,82,150,73,153,12,1029,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,7,0,0,0,0,0,3,0,13,0,4,0,3,0,0,0,3,0,16,0,3,0,0,0,0,0,11,3,22,0,6,7,4,4,5,0,3,0,32,0,4,5,4,0,0,0,3,0,18,0,8,0,3,0,0,0,3,0,16,0,13,8,0,0,3,0,0,0,34,0,14,3,0,0,0,0,0,0,19,3,10,3,3,0,0,3,4,3,28,10,77,31,17,12,16,7,34,11,210,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Mosman (A)
15520,0,3,6,0,3,3,3,10,0,23,18,37,38,46,27,69,53,233,11,537,4,4,0,5,0,0,0,0,0,13,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,3,0,8,0,7,0,4,0,0,0,9,0,18,0,0,0,0,0,3,0,7,4,16,0,3,0,0,0,3,0,13,0,30,3,0,0,0,0,3,0,27,3,37,0,8,5,4,6,3,4,26,0,48,3,4,3,3,4,8,0,15,0,45,0,3,3,0,0,4,0,13,0,23,0,8,0,3,0,3,7,9,0,32,3,10,3,4,0,0,0,9,0,32,17,51,22,20,11,36,11,142,14,320,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,Murray River (A)
15560,0,3,0,3,0,4,0,3,0,13,13,13,9,16,7,42,17,86,4,222,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,7,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,3,0,11,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,3,0,4,0,12,0,0,3,0,0,3,0,6,0,17,3,3,0,0,0,4,0,11,0,23,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,14,10,11,13,12,5,10,3,44,10,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Murrumbidgee (A)
15650,0,4,0,3,0,0,0,3,0,9,11,64,37,46,39,43,25,121,10,392,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,0,3,3,0,0,3,0,3,0,18,0,4,0,0,3,0,0,6,0,19,0,0,0,3,0,3,0,7,0,13,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,3,0,3,0,8,0,6,0,3,0,3,0,7,0,17,0,3,0,4,0,3,0,0,0,14,3,29,12,12,4,14,8,41,10,126,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,Muswellbrook (A)
15700,0,3,0,0,0,3,0,3,0,17,33,114,99,84,55,110,47,187,14,737,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,7,4,3,0,0,0,3,0,9,0,3,0,0,0,0,0,7,0,10,0,3,0,0,0,3,3,9,3,18,0,5,0,0,0,4,0,0,0,14,0,3,0,0,0,4,0,14,0,23,0,5,0,3,3,0,0,0,0,16,0,8,4,3,0,3,0,5,0,29,0,6,4,9,3,8,0,11,3,35,0,0,0,0,0,0,0,6,3,14,3,3,0,7,3,3,0,8,0,33,10,43,18,27,8,27,5,58,11,213,0,4,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,9,Nambucca (A)
15750,3,7,3,0,0,4,0,8,0,24,22,52,33,42,31,92,38,232,12,564,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,10,0,3,0,3,0,0,0,6,0,15,0,5,0,4,0,0,0,3,3,13,0,0,3,0,0,8,3,12,6,23,0,0,0,0,0,0,0,3,0,10,0,3,0,0,3,3,0,13,0,27,0,3,0,3,0,8,0,18,3,41,0,4,3,0,3,3,0,11,0,26,7,4,10,3,0,6,0,17,0,46,0,8,0,3,0,0,0,8,3,18,0,3,3,4,0,5,0,3,10,29,19,35,24,22,10,34,8,94,23,264,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,7,10,Narrabri (A)
