lga_code16,om_uie_75ov_hw_0,om_uie_75ov_hw_1_15,om_uie_75ov_hw_16_24,om_uie_75ov_hw_25_34,om_uie_75ov_hw_35_39,om_uie_75ov_hw_40,om_uie_75ov_hw_41_48,om_uie_75ov_hw_49mor,om_uie_75ov_hw_ns,om_uie_75ov_tot,om_uie_tot_hw_0,om_uie_tot_hw_1_15,om_uie_tot_hw_16_24,om_uie_tot_hw_25_34,om_uie_tot_hw_35_39,om_uie_tot_hw_40,om_uie_tot_hw_41_48,om_uie_tot_hw_49mor,om_uie_tot_hw_ns,om_uie_tot_tot,cfw_15_19_hw_0,cfw_15_19_hw_1_15,cfw_15_19_hw_16_24,cfw_15_19_hw_25_34,cfw_15_19_hw_35_39,cfw_15_19_hw_40,cfw_15_19_hw_41_48,cfw_15_19_hw_49mor,cfw_15_19_hw_ns,cfw_15_19_tot,cfw_20_24_hw_0,cfw_20_24_hw_1_15,cfw_20_24_hw_16_24,cfw_20_24_hw_25_34,cfw_20_24_hw_35_39,cfw_20_24_hw_40,cfw_20_24_hw_41_48,cfw_20_24_hw_49mor,cfw_20_24_hw_ns,cfw_20_24_tot,cfw_25_29_hw_0,cfw_25_29_hw_1_15,cfw_25_29_hw_16_24,cfw_25_29_hw_25_34,cfw_25_29_hw_35_39,cfw_25_29_hw_40,cfw_25_29_hw_41_48,cfw_25_29_hw_49mor,cfw_25_29_hw_ns,cfw_25_29_tot,cfw_30_34_hw_0,cfw_30_34_hw_1_15,cfw_30_34_hw_16_24,cfw_30_34_hw_25_34,cfw_30_34_hw_35_39,cfw_30_34_hw_40,cfw_30_34_hw_41_48,cfw_30_34_hw_49mor,cfw_30_34_hw_ns,cfw_30_34_tot,cfw_35_39_hw_0,cfw_35_39_hw_1_15,cfw_35_39_hw_16_24,cfw_35_39_hw_25_34,cfw_35_39_hw_35_39,cfw_35_39_hw_40,cfw_35_39_hw_41_48,cfw_35_39_hw_49mor,cfw_35_39_hw_ns,cfw_35_39_tot,cfw_40_44_hw_0,cfw_40_44_hw_1_15,cfw_40_44_hw_16_24,cfw_40_44_hw_25_34,cfw_40_44_hw_35_39,cfw_40_44_hw_40,cfw_40_44_hw_41_48,cfw_40_44_hw_49mor,cfw_40_44_hw_ns,cfw_40_44_tot,cfw_45_49_hw_0,cfw_45_49_hw_1_15,cfw_45_49_hw_16_24,cfw_45_49_hw_25_34,cfw_45_49_hw_35_39,cfw_45_49_hw_40,cfw_45_49_hw_41_48,cfw_45_49_hw_49mor,cfw_45_49_hw_ns,cfw_45_49_tot,cfw_50_54_hw_0,cfw_50_54_hw_1_15,cfw_50_54_hw_16_24,cfw_50_54_hw_25_34,cfw_50_54_hw_35_39,cfw_50_54_hw_40,cfw_50_54_hw_41_48,cfw_50_54_hw_49mor,cfw_50_54_hw_ns,cfw_50_54_tot,cfw_55_59_hw_0,cfw_55_59_hw_1_15,cfw_55_59_hw_16_24,cfw_55_59_hw_25_34,cfw_55_59_hw_35_39,cfw_55_59_hw_40,cfw_55_59_hw_41_48,cfw_55_59_hw_49mor,cfw_55_59_hw_ns,cfw_55_59_tot,cfw_60_64_hw_0,cfw_60_64_hw_1_15,cfw_60_64_hw_16_24,cfw_60_64_hw_25_34,cfw_60_64_hw_35_39,cfw_60_64_hw_40,cfw_60_64_hw_41_48,cfw_60_64_hw_49mor,cfw_60_64_hw_ns,cfw_60_64_tot,cfw_65_69_hw_0,cfw_65_69_hw_1_15,cfw_65_69_hw_16_24,cfw_65_69_hw_25_34,cfw_65_69_hw_35_39,cfw_65_69_hw_40,cfw_65_69_hw_41_48,cfw_65_69_hw_49mor,cfw_65_69_hw_ns,cfw_65_69_tot,cfw_70_74_hw_0,cfw_70_74_hw_1_15,cfw_70_74_hw_16_24,cfw_70_74_hw_25_34,cfw_70_74_hw_35_39,cfw_70_74_hw_40,cfw_70_74_hw_41_48,cfw_70_74_hw_49mor,cfw_70_74_hw_ns,cfw_70_74_tot,cfw_75ov_hw_0,cfw_75ov_hw_1_15,cfw_75ov_hw_16_24,cfw_75ov_hw_25_34,cfw_75ov_hw_35_39,cfw_75ov_hw_40,cfw_75ov_hw_41_48,cfw_75ov_hw_49mor,cfw_75ov_hw_ns,cfw_75ov_tot,cfw_tot_hw_0,cfw_tot_hw_1_15,cfw_tot_hw_16_24,cfw_tot_hw_25_34,cfw_tot_hw_35_39,cfw_tot_hw_40,cfw_tot_hw_41_48,cfw_tot_hw_49mor,cfw_tot_hw_ns,cfw_tot_tot,et_ns_15_19_hw_0,et_ns_15_19_hw_1_15,et_ns_15_19_hw_16_24,et_ns_15_19_hw_25_34,et_ns_15_19_hw_35_39,et_ns_15_19_hw_40,et_ns_15_19_hw_41_48,et_ns_15_19_hw_49mor,et_ns_15_19_hw_ns,et_ns_15_19_tot,et_ns_20_24_hw_0,et_ns_20_24_hw_1_15,et_ns_20_24_hw_16_24,et_ns_20_24_hw_25_34,et_ns_20_24_hw_35_39,et_ns_20_24_hw_40,et_ns_20_24_hw_41_48,et_ns_20_24_hw_49mor,et_ns_20_24_hw_ns,et_ns_20_24_tot,et_ns_25_29_hw_0,et_ns_25_29_hw_1_15,et_ns_25_29_hw_16_24,et_ns_25_29_hw_25_34,et_ns_25_29_hw_35_39,et_ns_25_29_hw_40,et_ns_25_29_hw_41_48,et_ns_25_29_hw_49mor,et_ns_25_29_hw_ns,et_ns_25_29_tot,et_ns_30_34_hw_0,et_ns_30_34_hw_1_15,et_ns_30_34_hw_16_24,et_ns_30_34_hw_25_34,et_ns_30_34_hw_35_39,et_ns_30_34_hw_40,et_ns_30_34_hw_41_48,et_ns_30_34_hw_49mor,et_ns_30_34_hw_ns,et_ns_30_34_tot,lga_name16
18450,4,12,5,7,0,5,0,10,0,50,112,837,601,656,427,788,340,1008,66,4840,0,22,0,0,0,0,0,0,5,33,0,12,3,0,0,0,0,0,0,24,4,7,3,6,0,4,0,3,4,30,0,20,9,3,0,3,3,3,4,45,5,18,12,7,5,3,0,13,4,76,0,19,6,10,0,6,3,11,3,74,0,16,7,11,5,13,3,20,8,84,3,26,13,13,4,15,3,26,3,97,0,22,7,8,5,18,0,18,6,78,3,20,6,11,3,9,4,4,8,62,3,17,10,12,0,6,5,4,3,61,0,14,7,5,3,0,0,0,5,32,6,13,3,3,0,0,0,6,5,37,24,224,92,81,42,77,32,106,59,738,0,21,7,5,7,7,0,0,19,61,3,14,9,6,12,9,0,3,18,64,7,6,3,9,8,9,3,4,10,60,9,5,4,5,3,10,0,3,6,52,Wollongong (C)
18500,4,25,6,14,3,7,0,3,3,71,62,489,313,329,178,399,170,374,33,2347,0,6,0,0,0,0,0,0,0,5,0,6,3,4,0,0,0,0,0,12,0,0,0,0,0,0,4,3,0,10,0,4,5,0,0,3,3,4,0,14,0,12,4,8,4,3,0,3,0,34,3,12,10,8,4,5,0,8,3,47,3,13,11,5,5,5,0,10,3,59,3,16,11,8,3,7,0,11,0,55,0,11,13,12,3,3,3,5,0,42,5,10,3,10,0,3,4,5,4,45,3,27,12,5,0,6,3,6,0,56,3,19,12,10,0,0,0,0,3,45,5,29,17,5,0,0,0,0,0,54,23,153,87,68,19,36,15,61,16,486,0,4,0,0,0,0,0,0,6,10,0,4,0,0,3,4,0,0,3,18,0,0,0,0,0,3,0,0,0,11,0,3,0,0,0,3,0,3,8,18,Woollahra (A)
18710,0,3,3,4,3,3,0,5,0,30,25,93,50,81,48,82,38,168,6,591,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10,0,7,0,5,0,3,0,3,0,13,0,3,0,0,0,4,0,3,0,15,0,3,3,0,0,0,0,3,0,13,0,3,5,7,0,3,0,3,0,14,0,7,3,0,0,4,3,10,0,29,0,6,6,10,3,3,0,17,3,44,4,9,5,5,0,8,3,14,3,53,3,7,8,5,4,4,0,12,0,40,0,8,6,6,7,7,0,6,3,41,17,53,37,34,18,37,11,66,14,284,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,8,3,4,6,3,21,3,76,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,5,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,5,12,4,0,0,4,3,26,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unincorporated NSW
20110,3,3,0,0,0,0,0,4,0,11,28,78,57,71,42,83,55,165,14,593,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,3,0,12,0,6,0,3,0,0,0,4,0,17,0,0,6,0,0,6,0,3,4,22,0,0,4,3,0,3,0,4,0,19,0,0,3,3,0,0,3,8,0,21,0,5,4,5,4,3,0,7,0,31,0,8,0,3,0,0,3,9,0,29,3,4,3,4,0,6,0,5,0,29,3,4,3,0,0,0,0,0,3,19,3,0,5,4,3,7,3,0,0,33,15,38,33,28,15,29,8,48,13,237,0,5,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Alpine (S)
20260,0,7,0,0,0,4,3,3,3,21,17,52,30,50,19,57,32,147,8,419,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,16,0,3,0,3,0,0,0,4,0,17,0,0,0,0,3,3,3,9,0,17,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,3,0,18,0,29,0,5,3,4,0,7,3,10,0,42,0,5,6,4,0,6,0,12,0,34,0,8,4,0,0,3,0,0,3,26,0,6,0,3,0,3,0,0,4,19,7,33,22,19,8,40,9,72,16,231,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,Ararat (RC)
20570,4,15,6,3,3,6,0,0,0,31,58,421,273,342,208,396,219,549,51,2516,0,14,0,0,0,0,0,0,4,17,0,8,4,3,0,0,0,0,3,18,0,7,0,0,0,0,0,3,0,14,3,19,4,3,0,4,0,6,0,42,0,24,7,5,3,6,3,17,3,66,0,10,7,7,3,5,7,12,3,53,0,5,6,8,6,11,3,15,0,56,0,10,10,9,3,8,0,19,0,68,3,19,12,4,3,4,0,27,4,74,9,15,9,12,3,6,4,15,0,70,3,22,10,6,6,7,3,12,3,78,3,9,3,8,3,0,3,6,3,32,0,8,3,4,3,0,0,0,6,34,27,172,77,65,29,49,27,131,38,616,0,20,0,3,3,0,3,0,8,44,5,10,3,4,3,10,4,0,12,46,4,6,0,8,0,8,3,9,5,40,3,0,0,0,7,4,4,3,11,39,Ballarat (C)
20660,0,14,3,9,3,0,0,3,0,39,74,622,367,460,240,433,178,457,46,2885,0,7,0,0,0,0,0,0,0,11,0,5,3,0,0,3,0,3,0,18,0,5,3,3,3,0,0,3,3,26,0,6,0,12,4,8,0,3,3,34,0,24,0,9,3,8,0,12,0,52,0,13,8,13,0,8,0,7,0,40,0,12,5,12,5,5,3,15,0,57,0,13,6,12,5,9,3,15,0,64,3,17,3,6,0,10,3,7,0,52,3,18,6,3,3,5,0,5,0,42,0,23,9,5,0,3,0,7,4,46,0,17,0,0,0,3,3,8,0,35,4,3,4,3,0,3,0,0,0,20,12,169,55,76,21,57,19,73,17,502,0,6,0,0,0,0,0,0,5,13,3,5,5,9,6,8,3,0,3,42,3,5,0,0,3,3,3,3,10,30,4,0,0,4,4,9,0,3,4,31,Banyule (C)
20740,4,5,5,9,3,5,3,6,0,46,78,227,123,180,99,229,100,296,20,1344,0,3,0,0,0,0,0,0,3,6,0,3,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,11,0,4,6,3,0,0,0,0,0,15,0,7,0,5,0,0,0,6,0,20,0,4,0,3,0,3,0,15,3,34,3,7,0,4,0,3,0,19,0,39,0,7,4,9,3,4,4,12,3,48,3,15,4,9,0,3,3,8,3,51,4,7,7,4,0,4,3,6,5,38,3,3,3,4,3,6,0,11,0,32,3,7,0,5,0,3,0,4,0,26,16,73,32,46,13,37,11,86,22,339,0,8,0,3,0,0,0,0,5,19,0,0,0,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,4,9,0,0,0,3,0,0,0,5,3,11,Bass Coast (S)
20830,3,18,6,10,9,7,6,20,0,81,41,286,166,235,138,300,116,582,38,1901,0,10,0,0,0,0,0,0,4,14,0,4,3,0,0,0,0,0,0,12,0,8,0,0,0,0,0,3,0,16,0,8,4,3,0,0,0,7,3,23,3,12,4,3,0,4,3,3,0,33,0,14,0,5,7,3,0,18,0,46,0,12,6,0,0,3,3,17,0,48,3,10,5,6,0,3,0,17,0,55,0,10,4,4,0,6,3,28,0,61,4,14,15,7,0,10,3,18,0,70,5,14,8,7,0,3,3,20,8,71,6,11,3,6,0,8,0,10,5,50,6,14,3,3,0,7,0,6,3,50,35,154,56,45,23,45,17,148,32,548,3,9,0,0,0,0,0,0,4,21,0,3,3,3,8,0,3,5,3,29,0,0,0,0,4,4,0,0,8,16,0,4,3,0,0,3,0,3,0,18,Baw Baw (S)
20910,3,19,9,8,3,0,0,0,0,56,70,657,409,569,269,497,207,497,49,3221,0,8,3,0,0,0,0,0,0,12,4,7,0,0,0,0,0,3,3,18,0,0,9,0,5,4,0,3,0,15,0,9,0,4,0,8,0,3,0,26,0,19,11,4,0,6,0,5,3,49,4,20,12,7,0,12,3,14,4,68,0,18,19,12,7,10,0,16,3,79,0,15,10,4,4,6,0,19,0,63,5,9,8,8,0,12,0,11,3,62,3,20,15,10,0,6,4,8,4,72,3,24,4,5,0,8,0,0,0,46,3,20,10,5,0,3,0,0,3,45,0,21,7,7,0,0,0,0,0,45,26,201,108,74,18,69,13,86,19,616,0,4,3,0,0,0,0,0,3,14,0,6,3,3,0,0,0,3,9,23,0,0,0,0,0,5,0,0,7,17,0,0,0,3,3,5,0,0,9,20,Bayside (C)
21010,5,8,0,0,0,0,0,6,0,21,28,61,51,79,41,74,42,196,7,576,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,0,13,4,0,0,0,0,0,0,9,4,15,0,0,0,0,0,5,0,7,3,12,0,5,3,4,4,9,0,9,3,37,6,11,3,3,0,3,3,3,3,30,0,4,3,6,0,4,3,7,3,28,0,4,3,3,4,3,0,6,0,24,3,5,3,0,5,0,0,3,0,25,16,47,27,15,14,29,9,46,16,219,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,Benalla (RC)
21110,6,58,18,12,8,3,3,4,3,122,117,1056,637,780,391,797,325,812,87,5006,4,18,0,0,0,0,0,0,3,24,0,14,6,6,0,0,0,0,5,34,0,12,3,3,4,4,0,10,4,44,0,18,13,8,3,11,3,16,0,70,3,40,10,14,7,15,0,6,3,99,3,49,21,23,12,21,4,21,3,157,3,38,24,21,9,13,9,32,5,165,3,34,15,20,4,16,3,17,3,122,3,29,10,19,11,10,0,23,3,110,3,28,20,15,11,5,3,11,7,104,3,35,15,9,0,7,3,10,4,92,4,37,4,10,0,3,0,5,8,76,5,25,8,5,0,4,0,0,8,56,38,369,150,157,68,119,29,156,64,1156,0,7,3,0,0,0,0,0,3,24,0,12,10,5,8,0,0,0,13,48,0,11,3,3,9,14,3,3,10,49,0,4,3,6,5,10,5,5,15,49,Boroondara (C)
21180,0,3,3,7,0,0,0,7,0,14,82,507,354,465,311,603,219,635,103,3271,0,13,0,3,0,0,0,0,0,14,0,23,8,4,0,0,0,4,0,41,0,16,5,4,3,5,0,9,7,43,0,25,12,6,3,8,3,9,14,85,5,17,9,11,10,12,0,15,3,89,0,28,7,15,8,12,4,9,10,104,0,23,15,16,5,13,6,16,10,100,0,21,6,9,0,16,4,19,7,89,4,13,5,14,5,11,4,16,5,77,0,12,10,5,3,0,3,5,0,48,3,6,3,8,0,0,0,0,0,36,5,10,5,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,7,19,213,88,108,53,81,29,107,55,755,3,19,0,0,3,3,3,0,6,42,5,11,11,4,12,6,5,7,28,88,9,7,5,6,14,14,3,6,18,74,4,5,7,7,15,15,5,14,24,96,Brimbank (C)
21270,3,4,0,0,3,3,0,3,0,14,13,28,22,26,16,45,20,105,4,279,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,9,0,16,0,4,0,3,0,0,3,11,0,18,0,0,0,0,0,0,0,24,0,30,0,0,4,3,0,6,0,11,3,30,3,0,6,6,3,13,0,22,0,47,0,3,0,3,0,6,0,29,0,49,0,3,0,3,0,9,4,6,3,33,0,6,0,0,0,4,0,6,0,23,0,5,0,3,0,3,0,7,7,37,7,42,11,32,8,43,11,135,20,306,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buloke (S)
21370,0,12,7,9,0,6,4,8,0,53,50,208,116,164,106,216,134,587,27,1615,6,19,3,3,0,0,0,0,4,32,0,5,0,3,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,14,0,4,4,4,0,0,0,7,0,19,0,5,0,0,3,0,0,15,3,31,0,4,6,3,3,3,3,16,3,46,0,3,6,4,3,7,3,27,0,51,0,8,8,4,0,10,0,32,5,69,3,7,9,10,3,11,3,40,3,81,0,12,4,12,4,8,11,30,4,79,3,6,8,3,0,8,3,20,3,63,0,4,8,10,3,7,0,10,4,50,4,16,3,11,3,7,3,7,8,57,25,102,55,68,20,52,28,200,43,600,0,12,0,0,0,0,0,0,3,23,4,3,0,4,0,0,0,0,8,19,0,3,4,0,3,0,0,0,3,12,0,0,0,0,3,0,0,3,0,13,Campaspe (S)
21450,0,12,11,5,6,3,0,12,3,49,66,394,284,320,191,358,155,511,45,2324,0,13,0,0,0,0,0,0,0,11,0,3,3,0,0,0,0,0,3,11,0,5,3,0,0,0,0,3,0,9,0,20,5,4,0,6,3,9,0,47,3,27,5,5,3,7,0,14,0,64,3,12,10,6,0,4,0,6,0,52,0,17,13,5,0,4,3,13,0,60,3,17,8,9,0,13,0,20,0,66,3,7,4,5,0,7,3,25,5,66,0,15,3,14,4,3,0,5,3,48,4,18,8,3,0,3,0,4,0,38,0,13,3,3,0,5,0,10,0,45,0,10,15,7,0,5,3,10,10,56,15,174,82,65,13,64,17,127,22,574,0,13,3,3,4,0,3,0,11,33,0,4,0,3,4,7,0,0,3,23,0,0,0,5,6,0,0,5,17,31,0,0,0,0,0,3,0,4,0,13,Cardinia (S)
21610,0,23,10,9,0,3,0,3,0,51,126,931,685,861,529,963,405,924,77,5495,3,25,8,3,0,0,0,0,7,42,0,20,9,7,6,0,3,6,8,57,0,18,9,5,7,8,9,13,3,62,3,37,14,7,14,4,0,14,11,103,0,39,16,7,10,8,4,23,6,120,8,36,15,13,5,18,4,21,8,125,0,37,21,26,7,14,8,22,5,127,3,35,13,10,11,14,4,23,4,117,4,36,16,11,10,8,0,17,10,109,6,24,11,16,3,7,0,19,7,94,3,16,6,7,3,0,3,8,7,55,3,12,0,0,4,0,0,4,0,29,0,9,9,4,0,4,0,0,6,35,39,347,146,106,67,88,43,170,67,1077,0,25,4,0,0,0,0,0,7,35,0,4,10,5,10,11,0,4,21,64,0,6,8,6,10,7,3,3,11,55,8,8,3,6,16,12,0,8,13,75,Casey (C)
21670,0,0,8,4,0,0,0,0,0,19,7,57,56,69,36,51,27,94,9,396,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,9,0,14,0,0,0,0,0,3,0,3,0,10,0,0,0,0,3,3,0,3,0,14,0,0,0,3,0,5,0,5,0,16,0,3,3,7,3,0,0,8,0,19,0,3,0,0,0,3,0,0,0,10,4,0,0,0,0,0,0,0,0,14,11,15,11,13,5,10,6,39,3,126,0,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,Central Goldfields (S)
21750,4,7,0,11,3,0,7,8,4,48,43,160,89,127,80,125,62,364,17,1061,0,4,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,18,0,3,0,3,4,0,3,5,0,20,0,3,3,3,0,4,0,13,0,28,3,6,3,0,0,4,3,5,0,20,0,3,3,3,3,9,0,20,4,51,4,3,4,3,0,4,4,12,3,35,3,4,4,0,0,3,0,18,0,35,8,8,8,5,0,3,3,15,0,47,0,4,0,7,0,4,0,15,4,36,0,9,3,0,0,8,3,5,0,27,16,61,23,34,12,35,13,112,18,328,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,8,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,4,0,4,4,12,Colac-Otway (S)
21830,4,3,6,13,3,3,4,11,0,51,43,117,56,108,38,132,77,668,12,1250,0,6,0,0,0,0,0,3,6,17,0,3,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,6,0,7,0,5,0,0,0,0,0,6,0,16,0,0,0,0,3,3,0,18,0,31,0,5,7,0,0,3,0,13,0,28,0,8,3,0,3,7,4,21,0,41,4,6,0,0,0,0,6,35,7,54,0,4,4,3,0,4,3,27,0,48,0,3,3,6,0,3,3,24,0,48,3,9,3,7,7,0,0,14,3,45,8,8,0,3,0,8,4,12,0,41,5,3,0,3,0,4,0,8,7,31,25,58,31,31,20,29,19,198,24,424,0,4,0,0,0,0,0,0,0,12,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,3,3,7,0,3,0,0,0,0,0,0,0,8,Corangamite (S)
21890,0,10,4,9,3,3,0,6,0,41,73,675,442,640,364,626,263,632,64,3779,0,6,0,5,0,0,0,0,3,13,0,4,4,0,0,0,3,0,3,20,0,14,15,8,5,6,0,5,0,50,5,11,10,7,0,3,4,10,0,53,0,18,8,12,6,8,11,14,4,80,4,22,9,8,0,4,6,10,3,61,0,23,6,11,12,11,3,17,0,88,3,15,8,5,4,4,3,10,0,56,3,13,5,6,5,6,0,16,3,59,0,9,10,4,3,4,0,9,3,38,3,8,3,6,3,0,7,5,0,37,0,12,5,5,0,0,0,4,7,32,3,8,6,0,0,0,0,3,4,27,22,164,88,77,41,56,32,103,27,615,0,7,0,0,0,0,0,0,5,16,4,8,5,4,5,4,0,0,3,37,4,6,7,8,9,6,5,4,20,59,3,7,7,3,5,7,0,11,16,61,Darebin (C)
22110,5,12,10,18,6,7,3,20,4,76,68,253,186,216,129,261,122,494,44,1772,3,4,0,0,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,4,0,3,0,0,0,4,0,0,0,8,0,8,0,0,0,3,0,9,0,20,3,4,3,3,0,3,0,8,0,23,3,9,3,0,0,3,0,8,0,27,3,5,3,3,3,3,3,6,3,34,4,11,5,10,4,5,3,18,3,63,7,7,4,5,3,3,0,31,8,77,3,13,11,8,3,15,3,31,3,93,4,25,8,15,0,9,0,33,9,97,0,14,7,6,0,4,0,16,4,58,3,9,7,3,12,5,9,14,5,67,37,117,57,51,30,60,18,173,39,579,0,13,0,0,0,0,0,0,4,22,3,0,0,4,0,3,0,0,4,14,0,0,0,0,0,5,3,0,9,17,3,3,4,0,0,0,4,4,3,22,East Gippsland (S)
22170,3,8,3,3,0,3,0,4,0,31,100,618,364,445,275,547,247,617,53,3261,0,10,0,0,0,0,0,0,4,13,0,9,3,4,3,0,0,0,3,19,0,17,7,3,0,3,0,3,3,37,3,20,13,6,0,9,0,10,3,62,3,15,8,13,3,7,3,11,0,65,3,17,11,13,3,11,3,20,0,73,0,19,10,9,3,8,8,16,3,82,0,20,10,3,3,11,3,14,5,70,0,18,7,14,5,15,0,7,4,67,4,23,12,3,5,3,3,6,0,71,0,20,5,9,3,4,0,7,3,55,3,15,5,5,0,3,0,3,3,26,0,11,0,0,0,0,0,0,0,14,27,208,82,78,31,72,23,99,27,648,3,9,3,3,3,3,0,0,9,26,0,10,0,3,7,10,0,0,10,46,0,0,0,4,3,4,0,0,11,30,0,4,0,3,3,3,0,6,11,35,Frankston (C)
22250,0,4,0,3,0,0,0,6,4,20,24,57,47,47,32,74,34,231,18,559,0,7,0,0,0,0,0,0,3,14,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,12,0,5,3,0,0,0,0,3,0,15,0,0,3,3,0,0,0,14,0,20,0,0,0,3,0,3,0,12,0,21,0,3,0,3,0,7,0,18,0,30,0,0,0,0,0,0,0,16,0,20,0,11,4,4,0,6,0,7,4,37,0,4,4,5,0,3,0,18,3,36,0,0,6,0,0,0,0,10,0,28,3,3,4,5,0,0,0,3,4,28,8,49,31,25,6,21,9,108,15,264,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Gannawarra (S)
22830,0,9,3,16,6,8,0,12,3,54,57,205,157,197,129,300,134,558,36,1779,0,11,3,3,0,0,0,0,7,26,0,8,0,3,0,0,0,8,0,19,0,6,3,3,0,0,4,4,0,25,0,7,8,4,3,0,4,3,0,31,4,8,0,3,5,12,0,13,0,48,3,16,0,7,4,5,0,26,8,66,0,7,9,4,0,3,5,21,4,57,5,6,3,3,8,14,3,20,3,60,4,10,13,12,3,11,3,15,3,75,4,8,9,8,7,8,4,25,4,71,3,17,7,13,6,7,3,13,3,69,4,7,3,7,0,3,3,10,4,41,3,7,4,7,4,3,0,6,7,37,30,113,58,67,34,72,29,165,46,622,0,12,0,0,0,0,0,0,4,24,3,3,5,3,4,0,0,4,5,26,0,3,0,0,9,3,0,0,9,21,4,0,3,3,3,4,0,9,3,31,Greater Shepparton (C)
