lga_code16,nsq_ce_ii_indst_nsp,nsq_crt_ii_totm,nsq_crt_ii_totf,nsq_crt_ii_totp,nsq_crt_iii_ovr_ind_m,nsq_crt_iii_ovr_ind_f,nsq_crt_iii_ovr_ind_p,nsq_cer_iii_ov_no_in_m,nsq_cer_iii_ov_no_in_f,nsq_cer_iii_ov_no_in_p,nsq_ce_iii_ov_ind_s_nsm,nsq_ce_iii_ov_ind_s_nsf,nsq_ce_iii_ov_ind_s_nsp,nsq_crt_iii_ovr_totm,nsq_crt_iii_ovr_totf,nsq_crt_iii_ovr_totp,mig_sme_add_1_yr_ago_indig_m,mig_sme_add_1_yr_ago_indig_f,mig_sme_add_1_yr_ago_indig_p,mig_sme_add_1_yr_ago_no_ind_m,mig_sme_add_1_yr_ago_no_ind_f,mig_sme_add_1_yr_ago_no_ind_p,mig_sa_ad_1_yr_ag_indst_nsm,mig_sa_ad_1_yr_ag_indst_nsf,mig_sa_ad_1_yr_ag_indst_nsp,mig_sme_add_1_yr_ago_totm,mig_sme_add_1_yr_ago_totf,mig_sme_add_1_yr_ago_totp,mig_diff_add_1_yr_ago_indig_m,mig_diff_add_1_yr_ago_indig_f,mig_diff_add_1_yr_ago_indig_p,mig_diff_ad_1_yr_ago_no_ind_m,mig_diff_ad_1_yr_ago_no_ind_f,mig_diff_ad_1_yr_ago_no_ind_p,mig_dif_ad_1_yr_ag_in_st_nsm,mig_dif_ad_1_yr_ag_in_st_nsf,mig_dif_ad_1_yr_ag_in_st_nsp,mig_diff_add_1_yr_ago_totm,mig_diff_add_1_yr_ago_totf,mig_diff_add_1_yr_ago_totp,mig_sme_add_5_ago_indig_m,mig_sme_add_5_ago_indig_f,mig_sme_add_5_ago_indig_p,mig_sme_ad_5_ago_no_ind_m,mig_sme_ad_5_ago_no_ind_f,mig_sme_ad_5_ago_no_ind_p,mig_sa_ad_5_ag_in_st_nsm,mig_sa_ad_5_ag_in_st_nsf,mig_sa_ad_5_ag_in_st_nsp,mig_sme_add_5_ago_totm,mig_sme_add_5_ago_totf,mig_sme_add_5_ago_totp,mig_diff_add_5_ago_ind_m,mig_diff_add_5_ago_ind_f,mig_diff_add_5_ago_ind_p,mig_diff_ad_5_ag_no_ind_m,mig_diff_ad_5_ag_no_ind_f,mig_diff_ad_5_ag_no_ind_p,mi_dif_ad_5_ag_in_st_nsm,mi_dif_ad_5_ag_in_st_nsf,mi_dif_ad_5_ag_in_st_nsp,mig_diff_add_5_ago_totm,mig_diff_add_5_ago_totf,mig_diff_add_5_ago_totp,lga_name16
27450,7,394,787,1186,127,72,201,17655,7502,25159,148,47,192,17925,7624,25551,515,589,1102,59715,60883,120601,581,592,1169,60804,62062,122871,99,93,190,7095,7633,14724,68,71,142,7258,7797,15058,335,403,740,43135,43575,86714,426,422,851,43893,44404,88301,219,239,462,21056,22529,43581,166,200,364,21439,22972,44408,Yarra Ranges (S)
27630,0,22,48,69,10,4,9,656,320,976,10,5,16,672,329,1003,27,28,51,2683,2609,5293,49,47,95,2757,2683,5439,7,5,15,270,283,550,4,0,5,282,292,571,17,14,34,2074,1969,4047,43,35,81,2135,2026,4156,17,15,30,751,829,1584,5,5,10,773,850,1627,Yarriambiack (S)
29399,0,3,3,6,0,3,3,67,29,91,0,0,0,65,33,97,4,5,8,258,192,452,5,3,6,263,202,470,0,3,3,81,76,150,0,0,0,81,78,156,5,0,3,166,123,287,0,3,3,168,127,293,0,4,7,158,147,305,0,0,0,158,149,310,Unincorporated Vic
30250,0,6,3,9,53,19,75,22,5,24,0,0,0,74,26,97,522,559,1080,32,23,50,0,0,0,553,574,1132,23,24,43,22,18,41,0,0,0,50,41,86,466,522,984,14,10,26,0,0,0,481,529,1011,28,20,48,38,25,67,0,0,3,73,44,118,Aurukun (S)
30300,0,8,24,33,36,28,61,317,133,445,0,0,0,351,162,505,277,276,555,1432,1325,2758,32,31,63,1744,1635,3378,46,59,104,217,212,429,6,0,6,269,273,537,186,178,360,1007,893,1899,29,24,50,1222,1092,2316,115,134,248,568,561,1130,8,3,14,696,699,1391,Balonne (S)
30370,3,52,82,137,38,19,52,1466,593,2052,15,5,21,1515,618,2127,199,221,425,5445,5050,10496,65,65,130,5710,5338,11050,58,66,123,850,837,1687,8,6,14,920,902,1821,123,130,257,3711,3350,7065,46,44,88,3881,3530,7406,100,124,222,2225,2187,4414,19,20,44,2345,2336,4676,Banana (S)
30410,0,15,18,29,5,5,18,240,133,376,3,0,3,250,140,396,72,69,139,1049,1054,2103,14,16,25,1135,1136,2269,11,12,30,151,152,304,4,0,4,169,168,337,52,39,93,796,787,1578,13,10,23,856,836,1694,21,33,55,340,370,712,3,0,4,368,402,764,Barcaldine (R)
30450,0,3,3,4,0,0,4,26,12,34,0,0,0,29,11,37,11,18,30,103,71,175,0,0,0,114,89,203,0,0,3,22,23,41,0,0,0,21,27,49,10,5,15,70,40,106,0,0,0,72,45,120,4,6,11,47,56,104,0,0,0,50,61,115,Barcoo (S)
30760,0,3,10,14,5,8,11,143,79,224,0,0,0,146,92,239,39,36,78,713,726,1433,5,9,12,756,768,1526,11,4,15,96,96,195,3,0,3,111,106,219,27,25,50,523,517,1036,5,0,5,561,536,1099,19,22,41,258,264,524,0,0,0,278,291,566,Blackall-Tambo (R)
34710,0,22,32,61,11,8,24,312,155,467,3,4,4,327,169,498,73,77,146,1226,1267,2496,15,19,37,1319,1362,2683,21,13,33,243,293,536,5,3,7,269,309,580,37,46,86,842,820,1655,12,10,27,888,881,1765,40,31,77,565,673,1237,8,8,17,612,718,1328,Longreach (R)
34770,6,322,745,1063,440,280,717,15113,5727,20842,98,32,136,15648,6040,21690,2058,2116,4175,40687,39738,80429,396,442,839,43144,42289,85434,627,755,1386,7491,8143,15636,63,62,123,8183,8970,17149,1128,1117,2249,26603,25278,51877,278,277,557,28008,26676,54684,1245,1456,2700,19343,20494,39842,123,186,316,20719,22137,42855,Mackay (R)
34800,0,0,13,12,0,0,0,91,32,129,0,0,0,96,30,128,12,16,26,313,261,572,7,7,7,327,281,612,3,3,5,55,45,97,0,3,6,56,54,108,3,8,17,216,181,399,3,3,3,228,192,417,5,9,10,128,110,236,0,0,3,141,115,254,McKinlay (S)
34830,0,9,7,17,23,15,43,6,0,9,0,0,0,33,17,48,102,118,221,12,8,21,0,0,0,116,128,246,22,19,41,0,3,3,0,0,0,25,20,41,84,81,167,6,0,13,0,0,0,89,83,180,36,35,70,8,9,12,0,0,0,40,44,83,Mapoon (S)
34860,0,55,76,132,48,57,110,1139,552,1686,16,3,20,1201,609,1815,307,287,595,4383,4109,8497,42,42,77,4735,4437,9172,115,145,266,815,859,1668,17,5,21,946,1009,1956,167,165,326,2858,2604,5463,25,24,51,3055,2785,5839,206,221,428,1993,2087,4078,22,18,37,2220,2325,4550,Maranoa (R)
34880,0,77,125,200,86,75,159,2027,840,2867,21,9,30,2134,926,3062,819,813,1628,6913,6731,13639,85,97,179,7820,7633,15456,213,222,431,1061,1137,2199,15,13,28,1289,1371,2659,518,514,1032,4924,4756,9680,65,78,139,5507,5346,10852,400,402,805,2768,2816,5578,23,27,50,3196,3244,6439,Mareeba (S)
35010,33,1499,2516,4010,908,755,1663,44890,23001,67887,276,129,406,46074,23884,69956,4187,4469,8661,150850,157155,308005,1275,1348,2618,156314,162975,319290,1376,1556,2935,31123,33660,64778,229,244,481,32733,35464,68194,2138,2156,4290,94800,97778,192581,818,862,1677,97754,100793,198553,2779,3224,6008,79318,85816,165132,531,600,1136,82627,89640,172274,Moreton Bay (R)
35250,0,3,9,14,35,17,57,17,3,22,0,0,0,59,24,81,431,458,882,34,26,64,0,0,0,464,482,951,36,39,78,39,24,65,0,0,0,73,66,142,401,413,813,14,3,24,0,0,0,416,421,838,34,43,76,53,49,105,0,0,0,86,95,178,Mornington (S)
35300,0,60,88,152,184,118,304,2248,726,2971,6,3,11,2433,850,3285,1113,1194,2308,5386,4711,10094,42,64,110,6540,5974,12514,246,361,605,1304,1340,2645,14,11,25,1565,1715,3280,661,729,1392,3202,2707,5907,24,35,61,3891,3470,7358,531,654,1188,3145,2989,6137,30,26,55,3699,3675,7377,Mount Isa (C)
35600,3,12,29,42,19,13,41,313,168,482,0,0,3,337,186,522,188,206,392,1443,1410,2848,19,15,36,1650,1634,3279,56,60,114,224,276,502,4,4,6,286,341,626,101,112,218,1008,957,1962,16,13,27,1122,1083,2202,113,110,223,555,635,1190,4,3,12,670,755,1424,Murweh (S)
35670,0,7,5,13,38,30,63,18,0,18,0,0,0,52,30,76,431,415,849,36,8,41,0,0,0,469,429,893,4,20,21,3,0,3,0,0,0,10,20,26,348,334,681,20,7,23,0,0,0,369,335,704,48,64,113,16,5,17,0,0,0,62,65,128,Napranum (S)
35740,3,131,292,419,71,48,120,5711,2511,8219,38,18,51,5816,2578,8387,288,284,571,18491,19601,38087,151,178,330,18927,20061,38989,89,97,183,3934,4338,8273,40,41,79,4062,4476,8532,148,150,303,11522,12116,23639,100,111,209,11773,12378,24143,187,201,385,10453,11378,21831,82,93,169,10721,11670,22394,Noosa (S)
35760,0,48,78,124,41,34,73,805,431,1234,11,5,17,853,472,1321,222,254,473,3683,3531,7214,56,56,115,3963,3836,7800,83,70,152,550,561,1105,13,3,15,639,640,1280,134,163,295,2672,2568,5247,47,44,85,2851,2777,5626,142,135,278,1367,1351,2717,16,9,30,1522,1506,3028,North Burnett (R)
35780,0,28,37,68,155,147,294,44,10,55,0,0,0,195,157,348,1052,1157,2204,111,100,208,0,3,5,1167,1253,2416,64,73,144,37,35,67,3,0,3,107,109,213,813,901,1714,57,37,99,0,0,0,876,941,1816,157,169,332,86,81,168,3,4,8,245,261,499,Northern Peninsula Area (R)
35790,0,36,31,69,76,72,155,6,5,10,0,0,0,86,81,170,1034,1060,2088,41,35,79,0,0,0,1075,1094,2167,60,65,126,16,22,39,3,0,3,84,90,172,911,879,1788,18,15,27,0,0,0,930,890,1819,83,99,184,35,46,82,3,0,3,127,148,266,Palm Island (S)
35800,0,4,9,16,19,8,33,118,59,177,0,0,4,140,69,210,159,209,371,482,433,910,7,8,17,646,648,1300,27,24,48,59,71,126,3,0,4,83,93,177,96,123,219,357,301,660,7,6,18,461,436,894,63,95,155,159,164,326,4,0,8,228,264,490,Paroo (S)
36070,0,4,5,6,34,17,50,17,4,25,0,0,0,52,26,76,293,303,597,43,35,80,4,0,4,333,340,679,11,10,19,11,20,26,0,0,0,18,28,52,258,267,529,18,17,38,0,0,0,279,286,567,13,22,32,30,36,70,6,0,3,48,56,103,Pormpuraaw (S)
36150,0,4,4,5,13,7,14,59,41,105,0,0,0,73,49,123,59,50,107,277,247,529,8,10,15,342,302,643,15,6,22,40,40,81,0,0,0,52,44,104,25,20,43,194,143,335,7,9,8,220,176,393,30,29,56,127,129,256,0,0,3,154,164,314,Quilpie (S)
36250,0,445,882,1322,283,234,517,17002,7734,24739,101,33,135,17387,8005,25390,1252,1358,2613,54259,56413,110666,390,424,812,55901,58192,114090,309,325,636,10199,10810,21008,58,82,138,10562,11216,21779,710,779,1491,35557,36781,72341,262,288,546,36534,37845,74377,715,772,1483,26854,28715,55568,152,170,325,27716,29660,57378,Redland (C)
36300,0,3,7,12,0,0,0,73,27,99,0,0,0,73,34,101,13,20,35,276,241,515,0,3,3,292,269,558,4,3,7,73,66,135,0,0,0,77,69,144,6,13,19,176,150,323,0,0,0,182,159,341,11,13,21,154,140,295,0,0,0,169,156,319,Richmond (S)
36370,7,359,558,923,356,280,637,7992,3672,11666,57,23,80,8402,3978,12379,1997,2194,4200,27073,27409,54481,312,377,688,29381,29988,59371,618,705,1317,5123,5732,10849,52,59,110,5789,6489,12280,1056,1153,2209,17422,17291,34717,206,231,432,18687,18673,37361,1241,1428,2666,13289,14392,27682,122,183,300,14646,15998,30648,Rockhampton (R)
36510,3,130,275,405,74,61,134,4093,1932,6028,26,11,41,4196,2004,6201,428,471,900,14400,14881,29285,154,194,348,14991,15553,30542,118,126,241,2558,2802,5362,26,30,59,2706,2957,5661,222,229,451,9832,9973,19808,101,128,233,10155,10338,20488,267,304,570,6423,7029,13445,64,77,139,6756,7412,14159,Scenic Rim (R)
36580,0,106,176,282,53,47,103,2528,1252,3785,31,7,39,2619,1304,3924,304,334,638,8961,8781,17740,121,115,237,9384,9231,18621,91,103,198,1541,1597,3135,33,31,64,1664,1735,3402,171,171,341,6003,5733,11742,95,73,160,6264,5978,12248,175,214,392,3929,4111,8038,50,59,102,4151,4386,8534,Somerset (R)
36630,3,136,265,405,92,64,161,3105,1594,4703,35,13,47,3232,1675,4910,591,583,1173,11405,11417,22821,186,174,360,12181,12174,24352,198,232,423,2043,2196,4239,32,34,62,2270,2459,4723,307,286,591,7967,7773,15736,141,118,260,8417,8171,16584,373,420,796,4839,5211,10048,58,63,125,5266,5697,10965,South Burnett (R)
36660,4,142,246,387,90,84,173,3270,1710,4983,37,16,49,3394,1819,5213,535,554,1083,12750,13057,25806,181,179,358,13461,13794,27256,177,204,387,2106,2297,4402,30,27,55,2311,2523,4842,276,319,594,8930,9078,18012,124,119,243,9337,9518,18854,343,344,693,5260,5678,10935,72,70,142,5676,6091,11766,Southern Downs (R)
36720,10,901,1654,2552,531,364,897,32484,15548,48028,195,81,273,33210,15991,49198,2026,2023,4044,100436,108154,208589,782,889,1671,103243,111063,214305,701,692,1394,24868,27320,52194,184,204,390,25753,28216,53972,1057,1023,2086,60531,64321,124848,507,600,1109,62090,65943,128038,1440,1475,2918,60783,67270,128051,396,417,808,62615,69158,131777,Sunshine Coast (R)
36820,0,94,148,240,91,86,175,2682,1102,3781,34,20,47,2807,1203,4004,580,682,1264,8562,8691,17248,148,166,318,9289,9537,18830,206,223,425,1406,1539,2947,23,41,63,1634,1799,3435,338,369,710,5997,6031,12031,104,120,227,6441,6526,12971,362,456,817,3538,3776,7314,47,71,120,3951,4302,8256,Tablelands (R)
36910,11,622,971,1590,440,328,766,15181,7997,23179,90,46,141,15706,8370,24081,2188,2280,4471,55005,58369,113371,479,554,1037,57670,61210,118876,774,854,1623,11985,12809,24791,87,97,188,12847,13759,26607,1077,1122,2198,34555,36483,71035,329,376,707,35962,37980,73937,1547,1679,3227,29449,31728,61179,188,211,398,31179,33626,64804,Toowoomba (R)
36950,0,24,48,70,143,105,247,119,35,149,3,0,3,266,142,403,944,1002,1944,286,244,535,13,11,20,1246,1256,2503,161,163,322,120,141,264,4,5,8,283,301,587,706,737,1437,120,82,209,15,3,18,841,824,1663,289,322,613,263,273,538,4,7,14,555,604,1162,Torres (S)
36960,0,75,88,156,289,239,522,35,8,42,3,0,3,329,246,576,1748,1709,3455,109,93,200,3,5,12,1860,1806,3664,221,231,450,45,44,86,6,9,20,274,283,556,1459,1422,2884,83,63,143,4,5,7,1551,1484,3035,303,314,618,64,72,129,12,9,20,376,393,769,Torres Strait Island (R)
37010,10,656,1114,1777,783,679,1459,19828,9089,28917,105,44,154,20722,9814,30530,4144,4441,8587,60942,61431,122372,503,497,998,65589,66374,131963,1505,1631,3136,15050,15891,30942,94,99,193,16649,17623,34274,2133,2240,4376,36878,36715,73596,339,355,691,39360,39313,78670,2824,3222,6047,36009,37969,73981,208,220,430,39048,41413,80461,Townsville (C)
32270,4,114,187,294,95,35,130,3207,1204,4418,28,9,38,3333,1249,4584,431,393,828,9613,8637,18252,103,110,214,10147,9146,19292,155,149,297,2098,2124,4225,20,24,45,2275,2299,4566,238,188,425,5755,4920,10673,74,62,130,6059,5171,11234,275,274,553,5146,5037,10177,40,55,90,5457,5362,10821,Central Highlands (R) (Qld)
32310,0,52,61,113,53,37,87,1038,440,1476,13,3,16,1100,476,1578,352,347,695,4003,4103,8108,67,55,114,4413,4503,8917,141,130,273,628,667,1294,13,9,19,781,810,1587,176,175,356,2821,2822,5644,48,32,83,3052,3029,6081,263,258,521,1592,1757,3353,21,25,45,1875,2035,3912,Charters Towers (R)
30900,0,3,4,4,0,0,0,28,24,55,0,0,0,33,23,52,37,33,76,98,77,178,0,3,6,138,121,253,15,14,31,24,24,49,0,0,0,45,36,82,20,16,35,50,31,85,0,0,3,77,49,124,29,37,65,68,66,136,0,0,0,98,105,204,Boulia (S)
31000,28,2927,4302,7235,1265,922,2184,74942,36525,111471,385,160,550,76594,37605,114201,5696,5860,11554,390698,407749,798448,2202,2305,4509,398593,415918,814508,1988,2049,4039,103448,107204,210646,506,431,934,105942,109683,215621,3224,3347,6571,236254,250281,486538,1545,1636,3174,241016,255268,496285,3897,4054,7954,240510,248238,488744,979,926,1898,245384,253218,498599,Brisbane (C)
33360,0,222,437,655,225,145,373,8422,3208,11634,61,20,80,8705,3374,12085,819,829,1652,21919,20311,42234,185,200,389,22924,21347,44274,347,380,720,5045,5235,10276,46,49,93,5431,5658,11093,447,425,875,13252,12038,25292,118,129,248,13821,12597,26417,578,644,1217,12353,12132,24484,89,102,187,13017,12875,25892,Gladstone (R)
31750,0,0,8,5,9,3,13,40,23,58,0,0,0,49,26,70,15,18,32,130,96,228,0,0,0,148,115,259,5,3,9,15,21,44,0,0,0,24,23,47,11,10,18,85,62,148,0,0,0,94,72,164,7,9,19,58,52,105,0,0,0,65,57,127,Bulloo (S)
31820,3,411,685,1095,229,184,418,10067,4561,14624,78,31,107,10371,4774,15142,1281,1324,2599,32828,33872,66703,358,370,723,34462,35563,70028,421,435,855,6174,6601,12777,61,66,127,6657,7104,13760,688,667,1348,22195,22486,44680,247,248,491,23125,23396,46527,836,923,1761,15461,16753,32215,140,156,294,16432,17837,34266,Bundaberg (R)
31900,0,48,97,142,54,46,99,2040,729,2764,21,9,25,2110,776,2893,317,350,670,6486,6257,12746,82,69,152,6883,6679,13564,121,114,235,844,811,1659,8,6,10,968,935,1906,171,195,365,4917,4673,9587,62,63,127,5144,4930,10078,212,224,434,2107,2129,4233,21,8,30,2337,2363,4701,Burdekin (S)
31950,0,5,5,9,6,3,13,17,5,23,0,0,0,27,15,42,55,44,104,48,35,85,5,3,9,112,84,196,14,8,28,13,16,34,0,0,0,30,27,58,41,33,76,37,31,68,5,3,9,83,68,147,29,20,45,27,23,52,0,0,0,57,42,101,Burke (S)
32080,4,571,923,1495,813,781,1593,15767,7068,22831,121,39,161,16701,7885,24586,4660,5178,9844,49049,49772,98818,485,477,961,54194,55424,109621,1525,1817,3335,11869,12669,24537,84,98,186,13477,14585,28060,2522,2874,5394,30163,29910,60074,314,302,617,33002,33087,66085,2955,3449,6397,28414,30451,58873,186,225,408,31557,34120,65680,Cairns (R)
32250,0,8,10,17,28,24,46,159,45,204,0,0,0,187,67,252,276,319,597,411,332,745,17,7,25,705,664,1369,74,84,158,111,106,214,3,0,4,189,190,377,194,230,425,261,189,451,7,5,17,460,424,886,111,128,244,240,219,458,5,4,7,353,349,705,Carpentaria (S)
32260,0,101,186,282,144,147,290,3222,1199,4420,22,19,43,3391,1364,4753,981,1093,2077,9820,9115,18932,181,160,334,10982,10363,21350,284,287,576,1725,1723,3451,20,34,52,2034,2042,4080,557,617,1176,7153,6566,13720,133,110,242,7843,7288,15138,576,641,1222,3869,3849,7723,50,53,104,4499,4542,9045,Cassowary Coast (R)
32330,0,9,5,16,41,36,72,0,0,0,0,0,0,40,36,75,536,559,1094,9,6,15,0,0,0,540,569,1115,49,45,90,0,0,5,0,0,0,49,41,95,435,473,904,4,4,9,0,0,0,439,475,917,73,69,144,3,4,4,0,0,0,77,71,151,Cherbourg (S)
32450,0,11,18,31,41,22,64,311,80,388,4,3,6,349,108,455,231,248,480,838,602,1439,16,5,27,1089,855,1942,85,77,163,218,179,399,6,0,4,310,253,566,157,192,351,472,333,804,13,9,22,642,535,1172,134,101,235,523,385,909,7,3,10,669,497,1162,Cloncurry (S)
32500,0,20,24,51,84,61,142,382,138,526,9,6,16,480,203,680,329,344,667,1145,913,2063,30,22,49,1504,1279,2777,76,90,164,269,251,513,7,6,18,351,347,692,225,243,469,772,575,1351,20,13,36,1017,836,1856,144,148,294,581,543,1120,10,8,26,733,701,1441,Cook (S)
32600,0,0,4,3,3,0,5,21,9,23,0,0,0,19,6,32,13,23,38,66,56,121,0,3,4,81,84,161,0,3,3,18,18,33,0,0,0,17,22,42,8,15,18,48,46,93,0,3,4,55,60,113,7,14,25,26,27,54,0,0,0,38,41,79,Croydon (S)
33430,26,1451,2692,4139,804,573,1373,55713,26936,82644,327,131,455,56839,27637,84477,3077,3214,6290,186283,196115,382393,1364,1570,2938,190720,200906,391626,1170,1227,2395,48810,53234,102046,330,347,672,50308,54804,105110,1577,1617,3194,107484,112493,219978,855,1009,1869,109926,115114,225038,2310,2488,4802,119114,128868,247988,679,777,1460,122110,132133,254248,Gold Coast (C)
33610,0,32,60,89,23,14,42,866,441,1304,7,7,19,897,463,1361,198,226,427,3690,3619,7312,61,59,119,3950,3904,7855,51,62,112,670,681,1347,12,14,18,724,755,1480,112,126,232,2565,2455,5026,30,43,78,2705,2620,5334,119,134,258,1536,1607,3145,31,21,51,1687,1766,3454,Goondiwindi (R)
33620,3,265,386,647,120,92,212,5469,2601,8071,59,26,83,5650,2722,8368,674,618,1291,17547,17806,35352,222,212,432,18443,18637,37076,173,198,372,3256,3499,6756,48,37,90,3482,3736,7219,315,321,631,11893,11771,23667,159,159,322,12365,12250,24615,418,390,806,8102,8812,16915,89,69,161,8606,9276,17884,Gympie (R)
33800,0,26,70,100,34,26,54,1419,471,1891,15,4,21,1466,500,1971,269,221,488,4230,4040,8267,54,52,106,4551,4308,8859,85,44,132,413,450,857,3,3,7,502,492,997,128,131,257,3324,3182,6499,50,42,92,3498,3354,6852,185,118,302,1131,1174,2302,7,3,14,1323,1294,2617,Hinchinbrook (S)
37300,0,11,16,28,75,44,123,566,157,724,9,6,18,652,206,857,274,268,542,1108,936,2043,29,22,45,1412,1226,2639,94,76,170,310,273,583,3,0,4,412,349,768,139,146,287,544,414,965,11,11,25,701,573,1271,195,179,369,767,701,1470,11,9,23,970,896,1859,Weipa (T)
37310,0,128,238,366,96,79,173,3182,1436,4619,25,14,33,3295,1524,4824,593,600,1200,11432,10885,22317,110,111,222,12136,11597,23737,261,290,549,2367,2377,4751,30,20,50,2653,2692,5351,290,274,561,7468,6999,14473,81,81,167,7846,7355,15203,448,526,974,5511,5495,11007,52,40,87,6007,6058,12068,Western Downs (R)
37340,3,127,254,382,116,76,194,4070,1631,5699,47,15,63,4240,1718,5957,553,558,1118,11054,10165,21223,187,165,349,11792,10890,22686,209,218,424,2700,2841,5541,41,32,66,2949,3088,6032,314,301,615,6906,6151,13056,105,101,201,7321,6557,13878,365,393,757,6178,6258,12431,81,77,160,6625,6723,13350,Whitsunday (R)
33830,0,10,15,20,92,55,147,4,3,7,0,0,0,93,56,154,401,351,748,19,13,34,3,0,3,425,361,783,16,17,33,6,3,12,0,0,0,23,20,45,310,297,610,7,6,11,3,0,3,322,304,626,57,44,95,18,4,27,0,0,0,77,48,120,Hope Vale (S)
33960,14,824,1298,2123,523,486,1013,18977,10525,29501,115,53,166,19615,11063,30674,2919,2870,5790,65817,67511,133329,587,620,1208,69326,71004,140328,1024,1079,2101,15668,16373,32041,118,125,244,16803,17575,34377,1490,1424,2914,39585,39937,79525,350,377,729,41432,41742,83168,2012,2092,4101,36985,39507,76490,270,278,549,39262,41882,81141,Ipswich (C)
33980,0,79,146,221,69,36,107,2534,958,3496,30,8,32,2628,1005,3633,245,243,487,6941,5884,12827,78,71,146,7261,6194,13455,110,114,224,1807,1790,3599,19,23,43,1939,1932,3869,97,91,186,3632,2811,6450,47,33,81,3777,2939,6717,204,215,419,4448,4223,8666,42,47,92,4692,4490,9182,Isaac (R)
34420,0,8,15,24,31,23,49,26,7,31,0,0,0,53,26,82,371,422,788,34,25,54,0,0,0,405,445,843,15,20,35,7,14,23,0,0,0,21,36,59,329,386,714,21,11,26,0,0,0,342,391,741,23,31,46,26,25,54,0,0,0,48,53,102,Kowanyama (S)
34530,0,116,229,347,103,67,172,4349,1716,6061,32,17,52,4487,1800,6283,514,481,994,12668,12599,25266,151,150,300,13340,13226,26565,170,167,334,2394,2483,4879,23,30,51,2591,2677,5264,227,254,480,8344,8003,16350,78,90,172,8648,8352,16996,396,346,741,6147,6540,12686,76,66,150,6627,6949,13574,Livingstone (S)
34570,0,3,0,3,23,9,35,15,0,17,0,0,0,32,16,45,265,291,552,26,17,40,0,0,3,286,308,592,15,18,35,9,6,12,0,0,0,24,23,46,218,253,468,20,7,21,0,0,3,238,259,494,29,36,64,9,20,32,0,0,0,44,54,97,Lockhart River (S)
34580,3,152,285,436,83,63,143,3670,1849,5516,42,14,51,3795,1919,5714,489,501,987,13626,13585,27215,210,183,396,14322,14271,28592,173,174,354,2572,2849,5413,29,36,65,2779,3061,5834,243,237,477,8973,8820,17792,142,128,271,9355,9186,18544,330,355,684,6356,6837,13192,69,58,131,6751,7260,14008,Lockyer Valley (R)
34590,24,1118,1958,3076,683,574,1262,30756,15994,46748,226,71,294,31667,16641,48308,3457,3583,7044,107753,110114,217865,959,937,1901,112169,114643,226809,1019,1149,2167,22228,22976,45200,179,183,358,23425,24304,47731,1944,1946,3885,69045,69693,138739,663,635,1298,71648,72270,143922,1962,2282,4245,54260,56989,111250,338,392,737,56564,59671,116235,Logan (C)
43920,0,32,71,100,14,12,32,996,483,1480,10,0,10,1022,501,1526,92,92,183,3634,3402,7037,47,37,87,3768,3530,7305,28,15,39,350,302,651,0,3,4,379,323,702,60,61,120,2717,2531,5247,30,30,60,2812,2615,5430,45,42,85,1068,1059,2124,14,11,26,1128,1111,2233,Mallala (DC)
32750,0,0,4,8,3,4,6,22,20,40,0,0,0,30,19,49,20,20,43,80,64,142,0,0,0,99,91,190,0,0,0,24,25,50,0,0,0,24,25,56,12,13,31,50,37,89,0,0,0,64,55,118,5,8,10,44,47,89,0,0,0,52,53,106,Diamantina (S)
41140,0,51,63,113,6,10,13,900,460,1365,11,4,12,917,474,1386,38,45,79,3515,3533,7047,62,42,99,3608,3622,7230,15,15,23,489,514,1002,9,8,14,509,529,1042,19,27,48,2482,2450,4933,44,37,85,2547,2517,5064,21,20,43,1330,1437,2772,21,7,25,1375,1467,2840,Clare and Gilbert Valleys (DC)
40910,0,137,205,337,26,22,41,3740,1820,5557,35,8,38,3797,1843,5640,91,105,197,19465,20716,40186,174,169,339,19732,20998,40722,19,30,51,3041,3107,6144,17,16,31,3073,3158,6232,65,78,146,13805,14873,28680,127,131,253,13992,15088,29075,43,57,96,7905,8297,16197,45,44,94,7996,8395,16385,Campbelltown (C) (SA)
41010,0,10,19,27,26,34,59,254,106,363,8,0,11,289,140,433,204,238,442,1004,967,1973,24,12,35,1233,1219,2452,56,76,128,136,149,288,0,4,3,196,227,425,125,153,278,721,665,1394,22,11,30,871,834,1700,95,116,218,370,394,763,5,3,6,465,514,983,Ceduna (DC)
32770,0,12,6,20,24,21,40,6,0,6,0,0,0,29,21,50,606,598,1199,18,12,30,0,0,0,621,611,1233,33,34,68,21,22,44,0,0,0,57,53,108,490,513,1007,3,0,10,0,0,0,499,514,1011,71,60,126,34,28,61,0,0,0,101,86,192,Doomadgee (S)
32810,0,49,67,121,45,38,83,1346,524,1871,17,3,22,1413,570,1977,319,306,628,3656,3417,7077,58,64,119,4031,3781,7816,92,112,207,911,942,1852,12,12,20,1013,1065,2080,184,187,378,2314,2067,4375,40,44,75,2540,2295,4834,189,193,384,2076,2134,4210,29,17,46,2295,2347,4647,Douglas (S)
33100,0,5,0,6,0,0,0,72,27,97,3,0,3,71,27,102,13,15,29,311,263,573,10,3,11,336,282,619,0,6,7,39,39,77,0,0,3,48,40,87,9,6,15,231,184,412,7,0,9,245,191,437,12,9,17,102,98,202,0,3,5,116,107,222,Etheridge (S)
