lga_code16,nsq_ce_ii_indst_nsp,nsq_crt_ii_totm,nsq_crt_ii_totf,nsq_crt_ii_totp,nsq_crt_iii_ovr_ind_m,nsq_crt_iii_ovr_ind_f,nsq_crt_iii_ovr_ind_p,nsq_cer_iii_ov_no_in_m,nsq_cer_iii_ov_no_in_f,nsq_cer_iii_ov_no_in_p,nsq_ce_iii_ov_ind_s_nsm,nsq_ce_iii_ov_ind_s_nsf,nsq_ce_iii_ov_ind_s_nsp,nsq_crt_iii_ovr_totm,nsq_crt_iii_ovr_totf,nsq_crt_iii_ovr_totp,mig_sme_add_1_yr_ago_indig_m,mig_sme_add_1_yr_ago_indig_f,mig_sme_add_1_yr_ago_indig_p,mig_sme_add_1_yr_ago_no_ind_m,mig_sme_add_1_yr_ago_no_ind_f,mig_sme_add_1_yr_ago_no_ind_p,mig_sa_ad_1_yr_ag_indst_nsm,mig_sa_ad_1_yr_ag_indst_nsf,mig_sa_ad_1_yr_ag_indst_nsp,mig_sme_add_1_yr_ago_totm,mig_sme_add_1_yr_ago_totf,mig_sme_add_1_yr_ago_totp,mig_diff_add_1_yr_ago_indig_m,mig_diff_add_1_yr_ago_indig_f,mig_diff_add_1_yr_ago_indig_p,mig_diff_ad_1_yr_ago_no_ind_m,mig_diff_ad_1_yr_ago_no_ind_f,mig_diff_ad_1_yr_ago_no_ind_p,mig_dif_ad_1_yr_ag_in_st_nsm,mig_dif_ad_1_yr_ag_in_st_nsf,mig_dif_ad_1_yr_ag_in_st_nsp,mig_diff_add_1_yr_ago_totm,mig_diff_add_1_yr_ago_totf,mig_diff_add_1_yr_ago_totp,mig_sme_add_5_ago_indig_m,mig_sme_add_5_ago_indig_f,mig_sme_add_5_ago_indig_p,mig_sme_ad_5_ago_no_ind_m,mig_sme_ad_5_ago_no_ind_f,mig_sme_ad_5_ago_no_ind_p,mig_sa_ad_5_ag_in_st_nsm,mig_sa_ad_5_ag_in_st_nsf,mig_sa_ad_5_ag_in_st_nsp,mig_sme_add_5_ago_totm,mig_sme_add_5_ago_totf,mig_sme_add_5_ago_totp,mig_diff_add_5_ago_ind_m,mig_diff_add_5_ago_ind_f,mig_diff_add_5_ago_ind_p,mig_diff_ad_5_ag_no_ind_m,mig_diff_ad_5_ag_no_ind_f,mig_diff_ad_5_ag_no_ind_p,mi_dif_ad_5_ag_in_st_nsm,mi_dif_ad_5_ag_in_st_nsf,mi_dif_ad_5_ag_in_st_nsp,mig_diff_add_5_ago_totm,mig_diff_add_5_ago_totf,mig_diff_add_5_ago_totp,lga_name16
57350,0,0,7,3,0,3,5,76,35,114,0,0,0,81,41,115,33,29,64,333,349,681,3,4,10,372,386,759,5,8,11,48,50,100,0,0,3,52,60,112,20,19,39,241,243,482,3,4,10,268,268,534,10,12,22,133,135,263,0,0,3,142,152,289,Quairading (S)
57420,0,7,13,21,0,0,3,184,54,237,0,0,3,188,57,244,12,14,26,644,557,1204,6,11,18,670,574,1244,4,0,3,127,103,231,0,0,0,134,101,239,8,10,20,409,335,742,6,4,6,422,348,767,12,0,8,337,284,619,4,3,10,347,290,642,Ravensthorpe (S)
57490,12,486,943,1422,176,157,332,15008,7157,22167,101,47,145,15283,7362,22652,876,909,1781,43974,44929,88906,323,348,668,45178,46188,91361,310,346,658,9535,10127,19658,72,59,137,9920,10538,20455,419,443,860,24990,25326,50312,199,210,412,25609,25980,51584,631,675,1307,25837,27208,53051,162,163,323,26633,28053,54682,Rockingham (C)
65010,0,20,53,70,23,17,43,624,281,903,11,3,16,659,304,956,135,139,273,2435,2210,4647,40,47,86,2605,2393,5002,12,26,45,202,227,426,3,6,12,217,265,484,86,88,174,1932,1723,3659,34,42,78,2052,1851,3907,49,59,100,594,630,1227,6,3,13,651,688,1339,Southern Midlands (M)
65210,4,7,17,21,14,4,23,246,104,351,0,3,3,257,115,374,58,44,102,872,809,1681,20,13,31,942,867,1812,9,7,17,114,123,236,0,0,4,126,127,248,47,37,83,679,601,1284,13,9,21,736,657,1392,13,12,26,279,293,573,7,0,11,296,311,604,Tasman (M)
65410,3,48,130,174,111,54,159,1414,661,2074,19,9,26,1537,717,2259,425,397,819,4843,4981,9826,76,88,169,5345,5472,10814,82,71,156,672,677,1351,5,4,12,763,759,1517,253,270,519,3552,3589,7141,52,71,128,3859,3930,7786,189,163,349,1759,1920,3684,19,20,42,1969,2104,4076,Waratah/Wynyard (M)
65610,0,16,40,52,29,17,45,477,163,638,11,0,12,514,183,690,135,109,244,1495,1360,2854,42,22,64,1672,1493,3159,15,22,37,255,260,514,3,3,3,275,282,558,92,69,162,1076,953,2025,27,18,41,1193,1034,2227,42,49,99,581,601,1179,9,8,13,640,658,1296,West Coast (M)
65810,0,74,195,269,40,31,67,2486,1064,3548,24,4,27,2549,1093,3643,204,219,427,8463,8850,17315,105,89,197,8772,9169,17937,37,53,88,1298,1424,2720,15,13,24,1352,1485,2839,113,128,243,6041,6216,12259,79,78,153,6236,6423,12659,112,126,244,3394,3721,7107,38,26,59,3539,3868,7410,West Tamar (M)
55740,0,19,26,39,4,3,8,341,147,492,3,0,3,352,148,500,24,26,56,2866,3379,6246,13,15,32,2911,3421,6331,5,5,7,676,799,1480,0,4,6,689,805,1496,10,12,21,1794,2068,3863,12,18,27,1818,2090,3914,15,19,36,1658,2025,3685,7,8,12,1682,2053,3736,Mosman Park (T)
55810,0,3,4,3,4,3,8,34,7,38,0,0,0,35,12,47,43,42,78,133,101,230,3,0,3,177,139,316,5,6,13,10,16,23,0,0,0,21,22,44,29,22,54,78,51,125,3,0,3,111,71,182,10,21,31,69,62,126,0,0,0,80,77,159,Mount Magnet (S)
55880,0,3,12,9,0,0,0,30,18,47,0,0,0,30,18,44,3,7,6,214,181,393,3,0,3,218,183,403,0,0,0,38,36,67,0,0,0,36,36,71,0,3,3,167,135,296,0,0,0,163,136,302,4,0,3,69,67,132,0,0,0,68,68,134,Mount Marshall (S)
56160,0,0,0,3,3,3,3,4,3,8,0,0,0,5,4,9,22,30,55,16,16,37,0,0,0,38,42,84,3,3,3,8,6,14,0,0,0,12,10,21,16,16,29,15,14,27,0,0,0,32,31,60,4,8,19,15,10,24,0,0,0,23,21,41,Murchison (S)
56230,0,76,131,207,19,23,45,1987,897,2880,22,4,29,2034,925,2961,126,137,263,6020,6009,12031,72,68,138,6218,6209,12434,56,61,113,1096,1200,2297,16,12,31,1167,1271,2436,73,69,144,3906,3732,7636,48,45,95,4035,3844,7883,88,109,197,2920,3276,6195,33,27,64,3048,3412,6462,Murray (S)
56300,0,10,9,12,0,0,0,133,56,189,3,0,3,137,56,193,11,8,13,510,478,987,10,6,13,523,488,1014,4,3,4,78,78,154,0,3,7,80,83,166,10,8,13,377,333,710,7,6,12,386,344,737,7,3,7,197,206,398,0,3,7,202,208,415,Nannup (S)
73600,0,42,42,78,100,76,173,148,43,186,0,0,3,247,114,364,2301,2328,4628,394,284,673,10,9,21,2707,2619,5325,136,151,283,155,122,272,3,0,4,290,273,562,2011,2067,4073,234,163,394,12,5,17,2251,2228,4478,213,223,436,289,217,507,3,6,10,499,452,947,Roper Gulf (R)
74050,0,7,11,17,31,22,55,39,18,51,0,0,0,68,41,115,1010,1042,2048,104,62,166,3,0,7,1115,1104,2220,27,36,63,21,31,52,0,0,0,53,61,114,901,942,1845,45,13,60,3,0,3,949,959,1905,70,70,143,78,73,156,0,0,0,154,151,304,Tiwi Islands (R)
74550,0,22,27,49,54,32,88,98,44,146,0,3,3,159,78,233,749,777,1522,253,196,448,4,8,16,1007,976,1985,65,62,132,100,82,178,0,0,3,170,148,313,622,672,1298,139,91,233,3,3,6,773,768,1541,108,96,199,203,174,375,4,3,6,313,271,581,Victoria Daly (R)
56370,0,0,5,5,0,0,0,48,20,64,0,0,0,49,21,68,10,10,13,321,300,626,7,9,12,338,312,649,5,3,6,34,43,71,0,0,0,36,41,80,7,5,9,220,194,422,7,3,9,235,207,441,0,9,7,109,123,230,0,0,0,114,135,243,Narembeen (S)
74660,0,15,18,29,115,58,173,163,46,203,10,0,7,280,98,383,2101,2107,4206,395,343,737,9,11,24,2508,2458,4966,128,130,254,131,116,256,10,3,9,264,250,517,1844,1853,3701,191,123,311,10,3,14,2040,1982,4025,177,191,365,306,284,596,11,10,13,489,480,976,West Arnhem (R)
74680,0,27,33,59,35,23,64,19,9,32,0,0,0,61,32,92,1244,1315,2558,69,54,124,0,0,0,1316,1363,2681,70,62,131,29,41,66,0,0,0,99,98,201,1089,1176,2261,17,8,24,0,0,0,1107,1178,2288,86,77,165,77,78,155,0,0,0,161,156,318,West Daly (R)
79399,0,28,44,79,57,44,93,759,230,992,11,10,15,826,276,1096,181,184,363,2010,1671,3682,34,35,74,2228,1893,4115,100,101,193,677,610,1292,9,13,18,780,722,1504,92,95,185,968,680,1649,13,26,41,1074,796,1873,157,174,332,1576,1439,3009,18,21,34,1753,1628,3384,Unincorporated NT
56460,0,34,48,85,9,10,18,445,219,663,5,0,5,463,227,687,106,116,229,1734,1797,3533,21,17,31,1859,1934,3788,31,41,79,281,322,603,5,0,7,321,366,685,66,82,152,1173,1203,2370,11,11,21,1252,1291,2541,61,61,121,727,813,1532,11,3,10,791,875,1662,Narrogin (S)
56580,0,13,45,55,6,0,8,496,256,747,3,0,3,500,258,758,24,21,39,8052,8433,16490,41,47,83,8116,8498,16616,16,3,20,1502,1435,2941,7,5,18,1523,1445,2974,15,9,22,5118,5577,10694,24,36,59,5160,5617,10777,26,14,34,4221,4073,8291,21,14,33,4261,4099,8362,Nedlands (C)
59340,0,30,60,87,89,63,153,580,184,763,4,7,7,674,257,927,811,977,1795,1485,1339,2825,34,30,66,2337,2348,4687,181,247,425,499,508,1002,10,9,20,689,758,1451,539,657,1191,759,661,1421,23,12,32,1314,1331,2643,329,432,761,1109,1092,2205,19,19,39,1466,1544,3010,Wyndham-East Kimberley (S)
59350,0,3,0,5,0,4,3,42,10,48,0,0,0,43,11,48,17,32,47,95,39,131,0,0,0,116,68,183,8,8,19,44,13,57,0,0,0,56,24,74,14,24,44,39,11,54,0,0,0,56,35,94,8,10,19,101,39,140,0,0,0,105,43,156,Yalgoo (S)
56730,0,57,113,168,17,26,43,1071,472,1548,11,7,16,1099,506,1606,239,242,482,3761,3840,7600,39,43,88,4040,4125,8166,60,66,118,563,622,1179,7,8,16,627,688,1314,128,144,272,2545,2553,5098,24,32,61,2694,2728,5426,123,137,262,1534,1668,3207,21,18,37,1681,1823,3505,Northam (S)
57630,0,0,0,0,0,0,0,11,3,15,0,0,0,11,3,15,0,0,0,36,23,59,0,0,0,41,23,65,0,0,0,5,5,5,0,0,0,5,5,5,0,0,0,31,18,43,0,0,0,32,18,44,0,0,0,14,8,24,0,0,0,14,8,22,Sandstone (S)
57700,0,78,206,282,36,27,61,3321,1531,4855,15,3,18,3367,1560,4927,165,174,345,9690,9559,19251,65,61,123,9921,9798,19712,62,68,130,2041,2204,4242,11,13,24,2112,2284,4394,63,69,135,5329,5122,10452,38,36,66,5430,5227,10658,127,152,284,5666,5967,11636,39,30,70,5829,6155,11982,Serpentine-Jarrahdale (S)
57770,0,6,16,15,4,3,5,112,37,150,0,0,0,119,38,157,33,22,58,322,272,593,3,0,5,360,296,656,3,0,3,82,85,162,0,0,0,80,87,175,22,19,39,181,135,317,0,0,3,208,155,362,12,3,13,205,199,404,0,0,0,210,204,418,Shark Bay (S)
57840,0,72,145,220,25,12,43,2159,1052,3204,5,7,11,2190,1065,3258,184,164,353,14402,15165,29572,68,92,161,14660,15427,30084,79,64,138,3780,3869,7653,14,15,24,3874,3944,7816,82,102,184,8474,9342,17817,46,69,115,8603,9509,18113,157,111,269,9283,9353,18637,32,37,71,9479,9502,18978,South Perth (C)
57910,0,565,866,1429,137,101,238,15465,6765,22230,90,37,126,15691,6909,22593,702,788,1492,74335,78508,152839,444,524,966,75481,79816,155302,252,271,529,16758,17142,33901,89,85,175,17104,17504,34611,417,482,895,45784,49347,95129,325,398,724,46516,50229,96746,465,515,973,41898,43224,85125,155,161,316,42520,43899,86421,Stirling (C)
57980,0,31,40,72,8,7,9,557,303,863,10,0,10,570,304,876,46,56,97,6300,6638,12941,38,34,76,6383,6727,13115,12,19,39,2091,2193,4284,4,4,13,2108,2221,4332,19,19,39,3344,3655,6998,29,22,52,3385,3695,7088,35,53,87,4838,4946,9781,17,15,28,4888,5009,9900,Subiaco (C)
58050,4,497,887,1388,227,171,399,13445,6435,19875,78,29,109,13744,6637,20380,1281,1310,2587,48252,48749,97001,372,382,755,49903,50434,100345,404,418,824,9657,9969,19631,55,54,115,10118,10449,20565,716,729,1444,29391,29501,58890,264,254,512,30368,30478,60853,787,829,1611,25584,26419,52001,122,146,264,26492,27388,53878,Swan (C)
58190,0,0,3,7,0,3,3,21,7,27,0,0,0,24,3,26,16,18,34,156,128,283,0,0,0,172,146,319,4,7,10,9,11,19,0,0,0,9,15,28,14,9,25,97,80,179,0,0,0,109,94,205,7,6,16,51,46,101,0,0,0,63,56,119,Tammin (S)
58260,0,3,4,4,3,0,3,50,19,73,3,0,3,55,19,78,10,20,32,232,201,429,0,3,3,244,215,460,3,9,18,22,33,56,4,0,4,29,47,79,8,10,16,144,126,272,0,3,3,155,137,289,10,14,25,86,98,186,4,0,4,101,110,212,Three Springs (S)
61410,3,180,363,541,141,110,253,5257,2459,7716,41,25,63,5443,2593,8033,740,764,1512,19980,21654,41632,183,260,440,20904,22677,43584,140,128,269,2866,3119,5985,27,14,43,3042,3260,6302,486,496,983,14242,15305,29550,132,201,335,14869,16001,30869,323,330,656,7799,8730,16528,67,66,131,8184,9124,17315,Clarence (C)
61510,0,43,99,142,29,30,62,1023,505,1523,4,0,10,1056,537,1592,163,189,352,3781,3723,7503,62,52,116,4003,3969,7976,32,37,67,495,539,1030,6,9,18,529,585,1114,127,119,244,2887,2748,5631,42,46,85,3048,2910,5959,51,90,146,1232,1311,2541,19,8,25,1302,1414,2717,Derwent Valley (M)
61610,0,133,253,382,111,100,207,2477,1310,3787,20,8,34,2606,1414,4028,551,643,1193,8345,9333,17677,81,109,192,8980,10088,19066,121,150,272,1413,1567,2978,18,22,36,1556,1742,3294,343,362,706,6052,6567,12620,62,81,150,6462,7018,13482,279,353,630,3374,3949,7322,32,36,75,3690,4341,8027,Devonport (C)
61810,0,28,59,89,19,6,23,688,286,975,5,3,7,711,299,1008,81,81,160,2508,2511,5018,38,33,68,2626,2615,5241,11,7,19,354,361,722,6,7,8,373,378,746,55,53,105,1941,1913,3852,29,22,54,2020,1987,4014,33,28,62,809,843,1656,9,8,22,848,886,1740,Dorset (M)
57000,0,4,3,9,3,3,10,105,14,125,4,0,3,111,23,136,8,11,24,283,160,437,0,4,4,291,173,464,9,6,13,40,16,57,0,0,0,49,24,76,3,7,15,186,120,307,0,0,3,193,127,318,10,13,23,115,45,160,0,3,3,129,57,185,Perenjori (S)
57080,0,49,51,97,16,9,26,1011,452,1470,9,3,10,1041,468,1507,59,36,92,5475,4884,10364,42,22,64,5572,4950,10525,27,34,68,3681,3488,7172,21,9,26,3732,3533,7264,27,11,42,1990,1730,3717,25,13,39,2039,1759,3798,59,61,116,7080,6518,13593,39,15,53,7173,6592,13766,Perth (C)
57140,0,3,13,15,6,4,8,81,48,129,4,0,4,93,49,139,33,49,83,377,367,742,12,10,17,425,421,841,22,21,41,62,50,110,0,0,0,82,76,153,21,31,49,291,282,567,4,4,10,316,316,635,24,33,56,129,113,245,10,0,8,164,149,306,Pingelly (S)
57210,0,20,49,69,6,12,19,476,251,729,7,5,12,490,268,758,51,63,119,1893,1844,3738,19,18,40,1963,1930,3892,13,12,27,299,282,578,8,3,17,323,298,614,40,42,82,1267,1267,2537,14,10,26,1316,1324,2638,21,24,53,814,761,1573,10,12,27,845,801,1650,Plantagenet (S)
58330,0,12,29,44,11,7,18,561,190,754,3,0,8,576,206,777,52,42,94,1696,1643,3342,22,20,50,1777,1707,3488,9,8,17,210,223,430,0,0,0,218,227,447,34,28,62,1222,1202,2427,12,18,33,1274,1245,2518,18,21,45,613,606,1214,9,7,17,639,636,1279,Toodyay (S)
62010,0,3,10,12,14,12,24,99,28,136,0,0,0,117,40,154,72,60,130,320,278,601,3,8,9,395,347,736,5,10,11,42,39,75,0,0,0,40,42,90,47,41,86,235,199,432,3,3,10,287,243,534,17,20,40,112,103,217,0,0,4,135,128,257,Flinders (M) (Tas.)
62210,4,35,56,91,14,14,29,692,290,983,6,4,11,719,306,1021,112,119,230,2502,2450,4954,42,38,84,2660,2614,5272,20,27,47,303,379,676,9,3,12,326,408,736,72,80,153,1829,1761,3587,33,30,60,1934,1869,3802,49,49,98,839,921,1756,16,14,23,900,982,1881,George Town (M)
62410,0,16,39,55,8,5,12,485,177,667,6,0,7,502,191,689,81,78,156,1663,1564,3224,19,26,49,1763,1669,3429,15,22,39,225,231,454,3,0,3,248,253,506,52,60,114,1197,1101,2303,16,20,32,1269,1183,2448,29,37,69,630,625,1256,4,5,14,671,666,1337,Glamorgan/Spring Bay (M)
62610,3,201,415,619,185,138,325,4446,2426,6871,36,18,55,4667,2585,7258,811,878,1694,16161,17241,33403,222,218,441,17195,18344,35540,191,217,406,2661,2892,5549,34,33,63,2880,3141,6025,516,522,1035,11266,12049,23312,183,177,364,11959,12751,24708,403,497,901,6882,7417,14296,55,61,114,7341,7971,15312,Glenorchy (C)
62810,5,163,193,358,52,31,83,2619,1305,3929,33,0,32,2701,1344,4042,245,250,493,17350,18456,35805,131,116,247,17722,18823,36545,99,81,176,4438,4664,9094,17,23,44,4550,4765,9320,133,145,279,11019,12014,23034,102,83,186,11257,12246,23498,181,174,359,10289,10711,20997,47,53,101,10512,10939,21453,Hobart (C)
63010,9,79,129,207,132,77,210,1521,637,2161,14,12,25,1662,724,2389,620,647,1273,5724,5638,11364,98,96,196,6441,6389,12825,73,77,153,851,936,1789,9,11,27,935,1027,1961,460,446,909,4031,3875,7904,68,71,139,4558,4397,8953,185,209,394,2312,2417,4732,28,30,58,2519,2666,5184,Huon Valley (M)
63210,0,20,48,70,22,20,43,684,267,954,9,8,11,718,298,1014,128,122,256,2409,2287,4697,28,24,58,2568,2436,5002,17,12,31,257,267,527,5,3,8,283,287,570,79,66,145,1798,1675,3473,18,24,42,1893,1759,3661,57,55,114,783,819,1598,8,8,18,845,880,1731,Kentish (M)
63410,0,7,3,5,5,3,9,202,67,272,3,0,0,210,71,282,15,21,35,598,554,1159,7,18,25,627,591,1215,0,3,3,107,90,194,3,0,3,115,86,204,12,14,29,425,391,819,5,17,20,448,419,869,4,3,10,241,220,465,0,0,0,250,226,477,King Island (M)
63610,0,110,227,346,121,85,207,3003,1419,4422,24,13,39,3144,1527,4674,522,505,1033,13186,14110,27292,118,143,259,13825,14761,28581,92,105,203,2019,2245,4263,19,19,40,2135,2376,4507,314,321,634,9099,9685,18786,78,110,190,9495,10116,19606,253,248,497,5572,6155,11728,57,51,108,5881,6458,12337,Kingborough (M)
63810,0,39,93,131,51,40,83,1233,552,1787,9,0,13,1291,590,1885,225,197,426,3834,3991,7826,43,54,105,4103,4250,8351,45,36,83,616,687,1300,0,7,6,666,729,1394,158,129,283,2697,2743,5445,37,49,83,2894,2923,5815,82,92,181,1632,1794,3420,10,14,18,1729,1895,3622,Latrobe (M) (Tas.)
64010,7,282,553,841,150,114,263,5645,2930,8578,54,24,77,5850,3062,8911,831,842,1673,22541,24166,46704,263,272,535,23633,25278,48906,209,270,483,4413,4690,9104,37,46,85,4659,5008,9665,488,485,977,15272,16345,31618,197,192,387,15963,17024,32981,460,519,982,10733,11525,22259,80,103,180,11270,12150,23422,Launceston (C)
58400,0,3,5,7,0,0,0,29,7,36,0,0,0,29,10,39,0,3,9,131,98,231,0,0,0,136,103,240,0,6,14,20,13,32,0,0,0,23,24,46,3,0,3,97,78,172,0,0,0,102,78,177,4,11,13,53,31,86,0,0,0,52,47,100,Trayning (S)
64210,4,69,164,237,36,33,68,1960,952,2917,20,0,18,2010,988,3000,221,228,449,7300,7592,14894,95,81,179,7618,7905,15518,46,42,86,924,1046,1972,8,13,15,974,1103,2081,139,133,272,5413,5505,10917,77,66,140,5628,5703,11330,99,111,212,2522,2858,5382,15,22,40,2640,2996,5639,Meander Valley (M)
64610,0,51,111,166,27,13,36,1331,562,1897,8,3,9,1366,576,1945,115,128,246,4846,4893,9743,58,54,112,5022,5073,10100,23,33,50,666,736,1401,3,3,7,695,772,1465,65,66,129,3557,3568,7126,45,37,91,3667,3679,7343,54,74,125,1699,1838,3536,9,12,22,1766,1926,3687,Northern Midlands (M)
64810,3,54,133,189,54,43,100,1667,820,2487,14,0,17,1741,867,2610,229,207,434,5296,5391,10690,59,55,114,5583,5656,11237,64,63,124,807,863,1663,5,11,13,877,933,1806,138,127,268,3746,3693,7439,34,45,77,3917,3871,7787,135,121,254,2099,2313,4409,22,16,35,2249,2446,4699,Sorell (M)
58470,0,0,0,0,4,0,7,12,4,16,0,0,0,22,6,24,70,57,123,33,31,64,0,0,3,102,89,188,16,10,26,16,8,21,0,0,0,32,23,50,51,53,103,17,12,30,0,0,3,72,66,136,22,16,38,30,16,49,0,0,0,53,31,85,Upper Gascoyne (S)
58510,0,114,137,252,25,24,50,2433,1043,3469,19,9,22,2475,1071,3547,169,169,330,11246,11490,22742,64,61,125,11477,11724,23202,63,66,129,3715,3629,7346,16,9,26,3794,3706,7501,94,89,184,6166,6342,12508,50,41,87,6316,6473,12783,129,112,243,8238,8129,16375,29,30,59,8399,8277,16672,Victoria Park (T)
70200,3,80,124,209,187,145,330,1954,884,2839,28,7,37,2167,1033,3207,1460,1666,3126,6537,6543,13079,85,76,165,8075,8289,16367,407,471,877,1782,1975,3754,20,28,41,2199,2470,4673,920,1089,2008,3641,3617,7258,61,60,121,4626,4764,9382,778,877,1660,4308,4574,8884,35,32,74,5128,5489,10617,Alice Springs (T)
71300,0,47,62,113,89,112,200,63,24,89,0,0,3,153,146,295,3812,3916,7721,157,136,296,3,5,8,3965,4052,8020,179,185,365,89,90,174,4,0,5,270,269,540,3480,3583,7061,70,51,123,5,5,5,3550,3638,7190,222,239,466,160,172,326,3,0,5,386,413,797,East Arnhem (R)
58540,0,0,6,4,0,0,3,66,31,98,0,0,0,71,30,100,10,3,15,370,330,698,3,5,8,379,336,719,5,7,11,39,35,74,0,0,0,44,40,83,6,0,7,270,221,487,3,5,8,278,230,509,3,10,9,117,127,244,0,0,0,122,134,256,Victoria Plains (S)
72200,0,37,71,108,99,63,161,785,297,1083,12,8,21,893,367,1266,778,800,1575,2130,1871,3999,52,43,93,2962,2715,5673,188,211,394,764,696,1461,6,11,23,957,917,1880,510,545,1055,1079,958,2036,29,29,56,1621,1525,3149,347,379,725,1606,1432,3035,23,22,44,1973,1834,3805,Katherine (T)
72300,3,76,133,207,169,78,252,3542,1042,4584,55,11,71,3770,1128,4898,647,561,1208,7826,6264,14089,156,138,297,8629,6959,15588,141,126,268,1728,1156,2884,35,18,51,1898,1305,3201,407,373,785,5002,4099,9095,115,84,198,5519,4551,10074,317,257,575,4165,2957,7116,53,47,104,4538,3256,7797,Litchfield (M)
58570,0,84,106,192,22,8,34,1938,879,2812,12,5,15,1970,894,2864,77,69,142,11218,11325,22538,70,89,157,11358,11476,22832,39,46,82,3433,3538,6970,28,19,42,3500,3596,7096,37,38,72,6514,6831,13344,39,49,95,6591,6920,13508,75,65,135,7665,7591,15252,45,54,95,7782,7709,15488,Vincent (C)
58610,0,10,14,20,0,0,0,167,79,249,0,0,0,167,82,249,16,13,35,667,687,1357,15,8,22,701,704,1403,0,3,3,97,115,215,0,0,0,103,119,218,13,11,26,493,492,980,11,5,12,516,508,1021,3,10,10,237,274,508,3,3,8,246,280,527,Wagin (S)
58680,0,3,5,9,0,0,0,45,15,60,0,0,0,46,21,68,0,0,0,182,166,346,0,3,3,182,169,349,0,0,0,17,23,40,0,0,0,18,23,39,0,0,0,121,116,234,0,0,0,121,114,240,0,0,3,68,62,129,0,3,3,71,63,133,Wandering (S)
58760,14,638,1167,1805,170,110,282,19510,9221,28729,112,48,164,19787,9388,29172,945,995,1939,68842,70347,139189,481,510,990,70266,71857,142123,259,300,565,13894,14715,28605,89,76,172,14246,15097,29338,556,557,1113,40337,40927,81261,325,303,631,41224,41783,83011,520,607,1132,37772,39749,77520,196,214,402,38482,40565,79053,Wanneroo (C)
58820,0,8,37,48,4,3,11,490,202,697,5,7,10,502,214,717,40,35,78,1490,1476,2963,20,27,47,1551,1542,3087,13,13,23,245,242,486,6,5,15,264,262,520,19,15,35,1035,961,1997,15,19,37,1074,992,2060,25,33,59,633,667,1303,12,10,22,664,716,1377,Waroona (S)
58890,0,3,4,12,0,0,3,56,33,84,0,0,0,52,38,89,7,6,18,323,291,616,3,6,5,329,306,633,5,8,12,36,48,88,3,0,3,44,53,98,4,5,5,254,218,471,3,0,4,255,225,481,6,3,15,81,95,180,5,4,8,96,104,205,West Arthur (S)
59030,0,0,3,3,0,0,0,39,7,44,0,0,0,39,7,44,0,0,0,105,78,189,3,4,9,113,83,196,0,0,0,38,23,58,0,0,0,37,23,62,0,0,0,79,53,138,3,4,7,83,58,143,0,0,0,60,38,93,0,0,0,60,38,98,Westonia (S)
72800,10,172,255,427,236,216,453,3750,1788,5535,29,10,38,4015,2011,6026,1245,1303,2551,9415,9116,18533,87,84,178,10751,10507,21259,485,487,970,3623,3624,7244,38,33,73,4139,4143,8284,669,705,1376,4399,4174,8571,57,51,102,5126,4930,10049,817,888,1702,7716,7679,15394,51,58,108,8583,8628,17213,Palmerston (C)
59100,0,9,6,14,0,0,0,53,26,79,0,0,0,50,30,83,12,13,22,285,267,550,0,4,4,294,283,576,0,0,0,37,35,68,0,0,0,37,35,75,5,8,15,224,206,430,0,0,0,227,215,441,3,4,4,82,76,162,0,0,0,90,78,164,Wickepin (S)
74560,0,0,4,3,3,0,3,53,12,68,0,0,0,59,15,72,7,11,22,176,166,339,3,0,5,185,179,368,3,13,16,19,20,43,0,0,3,28,31,59,5,5,9,110,101,216,3,0,5,116,112,232,6,16,26,75,75,155,0,0,3,83,95,176,Wagait (S)
59170,0,6,3,13,3,0,3,84,40,120,0,0,0,83,44,126,4,9,6,386,349,742,3,0,5,395,361,753,3,0,3,58,56,118,0,0,0,64,56,123,0,3,4,280,259,537,0,0,3,287,264,543,3,0,9,137,125,263,0,0,0,138,134,274,Williams (S)
59250,0,4,3,11,5,7,11,122,9,134,0,0,0,127,15,139,91,95,181,234,67,297,0,0,0,320,162,483,16,22,36,64,26,90,0,0,0,86,49,130,61,76,132,139,32,169,0,0,0,194,108,304,28,27,57,152,61,213,0,0,0,180,85,270,Wiluna (S)
89399,17,1067,1611,2674,390,347,731,22165,12108,34275,110,56,171,22667,12507,35174,2318,2377,4695,141366,146832,288199,775,822,1593,144451,150035,294482,647,665,1308,32126,33131,65258,128,153,286,32909,33952,66855,1304,1390,2694,86493,91567,178066,527,563,1085,88330,93519,181846,1393,1395,2794,80165,82145,162311,290,343,631,81850,83884,165732,Unincorporated ACT
99399,0,25,29,55,11,6,19,436,134,571,5,5,7,453,147,600,82,87,172,1488,1463,2943,28,26,56,1597,1575,3171,7,9,20,288,238,526,0,4,4,294,258,550,73,76,155,1108,1094,2203,22,30,49,1211,1194,2402,14,17,25,559,523,1079,5,3,11,572,537,1109,Unincorp. Other Territories
59310,0,0,10,12,3,6,11,152,54,205,0,0,0,155,56,209,26,31,59,538,467,1006,4,7,11,577,502,1080,9,8,18,84,71,156,0,0,0,92,82,174,19,22,37,383,328,709,3,6,9,402,352,758,14,20,27,205,181,385,0,3,3,221,201,420,Wongan-Ballidu (S)
