lga_code_2016,separate_house_nofb_0_i_b,separate_house_nofb_1,separate_house_nofb_2,separate_house_nofb_3,separate_house_nofb_4,separate_house_nofb_5,separate_house_nofb_6_or_m,separate_house_nofb_ns,separate_house_total,se_d_r_or_t_h_t_1_s_nofb_0_ib,se_d_r_or_t_h_t_1_st_nofb_1,se_d_r_or_t_h_t_1_st_nofb_2,se_d_r_or_t_h_t_1_st_nofb_3,se_d_r_or_t_h_t_1_st_nofb_4,se_d_r_or_t_h_t_1_st_nofb_5,se_d_r_or_t_h_t_1_st_nofb_6_m,se_d_r_or_t_h_t_1_st_nofb_ns,se_d_r_or_t_h_t_1_st_total,se_d_r_or_t_h_t_2_s_nofb_0_ib,se_d_r_or_t_h_t_2_sts_nofb_1,se_d_r_or_t_h_t_2_sts_nofb_2,se_d_r_or_t_h_t_2_sts_nofb_3,se_d_r_or_t_h_t_2_sts_nofb_4,se_d_r_or_t_h_t_2_sts_nofb_5,se_d_r_or_t_h_t_2_st_nofb_6_m,se_d_r_or_t_h_t_2_sts_nofb_ns,se_d_r_or_t_h_t_2_sts_total,se_d_r_or_t_h_t_tot_nofb_0_ib,se_d_r_or_t_h_t_tot_nofb_1,se_d_r_or_t_h_t_tot_nofb_2,se_d_r_or_t_h_t_tot_nofb_3,se_d_r_or_t_h_t_tot_nofb_4,se_d_r_or_t_h_t_tot_nofb_5,se_d_r_or_t_h_t_tot_nofb_6_m,se_d_r_or_t_h_t_tot_nofb_ns,se_d_r_or_t_h_t_tot_total,flt_at_1_or2_st_bl_nofb_0_ib,flt_at_in_1_or2_s_b_nofb_1,flt_at_in_1_or2_s_b_nofb_2,flt_at_in_1_or2_s_b_nofb_3,flt_at_in_1_or2_s_b_nofb_4,flt_at_in_1_or2_s_b_nofb_5,flt_at_in_1_or2_s_b_nob_6_m,flt_at_in_1_or2_s_b_nob_ns,flt_at_in_1_or2_s_b_total,flt_apt_3_st_bl_nob_0_ib,flt_apt_in_3_st_bl_nofb_1,flt_apt_in_3_st_bl_nofb_2,flt_apt_in_3_st_bl_nofb_3,flt_apt_in_3_st_bl_nofb_4,flt_apt_in_3_st_bl_nofb_5,flt_apt_in_3_s_bl_nofb_6_m,flt_apt_in_3_st_bl_nofb_ns,flt_apt_in_3_st_bl_total,flt_apt_4_or_m_s_b_nofb_0_ib,flt_apt_4_or_m_s_b_nofb_1,flt_apt_4_or_m_s_b_nofb_2,flt_apt_4_or_m_s_b_nofb_3,flt_apt_4_or_m_s_b_nofb_4,flt_apt_4_or_m_s_b_nofb_5,flt_apt_4_or_m_s_b_nofb_6_m,flt_apt_4_or_m_s_b_nofb_ns,flt_apt_4_or_m_s_b_total,flt_apt_at_to_a_h_nofb_0_ib,flt_apt_at_to_a_hse_nofb_1,flt_apt_at_to_a_hse_nofb_2,flt_apt_at_to_a_hse_nofb_3,flt_apt_at_to_a_hse_nofb_4,flt_apt_at_to_a_hse_nofb_5,flt_apt_at_to_a_hs_nofb_6_m,flt_apt_at_to_a_hs_nofb_ns,flt_apt_at_to_a_hse_total,flt_apart_tot_nofb_0_i_b,flt_apart_tot_nofb_1,flt_apart_tot_nofb_2,flt_apart_tot_nofb_3,flt_apart_tot_nofb_4,flt_apart_tot_nofb_5,flt_apart_tot_nofb_6_or_m,flt_apart_tot_nofb_ns,flt_apart_tot_total,other_dwelling_nofb_0_i_b,other_dwelling_nofb_1,other_dwelling_nofb_2,other_dwelling_nofb_3,other_dwelling_nofb_4,other_dwelling_nofb_5,other_dwelling_nofb_6_or_m,other_dwelling_nofb_ns,other_dwelling_total,dweling_structu_ns_nofb_0_i_b,dweling_structur_ns_nofb_1,dweling_structur_ns_nofb_2,dweling_structur_ns_nofb_3,dweling_structur_ns_nofb_4,dweling_structur_ns_nofb_5,dwelig_struct_ns_nofb_6_or_m,dweling_structur_ns_nofb_ns,dweling_structur_ns_total,total_nofb_0_i_b,total_nofb_1,total_nofb_2,total_nofb_3,total_nofb_4,total_nofb_5,total_nofb_6_or_m,total_nofb_ns,total_total,lga_name16
36510,40,253,1460,5953,4202,822,228,1137,14096,21,75,195,104,6,0,0,65,463,0,5,76,10,0,0,0,19,107,18,79,271,111,7,0,0,82,573,0,19,121,12,3,0,0,12,166,8,11,20,0,0,0,0,4,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,28,144,9,3,0,0,20,215,49,96,32,29,15,3,5,83,312,3,9,11,12,11,0,3,12,61,122,464,1915,6117,4241,833,244,1330,15252,Scenic Rim (R)
36580,21,172,1068,3513,2800,448,125,806,8962,0,4,36,22,3,0,0,5,74,0,0,3,0,7,0,0,4,12,0,4,40,23,9,0,0,13,89,0,12,14,12,0,0,0,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,13,0,0,0,6,47,26,51,18,11,4,3,0,24,145,11,22,12,21,10,8,0,34,123,56,260,1152,3586,2828,456,129,879,9360,Somerset (R)
36630,54,293,1649,5406,3075,468,120,904,11973,3,46,188,50,10,0,0,40,342,0,0,8,3,0,0,0,3,12,3,46,200,53,10,3,0,45,361,3,77,272,37,11,0,0,47,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,75,272,37,11,0,0,49,449,83,139,38,40,21,3,0,123,440,5,8,3,16,12,6,3,13,64,146,565,2163,5562,3126,482,123,1135,13284,South Burnett (R)
36660,36,238,1577,5660,3601,646,125,834,12727,0,57,441,118,12,0,0,68,698,0,8,17,17,4,5,0,0,48,0,62,461,130,16,3,0,69,752,0,47,215,47,3,0,0,50,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,51,221,47,3,0,0,50,370,61,97,47,28,19,4,3,89,337,3,3,26,30,20,0,3,14,102,99,444,2329,5899,3663,657,138,1065,14293,Southern Downs (R)
36720,169,953,5554,33342,32357,5780,1151,4109,83411,27,341,4369,2867,87,11,5,657,8363,36,305,1886,2985,296,18,13,560,6098,65,645,6258,5849,386,31,13,1214,14465,84,827,2591,1228,110,10,10,564,5420,14,247,1457,776,25,0,7,300,2836,21,570,2909,1810,139,5,7,813,6276,4,28,6,0,0,3,0,12,54,120,1677,6964,3823,277,22,18,1683,14579,578,1147,561,253,112,12,8,557,3219,14,145,104,163,80,22,17,198,743,944,4568,19444,43425,33203,5864,1206,7765,116419,Sunshine Coast (R)
36820,82,358,1398,4084,1957,379,97,792,9147,3,52,137,27,4,0,0,25,247,0,6,27,0,0,0,0,3,40,3,62,163,22,4,3,0,34,290,3,59,245,67,12,0,0,53,449,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,60,248,68,12,0,0,58,453,167,230,55,33,17,0,0,133,638,13,15,11,12,11,0,0,42,106,264,721,1868,4231,2001,391,97,1055,10625,Tablelands (R)
36910,75,424,3535,22255,17747,3120,650,3202,50996,16,636,2790,1455,72,12,3,531,5504,9,178,687,414,42,5,7,171,1512,21,813,3474,1867,113,16,8,700,7015,11,203,1648,533,31,3,3,355,2786,6,14,37,0,0,0,0,6,65,0,0,37,16,6,0,0,9,81,0,5,0,0,0,0,0,0,4,19,221,1727,549,43,3,9,373,2945,60,134,47,64,61,11,5,159,543,9,45,51,115,58,8,5,169,454,186,1628,8837,24855,18023,3158,674,4603,61957,Toowoomba (R)
36950,3,26,184,255,115,36,21,171,810,0,3,8,15,3,0,0,4,30,0,4,13,5,0,0,0,15,44,0,9,20,18,5,0,0,22,78,0,6,35,36,5,0,0,5,89,0,0,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,36,5,0,0,7,101,23,22,4,5,3,0,0,14,73,0,0,0,0,0,0,0,19,19,25,62,257,320,133,39,28,233,1082,Torres (S)
36960,5,13,98,315,326,100,78,89,1018,0,10,36,3,0,0,0,0,49,0,0,0,0,0,0,0,0,3,0,10,35,0,0,0,0,3,59,0,7,3,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,4,7,0,0,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,8,30,136,316,325,100,78,97,1090,Torres Strait Island (R)
37010,96,573,3697,24117,20381,3115,628,3593,56203,52,427,2723,625,102,6,4,518,4466,9,322,1672,610,46,8,10,314,2982,63,747,4396,1233,154,10,14,830,7448,40,452,1126,322,22,5,6,420,2397,0,125,1035,215,7,0,0,233,1620,13,144,761,593,8,6,0,236,1761,0,8,0,5,0,0,0,0,8,59,728,2918,1134,44,7,10,898,5789,358,543,101,123,49,6,4,308,1496,5,34,56,59,36,3,9,129,336,583,2626,11164,26670,20660,3154,658,5768,71282,Townsville (C)
31750,0,7,26,54,15,9,3,20,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,3,18,0,8,0,0,0,0,0,4,17,9,19,29,54,22,9,3,24,165,Bulloo (S)
31820,124,524,3535,15389,8659,1390,295,2190,32099,27,233,1166,397,10,0,7,204,2037,3,140,131,142,8,3,0,72,491,26,368,1292,538,16,3,7,272,2526,18,307,1014,247,51,4,4,217,1856,0,0,7,20,0,0,0,4,35,0,14,60,56,4,0,0,21,152,0,0,0,0,0,0,0,0,6,17,321,1078,324,52,4,4,242,2051,416,654,183,146,58,3,0,402,1866,10,24,23,62,17,3,13,48,199,595,1899,6111,16464,8802,1401,314,3155,38742,Bundaberg (R)
30900,0,8,19,51,20,4,0,33,140,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,15,18,4,5,4,0,0,17,61,0,0,3,7,0,0,0,4,9,17,27,29,59,26,3,5,55,218,Boulia (S)
31000,276,1934,19100,112081,100652,28853,6322,12531,281745,56,1014,3532,2740,195,25,16,1185,8768,72,1590,7956,22033,1476,156,48,2913,36250,126,2610,11486,24778,1677,180,65,4100,45018,499,7775,12837,3809,343,81,98,2914,28353,343,3651,20491,3547,191,32,46,2710,31019,494,7753,17073,5713,327,35,24,4149,35565,0,27,32,10,8,0,3,17,102,1337,19212,50436,13077,872,147,166,9789,95037,224,717,450,288,127,32,12,900,2760,38,237,362,409,198,62,45,737,2092,1997,24713,81837,150632,103520,29275,6619,28056,426648,Brisbane (C)
31900,15,154,831,3177,1335,166,23,410,6115,0,3,26,4,3,0,0,0,39,0,0,11,0,0,0,0,3,17,0,3,33,4,0,0,0,5,52,11,76,355,49,5,0,0,74,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,76,355,51,5,0,0,76,577,96,143,28,23,10,0,3,84,386,3,7,3,11,9,3,0,83,119,131,381,1256,3264,1362,172,29,654,7252,Burdekin (S)
31950,0,6,10,40,6,0,3,20,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,0,11,4,0,0,10,68,17,18,0,5,0,0,0,26,70,36,55,15,58,8,0,3,58,231,Burke (S)
32080,75,389,2562,18258,15138,2420,555,3194,42595,28,351,1798,504,52,5,5,427,3164,27,278,1784,322,37,8,12,339,2809,54,629,3581,827,87,10,15,766,5973,130,1261,3241,466,55,10,5,984,6161,36,495,1975,661,21,0,4,632,3810,16,121,568,362,10,0,0,267,1344,0,3,6,5,0,0,0,4,17,180,1879,5786,1495,87,10,9,1881,11325,420,468,164,119,52,14,12,534,1785,18,58,113,77,42,4,10,269,592,750,3431,12198,20766,15414,2464,607,6641,62267,Cairns (R)
32250,12,51,127,254,64,16,11,56,586,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,12,3,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,0,0,0,4,32,116,169,20,39,26,0,9,85,462,35,39,4,12,3,0,0,17,115,164,277,163,311,92,20,15,161,1197,Carpentaria (S)
32260,64,312,1492,4935,1942,315,77,898,10043,0,23,121,35,8,0,0,32,223,0,0,32,12,0,0,0,8,49,0,27,154,43,7,0,0,40,270,3,104,472,90,11,3,0,178,856,0,9,16,3,0,0,0,7,36,0,0,9,15,3,0,0,3,26,0,3,0,0,0,0,0,0,3,3,120,498,104,16,3,0,186,925,272,395,118,95,44,4,5,219,1148,33,53,22,36,19,5,3,72,236,377,899,2288,5211,2025,328,85,1415,12623,Cassowary Coast (R)
32270,90,292,513,3209,2885,507,124,1052,8671,0,0,112,129,12,0,0,33,288,0,3,18,40,4,0,0,11,84,0,3,134,167,19,0,0,44,368,6,70,281,159,21,3,0,147,688,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,281,159,21,6,0,148,690,188,299,44,79,41,3,3,175,831,52,96,70,115,81,12,5,66,493,334,754,1041,3731,3047,530,135,1487,11051,Central Highlands (R) (Qld)
32310,23,135,670,1747,976,188,67,461,4268,0,6,20,22,9,0,5,3,62,0,0,0,0,0,0,0,0,3,0,6,20,23,9,0,5,4,63,0,19,106,17,3,0,0,40,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,19,105,17,4,0,0,40,186,115,144,27,48,17,3,0,101,457,0,11,11,12,4,3,4,15,57,144,316,835,1844,1005,191,75,626,5027,Charters Towers (R)
37300,3,11,38,389,253,28,5,68,800,0,5,71,69,13,0,0,24,183,0,16,153,24,6,0,0,28,231,0,24,223,96,18,0,0,50,413,0,10,28,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,0,0,3,42,10,40,7,8,3,0,0,67,132,0,0,0,3,0,0,0,12,16,16,82,295,489,276,26,6,203,1406,Weipa (T)
37310,53,268,1132,4515,3517,636,124,1261,11503,3,48,191,144,39,8,0,91,525,0,0,10,20,3,0,0,3,32,3,48,201,162,37,8,0,98,557,3,35,188,117,22,0,0,98,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,35,191,114,22,0,0,104,465,31,67,23,29,13,3,5,147,326,3,15,12,25,21,0,7,20,100,99,432,1558,4849,3606,642,134,1630,12954,Western Downs (R)
37340,44,270,1121,4267,2688,385,90,1001,9873,22,75,170,124,21,0,0,91,493,0,45,264,156,17,4,0,98,585,25,113,438,278,37,4,0,185,1077,20,113,426,160,17,3,3,169,905,3,6,119,26,0,0,0,31,186,0,15,25,14,3,0,0,29,80,0,3,0,0,0,0,0,0,6,22,138,572,202,19,5,3,224,1174,298,414,89,123,41,8,7,335,1313,15,34,58,62,22,5,0,220,417,395,970,2275,4933,2800,404,101,1979,13860,Whitsunday (R)
33220,109,494,4376,15591,10565,1512,337,2550,35542,17,291,1051,526,34,3,0,226,2153,18,193,468,456,23,0,0,177,1333,38,484,1513,984,62,3,0,401,3488,3,107,517,148,17,0,0,143,932,0,26,122,32,0,0,0,24,196,0,20,128,76,0,0,0,50,279,0,0,0,0,0,0,0,0,7,3,150,768,258,16,0,0,213,1413,490,819,224,193,83,13,5,488,2317,31,57,56,93,47,6,8,163,463,676,2007,6938,17122,10776,1539,352,3816,43228,Fraser Coast (R)
33360,77,296,1196,7778,7883,1059,226,1331,19856,0,61,192,155,11,3,0,50,476,3,17,216,310,24,0,0,117,687,3,77,409,468,38,0,0,163,1164,8,127,585,208,13,0,0,148,1094,10,23,84,50,0,0,0,36,199,3,7,202,33,0,0,0,119,360,0,0,3,0,0,0,0,0,3,14,157,871,293,18,0,0,297,1654,250,427,103,97,44,3,3,217,1138,3,26,23,21,13,0,0,12,96,357,988,2599,8651,7990,1064,234,2019,23905,Gladstone (R)
32330,0,3,45,84,100,26,7,9,270,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,57,85,100,26,7,9,286,Cherbourg (S)
32450,0,22,105,363,184,33,16,130,865,0,0,12,4,0,0,0,4,17,0,0,3,0,0,0,0,0,3,0,0,11,4,0,0,0,4,22,0,23,44,13,0,0,0,37,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,44,13,0,0,0,37,114,82,90,15,24,19,0,0,128,356,0,6,3,11,8,4,4,8,41,81,137,180,415,212,33,22,299,1389,Cloncurry (S)
32500,37,137,318,443,157,31,9,239,1374,0,3,0,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,14,0,29,49,6,3,0,0,21,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,49,6,3,0,0,21,110,127,161,49,57,20,0,5,362,783,4,6,11,4,3,0,0,20,48,169,335,424,519,185,33,13,649,2326,Cook (S)
32600,0,9,17,39,8,3,3,28,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,0,0,0,0,0,9,30,0,0,0,3,0,0,0,3,3,12,18,15,41,8,3,5,40,144,Croydon (S)
33200,0,12,86,162,86,23,18,54,431,0,7,41,64,51,11,3,10,179,0,0,0,0,0,0,0,0,0,0,7,41,64,51,11,3,10,179,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,3,4,0,0,0,0,0,3,15,5,26,9,15,9,0,0,23,90,10,49,141,239,144,34,16,92,725,Flinders (S) (Qld)
32750,0,4,11,43,14,3,3,22,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,6,7,0,0,10,58,3,0,0,0,0,0,0,4,5,26,18,14,49,20,3,3,38,171,Diamantina (S)
41140,6,54,503,1671,897,105,29,232,3497,0,34,43,32,3,0,0,13,133,0,0,0,0,0,0,0,0,3,0,33,43,34,3,0,0,13,136,0,13,15,3,0,0,0,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,3,0,0,0,7,38,8,20,17,12,3,0,5,25,96,0,0,14,6,6,0,0,3,39,20,117,605,1728,910,111,36,282,3805,Clare and Gilbert Valleys (DC)
32770,0,0,18,126,50,3,0,15,212,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,17,26,0,0,6,3,0,0,0,20,32,0,0,30,3,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,3,39,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,57,136,50,3,0,35,282,Doomadgee (S)
32810,36,160,474,1479,835,81,32,399,3489,4,25,125,80,3,0,0,30,275,3,18,179,85,17,0,0,45,350,5,40,310,171,23,0,0,78,629,3,58,253,55,5,0,3,124,504,0,22,68,18,0,0,0,17,124,0,3,21,4,4,0,0,4,38,0,0,0,0,0,0,0,0,0,4,82,339,78,11,0,3,148,669,220,214,40,38,24,0,3,114,659,3,16,16,23,8,7,3,14,97,267,519,1182,1788,899,91,36,752,5539,Douglas (S)
33100,10,28,60,93,41,9,6,24,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,39,5,15,4,0,0,150,246,20,32,5,5,4,3,0,13,85,57,100,72,113,47,14,12,194,603,Etheridge (S)
33430,132,662,5606,42430,52772,10458,2338,7345,121735,79,497,6954,6685,362,37,25,1471,16098,39,619,5816,16919,1994,156,46,2473,28054,114,1116,12767,23603,2350,188,70,3944,44154,176,1594,4476,1375,191,30,21,1267,9127,58,2439,8853,1582,68,10,15,1939,14966,251,4174,10343,3296,210,22,22,3011,21318,0,19,15,3,0,0,0,9,50,489,8224,23686,6254,471,62,56,6225,45469,474,969,493,212,79,16,8,870,3126,19,122,219,191,107,27,6,470,1166,1228,11089,42770,72697,55782,10746,2481,18856,215645,Gold Coast (C)
33610,18,71,413,1495,1096,182,56,410,3736,0,3,26,12,0,0,0,7,49,0,0,27,4,0,0,0,5,41,0,3,52,19,3,0,0,7,86,0,40,154,28,6,0,0,38,266,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,44,160,28,6,0,0,40,277,35,54,20,18,9,0,0,39,183,0,3,7,31,8,3,0,6,61,55,171,658,1588,1118,193,60,508,4348,Goondiwindi (R)
33620,79,404,2081,8359,4837,740,180,1397,18078,0,36,354,101,6,0,0,79,588,8,46,125,83,8,0,0,41,309,10,81,483,187,18,0,0,118,895,6,179,139,38,7,0,3,65,433,0,6,15,13,0,0,0,28,59,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6,185,162,52,3,0,3,95,503,215,332,96,78,44,6,3,275,1054,7,16,16,25,11,9,0,35,122,320,1011,2841,8694,4909,759,184,1922,20647,Gympie (R)
33800,14,87,570,2169,828,127,25,335,4158,0,10,34,0,0,0,0,9,47,0,3,3,0,0,0,0,4,7,0,11,36,0,0,0,0,11,55,0,39,136,23,0,0,0,37,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,136,23,0,0,0,37,237,100,141,12,31,10,0,0,57,357,0,5,5,7,9,0,3,8,36,124,288,763,2227,849,127,25,450,4843,Hinchinbrook (S)
33830,0,8,35,118,62,0,0,23,252,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,41,122,62,0,0,23,259,Hope Vale (S)
33960,71,337,3636,25185,23313,2958,604,4002,60097,55,437,1459,979,92,0,3,522,3552,19,115,634,1081,190,13,0,319,2371,72,552,2097,2063,280,10,3,844,5922,5,251,372,94,16,0,3,149,904,3,34,65,11,3,0,0,24,137,8,18,12,10,0,0,0,17,56,0,4,0,3,0,0,0,0,11,13,305,455,119,22,3,3,184,1107,37,121,63,52,15,5,0,120,418,3,30,26,55,33,0,3,32,179,198,1340,6274,27474,23666,2973,612,5182,67725,Ipswich (C)
33980,29,126,374,2666,1869,263,84,667,6077,0,11,80,64,0,0,0,28,184,0,0,81,150,8,0,0,53,298,0,12,167,206,11,3,0,81,479,3,37,142,107,21,0,0,70,381,0,15,5,3,0,0,0,12,32,0,4,5,3,0,0,0,0,10,0,10,0,0,0,0,0,4,20,4,68,158,114,21,0,0,88,444,134,188,28,43,25,3,7,90,517,4,12,17,11,7,6,0,34,87,166,406,732,3041,1926,275,92,959,7611,Isaac (R)
34420,0,4,37,91,34,6,0,10,186,0,0,25,6,0,0,0,0,36,0,0,13,24,0,0,0,0,36,0,5,33,33,0,0,0,0,75,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,11,74,125,34,7,0,18,261,Kowanyama (S)
34530,41,222,1042,4265,4375,734,143,809,11631,3,91,161,106,5,3,0,70,442,8,22,32,46,8,0,0,14,130,10,106,195,144,18,4,0,81,566,8,117,331,121,3,3,0,85,668,0,4,50,17,0,0,0,12,76,0,7,49,15,0,0,0,21,89,0,0,0,0,0,0,0,0,0,8,132,425,155,3,3,0,115,835,226,324,104,62,30,5,0,210,961,0,17,15,22,16,0,0,97,168,282,798,1777,4653,4445,744,147,1313,14163,Livingstone (S)
34570,3,9,36,53,48,3,3,21,176,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,15,0,0,0,0,0,7,31,0,0,0,0,0,0,0,0,0,10,26,34,54,51,3,3,35,214,Lockhart River (S)
34580,43,188,967,5030,4361,813,211,1149,12765,4,8,152,97,10,0,0,38,307,0,0,17,15,0,0,0,12,44,4,14,170,114,9,0,0,45,351,0,32,127,46,7,0,0,38,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,27,127,52,7,3,6,38,250,7,44,31,116,50,13,4,205,478,3,5,18,26,31,4,5,26,115,55,278,1317,5330,4460,844,218,1460,13963,Lockyer Valley (R)
34590,93,485,3388,37388,32650,6432,1683,5823,87941,22,320,1693,955,113,16,11,401,3527,11,199,2778,3513,226,13,16,752,7509,38,515,4465,4471,334,33,25,1154,11033,17,494,1106,579,55,5,7,301,2562,0,74,89,30,17,0,0,40,249,0,21,20,7,7,0,0,4,49,0,9,28,11,3,0,0,16,59,17,586,1237,630,74,5,7,363,2926,56,236,149,108,18,9,6,140,719,3,55,49,71,51,19,5,63,321,200,1885,9289,42663,33134,6498,1725,7535,102934,Logan (C)
40430,4,22,185,540,200,22,6,62,1038,0,0,20,15,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,34,0,5,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,16,4,15,7,8,0,0,0,11,43,0,0,0,7,3,0,0,0,12,8,33,220,568,211,22,3,79,1141,Barunga West (DC)
40520,7,58,478,2049,843,94,15,286,3838,3,22,161,102,0,0,0,48,335,0,0,0,0,0,0,0,0,0,3,22,161,102,0,0,0,48,336,0,39,148,12,0,0,0,34,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,148,12,0,0,0,34,240,16,17,14,15,0,0,0,43,113,0,4,4,15,3,3,0,8,34,20,143,807,2198,849,97,16,421,4558,Berri and Barmera (DC)
