lga_code16,p_ewft_35_39_es_ns,p_ewft_35_39_tot,p_ewft_40_44_e,p_ewft_40_44_om_ie,p_ewft_40_44_om_uie,p_ewft_40_44_cfw,p_ewft_40_44_es_ns,p_ewft_40_44_tot,p_ewft_45_49_e,p_ewft_45_49_om_ie,p_ewft_45_49_om_uie,p_ewft_45_49_cfw,p_ewft_45_49_es_ns,p_ewft_45_49_tot,p_ewft_50_54_e,p_ewft_50_54_om_ie,p_ewft_50_54_om_uie,p_ewft_50_54_cfw,p_ewft_50_54_es_ns,p_ewft_50_54_tot,p_ewft_55_59_e,p_ewft_55_59_om_ie,p_ewft_55_59_om_uie,p_ewft_55_59_cfw,p_ewft_55_59_es_ns,p_ewft_55_59_tot,p_ewft_60_64_e,p_ewft_60_64_om_ie,p_ewft_60_64_om_uie,p_ewft_60_64_cfw,p_ewft_60_64_es_ns,p_ewft_60_64_tot,p_ewft_65_69_e,p_ewft_65_69_om_ie,p_ewft_65_69_om_uie,p_ewft_65_69_cfw,p_ewft_65_69_es_ns,p_ewft_65_69_tot,p_ewft_70_74_e,p_ewft_70_74_om_ie,p_ewft_70_74_om_uie,p_ewft_70_74_cfw,p_ewft_70_74_es_ns,p_ewft_70_74_tot,p_ewft_75ov_e,p_ewft_75ov_om_ie,p_ewft_75ov_om_uie,p_ewft_75ov_cfw,p_ewft_75ov_es_ns,p_ewft_75ov_tot,p_ewft_tot_e,p_ewft_tot_om_ie,p_ewft_tot_om_uie,p_ewft_tot_cfw,p_ewft_tot_es_ns,p_ewft_tot_tot,p_ewpt_15_19_e,p_ewpt_15_19_om_ie,p_ewpt_15_19_om_uie,p_ewpt_15_19_cfw,p_ewpt_15_19_es_ns,p_ewpt_15_19_tot,p_ewpt_20_24_e,p_ewpt_20_24_om_ie,p_ewpt_20_24_om_uie,p_ewpt_20_24_cfw,p_ewpt_20_24_es_ns,p_ewpt_20_24_tot,p_ewpt_25_29_e,p_ewpt_25_29_om_ie,p_ewpt_25_29_om_uie,p_ewpt_25_29_cfw,p_ewpt_25_29_es_ns,p_ewpt_25_29_tot,p_ewpt_30_34_e,p_ewpt_30_34_om_ie,p_ewpt_30_34_om_uie,p_ewpt_30_34_cfw,p_ewpt_30_34_es_ns,p_ewpt_30_34_tot,p_ewpt_35_39_e,p_ewpt_35_39_om_ie,p_ewpt_35_39_om_uie,p_ewpt_35_39_cfw,p_ewpt_35_39_es_ns,p_ewpt_35_39_tot,p_ewpt_40_44_e,p_ewpt_40_44_om_ie,p_ewpt_40_44_om_uie,p_ewpt_40_44_cfw,p_ewpt_40_44_es_ns,p_ewpt_40_44_tot,p_ewpt_45_49_e,p_ewpt_45_49_om_ie,p_ewpt_45_49_om_uie,p_ewpt_45_49_cfw,p_ewpt_45_49_es_ns,p_ewpt_45_49_tot,p_ewpt_50_54_e,p_ewpt_50_54_om_ie,p_ewpt_50_54_om_uie,p_ewpt_50_54_cfw,p_ewpt_50_54_es_ns,p_ewpt_50_54_tot,p_ewpt_55_59_e,p_ewpt_55_59_om_ie,p_ewpt_55_59_om_uie,p_ewpt_55_59_cfw,p_ewpt_55_59_es_ns,p_ewpt_55_59_tot,p_ewpt_60_64_e,p_ewpt_60_64_om_ie,p_ewpt_60_64_om_uie,p_ewpt_60_64_cfw,p_ewpt_60_64_es_ns,p_ewpt_60_64_tot,p_ewpt_65_69_e,p_ewpt_65_69_om_ie,p_ewpt_65_69_om_uie,p_ewpt_65_69_cfw,p_ewpt_65_69_es_ns,p_ewpt_65_69_tot,p_ewpt_70_74_e,p_ewpt_70_74_om_ie,p_ewpt_70_74_om_uie,p_ewpt_70_74_cfw,p_ewpt_70_74_es_ns,p_ewpt_70_74_tot,p_ewpt_75ov_e,p_ewpt_75ov_om_ie,p_ewpt_75ov_om_uie,p_ewpt_75ov_cfw,p_ewpt_75ov_es_ns,p_ewpt_75ov_tot,p_ewpt_tot_e,p_ewpt_tot_om_ie,p_ewpt_tot_om_uie,p_ewpt_tot_cfw,p_ewpt_tot_es_ns,p_ewpt_tot_tot,p_eafw_e,p_eafw_om_ie,p_eafw_om_uie,p_eafw_cfw,p_eafw_es_ns,p_eafw_tot,p_h_ns_e,p_h_ns_om_ie,p_h_ns_om_uie,p_h_ns_cfw,p_h_ns_es_ns,p_h_ns_tot,p_tot_e,p_tot_om_ie,p_tot_om_uie,p_tot_cfw,p_tot_es_ns,p_tot_tot,lga_name16
54060,0,52,37,7,6,0,0,55,45,11,7,0,3,64,42,17,7,3,0,71,32,9,17,9,4,66,26,6,10,3,0,52,6,0,3,3,0,18,0,3,0,3,0,8,3,0,0,0,0,6,338,74,67,20,15,517,41,0,0,0,0,40,10,0,0,0,0,14,22,0,0,0,0,20,26,3,7,0,0,36,30,0,8,0,0,35,42,3,7,0,0,51,43,0,4,0,0,48,47,0,9,3,3,60,38,3,3,0,0,48,27,3,3,5,0,45,15,3,3,4,0,30,8,0,0,3,0,10,0,0,0,7,0,11,335,26,52,28,6,448,30,3,9,0,0,46,15,3,3,10,4,34,719,106,132,64,22,1039,Irwin (S)
54130,0,28,13,5,12,3,0,31,18,7,12,6,0,43,20,4,20,7,0,58,24,6,22,8,0,58,8,7,11,5,0,34,0,0,14,0,0,15,0,0,5,0,0,5,0,0,3,0,0,3,172,37,119,48,4,381,3,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,10,7,3,5,0,0,18,8,3,0,0,0,18,8,3,0,5,0,17,5,3,3,0,0,14,9,3,5,0,0,18,17,0,3,4,0,30,3,0,0,0,0,11,4,0,0,3,0,11,3,0,0,0,0,5,0,0,0,3,3,7,99,18,24,24,3,160,12,4,4,5,0,28,5,3,3,0,3,14,282,62,151,70,13,582,Jerramungup (S)
54170,11,2003,1790,313,247,20,5,2364,2040,343,295,19,11,2713,1906,339,290,30,17,2583,1575,294,288,27,8,2186,864,187,138,12,11,1209,241,73,60,5,4,389,34,11,7,0,0,61,10,5,0,0,0,18,16622,2029,1850,178,96,20775,3876,10,29,15,21,3957,3107,12,59,10,14,3202,1382,27,133,14,6,1555,1308,80,192,41,10,1622,1360,101,227,47,11,1740,1665,123,289,49,16,2140,1709,151,301,39,13,2215,1517,136,267,41,6,1975,1371,117,267,45,15,1820,998,123,295,48,15,1484,487,97,177,47,11,811,166,43,71,24,9,308,51,19,25,14,0,113,19003,1044,2328,423,141,22946,1371,41,97,32,28,1568,555,37,69,37,65,756,37548,3153,4348,667,331,46047,Joondalup (C)
54200,7,957,815,102,76,7,3,1005,842,117,98,16,14,1087,754,114,101,16,5,993,677,93,98,5,7,878,399,69,61,4,3,530,131,35,30,3,0,205,30,18,16,3,0,60,4,0,6,0,0,18,6864,776,692,66,47,8445,827,0,4,8,3,849,533,4,14,9,0,560,275,7,39,7,8,328,303,30,56,12,5,407,334,29,61,22,3,445,355,29,92,10,3,493,364,50,83,15,3,512,345,36,70,17,4,476,300,49,73,17,7,437,288,42,75,28,3,447,137,35,62,24,0,259,59,8,32,8,3,116,34,6,18,10,3,75,4157,323,685,184,41,5392,319,21,33,16,5,394,179,13,21,12,24,253,11522,1131,1431,274,121,14481,Kalamunda (S)
53710,0,18,7,3,11,0,0,18,8,3,3,3,3,26,16,3,3,3,0,27,13,0,3,6,0,22,10,0,8,3,0,23,0,3,0,0,0,7,0,3,0,3,0,3,0,0,3,0,0,4,101,32,47,16,4,204,3,0,0,0,0,3,3,0,0,0,0,7,10,0,0,0,0,10,9,0,3,0,0,8,5,0,3,0,0,7,7,0,0,3,0,17,7,0,0,0,0,9,6,0,0,3,0,9,9,0,3,0,0,12,9,0,3,0,0,18,8,3,0,3,0,13,3,0,0,0,0,3,4,0,0,3,0,8,87,10,14,20,0,131,15,0,0,0,0,20,4,0,0,0,0,3,202,47,63,39,4,355,Goomalling (S)
53780,10,1495,1285,172,160,23,8,1649,1314,182,177,24,10,1709,1145,151,160,17,12,1494,975,136,120,13,9,1255,666,91,95,11,8,876,208,43,49,11,6,315,44,10,15,10,0,83,9,6,5,3,0,22,11175,1183,1176,145,100,13784,1181,0,7,7,3,1202,1020,8,26,9,6,1072,649,29,72,16,6,767,617,30,120,32,3,803,663,60,118,30,7,874,676,69,109,28,8,886,693,50,114,17,7,889,580,54,118,30,3,789,527,60,121,24,5,741,484,57,125,25,3,683,251,46,76,17,3,396,95,16,28,17,3,153,27,9,19,4,3,63,7471,481,1061,245,56,9318,671,28,59,16,9,786,310,21,31,23,45,420,19625,1714,2319,431,210,24306,Gosnells (C)
53800,3,916,937,98,75,7,3,1125,1076,92,86,22,9,1284,976,94,93,25,6,1197,786,104,77,9,9,988,476,58,71,17,4,633,138,36,28,18,0,215,11,18,6,10,0,43,10,8,4,3,0,28,8059,635,601,122,56,9476,740,0,3,6,5,760,345,0,8,3,0,359,308,13,16,3,0,340,376,14,36,12,3,441,391,28,46,15,3,474,419,25,67,18,3,533,486,39,49,15,3,594,425,26,61,16,7,534,354,25,61,22,3,459,301,21,50,12,3,395,146,12,24,13,0,201,40,11,18,14,3,87,22,9,5,3,3,39,4349,234,448,159,41,5227,614,46,40,14,14,722,190,7,10,26,37,271,13210,928,1098,324,146,15703,Greater Geraldton (C)
54340,0,113,79,9,18,0,0,108,95,7,12,3,0,117,128,20,18,4,0,167,100,13,15,3,0,129,54,12,13,8,0,80,10,7,3,0,0,20,9,0,5,7,0,18,0,0,4,3,0,7,963,72,119,36,13,1193,47,0,0,0,0,47,39,0,0,3,0,42,41,0,3,0,0,48,39,0,0,0,0,37,45,3,4,3,0,57,35,0,8,0,0,40,41,3,3,0,3,51,46,3,3,3,0,57,39,3,3,3,0,49,37,3,6,0,0,51,23,0,5,3,0,31,3,0,0,0,0,11,0,0,0,4,0,5,433,21,33,20,8,523,59,3,6,3,0,69,27,0,4,0,7,32,1482,95,162,63,21,1826,Katanning (S)
54410,0,21,14,0,3,0,0,16,15,5,5,0,0,34,21,0,15,5,0,40,16,0,4,3,0,33,10,3,8,0,0,26,0,3,3,3,0,10,0,0,5,0,0,10,0,0,0,0,0,0,152,19,51,18,4,244,4,0,0,0,0,4,13,0,0,0,0,13,5,0,0,0,0,5,9,0,3,0,0,10,20,0,0,0,0,20,11,0,5,0,0,15,12,3,0,0,0,15,13,0,3,0,0,16,13,0,3,0,0,12,4,0,0,0,0,9,0,0,3,7,0,14,3,0,3,0,0,9,0,0,3,0,0,5,110,4,20,13,0,148,18,0,0,0,0,17,6,0,3,0,3,14,287,23,78,30,11,432,Kellerberrin (S)
54760,0,29,10,3,9,4,0,27,11,4,11,4,0,31,15,13,16,4,0,42,12,9,3,9,0,31,6,3,9,13,0,24,3,4,6,9,0,19,0,0,3,0,0,8,0,0,0,3,0,4,103,51,73,46,3,280,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,9,0,3,0,0,14,7,0,3,0,0,10,8,0,0,0,0,7,3,0,4,0,0,7,0,0,4,0,0,3,7,0,4,0,0,9,0,0,3,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,38,5,26,12,0,79,7,3,4,0,0,19,0,3,0,3,0,4,154,58,104,60,4,382,Kulin (S)
54480,0,30,0,6,7,0,0,15,17,4,6,3,0,28,8,0,15,3,0,28,6,0,9,3,0,21,4,0,6,3,0,15,0,0,3,3,0,8,0,0,0,4,0,7,0,0,0,0,3,7,73,34,70,27,6,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,3,0,0,12,9,0,5,0,0,9,5,0,0,0,0,4,4,0,0,0,0,4,0,3,0,0,0,6,7,0,3,3,0,9,4,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,28,12,13,11,0,63,7,0,0,0,0,4,3,0,0,3,0,6,111,42,78,45,6,283,Kent (S)
54550,0,54,22,11,12,11,0,47,29,11,20,8,0,72,45,11,23,11,0,87,33,5,18,18,0,79,17,10,20,8,0,55,7,4,11,9,0,33,0,6,6,5,0,18,0,0,4,11,0,10,289,77,150,80,8,601,11,0,0,0,0,10,16,0,0,0,0,16,12,0,3,0,0,14,11,0,7,3,0,23,16,0,6,0,0,24,11,4,3,0,0,20,28,0,3,5,0,32,22,3,10,0,0,35,14,0,0,3,0,24,18,0,7,9,0,32,6,0,5,6,0,19,3,0,3,3,0,9,0,0,3,6,0,10,174,10,48,37,0,271,35,3,11,5,0,54,8,3,5,10,3,26,506,93,212,132,12,949,Kojonup (S)
54830,3,1099,1088,49,54,9,7,1200,1102,63,43,10,4,1225,1053,61,39,8,3,1159,841,51,28,6,4,926,480,30,22,0,11,541,114,17,6,4,0,151,28,4,0,0,0,34,3,3,0,0,0,12,8213,371,306,47,42,8989,358,0,4,0,3,366,289,0,10,0,0,304,218,7,26,3,0,254,241,13,37,6,0,297,244,14,51,14,3,329,274,18,25,3,3,328,262,19,40,7,0,325,200,19,32,3,3,254,175,12,31,4,0,224,137,12,29,5,3,180,67,5,14,7,3,94,28,6,7,0,0,45,7,3,0,3,0,14,2507,123,307,53,22,3012,429,11,13,8,10,469,151,8,8,3,20,188,11296,515,639,118,93,12657,Kwinana (C)
54620,0,58,51,11,10,5,0,76,34,9,13,7,0,61,30,4,3,3,3,47,32,14,8,9,0,64,20,4,7,3,0,36,11,3,5,3,0,26,0,3,0,3,0,6,0,0,0,8,0,14,359,66,59,43,3,533,0,0,0,0,0,3,5,0,0,0,0,5,9,0,0,0,0,5,13,0,0,0,0,19,11,0,0,0,0,13,12,0,0,0,0,20,13,0,0,0,0,14,10,0,3,0,0,14,7,0,0,0,0,8,4,0,4,0,0,10,4,3,0,0,0,4,0,4,0,0,0,6,0,0,0,8,0,6,91,15,9,12,0,124,18,3,5,0,0,20,7,0,0,0,3,14,482,83,75,56,7,700,Kondinin (S)
54690,0,13,9,0,4,0,0,19,3,0,5,0,0,10,10,3,3,0,0,20,10,4,11,0,0,20,7,4,3,0,0,16,0,0,3,3,0,10,0,0,0,0,0,0,0,0,3,0,0,4,65,20,34,3,3,123,3,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,4,8,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,3,0,0,3,0,0,3,0,0,3,5,0,5,23,6,13,6,0,45,3,0,5,0,0,5,0,0,0,0,0,5,90,20,51,15,3,181,Koorda (S)
54970,0,253,250,5,0,0,0,254,233,0,0,3,0,234,227,4,0,0,0,227,159,4,4,0,0,167,101,0,0,0,0,101,29,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,1925,18,10,3,3,1954,0,0,0,0,0,3,8,0,0,0,0,8,17,0,0,0,0,17,17,0,0,0,0,17,18,0,0,0,0,21,20,0,0,0,0,20,14,0,0,0,0,14,22,0,0,0,0,25,8,0,0,0,0,11,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,4,0,0,3,138,224,0,0,0,0,226,43,0,0,0,7,53,2321,21,10,5,15,2378,Laverton (S)
57770,0,35,24,3,0,0,0,30,16,6,4,0,0,27,24,0,4,0,0,27,28,0,3,0,0,27,17,0,4,0,0,24,6,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,218,18,23,6,3,265,3,0,0,0,0,3,9,0,0,0,0,9,8,0,0,0,0,8,14,0,0,0,0,13,13,0,0,0,0,14,13,0,0,0,0,14,10,0,3,0,0,9,12,3,0,0,0,16,9,0,0,0,0,15,9,0,3,0,0,15,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,105,9,17,0,0,128,5,0,0,0,0,11,8,0,3,0,0,6,337,26,42,9,4,420,Shark Bay (S)
57840,3,758,635,106,45,3,4,800,630,107,70,4,5,808,582,115,73,16,3,783,551,103,63,14,0,729,326,75,50,5,0,451,115,29,21,7,3,173,20,14,3,3,0,38,3,7,4,0,0,12,5544,729,484,64,29,6847,508,0,11,9,6,533,693,7,34,0,0,732,422,7,31,9,0,462,439,24,42,12,3,512,362,26,44,7,0,444,390,42,40,13,3,483,358,48,69,14,5,491,336,48,65,12,3,470,321,47,65,16,4,448,241,61,63,18,5,380,154,43,60,23,3,283,62,17,28,9,5,119,13,6,16,6,0,41,4298,374,558,136,34,5408,357,25,29,5,4,422,138,5,5,12,21,182,10337,1132,1078,216,94,12856,South Perth (C)
55040,0,261,224,7,0,0,0,229,239,4,5,0,0,243,183,4,0,0,5,198,147,0,7,0,0,152,70,3,3,0,0,75,22,0,4,0,0,33,6,0,0,0,0,5,0,0,0,0,0,0,1819,28,25,3,8,1879,6,0,0,0,0,6,16,0,0,0,0,16,21,0,0,0,0,21,24,0,0,0,0,27,19,0,0,0,0,19,17,0,0,0,0,17,25,0,0,0,0,25,18,0,0,0,0,18,10,0,0,0,0,14,12,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,3,0,0,182,159,0,4,0,3,170,42,0,0,0,0,48,2196,28,33,3,11,2275,Leonora (S)
55110,4,999,1010,131,118,14,12,1285,1029,146,142,15,8,1335,990,163,150,19,10,1333,750,120,109,17,3,999,414,62,77,11,7,573,117,33,30,10,0,185,20,11,10,4,0,45,9,3,3,0,0,12,8286,855,911,97,59,10210,1445,0,7,3,19,1479,981,3,30,8,11,1027,594,18,58,12,3,674,696,24,91,16,0,835,694,33,88,23,8,843,770,38,108,29,5,949,758,48,101,19,8,925,767,39,125,37,10,973,654,53,100,18,8,844,514,67,124,26,11,749,244,39,81,18,7,393,78,18,29,13,3,136,48,16,20,8,0,86,8233,393,964,236,88,9918,663,38,47,14,13,779,299,16,32,11,39,397,17478,1303,1954,360,204,21307,Mandurah (C)
55180,0,200,184,32,27,15,7,255,208,28,38,19,5,307,220,28,56,13,6,326,201,38,41,10,3,301,114,27,39,15,6,197,39,16,25,13,5,101,7,9,13,11,0,40,8,0,11,4,0,24,1665,229,293,131,39,2358,139,0,0,4,0,149,69,0,0,0,4,76,66,3,10,3,0,75,92,7,3,4,3,104,80,10,5,3,4,104,121,7,12,7,0,142,127,0,15,6,3,153,142,10,19,11,0,181,125,5,18,12,3,167,101,8,27,7,3,142,49,5,18,16,0,90,20,3,17,3,3,50,14,0,12,15,0,36,1137,59,148,90,30,1461,171,17,31,13,8,230,50,4,7,12,12,85,3021,308,478,236,87,4129,Manjimup (S)
55250,0,114,104,3,0,0,0,108,100,0,3,3,0,108,114,6,3,0,0,122,71,3,10,0,0,82,46,0,3,0,0,51,17,0,3,0,0,18,3,0,3,0,0,10,0,0,0,0,0,0,925,9,27,17,3,986,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,11,10,0,0,0,0,16,12,0,0,0,0,12,15,0,0,0,0,12,6,0,0,3,0,12,6,0,0,0,0,6,5,0,0,0,0,4,0,0,3,0,0,7,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,79,0,11,3,3,92,98,0,0,0,0,101,41,0,3,3,3,47,1141,10,42,25,9,1227,Meekatharra (S)
55320,7,2332,1894,247,167,13,9,2331,2061,272,167,24,12,2538,1915,265,189,12,14,2399,1608,243,169,12,12,2046,876,161,121,8,8,1168,260,76,36,4,9,389,44,32,14,4,0,95,19,18,8,3,0,42,17727,1702,1193,121,104,20853,2075,0,22,7,8,2114,2318,8,39,8,9,2391,1197,19,66,12,5,1302,1203,50,108,21,9,1386,1263,67,133,29,3,1494,1297,98,164,22,10,1592,1273,111,154,43,9,1586,1261,108,158,30,4,1564,1098,115,159,39,10,1427,872,119,165,47,9,1214,420,101,129,37,3,695,141,41,50,34,5,267,58,22,40,17,8,135,14474,870,1386,346,89,17166,1296,54,63,20,16,1448,467,18,49,26,67,619,33960,2649,2695,505,280,40084,Melville (C)
55950,0,13,8,3,5,6,0,20,7,0,0,0,0,17,7,0,5,3,0,19,10,6,8,3,0,27,5,0,8,6,0,22,0,3,4,0,0,5,4,0,6,0,0,11,0,0,3,0,0,5,95,17,44,21,0,186,0,0,0,0,0,0,11,0,0,0,0,11,6,0,0,0,0,6,3,3,0,3,0,6,3,0,0,0,0,3,8,0,0,0,0,6,5,0,4,0,0,9,0,0,0,3,0,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,36,7,7,9,0,59,7,0,0,0,0,3,3,3,0,3,0,10,139,27,52,34,4,253,Mukinbudin (S)
55530,0,13,3,9,4,0,0,16,11,3,4,0,0,17,18,3,4,3,0,30,8,0,11,0,0,21,3,9,4,0,0,17,3,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,101,30,29,4,0,167,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,6,3,3,0,0,0,5,3,3,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,5,4,0,0,0,0,7,4,0,3,0,0,9,0,0,0,0,0,3,3,0,0,4,0,6,0,0,0,0,0,0,40,4,11,3,0,56,5,0,0,0,0,5,3,3,3,0,0,5,148,38,47,14,3,241,Mingenew (S)
55390,0,69,73,0,0,0,0,74,51,0,0,0,0,51,54,0,0,0,0,61,53,0,0,0,0,56,26,0,0,0,0,31,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,569,0,3,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,0,0,9,6,0,0,0,0,6,4,0,0,0,0,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,46,45,0,0,0,0,46,13,0,0,0,0,17,671,0,10,0,0,685,Menzies (S)
55460,0,77,70,13,7,3,3,97,78,11,17,4,0,104,87,15,16,3,0,123,95,10,6,3,0,113,43,10,7,3,0,67,15,6,8,6,0,29,3,4,5,9,0,20,0,3,3,6,0,17,741,82,94,38,10,968,51,3,0,0,0,51,29,0,0,0,0,29,19,0,0,0,0,17,38,0,3,4,0,53,30,3,0,0,0,32,38,0,3,0,0,46,32,3,3,3,0,36,23,3,4,3,0,26,37,3,6,0,0,46,19,3,3,3,0,26,12,0,3,3,0,21,3,0,0,7,0,17,3,0,4,3,0,4,326,20,32,31,0,410,58,12,11,0,0,78,22,0,0,0,0,22,1146,113,139,66,13,1475,Merredin (S)
56090,4,457,414,68,67,14,3,560,446,75,93,19,3,638,443,109,82,8,3,643,356,79,74,4,9,516,251,58,37,8,0,351,79,17,22,4,3,128,11,6,12,4,0,32,0,0,5,0,0,4,3638,512,519,67,31,4765,438,0,6,0,0,444,290,0,9,9,0,315,157,8,18,3,0,188,169,14,39,18,0,236,187,16,48,14,3,274,244,21,65,11,3,347,245,31,65,14,3,362,224,37,66,15,3,343,223,33,76,14,0,351,183,34,81,13,5,317,110,24,57,18,0,212,44,10,26,7,3,88,19,8,14,13,3,50,2540,243,573,152,25,3531,234,11,45,6,10,304,94,7,22,9,11,137,6499,768,1162,234,74,8739,Mundaring (S)
57910,24,5059,4309,560,352,39,36,5285,4281,603,368,36,24,5311,3971,569,355,31,38,4967,3196,510,324,32,19,4080,1929,312,216,25,17,2502,583,175,112,13,5,897,116,48,35,12,0,212,33,30,20,5,0,81,37714,3798,2696,265,247,44716,2821,10,35,23,18,2904,3512,24,111,10,20,3670,2092,44,162,13,13,2324,2016,99,265,40,9,2428,2025,155,284,55,9,2532,2032,168,286,59,9,2551,1997,184,300,49,26,2563,1743,177,314,44,22,2297,1575,167,262,51,24,2084,1397,178,270,48,18,1914,776,178,229,55,17,1255,296,69,108,44,14,525,120,50,61,31,9,276,22404,1501,2685,524,213,27325,1995,99,124,37,25,2280,878,59,80,34,119,1170,62996,5456,5588,856,605,75495,Stirling (C)
57980,12,1898,1515,200,86,12,3,1816,1419,217,79,4,12,1731,1316,202,84,9,13,1627,1029,146,78,7,12,1277,624,101,53,5,0,787,224,52,24,3,0,298,45,17,6,0,0,69,17,7,4,4,0,28,13765,1190,565,58,67,15646,745,0,6,0,6,757,1309,8,18,4,4,1343,828,9,25,6,3,873,880,29,43,10,7,961,879,37,63,7,7,987,828,37,47,8,4,928,709,51,56,9,7,833,557,34,54,8,3,656,562,47,38,10,0,665,449,47,41,6,8,547,254,58,58,11,0,383,95,34,25,7,3,166,47,8,15,5,3,80,8158,395,492,86,49,9178,945,22,27,4,7,1004,285,18,21,7,29,355,23151,1622,1106,153,149,26182,Subiaco (C)
55600,0,74,58,14,17,0,0,94,44,7,18,6,0,69,58,17,21,7,0,110,65,15,12,10,0,96,36,5,11,0,0,51,13,11,11,4,0,36,0,0,0,5,0,7,4,0,3,0,0,14,497,91,110,42,5,749,24,0,0,0,0,24,19,0,0,4,0,17,24,0,3,0,0,24,24,0,3,0,0,22,19,0,3,0,0,29,25,4,3,3,0,36,26,0,3,4,0,28,22,3,3,0,0,25,18,4,3,0,0,30,28,4,9,0,0,39,7,0,3,4,0,19,16,0,0,4,3,22,0,0,3,5,0,11,240,15,42,27,5,334,31,5,4,6,0,50,17,3,3,7,0,27,787,112,162,76,20,1160,Moora (S)
58050,24,3885,3541,352,232,41,22,4183,3611,478,280,39,32,4448,3481,438,298,41,23,4283,2552,344,262,55,9,3221,1538,203,174,25,15,1960,462,98,81,17,3,660,84,48,24,12,4,179,15,15,18,3,0,48,30084,2617,1999,314,210,35219,2458,3,12,17,19,2510,2210,3,47,28,10,2299,1357,30,110,16,12,1521,1234,71,173,38,9,1519,1198,86,152,41,16,1489,1329,81,185,52,4,1648,1277,110,179,38,11,1612,1102,114,174,51,8,1443,1035,85,163,45,12,1341,772,101,146,56,6,1085,398,69,91,38,12,598,176,32,39,41,0,299,66,12,20,21,4,122,14599,797,1487,483,128,17491,1534,63,109,22,27,1751,728,50,62,22,82,937,46939,3530,3657,840,444,55407,Swan (C)
58190,0,11,0,3,0,0,0,3,9,6,5,0,0,14,7,6,7,0,0,19,5,3,4,0,0,13,5,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,54,21,26,4,3,106,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,5,0,0,0,0,5,7,0,0,3,0,10,3,0,0,0,0,6,3,0,0,0,0,4,9,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,3,3,0,54,6,0,0,0,0,9,3,0,0,0,0,3,102,24,33,11,3,174,Tammin (S)
58260,0,24,18,3,0,0,0,21,11,6,3,3,0,25,17,0,9,0,0,30,8,3,3,0,0,17,9,3,0,9,0,19,9,3,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,129,19,29,18,0,201,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,4,0,8,4,0,0,0,0,6,9,3,0,0,0,11,4,0,0,0,0,3,3,0,0,0,0,8,0,0,3,0,0,3,6,0,0,0,0,7,0,0,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,5,36,3,15,12,0,63,10,0,0,0,3,17,3,3,0,0,0,3,186,23,42,27,3,281,Three Springs (S)
